f	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Streptococcaceae	Coriobacteriaceae	Lactobacillaceae	Akkermansiaceae	Acidaminococcaceae	Methanobacteriaceae	Enterobacteriaceae	Pseudomonadaceae	Micrococcaceae	Bacteroidaceae	Rikenellaceae	Tannerellaceae	Dialisteraceae	Burkholderiaceae	Marinifilaceae	Oscillospiraceae	Veillonellaceae	Pasteurellaceae	Desulfovibrionaceae
Healthy	1.69979975594736	0.825823876546523	-0.147416324833166	0.321186100302054	-1.33264045381691	-1.10823959854333	-5	-5	-5	-5	-5	-5	-5	1.17798816210161	-0.278395455719862	-0.818270715117317	0.485742714905	-1.09458193129746	-5	-5	-0.531564047103727	-0.000738928886899543	-5
Healthy	0.237900477097921	0.253081036376446	0.0832624731640772	0.302179353813201	-5	-0.788318923700861	-5	0.584892955610718	-5	-5	-5	-5	-5	1.63462849116597	1.40072945119022	0.79260738221841	-5	-0.128129464579834	0.16072657003313	-1.40230481407449	-5	-5	-1.82073553566097
Healthy	-2.84163750790475	-2.3840499483436	1.92087569491187	-5	-0.0331311396066249	-5	-0.819128948349456	-5	-5	-5	0.754638787688833	-0.0380049724146412	-0.470608148623589	-1.97757162881451	-5	-5	-5	-5	-5	-5	0.427805707512646	-0.762959208620809	-5
Healthy	1.66762682266702	0.992027893533395	0.309483248856155	-1.81276138016852	-0.303809671082059	-0.227979175752773	-5	-0.100491382651709	-5	-5	-0.721360702109261	-0.478299790403725	-2.99139982823808	1.39694207030451	0.158069847931496	-0.0315263912127704	-5	-1.18795610206977	-0.919734372660155	-2.29929628285498	-0.867580201902385	-0.242892584398765	-5
Healthy	0.492186070439878	0.534652967683288	-0.921361961630327	-5	-1.28083450591079	-0.652026339721962	-5	1.01623542582996	-0.0562186872401727	-5	-5	-5	-5	1.72594787641232	1.00562102067592	-0.0192287655665064	-5	-0.926831737734898	-0.00215946053055197	0.108892988378172	-5	-5	-0.481038835550238
Healthy	1.40720745917849	0.998401463760982	0.00549367523217037	1.04122051249438	0.910419480528486	0.0119762157125086	-2.09044397075882	-5	-5	-0.0978066703730758	0.266936911159173	-5	-1.68193666503724	1.2935402144311	0.45060933090287	0.214149481337108	-5	-0.689094370623858	-0.279419015309388	-1.99267904707726	-0.649345021321921	-0.596210528483812	-1.10757145305477
Healthy	1.12157822663367	0.298551802898257	-1.88706002391592	-5	-1.32615002265705	0.335975135175881	-5	-0.94842304152746	-5	-5	-0.662181471228299	-5	-5	1.4180580514579	0.786950782834092	0.734902192650919	-5	0.028811105683365	-5	-5	-5	-5	-5
Healthy	1.08138619810596	1.64652439038602	-5	0.543731646086147	-5	-0.0445672260439196	-5	-5	-5	-5	-5	-5	-5	1.05024283330221	0.836439954323991	-1.10061729446673	-5	-5	-5	-5	-5	-5	-5
Healthy	1.28716706215027	0.183984062077016	-5	-5	-5	-5	-5	0.496918583104695	-5	-5	-5	-5	-5	1.74622672055806	0.751543142510424	0.342284474225749	-0.0916758607238209	-1.30207355519349	-5	-5	-5	-5	-5
Healthy	0.788207979255135	0.708395402645626	0.0624428373001454	0.357708116583874	-5	-2.95467702121334	-5	0.818586116197464	-5	-5	0.496207067291576	-5	-5	1.34833329574717	0.916905905977692	0.53288681224745	-5	-0.479424770714812	0.326698304567885	-1.99396204500268	-5	-5	-1.1329451995233
Healthy	1.1534599693593	0.00481129111827778	-1.42922363120525	-1.86232946276324	-5	-1.92848619490491	-1.08412549714231	-0.149261892768803	-5	-5	-5	-5	-5	1.81279882142701	0.304688672507468	0.170725106791785	-5	-0.0928198228096946	-5	-1.53461714855158	-1.74448628718047	-5	-5
Healthy	0.825402747032359	-1.64130390042619	-0.828215059445879	-5	-2.37263414340727	-5	-1.79102148272375	-5	-5	-5	1.19426479368957	-5	-5	1.30104519570485	-5	-5	-5	-5	-5	-1.11781711236973	-0.397093959062864	-5	-5
Healthy	-0.164797888132791	0.705388121791348	-0.918760739088303	-0.976912233004555	-1.43782613663535	-1.44745345204434	-5	-5	-5	-5	-1.00731396083787	-5	-5	1.73714563136208	1.23863338412571	0.496801000400511	-5	-1.18236853280948	0.0631569027058374	0.448437314048223	-5	-5	-2.79317412396815
Healthy	1.36441214900732	0.798301827000422	-0.280577553895218	0.667765719060689	-1.58888558144909	-1.09745322068601	-5	-5	-5	-1.16045910703103	-5	-5	-5	1.51362931851024	0.657658090439933	0.939121716237915	-5	0.404768738569048	-0.513697065168839	-0.649926510048313	-5	-5	-1.70027484602436
D000236	1.24695676097412	1.48869028872529	0.493135870443746	-5	-0.402425468188864	-5	-5	-5	-5	-5	-5	0.421096954182672	-5	1.50528770925877	0.354021955972084	0.264236801682871	-5	-5	-5	-5	-5	-5	-5
Healthy	1.27252363301069	0.578201257052102	-5	-0.444554870202131	-5	-1.21961067152905	-5	-5	-5	-5	-5	-5	-5	1.29081964036671	1.51161281148475	0.961923919973019	-5	0.0307534989344725	-0.0285200437064541	-0.455262417674228	-5	-5	-0.388223603002689
Healthy	0.739146543010077	0.473711723159417	0.844244744265287	0.558588583108199	-1.71489297043319	-0.233921926604416	-5	-0.458782819002195	-5	-1.12389767862221	0.973083959918033	0.108026895908695	-2.00744648216786	1.10012334053441	1.29994964840589	0.253655370238268	-5	-1.04769199033787	-0.403908959758396	-0.595457050229919	-0.644625115568388	-5	-0.722184573429135
Healthy	0.0859787659246733	-0.0952952716550773	-5	-0.405994398211659	-0.68103977147246	-0.880117542015017	-5	-5	-5	-5	-0.412771852687185	-5	-5	1.93215629914225	-5	0.508929489837207	0.551957191873646	-0.922014708970498	-5	-0.880777113076417	-1.59739475808009	-5	-2.59516628338006
Healthy	1.07559622729982	-5	-5	-1.38806437495988	-1.1332992439575	-5	-5	-5	-5	-5	0.463120721159304	-5	-5	1.65122653541829	-5	1.54550269053596	-5	-1.10358402352688	-5	-0.341263793551376	-5	-5	-1.41668784801692
Healthy	0.818468713818494	0.791262457980233	-0.244010871341215	-0.195206550626594	-2.19586056766465	-0.818013575519849	-5	-5	-5	-0.75340295089363	-1.03465716443938	-5	-5	1.51161762510244	1.13506710455277	0.9911680181619	-0.450800491029208	0.143997879284792	0.351049946760101	-0.777986249828641	-1.51541547071716	-1.37458464784559	-0.859272037155817
Healthy	0.488408278395932	0.783429739884869	-2.31069114087638	0.419278183187153	-1.83445892327763	-3.49485002168009	-3.01322826573375	0.163373101574077	-5	0.488614163981458	0.727493270530317	-1.26129869956529	-3.431798275933	1.34821682672408	0.815683320847122	-2.13135556160517	0.307275625677615	-1.51784130458872	0.170288124391564	-1.18896149139578	-2.03526907894637	-5	-0.449820584291501
Healthy	0.769840916880595	0.712951751060186	-2.40450377817443	-5	-2.67571754470231	-0.801700391032313	-5	-5	-5	-5	-5	-5	-5	1.81911449557903	-0.0247796455648738	0.55094831778414	-5	0.899667323710202	0.140291155900116	-5	-1.089802630034	-5	-5
Healthy	0.233602682980597	0.228295109108076	0.0282580248289713	0.294607293841392	-5	-0.947652400775336	-5	0.553035447175104	-5	-5	-5	-5	-5	1.69941189123631	1.37333229228708	0.758283451133159	-5	-0.153502067841731	0.157239113026812	-1.49376564038787	-5	-2.39469495385889	-1.54683460747414
Healthy	1.12035245035664	0.788741629153934	0.196863987186564	-1.01050568722729	-1.00484762310855	-0.528869712156724	-0.180693016986645	-0.15568439445564	1.35265920825441	-5	-2.16621562534352	-5	-5	1.05897461997255	0.345371769857227	0.598310001050247	-5	-0.0554729136398701	-5	-0.369989329373514	-1.91399629438162	-2.99567862621736	-0.4315987810515
Healthy	1.13840375857731	0.684650603306743	0.635306775973924	0.484998420117321	-0.923869505456994	-0.871923987331285	-5	-5	-5	-5	-5	-5	-5	1.67513402697286	0.84059972964261	-0.417663867594197	0.836944725837915	-1.10790539730952	-5	-5	-0.321354173776238	-5	-5
Healthy	-5	-5	0.50304807204838	-5	-0.709275519980777	-0.0985961731747482	-5	-5	-5	-5	1.52085426064052	-5	-0.379936854296336	1.0036354210575	-5	-2.45469288353418	-5	-0.726327538057394	-5	-5	-5	-5	-1.88306035344924
Healthy	1.37015932955661	0.000312579511844677	-5	-0.177158762906546	0.206707170635319	-1.42181939037222	-1.39158094868271	-1.90763030037088	0.167656956106924	0.279443352577086	-5	-5	-5	1.72515528534261	-0.376254656456332	-0.0577636921574976	-5	-1.07899019850297	0.115117698966568	-2.14508697769214	-5	-5	-5
Healthy	1.26970203129084	0.141866621415879	-5	-2.01322826573375	-0.454556801172722	-5	-5	-0.743186075419107	0.245199171742575	-1.06233168560099	-5	-5	-5	1.85498295264639	0.140938353259874	0.0687571213433184	-5	-2.41116827440579	-5	-2.28316227670048	-1.12004441487725	-5	-1.97757162881451
Healthy	1.1080780297943	1.16323206138917	1.46381224150908	0.593694687645812	-5	0.00158228893511219	-5	0.101217626747548	-5	-0.367390883139056	0.275880057552617	-5	-5	1.33973478315103	0.442109598724974	0.221395978831646	-5	0.140316307786721	-5	-5	-5	-5	-1.26696331706642
Healthy	1.05445677234163	0.50420979956773	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.87182678352044	0.144658256472615	0.37582084581302	-5	-5	-5	-5	-5	-5	-5
Healthy	0.597339708634316	0.282787462185899	-3.01772876696043	-2.87289520163519	-2.30980391997149	-5	-5	-1.95078197732982	-5	-5	0.197738049673963	-5	-5	1.84946069131073	0.798854971246216	0.969928654859741	-0.365704143609845	-1.98380264648756	-0.144686834771517	-1.23040115161255	-5	-5	-1.0445527894223
Healthy	1.24039472178083	0.865887722538789	0.0485156040340487	-5	-0.388935535200029	-0.41505847803229	-5	-5	-5	-5	0.158323283184649	-5	-5	1.75733346158474	0.66462693479414	-0.0895250095753656	-5	-0.244300421325839	-0.146326119128446	-5	-5	-1.64054397987901	-1.45892023222337
Healthy	1.13548217342733	1.16868453753295	1.40022912470352	0.601297134909742	-5	0.11076810472105	-5	-0.0399384987755497	-5	-0.159110121750101	-0.359995853468939	-5	-5	1.31049448951145	0.452683255461971	0.186283759757607	-5	0.177799017235637	-5	-5	-5	-1.08380934001946	-5
D000236	1.39842146114716	0.786490199205725	1.63747481914647	-5	-5	0.0870925291710375	-5	0.458142092818517	-5	-5	0.0030122191888656	-5	-5	0.884904065520832	-0.316295710442546	-0.0573917946181991	-5	-5	-5	-5	-5	-5	-5
Healthy	1.07616584604537	-5	-5	-1.36051351073141	-1.00859669741996	-5	-5	-5	-5	-5	0.439068878523767	-5	-5	1.66145848232254	-5	1.52824945599506	-5	-1.20321758829869	-5	-0.411056357259985	-5	-5	-1.33629907461035
Healthy	0.0329127568389952	-5	1.48582345950545	-5	-0.719489920296724	-5	-5	-5	-5	-5	1.12948848493237	-5	-2.60730304674033	1.43137486265393	-5	-5	-5	-5	-5	-1.08328292240119	0.415909412327037	-5	-5
Healthy	0.981700394149521	1.10544239547812	-5	0.450315325479251	-5	-5	-5	1.05226713122016	-0.176343222931775	0.420348582506839	-5	-5	-5	1.24508828313663	1.24168839998294	0.278412889036196	-5	0.696430658098732	-5	0.140228269809998	-5	-2.44249279809434	-1.55752023093555
Healthy	1.44940850532176	-0.0484973446801258	-1.24519314464558	0.67529980445741	-0.186212253759775	-5	-0.96738123914928	-0.167740239407366	-5	-0.742177483965524	-5	-5	-5	1.59063499986204	-0.146770397745081	0.645876959626669	0.822292332603058	-5	0.0611507809285488	-5	-1.05655495097497	-0.451107165863582	-5
Healthy	1.42946803894383	0.449274703568989	1.42298505506024	-0.639633826946731	-0.303110900621939	-5	-5	-5	-5	-5	1.18809479440433	-0.079840136047097	-5	0.184728330088337	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.37824668926753	1.04199120411885	-5	0.528209432477408	-1.35922052265514	-0.900561084446493	-1.60327772149623	-5	-5	-5	-0.965772739229449	-5	-5	1.4891599932509	0.421380141762888	0.397700211928035	-1.55268689117643	-0.152223813017607	0.125321832472382	-1.95233580539844	-5	-1.96417017474717	-5
Healthy	1.30696193389169	0.731955222759823	-0.295429124810496	-0.20468319334388	-1.50501102631683	-0.555018887912055	-5	-5	-0.578461880309915	-5	-1.11815903167507	-5	-5	1.32113427233985	0.805383943125487	0.131024872492293	-5	0.10356770156495	0.123485765223539	-2.04431224968649	-1.78198995701564	-0.769423363731259	-5
D000236	1.53106013195201	1.13946379049331	-1.95350483566529	-1.5003129173816	0.415167066913269	-0.263962237621423	0.263219324674514	-2.69464863055338	-5	-1.35398859040876	-5	-0.473453964938123	-2.03668448861389	1.0731961501577	0.303021007952758	0.591623262507146	-5	0.0763381889593321	-5	-1.24184537803261	-0.429994423238212	-0.113565680371062	-0.380781410184223
Healthy	6.07969717777382e-05	0.588073287010615	-0.939528807202321	-0.0111513128735649	-5	-0.827192811630913	-5	-5	-5	-1.54106013810967	-5	-5	-5	1.73613433241743	0.867559993927152	0.711789519584743	-5	-1.20474581741912	0.108338346749758	-0.40375488046972	-5	-5	0.217452358012074
Healthy	0.838584657086384	0.872370161110126	0.789232996412885	1.05229831915404	-1.05933412752417	0.275193837218714	-2.75448733218585	0.285579810729594	-5	-5	-1.53135733160849	-5	-1.998266287191	1.36776076313613	0.915049303100119	0.503161248934788	0.453813520357498	0.219754753049677	-5	-1.1919917000896	-2.16241156176449	-2.77211329538633	-5
Healthy	0.819687360639717	0.847824896167141	1.18430294675619	-0.812648517776539	0.130652134395167	-5	-0.424246554662471	-5	-5	-5	-1.12090412049993	-5	-1.81815641205523	1.39832809449033	0.393996133258346	0.0296110125353556	0.211907754009335	-0.682187291849178	-0.363000879976172	-1.39404884243513	-1.10308815917397	-1.93516778026143	-0.906683398795668
Healthy	1.44170110420379	1.09719863605195	0.598485189994524	1.15050499805392	-0.550043600056458	-5	-5	0.331135644275027	-5	0.0430477428041195	-0.296725822003399	-5	-5	1.12305284988761	0.398351524813036	0.118549090895964	-5	-5	-5	-0.0703563211908586	-5	-5	-5
Healthy	-0.172818186147502	0.719746320544959	-1.01700554534134	-0.897600600135017	-1.52914867547388	-1.28266241727614	-5	-5	-5	-5	-1.37685412536206	-5	-5	1.72998795322517	1.2419312981705	0.476757742912817	-5	-1.13774932540207	0.0433819289105654	0.484544683924596	-5	-5	-2.80966830182971
Healthy	0.158962248622053	0.718348039359493	-0.200576735665318	-5	-1.00819820115536	-1.34074953122734	-5	-5	-5	-5	-0.223502212219992	-5	-5	1.72347750935614	1.24925927668222	0.842773940765798	-5	-0.636538451173407	0.43430377575522	0.248125365475257	-0.824314271737918	-0.979141718081684	-5
Healthy	0.257820117405948	-5	1.64288683687565	-5	-0.895103370051034	-5	-0.228008541304242	-5	-5	-5	1.39475418063881	-1.21452779669361	-2.79860287567955	1.18855587076413	-5	-5	-5	-5	-5	-5	0.850594165727555	-1.74376346679408	-5
Healthy	1.43837144520344	1.0747860974623	-0.438016606231915	-1.05497479875754	-0.614590365121668	-1.02255077261766	-5	-2.24718356881173	-5	-5	-1.63301702402215	-5	-5	1.24761267682306	0.442481336911734	-0.328438410892942	0.958916335686518	-1.18601892436353	-0.34849907953135	-1.10132965703447	-1.17121125181505	-0.501730809559343	-2.64016451766011
Healthy	0.85089424512374	0.945772288095414	-0.118883650016657	-0.189263562611419	-0.973630188426282	-1.05615937359874	-5	0.0980827604461786	-5	-0.796722279107583	-0.423554984439788	-5	-5	1.37808087749436	1.43255595358635	0.740672901825011	-5	-0.602181610810417	0.109115998075794	-1.44757515429591	-5	-0.899663924066304	-2.19111413264019
Healthy	0.920950412080924	0.870424975659195	0.346268846200469	0.570488065875941	-1.43997375108711	-0.589948602449548	-5	-5	-5	-5	-0.378730219908941	-5	-5	1.41562496874454	1.09535733060365	1.22300789676939	-2.95467702121334	-1.24749059921116	0.373208179123141	-0.448135424339335	-1.99913227846877	-1.63827216398241	-1.50182733936346
Healthy	-0.00572245045654267	0.16699223083011	-1.12807696811763	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.80220439230726	1.11494074935843	0.285246666129968	0.48867337326865	-0.636632497056514	-0.26108473601828	-1.75696195131371	-5	-5	-5
Healthy	1.42675257745865	1.32438350448442	0.353273638196129	0.223576406483984	-2.59006687666871	0.5478768079513	-5	-5	-5	-5	-1.5431786519784	-5	-5	1.14843667818548	0.180911140283872	0.199960760444013	-5	0.728514481832661	-5	-5	-5	-5	-1.35418488170336
D000236	1.57354504908155	0.799926107395511	-1.38352448611143	0.0583007291303	-0.984221243610959	-0.373228632182222	-5	-0.370182803981484	-5	0.41409217312446	-1.43344466911694	-5	-5	1.58335817501026	-1.09468993788391	-0.236804191404764	-5	-5	-5	-5	-0.985395466563949	-5	-1.47729500726525
Healthy	1.28215335660798	0.877080951166193	-2.30189945437661	-2.05354773498693	-1.79290445958078	-5	-5	-0.180581106626522	-5	-5	-5	-5	-5	1.73642447153437	0.772450068721588	0.101413666216236	-5	-1.28878347567891	-5	-1.72538038090876	-2.14206473528057	-1.43687503966196	-5
Healthy	0.786974898562689	0.62614627754068	1.08420223045863	0.147466081012515	-0.528473598591171	0.082092099626963	-5	-5	-5	-0.709275519980777	-0.87880139741531	-5	-5	1.52546917111005	1.19218009512369	0.797681550927729	-5	-2.1073489661227	-0.0230679888065162	-0.744221113332982	-2.66958622665081	-5	-0.95436412892178
Healthy	1.12671927197053	0.720479322545762	-0.468074245059383	0.488305298990102	-0.244498645761018	-1.040481623027	-0.73088417310488	-5	0.89543304412519	-5	-1.41736856051036	-5	-5	1.78172594212828	-0.116594107355611	-0.376337292643795	-5	-0.990846668092291	-0.337998120610083	-2.01772876696043	-0.920023276367402	-0.332350958392984	-5
D000236	1.57444764333293	0.711007053179691	1.10231499602222	0.690659375709646	-0.0999607645126752	0.192656644584362	-0.783675721313332	-5	-5	-0.0986724770634357	-1.1996954224438	-5	-2.47755576649368	1.08531555747367	0.262624298339637	-0.165916434574113	1.00173414537301	-5	-0.510857467170994	-5	-0.767283350221832	-2.42365864979421	-2.17979854051436
Healthy	1.36393504247938	0.6868310325739	-0.686491325953927	0.724135725564251	-0.499091465490491	-1.18535293054814	-5	-5	-5	-5	-0.684470466786151	-5	-5	1.68988886315182	0.384758303974352	0.269148544398897	-5	-1.33620487778059	-0.380259885417678	-5	-1.66534523311676	-1.06717123309915	-5
Healthy	0.441790936876037	-0.117316117159126	-5	-0.859554811652125	-1.69336055897574	-1.18197215814074	-5	-5	-5	-5	-5	-5	-5	1.38061133211241	1.18982257484549	-5	-5	-0.926025180133341	-0.191964671555741	0.0702632716216944	-5	-5	-1.48678239993206
Healthy	0.409361574117727	-0.226937983013139	-5	-5	-5	-5	-5	-5	-5	-5	0.352057037135132	-5	-5	1.56094446045485	1.07627589106306	1.32284567450739	-5	-0.40964866676455	-5	-0.644452704267867	-5	-5	-1.28567024025477
Healthy	0.492985158541954	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.95638461111573	-5	-5	0.809113070713809	-5	-5	-5	-5	-5	-5
Healthy	-0.184940526696137	0.402605241919915	0.0810411051001033	0.347765067762863	-1.10391491457671	-0.173355154940507	-5	-0.806624919384301	-1.14321071124668	-5	-0.264624691773189	-5	-5	1.19505680168525	1.33233805558586	0.786039077858521	0.492690561149542	-2.35654732351381	-0.27224734019024	0.419068088586123	-5	-5	-0.192769490687508
Healthy	0.405703144555791	0.820583024184085	0.533834313810089	0.0854332974169896	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.24449310075356	0.548574890451459	-5	-0.504608316733061	-5	-5	-5	-5	-5	-5
Healthy	1.56880602915939	1.32373193156284	-5	-1.05655495097497	-0.250897815270932	0.349681515137003	-5	-5	0.251606590006391	0.0203820023100244	-0.0220021900412603	-5	-5	1.28344913507257	-5	-5	-5	-5	-5	-5	-1.21395878975745	-5	-5
Healthy	1.32379560803883	0.570735527790999	-5	-5	-1.07872981449019	-1.47430747549499	-5	-5	-5	-5	-5	-5	-5	1.5309898049617	1.31488514278088	0.508077008849012	-5	0.710153766437555	-0.0811103171777297	-0.77699756078959	-2.09745322068601	-1.21253952548158	-0.831237424377643
Healthy	0.709233485493495	0.511456874900751	-5	0.0131912622675269	-0.69535870170533	-5	-5	1.3109758834557	0.0503836235147818	-0.283554235492541	0.783777844249658	-5	-5	1.26650827724169	0.940212571700563	0.258438524779855	-5	-1.73849922680172	-5	-0.0859955235874174	-5	-5	-0.176421448349759
Healthy	0.703943619797878	-5	-5	1.12932922651263	-5	-5	-5	-5	-5	0.982149975570394	-5	-5	-5	1.65803974418493	0.540749798545684	0.631170727088829	-5	-5	-5	-5	-5	-5	-5
Healthy	0.808678111618568	1.39664056840605	0.801609488027319	-0.139093290418201	-5	-0.319247618949825	-5	-5	-5	-5	-5	-5	-5	1.59385017254025	-5	-5	1.26398407472356	-5	-5	0.401469470943089	-5	-5	-5
Healthy	1.32091486790374	0.570463545461839	-5	-5	-1.25080495778033	-1.67757394759405	-5	-5	-5	-5	-5	-5	-5	1.53572617367774	1.31260382226255	0.475517197096673	-5	0.717941644400062	-0.0279546103328177	-0.828215059445879	-5	-1.06368736633781	-0.82929834418393
Healthy	0.338653674311036	-0.221609953314275	-1.74448628718047	-0.154238616703852	-5	-1.62543493927723	-5	-0.100759673533282	-5	-5	0.815515986460641	-5	-5	1.49580816413779	1.3296762674685	-0.171088878147576	0.975085613689644	0.156527950944227	0.416618875273628	-1.37923951000579	-5	-5	-0.476253533188435
Healthy	0.334942057822042	-2.46218090492673	-1.36221017063777	-5	-0.697690721630015	-0.705864580873752	-5	-5	-5	-5	1.05809220314332	-5	-5	1.62136637387559	0.762466990535486	-5	0.88986619849781	-0.819501376767988	0.114207189564943	-5	-0.0307658583495616	-5	-1.8965383779053
Healthy	0.877147228962681	0.658120195271782	-0.131661262040936	0.260352872287738	-0.320417674650938	-5	-5	0.775691984328376	-0.571476459579236	-5	-5	-5	-5	1.59874554347037	1.25434985632329	0.250488312922207	-5	0.363658978916258	-0.0694482779415776	-1.12061736282566	-0.799040121608155	-0.09298118659319	-5
Healthy	1.1588273002813	1.08653707208612	0.19415065880454	-0.692439785378264	-1.90483064856824	-0.665144310382708	-5	0.0879233209252971	-5	-5	-0.901563954659637	-5	-5	1.47516135572782	0.850836082665682	0.390017883772711	-5	-0.259708382690678	-0.518098952685475	-0.810116837353082	-2.58838029403677	-5	-0.499393077934013
Healthy	0.523920669774908	0.33854414052679	-0.264584756281166	-0.397788032197703	-5	-2.03338901331807	-5	-1.24756739073853	-5	-5	-5	-5	-5	1.66118965548282	0.972495356169382	0.664931408743715	-0.62182020961905	0.434639151871673	0.0256744494103445	-2.71669877129645	-5	-5	-5
Healthy	1.28425449861601	0.822999898030513	0.926115978142914	0.199486401807883	-1.84254323186577	0.167163679589478	-5	-0.140597482166862	-5	-5	-0.968672342238869	-2.33818731446274	-5	1.1905849160853	1.2555129893967	0.558644981326823	0.640422798287785	0.0285183859143937	0.231625031878538	-0.610408692544803	-1.05119595406719	-1.78648224300369	-1.35773338109733
Healthy	1.1965854066483	-5	-5	-5	0.978660213537122	-5	-5	-5	-5	-5	0.41854489202914	-5	-5	1.48233967335494	0.326831329439743	0.813880421759202	-5	-5	-5	-2.431798275933	-0.245751074050475	-0.360035651359634	-5
Healthy	0.23118404480697	-1.61101121487529	-1.08841629901892	-5	-0.731749744553051	-0.676521011869841	-5	-5	-5	-5	1.06933910709145	-5	-5	1.6090961253641	0.76801247394232	-5	0.885089135280196	-0.690710589344743	0.0951100461281495	-5	-0.030346502230768	-5	-1.34572717290229
Healthy	1.33318924104218	1.07538671731413	0.486651466468153	-5	0.758820332865122	0.801841214502278	-0.409961092796556	-5	0.531624509020661	-5	-5	-5	-5	1.45697528821688	0.491860145860301	0.325427399844945	-5	-5	-5	-0.104654816101784	-5	-5	0.025088663718906
Healthy	-5	-5	0.855798903834816	-5	-1.06449273417529	-1.06248210798265	-5	-5	-5	-5	1.64807601642746	0.968929621804116	-1.69918720588188	1.36360445957626	-5	1.05472640058172	-5	-5	-5	-5	-5	-5	-5
Healthy	1.36388412768235	1.30119955455495	-5	1.4339379205461	-0.23051928278377	0.0849228603025243	-5	-5	-5	-5	-5	-5	-5	0.791526442037577	0.890133070521563	-0.002687897671177	-5	-0.723814025929329	-5	-5	-5	-5	-5
Healthy	1.56016748228919	0.304895335891276	1.1333418344752	-0.259463627447291	0.168049404682483	-5	-2.1157712303674	-5	-5	-5	1.19819340882359	0.146311021226364	-2.27164621797877	0.490900536549289	-0.55728511707152	-0.707544553479364	-5	-1.66514431038271	-5	-2.50863830616573	-2.17457388223218	-5	-2.58502665202918
Healthy	0.444678590632535	-0.061195175042244	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.8288575393112	0.172436536532309	0.59467314876282	1.00602125104217	-5	-5	-5	-5	-5	-5
Healthy	1.2424967045959	1.03270254984744	-5	0.196806021818053	-0.85949195696182	-5	-5	0.0134734426085088	0.533569984397736	0.587596484719413	1.08139808055914	-5	-5	1.14289511845072	0.519660016600746	0.0689127890918589	-5	-5	-5	-5	-5	-5	-0.539222393811746
Healthy	1.33463688025444	0.566358522382705	-2.31247103878537	-5	-1.16462654752999	-5	-5	-5	-5	-5	-5	-5	-5	1.55684539131967	1.31020543932941	0.485737038094121	-5	0.702601979985979	-0.060355968043674	-0.832682665251824	-2.08777794346758	-0.99662564598025	-0.688627638196451
Healthy	0.598869263356428	0.387879021956573	-0.666371387481309	-0.835260615708568	-1.03725194664136	-5	-5	-5	-5	-5	0.254601242906358	-5	-5	1.86565304251479	0.164070174931163	0.954826965895874	-5	-1.17411970106382	-5	-0.00317322844571714	-5	-5	-0.989742457001699
Healthy	0.165315564763215	0.219471877934613	-0.0590454572336821	0.268669220296165	-5	-1.12257105921178	-5	0.528989933113132	-5	-5	-5	-5	-5	1.71200038387917	1.38106596021938	0.745969016871641	-5	-0.186519090815107	-5	-5	-5	-5	-5
Healthy	1.25716791876299	0.586015369697206	-0.568330728686255	0.833776096237015	-1.15720360482442	-0.675450052297445	-5	-0.158778223973396	-5	-5	-5	-5	-5	1.6940575550066	0.709919220680185	0.42058609117325	-5	-2.44009337496389	0.0273699967084428	-1.11441264381034	-0.666472121478908	-5	-1.89517159634634
Healthy	-0.384123563816595	0.64609186338476	0.178991327667069	0.326040768218962	-5	-1.49798278517285	-5	1.09168137522985	-5	-5	-1.49784610712864	-5	-5	1.23753167423971	1.32252546779734	0.756727368950538	-5	-0.930331903088404	-5	-0.998742368687769	-5	-5	-0.0116506608530314
D000236	0.71208879669214	1.01397459756345	-0.62982011448724	-0.0480362663605165	-5	-5	-5	0.754795398261287	-5	-5	-5	-5	-5	1.6548518211979	1.02332490461365	0.519013748840418	-5	-5	-5	-5	-5	-5	-1.32919771573906
Healthy	0.447203009512944	0.756938715937372	-5	-0.263372466708266	-5	-5	-5	0.709290318052555	-0.525375865581386	-0.264249443050053	0.727487576865097	-5	-5	1.78224861091435	0.419949143200259	0.0347126606881632	-5	0.774910207347244	-0.127208780910983	-0.280560981565142	-5	-2.13727247168203	-1.2098556349571
Healthy	-0.209475582393867	0.417305583244525	0.0327959877382654	0.335367622245869	-1.07639335698254	-0.125779185302421	-5	-0.837256416764585	-1.17470373556904	-5	-0.298838006652643	-5	-5	1.19238427512545	1.3227116295891	0.791425360718417	0.47728191395784	-2.53165266958784	-0.259132243454323	0.0752366402061204	-5	-5	-0.181760906146476
Healthy	1.56070043071807	0.274693456721697	-5	-1.0194966818066	-0.510238332890276	-5	-2.36451625318509	-5	-5	-5	-1.16399254087447	-5	-5	1.50666776087424	0.605976982038795	0.328514152715305	0.989815876833106	-3.17392519729917	-5	-1.15502606185311	-1.58020941389364	-1.00528701456843	-1.18708664335714
