group	Lachnospiraceae	Coriobacteriaceae	Lactobacillaceae	Streptococcaceae	Erysipelotrichaceae	Methanobacteriaceae	Erysipelatoclostridiaceae	Eggerthellaceae	Peptostreptococcaceae	Micrococcaceae	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae
Healthy	6.09247	0.08497	0	0.06279	0	0	0	0.08056	0	0	6.09247	3.42821	0.23011	0.29995	9.35217	0	0.08497	0	0.66426	0.08056
Healthy	0	0.13559	0	0.83807	0	0	0	0	0	0.21487	0	0.00099	44.2388	0	0	0	0.13559	0	0	0
Healthy	6.3569	2.47201	0.2201	0.02942	0.4234	33.6412	0.80759	0	0.011	0	6.3569	0.85837	9.36124	0.3525	11.122	33.6412	2.47201	0	0.23576	0
Healthy	0	0	0	0.05253	0	0	0	0	0	0.00775	0	0	4.33949	0	0	0	0	0	0	0
Healthy	3.00788	0.13388	0	0	0.11875	0	0	0	0	0	3.00788	2.07921	0.65513	1.07014	0	0	0.13388	0.62255	0.08689	0
Healthy	0.66851	0	0	0	0	0	0	0	0	0	0.66851	1.30134	0.0128	0	0.59471	0	0	0.08265	0	0
Healthy	38.61192	0	0	0.02291	0.57532	0	0.11485	0.0372	0.85915	0.00454	38.61192	9.03776	0.03876	0.01054	0	0	0	1.45543	0	0.0372
Healthy	28.18362	0.38038	0	0	0.49922	0.45884	0	0	0	0	28.18362	4.92	0.21021	0.77139	11.616	0.45884	0.38038	0.19217	0.13869	0
Healthy	8.52487	0.22509	0	0.19785	0.56797	0	0	0	0.1041	0	8.52487	4.98442	30.45602	1.26811	0	0	0.22509	0	0	0
Healthy	7.39893	0.05275	0	0	0.22868	0	0	0.10628	0.00447	0	7.39893	15.19708	0.96965	3.9326	0.03433	0	0.05275	0.34667	0.0363	0.10628
Healthy	24.78142	0	0	0.29168	0.04801	0	0	0.91117	0.02578	0	24.78142	9.12454	6.7531	0.00864	0.14651	0	0	0.0064	0	0.91117
Healthy	21.20273	0.85897	1.76822	0.30198	0.05464	0	0	0.00556	0.02005	0	21.20273	1.54522	0.49914	0.95499	0.0125	0	0.85897	0.21061	0.00341	0.00556
Healthy	6.4048	0.18263	0	0	0.27752	0.53657	1.06388	0	0.02365	0	6.4048	4.0463	2.96717	8.04852	4.91313	0.53657	0.18263	0.0254	0.28307	0
Healthy	0.41297	1.24106	0	0.00571	0.1539	0	0	0.16902	0	0	0.41297	3.934	0.00698	1.92831	43.3886	0	1.24106	0.10649	0.73117	0.16902
Healthy	12.59497	2.03488	1.16277	3.44137	0	1.65946	0	0	0	0	12.59497	11.0999	9.5138	0	1.57389	1.65946	2.03488	0	0	0
Healthy	17.74424	0.24039	0	0	2.43155	0	0	0	0.0811	0	17.74424	5.46977	0.43635	0.59437	0	0	0.24039	0.10031	0	0
Healthy	3.77426	0.34772	0	0.11753	0	0.14643	0	0	0	0	3.77426	6.0464	0.96541	4.765	0.16663	0.14643	0.34772	0.02274	0	0
Healthy	3.62742	0	0	0.05052	0.05664	0	0	0	0	0	3.62742	2.81074	0.20043	0.18143	0	0	0	0.93837	0.10866	0
Healthy	10.0246	0.06261	0	0	0	0	0	0	0	0	10.0246	5.07754	3.06287	19.9753	0	0	0.06261	0	0	0
Healthy	1.48986	0	0	0	0.00697	0	0	0	0	0	1.48986	1.62934	0.27841	0.17843	0	0	0	0.02129	0	0
Healthy	4.66185	0.01468	0	0	0.04769	0	0	0	0	0	4.66185	3.45506	0.00483	0.00512	0	0	0.01468	0.13341	0.08122	0
Healthy	38.72134	0	0	0	0.0077	0	0	0	0.15557	0	38.72134	10.98792	0	1.3711	0	0	0	0.02433	0.23754	0
Healthy	0.76608	0	0	0	0	0	0	0.24821	0	0	0.76608	8.03503	2.46911	2.2115	17.4983	0	0	0.09656	1.83635	0.24821
Healthy	4.12593	0	0	0.07207	0.04716	0	0	0	0	0	4.12593	2.45101	0.2136	0.17996	0	0	0	1.06188	0.10447	0
Healthy	18.19203	0	0	0.03416	0.04079	0	0.03289	0.03021	0.00694	0.00453	18.19203	16.77709	1.02418	15.95197	0.05434	0	0	0.04484	0.02126	0.03021
Healthy	0.88446	0.63764	0	0	0.32979	0	0	0.01524	0	0	0.88446	3.88019	0.01614	0.58271	7.03795	0	0.63764	1.47506	0.19795	0.01524
Healthy	52.88648	4.32143	0	0	0	0	0	0	0	0	52.88648	20.3138	1.8103	0	0	0	4.32143	0	0	0
Healthy	0.72839	0.89432	0	0.01008	0.03102	0	0.07689	0	0	0	0.72839	0	5.16666	0	0	0	0.89432	0	0	0
Healthy	12.47854	0.00743	0	0	0	0	0	0	0	0	12.47854	2.54017	0	3.11558	0	0	0.00743	1.35234	0.24541	0
Healthy	4.18866	0.58633	0	0.00221	0.17465	0	0	0.02223	0.01066	0	4.18866	1.23593	5.57605	4.45929	7.24902	0	0.58633	1.11781	0.101	0.02223
Healthy	8.46781	0.28892	0.00913	0	0.01001	0	0.02655	0.00032	1.00951	0	8.46781	5.73043	0	1.77528	0.75706	0	0.28892	0.02391	0	0.00032
Healthy	24.57283	0.1074	0.31235	0.11859	0.58646	0.83832	0	0	0	0	24.57283	27.72997	2.10578	9.13784	0	0.83832	0.1074	0	0	0
Healthy	34.36928	0.44716	0.08321	2.07131	0.09467	0.00087	0	0	0.03265	0	34.36928	8.94793	1.60928	1.20272	0.00093	0.00087	0.44716	0.17594	0.06757	0
Healthy	1.75971	0	0	0	0.05616	0	0	0	0	0	1.75971	1.6754	0.27597	0.14604	0	0	0	0.01933	0	0
Healthy	68.64843	0	0	0	0.36672	0.37891	0	0	0.14174	0	68.64843	1.73693	0	1.92515	0	0.37891	0	0	0	0
Healthy	27.51525	0.23723	0	0.23377	0.00144	0	0	0	0.03624	0	27.51525	12.62303	1.18394	0.0426	0.01726	0	0.23723	0.01289	0	0
D008545	16.26457	3.83868	0.08134	2.04828	0.51587	0	0.0894	0.14376	1.01183	0.0235	16.26457	1.83162	1.10331	0.05397	0	0	3.83868	1.95035	0	0.14376
Healthy	0.79525	0	0	0	0	0	0	0	0	0	0.79525	1.01859	0.01073	0	0	0	0	0	0	0
Healthy	0.83639	0.72688	0	0	0.31449	0	0	0.02455	0	0	0.83639	3.80423	0.02617	0.57428	7.02297	0	0.72688	0.38983	0.15019	0.02455
Healthy	6.71303	0.28368	0	0	0	0	0	0.02872	0	0	6.71303	4.8098	3.34891	1.52962	0	0	0.28368	1.36796	0.17665	0.02872
Healthy	26.45181	0	0.00147	0.29101	0.01423	0	0.20295	0.02643	0.26809	0.03119	26.45181	0.00136	0.95996	0.07034	0.77451	0	0	0.07804	0	0.02643
Healthy	4.87012	0	0	0	0.29405	0	0	0	0	0	4.87012	1.88624	0.39499	0.51628	0	0	0	0.04882	0	0
Healthy	92.4206	0	0	0	0	0	0	0	0	0	92.4206	0	0	0	0	0	0	0	0	0
Healthy	34.44731	1.85177	0	2.26844	1.1746	1.30656	0	0.04119	0	0	34.44731	12.68001	0	10.1243	0.92533	1.30656	1.85177	0	0	0.04119
Healthy	34.59798	0	1.56992	0.73755	0	0	0	0.57416	0.20024	0	34.59798	11.0487	8.16723	12.82282	0	0	0	0.01832	0.02522	0.57416
Healthy	43.05313	7.18979	0	0	0	0	0	0.28235	0.07026	0	43.05313	5.79401	11.2962	0	0	0	7.18979	0	0	0.28235
Healthy	2.50648	0	0	0	0	0	0	0	0	0	2.50648	0.59166	0	0	0	0	0	0.13787	0.17028	0
Healthy	1.41648	1.29195	0	0.01391	0.15424	0	0	0.16498	0	0	1.41648	3.87943	0.01157	1.96379	43.2041	0	1.29195	2.03727	0.70847	0.16498
Healthy	3.29556	0	0	0	18.7223	0	0	0	0	0	3.29556	19.7307	0	0	0	0	0	0	0	0
Healthy	0.90055	0	0	0.11431	0	0	0	0	0	0	0.90055	0.65922	0.12933	0.80206	0	0	0	0.00342	0.03564	0
Healthy	22.67387	0	0	0.05784	0	0.81108	0	0	0	0	22.67387	9.89104	0.00314	2.34333	1.52702	0.81108	0	0.87882	0.06093	0
Healthy	32.36244	0.32606	0.35403	1.70933	0.04458	0	0.08006	0.01272	0.0066	0	32.36244	3.05061	1.43912	8.42977	0.0038	0	0.32606	0.07003	0.01864	0.01272
Healthy	18.01938	1.15143	0.09512	0.36466	0.006	0	0	0.22875	0.04859	0	18.01938	10.00673	1.13852	9.59376	0	0	1.15143	0.02665	0	0.22875
Healthy	7.0108	0	0	0.00196	0.7963	10.5995	0.11776	0.64845	0	0	7.0108	4.99253	0.01053	8.54518	6.22071	10.5995	0	0.06398	0.42185	0.64845
Healthy	5.53006	0.14457	0	0.02929	0.46136	0	0	0.03319	0.21581	0	5.53006	3.09986	67.91905	0.83522	0	0	0.14457	0	0	0.03319
Healthy	1.01419	0.09098	0	0	0	0.00353	0.50787	0	0	0	1.01419	3.808	0.16311	0.95023	0	0.00353	0.09098	3.69555	1.54568	0
Healthy	21.28276	0	0	0	0.00268	0	0	0	0.01236	0	21.28276	1.58448	0.02445	4.4502	0.19332	0	0	0	0	0
Healthy	0.65403	0	0	0	0	0	0	0	0	0	0.65403	1.50752	0.00517	0	0.56198	0	0	0.1017	0	0
Healthy	6.0521	0.02172	0	0.2548	0.12524	0	0	0	0	0	6.0521	2.27965	0.07207	0.28907	0	0	0.02172	0.04483	0.02861	0
Healthy	13.55958	0.43965	0.0102	0.033	3.16374	0.27414	0	0	0	0	13.55958	9.07744	0.28743	0.02996	3.60407	0.27414	0.43965	0.01461	0.35913	0
Healthy	20.78452	0.37631	0	0.00703	0.13694	0	0	0	0.02864	0	20.78452	5.76359	0.52184	0.73712	0	0	0.37631	0.01256	0	0
Healthy	15.24657	0	15.26753	2.02211	0	0	0.19939	0	0	0	15.24657	0.10933	0	3.09492	0	0	0	0	0	0
Healthy	2.35519	0.106	0	0.02839	0	0	0	0.18957	0	0	2.35519	7.55326	0	0.32312	0.50002	0	0.106	0.00395	0.07743	0.18957
Healthy	10.82104	0.08966	0.23763	0	0.14397	0	0	0	0.00356	0	10.82104	3.37425	0.1362	4.12254	0	0	0.08966	0.02859	0	0
Healthy	40.89378	1.16741	0.83067	3.17463	5.23996	0.71112	0.51123	0	1.85593	0.04801	40.89378	15.2558	0	3.90077	0	0.71112	1.16741	0	0	0
Healthy	28.36723	3.22833	9.04567	3.24363	6.05915	8.58242	0	0.00837	0	0	28.36723	3.93493	8.02004	3.15578	0	8.58242	3.22833	0.02041	0.05299	0.00837
Healthy	12.70828	0.66879	0	0.16048	0	0	0	0	0	0	12.70828	9.07805	0.0674	0	0	0	0.66879	0	0.07281	0
Healthy	25.61626	0.0715	0	0.05776	0.0103	0	0.01929	0.02603	0.10707	0	25.61626	3.5383	0.07351	0.016	0.03433	0	0.0715	0.37598	0.02468	0.02603
Healthy	0.03276	0	0.00302	0.15801	1.1913	0	0	0	0	0.91644	0.03276	0.00584	11.59136	0	0	0	0	2.10563	0	0
Healthy	4.48996	0.06718	0	0	0	0	0	0.12188	0	0	4.48996	4.03225	0.4311	0.1398	8.73327	0	0.06718	0	0.57947	0.12188
Healthy	0.69422	0	0	0.00834	0	0	0	0	0	0	0.69422	1.36302	0	0	0.57096	0	0	0.05568	0	0
Healthy	4.67138	3.6776	0	0	0.14165	0	0	0.35731	0.39186	0	4.67138	5.91984	22.0966	0.06332	15.7038	0	3.6776	0	0	0.35731
D008545	22.08888	9.36003	0	0.92536	0.75221	0	0.33682	0.36886	0	0	22.08888	4.37728	0.47202	0.51478	0.03517	0	9.36003	0.71073	0	0.36886
Healthy	8.20025	0.09633	0	0	0	0	0	0.09678	0	0	8.20025	8.56116	0.14003	0.11077	5.52321	0	0.09633	0	0.35196	0.09678
Healthy	27.67931	0.00856	0.12169	0.10882	0.61799	0.61392	1.35152	0	0.62265	0	27.67931	1.44884	0.00054	0.15074	0	0.61392	0.00856	0	0	0
Healthy	19.82791	0	0	0	0	0	0	0	0	0	19.82791	8.84645	20.4019	5.79033	2.6796	0	0	0	0	0
Healthy	12.4706	0	0	0	0.52707	0	0	0	0	0	12.4706	1.42802	0.0046	0	0	0	0	0.30319	0	0
Healthy	5.05638	0.09144	0.05234	0.01322	0.02396	0	0	0.05835	0.03951	0	5.05638	6.16861	0.0526	0	0	0	0.09144	0.12271	0.09552	0.05835
Healthy	4.00389	0.11694	0	0.03801	0.01445	0	0	0.06941	0	0	4.00389	8.14762	0.90232	1.77857	0	0	0.11694	0.13076	0.08712	0.06941
Healthy	6.01233	0.94984	0.15999	0.02009	0.01103	0	0	0.04844	0.10232	0	6.01233	0.18969	3.54348	0.00231	0	0	0.94984	0.05835	0	0.04844
Healthy	8.01665	0.20577	0	0.03296	0	0	0	0.10709	0	0	8.01665	6.77167	0	0	0	0	0.20577	0.02008	0	0.10709
Healthy	34.96723	0.06931	0.00838	0.29205	0.01987	1.31384	0	0	0.00861	0	34.96723	7.50621	0.65157	5.04655	0.85018	1.31384	0.06931	0.02271	0.00433	0
Healthy	6.7935	0.03927	0	0.62767	0	0	0	0.01877	0.06545	0	6.7935	6.67373	0.03074	1.46764	0	0	0.03927	0.00773	0.12392	0.01877
Healthy	26.42567	0	0.01958	0.13458	0.21919	0	0.99854	0.03917	0.15375	0	26.42567	13.11976	3.562	17.0304	0	0	0	0.07893	0	0.03917
Healthy	3.71935	0.57964	0	0.04352	0.05304	0.02611	0.14075	0	0	0	3.71935	2.72869	0.71192	1.63918	0	0.02611	0.57964	5.09366	1.39963	0
Healthy	25.38143	3.61287	0.01762	0.91443	0.14384	0	0	0.18644	0.05022	0.02484	25.38143	6.66951	1.63339	2.02662	0.06569	0	3.61287	0.02906	0.46929	0.18644
Healthy	3.95109	0.0357	0	0.30918	0.301	0	0	0.01007	0.07867	0	3.95109	1.97956	0.92561	0.01546	0	0	0.0357	0	0	0.01007
Healthy	6.7284	0.2266	0	0.09446	0.03032	0	0	0.00219	0	0	6.7284	3.12444	2.70311	0.32197	0	0	0.2266	0.0794	0.32733	0.00219
Healthy	5.06807	0	0	0.02053	6.3173	0	0	0.00919	0	0	5.06807	0.00063	0.9442	0	0	0	0	0	0	0.00919
Healthy	28.37237	0	0	0.02158	0.01094	0	0	0.07984	0.12332	0	28.37237	22.51646	0	0.98273	0	0	0	0.00121	0.03622	0.07984
Healthy	20.3958	0.04008	0	0.22923	0.00816	0	0	0	0	0	20.3958	15.6651	0	0	0.11436	0	0.04008	0.01017	0	0
Healthy	27.31611	0.11124	0.07119	1.80732	5.89277	0	3.12666	0	0.02134	0	27.31611	3.51086	0	0	0	0	0.11124	0	0	0
Healthy	2.72289	0.13174	0.00331	0.05997	0.02866	0	0	0.07473	0	0	2.72289	8.24418	0.96963	2.25788	0	0	0.13174	0.14581	0.1043	0.07473
Healthy	21.5874	1.97135	0	5.88432	0	0.46484	0	0	0	0	21.5874	16.59845	1.52765	9.60666	0	0.46484	1.97135	0	0	0
Healthy	0	0	0	7.02442	0	0	0	0	0	0.03121	0	0	20.61762	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.12628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	10.84597	0.31079	0	0.02009	0	0	0	0.04927	0	0	10.84597	5.92228	0.84055	0.8393	0	0	0.31079	0.46129	0.01262	0.04927
Healthy	37.59467	0	0	0	0	0	0	0	0	0	37.59467	2.98849	0	0	1.02164	0	0	0	0	0
Healthy	49.1509	0.04012	0.09276	0.09256	1.33064	0.37332	0.11949	0	0	0	49.1509	6.24231	0	2.38069	0	0.37332	0.04012	0.02563	0.02249	0
Healthy	58.2224	0	0	0	0	0	0	0	0	0	58.2224	1.0815	0	0	0	0	0	0	0	0
Healthy	59.30929	0.12651	0	0.0606	1.16513	4.54308	0.15301	0	0.03468	0	59.30929	3.2711	0.7182	5.78053	0	4.54308	0.12651	0.01126	0.04365	0
Healthy	21.2987	0	0	0	0	0	0	0	0	0	21.2987	1.37762	0	0	0	0	0	0	0	0
Healthy	18.25151	0.33167	0	1.24908	3.51248	0.81977	0	0	0.05991	0	18.25151	6.04637	12.64884	0.04089	1.60422	0.81977	0.33167	0	0.03903	0
Healthy	2.44182	0.08819	0	0.03694	0	0	0	0.2305	0	0	2.44182	7.30487	0	0.35632	0.57539	0	0.08819	0.00193	0.0803	0.2305
Healthy	7.49474	0.84446	0	0	0	0	0	0	0	0	7.49474	6.88307	0	0	0	0	0.84446	0	0.14952	0
Healthy	11.34262	1.09278	0	0	5.24021	13.65711	3.07296	0	0.7533	0	11.34262	15.81325	0	0	0	13.65711	1.09278	0	0	0
Healthy	14.75114	0.22724	0	0	0.07598	0	0	0.0225	0	0	14.75114	1.34331	0.876	0	0	0	0.22724	0.04398	0.08643	0.0225
Healthy	13.23618	0.21213	0.00164	0	0.65297	12.9929	0	0.00775	0.00434	0	13.23618	2.17337	1.37422	0.01155	0.10122	12.9929	0.21213	0.13411	0.17241	0.00775
Healthy	12.62105	0.03156	0	0	0	0	0	0	0	0	12.62105	2.76153	0	3.11807	0	0	0.03156	1.23637	0.24935	0
Healthy	3.82725	0.66573	0	0.08921	0.04902	0.0457	0.13169	0	0	0	3.82725	2.69951	0.7644	1.64681	0	0.0457	0.66573	0.074	1.37307	0
Healthy	8.67648	0	0	0	0	0	0	0	0	0	8.67648	0.61694	0	6.88277	0.29747	0	0	0	0	0
Healthy	13.27475	0.35906	0	0.00651	0	0	0	0.02167	0	0	13.27475	1.17833	0.71989	0.05532	1.00862	0	0.35906	1.02071	0.13521	0.02167
Healthy	6.97518	0	0	0	0	0	0	0	0	0	6.97518	5.80953	0.19183	1.34533	22.9357	0	0	0.01532	0.02902	0
Healthy	0.36828	0.88305	0	0.02664	0.32443	0	0	0.01399	0	0	0.36828	1.34218	0.33954	0.71916	0.01074	0	0.88305	0.68236	0.44981	0.01399
Healthy	18.19845	0.49996	4.04369	0.43099	0	0	0	0.0131	0	0	18.19845	5.70376	4.47215	0.09449	0.12582	0	0.49996	0.04638	0.1164	0.0131
Healthy	16.07936	0.14939	0.15054	0	0	5.49142	0	0	0	0	16.07936	1.07191	2.23512	2.28292	1.66704	5.49142	0.14939	0.25015	0	0
Healthy	14.95221	0.57822	0.05208	0.9062	0.08323	0	0	0.39183	0.14273	0.00015	14.95221	13.70012	6.49989	0.06473	1.35904	0	0.57822	0.21715	0	0.39183
Healthy	13.98306	0	0	0	2.74557	17.6933	0	0	0	0	13.98306	0.4862	0	0.96731	0.17148	17.6933	0	0	0	0
Healthy	32.31142	0.06912	0	0.01493	0.12148	0	0.13569	0	0.04995	0	32.31142	12.10055	0	0.54766	0	0	0.06912	0	0	0
Healthy	0.83181	0.66032	0	0	0.31407	0	0	0.01457	0	0	0.83181	3.84265	0.03173	0.57121	7.18822	0	0.66032	0.38421	0.18762	0.01457
Healthy	0.99503	0.0421	0	0.03325	0.00416	0	0	0	0	0	0.99503	5.41627	0.1013	0.12642	0	0	0.0421	2.74908	0.00309	0
Healthy	29.1242	0	0.39306	0.27393	2.42427	0	0	0	0.24692	0	29.1242	0.23224	0	5.93404	0	0	0	0	0	0
Healthy	7.72942	0.57344	0.15399	0.79952	0.14687	0	0	0.28933	0.00563	0.00138	7.72942	7.95785	2.65568	0.03094	0.69177	0	0.57344	0.38019	0.18521	0.28933
Healthy	0.02521	0	0.55781	0.15302	0	0	0.31368	0.00572	0	0.01105	0.02521	0.00403	8.64737	0	0	0	0	0.00542	0	0.00572
Healthy	5.05781	0.06438	0	0.46318	0	0	0	0	0	0	5.05781	4.66986	0.18874	0	0	0	0.06438	0.06387	0	0
Healthy	13.34716	2.19439	0.05137	0.15456	0.15336	0	0	0.04494	0.16066	0	13.34716	11.04001	9.54251	6.18609	0.04061	0	2.19439	0.10272	0.00557	0.04494
D008545	36.08447	2.34871	0	4.36598	0	0	0	0.17329	0	0	36.08447	0	0	8.48141	0	0	2.34871	0	0	0.17329
Healthy	26.86308	0	1.16383	0.3897	0	0	0	0.6945	0	0	26.86308	16.595	12.25742	10.2421	0	0	0	0	0	0.6945
Healthy	1.84236	0.03471	0	0	0.02738	0	0	0.01187	0	0	1.84236	1.81866	0.20254	0.23259	0.89533	0	0.03471	0.03676	0	0.01187
Healthy	12.19507	0	0	0.045	0	0	0.02934	0	0	0	12.19507	0	0	0.05386	0	0	0	0.39162	0.02326	0
Healthy	1.59126	0.23655	0	0.13998	0	0	0	0	0	0	1.59126	0	0.05957	0	0	0	0.23655	0	0.0209	0
Healthy	8.07975	0.49135	0	0	0.11963	0.04177	0	0.04209	0	0	8.07975	4.53577	2.36262	0.70141	0	0.04177	0.49135	0.22781	0.13915	0.04209
Healthy	8.70872	0	0.01303	0.16709	0.00256	0	0.05279	0.00078	0	0	8.70872	6.34596	1.97195	0	0	0	0	0.01173	0	0.00078
Healthy	39.09351	1.31661	0.07444	0.19524	0.64157	2.40259	0	0.1218	0.0745	0	39.09351	8.91852	1.3118	1.60585	2.16926	2.40259	1.31661	0.04829	0.08894	0.1218
Healthy	13.1076	0.01594	0	0	0	0	0	0	0	0	13.1076	2.76657	0	3.22159	0	0	0.01594	1.35461	0.19456	0
Healthy	6.97978	0	0.02366	0.0814	0.01193	0	0.14385	0.15821	0.11959	0	6.97978	3.84478	22.95883	22.43131	0.02971	0	0	0.20562	0.18604	0.15821
Healthy	2.41414	0.01238	0	0	0	0	0	0	0	0	2.41414	0.49956	0.0323	0.69795	0.69476	0	0.01238	0.0431	0.30347	0
Healthy	33.17414	0.13632	0	0.75743	0.42561	0	0	0	0.64746	0	33.17414	17.6109	3.01538	0	0	0	0.13632	0.34175	0	0
Healthy	1.98244	0	0	0.04636	0	0	0	0	0	0	1.98244	4.16388	0.04541	1.89533	0	0	0	0	0.02988	0
Healthy	17.14042	4.21812	0	0.26814	1.15267	0	3.69149	0.00958	0.24596	0.03671	17.14042	16.98066	5.84723	0.00105	0	0	4.21812	0	0	0.00958
Healthy	12.28677	1.27449	0	14.23795	0	0	0	0	0	0	12.28677	5.38808	11.19317	0.84083	2.50305	0	1.27449	0.00805	0	0
Healthy	4.4081	0.41828	0	0.19981	0.02618	0	0	0	0	0	4.4081	3.27628	0.11527	0.0304	0.96752	0	0.41828	0.32208	0.01556	0
Healthy	26.02062	0.16236	0	0.15871	0.16911	0	0	0.0039	0	0	26.02062	12.87294	0.66193	0.08944	0	0	0.16236	0.0828	0	0.0039
Healthy	20.16807	0	0	0.70932	0.01334	0	0	0	0	0	20.16807	5.52008	0.96963	0.66644	0.01451	0	0	0.02601	0	0
Healthy	0.62434	0	0	0	0	0	0	0	0	0	0.62434	3.05349	28.37131	0.18904	0	0	0	0.14638	0	0
Healthy	10.85923	0.27455	0	0	0.10711	0	0	0.02211	0	0	10.85923	13.63643	1.65081	0.12917	1.4265	0	0.27455	0.11547	0.31051	0.02211
Healthy	16.43143	0.18821	1.43266	0.09723	0.22563	0	0	0.02354	0.00586	0	16.43143	4.87011	3.36545	0.01571	0	0	0.18821	0.01553	0	0.02354
Healthy	11.80033	0	0	0	0.15243	0	0	0	0	0	11.80033	1.36351	0	0	0	0	0	0.20859	0	0
Healthy	15.9579	2.36626	0	0	0	0	0	0	0	0	15.9579	11.94591	11.68151	0	0	0	2.36626	0	0	0
Healthy	11.43972	0.10878	0	0.04412	0.14425	0	0.00069	0.00889	0.05229	0	11.43972	0.82168	0.02335	0.03857	5.35162	0	0.10878	0.12582	0.02569	0.00889
D008545	25.14578	0.00406	7.53981	16.14087	0.23419	0	0.72204	2.02761	0.00176	0.00367	25.14578	0.4246	0.09277	0.16477	0.00124	0	0.00406	0.60221	0	2.02761
Healthy	1.45453	0.21004	0	0.17368	0	0	0	0	0	0	1.45453	0	0.06144	0	0	0	0.21004	0	0.01842	0
D008545	15.38182	0	0.16546	2.34818	2.2453	0	0	0.21854	0	0.00919	15.38182	6.17303	0	0.06938	0.01373	0	0	0.63232	0.28527	0.21854
Healthy	34.3164	1.49455	0	0.81814	1.19718	6.63654	0	0.19337	0.11784	0	34.3164	6.87088	3.9334	10.85392	0	6.63654	1.49455	0.01068	0.0237	0.19337
Healthy	0.87248	0.03848	0	0	0.03819	0	0	0	0	0	0.87248	7.75409	0.24642	2.61938	0.35196	0	0.03848	0.02299	0.00133	0
Healthy	23.83988	1.57654	0.05231	19.48389	0.03226	1.63292	4.13931	0.03157	0	0.02943	23.83988	2.22417	12.01449	6.72694	0	1.63292	1.57654	0.00678	0.00046	0.03157
Healthy	7.23867	4.57511	0	1.05054	0	0	0	0	0	0	7.23867	3.31101	17.04909	4.84148	1.88655	0	4.57511	0.02296	0	0
Healthy	29.00089	0	0	0.4134	0.05165	0	0	0.00387	0	0	29.00089	6.08888	0.28458	2.47337	0.70036	0	0	0.05187	0	0.00387
Healthy	24.05722	0.98172	0.14742	0.01278	0	0	0	0.1359	0.00655	0	24.05722	11.721	12.98484	0	0.0041	0	0.98172	1.13347	0.00347	0.1359
Healthy	5.51617	0	0	0	0	0.0527	0	0	0	0	5.51617	3.54985	4.23675	0.97302	0.12044	0.0527	0	0.02368	0.0611	0
Healthy	25.07007	1.36756	0.04948	0.65712	0.12035	0.26311	0	0.38592	0.28309	0.00026	25.07007	9.3951	6.81518	3.622	0.99344	0.26311	1.36756	1.16578	0.14221	0.38592
Healthy	6.33741	0	0	0	0	0	0	0	0	0	6.33741	18.07157	0	0.05279	1.0437	0	0	0.14672	0.05295	0
Healthy	13.67274	0	0	0	0	0	0	0	0	0	13.67274	2.86281	0.2069	12.1993	0	0	0	0	0	0
Healthy	4.83223	0.05665	0	0.43515	0	0	0	0	0	0	4.83223	4.78221	0.21653	0	0	0	0.05665	0.12293	0	0
Healthy	24.22755	0.0476	0	0	0.0663	0	0	0	0	0	24.22755	3.71994	0	0.16947	0	0	0.0476	0.32185	0.43122	0
Healthy	28.10445	0	0	0.29468	0.80749	0.39262	0	0	0	0	28.10445	10.31654	2.55861	7.43489	0	0.39262	0	0	0	0
Healthy	15.54098	1.86686	0.31516	0	0	0	0	0.69813	0	0	15.54098	18.5606	32.46688	0	0	0	1.86686	0.68499	0	0.69813
Healthy	30.3801	0	0	0	0	0	0	0	0	0	30.3801	11.885	0	0	0	0	0	0	0	0
Healthy	27.86185	0.18821	0	0.08695	0.89319	0	0	0	0.27214	0	27.86185	7.23554	5.76618	2.68433	0	0	0.18821	0	0	0
Healthy	18.19148	0.57421	0.01745	0.54606	0.0065	0	0	0.16262	0	0	18.19148	6.30317	0.10876	0.68281	0	0	0.57421	0	0	0.16262
Healthy	20.76858	0.32197	0	0.14412	1.29461	0	3.84576	0	0	0	20.76858	1.71029	0.08189	0.30366	0	0	0.32197	0.01101	0	0
Healthy	1.53271	0.04989	0	0.06265	0	0	0	0	0	0	1.53271	5.13381	0.64975	0	0	0	0.04989	1.69377	0	0
Healthy	0	0	0	4.58809	0.44632	0	0	0	0	0	0	0.00181	0.00739	0	0	0	0	0	0	0
Healthy	18.27437	0.85532	0.00737	0.5241	0.3211	0	0	0.11472	0.12234	0	18.27437	10.45571	3.63907	0.13989	0.21708	0	0.85532	0.02636	0.05792	0.11472
Healthy	19.2545	0.07502	0	0	0.04758	0	0	0.02144	0	0	19.2545	3.7023	0	0.37993	0	0	0.07502	0.33358	0.45755	0.02144
Healthy	17.50598	0.01291	0.20506	0.05621	0.00988	0	0	0.00477	0.03922	0	17.50598	5.15679	0.03068	0.36147	0	0	0.01291	0.01354	0.00175	0.00477
Healthy	27.96496	0	0	0.05104	1.38214	0	0	0	0	0	27.96496	0.63606	0.77807	33.90792	0	0	0	0.11217	0	0
Healthy	0.27299	3.81318	2.30687	0.29204	0.05739	0	0	0.03528	0	0	0.27299	0	65.80897	0	2.4118	0	3.81318	0.01764	0	0.03528
