group	Lachnospiraceae	Coriobacteriaceae	Lactobacillaceae	Streptococcaceae	Erysipelotrichaceae	Methanobacteriaceae	Erysipelatoclostridiaceae	Eggerthellaceae	Peptostreptococcaceae	Micrococcaceae	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae
Healthy	25.77056	0	0	0	0	0	0	0.10603	0	0	25.77056	3.27257	0	0	3.76576	0	0	0	0	0.10603
Healthy	18.67898	0	0.00327	16.6398	0.02654	0	1.3293	0	0	0	18.67898	2.37781	6.28182	18.26265	0	0	0	0.02935	0	0
Healthy	3.77856	0.57896	0	0.04858	0.0678	0.03933	0.11244	0	0	0	3.77856	2.69531	0.82458	1.64346	0	0.03933	0.57896	0.07674	1.33413	0
Healthy	0.21839	0.89556	0	0.01663	0.32641	0	0	0	0	0	0.21839	1.30852	0.29829	0.75957	0	0	0.89556	3.54662	0.45984	0
Healthy	7.71081	0	0	0.0131	0	0	0	0.07487	0.22027	0.00206	7.71081	19.06259	2.26585	0.12782	0.03421	0	0	0.02109	0.15869	0.07487
Healthy	12.67667	0	0	0	0.51555	0	0	0	0	0	12.67667	1.59856	0.00713	0	0	0	0	0.27563	0	0
Healthy	1.57286	0.04906	0	0.10194	0	0	0	0	0	0	1.57286	5.05959	0.63561	0	0	0	0.04906	1.80943	0	0
Healthy	1.21425	1.25652	0	0.28956	0.84405	0	0	0.08768	0	0	1.21425	3.56202	1.28937	5.18873	0.43714	0	1.25652	0.60064	0.6196	0.08768
Healthy	20.51668	0	0	0.04105	0.02887	0	0	0.10193	0	0	20.51668	3.87401	0	0	0	0	0	0.15849	0.07226	0.10193
Healthy	1.60648	0.19312	0	0.00907	0.06479	0	0	0	0	0	1.60648	4.29103	0.35749	0.28037	0	0	0.19312	0.57762	0.01409	0
Healthy	1.50992	0	0	0	0.01062	0	0	0	0	0	1.50992	1.6249	0.27549	0.1657	0	0	0	0.02727	0	0
Healthy	13.64066	0.00339	0	0	0.01292	0	0	0	0.0176	0	13.64066	18.30479	0.15638	0.87825	2.86839	0	0.00339	0.11873	0.04295	0
Healthy	14.0388	0.67321	0	0.31557	0.03316	0.04757	0	0.01267	0	0.00802	14.0388	17.41167	0.8803	0.31878	15.6544	0.04757	0.67321	0.0456	0.31628	0.01267
Healthy	2.95496	0	0	0.12313	0	0	0	0	0	0	2.95496	3.14028	0.58278	1.40088	0	0	0	1.51509	0.09152	0
Healthy	12.46777	0.51558	0	0.27247	0.16671	0.00278	0	0.00383	0.02241	0	12.46777	5.4982	0	0.58038	0.00364	0.00278	0.51558	0.00513	0.0458	0.00383
Healthy	24.68792	0.13939	0.00369	0.80679	1.5405	0.03	0	0.16015	0.24412	0	24.68792	7.87604	0.27541	2.23626	0.23822	0.03	0.13939	0.29225	0.01623	0.16015
Healthy	25.40516	0.15016	0.25604	0.97252	0.0016	0	0	0.02759	0	0	25.40516	7.72766	0.80711	0.12483	0.06089	0	0.15016	0.04951	0.09591	0.02759
Healthy	0	0	0	0	5.92605	0	0	0	0.06352	0	0	0	5.10345	0	0	0	0	0	0	0
Healthy	22.26713	0.93564	0.03211	0.22312	0.00877	0	0	0.10766	0.00694	0	22.26713	9.71507	6.51537	1.70656	0.96337	0	0.93564	0.02851	0.02547	0.10766
Healthy	20.7315	1.39592	0.53762	0	0	5.37796	0	0.04817	0	0	20.7315	2.43324	4.95827	2.56418	3.64954	5.37796	1.39592	0.4456	0	0.04817
Healthy	12.69954	0	0	0	0	0	0	0	0	0	12.69954	2.44201	0	3.30504	0	0	0	1.14975	0.29956	0
Healthy	32.32783	0	0	0.02444	0.94684	0	0	0	0	0	32.32783	0.49677	0.35876	34.14756	0	0	0	0.0128	0	0
Healthy	0.01506	0.26862	5.22945	0.65143	0	0	0	0	0	0.07574	0.01506	0.00929	89.75796	0	0	0	0.26862	0	0	0
Healthy	23.1134	1.90068	0	0.01638	2.45298	19.4665	0	0	0	0.00555	23.1134	15.47649	0	5.68306	0	19.4665	1.90068	0	0	0
Healthy	91.2396	0	0	0	0	0	0	0	0	0	91.2396	0	0	0	0	0	0	0	0	0
Healthy	4.95009	0.27924	0	0	0.27223	0.23322	0.37726	0.01262	0.00083	0	4.95009	3.99008	3.4261	7.73954	5.31662	0.23322	0.27924	0.06424	0.31465	0.01262
Healthy	36.58469	0	0.24752	0.85832	0	0	0	0.34773	0.02153	0	36.58469	1.12306	4.3512	31.39008	0.51997	0	0	0	0	0.34773
Healthy	3.70883	0	0	0.22468	0	0	0	0	0.00675	0	3.70883	0	0.45853	0	1.71892	0	0	0.04839	0	0
Healthy	9.61712	4.9657	0	0.04979	0.87965	48.68016	0.96599	0	2.55485	0	9.61712	4.22034	0	1.07475	0	48.68016	4.9657	0	0	0
Healthy	23.30148	0.35751	0.01143	2.93431	0.35836	0.58074	0	0.00326	0.12273	0	23.30148	3.23832	1.78584	5.80237	0.68442	0.58074	0.35751	0.515	0.0038	0.00326
Healthy	19.40512	0	0	0	0	0	0	0	0	0	19.40512	8.83277	21.1361	5.48944	2.69661	0	0	0	0	0
Healthy	9.6769	0.16409	0	0.20741	1.84857	0.9813	2.038	0	0.33252	0	9.6769	13.56488	0.43402	0.23047	11.6762	0.9813	0.16409	1.69144	0	0
Healthy	18.96958	0.3311	0.55554	0.24358	0.00085	0	0	0.05004	0	0	18.96958	9.42967	0.75257	0.04569	0.07665	0	0.3311	0.09952	0.19688	0.05004
Healthy	0.03176	0	0	0.82483	0.09629	0	0	0.15165	0	0.03604	0.03176	0	26.87491	0	0	0	0	0	0	0.15165
Healthy	23.38142	0.13434	0.1023	0.02681	0.59915	0.86947	0	0	0	0	23.38142	27.23668	1.72167	9.45837	0	0.86947	0.13434	0	0	0
Healthy	14.90701	0	0	0	0	0	4.47807	0	0	0	14.90701	0	0	0	0	0	0	0	0	0
Healthy	0.27168	0	0.81454	0	0	0	3.11206	0	0	0	0.27168	1.70977	0	0	0	0	0	0	0	0
Healthy	6.92187	0	0	0.03681	0.08441	0	0	0.01038	0.0178	0	6.92187	1.46668	0.0082	0.00686	0	0	0	0.04376	0.02994	0.01038
Healthy	24.74701	0.02378	0	0.53727	3.20258	6.75288	0	0	0	0	24.74701	8.18349	0	2.21193	0.53311	6.75288	0.02378	0.00573	0.10024	0
Healthy	9.33119	0.24089	0	0.03922	0	0.00725	0	0	0	0	9.33119	5.25402	1.6043	0.55347	0.53351	0.00725	0.24089	0.03827	0.04715	0
Healthy	4.40518	0	0	0	0	0	0	0.10895	0	0	4.40518	3.46208	0.31734	0.1815	8.43132	0	0	0	0.40396	0.10895
Healthy	3.21368	0.51608	0	0	0	0	0.06327	0	0	0	3.21368	1.70752	1.13763	1.11302	0	0	0.51608	0.00684	0.06883	0
Healthy	4.61394	0	0	0.07028	0	0.88322	0	0	0	0	4.61394	4.31678	3.67186	0.93386	0.93618	0.88322	0	0.10667	0.35953	0
Healthy	1.4435	0.3569	0	0	0	0	0	0	0	0	1.4435	0.31051	94.5002	0	0	0	0.3569	0	0	0
Healthy	17.41655	0.18953	1.57431	0.13024	0.18637	0.02178	0	0.00252	0.18739	0	17.41655	4.85233	1.3953	3.6192	0.73264	0.02178	0.18953	0.00648	0.00521	0.00252
Healthy	19.16544	0.07235	0	0	0.08811	0	0	0.03461	0	0	19.16544	3.66045	0	0.29401	0	0	0.07235	0.34441	0.38634	0.03461
Healthy	1.41815	0	0	0	0	0.67639	0	0	0	0	1.41815	1.9415	3.58019	1.23667	0.07765	0.67639	0	0.07841	0.39139	0
Healthy	19.97617	0.07815	0	0	0.28176	0	0	0	0.14321	0	19.97617	3.09557	1.83513	2.25468	0	0	0.07815	0	0	0
Healthy	21.31701	0.01742	0	0.0077	0.24951	0	0	0	0.08501	0	21.31701	0.29345	0.03296	0	0	0	0.01742	0	0	0
Healthy	8.61423	0.26401	0	0.03139	0	0	0	0.13336	0	0	8.61423	7.73276	0.00283	0	0	0	0.26401	0.01911	0	0.13336
Healthy	8.42372	0.00327	0.03548	0.39795	0.00548	0	0	0.01317	0	0	8.42372	14.51824	0.0254	7.6717	0	0	0.00327	0.03237	0.03918	0.01317
Healthy	28.54884	0	0.07843	3.78372	0.16394	0	0.04076	0.13545	0.26672	0.0086	28.54884	3.40605	0.80258	20.2049	0.64022	0	0	0.58663	0.13386	0.13545
Healthy	24.94731	0.80896	0	0.05696	0.10745	0	0	0.01887	0.11422	0.00288	24.94731	12.32069	3.41157	9.91859	0.29306	0	0.80896	0.06231	0.00451	0.01887
Healthy	11.98451	2.04866	1.24649	3.71183	0	1.83433	0	0	0	0	11.98451	13.3436	8.4927	0	1.49548	1.83433	2.04866	0	0	0
Healthy	5.46692	0	0	0.00383	0	0.05754	0	0	0	0	5.46692	3.35348	4.11283	0.94638	0.1311	0.05754	0	0.03164	0.07503	0
Healthy	27.84277	3.04863	7.25298	0	0.00272	0	0.04827	0.09369	0	0	27.84277	0.19425	0.53314	0	0	0	3.04863	0	0	0.09369
Healthy	1.67479	0.01209	0	0	0	0	0	0.01532	0	0	1.67479	6.5424	0	0.52152	0	0	0.01209	0	0	0.01532
Healthy	5.90049	0.19877	0	0.02759	0	0	0	0.11604	0	0	5.90049	5.227	0	0	0	0	0.19877	0	0	0.11604
Healthy	2.86893	0	1.70391	0.03018	0	0	0.02268	0.05082	0.00088	0	2.86893	0.00267	33.8808	0	0	0	0	0.0154	0	0.05082
Healthy	21.7496	1.028	0.0027	4.13754	0.00646	0	0	0.14967	0	0.02855	21.7496	13.25543	17.97696	6.96326	0	0	1.028	0.28541	0.07592	0.14967
Healthy	2.63802	1.58019	0	0.19648	0	0	0	0	0	0	2.63802	0.00102	23.01812	0	0	0	1.58019	0	0	0
Healthy	25.83558	0.83439	0	8.28678	2.20147	0	0.08734	0	1.03075	0	25.83558	11.6457	4.02883	0	0.83659	0	0.83439	0.00587	0	0
Healthy	2.30564	0	0	0	0	0	0	0	0	0	2.30564	0.05227	0.24668	0	0	0	0	0.00296	0	0
Healthy	13.41057	0	6.36722	19.73703	0	0	0	0	0	0	13.41057	1.03231	0	7.38067	0	0	0	0	0	0
Healthy	0.41769	1.25316	0	0.01016	0.14992	0	0	0.1399	0	0	0.41769	3.83746	0.01424	1.90307	43.6073	0	1.25316	0.05729	0.65777	0.1399
Healthy	11.2601	0.0657	0.25173	0	0.17744	0	0	0	0.03973	0	11.2601	2.88764	0.12438	3.98383	0	0	0.0657	0.02663	0.00279	0
Healthy	6.40302	0.2056	0	0.01018	0	0	0	0.04289	0	0	6.40302	5.11605	3.48619	1.38062	0	0	0.2056	0.07434	0.3094	0.04289
Healthy	0.96434	0	0	0	0	0	0	0	0	0	0.96434	1.63192	0.06228	0	0	0	0	0.00613	0	0
Healthy	2.44223	0.10098	0	0.01296	0	0	0	0.23256	0	0	2.44223	7.91213	0	0.39364	0.59466	0	0.10098	0.00603	0.08835	0.23256
Healthy	1.88028	0.07971	0	0	0	0	0	0.12701	0	0	1.88028	7.04253	0	0.63845	0.88323	0	0.07971	0	0.04016	0.12701
Healthy	15.36724	0.21585	0.13841	1.56428	0.00478	0	0	0.99702	1.11945	0	15.36724	6.87191	3.99141	8.32346	0.97528	0	0.21585	0.11189	0.04587	0.99702
Healthy	14.46613	0.15169	1.55332	0.02031	0.05989	0	0	0.09043	0	0	14.46613	8.58368	0.97946	4.73926	0.39679	0	0.15169	0.02262	0.06495	0.09043
Healthy	13.36262	0.01379	0	0	0	0	0	0	0	0	13.36262	2.65474	0	3.36068	0	0	0.01379	1.69959	0.29698	0
Healthy	0.69612	0	0	0	0	0	0	0.14019	0	0	0.69612	7.46	2.60971	2.37128	16.5921	0	0	0.12704	1.38114	0.14019
Healthy	1.75789	0.01787	0	0	0	0	0	0.01732	0	0	1.75789	6.20456	0	0.45359	0	0	0.01787	0	0	0.01732
Healthy	1.19321	0.1371	0	0.21881	0.02812	0	0	0	0	0	1.19321	0.86617	0	0.35403	0	0	0.1371	0.19107	0.00504	0
Healthy	23.43506	0.99882	0	0.42134	1.51881	0	0	0.03715	0	0.00052	23.43506	4.51084	6.88628	2.21291	0.10905	0	0.99882	0.07637	0.43764	0.03715
D008545	11.32759	19.6684	0.19971	0.56916	0.24227	0	0.04025	0.31395	2.50547	0	11.32759	1.54631	43.99372	0.00785	0	0	19.6684	0.01599	0	0.31395
Healthy	22.17486	0	0.00728	0	0.00894	0	0	0.04397	0	0	22.17486	12.74651	1.71647	2.50413	0	0	0	0.08171	0	0.04397
Healthy	3.63734	0	0	0.11367	0.04149	0	0	0	0	0	3.63734	2.54515	0.26697	0.18198	0	0	0	1.00093	0.10296	0
Healthy	28.59877	0	0	0.2947	0	1.08675	0	0	0	0	28.59877	11.85542	3.93681	14.8993	2.06924	1.08675	0	1.0322	0	0
Healthy	36.18644	0.23862	0	0.0189	0.90476	0	0.01532	0.01878	0	0	36.18644	0.21518	0.18208	9.67468	0.056	0	0.23862	0.09159	0.00145	0.01878
Healthy	5.29557	0	0	0	0.268	0	0	0	0	0	5.29557	2.01585	0.36857	0.58332	0	0	0	0.04657	0	0
Healthy	2.49414	0	0.72064	0.97201	0	0	0	0.00869	0.05397	0	2.49414	7.8147	0.256	0	0.06807	0	0	0.09517	0.17763	0.00869
Healthy	1.25511	0.01511	0	0.03075	0.0344	0	0	0	0	0	1.25511	13.57075	0.12553	0.83252	8.75589	0	0.01511	0.1488	0.00148	0
Healthy	3.47848	0.02645	0	0	0.29861	0	0	0	0	0	3.47848	2.83953	0	0.22229	0	0	0.02645	0.3307	0	0
Healthy	28.96229	0	0	0.01196	0	2.25756	0	0	0	0	28.96229	17.26707	0	3.87761	7.05557	2.25756	0	0.73575	0.00423	0
Healthy	13.54137	0.15137	0	0.00805	0.28763	0	0	0.01953	0.14442	0	13.54137	3.99848	28.84641	2.51608	0	0	0.15137	0	0	0.01953
Healthy	17.25954	0.94334	0.07419	0.98418	0.00944	0	0	0.01529	0.1405	0.15035	17.25954	4.70969	3.81114	0	0	0	0.94334	0	0.019	0.01529
Healthy	14.11581	0.22512	0	0	1.03404	0	0	0.00535	0	0	14.11581	2.93082	0.12007	0.24045	1.79223	0	0.22512	0.92712	0.07872	0.00535
Healthy	27.05577	0	0	0	0	0	0	0	0	0	27.05577	2.31735	0	0	6.14789	0	0	0	0	0
Healthy	22.80186	0	0	1.0904	0	0	0	0	0.20503	0	22.80186	26.3134	16.46008	14.0247	0	0	0	0	0	0
Healthy	5.90693	0.10673	0	0.31798	0.00028	0	0.052	0.21658	0.03962	0	5.90693	0.05943	0	0	0	0	0.10673	0.79321	0.03033	0.21658
Healthy	10.72894	0	0	0	1.1188	3.01271	5.4121	0	0.63571	0	10.72894	0.3106	0	9.59557	0.36559	3.01271	0	0	0	0
Healthy	3.19691	0.0358	0	0	0.27761	0	0	0	0	0	3.19691	2.76681	0	0.23688	0	0	0.0358	0.29435	0	0
Healthy	7.07441	0.21899	0.06055	1.13887	1.97673	0	0	0.0267	0.03609	0.04061	7.07441	6.69056	5.63326	2.38942	2.50516	0	0.21899	0.60143	0.01624	0.0267
Healthy	4.0418	0	0.33265	30.09628	0	0	0	0	0.33598	0	4.0418	0	20.1863	0	0	0	0	0	0	0
Healthy	3.4899	0.82508	0	0	0	0	0	0	0	0	3.4899	22.4034	17.34717	0	0	0	0.82508	0	0	0
Healthy	20.34868	0.01579	0	0.06107	0.02544	0	0	0.10541	0	0	20.34868	3.69267	0	0	0	0	0.01579	0.21492	0.1832	0.10541
Healthy	13.5242	3.27877	0	0.24984	0.10334	0	0.2439	0.00756	0.31518	0	13.5242	2.39643	5.16302	2.64676	1.10551	0	3.27877	0.03937	0.0021	0.00756
Healthy	24.25783	0.13775	0.12748	0.18232	0.03468	0.15552	0	0	0.02589	0	24.25783	8.2571	0.50821	2.93421	0	0.15552	0.13775	0.07041	0.73306	0
Healthy	6.08834	0.04301	0	0.29319	0.11697	0	0	0	0	0	6.08834	2.19381	0.07331	0.29238	0	0	0.04301	0.06833	0.01711	0
Healthy	27.55006	0.03607	0.07125	0.10176	0.10696	0	0	0	0	0	27.55006	7.60001	1.51079	0.16973	0	0	0.03607	0	0	0
Healthy	0	0	0	0.18547	0.28593	0	0.21942	0.02591	0	0.03951	0	0	3.61533	0	0	0	0	0	0	0.02591
Healthy	30.93704	0	0	1.57639	0.01306	0.00862	0.76374	0.17382	0.16522	0	30.93704	7.39152	1.11891	0.4868	3.33021	0.00862	0	0.08831	0.01904	0.17382
Healthy	16.55109	0	0	0	0	0	0	0	0	0	16.55109	0	0	0	0	0	0	0	0	0
Healthy	0.57635	0	0	0.01707	0	0	0	0	0	0	0.57635	1.3236	0.00275	0	0.54846	0	0	0.0431	0	0
Healthy	2.45895	0	0	0	0	0	0	0	0	0	2.45895	0.55987	0	0	0	0	0	0.18163	0.03509	0
Healthy	2.29701	0	0	0	0	0	0	0	0	0	2.29701	0.05957	0.21569	0	0	0	0	0.02339	0	0
Healthy	43.15563	0	0	5.65194	0.71584	0	0	0	0	0	43.15563	2.03888	0.19572	4.21798	0	0	0	0	0	0
Healthy	2.0341	0.14533	0	0.19721	0	0	0	0	0	0	2.0341	0.03196	0.06352	0	0	0	0.14533	0	0.04396	0
Healthy	9.19371	0.30832	0.0103	0	0	9.50394	0	0	0	0	9.19371	2.27185	2.06953	2.21282	2.1929	9.50394	0.30832	0.35342	0.06786	0
Healthy	0.38403	1.38014	0	0.00193	0.17354	0	0	0.17848	0	0	0.38403	3.77372	0.02622	1.798	43.9338	0	1.38014	0.08751	0.67751	0.17848
Healthy	20.64043	8.28998	7.365	2.1127	3.2326	3.57724	0	0	0	0	20.64043	6.31337	21.12264	2.50165	0	3.57724	8.28998	0.00614	0.03683	0
Healthy	24.04584	0.02629	0	0.21093	0.02231	0	0	0.07309	0.18738	0	24.04584	11.07113	0	0.34564	2.10778	0	0.02629	0	0.55645	0.07309
Healthy	13.2101	0	0	0.23444	0	0	0	0	0	0	13.2101	4.06346	0.52452	0	0	0	0	0.19158	0.01561	0
Healthy	1.67644	0.02701	0	0	0	0	0	0.03051	0	0	1.67644	6.43879	0	0.46012	0	0	0.02701	0	0	0.03051
Healthy	40.39967	0	0	0.34528	0	0	0	0.05698	0	0	40.39967	2.48237	0	0	10.7516	0	0	0	0	0.05698
Healthy	0.47202	0	0	0	0	0	0	0	0	0	0.47202	1.71475	0.00528	0.0192	0	0	0	0.01841	0	0
Healthy	0.65051	0	0	0	0	0	0	0	0	0	0.65051	1.44308	0	0	0.5846	0	0	0.09406	0	0
Healthy	8.96629	0.40143	0	0.00288	0	0.02146	0	0.02195	0	0	8.96629	5.41906	1.31049	0.53199	0.53104	0.02146	0.40143	0.08016	0.06554	0.02195
D008545	9.33603	23.1963	1.7264	4.38291	1.58759	0	0	0.07638	0	0	9.33603	4.99824	4.96695	24.86915	0	0	23.1963	0	0	0.07638
D008545	18.01975	0	0	1.4753	1.0562	1.46848	0	2.94198	0	0	18.01975	0	6.78466	58.88286	0.60783	1.46848	0	0	0	2.94198
Healthy	4.66288	0	0	0	0.02861	0	0	0	0	0	4.66288	3.41053	0.00167	0	0	0	0	0.11263	0.11411	0
Healthy	12.96484	0.72678	0	0	0.05895	0	0	0.01264	0.15516	0	12.96484	12.24781	2.83298	4.91229	0	0	0.72678	0	0.17623	0.01264
Healthy	0	0	0.08897	0.62219	0	0	0	0	0	0.1046	0	0	0.00303	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.21683	0	0	0	0	0	0	0
Healthy	11.56338	0	0	0	0.09676	0	0	0	0	0	11.56338	1.78645	0.67644	0.26289	29.7937	0	0	1.83829	0	0
Healthy	10.77031	2.25198	1.4605	0	0	6.89201	0	0.23259	0.00649	0	10.77031	1.34276	8.7228	7.35714	6.07064	6.89201	2.25198	0.27951	0	0.23259
Healthy	4.74488	0	0	0	0.2803	0	0	0	0	0	4.74488	1.84188	0.40479	0.53321	0	0	0	0.05053	0	0
Healthy	27.7372	1.33923	0.02885	9.2923	5.17261	0.05766	0.26323	0.71951	0	0.28573	27.7372	6.74631	0.26967	0	0.98327	0.05766	1.33923	0.12334	0.05309	0.71951
Healthy	1.93201	0	0	0	0	0	0	0	0	0	1.93201	3.85463	0.20472	0	0	0	0	0	0	0
Healthy	26.41635	0.24301	0.00116	0.23307	0.00649	0	0	0	0.01909	0	26.41635	13.60415	1.24331	0.01522	0.01772	0	0.24301	0.01742	0	0
D008545	29.85357	0	0	0.37381	0.06278	0	0.11233	0.01763	0	0	29.85357	0.52395	0	0.13888	0.00294	0	0	0.81858	0	0.01763
Healthy	19.14214	0	0	0.1242	0.00291	0	0	0	0.05917	0	19.14214	9.29308	0.07222	0	1.45081	0	0	0.5566	0	0
Healthy	28.95117	0	0	0.44134	0.02612	0	0	0.00195	0	0	28.95117	6.44974	0.32847	2.61931	0.74671	0	0	0.064	0	0.00195
D008545	21.80262	0	0	5.42147	0.09246	0	0	1.02606	0.12292	0	21.80262	0	44.44141	21.4787	0	0	0	0	0	1.02606
Healthy	23.27727	0.02057	0	0.03109	0.30242	0	0	0	0.55938	0	23.27727	4.97429	6.02104	4.38821	0	0	0.02057	0	0	0
Healthy	6.6805	0.23223	0	0.0183	0	0.21375	0	0.02037	0	0	6.6805	6.54119	0.55606	0.61546	0	0.21375	0.23223	0.15494	0.19126	0.02037
Healthy	1.69878	0.02367	0.30556	2.27287	0.00061	0	0	0.00217	0	0.03898	1.69878	0.11961	0.0701	0.74654	0	0	0.02367	0.04055	0	0.00217
Healthy	13.96067	0	0	0	2.74118	17.665	0	0	0	0	13.96067	0.48542	0	0.96576	0.1712	17.665	0	0	0	0
Healthy	44.45119	0.11936	0.06093	1.69472	2.11912	0	0.41427	0	0	0	44.45119	9.89402	0.08365	0.00941	0	0	0.11936	0.22751	0	0
Healthy	7.16031	1.31884	0	0	0.00585	0	0.00162	0.0254	0.08164	0	7.16031	2.12934	14.26406	2.63915	6.18736	0	1.31884	0.09443	0	0.0254
Healthy	1.54044	0.06541	0	0.09687	0	0	0	0	0	0	1.54044	5.35091	0.71515	0	0	0	0.06541	1.87573	0	0
Healthy	33.51811	0	0	0.02305	0	0	0	0.02777	0.081	0	33.51811	23.88145	0	0.53086	0	0	0	0	0.02346	0.02777
Healthy	1.48738	0	0	0	0.02327	0	0	0	0	0	1.48738	1.69646	0.25825	0.14018	0	0	0	0.00829	0	0
Healthy	0.04822	0.00056	0	1.40283	0	0	0	0	0.00032	0.17103	0.04822	0	17.91367	0	0	0	0.00056	0	0	0
Healthy	13.11846	0.0752	0.0074	0.69858	0.29385	0	0	0.00033	0.2242	0	13.11846	6.14942	0.33917	3.28984	0	0	0.0752	0.05144	0.00159	0.00033
Healthy	21.60129	0.03504	0	0	0.38366	0	0	0	0.0456	0	21.60129	8.50938	21.53076	0.15458	0	0	0.03504	0	0	0
Healthy	23.54448	0	0	1.01297	0	0	0	0	0.25889	0	23.54448	26.2798	16.64539	15.5125	0	0	0	0	0	0
Healthy	10.31941	0.66904	0	0.17742	0	0	0	0	0	0	10.31941	10.87567	0.03878	0	0	0	0.66904	0	0	0
Healthy	20.52769	8.43543	0	2.7439	0.3619	0	0	0	0	0	20.52769	3.64434	7.92426	20.3588	0	0	8.43543	0	0	0
Healthy	17.58457	0.02349	0	0.27861	0.74657	1.33638	0	0	0.02029	0	17.58457	9.90853	0.15993	6.75813	2.45662	1.33638	0.02349	0	0	0
Healthy	20.55581	0.01035	0	0.37362	0.11645	0	0	0.03814	0.01837	0	20.55581	17.46693	0.02782	1.30097	0.55249	0	0.01035	0.00158	0.38467	0.03814
Healthy	14.16387	0.2526	0	0.00399	0.05151	0	0	0.0318	0	0	14.16387	8.00261	0	2.57401	0.01061	0	0.2526	0.22617	0.01957	0.0318
Healthy	0.81264	0.67773	0	0	0.33887	0	0	0.02033	0	0	0.81264	3.71995	0.02676	0.58795	7.07393	0	0.67773	0.39212	0.11766	0.02033
Healthy	23.68743	3.59342	0.60874	7.93361	0.61902	0.29786	0.01228	0.0289	0	0	23.68743	7.53769	1.9982	0.01057	0	0.29786	3.59342	2.0594	0.78752	0.0289
Healthy	19.90362	0	0	0	0	0.6609	0	0	0	0	19.90362	7.64122	0.01022	1.31043	1.17807	0.6609	0	1.39068	0.00447	0
Healthy	1.61093	0	0	0	0.03409	0	0	0.00671	0	0	1.61093	1.63475	0.2713	0.13911	0	0	0	0.01491	0	0.00671
Healthy	5.1752	0	0	0	0.29545	0	0	0	0	0	5.1752	1.82983	0.41541	0.54553	0	0	0	1.93841	0	0
Healthy	13.85288	0	0	0	0	0	1.14516	0	0	0	13.85288	1.74647	0	1.62282	0	0	0	0	0	0
Healthy	0	0	0.08794	0.00795	0.02548	0	1.31521	0	0	0	0	0	17.84914	0	0	0	0	0	0	0
Healthy	8.28516	1.94935	0.00511	0.18551	0.02936	0	0	0.14862	0.06063	0.01654	8.28516	9.93102	5.69384	6.39799	1.16882	0	1.94935	0.04395	0.01696	0.14862
Healthy	20.62588	0.57769	0	0	0.18937	0	0	0.08142	0.03406	0	20.62588	4.88015	0.8986	0.00693	0	0	0.57769	0.24123	0	0.08142
Healthy	1.72788	0.21169	0	0.01269	0.09325	0	0	0	0	0	1.72788	4.29583	0.34325	0.29465	0	0	0.21169	0.63366	0.00758	0
Healthy	0.45797	0.0005	0	0	0.00428	0	0	0	0	0	0.45797	19.16031	0.08636	0.1528	0.3822	0	0.0005	0.02335	0	0
Healthy	6.10625	0	0	0	0	0.03448	0	0	0	0	6.10625	16.90289	0.10382	1.05668	0	0.03448	0	1.41506	0.67046	0
Healthy	2.60477	0	0	0	0	0	0	0	0	0	2.60477	0.05921	0.18445	0	0	0	0	0.02297	0	0
Healthy	21.15606	0.01515	0	0.05492	0.01484	0	0	0.13102	0	0	21.15606	3.71731	0	0	0	0	0.01515	0.17357	0.2095	0.13102
Healthy	4.06038	0	0	0.07424	0.01711	0	0	0	0	0	4.06038	2.37679	0.20128	0.16178	0	0	0	0.91625	0.1116	0
Healthy	12.34772	0.00299	0	0.1097	0.11758	0.00211	0.0536	0.04906	0.01953	0	12.34772	10.57922	0.45177	0.9252	0.18982	0.00211	0.00299	0.46134	0.01137	0.04906
Healthy	25.41698	1.56759	0	2.05809	0	0.16863	0	0	0	0	25.41698	2.07733	19.09358	24.1679	14.1787	0.16863	1.56759	0	0	0
Healthy	32.64568	2.08154	0	2.13829	1.40381	1.39634	0	0.21559	0	0	32.64568	13.20697	0	10.7472	0.88722	1.39634	2.08154	0	0	0.21559
D008545	33.53173	1.67888	0.00085	0.36238	0.06613	0	0.00127	0.40852	0.07648	0.00122	33.53173	11.06989	5.58295	0.0429	0.00018	0	1.67888	0.25834	0.01337	0.40852
Healthy	15.68244	0.07535	0	0.04118	0.01402	0	0	0	0.01496	0	15.68244	2.25204	0	0.07138	2.78702	0	0.07535	0.00616	0	0
Healthy	41.85287	0.0526	0	0.00371	0.01084	0	0	0	0	0	41.85287	1.6468	0.16374	0	0.09708	0	0.0526	0.08334	0.50015	0
Healthy	32.09044	0.42674	0.01837	0.12256	1.27661	0	0	0.04262	1.1828	0.00084	32.09044	4.24561	1.55549	0.13604	3.40381	0	0.42674	0.11878	0.00589	0.04262
Healthy	48.7524	0	0	0.16711	1.77936	0.0917	0	0	0	0	48.7524	6.29313	0	1.91025	0.74691	0.0917	0	0	0	0
Healthy	43.61226	0.33557	0	0	1.16405	0.4225	0	0.01636	0	0	43.61226	5.66544	0.20811	1.96927	1.39047	0.4225	0.33557	0.10793	0	0.01636
Healthy	5.93259	0.14943	0.03245	0	0.0236	0	0	0.06555	0	0	5.93259	1.88463	0.15633	0	0	0	0.14943	0	0.12417	0.06555
