group	Bacteroidota	Proteobacteria	Desulfobacterota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	10.62846	0.5874	0		10.62846	1.1805	1.15502	0.5874	0	0	0	0	
Healthy	61.22877	1.13979	0		61.22877	31.55243	2.07337	1.13979	0	0	0	0	
Healthy	1.54544	13.37731	0		1.54544	0.00912	64.15916	13.37731	0	1.84981	0	0	
Healthy	46.78532	3.12298	0.15758		46.78532	14.30305	2.82828	3.12298	0	0.0705	0.0651	0.15758	
Healthy	2.80734	0	0		2.80734	53.14765	4.79853	0	0	5.33933	13.6877	0	
Healthy	55.67034	15.52831	0.05799		55.67034	5.18208	0.51327	15.52831	0	0.07726	0	0.05799	
Healthy	76.47501	5.48059	0		76.47501	11.14814	0.03934	5.48059	0	0	0	0	
Healthy	63.11576	0	0.09292		63.11576	23.7253	0.35319	0	0.22429	0.12755	0	0.09292	
Healthy	67.80547	6.05477	0		67.80547	14.21926	0.6735	6.05477	0	0.07203	0	0	
Healthy	61.80674	0.00451	0.12714		61.80674	23.42513	0.22546	0.00451	1.69115	0.15693	0.12202	0.12714	
Healthy	25.05573	2.67051	0		25.05573	49.07604	3.24755	2.67051	0	6.39372	0.39354	0	
Healthy	49.04198	0.16615	0.18676		49.04198	18.15323	0	0.16615	6.04875	0.03153	0	0.18676	
Healthy	64.53437	0.40825	0		64.53437	30.17789	0	0.40825	0	0.12673	0	0	
Healthy	65.88668	4.05303	0		65.88668	17.65752	0.45712	4.05303	0	0.24437	0	0	
Healthy	18.62868	1.3511	0.0464		18.62868	14.56647	28.53572	1.3511	0.00105	7.41258	0	0.0464	
Healthy	69.72652	6.28482	0		69.72652	10.03764	0.27021	6.28482	0	0.54739	0	0	
Healthy	80.98771	0.727	0.03834		80.98771	5.39592	1.22857	0.727	3.46253	0	0	0.03834	
Healthy	64.42562	1.5011	0.16406		64.42562	13.93713	0.78142	1.5011	0	0.00655	0.17603	0.16406	
Healthy	54.22551	2.37591	0.09559		54.22551	30.38946	0.69894	2.37591	0.42396	0.48589	0	0.09559	
Healthy	57.4263	0.25744	0.09323		57.4263	12.55177	14.5384	0.25744	0	0.25238	0.22303	0.09323	
Healthy	32.17248	0.04551	0.01688		32.17248	46.17145	3.36825	0.04551	0.00066	0.21079	0	0.01688	
Healthy	77.78573	0.20641	0		77.78573	8.80561	0.1367	0.20641	0	0.05355	0	0	
D001943	54.94393	0.83484	0		54.94393	16.75161	0.08355	0.83484	0	0.14227	0	0	
Healthy	36.76764	1.74262	0.15033		36.76764	52.02333	2.55744	1.74262	0.03436	0.03598	0.04896	0.15033	
Healthy	52.96187	0	0		52.96187	39.91753	0.4049	0	0	0	0	0	
Healthy	0.81296	1.19944	0.10248		0.81296	41.53486	6.96766	1.19944	0	5.3385	3.57408	0.10248	
Healthy	57.26383	0.12782	0.0912		57.26383	11.90732	14.20281	0.12782	0	0.26587	0.22305	0.0912	
Healthy	38.17794	7.93934	0.10815		38.17794	25.80575	0	7.93934	7.23853	0	0.8228	0.10815	
Healthy	41.04758	4.65975	0.18832		41.04758	27.00562	1.68927	4.65975	0.02477	0.02708	0	0.18832	
Healthy	83.8469	0.664	0.07168		83.8469	6.50008	1.56061	0.664	0	0.05688	0	0.07168	
Healthy	88.77974	0.56297	0.00376		88.77974	2.49062	0.15036	0.56297	0	0.23534	0	0.00376	
Healthy	17.49998	0.68508	0.03321		17.49998	20.55009	51.65093	0.68508	0.22025	0.11011	0	0.03321	
D001943	79.32538	0.39027	0.07762		79.32538	6.0476	0.28696	0.39027	0	0.03096	0	0.07762	
Healthy	59.12855	0	0		59.12855	13.0829	0	0	0	1.85807	0	0	
Healthy	49.81315	4.24821	0		49.81315	34.95807	0.3735	4.24821	0	0	0.84585	0	
Healthy	67.3598	12.07517	0.04214		67.3598	1.65291	0.31399	12.07517	0	0.1372	0	0.04214	
Healthy	78.84059	0	0		78.84059	15.5501	0	0	0.32651	0.13335	0.00641	0	
Healthy	26.86477	0.23195	0.68026		26.86477	12.32576	2.68318	0.23195	0.46736	1.09313	0	0.68026	
Healthy	79.08388	0.19925	0		79.08388	2.56376	0.06782	0.19925	0	0.0036	0	0	
Healthy	30.926	2.47967	0		30.926	31.06375	0.89351	2.47967	17.6434	0	0	0	
D001943	69.27708	5.87951	0.0426		69.27708	13.80151	0.06218	5.87951	0.08164	0.03363	0	0.0426	
Healthy	53.18139	0.01387	0.00506		53.18139	21.802	0.54335	0.01387	1.2884	0	0	0.00506	
Healthy	67.49294	0.07756	0.05552		67.49294	10.52157	0.32709	0.07756	0.59026	0.03531	0	0.05552	
Healthy	39.11667	5.83791	0.01159		39.11667	30.33986	3.57494	5.83791	0	5.55436	0	0.01159	
Healthy	60.68189	0.16241	0		60.68189	29.25895	0.04651	0.16241	0.0151	0.01289	0	0	
Healthy	71.29103	5.87638	0		71.29103	11.672	0.52463	5.87638	0	0.03739	0	0	
Healthy	32.95321	15.7736	0		32.95321	0.89603	32.16929	15.7736	0	0.21095	0	0	
Healthy	64.65198	1.44911	0.25658		64.65198	14.10116	0.80909	1.44911	0	0.02512	0.13943	0.25658	
Healthy	54.12302	2.32551	0.01962		54.12302	38.98753	0.29542	2.32551	0.00834	0.45179	0	0.01962	
Healthy	21.47062	8.72317	0		21.47062	48.05985	1.14681	8.72317	0.99655	1.78662	0	0	
Healthy	84.1615	0.09783	0.36294		84.1615	4.62426	3.53792	0.09783	0.05668	0	0.6442	0.36294	
Healthy	77.17331	0.26239	0.0889		77.17331	6.65214	0.88584	0.26239	0	0.12342	0	0.0889	
Healthy	69.07351	5.92498	0		69.07351	9.93857	0.25374	5.92498	0	0.59573	0	0	
Healthy	42.70057	0.54183	0.00166		42.70057	26.45851	0.93067	0.54183	0.32103	0.17722	0	0.00166	
Healthy	92.47288	4.29812	0		92.47288	2.34264	0	4.29812	0.68517	0	0	0	
Healthy	93.15998	0.64727	0		93.15998	2.73113	0.11591	0.64727	1.70794	0	0	0	
Healthy	33.53626	20.79261	0.01336		33.53626	18.3669	0.22609	20.79261	0.12231	0.11761	0.07681	0.01336	
Healthy	40.54183	0	0		40.54183	35.66886	0	0	0	0	0	0	
Healthy	12.17237	37.22412	0.25764		12.17237	33.14266	2.25489	37.22412	0	5.57278	0.20334	0.25764	
Healthy	0.04432	15.41251	0		0.04432	0.07562	34.18061	15.41251	0	0.8359	0	0	
Healthy	13.25625	10.40711	0.73479		13.25625	7.0213	1.41109	10.40711	45.199	0.15253	0	0.73479	
Healthy	67.05178	0.14848	0.06235		67.05178	15.22558	2.01798	0.14848	0.59489	0	0.00982	0.06235	
Healthy	53.96092	0	0		53.96092	30.22728	1.48914	0	0	0	0	0	
Healthy	60.9472	0	0		60.9472	10.2458	0	0	0	0	0	0	
Healthy	48.30977	0.18995	0.17114		48.30977	16.97762	0	0.18995	6.08148	0.03752	0	0.17114	
Healthy	25.65134	6.55547	0		25.65134	6.55955	0.10267	6.55547	0	2.52929	0	0	
Healthy	48.55306	0.13429	0.19334		48.55306	17.66689	0	0.13429	5.92109	0.02019	0	0.19334	
Healthy	20.90297	0.59349	0.03111		20.90297	38.4401	15.4661	0.59349	2.88807	0.16236	6.63006	0.03111	
Healthy	40.12219	27.98459	0		40.12219	7.94584	14.98098	27.98459	0	0.11765	0	0	
Healthy	17.72242	19.51041	0.42787		17.72242	19.91515	3.80044	19.51041	0.68447	0.72111	0	0.42787	
Healthy	19.80219	0.52942	0		19.80219	47.0783	0.1127	0.52942	0	2.64804	2.12866	0	
Healthy	68.39522	6.19423	0		68.39522	11.64675	0.63244	6.19423	0	0.05664	0	0	
Healthy	66.17382	4.15238	0.01172		66.17382	17.00073	0.43899	4.15238	0	0.18376	0	0.01172	
Healthy	52.52567	3.56625	0.04669		52.52567	28.39405	0.22053	3.56625	0	6.84463	0	0.04669	
Healthy	52.87629	0.6292	0.30585		52.87629	16.33629	0.34164	0.6292	5.47757	0	0	0.30585	
Healthy	10.64488	33.6671	0		10.64488	0.03971	30.78958	33.6671	0	0.25438	0	0	
Healthy	21.22312	7.28536	0.12949		21.22312	52.15285	0.93203	7.28536	0.63223	4.32968	0	0.12949	
Healthy	41.26513	0.52448	1.54986		41.26513	10.8791	2.23235	0.52448	17.2481	0	0	1.54986	
Healthy	36.97388	0.43232	0.02384		36.97388	24.2725	4.75581	0.43232	3.41811	1.2325	16.5498	0.02384	
Healthy	65.57103	0.09805	0.30595		65.57103	7.70914	0.41223	0.09805	10.3394	0.12229	0	0.30595	
Healthy	32.3751	0.64618	0.07694		32.3751	25.82845	10.84027	0.64618	5.98758	1.45595	12.913	0.07694	
Healthy	76.4325	0.22897	0.01257		76.4325	6.98597	0.57551	0.22897	0	0.10255	0	0.01257	
Healthy	30.62261	0.33708	0		30.62261	34.29267	4.37844	0.33708	1.85405	0.2775	2.93408	0	
Healthy	57.58908	0.02932	0.08554		57.58908	12.62835	6.36444	0.02932	0	0.03432	0.06662	0.08554	
Healthy	5.29566	0	0		5.29566	20.8261	2.673	0	54.5298	0.47301	0	0	
Healthy	84.66831	0.078	0.34413		84.66831	4.2694	3.65534	0.078	0.08875	0	0.67741	0.34413	
Healthy	1.72051	1.48965	0.0191		1.72051	52.13711	5.68677	1.48965	0	1.90966	6.56249	0.0191	
Healthy	67.35559	0.77467	0		67.35559	8.59152	3.44091	0.77467	0.70866	0	0.70794	0	
Healthy	47.24126	8.03576	0		47.24126	26.08406	1.01309	8.03576	0.01838	0.73318	0	0	
Healthy	21.83033	0.8269	0		21.83033	47.16462	1.96222	0.8269	0	2.1287	0.46264	0	
Healthy	59.55566	0	0		59.55566	16.55109	0	0	0	0	0	0	
Healthy	53.60576	0.28341	0.02725		53.60576	5.11906	1.31996	0.28341	0	0.22885	0	0.02725	
Healthy	70.29626	0.67526	0.05834		70.29626	18.83094	0	0.67526	0	0.21292	0	0.05834	
Healthy	54.61497	0.12031	0		54.61497	39.19204	0.02374	0.12031	0.10487	0	0	0	
Healthy	68.18144	0.77483	0.45465		68.18144	3.12875	1.28916	0.77483	0.00435	0.41987	0	0.45465	
Healthy	35.71886	1.22018	0		35.71886	38.5205	0	1.22018	0	6.37071	0	0	
Healthy	25.32198	0.13916	0		25.32198	57.00351	0.29085	0.13916	0	0.1277	0.51835	0	
Healthy	0.91511	0.59022	0		0.91511	44.15311	10.2811	0.59022	0	38.87791	0.30805	0	
Healthy	56.56314	0.39442	0		56.56314	18.44429	0.0162	0.39442	0.00744	0.56249	0	0	
Healthy	0.53213	1.16565	0.00802		0.53213	0.0817	90.87765	1.16565	0	0.1753	0	0.00802	
Healthy	15.69624	3.80221	0		15.69624	27.89786	1.48752	3.80221	9.86684	0.00942	0.12615	0	
Healthy	23.79196	0.23569	0		23.79196	19.52605	48.20969	0.23569	0.10415	0.36968	0	0	
D001943	45.6556	0.52766	0.023		45.6556	47.62299	0.06572	0.52766	0	0.02415	0	0.023	
Healthy	25.40505	1.70875	0		25.40505	31.74971	24.53841	1.70875	0	0	0	0	
Healthy	15.55885	0	0		15.55885	1.08551	0	0	29.9237	0	0	0	
Healthy	73.88425	0.05954	0		73.88425	9.4443	1.12257	0.05954	0	1.09129	0.02974	0	
Healthy	41.91173	1.55958	0		41.91173	27.56454	11.41854	1.55958	0	0.46395	0	0	
Healthy	60.06123	0.61577	0		60.06123	11.96812	1.27903	0.61577	1.69419	0.76067	1.57007	0	
Healthy	57.18005	0.24639	0.1047		57.18005	12.0333	13.92707	0.24639	0	0.23457	0.21171	0.1047	
Healthy	9.61416	1.95939	0		9.61416	31.17568	13.09837	1.95939	0	23.14034	1.50083	0	
Healthy	85.85177	0.65511	0.00261		85.85177	6.40262	0	0.65511	2.07107	0	0	0.00261	
Healthy	13.48385	10.58755	0.71637		13.48385	6.442	1.53444	10.58755	43.6221	0.16567	0	0.71637	
Healthy	46.3199	3.10765	0.20793		46.3199	13.79634	2.88423	3.10765	0	0.09488	0.07764	0.20793	
Healthy	54.96691	0.7454	0.00132		54.96691	30.1274	1.95445	0.7454	0.04016	0.125	0.43319	0.00132	
Healthy	63.70084	1.43456	0.12683		63.70084	25.92709	0.00671	1.43456	0	0.08957	0	0.12683	
Healthy	41.54925	0.55914	0.00175		41.54925	19.35511	9.67099	0.55914	0	0.05933	0	0.00175	
Healthy	1.65442	4.30611	0		1.65442	1.05331	44.40174	4.30611	0	0.06967	0	0	
Healthy	86.72596	1.62125	0.08128		86.72596	7.62114	0.1998	1.62125	0	0.08977	0	0.08128	
Healthy	3.59642	1.15487	0.00163		3.59642	56.7642	1.09136	1.15487	2.20706	0.77183	0	0.00163	
Healthy	21.86749	0.34605	0.04869		21.86749	58.71846	0.5189	0.34605	3.46993	0.23206	0	0.04869	
Healthy	60.70985	7.46022	0		60.70985	14.72378	0.61933	7.46022	0	0.05036	0	0	
Healthy	53.53065	1.39331	0		53.53065	29.83385	4.28895	1.39331	0	0.19604	0	0	
Healthy	62.30795	0.19026	0.07298		62.30795	19.45916	1.25628	0.19026	0	0.04754	0	0.07298	
Healthy	70.04185	0.17171	0		70.04185	3.77192	0.28501	0.17171	0	0.00652	0	0	
Healthy	32.21043	2.40721	0		32.21043	42.32946	4.95805	2.40721	0	0.56	0	0	
Healthy	0.01601	80.82318	0		0.01601	0.0022	0.01851	80.82318	0	0.46884	0	0	
Healthy	36.11929	0	0		36.11929	29.85196	2.71508	0	1.73206	0.6557	0	0	
Healthy	45.20369	8.20346	0		45.20369	26.1166	0.8236	8.20346	0.01671	0.64448	0	0	
D001943	84.48759	0.72977	0		84.48759	8.99801	0.23868	0.72977	0	0.48769	0	0	
Healthy	64.05447	4.5543	0.00063		64.05447	6.29528	0.83193	4.5543	0	0.3921	0	0.00063	
Healthy	40.92427	8.06716	0		40.92427	38.17651	0.31155	8.06716	0.73463	0.40951	0	0	
Healthy	57.19294	1.59811	0.00652		57.19294	32.07439	0.56344	1.59811	0	0.03638	0	0.00652	
Healthy	57.76125	2.4139	0		57.76125	25.6929	3.59081	2.4139	0.02391	0.69053	0	0	
Healthy	21.29602	0.09014	0.00387		21.29602	52.72976	0.06581	0.09014	0	1.25148	0	0.00387	
Healthy	9.54376	2.30781	0		9.54376	39.00762	30.22961	2.30781	1.55741	1.01141	1.15334	0	
Healthy	11.81599	2.26402	0.00145		11.81599	44.33832	2.66364	2.26402	1.14955	1.32752	1.8625	0.00145	
Healthy	69.55487	0.14028	0		69.55487	3.26646	0.24501	0.14028	0	0.05474	0	0	
Healthy	3.98672	5.59156	0.05548		3.98672	70.17457	1.90416	5.59156	2.16678	0.00749	0.25813	0.05548	
Healthy	85.00355	1.26887	0		85.00355	10.40697	0	1.26887	0	0	0	0	
Healthy	76.86679	0.05153	0.00376		76.86679	6.9996	1.73595	0.05153	0	1.84546	0	0.00376	
Healthy	31.29448	0.68226	0.0071		31.29448	12.52023	1.12717	0.68226	2.27514	0.60487	0	0.0071	
Healthy	30.44634	0	0.65273		30.44634	16.39235	0.48389	0	22.9928	0.32943	2.28766	0.65273	
Healthy	28.63484	5.90135	0.6319		28.63484	9.53346	0	5.90135	19.9056	0.24498	0.5413	0.6319	
Healthy	48.76142	0.57044	0.00483		48.76142	28.85689	2.31905	0.57044	0.02291	0.6199	0.40327	0.00483	
Healthy	31.46849	0.18489	0.00509		31.46849	14.29789	38.17458	0.18489	0.02699	0.03043	0	0.00509	
Healthy	25.09357	3.25503	0.09786		25.09357	34.59105	1.38268	3.25503	0.74961	0.08424	0.54533	0.09786	
Healthy	11.42124	4.15535	0.14406		11.42124	39.61852	0.78563	4.15535	0	0.08913	0	0.14406	
Healthy	47.0306	5.76967	0.1131		47.0306	23.3533	1.33683	5.76967	0.0255	0	0	0.1131	
Healthy	76.7839	0.55624	0		76.7839	4.34741	0	0.55624	0	0	0	0	
Healthy	33.32466	0.68922	0.01359		33.32466	28.90645	2.3318	0.68922	0.3222	0.40387	0.22578	0.01359	
Healthy	36.22937	0.80189	0.02896		36.22937	35.80504	8.99505	0.80189	0	0.19031	0	0.02896	
Healthy	14.32804	0.00921	0		14.32804	45.23303	13.70372	0.00921	0.99688	2.97605	0	0	
Healthy	29.49403	6.78411	0.19971		29.49403	29.5489	0	6.78411	13.8291	0	1.16719	0.19971	
Healthy	89.04381	0.51219	0.00261		89.04381	2.53296	0.1432	0.51219	0	0.25288	0	0.00261	
Healthy	24.9085	0.41197	0.14347		24.9085	33.78777	5.13336	0.41197	0.16411	0.30573	0	0.14347	
D001943	87.21513	3.88829	0.03348		87.21513	4.61217	0.44624	3.88829	0.00846	0.161	0	0.03348	
Healthy	25.65549	5.01091	0		25.65549	41.39946	14.28251	5.01091	0	0.93429	0	0	
Healthy	43.37246	0	0		43.37246	39.81935	0	0	0	0	0	0	
Healthy	53.66858	0.92763	0		53.66858	16.86373	10.49517	0.92763	0	0.28891	0	0	
D001943	76.46013	0.14205	0.12421		76.46013	12.29105	0.15243	0.14205	0	0.07229	0	0.12421	
Healthy	68.25271	0.37131	0		68.25271	18.13192	0	0.37131	0.36578	0	0	0	
Healthy	67.97653	0.11804	0.07337		67.97653	15.0246	1.8897	0.11804	0.56894	0.01102	0	0.07337	
Healthy	65.22492	1.10329	0.4676		65.22492	23.25133	0.14698	1.10329	0	0.08243	0	0.4676	
Healthy	43.59665	2.79843	0.32269		43.59665	41.24524	5.89424	2.79843	0	0.4103	0	0.32269	
Healthy	40.54922	0.97953	0		40.54922	26.34015	13.35723	0.97953	0	0.91872	0	0	
Healthy	48.74281	0.14984	0.16423		48.74281	17.59063	0	0.14984	6.11884	0.0358	0	0.16423	
Healthy	50.41423	0.06542	0.18615		50.41423	16.2579	0	0.06542	5.37568	0	0	0.18615	
Healthy	73.67072	1.90778	0.00796		73.67072	21.45807	0.06534	1.90778	0	0.08144	0	0.00796	
Healthy	79.5248	0.21142	0		79.5248	2.84599	0.10513	0.21142	0	0	0	0	
Healthy	76.06964	0.03544	0		76.06964	21.54655	0	0.03544	0.02368	0.06245	0	0	
Healthy	41.31662	3.36737	0.44478		41.31662	32.40193	1.2093	3.36737	0.02522	5.30199	0.69133	0.44478	
Healthy	82.05623	0.67729	0.07916		82.05623	6.43319	1.53936	0.67729	0	0.06582	0	0.07916	
Healthy	40.30623	2.05501	0.32276		40.30623	14.73388	3.6723	2.05501	0	0.00652	0	0.32276	
Healthy	23.20399	0.31314	0.12015		23.20399	39.58223	4.0758	0.31314	0	2.00441	0.15512	0.12015	
Healthy	32.24953	20.38942	0		32.24953	16.97582	0.24798	20.38942	0.13143	0.0303	0.04564	0	
Healthy	80.60223	0	0		80.60223	14.43821	0	0	0	0.45878	0	0	
D001943	39.10554	2.12754	0.01772		39.10554	20.1073	2.09146	2.12754	0	0.0286	0	0.01772	
Healthy	30.31938	1.66691	0.00545		30.31938	38.45639	0.65372	1.66691	0	1.497	0	0.00545	
Healthy	42.11993	3.34384	0		42.11993	32.30842	1.70122	3.34384	0	0.26248	0	0	
Healthy	70.59588	0.26585	0.14088		70.59588	10.00582	4.05775	0.26585	0.10494	0	0.04923	0.14088	
Healthy	36.71537	2.3116	0		36.71537	44.53939	1.2168	2.3116	0	0.50245	0	0	
Healthy	11.98448	0	0		11.98448	44.93967	26.00893	0	1.68081	0.97518	0	0	
Healthy	13.92884	19.3714	0.05501		13.92884	28.49517	2.46811	19.3714	0.51861	0.31931	0	0.05501	
Healthy	74.43326	1.44575	0.00024		74.43326	2.14313	0	1.44575	0.08559	3.20623	0	0.00024	
Healthy	27.36963	0.19829	0.17357		27.36963	60.02292	0.11805	0.19829	0.0389	1.1047	0	0.17357	
Healthy	57.68063	0.04087	0.06939		57.68063	14.72744	6.4016	0.04087	0	0.06482	0.06438	0.06939	
Healthy	64.2214	2.28007	0.06375		64.2214	12.52427	0.22952	2.28007	0	0.23663	0	0.06375	
Healthy	77.73915	0	1.58126		77.73915	6.1242	0.59524	0	0	0.26104	0.08192	1.58126	
Healthy	34.44275	3.69512	0		34.44275	25.3536	14.65649	3.69512	0	0.18555	0	0	
Healthy	92.40019	4.70406	0		92.40019	2.12084	0.01082	4.70406	0.58989	0	0	0	
Healthy	60.82553	0.22814	0.2872		60.82553	9.39274	3.58131	0.22814	0.67933	0.08802	0.96826	0.2872	
Healthy	50.83458	3.99534	0		50.83458	27.54175	3.81443	3.99534	0.36124	0	0	0	
Healthy	48.3765	0.38413	0		48.3765	20.38094	0.71835	0.38413	0	4.34624	17.7248	0	
Healthy	69.02083	6.08696	0.05484		69.02083	0.23636	12.89942	6.08696	0	0.02662	0	0.05484	
Healthy	45.74134	0.4779	0.62538		45.74134	7.39684	1.8003	0.4779	0.17425	0.5895	0	0.62538	
D001943	70.31474	4.3981	0.31986		70.31474	4.63803	0.00071	4.3981	0.00262	0.11464	0	0.31986	
Healthy	58.5516	2.37447	0		58.5516	28.29259	0.03828	2.37447	0	0.12291	0	0	
Healthy	42.8523	0	0		42.8523	46.69582	0.19716	0	3.24794	0	0	0	
Healthy	68.81003	0.0251	1.53198		68.81003	6.47233	0.28196	0.0251	0	0.54823	0.03794	1.53198	
Healthy	63.11124	3.5784	0.2696		63.11124	19.85939	0	3.5784	0	0	0	0.2696	
Healthy	20.11913	6.33099	0.08643		20.11913	31.68854	0.82024	6.33099	1.91099	2.59016	0.82055	0.08643	
Healthy	72.98156	0.4917	0.04786		72.98156	8.41494	0.02639	0.4917	0	0.0328	0	0.04786	
Healthy	81.5616	3.12301	0		81.5616	7.05116	0.63566	3.12301	0	0.08385	0	0	
Healthy	77.87698	0.50004	0		77.87698	5.92749	0.25303	0.50004	0	0	0	0	
Healthy	28.94934	14.5864	0		28.94934	29.23037	3.47369	14.5864	5.70858	3.06924	0	0	
Healthy	43.3213	0.62844	0		43.3213	20.42027	0.52687	0.62844	0	6.31723	0	0	
Healthy	52.26953	0.11509	0		52.26953	22.08116	0.02917	0.11509	0	0.6848	1.74148	0	
Healthy	38.93401	5.13698	0.0677		38.93401	41.57505	0	5.13698	3.06928	0	0.71973	0.0677	
Healthy	54.43358	0.05594	0.03047		54.43358	35.29853	1.83157	0.05594	0	0.36068	0	0.03047	
Healthy	70.0664	0.17122	0		70.0664	3.23899	0.30254	0.17122	0	0.0293	0	0	
Healthy	9.57718	0.16008	0.00309		9.57718	50.4609	16.93205	0.16008	0.00145	0.47979	0	0.00309	
Healthy	44.56376	0.03904	0		44.56376	30.94834	3.27578	0.03904	0.73937	2.78111	0.47677	0	
Healthy	17.10021	20.15756	0		17.10021	13.73385	21.22144	20.15756	1.95313	1.86745	0.20668	0	
Healthy	37.81526	1.87023	0		37.81526	57.59283	0.02497	1.87023	0	0.33522	0	0	
Healthy	11.62026	0	0		11.62026	57.10652	0	0	0	0.22984	4.29497	0	
Healthy	84.12078	0.60841	0.05691		84.12078	6.51546	1.58854	0.60841	0	0.03607	0	0.05691	
Healthy	40.56012	4.15824	0.01969		40.56012	0.88048	32.7169	4.15824	0	0.42643	0	0.01969	
Healthy	12.78487	7.18618	0.74168		12.78487	8.63943	24.44402	7.18618	1.45742	0.07356	0.18226	0.74168	
Healthy	15.50235	0.30624	0		15.50235	65.93103	1.15406	0.30624	0	0.60005	0	0	
Healthy	66.9454	0	0		66.9454	18.14622	0	0	0	0.91611	0.85601	0	
Healthy	92.82643	4.5631	0		92.82643	2.03481	0.00516	4.5631	0.50237	0	0	0	
Healthy	60.0519	2.52579	0.03297		60.0519	10.59123	3.15843	2.52579	0	2.94131	0	0.03297	
Healthy	32.20416	20.13454	0		32.20416	16.98868	0.25595	20.13454	0.13732	0.03193	0.04435	0	
Healthy	30.96396	0.432	0		30.96396	64.5578	0.72235	0.432	0	0.00945	0	0	
Healthy	68.50579	0	0		68.50579	18.84689	0	0	0.13691	0	0	0	
Healthy	42.32325	2.63057	0		42.32325	13.31925	0	2.63057	0	0	0	0	
Healthy	43.37119	0	0		43.37119	36.54927	0	0	0	0	0	0	
Healthy	61.97983	0.55707	0.00781		61.97983	17.79166	2.18246	0.55707	1.40718	0.47433	0	0.00781	
Healthy	17.98717	0.02425	0		17.98717	73.88172	0.67782	0.02425	0	0	0	0	
Healthy	39.07155	0.04559	0		39.07155	47.01732	0.34286	0.04559	0.12523	1.13039	0	0	
Healthy	11.08141	0.46283	0		11.08141	61.97638	3.0019	0.46283	0	0.28699	0	0	
Healthy	36.98157	0.7039	0		36.98157	30.62695	16.49921	0.7039	0	0.94272	0	0	
Healthy	16.02933	0.30428	0		16.02933	69.93777	1.12323	0.30428	0	0.63454	0	0	
Healthy	64.19594	3.04895	0.54026		64.19594	27.26681	0.08199	3.04895	0	0.07994	0	0.54026	
Healthy	0.1469	1.10269	0		0.1469	88.92571	0	1.10269	0	0	0	0	
Healthy	69.40263	0.14232	1.56935		69.40263	9.64276	0.32244	0.14232	0	0.49896	0.03289	1.56935	
Healthy	18.13338	17.7439	0.04737		18.13338	19.48893	9.15865	17.7439	1.29122	0.59085	0	0.04737	
Healthy	65.69568	0.20657	0.04722		65.69568	18.80189	0.55514	0.20657	4.89223	0.53421	0	0.04722	
Healthy	59.4235	0.2265	0		59.4235	6.28189	4.94066	0.2265	0	0.03707	0	0	
Healthy	51.60388	0.1816	0.02857		51.60388	42.38279	0.21734	0.1816	0.38723	0.26811	0.01759	0.02857	
Healthy	72.30071	6.19734	0		72.30071	10.17186	0.37793	6.19734	0	0	0	0	
Healthy	58.3654	11.5958	0		58.3654	16.6102	0.33582	11.5958	0	0	0	0	
Healthy	70.2165	0.09351	0		70.2165	3.57257	0.28432	0.09351	0	0.03662	0	0	
Healthy	87.99193	2.67427	0.00973		87.99193	0.27943	4.33621	2.67427	0	4.06667	0	0.00973	
Healthy	4.23524	17.06039	0.00587		4.23524	39.33865	14.40705	17.06039	0	2.11792	0	0.00587	
Healthy	62.95898	0.01065	0		62.95898	17.23656	0.03161	0.01065	0	0.00823	0.07914	0	
Healthy	66.79395	1.08666	0		66.79395	2.45351	0.18923	1.08666	0	0	0	0	
Healthy	49.29812	0.72547	0.28381		49.29812	24.91747	2.09951	0.72547	1.36762	0.13084	0	0.28381	
Healthy	76.98238	0.54887	0.07088		76.98238	13.18481	0.05472	0.54887	0.35252	0.09882	0	0.07088	
Healthy	42.36939	0	0		42.36939	16.7347	0	0	0	0	0	0	
Healthy	23.57768	37.28613	0		23.57768	0.00066	16.10658	37.28613	0	0.44926	0	0	
Healthy	40.5676	1.81213	0.18137		40.5676	18.73075	2.91541	1.81213	4.06453	1.46466	0.62709	0.18137	
Healthy	29.19349	0.05286	0		29.19349	46.23845	3.46769	0.05286	0	0.21317	0	0	
Healthy	0	0.30015	0		0	0	68.94075	0.30015	0	14.93861	0	0	
Healthy	64.38383	3.05771	0.45951		64.38383	27.78515	0.05956	3.05771	0	0.07194	0	0.45951	
Healthy	36.98982	1.3907	0.13527		36.98982	37.3372	1.20015	1.3907	0.12913	0.28608	0	0.13527	
Healthy	60.69733	3.13626	0		60.69733	13.68216	0.84436	3.13626	5.87594	0.41161	0	0	
Healthy	41.49183	0.58038	0.08048		41.49183	30.25795	4.35108	0.58038	2.20768	3.21806	3.53361	0.08048	
Healthy	61.4018	5.21558	0.18062		61.4018	25.1726	0.14347	5.21558	0	0.09675	0	0.18062	
Healthy	51.68475	0.44014	0		51.68475	28.04296	0.01574	0.44014	0	3.79145	0.57347	0	
Healthy	17.74048	0.57193	0.15367		17.74048	51.78461	15.80702	0.57193	0	0.7686	0	0.15367	
Healthy	69.66327	0.23483	0		69.66327	13.18325	1.04367	0.23483	0	4.41859	0	0	
Healthy	26.64235	0.08662	0.69775		26.64235	15.54998	2.59685	0.08662	0.44155	1.08124	0	0.69775	
Healthy	11.5762	0.12781	0.0606		11.5762	49.49166	1.87101	0.12781	0	0.32052	0	0.0606	
