group	Bacteroidota	Proteobacteria	Desulfobacterota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
D001943	62.42606	1.78428	0.01544		62.42606	11.06477	0.13806	1.78428	0	1.61984	0	0.01544	
Healthy	45.22197	7.78622	0		45.22197	25.54622	0.80214	7.78622	0.02611	0.61487	0	0	
Healthy	8.95235	0.01271	0		8.95235	30.81269	0.30162	0.01271	9.41662	2.52225	2.26721	0	
Healthy	34.19922	11.50231	0		34.19922	3.99981	0.32594	11.50231	0.50025	0.04622	0	0	
Healthy	5.25684	0.09833	0		5.25684	82.30353	0.43699	0.09833	0.02337	0.81779	0	0	
Healthy	37.95444	0.7963	0		37.95444	41.94868	0.15219	0.7963	0	0.13683	0	0	
Healthy	53.88338	0.18186	0.64324		53.88338	18.51587	1.94292	0.18186	12.8248	0.12889	0	0.64324	
D001943	36.4	1.4031	0.00197		36.4	7.25595	1.03253	1.4031	0	1.16335	0	0.00197	
Healthy	10.44183	0	0		10.44183	82.5089	0	0	0	2.59767	0	0	
Healthy	59.47556	11.6155	0		59.47556	16.26502	0.3783	11.6155	0	0.02346	0	0	
Healthy	66.96559	1.42928	0.11504		66.96559	25.87444	0.63978	1.42928	0.12452	2.35812	0	0.11504	
Healthy	11.92591	0.37439	0.05575		11.92591	63.66363	1.23201	0.37439	0.73449	4.78877	2.84299	0.05575	
Healthy	54.39563	2.52426	0		54.39563	28.31164	5.27002	2.52426	0	0	0	0	
Healthy	22.01124	3.23698	0.14269		22.01124	37.69654	18.98871	3.23698	0.89803	0.32283	1.5014	0.14269	
Healthy	75.04607	3.78323	0.01945		75.04607	8.0246	2.03669	3.78323	0.7407	0.61816	0	0.01945	
Healthy	35.10904	1.47951	0.00691		35.10904	34.25669	0.88858	1.47951	0	0.4316	0.0389	0.00691	
Healthy	57.20329	0.79877	0.07368		57.20329	21.0421	0.40417	0.79877	0	0.00307	0	0.07368	
Healthy	76.00465	0.45135	0.07096		76.00465	8.01665	0.00321	0.45135	0	0.01315	0	0.07096	
Healthy	81.74652	0.70077	0.0249		81.74652	5.08853	1.19398	0.70077	3.40051	0.00157	0	0.0249	
Healthy	62.88602	0.00657	0.00715		62.88602	27.88844	0.61254	0.00657	0.83565	0.06128	0	0.00715	
Healthy	77.74572	5.66829	0.14421		77.74572	4.83083	0.67007	5.66829	0	0.05228	0	0.14421	
Healthy	24.28158	1.77405	0		24.28158	32.45455	23.03172	1.77405	0	0	0	0	
Healthy	77.15751	0.26813	0.05495		77.15751	6.98758	0.76952	0.26813	0	0.1265	0	0.05495	
Healthy	51.9442	0.23553	0.00817		51.9442	36.42639	0.02931	0.23553	0	0.1204	0.2742	0.00817	
Healthy	22.17561	6.42496	0		22.17561	0.06157	64.01661	6.42496	0	6.55367	0	0	
Healthy	70.2604	0.21694	0		70.2604	3.14274	0.24597	0.21694	0	0.01797	0	0	
Healthy	66.90928	11.44773	0.04031		66.90928	2.09882	0.31449	11.44773	0	0.15808	0	0.04031	
Healthy	36.00646	0.71922	0.10833		36.00646	36.59922	0.75229	0.71922	0.10729	0.4066	0	0.10833	
Healthy	67.52468	2.75504	0		67.52468	4.03337	0.27553	2.75504	1.45026	0.28838	0	0	
Healthy	13.35234	10.88687	0.72008		13.35234	6.19153	1.48043	10.88687	44.3211	0.176	0	0.72008	
Healthy	12.31931	7.07975	0		12.31931	0.01982	27.08167	7.07975	0	3.57883	0	0	
Healthy	52.85802	8.14075	0.01208		52.85802	6.50677	12.33383	8.14075	0	0.29864	0	0.01208	
D001943	38.26261	3.74141	0.12003		38.26261	26.07955	0.84862	3.74141	0	1.4543	0	0.12003	
Healthy	61.52629	0.04903	0.03414		61.52629	8.48688	0.13318	0.04903	0.70898	0	0	0.03414	
Healthy	68.26218	1.42615	0.05466		68.26218	16.85088	0.03257	1.42615	0	0.00069	0	0.05466	
Healthy	41.3138	0	0		41.3138	31.44949	0	0	0	1.18947	3.11173	0	
Healthy	25.4709	1.71155	0.27944		25.4709	7.7945	11.69449	1.71155	11.1928	1.51977	34.3352	0.27944	
Healthy	26.0167	1.00904	0.04745		26.0167	34.53581	0.24586	1.00904	0	0.09013	0.57844	0.04745	
Healthy	8.23024	0	0.01788		8.23024	21.04741	51.45775	0	0.02197	2.79671	9.29125	0.01788	
Healthy	59.19358	4.49196	0		59.19358	0.00652	36.14721	4.49196	0	0.06942	0	0	
Healthy	69.41196	0.10096	0.08991		69.41196	10.05855	0.28927	0.10096	0.52291	0.03597	0	0.08991	
Healthy	39.1705	5.6289	0		39.1705	36.99923	0	5.6289	0	0.67212	0	0	
Healthy	33.35905	0.13042	0.00212		33.35905	15.67684	1.43162	0.13042	0.05676	0.20171	0.0089	0.00212	
Healthy	17.70602	2.68584	0.0843		17.70602	60.95132	1.0735	2.68584	0	2.54226	0.70044	0.0843	
Healthy	15.74507	0	0		15.74507	59.70207	3.02327	0	0	0	0	0	
Healthy	92.39928	4.02996	0		92.39928	2.12844	0.01909	4.02996	0.63238	0	0	0	
Healthy	62.55839	0	0		62.55839	32.00827	0	0	0.07577	0.10091	0	0	
Healthy	57.60587	0.28892	0.02339		57.60587	5.22286	0.9849	0.28892	0	0.31322	0	0.02339	
Healthy	11.80363	0.15556	0		11.80363	46.81017	2.98902	0.15556	0	29.79442	0.02309	0	
Healthy	60.76513	0.0857	0.02076		60.76513	10.79069	5.20706	0.0857	0	0	0	0.02076	
Healthy	62.10895	5.16908	0.1922		62.10895	25.16617	0.18221	5.16908	0	0.10277	0	0.1922	
Healthy	23.24062	0	0		23.24062	19.37666	2.51423	0	2.23188	0.14316	4.08398	0	
Healthy	74.3055	0	0.02109		74.3055	19.59037	0.00616	0	0.20289	0.39763	0.10373	0.02109	
Healthy	47.48654	6.77028	0		47.48654	14.3968	1.64222	6.77028	0	0	0	0	
Healthy	66.63046	0.0978	0.35635		66.63046	7.7103	0.38121	0.0978	10.3157	0.07454	0	0.35635	
Healthy	16.69171	0.32798	0.09859		16.69171	69.81699	1.58405	0.32798	1.66108	1.51237	0.08327	0.09859	
Healthy	43.68784	0.12874	0.04787		43.68784	3.38554	0.10075	0.12874	0	0.01606	0	0.04787	
Healthy	38.72317	0.07012	0.83356		38.72317	33.2979	5.68224	0.07012	0	9.30072	0.32392	0.83356	
Healthy	0	65.16816	0		0	24.20901	3.31186	65.16816	0	0.36366	0	0	
Healthy	23.31275	1.37484	0		23.31275	41.24782	9.79644	1.37484	2.39427	3.76512	5.1127	0	
Healthy	77.03911	0.26368	0.00779		77.03911	6.74257	0.51585	0.26368	0	0.08566	0	0.00779	
Healthy	37.00331	0.29846	0		37.00331	49.5079	1.30916	0.29846	0	0.05262	0	0	
Healthy	54.07795	0	0		54.07795	9.67989	0	0	0	0	0	0	
Healthy	26.73081	0.03047	0		26.73081	60.4754	0	0.03047	0	0.27659	0	0	
Healthy	60.91644	2.9996	0		60.91644	13.72989	0.81819	2.9996	5.85149	0.51391	0	0	
D001943	63.59375	1.01016	0.07489		63.59375	5.07785	0.15622	1.01016	0	0.02488	0	0.07489	
Healthy	48.31568	0.18097	0.23731		48.31568	17.31882	0	0.18097	5.88994	0.028	0	0.23731	
Healthy	75.79001	3.79751	0.04264		75.79001	9.15147	2.86561	3.79751	0	0.13135	0	0.04264	
Healthy	64.79763	1.66688	0		64.79763	3.45024	5.92614	1.66688	0.00115	0.24303	0	0	
Healthy	67.62521	1.07314	0		67.62521	2.3953	0.20469	1.07314	0	0	0	0	
Healthy	28.3397	0.23102	0.00493		28.3397	26.31333	2.57071	0.23102	1.90163	1.36381	0	0.00493	
D001943	77.74851	1.61869	0.02209		77.74851	7.40379	0.54983	1.61869	0	0.05119	0	0.02209	
Healthy	77.32999	0.21085	0.00324		77.32999	9.07387	0.15779	0.21085	0	0.04674	0	0.00324	
Healthy	70.34527	0.27404	0.11375		70.34527	10.16004	4.05199	0.27404	0.10717	0.00189	0.04814	0.11375	
Healthy	49.0545	0.33905	0		49.0545	15.70891	0	0.33905	1.29381	0	0	0	
Healthy	69.79397	2.08269	0.26162		69.79397	20.03877	0.22693	2.08269	0	1.05864	0	0.26162	
Healthy	66.1897	0.43154	0.00837		66.1897	8.42363	0.08991	0.43154	0	0.36362	0	0.00837	
Healthy	34.86269	2.52324	0.23594		34.86269	46.57987	0.15205	2.52324	0	2.04285	0	0.23594	
Healthy	60.27188	3.60235	0.01291		60.27188	9.34351	1.02917	3.60235	0	0	0	0.01291	
Healthy	48.48277	0.60246	0.04446		48.48277	33.83021	0.16056	0.60246	0.14329	1.41801	0	0.04446	
Healthy	11.17658	0	0		11.17658	61.7714	0	0	0.04339	0.04855	2.31989	0	
Healthy	1.82406	1.79092	0.03571		1.82406	51.48843	5.72345	1.79092	0	1.86953	6.52913	0.03571	
Healthy	5.07118	1.94121	0		5.07118	32.97611	11.78952	1.94121	0	15.04883	0	0	
Healthy	59.39644	0.46663	0.07585		59.39644	15.35716	0.56832	0.46663	1.20433	10.27995	0.12082	0.07585	
Healthy	84.47865	0.06985	0.38014		84.47865	4.89231	3.58461	0.06985	0.05364	0	0.62816	0.38014	
Healthy	67.81815	0.37751	0		67.81815	24.38633	1.1037	0.37751	0	1.15316	0	0	
Healthy	65.5694	13.04891	0.04885		65.5694	1.74171	0.36372	13.04891	0	0.17968	0	0.04885	
Healthy	32.79623	7.4715	0.1746		32.79623	36.08419	0	7.4715	6.58769	0	0.83191	0.1746	
Healthy	68.45521	5.97252	0		68.45521	11.63917	0.58739	5.97252	0	0.01799	0	0	
Healthy	38.97581	0.41962	0.06165		38.97581	38.41294	1.96175	0.41962	0.18045	2.1851	0	0.06165	
Healthy	46.44976	0	0		46.44976	42.23683	0	0	0.76941	0	0	0	
Healthy	64.35533	11.4943	0.04034		64.35533	2.41152	0.3123	11.4943	0	0.17879	0	0.04034	
Healthy	69.30138	6.12364	0		69.30138	11.26401	0.59301	6.12364	0	0.01821	0	0	
Healthy	1.60432	0	0		1.60432	25.19698	1.12325	0	0	9.02489	22.3755	0	
Healthy	49.47672	0.89259	0.63149		49.47672	9.69606	0.37661	0.89259	9.33329	0.01985	0	0.63149	
Healthy	65.25963	0.46344	0.01867		65.25963	9.57194	0.10911	0.46344	0	0.42639	0	0.01867	
Healthy	48.44869	0.16153	0.19675		48.44869	18.68503	0	0.16153	5.94372	0.03168	0	0.19675	
Healthy	24.80784	14.88584	0.02294		24.80784	27.66864	0.43762	14.88584	0	0.77352	0.19887	0.02294	
Healthy	64.28691	0.13758	0		64.28691	30.71873	0	0.13758	1.03178	0	0	0	
Healthy	13.24016	10.37353	0.70743		13.24016	6.39403	1.48174	10.37353	44.6326	0.14476	0	0.70743	
Healthy	86.81948	1.92478	0.10547		86.81948	7.25804	0.23047	1.92478	0	0.10576	0	0.10547	
Healthy	48.70816	0	0		48.70816	29.24541	0	0	0.38083	0.14741	0	0	
Healthy	18.81712	4.36883	0.06574		18.81712	32.6583	12.01048	4.36883	15.2597	0.00845	0	0.06574	
Healthy	12.2298	0.50243	0		12.2298	38.49	4.47777	0.50243	10.6627	0	0	0	
Healthy	12.45128	0	0		12.45128	10.19056	3.17754	0	0	0	0	0	
Healthy	12.06736	0.52664	0.00509		12.06736	47.21911	0.50234	0.52664	0.55245	0.39056	1.49401	0.00509	
Healthy	68.41716	0.07218	0.07549		68.41716	15.28862	1.71094	0.07218	0.45974	0.02897	0	0.07549	
Healthy	29.37652	0	0.81652		29.37652	14.67152	0.48479	0	23.5265	0.35923	2.19041	0.81652	
Healthy	26.6205	0.18415	0.06076		26.6205	61.29709	0.09623	0.18415	0.04467	1.24528	0	0.06076	
Healthy	11.17298	0	0		11.17298	50.29109	0	0	0	0	10.4569	0	
Healthy	59.76033	11.9332	0		59.76033	15.56216	0.39415	11.9332	0	0	0	0	
Healthy	92.13021	0.72102	0		92.13021	2.88402	0.14243	0.72102	1.69454	0	0	0	
Healthy	69.41041	0.2133	0		69.41041	3.50703	0.3179	0.2133	0	0.02955	0	0	
Healthy	19.29651	0.08151	0		19.29651	27.71937	5.34151	0.08151	5.62796	0.5092	13.2125	0	
Healthy	15.44434	0	0		15.44434	61.00256	1.76654	0	0	0.81908	0.75007	0	
Healthy	67.72931	0.63269	0.44833		67.72931	4.81242	1.21779	0.63269	0.00985	0.36405	0	0.44833	
Healthy	84.24075	0.20678	0		84.24075	3.98061	0.42218	0.20678	1.57657	0.23947	0	0	
Healthy	63.70893	0.16963	0.08423		63.70893	15.9389	1.20635	0.16963	0	0.07477	0	0.08423	
Healthy	41.14116	0.2102	0.00364		41.14116	43.25913	0.17433	0.2102	0.11353	3.19309	0.05673	0.00364	
Healthy	0.0051	98.78012	0		0.0051	0	0.06844	98.78012	0	1.06666	0	0	
Healthy	57.28008	0	0		57.28008	26.10158	5.00017	0	0	0.03615	0	0	
Healthy	81.1674	0.44353	0.09329		81.1674	8.0744	0.61607	0.44353	0	0.10704	0	0.09329	
Healthy	60.07223	0.00159	0.05598		60.07223	12.20377	5.70717	0.00159	0	0.02822	0.0641	0.05598	
D001943	61.86683	0.7964	0		61.86683	19.77745	0.04081	0.7964	0.00252	0.36997	0.00169	0	
Healthy	31.30509	15.41818	0.1755		31.30509	24.36408	0.48681	15.41818	4.77566	2.73331	0	0.1755	
Healthy	26.39939	0.08659	0.70216		26.39939	10.64705	2.54979	0.08659	0.43209	1.06496	0	0.70216	
Healthy	51.05291	7.92676	0.5255		51.05291	15.09354	2.6803	7.92676	1.92236	0.23648	0	0.5255	
Healthy	66.30708	0.09483	0.26754		66.30708	7.66993	0.40184	0.09483	10.5133	0.09571	0.00202	0.26754	
Healthy	69.02422	0.10327	1.47767		69.02422	6.24697	0.25964	0.10327	0	0.45071	0.03445	1.47767	
Healthy	64.42086	1.09687	0.37319		64.42086	23.90713	0.15625	1.09687	0	0.09192	0	0.37319	
Healthy	15.55609	0.25217	0		15.55609	67.42944	0.59	0.25217	0.00206	1.90526	0	0	
Healthy	8.02642	8.6462	0		8.02642	33.97819	0.60611	8.6462	0	6.09537	1.9555	0	
Healthy	5.06393	6.64186	0		5.06393	2.43548	68.70373	6.64186	0.09491	2.13205	0	0	
Healthy	32.54246	9.80225	0.16968		32.54246	33.42604	0	9.80225	6.17366	0	0.88045	0.16968	
Healthy	34.96916	2.27366	0		34.96916	43.72281	0.52309	2.27366	0	0.67035	0	0	
Healthy	79.38151	0.782	0.03795		79.38151	5.79711	1.38432	0.782	3.68362	0	0	0.03795	
Healthy	76.65911	0.17766	0.00325		76.65911	9.54403	0.17225	0.17766	0	0.04849	0	0.00325	
Healthy	52.02453	0.44553	0.32032		52.02453	16.54498	0.34951	0.44553	5.54787	0	0	0.32032	
Healthy	71.01821	0.11072	1.79765		71.01821	6.0616	0.28453	0.11072	0	0.53348	0.03306	1.79765	
Healthy	54.2528	21.91026	0.1202		54.2528	1.79527	0.83773	21.91026	0	0.23116	0	0.1202	
Healthy	10.94183	0.41648	0		10.94183	33.49437	5.38716	0.41648	11.9466	0	0	0	
Healthy	9.58545	0	0		9.58545	50.42246	13.37925	0	0.91338	0.32345	0	0	
Healthy	55.97138	8.06826	0		55.97138	13.54732	0	8.06826	0	0	0	0	
Healthy	29.86954	0	0.60142		29.86954	14.3838	0.51883	0	23.1424	0.31422	2.15254	0.60142	
Healthy	24.65919	18.71592	0.15039		24.65919	27.86279	2.74684	18.71592	5.55483	0.80264	0.32437	0.15039	
Healthy	70.02975	0.16685	0		70.02975	3.40338	0.3003	0.16685	0	0.02401	0	0	
Healthy	18.98913	7.21534	0		18.98913	44.67008	18.71588	7.21534	0	1.12205	0	0	
Healthy	53.92158	0	0		53.92158	9.94093	0	0	0	0	0	0	
Healthy	59.52808	0.0108	0.03016		59.52808	14.20904	2.50195	0.0108	0.72725	1.08281	0.11142	0.03016	
Healthy	80.04586	4.2966	0		80.04586	8.63416	0.06684	4.2966	0	0	0	0	
Healthy	67.13567	0.03074	0.07483		67.13567	15.1094	1.78685	0.03074	0.58248	0.02136	0	0.07483	
Healthy	67.41444	0.41238	0.0955		67.41444	14.99674	1.76277	0.41238	0.54782	0.01061	0.01295	0.0955	
Healthy	80.20902	0.14668	0		80.20902	2.26971	0.02069	0.14668	0	0	0	0	
Healthy	42.27842	0.7789	0		42.27842	49.52544	0.3758	0.7789	0	2.05058	0.14841	0	
Healthy	55.64763	1.18189	0.17982		55.64763	8.61692	0.58462	1.18189	6.98413	0.2707	0	0.17982	
Healthy	70.35837	0.2801	0.10551		70.35837	10.38211	4.2632	0.2801	0.12882	0.00558	0.04975	0.10551	
Healthy	43.56349	2.27413	0		43.56349	14.78983	1.05721	2.27413	0.13909	0.22848	0.20292	0	
Healthy	28.6106	0.02185	0		28.6106	31.27957	1.41441	0.02185	0	4.32223	0.40605	0	
Healthy	30.28015	0.01322	0.5915		30.28015	14.38678	0.48381	0.01322	23.0526	0.37513	2.25595	0.5915	
Healthy	37.63177	0.90979	0		37.63177	17.05829	35.59967	0.90979	0	0.59226	0	0	
Healthy	4.60152	0	0		4.60152	24.59434	4.08678	0	1.17037	0.01654	0	0	
Healthy	63.84875	0.17701	0.06882		63.84875	17.7056	1.26081	0.17701	0	0.08549	0	0.06882	
Healthy	60.18198	1.52666	0.00508		60.18198	24.0838	0.17889	1.52666	0.5139	0.14072	0.42949	0.00508	
Healthy	45.58241	0.40597	0.62884		45.58241	7.30886	1.95099	0.40597	0.14643	0.68287	0	0.62884	
Healthy	48.56843	0.22964	0.19774		48.56843	17.14498	0	0.22964	6.15939	0.03337	0	0.19774	
Healthy	64.34556	3.06576	0.38816		64.34556	27.65844	0.05015	3.06576	0	0.10872	0	0.38816	
Healthy	23.41681	0.24339	0		23.41681	35.37577	0.82545	0.24339	0.046	2.30618	0.52483	0	
Healthy	6.64501	0	0		6.64501	13.90813	69.98326	0	0	1.55162	3.75983	0	
Healthy	26.22084	0.22115	0.06753		26.22084	34.51902	13.66379	0.22115	2.40833	0.84251	0.46669	0.06753	
Healthy	78.67341	0	1.51706		78.67341	5.88172	0.64731	0	0	0.31397	0.10412	1.51706	
Healthy	43.6674	0.20002	0		43.6674	31.29144	1.75824	0.20002	0.73311	0.78613	0	0	
Healthy	31.47041	0.16818	0		31.47041	34.74668	0.09967	0.16818	0.34501	0.0906	0	0	
Healthy	46.99993	0.18728	0.03171		46.99993	26.3506	0.20147	0.18728	1.73687	0.89071	2.24353	0.03171	
Healthy	11.67897	0.33318	0.04407		11.67897	63.6422	1.0503	0.33318	0.72467	4.71788	2.99009	0.04407	
Healthy	65.45053	0.02974	0		65.45053	23.43242	0.51507	0.02974	0	0.2936	0	0	
Healthy	66.55142	0.83258	0		66.55142	2.38464	0.2095	0.83258	0	0	0	0	
Healthy	47.27326	0.1849	0.17934		47.27326	17.44591	0	0.1849	5.82754	0.03381	0	0.17934	
Healthy	9.6557	1.45409	0		9.6557	26.86133	29.04837	1.45409	0	17.46502	0.78441	0	
Healthy	18.38157	4.3216	0.03536		18.38157	34.08808	11.88722	4.3216	15.0409	0.01966	0	0.03536	
Healthy	1.60039	1.57685	0		1.60039	65.61517	10.07351	1.57685	0	0.49996	4.40276	0	
Healthy	31.27239	0.18509	0.00419		31.27239	14.89059	37.43912	0.18509	0.05007	0.04048	0	0.00419	
Healthy	38.73967	0.05111	0.13801		38.73967	23.56575	1.03992	0.05111	0.22973	2.14453	0	0.13801	
Healthy	71.82251	4.39963	0.01148		71.82251	4.32848	0.49404	4.39963	0.85646	0.43389	0	0.01148	
Healthy	47.96941	7.11235	1.28897		47.96941	30.87403	0.19149	7.11235	0	1.81925	0	1.28897	
Healthy	65.45541	0.12471	0		65.45541	10.73837	0	0.12471	0.07304	0.09369	0	0	
D001943	38.10336	1.19624	0.07433		38.10336	12.94211	0.08872	1.19624	0	0.03571	0	0.07433	
Healthy	70.84222	0.50257	0.1446		70.84222	13.8994	0.05505	0.50257	0	1.05757	0	0.1446	
Healthy	10.74105	0	0		10.74105	31.46681	0	0	2.25271	6.64053	6.83579	0	
Healthy	25.8744	0.35663	0		25.8744	60.31806	0.62083	0.35663	0.43301	1.01067	0.29171	0	
Healthy	64.15539	0.1558	0.06551		64.15539	16.12709	1.20744	0.1558	0	0.08738	0	0.06551	
Healthy	38.68603	2.64097	0.08215		38.68603	24.72899	0.45504	2.64097	1.02859	0.0094	0	0.08215	
Healthy	63.69551	0.17127	0.09886		63.69551	16.32152	1.19866	0.17127	0	0.07152	0	0.09886	
Healthy	80.38611	0	0		80.38611	14.34038	0	0	0	0.53864	0	0	
Healthy	58.24447	1.07669	0.0314		58.24447	14.5074	3.64492	1.07669	0.25373	2.38982	0	0.0314	
Healthy	46.93403	0.01256	0.07383		46.93403	0.02011	39.44138	0.01256	0	1.25776	0	0.07383	
Healthy	65.71776	0.27788	0.00374		65.71776	9.89075	3.27479	0.27788	1.69671	3.01118	0	0.00374	
Healthy	52.76312	0.82936	0.28677		52.76312	22.04608	0.45422	0.82936	3.21379	2.97139	0.24689	0.28677	
Healthy	38.14707	0.47442	0		38.14707	44.38715	0.07488	0.47442	0	1.00002	0	0	
Healthy	39.01788	0.0688	0.83945		39.01788	32.9293	5.71322	0.0688	0	9.18196	0.34901	0.83945	
Healthy	28.91381	0.6199	0		28.91381	32.28007	13.18618	0.6199	0.07339	0.44553	0	0	
Healthy	50.11589	0	0		50.11589	28.05617	0	0	0	0	0	0	
Healthy	44.43514	4.89566	0.03955		44.43514	14.99412	2.58058	4.89566	0.21883	0.70429	0.00143	0.03955	
Healthy	53.13198	1.18756	0.07429		53.13198	14.67312	1.42784	1.18756	0	0.43446	0	0.07429	
Healthy	34.50608	0.01054	0.26021		34.50608	33.62698	1.73773	0.01054	0.83149	2.33764	0	0.26021	
Healthy	63.55773	3.23814	0.3977		63.55773	28.39475	0.0728	3.23814	0	0.09727	0	0.3977	
Healthy	27.77521	0.26917	0.07127		27.77521	27.49961	0.98791	0.26917	0	14.28966	0	0.07127	
Healthy	54.11945	1.29073	0.17596		54.11945	5.6359	0.68127	1.29073	7.14519	0.34375	0	0.17596	
Healthy	77.7602	0	1.47135		77.7602	8.51644	0.62741	0	0	0.26286	0.10932	1.47135	
Healthy	26.36217	0	0		26.36217	63.08873	0	0	0	0.16003	0	0	
Healthy	53.52142	1.46263	0.15019		53.52142	8.39833	0.72064	1.46263	7.17834	0.31186	0	0.15019	
Healthy	53.23884	3.3402	0		53.23884	17.56202	2.27646	3.3402	0	0	0	0	
Healthy	19.99426	1.53293	0		19.99426	54.68842	0.18417	1.53293	2.67632	0.34157	0.0461	0	
Healthy	49.92278	5.02014	0		49.92278	33.87622	0.36869	5.02014	0	0	1.12509	0	
Healthy	89.09289	0.47722	0.00256		89.09289	2.66137	0.15418	0.47722	0	0.25017	0	0.00256	
Healthy	12.69787	0	0		12.69787	41.09637	28.98472	0	2.16832	1.06799	0	0	
Healthy	25.24883	2.26417	0		25.24883	32.34639	5.34564	2.26417	1.33551	11.71951	0	0	
Healthy	74.67264	1.96511	0.00172		74.67264	14.02953	0.78612	1.96511	0.81499	0.8357	0	0.00172	
D001943	62.3676	3.62142	0		62.3676	21.84361	0.36116	3.62142	0	0.16198	0	0	
Healthy	65.07545	1.47703	0.15304		65.07545	13.7628	0.72457	1.47703	0	0.02067	0.15029	0.15304	
Healthy	64.06727	3.70084	0.03707		64.06727	14.10248	1.45291	3.70084	0	0.09398	0	0.03707	
Healthy	55.27203	0	0		55.27203	13.23433	0	0	0	4.86269	0.9037	0	
Healthy	48.80242	0.86857	0.67466		48.80242	9.83999	0.4291	0.86857	9.16536	0.03503	0	0.67466	
Healthy	41.64454	0.22775	1.64579		41.64454	11.64337	2.40596	0.22775	17.6314	0	0	1.64579	
Healthy	0.08708	89.18581	0		0.08708	0.05225	0.07289	89.18581	0	7.43935	0	0	
Healthy	39.68736	0.31393	0		39.68736	33.52926	1.77718	0.31393	2.55681	2.93267	1.41365	0	
Healthy	3.37609	0	0		3.37609	70.1664	26.4576	0	0	0	0	0	
Healthy	22.54515	0.62955	0		22.54515	52.46052	5.90617	0.62955	0	0.88425	0	0	
Healthy	61.90876	0.80646	0		61.90876	23.88165	0.59768	0.80646	0	2.02511	0	0	
Healthy	30.97608	0.5543	0		30.97608	26.39625	13.2122	0.5543	7.37889	3.18132	10.5082	0	
Healthy	44.74338	0.97061	0.04827		44.74338	23.04337	10.01982	0.97061	0	0.25423	0	0.04827	
Healthy	65.77098	4.17527	0		65.77098	17.10062	0.46514	4.17527	0	0.24015	0	0	
Healthy	52.17961	1.34659	0		52.17961	35.47692	0.48064	1.34659	0.18057	0.72561	0	0	
Healthy	4.39774	0.02111	0		4.39774	27.87747	19.08666	0.02111	0.10792	27.88653	0	0	
D001943	8.07698	5.73549	0		8.07698	5.54795	0.03855	5.73549	0	2.24411	0	0	
Healthy	17.98772	0.03494	0		17.98772	59.61597	0.0978	0.03494	12.2263	0.40843	0	0	
Healthy	53.10567	1.35257	0.00563		53.10567	32.56514	2.5399	1.35257	0	0.0829	0	0.00563	
Healthy	49.23491	1.39042	0.34134		49.23491	29.15036	0.36948	1.39042	0	0.75085	0.00472	0.34134	
Healthy	54.76502	0.51261	0.02711		54.76502	37.84241	0.22995	0.51261	0	0.15224	0.13359	0.02711	
Healthy	88.84668	0.67394	0.00761		88.84668	2.48315	0.13229	0.67394	0	0.27016	0	0.00761	
Healthy	46.5767	1.73545	0.05704		46.5767	29.10969	4.82326	1.73545	0	6.02693	0	0.05704	
Healthy	21.38765	0.10118	0.00245		21.38765	52.38649	0.07693	0.10118	0	1.39209	0	0.00245	
Healthy	8.0179	0	0		8.0179	72.45225	0	0	0	0.36672	0.37891	0	
Healthy	16.83033	23.27736	0.06608		16.83033	1.11909	50.40639	23.27736	0.00024	6.19472	0	0.06608	
Healthy	31.18107	0.15541	0.02316		31.18107	55.46043	1.16921	0.15541	0.58731	0.78318	0	0.02316	
Healthy	71.53509	0.58142	0.0596		71.53509	19.96364	0.08657	0.58142	0	0.29673	0	0.0596	
Healthy	34.82541	0	0		34.82541	34.62935	0	0	0	0	0	0	
Healthy	23.7146	0.35198	0		23.7146	53.9664	1.80574	0.35198	0.42284	1.48064	0	0	
Healthy	38.55289	58.22321	0		38.55289	0	1.06664	58.22321	0	2.09464	0	0	
Healthy	87.50363	0.03641	0.28054		87.50363	3.70626	3.56951	0.03641	0.0177	0	0.61379	0.28054	
Healthy	46.43471	0.16643	0.04022		46.43471	27.61077	0.10608	0.16643	6.36084	0.01264	0	0.04022	
Healthy	23.71179	24.87977	0		23.71179	20.56037	0.05845	24.87977	0.07371	0.12072	0.04229	0	
Healthy	11.66254	0	0		11.66254	30.78886	0.46867	0	0	2.0699	11.4758	0	
Healthy	65.86083	0.4287	0.02623		65.86083	8.48952	0.14659	0.4287	0	0.37468	0	0.02623	
Healthy	31.50876	0.06988	0.21895		31.50876	45.7632	1.8369	0.06988	0.10597	2.90766	0.22246	0.21895	
Healthy	84.82546	0.97105	0.0213		84.82546	8.24743	0.171	0.97105	0	0.00194	0	0.0213	
Healthy	88.87543	0	0		88.87543	1.71941	0.09213	0	4.6295	0	0	0	
Healthy	7.28936	68.45102	0		7.28936	0	3.17555	68.45102	0	0	0	0	
Healthy	70.25622	0.04885	0		70.25622	17.26085	0	0.04885	2.84123	0	0	0	
Healthy	43.52601	1.28779	0.06803		43.52601	20.47438	1.11346	1.28779	2.40184	0.96634	0.34645	0.06803	
Healthy	40.63527	8.03009	0		40.63527	37.87389	0.23676	8.03009	0.73486	0.48737	0	0	
Healthy	44.77807	0.05495	0		44.77807	32.92819	1.38652	0.05495	0.41348	3.42462	0.64188	0	
Healthy	18.58328	3.02478	0.18021		18.58328	12.5235	2.20275	3.02478	0	29.07578	0	0.18021	
