c	Clostridia	Actinomycetia	Bacilli	Coriobacteriia	Bacteroidia	Gammaproteobacteria	Verrucomicrobiae
Healthy	0.562728130593403	-0.498174206727651	-1.52563802396737	-2.34486156518862	1.83444988881613	-0.758752448736284	-5
Healthy	1.02914586527297	-0.100546122433715	-0.58232905867489	-0.177459267523944	1.84649855058189	0.507693992654917	-5
Healthy	1.71887736129575	-0.787892334452341	0.553938826260645	-0.668896773623501	1.4680176437451	-0.882397308309916	-5
Healthy	1.47099038811464	-1.32569011105852	-5	-5	1.77857375809228	-0.831502516476967	-1.99267904707726
Healthy	1.44716516612153	-0.418220954271541	-1.01488802046065	-0.59444875171769	1.79207257598518	-1.9072793553159	-0.0477307683620895
Healthy	1.41348031926842	0.426281854261306	-0.128502955873118	-0.0803676203455528	1.65685779237567	0.399720435904855	-0.902326300550902
Healthy	0.945959228055871	-1.06148027482351	-1.35008128126458	-1.33049716589566	1.88959053835307	-0.69103029182175	-5
Healthy	1.61956036357592	1.19291714535997	0.572037048353441	-0.16366955351604	1.02805532332265	0.477451193165175	0.0221890927461483
D003093	1.4038122662793	0.761745967706839	1.12910216618031	0.493406462390891	0.897599053653043	-0.433857244485331	0.843410945595304
Healthy	1.25842103930668	-0.00769396356281621	-0.980260767325295	-0.620313848093045	1.80965208497098	-0.757632523088562	-5
Healthy	1.60294288256118	-0.231213953091986	-0.432797127241516	-0.718262328293082	1.35426406547724	-0.51934641115663	-3.03621217265444
Healthy	1.86704147003269	1.09485912998255	-5	-5	0.98631302039788	-5	-5
Healthy	1.31559652352046	-0.415917661481628	-1.05017104106469	-2.01322826573375	1.85867372021906	-0.280395293036378	-0.749287313540815
Healthy	1.40644598792664	-0.0996110205985424	0.0708945217607143	-1.25547232652743	1.5552751452315	-0.190480686730583	-3.13667713987954
D003093	1.56286373506824	0.660336036813898	0.281106122532381	-0.07468275063927	1.52147492370149	-0.0153331947709171	-5
Healthy	1.73492026362331	-0.220288096973783	-0.179726273618081	0.0260999796408983	1.34054801579334	0.00727824733424441	-5
Healthy	1.05726090301118	0.731814314130735	-0.657182685364267	-0.146028159432728	1.65087086601328	-0.568668406994174	0.860794225338293
Healthy	1.42877328830458	0.392100487861316	-0.914780798955058	-0.172417509682695	1.40506037969807	-0.221479756106773	0.2894038697732
Healthy	0.34918230257888	-1.28382965214015	-0.657182685364267	-0.749067929799886	1.82606799653994	1.06853575468981	-5
Healthy	1.55072218919575	0.190233620600687	0.096631975558161	-1.18065351591955	1.64176086830927	-0.434541804904012	-2.48280410205003
Healthy	1.40133211677685	-5	-5	-0.595611064469456	1.81110728434546	-0.436174937748508	-5
Healthy	1.6780068486587	-5	0.218301753029135	-5	1.48105503051512	-5	-5
Healthy	1.5602339572948	-5	-0.369857001654199	-1.75970041799729	1.54060623367593	-0.754068045661398	-5
Healthy	1.57234897326791	-0.170664058398774	0.184430207877763	-1.24733705687903	1.67239834118465	-0.977324238046272	-0.109506325394515
Healthy	1.807811211053	-5	-1.47625353318844	-5	1.43424098373129	-1.485053994692	-5
Healthy	1.6135487709836	-0.0516970787232204	0.380764992915073	-0.135827374497988	1.50426426580222	0.572622573478683	-0.652625790392638
Healthy	1.50867742130819	-5	0.234707056066243	-1.82535880733955	1.20141023489937	0.320590742907043	-5
Healthy	1.3955935287066	0.579247254748209	-0.185419483989681	0.327465195799859	1.70562469906964	-0.495230195702161	0.824406374353947
D003093	1.31408557764278	0.705991075255821	0.804268269827562	0.156879138197338	1.45265921112918	-0.32954076403311	0.938525729206168
Healthy	1.02543367652965	-1.53565951537233	-2.4907974776689	-5	1.89966354826678	-0.763236077812193	-5
Healthy	1.62634519284248	0.6833892931833	0.710203707477975	0.614111191102004	1.26258918765617	0.324566403393517	-5
Healthy	-0.843450848668219	1.3779453811891	0.402226981529326	-5	-1.70465285166638	0.0215035318434545	-5
Healthy	1.47848669927728	-1.3101585908625	-0.276330927538517	-0.955970090053534	1.78447471509866	-5	-1.0706321707599
Healthy	0.799408101119107	-0.248436079929623	-2.58169870868025	-0.353547259107063	1.75606407540919	-0.429608856220169	0.0198429695632681
Healthy	0.792968497660722	0.228726213962935	-5	-0.716156242204156	1.77214142242619	-0.667561540084395	0.711060275180386
Healthy	1.46224896439623	-5	-5	-5	1.27079129570339	-5	-5
Healthy	1.39314666349216	0.643946898659506	1.03636536472617	0.112397187486525	1.53846564939347	-0.926978545640261	-0.144553535684266
Healthy	1.29839256748769	0.283866348473469	0.661255030385999	-0.36276051220107	1.71454417114969	-0.239909396081697	-0.842241113953136
Healthy	1.423414806213	1.33301599039862	-0.0650674712771137	-5	0.309368234427012	0.413244425737604	-5
Healthy	0.905902148126859	-5	-1.91257354296371	-5	1.8404755896142	-0.560967467879587	-2.56863623584101
Healthy	1.28848084715486	-0.754857627347038	-0.130903284670576	0.0749480250975988	1.7787785697713	-1.10812816955442	0.200962612546434
Healthy	1.00685609026128	-5	-0.43599712553065	-5	1.79873935950129	-0.160597379345863	-5
Healthy	0.47503598593598	-0.501041934213615	-0.427686139077251	-0.0247612541664674	1.82891195902718	-0.133145789264882	-5
Healthy	0.667845974950633	1.12085876128417	-0.949040540228349	0.371616390024506	-1.34093992775906	0.966157695702293	-5
Healthy	1.78600993422736	-1.95900230757651	0.37755029096515	-0.947767909747666	1.3458583405568	-1.82798119057544	-5
Healthy	1.13356158050504	0.836920702398021	-5	0.312071521302931	1.51354080269059	-5	-5
Healthy	1.71445474814256	0.0841328210226966	-0.731468829613177	0.505967581890085	1.45456453532834	0.205304532544046	-1.56336036830734
Healthy	1.71095686646162	0.00642325250764307	0.493825964913141	-0.769653277582523	1.28341589445138	0.138116306359853	-5
Healthy	1.52588276983088	-0.742681486902361	-1.05041484867335	-5	1.52518025986167	-0.722230389916349	-0.400903297789511
D003093	1.80625386561794	0.724416787586819	-0.344391014232939	0.0639110329290862	1.2783188603739	-1.98589967848038	-5
Healthy	1.02488734795022	1.8261669022567	0.136416137341801	0.25175742218101	0.979643508462589	0.863912029934059	-5
Healthy	1.00435319221273	0.625327887694976	-5	-5	1.85269446506605	-0.48205232800475	-0.813326132500255
Healthy	1.71727862924166	0.714010209398879	-0.00365910219171063	0.069893693873133	1.0609451289678	0.212797319988354	-0.144432390189351
Healthy	1.16080785053776	-5	-0.261013438254704	-5	1.90459362284092	-5	-5
D003093	1.22582186022244	-1.54348214219474	-0.0196511493151084	-5	1.58447279938581	1.13628573806168	-5
Healthy	0.993684390845659	-2.30277065724028	-2.76955107862173	-0.573814174755489	1.80137551083457	-1.14514763758217	-0.0651835192720855
Healthy	0.894137100921729	-1.54668165995296	-1.48878529886361	-5	1.86931909803268	-0.214406820326175	-5
Healthy	1.45447273120908	1.39302105861864	-0.352949725131461	-0.145693958198919	0.345159961936636	1.24807728828755	-5
Healthy	0.752219057445198	-1.5620909644605	-0.442974277613617	-0.169693682416792	1.73520274469009	0.192302558859347	0.850686661278645
D003093	1.64307052666498	0.478719409584261	0.539649340472896	0.087990708666143	1.49213349143346	-1.29098458302788	-5
Healthy	0.455023112735919	-0.778090453411866	-5	-5	1.96523473061779	-0.19271533841176	0.281335676487837
Healthy	1.54711267089458	1.51093020866172	-0.485412405636837	0.433469002823628	1.23054317859827	0.105860884950425	-5
Healthy	1.44914981560893	-0.203849067415984	1.14920802414407	-0.365683982781584	1.43044143776264	-0.605478277325087	-5
Healthy	1.21779652372575	0.635517926054137	-0.745838779152574	-0.019196989859018	1.1955379585955	-5	-5
Healthy	1.47064698034051	0.277373095608309	-0.244735108587753	-0.313024291605835	1.68544380891968	-0.267413263287874	-0.439089556992359
Healthy	1.46304356832809	-5	-5	-0.974530280938944	1.78489510943545	-5	0.57585379130965
Healthy	1.59493149244286	0.798086179267052	1.25747121574287	-5	1.36251357545592	-0.876573064995579	-5
D003093	1.77565456688117	0.98930873804262	0.896127012236587	0.405583680037118	0.905209591878893	-1.18468795647564	-5
D003093	1.49189065046537	-5	0.892569839355222	-5	1.5183728370537	0.436846162461821	-5
Healthy	0.913500199718289	-0.0837619362956995	-0.640487039405374	-0.237343939160307	1.8416174048165	0.499839608639899	-5
Healthy	0.76590016637388	-0.525346746637937	-0.46464257633757	-0.0479004629410154	1.82581518554995	-0.282554190189904	-5
Healthy	1.43365128654553	0.355627730921342	-1.88239730830992	-1.12563416426995	1.75204152979914	-0.553214380698812	-1.46571999479492
Healthy	1.16288896066925	-2.14630178822383	-0.287720784982634	-5	1.90850673305989	-5	-5
Healthy	0.926439688886353	-0.196802446025727	-0.991612769885841	-1.30918394201908	1.91821083569667	-0.0175071523717065	-5
Healthy	1.02389622005655	0.11038092944186	0.0544674993892071	0.12846712192971	1.42766362070676	-1.00585888887388	-0.359369517275589
Healthy	1.39003716715822	-5	-1.15533647175976	-0.991655370747311	1.79510990409764	0.717658023096461	-5
Healthy	0.829658141192983	-0.446723953862901	-1.13153190097901	-0.714150259506558	1.88438068943036	-0.466672882945576	-5
Healthy	0.522157217406418	-0.559878396812196	-1.9734667354767	-5	1.84251276060912	-0.835409239809776	-5
D003093	1.55559462736673	0.0605958635905546	0.547848516874033	0.481648976850455	1.45333990131531	-0.0895196724592403	-5
Healthy	1.51798773008117	-0.805791020353318	-1.88840147511961	-2.46852108295774	1.51855894624663	0.198093237740242	0.45763971382968
Healthy	1.50263001648121	-0.0477937900371892	-0.457498236785255	-0.161188675642342	1.44441488204482	-0.523255297027324	1.19463670411053
Healthy	0.95478359268824	-0.234487908827371	-0.909600850744537	-5	1.90860751553856	-0.391666553469254	-5
Healthy	1.26890310302072	-5	-0.357347556978414	-0.284481332099067	1.75300706457041	0.451235160988187	-2.43770713554353
Healthy	1.54822476044314	-0.560004526046192	0.371889472033078	-0.523530676073616	1.50457605912025	-0.747389659432627	-0.623003549259327
Healthy	1.52253773369398	-0.0930618909737584	0.0899651317323379	-0.750165958403208	1.62599793032534	-0.474955192963155	-1.21538270736712
Healthy	-1.19702114466474	0.707864715198395	0.78604049944904	-5	1.94761372562046	-5	-5
Healthy	1.52794191375941	0.813939750377139	-0.578379622893167	0.0184133700620316	1.57409843341357	0.170496405744848	-0.0162023739856683
Healthy	1.41787889206094	0.69533104825297	-0.269516505447269	0.159597267987408	1.5869428080554	-0.793093207069136	0.562239318000295
Healthy	1.29217518755666	-5	-5	-5	1.80405188283403	0.60540525638235	-5
Healthy	1.82597736720354	-0.445183879393751	-0.0126510825574994	-5	1.29517594888687	-0.457224351765375	-5
Healthy	-1.61332271603916	1.95499752516448	0.784530282395447	-0.570457652820567	-0.750899522817078	-0.308308624308948	-5
Healthy	1.64613855899471	-2.25492520841794	0.392586167663493	0.278911289791332	1.06535298595056	-5	-5
Healthy	1.96018342023449	-5	-5	-5	-0.155715472540559	-5	-5
Healthy	1.22387970532987	0.534801302478325	-0.187420844590953	-0.534810541887702	1.56942974388774	0.285656307864311	0.725636437528851
Healthy	1.83959977103955	0.65011413645341	0.393459375963419	-0.458745350213741	-0.0680440443258964	1.03562782735063	-0.284013360320352
Healthy	0.575647307126974	-0.338622773360253	-0.648416255758266	-5	1.66268711145279	-0.61726273423867	0.235258191269526
Healthy	1.24222006070406	-5	0.277710041423315	0.695981352939585	0.611238836702348	-5	-5
Healthy	1.51824946614911	0.251844978120245	0.519054497364381	-0.442757545770857	1.63264008257777	-0.93569179331704	-0.164670962677237
Healthy	1.52798209070371	1.3250250605027	-5	-5	1.33095670781727	-0.798520941053911	0.430819751224678
Healthy	1.4064757978917	-0.362480251169119	0.612146777517957	-0.784891418946907	1.40133918373497	0.161439879511266	1.06730189729757
Healthy	1.45552198364635	-0.123447327346279	-0.0969208705058233	-0.418904075893949	1.61520848938355	-0.132102555474055	-1.11543118508167
Healthy	-1.49798278517285	1.43007360359916	0.098366796439331	-0.813382648146363	-1.27400674107528	1.65999383396027	-5
Healthy	1.77870447856734	0.23595243448777	-0.137707579792819	-0.871762329230813	1.22487554625331	-5	-5
Healthy	1.17339083413668	-5	0.651091847896028	-5	1.86769618356046	-5	-5
Healthy	0.296985309597477	-5	0.594017768278563	-5	1.88294735651984	0.719845670931388	-5
Healthy	0.92721530352494	-2.08565684288056	-0.916389894837689	-1.98338445244282	1.9030546991317	0.0651724894853563	-5
Healthy	1.54590271827217	-5	0.572855344883505	-1.62360555796273	1.24897050711718	0.952750318793969	-0.273175024609325
Healthy	1.18118478951453	0.205288290557362	-1.40638169187046	-0.618163200001657	1.83052913354421	-1.11719095860756	-0.272849295589403
Healthy	0.905729517258913	-0.498461497350025	-5	-0.96273290543129	1.77463957274444	-0.430661209957077	0.925896087803967
Healthy	0.781113868081329	0.0560048536686308	-1.19873352951038	-0.2872745559405	1.92427013476031	-0.149102693910017	-5
Healthy	0.998750040605746	0.564887296907726	-1.15310645668337	-5	1.77722586939245	-0.522705062221873	-0.0286360021404435
Healthy	0.244034541048333	1.97543277360704	-5	-0.447441283694725	-5	-5	-5
Healthy	1.41634022452922	0.144670706772752	0.276675452072737	-0.716563075472224	1.7779730083094	0.0181677036515243	-0.135103446054885
Healthy	1.37040797280264	-5	-1.05492551152127	-0.970738004195825	1.81390768726538	0.0478392780475528	-5
Healthy	0.669757461260871	0.553907288227742	-5	-5	1.92516351880787	-1.1751585282463	-1.10980261378997
Healthy	1.40602280648233	0.263669201508103	-0.394350241482898	-1.10701544928928	1.7148881983792	-0.354184881703358	-5
D003093	1.73139494119422	-0.225089063407287	-0.375903627972115	-0.40220612199773	1.36845052821928	-0.358754003574104	-1.91973437266016
Healthy	1.33636926308681	-1.48188105285685	-0.589695266105724	-1.75870261289001	1.7607108617359	-5	-5
Healthy	1.21394546583265	-2.54668165995296	-1.50307035192678	-0.400793994569468	1.76738230831409	1.07161398700761	-5
Healthy	1.48637436409887	-1.59499533494963	-0.357614629472314	-1.78383409771401	1.63583144530317	0.447983956055377	-5
Healthy	1.72451384692898	-0.0908774117725586	0.616755850540927	-0.868188928729658	1.32196877934381	0.854310293614356	-0.193663979474613
Healthy	1.67544039508334	0.533322029375106	-0.78404535613087	-0.0820535929635507	1.23616175187558	0.228251461550436	-0.533028635677157
Healthy	1.40360295513098	0.929046294513347	0.69533542771815	0.311472007829608	1.51515335032725	-5	0.174783513349056
D003093	1.51508875632135	0.793269897055145	0.855924792258833	0.239894817787287	1.41698863533956	-0.349915996863236	-5
Healthy	0.991156494370109	0.614141814671173	-2.41566877563247	-5	1.84834839069379	-0.424916120981977	-0.882364182610506
Healthy	1.44773200633717	-0.273150586456774	0.934893176790706	0.497251791669375	0.459546273157015	-5	-5
Healthy	0.941447824207947	-5	-5	-1.56193254954651	1.9032631816642	0.651164578527951	-5
D003093	1.84661931183807	0.373300118205797	-0.450518541316849	-0.633222280392419	0.728812998360361	-2.13430394008393	-5
Healthy	1.04639760295456	-5	-1.55909091793478	-0.501937685418017	1.85084612389894	0.916751798725431	-5
Healthy	0.460580646895238	1.52996160370238	0.245717428865753	-1.2938798902973	1.77344069964559	0.052516956831069	-5
Healthy	1.62586484729258	1.25546451732129	0.617893188164537	0.0712153322997797	1.18061726202195	0.479723552460678	-5
D003093	0.934404512278134	-0.769883313213781	-5	-1.32175484807296	1.74505190459713	0.0501863496753608	0.6815433288621
Healthy	0.421447618533194	1.36224528218783	-0.626738493838318	0.198712057460401	1.68229782004323	1.30986258050826	-5
Healthy	1.58566271406796	0.605180020305508	1.02599772678049	-0.0786257045815256	1.40328802697691	0.874723540535805	-0.0774821397553886
Healthy	0.373073913100634	-0.607848455021177	-5	-5	1.81960762739526	-0.113588244639883	-5
Healthy	1.33892559695098	-5	1.41671138640053	-5	1.52764549395411	-5	-5
Healthy	0.793477468244526	-1.84618513565547	-0.795635795378995	0.143972939718956	1.105980670987	1.01891717585528	1.63955929721714
Healthy	1.26002222879454	-0.905214532180442	-0.342074516243062	-1.18236853280948	1.82927333898101	-0.749336080536756	-5
Healthy	1.11307523256079	0.542352298552754	-1.99182581599357	-0.604673606930649	1.60129615602812	0.315260628018278	-5
Healthy	0.415374050273797	-1.20558166912586	-5	-5	1.89869935346026	-0.659278342686993	-5
D003093	1.0938078253951	0.668433444172078	0.664340120616686	-0.772730483290156	1.82825150642831	-0.383724086873433	-5
Healthy	1.03157164751649	-5	-1.88706002391592	-0.476839055011398	1.8290642979642	-1.1944991418416	-0.225723970300272
Healthy	0.980515582376478	-5	-5	-0.684596495365649	1.7963235355279	-1.40175680834638	-0.0539212709261249
Healthy	1.50234462351217	0.60112742913338	0.314482386367615	0.0838178347364504	1.56499325937005	0.0837605399498365	-0.0108662287392851
Healthy	1.44422753607935	-0.00900886138847294	0.213127114761758	-0.615951397971382	1.60358916123961	0.291901400465467	-0.401428336517859
Healthy	1.32382198261477	-5	-5	-1.86012091359876	1.80344844332925	0.609572000332307	-5
Healthy	1.03333125699756	0.416593913860068	-5	-0.85325198636936	1.62812500319941	-1.005638848092	1.21990161827801
Healthy	0.925108306973589	-5	-5	-1.45345733652187	1.91048811961252	0.621221994577762	-5
Healthy	0.415722694288141	-5	-0.607408556191046	-0.862930869160591	1.95008188654533	-0.289028431777928	-5
Healthy	1.48051270208674	0.838018101412819	0.287837546554872	0.0153513712649288	1.58926468487461	0.0890321147870614	-0.962334506649197
Healthy	1.57411487584355	0.234638747499467	-1.78968148017377	-1.35674477497523	1.60512471722702	-1.04527520902094	-5
Healthy	0.867196927116404	-0.573521271275756	-0.809192239868098	-5	1.93752952654046	0.214470300115669	-5
Healthy	1.75116897634971	0.595145558352882	-0.530605127566646	-5	1.28096742224143	-0.262863039644452	0.315812963870886
Healthy	1.66434012061669	-0.739713904090141	-0.0273390328328716	-0.589374585401875	1.33889992485897	-0.82672629854742	-1.25173442733126
Healthy	0.899892696516433	-0.433468234296793	-0.571849001255554	-5	1.83787417058826	-0.750777176003326	-5
Healthy	1.01953542127458	-0.591743070391283	0.228569731320455	-2.06048074738138	1.82604213215576	0.0976251412103128	-1.16698045292347
Healthy	1.1988546734769	-0.901217875685308	-1.18601892436353	-1.82044820883481	1.81857978519338	-0.497941777242894	0.942300792903181
Healthy	0.837020580609262	-5	-0.524881108872333	-1.57741016014852	1.92380652678384	-1.63413778459744	-5
Healthy	1.70622886194696	-5	-1.92190584959359	-5	1.3933459756768	0.0407565703279443	0.848532720492344
Healthy	1.30535910927931	1.46009192249282	-0.529163362718575	-0.767232525823657	1.56926760566531	-0.914852187873096	-5
Healthy	1.34458363551272	0.597859660262605	0.0284980508244704	-0.0183444536909391	1.59989038299966	0.627575783132953	-5
Healthy	1.26041033944941	-0.920529320764786	0.0145415389504717	-0.637366754727643	1.28347468565735	-0.1579652075551	0.253396165871055
Healthy	1.46795022739785	-5	-5	-5	1.73480030947199	-5	0.78872679477413
Healthy	1.80171234048059	1.21643220550544	0.0375898256997873	-5	1.16511428548047	-5	-5
Healthy	0.83537662480672	-5	-0.431481473913975	-0.490367429873487	1.74760956495714	-0.00855240199619718	-5
Healthy	1.32778443665342	-5	0.814973698954037	-5	1.6687763266025	-0.120405283978251	-0.436993812938206
D003093	-0.159016162679622	-5	-5	-5	1.98683271030342	0.20064533574639	-5
Healthy	0.812576480761969	-5	-0.556549250116459	-1.4459956789881	1.92437538893302	-5	-5
Healthy	1.22548658244287	0.755051964732433	0.50269335101933	-0.607901272836006	1.58542034388417	1.35173679983976	0.398837202281837
Healthy	0.641254924881841	1.30505693840378	1.48328682386099	-5	1.48255360215869	0.503679031880346	-5
Healthy	1.41318757082308	1.23922888489176	-5	-0.0834986764542746	1.65906949883315	-5	-5
Healthy	1.38482419721685	-5	-1.06288348923295	-0.916461548769861	1.79676375806494	0.717305109338064	-5
Healthy	1.2769658905542	0.713582936346478	-0.198561986875964	0.516712492904652	1.55238151146945	0.200798532796138	0.0435666038220771
Healthy	1.55078401670126	-0.293948248142934	-0.462823380455493	-0.86087686589042	1.39399473083586	0.466347044441233	-5
D003093	1.50831730039651	0.682325618667807	-0.28464858715848	-1.00678427952586	1.61424993027902	0.0418030968679553	0.296649836144799
Healthy	0.936657980695638	-1.13477754370982	-0.387036107280457	-1.36632959394856	1.81626271581759	-0.286593467832309	-5
Healthy	1.54801835866053	0.179206976155487	-0.552872990800149	-1.4427334711301	1.74679317765437	-0.376709350192335	-5
Healthy	-5	0.562869557625187	-0.0132103570522037	-1.58636500280144	1.81465938072068	-2.52724355068279	-5
Healthy	1.5918311836677	0.0487990366618964	0.371658839715409	-0.759875269831434	1.3717845033886	0.0353696933221023	0.522472924686507
Healthy	1.21882686264677	-5	-5	-5	1.77492311481107	-5	-5
Healthy	0.288486211442084	-2.55909091793478	-1.76751213364701	-5	1.96777147739917	0.640177224930746	-0.260847122311282
Healthy	0.505212403664965	-5	-5	-5	1.85518843294268	0.438475894273104	-5
Healthy	0.376573307507716	-0.666149854897455	-5	-5	1.82536106609928	0.00232160207282551	-5
Healthy	1.69383682735103	-0.708342603897819	0.803988732596285	-5	1.26061320210048	0.155827756935741	-5
Healthy	0.315145031655397	-1.19702114466474	-0.705049045534732	-0.837614844142759	1.81284145825133	1.08126231317111	-5
Healthy	1.14711369542688	0.315873824847141	-1.98674133471648	-0.510984217081489	1.68687613730565	-0.664101007974888	0.341020808008831
Healthy	0.781271998003318	-1.58120170940965	-0.755772374267092	0.192743031141627	1.11358374126071	1.01092253615009	1.64279886750904
Healthy	1.46925632880336	1.32504088179904	1.10415614297317	0.918554006672416	0.941389673979714	1.01147105617594	-5
Healthy	1.55205953418788	-5	-0.632178347581462	-1.00265730939838	1.70834712329903	-0.469313754668806	0.323827339754794
Healthy	1.24217231994175	-0.280229667695659	-0.629949762925132	-5	1.8193013867383	0.614401500203339	-5
Healthy	0.933252361103342	-5	-5	-1.2401056259745	1.90809590978221	0.639371924008928	-5
D003093	1.50022110129754	-0.388467866109224	-2.51427857351842	-1.41105635725998	1.68749962082221	0.0946807133711542	-5
Healthy	1.63227553886771	-5	-0.461815999141732	-1.24420134302617	1.39573253496233	-5	1.031473502555
Healthy	0.347210933988669	-2.27654432796481	-5	-5	1.94246597978493	-1.38289476949762	-5
Healthy	0.339979826071944	-5	-5	-5	1.96357445137532	0.616270659235917	-0.233133760125221
Healthy	1.17601916018731	0.117437025282619	-2.53910215724345	-0.373259403747184	1.82802964801372	-1.76045027915953	-0.274864586824729
Healthy	0.913074392967176	-2.77469071827414	-1.54333037057624	-5	1.84469967136493	-0.421968539812042	-5
Healthy	1.48115744851318	0.452245041533327	-1.229442525149	-0.131102933300169	1.14982793003516	-1.0691528083175	-5
Healthy	-5	-0.968026310908283	0.394010157234125	-5	1.25088186547846	1.90080284334259	-5
Healthy	-5	-0.663860601391443	-5	-5	1.93617054442836	-0.521159451518198	-5
Healthy	1.18895715468315	-0.169764298883949	-1.01425925894993	-5	1.61034017883657	-0.582279260924316	1.47412458620282
Healthy	1.29570385370403	0.940656412788767	0.164504534900771	0.39525298498141	1.47449467708287	-0.923723744595782	0.783235194584296
Healthy	0.855550045808508	-0.392759496168257	-0.552361408599502	-5	1.84120055468462	-0.618957157228091	-5
Healthy	1.53916219604255	-0.255386305166024	1.16899807727899	0.313603612177811	1.36592000526757	0.272468210487953	-0.00732279433525169
Healthy	0.762427215270847	-0.688818513566982	-5	-5	0.458092183560576	-5	-5
Healthy	1.60284361975861	0.0945829197505739	-0.611650092129618	-0.614357983470767	1.53063684725116	0.457645770048531	-1.75129126439908
Healthy	1.46316108636515	-1.14128238513971	-0.895786115800677	-5	1.73975093012054	0.415063538228395	0.161613533832693
Healthy	1.58074517930366	-0.483491067973483	-0.330246254850314	-2.70774392864352	1.61179848010588	0.910800434540427	-0.126842216458919
Healthy	1.52112709539139	0.779672233690113	-0.476878117881759	-1.68655462957359	1.62959958686295	0.220712017483643	-5
Healthy	1.14588290033661	-0.254870534496744	-1.7373116556983	-0.597549461148636	1.8064934350208	0.168774353738646	-5
Healthy	0.415889410662191	-0.962215058246362	0.418606184975226	-0.821253203471042	0.938876820561857	1.88868922381423	-5
Healthy	1.18785505526546	-5	0.437939138819974	-5	1.53878153219734	-5	-0.766470872731379
Healthy	1.73705055903582	-1.07748213975539	0.632361109096971	-0.923104806133949	1.44684802058778	-0.742993782087693	-5
D003093	1.57804018110355	0.628742353007628	-0.599082276924552	-0.12159885861317	1.4756550653872	-0.401570643809004	-5
Healthy	1.08296048848274	1.15424346144458	-2.12609840213554	0.128480045149157	1.7507237916029	0.310678446263141	0.791506087274837
Healthy	0.94285546489844	-0.145596784291952	-1.013765869865	-1.18428946021104	1.90825505001011	-0.0774613755144196	-5
Healthy	1.7635710625388	-5	-0.945425244705177	-1.5562677585984	1.55563172186592	-0.960110202263819	-5
Healthy	0.522746699685891	-0.587942853309844	-1.63301702402215	-5	1.84265023357727	-0.718375848559799	-5
Healthy	-1.31381076575598	1.25736533801255	0.1914789604436	-3.24412514432751	0.395827683190126	1.01754625544621	-5
Healthy	1.3585700141794	-0.469569764156238	0.0342673970380256	-1.12182301950849	1.76354463838028	-0.268830422451311	-5
Healthy	1.48159825863604	1.33305956167538	-0.416042157913543	-1.45531197769732	1.63032422188909	-0.0426944776482733	-5
Healthy	1.8168752385534	1.22129423600248	0.00560087085348535	-5	1.08092252866459	-5	-5
Healthy	1.32623526503825	-1.41128022039994	-0.750972947452813	-0.174541424963607	1.78379820722079	0.500650805987072	-5
Healthy	1.6486608874493	0.898959264634357	0.492174883950333	0.926107740699685	1.20225257885881	0.27491258826101	-5
Healthy	1.53493349327507	-0.796042908318756	0.0108043612987845	-1.62893213772826	1.14552270383869	-0.495379640882211	0.390339751083823
Healthy	1.59487486871011	-1.55548679366596	-0.309733020537503	-1.31425826139774	1.68370195042648	0.144595999617516	-0.257667717642852
Healthy	1.39736062096304	-5	-1.25562877266814	-0.546055137659332	1.81071575460766	-1.82535880733955	-1.97387548325455
Healthy	0.741361995477895	-1.57235162881307	-0.469954061572609	-0.156101025672757	1.73516942244283	0.116883241007212	0.849661371879719
Healthy	1.52297210855775	0.300641128058455	0.964286979042497	0.560899700102297	1.58047677142714	-1.24237625409161	-5
Healthy	1.48066737347177	-1.99012436628784	-5	-5	1.66653248799462	0.806702848230718	0.0711747831326264
Healthy	0.531441872697767	-0.566534198627709	-1.4672456210075	-2.17263072694617	1.8439293335032	-0.793740964790717	-5
Healthy	0.977219531270353	-0.381512598603645	-0.529501306509078	-5	1.83675844616595	-0.922922933154239	-5
D003093	1.59444647468838	0.364104277188667	-0.500863005462617	-0.0586674898160977	1.53609334702615	-0.999002269642206	-5
Healthy	1.23608812400771	-5	0.0588699622930524	-5	1.79762182767988	-0.211456910960713	-5
D003093	1.71721000663599	-0.796042908318756	-0.436222366637834	-0.469288162018343	1.32304470341184	-0.882198592002672	-0.427511767971747
Healthy	-5	1.25161753926618	0.169498094684968	-5	1.70135302948938	0.886466471686538	-5
Healthy	1.39302668087209	0.758924754587632	-0.652533374199378	0.321801343756948	1.60515598104114	1.10462229515659	0.067751349972144
Healthy	1.41142204016463	-0.0464287527576227	-0.722665887784016	-0.181035510150365	1.79856812855953	0.37066849739468	-5
Healthy	0.842111637549693	-0.464376801850688	-0.974899038953187	-0.674279141980588	1.88352794714706	-0.597669823868334	-5
Healthy	1.29654321973561	-1.06363708040226	-2.36754270781528	-3.29242982390206	1.87289604155991	-0.386464722780758	-0.417697954413384
Healthy	1.40621459302511	-0.98367714598621	-5	-5	1.71117810069076	-1.15939212099071	-5
Healthy	0.429261201264363	-0.734097795698244	-5	-5	1.82648997121606	-0.0385646670036345	-5
Healthy	1.39875484881342	-5	-1.15633127702086	-0.835112042452046	1.78410996296548	0.735293828434356	-5
Healthy	0.875941120726912	-0.696177800137153	-1.03924390909823	-5	1.93857871116989	0.209295130817263	-5
Healthy	1.38630344443945	-0.345072998917857	-0.551463721895342	-1.28349583622678	1.68626025414608	0.345371769857227	-0.721635152262311
