p	Bacteroidota	Proteobacteria	Firmicutes_A	Verrucomicrobiota	Methanobacteriota	Desulfobacterota
Healthy	1.39257878095216	-0.0375264840391993	1.31590278328254	-5	-5	-1.81958736716168
Healthy	1.80276490252706	0.186603221792895	1.15252805770336	-5	-0.726790316599669	-0.812310106474816
Healthy	1.71674927159693	0.345965457886395	1.41352674519155	-0.200824927584771	-1.15187248943213	-1.03123695180275
Healthy	1.60700891850696	-0.530929447968747	1.49291480841852	-1.40693556834128	-5	-5
Healthy	1.68234249553608	-0.341635584312928	1.24379901006385	0.066516004090991	-5	-2.91721462968355
Healthy	1.74789136461658	-1.95233580539844	1.36879806566854	-1.13948232253825	-0.276363751548955	-1.23121395309199
Healthy	1.8861083213193	-0.410351941664339	0.821560034071882	-5	-5	-1.10325338439259
Healthy	0.99071082098826	1.44376241272035	-0.476006549684386	-5	-5	-0.879919865870547
Healthy	1.67301168634137	-5	1.40206921838821	0.667019376016459	0.459439232218998	-1.05276239212933
Healthy	1.94992288585992	-0.334353353872193	0.409082289950506	-5	-5	-2.59859945921846
Healthy	1.72528954175842	0.108751013469221	1.55513678720214	-1.60572347323218	-5	-1.43168091490489
Healthy	1.4858262973554	0.806654046147595	0.995212978021115	1.30133411244408	-0.262688062010375	-0.183427303973897
Healthy	1.64796730935212	-0.999088937868777	0.767879087701276	-5	-5	-1.24123945609002
Healthy	1.59439929128072	-5	1.40436788267485	0.0558597642979701	1.19431477032722	-1.57528166266843
Healthy	1.61538794443253	1.21619916612133	1.2300635056576	-5	-0.48537256758866	-5
Healthy	1.93830958188606	0.244037017036314	0.883333177521008	-5	-5	-1.0073581301216
Healthy	1.09571109663366	-5	1.83420763729357	-2.0301183562535	0.506717392419689	-5
Healthy	1.88332170105324	-0.471276076739006	0.835315711892788	-5	-5	-0.998699066979582
Healthy	0.990601217280949	0.243191885767495	1.39121518967295	-5	0.0200254863257827	-5
Healthy	1.62516320091162	1.19097649680895	1.28459404298254	-5	-5	-1.43937612545007
Healthy	1.83470604885608	-0.890826578574528	0.865290568604777	-5	-5	-5
Healthy	1.87756621627172	0.776060890414528	0.73434690347996	-5	-5	-0.69216179584344
Healthy	1.52954173713065	1.12155820285983	1.07126582915093	-0.264648654831209	-0.21511893041391	-5
Healthy	1.72075193832482	0.155405883408257	1.38189538704128	0.282975385635692	-1.70289634985074	-1.03428102975578
Healthy	1.75082293228829	0.361376481869873	1.14788152240164	-5	-5	-5
Healthy	1.30595723893257	-0.652923803930265	1.60449356953884	-5	-5	-1.17947015147648
Healthy	1.54381968098756	-2.03105031901866	1.52805960109978	-0.0582550850508751	-5	-0.548014111051091
Healthy	1.73847446323237	0.0660723575773765	1.33111923301633	0.263893965288644	-0.265648292705235	-5
Healthy	1.82034604693572	0.585749411171379	1.24428503948943	-5	-5	-1.70929775671215
Healthy	1.81557104127818	-0.641284886197868	0.998936849760302	0.886332206961341	-5	-5
Healthy	1.88378086390612	0.138826693810669	0.934940600473388	-5	-5	-1.35872424276809
Healthy	1.72431978848234	-0.361580635137367	1.20670501205503	0.728773262075445	-5	-0.488584592791225
Healthy	1.88066745045934	-0.21175383062718	0.924075016220443	-5	-5	-2.14146280243036
Healthy	1.64240941377882	0.329157781394064	1.34583072467652	0.676698181121668	-2.14508697769214	-1.04793440981495
Healthy	1.73645522766992	0.124950679542338	0.857495929293535	0.855072517386656	-5	-0.747244028911427
Healthy	1.56350540995057	0.272560963861557	1.71085495437172	-1.49620931694282	-1.22929523178422	-0.829591588274682
Healthy	0.341693638960031	-5	1.92861657958856	-5	0.317892088957648	-5
Healthy	1.94935604251243	-0.266626163055293	0.420922339593397	-5	-5	-5
Healthy	1.74462456359356	-1.11025022473596	1.3854107076947	-5	-5	-5
Healthy	1.84810070904581	0.761782798918629	1.07077166602148	-5	-5	-5
Healthy	1.76411057214773	0.855023401569893	1.23613552968257	-5	-5	-5
Healthy	1.6043401214296	-1.1253442674019	1.57366723433078	-5	-5	-5
Healthy	1.81002063010515	0.473590604448907	1.44068479603106	-5	-5	-0.258422985219577
Healthy	1.84441000712758	0.801618402870708	1.01115709631296	-5	-5	-5
Healthy	1.62280463482383	-0.978852064279005	1.03464409575721	1.23550344900574	-5	0.209152951593855
Healthy	0.286391343147528	1.89967569522853	0.720720628024159	0.547602429785681	-5	-5
Healthy	1.8012357228892	0.310674198718182	1.45599459811076	-5	-5	-5
Healthy	1.70747606876486	0.954119441900728	1.48797178851542	-5	-5	-5
Healthy	1.27434700337415	-5	1.74857987849733	-5	-5	-5
Healthy	0.870742663294291	-1.15645578805436	1.63908099170895	-5	-5	-5
Healthy	1.83312510965263	-5	1.33484102540248	-1.16966800654804	-5	-5
Healthy	1.64097954636543	0.94718709417019	1.3597381818911	0.483737027872602	-0.242004572723122	-1.3763372926438
Healthy	1.24469661240851	0.276783384700269	1.61706736835744	0.262472447950243	-0.819845440546652	-1.49039429538844
Healthy	1.82668575568211	0.00609363020820083	0.642475402199867	-2.3585258894959	-5	-0.394608750110711
Healthy	1.49530395216766	-0.951519352526498	0.903364048891955	-0.286727919126105	-5	-0.093761957868654
Healthy	1.30897098745708	-5	1.56021985014056	1.40411516877084	-5	-5
Healthy	1.8275738990396	-1.74836177955179	1.19586009384911	-0.268604655755548	-1.57823159879308	-1.03198428600636
Healthy	1.62909671283614	0.246786537772904	1.26322169366765	0.71558638787792	-0.299469343021408	-0.525710873834504
Healthy	-1.28692967414436	1.9366017988212	-3.02227639471115	-5	-5	-5
Healthy	1.78802829919445	0.724212769403576	1.40732273783472	-5	-5	-0.791881259261723
Healthy	-1.71399287792053	0.65769916511523	-0.560398916165654	-2.07468790850035	-5	-5
Healthy	1.96814495463693	-0.162676764352586	0.4591194599369	0.221849618204452	-5	-5
Healthy	1.63732748922239	-0.945885099489414	0.525187387787583	-5	-5	-1.497163361379
Healthy	1.75295206948262	-0.534498180058329	0.723788859050945	-5	-5	-1.94846160948467
Healthy	1.71731485160876	-0.222551427179631	1.379915458851	0.0238900543559375	-5	-0.677801386448108
Healthy	1.78570949869202	-0.930516906065389	1.45827727272622	-1.96899571863646	-5	-5
Healthy	1.84856983556758	-0.41002807048314	1.01247361443207	-0.830707725120064	-1.26833066817136	-1.12592425477697
Healthy	1.92204983052155	0.185063118628386	0.488405457367657	-0.0782823188484275	-5	-5
Healthy	1.57222816092954	0.449094075274832	1.6775069439896	-3.14266750356873	-5	-1.24703013497092
Healthy	1.31736058768831	-1.31202537996544	1.66913940664896	-5	-5	-5
Healthy	1.69391056216295	-0.265152184721705	1.50651274410758	-5	-5	-1.75870261289001
Healthy	0.862428959956688	-1.33320131633383	1.82704989750399	-5	0.577774343999618	-1.8153085691824
Healthy	0.558182780051332	-5	1.87591343904048	-5	-5	-5
Healthy	1.81917871144198	-0.939906816175532	0.887815275486838	1.02199551080134	-5	-0.504608316733061
Healthy	1.88965420652834	-5	0.994225179864961	-5	-1.01282549891246	0.176233105419458
Healthy	1.35740003085252	0.592966876255435	1.3453164744199	-5	-5	-5
Healthy	1.01821768096015	-0.377734155008477	1.71787046537739	0.81419430479598	-5	-2.44855000202712
Healthy	1.64695609540824	0.459898869322942	1.5841822493836	-2.15490195998574	0.260731872147808	-1.9515581964496
Healthy	1.70267966728539	-0.529648320654182	1.60943496080477	-5	-5	-5
Healthy	1.76331049352414	-0.0902675076251021	1.42360430573151	-5	-5	-5
Healthy	1.27892180034509	-0.169789980446389	1.61380631605831	-5	0.485932845201798	-5
Healthy	-5	0.624558470873253	1.54674409485113	-5	-5	-5
Healthy	1.34369035064213	0.414679264466649	1.49694057445299	-5	-5	-5
Healthy	1.65574909221612	-0.444603223193737	0.822281216656299	-0.878112014896319	-5	-0.177773059405061
Healthy	1.25929923269997	0.433228828459711	0.962872011646389	-5	-5	-5
Healthy	1.80432102081899	-1.09946901754724	1.26968452668662	-5	-5	-1.15620680167409
Healthy	1.49356427633227	-0.98175733254209	1.1086857570507	-1.48043449911949	-5	-2.12090412049993
Healthy	1.33045943275192	-0.496658819638013	1.54941111098063	-5	-5	-5
Healthy	1.12349589629023	1.02127904398954	0.806771975129058	1.64334813711979	-5	-0.341931337516564
Healthy	1.81791352489197	-1.01963297381522	0.89347657602406	1.01745114670004	-5	-0.470454157138276
Healthy	1.66387781019517	0.410654095544502	1.42169044813617	-0.996582554797806	-5	-2.90308998699194
Healthy	1.84899289555575	-0.748994826506365	0.516286756742558	-5	-5	-5
Healthy	1.6475331865481	-0.55695617135166	1.04352810361786	0.850736882398385	-5	-0.960942981966556
Healthy	1.56000304445673	-1.64936439174105	1.62673639063625	-5	-1.60800692774029	-5
Healthy	1.25952794138506	-5	1.74560717886567	-5	-5	-5
Healthy	1.62839833114676	-5	1.61067634238685	-5	-5	-5
Healthy	1.80403694856363	-0.759026648159996	1.21357804935372	-5	-5	-1.29713882942707
Healthy	1.96760834270013	0.631860613368897	0.33969584950589	-0.259479413946335	-5	-5
Healthy	1.69670438392489	0.408553697586891	1.51071574552102	-0.410754324947494	-5	-0.970291637485105
Healthy	1.71218039327238	0.411840163863845	1.64177295694328	-5	-5	-5
Healthy	1.85173953724011	0.387935910763123	0.539787206963553	-5	-5	-1.50265561898242
Healthy	1.42350882927382	-5	1.66372004899893	-5	-5	-5
Healthy	1.15158158231486	-0.138346129786089	1.84136516505698	-1.02807505081581	-0.731024418902193	-1.08857603462371
Healthy	1.76379227371666	-0.267831488311101	0.942225394038726	0.940097926231087	-5	-0.253233509274442
Healthy	1.34524587426771	0.236373488494027	1.77264422665499	-5	-0.951092298516229	-5
Healthy	-0.446736102130203	-5	0.853369020778802	-5	-5	-5
Healthy	1.90515172992153	-5	1.16590402368497	-5	-5	-5
Healthy	1.30818415943938	-3.24412514432751	1.67775710506271	1.27927923620624	-5	-0.720287439179074
Healthy	1.46048845128655	1.74098454857805	-0.601487100636577	-3.39794000867204	-5	-5
Healthy	1.58838141538367	-0.241648360659185	1.29462822967002	1.07807637190583	-5	-5
Healthy	1.47030565369035	-0.00818049869410116	1.72806664688125	0.449879338623202	-0.683463552596444	-5
Healthy	1.52154105801303	1.54484981487026	1.18056740329026	-5	-5	-5
Healthy	1.62193708491111	0.867749658122785	1.48141123776671	-0.308193814529736	0.388704955700738	-5
Healthy	1.8422493624299	0.476666455108599	1.03803448288161	-5	-2.08301995267962	0.0853084206935297
Healthy	1.45822828621146	-0.906333217772097	1.7636263758975	-5	-0.672252928747544	-5
Healthy	1.81760403789488	0.0628902051108873	0.383240712265224	-5	-5	-5
D014376	1.50129128062477	-1.46660929198245	0.527950670589677	-5	-5	-1.79832982035342
Healthy	0.889549319851817	-1.28449805470672	1.89740598462153	-5	-5	-5
Healthy	1.40084905039548	1.52283713787594	1.31392160918484	-3.48148606012211	-5	-1.40660315769979
Healthy	1.8803962977303	-0.128129464579834	0.745483117577596	0.584892955610718	-5	-1.82073553566097
Healthy	1.44655083564052	0.0640234774529008	1.75178633158743	-0.100491382651709	-5	-5
Healthy	1.82018917291727	-0.926831737734898	0.892972326282529	1.01623542582996	-5	-0.481038835550238
Healthy	1.40671301227427	0.363041946961852	1.66820619715723	-5	-0.0978066703730758	-1.10757145305477
Healthy	1.25929732031192	-5	1.77721404573176	-5	-5	-5
Healthy	1.89530517121279	-0.785076715105102	0.938137297650076	-5	-5	-2.79317412396815
Healthy	1.81245075376518	0.0307534989344725	1.36596264140317	-5	-5	-0.388223603002689
Healthy	1.59146586560344	1.17886476403183	1.09462169057043	-0.458782819002195	-1.12389767862221	-0.722184573429135
Healthy	1.94824376338362	-0.295652121429059	0.405878868331657	-5	-5	-2.59516628338006
Healthy	1.902603793708	0.474740598479892	1.0933519823094	-5	-5	-1.41668784801692
Healthy	1.80714744013724	0.184029550144605	1.13265153073686	-5	-0.75340295089363	-0.859272037155817
Healthy	1.58393825894487	0.734362115377894	1.07610425239176	0.163373101574077	0.488614163981458	-0.449820584291501
Healthy	1.90763543760992	-0.151023091657112	0.732929862907847	0.553035447175104	-5	-1.54683460747414
Healthy	1.40001116347393	-0.049839682214073	1.29993941694529	-0.15568439445564	-5	-0.4315987810515
Healthy	1.7468348775601	-1.07899019850297	1.40153649503355	-1.90763030037088	0.279443352577086	-5
Healthy	1.43602485997618	0.514394992263783	1.49570595381986	0.101217626747548	-0.367390883139056	-1.26696331706642
Healthy	1.89328788413065	-5	1.16768706622592	-5	-5	-5
Healthy	1.81086762923236	0.308030554266106	1.39345533900023	-5	-5	-1.45892023222337
Healthy	1.90097133349062	0.448853120627996	1.09161948151491	-5	-5	-1.33629907461035
D014376	1.72092034736145	1.08328219170011	1.17798672076017	-1.0090399003178	-5	-1.04783742578554
Healthy	1.67173058524069	-0.451107165863582	1.52914432399509	-0.167740239407366	-0.742177483965524	-5
Healthy	1.52251334995078	0.180561672034769	1.42053414725031	-5	-5	-5
Healthy	1.84248723314806	-1.20474581741912	0.795370377864658	-5	-1.54106013810967	0.217452358012074
Healthy	1.89035561818262	-0.940058111938045	0.958802703399502	-5	-5	-2.80966830182971
Healthy	1.79020259096065	-0.407689975744221	1.42670494278751	-0.180581106626522	-5	-5
Healthy	1.75068639596413	-0.85390298646413	1.07685007757803	-5	-0.709275519980777	-0.95436412892178
Healthy	1.73645698054468	-0.470377181866557	1.52648272598072	-5	-5	-5
Healthy	1.63656221152152	-0.926025180133341	0.685083081773877	-5	-5	-1.48678239993206
Healthy	1.86071421216417	0.421390017067081	0.529733125569346	-5	-5	-1.28567024025477
Healthy	1.35594032910961	-5	1.01612538353125	-5	-5	-5
Healthy	1.28344913507257	-0.0220021900412603	1.76962948341265	-5	0.0203820023100244	-5
Healthy	1.78701036043699	0.71531126204077	1.39733331000103	-5	-5	-0.831237424377643
Healthy	1.78904336346585	0.725062622575211	1.39453643002807	-5	-5	-0.82929834418393
Healthy	1.78698851626489	0.901621219386529	0.547050688176596	-0.100759673533282	-5	-0.476253533188435
Healthy	1.78024643641179	0.493807855234094	1.14563607374448	0.775691984328376	-5	-5
Healthy	1.78464916825017	0.434639151871673	0.772601120532011	-1.24756739073853	-5	-5
Healthy	1.59105948454855	0.485428959845251	1.19668730668016	-5	-5	-5
Healthy	1.20512583727329	-0.723814025929329	1.84684893146272	-5	-5	-5
Healthy	1.86313571622313	-5	0.56260449277382	-5	-5	-5
Healthy	1.79995502038762	0.71119625733534	1.40552427687326	-5	-5	-0.688627638196451
Healthy	1.93699953868876	0.270487844301513	0.878078658061945	-5	-5	-0.989742457001699
Healthy	1.79562541141711	-2.44009337496389	1.46293334758363	-0.158778223973396	-5	-1.89517159634634
Healthy	1.70525998257671	-0.826318510271541	0.856096619470512	1.09168137522985	-5	-0.0116506608530314
D014376	1.9155715665688	0.843740923025602	0.5321719576105	-5	-5	-5
Healthy	1.8137514040382	1.05315530296188	0.981531397830807	0.709290318052555	-0.264249443050053	-1.2098556349571
Healthy	1.65819280795176	-0.296313206970355	0.818556438818155	-0.837256416764585	-5	-0.181760906146476
Healthy	1.58462144870961	-0.774716569905557	1.58449281066138	-5	-5	-1.18708664335714
Healthy	1.75917269340802	0.809585300223161	1.39267321586803	0.224064071833704	-0.603992552294838	-1.24902901556268
Healthy	1.41344243740169	-5	1.86976856311412	-5	-5	-5
Healthy	1.78339441350103	-0.500051869424349	1.00932084295081	-0.0564856989189822	-0.0241731402651672	-0.422289958839038
Healthy	1.59828842602444	-0.0644222048359064	1.53079794617608	-5	-5	-0.604324214730064
D014376	1.93059574958803	-0.293914067875177	0.699535087961792	-5	-5	-1.20648899420714
D014376	1.97751884432192	-1.0007389288869	0.515808959506448	-5	-5	-5
Healthy	1.83322720348008	-0.110082316563794	0.339564720744175	-5	-5	-5
Healthy	1.71027217662072	-0.633091651478627	1.55568318976661	-3.48148606012211	-5	-0.608906033729366
Healthy	1.78679307551743	-1.47521455067878	1.38127486445892	-5	-5	-5
Healthy	1.4180109463338	0.330275751303548	1.64651380543217	0.263122184828126	-5	-5
Healthy	1.78004577521362	0.493729835674895	1.14116338956612	0.765426384839824	-5	-5
Healthy	1.77946769879883	0.381573511428956	1.44949814640934	-5	-5	-5
Healthy	1.06194266859472	-5	1.7652327007658	-5	-0.191222045296204	-5
Healthy	1.63071744373332	-0.41054190953502	1.58329424022553	-5	-5	-5
Healthy	1.87396969779597	-0.966616458826881	0.99279026086462	-5	-5	-1.73471037413917
Healthy	1.13305580649568	1.02447088994175	0.853379368841177	1.63821371704129	-5	-0.145918756170271
Healthy	1.85360793726677	0.465747089582431	1.02171922850814	-1.45967052520913	-5	-1.82739706879014
Healthy	1.44728752485348	-0.654371453543694	1.73679515299428	-5	-5	-5
Healthy	1.64525598723438	-0.17532757261464	1.60981683481143	-5	-5	-2.33254704711005
Healthy	1.51982996187314	-0.105351696206483	1.58392127862756	-0.197267312345918	-0.163429052339501	-1.0519784668589
Healthy	1.93359989623458	-0.18894807088368	1.00281550518044	-1.39902710431325	-5	-5
Healthy	1.53024017922384	-0.319356328457753	1.74514188333472	-5	-5	-2.42365864979421
Healthy	1.84831094876434	-0.0792351019025129	1.211817363788	-1.32275815405335	-5	-1.73025362686923
Healthy	1.79890403654049	0.349205624890484	1.23204928215509	-0.0495231782974773	-5	-5
Healthy	1.52028251858544	-1.42250820016277	1.54576406064084	-2.08144546944973	-0.185532648252216	-5
Healthy	1.64257777817935	0.625943879895748	1.52333108790772	-5	-5	-5
Healthy	1.8395273190905	-1.06454311928839	0.782800013240915	-5	-1.85016530328421	0.154998796858298
Healthy	1.34745823525243	0.279872181802656	1.56648663481458	1.01276174366827	-0.236220220664651	-0.988810312390009
Healthy	1.12424950751656	-0.388861099604354	1.80334968959274	-5	0.516117404014169	-1.55924829952081
Healthy	1.83239323446241	0.779484656852121	1.01211983580451	-5	-5	-5
Healthy	1.74767083118137	-0.519317693674513	1.06435764063349	-5	-0.691286223360996	-1.06722192993945
Healthy	1.6997597018861	0.216498426045241	1.42992386507408	-1.42101715729721	-1.1087971727397	-5
Healthy	0.989984347155344	-1.12314735239866	1.79709524343957	-5	-1.45087407324189	-5
Healthy	1.69762325578217	-0.637781499673948	0.852264622895017	1.09247185389862	-5	-0.090652610581442
Healthy	1.93269608074609	0.469963322716831	0.914887667414394	-5	-5	-1.32002730572258
Healthy	1.44215431825314	0.175192788386603	1.56276497736574	-2.55595520408192	-5	-2.29929628285498
Healthy	1.44769978587616	-1.21275211966805	1.74267258870357	-0.152723551724369	-5	-5
Healthy	0.992245470404764	-5	1.71019058793031	0.0925346791269115	-5	-5
Healthy	1.62850305786177	-1.47391930819797	1.35017802148473	-5	-5	-0.857986167015641
Healthy	1.89328244254808	-5	0.872297905435093	-5	-1.03461012978488	0.189296564480904
Healthy	1.51167431480752	0.493842680869723	1.56002995672657	-5	0.815216349987667	-5
Healthy	1.38690239553102	-0.156007715296637	1.76396341803372	-0.975637495646718	-5	-1.33828194230534
Healthy	1.4021019112055	0.501999443521579	1.77471800848193	-5	-5	-5
Healthy	1.88732568509417	-0.547937422579577	0.840752661491784	-5	-5	-1.98758462523757
Healthy	1.46192001102786	-0.0410158810572654	1.62417294113089	-0.936216439402645	0.828015709534763	-1.06083032037482
Healthy	1.83212324129133	-0.807126028457478	0.877155296873409	-5	-5	-5
Healthy	0.839399477589831	-5	0.741554966417343	-5	-5	-5
Healthy	1.95979455001318	-0.00137018679696171	0.163313470721263	-5	-5	-5
Healthy	1.80810748638921	0.213783299335304	1.1436548346525	-5	-0.688776089567544	-0.725426535803529
Healthy	1.53392005922317	0.134476737534991	1.36283312396803	-0.661922184979134	-5	-5
Healthy	1.51337104143792	-2.52578373592374	1.76793326227628	-5	-5	-5
Healthy	1.84112379863689	-0.917286419828668	0.769490316573303	-5	-1.75080164260889	0.225567713439471
Healthy	1.46482624102165	-1.73541827076192	1.20914141425671	1.3596820298023	0.293260875908029	-0.186285608118855
Healthy	1.47934881916713	0.91410504981628	1.75960152474697	-5	-5	-5
Healthy	1.68565316931533	-0.32652751393593	1.35641578185387	-0.497436330892637	0.528260908991754	-5
Healthy	1.76611141354806	-0.484232094691555	0.918537242247304	0.933394142447361	-5	-0.454185884038717
Healthy	1.83859624517168	-0.611667852142784	0.573581685079558	-5	-5	-5
Healthy	1.92571581828593	-0.138716560793675	0.797725144405064	-5	-5	-1.17263072694617
Healthy	1.12388886461312	0.152795744228193	1.70433526726466	-1.13029902632612	-5	-1.80631897045872
Healthy	1.49240722410362	-1.32376378323669	1.77740847867906	-1.3108688027655	-5	-1.02904906565458
Healthy	1.65175857405642	-0.50619353784942	1.48502130772093	-5	-5	-5
Healthy	1.81873895555548	0.615774405540379	1.23984532072405	-5	-5	-2.09963287134353
Healthy	1.7496754173402	1.19040510174362	0.708358003620255	-5	-5	-1.21204387671607
Healthy	1.4171748100161	0.30496204994215	0.918629438578189	1.0436494855356	1.52860062963061	-0.478234474122917
Healthy	1.43424274139237	-1.48492132492408	1.80773528500083	-5	-0.530560920816393	-5
Healthy	1.31756068239971	-0.215247234325595	1.45843523171584	0.370433514082412	1.32405825208445	-5
Healthy	1.61376996185642	-0.607285464323705	1.05463603249303	1.2210857191749	-5	0.219838532526917
Healthy	1.68212295478174	-0.0874591172093625	1.29414424391811	-0.142124974476437	-5	-1.76929568638743
Healthy	1.83496307400649	0.761866221337698	1.00417687158102	-5	-5	-5
Healthy	1.17286436316283	-0.834458923277627	1.80972740745797	-5	-0.0642761447734687	-5
Healthy	1.73702883666313	0.120211868257074	0.873083331994693	0.839532723555908	-5	-0.874063533033906
Healthy	1.60461339629586	0.886993538765038	1.52315625762967	-2.61439372640169	-5	-1.64397414280688
Healthy	1.34406161240005	-5	1.83087231082505	-5	-5	-5
Healthy	1.86739965719606	-5	1.00205715038054	-0.133175295571966	-5	-5
Healthy	1.75332140766362	-5	1.2177686427741	-5	-5	-5
Healthy	1.81981041845706	-0.0288587291620607	1.21453258042098	-0.399637068573496	-5	-5
Healthy	1.92362077923589	-1.06203099704855	0.66170386173977	-1.10618277603254	-0.191863329532638	-0.418289218100965
Healthy	1.23208313301804	1.33742032279846	1.12136448262956	0.350684032686936	-0.796749476056704	-5
Healthy	0.932999064948841	-1.98927613460823	1.74136309841259	0.890847278901384	0.102889715529244	-5
Healthy	1.80754152214339	-0.753378337304012	1.18746008458181	-5	-5	-0.91388942619868
Healthy	1.80527808068277	0.493151217795686	1.44782772418392	-5	-5	-0.439268640118027
Healthy	1.68187475455202	0.561010697311624	1.56514435307016	-0.401187614972761	-5	-5
Healthy	1.73424513018294	0.298197867109815	1.5025598463161	-1.12211057462852	-1.65757731917779	-0.420170690580463
Healthy	1.84667550724037	-0.116389661320575	1.01277566015306	-0.418812930904102	-5	-1.91435271170314
Healthy	1.65432490850471	-0.401373615358346	0.809253917551751	-0.787892334452341	-5	-0.164670962677237
Healthy	0.952624405874026	-5	1.8810667236086	-5	-5	-5
Healthy	1.29087943842079	0.0967536388455329	1.29502449775478	0.63428879987915	-5	-5
Healthy	1.58894353083727	-1.85418228550817	1.18346117588539	-0.951364011567352	-5	-5
Healthy	1.73979663245331	-0.15793396806739	1.52091931163098	0.444556898873777	-5	-0.803796171378852
Healthy	-0.0946143304531225	1.03878661622049	1.83935559803672	-0.268427349935321	-5	-2.64975198166584
Healthy	1.81232913845757	0.068434489114242	1.40472427430048	-5	-5	-0.35448930864974
Healthy	1.04690078461455	-5	1.85911180632526	-5	-5	-5
Healthy	1.24243159853042	-0.708919887036473	1.67920205928686	-5	-0.766902312135297	-5
Healthy	1.62995121181597	1.5447992766518	0.803646907294407	-5	-5	-1.85855022659953
Healthy	1.8445753934764	-0.686976889676762	0.525033139267167	-5	-5	-5
Healthy	1.7541370245132	-1.0588862729629	1.35176442913036	-5	-5	-5
Healthy	1.60189177821748	-0.464832514885056	1.57679786817196	-5	-5	-5
Healthy	1.7178105861371	-0.204878053462417	1.21338731625293	0.739798530024035	-5	-0.505177774056221
Healthy	0.123521713101379	1.29530644506905	1.59416915726957	-5	-5	-5
Healthy	1.8318208414387	-1.17678668671733	1.01953251492144	-0.264632679312285	-5	-1.35369431971524
Healthy	1.90866679473157	-0.121863265765277	0.797811626447583	-5	-5	-1.29098458302788
Healthy	1.52670646287214	-0.619264302584309	1.54376989193097	-1.10138450258381	-5	-1.7851561519523
Healthy	1.84593412017612	-0.261663473011745	1.0007615187783	-0.851675036961183	-1.28600573233936	-0.989403263793475
Healthy	0.758241775290724	0.925629186050317	1.43849947096657	-5	-5	-5
D014376	1.84059264583811	-0.490676483678511	1.24562862869875	-5	-5	-5
