group	Bacteroidaceae	Rikenellaceae	Enterobacteriaceae	Burkholderiaceae	Marinifilaceae	Acidaminococcaceae	Selenomonadaceae	Desulfovibrionaceae	Pasteurellaceae	Lactobacillaceae	Lachnospiraceae	Enterobacteriaceae	Burkholderiaceae	Methanobacteriaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae
Healthy	28.6106	0	0	0	0	14.136	0	0	0.02185	0	6.49458	0	0	0.40605	0	14.136	4.32223	0.00201	0.02185	0
Healthy	34.80677	2.67555	0	0	0	0	0	0	0.90979	0	11.31074	0	0	0	0	0	0.59226	0	0.90979	0
Healthy	52.34244	3.42638	1.03983	0.32356	1.26994	0	0.00534	0.00508	0.09477	0.00091	11.55632	1.03983	0.32356	0.42949	0.13754	0	0.00227	0.05705	0.09477	0.00091
Healthy	32.40804	23.89752	0	3.06576	0.83888	0	0	0.38816	0	0	23.48085	0	3.06576	0	0	0	0.10872	0	0	0
Healthy	16.0348	3.44222	0.01464	0.15684	0.90828	0	0	0	0.07191	0.10776	17.9239	0.01464	0.15684	0.52483	0.53037	0	1.66805	0.03517	0.07191	0.10776
Healthy	16.61181	5.97409	0.08398	0.13717	0.96762	0	0.04122	0.06753	0	0	19.14772	0.08398	0.13717	0.46669	0.78132	0	0.06119	0.00145	0	0
Healthy	39.22266	4.18776	0	0.05694	0	0	0	0	0.14308	0	22.3262	0	0.05694	0	0.01572	0	0.77041	0.0159	0.14308	0
Healthy	17.63998	3.45281	0	0.0242	0	0	0	0	0.14398	0	23.84768	0	0.0242	0	0.0906	0	0	0.00973	0.14398	0
Healthy	25.3889	4.81762	0.00258	0.1847	0.84881	0	0	0.03171	0	0	18.78117	0.00258	0.1847	2.24353	0.88634	0	0.00437	0	0	0
Healthy	64.61502	0.65033	0.02073	0	0	0	0.89343	0	0.00901	0.00547	9.16596	0.02073	0	0	0.14198	0	0.14615	0.01493	0.00901	0.00547
Healthy	4.75775	12.78086	0.03258	4.28902	0	0	0	0.03536	0	0.01966	3.89057	0.03258	4.28902	0	0	0	0	0	0	0.01966
Healthy	1.51245	0	1.57685	0	0	0	0	0	0	0	45.0127	1.57685	0	4.40276	0.03054	0	0.46942	0	0	0
D014607	55.81171	8.74055	0.46734	0.70534	1.98423	0	0.01802	0.03951	0	0.02552	17.56051	0.46734	0.70534	0	0	0	0.12095	0	0	0.02552
Healthy	62.15806	6.80541	4.39963	0	0	0	0	0.01148	0	0	1.5051	4.39963	0	0	0.42969	0	0.0042	0	0	0
Healthy	54.87052	2.18733	0	0.12471	0.87459	0	0	0	0	0	8.99905	0	0.12471	0	0.09369	0	0	0	0	0
Healthy	63.50656	2.46298	0	0.44661	1.05089	0	0	0.1446	0.05596	0	10.98777	0	0.44661	0	0.10928	0	0.94829	0.02784	0.05596	0
Healthy	52.46213	7.14329	0	0.1558	0.0049	0	0	0.06551	0	0	14.73322	0	0.1558	0	0	0	0.08738	0	0	0
Healthy	13.1383	18.59734	0.845	1.79597	2.60867	0	0	0.08215	0	0	5.57253	0.845	1.79597	0	0	0	0.0094	0.01333	0	0
Healthy	51.81624	7.26593	0	0.17127	0	0	0.01877	0.09886	0	0	14.8852	0	0.17127	0	0	0	0.07152	0	0	0
Healthy	29.52754	1.03837	0	0	0	0	0	0	0	0	12.57695	0	0	0	0	0	0.53864	0	0	0
Healthy	52.57727	0.59408	0.90698	0.16971	0.73666	0	0	0.0314	0	0.06711	8.16923	0.90698	0.16971	0	2.2437	0	0.0784	0	0	0.06711
Healthy	44.16475	9.6433	0.06475	0.1208	0.49501	0	0	0.00374	0.09233	0.09292	5.73369	0.06475	0.1208	0	2.63354	0	0.25087	0.01053	0.09233	0.09292
Healthy	36.63174	5.32693	0	0.82936	0.94188	10.4674	0	0.28677	0	0	13.48075	0	0.82936	0.24689	0	10.4674	2.97139	0	0	0
Healthy	35.66659	1.24532	0	0	0	0	0	0	0.4633	0	39.25469	0	0	0	0.13186	0	0.86816	0.02277	0.4633	0
Healthy	31.99482	2.57232	0	0.0688	0.00942	3.28395	0	0.83945	0	0.62216	24.01902	0	0.0688	0.34901	7.84997	3.28395	0.66128	0	0	0.62216
Healthy	22.13223	1.96047	0.17601	0.02359	1.03091	0	0	0.07127	0.06957	6.91246	11.15036	0.17601	0.02359	0	7.3772	0	0	0.30902	0.06957	6.91246
Healthy	49.73581	2.62014	1.07164	0.21909	0	0	0	0.17596	0	0	0.8796	1.07164	0.21909	0	0	0	0.34375	0	0	0
Healthy	10.71603	7.81565	0.199	0.03236	0	0	0	0	1.30157	0	42.38459	0.199	0.03236	0.0461	0.16327	0	0.1783	0.10557	1.30157	0
Healthy	10.23407	0.92364	0	0	0	0	0	0	0	0.03451	30.88416	0	0	0	0	0	0	0	0	0.03451
Healthy	23.00345	0.64279	2.26417	0	0	1.48313	0	0	0	0	23.28223	2.26417	0	0	8.42778	1.48313	3.29173	0	0	0
Healthy	73.63874	0.08951	0.49002	1.46097	0.64711	0	0	0.00172	0.01412	0	13.88409	0.49002	1.46097	0	0.00285	0	0.716	0	0.01412	0
D014607	54.41506	8.55697	1.1704	0.24031	0	0	0	0	0.00717	0	1.15832	1.1704	0.24031	0	0	0	0	1.8177	0.00717	0
Healthy	49.07497	4.69022	0	0	0	0	0	0	0	0	9.83615	0	0	0.9037	0	0	4.86269	0	0	0
Healthy	13.6263	17.34385	0.12224	0.10551	0	0	0	1.64579	0	0	1.53203	0.12224	0.10551	0	0	0	0	0	0	0
Healthy	0.08708	0	0.05997	0	0	0	0	0	0.03974	0	0.04122	0.05997	0	0	6.76795	0	0	0.00384	0.03974	0
Healthy	11.04415	14.23186	0.37326	0.09326	0	0	0	0	0.08778	0	11.81004	0.37326	0.09326	10.5082	0.12448	0	3.05684	0	0.08778	0
Healthy	30.46151	10.76271	0.24768	0.69499	1.45629	0	0	0.04827	0.02794	0.04576	13.91273	0.24768	0.69499	0	0.17218	0	0.03629	0.10926	0.02794	0.04576
Healthy	16.24376	1.36254	0	0	0	0	0	0	0.03494	0	56.78264	0	0	0	0.40843	0	0	0	0.03494	0
Healthy	41.78209	7.24866	1.25009	0.0499	0.8931	0	0	0.00563	0.05258	0	21.70843	1.25009	0.0499	0	0	0	0.0524	0.00129	0.05258	0
Healthy	38.4079	9.84008	0.01346	0.35921	2.2719	0	0	0.02711	0.13994	0	20.96011	0.01346	0.35921	0.13359	0.09486	0	0.04965	0.07158	0.13994	0
Healthy	18.71812	1.39626	0.02953	0.06682	0.34304	0	0	0.00245	0	0.19816	33.01383	0.02953	0.06682	0	1.08709	0	0.01132	0	0	0.19816
Healthy	5.7774	0.00422	22.9827	0.28985	0	0.03189	0	0.06608	0.00481	6.13596	0.245	22.9827	0.28985	0	0.052	0.03189	0	0	0.00481	6.13596
Healthy	21.61554	4.44809	0.03113	0.09245	0.68754	0	0	0.02316	0.01226	0	49.45111	0.03113	0.09245	0	0.10975	0	0.67343	0	0.01226	0
Healthy	62.20414	8.84562	0	0.03641	0	0	0	0.28054	0	0	0.75852	0	0.03641	0.61379	0	0	0	0	0	0
Healthy	41.8523	0.67117	0.08494	0.01766	0.42204	0	0.96174	0.04022	0.00908	0	16.20866	0.08494	0.01766	0	0.00268	0	0.00996	0	0.00908	0
Healthy	11.66254	0	0	0	0	9.77338	0	0	0	0.43582	17.52132	0	0	11.4758	0.05448	9.77338	1.5796	0	0	0.43582
Healthy	22.44762	3.63055	0.02279	0.04709	1.50238	0	0	0.21895	0	0.01289	23.4526	0.02279	0.04709	0.22246	0.25593	0	0.09218	0	0	0.01289
D014607	88.60927	0.95349	4.89584	0.05117	0	0	0	0.09921	0.24143	0	0.31584	4.89584	0.05117	0	0	0	0	0.00871	0.24143	0
Healthy	24.66887	14.34263	0	5.85099	0	0.84447	0	0	2.1791	0	28.87652	0	5.85099	0	0.44908	0.84447	0.03829	0.04891	2.1791	0
Healthy	29.22655	5.59731	0	0.03747	1.51671	0	0	0	0.01748	0	23.75908	0	0.03747	0.64188	2.99903	0	0.42559	0.17018	0.01748	0
Healthy	48.23655	3.82441	0	0.55204	0.03168	0	0	0.02458	0	0	17.96831	0	0.55204	0	0.11226	0	0.16815	0	0	0
Healthy	19.35887	0.07619	0.06668	0.06492	1.25211	4.11684	0	0	0	0.00368	22.61631	0.06668	0.06492	3.66315	0.85461	4.11684	9.20237	0	0	0.00368
Healthy	34.38823	29.92534	0.22896	0	1.94844	0	0	0.02244	0.22418	0	2.04266	0.22896	0	0	0.03919	0	0	0.13528	0.22418	0
Healthy	49.4338	0	0	0	0	0	0	0	0	0	22.9828	0	0	0	0	0	0	0	0	0
Healthy	55.20952	2.11287	0	6.04214	1.09822	0	0	0	0	0	5.34763	0	6.04214	0	0.58068	0	0	0	0	0
Healthy	62.65449	14.96093	0	0.24438	0	0	0	0	0	0	0.90802	0	0.24438	0	0	0	0.00818	0	0	0
Healthy	37.56649	35.61633	0.0787	0.34962	2.35553	0	0	0.06013	0.01841	0	3.45998	0.0787	0.34962	0	0	0	0	0	0.01841	0
Healthy	9.6808	0	0.49882	0	0	0	0	0	0	0	3.83	0.49882	0	0	0.28523	0	0.21008	0.31793	0	0
D014607	62.54774	30.09953	0.27085	0	0.21867	0	0	0	0	0	0.28197	0.27085	0	0	0	0	0	0	0	0
Healthy	5.49265	0.29946	39.45582	0.62589	1.05194	0	0	0.00245	0.07814	0.07195	9.77077	39.45582	0.62589	2.878	0.3206	0	0.23457	0.11584	0.07814	0.07195
Healthy	18.14385	1.8017	0	0	0	1.53777	0	0	0	0	27.95244	0	0	0.50663	0.02928	1.53777	1.37327	0	0	0
Healthy	40.97356	16.18908	0	0.01775	0.02405	0	0	0.02608	0.04967	0	2.01068	0	0.01775	0	0.00501	0	0	0	0.04967	0
Healthy	18.98348	0.93099	0	0.003	0.4877	0	0	0	0	0	54.94439	0	0.003	0	0	0	0	0.00321	0	0
Healthy	10.17921	0	0	0	0	0.81248	0	0	0	0	12.64951	0	0	5.91318	0.06909	0.81248	0.01721	0	0	0
Healthy	54.01305	17.36996	0.45621	0.19577	2.76135	0	0	0	0.10996	0	1.43021	0.45621	0.19577	0	0.06685	0	0	0.1539	0.10996	0
Healthy	5.15364	4.0469	0	0.05413	0.33035	0	0	0.07456	0	0.18967	23.58926	0	0.05413	0.22609	0.20074	0	0.29611	0	0	0.18967
Healthy	23.53992	16.30107	0	0.12954	0.71157	0	0	0.04505	0	0	3.06471	0	0.12954	0	0.01177	0	0	0	0	0
Healthy	60.49111	16.26055	0	0	0	0	0	0	0	0	4.85192	0	0	0	0	0	0	0	0	0
Healthy	11.19018	4.45441	0.14638	1.73015	0.87997	0	0	0	0.00806	0	51.74343	0.14638	1.73015	0.20727	0.00625	0	0.01373	0	0.00806	0
Healthy	12.79418	0.59627	0	0	0.24477	0	0	0	0	0.35994	39.16761	0	0	0	0.36691	0	0.00051	0.00354	0	0.35994
Healthy	27.68799	0.98607	0.06778	0.44904	1.11273	0	0	0	0.02187	0	45.96371	0.06778	0.44904	0.80213	0.41762	0	0.83436	0	0.02187	0
Healthy	63.56819	13.74501	0	0.29186	0	0	0	0	0	0	0.92453	0	0.29186	0	0	0	0	0	0	0
Healthy	8.93194	5.6534	0	0.15947	0.81027	0	0	0.071	0	0.05913	18.57244	0	0.15947	2.68708	0.22564	0	0.08649	0	0	0.05913
Healthy	3.34927	0.29604	15.20499	0.02173	0	0	0	0.00949	0	0.01168	35.70922	15.20499	0.02173	0	1.48226	0	0.07673	0.01062	0	0.01168
Healthy	20.7861	5.10916	1.76217	0.05485	0	0.20651	0	0	0.06386	0.0058	40.13242	1.76217	0.05485	0.03732	0.89605	0.20651	0.31491	0.873	0.06386	0.0058
Healthy	4.70662	0.35089	0.02017	0.01227	0	9.11108	0	0.05451	0	0	56.89302	0.02017	0.01227	4.11402	0	9.11108	0.98424	0	0	0
Healthy	46.47109	15.59902	0.11397	0.2765	0.78979	0	0	0.06774	0	0	5.48392	0.11397	0.2765	0.05697	0	0	0	0	0	0
Healthy	38.78031	0	0	0	0	0	0	0	0	0	32.31532	0	0	0	0	0	0	0	0	0
Healthy	0	0	64.1016	0	0	0	0	0	0.0069	0	0	64.1016	0	0	0.24208	0	0	26.2149	0.0069	0
Healthy	8.71197	5.40056	0.32461	0.16505	0.82828	0	0	0.15293	0.0418	0	31.42424	0.32461	0.16505	0	0.7381	0	0.00724	0.0599	0.0418	0
D014607	43.61017	11.32664	0.27014	0.39709	2.31612	0	0	1.90524	0	0.02518	8.0176	0.27014	0.39709	0	0.00558	0	0	0	0	0.02518
Healthy	15.00484	4.93607	0.0011	0.68787	0.88474	2.10345	1.65081	0.12175	0.08152	0	41.7028	0.0011	0.68787	0.08659	0.18346	2.10345	0.07794	0.02606	0.08152	0
Healthy	55.46715	6.75354	0.17471	0.0466	1.26654	0	0	1.68288	0	0	1.18477	0.17471	0.0466	0.06375	0	0	0	0	0	0
Healthy	16.57932	1.77192	0.02813	0.09442	0.60966	3.12644	0	0.00335	0	0.024	46.59024	0.02813	0.09442	0.58978	0.04093	3.12644	0.12339	0	0	0.024
Healthy	42.59094	0.76052	0.05512	0.03351	0	2.89996	0	0.00334	0.14442	0	36.96435	0.05512	0.03351	0	0.05439	2.89996	0.02557	0.00193	0.14442	0
Healthy	31.51518	10.80996	0.86796	3.29607	0.95375	1.57201	0	0.02861	0	0	16.31647	0.86796	3.29607	1.38448	0	1.57201	0	0	0	0
Healthy	48.26498	2.04373	0	0.08676	0	0	0	0	0.07228	0	16.79689	0	0.08676	0	0	0	0.54766	0	0.07228	0
Healthy	20.99078	0.39852	0.34944	0.71372	0	0	0	0	2.348	0.00571	31.05377	0.34944	0.71372	0	3.0403	0	0.0271	0.20105	2.348	0.00571
Healthy	0.25511	0	0.02269	0	0	0	0	0	0	0	47.35669	0.02269	0	0	0.62491	0	0	0	0	0
Healthy	32.1362	1.27724	0	0	0	0	0	0	0	0	17.43485	0	0	0	0	0	0	0	0	0
Healthy	24.62845	0.56838	0	0	0	0	0	0	0	0	29.86637	0	0	0	0	0	0	0	0	0
Healthy	78.17398	2.62631	0.00724	0.00465	0.37925	0	1.0944	0	0.04622	0	4.49158	0.00724	0.00465	0	0.01624	0	0	0.01323	0.04622	0
Healthy	7.98446	1.73704	0	0	0	0	0	0	0	0	56.31005	0	0	0	0	0	0	0	0	0
Healthy	48.36602	22.74194	0	0.66392	1.34472	0	0	0.03819	0.00193	0	1.6962	0	0.66392	0	0	0	0.00204	0	0.00193	0
Healthy	27.9883	0.57422	0	0.02764	2.90264	0	0	0	0	0	33.11335	0	0.02764	0.07658	0.04975	0	0	0	0	0
Healthy	15.33673	21.47319	0.45166	0.05766	0.53494	0.0772	0	0.69686	0	0	0.59844	0.45166	0.05766	0	0.08361	0.0772	0.44679	0	0	0
Healthy	61.00508	0.00028	0.83784	2.4723	0	0	0	0	0.11673	0.01293	4.33428	0.83784	2.4723	0	0.00321	0	0.41495	0.8811	0.11673	0.01293
Healthy	92.23703	0	4.7802	0	0	0	0	0	0	0	0.75738	4.7802	0	0	0	0	0	0	0	0
Healthy	35.44909	11.38891	1.89855	0.25344	0	0	0	0.07373	0	0	2.61056	1.89855	0.25344	0	0	0	0	0	0	0
Healthy	19.48455	8.02347	0.20269	0.03209	0	0	0	0.01216	0	0	6.14998	0.20269	0.03209	0	0.00309	0	0	0	0	0
Healthy	20.49155	0	0	0.05391	0	0	0	0	0	0	47.55484	0	0.05391	0	0	0	2.24055	0	0	0
Healthy	19.66284	32.74948	0	1.04495	0.92383	0	0	0.37836	0	0	18.84165	0	1.04495	0	0	0	0.07472	0	0	0
Healthy	25.08572	1.53501	0	0.03758	0.14578	0	0	0.0025	0.01651	0	46.14859	0	0.03758	0	0.00574	0	0	0	0.01651	0
Healthy	19.5748	32.09908	0	1.1305	0	0	0	0.43856	0	0	20.12963	0	1.1305	0	0	0	0.05916	0	0	0
Healthy	52.67305	15.0344	0.07345	0.16779	0.54778	0	0	0	0	0	1.53952	0.07345	0.16779	0	0	0	0.02311	0	0	0
Healthy	41.57566	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41515	0	0.0884	0	0	0
Healthy	22.96139	4.95522	8.44249	0.02508	0.30826	0	0	0.31131	0	0	20.08926	8.44249	0.02508	0.58844	0.06425	0	0.63692	0	0	0
Healthy	20.63703	0.68148	0.85535	0.78518	0	1.51366	0	0	0	0	31.30048	0.85535	0.78518	0.39124	0	1.51366	0	0	0	0
Healthy	10.05144	0.69064	0.01393	1.36842	0	0.37257	0	0.04058	0.09157	0.01002	32.74164	0.01393	1.36842	0	1.04227	0.37257	0.00764	0.02653	0.09157	0.01002
Healthy	63.35315	3.14094	0.11128	0.13982	0.89787	0	0	0	0.82508	0	13.55256	0.11128	0.13982	0	0.34813	0	0.01282	0.05668	0.82508	0
Healthy	45.27429	2.06327	0	0.35837	0	5.67807	0	0	0	0	15.84558	0	0.35837	0	0	5.67807	2.60916	0	0	0
Healthy	44.95819	4.14641	0	0.02538	2.00901	0	0	0	0	0	15.20925	0	0.02538	0	0.03509	0	0.02174	0	0	0
Healthy	12.74763	3.35021	0.27974	0.04878	0.4276	0	0	0.05119	0	0.19118	32.72536	0.27974	0.04878	2.23143	4.25328	0	2.46128	0	0	0.19118
Healthy	23.71644	10.6109	9.24227	0.18456	1.72061	0	0	0.1071	0.00066	0	6.434	9.24227	0.18456	0	0.00984	0	0.00492	0	0.00066	0
Healthy	42.70307	3.78084	0.09412	1.57033	1.8616	0	0	0	0	0	16.2186	0.09412	1.57033	0.09898	0.02895	0	1.08905	0.09972	0	0
Healthy	55.09743	3.42998	0.26577	0.29357	0.72295	3.59974	0	0.07184	0	0	15.49266	0.26577	0.29357	0	0.0072	3.59974	0.00797	0	0	0
Healthy	28.42015	3.90807	0.16894	0.44869	1.7115	0	0	0.04541	0	0	28.30473	0.16894	0.44869	0	0.02182	0	0.64678	0	0	0
Healthy	85.76701	0	0.50431	0.12559	0	0	0	0	0	0	1.3533	0.50431	0.12559	0	0.22118	0	0.0216	0.02426	0	0
Healthy	46.31599	0	2.7113	0.09109	0	0	0	0.01862	0	0	11.89373	2.7113	0.09109	0	0.06968	0	0	0	0	0
Healthy	8.06714	0.41317	0	0.00529	0	0	0	0	0	0.15422	29.00896	0	0.00529	1.22198	5.24183	0	0.03688	0.04421	0	0.15422
D014607	86.9414	0.83636	0.06416	0	0.01806	3.76478	0	0	0	0	0.69887	0.06416	0	0	0.01092	3.76478	0	0	0	0
Healthy	54.64931	8.26819	0.09102	0.26517	1.01069	0	0	0.16199	0	0	4.70886	0.09102	0.26517	0	0	0	0.01914	0	0	0
Healthy	18.01873	2.10931	0	0	0	1.0375	0	0	0	0	10.20658	0	0	13.0073	0	1.0375	0.58038	0	0	0
Healthy	50.44765	2.57434	1.05461	0.29922	0	0	0	0.14537	0	0	0.83373	1.05461	0.29922	0	0	0	0.30796	0	0	0
Healthy	17.39672	8.01488	0.23061	0.00556	1.71172	0	0	0.02951	0	0	13.53684	0.23061	0.00556	0	0.0972	0	0.06007	0.02116	0	0
Healthy	30.902	0.55528	0	3.78623	0	0	0	0	2.16006	0	20.13988	0	3.78623	0	3.18989	0	0.00777	0.03773	2.16006	0
Healthy	64.47198	9.17578	1.35434	0	2.08515	0	0	0.01432	0.03576	0	5.08711	1.35434	0	0	0.25922	0	1.45169	0	0.03576	0
Healthy	54.58879	8.63741	0.06567	0.25451	1.08356	0	0	0.15014	0	0	4.75776	0.06567	0.25451	0	0	0	0.00759	0	0	0
Healthy	54.1138	6.68064	0.06423	0.0309	1.21867	0	0	1.83113	0	0	1.0296	0.06423	0.0309	0.05847	0	0	0	0	0	0
Healthy	39.55514	0	0	0	0	0.46187	0	0	0.91966	0	39.45841	0	0	0.09805	0.79898	0.46187	0.63719	0	0.91966	0
Healthy	27.25262	17.23457	0	0.45707	1.22724	0	0	0.56485	0	0	4.85705	0	0.45707	0	0	0	0	0.45553	0	0
Healthy	7.35251	7.13917	0.07982	0.20182	0.82319	0	0	0.16248	0	0.45944	9.0824	0.07982	0.20182	0	3.92209	0	0.03386	0.00111	0	0.45944
Healthy	8.99422	1.23185	10.5558	0.30039	0	0	0	0.69191	0	0	1.01254	10.5558	0.30039	0	0	0	0.15544	0	0	0
D014607	67.6597	9.02299	0.13918	0.59171	1.91791	4.57297	0.27001	0.14437	0.33482	0.00295	5.02675	0.13918	0.59171	0	0.04115	4.57297	0.01352	0.21222	0.33482	0.00295
Healthy	24.64582	5.7137	0.64566	0.74605	2.1891	0	1.1831	0.30363	0.09412	0	5.06038	0.64566	0.74605	0.22484	0	0	0.25868	0.00609	0.09412	0
Healthy	40.4185	17.79623	0	2.3087	0.79433	0.2403	0	0	0.75647	0	7.45482	0	2.3087	0	0.36713	0.2403	0.04078	0.11838	0.75647	0
Healthy	48.0867	0.01958	0.41483	0.04616	0	0	0	0	0.29528	0	39.1358	0.41483	0.04616	0	0.03666	0	0.04801	0.04963	0.29528	0
Healthy	21.30606	7.03042	0	0	0	2.589	0	0.74315	0	0	6.43677	0	0	2.32247	0.10733	2.589	0.24461	0	0	0
Healthy	31.42897	24.24658	0	3.11276	0.8409	0	0	0.54517	0	0	23.89813	0	3.11276	0	0	0	0.07602	0	0	0
Healthy	26.52604	5.36744	0	5.74877	0.84683	1.11523	0	0.16419	0.48923	0	15.61761	0	5.74877	0.61693	0.0173	1.11523	0	0	0.48923	0
Healthy	64.29251	2.17453	0	0.77799	0	0	0	0	0.06918	0	0.35796	0	0.77799	0	0	0	0.00129	0	0.06918	0
Healthy	7.44438	1.95839	0.75057	0.07271	0.59595	0	0	0.03822	0	0.18254	34.07471	0.75057	0.07271	2.47832	0.78396	0	0.02233	0	0	0.18254
Healthy	12.34935	4.59278	0.31592	0	0	0	0.68748	0	0	0	18.57003	0.31592	0	1.2636	0	0	1.08547	0	0	0
Healthy	15.33509	21.47757	0.44133	0.0368	0.52557	0.05697	0	0.68415	0	0	0.65747	0.44133	0.0368	0	0.07088	0.05697	0.54003	0	0	0
Healthy	77.75445	1.08086	0	0.06033	0	0	0	0	0	0	8.47756	0	0.06033	0	0	0	0	0	0	0
D014607	90.38274	0.23585	5.61702	0.08291	0	0	0	0	0	0.00038	0.63708	5.61702	0.08291	0	0	0	0	0.002	0	0.00038
Healthy	49.13067	2.92822	0	0.09105	0	0	0	0	0.08575	0	27.67521	0	0.09105	0	0.07214	0	0	0	0.08575	0
Healthy	0	31.9633	0	0	0	0	0	0	0	0	2.28081	0	0	0	0	0	0	0	0	0
Healthy	16.91623	9.14666	12.8824	0.94112	2.15371	0.00343	0	0.23795	0	0.02736	6.15423	12.8824	0.94112	0.95618	0	0.00343	0.46944	0.02826	0	0.02736
Healthy	37.95172	0	0	0	0	0	0	0	0	0	31.88283	0	0	0	0	0	0	0	0	0
D014607	64.71752	4.98077	1.30159	7.25833	0.48561	0	0.02758	0.44754	0.13575	0	7.18384	1.30159	7.25833	0	0	0	0.0067	0.07671	0.13575	0
Healthy	32.17151	1.93278	0	0.84802	0	0	0	0	0	0	40.74592	0	0.84802	0.42282	0.13581	0	0.50488	0	0	0
Healthy	47.97273	0.01439	0.05833	0.00263	0	0	0	0	1.51351	0	24.1807	0.05833	0.00263	0	0.17814	0	0.03163	0.08221	1.51351	0
Healthy	21.33657	1.57804	0	1.01535	0.67098	2.52787	0	0	1.41592	0	56.28629	0	1.01535	0	1.90487	2.52787	0.24573	0.07227	1.41592	0
Healthy	16.60376	3.58072	0.00891	0.02177	0.50089	0	0	0.00573	0	0	47.72142	0.00891	0.02177	0	0.00714	0	0.00359	0.00511	0	0
Healthy	3.21568	0.2615	15.69949	0.02736	0	0	0	0.00319	0	0.01165	35.33078	15.69949	0.02736	0	1.47288	0	0.0691	0.00923	0	0.01165
Healthy	20.1324	1.57157	0.25258	0.90539	1.64729	11.3824	0	0	0.20925	0	9.86027	0.25258	0.90539	1.22427	0.1933	11.3824	1.82914	0.02153	0.20925	0
Healthy	29.87602	4.87749	0	0.28073	0	0	0	0.14185	0	0	4.48437	0	0.28073	0	0	0	0.19751	0.01505	0	0
Healthy	24.85947	0.68259	0	0	0	1.86364	0	0	0	0	32.93119	0	0	2.86015	0	1.86364	6.09948	0.02504	0	0
Healthy	16.09894	26.43092	0	0	0	0	0	0	0	0	6.24613	0	0	0	0	0	0	0	0	0
Healthy	38.0037	4.52549	0	0.04496	0.93483	0	0	0	0.06424	0	11.46942	0	0.04496	0	0	0	0.44993	0	0.06424	0
Healthy	23.0419	4.09831	0	1.14509	1.11139	0	1.58555	0.04985	0	0	27.45418	0	1.14509	0	0	0	0.27834	0	0	0
Healthy	23.39922	3.55886	0	0	0.65528	2.71736	0.27573	0	0.18245	0.06363	40.95522	0	0	0	1.50373	2.71736	1.91668	0.10558	0.18245	0.06363
Healthy	41.11869	1.34514	0	0	0	2.56206	0	0	0	0	35.43431	0	0	0	0	2.56206	0.99592	0	0	0
Healthy	67.14626	0	1.16767	0	0	0	0	0	0	0	2.52066	1.16767	0	0	0	0	0	0.89451	0	0
Healthy	21.92394	0.21064	0	0.08956	0	3.52234	0	0	0.01245	0.0005	21.6788	0	0.08956	2.05034	0.28609	3.52234	3.40634	0	0.01245	0.0005
Healthy	85.69532	0	0.35884	0.08192	0	0	0	0	0	0	1.06159	0.35884	0.08192	0	0.23984	0	0.0329	0.01425	0	0
Healthy	34.66937	15.12645	0.16451	0.08956	0.94095	0	0	0.0863	0	0	6.13728	0.16451	0.08956	0.19165	0.2488	0	0.00981	0	0	0
Healthy	23.32263	15.65525	0	0.13231	0.6595	0	0	0.02729	0	0	1.26694	0	0.13231	0	0.02661	0	0	0	0	0
Healthy	8.18515	1.89205	0	0.27376	0	0	0	0	0.01303	0	33.8383	0	0.27376	0	5.24658	0	0.1098	0	0.01303	0
Healthy	67.13676	0	0.00608	0	0	0	0	0	0	0.01315	10.41085	0.00608	0	0	0.15621	0	0.82935	0	0	0.01315
Healthy	0.43813	0	80.18885	0.01465	0	0	0	0	0.05287	0	4.29397	80.18885	0.01465	0	0.36095	0	0.54115	0.04837	0.05287	0
Healthy	67.1886	0	0.95903	0	0	0	0	0	0	0	2.32638	0.95903	0	0	0	0	0	0.83326	0	0
Healthy	4.73998	0.56397	0.01684	0.04409	0	10.17461	0	0.21362	0	0	54.15019	0.01684	0.04409	3.55074	0	10.17461	0.8583	0	0	0
Healthy	23.91484	15.09273	0	0.0823	0.70051	0	0	0.08082	0	0	1.07416	0	0.0823	0	0.02263	0	0	0	0	0
Healthy	56.15529	0	0	0.0795	0	2.31983	0	0	3.22162	0	25.94487	0	0.0795	0	0	2.31983	1.52302	1.51662	3.22162	0
Healthy	55.14266	1.73985	0	0.00619	1.39345	2.31731	0	0.00272	0	0	16.86365	0	0.00619	0	0	2.31731	1.326	0	0	0
Healthy	26.8547	0.56404	0.02795	0	0.63404	0	0	0	0.02809	0.13487	34.48028	0.02795	0	0	0.03198	0	0.00285	0.0141	0.02809	0.13487
Healthy	35.59778	20.14184	0	5.06943	0	0	0	0.15114	0.12055	0	21.36465	0	5.06943	0	0.08637	0	0.02901	0	0.12055	0
Healthy	26.67307	0.29378	0	0	0	0	0	0	2.72423	0	35.78451	0	0	7.62638	2.78531	0	0	1.97508	2.72423	0
Healthy	9.90596	37.20658	1.58131	0.04325	0	0	0	0	0	0	0.69045	1.58131	0.04325	0	0	0	0	0	0	0
Healthy	34.85203	20.13745	0	5.1546	0.85613	0	0	0.17345	0.07898	0	21.17164	0	5.1546	0	0.0692	0	0.02779	0.00266	0.07898	0
Healthy	41.56426	5.95835	11.9205	0.16571	1.30069	0	0	0.02461	0	0	2.02647	11.9205	0.16571	0	0.21068	0	0	0.7535	0	0
