group	Bacteroidaceae	Rikenellaceae	Enterobacteriaceae	Burkholderiaceae	Marinifilaceae	Acidaminococcaceae	Selenomonadaceae	Desulfovibrionaceae	Pasteurellaceae	Lactobacillaceae	Lachnospiraceae	Enterobacteriaceae	Burkholderiaceae	Methanobacteriaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae
Healthy	64.85874	1.17122	0	8.25565	1.34465	0	0	0	0	0	5.90049	0	8.25565	0	0.02759	0	0	0.07772	0	0
Healthy	52.34124	0	0.90631	0.22222	0	0	0	0	0	1.70391	2.86893	0.90631	0.22222	0	0.03018	0	0	0.14355	0	1.70391
Healthy	12.46353	0.95157	0.61485	1.93133	0.26832	0	1.04095	0.07592	0.47082	0.0027	21.7496	0.61485	1.93133	0	4.13754	0	0.00646	0.67738	0.47082	0.0027
D014607	38.7161	0.02829	5.44679	0	0	0.01342	0	0	0.01042	0	12.61131	5.44679	0	0	0.01563	0.01342	0.00826	0.3511	0.01042	0
Healthy	47.11987	0	19.9867	0.36994	0	0	0	0	0	0	2.63802	19.9867	0.36994	0	0.19648	0	0	0	0	0
Healthy	25.30975	0	3.67768	0.0198	0	0	0	0	3.74252	0	25.83558	3.67768	0.0198	0	8.28678	0	2.20147	0.35186	3.74252	0
Healthy	66.00967	0	0.76985	0	0	0	0	0	0	0	2.30564	0.76985	0	0	0	0	0	0.86547	0	0
Healthy	30.90546	0	0	0	0	0	0	0	0	6.36722	13.41057	0	0	0	19.73703	0	0	0	0	6.36722
Healthy	8.76992	1.17993	10.125	0.3202	0	0	0	0.65777	0	0	0.41769	10.125	0.3202	0	0.01016	0	0.14992	0	0	0
Healthy	61.45003	1.79179	0.0121	0.16599	1.16321	3.99758	0	0.00279	0	0.25173	11.2601	0.0121	0.16599	0	0	3.99758	0.17744	0	0	0.25173
Healthy	18.94927	10.47882	0	2.06661	0.945	0	0	0.3094	0	0	6.40302	0	2.06661	0	0.01018	0	0	0	0	0
Healthy	64.28886	12.78113	0.02754	0.19159	0	0	0	0	0	0	0.96434	0.02754	0.19159	0	0	0	0	0	0	0
Healthy	40.23851	20.54202	0	0.01458	0.95468	0	0	0.08835	0.04931	0	2.44223	0	0.01458	0	0.01296	0	0	0.01765	0.04931	0
Healthy	40.55081	15.8615	0	0.00203	0.02261	0	0	0.04016	0.03761	0	1.88028	0	0.00203	0	0	0	0	0	0.03761	0
Healthy	11.3419	19.84856	1.09099	0.12172	0	0	0	0.04587	0	0.13841	15.36724	1.09099	0.12172	0	1.56428	0	0.00478	0	0	0.13841
Healthy	26.28133	8.68764	0.09538	1.86301	0.69424	0	5.61274	0.06495	0	1.55332	14.46613	0.09538	1.86301	0	0.02031	0	0.05989	0.03285	0	1.55332
Healthy	30.62503	13.40952	3.78983	0.27995	1.33372	0	0	0.29698	0	0	13.36262	3.78983	0.27995	0	0	0	0	0	0	0
Healthy	13.56003	17.97362	0.04209	0.05661	0	0	0	1.38114	0	0	0.69612	0.04209	0.05661	0	0	0	0	0	0	0
Healthy	76.11309	0.60733	0	4.17376	0.8795	0	0	0	0.00667	0	1.75789	0	4.17376	0	0	0	0	0.00507	0.00667	0
Healthy	85.70265	0	0.36322	0.15078	0	0	0	0.00504	0	0	1.19321	0.36322	0.15078	0	0.21881	0	0.02812	0.03127	0	0
Healthy	28.26922	4.75221	0.12818	1.0763	0.93383	0	0	0.43764	0.02304	0	23.43506	0.12818	1.0763	0	0.42134	0	1.51881	0	0.02304	0
Healthy	37.34318	1.09727	0.04594	0	0.54604	0	0	0	0.04415	0.00728	22.17486	0.04594	0	0	0	0	0.00894	0.02208	0.04415	0.00728
D014607	29.6542	10.13256	2.08026	0.21108	0	0	0	0.07104	0.0151	0	21.26397	2.08026	0.21108	0	0	0	0.00171	0	0.0151	0
Healthy	73.6576	1.30629	1.53301	0.10557	0	0	0	0.10296	0	0	3.63734	1.53301	0.10557	0	0.11367	0	0.04149	0	0	0
Healthy	12.70233	2.20749	0.54592	0	0	0	0	0	0	0	28.59877	0.54592	0	1.08675	0.2947	0	0	0	0	0
D014607	85.06123	6.27831	0.22402	5.05325	0	0	0.06444	0.0212	0.00326	0.00044	0.45517	0.22402	5.05325	0	0	0	0	0	0.00326	0.00044
Healthy	18.28431	0.62473	0.12584	0.02318	0.80686	1.41985	0	0.00145	0	0	36.18644	0.12584	0.02318	0	0.0189	1.41985	0.90476	0	0	0
Healthy	55.0359	11.8109	0	0.1775	0.59148	0	0	0	0	0	5.29557	0	0.1775	0	0	0	0.268	0	0	0
Healthy	62.00959	2.68085	0.75869	0.10903	1.1062	0.02223	0	0.17763	0	0.72064	2.49414	0.75869	0.10903	0	0.97201	0.02223	0	0	0	0.72064
Healthy	48.81242	12.11739	0.01907	0.29865	0.86528	0	0	0.00148	0	0	1.25511	0.01907	0.29865	0	0.03075	0	0.0344	0	0	0
Healthy	38.48169	2.65871	0.02321	0	0	0	0	0	0	0	3.47848	0.02321	0	0	0	0	0.29861	0	0	0
Healthy	14.3961	9.53379	0	0.61386	0	1.1082	0	0.00423	0.48452	0	28.96229	0	0.61386	2.25756	0.01196	1.1082	0	0.01564	0.48452	0
Healthy	32.58154	4.2958	0	0.06137	0	0	0	0	0.06028	0	13.54137	0	0.06137	0	0.00805	0	0.28763	0.05151	0.06028	0
Healthy	35.84909	2.22267	0	4.16061	0.93246	0	0	0.019	0.0801	0.07419	17.25954	0	4.16061	0	0.98418	0	0.00944	0.13449	0.0801	0.07419
Healthy	12.6924	4.1472	0	0.68399	0.13974	0	0	0.07872	0.01108	0	14.11581	0	0.68399	0	0	0	1.03404	0.00037	0.01108	0
Healthy	45.23473	5.68245	0	0	0	0	0	0	0	0	27.05577	0	0	0	0	0	0	0	0	0
Healthy	14.18334	0	0	0	0	0	0	0	0	0	22.80186	0	0	0	1.0904	0	0	0.12907	0	0
Healthy	50.06666	3.08566	0.19376	0.66943	0.00716	0	4.38991	0.03033	0.1058	0	5.90693	0.19376	0.66943	0	0.31798	0	0.00028	0.01142	0.1058	0
Healthy	41.27258	0.99893	0.18688	0	0	0	0	0	0	0	10.72894	0.18688	0	3.01271	0	0	1.1188	0	0	0
Healthy	38.65586	2.49792	0	0	0	0	0	0	0	0	3.19691	0	0	0	0	0	0.27761	0	0	0
Healthy	28.63357	6.41798	22.1672	0.29426	0.89228	0	0	0.01624	0.01361	0.06055	7.07441	22.1672	0.29426	0	1.13887	0	1.97673	0.05636	0.01361	0.06055
Healthy	30.14582	0	3.18917	0	0	0	0	0	0	0.33265	4.0418	3.18917	0	0	30.09628	0	0	0	0	0.33265
Healthy	32.04341	10.88974	0	0	0	0	0	0	0	0	3.4899	0	0	0	0	0	0	0	0	0
Healthy	34.99766	20.79001	0	5.11519	0.86515	0	0	0.1832	0.10041	0	20.34868	0	5.11519	0	0.06107	0	0.02544	0	0.10041	0
Healthy	24.79339	0.39264	0.8376	0	0	0	0.00191	0.0021	0.7502	0	13.5242	0.8376	0	0	0.24984	0	0.10334	1.08332	0.7502	0
Healthy	14.4427	8.13197	0.1633	2.74871	0.43218	1.34773	0.06039	0.73306	0.01447	0.12748	24.25783	0.1633	2.74871	0.15552	0.18232	1.34773	0.03468	0	0.01447	0.12748
Healthy	50.17076	6.88282	0.18712	0.20062	0.6803	0	0	0.01711	0.12915	0	6.08834	0.18712	0.20062	0	0.29319	0	0.11697	0	0.12915	0
Healthy	55.80794	0.01248	0.10794	0.26726	0	4.72287	0	0	0.03387	0.07125	27.55006	0.10794	0.26726	0	0.10176	4.72287	0.10696	0.01432	0.03387	0.07125
Healthy	47.17054	0	0.00296	0	0	0	0	0	0	0	0	0.00296	0	0	0.18547	0	0.28593	0	0	0
Healthy	10.85985	5.10589	0	1.07478	1.03909	0	0	0.01904	0.01006	0	30.93704	0	1.07478	0.00862	1.57639	0	0.01306	0	0.01006	0
Healthy	59.55566	0	0	0	0	0	0	0	0	0	16.55109	0	0	0	0	0	0	0	0	0
Healthy	92.84776	0	4.36693	0	0	0	0	0	0	0	0.57635	4.36693	0	0	0.01707	0	0	0	0	0
D014607	83.83757	0.45853	1.42735	0	0	0.00433	0	0.00504	0	0	2.42132	1.42735	0	0	0.00145	0.00433	0	0.21333	0	0
Healthy	36.06962	11.75493	2.39681	0.34776	0	0	0	0.03509	0	0	2.45895	2.39681	0.34776	0	0	0	0	0	0	0
Healthy	66.88997	0	1.00535	0	0	0	0	0	0	0	2.29701	1.00535	0	0	0	0	0	0.84376	0	0
Healthy	14.0122	0.63972	0.26138	0.13267	0	0	0	0	1.03756	0	43.15563	0.26138	0.13267	0	5.65194	0	0.71584	0	1.03756	0
Healthy	39.08999	6.28127	11.8998	0.15783	1.46847	0	0	0.04396	0	0	2.0341	11.8998	0.15783	0	0.19721	0	0	0.706	0	0
Healthy	22.78948	9.49054	0	0.21671	0	0.11234	0	0.06786	0	0.0103	9.19371	0	0.21671	9.50394	0	0.11234	0	0	0	0.0103
Healthy	8.86346	1.29088	10.014	0.24068	0	0	0	0.67751	0	0	0.38403	10.014	0.24068	0	0.00193	0	0.17354	0	0	0
Healthy	4.75497	1.13591	9.5299	0	0	0	0.522	0.03683	0	7.365	20.64043	9.5299	0	3.57724	2.1127	0	3.2326	0	0	7.365
Healthy	42.84491	3.01217	0.15088	0.08205	0.55337	0	0	0.55645	0.05272	0	24.04584	0.15088	0.08205	0	0.21093	0	0.02231	0.01659	0.05272	0
Healthy	53.36578	7.11006	0	1.20495	0	0	0	0.01561	2.91034	0	13.2101	0	1.20495	0	0.23444	0	0	0.30352	2.91034	0
Healthy	75.60287	0.75766	0	4.329	0.8179	0	0	0	0.02984	0	1.67644	0	4.329	0	0	0	0	0.01559	0.02984	0
Healthy	20.53284	2.50732	0	0	0	0	0	0	0	0	40.39967	0	0	0	0.34528	0	0	0	0	0
Healthy	77.26842	8.12916	0	0.00552	0	0	0	0	0.03588	0	0.47202	0	0.00552	0	0	0	0	0.00573	0.03588	0
Healthy	91.9548	0	4.13304	0	0	0	0	0	0	0	0.65051	4.13304	0	0	0	0	0	0	0	0
Healthy	45.92573	14.31981	0	0.01735	1.91197	0	0	0.06554	0	0	8.96629	0	0.01735	0.02146	0.00288	0	0	0	0	0
Healthy	55.23312	8.53545	0.1421	0.23636	1.00333	0	0	0.11411	0	0	4.66288	0.1421	0.23636	0	0	0	0.02861	0	0	0
Healthy	4.43774	6.96709	0	0.08527	0.34834	1.57656	0.34643	0.17623	0	0	12.96484	0	0.08527	0	0	1.57656	0.05895	0	0	0
Healthy	17.70179	0	0	0	0	0	0	0	1.86419	0.08897	0	0	0	0	0.62219	0	0	0	1.86419	0.08897
Healthy	84.43985	0	0	0.30118	0	0	0	0	0	0	0	0	0.30118	0	0	0	0	0	0	0
Healthy	34.8843	3.16553	0	0.26164	0	0	0	0	0	0	11.56338	0	0.26164	0	0	0	0.09676	0	0	0
Healthy	18.03711	4.61532	0	0.11919	0	0.00966	0	0	0	1.4605	10.77031	0	0.11919	6.89201	0	0.00966	0	0	0	1.4605
Healthy	55.90911	12.02973	0	0.24045	0	0	0	0	0	0	4.74488	0	0.24045	0	0	0	0.2803	0	0	0
Healthy	16.85905	0.95685	1.84917	0.02352	1.17421	2.32279	0	0.05309	0	0.02885	27.7372	1.84917	0.02352	0.05766	9.2923	2.32279	5.17261	0.00304	0	0.02885
Healthy	0.27232	2.59906	0	0	0	0	0	0	0	0	1.93201	0	0	0	0	0	0	0	0	0
Healthy	30.82664	3.10749	0	1.29475	0	2.67787	0	0	1.57368	0.00116	26.41635	0	1.29475	0	0.23307	2.67787	0.00649	0.18084	1.57368	0.00116
Healthy	54.69375	0.00157	0.15972	0.00722	0	0.06406	0	0	0.07594	0	19.14214	0.15972	0.00722	0	0.1242	0.06406	0.00291	0.01603	0.07594	0
Healthy	24.71427	14.61982	0	5.87215	0	0.85476	0	0	2.26157	0	28.95117	0	5.87215	0	0.44134	0.85476	0.02612	0.05479	2.26157	0
Healthy	39.15026	3.23073	0	0.02424	0	0	0	0	1.63806	0	23.27727	0	0.02424	0	0.03109	0	0.30242	0	1.63806	0
Healthy	32.30265	13.71788	0.06461	1.39296	2.16538	0	0	0.19126	0.01736	0	6.6805	0.06461	1.39296	0.21375	0.0183	0	0	0.02014	0.01736	0
Healthy	6.13182	2.55531	77.2984	0	0	0	0	0	0	0.30556	1.69878	77.2984	0	0	2.27287	0	0.00061	0.70908	0	0.30556
Healthy	26.39883	0	0	0	0	0	0	0	0	0	13.96067	0	0	17.665	0	0	2.74118	0	0	0
Healthy	22.97043	2.38017	0	0	0.68181	2.37654	0.2124	0	0.15182	0.06093	44.45119	0	0	0	1.69472	2.37654	2.11912	0.10107	0.15182	0.06093
Healthy	47.23513	3.34875	0.00823	2.03547	0	0	0	0	0.00122	0	7.16031	0.00823	2.03547	0	0	0	0.00585	0.13844	0.00122	0
Healthy	49.54937	18.60375	0.4514	0.25185	2.98324	0	0	0	0.13338	0	1.54044	0.4514	0.25185	0	0.09687	0	0	0.14006	0.13338	0
Healthy	28.88519	4.40872	0.04173	0.00397	0.96774	0	0	0.02346	0.06391	0	33.51811	0.04173	0.00397	0	0.02305	0	0	0	0.06391	0
Healthy	52.91018	15.17791	0.05765	0.1336	0.60246	0	0	0	0	0	1.48738	0.05765	0.1336	0	0	0	0.02327	0	0	0
Healthy	2.35035	0	9.92646	0.15393	0	0	0	0	0	0	0.04822	9.92646	0.15393	0	1.40283	0	0	0	0	0
Healthy	32.85601	11.85176	0.06685	0.42497	2.10311	0	0	0.00159	0.04665	0.0074	13.11846	0.06685	0.42497	0	0.69858	0	0.29385	0.24884	0.04665	0.0074
Healthy	42.35973	0.07484	0	0.03817	0	0	0	0	0.86819	0	21.60129	0	0.03817	0	0	0	0.38366	0	0.86819	0
Healthy	11.61313	0	0	0	0	0	0	0	0	0	23.54448	0	0	0	1.01297	0	0	0.12248	0	0
Healthy	50.91938	2.74265	0	3.16701	0	0	0.6012	0	0	0	10.31941	0	3.16701	0	0.17742	0	0	0	0	0
Healthy	13.74561	0.45089	1.3884	0	0	0	0	0	0	0	20.52769	1.3884	0	0	2.7439	0	0.3619	0	0	0
Healthy	10.6792	1.86074	0	0.11625	0	0.28523	0	0	0.20335	0	17.58457	0	0.11625	1.33638	0.27861	0.28523	0.74657	0	0.20335	0
Healthy	32.5966	4.38452	0.37676	0.93434	2.15514	0	0	0.38467	0.07866	0	20.55581	0.37676	0.93434	0	0.37362	0	0.11645	0.03572	0.07866	0
Healthy	41.41169	6.81784	0	0.01494	2.13799	0	0	0.01957	0	0	14.16387	0	0.01494	0	0.00399	0	0.05151	0	0	0
Healthy	49.83387	2.623	1.00028	0.30854	0	0	0	0.11766	0	0	0.81264	1.00028	0.30854	0	0	0	0.33887	0	0	0
Healthy	31.13092	2.58798	0	0.05722	0.0066	3.25716	0	0.78752	0	0.60874	23.68743	0	0.05722	0.29786	7.93361	3.25716	0.61902	0	0	0.60874
Healthy	38.84589	4.79465	0	6.39631	1.42283	1.39311	0	0.00447	0.01139	0	19.90362	0	6.39631	0.6609	0	1.39311	0	0	0.01139	0
Healthy	53.30752	14.8888	0.01982	0.14096	0.59738	0	0	0	0	0	1.61093	0.01982	0.14096	0	0	0	0.03409	0	0	0
Healthy	54.78862	11.89123	0	0.11941	0.51777	0	0	0	0	0	5.1752	0	0.11941	0	0	0	0.29545	0	0	0
Healthy	48.81389	1.62947	0	0.61452	0	0	0	0	0	0	13.85288	0	0.61452	0	0	0	0	0	0	0
Healthy	50.2751	0	7.53919	0	0	0	0	0	0.01538	0.08794	0	7.53919	0	0	0.00795	0	0.02548	4.64447	0.01538	0.08794
Healthy	12.06082	16.83811	10.53786	2.13392	2.37228	0	0	0.01696	0.00868	0.00511	8.28516	10.53786	2.13392	0	0.18551	0	0.02936	0.02088	0.00868	0.00511
Healthy	46.22565	6.34043	0	1.42709	0	0	0	0	0	0	20.62588	0	1.42709	0	0	0	0.18937	0	0	0
Healthy	73.73789	0	0.221	0.03153	0	0	0	0.00758	0	0	1.72788	0.221	0.03153	0	0.01269	0	0.09325	1.09195	0	0
D014607	23.25289	0.01435	25.61386	0.00131	0	0	0	0	0.08676	0.00966	6.56626	25.61386	0.00131	0	0.07776	0	0.04313	0.00019	0.08676	0.00966
Healthy	70.65791	2.81952	0	0.36943	0	0	0	0	0.04127	0	0.45797	0	0.36943	0	0	0	0.00428	0	0.04127	0
Healthy	19.75469	12.45034	0.02829	0.04098	1.61701	0	0	0.67046	0	0	6.10625	0.02829	0.04098	0.03448	0	0	0	0	0	0
Healthy	67.06407	0	0.91502	0	0	0	0	0	0	0	2.60477	0.91502	0	0	0	0	0	0.80401	0	0
Healthy	34.71971	20.16489	0	5.3442	0	0	0	0.2095	0.09197	0	21.15606	0	5.3442	0	0.05492	0	0.01484	0.00272	0.09197	0
Healthy	73.63161	1.4978	1.48694	0.13223	0	0	0	0.1116	0	0	4.06038	1.48694	0.13223	0	0.07424	0	0.01711	0	0	0
Healthy	40.17864	1.76495	0.01004	2.20383	0.86367	0	0	0.01137	0.00111	0	12.34772	0.01004	2.20383	0.00211	0.1097	0	0.11758	0.04549	0.00111	0
Healthy	7.31907	0	0	0	0	0	0	0	0	0	25.41698	0	0	0.16863	2.05809	0	0	0	0	0
Healthy	17.16407	7.10169	0	0.0246	0	0	0	0	0	0	32.64568	0	0.0246	1.39634	2.13829	0	1.40381	0	0	0
Healthy	47.46587	1.11863	0.26705	0.41934	2.1314	0	0	0	0.05103	0	15.68244	0.26705	0.41934	0	0.04118	0	0.01402	0.0444	0.05103	0
Healthy	19.22216	9.9613	5.96187	0.11315	1.62899	0	0	0.50015	0	0	41.85287	5.96187	0.11315	0	0.00371	0	0.01084	0	0	0
Healthy	17.94314	3.73828	13.16383	0.00206	1.20655	2.55659	0	0.00589	0.01086	0.01837	32.09044	13.16383	0.00206	0	0.12256	2.55659	1.27661	0	0.01086	0.01837
Healthy	24.47287	2.54259	0	0	0	1.0336	0	0	0	0	48.7524	0	0	0.0917	0.16711	1.0336	1.77936	0	0	0
Healthy	14.9615	7.12823	0	2.00692	0	0	0	0	0	0	43.61226	0	2.00692	0.4225	0	0	1.16405	0	0	0
Healthy	60.21116	10.06608	0.11192	0.62357	1.74079	0	0	0.12417	0	0.03245	5.93259	0.11192	0.62357	0	0	0	0.0236	0	0	0.03245
Healthy	46.03059	13.94375	0	0.03262	1.84471	0	0	0.09285	0	0	9.28142	0	0.03262	0	0.00541	0	0	0.01319	0	0
Healthy	14.72384	0.61673	0	0	0	0	0	0	0	0	35.58038	0	0	0	3.03464	0	0	0	0	0
Healthy	65.74523	0	1.15375	0	0	0	0	0	0	0	2.52501	1.15375	0	0	0	0	0	0.82718	0	0
Healthy	85.13786	0	0.42786	0.09614	0	0	0	0	0	0	1.15002	0.42786	0.09614	0	0.24503	0	0.02447	0.0374	0	0
Healthy	38.52546	0.00671	0.09638	0.42103	0	0	0	0	1.60605	0.02662	33.95497	0.09638	0.42103	0	1.11136	0	0.59055	0.02371	1.60605	0.02662
Healthy	15.62342	21.27971	0.38936	0.04306	0.52245	0.09824	0	0.64934	0	0	0.63738	0.38936	0.04306	0	0.09968	0.09824	0.55308	0	0	0
Healthy	20.79256	2.68436	0.80866	1.84863	0	0	0	0	0	0	11.51499	0.80866	1.84863	0.45781	0	0	0	0	0	0
Healthy	18.9049	5.93957	0	1.47353	0	0	0	0.00668	0	0.17014	22.82702	0	1.47353	0	0.01117	0	0	0.09642	0	0.17014
Healthy	59.8763	0.68751	0	5.88561	0.91991	0	0	0	0.04569	0	2.44034	0	5.88561	0	0.04032	0	0	0	0.04569	0
Healthy	45.56877	0	3.07745	0.10274	0	0	0	0.02721	0	0	12.00207	3.07745	0.10274	0	0.08284	0	0	0	0	0
Healthy	8.68325	1.32347	0.14072	0	0	0.66471	0.70497	0	0.15453	0.53853	23.03604	0.14072	0	2.15523	0.38788	0.66471	0.82741	0.05711	0.15453	0.53853
Healthy	36.03327	11.34921	2.07969	0.37989	0	0	0	0.10091	0	0	2.48131	2.07969	0.37989	0	0	0	0	0	0	0
Healthy	12.29634	4.21711	2.75306	0	0	0	0	0	0	1.22869	27.02578	2.75306	0	0	0.17533	0	0	0	0	1.22869
Healthy	20.75551	2.48925	0	0.07436	0	0	0	0	0.09449	0	27.28254	0	0.07436	0.84261	0	0	0	0	0.09449	0
Healthy	19.68008	32.39951	0	1.16749	0.87473	0	0	0.43223	0	0	19.70649	0	1.16749	0	0	0	0.07539	0	0	0
Healthy	11.93753	0.1297	1.399	0	0	0	0	0	0	0	10.06013	1.399	0	0	0	0	0	0	0	0
Healthy	57.41781	0.59902	0.24188	0.01735	1.49106	1.24016	0	0	0.00616	0	7.84032	0.24188	0.01735	0	0	1.24016	0.16394	0.00896	0.00616	0
Healthy	18.9129	4.62077	1.8246	0.0221	0.90782	0	0	0.34193	0.24961	0	30.39926	1.8246	0.0221	0.14616	0.03603	0	0.0096	0.00432	0.24961	0
Healthy	59.55542	10.44264	0.05196	0.08897	1.56931	0.16495	0.75725	0.00306	0.0451	0	8.4705	0.05196	0.08897	0	0	0.16495	0	0	0.0451	0
Healthy	29.25989	1.1095	0	0	0	0	0	0	0	0	17.08991	0	0	0	0	0	0	0	0	0
Healthy	17.55206	3.49587	0	0.00845	0	0	0	0.0123	0	0	40.99906	0	0.00845	0	0.43477	0	0.00516	0.2024	0	0
Healthy	0.44312	0.20177	2.30231	0	0	0	0	0	0	0.25023	36.68818	2.30231	0	0	0.81432	0	0.00038	0	0	0.25023
Healthy	25.91495	0.5545	0	0.0026	0	0	0	0	0.85456	0	20.99256	0	0.0026	0	0	0	0.42747	0.00261	0.85456	0
Healthy	30.08043	0.96757	0	0	0	0	0	0	0	0	12.29415	0	0	0	0	0	0.52152	0	0	0
Healthy	15.70664	0.679	0	0.06878	0	0.22735	0	0	0	0	23.61941	0	0.06878	0	0	0.22735	0.59808	0	0	0
Healthy	0.21928	0.84002	0	0	0	0	0	0	0	0	2.21262	0	0	0	0	0	0	0	0	0
Healthy	15.76668	21.43944	0.5421	0.02185	0.52481	0.06436	0	0.69799	0	0	0.57429	0.5421	0.02185	0	0.08386	0.06436	0.55441	0	0	0
Healthy	30.57538	5.5923	0.03561	5.21258	0	0	0.03708	0.05916	0	0	17.65966	0.03561	5.21258	0	0	0	0	0	0	0
Healthy	8.83754	4.53821	19.4089	0	0	1.68488	0	0	0	0	5.33313	19.4089	0	0.19313	0.22417	1.68488	1.93521	0	0	0
Healthy	43.57307	4.42259	0	0	0.80964	5.18	0	0.19257	0	0.08878	18.82662	0	0	0	0.01233	5.18	0.30386	0	0	0.08878
Healthy	55.76659	11.74033	0	0.15717	0.50874	0	0	0	0	0	5.10605	0	0.15717	0	0	0	0.28005	0	0	0
Healthy	80.88058	0	0.58474	0	0	0	0	0	0.05764	0.07671	12.23176	0.58474	0	0	0.57378	0	0	0.08164	0.05764	0.07671
Healthy	69.74923	4.59773	0.3673	0.53882	0.62359	0.00354	0	0.00186	0.02853	0	9.23465	0.3673	0.53882	0	0.2874	0.00354	0.06866	0.01053	0.02853	0
Healthy	20.2027	2.74353	0	0.25355	0	0	0	0	0	0	35.46094	0	0.25355	0.2591	0	0	0	0	0	0
D014607	58.19694	15.1075	0.09225	0.31079	1.74438	0	0	0.08911	0	0	7.02202	0.09225	0.31079	0	0	0	0	0	0	0
Healthy	23.30888	5.63008	0.03	0.23757	0	3.13391	0	0.00321	0	0	22.1625	0.03	0.23757	0.55965	0.26246	3.13391	6.09462	0	0	0
Healthy	48.95995	13.77421	0	3.24403	2.36667	0	0	1.33117	0	0	3.72731	0	3.24403	0.01877	0.08932	0	0.05215	0	0	0
Healthy	41.04866	1.99266	0	0.19732	0	0	0	0	0.47582	0	17.81643	0	0.19732	0	0.03414	0	0	0	0.47582	0
Healthy	92.47901	0	4.53415	0	0	0	0	0	0	0	0.63088	4.53415	0	0	0	0	0	0	0	0
Healthy	50.04103	1.85374	0	4.74194	0	0	0.95765	0.07375	0	0	10.51845	0	4.74194	0	0	0	0	0	0	0
Healthy	53.89702	7.10713	0	1.10957	0	0	0	0	2.7571	0	13.35752	0	1.10957	0	0.20951	0	0	0.25366	2.7571	0
Healthy	17.18971	23.57475	0.12373	1.04682	0	10.5536	0	2.65193	0	0	0.97368	0.12373	1.04682	0	0	10.5536	0	0	0	0
Healthy	8.13754	6.76763	0	0.12538	0	0.21907	0	0	0	0.27204	13.71249	0	0.12538	35.1411	0.15438	0.21907	0	0	0	0.27204
Healthy	76.4727	1.34845	1.53536	0.11023	0	0	0	0.09632	0	0	3.42316	1.53536	0.11023	0	0.06726	0	0.03171	0	0	0
Healthy	34.35816	15.76797	0.20751	0.00381	0.90139	0	0	0.10935	0	0	5.991	0.20751	0.00381	0.20364	0.27211	0	0.00479	0	0	0
Healthy	11.28898	2.44939	1.17903	0.02597	0	1.09308	0	0.08277	0.83245	0.05158	45.26128	1.17903	0.02597	0.77591	1.68773	1.09308	0.00183	0.04534	0.83245	0.05158
Healthy	26.4724	1.98064	0	0.03603	0.14387	0	0	0	0	0	16.22241	0	0.03603	0	0.00069	0	0.30169	0	0	0
Healthy	46.5794	6.4052	0.23199	0.03172	0	0	0	0.02455	0.22578	0	31.60651	0.23199	0.03172	0	0	0	0	0	0.22578	0
Healthy	34.09888	21.84875	5.44491	1.42702	0	0	0	0.22609	0	0	1.37921	5.44491	1.42702	0	0	0	0	0	0	0
Healthy	24.78537	1.91814	0	0.03924	0	0	0	0	1.8414	0	19.00012	0	0.03924	0	0.55472	0	0.52873	0.70646	1.8414	0
Healthy	67.44375	0	1.20195	0	0	0	0	0	0	0	2.28573	1.20195	0	0	0	0	0	0.83577	0	0
Healthy	55.8719	1.10933	0.04182	0	0	0	0	0	0.80607	0	5.53462	0.04182	0	0	0	0	0	0.13291	0.80607	0
Healthy	45.96753	15.92806	0.22271	0.23241	0.79043	0	0	0.11614	0	0	5.55094	0.22271	0.23241	0.05586	0.00177	0	0	0	0	0
Healthy	33.20945	15.80305	0.05389	0.00574	0.97313	0	0	0.0717	0	0	5.87078	0.05389	0.00574	0.19256	0.20327	0	0.00951	0	0	0
Healthy	22.93571	0.35526	0	0.0336	0	0	0	0	0.846	0	31.25844	0	0.0336	0	0	0	0.42068	0.16394	0.846	0
Healthy	15.63581	4.59144	1.2167	0	0	0	0	0	0	0	22.10185	1.2167	0	3.32246	2.37151	0	0	0	0	0
Healthy	12.90064	0.727	0	0.22402	0	0	0	0	0	0	69.83677	0	0.22402	0.51583	0	0	0	0	0	0
Healthy	59.80829	1.95936	0	0.01662	1.72219	0	0	0	2.14854	0	9.86494	0	0.01662	0	0.21223	0	0.2238	0.57178	2.14854	0
Healthy	40.69162	20.31839	0	0.02925	0.99966	0	0	0.06204	0.04879	0	2.41508	0	0.02925	0	0.01202	0	0	0	0.04879	0
Healthy	29.84366	12.05245	3.60249	0.31371	1.33202	0	0	0.28287	0	0	13.47566	3.60249	0.31371	0	0	0	0	0	0	0
D014607	20.34149	19.62064	0.88191	0	4.16588	0	0	0.04369	0.16702	0.04193	5.374	0.88191	0	0	0.50554	0	0.03395	0.01548	0.16702	0.04193
Healthy	59.04823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D014607	39.736	34.1325	0.11418	0.04549	0.65783	0	0	0.04191	0	0	0.86476	0.11418	0.04549	0	0.05921	0	0	0.0088	0	0
Healthy	7.30625	0.76495	0	0.01271	0	0	0	0	0	0	23.52533	0	0.01271	2.26721	0	0	2.52225	0	0	0
Healthy	23.27902	24.67263	0.0051	0.06781	1.2675	0	0	0.64324	0	0	7.05512	0.0051	0.06781	0	0.01747	0	0.11142	0	0	0
