group	Agathobacter_rectalis	Butyrivibrio_A_crossotus	Phocaeicola_dorei	Barnesiella_intestinihominis	Methanobrevibacter_A_smithii_A	Roseburia_sp900552665	Anaerobutyricum_hallii_A	Anaerostipes_hadrus	Coprobacter_fastidiosus	Paraprevotella_clara	Barnesiella_intestinihominis	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Coprobacter_fastidiosus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	3.17786	54.7935	5.72936	0.70227	0.29465	2.55872	0.31453	0	0	0	0.70227	0.31453	0.09934	0	0	0	0.07709	0	0	0
Healthy	5.63099	0.81045	0.857039	0	0.0202934	0.0668825	0.0220083	0	0	0.00485898	0	0.0220083	0.0635955	0.0443025	0.00585936	0.00485898	0	0	0.000571645	0
D050177	3.24496	0	5.36457	3.11129	9.41928	1.12747	3.56193	0.29125	0	0	3.11129	3.56193	0.24138	0	0	0	1.67396	0	0	0
Healthy	3.58553	0	0	0	3.19148	0.33289	0.07717	0	0	0	0	0.07717	0.23566	0	0.23481	0	0	0	0	0
Healthy	0.11346	0	0.90951	0.27797	0.47427	0.00162	3.10326	0.06687	0.08908	0.15531	0.27797	3.10326	0.32119	0	0.07999	0.15531	0.13987	0.08908	0.02884	0.00575
Healthy	0	0	0.77688	0	0	1.4152	0.00404	0.01214	0	0	0	0.00404	0.00657	0	0.06123	0	0.0705	0	0	0.00084
Healthy	0.15777	0	2.16648	0	0	1.04406	1.30867	0.17033	0	0.34664	0	1.30867	1.56052	0	0.67123	0.34664	0.09378	0	0.03567	0.00257
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.17776	16.9893	0.39848	0.06255	0.04012	0.15632	0.096	0	0.03249	0.21366	0.06255	0.096	0.07162	0	0.03949	0.21366	0	0.03249	0.00835	0
Healthy	0.35927	0	1.12378	0.78442	0.0381	0.08833	0.06356	0.00139	0.22081	0	0.78442	0.06356	0.025	0	0.20152	0	0	0.22081	0	0
Healthy	0.57076	0	0.15922	3.92357	0.20911	0.26169	0	0	0	0	3.92357	0	0	0	0	0	0	0	0	0
Healthy	1.21622	0	10.3586	2.64856	0	0	0.38461	0	0	0	2.64856	0.38461	0	0	0	0	0	0	0	0
Healthy	0	0	1.31795	1.00049	3.03022	2.28681	2.68794	0.12673	1.08149	0	1.00049	2.68794	2.45565	0	0.32496	0	0.07471	1.08149	0	0
Healthy	7.17362	0	0.15472	0	0	0.55458	0.91173	0.08927	0.10227	0	0	0.91173	0.28495	0	0.35289	0	0.0402	0.10227	0	0
Healthy	0.00112	0	0.06046	0	0	0	0	0.30965	0	0	0	0	0.00273	0	0	0	1.10163	0	0	0.2241
Healthy	1.18206	0	0	2.85437	0	1.25047	0	0	0	0	2.85437	0	0.04592	2.23382	0	0	0	0	0	0
Healthy	9.7466	0	0	0	0	3.21408	0.50243	0	0	0	0	0.50243	0.00621	0.00022	0	0	0	0	0	0.00901
Healthy	0	0	0	0	0	0	0	1.12999	0	0	0	0	0.48498	0	0.14655	0	0	0	0	0.07054
D050177	3.81992	0	6.55207	3.53631	12.0206	2.00876	3.37029	0.53294	0	0.22133	3.53631	3.37029	0.63906	0	0.20256	0.22133	1.4368	0	0	0
Healthy	0.07039	0	0	2.80647	0	0.03147	0	0	0.11229	0	2.80647	0	0.05924	0	0.01161	0	0	0.11229	0	0
Healthy	0.01257	0	0	0	0	0	0	0	0	0	0	0	0	0	4.564	0	0	0	0	0
Healthy	3.74513	32.7991	0	0	0.09168	0.24821	0.0163	0	0	0	0	0.0163	0.27154	0	0.48937	0	0	0	0	0
Healthy	0.0367	0	0	0.28849	0	0	0	0	0	0.1325	0.28849	0	0	0	0	0.1325	0	0	0	0
Healthy	3.83749	0	2.10158	0.43508	0	3.74979	0.25558	0.11861	0	0	0.43508	0.25558	0.20452	0.05876	0.24833	0	0.04083	0	0	0.01212
Healthy	2.56004	20.3541	0	1.24423	0.9702	0.59001	0.44736	0.03519	0	0	1.24423	0.44736	0.49125	0.00588	0.28001	0	0.00886	0	0	0
Healthy	9.59166	0	0.63488	6.90105	0	1.3324	0.23719	0.06642	0	0.94028	6.90105	0.23719	0.20947	0	0.0283	0.94028	0.17998	0	0.10463	0
Healthy	0	0	0.47729	0.00037	0	0	0	0	0	0	0.00037	0	0	0	0	0	0	0	0	0
Healthy	3.53732	0	8.45802	3.34583	0.036	0.33366	0.05277	0	0.01218	0	3.34583	0.05277	0.02403	0	0.00645	0	0	0.01218	0	0
Healthy	12.4591	0	0.17558	0.28169	0	3.388	0.70717	0.11675	0	0	0.28169	0.70717	1.64084	0	1.47408	0	0.23621	0	0	0
Healthy	0.11861	0	0	0	0	1.66911	0	0	0	0	0	0	0.04768	0	0	0	0.04139	0	0	0.02431
Healthy	0.29049	0	3.33133	0.69353	0	0	0	0	0	4.4712	0.69353	0	0.01078	4.07315	0	4.4712	0	0	0.21606	0
Healthy	0	0	1.69258	2.43301	0	0	0	0	0	7.93357	2.43301	0	0.02708	0.25074	0.04649	7.93357	0	0	0.25064	0
Healthy	1.58593	0	0	0.2466	0	1.25552	8.84666	3.96024	0	0	0.2466	8.84666	2.17126	0	0.44284	0	0.99417	0	0	0
Healthy	0.26104	0	0	0	0	0	0.01584	0	0	0	0	0.01584	0.03711	0	0.00456	0	0	0	0	0.01686
Healthy	0	0	0	2.06313	0	0	0	0	0	0	2.06313	0	0	0	0	0	0	0	0	0.08423
Healthy	4.05971	0	0	0.48292	0	0.79559	0.31549	0	0	0	0.48292	0.31549	0.1464	0	0.23597	0	0	0	0	0
Healthy	0.20166	0	1.18967	0	0	0.12331	0.18786	0	0.20783	0	0	0.18786	0.22712	0	0.01328	0	0	0.20783	0	0
Healthy	0	0	0	0	0	0	0.00652	0	0	0	0	0.00652	0	0	0	0	0	0	0	0.00533
Healthy	2.51268	0	0.62701	0	0	0.55414	0.92233	0.071	0.07272	0	0	0.92233	0.63593	0	0.26538	0	0.05531	0.07272	0	0
Healthy	14.3602	0	18.4098	2.68541	0	1.21223	0.69686	0.0412	0	0	2.68541	0.69686	0.64475	0	0.19805	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	1.02229	0	0	0.32294	0.63373	0	1.02229	0	0	0.16934	0
Healthy	1.39571	0	0.02325	1.87395	0.03933	0.27194	0	0	0	0.07531	1.87395	0	0.02509	0.02302	0.02468	0.07531	0	0	0.00779	0
Healthy	0.08152	0	0	2.86128	0	0.01328	0	0	0.10048	0	2.86128	0	0.04951	0	0.01157	0	0	0.10048	0	0
Healthy	3.59562	0	1.07239	3.58727	0	0.14904	0.57686	0.07214	0.13538	0	3.58727	0.57686	0.38899	0.00166	0.09745	0	0.00496	0.13538	2.21044	0
Healthy	0.12262	0	0	0	0	1.67535	0	0	0	0	0	0	0.04328	0	0	0	0.05942	0	0	0.0194
Healthy	0.31305	0	0	2.04486	0	0	0	0	0.34502	0	2.04486	0	0.02148	0	0.01103	0	0	0.34502	0	0
Healthy	0	0	0	1.96162	0	0.00367	0.14846	0	0.0637	0	1.96162	0.14846	0.37617	0	0.08754	0	0.02285	0.0637	0	0
Healthy	2.86755	3.17404	0	2.36375	0	0.50058	0	0	0.05576	0	2.36375	0	0.12439	0	0.0104	0	0	0.05576	0	0
Healthy	0.58748	0	0	0	0	0.47531	0	0.00953	0	0	0	0	0.02961	0	0.00357	0	0.05248	0	0	0.02608
Healthy	0.87537	0	27.3804	0	0	0	0	0	0	0	0	0	0	0	0.00415	0	0	0	0	0
Healthy	8.52677	0	3.01227	0	0	0.11961	0.00388	0.01455	0	0	0	0.00388	0.08205	0	0.01754	0	0.00513	0	0	0.00153
Healthy	0	0	0	2.20725	0.04757	2.95996	0.98751	0.03535	0	0	2.20725	0.98751	0.75822	0	0.68383	0	0.11696	0	0	0.00465
Healthy	0	0	0	0.72715	0	0	0	0	0.06342	0	0.72715	0	0	0	0	0	0	0.06342	0	0
Healthy	0.00246	0	1.1637	0.06041	0.00278	4.98518	0.42959	0.06745	0	0	0.06041	0.42959	0.12074	0.00913	0	0	0.00941	0	0	0
Healthy	7.60178	0	0.86011	1.42303	0.03	2.22499	0.73121	0.07771	0.02295	0	1.42303	0.73121	0.28272	0	1.06309	0	0.00831	0.02295	0	0
Healthy	9.90669	0	0.45041	0	0	1.1047	1.03978	0.15425	0.02432	0	0	1.03978	0.45473	0	0.7072	0	0.10081	0.02432	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.23623	0	0.55919	1.38548	0	0.90394	4.5156	1.20866	0.01017	0.32842	1.38548	4.5156	1.27047	0	1.2453	0.32842	0.05485	0.01017	0.05126	0
Healthy	4.88074	0	0	5.47438	5.37796	0	1.3009	0.52319	0	0	5.47438	1.3009	1.64244	0	0.14764	0	0.0278	0	0	0
Healthy	0	0	0	0.80824	0	0	0	0	0.35869	0	0.80824	0	0	0	0	0	0	0.35869	0	0.10328
Healthy	16.8664	0	0	0	0	0.17096	0.79503	0.20665	0.02704	0	0	0.79503	1.60375	0	0.30988	0	0.08023	0.02704	0	0
Healthy	0	0	0.03041	0	0	0.00393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.69392	0	0	0	19.4665	0.44868	2.5476	2.80587	0	0	0	2.5476	3.14687	0	1.79382	0	0.43547	0	0	0
Healthy	0	91.2396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.1989	0	5.1782	3.52869	0.23322	0.00951	0.23696	0.06539	0	0	3.52869	0.23696	0.23226	0	0.17809	0	0.00299	0	0	0
Healthy	9.73101	0	0.27592	0.1826	0	0.18726	5.09754	0.17822	0	0	0.1826	5.09754	2.04584	0	1.21904	0	0.14765	0	0	0
Healthy	0	0	13.9171	0	0	0	0.41531	0	0	0	0	0.41531	0.13553	0	0.16664	0	0.00792	0	0	0.03644
Healthy	1.33839	0	0	0	44.3957	0	1.77823	0.20879	0	0	0	1.77823	1.28024	0	0.84486	0	0.05131	0	0	0
Healthy	11.5066	2.55891	2.50145	4.08288	0.58074	1.39301	0.5789	0.03165	0.02849	0	4.08288	0.5789	0.15892	0.06554	0.23321	0	0.1471	0.02849	0	0
Healthy	3.95523	0	0	0	0	0	1.92566	0.67191	0.08932	0	0	1.92566	2.39395	0	0	0	1.14699	0.08932	0	0
Healthy	0.00675	0	0.76751	1.42804	0.9813	0.25572	1.18785	0.17314	0.05081	0	1.42804	1.18785	0.70656	0	0.83026	0	0.05463	0.05081	0	0
Healthy	11.5953	0	0.40652	0	0	1.34933	0.6485	0.04893	0.23557	0	0	0.6485	0.33111	0	0.68915	0	0.01228	0.23557	0	0
Healthy	0	0	0.00834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	12.5799	0	0.38758	2.65385	0.86947	0.18673	0.29928	0	0	0	2.65385	0.29928	0.88669	0	0.29169	0	0	0	0	0
Healthy	0	0	25.7563	1.76646	0	0	0.1959	0	0	0	1.76646	0.1959	0	0	0	0	0	0	0	0
Healthy	0.08406	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07606	0	0	0	0	0
Healthy	0.8197	0	0.03687	0	0	0.02199	0.24113	0.08992	0	0.522	0	0.24113	0.54531	0	0.07514	0.522	0.06683	0	0.04058	0.01175
Healthy	5.61373	0	0.04843	2.91822	6.75288	1.6065	0.62623	0	0.18962	0.38495	2.91822	0.62623	1.03824	0	0.41761	0.38495	0	0.18962	0.05279	0
Healthy	5.447	0	8.28372	0	0.00725	0.03435	0	0	0	0	0	0	0.20732	0	0.00669	0	0	0	0	0
Healthy	2.48758	0	2.18377	1.1582	0	0.77771	0	0	0	0	1.1582	0	0	0.30809	0	0	0	0	0	0
Healthy	1.4601	0	0.15476	0	0	1.20418	0.01941	0	0	0.21038	0	0.01941	0.01697	0	0.005	0.21038	0	0	0.02534	0
Healthy	2.05722	0	4.34237	5.8578	0.88322	0.27947	0.05251	0	0.00686	0	5.8578	0.05251	0.05596	0	0	0	0	0.00686	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.36185	0	0.1187	1.87095	0.02178	1.0225	0.27362	0.01444	0.00583	0.377	1.87095	0.27362	0.0858	0	0.09491	0.377	0.05727	0.00583	0.02439	0
Healthy	0.54629	12.337	0	2.64872	0	1.5277	0.01654	0	0.10033	0	2.64872	0.01654	0.07419	0	0.05746	0	0	0.10033	0	0
Healthy	0	0	4.456	3.11793	0.67639	0	0	0	0.09832	0	3.11793	0	0	0	0	0	0	0.09832	0	0
Healthy	13.6924	0	15.6451	0	0	0.62786	0.67796	0.03884	0	0	0	0.67796	0.1762	0	0	0	0	0	0	0
Healthy	18.0464	0	0.29247	0.64144	0	0.69051	0.30467	0.00379	0.04556	0	0.64144	0.30467	0.06493	0	0.18317	0	0	0.04556	0	0
Healthy	0.18816	0	12.0916	0	0	0.54066	0	0	0.29137	0	0	0	0.04164	0.1625	0.02654	0	0	0.29137	0	0
Healthy	3.62657	0	0.02041	0	0	0.96121	0.31015	0.18127	0.12413	1.76936	0	0.31015	0.1754	0.31501	0.13774	1.76936	0	0.12413	0.00604	0
Healthy	13.6163	0	0.02581	2.07087	0	1.8619	0.87797	0.26299	0	0.41517	2.07087	0.87797	1.18404	0	0.50661	0.41517	0.01016	0	0.18219	0
Healthy	3.19641	0	11.3076	0	0	5.32388	0.12711	0.03655	0	0	0	0.12711	0.07299	0	0.02712	0	0.00576	0	0	0.00288
Healthy	0	0	2.67469	1.00796	1.83433	1.30441	1.57733	0	0.44514	0	1.00796	1.57733	1.85203	0	0	0	0	0.44514	0	0
Healthy	3.38848	0	8.7364	3.03812	0.05754	0.38846	0.06127	0	0.01159	0	3.03812	0.06127	0.00927	0	0	0	0	0.01159	0	0
Healthy	0	0	0	0.82426	0	0.00133	6.03285	2.83148	0	0	0.82426	6.03285	2.47901	0	5.08163	0	1.45649	0	0	0
Healthy	0.12273	0	24.9089	0	0	0	0	0	0.12274	0	0	0	0.00282	0.12917	0.00482	0	0	0.12274	0	0
Healthy	0.14529	0	32.7976	0	0	0.32669	0	0	0.2628	0	0	0	0.01574	0.09827	0.00619	0	0	0.2628	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00825
Healthy	9.46116	0	0.04537	1.07697	0	1.9347	1.42543	0.4457	0	0	1.07697	1.42543	0.32108	0.00666	0.44437	0	0.02227	0	0.16723	0
Healthy	0	0	0.05753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	2.57554	0	0.03749	0	0	0	0	0	0	0	0	0.07779	0	0	0
Healthy	1.81538	0	1.86921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	1.8324	0	0	0	0.17966	0	0.09567	0	0	0.17966	0	0	0	0	0	0.09567	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.17987	0	0	0	0	0	0	0
Healthy	0.32713	0	0.53806	0.07931	0	0.84795	0.4642	0.00892	0.05402	0	0.07931	0.4642	0.09907	0	0.21287	0	0.01058	0.05402	0	0
Healthy	4.20061	0	1.54996	1.23898	0	0.18299	0.48087	0.00937	1.40559	0.24257	1.23898	0.48087	0.26238	0	0.08748	0.24257	0.05116	1.40559	0.00401	0
Healthy	0.30641	0	42.882	0	0	0.17163	0	0	0	0	0	0	0.02754	0	0	0	0	0	0	0
Healthy	0.6352	0	3.6964	0.65469	0	0	0	0.00655	0	4.16226	0.65469	0	0.0347	3.05076	0.01304	4.16226	0	0	0.19716	0
Healthy	0.3117	0	3.17342	0.71936	0	0	0	0	0	4.36167	0.71936	0	0.00476	3.95036	0	4.36167	0	0	0.19097	0
Healthy	2.69935	0	0.55794	5.18227	0	0.50321	3.14777	0.28097	0.07942	0	5.18227	3.14777	0.86999	0.01791	0.19042	0	0.2573	0.07942	0	0
Healthy	8.2682	0.03893	0	1.9968	0	1.64835	0.71224	0.07857	0.71512	0	1.9968	0.71224	0.13221	0	0.15261	0	0.1831	0.71512	0	0
Healthy	0	0	0	0.84186	0	0	0	0	0.39162	0	0.84186	0	0	0	0	0	0	0.39162	0	0.07886
Healthy	0	0	0.04884	5.8745	0	0	0	0	0	0	5.8745	0	0	0	0	0	0	0	0	0.02973
Healthy	0.1417	0	25.4059	0	0	0	0	0	0.08464	0	0	0	0	0.10247	0.01458	0	0	0.08464	0	0
Healthy	0	0	0	0	0	0.40477	0.01302	0	0	0	0	0.01302	0	0	0	0	0.00893	0	0	0.00347
Healthy	13.9184	0	3.60962	1.39238	0	0.74283	0.45973	0.07085	0	0	1.39238	0.45973	0.34475	0.12449	0.26703	0	0.02564	0	0	0
Healthy	16.5369	0	25.9265	1.28147	0	1.77935	0.07078	0.03167	0	0	1.28147	0.07078	0.28523	0	0.17852	0	0.00781	0	0	0
Healthy	0	0	1.5242	2.74606	0	0	0	0	0	0	2.74606	0	0	0	0	0	0	0	0	0
Healthy	10.684	0	0.1584	2.9801	0.91733	0	2.18228	0.07207	0	0	2.9801	2.18228	3.4524	0	0	0	0	0	0	0
Healthy	19.446	0	0.0602	1.68854	0	0.80791	1.67007	0.89777	0.0243	0	1.68854	1.67007	0.26373	0	0.68585	0	1.61619	0.0243	0	0.0004
Healthy	1.55537	0	26.0104	0	0	1.05484	0.01341	0	0	0	0	0.01341	0.23639	0	0.10169	0	0	0	0	0
Healthy	0.00738	0	8.42366	0	0	0	0.03203	0.48322	0	0	0	0.03203	0.0205	0.02618	0	0	0	0	0	0.13647
Healthy	0	0	0.38732	0	0	0	0.04193	0.01713	0	0	0	0.04193	0.05288	0	0.01937	0	0.00685	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.03056	0	0	0	0	0	0	0.02648
Healthy	4.59249	0	0.55205	0	2.25756	0.07083	2.30773	0.58808	0.08351	0.60967	0	2.30773	0.89647	0	0.05181	0.60967	0.55926	0.08351	0.01639	0
Healthy	6.83709	0	10.27	0	0	0.20137	0.72298	0.37701	0	0	0	0.72298	0.10299	0	0	0	0.09001	0	0	0
Healthy	5.43145	0	1.53336	0	0	0.08751	0.11582	1.3381	0	0	0	0.11582	1.36881	0	0.1315	0	0.64958	0	0	0
Healthy	0.8077	0	4.88424	2.21403	0	0.07402	0.08813	0.0332	0.01429	0.08467	2.21403	0.08813	0.14494	0	0.16603	0.08467	0.19065	0.01429	0.01304	0
Healthy	14.7382	0	13.1257	1.69355	0	0.68801	0.87684	0.16683	0	0	1.69355	0.87684	0.54351	0	0.07783	0	0.17979	0	0	0
Healthy	9.30257	0	1.55777	0.30358	0	1.26073	1.96744	0.36299	0	0	0.30358	1.96744	0.8701	0	0.78772	0	0.08002	0	0	0
Healthy	0	0	0.30465	0	0	0	0	0	0	2.33087	0	0	0	0	0	2.33087	0	0	0.40666	0.22644
Healthy	1.31251	0	9.5376	2.56402	3.01271	0	0.59492	0.07095	0	0	2.56402	0.59492	0.50333	0	0.02125	0	0	0	0	0
Healthy	0	0	0	0	0	0.02274	0	0	0	0	0	0	0.01719	0	0	0	0	0	0	0.01448
Healthy	1.2465	0	0.55398	0.57244	0	2.94047	0.63452	0.02229	0	0	0.57244	0.63452	0.22439	0	0.0374	0	0.05551	0	0	0.00654
Healthy	0.86056	0	28.9716	0	0	0	0	0	0	0	0	0	0.10329	0	0	0	0	0	0	0
Healthy	2.59886	0	0.40451	0.94257	0	0.89104	0	0	0	0	0.94257	0	0	0	0	0	0	0	0.12952	0
Healthy	2.70566	3.16258	0	2.67336	0	0.52785	0	0	0.03842	0	2.67336	0	0.14084	0	0.01267	0	0	0.03842	0	0
Healthy	8.42967	0	0	0	0	0.01024	0	0.44552	0	0	0	0	0.00704	0	0.31548	0	0.25124	0	0	0
Healthy	4.17673	3.3524	0.11042	0.38526	0.15552	0.46894	0.08305	0.02019	0	0.20065	0.38526	0.08305	0.16348	0	0.09575	0.20065	0	0	0.00863	0
Healthy	2.50738	0	0	5.27022	0	0.53993	0	0	0	0	5.27022	0	0.0355	2.49912	0.00147	0	0	0	0	0.00143
Healthy	5.38136	0	0.0887	0	0	1.21009	0	0	0	0.08703	0	0	0.04135	0	0	0.08703	0	0	0.01795	0
Healthy	0	0	2.53475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.01247	0	6.37014	3.62351	0.00862	2.22485	2.09314	0.57755	0	0	3.62351	2.09314	1.02504	1.8792	0.59152	0	0.49134	0	0	0
Healthy	5.05749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	3.26846	0	0	0	0	0	0	3.26846	0	0	20.5524	0	0	0	0	0	0
Healthy	1.76559	0	1.93298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.11289	0	6.0186	3.57079	0	0.15563	3.40895	1.05101	0	0	3.57079	3.40895	1.95011	0	0.53615	0	0.07471	0	0	0
Healthy	0.75798	0	0.00532	18.1495	0	0	0	0	0	0	18.1495	0	0	0	0.03933	0	0	0	0	0
D050177	1.85301	62.4897	2.62295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.95392	0	0.4763	6.91258	9.50394	0	0.0568	0.34325	0	0	6.91258	0.0568	0.83435	0	0.00833	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.16666	0	0	0	0	0	0	0
Healthy	3.89399	0	0.63883	2.00865	3.44467	0	3.65603	0.13003	0	0	2.00865	3.65603	1.71784	0	1.16947	0	0.05727	0	0	0
Healthy	11.8901	0	0.01256	1.09221	0	7.4558	0.18145	0.02716	0.15508	1.2864	1.09221	0.18145	0.40726	0.02481	0.45559	1.2864	0	0.15508	0.31374	0
Healthy	6.05494	0	0	1.07231	0	0.52633	0	0	0	0	1.07231	0	0.0626	0	0	0	0	0	0	0
Healthy	0.12008	0	25.3211	0	0	0	0	0	0.08441	0	0	0	0	0.09111	0.0148	0	0	0.08441	0	0
Healthy	25.9378	0	2.54108	0.79816	0	0	2.9256	0.19891	0	0	0.79816	2.9256	1.45148	0	0.54336	0	0.28115	0	0	0
Healthy	0	0	10.8675	0	0	0.11524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.31962	0	8.32002	0	0.02146	0.02106	0.01385	0	0	0	0	0.01385	0.1651	0	0.03588	0	0	0	0	0
Healthy	1.17967	0	0	2.80679	0	1.22596	0.00402	0	0	0	2.80679	0.00402	0.064	2.35712	0	0	0	0	0	0
Healthy	1.62174	0	0.09409	0.92252	0	0.55086	0.61759	0.10659	0	0	0.92252	0.61759	0.74247	0	0.31884	0	0	0	0	0
Healthy	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.35294	0	0	0	0	0	0.35294	0	0	0	0
Healthy	0	0	0.04632	0	0	0	0.20119	0.01142	0	0	0	0.20119	0.20136	0	0	0	0.01813	0	0	1.22628
Healthy	1.15891	0	0.11171	4.65866	6.89201	0	0.52653	1.18786	0	0	4.65866	0.52653	2.43442	0	0.11222	0	0	0	0	0
Healthy	1.5288	0	26.803	0	0	0.95591	0.00581	0	0	0	0	0.00581	0.21368	0	0.11002	0	0	0	0	0
Healthy	1.6141	0	1.42012	0.58234	0.05766	0.35025	0.64095	0.27462	0	0	0.58234	0.64095	8.93799	0	4.77386	0	1.66921	0	0	0
Healthy	0.96245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	11.3483	0	10.0846	0	0	3.50363	0.3658	0.0652	0	0	0	0.3658	0.10006	0	0.01548	0	0.05823	0	0	0
Healthy	0	0	0.01425	0	0	0	0	0.49407	0	0	0	0	0	0	0	0	0.00212	0	0	0.03951
Healthy	3.14186	0	0	0	0	0.06925	0	0	0	0	0	0	0.00673	0	0.01659	0	0	0	0	0
Healthy	8.15565	0	11.9694	0	0	0.55557	0.53912	0.24536	0	0	0	0.53912	0.25573	0	0	0	0.0491	0	0	0
Healthy	2.09723	0	0	5.41002	0.21375	0.12152	0.04344	0	0.40556	1.24803	5.41002	0.04344	0.10713	0.11225	0	1.24803	0	0.40556	0.24406	0
Healthy	0.38819	0	0	0	0	0	0.02479	0	0	0	0	0.02479	0.00075	0	0.06726	0	0	0	0	0
Healthy	1.34118	0	0	1.82871	17.665	1.00142	0	0	0	0	1.82871	0	0	2.40465	0	0	0	0	0	0
Healthy	3.27172	24.667	0.78793	0.06231	0	0.17347	0.33985	0.09339	0	0.34462	0.06231	0.33985	0.31637	0.47232	0.15258	0.34462	0.04877	0	0.08601	0
Healthy	0.01195	0	0	0.02386	0	0	0	0.5569	0	0	0.02386	0	0.00839	0	0.07305	0	0	0	0	0.02158
Healthy	0.30966	0	0	2.22675	0	0	0	0	0.39432	0	2.22675	0	0.03096	0	0.0208	0	0	0.39432	0	0
Healthy	13.2746	0	8.0625	0	0	6.42608	0.33111	0.10334	0	0	0	0.33111	0.27484	0	0.16064	0	0.15163	0	0	0
Healthy	0.80412	0	26.8052	0	0	0	0	0	0	0	0	0	0	0	0.01986	0	0	0	0	0
Healthy	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.90926	0	0.00136	10.0835	0	2.63892	0.22452	0.01707	0.03157	0	10.0835	0.22452	0.21325	0.03083	0.10561	0	0.06663	0.03157	0	0
Healthy	6.60356	0	17.0339	0	0	0.59832	0.64552	0.12902	0	0	0	0.64552	0.41871	0	0	0	0.02116	0	0	0
Healthy	9.37229	0	1.90564	0.25616	0	1.49107	2.05233	0.27881	0	0	0.25616	2.05233	0.76255	0	0.78167	0	0.21587	0	0	0
Healthy	0.42242	0	0.78451	3.49461	0	0	0.30178	0	1.5823	0	3.49461	0.30178	0.09187	0	0.07486	0	0.29949	1.5823	0	0
Healthy	0	0	4.02376	0	0	0.81048	0.98254	0.06483	0	0.0418	0	0.98254	1.25347	0	0.51505	0.0418	0	0	0	0
Healthy	0.26406	0	0.04671	0.25548	1.33638	0.21222	0.67288	0.03015	0.02593	0.58786	0.25548	0.67288	0.31197	0	0.18587	0.58786	0.02808	0.02593	0.0972	0
Healthy	0.00198	16.3856	0.0819	5.1616	0	0.06924	0.81154	0.12409	0.11982	0.71738	5.1616	0.81154	0.24788	0.40872	0.08994	0.71738	0	0.11982	0.00384	0
Healthy	1.75992	0	0	4.53713	0	1.55897	0.19945	0.00897	0	0	4.53713	0.19945	0.25326	6.54948	0.24484	0	0.24543	0	0	0
Healthy	0.23946	0	0	0	0	0	0.00415	0	0	0	0	0.00415	0.03326	0	0.00348	0	0	0	0	0.02293
Healthy	0	0.00553	0	0.35828	0.29786	1.40542	0.81614	0.51497	0	0	0.35828	0.81614	3.49445	0.54469	0.96439	0	0.06955	0	1.59689	0.17049
Healthy	8.27888	0	0.18128	0.03974	0.6609	0.08269	0.80567	0.24506	0.19168	0.48177	0.03974	0.80567	0.37866	0	0.065	0.48177	0.74321	0.19168	0.02618	0
Healthy	0.93852	0	26.7934	0	0	0	0	0	0	0	0	0	0	0	0.02208	0	0	0	0	0
Healthy	1.67682	0	25.6238	0	0	1.00484	0.02647	0	0	0	0	0.02647	0.21637	0	0.0918	0	0	0	0	0
Healthy	9.00324	0	2.4202	3.14994	0	0	0.05302	0	0	0	3.14994	0.05302	0.19619	0	0	0	0	0	19.6568	0
