group	Agathobacter_rectalis	Butyrivibrio_A_crossotus	Phocaeicola_dorei	Barnesiella_intestinihominis	Methanobrevibacter_A_smithii_A	Roseburia_sp900552665	Anaerobutyricum_hallii_A	Anaerostipes_hadrus	Coprobacter_fastidiosus	Paraprevotella_clara	Barnesiella_intestinihominis	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Coprobacter_fastidiosus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	0	0	9.74484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.28119	0	0	0	0	0	0.02265	0	0	0	0	0.02265	0.04378	0	0.00119	0	0	0	0	0.02969
Healthy	0	0	0	1.47858	0	0.02397	15.5886	6.50209	0	0	1.47858	15.5886	5.01227	0	3.17054	0	0.92035	0	0	0
Healthy	0.53747	12.3076	0	2.61813	0	1.41992	0.01731	0	0.0548	0	2.61813	0.01731	0.0798	0	0.0739	0	0	0.0548	0	0
Healthy	2.24817	0	0	3.69303	33.6936	0.05937	0	0.27993	0	0	3.69303	0	0.05485	0	0.13772	0	0.12268	0	0	0
Healthy	1.443	0	27.1939	0	0	0.96964	0.01685	0	0	0	0	0.01685	0.19785	0	0.09218	0	0	0	0	0
Healthy	4.21218	0	0.03513	4.92977	0	1.18554	0.75331	0.17582	0	0	4.92977	0.75331	0.31249	0	0.1197	0	0.12608	0	1.04117	0
Healthy	7.36462	0	30.006	2.51648	0.03293	1.00028	0.58913	0.01741	0.51257	0	2.51648	0.58913	0.29229	0	0.11232	0	0.02594	0.51257	0	0
Healthy	8.49601	0	0.00031	1.99102	0	1.77191	0.77873	0.14367	0.18532	0	1.99102	0.77873	0.09668	0	0.20117	0	0.17504	0.18532	0	0
Healthy	7.67506	0.06208	0.46916	0.44649	4.66766	1.06774	0.11524	0.00634	0.06491	0.19936	0.44649	0.11524	0.2789	0	0.32218	0.19936	0	0.06491	0.01992	0
Healthy	17.0997	0	0	1.58507	12.7756	0.03312	0.19564	0.07009	0	0	1.58507	0.19564	0.2544	0	0.46724	0	0.03172	0	0	0
Healthy	0	0	0.71981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.43008	0	0	1.73873	0.1314	2.86933	2.40119	0.31115	0.96804	0	1.73873	2.40119	1.0764	0	0	0	0.70867	0.96804	0	0
Healthy	10.4495	0	0.08138	8.27071	2.55668	0	0.13686	0.64341	0.01363	0	8.27071	0.13686	2.57833	0	0.07768	0	0.00422	0.01363	0	0
Healthy	1.95939	7.9679	0.47338	0.90946	0.00775	1.8279	0.7843	0.06207	0	0.21942	0.90946	0.7843	0.84114	0	0.9047	0.21942	0.10544	0	0	0
Healthy	5.56521	0	18.4521	0	0.34774	0	0.55827	0	0	0	0	0.55827	0.55525	0	0.19714	0	0	0	0	0
Healthy	0	0	0.97667	0	1.2056	0.14601	1.01544	0.0635	0	0	0	1.01544	1.30548	0.0027	0.2249	0	0.037	0	0	0
Healthy	2.45216	0	13.6774	4.28773	0	0.05267	0.77114	0.01186	0.05613	1.22463	4.28773	0.77114	0.51876	0	0.15328	1.22463	0.42457	0.05613	0.16151	0
Healthy	1.68123	0	0	1.3198	0	0	0	0	0	0	1.3198	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.01475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.7718	0	15.6931	0	0	0.19313	0.35189	0.12284	0.18572	0	0	0.35189	0.19587	0	0.01071	0	0.01097	0.18572	0	0
Healthy	10.1191	0	0.41889	0.11359	0	0.04947	0	0.21697	0.00169	2.48924	0.11359	0	1.85544	2.17634	0	2.48924	0.00679	0.00169	0.03305	0
Healthy	4.62937	0	0.44215	11.9433	0.03207	0.27915	0.17032	0.02885	0	0	11.9433	0.17032	0.17474	0	0.30609	0	0.00193	0	0	0
Healthy	2.04976	0	0.03114	3.51255	0.08486	0.02657	0	0	0	0.35438	3.51255	0	0.00392	0.01712	0	0.35438	0	0	0.03763	0
Healthy	13.2223	0	0.29275	3.18452	2.06361	0.21665	3.23774	0.24004	0	0	3.18452	3.23774	2.5201	0	0	0	0.02256	0	0	0
Healthy	3.23776	0	1.80941	0	0.19089	0.02234	0.19471	0	0	0	0	0.19471	0.34845	0	0.15323	0	0	0	0	0
Healthy	1.98567	0	4.50563	5.77425	0.95041	0.2888	0.07937	0	0.01938	0	5.77425	0.07937	0.03001	0	0	0	0	0.01938	0	0
Healthy	0	0	0.51621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1243
Healthy	7.76251	33.1212	0	2.97808	0	0.89138	0	0	0	0	2.97808	0	0.02603	0	0	0	0	0	0	0
Healthy	4.66569	0	0	3.39645	3.23876	1.12464	0.27361	0	0.04691	0.35218	3.39645	0.27361	0.79216	0	0.24111	0.35218	0	0.04691	0.02285	0
Healthy	1.07871	0	5.6632	3.91048	0	0.43997	0.73193	0	0.17414	0	3.91048	0.73193	0.33377	0	0.3798	0	0	0.17414	0	0
Healthy	1.64347	0	26.5755	0	0	0.98828	0.00288	0	0	0	0	0.00288	0.22362	0	0.10608	0	0	0	0	0
Healthy	0	0	0.0162	6.57865	0.01395	0	0	0	0.05004	0	6.57865	0	0	0	0	0	0	0.05004	0	0.03404
Healthy	0.25938	0	0.3854	17.6745	0	0.05118	0.15282	0.02915	0.11855	0	17.6745	0.15282	0.11573	0	0.0758	0	0.10841	0.11855	0	0
Healthy	6.81572	20.9192	3.32826	0	0.45527	1.18915	0.03433	0.0187	0	0	0	0.03433	0.19388	0.00214	0.17538	0	0	0	0	0
Healthy	2.37313	0	0.6265	5.61279	0	0.36752	0.54372	0.13685	0.4414	0	5.61279	0.54372	0.67036	0	0.65123	0	0.01224	0.4414	0	0
Healthy	16.1502	0	26.0782	1.21917	0	1.68894	0.07666	0.03302	0	0	1.21917	0.07666	0.28402	0	0.16905	0	0.00842	0	0	0
Healthy	0.04485	0	0.21601	0.38159	33.0343	0.01592	0.11783	0	0	0.29765	0.38159	0.11783	0.03428	0	0.12902	0.29765	0.00904	0	0.00317	0
Healthy	14.8743	0	0.95034	0.26358	5.43402	2.00382	0.26012	0	0	0	0.26358	0.26012	0.61299	0	0.04408	0	0.21922	0	0	0
Healthy	1.89156	0	1.95229	2.62214	0.2373	0.165	0.37741	0.1853	0.06304	0	2.62214	0.37741	0.8676	0	0.29038	0	0.00605	0.06304	0	0
Healthy	5.26452	0	0.27653	2.24022	8.20259	0.02315	5.87164	0.15662	0	0	2.24022	5.87164	1.7438	0	1.81961	0	0.0904	0	0	0
Healthy	15.7016	0	0	0.83614	0	0.53094	1.38872	0	0	0.01484	0.83614	1.38872	1.34372	0	0.2533	0.01484	0	0	0	0
Healthy	3.34202	0	0	12.8507	0	0.34063	0	0.05351	0	0	12.8507	0	0.02692	0	0.26229	0	0.01084	0	0	0
Healthy	0	0	3.98768	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.46988	0	0	0.89807	16.9051	0	4.84358	0	0	0	0.89807	4.84358	0.5801	0	2.99086	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.89472	4.69098	2.07905	3.18876	0	0.36545	0.12725	0.02323	0	0	3.18876	0.12725	0.14809	1.03402	0.06372	0	0.04066	0	0	0
D050177	9.79329	0	0	1.34396	0.04685	1.02315	0.42015	0.02581	0.00728	0.21366	1.34396	0.42015	0.09637	0	0.11289	0.21366	0.12938	0.00728	0.00651	0
Healthy	1.96245	5.84396	0.18947	0.80045	0	1.44491	0.45377	0	0	0	0.80045	0.45377	0.97432	0	0.64038	0	0	0	0	0
Healthy	2.37831	0	0	0	0	0.07787	0.01478	0.0697	0	0	0	0.01478	0.19733	0	0.03621	0	0.09845	0	0	0
Healthy	0.31363	0	0.69893	0.26602	1.52558	0.28138	0.79157	0.04121	0.06086	0.46725	0.26602	0.79157	0.45472	0	0.25439	0.46725	0.07708	0.06086	0.12315	0
Healthy	0.63431	0	0	0	0	0.55198	0	0.01188	0	0	0	0	0.00152	0	0.00237	0	0.03613	0	0	0.01703
Healthy	1.55322	0	0.00723	0	0	0.88389	0.12971	0.00532	0	0	0	0.12971	0.6606	0	0.3343	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.09741	0	3.09714	0	0	0.99918	0.02657	0.06793	0	0	0	0.02657	0.12451	0.46681	0.02078	0	0	0	0	0
Healthy	0.70851	0	0	9.11145	0.64416	0.07381	0.00539	0.10861	0	0	9.11145	0.00539	0.10177	0	0.08492	0	0.03378	0	0	0
Healthy	3.32311	5.85367	1.0298	0.32947	2.09976	0.45511	0.65385	0	0.08508	0.02073	0.32947	0.65385	0.31465	0.02128	0.15463	0.02073	0.02382	0.08508	0	0
Healthy	3.79062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.5069	0	0.04029	1.91217	0	0.23689	0	0	0	0.04207	1.91217	0	0.005	0	0	0.04207	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.18934	0	33.6183	0	0	0.33888	0	0	0.27295	0	0	0	0.02684	0.10695	0.01278	0	0	0.27295	0	0
Healthy	5.7827	0	0	1.2806	0.07469	1.47923	0	0	0.22142	0.86652	1.2806	0	0.05697	0	0.03883	0.86652	0	0.22142	0.18613	0
Healthy	1.2828	0	0.37206	0.4913	0.94195	0.58029	2.97411	0.01286	0.0565	0.09272	0.4913	2.97411	0.64846	0	0.53562	0.09272	0.02117	0.0565	0.0199	0
Healthy	1.73579	0	0	1.97633	0	0.22036	0.10124	0	0	0.11493	1.97633	0.10124	0.10942	0	0.13255	0.11493	0	0	0.00321	0
Healthy	0.84756	0	26.7554	0	0	0	0	0	0	0	0	0	0	0	0.03086	0	0	0	0	0
D050177	4.29189	0	5.81936	2.92813	15.8492	1.75246	4.07104	0.61536	0	0.2134	2.92813	4.07104	0.70571	0	0.25291	0.2134	1.69531	0	0	0
Healthy	9.85232	0	4.11059	2.71883	0	1.38256	0.5854	0.10456	0.13489	0.74547	2.71883	0.5854	0.09024	0	0.27171	0.74547	0.01888	0.13489	0.2135	0.00692
Healthy	0.951	0	2.00364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.1457	0	0	0	0	0	0	0
Healthy	0	0	0.03811	0	0	0.02049	0.15803	0	0	0	0	0.15803	0.03007	0	0.00578	0	0.03607	0	0	0
Healthy	5.65008	0	0	1.33607	0.04068	1.27841	0	0	1.41889	0.78477	1.33607	0	0.04209	0	0.04803	0.78477	0	1.41889	0.15748	0
Healthy	3.41138	40.8456	0	0.24096	3.23067	0.29208	0.18208	0	0	0.33222	0.24096	0.18208	0.17776	0	0.20541	0.33222	0	0	0.06635	0
Healthy	0.01267	0	0.21372	1.03738	0	0.11996	1.5828	0.41751	0.00635	0.06801	1.03738	1.5828	2.19886	0.33669	0.76366	0.06801	0.36564	0.00635	0.01717	0
Healthy	0	0	0	3.31215	0	0	0	0	0	0	3.31215	0	0	20.8552	0	0	0	0	0	0
Healthy	6.28442	0	3.17117	11.6226	0.43233	0.0433	2.3402	2.27267	0	0	11.6226	2.3402	0.1574	0	0.47825	0	0.11939	0	0	0.01062
Healthy	1.71934	0	0	4.23688	27.2372	0.05713	0.05327	0.1263	0	0	4.23688	0.05327	0.16959	0	0.35268	0	0.03521	0	0	0
Healthy	0	0	0	2.07828	0	0	0.08595	0	0.14366	0	2.07828	0.08595	0.10426	0	0.03159	0	0.0038	0.14366	0	0
Healthy	1.51289	0	1.04909	7.42608	2.26152	0.08314	0.18755	0.59984	0	0	7.42608	0.18755	1.00283	0	0	0	0.00938	0	0	0
Healthy	0	0	35.4593	0	0	0	0	0.02309	0	0	0	0	0	0	0	0	0.00579	0	0	0
Healthy	10.1238	0	0.25752	10.4789	0.99194	0.30583	0.17241	0.00451	0	0	10.4789	0.17241	0.63394	0	0	0	0	0	0	0
Healthy	0.14215	0	0	0	0	1.62691	0	0	0	0	0	0	0.04901	0	0	0	0.05317	0	0	0.0142
Healthy	0	0	14.1553	0	0	0	0.46813	0	0	0	0	0.46813	0.13289	0	0.16034	0	0.00255	0	0	0.01703
Healthy	16.6485	0	0.7763	1.89388	0.04568	0.25681	3.83349	0.41592	0	0	1.89388	3.83349	0.04567	0	0.57757	0	0.26659	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.32826	0	4.50664	2.65682	1.84282	0.02742	2.61434	0	0	0	2.65682	2.61434	0.6285	0	0.10162	0	0	0	0	0.1522
Healthy	10.7808	0	6.9974	0	0	1.12845	0.08623	0.11877	0	0	0	0.08623	0.07117	0	0	0	0.08794	0	0	0.01677
Healthy	0	0	1.46623	0.00262	0	0	0	0	0	0	0.00262	0	0.00662	0	0.24921	0	0	0	0	0
Healthy	0	0	9.67422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0994	0	0	2.90746	0	0.02765	0.00168	0	0.11637	0	2.90746	0.00168	0.05504	0	0.01132	0	0	0.11637	0	0
Healthy	3.11921	0	1.10047	5.12329	0	0.17491	0.06676	0	0	0	5.12329	0.06676	0.06166	0	0.01532	0	0	0	0	0.00596
Healthy	32.884	0	3.64568	0	0	1.75738	0.654	0.28396	0	0	0	0.654	0.61018	0	0.0606	0	0.17372	0	0	0
Healthy	0	0	6.77489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.37802	0.00674	0	0	0	0	0.00674	0	0	0	0	0.01613	0	0	0
Healthy	1.27987	0	0	2.91151	0	1.15147	0	0	0	0	2.91151	0	0.07325	2.27991	0	0	0	0	0	0
Healthy	1.45621	0	2.76407	6.42954	0	0.57938	0.03767	0	0	0	6.42954	0.03767	0.01627	0	0.00789	0	0	0	0	0
Healthy	0.38776	0	0	0	0	0.14023	0.10445	0.18645	0	0	0	0.10445	0.19043	0	0.73942	0	0.12955	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.46062	4.80533	0.00227	1.26668	0.12236	0.10191	0.27726	0.07129	0	0	1.26668	0.27726	0.31195	0	0.18457	0	0.04779	0	0	0
Healthy	11.4895	0	0.27619	1.61675	0	1.17074	0.39189	0.10202	0	0.27699	1.61675	0.39189	0.98682	0	0.28123	0.27699	0	0	0	0
Healthy	10.9507	0	1.68624	2.9406	0	1.20366	0.49863	0.07369	0.07165	0.87525	2.9406	0.49863	0.08903	0	0.19167	0.87525	0	0.07165	0.30951	0
Healthy	1.40517	0	3.0183	6.31564	0	0.59204	0.04226	0	0	0	6.31564	0.04226	0.02794	0	0.01103	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.14546	0	0.09911	0	0	0.19943	0.00341	0	0	0.59018	0	0.00341	0	0	0	0.59018	0	0	0.13808	0
Healthy	3.26958	0	4.73344	0.19322	0	1.65992	0.34997	0.03575	0.25242	0.67829	0.19322	0.34997	0.12209	0	0.10314	0.67829	0.02873	0.25242	0.00266	0
Healthy	1.66203	19.7951	0	0	0	2.19356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.43492	0	0	1.96392	0.0157	0.21092	0	0	0	0.09651	1.96392	0	0.01446	0.03255	0.02956	0.09651	0	0	0	0
Healthy	7.304	0	10.2999	0	0	0.30033	0.89075	0.2573	0	0	0	0.89075	0.16946	0	0	0	0.16691	0	0	0
Healthy	5.4532	0	0	0	0	0.72319	0.24311	0.03264	0	0	0	0.24311	0.29448	0	0.52561	0	0.00106	0	0	0
Healthy	3.69278	0	4.98633	0	0	1.32743	0.0749	0	0	0	0	0.0749	0.0544	0	0.05095	0	0	0	0	0
Healthy	5.91805	0	7.20612	0	0	0.03444	0	0	0	0	0	0	0.16396	0	0.04462	0	0	0	0	0
Healthy	0.61342	0	27.5675	0	0	0	0	0	0	0	0	0	0.06467	0	0	0	0	0	0	0
D050177	2.9665	5.19708	2.32433	3.37188	0	0.38717	0.13948	0.01268	0	0	3.37188	0.13948	0.18255	1.09349	0.09157	0	0.0436	0	0	0
Healthy	0.30555	0	42.9669	0	0	0.19274	0	0	0	0	0	0	0.03984	0	0.0275	0	0	0	0	0
Healthy	0.10188	0	0.04867	0.4821	0.5247	0.07099	0.1598	0.00177	0	0.03122	0.4821	0.1598	0.07885	0.19987	0.06944	0.03122	0.00128	0	0.01539	0
Healthy	1.14484	0	0.07537	0	0	0.14207	0.00489	0	0	0.74164	0	0.00489	0.00323	0	0	0.74164	0	0	0.09707	0
Healthy	15.822	0	0.15142	0.04432	1.88674	0.19736	1.54993	0.01483	0	0	0.04432	1.54993	0.40853	0.03937	0.44915	0	0.08906	0	0	0.00109
Healthy	2.53714	0	0	5.2949	0	0.55245	0.00336	0	0	0	5.2949	0.00336	0.03407	2.58609	0.00297	0	0	0	0	0.00694
Healthy	1.2088	0	0.83781	1.32314	0.36668	5.44483	0.81285	0.07851	0.0744	0	1.32314	0.81285	0.23056	0.02125	0.27946	0	0.11503	0.0744	0.66645	0
Healthy	2.96147	0	0.35819	0.15441	0.44856	0.01439	0.94976	0.10372	0	0.36877	0.15441	0.94976	0.22888	0	0.12583	0.36877	0.07541	0	0.09495	0
Healthy	6.70075	0	0.01658	4.57884	0	0.9916	0.67061	0.02809	0	0	4.57884	0.67061	0.13959	0	0.05707	0	0	0	0	0.00867
Healthy	0	0	0.71571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.05819	0	0	0	0	0.04753	0	0.09581	0	0.01959	0	0	0
Healthy	0.68803	0	0	18.1387	0	0	0	0	0	0	18.1387	0	0	0	0.05227	0	0	0	0	0
Healthy	5.08488	0	20.3307	3.91476	0	2.09821	0.08265	0.04735	0.09539	0	3.91476	0.08265	0.53423	0	0	0	0.00123	0.09539	0	0.01981
Healthy	0.37366	0	42.5418	0	0	0.2669	0	0	0	0	0	0	0.01337	0	0.00296	0	0	0	0	0
Healthy	3.25428	0	0.50225	1.25126	0.01245	0.14537	0.02997	0.01601	0	3.24996	1.25126	0.02997	0.08856	0	0.08404	3.24996	0.01248	0	0.13158	0
Healthy	0.87107	23.4815	0.10965	3.18491	0	0.75154	0.76454	0.01722	0.04485	0	3.18491	0.76454	0.4004	0	0.37817	0	0.01195	0.04485	0.13916	0
Healthy	15.9552	0	4.66963	1.05549	0	2.43589	0.31952	0.11245	0.00193	0	1.05549	0.31952	0.23814	0	0.18329	0	0.06574	0.00193	0	0
Healthy	0.29896	0	35.6181	0	0	3.33545	0	0.01671	0	0	0	0	0.01715	0	0	0	0	0	0	0
Healthy	0	0	0.75941	0	0	0.39017	0.31606	0.75846	0	0	0	0.31606	0.54746	0	1.13317	0	1.41589	0	0	0
Healthy	7.76254	33.1213	0	2.97809	0	0.89138	0	0	0	0	2.97809	0	0.02603	0	0	0	0	0	0	0
Healthy	0	0	1.6774	2.608	0	0	0	0	0	9.27222	2.608	0	0.03927	0.27167	0.04703	9.27222	0	0	0.43564	0
Healthy	3.02993	21.6619	0.75865	0.07308	0	0.16285	0.30136	0.0813	0	0.39178	0.07308	0.30136	0.2905	0.46488	0.15514	0.39178	0.04815	0	0.04135	0
Healthy	5.08643	0	0.03013	2.79291	0	1.79002	0	0	0	0	2.79291	0	0.01833	0	0.01904	0	0	0	0	0
Healthy	0	0	0.4356	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	4.77998	2.90598	0.64842	0	0	0	0.08324	0	2.90598	0	0.00223	0	0	0	0	0.08324	0	0
Healthy	26.7553	0	0.12107	1.21607	0	2.07254	0.36085	0.11751	0.02126	0.82389	1.21607	0.36085	0.36603	0	0.13596	0.82389	0.00408	0.02126	0.14239	0
Healthy	0	0	0	1.42779	0.02171	0	0	0	0	0.95386	1.42779	0	0	0	0	0.95386	0	0	0.12869	0
Healthy	4.06108	0	5.91171	0.951	0	0.19666	0.09415	0.02424	0.01413	0	0.951	0.09415	0.2824	4.49319	0.11189	0	0.10524	0.01413	0	0
Healthy	12.4576	0	0	0	0.17091	0.12763	3.69724	0.38574	0	0	0	3.69724	6.3602	0	4.00532	0	0	0	0	0
Healthy	18.5724	0	8.52137	2.92129	0	1.58702	2.84457	0.18177	0	0	2.92129	2.84457	2.34503	0	1.04221	0	0.05787	0	0	0
Healthy	7.3748	0	0.11407	0	1.63817	0.28905	0.34554	0.13689	0.06507	0.25325	0	0.34554	0.17281	0	0.09402	0.25325	0.24303	0.06507	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.53308	0	0	0	0	0	0	0
Healthy	7.38373	0	0	1.90651	29.7857	0.22726	0	0.49831	0	0	1.90651	0	0.13427	0	0.20558	0	0.08545	0	0	0
Healthy	4.44846	16.6338	0.08508	0.18505	6.50444	0.16395	2.94431	0.08512	0	0	0.18505	2.94431	1.53524	0	0.68761	0	0.11551	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.82975	0	0	0	0	0.06621	0	0.82975	0	0	0	0	0	0	0.06621	0	0
Healthy	0	0	0	1.82914	0	0.01221	0.14637	0	0.04517	0	1.82914	0.14637	0.36425	0	0.08938	0	0.00977	0.04517	0	0
Healthy	0.04069	0	0.48288	1.64953	1.32234	0.23898	1.33582	0.06742	0.13246	0	1.64953	1.33582	0.51966	0	0.98919	0	0.11958	0.13246	0	0
Healthy	0.01085	0	0	0.557	0	0	0.22054	0	0	0	0.557	0.22054	0.83549	0	0	0	0	0	0	0.05142
Healthy	4.34432	0	0.24079	9.81646	1.04605	0.01182	0.11415	0.0384	0	0	9.81646	0.11415	0.84023	0	0.0104	0	0	0	0	0
Healthy	0.27354	55.4335	0.2404	1.86469	0.23708	0.409	0.14988	0.01585	0.16772	0	1.86469	0.14988	0.44205	0	0.09964	0	0.01572	0.16772	0	0
Healthy	0.70713	0	0.00827	18.1525	0	0	0	0	0	0	18.1525	0	0	0	0.04107	0	0	0	0	0
Healthy	4.61879	3.06535	0.04766	1.32353	1.54807	0.95559	1.62427	0.01236	0	0	1.32353	1.62427	0.70124	0	0.54117	0	0.02269	0	0	0.00061
Healthy	0	0	0.01935	5.85616	0	0	0	0	0	0	5.85616	0	0	0	0	0	0	0	0	0.00417
Healthy	0	0	4.64403	0	0	1.51213	3.21841	0.03674	0	0	0	3.21841	0.09333	2.43861	0.18072	0	0.05942	0	0	0.01218
Healthy	0.3448	57.2846	0.02823	2.26461	0.20096	0	4.03762	0.22829	0.00141	0.02136	2.26461	4.03762	0.46642	0	0.1434	0.02136	0.1078	0.00141	0	0
Healthy	13.8124	0	26.2542	3.20986	0	1.15794	0.3695	0	0	0	3.20986	0.3695	0.41306	0	0.09826	0	0.00756	0	0	0
Healthy	9.91143	0	0	0	0	0	2.55516	1.21542	0	0	0	2.55516	0.98731	0	0.76388	0	0.07837	0	0	0
Healthy	1.01562	14.1764	0	1.18901	0	2.11926	0.00891	0	0.08476	0	1.18901	0.00891	0.12773	0	0.08078	0	0	0.08476	0	0
Healthy	0.04949	0	0.00261	2.74595	0	0.15366	0.53519	0.01283	0	0	2.74595	0.53519	0.12402	0	0.25869	0	0.0026	0	0	0
Healthy	1.22668	0	0.01289	12.4645	0.46428	0.12046	0.40753	0.39413	0	0	12.4645	0.40753	0.2852	0	0.24454	0	0	0	0	0
Healthy	0.87463	0	1.1253	0	0	2.11188	0.74681	1.60202	0.38916	0	0	0.74681	0.48706	0	0.53238	0	0.41322	0.38916	0	0
Healthy	2.2914	0	7.29538	1.37352	0	0.55826	0.88495	0.20128	0.13957	0	1.37352	0.88495	0.62123	0	0.47943	0	0.12207	0.13957	0	0
Healthy	2.49605	0	0.01817	1.53002	0	1.09501	0.03779	0.00618	0.03326	0.60283	1.53002	0.03779	0.0401	0.00611	0.04135	0.60283	0.00432	0.03326	0.15955	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.8013	0.0744	1.10285	0.95675	0.61909	0.52734	0.26134	0	0	0	0.95675	0.26134	0.09305	0	0	0	0	0	0	0
Healthy	0.32804	0	0	0	0	0	0.01062	0	0	0	0	0.01062	0.02646	0	0	0	0	0	0	0.01662
Healthy	0	0	2.92625	2.56012	0	0	0	0	0	0	2.56012	0	0	0	0	0	0	0	0	0
Healthy	6.76684	0	1.61542	0.42973	0	0.07141	0.95966	0.12013	0.00028	0	0.42973	0.95966	2.86666	0	0.22225	0	0.05984	0.00028	0	0
Healthy	10.5024	0	0.20614	0.09124	0	0	4.84962	0.01793	0	0	0.09124	4.84962	3.29022	0	1.09362	0	0.02027	0	0	0
Healthy	0	0	0	2.10664	0	0	0.01313	0	0.33445	0	2.10664	0.01313	0.03526	0	0	0	0	0.33445	0	0
Healthy	2.37647	0	0	0	0	0.06241	0.00464	0.06284	0	0	0	0.00464	0.18765	0	0.02938	0	0.04425	0	0	0
Healthy	2.01605	0	1.68307	0	0.06765	0.01471	0.02418	0	0	0	0	0.02418	0.10726	0	0.04752	0	0	0	0	0
Healthy	2.55411	0	0	5.06272	0	0.52378	0.0034	0	0	0	5.06272	0.0034	0.03077	2.41859	0.00582	0	0	0	0	0.00703
Healthy	0.4841	0	0	19.0443	0	0	0	0	0	0	19.0443	0	0	0	0	0	0	0	0	0
Healthy	1.8566	0	2.3712	0	0	0.18203	3.41605	0	2.92394	0	0	3.41605	1.39811	0.10116	0.26632	0	0	2.92394	0	0
Healthy	0.07203	0	0.14204	0.02338	0	0.04929	2.01163	0.03194	0	0	0.02338	2.01163	0.81118	0	0.25227	0	0.08999	0	0	0
Healthy	1.46045	0	26.6041	0	0	0.94999	0.00574	0	0	0	0	0.00574	0.20356	0	0.10438	0	0	0	0	0
Healthy	0.28523	0	42.7449	0	0	0.16986	0	0	0	0	0	0	0.04118	0	0.0023	0	0	0	0	0
Healthy	0.8404	0	20.6718	7.35378	0	7.9307	0.039	0	0	0	7.35378	0.039	0	0	0	0	0	0	0	0
Healthy	11.7862	0	3.80594	1.20695	0	0.35998	0.85207	0.04499	0.16742	0	1.20695	0.85207	0.39316	0.03884	0.18191	0	0.02895	0.16742	0	0
Healthy	6.61036	0	0	1.01287	0.1874	0.59013	0.55732	0.00763	0.47119	0	1.01287	0.55732	0.40189	0	0.12071	0	0	0.47119	0	0
Healthy	3.24765	0	0.04112	0.27684	0	0.11232	0.04241	0.00601	0.01315	0.04979	0.27684	0.04241	0.13043	0	0.17551	0.04979	0	0.01315	0.00223	0
Healthy	3.10409	0	0.26151	1.62796	0	1.58937	0	0	0	0	1.62796	0	0.00448	1.46025	0.05037	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.40699	0	8.65165	3.00776	0.05104	0.38654	0.04525	0	0.02893	0	3.00776	0.04525	0.00955	0	0	0	0	0.02893	0	0
Healthy	1.9627	3.23023	1.03273	3.66873	0	0.54462	0	0	0	0	3.66873	0	0.05942	0	0.03163	0	0	0	0	0
Healthy	1.33339	0	0	0	22.8833	0.8504	1.73854	0.26538	0	0	0	1.73854	1.53183	0	1.70567	0	0.1022	0	0	0
Healthy	17.2438	0	0.04681	1.02184	0	0.94126	2.27308	0.09737	0.01511	0.14418	1.02184	2.27308	1.16131	0	0.52976	0.14418	0.16125	0.01511	0.01062	0
