group	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Blautia_A_wexlerae	Dorea_formicigenerans	Anaerostipes_hadrus_A	Anaerostipes_hadrus	Blautia_A_hydrogenotrophica	Streptococcus_sp004166885	Gordonibacter_pamelaeae	Longicatena_innocuum	Alistipes_putredinis	Akkermansia_muciniphila_D	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	10.166	0	0	0	0	0	0	0.00677
Healthy	0.45317	0.44734	0.4357	0.07974	0.01471	0.33342	0	0.00512	0	0	0	0	0.21393	0.0008	0	0	0	0	0	0
Healthy	3.01429	0.1399	0.71833	0.23069	0.06382	0.06616	0	0.00281	0.03839	0.02999	1.83709	0.00032	0	0.85247	0	3.79424	0	1.2285	0	0.00335
Healthy	0.0073	0.0491	0	0	0	0	0	0	0	0	14.0446	3.84496	0	0.84893	0.03111	2.84626	0.73209	1.44785	0.01241	0
Healthy	0.19956	2.00065	0.38947	0.49999	0.14624	0.0936	0	0.02274	0	0.00037	1.33708	0.79342	0	1.60816	0.07291	0.07732	0.00726	0.12029	0	0
D003093	2.21219	0.25877	0.46028	0.46513	0.13774	0.10204	1.23373	0.04193	0.02327	0.0026	0.02708	0	3.34593	3.25741	0	0	0.00027	0.1595	0.00315	0.0418
Healthy	0	0.05866	0	0	0	0	0	0	0	0	4.20413	10.3809	0	0.11984	0.00356	2.15536	0.08993	0.99503	0	0
Healthy	0.16639	1.32363	2.27022	0.59673	0.37734	0.13148	0	0.06246	0	0.00088	2.087	0	0	0.01271	2.29983	0.51074	0.20459	0.5255	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003093	0.13185	0.33293	0.71084	0.17544	0.75529	0.2064	0	0.03695	0.26087	0.02639	0.64724	11.5674	0.03373	7.43679	0	0.6597	0.04873	0.53465	0	0.54549
Healthy	0.01332	0.09089	0.04375	0	0	0	0	0	0	0	13.4273	0	0	0	0	2.06868	0.06265	1.15652	0.00305	0.08555
D003093	0	1.72747	0.41286	0	0	0	0	0	0	0	0	0	2.00346	0	0	0	0	0	0	0
Healthy	0.0201	0	0.04747	0.08596	0	0	0	0	0	0	24.0145	0	0	0	0	4.36611	0.94488	0.93643	0.12849	0.01002
Healthy	0.39557	1.14079	0.06503	0.00404	0.01721	0.02834	0	0	0.04661	0.00513	17.6736	0.3477	0	5.97668	2.15465	0.55483	0.02936	0.39453	0.00271	0.00194
Healthy	0.00928	0	0	0	0.01594	0	0.01191	0	0	0	0	0	3.56415	0	0	0	0	0	0.11966	0.11087
Healthy	0	0	0	0	0	0	0.06956	0	0	0	0	0	0	0	0	0	0	0	0.07877	0.43692
Healthy	0.04734	0	0.1027	0	0	0	0	0	0	0	8.75437	0	0.35415	0.43911	1.70561	2.63969	1.38673	2.24413	0.00641	0.05089
Healthy	0.01762	0.19546	0.11723	0.00505	0.03669	0.02022	0.00586	0	0.01014	0.00306	3.97945	1.4567	2.02896	0	5.67126	1.8362	0	1.47832	0.01428	0.00033
Healthy	0.01828	0.05462	0.00329	0	0	0	0	0	0	0	13.1836	3.57301	0	0.76891	0.01966	2.65363	0.69352	1.43627	0.00873	0
Healthy	0.6216	0.87992	0.24514	0.50902	0.04129	0.03316	0	0.00564	0	0	0.08893	0.69873	0	0.72193	0.08752	0.73053	0.85812	0	0.00842	0
D003093	0	0	0.02861	0	0	0	0	0	0	0	0	0	0	0	0.38875	0	0	0	0	0.00139
Healthy	1.08564	0.72787	0.57152	0.68709	0.01205	0.15664	0	0.00084	0	0	0.26913	0.01236	0	0	0	0.05844	0	1.30351	0.08336	0
Healthy	1.43622	0.04296	0.50349	0.05316	0.22131	0.40681	0	0	0	0	2.31781	1.26245	0	9.54484	0.78614	0	1.38138	0	0	0
Healthy	0	0.10527	0.11172	0	0	0	0	0	0	0	1.39526	0	0	0	0	0	0	0	0	0
Healthy	0.97938	0.17693	0.66603	0.70136	0.50929	0.53383	0	0	0	0	2.40728	0	0	0.91005	0	1.40719	0.56976	0.71395	0	0
Healthy	0	0	0	0	0	0	0.0708	0	0	0	0	0	0	0	0	0	0	0	0.06262	0.34859
Healthy	1.09596	0.20308	0.65927	0.4027	0.00599	0.13132	0	0	0	0	0.51779	0.6796	6.64189	0.05685	0.10309	0	0	1.15119	0	0
Healthy	0.12368	0.26895	0.17479	0.07206	0.0336	0.0136	0	0	0	0	5.37961	0	0	0.09341	1.35254	0.32194	1.2693	1.32887	0	0
Healthy	0	0.21086	0	0	0	0	0	0	0	0	0.91551	0	0	0	1.45629	2.12386	0	1.28332	0.0624	0.0389
Healthy	0.00512	0.06627	0.04838	0	0	0	0	0	0	0	13.6652	0	0	0	0	1.92212	0.06987	1.10504	0.00294	0.05639
Healthy	0.01327	0.02566	0.01696	0.02212	0	0	0	0	0	0	3.09682	0.6598	0	0	0.16851	0.00722	0.00837	0	0.04305	0
Healthy	0.19987	0.87453	0.36115	0.1375	0.03714	0	0	0	0.10311	0.00486	11.3072	0	0	6.64828	2.0176	3.89777	0	0.94826	0.0078	0.00536
Healthy	0.77112	0.11748	0.67249	0.17711	0.03981	0.0162	0	0	0	0	1.94826	0	0	0	0	0.32416	0	0.41661	0.0461	0
Healthy	0	0	0	0	0	0	0	0	0	0	14.9405	0	0	0	0	0	0.11856	0.64273	0	1.1282
Healthy	0	0	0	0	0	0	0	0	0	0	11.1449	0	0	0	0	0.35145	0	0	0.38935	0.12679
Healthy	0	0	0	0	0	0	0	0	0	0	2.81473	0	0.31288	2.56683	0	0.60714	0	0	0	0
Healthy	5.61766	1.47994	2.3284	10.386	0.44808	1.70359	0	0	0	0.11357	0	0	0	0	2.82544	0	0	0	0	0
Healthy	0	0	0.13979	0.03446	0	0	0	0	0	0	13.056	0	0	0	0	4.1833	4.95342	0.82963	0.177	0.01316
Healthy	0	0	0.122	0.0268	0	0	0	0	0	0	13.333	0	0	0	0	3.82038	5.00701	0.93765	0.21624	0
Healthy	0	0	0.00957	0	0	0	0	0	0	0	17.6234	0.79293	9.44246	0.018	0	3.03134	1.40226	2.60986	0.03166	0.00455
Healthy	0	0.0024	0	0.00369	0.00482	0	0	0	0	0	11.7794	5.96611	0	0	0.07587	5.35846	2.31024	0.85221	0	0
Healthy	0.04986	0.00678	0.01045	0	0	0	0	0	0	0	5.00213	0.05654	0.23887	0.52097	0	0.81465	2.71865	1.06089	0.00178	0
Healthy	0	2.60197	0.01188	0	0	0	0	0.01819	0	0.09192	2.0318	0	0	0	0	0	0	0	0	0
Healthy	1.04451	0.55029	2.54985	0.45244	0.1792	0.19916	0	0	0	0	6.44299	0	0	0	0	0.3481	0.18887	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.48742	0	10.1396	0	0	0	0	0	0	0
Healthy	0.01118	0	0.14263	0.02753	0	0	0	0	0	0	13.0323	0	0	0	0	4.18775	4.82702	0.87024	0.21496	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06898	0	0	0.06696	0.50093
Healthy	0.07356	0.01355	0.1511	0.1095	0	0.03802	0	0	0	0	2.7426	0.69377	0	0.1664	0	1.10699	0	1.06504	0	0
D003093	6.39646	1.2337	4.66547	4.30154	0.045	0.16974	0.00791	0	0.03116	0.0016	1.39296	0	0	0	0	0.13186	0	0.67168	0.04324	0.03235
Healthy	0	0	0	0	0	0	0	0	0	0.00781	13.3117	12.3504	0	0.28556	0.78892	2.27157	0.03216	0	0.02779	0
Healthy	0.21308	0.37201	0.06579	0	0.12675	0.07437	0	0	0	0	2.00326	5.12023	0	0	2.97874	0.31508	5.95538	0.74608	0	0
Healthy	0.07158	0.09531	0.11263	0.02416	0.00874	0	0	0	0	0.00757	16.6073	0.14545	3.0011	0	0	1.06735	0	0.55063	0.00293	0.09901
Healthy	2.63659	3.39605	0.51415	0.37264	0	0	0	0.03841	0	0	3.88091	0	9.76822	0	0	0.04004	0	0	0.00066	0
Healthy	0.381	1.04591	0.23064	0.13215	0.23146	0.12496	0	0	0	0	3.51812	1.67518	0	0	3.38924	0.91324	6.43182	1.15338	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.08009	0.72264	0.04383	0	0	0	0	0	0	0.00557	12.9201	0.87803	7.59676	1.94341	0.9576	1.83368	0	1.22653	0.14799	0
Healthy	0.94915	0.37319	0.35329	0.07823	0.01482	0.07763	0	0.01885	0.01763	0.00208	4.08647	0	8.38445	1.33059	0	0.00959	0.84803	0.30775	0.0141	0.00858
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	9.72934	0	0	0	0	0	0	0.01544
D003093	1.49911	1.81972	0.78557	0.54414	0.17725	0.13295	0	0	0.0377	0	9.1294	1.99999	2.78682	5.97862	2.54831	1.09278	0	0	0	0
Healthy	0.79835	0.42687	0.60587	0.19323	0.02845	0.02476	0	0	0.0207	0	5.98264	0.00032	0	0	6.51173	2.24865	0	2.5973	0.00148	0
Healthy	0.32514	0.90451	0.56647	0.43504	0.37482	0.00431	0	0	0	0	1.02116	0	0	0	3.39911	0.05396	0	1.10355	0.03347	0
Healthy	0.28758	1.1891	0.33394	0.38271	0.0167	0.01771	0	0	0	0.0017	0	1.83282	0	0.5976	7.52024	0.2274	1.80467	0.63857	0.00369	0.01364
Healthy	0	0.02274	0.03113	0	0	0	0	0	0	0	11.6298	5.82674	0	0	0.08083	5.31007	2.33934	0.70243	0	0
Healthy	0.43875	1.60309	0.42918	0.12438	0.14002	0.22029	0	0	0	0	4.73114	0	0	0.63824	0.15132	0.96556	1.44712	0	0	0.10304
Healthy	0.26351	0.68081	0.22827	0.37601	0	0	0	0	0	0	0	0	0	0	9.64923	0	0	0	0	0
Healthy	0.06148	0.50755	0.22072	0.0643	0	0	0	0	0	0	0.8128	0	0	0	25.2514	0	0	0.68627	0.06726	0
Healthy	0.01414	0	0.08696	0.06203	0.0372	0.05392	0.03183	0	0.02024	0.00172	0.02925	0	0	0.03759	0	0.14518	0.10798	0.30914	0	0
Healthy	0	0	0.13498	0	0	0	0.00479	0	0.16385	0.01067	0.17581	43.4724	2.79994	0	0.42609	1.00236	0	0	0	0.00746
Healthy	0.24857	0.06789	0.13089	0.08211	0.02045	0.21912	0	0	0	0.00218	6.55594	0.03469	0	0	0.09306	1.34267	2.817	1.49151	0	0.01034
Healthy	0.44294	0.11107	0.20241	0.13843	0.0542	0.06247	0	0.13692	0	0	2.35064	0	0	0.08384	5.47173	0.04611	0	0.66242	0	0
Healthy	0.85649	1.4642	1.48685	0.8769	0.16279	0.52374	0	0.02679	0.02117	0.00073	3.02174	0	0	0	0.00992	0.94073	0	1.05607	0.32375	0.01628
D003093	0.88103	4.68667	0.18813	0.48312	0.0205	0.06172	0	0	0.00339	0.00052	1.28069	4.34835	0	0.91646	0	0.36793	0.07908	0.4251	0	0.00038
Healthy	1.29556	1.43878	0.65772	0.62553	0.16555	0.06451	0	0	0	0	5.67742	0.63493	0	1.4726	0.44067	1.0513	0.6183	1.40001	0.01279	0
Healthy	0.04764	0.08296	0.11548	0.1351	0.08823	0.13469	0	0	0	0	0.37896	0.03989	0.00148	0	0	0.20333	0	0	0.04169	0
Healthy	0.27709	1.39107	0.28038	0.71844	0.07026	0.20926	0	0.0157	0.01387	0.0002	3.43967	0	0.00053	0	0	0.43811	0	0.85133	0.36764	0.00959
Healthy	0.04022	0.01838	0.08895	0.10959	0	0.03031	0	0	0	0	3.33613	0.04755	0	0	0.37823	0.26214	0.82798	0.62923	0.00524	0
Healthy	0.34848	0	0.17709	0.00321	0.00976	0.14316	0	0	0	0	4.01845	0.89222	12.7095	0	0	0.48022	2.23462	0.78487	0	0.01992
Healthy	0.0625	1.90811	0.17628	0	0	0	0	0	0	0	0	0.00828	0	0	0.88081	0	0	0	0	0
Healthy	0.02183	0.00306	0.1324	0.04132	0	0.01897	0	0	0	0	0	0	0	0	0.0462	0	0	0	0	0
Healthy	0	0.17096	0	0	0	0	0	0	0	0	0.82798	0	0	0	1.43331	2.17723	0	1.22366	0.02525	0.01303
Healthy	0.01955	0.8111	0.15549	0.13184	0	0.02219	0	0	0	0	4.8478	10.2982	0	0.06078	1.18104	0.57665	0.2297	0.74994	0.0008	0
D003093	1.24606	1.62518	0.46676	0.54382	0.21332	0.10704	0.16622	0.00336	0.05046	0.00458	12.5043	0	0.01436	9.78175	0.25533	1.13246	0.00021	0.60217	0.00559	0.01758
D003093	0	0.83993	0.19577	0	0	0.0191	0	0	0	0	0	0	1.76602	0	0	0	0	0	0	0.01241
Healthy	3.84222	2.29031	1.61213	2.14502	0	0.16591	0	0.02436	0	0.52628	0	0	0	0	0.02252	0	0	0	0	0
Healthy	0	0	0.05367	0	0	0	0	0	0	0	0.38674	0	4.82061	0	0.09256	0.77572	5.95225	1.07915	0.06619	0
Healthy	0.23065	0.9056	0.38599	0.17167	0.01497	0.00485	0	0	0.09072	0.02318	11.2456	0	0	6.82287	1.89994	3.91095	0	0.98077	0.08297	0.01744
Healthy	0.40395	0.51812	0.17192	0.15199	0.00279	0.03748	0	0	0	0	2.67881	0.03792	0	0.18916	2.43988	0.53284	1.48187	1.20995	0.00992	0
Healthy	8.15005	0.40363	10.946	7.42205	0.79642	3.67152	0	0	0	0	0	0	0	0	0.33406	0	0	0	0	0
D003093	0.18829	0.62886	0.50362	1.09037	0.04285	0.23851	0.00187	0	0.02948	0.0066	0	0.04644	3.97544	0	0.02884	0	0	1.93206	0.02368	0.02347
Healthy	0	0	0	0	0	0	0	0	0	0	13.0567	12.3729	0	0.26807	0.77143	2.30249	0.01353	0	0.07824	0
Healthy	0.08203	0.11697	0.04795	0.04134	0.02002	0.01627	0	0	0	0.02979	1.1205	0	0	0	0	0.26021	0.98994	0.24201	0	0
Healthy	0.26941	0.29471	0.17976	0.17537	0.02683	0.0091	0	0	0.019	0	4.59455	0.00277	3.75918	10.4507	0	0	1.4959	0	0.00099	0.02565
Healthy	1.25756	0.03597	0.27917	0.228	0.0411	0	0	0	0	0	0.63115	0.70351	0	0	6.82203	0.40378	0	0	0	0
D003093	0.35816	1.53729	0.19488	0.66048	0.15981	0.27652	0	1.19134	0	0	0	0	5.08859	0	0	0	0	0	0	0
Healthy	0.20882	1.77449	2.00881	1.1403	0.07413	0	0	0	0	0	0	1.23746	12.1143	3.90376	0	0.27689	0	0	0	0
Healthy	0.11784	0	0.12944	0.02354	0	0	0	0	0	0.00627	8.24268	0	0	0.86538	2.21834	0.28675	0	0.60842	0	0.04741
Healthy	0	0.49546	0.00382	0	0	0	0	0	0	0	1.42033	0	0	0	0.43984	3.56529	0	0.85037	0	0
Healthy	0.18036	0	0	0	0	0	0	0	0	0	0.14852	0	0	0	0.12048	0	0	0	0	0
Healthy	0.07717	0.15679	0.27309	0.16216	0.0581	0.06053	0	0	0	0.00426	5.22002	0.10576	0	0	0	0.4557	0	1.57107	0.56031	0.10164
Healthy	0.00793	0	0.15712	0	0	0.26708	0	0	0	0	2.4602	0	0	1.05216	0.02519	0.18515	2.29366	0	0	0
Healthy	0.00141	0	0.02483	0	0.06127	0.01353	0	0	0	0	0	0	8.17773	0.1192	0	0	0	0	0.02592	0.55098
Healthy	0.37004	0.04498	0.17699	0.0987	0.24143	0.31642	0	0.00848	0	0.00017	1.11337	0.11581	1.88514	0	16.2847	0	0.86756	0	0.01676	0.08145
Healthy	0	0.03396	0.19419	0.0829	0	0	0	0	0	0	9.33149	0	6.04788	0	0	1.3493	0	0.59582	0.1559	1.77033
Healthy	0	0	0	0	0	0	0	0	0	0	0.16038	0	0	0	0	0	0	0	0	0
Healthy	0.03028	0	0.03584	0.09188	0	0	0	0	0	0.11423	0	0	0	0	0	0	0	0	0.35406	0.27051
Healthy	0.01946	0	0.08093	0	0	0	0	0	0	0	9.26719	0	0.35433	0.46908	1.74525	2.69362	1.50104	2.31445	0.01043	0.04848
Healthy	0.99656	0.21822	0.23606	0	0.35268	0.98339	0	0	0	0	0	0.2178	2.30415	27.4698	0.53554	1.10739	0	0	0.01562	0
Healthy	0.61511	1.60594	0.35319	0.16476	0	0.10445	0	0	0.10111	0	1.95479	0	2.63703	0.44049	0.34365	0.26497	0	0.44496	0.00297	0
D003093	2.4317	4.15529	1.91216	2.33873	0.42475	0.23179	0.52484	0.01556	0.01834	0.00044	0.0028	0	0	16.4195	0	0.03368	0	0	0.01097	0.00063
Healthy	0	0.16401	0	0	0	0	0	0	0	0	0.74738	0	0	0	1.38998	2.10288	0	1.28191	0.0279	0
Healthy	0.04993	0.18776	0.14472	0.0439	0	0	0	0	0	0	2.432	22.8919	0	0.11929	0.00614	1.23597	0	0	0	0
Healthy	0.33232	0.05529	0.0864	0.40366	0.0212	0.09087	0	0	0	0.11974	0	0	0	0	0	0	0	0	0.0386	0.25817
Healthy	0.62483	2.35291	0.17555	0	0	0.21442	0	0	0	0	0.50906	0.31809	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	13.0034	8.57815	0	0.103	0.18419	0.79893	0	0	0	0
Healthy	0	0.00824	0	0.0231	0	0	0	0	0	0	12.4146	0	5.89787	0	0	1.88065	0	0	0.14634	0
Healthy	0.01674	0.0402	0.01328	0.00515	0	0	0	0	0	0	8.86973	0	0	0	0.06376	2.95907	0.33167	2.33924	0	0
Healthy	1.62376	1.73158	0.97854	0.43839	0.04919	0.56102	0	0.05813	0.17871	0.00143	3.07965	0.07407	0	1.45682	0.58733	0	0	0.92151	0.05072	0.00227
Healthy	0.49462	0.03536	0.33775	0.43274	0.01431	0.10841	0	0	0	0	1.27921	0.04887	0	0.00024	0.00025	0.36922	0	0.09366	0	0.017
Healthy	0.47892	0.27482	0.36305	0	0.08833	0.27145	0	0	0	0	0	0	1.64527	0.4797	0.44977	1.01755	0	0	0.01362	0
Healthy	0	0	0.09209	0.03308	0	0	0	0	0	0	5.20474	0	4.95623	0	0	0.75253	0	0	1.18589	0
Healthy	0	0	0.00107	0	0	0	0	0	0	0.00875	5.35624	0	0	0.0131	0	0	2.26482	0	0	0.14346
Healthy	0.12353	0.49453	0.02603	0.16244	0	0	0	0	0	0.21164	0	11.0573	0	8.71638	0.10053	0.29707	0	0.53769	0	0
Healthy	0.31462	0.03827	0.09936	0	0.07711	0	0	0	0	0	1.31866	0	0	0	0	0.02964	0.03273	0	0	0
Healthy	1.2367	2.15543	0.85012	0.64873	0.15385	0.19874	0	0	0	0	0.82148	2.34656	0	0.37973	1.70304	0.09375	0	0.9418	0.07643	0
D003093	0.14584	0.60633	0.58098	0.68325	1.86362	0.45217	0	0	0	0	0	0	0	0	0	0	0.16273	0	0	0
D003093	2.28306	1.20317	0.49874	0.70483	0.14445	0.05463	0	0	0.00781	0.00213	3.44875	0.09668	0.00125	1.72766	1.71464	1.14466	0	0.29374	0.21512	0.035
Healthy	0	0	0	0	0	0	0	0	0	0.00528	11.8061	16.6374	0	0	1.04013	2.21679	0.00713	0	0.02878	0
Healthy	0.02323	0.77308	0.11846	0.15567	0.01441	0.01463	0	0	0	0	17.0139	0.72089	0	0.03166	3.57033	5.57758	0	1.91324	0.78648	0.00069
Healthy	0	0	0.07617	0	0	0	0	0	0	0	0.36799	0	4.52767	0	0.13659	0.76223	5.73042	1.00618	0.04875	0
Healthy	0.53145	2.25697	1.07145	0.30986	0	0	0	0	0	0	0	0	0	0	0	0.40499	0	0	0	0
Healthy	0.02614	0.00154	0.04104	0	0	0	0	0	0.01951	0	1.67534	6.91086	9.01964	0	2.52975	0.75162	0	0	0.01398	0.08434
Healthy	1.36367	0.12204	0.19558	0.41366	1.53844	0.15948	0	0	0	0	2.44973	0.00242	0	0	7.05991	0.82545	7.42489	0	0	0
Healthy	0	1.52891	0	0	0	0	0	0	0	0	0.58555	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.8576	0.7359	0.11694	0	0	0.45452	0	0	0	0
Healthy	0.4838	0	0	0	0	0	0	0	0	0	0	0	1.48551	0	0	0	0	0	0	0
Healthy	0.39094	0	0.19088	0.01069	0.00319	0.08397	0	0	0	0	2.1317	0.39843	10.3765	0	0	0.17394	0.9357	0.78505	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	8.34823	0.0783	0	0	0.26284	0.9189	0	0.51441	0.08668	0.01779
Healthy	0.7017	0.61621	0.34607	0.08462	0	0	0	0	0	0	3.30198	2.24224	0	7.30382	0	0.30144	0.03469	0	0	0
Healthy	2.09622	0.2015	1.59182	0.25982	0.14105	0.17217	0	0.10054	0	0.03083	0.19228	7.77762	0	1.80896	0.85853	0.04539	0	0	0.01024	0
Healthy	0	0	0.01225	0.03028	0	0	0	0	0	0	3.78772	0	0	0.68924	0	1.16915	0.17644	0	0	0
Healthy	0.00911	0	0.06034	0.07494	0	0	0	0	0	0	17.6819	0	0	0	0	3.45257	2.72005	0.83085	0.39274	0
Healthy	0.22113	0.56861	0.52659	0.22343	0	0.17909	0	0	0	0	5.88195	0.39701	0	1.22144	0	1.48992	3.63923	1.60826	0	0
Healthy	0.63327	0.43937	0.44666	0.13906	0.01856	0.21615	0	0	0	0	4.78665	0.07548	0.09191	0.88221	10.1074	0.84707	1.97267	1.59556	0	0
Healthy	0.77876	0.90061	0.26691	0.16788	0.05186	0.02607	0	0	0.02237	0	16.7286	0.38122	4.05055	2.20579	0.02559	0.44288	0.59338	0.38911	0.00215	0.00159
Healthy	0.05268	0.0982	0.08202	0.01794	0.00908	0	0	0	0	0.03519	16.5522	0.16296	3.08138	0	0.0106	0.98794	0	0.5541	0.00697	0.09021
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.12242	1.65442	0.19873	0	0.15876	0.2046	0	0.00642	0.0099	0.00039	0	4.30812	1.19943	0.00159	0.04727	0	0	0	0	0.01476
Healthy	0.5294	0.19589	0.65583	0.62671	0.01135	0.12693	0	0	0	0	2.12339	0.11184	0	0.0242	1.8639	0	0	1.08832	0.01398	0
Healthy	0.07329	0.02424	0.0508	0.10822	0	0.01136	0	0	0	0	7.40868	2.78327	0	0	0.75658	0.00456	0	0.84552	0.00676	0.01892
Healthy	5.107	3.45432	2.10944	1.2426	0.14656	0.20855	0	0	0.03336	0	0.17692	0.53897	0	0	0.30178	0.00959	0	0	0	0
Healthy	0.01951	0	0.04978	0.06035	0	0	0	0	0	0	23.9671	0	0	0	0	4.68764	1.00762	0.9065	0.16304	0
Healthy	1.29905	3.07134	0.97151	0.94239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.12885	1.85715	0.26865	0.19708	0	0.0163	0	0	0	0	0.75227	0	0	0	3.69718	0.01899	0.03469	0.40482	0.02763	0
Healthy	0	0	0	0	0	0	0	0	0	0.0162	0	0	0	2.67894	0	0	0	0	0	0
Healthy	0	0.01563	0	0.00218	0	0	0	0	0	0	12.7113	0	5.97819	0	0	1.76285	0	0.59111	0.1421	0
Healthy	0.42255	0.58379	0.08964	0.2494	0.04322	0.04725	0.0153	0	0	0	0	0	7.40078	0.17066	0	0.25683	0.05722	0.56335	0	0
Healthy	0	0.05531	0.12434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34289	0
Healthy	0	0	0.00225	0.05629	0	0	0	0	0.03179	0	17.8107	5.49285	0	0	0.0768	1.34402	0.0016	0	0.0115	0
Healthy	0.58624	0.2822	0.52792	0	0.24708	0.20038	0	0.531	0	0	0	0	2.54266	0	0	0	0.18685	0	0	0
Healthy	0	0	0.0467	0	0	0	0	0	0	0	15.6176	0.5437	0.41575	0	0	0.39277	0	0.85661	0.02515	0
Healthy	0.00941	0.03438	0.01693	0.00172	0	0	0	0	0	0	8.9842	0	0	0	0.07484	3.06651	0.34009	2.30115	0	0
Healthy	1.66685	0.64769	1.20511	0.27611	0.02623	0.0783	0.00407	0	0	0.00114	2.94812	0.07917	0	0	0.12052	0.7099	0.23882	0.52079	0.00146	0
Healthy	0.0462	0.03889	0.04165	0	0	0	0	0	0	0	12.6228	0.1407	2.88085	3.33799	1.16674	1.60787	0	0.71369	0.22596	0
Healthy	10.7726	0	0.22406	0.31468	1.56779	0.86673	0	0	0	0	0	0	0	0	0	0	0	0	0.06749	0
Healthy	0.73469	1.16426	0.27479	0.98044	0	0.06064	0	0	0.07901	0.02193	0.47737	0.23083	0	0.10436	3.03905	1.28291	0	0.62153	0	0
Healthy	0.01539	0.12421	1.10572	0.34718	0	0.00762	0	0	0	0	0	0	0	0	0.94013	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.2151	8.3248	0	0.02349	0.14257	0.81897	0	0	0	0
Healthy	0	0.31616	0.1415	0.04092	0	0	0	0	0	0	12.0959	0.57677	0	0.39959	1.54092	2.0184	0	1.85105	0.03423	0
Healthy	2.48964	0.16	2.39639	0.92784	0	0.21649	0	0	0	0.62672	0	0	0	0	9.20068	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.38209	0.07123	0.11125	0.06855	0.03341	0.00324	0	0	0	0	2.24014	0	0	0.5232	0.67873	0.13465	0	0	0	0
Healthy	0	0.0079	0.06908	0.0212	0	0	0	0	0	0	21.7234	0	2.59163	0	0	0.86487	0	1.3284	0.00596	0
Healthy	0	0.01098	0.0636	0	0	0	0	0	0	0	6.86134	0	4.31984	0	0	0.61135	0	1.00955	0.20211	0.02693
Healthy	2.14575	0.73446	0.23765	0.11196	0.21958	0.10002	0.05273	0	0	0.00582	0.0097	0.02151	0	0.04406	0.07022	0.07677	0	1.68487	0	0.00499
Healthy	8.33886	0.32727	3.92601	2.98562	0.7056	1.37316	0	0	0	0	0	0	0	0	4.76087	0	0	0	0	0
D003093	0.38276	0.12235	0.08523	0.05643	0	0	0.00245	0	0	0	5.43093	0	0	0	0.12613	0	0	0.27017	0	0
Healthy	0.46752	1.14517	0.44228	0.73071	0.20346	0.1851	0	0	0	0	1.4768	0	0	0.23884	0.77692	0.27291	0.05841	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	22.0161	9.34841	0	0	0.07181	1.47697	0	0	0	0
Healthy	0	0.00794	0	0	0	0	0	0	0	0	30.3873	0.23017	0	0	0	7.1926	0.59765	0	0	0.01365
Healthy	0.11678	2.63867	0.3463	0.8645	0.1435	0.4959	0	0	0	0.02113	0.71705	4.14396	0	7.36499	2.20133	0.22118	0	0	0.12305	0
Healthy	0.15958	0.41051	0.21441	0.11982	0.00593	0.04146	0	0	0	0	0.56087	0	0	0.00415	6.42147	0.12953	0.03331	0.29838	0	0
Healthy	0.03859	0.50097	0.27262	0.24774	0.0278	0.02678	0.00972	0	0	0	1.57664	0.91657	10.2359	0.47689	0.30498	0.08345	0.90545	0.74879	0	0.00887
Healthy	0.2298	0.7544	0.53856	0.06051	0.04856	0.07222	0.02104	0	0	0	2.72054	0	1.78082	0	0	0.09648	1.51926	2.12338	0	0.00965
Healthy	0.6931	0.15072	0.14915	0.19359	0.02175	0.02023	0	0	0	0.01196	0	1.74463	0.07772	2.37006	0.32315	0	0	0	0.02403	0.00804
Healthy	0	0	0.07002	0.07927	0	0	0	0	0	0	10.5858	0	0	0.23825	0.31616	2.22915	1.90855	1.51454	0.0748	0.13357
Healthy	0	0	0	0	0	0	0	0	0	0.00052	0	0	0	3.00733	0	0	0	0	0	0.00469
Healthy	0	0	0.02035	0	0	0	0	0	0	0	0.3815	0	4.77503	0	0.13351	0.80325	5.90316	1.00833	0.04503	0
Healthy	0	0.02956	0.03159	0.01701	0	0	0	0	0	0	12.8628	0	0	0.26961	0	2.44879	0.20294	2.84104	0.00215	0.03139
