group	Prevotella	Alistipes	Phytobacter	Odoribacter	Paraprevotella	Alistipes_A	Parasutterella	Bilophila	Ruminococcus_C	Faecalimonas	Prevotella	Mediterraneibacter	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Haemophilus_D	Flavonifractor	Parasutterella	Clostridium_Q	Muricomes
Healthy	0.06139	0.34539	0.6727	0.78479	0	0	0.04209	0.03612	0	1.83701	0.06139	0.45415	0.00784	0	0.04333	0	0.00454	0.04209	0.1206	0.26193
D014607	0.19443	0.2395	0.06623	0	0	0.43731	0.49616	0.01664	0	0.07102	0.19443	0.00614	0	0	0.00121	0	0.1524	0.49616	0	0.00545
Healthy	0	4.54685	0.73045	0	0	0	0	0	0	0	0	0.13794	0	0	0	0	0	0	0	0
Healthy	66.7552	0	4.12779	0	0	0	0	0	0	0	66.7552	0	0	0	0	0	0.04909	0	0.00262	0
Healthy	0	5.13152	1.83545	0	0	0	0	0	0.08483	0	0	0.80386	1.95539	0	3.27826	0	0	0	0	0
Healthy	0	24.35708	0	0	0	0.04842	0.35965	0	0	0	0	0.4696	0	0	0.04477	0	0.14537	0.35965	0	0
Healthy	0	23.84199	0	0.81242	0	0.06401	0.433	0	0	0	0	0.23565	0	0	0.07662	0	0.17001	0.433	0	0
Healthy	0	0.83706	0	3.1263	0	0.02107	0.14252	0.04101	0	0	0	0.29763	0.46011	0	0.5011	0.01484	0.09093	0.14252	0.02428	0.01059
Healthy	0	0.52597	0.04559	0.24283	0.18457	0	0	0	0.06637	0	0	0.96308	0.74424	1.62095	0.74266	0	0	0	0	0
Healthy	0	0.62661	0.09711	0.3186	0.125	0	0.04103	0	0.31282	0	0	0.15212	0.87011	1.52412	0.91214	0.06684	0.01003	0.04103	0	0
Healthy	0	3.03612	2.02806	0.52544	0.2829	0	0	0	0	0.0815	0	0.04213	0.18328	0	2.4319	0.28217	0.00713	0	0	0.0108
Healthy	28.73911	0	0	0	0	0	0	0	0	0	28.73911	0	0.27352	2.69908	2.24459	0	0	0	0	0
Healthy	0	4.94967	0	1.13762	0	0.10156	0.04026	0.00212	0.59738	0	0	1.50849	0.86177	0	0.35916	0	0.01162	0.04026	0	0
Healthy	0	14.88692	0	4.36243	0	0	0	0	0	0	0	0.01206	0.40949	0	0.93517	0	0.00911	0	0.02469	0
Healthy	35.4315	4.65659	8.48243	0.84118	0.41502	0.02471	0.00114	0	0.01743	0.02327	35.4315	0.32129	0.05301	0	0.15126	0.00258	0.02344	0.00114	0	0
Healthy	0	1.00068	0.02486	1.06521	0.53512	0	0.02046	0	0.001	0	0	0.63161	0.31414	0	0.52206	0.03965	0	0.02046	0	0
Healthy	0	17.98824	0	0.7931	0	0	0	0	0.01466	0	0	0.1324	0	0.24554	0.01875	0.74286	0.0685	0	0	0
Healthy	0	1.46658	0.47299	0.52809	0	0.06156	0.18365	0	0	0.0107	0	2.57159	0.50972	0	0.18631	0	0.1098	0.18365	0.02525	0.00474
Healthy	45.34911	9.84734	0	1.05331	0.23496	0.02117	0	0	0	0	45.34911	0.3143	0	0.85189	0	0	1.2697	0	0	0
Healthy	40.07286	0	0	0	0	0	0	0	0	0	40.07286	1.73861	1.28681	1.40714	1.63427	0.24052	0	0	0	0
Healthy	0.03222	1.60532	0.02631	0	0	0.00478	0.39081	0	0.13495	0	0.03222	0.00521	0	0	0.34622	0	0.27357	0.39081	0	0.08751
Healthy	0	0.00153	15.6337	0	0	0	0	0	0	0	0	0.00786	0	0	0	0	0	0	0	0
Healthy	0	0.07741	1.31886	0	0	0	0	0	0	0	0	0.33175	0	0	0	0	0	0	0	0
Healthy	0	5.56369	2.36877	0	0	0	0	0	0	0	0	0.13705	0	0	2.72837	0	0	0	0	0
Healthy	17.7119	0.8505	0	0	0	0	0	0	0.91294	0	17.7119	3.28568	0.32426	3.79571	0.97103	0	0	0	0	0
Healthy	43.95133	0.659	0	2.11166	0.18171	0	0.01552	0	0.00147	0	43.95133	0.15484	0.67894	0.29629	0.18804	0.1676	0.01289	0.01552	0	0
Healthy	0.62459	0.06141	0.78469	0	0	0	0.24481	0.14777	0	0.6648	0.62459	0.06766	0.4436	0	0.29069	0	0.00321	0.24481	0.01367	0.03289
Healthy	0.0019	0.0135	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0
Healthy	0	0.4766	0.07817	1.41887	1.17871	0.18727	0.00077	0.01655	0.03829	0	0	0.00077	0.35237	0.00449	0.20248	0.00767	0.04191	0.00077	0	0.00489
Healthy	0.0049	0	4.27323	0	0	0	0	0	0	0	0.0049	0.71155	0	0	0	0	0.07233	0	0	0.14393
Healthy	0	15.84035	0	0	4.62333	0.00788	0.01982	0.03927	0.10829	0	0	0.14481	0	0	0.01261	0	0.02147	0.01982	0	0.09622
Healthy	33.1072	2.28942	0.12255	0	0	0.02595	0.25346	0	0	0	33.1072	0.43428	0.1086	3.1767	0.03696	0	0	0.25346	0	0
Healthy	0	11.53825	0	0	0	0.13634	0.19767	0	0	0	0	0.18716	0.00318	0	0.19898	0	0.05422	0.19767	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.40699	0	0	0	0	0	0	0	0.01559
Healthy	0.03605	0.03166	18.6713	0	0	0	0	0	0	1.61297	0.03605	0.02677	0	0	0.03962	0.00123	0	0	0	0
Healthy	0.00828	2.58597	1.0251	0	0	0	0.37347	0.00203	0	0.32361	0.00828	0.72367	0.0075	0	0.14812	0.07592	0.50529	0.37347	0.0681	0.14054
Healthy	4.29422	0.00027	0.09689	0	0	0	0	0	0.00066	0.62747	4.29422	0.04508	0	0	0.68552	3.13703	0.04823	0	0	0
Healthy	0	1.28832	0	0	0	0.00358	0	0.02619	0	0	0	0.62097	0	0	0.32534	0	0.00225	0	0	0.00102
Healthy	0	8.0402	0.30347	0.73131	0	0.1481	0.00766	0.07712	0.05176	0.44908	0	0.16971	2.63983	0	1.19974	0.00554	0.02564	0.00766	0.00123	0.06295
Healthy	28.47583	0.04774	0	0	0.53401	0	0	0	0.00922	0	28.47583	0.01442	0.0991	0.12298	0.2542	0.21568	0	0	0	0
Healthy	0	15.03435	0.17465	0.97978	0	0	0.12171	0.11779	0	0	0	0.03822	0.23825	0	0.47161	0	0.1799	0.12171	0	0
Healthy	0	2.19328	0	1.07156	0	0.01498	0.03345	0	0	0	0	0.56746	0	0	0.03298	0	0.02939	0.03345	0	0
Healthy	0	8.16029	0	0	0	0.12898	0.16545	0	0	0	0	0.02212	0	0	0	0	0	0.16545	0	0
Healthy	0	1.31308	9.93651	0	0	0	0	0.06627	0	0	0	0.00377	0	0	0.14343	0	0.05382	0	0.01803	0.04411
Healthy	0	9.14021	0.07966	0.83001	0.24191	0	0.03738	0.03459	0.80874	0.18666	0	1.31871	0.54764	0	0.62314	0	0.34496	0.03738	0.05453	0
Healthy	0.02171	0	0.27898	0.56223	0	0	0	0	0	0	0.02171	1.7143	0	0	7.17877	0.58972	0.26198	0	0	0
Healthy	0	0	0.81252	0	0	0	0	0	0	2.23932	0	0.38919	0	0	0	0.38291	0	0	0	0
Healthy	0	0.64759	0.44934	0.95963	0	0.0858	0	0.01352	0	0	0	0.22628	1.12191	0	0.55377	0.02631	0.00595	0	0	0
Healthy	0	2.28154	1.56178	0.32005	0.33708	0.05839	0	0.11973	0.27274	0	0	1.14142	2.56839	0	0.59878	0.45378	0.01239	0	0	0
Healthy	57.1151	1.85048	0.0024	0.21274	0.20122	0	0.00643	0	0.16804	0	57.1151	0.05337	0.38382	0	0.17108	0.15484	0	0.00643	0	0
Healthy	1.66779	5.30819	0	0.40922	0	0.09053	0.0042	0.00517	0.17037	0	1.66779	0.13649	0.80016	0	0.74421	0	0.00755	0.0042	0	0
Healthy	0	9.94266	0	0	0	0	0	0	0.25588	0	0	0.27934	0.01344	3.26728	0.18788	2.02587	0.02429	0	0	0
Healthy	0	0.99045	0.02496	1.37501	0.08821	0	0	0.01113	0.09773	0	0	1.72763	0.5881	0	0.42803	0	0.05479	0	0	0
Healthy	0	16.29838	0.08922	0	0	0	0.27169	0.066	0	0	0	1.15382	0	0	0	0	0.6024	0.27169	0.06619	0
Healthy	0	1.21067	9.88235	0	0	0	0.0081	0.06798	0	0	0	0.00876	0	0	0.18252	0	0.08666	0.0081	0.02209	0.04193
Healthy	0	3.01581	0	0	0	0	0.00578	0	0	0	0	0.31986	0.87443	0	0.82865	1.36227	0	0.00578	0	0
Healthy	0	3.03817	1.58023	0.45997	0	0.01598	0.06759	0.02349	0.09033	0.00326	0	0.08697	2.48434	0	0.39392	0.19247	0.01601	0.06759	0	0
Healthy	5.9487	2.8867	0	0	0	0	0	0	0	0	5.9487	1.13848	2.54872	0	2.36949	0	0	0	0	0
Healthy	0	0	0.37113	0	0	0	0.02805	0.01044	0	0	0	0.03415	0	0	0.02746	0	0.57775	0.02805	0.04509	0
Healthy	0	2.31265	0	0	0	0	0.00403	0	0	0	0	0.06254	0.48854	0	0.25517	1.0041	0	0.00403	0	0
Healthy	0	20.8248	0.01877	0	4.10398	0.03597	0.01246	0.08483	0.12703	0	0	0.09875	0	0	0.01947	0.01017	0.00819	0.01246	0	0.06056
Healthy	45.3128	6.34077	0	0.37253	0.17466	0.12174	0.31437	0	0.03552	0	45.3128	0.37679	0.00235	3.56166	0.06347	0.16205	0.00908	0.31437	0	0.00109
Healthy	0	0	2.9113	0	0	0	0	0	0	0	0	1.77752	0	0	0.07604	0	0	0	0	0
Healthy	0	5.84946	0	0	0	0	0	0	0	0	0	0.39664	0	0	0.36102	0	0.09952	0	0	0
D014607	0.28146	14.11109	1.12199	0.2913	0	0.05381	0.0244	0.35197	0	0.06818	0.28146	0.03586	0	0	0.00996	0	0.01096	0.0244	0	0.03422
Healthy	2.20891	0.46154	0	0	0.31951	0.1023	0	0	0	0.01586	2.20891	0.4418	0.12137	9.57749	0.19176	0	0	0	0	0.05079
Healthy	0	0.61902	0	0	0	0	0	0.00893	0	0	0	2.05868	3.00787	0	0.05708	0.06169	0.01605	0	0.02168	0.02055
Healthy	0	1.25267	0	0.52419	0	0	0.02892	0	0	0	0	2.4517	0.28014	0	0.28678	0	0	0.02892	0	0
Healthy	0.00629	4.59839	0	0	0	0.12002	0.2694	0.13413	0	0	0.00629	0.24127	0.06048	0	0.08088	0	0.15255	0.2694	0	0.0173
Healthy	2.36699	4.79468	0	0.54308	0.09266	0.03073	0	0	0	0	2.36699	4.63843	1.70497	0	2.43202	0	0.00186	0	0	0.00145
Healthy	0	1.5347	0.06494	0	0	0	0.53159	0	0	0	0	0.0899	0	0	0	0	0.09046	0.53159	0.4034	0.06507
Healthy	0	0.72914	0	1.19479	0	0	0	0	0	0	0	0.21681	0	0	0.06101	0.10871	0.35929	0	0	0.0808
Healthy	0	14.12223	1.20757	1.45923	0.87149	0.00606	0.08778	0	0	0	0	0.10229	0	0	0.05813	0	0.16818	0.08778	0	0
Healthy	0	1.07383	0	0.79697	0	0	0	0	0	0	0	0.10594	0.43915	0	0.51347	0.039	0	0	0	0
Healthy	0.01029	5.45714	0	0.82793	0	0	0.09344	0	0.07517	0.01865	0.01029	0.60882	0.41107	0	0.2555	0.00876	0.10997	0.09344	0	0
Healthy	0	0.45861	0	0	0	0	0	0	0	0	0	2.58658	0	0	0	0	0	0	0	0
Healthy	0	2.75924	0.04867	0	0	0	0	0	0	0	0	0.00755	0	0	0.04789	0	0.11941	0	0.06543	0.03158
Healthy	0	8.40371	0.03647	1.16139	0	0.09326	0	0.03007	0.0003	0	0	0.91994	0.59336	2.35582	0.18046	0	0.12652	0	0	0.00166
Healthy	0	18.60053	0	0.79417	0	0	0	0.0425	0	0	0	0.0399	0	0	0.02035	0	0.29962	0	0	0.00281
Healthy	0	14.30181	1.23047	1.437	0.84939	0	0.00461	0	0	0	0	0.14607	0	0	0.06881	0	0.23223	0.00461	0.00223	0
Healthy	0	20.60953	0.04098	0	0	0.11716	0.03383	0.11187	0	0	0	0.03971	0	0	0.03167	0	0.00872	0.03383	0	0
Healthy	0	0.95153	0.00425	0.54075	0	0	0	0.01172	0	0	0	0.49965	0.43775	0	0.08095	0.04721	0.04606	0	0.12751	0
Healthy	0.02971	0	0	0	0	0	0	0	0	0	0.02971	0	0	0	0	0.00203	0	0	0	0
Healthy	0	12.78532	0	1.2107	0	0.05728	0	0	0	0	0	0.06444	0.23211	0	1.27777	0	0.47227	0	0	0
Healthy	10.09288	7.24495	0	0	0.23923	0.02104	0	0.01123	0	0	10.09288	0.51732	0.03233	2.49701	0.09952	0	0.91156	0	0	0.00348
Healthy	0	0.16138	0.36863	0	0	0	0	0	0	0	0	0.06016	0	0	0	0	0.06967	0	3.05785	2.61306
Healthy	68.194	0	4.1579	0	0	0	0	0	0	0	68.194	0	0	0	0	0	0.05289	0	0.0198	0
Healthy	0	8.96963	0.05966	0.99343	0	0.03341	0.25053	0.07095	0	0	0	0.25585	0.0563	0	0.02954	0.02721	0.13073	0.25053	0.00853	0
Healthy	12.9126	9.20443	0.09955	0.62098	0.88491	1.46912	0	0	0.21796	0	12.9126	0.2404	0.42221	0	0.20006	0	0.04932	0	0	0
Healthy	0	12.2705	0	0	0	0	0.07875	0	0	0	0	0	0	0	0	0	0	0.07875	0	0
Healthy	0	10.96482	0.04148	0	0	0.16418	0.16176	0	0	0	0	0.26041	0	0	0.27177	0	1.83585	0.16176	0	0
Healthy	0	2.11101	0.19572	0	0	0	0.27122	0	0.02501	0	0	1.54475	0.12907	0	0.37446	0	0.01731	0.27122	0	0.06272
Healthy	17.79856	2.06671	0	1.10444	0.42512	0	0	0	0.0013	0	17.79856	0.64101	0.20395	3.85052	0.27582	0.00743	0.00129	0	0	0
Healthy	0	1.3945	0.29729	0	0	0.01364	0.10489	0.09375	0	0	0	0.74474	0	0	0	0	0.65076	0.10489	0.15456	0.11135
Healthy	0.00106	14.06275	0.18393	1.43405	0	0.05826	0	0.00126	0	0	0.00106	0.10496	0.41399	0	0.20339	0.00493	0.04859	0	0	0
Healthy	0	4.73245	0.439	0.9458	0	0.0683	0.0164	0.06921	0	0	0	0.34419	0.6869	0	0.16295	0	0.13532	0.0164	0	0
Healthy	0	0.2703	2.78783	0	0	0	0	0	0.10844	0	0	1.77873	2.52923	0	2.64968	0	0	0	0	0
Healthy	0	0	0.36457	0	0	0	0.11036	0.00129	0	0	0	0.20177	0.01314	0	0.01338	0	0.16488	0.11036	0.45891	0
Healthy	0	9.00628	0	0	0	0	0	0	0	0.01208	0	0.12597	0	0	0.06617	0.1348	0	0	0.22898	0
Healthy	0	2.42514	1.03393	0	0	0	0.01179	0.02227	0	0	0	0.01462	0.02214	0	0.02382	0	0.18875	0.01179	0	0
Healthy	0	12.95099	0	0.5768	0	0.1928	0.23517	0	0	0	0	0.26291	0	0	0.05702	0	0.01452	0.23517	0	0
Healthy	0	0.45395	0.2978	0	0	0	3.38681	0.06318	0	0	0	0.57847	0.20813	0	0.49236	0.12993	0.13394	3.38681	0.09351	0.06239
Healthy	0	1.68053	0.24642	0.46993	0.25849	0	0.03504	0	0	0	0	1.46551	0.11507	0	0.27265	0.21756	0	0.03504	0	0
Healthy	0.89633	0.11744	1.24297	0.47722	0	0.07652	0.01464	0	0	0.06224	0.89633	0.05368	0.12793	0	0.09479	0.01877	0.6926	0.01464	0.03645	0.12253
Healthy	0	3.10335	0	0	0	0	0.37923	0	0	0	0	2.909	0.51484	0	0.68276	0	0	0.37923	0	0
Healthy	0	24.04204	0	0.862	0	0.08625	0.40076	0	0	0	0	0.11568	0.0151	0	0.09776	0	0.23383	0.40076	0	0
Healthy	32.12726	11.66224	0	2.38838	0.09941	2.11754	0	1.4564	0	0	32.12726	0.35346	0	0	0.03448	0	0.08223	0	0	0
Healthy	0	0.52674	0	0	0	0	0.08042	0	0	0	0	0.2955	0.38239	0	0.57597	0.99829	0	0.08042	0	0
Healthy	0.0019	0	5.55053	0	0	0	0	0	0	0	0.0019	0	0	0	0	0.16575	0	0	0	0
Healthy	1.50653	5.92589	0.21767	0	0	0.19691	0	0	0	0	1.50653	3.45769	0.16769	0	0.39073	0	0	0	0	0
Healthy	0	5.64342	0	0	0	0	0.04987	0	0	0	0	0.64734	0.59608	0	0.89314	0	0	0.04987	0	0
Healthy	0	8.25858	3.13477	2.12176	0	0	0.33156	0.07362	0	0.4148	0	2.20492	0.00303	0	0.19531	0	0.01013	0.33156	0.09618	1.07408
Healthy	0	2.01691	0	0	1.0026	0	0	0	0	0	0	0.12975	0.46331	0	0.10205	0	0.02919	0	0	0
Healthy	0.02562	0	15.641	0	0	0	0	0	0	0.03107	0.02562	0.01871	0	0	0	0	0.07623	0	0	0
Healthy	0	4.53405	0	0.3064	0	0.01224	0.00088	0.0077	0.31934	0	0	0.47981	0.71646	0	0.26333	0	0.21027	0.00088	0	0
D014607	0.01425	19.67298	0.05173	1.33768	0.34017	0.03629	0.19024	0.1068	0	0	0.01425	0.14712	0	5.04983	0.01215	0.07512	0.00347	0.19024	0	0
Healthy	0	0.94453	0	1.3813	0	0	0	0	0	0	0	0.44233	0	0	0.01451	0	0	0	0	0
Healthy	0	6.92786	0	0	0	0	0.07799	0	0	0	0	0.12282	0.7121	0	0.14791	0	0	0.07799	0	0
Healthy	0	0	33.1783	0	0	0	0	0.01308	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	59.3669	1.37835	0	0	0	0.00501	0.00387	0.01052	0	0	59.3669	1.14247	0.02916	1.75872	0.2519	0	0.0052	0.00387	0	0
Healthy	38.85502	6.20985	1.57665	0.71665	0	0.0831	0.01037	0.09024	0	0	38.85502	0.15804	0.0422	0	0.12404	0	0.05882	0.01037	0.0131	0
Healthy	0	2.83584	0.43651	0	0.12362	0	0	0	0.0367	0	0	0.80043	1.63817	0	0.62239	0.08244	0	0	0	0
Healthy	0.00591	0	13.3292	0	0	0	0	0	0	0	0.00591	0.03421	0	0	0.00223	0	0.08254	0	0	0
Healthy	3.29118	17.44569	0	0	1.0281	0	0.03292	0.02769	0	0	3.29118	0.19646	0.9422	0.66627	0.37005	0.0036	1.3811	0.03292	0	0
Healthy	0	0	14.6807	0	0	0	0	0	0	0	0	3.44624	8.89652	0	2.0689	0	0	0	0	0
Healthy	0	2.63863	0.10819	1.3345	0	0	0.70432	0	0.01096	0	0	0.70445	0.30573	0	0.31407	0.01085	0.01028	0.70432	0.01719	0.04822
Healthy	0	7.89521	0.02683	0	0.21334	0.32814	0	0	0	0	0	0.1224	1.77192	0	0.4536	0.00168	0.05273	0	0	0
Healthy	0	2.44243	0.06758	0.4335	0	0.03496	0.20787	0.10246	0.05662	0	0	0.84082	1.1873	0	1.04458	0.0116	0.0224	0.20787	0	0.02862
Healthy	0	2.50236	0.50497	0	0	0	0	0	0	0	0	5.23755	1.89286	0	3.26684	0	0	0	0	0
Healthy	0	17.75248	0.59771	2.71833	0	0	0.00804	0	0	0	0	0.08711	0	0	0.00935	0.10491	0.09847	0.00804	0	0
Healthy	0	0	24.6012	0	0	0	0	0	0	0.41984	0	1.00693	0	0	0	0.01803	0	0	0	0
Healthy	0	2.7177	0.02327	0.44822	0	0.0523	0.06515	0.00228	0.3544	0	0	0.21284	0.28557	0	0.11944	0.31496	0.07918	0.06515	0	0
D014607	0.04625	18.64076	0.17024	0.66538	0	0	0.41352	0.24482	0.00545	0	0.04625	0.23114	0	0	0.02147	0.0175	0.00675	0.41352	0	0
Healthy	1.61529	27.07421	0.37708	1.28562	0	0	0.10194	0	0	0.4868	1.61529	1.01941	0	0	0.03386	0.12598	0.02356	0.10194	0.00512	0
Healthy	0	12.45538	0.41061	2.3616	0	0	0.05655	0.03148	0.41088	0	0	1.00984	0.8002	0	1.05069	0.02299	0.35633	0.05655	0.08413	0.21056
Healthy	0	12.88281	0	0.54816	0	0.14707	0.23086	0	0	0	0	0.16906	0	0	0.02193	0	0.01749	0.23086	0	0
Healthy	7.21774	1.51673	0.02862	0	0	0	0	0	0	0	7.21774	1.37431	0.74327	0	0.26249	0	0	0	0	0
Healthy	58.5086	0.53452	0.02888	0.45919	0.18814	0.23002	0	0	0	0	58.5086	1.30687	0.06826	7.86018	0.16314	0.4652	0.00959	0	0	0
Healthy	56.7927	0	0	0	0	0	0	0	0	0	56.7927	0	0	0	0	0	0	0	0	0
Healthy	0	21.30298	0.54371	0.53425	0	0.19204	0.00439	0	0.10022	0	0	0.0875	0.08856	0	0.11414	0	0.19263	0.00439	0.02897	0
Healthy	7.0259	8.69998	6.07006	0	0.47935	0.01391	0.01825	0.00767	0	0	7.0259	2.20919	0	1.123	0	0	0.80783	0.01825	0	0
Healthy	0	3.47335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	5.78717	11.4312	1.30078	0	0	0	0.01268	0	0	0	0.6039	0	0	0	0	0	0	0	0
Healthy	0.00477	7.04648	0.12543	0.30331	1.67452	0.04661	0.00583	0.31666	0.37646	0	0.00477	1.87217	1.05073	0	0.56965	0	0.15301	0.00583	0.05281	0.01035
Healthy	0	18.0013	0.10747	1.70426	0	0.00866	0.00931	0.03769	2.54816	0.00249	0	3.33721	0.20083	0	0.20879	0.01461	0.0477	0.00931	0.08244	0.02689
Healthy	0	5.86154	11.7311	1.24482	0	0	0	0.0451	0	0	0	0.16471	0	0	0	0	0	0	0	0
Healthy	0	3.10355	0	0	1.56015	0	0	0.51351	0	0	0	3.19405	0.39143	3.40113	2.7858	0	0	0	0	0
Healthy	0	0	44.4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.27714	15.01	0	0	0	0.02161	0.00259	0	0	0	1.08569	12.8784	0	2.28682	0	0.00063	0.02161	0	0
Healthy	3.13839	3.30871	12.0614	0	0.30736	0	0	0	0	0	3.13839	0	0.35606	2.84004	0.83513	0	0	0	0	0
Healthy	0	24.04727	0	0	0.81128	0	0	0	0	0	0	0.31485	0	0	0	0	0	0	0	0
Healthy	0	2.71328	0	0	11.42804	0	0	0	0	9.01245	0	0.10748	0.41627	1.78382	0.45515	0	0.02239	0	0	0
Healthy	0	6.6697	0	0	0	0.09523	0	0	0	0	0	11.92105	1.85861	0	0.41086	0	0	0	0	0
Healthy	0	0.09455	0.62995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	13.9637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	13.64637	0	0	0	0	0.12314	0.07513	0	0	0	0.05055	0.01461	0	0.0919	0	0.21716	0.12314	0	0
Healthy	0	0.48066	0.34104	0	0	0	0.35574	0.0028	0.04402	0	0	0.03038	0	0	0.03209	1.00053	0.12607	0.35574	0	0.00626
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.69163	0	0	2.69225	0	0	0	0	0
Healthy	0	2.7792	0.10583	2.54478	0	0	0.13676	0.07469	0.12266	0	0	0.0582	0.60797	0	0.81202	0	0.17328	0.13676	0.00656	0
Healthy	0	0	0.1259	0	0	0	0.00539	0.00504	0.01644	0.4014	0	0.00807	0.05203	0	0.02017	0	0.10806	0.00539	0.08108	0.01435
Healthy	0	3.74278	0	0	1.60368	0	0	0.40432	0	0	0	1.68467	0.39997	3.4041	3.52668	0	0	0	0	0
Healthy	0	8.13641	0.06409	1.01708	0	0.29687	0.20805	0.02718	0	0	0	0.06939	0	0	0.04442	0	0.12239	0.20805	0.00909	0
Healthy	0	4.3679	0.00837	3.11798	0	0	0.00014	0.00017	0.94358	0.00123	0	0.14148	0.50211	0	0.27275	0.01042	0.00666	0.00014	0	0
Healthy	0.05281	20.13507	0.96743	0.80319	0	0.32826	0.02144	0.00602	0.15391	0	0.05281	0.09518	0.00167	0	0.0503	0	0.11991	0.02144	0.01013	0.02444
Healthy	18.73555	2.62695	0.02125	0.69129	0.50551	0.01189	0	0	0.47628	0	18.73555	0.69208	0.41294	2.46283	0.27382	0.18784	0.18618	0	0	0
Healthy	0	2.2885	1.90269	0	0	0	0	0	0	0.04246	0	1.20075	0.20648	7.05933	0.17708	0	0.04259	0	0	0
Healthy	0	0.16133	0.11296	1.23451	0	0	0	0.00879	0	0	0	0.45321	0.12093	0	0.2639	0	0.00674	0	0.08118	0
Healthy	0.60963	0.03287	0.81274	0	0	0	0	0	0	0	0.60963	0.01713	0.06367	0	1.09372	0	0	0	0	0
Healthy	0	1.1002	0	0.98988	0	0	0	0	0	0	0	0.74576	0.28747	0	0.1932	0	0	0	0	0
Healthy	0.72205	0	1.08125	0	0	0	0.35212	0	0	0	0.72205	0.93613	0	0	0	1.78498	0.00901	0.35212	0	1.08558
Healthy	0	14.26514	0.22055	2.14014	1.64047	0.01267	0.00446	0	0	0	0	0.18183	0.02152	0	0.09191	0.03763	0.11435	0.00446	0	0
Healthy	0.88559	0.46452	8.16123	0.45197	0	0	0	0.04905	0	0	0.88559	0.26964	5.92	0.00421	1.65058	0	0.02149	0	0	0
Healthy	0	6.21174	10.9231	1.38272	0	0	0	0.0378	0	0	0	0.13277	0	0	0	0	0	0	0	0
D014607	0.06447	0.01567	0.23116	0	0	0.01122	0	0.10624	0	0.44892	0.06447	0.02381	0	0	0	0.23768	0.15015	0	0.01441	0.0477
Healthy	0	9.87033	0	0	0	0	0	0	0.18957	0	0	0.29511	0	3.34023	0.21365	2.06382	0.03639	0	0	0
Healthy	0	15.25332	0.09361	0.79155	0	0.03894	0.30472	0.05765	0	0	0	0.08277	0.03622	0	0.02106	0	0.03023	0.30472	0	0
Healthy	0.07068	16.47688	0.43889	1.48001	0.44236	0	0	0.0141	0	0	0.07068	0.12526	1.30742	0	0.21336	0	0.14095	0	0	0.00621
Healthy	0	0.13929	0	0	0.00597	0	0	0	0	1.44205	0	0.04304	0.43632	0	0.08986	0	0.01771	0	0	0.00583
Healthy	0	0	65.8825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.54674	0.0178	0	0	0	0	0	0	0	0	8.54674	0	0.84303	0	0.41664	0	0	0	0	0
Healthy	12.0682	7.69711	0	3.78404	0.40555	0.00549	0.01369	0.01923	0.13123	0	12.0682	0.08538	0.75911	1.64596	0.43427	0.07027	0.88202	0.01369	0	0
Healthy	0	8.17543	0	0	0	0.04911	0	0	0	0	0	0.12072	0.62297	0	1.97453	0	0.14409	0	0	0
Healthy	0	1.52315	0	0	0	0.27235	0.02746	0	0	0	0	0.15845	0.61245	0	0.24614	0.17223	0	0.02746	0	0
Healthy	0	1.2553	9.87097	0	0	0	0.01138	0.06989	0	0	0	0.86523	0	0	0.12584	0	0.07076	0.01138	0.03023	0.0429
Healthy	0	20.99908	0.03993	0	0	0.16286	0.02676	0.14196	0	0	0	0.15985	0	0	0.01394	0	0.01698	0.02676	0	0
Healthy	0	1.2684	1.58171	1.83522	0	0	0	0	0	4.94884	0	1.27752	0.13098	0	0.69689	0	0	0	0.35151	0.30646
Healthy	0	13.4359	0	0	0	0	0.13863	0.0694	0	0	0	0.03746	0.00738	0	0.0697	0	0.20383	0.13863	0	0
Healthy	0	14.20799	0.05442	1.16557	0	0	0.001	0.08079	0	0.0555	0	0.24472	0.2484	0	0.41019	0	0.10633	0.001	0	0
Healthy	0	14.46505	0.08556	1.81827	0	0	0.00914	0.07725	0	0	0	0.28642	0.0145	0	0.22889	0	0.14385	0.00914	0	0
Healthy	0.01457	11.23252	1.37508	1.34371	0	0.72908	0.21045	0.0569	0	0	0.01457	0.1708	1.46696	0	0.14208	0	0.34017	0.21045	0	0
Healthy	3.90542	2.53258	0.08243	0.89091	0	1.85221	0	0.03907	0	0	3.90542	2.17986	0.35864	0	0.12659	0	0.01924	0	0	0
Healthy	0	0.05252	0	0	0	0	0.03671	0	0	0	0	1.92473	3.07329	0	1.2803	0.02947	0.09565	0.03671	0	0
