group	Bacteroides_stercoris	Phocaeicola_plebeius_B	Prevotella_copri_A	Phocaeicola_sp900554435	Bacteroides_eggerthii	Phocaeicola_coprocola	Bacteroides_sp900066265	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Flavonifractor_sp000508885	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Mediterraneibacter_torques	Alistipes_A_indistinctus	Clostridium_A_leptum	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0	0	0	0	0	0	0	0	0.13274	0	1.92019	2.06661	0.945	0	0.00496	0.0264	0.02813	0.07434	0	0
Healthy	0	0	0	0	0	0	0	0.46258	0.077	0.00316	0.77143	0	0.94382	0	0.00321	0	0	0.00788	0.33703	0.00316
Healthy	0	0	0	0	0	0	0	0.47857	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.54792	0	0	0	0.23736	0.22501	0	0.00613	0.19159	0
Healthy	30.3384	0	0	0	0.03505	0	0	0.02978	0.02485	0.0269	0.78103	0	0.65396	1.95104	0.32751	0.38514	0.27905	0.02767	0.22241	0.0269
Healthy	0	0	0	0	0	25.0904	3.42665	0	0.08835	0	0.45773	0	0.89933	0	0.07787	0.02194	0	0.00603	0.01458	0
Healthy	2.32908	0	0	0	0	0	6.89096	0	0	0.00658	3.91998	4.95668	0.87137	0	0.1619	0.01824	0	0.10888	0.19453	0.00658
Healthy	0	0	0	0	0	23.5592	2.38858	0	0.04016	0	0.44029	0	0	0	0.03718	0.01538	0	0	0.00203	0
Healthy	0.00289	0	30.7571	0	2.37566	8.79555	1.94001	0	0	0	0.23177	0	0.6436	0	0.03916	0.14254	0	0.02886	0.28787	0
Healthy	0.60866	0	5.90559	0	0	0	0	0	0.02239	0	1.26358	0.04738	0	0	0.09535	0.29826	0.00783	0.11189	0	0
Healthy	0	0	0.04727	0	0	0	0	0.05595	0.06495	0.00893	0.8864	1.86301	0.69424	0	0.08217	0	0	0.01369	0	0.00893
Healthy	0	0	0	0.00059	0	0	0	15.8771	0	0	0	0	0	0	0.00446	0	0	0	0	0
Healthy	0	0	0	5.29608	0	0	0	0	0	0	0.05224	0	0	0	0.16218	0	0.08163	0.00261	0.02341	0
Healthy	0	0	0	0	0	0	0	0.01521	0	0	0.10082	0.10001	0	0	0.07705	0	0	0	0	0
Healthy	0	0	0	0.56808	0	0	0.16083	0	0.29698	1.62732	0.05055	0.12193	1.33372	0.44662	3.96864	0.18457	3.36068	0.05887	0.15802	1.62732
Healthy	0	0	0	0.23239	1.34171	0	0	0	0.1965	0	2.25574	0.02803	0	0	0.1069	0.02241	1.14283	0.03657	0.02858	0
Healthy	0	0	0	0	11.957	0	0.08608	0	0	0	0.46039	4.17376	0.8795	0	0.09697	0	0	0	0	0
Healthy	0	0	0	0	57.8535	0	0	0	0.00504	0.16882	0	0	0	0	0.12658	0	0.35403	0.02225	0.15078	0.16882
Healthy	0	0	0	0	0	0	0	1.73334	0	0.32405	0	0	0	0	0.89041	0	0	0	0	0.32405
Healthy	0	0	0	0	0	0	0	0	0.00718	0.02811	0.04982	1.05584	0.93383	0	0.02786	0	0.22689	0.04826	0	0.02811
Healthy	0	0	0	0	0	0	0	0.03885	0	0.06458	0	0	0.54604	0	0.0017	0	0	0.00362	0	0.06458
Healthy	0	0	0	0	0	0	0	0	0.10296	0.49417	0.06096	0	0	0	0.81207	0.0265	0.18198	0.16583	0.10557	0.49417
Healthy	0	0	0	0	0	0	0.3157	0	0	0	0.22287	0	0	0	1.92315	0	0	0	0	0
Healthy	0	0	0.99024	0	0	0	0.45907	0	0	0	0.27616	1.68887	5.07088	0.01945	0.06287	0.1773	0.00752	0.1066	0	0
Healthy	0	3.35633	0	0	1.66023	0	0	0	0	0	0	0	0	0.06557	0.15842	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.0255	0	1.21796	0	0.21559	0	0.00245	0	1.60036	0.01715	0.05454	0
Healthy	0	0	0	7.08657	0	0	3.04097	0	0.00145	0.02431	0.18882	0	0.80686	0	1.04064	0.1759	0.03661	0.06728	0.02318	0.02431
Healthy	0	0	0	0	0	0	0	0	0	0	1.52733	0	0.59148	0	0.28296	0.12067	0.58332	0.04657	0.1775	0
Healthy	8.29168	7.56669	0.22149	5.05888	0.00306	0.02752	0	0.13343	0.17763	0	0.67919	0	1.07475	1.36055	0.06937	0.08126	0	0.09517	0.10903	0
Healthy	0.92551	0	26.8112	1.3845	0	0	0.50064	0	1.4973	0.03197	2.1542	0	1.34917	0	0.15289	2.07365	0.05108	0.28479	0.02903	0.03197
Healthy	0.9132	0	14.6515	0	3.95155	0	0	0	0.00148	0.04258	0	0	0.86528	0	0.07719	0	0.83252	0.10622	0.29865	0.04258
Healthy	0	0	0	0	0	0	0	0	0	0.08432	0	0	0	0	0.43085	0	0	0.04396	0	0.08432
Healthy	0	0	24.8798	0	2.17581	0	0	0	0	0	0	0	0	0	0.39602	0	0	0	0	0
Healthy	0	0	0	4.37141	0	0	0	0.00705	0	0	0.3166	0	0	0	0.2816	0.38424	0.31153	0.04642	0.03784	0
Healthy	0	0	0	0	0	0	0	0	0.07129	0.05097	0.81233	0	1.03324	0	0.02966	0.05703	0	0.06346	0.26803	0.05097
Healthy	0	1.10244	3.60774	0.23814	1.50747	0.57282	0	0	0.00423	0	3.36091	0.5339	0	0	0.22098	0	0	0.73575	0.00386	0
Healthy	0	0	0	0	0	9.57908	0	0	0	0.23909	0	2.6772	0	0	0.01256	0	0	0.00023	0	0.23909
Healthy	0	5.50658	0	0	0	0	0	0	0	0	3.01263	0	0	0	0.07289	0	0	0	0.06137	0
Healthy	0.00217	0	0	0	0	1.50629	0	0	0.019	0	0.2861	4.16061	0.93246	0	0.09849	0	0	0	0	0
Healthy	3.15333	0	0.84191	1.24573	0	0	0.27261	0	0.07171	0	1.49636	0.61264	0.13974	0	0.16165	0.99634	0.01257	0.92676	0.03673	0
Healthy	0	0	0	0	4.6395	0	7.79812	0	0	0	0.77132	0	0	0.44882	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	12.0156	0	0	0	0	0	0	0.60549	0	0	0	0	0
Healthy	1.16171	0.84715	36.5391	0	0	0.09187	0.72547	0	0.03033	0.01759	1.1872	0.66943	0	0	0.55599	0	0	0.07202	0	0.01759
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0431	0.47287	0	0	0	0	0
Healthy	0	0	0	0	21.1663	0	0	0	0	0	0.47572	0.1298	2.53487	0	0.04906	0.0099	0	0.00179	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.08178	0	0	0	0	0.05734	0	0	0.02011	0	0.08178
Healthy	0	0	0	0	43.6176	0	0	0	0	0.03008	0	0	0	0	0.14001	0	0	0	0	0.03008
Healthy	0	0	0	0	4.14802	0	0	0.03777	0	0	0.99459	0	0	0	1.2347	0	0	0.10229	0.02217	0
Healthy	0.78715	0.51844	0	1.90586	0	0	0	0	0.01624	0.01138	0	0	0.89228	0	0.09623	0.09413	0.14125	0.00221	0.00259	0.01138
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63214	0	0	0	0	0
Healthy	18.9883	0	0	3.25572	0	0	0	0	0	0	1.19722	0	0	0	0	0	0	0	0	0
Healthy	2.25523	0	0	0	0	0	7.2242	0	0	0.0103	4.08729	4.91651	0.86515	0	0.14265	0.00858	0	0.13234	0.19868	0.0103
Healthy	21.214	0	0	0.00158	0	0	0	0.31833	0.0021	0.03514	0	0	0	0	0.00625	0	0	0.00423	0	0.03514
Healthy	0	3.39657	0	0	0.06821	0	0.55025	0	0.10305	0	0.71075	2.664	0.43218	0	0.09729	0	0	0.03422	0.08471	0
Healthy	0	0	0	0	0	0	0	0	0.13092	0.10325	0.73884	0	0	0	0.29314	0.12088	0.0601	0.06935	0.27826	0.10325
Healthy	0	0	0	0	0	0	0	0	0.08853	0	1.34359	0	2.06451	0.69678	0.00782	0	0	0.28942	0	0
Healthy	1.10893	0	0	0	0	0	0	0	0.06468	0	1.54343	0	0	0.11566	0.52163	0.00732	0	0	0.02505	0
Healthy	0	0	4.52075	0	0	0.03049	0	0	0	0	1.56531	0.78742	0	0	0	0	0	0.00151	0	0
Healthy	30.3648	0	0	0	0.0354	0	0	0	0.01711	0.02212	0.76629	0	0.6803	2.03657	0.03474	0.32369	0.29238	0.04621	0.20062	0.02212
Healthy	0.06959	1.70819	0	1.88578	0.17158	0.18833	0	0	0.0428	0.00921	0.98852	0.01757	0.97583	0	0.69644	0.08582	0	0.06414	0.14427	0.00921
Healthy	0	0	0	0	0	0	0	0	0.04599	0.03212	0.27397	0	0.41272	0.3133	0.56671	0.06657	0.04497	0.03012	0.05448	0.03212
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02857	19.5316	0.11865	0.0157	0	34.5733	0	0.68362	0	0	0.01124	0	0	0	0	0	0	0	0.26726	0
Healthy	0	0	0	0.41133	0	0	0	0	0.22843	0	0.19151	0.4471	0	0.02625	0.34248	0.04511	0.02515	0.04873	0	0
Healthy	0	0	0	0	0.51665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.26178	0	0	0	0	0	0	0.08404	0	0	0.89521	0	1.00681	0.26078	0.10884	0	0	0.00299	0.00833	0
Healthy	0	0	0.01257	0.02533	0	0	0	0	0.01904	0	0.16217	1.05634	1.03909	0.06538	0.06548	0.06339	0.38806	0.06376	0.01844	0
Healthy	0	0	0	0	0	0	29.8461	0	0	0	0	0	0	3.91385	11.4936	0	0	0	0	0
Healthy	0	0	68.0655	0	0	0	0	0	0	0.0431	0	0	0	0	0	0	0	0	0	0.0431
Healthy	0.67512	0	0	0	0	0	0	0	0.02274	0.11209	0.31565	0	0	5.25053	0.0359	0.28575	0	0.06954	0.34776	0.11209
Healthy	8.27485	0	0	0	36.0479	0	6.18308	0.19384	0	0.10125	0	0	0	0	0.07938	0	0.36139	0.10731	0	0.10125
Healthy	0	0	0	0	43.7198	0	0	0	0	0.02339	0	0	0	0	0.13582	0	0	0	0	0.02339
Healthy	0	0	0.01982	0	0	0	0	0.12768	0	0	0	0	0	3.29323	0.21365	0	0	0	0.13267	0
Healthy	0	0	0	0	0	0	0	0	0.04396	0	0	0.15783	1.46847	0	0.46261	0	0	0	0	0
Healthy	0	0	0.11667	0	0	0	0	0	0	0	0	0	0	0	0.03943	0	0.25577	0	0	0
Healthy	0.05824	0	0	1.85766	0	0	0.71976	0	0.06786	0	1.84322	0.21671	0	0	0.14799	0	0	0.35342	0	0
Healthy	0	0	0	15.6419	0	0	1.68029	0	0.14915	0.00878	2.57032	5.75367	0.75032	0.89892	0.16232	0.04056	0	0.00404	0.022	0.00878
Healthy	2.73796	0	0	0	0	0	0.21586	0	0.08922	0.01927	1.11086	0	0	0	0.00523	0	0.03031	0.05222	0.0023	0.01927
Healthy	0.31125	0	0.62563	0.15173	0	0	0	0	0.03683	0	0.70428	0	0	0	0.22936	0	0	0.00614	0	0
Healthy	1.59118	0.35578	0	21.6941	0.0316	0	0.18813	0	0.01585	0	0.03235	0.07247	0.55337	0.30843	0.06081	0.0013	0	0	0	0
Healthy	0	0	67.4119	0	0	0	0	0	0	0.07162	0	0	0	0	0	0	0	0	0	0.07162
Healthy	0.97787	0	5.26812	0	0	0	0	0	0	0	0	0	0	0	0.47551	0.07644	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.00517	1.58079	0	0.85923	1.73151	0.12267	0.19647	0.04737	0.10805	0.06002	0.00517
Healthy	0	0	2.38117	18.9769	0	0	1.99175	0	0	0	1.3736	0	0	0	0.23834	0	0	0	0	0
Healthy	0	0	8.48129	9.10336	0	0	0	0	0	0	0.02685	0.04111	0	0	0.30727	0	0	0	0	0
Healthy	19.0807	0	0	0	0	0	1.11125	0	0	0	0.74941	0	1.14768	0	0.1029	0	0	0	0.61599	0
Healthy	0	0	0	0	1.20576	0	1.38672	0	0	0	0.68264	5.83703	1.02377	0	0.08738	0	0	0.19746	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.00632	0	0	0	0	0.04197	0	0	0.0098	0	0.00632
Healthy	0	0	0	0	0	0	0	0	0	0	0.02163	0.31645	0	0	4.4545	0	0	0	0	0
Healthy	0.00644	0	5.45146	0.00831	0	0	0	0	0	0	0	0	0	0	0.65085	0	0	0	0	0
Healthy	20.3773	0	0	8.72267	0	0	4.39155	0	0.01561	0	0.77317	0	0	0	0.29207	0	0	0.07526	1.20495	0
Healthy	0	0	0	0	11.8639	0	0.07973	0	0	0	0.66296	4.329	0.8179	0	0.07193	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07124	0	0	0	0	0
Healthy	0	0	0	0	4.39602	0	1.17742	0	0	0	0.15097	0	0	0.78584	0.43504	0	0	0	0	0
Healthy	0	0	0.6885	1.48462	0.08799	0	0	0	0	0	1.62359	0	0.92637	0	0.05061	0	0	0.01853	0.37045	0
Healthy	0.18737	0.1901	9.0255	1.34817	0.00731	0	0	0	0.06163	0.01858	0.23388	2.14394	0.30284	0	0.00261	0	0.00932	0.12955	0.00684	0.01858
Healthy	41.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01475	0	0	0.01841	0.00552	0
Healthy	0	0	28.7518	0	0	0	0	0	0.02316	0	0	4.62684	0.60466	0	0.11866	0	0	0.08852	0.01891	0
Healthy	0	0	0	0	59.801	0	0	0	0	0.12921	0	0	0	0	0.06122	0	0.41908	0.01698	0.13692	0.12921
Healthy	8.99739	1.50279	0	0	0.0596	0	0	0	0.10694	0.0134	0.26863	0.66076	1.69693	0.1444	0.13987	0.08684	0.00302	0.05888	0.00342	0.0134
Healthy	0	21.6832	0.0449	0	1.51172	0	0.11242	0	0	0	0	0	1.95757	0	0.29364	0	0	0	0	0
Healthy	0	0	0	0	13.2623	0	0	0	0.02984	0.35544	0	0	0	0	1.62326	0	0.06377	0.02263	0.08873	0.35544
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	67.9291	0	0	0	0	0	0	0.09406	0	0	0	0	0	0	0	0	0	0.09406
Healthy	0.00787	0	0	2.58735	0	0	0	0.53415	0.06554	0	2.08364	0	1.91197	0.83728	0.1378	0	0	0.08016	0.01735	0
Healthy	9.16739	0	0	0	0	0	0	0	0	0	0.02676	0.01848	1.98848	3.41695	0.1285	0	0	0	0	0
Healthy	0.69331	0	0	0	0	0	0	0	0.02562	0.08316	0.36061	0	0	5.14391	0.05467	0.23193	0	0.06263	0.3271	0.08316
Healthy	0	0.63404	6.87869	0.2231	0.90815	0.78634	0	0	0.047	0	4.13079	5.0347	0	0	0.08135	0.0758	0	1.45979	0	0
Healthy	0.00258	0	0	4.52326	5.61162	0	0.99617	0	0.02724	0.00369	0.32174	0.88791	0.42075	0	1.05379	0.01333	0.16984	0.13698	0	0.00369
Healthy	0.33851	17.1332	0	1.1141	0	0.02888	0	0	0	0	0.00508	0	0	0	0.20365	0	0	0	0.07608	0
Healthy	28.5902	0	0	0	0.01363	0	0	0	0.01274	0.04282	0.54918	0	1.00333	4.51469	0.04138	0.26217	0	0.04467	0.23636	0.04282
Healthy	0	0.27823	1.5387	0	0	0.91016	0.24011	0	0	0	0.75996	0.06811	0.34834	0	0.04953	0.09215	0.05719	0	0	0
Healthy	2.67654	0	0	3.95654	0.35023	4.11713	0.02088	0	0	0	0.0773	0	0.25319	0.01143	0.10693	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	4.26083	0	0	0.21057	0	0	0	0	0	0	0	0	0	1.94194	0	0	0	0	0
Healthy	0.21222	0	56.2745	0	0	0	0	0	0	0	0	0.30118	0	0	0	0	0	0	0	0
Healthy	13.1477	0	0	0	0	0	0.91482	0	0	0.2274	0	0	0	0	0.72234	0	0.26289	0.18522	0.26164	0.2274
Healthy	0.00321	0	0	6.81428	10.4263	3.41373	0	0	0.0321	0.00181	0.96918	0.0005	3.30499	4.07585	0.04024	0.09031	0.0354	0.01993	0	0.00181
Healthy	1.49186	0	0	0.63476	0	0	0	0	0	0.08513	0.98387	0	0.55301	0	0.02427	0.18578	0.09297	0.14114	0.02994	0.08513
Healthy	9.80432	40.6349	0	0.99667	0	14.3212	0	0	0	0.03089	0	0	0	0.02513	0.00427	0	0	0	0.43407	0.03089
Healthy	0	0.11421	0	5.67661	0.06687	0	0.09311	0	0	0	0.43273	0	1.52403	0	0.05594	0.08857	0.02449	0.005	0.03818	0
Healthy	0	0	21.2889	0	0	0	0	0	0	0	0	0	0	0	0.71781	0	0	0.08081	0	0
Healthy	0	4.6396	31.0061	0.97875	0.98129	1.24577	0	0	0.01156	0	0.80983	2.35737	1.14712	0	0.16566	0.00369	0	0.58072	0.01678	0
Healthy	0	0	0	2.40986	0	0	0	0.59279	0.06517	0	2.0161	0	1.76307	0.91838	0.18941	0	0	0.08668	0.0153	0
Healthy	2.94822	0	0	0.25105	0	0	0.24623	0	0	0	0.64439	0.0431	0	0	0.11284	0	0	0.27951	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.61485	0	0	0	0.09826	0.11828	0.53321	0.05053	0.24045	0
Healthy	0.00117	0.04402	0.50985	0.66393	0.07776	0	0.19094	0	0.00428	0.00734	0.3449	0.02352	1.17421	1.73146	0.1234	0	0	0.09547	0	0.00734
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.99006	1.29475	0	0	0.45402	0	0.01337	0.01742	0	0
Healthy	0	0	0.03286	0	0	0.00186	0	0	0	0.5566	0.00157	0	0	0	0	0	0	0	0.00722	0.5566
Healthy	0.00535	0.00274	0.00091	0.02604	0.02082	0	1.10552	0.80377	0.03116	0.2827	0	0	0.55642	0	0.1641	0	0	0.03291	0.0004	0.2827
Healthy	0	0	0	0	8.34437	0	0	0.32847	0	0	3.95851	5.87215	0	0	0.03341	0	0	0.064	0	0
Healthy	0	0	0	0	8.65532	0	0	10.9281	0.18158	0.00702	0.6311	0.39549	0	0	0.06784	0.30461	0.14329	0.01036	0	0.00702
Healthy	0	10.3703	0	0	0	0	0	0	0	0	1.86889	0	0	0	0.1801	0	0	0	0.02424	0
Healthy	0.03439	0	0	0	0	0	0	0	0	0.0373	2.76192	1.3658	2.16538	3.94668	0.1472	0.01632	0	0.11199	0.02716	0.0373
Healthy	0	0	0	0.83775	0	0	0	0	0	0.02737	0	0	0	0	0.05528	0	0	0.01318	0	0.02737
Healthy	0	0	0	0	0	24.0361	3.25508	0	0.06235	0	0.39	0	0.88181	0	0.0588	0.02705	0	0	0.02542	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83253	4.45559	0	0	0	0	0
Healthy	0.11003	0.79607	18.1063	0	0.12115	0.24191	0.09032	0	0	0	0.0593	0	0.68181	0	0.25684	0	0	0.19251	0	0
Healthy	0	0	0	0	0	0	0	0	0.02042	1.31864	0	0.12438	0	0	0.01903	0	0.15636	0.10047	0	1.31864
Healthy	0	0	0	7.25606	8.3099	0	0.14799	0	0	0	0.29103	1.02364	0	0	0	0	0	0	0	0
Healthy	2.4482	0	0	0.00144	0	0	0	0	0.04258	0.10108	0	0	1.5296	0	0.00694	0	0	0	0	0.10108
Healthy	0.00176	0	0	2.78843	7.17638	0	2.01833	0	0.01188	0	0.25731	0.6107	0.56074	0	0.27181	0.00641	0.02815	0.18253	0	0
Healthy	1.78793	0	0	0	14.5316	0	0.76892	0.26651	0.01495	0.20282	0	0	0	0	0.03205	0	1.60122	0.45512	0.3805	0.20282
Healthy	0	0	0.98776	0.36361	0	0	0.08963	0	0	0	0.25562	0.07	0	0	0.84136	0	0	0	0.09257	0
Healthy	11.0676	0	0	0	0	0	0	0	0	0.05083	3.33905	2.03221	0	2.81418	0.01683	0	0	0.0436	0.00326	0.05083
Healthy	0	0	10.4305	0	0	0.33676	0	0	0	0	0	0	0	0	0.01246	0	0.273	0	0	0
Healthy	3.33441	0	0	0	0	20.8001	0	0	0	0.05078	2.90275	0.25006	2.98324	1.50686	0.03199	0	0	0.0461	0.00179	0.05078
Healthy	0	0	0	0	0	0	0.85438	0	0.02346	0	0	0	0.96774	0	0.43712	0.01282	0	0	0.00397	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.94989	0	0.60246	0	0	0.26232	0.14018	0.00829	0.1336	0
Healthy	0	0	0	0	0.14176	0	0	0	0.01202	0	0.46976	0.33341	0	1.49927	1.35418	0.03469	0.99946	0.00781	0.19702	0
Healthy	1.1193	0	0	0	0	0	0	0.00022	0	0	0	0.15393	0	0	0.00918	0	0	0	0	0
Healthy	0.23554	0.49723	40.6397	0	0	0	0	0	0	0	0.41992	0.24973	0.40231	0	1.07217	0	0.00392	0.1001	0	0
Healthy	0	0.0586	0	0	0	0	0	0	0.03471	0	1.62633	0	0.70964	0	0.01399	0.01053	0	0.06961	0.03996	0
Healthy	6.20939	0	0	0	0	0	0	0	0	0	1.13835	0	0.7278	0	0.08754	0	0.02633	0	0.03241	0
Healthy	0	8.02773	0	0	0	0	0	0	0.00159	0.00787	0.04084	0.42497	2.10261	0	0.14441	0.12293	0.01645	0.03439	0	0.00787
Healthy	0	0	0	0	0	0	0	0	0	0.39242	0	0.29277	0	4.20226	0.01456	0	0	0.01522	0	0.39242
Healthy	0	16.0191	0	0	0	0	0	0	0	0	0.07146	0	0	0	0	0	0	0	0.03817	0
Healthy	0.00488	0	0	0	0	0	0	0	0	0.08135	0	0.00277	0	0	0.08508	0	0	0.00317	0	0.08135
Healthy	0	0	0	0	0	0	0	11.7148	0	0	0	0	0	0	0.56792	0	0	0	0	0
Healthy	1.10973	0	41.0837	0	0	0	0	0	0	0	0.43236	3.16701	0	0	0.13805	0	0	0	0	0
Healthy	0	4.94948	0	0	0	0	0	2.76447	0	0	0	0	0	0	5.99343	0	0	0	0	0
Healthy	4.73726	0	0	1.64279	0.40859	0	0	0	0	0	0.06862	0.11625	0	0	0.21493	0	0	0	0	0
Healthy	5.28165	17.8669	0.02765	0.00332	0	11.0476	0	0	0.02082	0	0.64781	0	1.9834	0.59765	0.03549	0	0	0	0.03807	0
Healthy	2.05559	2.58054	0.24782	1.77017	0	0.00422	8.79742	0.02782	0.02238	0	0.2523	0.93434	2.12098	4.19685	0.00181	0.00052	0	0.00158	0	0
Healthy	0.02854	0	0	0	0	0	0	0	0.00269	0.0481	0.83542	0	1.61486	0	1.1643	0.04434	0	0.12079	0.01494	0.0481
Healthy	35.1786	0	0	0	0	0	0.25966	0	0.01939	0.09776	0.76379	0	0	0	0.01962	0	0.03753	0.1162	0.05447	0.09776
Healthy	0.2434	0	0	7.053	9.19414	0	0.42282	0	0.30881	0.01162	0.52715	0.05722	0	0.03202	0.02608	0.07332	0.01057	0.0164	0	0.01162
Healthy	0	2.75471	22.1544	0.40796	1.81755	2.05925	0	0	0.00447	0	0.28679	6.33952	1.42283	0	0.04983	0.05857	0	1.39068	0.01465	0
Healthy	14.5288	0	0	0	0	15.6392	0	0	0.00628	0.0503	1.95811	0.05691	1.14318	0.64054	0.01922	0	0.11254	0.10512	0.00154	0.0503
Healthy	0	0	0	0	0	0	0	0	0	0.01272	0	0	0	0	0.01774	0	0	0.00504	0	0.01272
Healthy	0	0	0	0	12.8453	0	0.31667	0	0.01546	0	2.71905	0.64933	1.34756	2.46434	0.05865	0.04913	0	0.01357	0.02021	0
Healthy	0	0	0.02316	0	0	0	0	0	0	0	0.2387	0	0	0	0.13206	0	0	0	0.04462	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.9129	0	0.59738	0	0	0.2367	0.13911	0.01491	0.14096	0
Healthy	0	0	0	0	0	0	0	0	0	1.89	1.47275	0	0.51777	0	0.18838	0.13138	0.54553	0.04841	0.11941	1.89
Healthy	0	0	0	0	0	0	0	4.77896	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.94121	0	0	0.58556	0	0	0	0	0.00323	0.0098	0.64626	0	0	0	0.00925	0.35863	0.5115	0.16017	0	0.0098
Healthy	1.68999	0	0	0	0	0	0	0	0	0	0.27774	0.61452	0	0	0.09061	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.38526	0	0.3308	0	0.12594	0.03752	0.01375	0.00449	4.41723	2.11203	2.27791	0	0.06124	0.63195	0.09237	0.03665	0.01098	0.00449
Healthy	0	0	0	0	0	0	0	10.7275	0	0	0	0	0	0	3.45498	0	0	0	0	0
Healthy	0	0	0	15.1955	0	0	0	0.93221	0	0	0	0	0	0	0.89326	0	0	0.0621	0	0
Healthy	19.1044	0	0	3.93481	0	0	0	0.00543	0	0.11381	0.99104	1.42709	0	0	0.20774	0	0	0.12622	0	0.11381
Healthy	0	0	0	0	35.6384	0	0	0	0.00758	0.59482	0	0	0	0	0.03198	0	0.29465	0.03884	0.03153	0.59482
Healthy	0	0.20196	0	1.29363	0	0.86857	0	0	0	0	0.01576	0.2618	0	0	0.10658	0	0.07678	0	0	0
Healthy	2.79724	0	0	0	0	0	0.22125	0	0.08427	0.00622	1.05713	0	0	0	0.00725	0	0.03655	0.06884	0	0.00622
Healthy	0	0	0	0	3.92806	0	0.10577	0	0	0	0.78383	7.80803	1.29133	0	0.1289	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.2325	0	64.7104	0	0.82439	0	0	0	0	0	0	0	0	0	0.00891	0	0.1528	0.02335	0.36943	0
Healthy	1.81205	0	70.7007	0	0	0	0.54305	0	0.00633	0	0.28559	0	0.93549	0	0.00411	0.11758	0	0	0	0
Healthy	0.38415	0	0	3.23418	3.50776	0	0.50702	0.13158	0.003	0	0.04443	0	0	0	3.17637	0	0.00276	0	0	0
Healthy	2.84257	0	28.6832	1.64507	0	0	0.39183	0	1.36614	0	4.33118	2.95052	2.37912	0	0.05483	1.88527	0	0.06922	0	0
Healthy	0.40576	0	0.46172	0.47473	0.01488	0	0.55142	0	0.06725	0.01255	3.63513	0	0.41576	0.08266	0.68863	0.03192	0	0.01638	0.00902	0.01255
Healthy	10.7402	0	0	0	0	35.3103	0	0	0	0.04695	0	3.09817	0	0	1.02081	0	0	0	0	0.04695
Healthy	0	0	0	0	0	0	43.9577	0	0	0	0	0	0	1.43497	0	0	0	0	0	0
Healthy	0	0	0	0	0	23.5248	3.31277	0	0.07147	0	0.40606	0	0.8675	0	0.07232	0.03395	0	0	0.01219	0
Healthy	0	0	0	0	0	0	0	0	0.02501	1.07119	1.52321	0	1.61701	5.06001	2.39243	0.2609	0.19407	0.27438	0.02399	1.07119
Healthy	7.29368	0	0	0	0	0	0	0.07317	0	0	0.70214	0	1.07143	0.25636	0	0	0	0	0	0
Healthy	0	0	0	0	42.7681	0	0	0	0	0.02297	0	0	0	0	0.36532	0	0	0	0	0.02297
Healthy	26.9081	0	0	0	0	0	0	0	0	0	0.11096	0.00636	0	0	0.11218	0	0	0	0	0
Healthy	0	0	0	0.66317	2.61596	0.01732	0	0.28824	0.11855	0	1.97962	0	0	0	0.09171	0.1686	0	0.01663	0.04499	0
Healthy	0.26967	0	0.68709	0.06744	0	0	0	0	0	0	0.69768	0	0	0	0.68158	0	0	0	0	0
Healthy	2.43258	0	0	0	0	0	7.27651	0	0	0	4.18804	5.08419	0	0	0.15015	0.01283	0	0.11082	0.26001	0
Healthy	0	0	0	0	0	0	0	0	0.1116	0.4328	0.08382	0	0	0	1.25235	0.02233	0.16178	0.12589	0.13223	0.4328
