group	Bacteroides_stercoris	Phocaeicola_plebeius_B	Prevotella_copri_A	Phocaeicola_sp900554435	Bacteroides_eggerthii	Phocaeicola_coprocola	Bacteroides_sp900066265	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Flavonifractor_sp000508885	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Mediterraneibacter_torques	Alistipes_A_indistinctus	Clostridium_A_leptum	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	1.07525	0	26.7903	1.35403	0	0	0.55022	0	1.32901	0	2.22053	0	1.34931	0	0.20831	2.14976	0.1617	0.34813	0.04389	0
Healthy	0.03882	0.1539	0	1.46036	4.98188	2.12835	0	0	0.01388	0	0.54598	0.38354	0.46549	0	0.31223	0	0	0.01948	0.00432	0
Healthy	1.09413	0	0.16651	0	23.3749	0	2.27233	0.1598	0.01901	0.11666	0	0	0	0	0.00644	0	0.23836	0.22906	0.01289	0.11666
Healthy	1.83504	0	0	0	0.00277	0	0	2.77732	0.00486	0	0	0	0	0	0.21237	0	0	0	0	0
Healthy	0	0	0	0	12.5332	0	0.28983	0	0.04472	0	2.65091	0.58788	1.30347	2.48215	0.02625	0.02903	0	0.01262	0.00951	0
Healthy	7.3878	0	0	0	0	0	0	0	0.00693	0	0.70999	0.279	0	0	0.16556	0.0708	0.1203	0.02082	0.00095	0
Healthy	0	0	10.486	3.12655	0.20793	0	0.02002	0	0	0	0.51211	0	1.19907	0.12815	0.27787	0.04844	0.03758	0.09151	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06615	0	0	0	0	0
Healthy	2.50158	8.61376	0	0.25298	0.55748	5.23039	0	0	0	0	0.38208	0	0.86651	0	0.01325	0	0.00336	0.0307	0.00594	0
Healthy	0	0	5.74508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.13573	0.5255	0.09865	0	0	0	1.22268	0.03022	0.23375	0.16032	0.10994	0.5255
Healthy	0	0	37.6559	0	2.26203	0	0	0	0.00354	0	0.17276	0	0.72807	0	0.01427	0.00072	0	0.02229	0	0
Healthy	0	0.22804	0	1.36452	0	0.71958	0	0	0	0	0.01757	0.28424	0	0	0.46741	0	0.09809	0	0	0
Healthy	0	0	0	1.29126	0	0	0	0.93886	0.12344	0	3.94928	0	0.9888	0.0547	0.02054	0	0.11912	0.15369	0.07371	0
Healthy	0	0	0	0	0	0	0	0	0	0.00075	3.00836	0	1.47346	0	0.02139	0	0	0.01178	0	0.00075
Healthy	0	0	29.1666	0	0	0	0	0	0	0	0	0	0	0	0.01966	0	0	0.00227	0	0
Healthy	1.28443	0	29.7369	0	0.82085	15.5934	0	0	0	0	0.07658	0.0564	1.12318	0	0.30843	0.09573	0	0	0.00895	0
Healthy	13.6716	0	0	0	0	0	0	0	0	0	0.17322	0	1.61462	0	0.62173	0	0	0.69546	0	0
Healthy	0.13651	0	0	0	13.0596	0	0	0	0	0	0.19519	0	0	0	1.35558	0	0	0	0	0
Healthy	24.9488	0	0	0	0	0	0.05322	0	0.03292	0.27364	1.26935	0	0	0	0.02318	0	0	0.15528	0.04569	0.27364
Healthy	0	0	0	5.85834	0	0	0.0946	0	0.05709	0	1.12037	0.18366	0	3.58132	0.63473	0	0	0.03208	0	0
Healthy	0	0	0	0	42.5217	0	0	0	0	0	0	0	0	0	0.18375	0	0	0	0	0
Healthy	0	6.90579	0	0	0	0	0	0	0	0	0.69235	0	0	0	0.20111	0	0	0	0.02364	0
Healthy	0.03745	0	7.95789	0.48843	0.26003	0	0.0347	0	0.02434	0	0.69123	0.04466	0	0	0.04145	0.03635	0.00515	0.00481	0	0
Healthy	0	1.30722	7.51988	0.45546	0.75595	1.22377	0	0	0.03354	0	2.73203	8.50337	1.2869	0	0.12685	0.16862	0	1.1453	0.03466	0
Healthy	0	0	0	0	0	0	0	0	0.03332	0	0	0.19095	1.3908	0	0.38314	0	0	0	0	0
Healthy	0	0	0	0	11.8805	0	0.07012	0	0	0	0.54397	4.21412	0.75657	0	0.12079	0	0	0.00762	0	0
Healthy	0	0	0	0	0	0	0	0	0.11801	0.08589	0.77719	0	0	0	0.19322	0.10124	0.06979	0.08395	0.32221	0.08589
Healthy	0	0	0	0	0	23.662	3.27793	0	0.07033	0	0.42392	0	0.83529	0	0.06391	0.03529	0	0.00196	0.0053	0
Healthy	0.00793	0	0	1.84625	0.37353	0	0	0	0	0	0.24296	0	0	0	0.27185	0	0	0.00095	0.01399	0
Healthy	0	0	0	0	42.7898	0	0	0	0	0.00579	0	0	0	0	0.40157	0	0	0	0	0.00579
Healthy	1.8076	0	0	1.6233	0	0	0	6.28938	0.11673	0	0.06243	1.30819	0.35237	0	2.27315	0.05843	0	0.00415	0	0
Healthy	3.72742	0.04109	0	0	0.21274	0	0	0.41516	0.3909	0.0078	0.46561	0.36787	0	0	0.02418	0.44627	0.1257	0.13455	0.00565	0.0078
Healthy	0	0	0	0	15.3218	0	7.58172	0	0	0	0.41047	0	0	1.4688	0.05616	0	0	0	0.02651	0
Healthy	0	0	0	0.00083	0	0.00033	0	0	0.1345	0.03085	0.19735	0.1561	0.34908	0	0.78118	0.00987	0.02757	0.19582	0.00049	0.03085
Healthy	22.9755	0	0	0	0	0	0	0	0.0703	0	1.61653	0	0.80511	0	0.08432	0.03226	0	0.03258	0.24449	0
Healthy	0.02462	0.10151	0.24509	0.09917	0	0.04665	0	0	0.01887	0.00043	0.16355	0.00344	0.41198	0	0.06244	0.01707	0.04958	0.20656	0.01306	0.00043
Healthy	0.58496	2.35073	19.0083	0.71112	0.21809	2.80703	2.29792	0	0	0	0.03726	0.0222	0.59088	0	0.05186	0	0	0.01991	0	0
Healthy	0	0	0	0.53814	0	0	0.13428	0	0.27753	1.25059	0.03834	0.11874	1.40943	0.3773	3.0849	0.18819	3.00369	0.05687	0.13314	1.25059
Healthy	0	0	0	0	0	0	0	0	0	0	1.55551	0	0	0	0.09697	0.21533	0	0.02509	0.28664	0
Healthy	9.29524	0	0	0	0	0	0	0	0	0	0	0	0	0	7.84484	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00557	0.33137	0	0	0	0.00546	0.01567	0	0	0	0	0.33137
Healthy	0	0	2.85672	4.934	0	0	0.36126	0	0	0	4.42121	0.05983	0	0	0.52229	0	0	0	0	0
Healthy	0	0	6.69404	0	0	0	0	0	0	0.01414	0.13549	0	0.61573	0	0.85139	0.37401	0.0451	0.42693	0	0.01414
Healthy	1.89607	0	0	3.74281	0	7.21202	0	0	0.08296	0.01512	0.6578	0	1.37352	0	0.01244	0	0.00137	0.02579	0	0.01512
Healthy	0.81746	0	37.3532	2.10174	0	0	0	0	0	0	2.1904	0.08752	1.17459	0.08295	0.08082	0.05656	0	1.35409	0	0
Healthy	0	0	0.02749	0	0	0	0	0.31199	0	0.03648	0	16.9597	4.33361	0	0.00485	0	0	0	0	0.03648
Healthy	0	0	0	0	0	0	0	0.13794	0	0.06763	0	0	0.64703	0	0.03669	0	0.00672	0.00962	0	0.06763
Healthy	8.00003	0.00937	0	0	0	3.98813	0	0	0	0	0	0	0	0	1.14139	0	0	0	0.19093	0
Healthy	0	0	0	5.71517	0	0	0	0	0	0	0.09495	0	0	0	0.18417	0.01693	0.04946	0	0.07046	0
Healthy	1.53751	0	0	0	0	0	0	0.44962	0.18905	0	0.63396	0	0.96046	0	0.47368	0.08403	0.05811	0	0.21492	0
Healthy	0	0	6.59001	0	0	0	0	0	0	0.00883	0.22812	0	0	0	0.64454	0.46332	0.0142	0.51738	0	0.00883
Healthy	0	0	0	0	0	0	22.9041	0	0	0	0	0	1.79225	4.92518	0.00307	0.34582	0.03188	0	0.51676	0
Healthy	0	1.79177	32.1127	0.33564	1.0627	1.28328	0	0	0.07584	0	0.12154	5.33857	0.77665	0	0.0942	0.0498	0	0.94706	0.00708	0
Healthy	0	0.01019	0	0.40751	0	0	0	0	0	0	0.29167	0	0	0	0	0	0	0	0	0
Healthy	1.39163	6.07722	0	0	1.14079	0.01895	0.30637	0.31501	0.04811	0	0.09533	0	0.55834	0	0.00089	0.00118	0.02611	0.01229	0.01928	0
Healthy	0	0	0	0	35.6976	0	0	0	0.01026	0.52133	0	0	0	0	0.01032	0	0.27429	0.07616	0.02838	0.52133
Healthy	20.0388	0	0.00112	6.05229	0	0	2.69862	0	0.05144	0.00954	4.24773	0	0.60259	0.02357	0.01474	0.03214	0.11347	0.00227	0.56795	0.00954
Healthy	18.0648	0	0	0	0	0	0	0	0	0	1.5682	0	1.53936	1.47473	0.06833	0	0.01652	0.0379	0.73588	0
Healthy	23.2604	0	0	0	0	0	0	0	0.03959	0	1.60571	0	0.75148	0	0.04735	0.02241	0	0.03435	0.19129	0
Healthy	0	0	0	0	13.458	0	0.06558	0	0	0	0.63919	4.77802	0.97485	0	0.23752	0	0	0	0	0
Healthy	0.10359	0	0	0	0	0	0	0	0.01869	0	0	1.80509	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.04791	0.00979	0.26951	0	0.60811	0	0.0243	0.19532	0.00694	0.36704	0.25508	0.00979
Healthy	0	0	0	0	0	0	0	0	0.00256	0.01437	0.00526	0.0722	1.29834	0	0.01914	0	0.18869	0.03099	0	0.01437
Healthy	0	0	0	0	0	0	0	0	0	0.22984	0	0	0	0	0.36221	0	0	0	0	0.22984
Healthy	0	0	0	0	14.7783	0	0	0.798	0	0	5.11693	2.1826	0.73597	0	0.07409	0	0	0.07678	0	0
Healthy	0	0	0	0	35.7934	0	0	0	0.02269	0.50899	0	0	0	0	0.01044	0	0.2669	0.02334	0.02751	0.50899
Healthy	0	0	0	0.00129	0	0.00141	0	0	0	0.02094	0.38101	1.6641	0.86809	0	0.00384	0.05177	0.03669	0.03328	0	0.02094
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.67704	0	0.56324	0	0.11025	0.25318	0	0.02015	0.22611	0
Healthy	1.88707	0	0	0	0	0	0.09879	0	0	0.03879	0	0	0	0	0.05793	0	0.25402	0.01334	0.00119	0.03879
Healthy	0	0	0	0	0	0	0	0	0.00684	0.00278	0.65197	1.72011	0	0	0.02262	0.0463	0.00702	0.03909	0	0.00278
Healthy	0	0	0	0	0	0	0	0.01532	0.03581	0.01205	0	0	1.25461	1.62752	0.4437	0.11998	0.44832	0.0455	0.02591	0.01205
Healthy	0	13.3619	0	0	0	0	0	0	0	0	1.84916	0	0	0	0.00952	0	0	0	0.0171	0
Healthy	0.82594	4.81903	8.4288	2.35495	0.00822	5.47986	0.02101	0	0.02192	0.00291	0.04595	0.86934	0.77527	0	0.01364	0	0.01671	0.00688	0.01259	0.00291
Healthy	0	0	0	0.66173	2.65045	0.04673	0	0.26306	0.1057	0	1.90809	0	0	0	0.15606	0.16615	0	0.00426	0.04277	0
Healthy	0	0	9.72196	0	0	0	0	0	0	0	0.04898	0.12711	1.06827	0	0.26509	0	0	0.40289	0.00753	0
Healthy	0	0	0	0	0	0	0	0.01175	0	0.08708	0	0.23043	0	0	0.02422	0	0	0.17006	0	0.08708
Healthy	2.90614	0	0	0.83185	0	0	1.24744	0	0	0	3.2274	0.94205	1.95461	0	0.30192	0.00565	0	0.44291	0	0
Healthy	0	0	0	0	4.2249	0	0.10988	0	0	0	0.76234	8.38667	1.43471	0	0.09138	0	0	0.00255	0	0
Healthy	0	0	0	0	0	0	0	0	0.02332	0	1.15918	0	0	0	0.0067	0	1.50698	0.00909	0.06997	0
Healthy	30.0082	0	0	6.14533	0	0	2.60923	0.09105	0.02082	0.0727	0.4448	0.07225	0.05349	0	0.00569	0	0	0.03142	0.00196	0.0727
Healthy	0	1.89749	0	0	13.0352	0	0	0	0	0	0	0	0.79106	0	0.20265	0	0	0	0.0185	0
Healthy	0	0	0	0	57.6325	0	0	0	0	0.15084	0	0	0	0	0.18888	0	0.3835	0.01943	0.12662	0.15084
Healthy	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0.03487	0	0	0.01725	0	0.00322
Healthy	12.5149	0	0	0	0	0	0	0	0	0.10506	0.18882	0	0.58385	0.0106	0.01038	0	0.08072	0.01085	0	0.10506
Healthy	26.2359	0.00257	0.02372	0.00661	0.00694	0.02254	0.00515	0	0.1388	0.07059	0.37242	0	0	0.24794	0.06147	0.08719	0.00362	0.1501	0.25117	0.07059
Healthy	2.81834	0	0	0	0	0	0.21899	0	0.07917	0.00614	1.10559	0	0	0	1.10308	0	0.04655	0.071	0.00237	0.00614
Healthy	30.3185	0	0	0	0.03405	0	0	0.01921	0.02192	0.02956	0.78312	0	0.69796	1.97153	0.09938	0.34616	0.2823	0.02345	0.20873	0.02956
Healthy	7.76896	0.00037	0.01026	4.39913	0	0	0.84304	0	0.00874	0.03588	0	0	0	0	0.15603	0	0	0.00156	0	0.03588
Healthy	0.01292	0	6.90858	0	0	0	0	0.02197	0	0	2.55989	0	1.05205	0.00649	0.02938	0.13953	0.04288	0.07112	0.04445	0
Healthy	0.00209	0	0	8.79365	0	0	0	0	0.17363	0.08189	1.298	0	0.77041	4.60766	0.93024	0.11485	0.01649	0.09369	0.05308	0.08189
Healthy	0	0	0	0	0	0	0	0.10525	0.01971	0.08402	0	0.30648	0.66405	0	0.03928	0	0.01733	0.19307	0	0.08402
Healthy	2.19198	0	0	0	0	0	7.24501	0	0	0	4.11674	4.92056	0.86271	0	0.10658	0.01465	0	0.08659	0.21446	0
Healthy	17.8708	0	0	0	0	0	0	0	0.05733	0	1.90473	0	1.26761	0	0.02179	0.04388	0	0.09421	0.18523	0
Healthy	0	0	0	0	42.8335	0	0	0	0	0	0	0	0	0	0.12227	0	0	0	0	0
Healthy	2.4145	0	0	0	0	0	4.84456	0	0	0.00363	3.4894	2.62803	0.76866	0	0.10655	0.08137	0	0.20125	0.47662	0.00363
Healthy	9.03155	0	0.00568	0	0	0	0	0	0	0.00172	0.36505	0	1.21062	0.06388	0.06779	0.03449	0.03752	0.09394	0.1413	0.00172
Healthy	0	0	0	1.26128	0	0	0	1.13212	0.11176	0	3.92564	0	0.97324	0.09411	0.5033	0	0.0827	0.11788	0.0719	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.55575	0	0.55264	0	0	0.18405	0.51248	0.04255	0.19376	0
Healthy	0	0	0	0	4.05228	0	0	0.05703	0	0.00826	1.18521	0	0	0	2.07091	0	0	0.07875	0.03322	0.00826
Healthy	0	0	0	0	0	9.15656	0	0.84843	0	0.06291	0.25549	0	0.49019	0	0.0068	0.06633	0.02477	0.0589	0.21194	0.06291
Healthy	0	0	1.85669	0	0	0.20864	0.62971	0	0	0	0.62424	0.28649	0	1.47168	0.03391	0	0.01876	0.19431	0	0
Healthy	0	2.45518	0	0	0	0	0	0.04528	0	0	1.44005	0	0	0	0.00963	0	0	0	0.05514	0
Healthy	0	0	0	0	0	0	0.31687	0	0	0	0.25021	0	0	0	0	0	0	0	0	0
Healthy	1.98832	0	0	0	0	0	0	0	0	0	0.77076	0	1.05542	9.54579	0.1143	0	0	0.02485	0	0
Healthy	0	7.51363	0	0	0	0	0	0	0	0	1.35788	0	0	0	0.04591	0	0	0	0.01366	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.24439	0	0.0591	1.67217	0	0.15927	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.65981	0	0	0	0	0.16713	0	0	0	0	0.65981
Healthy	0	0	0.0651	0	0	0	0	0.02082	0.04552	0.00907	0.95989	1.96708	0	0	0.04851	0	0	0.02603	0	0.00907
Healthy	0	0	0	0	4.20588	0	0	0	0	0	0	0	0	0	12.8798	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	1.01875	0.03638	0.05342	0	1.44924	1.45573	0	0.13174	0	0.19287	0.05222	0	0.05342
Healthy	0	0	4.36739	0	0	0	0	0	0	0	1.67196	0.88147	0	0	0	0	0	0.02424	0	0
Healthy	0.06972	0	2.55348	0	0	0	0	0	0	0	1.0013	0.28988	0	0	0	0.31954	0	0	0	0
Healthy	6.24001	0	0	5.11854	0	0	0	0	0.00311	0.06358	0.75914	0	0.76443	0	0.06365	0.31308	0.00572	0.0627	0.03388	0.06358
Healthy	1.2102	0	0	0.00016	0	0	0	6.14056	0	0.00235	0	0	0	0	0.04233	0	0	0.00415	0	0.00235
Healthy	0	0	0	5.54927	0	0	0.35326	0	0	0	0	0	0	0	0.48626	0	0	0	0	0
Healthy	2.75922	0	27.7717	1.74739	0	0	0.42525	0	1.34798	0	4.2817	3.13581	2.4475	0	0.09223	1.91925	0	0.06251	0	0
Healthy	0	0	10.3661	0	0	0	0	0	0	0	0	0	0	0	0.5007	0	0	0	0	0
Healthy	0.14851	0	0	0.20876	0.18037	6.80295	1.75948	0	0.02952	0.00347	1.30009	0.06529	0.71032	0	0.02064	0	0	0.02112	0.01369	0.00347
Healthy	0	0	0	0	0	0	0	0	0	0	3.29073	0	0	0.97559	0.19549	0.27271	0	0	0.06944	0
Healthy	0	0	0	0	0	14.0407	1.55484	0	0.05024	0	0.90943	0	1.40986	0	0.04243	0.27762	0	0	0.00302	0
Healthy	0	0	0	0	43.8962	0	0	0	0	0	0	0	0	0	0.13899	0	0	0	0	0
Healthy	0	0	28.0458	0	0	0	0	0	0	0	0	0	0	0	0.26053	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.00426	0.01453	0	0	0.15466	1.32082	0	0.44362	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00805	0	1.16876	2.65709	0.82307	0	0.07215	0.1286	0.13275	0.01917	0.03417	0
Healthy	0	6.39234	0	0	0	0	0	0	0	0	1.08365	0	0	0	0.13298	0	0	0	0.0127	0
Healthy	0.9995	0	26.988	1.4468	0	0	0.58584	0	1.35994	0	2.12862	0	1.25327	0	0.13371	2.22581	0.0952	0.33589	0.05006	0
Healthy	0.01309	0	28.5141	3.66463	0.07951	0	0.34736	0	0	0	0.3112	0.89269	1.39676	0.41737	0.01772	0.00696	0.03663	0.1318	0.04691	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.87286	0	0.62078	0	0.25281	0.2489	0.14833	0.03027	0.0969	0
Healthy	0	0	0	14.4249	0	0	1.49037	0	0.12243	0	2.73503	5.81523	0.77383	0.7975	0.27508	0.03363	0	0.0129	0.0375	0
Healthy	0.68223	0	37.1344	1.99962	0	0	0	0	0	0	2.06996	0.08732	1.08319	0.11177	0.07924	0.04547	0	1.24688	0	0
Healthy	35.5648	0	0	0	0	0	0.21863	0	0.03855	0.07372	0.77457	0	0	0	0.0074	0	0.04919	0.1326	0.01175	0.07372
Healthy	0	0	0	0	0	0	0	0	0	0	0.16593	0	0	0	0.04025	0.04798	0.08806	0	0.0269	0
Healthy	0.00367	0	0	0.71687	0	0	0	0.00078	0.00578	0.00146	0.03482	0	0	0	2.56907	0	0.04013	0.00296	0.0003	0.00146
Healthy	0	0	0	0	0	0	0	0	0.07543	0.0778	0.80363	0	1.02826	0	0.1248	0.0543	0	0.0673	0.2951	0.0778
Healthy	5.34796	10.4989	50.329	0	0	0	0.20802	0.00688	0.022	0	0.2987	0	0	0.31143	1.13876	0.0661	0	0	0	0
Healthy	0.46597	2.72006	16.5243	0.70919	0.15946	2.3345	1.99459	0	0	0	0.03903	0.06228	0	0	1.56815	0	0	0	0	0
Healthy	0	0	4.66364	0	0	0	0	0	0	0	1.27854	0.5874	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.59339	1.13979	0	0	0	0	1.11719	0	0	0
Healthy	0.00874	0	0	0.00865	0	0	0	0	0	0	0	0.00451	0	0	0	0	0	0	0	0
Healthy	0.01335	0	0	0	0	0	0	0	0	0.13419	2.24097	1.89831	1.46441	4.125	0.13775	0.01061	0	0.08286	0.08058	0.13419
Healthy	0	0	2.59833	0	0	0	0	0	0	0	0	0	0	0	0.37898	0	0	0	0	0
Healthy	31.562	0	0	7.30164	0	0	1.12629	0.00876	0.05799	0.14487	0	2.28503	0	0.34561	0.06744	0	0.21402	0.08913	0	0.14487
Healthy	0	0	0	0	14.722	0	0.08501	0	0	0	0.90086	5.48059	1.10253	0	0.1889	0	0	0	0	0
Healthy	0	0	44.8871	0	0	0	0	0	0	0.10455	0	0	0	0	0.29294	0	0	0.03649	0	0.10455
Healthy	0	0	0	0	1.37363	0	1.38642	0	0	0.00295	0.65592	5.96924	0.9248	0	0.05452	0	0	0.22919	0	0.00295
Healthy	0	0	0.38764	1.36475	0.45535	0	0	0	0	0	6.15507	0	2.02803	0	0.36501	0	0	0	0.00451	0
Healthy	4.90807	0	0	0	0	0	0	0	0	0	1.15127	0.27022	0	2.72916	0.24563	0	0	0	0	0
Healthy	25.7031	0	0	0	0	0	0.06593	0	0.02702	0.27045	1.29168	0	0.37936	0	0.01883	0	0	0.15817	0.0439	0.27045
Healthy	0	15.43	0	0	0	0	0	0	0	0	0	0	0	0	0.72655	0	0.01515	0	0.01915	0
Healthy	20.0655	0	0	8.60542	0	0	4.40659	0	0	0	0.84627	0	0	0	0.73788	0	0	0.05862	1.25218	0
Healthy	6.47994	0	0	0.34484	0	0	0	0.21533	0.0464	0.00203	0.53521	0.56572	0.18279	0.01288	0.16924	0.00527	0.11764	0.08099	0.0035	0.00203
Healthy	19.9404	0	0	7.35669	0	0	3.76928	0	0	0	0.75	6.21298	1.13476	0	0.19514	0.00628	0	0.03977	0.07184	0
Healthy	0	0	0	0	12.8152	0	0.30771	0	0.03834	0	2.72962	0.69598	1.31608	2.54333	0.10838	0.02405	0	0.01931	0.0175	0
D001528	19.6286	14.6122	0.28844	9.19539	0.57196	0.05818	0.95256	0	0.00473	0.01195	1.00581	0	1.76695	0.04935	0.3087	0.10894	0	0.03055	0.30227	0.01195
Healthy	0.03488	0	0	0	0	0	0	0	0	0.02824	2.59036	1.43051	2.38534	3.70919	0.19514	0.04089	0	0.08406	0.00862	0.02824
Healthy	0.05287	0	0	7.73358	2.20791	2.46678	3.07231	0	0.09559	0.01174	0.66419	2.31853	0.91986	0	0.00341	0	0.00308	0.06628	0.01494	0.01174
Healthy	0	0	0	1.26763	0	0	0	1.37163	0.09323	0.00278	3.99549	0	1.01049	0.06075	0.09334	0	0.11894	0.13526	0.11675	0.00278
Healthy	4.29671	0	0	0.00075	0	0	0	0.81621	0.01593	0.04013	0.0589	0	0.98878	0	0.02807	0.01041	0.08031	0.04844	0.00546	0.04013
Healthy	14.6561	0	0	0	0	16.3855	0	0	0	0.08228	2.06677	0.06226	1.18209	0.66849	0.01361	0	0.12574	0.06589	0.01042	0.08228
Healthy	0.09346	0	2.41119	1.86582	0.09429	6.51014	0.01293	0	0.0278	0	0.91554	1.73585	1.45011	1.09184	0.0912	0	0	0.0137	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.54197	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.01624	0	0	0	0	0.2753	0.01394	1.76906	0.00072	0.05784	0.01624
Healthy	0	0	0	1.31094	0	0	0	1.19945	0.0912	0	3.73083	0	0.93011	0.06702	0.07035	0	0.15746	0.14425	0.00192	0
Healthy	0	0.75969	4.19135	0.6627	0.90439	0.51801	0	0	0.10815	0	4.58827	7.56823	1.40695	0	0.03289	0.03568	0	1.89966	0.00544	0
Healthy	1.66556	0	2.78185	0	0	0	0	0	0	0	0.62787	4.365	0	0	2.30407	0.06033	0	0	0	0
Healthy	0	0	0	0	11.6025	0	0	0	0.07168	0	2.96264	0.31544	2.32708	3.99329	0.13621	0.04872	0	0.00709	0	0
Healthy	0	0	0	0	57.5032	0	0	0	0.00376	0.13453	0	0	0	0	0.0471	0	0.37713	0.02561	0.09861	0.13453
Healthy	3.22223	0.64396	0	0	3.18009	0	0.11647	0	0.03168	0	0.46916	0.00027	0.5829	0	0.05033	0.11448	0.12994	0.01447	0.00483	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.42799	3.22835	0	0	0.69387	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.04214	0	0	0.15667	1.39155	0	0.02965	0	0	0	0	0
Healthy	0	0	62.5827	3.80036	0	0	0.63217	0	0	0	0	0	0	0	0.04506	0	0	0	0	0
Healthy	0.92896	0	0	0.67216	0	0	0	0	0.00505	0.04128	0.68869	0	0	0	0.01401	0.35317	0.56124	0.16813	0	0.04128
Healthy	0	0	0	0	0	0	0	0	0	0	1.56942	0	0	0	0.09897	0.26512	0	0.02806	0.19925	0
Healthy	0.90871	0	0	0	0	0	0	0	0	0	1.17195	2.47967	0	0.44368	0	0	0.07892	0.27872	0	0
Healthy	0.07447	0	34.1916	0	1.3865	0	0	0	0.00506	0	0	0	0	0	0.09502	0	0.05425	0	0.01387	0
Healthy	0	0	0	0	0	24.4779	3.37883	0	0.05552	0	0.43895	0	0.89591	0	0.05486	0.01276	0	0	0.01643	0
Healthy	6.24492	0	0	0.66804	0	0	0	0	0	0.08339	0.05064	0.68711	0	0.29582	0.09151	0	0.07503	0.02968	0	0.08339
Healthy	0.21982	0.43502	41.125	0	0	0	0	0	0	0	0.27736	0.16241	0	0	1.08469	0	0	0.05318	0	0
Healthy	0	0	0	0	1.25164	0	1.45193	0	0	0	0.64725	5.81367	0.90225	0	0.0523	0	0	0.21838	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57829	0	0	0	0	0
Healthy	0.02123	0	0	0	0	0	0	0	0	0.03699	2.87862	1.39016	2.42495	3.96678	0.22149	0.03356	0	0.13509	0.01291	0.03699
Healthy	5.61578	2.00354	0.01619	5.46943	8.03082	18.1469	4.22909	0.03308	0.01962	0	0.12196	0	0	0.05708	0.0482	0	0	0.00129	0.00093	0
Healthy	0	0	0	0	3.37623	0	0	0	0	0	0.19778	0	0	0	0.25202	0	0	0	0	0
Healthy	37.51	0	0	0	0	0	0	0	0.0429	0.00753	0.83776	0	0.57779	0	0.55025	0.03104	0	0.03405	0.06139	0.00753
Healthy	0	0	0	0	0	0	0	0	0.0889	0.06475	0.84219	0	1.04674	0	0.01504	0.03304	0	0.08755	0.21907	0.06475
Healthy	19.4683	0	0	7.23587	0	0	3.80143	0	0	0.00483	0.70715	5.86799	1.0504	0	0.07728	0.01197	0	0.02905	0.05699	0.00483
Healthy	0.00751	2.70599	0	0	7.74559	0	0	0	0	0.00099	0.20845	0.53477	0.66718	0	0.23826	0.0068	0.05483	0.0145	0	0.00099
D001528	1.50256	3.1473	0.45426	4.5372	0.00589	0.0018	0.23996	0.00705	0.01149	0.07108	1.07306	0	0.34395	0	0.02148	1.30043	0	0	0.03423	0.07108
Healthy	0	0	67.6069	0	0	0	0	0	0	0.05325	0	0	0	0	0.11277	0	0	0	0	0.05325
Healthy	17.4179	0	0	10.6368	0	0	22.496	0	0	0	0.20889	0	0	0	0	0	0	0.00424	0.49721	0
Healthy	0.00084	0	0	0	4.61008	0	0.7413	0	0.01336	0	0.88706	0	0.62961	0	0.26796	0	0	0.0224	0.16631	0
Healthy	0	0	0	2.11086	1.49645	0	0	0	0	0	0	0	0	0	3.96986	0	0	0	0	0
Healthy	0.53088	0.43229	0.27583	0	0	0	0.20619	0	0.0053	0	1.05683	0.65466	0.19016	0	0.02143	0.12275	0.01215	0.04856	0.00753	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
