group	Agathobacter	Collinsella	Enterocloster	Anaerobutyricum	Bariatricus	Holdemanella	Blautia_A	Dorea	Eubacterium_I	Coprococcus_A	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Bariatricus	Blautia_A	Dorea
Healthy	2.4786	0.26516	1.05997	0.32651	0.80431	0	0.84216	0.00015	0.76753	0	8.47696	2.4786	0	0.15054	0.04624	1.05997	0.26516	0.80431	0.84216	0.00015
Healthy	2.33817	0	0.09507	0.00894	0.1075	0	0.16452	0.05965	0.04163	0.0137	5.19684	2.33817	0.727	2.80504	0.10576	0.09507	0	0.1075	0.16452	0.05965
Healthy	1.35162	0.73477	0.27379	0.47067	0.37814	0.47012	0.21083	0.21714	0.13228	0.23822	16.7404	1.35162	0.09091	1.86171	0.24264	0.27379	0.73477	0.37814	0.21083	0.21714
Healthy	2.264	0.29143	0.59295	1.01424	0.43577	1.87534	0.18477	0.14879	0	0.08174	7.31061	2.264	0	0.51954	0.5483	0.59295	0.29143	0.43577	0.18477	0.14879
Healthy	28.9472	1.03756	0.45588	1.62544	0.50204	0	0.66643	0.18301	0.30024	0	6.02386	28.9472	7.54138	1.09568	0.19021	0.45588	1.03756	0.50204	0.66643	0.18301
Healthy	2.00408	0.09636	0.60873	0.16062	0.14723	0.31623	0.39148	0.1773	0.03077	0.10663	3.36498	2.00408	0.59576	0.86431	0.32178	0.60873	0.09636	0.14723	0.39148	0.1773
Healthy	11.6317	0.49852	0.06206	0.81154	0.88431	0	0.64041	0.64011	0	0	9.01974	11.6317	10.3192	7.89073	0.40512	0.06206	0.49852	0.88431	0.64041	0.64011
Healthy	0	1.28078	0.01493	0.15197	0	0.25632	0.4452	0.08212	0	0	0.83722	0	4.88617	0.12288	0.02068	0.01493	1.28078	0	0.4452	0.08212
Healthy	12.4661	0	0.71234	0.61657	1.54037	0	1.03191	0.28816	0.27093	0.04486	6.73524	12.4661	19.3761	6.30865	1.06306	0.71234	0	1.54037	1.03191	0.28816
Healthy	0.24921	0.71967	0.25665	0.02032	0.03318	0	0.03762	0	0	0.01231	0.38009	0.24921	0.47046	0	0.00724	0.25665	0.71967	0.03318	0.03762	0
D009765	2.46552	5.37775	3.23051	0.29237	0.59803	0	0.41489	0.82422	0.08478	0.57045	9.39331	2.46552	1.93041	2.5765	0.49682	3.23051	5.37775	0.59803	0.41489	0.82422
Healthy	9.39598	1.73508	0.3796	0	0	0	0.00136	0	0	0	0	9.39598	0	11.9501	0.04063	0.3796	1.73508	0	0.00136	0
Healthy	0	1.28992	0.08747	0	0	0	0.16476	0	0	0	0.09357	0	1.93223	0	0.00541	0.08747	1.28992	0	0.16476	0
Healthy	7.7191	0.16052	0.23728	0.11949	0.27566	0	0.18103	0.06878	0.41363	0.04511	9.09139	7.7191	0.01894	0.43647	2.72221	0.23728	0.16052	0.27566	0.18103	0.06878
Healthy	0.22592	0.27891	0.03297	0	0.02215	0	0	0	0	0	1.80272	0.22592	0	3.0015	0.2222	0.03297	0.27891	0.02215	0	0
D009765	0	9.76685	0	0	0	0.38695	0	0	0	0	5.9218	0	0	0	0	0	9.76685	0	0	0
Healthy	0	0	2.49417	0	0	0	0	0	0	0	2.58698	0	0	0	0.48006	2.49417	0	0	0	0
Healthy	1.86372	0.83259	1.03582	0	0.34232	1.12635	0	0	0.02091	0	2.71982	1.86372	0	3.79109	2.83675	1.03582	0.83259	0.34232	0	0
Healthy	1.40185	0.474	0.0222	0.0108	0	0	0	0.01556	0	0	1.77356	1.40185	1.13732	1.34864	0.1868	0.0222	0.474	0	0	0.01556
D009765	44.1426	1.26666	0.42241	0.62663	0.8532	0.36532	0.61781	0.30603	1.89943	0.17838	3.09148	44.1426	3.81869	3.58818	1.59726	0.42241	1.26666	0.8532	0.61781	0.30603
D009765	15.0885	0.13179	0.89016	0.28854	0.55841	0.08253	0.15354	0.23568	0.15434	0.29918	7.38879	15.0885	0.02373	6.65584	0.06649	0.89016	0.13179	0.55841	0.15354	0.23568
D009765	32.878	0	0	0	0	0	0	0	0	0	0.39514	32.878	0	0.3757	0	0	0	0	0	0
Healthy	0.00935	0.01167	0.36828	0	0	0	0.01615	0.28877	0	0	3.07669	0.00935	0.03253	0.10021	0.00723	0.36828	0.01167	0	0.01615	0.28877
D009765	9.68784	3.19012	3.09619	1.37853	0.93179	0.00177	1.29121	1.56424	0.03303	0.12729	6.92312	9.68784	0.01745	3.00577	3.32115	3.09619	3.19012	0.93179	1.29121	1.56424
D009765	1.97021	15.4015	3.36069	5.03365	0.53599	0	1.03564	0.06319	0.25482	0.53926	2.04303	1.97021	15.6474	10.60212	0.42867	3.36069	15.4015	0.53599	1.03564	0.06319
Healthy	16.9003	0	2.46408	3.87823	0	0	0.03614	0.61142	0	0.19193	10.2267	16.9003	0.02525	3.07398	0.01195	2.46408	0	0	0.03614	0.61142
Healthy	0	0.14158	0.10259	0.01427	0.03289	0	0.02648	0	0	0	0.48711	0	0	0.37543	0.124	0.10259	0.14158	0.03289	0.02648	0
Healthy	0	0	4.59508	0	0	0	0	0	0	0	0.22792	0	0	0	0.08115	4.59508	0	0	0	0
D009765	2.40967	0.58708	2.38415	2.1998	1.41747	0	0.35167	0.93866	0.25824	0.49084	7.03631	2.40967	0	0.57008	0.63227	2.38415	0.58708	1.41747	0.35167	0.93866
Healthy	1.78593	0	2.2541	0.77417	0.46125	0	0.24686	0	0.07008	0.17425	20.0016	1.78593	3.22498	1.7907	0.14762	2.2541	0	0.46125	0.24686	0
Healthy	1.55527	1.31394	5.06099	0.63889	1.893	4.84636	8.85542	4.56424	0.75151	0.50393	2.78393	1.55527	0.00384	0.77144	0.28796	5.06099	1.31394	1.893	8.85542	4.56424
Healthy	0.59093	0.07655	0.11121	0	0.03587	0	0.04875	0	0	0	7.42988	0.59093	0.32307	0.6085	0.06167	0.11121	0.07655	0.03587	0.04875	0
Healthy	0	1.22079	0.00637	0.12591	0	0.23401	0.42315	0.12146	0	0	0.87274	0	4.64619	0.1074	0.05025	0.00637	1.22079	0	0.42315	0.12146
D009765	14.0656	0	0.51569	1.16228	0.43116	0	0.76813	0.43433	0.27983	0.13678	0.52574	14.0656	5.61547	2.21597	0.60524	0.51569	0	0.43116	0.76813	0.43433
Healthy	0.00998	0.08865	1.16676	0	0	0	0	0	0	0	0.83182	0.00998	0	0	0.01487	1.16676	0.08865	0	0	0
Healthy	0	1.26261	0.01805	0.13666	0	0.23403	0.37873	0.07623	0	0	0.86463	0	4.51946	0.13835	0.01417	0.01805	1.26261	0	0.37873	0.07623
Healthy	0.01356	0.87877	0.61911	0.41443	0.54315	0.75022	0.5062	0.54032	0.09411	0.05226	2.09244	0.01356	0.87936	5.41725	2.05475	0.61911	0.87877	0.54315	0.5062	0.54032
Healthy	0	0	0.25694	0	0	0	0.0478	0	0	0	5.85598	0	0	0.40357	0.17735	0.25694	0	0	0.0478	0
Healthy	0	0	1.8264	0	0.00631	0	0	0	0	0	3.34597	0	0.9655	0.33296	2.61283	1.8264	0	0.00631	0	0
Healthy	9.24181	0	0.19564	2.24925	0.89795	0	0.91584	0.76991	0.45047	0	24.8019	9.24181	14.5722	4.87698	1.64999	0.19564	0	0.89795	0.91584	0.76991
Healthy	9.53021	0	0.24258	0.21709	0.44883	0	0.204	0.05414	0.05504	0.16335	4.0641	9.53021	4.87749	1.93005	0.99028	0.24258	0	0.44883	0.204	0.05414
Healthy	5.32445	0.35549	0.37721	0.01431	0.05355	0	0.19748	0.00923	0	0	3.83615	5.32445	0.64716	2.27902	0.48929	0.37721	0.35549	0.05355	0.19748	0.00923
D009765	13.7485	0.12317	0.41798	0.67535	0.10753	0	0.11182	0.27522	0	0.06217	6.77468	13.7485	3.5894	5.26295	0.00834	0.41798	0.12317	0.10753	0.11182	0.27522
Healthy	9.18644	0.25479	1.3368	2.07537	1.40229	0.12085	0.70287	0.61658	1.23953	0.15507	9.20088	9.18644	5.45434	0.41178	0.01358	1.3368	0.25479	1.40229	0.70287	0.61658
Healthy	1.74232	15.7185	0.3059	3.46275	0	0	0.99114	0.74091	0	0	3.7212	1.74232	0.88479	0.98449	0.04763	0.3059	15.7185	0	0.99114	0.74091
Healthy	0.38412	0.7109	0.95215	0.21128	0.00974	0	0.18091	0.16998	0.06993	0	4.1146	0.38412	0	1.86683	0.07308	0.95215	0.7109	0.00974	0.18091	0.16998
Healthy	1.7222	0.03517	0.56566	0.32344	1.21754	0.49268	0.15425	0.00994	0.02272	0.01246	0.60072	1.7222	2.26394	1.00523	0.11234	0.56566	0.03517	1.21754	0.15425	0.00994
Healthy	6.13662	0	0	0	1.33454	0	0.05056	0	0.04941	0	3.4884	6.13662	0	4.16731	0.43215	0	0	1.33454	0.05056	0
Healthy	8.19481	0	1.81437	2.45169	0.81777	0	1.59475	0.68247	0.95931	0	3.33005	8.19481	0	3.5509	0.83887	1.81437	0	0.81777	1.59475	0.68247
D009765	3.68052	1.8851	2.57372	1.59371	1.84916	1.17636	1.27908	1.05624	1.6404	0.68751	1.36273	3.68052	3.23965	3.10906	0.32924	2.57372	1.8851	1.84916	1.27908	1.05624
Healthy	11.0584	0	0.34469	0.05107	0.51996	0.31946	0.06917	0.11217	0.033	0.22614	2.97937	11.0584	0.68024	3.04325	0.80533	0.34469	0	0.51996	0.06917	0.11217
Healthy	1.30867	0.22766	0.01463	0.59976	0.46977	0	0.11981	0.1718	0.08321	0.13558	6.69003	1.30867	6.01356	1.40396	1.99452	0.01463	0.22766	0.46977	0.11981	0.1718
D009765	13.6822	0.01292	0.39587	0.94036	0.4573	0	0.14442	0.19702	0.06015	0.04583	0.20463	13.6822	4.11678	2.36764	0.78942	0.39587	0.01292	0.4573	0.14442	0.19702
Healthy	0.3568	0.14881	0.00804	0.08172	0.15091	0.47153	0.14166	0.11266	0.04498	0.01235	9.38945	0.3568	0	6.9278	0.37843	0.00804	0.14881	0.15091	0.14166	0.11266
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	41.9591	0	7.59896	0.00073	2.41133	0.09843	0.25688	0.40374	0	0	0.19874	41.9591	0.12684	4.1606	0.18388	7.59896	0	2.41133	0.25688	0.40374
Healthy	0	0	2.41488	0	0	0	0	0	0	0	2.48326	0	0	0	1.03404	2.41488	0	0	0	0
Healthy	0	0.32328	0.20719	0	0	0	0.03349	0.07545	0	0	0	0	5.76475	57.72189	0.00206	0.20719	0.32328	0	0.03349	0.07545
Healthy	6.30773	0.3394	0	0	0.2017	0	0.04779	0.07564	0	0.02138	3.55529	6.30773	0.81897	1.68747	0.05895	0	0.3394	0.2017	0.04779	0.07564
Healthy	0	0	4.63095	0	0	0	0	0	0	0	0.22044	0	0	0	0.05675	4.63095	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45679	0	0	0	0	0	0
Healthy	0	1.20816	0.51271	2.62773	3.33077	0	2.55314	0.29206	0.45752	0.22528	7.00587	0	0.00939	4.69731	0.5426	0.51271	1.20816	3.33077	2.55314	0.29206
Healthy	1.90217	0.59473	0.21241	0.00476	0.00869	0	0.11026	0.0809	0	0	5.16225	1.90217	0.2703	0.5328	0.03776	0.21241	0.59473	0.00869	0.11026	0.0809
Healthy	5.2583	0.40584	0.42838	0	0.03654	0	0.16673	0.02953	0	0	3.84428	5.2583	0.59858	2.09491	0.2117	0.42838	0.40584	0.03654	0.16673	0.02953
Healthy	3.04917	0.07939	0	0	0	0	0	0.00218	0	0	3.52022	3.04917	0.25089	1.08714	2.01449	0	0.07939	0	0	0.00218
D009765	1.92347	4.27735	1.35104	0.49377	1.05684	0.88055	1.44247	0.37525	0.25302	0	34.6591	1.92347	0.0224	2.96405	0.67462	1.35104	4.27735	1.05684	1.44247	0.37525
Healthy	0	4.38004	0	0	0	0	0	0	0	0	0.00589	0	0	0	0	0	4.38004	0	0	0
Healthy	0.0038	0.00146	0	0	0	0	0	0	0	0	0.0008	0.0038	0	0	0	0	0.00146	0	0	0
Healthy	1.22266	0.1701	0.06226	0.01726	0	0	0.01228	0.0046	0	0.01197	1.74935	1.22266	2.07726	0.18814	0.21321	0.06226	0.1701	0	0.01228	0.0046
Healthy	6.49335	0	0	0	1.44934	0	0.08277	0.02238	0.02121	0.00367	3.32392	6.49335	0	4.09503	0.19582	0	0	1.44934	0.08277	0.02238
D009765	2.50319	0	0.18068	0.27789	1.26065	1.33439	0	0	0	0	0	2.50319	2.53646	0.46599	0	0.18068	0	1.26065	0	0
Healthy	4.71022	0.74197	2.07292	0	0.11917	3.88511	0.2164	0.58829	0.13162	0.52146	2.74358	4.71022	4.68865	9.79326	3.68903	2.07292	0.74197	0.11917	0.2164	0.58829
Healthy	0.03999	0.01218	0.04012	0.08962	0.07525	1.78326	0.17735	0.10328	0	0.01101	5.56415	0.03999	0	0.55861	0.12739	0.04012	0.01218	0.07525	0.17735	0.10328
Healthy	1.10296	0.33867	2.36336	0.61256	1.11731	0.70079	0.22904	0.25165	0.20821	0.18774	2.65519	1.10296	0.00103	2.33038	3.42578	2.36336	0.33867	1.11731	0.22904	0.25165
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.12721	0.00615	0.34154	0	0	0	0.00562	0	0	0	3.30533	0.12721	0.46323	0.228	0.27058	0.34154	0.00615	0	0.00562	0
Healthy	7.92667	0.03956	0.48349	0.17821	0.33963	0.68833	0.22272	0.13015	0.05661	0.03625	1.40988	7.92667	1.77821	1.9226	0.72603	0.48349	0.03956	0.33963	0.22272	0.13015
Healthy	0	0.05948	0	0	0.00656	0	0	0	0	0	0.56581	0	0.67101	0.30023	2.3593	0	0.05948	0.00656	0	0
Healthy	5.70307	0.75757	2.15119	2.8275	1.15005	0	0.76623	0.7784	0.34039	0.44015	6.75901	5.70307	2.17968	3.45344	2.25754	2.15119	0.75757	1.15005	0.76623	0.7784
Healthy	13.6334	0	1.07492	0.88039	1.86529	0	1.10663	0.51935	0.34635	0.27087	3.42337	13.6334	20.439	6.88606	0.75451	1.07492	0	1.86529	1.10663	0.51935
Healthy	0.00397	6.70541	0.03949	0	0	0	0	0	0	0	0	0.00397	0	0	0	0.03949	6.70541	0	0	0
Healthy	1.47187	0	0.01338	0	0.0075	0	0.02445	0	0	0	4.47962	1.47187	1.7888	0.95202	0.22422	0.01338	0	0.0075	0.02445	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55994	0	0	0	0	0
Healthy	0.28119	0.66475	0.30886	0.02265	0.05627	0	0.04378	0.00119	0	0.01376	0.35918	0.28119	0.50817	0	0.01241	0.30886	0.66475	0.05627	0.04378	0.00119
Healthy	0	5.54198	3.56446	15.5886	0.13551	0	5.01227	3.17054	0.05826	0.20444	0.44541	0	0	0.8948	0.18077	3.56446	5.54198	0.13551	5.01227	3.17054
D009765	10.6114	1.7096	0.11992	1.02186	0	0	1.25619	0.90023	0	0.12473	9.04626	10.6114	0.00144	1.15102	1.25855	0.11992	1.7096	0	1.25619	0.90023
Healthy	0.53747	0.09344	0.00925	0.01731	0	0	0.0798	0.0739	0.04353	0	3.72241	0.53747	0.30837	2.78177	0.0709	0.00925	0.09344	0	0.0798	0.0739
Healthy	2.24817	1.29672	0.41929	0	0	1.00071	0.05485	0.13772	0.01799	0.18972	0.84665	2.24817	5.5386	0.77648	1.74565	0.41929	1.29672	0	0.05485	0.13772
Healthy	1.443	0	0.09104	0.01685	0	0	0.19785	0.09218	0	0	1.77598	1.443	0	0.96964	0.39397	0.09104	0	0	0.19785	0.09218
Healthy	4.21218	0.2229	0.0495	0.75331	0	0	0.31249	0.1197	0.00689	0.05442	11.9562	4.21218	0.89397	1.22879	0.65309	0.0495	0.2229	0	0.31249	0.1197
D009765	2.41942	1.85261	0.57818	1.16312	1.1018	1.41521	0.84058	0.67593	0.42347	0.86656	7.48747	2.41942	0	0.72079	0.04472	0.57818	1.85261	1.1018	0.84058	0.67593
D009765	7.98242	0	0	0	0	1.52253	0	0	0	0	0.21032	7.98242	2.80221	14.04214	1.58035	0	0	0	0	0
D009765	1.69197	5.69162	2.50108	0.12395	0.93602	0.89135	1.23872	1.02651	0	0.39049	20.933	1.69197	0	3.20482	4.2082	2.50108	5.69162	0.93602	1.23872	1.02651
Healthy	7.36462	0.0481	0.22402	0.58913	0.47956	0.56569	0.29229	0.11232	0.13538	0.12355	3.31284	7.36462	3.89587	8.19968	0.43321	0.22402	0.0481	0.47956	0.29229	0.11232
Healthy	8.49601	0.05264	0.11096	0.77873	0	0	0.09668	0.20117	0.00951	0.0309	4.9089	8.49601	5.18407	3.04346	0.50935	0.11096	0.05264	0	0.09668	0.20117
Healthy	7.67506	0	0.409	0.11524	0.4253	0	0.2789	0.32218	0.04393	0.0941	1.07118	7.67506	24.2154	1.16885	1.47605	0.409	0	0.4253	0.2789	0.32218
Healthy	17.0997	0.02008	0.14429	0.19564	0	0	0.25695	0.46724	0.16689	0	0.60469	17.0997	4.14744	0.93678	0.98958	0.14429	0.02008	0	0.25695	0.46724
Healthy	0	0	0	0	0	0	0	0	0	0	2.1045	0	11.0582	0	0.42037	0	0	0	0	0
D009765	12.3927	2.12101	1.54745	2.08372	1.69145	0.84155	0.70243	0.99971	0.5964	0.68796	4.86334	12.3927	8.03532	1.45233	0.22364	1.54745	2.12101	1.69145	0.70243	0.99971
Healthy	2.43008	0	0	2.40119	0.78263	0	1.0764	0	0	0	0.63918	2.43008	0.6392	2.86933	3.82602	0	0	0.78263	1.0764	0
Healthy	10.4495	0.53664	0.29351	0.13686	0.22665	0	2.57833	0.07768	0	0.23587	2.73123	10.4495	2.41317	2.26477	0.14569	0.29351	0.53664	0.22665	2.57833	0.07768
Healthy	1.95939	1.67106	2.31284	0.7843	1.07318	16.2916	0.84114	0.9047	0.30351	0.57881	10.2919	1.95939	10.6256	2.05195	0.98409	2.31284	1.67106	1.07318	0.84114	0.9047
D009765	10.107	0	0.21554	0	0	1.21085	0	0	0	0	0.04295	10.107	1.94113	1.55139	0.80515	0.21554	0	0	0	0
Healthy	5.56521	0	0.47683	0.55827	0.22472	0	0.55525	0.19714	0.1371	0	3.03957	5.56521	8.77079	0	2.36029	0.47683	0	0.22472	0.55525	0.19714
Healthy	0	1.34474	0.19589	1.01544	0.04943	0	1.30998	0.2249	0.07026	0.0938	10.3532	0	7.96646	0.77002	0.04311	0.19589	1.34474	0.04943	1.30998	0.2249
Healthy	2.45216	0.22834	0.51015	0.77114	0.22437	0	0.51876	0.15328	0.11727	0	12.668	2.45216	0.08984	1.16214	1.79649	0.51015	0.22834	0.22437	0.51876	0.15328
Healthy	1.68123	0	0	0	0.03259	0	0	0	0	0	3.158	1.68123	11.7745	0.29285	3.77455	0	0	0.03259	0	0
Healthy	0	0	0.35482	0	0	0	0.01187	0	0	0	0	0	0	0	0.45542	0.35482	0	0	0.01187	0
D009765	24.0299	3.94399	0.65468	0.66111	1.33649	0.12601	0.37936	0.20367	0.05051	0.33203	13.9738	24.0299	7.71857	6.01095	0.98294	0.65468	3.94399	1.33649	0.37936	0.20367
Healthy	4.7718	0	0.08485	0.35189	0.87626	0	0.19587	0.01071	0	0	2.189	4.7718	6.39275	0.23992	0.58635	0.08485	0	0.87626	0.19587	0.01071
Healthy	10.1191	0.46969	0.03296	0	2.93391	8.5267	1.85775	0.00593	0	0	4.49845	10.1191	8.0719	0.66919	0.02775	0.03296	0.46969	2.93391	1.85775	0.00593
Healthy	4.62937	0	1.24962	0.17032	0.21677	0	0.17474	0.30609	0.25608	0.04413	1.7072	4.62937	0.86419	1.00431	1.96283	1.24962	0	0.21677	0.17474	0.30609
D009765	3.93977	0	0.10751	0.52347	0.27595	1.62826	0.19592	0.08311	0	0.01126	0.67368	3.93977	0	3.08236	0.04479	0.10751	0	0.27595	0.19592	0.08311
Healthy	2.04976	0.57405	0.3726	0	0.03584	0.15583	0.00392	0	0	0	1.66233	2.04976	0	0.5961	1.31785	0.3726	0.57405	0.03584	0.00392	0
Healthy	13.2223	0	3.96229	3.23774	2.48637	0	2.61051	0	0.67276	0.16772	8.18374	13.2223	17.1439	0.25916	5.0251	3.96229	0	2.48637	2.61051	0
D009765	23.418	2.44504	0.21618	0	1.10528	0.44592	0	0.29785	0.32807	0.03511	21.9773	23.418	2.85274	0.38355	0.15202	0.21618	2.44504	1.10528	0	0.29785
Healthy	3.23776	1.31489	0.86461	0.19471	0.07639	0	0.34845	0.15323	0.03198	0	2.42017	3.23776	1.24158	0.52703	0.0149	0.86461	1.31489	0.07639	0.34845	0.15323
Healthy	1.98567	0	0.7177	0.07937	0.04063	0	0.03001	0	0	0	3.28089	1.98567	0.97384	0.73323	0.02132	0.7177	0	0.04063	0.03001	0
Healthy	0	3.44456	0.61691	0	0	0	0	0	0	0	4.15665	0	0	0.53116	0.0761	0.61691	3.44456	0	0	0
Healthy	7.76251	0	0	0	0	0	0.02603	0	0	0	0	7.76251	0	3.92436	0.58312	0	0	0	0.02603	0
Healthy	4.66569	0.00949	0.58511	0.27361	0.48673	1.57624	0.79216	0.24111	0.04955	0.05055	1.47845	4.66569	1.46036	2.19829	0.58035	0.58511	0.00949	0.48673	0.79216	0.24111
D009765	7.7806	3.2362	3.09264	1.11747	1.35441	0	1.07435	1.0745	0.1009	0.02057	7.38321	7.7806	5.87774	3.31951	0.68098	3.09264	3.2362	1.35441	1.07435	1.0745
Healthy	1.07871	0.87339	0	0.73193	0	0	0.33377	0.3798	0.16279	0	2.97549	1.07871	0	0.57004	0.02494	0	0.87339	0	0.33377	0.3798
Healthy	1.64347	0	0.07741	0.00288	0	0	0.22362	0.10608	0	0	1.88917	1.64347	0	0.98828	0.30102	0.07741	0	0	0.22362	0.10608
D009765	8.2748	0.21571	0.15111	0.04434	0.20016	0.20223	0.0709	0.04971	0.00804	0.05993	5.58655	8.2748	0.80009	2.64952	0.28233	0.15111	0.21571	0.20016	0.0709	0.04971
Healthy	0	0.02782	0.43461	0	0	0	0	0	0	0	2.15424	0	1.36115	0	0.18138	0.43461	0.02782	0	0	0
Healthy	0.25938	0.04185	0.11407	0.15282	0.21157	0	0.11573	0.07736	0.01526	0.27047	2.27128	0.25938	5.50899	0.09505	0.21941	0.11407	0.04185	0.21157	0.11573	0.07736
Healthy	6.81572	0.33626	0.15759	0.03433	0.38295	1.0384	0.19388	0.17538	0.00971	0.00604	5.13465	6.81572	1.80735	3.72892	1.89868	0.15759	0.33626	0.38295	0.19388	0.17538
Healthy	2.37313	0	0.19967	0.54372	0.28859	0.82434	0.67036	0.65123	0.10706	0.08366	0.21157	2.37313	6.00524	0.54086	1.11351	0.19967	0	0.28859	0.67036	0.65123
Healthy	16.1502	0	0.05708	0.07666	0.06603	0	0.28402	0.16905	0.07573	0.02176	12.622	16.1502	2.49284	2.3686	0.21424	0.05708	0	0.06603	0.28402	0.16905
Healthy	0.04485	2.54096	0.49669	0.11783	0.04945	0.14207	0.03428	0.1538	0	0.07169	0.9318	0.04485	0	0.01592	2.4328	0.49669	2.54096	0.04945	0.03428	0.1538
Healthy	14.8743	0	0.41369	0.26012	0.29094	0	0.61299	0.04408	0	0	0.48163	14.8743	6.10482	13.36192	0.1322	0.41369	0	0.29094	0.61299	0.04408
Healthy	1.89156	0.17763	0.10162	0.37741	0.20861	0.28169	0.8676	0.29038	0.03127	0.2371	4.43291	1.89156	9.07225	1.44833	1.2129	0.10162	0.17763	0.20861	0.8676	0.29038
Healthy	5.26452	3.1476	5.08956	5.87164	1.8202	6.14741	1.7438	1.81961	0.04568	0.31165	3.39649	5.26452	3.13777	0.04196	0.0092	5.08956	3.1476	1.8202	1.7438	1.81961
Healthy	15.7016	1.68486	1.60343	1.38872	1.81922	0	1.34372	0.2533	0	0.40889	9.55983	15.7016	0.13409	2.256	1.6178	1.60343	1.68486	1.81922	1.34372	0.2533
Healthy	3.34202	0.56061	0.02257	0	0	0	0.02692	0.26229	0.2397	0	0.74063	3.34202	0	0.34063	0.08133	0.02257	0.56061	0	0.02692	0.26229
Healthy	0	3.15155	0.0785	0	0	0	0	0	0	0	0	0	0	0.00062	0.2588	0.0785	3.15155	0	0	0
Healthy	5.46988	0	2.11944	4.84358	2.75194	0	0.5801	2.99086	0	0	0.17357	5.46988	19.7553	0	4.14932	2.11944	0	2.75194	0.5801	2.99086
Healthy	0	0	0.57134	0	0	0	0	0	0	0	1.4264	0	0	0	0	0.57134	0	0	0	0
Healthy	2.89472	0.29505	0.29084	0.12725	0.27395	0	0.14809	0.06372	0.01003	0.08728	4.16916	2.89472	0.66209	1.27376	0.64909	0.29084	0.29505	0.27395	0.14809	0.06372
D009765	12.5387	1.34886	1.13408	1.44128	1.92342	0.89534	0.35124	0.36746	0.34953	0.35738	21.7459	12.5387	6.49047	7.65164	0.68718	1.13408	1.34886	1.92342	0.35124	0.36746
Healthy	1.96245	3.81741	1.82697	0.45377	0.55656	11.1676	0.97432	0.64038	0	0.53547	24.0034	1.96245	10.6976	1.44491	1.99496	1.82697	3.81741	0.55656	0.97432	0.64038
Healthy	2.37831	0	0.13775	0.01478	0.09659	0	0.19733	0.03621	0.04863	0.00733	5.11038	2.37831	0.7097	2.87415	0.18442	0.13775	0	0.09659	0.19733	0.03621
Healthy	0.31363	0.14914	0.94561	0.79157	1.44966	0.85349	0.45472	0.25439	0.17253	0.29321	5.05087	0.31363	6.23589	5.91787	0.22226	0.94561	0.14914	1.44966	0.45472	0.25439
Healthy	0.63431	0.21767	0.13074	0	0.09042	0	0.00152	0.00237	0	0.00465	4.15944	0.63431	0	0.63724	0.03041	0.13074	0.21767	0.09042	0.00152	0.00237
Healthy	1.55322	0.63933	1.04214	0.12971	0.25426	0	0.6606	0.33513	0	0	8.46679	1.55322	2.86716	1.71847	0.31046	1.04214	0.63933	0.25426	0.6606	0.33513
Healthy	0	0	0	0	0	0	0	0	0	0	0.00497	0	0	0.00276	0	0	0	0	0	0
D009765	23.1731	0	0.94904	0.39688	0.64618	0	0.19	0.50467	0.05565	0.10214	1.48488	23.1731	3.05796	1.46676	0.31748	0.94904	0	0.64618	0.19	0.50467
D009765	13.7762	0.60714	2.29776	0.47063	0.50686	0	0.06706	0.26972	0.12474	0.07706	1.46138	13.7762	6.07568	1.77406	0.00213	2.29776	0.60714	0.50686	0.06706	0.26972
Healthy	4.09741	0	0.06813	0.02657	0.04668	0	0.12451	0.02078	0.04912	0.0507	3.86148	4.09741	2.22488	1.03203	0.2463	0.06813	0	0.04668	0.12451	0.02078
Healthy	0.70851	0.11569	0.33818	0.00539	0.13078	0.47368	0.10177	0.08492	0.03339	0.03024	0.68255	0.70851	2.844	0.37925	1.91484	0.33818	0.11569	0.13078	0.10177	0.08492
Healthy	3.32311	0.08084	0.37215	0.65385	0.50734	2.09919	0.31465	0.15463	0.03734	0.34207	4.29532	3.32311	0	0.55095	2.04169	0.37215	0.08084	0.50734	0.31465	0.15463
Healthy	3.79062	0	0	0	0	0	0	0	0	0	6.53471	3.79062	3.434	1.95428	0.15951	0	0	0	0	0
Healthy	1.5069	0.60541	0.62795	0	0.03583	0.02092	0.005	0	0.00444	0	1.41909	1.5069	1.64034	0.32033	0.38882	0.62795	0.60541	0.03583	0.005	0
Healthy	0	0.00674	0	0	0	0	0	0	0	0	0	0	0	0	0.70574	0	0.00674	0	0	0
Healthy	0.18934	0.19819	0.04673	0	0	0	0.02684	0.01278	0.06167	0	4.89735	0.18934	0	2.17617	0.6023	0.04673	0.19819	0	0.02684	0.01278
Healthy	5.7827	0.53687	0	0	0.1575	0	0.05697	0.03883	0	0	4.12618	5.7827	0.76814	1.78046	0.18324	0	0.53687	0.1575	0.05697	0.03883
