f	Bacteroidaceae	Lachnospiraceae	Ruminococcaceae	Rikenellaceae	Bifidobacteriaceae	Marinifilaceae	Streptococcaceae	Selenomonadaceae	Coriobacteriaceae	Enterobacteriaceae	Lactobacillaceae	Pasteurellaceae	Coprobacteraceae	Desulfovibrionaceae	Veillonellaceae	Eggerthellaceae	Peptostreptococcaceae	Micrococcaceae	Dialisteraceae	Methanobacteriaceae	Acidaminococcaceae
Healthy	1.19930858950015	1.70222135260176	-1.51300311156818	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.924836789677505	1.51769722521219	0.831785337690506	-0.0796574938312754	-0.784970821905699	-5	-0.706063186112706	-5	-5	-5	-5	-5	-5	-5	-0.0981876304693488	-5	-5	-5	0.74677115911133	0.0380754623729298	-5
Healthy	1.71429471294633	1.16505103246197	0.14357995252774	0.869144852147547	-0.0222946811795818	-5	-5	-1.67612939345949	-0.583525920899779	-5	-5	-5	-5	-1.24336389175415	-5	-2.66154350639539	-5	-5	-5	-5	-5
Healthy	1.81919932436735	0.349024844207767	-0.982924903623941	-5	-0.662221375163817	-5	-5	-5	-5	0.0229683257669948	-5	-5	-5	-5	-0.0712150958699281	-5	-5	-5	1.01705046018607	-5	-5
D037841	1.7798863329772	1.28633182236913	0.635340969143152	0.534438616828737	-5	-0.291672597977988	-1.04215336629185	-1.84740592207253	-0.798329820353418	-5	-5	-1.3272558016934	-1.09033701484598	-1.00983880710152	-5	-1.13241467345296	-2.60554831917378	-2.08512818245995	-5	-5	0.586377982800947
Healthy	1.40299690989948	1.08540440056848	1.23537490171831	1.00893130148136	-5	0.109548175598951	-1.50905879464321	-5	-5	-0.831797253157369	-5	-0.573928135034789	-1.00423322095003	-1.47430747549499	-5	-5	-5	-5	-5	-0.532984181561564	-0.0218057831372871
Healthy	1.62951754762384	0.268832951427574	-1.85078088734462	0.746497974108495	-1.63115549317418	0.143267804623535	-0.806041021980813	-5	-0.746540835660162	1.02421507296023	-5	-5	-5	-1.47716468633947	0.0128203585725499	-5	-5	-5	0.874629070167286	-5	-5
Healthy	1.63253887924157	0.347979507222684	0.866616332843686	1.28967901249086	-5	-0.0574661486531875	-1.59859945921846	-5	-0.973262505761252	-5	-5	-1.23972833945794	-5	-1.15279763601908	-2.24336389175415	-0.690369832574101	-5	-5	-0.463668864016028	-5	-5
Healthy	1.19387477841287	1.34389382643879	1.01250019951098	0.35599715837166	1.26077428048429	-0.452988748773399	-0.477934145690985	-5	-0.108942259363042	0.150427909201865	-5	-0.389478237104085	-1.02571864112217	-0.932780311025859	-5	-1.33989377827676	-0.79571718744206	-1.00908424549392	-5	0.152542118407012	-5
Healthy	1.83166146765556	0.95332711423393	0.194777891137786	0.548095693988175	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.175074030730228	-5	-5
Healthy	1.40559784683312	1.55716167405842	0.837823827691299	0.313075915294049	-0.470518313621619	-0.456254694296911	-1.12044539906103	-5	-0.750630405308484	-2.14146280243036	-0.63887682051155	-1.89962945488244	-1.79317412396815	-0.761602586818729	-1.3269790928711	-5	-0.991484992368545	-5	-3.76955107862173	-5	-5
Healthy	1.6646159359072	0.764814770653812	0.545821531073677	1.19041686757492	0.615278637332404	-0.0941393849068627	-2.12959609472097	-5	-5	-0.650936271874049	-5	-5	-1.49227902331439	-0.948307358201963	-5	-5	-5	-5	0.449737510057031	-1.11503480179927	-5
Healthy	1.47564823837754	1.08639756281844	0.409743817557494	1.12209524237292	-5	0.14904659264214	-5	-5	-1.94005811193804	0.582250910340936	-5	-5	-0.463290085771327	-0.556674416046255	-5	-5	-5	-5	-5	-5	-5
Healthy	1.79853905402198	-0.0403815227733499	0.193032718649517	1.15460593085719	-1.1113151533403	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.484057706083955	-5	-5
Healthy	1.64711184270573	1.10900518332781	1.08118198515807	0.632728514984439	0.540072827304567	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.73017650500005	1.24978761925107	0.327806282693656	-5	-0.618794638761417	-5	-0.39848321634999	-5	-5	-0.0744713310598315	-5	-5	-0.963450945520848	-5	-5	-5	0.0104738092766944	-5	-5	-5	-5
Healthy	0.940848055719178	1.52168910485154	0.780717571637481	0.748890085673547	1.18552487338635	-0.0175161956517732	-0.130486667064363	-5	-0.324130044681043	-0.467474927887789	-5	-1.41397561761302	-5	-0.723400346442357	-0.701671011926505	-0.667359589612537	-5	-5	-5	-5	-5
Healthy	1.17579815616073	1.09665665858088	0.725193473333684	0.41458397880709	0.34461820524837	-5	-5	-5	-0.03412127110786	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.18208095642954	0.493257239229681	-5
Healthy	1.67678173960452	1.16829885297731	0.388834475885126	0.220304261113587	-5	0.253401012231572	-0.598530529056911	-5	-0.837555085700022	-0.69000807121882	-5	-1.7667499904589	-5	-5	-1.24949160514865	-5	-1.06864384953207	-1.8085489855351	1.12043276255808	-5	-5
Healthy	1.62987097024233	1.26429328460657	1.0195906382892	0.686084561580832	-1.78914663468511	-0.109769061559273	-1.37304404856455	-5	-5	-5	-5	-0.596793658355193	-1.59602203633064	-1.12004441487725	-2.09205147838773	-5	-5	-5	-5	-0.590320429939644	-0.00889359335462471
D037841	1.54005253942573	1.06647538641098	0.484928754770519	1.00823683040921	0.498073350449183	0.173221243740688	-0.197472558721879	-5	-0.0402862106438558	-0.89616208397439	-5	-1.79805693659835	-2.97061622231479	-0.660807025900343	-5	-0.195962846853858	-2.06449273417529	-5	-5	-5	-5
Healthy	1.17365237468927	1.38136745796186	0.894078908610656	0.520651191757977	0.477892166625039	-0.253093479525902	0.551266970162944	-5	-1.94769090035268	0.143139759104591	-1.59636481020945	-5	-5	-1.29005198348924	-5	-1.23522628308896	-5	-1.36511985923347	0.0117141979175907	0.682129726817357	-5
D037841	1.61397589356303	1.31074215445294	1.1962121213524	0.675768262993212	-0.0104033657803761	0.141459180399278	-0.668471481131309	-0.118912203049317	-0.711236723827187	-5	-5	-1.47108329972235	-0.212426184453499	-2.55129368009492	-5	-1.529883646849	-5	-2.43889861635094	-5	-5	-5
Healthy	1.64455930852395	1.11470203643292	1.05507926867096	1.05607394498805	-5	-0.219970872662662	-1.49552913750558	-5	-5	-1.14569395819892	-5	-0.578313828175486	-1.05769424710411	-1.19626982902546	-1.29464953711429	-1.74884865682465	-5	-5	-2.20830935097988	-5	-5
Healthy	1.85962445892845	0.313793426202643	0.874930955499968	-0.120164671263148	-5	-0.0110577490123357	-5	-5	-1.71085716406767	-5	-5	-1.94423953531227	-0.863216036816635	-5	-1.37623399986607	-5	-5	-5	-5	-5	-5
Healthy	1.79480977940309	0.609280579455658	-5	-5	1.37336630229572	-5	-0.371692827194264	-5	0.510135991064049	-5	-5	-0.593817621195572	-5	-1.7281583934635	-5	-2.18243463044022	-5	-0.537826695293209	-5	-5	-5
Healthy	1.48740382226745	1.50146363907431	0.178913667990579	0.315909498006271	0.177602865444147	0.11339178227858	-0.418653473185378	-5	-0.678961107273945	-1.03357665405631	-5	-1.1329451995233	-5	-1.07504911108439	-5	-5	-5	-5	1.00922604133679	-5	-5
Healthy	1.86301946193953	0.401009154764174	-5	-0.631713115097869	-0.275535703864582	-5	-1.78041547378575	-5	-5	0.0269538729315702	-5	0.00644892685850644	-5	-5	-0.631768916688871	-1.89517159634634	-0.644491011975566	-1.75129126439908	0.617725657285003	-5	-5
Healthy	1.86916551412064	0.2329097508568	0.615606055175936	-5	-0.463580452872266	-5	-5	-5	-0.654920473685133	-0.588026942314677	-5	-5	-5	-1.64397414280688	0.000290879868996826	-5	-5	-5	0.917415700561811	-5	-5
Healthy	1.80091377188303	-0.0484536425793479	0.196438728045986	1.12089722862611	-1.01895194108683	-0.249298799604132	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.498427728555499	-5	-5
Healthy	0.858743468531721	1.2578131613083	0.233315999013269	-0.098617972917846	0.241626160347603	-5	-0.17059972800584	-5	-5	-5	-5	-5	-5	-5	-5	-1.24795155218056	-5	-5	-0.31919327439843	-5	-5
Healthy	1.33592724669935	1.32094162541858	0.933401736570428	0.427786246314235	0.988825961431994	0.0985122063803419	-0.172204397047056	-5	0.166436034654755	-1.68193666503724	-1.83654044823001	-5	-5	-1.44587441848699	-1.83713700667807	-0.328373653645092	-0.216124993672563	-5	-5	-5	-5
Healthy	1.52377793251735	0.287541971026004	0.340184253654116	1.3176367652844	0.271744053504786	-5	-5	-5	-0.964330165348319	-0.745911353080926	-5	-5	-1.73802380860219	-0.0827991811005673	-5	-1.77936898055191	-5	-5	-5	-0.729763834162988	-5
Healthy	1.30711420441513	1.17855913340625	0.51743739884634	1.22062866766655	0.314328676539224	0.291062338231063	-5	-5	-0.298492457745823	-5	-0.711303739409744	-5	-5	-5	-5	-1.96859153574838	-5	-5	-5	0.250615146990633	-1.7956086680807
Healthy	1.80262788729081	0.793771532270367	0.733301611687699	0.0563711794755288	-2.08039897621589	0.156767152414868	-2.55595520408192	-5	-0.769372288289367	-5	-5	-5	-0.541437687018006	-5	-1.20294030530003	-1.205302873108	-5	-5	-5	-5	-5
Healthy	1.72404333689848	1.31948936068348	0.13051709857596	-1.22731164531786	-5	-0.101785085062813	0.135352129383353	-5	-5	-5	-5	-1.23232477597204	-5	-5	-1.35398859040876	-5	-2.27083521030723	-5	-5	-5	-5
Healthy	1.93099057481907	0.0708354963137268	-0.062141225346672	-5	-5	-5	-0.61480498168012	-5	-0.782753008314607	-0.248543826213122	-5	-5	-5	-5	-1.90938929217159	-5	-5	-5	0.531118558626196	-5	-5
Healthy	1.47454317349607	1.08599907406927	0.146379233396148	-0.0445864756192744	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.30229152430675	1.25622569978273	1.64439151372778	-0.0312789552344688	0.282463499599315	-0.233691277059604	-2.04624030826677	-5	-0.751340256951664	0.545680622284173	-5	-5	-5	-5	-1.74957999769111	-5	-5	-5	-5	-0.391687957302673	-5
Healthy	1.72968053213652	0.808568122734097	0.939148696295034	-0.266770625582714	-5	-0.701911430608618	-1.35664603802314	-5	-5	-0.758129911314381	-5	-1.43039203245318	-5	-0.854182285508172	-1.66314017908319	-1.87942606879415	-1.81389162018679	-5	-5	-5	-5
Healthy	0.960435100180452	0.189807426574339	0.588197730385302	0.114320690460196	-1.62196567754267	-5	-2.44369749923271	-5	0.132121948938854	0.974789312969571	-5	-5	-5	-0.142408210673185	-5	-0.743546855060964	-5	-5	0.443955740797119	-5	-5
Healthy	1.70941074456878	0.790239409368126	0.332575796453155	0.836139216310333	-1.07473949048056	-0.156163243729925	-0.567800621246695	-5	-1.39501837039257	-0.996798053478308	-5	-0.956834279792546	-5	-1.65896136832248	-2.35951856302958	-5	-5	-5	0.908724618986934	-5	-5
Healthy	1.43260696060901	0.939327022293791	-0.104395154848914	0.949581249292214	-0.610638970036269	-0.11251210719463	-1.96058588082386	-5	-5	-1.24427755509654	-5	-5	-0.45397583819635	-0.618505867121702	-5	-5	-2.45717457304082	-5	-5	0.532454981964814	-5
Healthy	1.36938694315671	0.601118724485225	-0.00633015105358608	1.26349356822132	-0.306466504654272	-0.177792678927644	-0.606179204659133	-5	-0.0923898122722895	-5	-5	-5	-5	-1.70509308939481	-5	-5	-5	-5	1.1936284772856	-5	-5
Healthy	1.50488171864363	1.37297235834808	0.561020244133674	1.38550099357524	-5	-0.114260068441207	-5	-5	-1.1680023227641	-5	-5	-5	-1.13100309751286	-0.358694484001343	-5	-5	-5	-5	-5	-5	-5
Healthy	1.75370375607077	0.678755036907129	0.294774752218443	1.06769709832322	-0.346411260681204	-0.25754982564143	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.799083343397369	-5	-5
Healthy	1.29639817062387	1.28096810448241	0.742725916646632	0.172897614427956	0.758601571211563	-0.309626693083941	-0.0584786293904726	-5	-0.50779854860746	-0.457847067713169	-1.51598503733244	-5	-5	-5	-5	-1.20197120659593	-0.851952906400664	-5	0.684457553803209	-5	-5
Healthy	1.12410659167525	1.41139138885857	1.10676119308734	0.415574262869846	0.60643403624723	-5	-0.373454340972871	-5	-5	-0.409113601626762	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0281955247091574	-5
Healthy	1.30279939355542	1.63148009399505	0.34590475478246	0.271493102185656	-0.951131104260069	-5	0.414582306942235	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.198047765145718	-5	-5	-5	-5
Healthy	-5	0.831780859534154	-5	-5	-5	-5	1.75592513949086	-5	-5	0.699616621503805	-5	-0.437778532285649	-5	-5	1.36203249056816	-5	-5	-1.1138478180292	-5	-5	-5
Healthy	1.39897604087487	1.13799811146919	0.95513142024871	0.926546167338079	0.0420002722211154	-5	-2.04769199033787	0.711315312334901	-1.01211039000225	-1.03574036980315	0.161562642345269	-5	-0.133836762783174	-1.34170234969181	-1.87289520163519	-0.935504573207272	-5	-5	0.679304314073311	-5	-5
Healthy	0.53213497233619	-0.346719934559131	-0.202628573393904	0.721258949976338	0.317862845085275	-5	-5	-5	-0.198616873147269	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.38527980453347	0.591536506605304	-0.744438061709105	-5	1.59748423867023	-2.89619627904404	-1.06203099704855	-5	-5	1.03553019468976	1.09897511657218	-5	-5	-5	-0.721269257253019	-2.0783135245164	-5	-5	-3.24412514432751	-5	-5
Healthy	1.66970041545183	1.11067723370052	0.172632116686293	0.654582720549851	-1.36784651648937	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.29456395341475	-5
D037841	1.31074725070442	1.05112627096531	1.11066275989376	-0.526819698995064	1.40101139718639	-5	-1.29098458302788	0.693910650039648	0.339739550296297	-0.883392256011752	-0.85676654534683	-1.17887967622318	-5	-1.99012436628784	-1.41296288225654	-1.16027062479361	-2.63264407897398	-2.27736607746619	-5	-5	-5
Healthy	1.54039943186952	0.294655775275424	0.609865358589869	1.47682887613691	-1.69336055897574	0.286186916941038	-1.63096977819085	-5	-5	-0.547508217211688	-5	-0.738142614370102	-5	-1.29886393390747	-0.882795013907217	-5	-5	-5	0.403767189764354	-5	-5
Healthy	1.82835339816039	0.365268910445576	-1.06595628096447	-5	-0.74241741241862	-5	-5	-5	-5	-0.0272696615194652	-5	-5	-5	-5	-0.0627078392884271	-5	-5	-5	1.01447475481808	-5	-5
Healthy	1.51714071660451	1.13714957762081	1.56927392843414	-5	0.0694460838803128	-5	-0.432938326781703	-5	-0.0442737756891353	-5	-5	-0.74882429999326	-5	-5	-5	-5	-5	-5	-5	-5	0.427400085600872
Healthy	0.887924910387787	1.00000564579157	1.01884024911558	0.871374422274811	0.00294752046715854	-0.0843205754898025	-5	-5	0.0531399321543285	-0.997445191851517	-1.49702694093437	-5	-0.272092918593303	-1.70421305974839	-5	-0.963650611968162	-1.36161059233466	-5	0.837445122661958	-5	-0.979348731995658
Healthy	1.62369287138685	1.24729160089234	0.766887782830946	0.393908473148264	-0.827426256228029	0.292470949642227	-0.82739706879014	-5	-0.79997073344623	-0.967139584047856	-5	-1.69875291136379	-1.06767846801071	-2.01144104312138	-0.71190734545813	-1.65541125742129	-2.26440110030182	-5	-5	-0.76421912967244	-5
Healthy	1.72939208660443	0.259500703408605	0.19572257907437	1.17093229976268	-0.649422508182719	-0.207055287529182	-5	-5	-5	-1.42227847549098	-5	-5	-5	-5	-5	-5	-5	-5	0.758721184662132	-5	-5
Healthy	1.68856138960718	0.513642361421727	0.293921363005754	1.34685505718916	-0.303757224280381	-0.104759829626138	-5	-5	-0.500464122159301	-1.44903824770182	-5	-1.53610701101409	-5	-0.912076679074703	-5	-5	-5	-5	-5	-5	-5
Healthy	1.7337721440198	0.470354620116481	0.509876969970032	0.982771740345698	-0.93809536628383	0.0347086513410692	-1.29929628285498	-5	-0.55728511707152	-5	-5	-5	-5	-0.513767939148125	-5	-5	-5	-5	-5	-5	-0.0740591011511815
Healthy	1.74497807999298	0.485619227520783	0.341905167358631	0.947276837759307	-0.212185432936977	0.012107165353755	-5	-5	-0.730533756624314	-1.08045124103115	-5	-1.72101788313456	-5	-1.12239832027073	-0.689221748387465	-5	-5	-5	0.791243495501851	-5	-5
Healthy	0.668725949818641	-5	0.0720696703020178	0.775598070619268	0.0625932644578206	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.91209929916537	-5	-5
Healthy	1.7503892753763	1.0927017008929	0.548573662418466	-0.226652458019177	0.316678904978105	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.79760376375898	1.26254553257762	0.659762221559862	-1.1721785723172	-5	-5	-5	-5	-0.487876173277055	-5	-5	-5	-0.522936655071996	-1.03184406285003	-5	-1.55237690223971	-5	-5	-5	-5	-5
Healthy	1.78155584049724	0.392508776831611	0.96415870748428	-0.170348930483612	-5	-0.0339474828580848	-1.20739821883503	-5	-5	-5	-5	-1.06783075407921	-0.674299657084014	-5	-5	-0.171655951666938	-5	-5	-5	-5	-5
Healthy	1.2166347927177	0.590033326124072	1.25356502964414	1.36872579335079	-1.15076490868528	0.307076516542935	-5	-5	-0.810200989360173	-5	-5	-5	-5	-0.895683635488272	-5	-5	-5	-5	-5	-0.913533388728417	-5
Healthy	1.56162818297779	1.12727588964937	0.942143531767082	-5	-5	-5	-5	-5	-5	-0.596484845010655	-5	-5	-5	-5	-5	-5	-0.308927353068569	-5	-5	-5	-5
Healthy	1.7309236808835	1.14006598163192	0.563876042531235	0.823295518700248	-0.339960276398424	-5	-0.611934339530359	-5	-5	-5	-5	0.447291401309464	-5	-5	-0.569957211209984	-5	-5	-5	0.668518235192776	-5	-5
Healthy	1.75275749818599	0.701182734036827	0.689676388464448	0.319682652743672	-0.568282510353987	0.0549078457996362	-0.261695206925895	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.651900896014137	-5	-5
Healthy	1.50687044364747	0.83480459526117	0.800193823156936	1.14831539493616	-0.24936819973988	0.377552111643006	-5	-5	-0.694648630553376	-1.38017649954272	-5	-1.69207629638812	-0.398309315959497	-0.784970821905699	-1.60624935965192	-1.78807891569149	-5	-5	-0.506109960746993	-0.754388640109092	-5
Healthy	1.58451010780068	1.28811055123104	1.01583822176463	1.01425626956043	-0.237704144028318	-0.0362735446891443	-0.5371230448075	-5	-0.987922400468985	-1.81022904365313	-1.44261311794049	-1.56895805466411	-1.16973219906636	-1.0195421077239	-3.06048074738138	-1.75300930075845	-2.17263072694617	-5	0.0318203436434886	-5	-5
Healthy	1.72177550763621	-0.179069852819449	0.71406054788875	1.25835923569154	-1.01153022979012	0.0726542173330343	-1.34620881261219	-5	-1.40516564441668	-0.873738681136119	-5	-5	-0.464553966768983	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.64785525300865	0.775247717101824	0.828597389715738	0.797937513518235	-0.392641497395108	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.297164655436686	1.58074780210656	0.211697080960263	-0.510730754241979	0.718521617793508	-5	0.707590613004455	-5	-2.19997064075587	0.0528939252189659	-5	-5	-5	-0.989318506868556	-5	0.0932149958698959	-5	-0.828010417297881	0.984503910316287	0.553165484378703	-5
Healthy	1.52934833888864	0.765226586159211	0.652811812957132	1.19778597571405	1.09307130637606	-0.0314610170634437	-0.587237147724921	-5	0.158549439754391	-0.899939776068847	-5	-5	-5	-1.03995754427316	-5	-0.429200295213096	-5	-5	-5	-0.651578302135575	-5
Healthy	1.29990023039863	0.928820208693506	1.14510624256807	1.19094935785412	-5	0.148281750578872	-5	-5	-5	-0.982841401512185	-5	-0.757110877810645	-0.972691172964454	-0.965933321402439	-5	-5	-5	-5	-5	-0.0847004387585144	0.0282580248289713
Healthy	1.33406874738176	1.30288610689909	0.84010483926858	0.709121495105055	-1.55501888791206	-5	-1.56719099496683	-5	0.216893955986093	-0.560256894460007	-5	-5	-0.246600808375675	-0.725080493596246	-5	-1.8639139026159	-5	-5	-5	-5	-5
Healthy	1.9320096943738	0.0396440955343528	-0.0666190210138653	-5	-5	-5	-0.684806624304286	-5	-0.822838800273953	-0.333135845038768	-5	-5	-5	-2.42365864979421	-1.58737147945562	-5	-5	-5	0.546260033361613	-5	-5
Healthy	1.57175621738814	1.21118944598613	1.16757015643479	1.08378381686852	-0.618668277542107	-5	-5	-5	-5	0.00854481697683436	-5	-5	-5	-5	-5	-0.876475019057268	-5	-5	-5	-0.0727015119714445	0.0485000681322824
Healthy	1.02477619478619	0.103769523193673	0.545763442637868	1.01517107300239	0.120619990299325	-5	-0.482157761679144	-5	0.0952495751308687	-0.634586899923822	-5	-5	-1.21817284706757	-0.167318681063157	-5	-0.928707266165425	-5	-5	-0.243767189417603	-5	-1.56066730616974
Healthy	1.8084319138443	-0.0144208535580875	0.195451295535196	1.11025123273228	-1.16857818293498	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.467317985810699	-5	-5
Healthy	1.19169101182048	1.06452088249421	1.11987586723034	1.12022438092109	-0.0488957220700017	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.67033205382941	0.095706219061656	1.31177991794297	0.655109608999769	-0.286316293426978	-5	-5	-5	-1.58269441675547	-5	-5	-5	-5	-2.29499204066666	-5	-5	-5	-5	1.25810809798661	-5	-5
Healthy	1.60512223758681	0.402066981421283	0.88490349943729	1.31211936197903	-5	-0.02671508956435	-1.45197930509447	-5	-0.996065793826291	-5	-5	-1.29183414214446	-5	-1.25547232652743	-2.09420411963213	-0.645507399410563	-5	-5	-0.363431871892868	-5	-5
Healthy	1.76079923629776	1.42639494595664	0.383422169480223	-0.00362406608162028	-1.40329297031855	-5	-1.88941028970075	-5	-2.15366288787019	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.523020302208912	-5	-5
Healthy	1.78396836146305	0.377885167251178	0.957437749842197	0.568682702864635	-5	-0.0446682958345379	-1.66958622665081	-5	-5	-5	-5	-1.20259395032362	-0.772653286818574	-5	-5	-0.28013860067471	-5	-5	-5	-5	-5
D037841	1.60794255331798	0.961819133539961	0.506732267255018	1.31185341959777	-5	0.303712150556111	-0.890421453095613	-5	-1.18742084459095	-0.70546764265813	-5	-5	-5	-0.573683971042355	-5	-1.05774384958053	-1.82827354634677	-2.34198860334289	-5	-5	-5
Healthy	1.6905213245451	1.49670538911376	0.729293600481336	0.562002444487243	-0.676624128066138	-3.29242982390206	-0.456751684088406	-0.712108734045974	-1.14478380526664	-1.71987710369769	-5	0.362772661419265	-1.52549236088302	-1.70707970039999	-0.271216195290543	-2.41228903498109	-0.263014213446782	-2.02779716162094	-5	-5	-5
Healthy	1.23559282881708	1.37840153519638	0.775841185277348	0.153073645798753	-0.00805660166537147	-5	0.252034622121761	-5	-5	0.940674834094561	-5	-5	-5	-5	-5	-0.781963668799055	-5	-5	-5	-5	-1.04368746915881
Healthy	1.74568315865741	0.45954476572133	0.331362501834675	0.943930569966897	-0.155429638011733	0.0198429695632681	-5	-5	-0.728832421051912	-1.36321131096562	-5	-5	-5	-1.05104938975445	-0.589374585401875	-5	-5	-5	0.789007149472312	-5	-5
Healthy	1.44438506821945	1.29870486722725	0.202872309873421	0.70649930030255	-0.0928520907703233	-0.175750471628959	-0.810874793074472	-5	-0.916927587715465	-5	-5	-2.1505805862031	-0.503914865602298	-2.77728352885242	-0.931814138253838	-2.67571754470231	-5	-5	1.07109772928307	-5	-5
Healthy	1.96601443058693	-0.0854505887617132	0.166731972358301	-5	-5	-5	-5	-5	-5	0.633279546899684	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.92328469944189	0.235341559076116	0.00330970922835771	0.192926893692518	-0.935841627536882	-5	-5	-5	-5	-0.823706117461233	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.56576248558674	1.44940233313749	0.754062280016443	0.204708595484096	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.857124347118933	1.34519017049262	0.929919863624808	0.333920609051459	0.254158801911861	-0.720857993508362	-0.520007437892928	-5	-0.365593270634461	1.56295047120357	-1.7476324855401	-2.17783192063198	-2.93930215964639	-0.588969853202906	-5	-2.70774392864352	-1.55924829952081	-5	-5	-0.691755823259394	0.234114691241981
Healthy	-1.35330226870067	-1.7830427926389	-2.76955107862173	-5	1.50448486299852	-5	-0.200335573871917	-5	-5	1.11915390390387	-2.11520463605102	-0.996496385257463	-5	-5	0.0403135054983082	-5	-1.2518119729938	-0.573879291253384	-5	-5	-5
D037841	1.60841070559295	1.2408608800166	0.900355656575241	0.92883606922973	0.449470685184898	0.0001736830584649	-0.426269947546433	-5	-0.464933849420172	-1.3901922306713	-1.22322619758789	-1.48240826928809	-2.13430394008393	-0.997402019280091	-1.30636097383845	-1.3013775702979	-0.949697596037598	-2.42136079003193	-5	-5	-2.38090666937326
Healthy	1.65977752680582	0.946873090891155	0.750444364479546	1.16286209786846	0.205737428267601	0.252627333311359	-5	-5	-0.405795353021174	-0.944124960853903	-5	-5	-5	-1.2050938934832	-5	-1.71647263513831	-5	-5	-5	-2.00744648216786	-5
Healthy	1.7052386651718	1.1666938077217	0.901623398209743	0.238392396466586	-0.261782487148004	-5	-5	-5	-0.0260090358257503	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.59613848047542	0.80405556517794	0.975456624627775	0.814161660868198	-5	-5	-5	-5	-5	-1.2003149090909	-5	-5	-5	-0.766623096526104	-5	-5	-5	-5	-5	-5	-5
Healthy	1.59744989382351	0.796477889702352	1.01115667303327	0.819883342204216	-5	-5	-5	-5	-5	-1.88572270343841	-5	-5	-5	-0.713655823590916	-5	-5	-5	-5	-5	-5	-5
Healthy	1.60338473844771	0.89569707039741	-1.16045910703103	-5	1.17511473660364	-5	-2.09636748391576	-5	-5	1.38438764730994	-1.56607023439154	-1.63883900480497	-5	-5	0.0978505442769207	-1.93930215964639	-5	-5	-5	-5	-5
Healthy	0.907514009838254	0.909875214635912	1.01985873540111	0.0688090167927758	0.133886843212942	0.310204588898005	-0.207720400960983	-5	0.30364524421085	1.28153581214498	-1.55767704425443	-0.843269173500582	-5	-0.368678012867862	-1.32175484807296	-0.420090704751826	-1.19852768647853	-1.34457341225408	0.635845508170193	-5	-5
Healthy	1.78441692898229	0.432379147035295	0.942399486106961	-0.16689115360395	-5	-0.0215820788447978	-1.38944629468291	-5	-5	-5	-5	-0.93524260057032	-0.815762970983629	-5	-5	-0.198973803088793	-5	-5	-5	-5	-5
Healthy	1.73146957971727	1.12529351882049	0.544751210340684	0.856375996034431	-0.357535479757879	-5	-0.735725384668416	-5	-5	-5	-5	0.456384254892865	-5	-1.93070198788447	-0.491604966866947	-5	-5	-5	0.659401774480566	-5	-5
Healthy	1.72327584181911	0.487353347544678	0.53701269914582	0.997170494253104	-0.847528189663964	0.0199591254685283	-1.13347637446716	-5	-0.568330728686255	-5	-5	-5	-2.27490547891853	-0.514335347749745	-5	-5	-5	-5	-5	-5	-0.018829468531624
Healthy	1.86753136039641	0.279041511312678	0.635822404648182	-5	-0.453173657228487	-5	-2.00436480540245	-5	-0.651111276928562	-0.708586745429785	-5	-5	-5	-1.90031935889075	-0.00783986687948014	-5	-5	-5	0.920923319474434	-5	-5
