group	Enterobacterales	Lactobacillales	Erysipelotrichales	Actinomycetales	Veillonellales	Coriobacteriales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Veillonellales	Verrucomicrobiales	Burkholderiales	Erysipelotrichales	Coriobacteriales	Peptostreptococcales
Healthy	0.01136	0	0	0	0.04204	0.01945		78.31406	2.05964	0	0.01136	0.04204	0	4.77802	0	0.01945	0
Healthy	0.25478	0.42491	0.44122	23.92438	0	3.2435		62.7212	4.06705	23.92438	0.25478	0	0	1.80509	0.44122	3.2435	0
Healthy	0.16617	0.38136	1.8409	1.50522	10.2147	0.20942		39.76246	31.72952	1.50522	0.16617	10.2147	0.03737	0.07473	1.8409	0.20942	0
Healthy	2.07897	0.01793	0.19041	0.54794	4.40278	0.01272		73.22391	2.51772	0.54794	2.07897	4.40278	2.26273	0	0.19041	0.01272	0.22672
Healthy	0.2582	0	0.07751	0.34388	9.26894	0.22134		76.77715	1.70965	0.34388	0.2582	9.26894	0	0.02751	0.07751	0.22134	0
Healthy	0	0	0	0.09572	3.15084	0		79.07153	0.89442	0.09572	0	3.15084	0	0.22611	0	0	0
Healthy	0	0.67514	0.45199	1.74431	0.47951	0.05649		8.99304	18.1056	1.74431	0	0.47951	40.4449	0.00119	0.45199	0.05649	0
Healthy	0.02079	0.68721	0.01447	9.74598	0.01454	1.93649		28.36889	20.9383	9.74598	0.02079	0.01454	0	0.02591	0.01447	1.93649	0.60795
Healthy	0.1795	0	0	1.86957	0	0.12516		60.15458	1.93883	1.86957	0.1795	0	4.46162	0.25595	0	0.12516	0
Healthy	0	0.19439	0	2.06218	0	0.51366		51.11411	15.08547	2.06218	0	0	2.61066	1.03976	0	0.51366	0
Healthy	0	0.00277	0	0.0083	0.06266	0.23238		70.28682	6.21972	0.0083	0	0.06266	0	8.38667	0	0.23238	0
Healthy	0.05856	1.36568	0	0	0.04425	0		56.74984	20.8684	0	0.05856	0.04425	0	0.0185	0	0	0.00535
Healthy	0.56422	0.24276	0.0253	0	3.40948	0.1649		88.62397	1.17715	0	0.56422	3.40948	0	0.12662	0.0253	0.1649	0
Healthy	0	0	0.54065	0	0	0		80.99515	12.18986	0	0	0	0	0	0.54065	0	0
Healthy	3.51301	0.00898	0.07104	1.91629	0.01779	0.17727		23.65521	18.03954	1.91629	3.51301	0.01779	0.08205	0	0.07104	0.17727	0
Healthy	0.21163	0.04398	0.03106	0	0.02171	0.01319		61.74899	6.43528	0	0.21163	0.02171	0	0.25117	0.03106	0.01319	0.01534
Healthy	9.43602	0.00359	0.14455	0.02387	2.77942	1.53604		13.47813	1.54812	0.02387	9.43602	2.77942	43.1425	0.25347	0.14455	1.53604	0
Healthy	0.21117	0.27051	0.12244	0.08418	8.10882	0.04026		66.37974	6.16934	0.08418	0.21117	8.10882	0	0.20873	0.12244	0.04026	0
Healthy	0.05697	0.01094	0.05141	0.2451	0	0		43.4764	8.69614	0.2451	0.05697	0	0.09713	0.05543	0.05141	0	0.00348
Healthy	0	0.24763	0	0.49377	15.6181	0.80836		53.92823	3.99133	0.49377	0	15.6181	0	0.30648	0	0.80836	0
Healthy	0	0	0.06926	0	0	0.06791		64.38419	23.60327	0	0	0	0	3.10465	0.06926	0.06791	0
Healthy	0	0	0.28527	0.45038	6.29626	0		70.43552	4.77259	0.45038	0	6.29626	0	0.19376	0.28527	0	0
Healthy	0.34845	0.90448	0.00711	5.73589	4.83567	0.37339		22.27282	19.09712	5.73589	0.34845	4.83567	0	0.21194	0.00711	0.37339	0.14061
Healthy	0.38983	0.42319	0	4.04048	0	0		20.08361	25.78643	4.04048	0.38983	0	1.91184	0	0	0	0
Healthy	0	2.59765	0.68724	0.1119	0	0		28.22264	42.80357	0.1119	0	0	1.18777	0.24439	0.68724	0	0.63379
Healthy	5.37237	57.00659	0.10316	0.07693	23.01613	0		0	6.7886	0.07693	5.37237	23.01613	0	0.38073	0.10316	0	0
Healthy	0.09209	1.45959	0.02873	1.10153	4.79202	0.21324		37.96806	13.74035	1.10153	0.09209	4.79202	0.41479	1.96708	0.02873	0.21324	0
Healthy	0	0	0	2.07903	0	0.63296		9.45133	0.45006	2.07903	0	0	0.14167	0.28988	0	0.63296	0
Healthy	10.8525	12.64625	0.16034	39.75935	0.20928	0.00834		27.59638	3.90423	39.75935	10.8525	0.20928	1.51175	0	0.16034	0.00834	0
Healthy	0	0	0	0.04286	0	0		67.46187	12.90259	0.04286	0	0	0.11617	0	0	0	0
Healthy	0.46619	0.02338	0	0.02025	2.66473	0		74.40626	1.97085	0.02025	0.46619	2.66473	0	0.00302	0	0	0
Healthy	0.93913	0	0	0.18095	11.20444	0		67.35244	2.31882	0.18095	0.93913	11.20444	0	0	0	0	0
Healthy	0.1783	0.36902	1.25465	1.17339	0	0.90307		32.89581	13.71353	1.17339	0.1783	0	0	0	1.25465	0.90307	0
Healthy	0.10058	0.03183	0.12179	1.0068	6.87772	1.26087		26.78469	10.00012	1.0068	0.10058	6.87772	0	2.71049	0.12179	1.26087	0.04348
Healthy	0.12785	0.14879	1.47063	0.14878	0.19412	0.18059		49.15706	17.67223	0.14878	0.12785	0.19412	0.0389	1.06174	1.47063	0.18059	0.00543
Healthy	0.03781	0	0.01121	0.22416	5.73747	0		70.09672	1.8176	0.22416	0.03781	5.73747	0	0.0969	0.01121	0	0
Healthy	0.06464	0	0.06575	0.49686	0	0.31588		76.06188	3.26318	0.49686	0.06464	0	0	5.85273	0.06575	0.31588	0
Healthy	0	0.05019	0.02037	0.11531	0	0.27714		66.45973	2.95361	0.11531	0	0	9.99134	0.11982	0.02037	0.27714	0
Healthy	0.10208	0	0.16522	0.61349	6.38815	0.18597		76.88963	3.05927	0.61349	0.10208	6.38815	0	0.2951	0.16522	0.18597	0
Healthy	0	0	0	1.15502	81.6769	0		10.62846	0	1.15502	0	81.6769	0	0.5874	0	0	0
Healthy	0	0	0	2.07337	0	0		61.22877	12.37945	2.07337	0	0	0	1.13979	0	0	0
D065626	5.48983	14.43895	1.43717	0.50657	0.52464	2.54987		16.42523	45.33994	0.50657	5.48983	0.52464	0.06213	0	1.43717	2.54987	0.12179
Healthy	0	0	0.12755	0	0	0.35319		63.11576	18.30397	0	0	0	0.22429	0	0.12755	0.35319	0
Healthy	0.08553	0.06202	0.01001	0	0	0.6735		67.80547	2.46892	0	0.08553	0	0	5.96924	0.01001	0.6735	0
Healthy	0	0	0.15693	0.07066	0	0.1548		61.80674	3.89074	0.07066	0	0	1.69115	0.00451	0.15693	0.1548	0
Healthy	0.25322	0	0.12673	0	0	0		64.53437	13.40527	0	0.25322	0	0	0.01915	0.12673	0	0.49098
Healthy	2.80085	0.24437	0	0.45712	4.93058	0		65.88668	13.80593	0.45712	2.80085	4.93058	0	1.25218	0	0	0
Healthy	0	0.54739	0	0.27021	4.48642	0		69.72652	5.02553	0.27021	0	4.48642	0	6.28482	0	0	0
Healthy	0.06197	0	0.00655	0.56315	0.33655	0.21827		64.42562	6.83603	0.56315	0.06197	0.33655	0	1.43913	0.00655	0.21827	0
Healthy	0.04244	0.32639	0.1595	0.57848	1.07687	0.12046		54.22551	19.41379	0.57848	0.04244	1.07687	0.42396	2.33347	0.1595	0.12046	0.00671
Healthy	0.13373	0.04505	0.0085	0.09737	0	0.03933		77.78573	0.6621	0.09737	0.13373	0	0	0.07268	0.0085	0.03933	0
Healthy	0	0	0	0.4049	0	0		52.96187	5.96001	0.4049	0	0	0	0	0	0	0
Healthy	1.12951	5.2379	0.09296	5.58026	9.64947	1.3874		0.81296	38.08445	5.58026	1.12951	9.64947	0	0.05784	0.09296	1.3874	0
Healthy	0.1259	0.25867	0.0072	12.38999	0	1.81282		57.26383	5.82406	12.38999	0.1259	0	0	0.00192	0.0072	1.81282	0
Healthy	0.27895	0	0	0	0	0		38.17794	8.48828	0	0.27895	0	7.23853	7.66039	0	0	0
Healthy	0.27525	0.02708	0	0.02785	0	1.66142		41.04758	20.08565	0.02785	0.27525	0	0.02477	4.3845	0	1.66142	0
Healthy	0.46436	0.20662	0.02872	0	3.54355	0.15036		88.77974	1.09557	0	0.46436	3.54355	0	0.09861	0.02872	0.15036	0
Healthy	1.01986	0	0	0.24061	0	0.13289		49.81315	16.26257	0.24061	1.01986	0	0	3.22835	0	0.13289	0
Healthy	0.23195	0.32948	0.76365	1.32013	0.57046	1.36305		26.86477	1.26989	1.32013	0.23195	0.57046	0.46736	0	0.76365	1.36305	0
Healthy	0	0	0.0036	0.06782	2.93303	0		79.08388	0.96733	0.06782	0	2.93303	0	0.19925	0.0036	0	0
Healthy	0	0	0	0.89351	0	0		30.926	11.60167	0.89351	0	0	17.6434	2.47967	0	0	0
Healthy	0	0	0	0.51722	18.1179	0.02613		53.18139	1.24653	0.51722	0	18.1179	1.2884	0.01387	0	0.02613	0
Healthy	0.05106	0.03531	0	0	0.44111	0.32709		67.49294	2.52386	0	0.05106	0.44111	0.59026	0.01643	0	0.32709	0
Healthy	0	0.01289	0	0.0395	3.33441	0.00701		60.68189	26.69284	0.0395	0	3.33441	0.0151	0.16241	0	0.00701	0
Healthy	0.06271	0.02139	0.016	0	0	0.52463		71.29103	2.38717	0	0.06271	0	0	5.81367	0.016	0.52463	0
Healthy	2.32458	0.35145	0.10034	0.21992	0.53552	0.0755		54.12302	31.38378	0.21992	2.32458	0.53552	0.00834	0.00093	0.10034	0.0755	0.54573
Healthy	8.72317	1.78662	0	0.98161	0	0.1652		21.47062	23.90019	0.98161	8.72317	0	0.99655	0	0	0.1652	0
D065626	1.99955	0.13859	0.30724	0	0	0.36053		37.76556	16.74318	0	1.99955	0	0.9868	0.01523	0.30724	0.36053	0
Healthy	0.04332	0	0.12342	0.69914	6.40926	0.1867		77.17331	2.881	0.69914	0.04332	6.40926	0	0.21907	0.12342	0.1867	0
Healthy	0.00706	0.15456	0.01949	0.8075	11.89569	0.12317		42.70057	19.8932	0.8075	0.00706	11.89569	0.32103	0.53477	0.01949	0.12317	0
Healthy	4.29812	0	0	0	0	0		92.47288	0.82138	0	4.29812	0	0.68517	0	0	0	0
Healthy	0.15006	0	0	0.11591	0	0		93.15998	1.71925	0.11591	0.15006	0	1.70794	0.49721	0	0	0
Healthy	0	0	0	0	0	0		40.54183	28.14506	0	0	0	0	0	0	0	0
Healthy	36.56193	0.31985	5.25293	1.82202	0	0.43287		12.17237	22.14063	1.82202	36.56193	0	0	0.66219	5.25293	0.43287	0.02758
Healthy	13.2577	0.73489	0.01069	34.17077	1.09726	0.0049		0.04432	0.01647	34.17077	13.2577	1.09726	0	0	0.01069	0.0049	0.05599
Healthy	0.11372	0	0	1.60596	0	0.41202		67.05178	8.84856	1.60596	0.11372	0	0.59489	0.03476	0	0.41202	0
Healthy	0	0	0	0.54728	0	0.94186		53.96092	14.6789	0.54728	0	0	0	0	0	0.94186	0
Healthy	0.06304	0	0.03752	0	0	0		48.30977	6.36876	0	0.06304	0	6.08148	0.12691	0.03752	0	0
Healthy	0.013	0	0.02019	0	0	0		48.55306	6.2586	0	0.013	0	5.92109	0.12129	0.02019	0	0
Healthy	24.25486	0.03515	0.0825	14.96949	1.2527	0.01149		40.12219	7.86496	14.96949	24.25486	1.2527	0	0.06597	0.0825	0.01149	0
Healthy	19.26555	0.64751	0.07222	1.40827	4.37125	2.39217		17.71861	8.12596	1.40827	19.26555	4.37125	0.68447	0.16273	0.07222	2.39217	0.0633
Healthy	0.11607	0.04078	0.01586	0	0	0.63244		68.39522	2.70631	0	0.11607	0	0	6.07816	0.01586	0.63244	0
Healthy	2.86011	0.18376	0	0.43899	4.88697	0		66.17382	13.34422	0.43899	2.86011	4.88697	0	1.29227	0	0	0
Healthy	0	0.07353	0.04876	0.14205	0	0.27018		65.57103	3.07151	0.14205	0	0	10.3394	0.09805	0.04876	0.27018	0
Healthy	0.19561	0.00989	0.09266	0.35222	9.31743	0.22329		76.4325	1.90125	0.35222	0.19561	9.31743	0	0.03336	0.09266	0.22329	0
Healthy	0	0.2775	0	3.82903	0	0.54217		30.62261	26.77934	3.82903	0	0	1.85405	0.33708	0	0.54217	0.53728
Healthy	0	0.05338	0.41963	2.64798	10.8018	0.02502		5.29566	11.17312	2.64798	0	10.8018	54.5298	0	0.41963	0.02502	0
Healthy	0	0.43816	1.69054	1.96222	0	0		21.83033	29.99535	1.96222	0	0	0	0	1.69054	0	0
Healthy	0	0	0	0	8.53501	0		59.55566	16.55109	0	0	8.53501	0	0	0	0	0
Healthy	0	0.22885	0	0.49837	15.8118	0.82159		53.60576	3.92018	0.49837	0	15.8118	0	0.23883	0	0.82159	0
Healthy	0.77207	0.03602	0.38385	0.35232	0.0543	0.93684		68.18144	0.33112	0.35232	0.77207	0.0543	0.00435	0.00276	0.38385	0.93684	0
Healthy	1.22018	6.37071	0	0	11.5065	0		35.71886	36.01147	0	1.22018	11.5065	0	0	0	0	0
Healthy	0.31482	23.87496	15.00295	0.0954	0	10.1857		0.91511	20.2297	0.0954	0.31482	0	0	0	15.00295	10.1857	0
Healthy	0	0	0	22.85291	2.77094	1.6855		25.40505	12.74574	22.85291	0	2.77094	0	1.70875	0	1.6855	0
Healthy	0	0	0	0	0	0		15.55885	0	0	0	0	29.9237	0	0	0	0
Healthy	1.54375	0.15746	0.30649	11.38012	1.35799	0.03842		41.91173	18.43263	11.38012	1.54375	1.35799	0	0.01583	0.30649	0.03842	0.17981
Healthy	0.41186	0	0.76067	0.54253	0	0.7365		60.06123	7.26758	0.54253	0.41186	0	1.69419	0.20391	0.76067	0.7365	0.47871
Healthy	1.19728	0	0.09488	2.37977	0.08763	0.50446		46.3199	8.62687	2.37977	1.19728	0.08763	0	1.91037	0.09488	0.50446	0
Healthy	0.52522	0.00871	0.08086	0.00671	0	0		63.70084	16.48728	0.00671	0.52522	0	0	0.90934	0.08086	0	0.00828
Healthy	1.53009	0.04895	0.04082	0.1998	0	0		86.72596	3.86972	0.1998	1.53009	0	0	0.09116	0.04082	0	0
Healthy	0	0	0.77183	0	0	1.09136		3.59642	39.74508	0	0	0	2.20706	0.17545	0.77183	1.09136	0
Healthy	0.32244	0.04011	0.19195	0.22869	0.04924	0.29021		21.86749	19.90236	0.22869	0.32244	0.04924	3.46993	0.00366	0.19195	0.29021	0
Healthy	0.09923	0.03064	0.01972	0	0	0.61933		60.70985	3.31897	0	0.09923	0	0	7.36099	0.01972	0.61933	0
Healthy	2.33741	0.42056	0.13944	4.94532	4.31214	0.01273		32.21043	27.56382	4.94532	2.33741	4.31214	0	0.0698	0.13944	0.01273	0.91404
Healthy	0	0.6557	0	1.10682	0	1.60826		36.11929	8.81391	1.10682	0	0	1.73206	0	0	1.60826	0
Healthy	2.27438	0.62887	0.01561	0.8236	1.03204	0		45.20369	20.025	0.8236	2.27438	1.03204	0.01671	5.92908	0.01561	0	0
Healthy	4.34299	0.00854	0.38356	0.83193	0.0139	0		64.05447	6.16911	0.83193	4.34299	0.0139	0	0.21131	0.38356	0	0.03076
Healthy	0.09241	0.62619	0.05976	3.43227	0.32598	0.15854		57.76125	21.10819	3.43227	0.09241	0.32598	0.02391	2.32149	0.05976	0.15854	0
Healthy	0	0.1868	0.82461	29.20783	4.92745	1.02178		9.54376	14.70753	29.20783	0	4.92745	1.55741	0	0.82461	1.02178	0
Healthy	2.24059	0.23091	1.09513	2.36875	0	0.29489		11.81599	28.60614	2.36875	2.24059	0	1.14955	0.02343	1.09513	0.29489	0.04807
Healthy	0.02163	0	0.05474	0.24501	6.06636	0		69.55487	1.51988	0.24501	0.02163	6.06636	0	0.11865	0.05474	0	0
Healthy	1.16571	0	0	0	0	0		85.00355	10.0281	0	1.16571	0	0	0	0	0	0
Healthy	0	0.05049	0.27894	0.10555	0	0.37834		30.44634	6.01201	0.10555	0	0	22.9928	0	0.27894	0.37834	0
Healthy	5.8991	0.17403	0.07095	0	0	0		28.63484	4.46869	0	5.8991	0	19.9056	0.00225	0.07095	0	0
Healthy	0.16977	0	0.03043	37.08865	12.6715	1.08593		31.46849	8.31675	37.08865	0.16977	12.6715	0.02699	0.01512	0.03043	1.08593	0
Healthy	4.15535	0	0.08913	0	0	0.78563		11.42124	14.48565	0	4.15535	0	0	0	0.08913	0.78563	0
Healthy	0.55624	0	0	0	4.44452	0		76.7839	4.17292	0	0.55624	4.44452	0	0	0	0	0.17449
Healthy	0.06369	0	0	0	0	0		29.49403	7.43583	0	0.06369	0	13.8291	6.72042	0	0	0
Healthy	0.8993	0.2824	0.00651	8.72786	4.27952	1.76731		53.66858	7.65504	8.72786	0.8993	4.27952	0	0.02833	0.00651	1.76731	0.41818
Healthy	0.12133	0	0	0	0.02573	0		68.25271	15.44684	0	0.12133	0.02573	0.36578	0.24998	0	0	0
Healthy	0.04419	0.37978	0	4.88307	0.00152	1.01117		43.59665	9.27119	4.88307	0.04419	0.00152	0	2.57057	0	1.01117	0
Healthy	0.03682	0	0.0358	0	0	0		48.74281	6.18458	0	0.03682	0	6.11884	0.11302	0.0358	0	0
Healthy	0	0	0	0	0	0		50.41423	6.2661	0	0	0	5.37568	0.06542	0	0	0
Healthy	1.00935	0.01961	0.01828	0.02502	0.03816	0.04032		73.67072	10.08996	0.02502	1.00935	0.03816	0	0.09149	0.01828	0.04032	0.04482
Healthy	0	0.02727	0.03518	0	0.00862	0		76.06964	5.47012	0	0	0.00862	0.02368	0.03544	0.03518	0	0
Healthy	0.08253	0.00698	0.05884	1.06288	0	0.47648		82.05623	3.35889	1.06288	0.08253	0	0	0.32461	0.05884	0.47648	0
Healthy	0	0.00652	0	3.40036	11.5282	0.27194		40.30623	6.93249	3.40036	0	11.5282	0	2.05501	0	0.27194	0
Healthy	0.25234	0	2.00441	0.04439	0.0199	4.03141		23.20399	4.16847	0.04439	0.25234	0.0199	0	0	2.00441	4.03141	0.02375
Healthy	20.2688	0	0.0303	0.18972	0	0.05826		32.24953	8.75941	0.18972	20.2688	0	0.13143	0.12062	0.0303	0.05826	0.07053
Healthy	0	0.03244	0.94274	24.34039	3.63077	1.66854		11.98448	35.46929	24.34039	0	3.63077	1.68081	0	0.94274	1.66854	0
Healthy	17.7758	0.08815	0.23116	2.06211	5.67405	0.406		13.92884	16.3569	2.06211	17.7758	5.67405	0.51861	1.5232	0.23116	0.406	0.01566
Healthy	0.03885	0.05496	0.00986	5.64656	0	0.75504		57.68063	3.83838	5.64656	0.03885	0	0	0.00202	0.00986	0.75504	0
Healthy	0.43768	0	0.23663	0.11959	0.13711	0.10993		64.2214	2.77276	0.11959	0.43768	0.13711	0	1.84239	0.23663	0.10993	0.00227
Healthy	0.14308	0.03248	0.15307	12.08697	0	2.56952		34.44275	11.02139	12.08697	0.14308	0	0	0.76728	0.15307	2.56952	0
Healthy	4.70406	0	0	0.01082	0	0		92.40019	0.70297	0.01082	4.70406	0	0.58989	0	0	0	0
Healthy	3.32263	0	0	0	0	0		63.11124	12.49805	0	3.32263	0	0	0.25577	0	0	0
Healthy	6.22818	0.00384	2.58632	0.50141	0	0.31883		20.11913	24.13356	0.50141	6.22818	0	1.91099	0.10281	2.58632	0.31883	0
Healthy	0	0.08385	0	0.00349	0	0.63217		81.5616	4.71433	0.00349	0	0	0	3.12301	0	0.63217	0
Healthy	0.33311	0	0	0.13107	9.43246	0.12196		77.87698	1.25265	0.13107	0.33311	9.43246	0	0.16693	0	0.12196	0
Healthy	14.5864	2.48547	0.58377	2.61555	0	0.85814		28.94934	21.68265	2.61555	14.5864	0	5.70858	0	0.58377	0.85814	0.37483
Healthy	0.62844	6.27079	0.04644	0.03946	0	0.48741		43.3213	17.46948	0.03946	0.62844	0	0	0	0.04644	0.48741	0
Healthy	0.1298	0.47271	0.00708	16.91436	4.4123	0.01769		9.57718	27.91011	16.91436	0.1298	4.4123	0.00145	0.03028	0.00708	0.01769	4.25088
D065626	0.01187	0.02187	0.86423	0.19179	9.09663	0.96929		61.91471	11.4938	0.19179	0.01187	9.09663	9.57464	0	0.86423	0.96929	0
Healthy	1.80163	0.33522	0	0.00518	0.1164	0.01979		37.81526	53.23436	0.00518	1.80163	0.1164	0	0.02279	0	0.01979	0.19108
Healthy	0.04737	0.00428	0.03179	1.08813	0	0.50041		84.12078	3.42749	1.08813	0.04737	0	0	0.32858	0.03179	0.50041	0
Healthy	0	0.37544	0.54067	0	0	0		66.9454	4.26405	0	0	0	0	0	0.54067	0	0
Healthy	1.69568	2.93369	0.00762	2.83179	0.02649	0.32664		60.0519	5.54522	2.83179	1.69568	0.02649	0	0.82936	0.00762	0.32664	0.44237
Healthy	20.0153	0	0.03193	0.19624	0	0.05971		32.20416	8.6329	0.19624	20.0153	0	0.13732	0.11924	0.03193	0.05971	0.06948
Healthy	0	0	0	0	0	0		43.37119	29.16081	0	0	0	0	0	0	0	0
Healthy	0.1481	0.23522	0.05177	0.02803	0.00253	2.91279		11.08141	26.38292	0.02803	0.1481	0.00253	0	0.31473	0.05177	2.91279	0
Healthy	0.70079	0.47324	0.46948	16.29405	0.67362	0.20516		36.98157	21.55684	16.29405	0.70079	0.67362	0	0.00311	0.46948	0.20516	0.3121
Healthy	0	0.63454	0	0	0	1.12323		16.02933	24.18977	0	0	0	0	0.30428	0	1.12323	0
Healthy	0	0	0.07994	0	0	0.08199		64.19594	23.28935	0	0	0	0	3.04895	0.07994	0.08199	0
Healthy	0.09828	0	0.49896	0.18179	0	0.14065		69.40263	1.03574	0.18179	0.09828	0	0	0.04404	0.49896	0.14065	0
Healthy	16.12917	0.27704	0.31381	7.6001	1.37002	1.55855		18.13338	10.0247	7.6001	16.12917	1.37002	1.29122	1.61473	0.31381	1.55855	0
Healthy	0	3.37714	0	3.12885	0	1.20736		87.99193	0.00082	3.12885	0	0	0	0	0	1.20736	0.27147
Healthy	0.01065	0	0.00823	0	0.25213	0.03161		62.95898	7.31327	0	0.01065	0.25213	0	0	0.00823	0.03161	0.00853
Healthy	1.08666	0	0	0.18923	10.91371	0		66.79395	2.33978	0.18923	1.08666	10.91371	0	0	0	0	0
Healthy	36.26395	0.43877	0	16.08679	0.003	0.01979		23.57768	0.00066	16.08679	36.26395	0.003	0	1.02218	0	0.01979	0
Healthy	0.02295	2.27746	5.80207	68.83663	0	0.08012		0	0	68.83663	0.02295	0	0	0	5.80207	0.08012	0
Healthy	0	0	0.28608	0.74042	0.58488	0.45973		36.98982	27.26408	0.74042	0	0.58488	0.12913	1.3907	0.28608	0.45973	0
Healthy	0.79108	0.38826	0.02335	0.84436	0.09858	0		60.69733	7.35747	0.84436	0.79108	0.09858	5.87594	2.34518	0.02335	0	0
Healthy	0.08152	0.08611	0.01064	0	0	0.14347		61.4018	21.01253	0	0.08152	0	0	5.13406	0.01064	0.14347	0
Healthy	0.36991	0.7474	0.00472	15.07713	0.12712	0.72989		17.74048	33.72042	15.07713	0.36991	0.12712	0	0.20202	0.00472	0.72989	0
Healthy	0.08662	0.3206	0.76064	1.27208	0.65359	1.32477		26.64235	1.37718	1.27208	0.08662	0.65359	0.44155	0	0.76064	1.32477	0
Healthy	0.01385	0.15481	0.16571	0.68641	6.03381	1.1846		11.5762	38.77051	0.68641	0.01385	6.03381	0	0.11396	0.16571	1.1846	0.04949
Healthy	0.22738	0.01704	2.60911	0.50729	0.00598	0.17557		24.29701	37.87588	0.50729	0.22738	0.00598	0.82653	0.85136	2.60911	0.17557	0.0457
Healthy	0.05094	0.03801	27.24962	0	0	1.27721		1.2148	29.04791	0	0.05094	0	0	0	27.24962	1.27721	0.31367
Healthy	0.13455	0	0.00421	0.54287	0.31164	0.1672		64.99661	6.68509	0.54287	0.13455	0.31164	0	1.29812	0.00421	0.1672	0
Healthy	0.08671	0.04866	0.01736	0	0.00272	0.13274		62.02269	21.21494	0	0.08671	0.00272	0	4.93651	0.01736	0.13274	0
Healthy	0	0.45093	0	0.23573	4.49182	0.04727		68.97914	4.94835	0.23573	0	4.49182	0	5.97359	0	0.04727	0
Healthy	0.65023	0.93574	0.0032	16.28381	0.15287	1.42052		10.73036	9.0442	16.28381	0.65023	0.15287	0	0.00794	0.0032	1.42052	0.36819
Healthy	7.10518	0	0.0567	0	0	0		81.76907	1.49691	0	7.10518	0	0	0	0.0567	0	0
Healthy	7.89635	0.18153	0.13576	0.01803	0	0		71.60697	1.50702	0.01803	7.89635	0	0	0	0.13576	0	0.02704
Healthy	0.66628	0	0	0	0	0.20584		61.47845	19.24209	0	0.66628	0	0	0.21175	0	0.20584	0
Healthy	1.42355	0	0	0.19038	10.85293	0		67.70442	2.23596	0.19038	1.42355	10.85293	0	0	0	0	0
D065626	12.40444	36.31148	18.66553	1.69403	0.26269	4.18241		1.48879	7.34983	1.69403	12.40444	0.26269	3.64815	0	18.66553	4.18241	0
Healthy	0	0	0	3.01575	0	0		38.60852	1.06106	3.01575	0	0	21.0731	0	0	0	0
Healthy	0	0	0.00325	0	0	0		36.78098	40.71591	0	0	0	0	0.03296	0.00325	0	0.17064
Healthy	0.80512	0.88816	0.07627	1.20962	0	0.09729		25.93669	53.18129	1.20962	0.80512	0	0	2.11837	0.07627	0.09729	0
Healthy	2.02486	0	0.68327	0	0	0		44.82496	10.85007	0	2.02486	0	0	0	0.68327	0	0
Healthy	0.16896	0	0	1.45738	1.08433	0		45.19143	7.29029	1.45738	0.16896	1.08433	0.00146	0.04801	0	0	0
Healthy	0.09578	0.1553	0.23392	9.78573	2.07473	0.03481		49.18358	5.76116	9.78573	0.09578	2.07473	0	0.11328	0.23392	0.03481	0.3475
Healthy	0	0	0	0	0	0		30.76513	59.80062	0	0	0	0	0	0	0	0
Healthy	0	0.00856	0	0	0	0.13627		45.54224	2.2979	0	0	0	0	0.1053	0	0.13627	0
Healthy	0.17709	0	1.52093	0	0.17139	0		34.65504	32.23929	0	0.17709	0.17139	0.00805	0	1.52093	0	0.1303
Healthy	0.00297	0.32499	2.24576	1.11152	0	0.87303		36.64704	13.15922	1.11152	0.00297	0	1.20624	0.50818	2.24576	0.87303	0.06409
Healthy	0.26458	0.19808	0.02366	0.03542	0.06592	1.68721		48.25373	12.18197	0.03542	0.26458	0.06592	4.45715	0.27473	0.02366	1.68721	0.07096
Healthy	0.01534	0.20444	0.08973	0.0182	0	0.01377		68.47041	10.34783	0.0182	0.01534	0	0	0.07305	0.08973	0.01377	0
Healthy	0.11158	0.23597	0	0.29078	7.79067	0		84.97031	3.84507	0.29078	0.11158	7.79067	1.26675	0	0	0	0.02336
Healthy	0	0	0	1.80626	0	0.04592		52.03548	0.48038	1.80626	0	0	13.5079	0.01783	0	0.04592	0
Healthy	2.42337	2.84626	0	0.11701	1.89201	0		32.66256	33.13396	0.11701	2.42337	1.89201	0	0	0	0	0.14147
Healthy	0.06915	0.01818	0.00832	0.10579	0	0.07106		78.14882	0.67954	0.10579	0.06915	0	0	0.07198	0.00832	0.07106	0
Healthy	8.17566	0.47831	0.0142	6.34307	0.40703	0.39321		12	42.1433	6.34307	8.17566	0.40703	0.05536	2.86347	0.0142	0.39321	0.3246
Healthy	0.11908	0	0	1.29068	0	0.12954		50.01924	0.43796	1.29068	0.11908	0	12.9059	0.11421	0	0.12954	0
Healthy	0	0.33301	0	0	0.72017	0		26.94788	34.76998	0	0	0.72017	0	0.04424	0	0	0
Healthy	0.30838	0	0.12645	0.12503	0	0		46.84273	12.04523	0.12503	0.30838	0	0	0.03886	0.12645	0	1.09735
Healthy	0.98487	0	0.21739	0.71637	0	0.50198		61.8185	22.19672	0.71637	0.98487	0	0	1.35063	0.21739	0.50198	0.0604
Healthy	0.03415	0	0.53015	0.10089	0	0.21482		68.71667	1.09932	0.10089	0.03415	0	0	0.07528	0.53015	0.21482	0
Healthy	0	0	0.01337	0	0	0		48.36152	6.21473	0	0	0	5.99336	0.10111	0.01337	0	0
Healthy	0	0.01135	1.76703	0	0	0		42.89866	36.35747	0	0	0	0	0	1.76703	0	0
