group	Enterobacterales	Lactobacillales	Erysipelotrichales	Actinomycetales	Veillonellales	Coriobacteriales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Veillonellales	Verrucomicrobiales	Burkholderiales	Erysipelotrichales	Coriobacteriales	Peptostreptococcales
Healthy	0	0.06909	0.01721	0	0	0.12669		10.17921	12.64951	0	0	0	0	0	0.01721	0.12669	0
Healthy	0.56617	0.06685	0	0.60371	0.1539	0.03136		83.54345	1.43021	0.60371	0.56617	0.1539	0	0.19577	0	0.03136	0
Healthy	0	0.39041	0.29611	3.725	0	5.26415		12.96811	23.58926	3.725	0	0	13.1215	0.05413	0.29611	5.26415	0
Healthy	0	0.01177	0	0	0	0.11598		43.9114	3.06471	0	0	0	0	0.12954	0	0.11598	0
Healthy	0	0	0	0.05071	0	0		83.8056	4.85192	0.05071	0	0	0	0	0	0	0
Healthy	0.15444	0.00625	0.01373	0.3192	0	0.06573		24.89816	51.74343	0.3192	0.15444	0	0.33902	1.73015	0.01373	0.06573	0.00585
Healthy	0	0.80224	1.97951	12.61816	3.37658	0.9468		15.49998	39.16761	12.61816	0	3.37658	0.95794	0	1.97951	0.9468	0
Healthy	0.08965	0.41762	0.83436	0.10103	0	0.01095		34.37811	45.96371	0.10103	0.08965	0	0	0.44904	0.83436	0.01095	0
Healthy	0	0	0	0.03705	3.24018	0		79.37998	0.92453	0.03705	0	3.24018	0	0.29186	0	0	0
D065626	66.8212	1.1235	0	0.05945	0	0.38475		23.75794	1.86399	0.05945	66.8212	0	0	0	0	0.38475	0
Healthy	0	0.28477	0.08649	6.06395	2.46321	0.60411		20.9667	18.57244	6.06395	0	2.46321	5.48769	0.15947	0.08649	0.60411	0.02876
Healthy	15.20499	1.49394	0.88399	13.81911	0.01062	0.51254		4.30091	35.70922	13.81911	15.20499	0.01062	0	0.02173	0.88399	0.51254	0.08778
Healthy	1.82603	0.90185	0.40353	0.59571	3.01318	0.51354		27.85964	40.13242	0.59571	1.82603	3.01318	0.00876	0.05485	0.40353	0.51354	0
Healthy	0.02017	0	1.06608	1.36028	0	0.19709		6.00557	56.89302	1.36028	0.02017	0	0	0.01227	1.06608	0.19709	0.00449
Healthy	0.11397	0	0	4.07317	2.87372	0		70.10311	5.48392	4.07317	0.11397	2.87372	0.12127	0.2765	0	0	0
Healthy	0	0	0	0	0	0		39.3989	32.31532	0	0	0	0	0	0	0	0
Healthy	64.1085	0.24208	0	0	26.2149	0		0	0	0	64.1085	26.2149	0	0	0	0	0
Healthy	0.36641	0.74035	0.00724	14.85243	0.0599	0.66109		17.07005	31.42424	14.85243	0.36641	0.0599	0	0.16505	0.00724	0.66109	0
Healthy	0.08262	0.18346	0.19124	0.9617	0.03266	0.3587		25.99552	41.7028	0.9617	0.08262	0.03266	4.66303	0.68787	0.19124	0.3587	0.23946
Healthy	0.17471	0	0.52613	0.11599	0	0.14383		70.48514	1.18477	0.11599	0.17471	0	0	0.0466	0.52613	0.14383	0
Healthy	0.02813	0.06493	0.12339	0.26533	0	0.09524		26.0958	46.59024	0.26533	0.02813	0	0	0.09442	0.12339	0.09524	0
Healthy	0.19954	0.05439	0.02557	0.04343	0.00193	0.1074		45.1931	36.96435	0.04343	0.19954	0.00193	0	0.03351	0.02557	0.1074	0.12472
Healthy	0.86796	0	0	0	0	0		44.6754	16.31647	0	0.86796	0	6.098	3.29607	0	0	0
Healthy	0.07228	0	0.54766	2.84285	1.80516	0.18604		50.61034	16.79689	2.84285	0.07228	1.80516	0	0.08676	0.54766	0.18604	0.80352
Healthy	2.69744	3.04601	0.0271	2.76302	0.20105	2.42074		21.3893	31.05377	2.76302	2.69744	0.20105	0.44848	0.71372	0.0271	2.42074	0.16315
Healthy	0.02269	0.62491	0	0.32959	0	3.89546		0.52959	47.35669	0.32959	0.02269	0	0	0	0	3.89546	0
Healthy	0	0	0	3.37794	5.46871	0		34.64409	17.43485	3.37794	0	5.46871	0	0	0	0	0
Healthy	0	0	0	11.48456	6.0096	0.09918		26.14651	29.86637	11.48456	0	6.0096	0	0	0	0.09918	0
Healthy	0.05346	0.01624	0	1.2376	0.25672	0.22124		82.14531	4.49158	1.2376	0.05346	0.25672	0.00127	0.00465	0	0.22124	0.00171
Healthy	0	0	0	9.76801	10.3897	0.9505		10.65267	56.31005	9.76801	0	10.3897	2.88098	0	0	0.9505	0
Healthy	0.00193	0	0.00516	1.03145	0	0.15197		77.96976	1.6962	1.03145	0.00193	0	3.41279	0.66392	0.00516	0.15197	0
Healthy	0	0.04975	0	0.00487	4.8437	0		39.29122	33.11335	0.00487	0	4.8437	0.02971	0.02764	0	0	0
Healthy	0.45166	0.08361	0.44679	1.12863	2.94102	0.74692		45.30443	0.59844	1.12863	0.45166	2.94102	0.15368	0.05766	0.44679	0.74692	0
Healthy	0.95457	0.01614	0.43165	12.7175	1.13102	3.8383		61.00536	4.33428	12.7175	0.95457	1.13102	0	2.4723	0.43165	3.8383	0.03323
Healthy	4.7802	0	0	0.01588	0	0		92.23703	0.75738	0.01588	4.7802	0	0.57307	0	0	0	0
Healthy	1.89855	0	0	0	0	0		70.72479	2.61056	0	1.89855	0	0	0.25344	0	0	0
Healthy	0.20269	0.00309	0.01823	35.07343	12.7918	1.07557		32.23155	6.14998	35.07343	0.20269	12.7918	0.0313	0.03209	0.01823	1.07557	0
Healthy	0	0	9.86165	0	0	0		25.80186	47.55484	0	0	0	0	0.05391	9.86165	0	0
Healthy	0	0	0.07472	0	0	0.09653		65.75631	18.84165	0	0	0	0	1.04495	0.07472	0.09653	0
Healthy	0.01651	0.00574	0	1.07537	3.49061	0.59998		27.52555	46.14859	1.07537	0.01651	3.49061	0	0.03758	0	0.59998	0.50499
Healthy	0	0	0.05916	0	0	0.13647		63.82462	20.12963	0	0	0	0	1.1305	0.05916	0.13647	0
Healthy	0.07345	0	0.02311	0.27163	6.39185	0		69.24842	1.53952	0.27163	0.07345	6.39185	0	0.16779	0.02311	0	0
Healthy	0	0.41515	0.0884	1.16566	0	0		41.57566	0	1.16566	0	0	0	0	0.0884	0	0
Healthy	8.44249	0.09262	0.63692	2.28157	0	0.71657		34.03663	20.08926	2.28157	8.44249	0	2.89205	0.02508	0.63692	0.71657	0
Healthy	0.85535	0	0	0.09546	0	0		21.31851	31.30048	0.09546	0.85535	0	3.15983	0.78518	0	0	0.39002
Healthy	0.1055	1.05229	0.00764	5.08019	10.15853	1.09858		11.90296	32.74164	5.08019	0.1055	10.15853	0.70025	1.36842	0.00764	1.09858	0
Healthy	0.93636	0.34813	0.01282	0.94253	0.05668	0.37555		70.39086	13.55256	0.94253	0.93636	0.05668	0.56199	0.13982	0.01282	0.37555	0.06701
Healthy	0	0	2.60916	0.14751	0	0		52.48106	15.84558	0.14751	0	0	0	0.35837	2.60916	0	0.20923
Healthy	0	0.03509	0.02174	0	0	0.08066		65.98259	15.20925	0	0	0	0.00142	0.02538	0.02174	0.08066	0
Healthy	0.27974	4.4454	2.46128	0.00862	0	1.29034		18.34845	32.72536	0.00862	0.27974	0	0.56761	0.04878	2.46128	1.29034	0.00988
Healthy	9.24293	0.00984	0.32147	18.96884	0	2.08036		42.71158	6.434	18.96884	9.24293	0	0	0.18456	0.32147	2.08036	0.1621
Healthy	0.09412	0.02895	1.08905	0.26958	0.09972	0.26126		50.89379	16.2186	0.26958	0.09412	0.09972	0.01513	1.57033	1.08905	0.26126	0
Healthy	0.26577	0.0072	0.00797	0.10275	0.02304	0.06607		67.17171	15.49266	0.10275	0.26577	0.02304	0.72869	0.29357	0.00797	0.06607	0
Healthy	0.16894	0.02182	0.64678	0.45473	0	0.5414		38.82976	28.30473	0.45473	0.16894	0	4.67237	0.44869	0.64678	0.5414	0
Healthy	0.50431	0.22118	0.0216	0	3.3937	0.13187		89.00699	1.3533	0	0.50431	3.3937	0	0.12559	0.0216	0.13187	0
Healthy	2.7113	0.06968	0.0218	0	0	0		80.33109	11.89373	0	2.7113	0	0	0.09109	0.0218	0	0
Healthy	0	5.39605	0.2304	12.99585	0.04421	0.86419		8.81216	29.00896	12.99585	0	0.04421	8.11954	0.00529	0.2304	0.86419	0.22335
Healthy	0.09102	0	0.01914	0.00491	4.07266	0		68.91287	4.70886	0.00491	0.09102	4.07266	0	0.26517	0.01914	0	0
Healthy	0	0	0.58038	4.57174	2.45575	0.784		20.12804	10.20658	4.57174	0	2.45575	5.92107	0	0.58038	0.784	0
Healthy	1.05461	0	0.30796	0.02487	8.95603	0.6965		54.70265	0.83373	0.02487	1.05461	8.95603	6.87176	0.29922	0.30796	0.6965	0
Healthy	0.23061	0.0972	0.06007	0.38191	0.02116	0.07213		28.83934	13.53684	0.38191	0.23061	0.02116	2.14262	0.00556	0.06007	0.07213	0.00111
Healthy	2.16006	3.18989	0.00777	2.73998	0.05209	0.69763		38.19078	20.13988	2.73998	2.16006	0.05209	0	3.78655	0.00777	0.69763	0.0561
Healthy	1.3901	0.25922	1.46855	0	0	0		81.29397	5.08711	0	1.3901	0	0	0	1.46855	0	0.08241
Healthy	0.06567	0	0.00759	0	4.24324	0		69.24328	4.75776	0	0.06567	4.24324	0	0.25451	0.00759	0	0
Healthy	0.06423	0	0.45795	0.13269	0	0.12423		68.76887	1.0296	0.13269	0.06423	0	0	0.0309	0.45795	0.12423	0
Healthy	0.91966	0.79898	0.63719	0	0	0.15025		39.55514	39.45841	0	0.91966	0	0	0	0.63719	0.15025	0.3595
Healthy	0	0	0	0.44033	0.45553	0.23823		58.38494	4.85705	0.44033	0	0.45553	8.41324	0.45707	0	0.23823	0
Healthy	0.07982	4.38153	0.03386	11.19037	3.22389	1.50978		19.64207	9.0824	11.19037	0.07982	3.22389	8.75078	0.20182	0.03386	1.50978	0.19699
Healthy	10.5558	0	0.15544	0.02486	2.61596	1.44436		13.11824	1.01254	0.02486	10.5558	2.61596	43.9957	0.30039	0.15544	1.44436	0
Healthy	1.11266	0	0.60624	3.25304	0.42775	0.28718		36.85906	5.06038	3.25304	1.11266	0.42775	5.21823	0.74605	0.60624	0.28718	0.00715
Healthy	0.75647	0.36713	0.04078	0.88339	0.11838	0		61.18569	7.45482	0.88339	0.75647	0.11838	5.88147	2.3087	0.04078	0	0
Healthy	0.71011	0.06418	0.0565	2.95144	0.06112	0.73011		48.1458	39.1358	2.95144	0.71011	0.06112	0	0.04616	0.0565	0.73011	0.18428
Healthy	0	0.10733	0.24461	0.11271	0	0.38901		30.32813	6.43677	0.11271	0	0	23.5674	0	0.24461	0.38901	0
Healthy	0	0	0.07602	0	0	0.1096		63.75849	23.89813	0	0	0	0	3.11276	0.07602	0.1096	0
Healthy	0.48923	0.0173	0	0.01034	0	0		35.14355	15.61761	0.01034	0.48923	0	3.56343	5.74877	0	0	0
Healthy	0.06918	0	0.00129	0.29239	3.03471	0		67.71161	0.35796	0.29239	0.06918	3.03471	1.16615	0.77799	0.00129	0	0
Healthy	0.75057	0.9665	0.03063	2.32908	0	0.04911		15.088	34.07471	2.32908	0.75057	0	1.60176	0.07271	0.03063	0.04911	0.15967
Healthy	0.31592	0	2.07172	2.46498	0.01774	1.04435		17.57972	18.57003	2.46498	0.31592	0.01774	3.19426	0	2.07172	1.04435	0.4262
Healthy	0.44133	0.07088	0.54003	1.07421	3.06156	0.73475		45.69977	0.65747	1.07421	0.44133	3.06156	0.15171	0.0368	0.54003	0.73475	0
Healthy	0	0	0	0	0	0.00623		79.71289	8.47756	0	0	0	0	0.06033	0	0.00623	0
Healthy	0.08575	0.07214	0	0	4.13539	0		56.96194	27.67521	0	0.08575	4.13539	1.18387	0.09105	0	0	0
Healthy	0	0	0	2.66432	0	0		31.9633	2.28081	2.66432	0	0	0	0	0	0	0
Healthy	12.8824	0.02736	0.46944	0.30783	10.11345	0.11814		34.02746	6.15423	0.30783	12.8824	10.11345	0.87368	0.94112	0.46944	0.11814	0
Healthy	0	0	0	0	0	0		37.95172	31.88283	0	0	0	0	0	0	0	0
Healthy	0	0.13581	0.50488	0.28247	0	0		39.11686	40.74592	0.28247	0	0	0	0.84802	0.50488	0	0
Healthy	1.57184	0.17814	0.07431	0.88978	0.72144	0.97485		48.91942	24.1807	0.88978	1.57184	0.72144	0	0.00263	0.07431	0.97485	0.02403
Healthy	1.41592	1.90487	0.24573	0.5284	0.07227	0.08153		24.96021	56.28629	0.5284	1.41592	0.07227	0	1.01535	0.24573	0.08153	0
Healthy	0.00891	0.00714	0.00359	0.43644	2.68998	0.06902		23.82057	47.72142	0.43644	0.00891	2.68998	0	0.02177	0.00359	0.06902	0
Healthy	15.69949	1.48453	2.47708	13.22524	0.00923	0.46336		4.11668	35.33078	13.22524	15.69949	0.00923	0	0.02736	2.47708	0.46336	0.08193
Healthy	0.46183	0.1933	3.52055	0.40271	0.02153	0.15335		25.12542	9.86027	0.40271	0.46183	0.02153	11.9544	0.90539	3.52055	0.15335	0.35991
Healthy	0	0	0.19751	5.34817	17.73165	0.65073		44.73574	4.48437	5.34817	0	17.73165	7.00361	0.28073	0.19751	0.65073	0
Healthy	0	0	6.09948	0	0.02504	0		27.88975	32.93119	0	0	0.02504	2.70233	0	6.09948	0	0
Healthy	0	0	0	0	0	0		53.28795	6.24613	0	0	0	18.535	0	0	0	0
Healthy	0.06424	0	0.44993	25.43716	0.83084	0.1068		43.83834	11.46942	25.43716	0.06424	0.83084	0.08399	0.04496	0.44993	0.1068	0.29712
Healthy	0	0	0.27834	0.63067	0.50482	0.3788		36.6236	27.45418	0.63067	0	0.50482	0.12008	1.14509	0.27834	0.3788	0
Healthy	0.22203	1.56736	2.24046	0.16982	0.16174	0.2526		29.51667	40.95522	0.16982	0.22203	0.16174	0	0	2.24046	0.2526	0
Healthy	0	0	1.77762	0	0	0		44.13978	35.43431	0	0	0	0	0	1.77762	0	0
Healthy	1.16767	0	0	0.16593	11.09111	0		67.14626	2.52066	0.16593	1.16767	11.09111	0	0	0	0	0
Healthy	0.01245	0.28659	4.26599	0	0	1.73004		22.14392	21.6788	0	0.01245	0	0	0.08956	4.26599	1.73004	0.00299
Healthy	0.35884	0.23984	0.0329	0	3.46213	0.13703		89.02974	1.06159	0	0.35884	3.46213	0	0.08192	0.0329	0.13703	0
Healthy	0.16451	0.2488	0.00981	11.92586	0	1.68693		57.36305	6.13728	11.92586	0.16451	0	0	0.08956	0.00981	1.68693	0
Healthy	0	0.02661	0	0	0	0.12202		42.89325	1.26694	0	0	0	0	0.13231	0	0.12202	0
Healthy	0.01303	5.24658	0.1098	2.26875	0	1.18894		13.55201	33.8383	2.26875	0.01303	0	1.06484	0.27376	0.1098	1.18894	0.14282
Healthy	0.00608	0.16936	1.43219	8.22406	0	4.53704		73.37573	10.41085	8.22406	0.00608	0	0	0	1.43219	4.53704	0.13293
Healthy	80.24172	2.08144	0.56367	0.02187	0.04915	0.00972		0.44219	4.29397	0.02187	80.24172	0.04915	0	0.01465	0.56367	0.00972	0.0106
Healthy	0.95903	0	0	0.18435	11.18896	0		67.1886	2.32638	0.18435	0.95903	11.18896	0	0	0	0	0
Healthy	0.01684	0	0.9304	2.20423	0	0.28977		6.30409	54.15019	2.20423	0.01684	0	0	0.04409	0.9304	0.28977	0.00744
Healthy	0	0.02263	0	0	0	0.10093		43.03852	1.07416	0	0	0	0	0.0823	0	0.10093	0
Healthy	3.22162	0	1.52302	0	1.51662	0		58.66894	25.94487	0	3.22162	1.51662	0	0.0795	1.52302	0	0.24166
Healthy	0	0	1.326	0.13589	0	0.08619		61.47377	16.86365	0.13589	0	0	0.09913	0.00619	1.326	0.08619	0
Healthy	0.05604	0.16685	0.00285	3.52835	5.22292	0.08739		29.21217	34.48028	3.52835	0.05604	5.22292	0	0	0.00285	0.08739	0
Healthy	0.12055	0.08637	0.02901	0	0	0.14271		61.70927	21.36465	0	0.12055	0	0	5.06943	0.02901	0.14271	0
Healthy	2.72423	2.78531	0	0	1.97508	0		31.07635	35.78451	0	2.72423	1.97508	0	0	0	0	0.25611
Healthy	1.58131	0	0	6.03095	5.84746	0		47.94033	0.69045	6.03095	1.58131	5.84746	0	0.04325	0	0	0
Healthy	0.07898	0.0692	0.02779	0	0.00266	0.11367		61.63656	21.17164	0	0.07898	0.00266	0	5.1546	0.02779	0.11367	0
Healthy	11.9205	0.21068	0	0.02548	8.52442	0.21143		66.8709	2.02647	0.02548	11.9205	8.52442	0	0.16571	0	0.21143	0
Healthy	0	0.05335	0.03326	0.12434	0	0.27608		66.49723	3.04587	0.12434	0	0	10.0789	0.11366	0.03326	0.27608	0
Healthy	0.01278	0.2814	1.78566	0.37163	0	0		39.41183	15.30326	0.37163	0.01278	0	3.27258	0	1.78566	0	0
D065626	0.53804	1.70472	0.78388	0.18541	13.88554	0.19021		34.00225	35.81109	0.18541	0.53804	13.88554	0	0	0.78388	0.19021	0
Healthy	0.20185	1.3252	1.94186	3.38478	0.00837	2.82032		64.90851	4.09874	3.38478	0.20185	0.00837	0.03689	1.15726	1.94186	2.82032	1.06211
Healthy	0.46573	0.08306	0	0	0	0.06888		84.04108	7.52963	0	0.46573	0	0	0.18359	0	0.06888	0
Healthy	0.81982	0.39768	0.06075	0.87124	0.10252	0		60.2553	7.61375	0.87124	0.81982	0.10252	5.755	2.28897	0.06075	0	0
Healthy	0.79012	0.38591	0.06965	0.84445	0.08526	0		60.50044	7.49396	0.84445	0.79012	0.08526	5.68315	2.26882	0.06965	0	0
Healthy	0.4473	0.20897	0.01682	0	3.54291	0.12065		89.16869	1.08958	0	0.4473	3.54291	0	0.14622	0.01682	0.12065	0
Healthy	0.08024	0.94349	12.52102	0.919	0	1.15867		33.15004	22.8234	0.919	0.08024	0	0	0.0925	12.52102	1.15867	0.23346
Healthy	0.08352	0	0.00996	0	0	0.48549		69.11451	2.55862	0	0.08352	0	0	5.97678	0.00996	0.48549	0
Healthy	0.09462	0	0.12365	0.61629	6.51505	0.17988		76.8239	3.01168	0.61629	0.09462	6.51505	0	0.2899	0.12365	0.17988	0
Healthy	2.06972	0	0.5014	0.17424	0.0361	0.33875		23.72927	27.94032	0.17424	2.06972	0.0361	11.6171	0.29866	0.5014	0.33875	0.00929
Healthy	0	0	0	4.18816	0	0.2879		62.9329	3.89494	4.18816	0	0	0	0.04115	0	0.2879	0
Healthy	0	0	0	3.54603	0	0		83.41755	1.25835	3.54603	0	0	0.07452	0.07548	0	0	0
Healthy	6.2715	0	0.56914	13.04645	0	3.92622		74.141	0.76425	13.04645	6.2715	0	0	0	0.56914	3.92622	0
Healthy	0.01526	0.02863	2.64251	0	0	0.15134		47.64964	30.75719	0	0.01526	0	0.02047	0.0299	2.64251	0.15134	0.01959
Healthy	0.0104	0	0	0	0.20223	0.12338		65.77742	1.59056	0	0.0104	0.20223	0.74229	0	0	0.12338	0
Healthy	0.00108	0.23366	0	46.6181	0.00413	0		29.84917	0	46.6181	0.00108	0.00413	0	0	0	0	0
Healthy	0.05435	0.02302	0	1.36269	0	0.32781		68.38871	8.6618	1.36269	0.05435	0	0.48096	0.0289	0	0.32781	0
Healthy	0	0	0	0.00293	4.89735	0.01567		75.37543	1.24535	0.00293	0	4.89735	0	0.53548	0	0.01567	0
Healthy	2.49414	0.52928	0.11983	0.22693	4.07552	0.15484		73.85597	4.48158	0.22693	2.49414	4.07552	0	0	0.11983	0.15484	0.02774
Healthy	0	0.01238	0	0.17828	0	1.43714		40.92134	12.81367	0.17828	0	0	0	9.09862	0	1.43714	0
Healthy	0.18458	0.02904	0.01227	0.00061	0.01164	0.02489		83.43173	8.5911	0.00061	0.18458	0.01164	0	0	0.01227	0.02489	0.04244
Healthy	0	0	0	0	0	0		82.9544	6.76244	0	0	0	0	0	0	0	0
Healthy	0	0.24412	0	0.46194	16.0145	0.84596		53.46851	4.1337	0.46194	0	16.0145	0	0.28494	0	0.84596	0
Healthy	0.2711	0.30757	0.11142	0.07333	8.18951	0.02071		65.87399	6.15344	0.07333	0.2711	8.18951	0	0.2188	0.11142	0.02071	0
Healthy	1.53808	0	0.56261	2.80974	3.09734	0.16158		52.20464	15.70621	2.80974	1.53808	3.09734	0.17856	0.07179	0.56261	0.16158	0.59943
Healthy	0.00165	0.05541	0.73993	0.03123	0.1686	0.03757		58.04829	31.19471	0.03123	0.00165	0.1686	0.05335	0	0.73993	0.03757	0
Healthy	0	0	0	1.08158	0	0.16424		81.03647	1.72693	1.08158	0	0	3.48511	0.69371	0	0.16424	0
Healthy	0.17803	0.40862	0	0.39572	0	0.87803		22.76854	35.57478	0.39572	0.17803	0	0	0	0	0.87803	0
Healthy	0	0	0.05984	1.05015	0.00922	0.25569		63.67189	14.52978	1.05015	0	0.00922	0	0.21224	0.05984	0.25569	0
Healthy	0.20818	5.56678	0	8.50732	0	2.33967		32.45539	14.0252	8.50732	0.20818	0	1.60562	0	0	2.33967	0
Healthy	0.15254	0	0.01167	1.68037	0	0.10858		50.17658	0.47101	1.68037	0.15254	0	13.7651	0.04823	0.01167	0.10858	0
Healthy	1.97125	1.23744	0.00085	59.86669	0.16485	0		35.14529	0	59.86669	1.97125	0.16485	0	0	0.00085	0	0
Healthy	0.98853	0	0.40115	21.3703	1.2539	0.20241		43.17852	16.43176	21.3703	0.98853	1.2539	0	0.03288	0.40115	0.20241	0.55471
Healthy	0	0.04265	0.58071	0	0	1.6901		31.70153	23.68552	0	0	0	0	0	0.58071	1.6901	0.09059
Healthy	0.13726	0	0.01182	0.58918	0.42283	0.2124		64.13049	6.58279	0.58918	0.13726	0.42283	0	1.36581	0.01182	0.2124	0
Healthy	2.85407	0.22179	0	0.4548	4.90272	0		65.85601	13.37009	0.4548	2.85407	4.90272	0	1.25638	0	0	0
Healthy	0	0.0635	0	0	0	0.61092		63.34083	9.25895	0	0	0	0	3.0744	0	0.61092	0
Healthy	0.07933	0.04534	0.06755	0.76814	0.3179	0.05424		27.06895	22.291	0.76814	0.07933	0.3179	12.3635	1.99097	0.06755	0.05424	0.01894
Healthy	0	0	0	0	1.48551	0		56.66584	14.16528	0	0	1.48551	0	0	0	0	0
Healthy	0	0	0	13.24007	0	0.02732		18.57555	1.26577	13.24007	0	0	15.4696	4.02367	0	0.02732	0
Healthy	0.09083	0.03157	0.02232	0	0	0.47913		69.15922	2.63256	0	0.09083	0	0	5.88798	0.02232	0.47913	0
Healthy	0.21026	0.09245	1.8316	0.0169	0.39408	0.0261		31.84757	30.84699	0.0169	0.21026	0.39408	0.26236	0.00163	1.8316	0.0261	0.26833
Healthy	0.00648	0.37308	0.03859	2.52118	4.31731	0.29292		43.49427	18.20647	2.52118	0.00648	4.31731	0	0.03078	0.03859	0.29292	0.0095
Healthy	0	0.56081	0	0.23247	4.33822	0.02601		70.27434	5.15164	0.23247	0	4.33822	0	6.00802	0	0.02601	0
Healthy	0.02034	0.00094	0.06691	0.22773	0	1.63098		27.0824	5.51069	0.22773	0.02034	0	32.1336	0.2487	0.06691	1.63098	0.00751
Healthy	0.69465	0.06652	0.31929	0.36264	0.05044	0.87193		67.71683	0.34193	0.36264	0.69465	0.05044	0.00768	0.0299	0.31929	0.87193	0
Healthy	5.9115	0.17348	0.05774	0	0	0		29.7427	4.37022	0	5.9115	0	20.3695	0.00675	0.05774	0	0
Healthy	1.33955	3.42364	0.01475	3.77721	0	1.34709		6.72067	61.05005	3.77721	1.33955	0	0	0	0.01475	1.34709	0.39836
Healthy	0	0.51703	10.9511	3.10268	0	2.86906		19.23371	18.14503	3.10268	0	0	0	0	10.9511	2.86906	0
Healthy	12.1701	0.20469	0	0.07278	9.09009	0.29767		66.94232	1.77582	0.07278	12.1701	9.09009	0	0.18174	0	0.29767	0
Healthy	0.07515	2.50399	0.14045	1.89145	0.00224	0.02371		49.33802	11.26032	1.89145	0.07515	0.00224	0.02628	2.89315	0.14045	0.02371	0.05296
Healthy	3.49478	0.01789	0	0.03396	0.02652	0		52.93177	18.84008	0.03396	3.49478	0.02652	0	0	0	0	0.03703
Healthy	0	0	0.06762	0	0	0.27012		40.48441	28.55732	0	0	0	0	1.87815	0.06762	0.27012	0
Healthy	0	0	0	0	19.5753	0		50.10864	13.07055	0	0	19.5753	0	0.06025	0	0	0
Healthy	0.0202	0.00496	0	0.02827	0	0.06218		59.25281	28.24354	0.02827	0.0202	0	0	0.49439	0	0.06218	0
Healthy	0	0	0	1.03685	0.10138	0		31.60861	11.27248	1.03685	0	0.10138	17.2204	2.41617	0	0	0
Healthy	0.38517	0.12763	0.04715	0.91966	0	0.10721		29.14461	31.70543	0.91966	0.38517	0	5.08195	0.02987	0.04715	0.10721	0
Healthy	2.2516	0.37432	0.03328	0.2823	0.04737	0.004		40.54797	28.57213	0.2823	2.2516	0.04737	0.75077	5.68858	0.03328	0.004	0
Healthy	2.16802	1.63464	3.72433	0.73194	0.34535	0.3178		40.86562	27.47777	0.73194	2.16802	0.34535	0.03042	1.14338	3.72433	0.3178	0.32484
Healthy	1.00009	5.21074	0.70477	0.03966	3.24883	0.0848		48.47819	13.7737	0.03966	1.00009	3.24883	0	0.17981	0.70477	0.0848	0.0032
Healthy	0.92053	0.16607	0.31104	0.00052	0.95763	0.26174		74.46897	5.75014	0.00052	0.92053	0.95763	0.01927	0.00631	0.31104	0.26174	0
Healthy	31.3908	0.00891	0.14322	0.04259	0	0.03492		38.99765	17.83848	0.04259	31.3908	0	0	0.58919	0.14322	0.03492	0
Healthy	0	0.07474	0	0.38547	0	0.53149		77.48577	11.19042	0.38547	0	0	0	0.29373	0	0.53149	0
Healthy	0	0.00411	0.05301	0	0	0.28319		64.82857	14.25353	0	0	0	0.00991	0.0154	0.05301	0.28319	0
Healthy	0.35025	0	0.14449	0.11048	0	0.35646		39.52349	32.53599	0.11048	0.35025	0	1.02905	0.36323	0.14449	0.35646	0
Healthy	0.11155	0	0.13937	0.65262	6.29946	0.17035		77.14435	3.00749	0.65262	0.11155	6.29946	0	0.22577	0.13937	0.17035	0
Healthy	0	0	0	20.2909	0	0		20.92223	18.54068	20.2909	0	0	2.66794	0	0	0	0
Healthy	0	0.32709	0	0.39927	0	1.31745		47.2267	18.62407	0.39927	0	0	0	8.24337	0	1.31745	0.28424
Healthy	0.68097	0.0651	0.04603	3.07529	0.01466	0.80776		49.48986	14.48304	3.07529	0.68097	0.01466	0	0.00304	0.04603	0.80776	0.00968
Healthy	0.02005	0.01704	0.04956	0.02074	0.03741	0.01227		36.04442	40.61396	0.02074	0.02005	0.03741	0	0.06841	0.04956	0.01227	0.24526
Healthy	0.55821	0.00318	3.02379	0.00779	0.89639	0.05538		37.97892	9.93341	0.00779	0.55821	0.89639	0.37964	0.00015	3.02379	0.05538	0
Healthy	3.33224	0.06078	0	0	0	0		79.58345	12.10456	0	3.33224	0	0	0.08977	0	0	0
Healthy	1.60419	0.0933	0.04027	0.19003	0	0		86.67319	3.58003	0.19003	1.60419	0	0	0.10532	0.04027	0	0
Healthy	2.15948	0.33411	0.03855	0.2857	0.04038	0.0114		40.81851	28.68756	0.2857	2.15948	0.04038	0.73966	5.86788	0.03855	0.0114	0
Healthy	19.26871	0.54497	0	26.73796	0	0.89167		1.84925	27.54936	26.73796	19.26871	0	0	0	0	0.89167	0
Healthy	0.15204	0.12421	0	3.8008	7.83841	0		60.31232	4.69588	3.8008	0.15204	7.83841	0.92828	0.1691	0	0	0
Healthy	0.03218	0	0.25323	0	0	0.61758		77.53816	3.72533	0	0.03218	0	0	0	0.25323	0.61758	0
Healthy	0.25576	0.17252	0.09031	16.47407	0.00328	0.4965		40.78636	7.87316	16.47407	0.25576	0.00328	0	2.02905	0.09031	0.4965	0.01363
Healthy	2.03012	0.64001	0.0057	0.86124	0.37807	0		46.83901	20.22245	0.86124	2.03012	0.37807	0.00447	6.05602	0.0057	0	0
