group	Streptococcus	Ruminococcus_B	Clostridium_Q	Longicatena	Muricomes	Eisenbergiella	Schaedlerella	Erysipelatoclostridium	Gordonibacter	Eggerthella	Prevotella	Ruminococcus_H	Barnesiella	Mediterraneibacter	Anaerobutyricum	Blautia_A	Parasutterella	Clostridium_Q	Muricomes	Anaerotruncus
Healthy	0	0	0	0	0	0	0	0	0	0	22.0448	0	7.46588	1.40747	0	0	0	0	0	0
Healthy	0.0203	0	0	0.005	0.01371	0.00301	0	0	0	0	0.06826	0.06923	0.83644	0.54808	1.3206	0.73448	0	0	0.01371	0
Healthy	0.06189	0.03325	0	0	0	0	0	0	0.0007	0.00554	0	13.8625	0	0.06768	0.31429	0.21222	0	0	0	0
Healthy	0.06887	0	0	0	0	0	0	0	0	0	0	0	0	0.00652	0	0	0	0	0	0
Healthy	0.67212	0	0	0	0	0	0	0	0	0	0	0	1.34238	0.61883	0.74854	0.61503	0.03579	0	0	0
Healthy	0.01783	0.00772	0.1931	0.00813	0.02591	0.46334	0	0.05835	0.01451	0	2.16585	0.15182	13.0687	1.21272	0.05739	0.03171	0.00185	0.1931	0.02591	0.00726
Healthy	1.58317	0.07765	0	0	0	0	0	0	0.10691	0.00992	0	11.8786	1.38445	0.25985	0.18752	0.9898	0.01483	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.35448	0	0.44409	0	0	0	0	0	0
Healthy	0.10091	0	0	0	0	0	0	0	0	0	0	6.52159	3.00722	0.76435	0.10338	0.14238	0	0	0	0
Healthy	0.31322	0	0	0	0	0.24475	0	0	0	0	0	0	13.3842	0.07088	0	0.01467	0	0	0	0
D015212	0.85689	0.14551	0.0014	0.02098	0.0124	0	0.07341	0.00526	0.01137	0.04993	0	0.00174	0	0.00143	0	0.38545	0.19726	0.0014	0.0124	0
Healthy	0.0782	0	0	0	0	0	0	0	0	0	0	0	2.7799	0.09729	0.00303	0.11971	0.18985	0	0	0
Healthy	0.01606	0	0.03619	0	0	0	0	0	0	0	0	0	3.40273	0.00719	0	0	0	0.03619	0	0
Healthy	0.05262	0	0	0	0	0	0	0	0	0	0	8.3959	0	0.06107	1.83125	0.44762	0.04164	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.27659	0.85684	0	0	0	0	0	0	0	0	0	12.5307	0	0.26372	0	0.09569	0.03047	0	0	0
D015212	1.30516	2.95716	0.518	0.00727	0.51087	1.8576	0	0.08908	0	0.00757	0.00031	0.00637	0	0.04337	0.33626	1.45247	0	0.518	0.51087	0.02472
Healthy	0.38943	0	0	0	0	0	0	0	0	0	0	1.80811	0	0.10532	0	0.03861	0	0	0	0
Healthy	0	0	0.03337	0.00839	0	0.04263	0	0	0	0	0	0.70508	0	0.02088	0	0.02222	0.05818	0.03337	0	0.00918
Healthy	0.01043	0.34964	0.26556	0.07889	0.18188	0.41614	0.00213	0.07214	0.01425	0.04529	0.07813	0.42651	0	0.00098	0.0057	0	0	0.26556	0.18188	0.00951
Healthy	1.15081	0	0	0.00062	0	0	0	0	0	0	0	0.00718	4.53503	1.90885	0.4236	0.2009	0.00081	0	0	0
Healthy	0.02591	0.08497	0.04629	0	0	0	0	0	0	0	0	0	2.21282	0.10871	0.00184	0.05364	0.00583	0.04629	0	0.02255
Healthy	0.00189	0	0	0	0	0	0	0	0	0	0	0.95857	3.07647	0.08232	0.0417	0.01625	0.21323	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.30736	0.47476	0.64885	0.5695	0	0	0	0
Healthy	0.02336	0.1569	0.00867	0	0.25813	0	0	0	0	0	0.10716	7.38221	0	2.38918	0.33337	0.53731	0	0.00867	0.25813	0
Healthy	0.13635	0.00168	0	0.00622	0	0	0	0.11674	0	0	0	0.03805	0.00099	0.54617	0.92778	1.03063	0	0	0	0
Healthy	0.17968	0.70723	0	0	0	0	0	0	0	0	0	0	18.2103	0.16772	0	0	0	0	0	0
Healthy	0.01799	0	0	0	0.07661	0	0	0	0	0	0	0	0	0.14855	0	0.0672	0	0	0.07661	0
Healthy	0.11371	0.00901	0	0.01728	0.00662	0.00236	0.00868	0	0.00045	0	0.0149	6.62734	1.71259	3.819	3.24101	1.72681	0.35586	0	0.00662	0.00565
Healthy	0.01821	0	0	0	0.06067	0	0	0	0	0	0	0	0	0.17079	0	0.07802	0	0	0.06067	0
Healthy	7.7113	0.03477	0.10242	0.88492	0.01596	1.15838	0.06134	0.37498	0.10879	0.14144	0	0	0	0.10752	13.9056	0.21913	0	0.10242	0.01596	0.53588
Healthy	0	0	0.03791	0.0259	0	0.03841	0	0	0	0	0	0.71587	0	0.03882	0	0.02816	0.05234	0.03791	0	0.01201
Healthy	0.07795	0	0.1657	0	0.10064	0.01319	0	0	0	0	0	0	2.64261	0.96394	0	0	0.07455	0.1657	0.10064	0
Healthy	0	0.95431	0	0	0	0	0	0	0	0	1.3835	27.1201	0	0.33099	0.15893	0.30864	0.50243	0	0	0
Healthy	0.31964	0	0	0.00118	0.00039	0	0	0	0	0	0	5.04745	0.71556	0.09527	0.5952	0.57454	0	0	0.00039	0
Healthy	0.12738	0	0.00778	0	0	0	0	0	0	0	10.03096	4.95937	0.78045	0.54105	0.08241	0.13554	0	0.00778	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.31524	0	0	1.40469	0.38874	0	0	0	0
Healthy	0	0.57283	0	0.02955	0	0	0	0	0	0	0	0	0	0.13573	0	0	0.14429	0	0	0
Healthy	0.12293	0	0	0	0	0	0	0	0	0	0	10.0415	2.38179	0.38943	0.22762	0.82447	0	0	0	0
Healthy	0.05261	0	0.00774	0	0.02628	0	0	0	0	0	0.03589	0.67394	2.84063	0.0632	0.01158	0.03261	0.02935	0.00774	0.02628	0.00187
Healthy	0	0	0	0	0	0	0	0.01169	0	0	0.00376	0	0	0	0	0	0	0	0	0
Healthy	0.01147	0	0	0.002	0	0	0	0	0.03811	0	0	0.28524	0	0.02897	0.01145	0.12558	0.00159	0	0	0.00645
Healthy	0.29646	0	0.05627	0.02445	0.03073	0.28256	0	0	0	0	0	4.74857	1.83454	0.02226	0.15182	0.32688	0	0.05627	0.03073	0.02932
Healthy	0.0626	0	0	0	0	0	0	0	0	0	45.57342	0	0.73485	0.31814	0	0.00434	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	33.85975	0.94535	1.31421	0.16332	0	0	0.03685	0	0	0
Healthy	0.00226	0	0	0	0	0	0	0	0	0	0	0.3608	2.67032	0.01999	0.02981	0.10665	0.15062	0	0	0.00331
Healthy	1.18546	0.00516	0	0.01236	0.00114	0.00078	0	0	0.0051	0	2.4831	27.0785	1.06738	4.69328	1.77341	2.53405	0	0	0.00114	0.00699
D015212	0.38054	0.35017	0.04842	0.61836	0.0283	0.53627	0.04338	0.05649	0.10042	0	0	0	0	0.0251	0	2.09933	0.1909	0.04842	0.0283	0.03256
Healthy	0.02218	0.07739	0.03002	0	0	0	0	0	0	0	0	0	2.15507	0.07952	0.01538	0.03201	0.00591	0.03002	0	0.02307
Healthy	0	0	0	0	0	0	0	0	0.02548	0	0	0.05451	1.58016	1.48905	0	0.01296	0.00736	0	0	0
Healthy	0	1.0406	0	0	0	0	0	0	0.01875	0	1.18536	21.9481	0	0.16194	0.20458	0.18937	0.37716	0	0	0
Healthy	0.32345	0	0	0	0	0	0	0	0	0	6.42452	6.29455	0.14329	1.01117	0.39173	2.27303	0	0	0	0
Healthy	0.50262	0.18182	0.01513	0.03194	0.96241	0.01524	0.0138	0.01936	0.04601	0	0	3.86498	1.27596	0.50378	0.35418	0.64735	0.00128	0.01513	0.96241	0.02418
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.52022	0	0.24264	0	0	0	0	0	0
Healthy	0.02136	0	0	0	0	0	0	0	0	0	0	0.56896	0	0.10722	0	0.20467	0.00294	0	0	0.01614
Healthy	0.01061	0	0	0	0	0	0	0	0	0	0	0.60805	0	0.18335	0.01414	0.14695	0.32872	0	0	0
Healthy	1.08101	0	0	0.00907	0	0	0	0	0	0	42.27842	1.54063	0	0	0.40215	0.47109	0	0	0	0
Healthy	0	0.00455	0	0	0	0.02639	0	0	0	0	0	0.52828	0	3.32579	0	0.04106	0.01733	0	0	0.05385
D015212	0.09428	0.00245	0	0	0	0	0	0	0	0	0	0	0.27033	0.45429	0	0.04546	0.03224	0	0	0
Healthy	0.08707	0	0	0	0.01261	0	0	0	0	0	10.22659	4.79997	0.81709	0.48914	0.06458	0.10071	0	0	0.01261	0
Healthy	0.01654	0	0	0	0	0	0	0	0.01504	0	2.53701	0	0.43555	3.04573	0.70188	0.4285	0	0	0	0
Healthy	0	0.07457	0.00347	0	0.01894	0.14626	0	0	0	0	0	0	2.82088	0.54555	0	0.02228	0	0.00347	0.01894	0
Healthy	0.11909	0	0.01875	0.01388	0	0	0	0	0	0	0	2.05069	2.06662	0.10849	0.08905	0.15246	0.00292	0.01875	0	0.04658
Healthy	0	0	0.03288	0.01977	0.01119	0.0537	0	0	0	0	0	0.70297	0	0.02278	0	0.02893	0.05759	0.03288	0.01119	0.00357
Healthy	0	0	0	0	0	0	0	0	0	0	0	9.01791	0	0.4404	0.11044	0.02554	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	44.77652	0	3.39361	0.51071	0	0	0	0	0	0
Healthy	2.6625	0	0	0.01926	0	0	0	0	0	0	0	6.36758	0	2.22292	2.08672	0.67082	0.00502	0	0	0
Healthy	0	0.3115	0	0	0	0	0	0	0	0	0	0	0	0.09223	0	0	0	0	0	0
Healthy	0	0	0.03143	0.02964	0.0023	0.04249	0	0.00417	0	0	0	0.69301	0	0.01068	0	0.03174	0.0443	0.03143	0.0023	0.00529
Healthy	14.97267	0	0	0	0	0	0	0	0	0	0	5.58794	0	1.99063	2.02546	4.79598	0	0	0	0
Healthy	0.00466	0	0	0	0	0	0	0	0	0	0	5.49925	2.64868	4.31877	0.01486	0	0.01774	0	0	0
Healthy	0.22494	0	0	0	0	0	0	0	0	0	0	3.41843	4.6386	0.02933	0.46783	0.30056	0.03256	0	0	0
Healthy	0	0.25192	2.66293	0.02529	3.21278	0	0	1.72663	0	0	0	0	0	0.04327	0	0	0	2.66293	3.21278	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.85287	0	0.39499	4.14962	1.43192	0.38671	0	0	0	0
Healthy	0.64308	0	0	0.00123	0.00066	0	0	0	0.02142	0	0.0984	3.30174	2.18053	2.01868	0.3238	0.4016	0.00225	0	0.00066	0
Healthy	0.31843	0	0	0	0	0	0	0	0	0	0	0	0	0.01859	0	0	0	0	0	0
Healthy	0.27003	0.24196	0.02694	0.02161	0.01645	0.00902	0	0.00146	0.00952	0.01096	0	2.97735	0	0.43308	0.87643	0.186	0.09601	0.02694	0.01645	0.02294
Healthy	0	0	0	0	0	0	0	0	0	0	0.53121	0	0	3.59132	0.77708	0.75495	0	0	0	0
Healthy	0.1656	0.27677	0.06033	0.0356	0.06559	0.23798	0.29905	0.0089	0.00266	0.00504	1.63491	1.06027	0.32533	0.61129	0.11822	0.09926	0	0.06033	0.06559	0.00035
Healthy	0.01575	1.03592	0	0.00746	0.32726	0.0054	0	0.03148	0	0.00397	17.1115	0	1.04746	0.43635	0	0.03046	0.55197	0	0.32726	0.0024
Healthy	2.22424	0.10514	0.01155	0	0.00433	0.00159	0.05525	0	0.13538	0	0	0.00937	3.82049	0.3498	1.38609	0.34256	0.00649	0.01155	0.00433	0.01017
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.2061	1.14821	0.34575	0.00319	0.07374	0.49155	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	44.29233	0	3.37566	0.46539	0	0	0	0	0	0
Healthy	0.16003	0.85904	0	0	0	0	0	0	0	0	0	12.3531	0	3.78038	0	0.08027	0	0	0	0
Healthy	0	0.00907	0	0	0	0.03654	0	0	0.01561	0	0	0.48148	0	0.00488	0.00402	0.03817	0.0011	0	0	0.06382
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.51019	1.02417	6.40643	0	0	0	0	0	0
Healthy	0	0.23791	0	0	0	0	0	0	0	0	0	4.06478	0	0	0	0.68085	0	0	0	0
Healthy	0.223	0.01429	0.45485	0	0	0	0	0	0	0	0	0	0	0.10463	0.01496	0.01732	0.11586	0.45485	0	0.34964
Healthy	0.0145	0	0	0	0	0	0	0	0	0	0	0.64461	5.49894	0.20565	0.0307	0.11523	0.00209	0	0	0.02722
Healthy	0.09398	0	0	0	0	0	0	0	0	0	40.7712	0	2.35675	1.15745	0.4297	0.06899	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00493	0	0	0.25645	0.93197	1.9006	0	0	0.00614	0	0	0
Healthy	0.1806	0	0	0.00966	0	0	0	0	0	0	0	10.3417	6.71656	0.79531	1.17125	0.40568	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.75438	0.00772	0.02347	0.00847	0.00549	0	0.00348	0	0.01169	0.04896	0	27.4548	0.16828	2.63008	0.55095	0.17718	0.19696	0.02347	0.00549	0.03658
Healthy	0.02867	0.00223	0	0.00813	0	0	0	0	0	0	7.03722	0	3.32948	3.74525	0.72048	0.55695	0.00173	0	0	0
Healthy	0.24015	0	0	0	0	0	0	0	0	0	0	0	1.00062	0.06636	0	0.08821	1.28976	0	0	0
Healthy	0.70727	0	0.01229	0	0.21492	0.03889	0	0	0	0	0	0.4073	0	0.08918	0.09122	0.09002	0	0.01229	0.21492	0.06289
Healthy	18.30827	0.4471	0	0	0	0	0.37536	0	0.00838	0.0724	0	0	0	1.11013	8.22143	1.39456	0.02111	0	0	0
Healthy	0.38417	0.0569	0.00124	0.00806	0.00157	0.02334	0.00585	0	0	0	3.60896	1.31829	3.07304	0.06859	0.16922	0.12228	0.17652	0.00124	0.00157	0
Healthy	0.26034	0.01139	0.44928	0	0.00096	0	0	0	0	0	0	0	0	0.02773	0.00271	0.01336	0.1305	0.44928	0.00096	0.38395
Healthy	2.36562	0	0	0.00622	0	0	0	0	0	0.00428	0	14.4801	0	0.1696	0.75976	0.92264	1.67474	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.78635	1.92515	0	0	0	0	0	0	0	0
Healthy	0.18192	0.01702	0.00295	0.0095	0.0011	0	0	0	0	0	0	3.45735	0	0.21551	0.22089	0.16675	0.06756	0.00295	0.0011	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	11.2332	6.39214	0	0.30326	0	0	0	0	0
Healthy	1.34408	0	0.01394	0	0	0	0	0	0	0	16.6159	2.96821	0.01006	1.22672	0.8447	0.88979	0	0.01394	0	0
Healthy	0.22569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	6.24206	0	0	0	0.00131	0	0	0	0	0	3.31561	3.98722	0.29296	0.19646	0.11474	0.06847	0	0	0
Healthy	0.26525	0	0	0	0	0	0	0	0	0	0	0	5.15572	0.0334	0.0158	0.02625	0.2452	0	0	0.00701
Healthy	0.00194	0	0	0	0	0	0	0	0	0	64.1122	0.00643	0	0	0.05864	0.06149	0.14985	0	0	0
D015212	0	0.23935	0	0	0	0	0	0	0	0	0	0	0	0.00664	0	0.00976	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.60676	0.0582	0.26223	0.12229	0	0	0	0
Healthy	0	0	0	0	0	0.07177	0	0	0	0	1.27363	10.0199	4.02953	1.34794	0.38815	0.32722	0	0	0	0
Healthy	21.32706	0	0	0	0	0	0	0	0	0	8.34493	1.79041	0.04544	0.05198	1.41827	0.5178	0	0	0	0.09001
Healthy	0.18977	0	0	0	0.00486	0.00308	0	0	0	0	0	0	0.4547	0.31911	0.84811	0.23108	0	0	0.00486	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00569	0.44935	2.11935	0	0	0	0	0	0	0
Healthy	0	1.80106	0	0.27999	0	0.04995	0	0	0	0	0	0	0	0.19257	0	0.26753	0.17425	0	0	0
Healthy	0.08121	0	0	0	0	0	0	0	0	0	0	1.58913	0	0.24837	0.83096	0.32436	0.04372	0	0	0
Healthy	0.16781	0.00111	0	0.00593	0	0	0	0	0.03095	0	0.02686	3.14163	1.17965	0.49127	0.54504	0.36115	0.05991	0	0	0
Healthy	0	0.32144	0	0	0	0	0	0	0	0	0	0	0	0.37034	0	0	0	0	0	0
Healthy	0.07118	0	0	0	0	0	0	0	0	0	0.00924	0.6482	3.1047	1.11791	0.19502	0.15086	0.01022	0	0	0
Healthy	0.10194	0	0	0	0	0	0	0	0	0	0	21.8823	0.4971	1.50175	0	0.23836	0.03674	0	0	0
Healthy	0.04162	0	0	0	0.01824	0	0	0	0	0	0.03458	0.73909	2.8852	0.1118	0.01131	0.0622	0.00555	0	0.01824	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.94042	0	0.1245	0.02243	0.00322	0.00974	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.05273	6.47044	0.19349	0.03897	0.0313	0.24045	0	0	0.04642
Healthy	0	0	0	0.01131	0	0	0	0	0	0	16.9553	0.07066	0.36277	0.57973	0.31401	0.2314	0.28696	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.0185	0.22097	0.35656	0.72386	0.27396	0.42965	0	0	0
Healthy	0	1.82821	0	0.31466	0	0.07109	0	0	0	0	0	0	0	0.06643	0	0.25446	0.16316	0	0	0
Healthy	0.34771	0	0.05988	0.00194	0.04364	0.28463	0	0	0	0	0	4.75153	1.74634	0.02334	0.16294	0.33739	0.00315	0.05988	0.04364	0.03157
Healthy	4.03716	0	0.37051	0	0.01648	0	0	0	0	0.00084	0	22.3948	0	0.04365	1.43599	1.64149	0.07051	0.37051	0.01648	0.01809
Healthy	0	0	0.00839	0	0.01892	0	0.00389	0	0	0	0	0	0	0.05606	0	0.02474	0.11572	0.00839	0.01892	0.05192
Healthy	0.43111	0.11466	0.04363	0.00366	0.01289	0	0.0971	0	0.04169	0.05917	0	0	0	1.28709	0.63096	0.45723	0	0.04363	0.01289	0.01355
Healthy	0	0	0	0.21155	0	0	0	0	0	0	10.1307	0.10896	2.89576	0.6326	0.39313	0.39675	0	0	0	0
Healthy	0.07244	0	0	0	0	0	0	0	0.00118	0	52.57972	0.29895	0	0.92579	0.20239	0.11668	0.04881	0	0	0
Healthy	0.0121	0	0	0	0.04725	0	0	0	0	0	0	0.30561	0.68176	0.08576	0	0.0462	0.01745	0	0.04725	0
Healthy	0	0.04456	0	0	0	0	0	0	0	0	0	1.61079	0.31057	2.71728	0.02292	0.34421	0.05623	0	0	0
Healthy	0.1849	0	0	0	0	0	0	0	0	0	13.4412	8.08842	0.22087	0.64818	0.20391	0.20214	0.00432	0	0	0
Healthy	0.37447	0	0	0	0	0	0	0	0	0	0.25957	0	2.08164	1.7515	2.32936	3.18766	0	0	0	0
Healthy	0.08617	0	0	0	0	0	0	0	0	0	64.0059	0	0.19623	0.9266	0	0.27544	0	0	0	0
Healthy	0.06337	1.19456	0	0.00651	0	0	0	0.00692	0	0	0	0.00199	0.00032	0.00172	0	0.00044	0	0	0	0
Healthy	0.00098	0.40571	0.02688	0.15541	0.14452	0	0	0	0	0.06635	0	0.9984	0	0.45524	0.07542	0	0	0.02688	0.14452	0
D015212	0	0	0	0	0	0	0	0	0	0	0.37913	0	0.28444	0.08977	0	0	0.05603	0	0	0
Healthy	0.33876	0	0	0	0	0	0	0	0	0	0	25.6241	0.06778	4.76707	0.36857	0.16602	0.05785	0	0	0
Healthy	0	0.007	0	0.24047	0	0.06631	0	0	0	0	0	0	0	0.47439	0	0.18765	0.1497	0	0	0.00635
Healthy	0.48478	0	0	0	0	0	0	0	0	0	0	0	3.60827	0.55055	0	0.03616	0.07424	0	0	0
Healthy	1.24914	0.63939	0	0	0	0	0	0	0	0	0	0.04355	2.18202	1.52659	3.27491	0	0.10588	0	0	0
Healthy	0.01917	0	0	0	0	0	0	0	0	0	0.75556	3.01651	2.48586	0.7453	0.56465	0.48439	0	0	0	0
Healthy	2.25128	0.00365	0	0.00213	0	0	0	0	0	0	0	1.82639	5.93991	1.16049	0.3381	0.50544	0.00047	0	0	0
Healthy	0	0	0	0.003	0.08797	0	0	0	0	0	0.29712	7.01945	7.26493	0.01464	0	0.14177	0.02842	0	0.08797	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	10.1724	1.76538	1.0341	0.43894	0	0	0	0
Healthy	0.48892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0723	0.0722	0.0181	0.0621	0.00383	0.00716	0.00256	0	0	0	0	1.57928	0	0.09564	0.31567	0.59777	0	0.0181	0.00383	0.04705
Healthy	0.14553	0	0	0.0029	0	0	0	0	0	0	0.13032	1.04722	1.5643	2.41178	0	0.19554	0.04855	0	0	0
Healthy	0.20006	0.35513	0	0	0	0	0	0	0	0	0	14.2435	3.13782	4.28731	2.01348	2.6573	0	0	0	0
Healthy	0	0	0.5766	0	0	0	0	0	0	0	0	0	3.25229	0.03858	0	0	0.3207	0.5766	0	0
Healthy	0.01394	0.01181	0	0	0.00768	0.00773	0	0	0.01656	0	0	4.44073	4.92905	0.30867	0.06616	0.07083	0.00117	0	0.00768	0.22385
Healthy	0.05416	0	0	0.00255	0.02234	0	0	0	0	0	0.03927	0.74199	2.74351	0.03376	0.01818	0.03231	0.0305	0	0.02234	0.02355
Healthy	0.15939	0	0	0	0	0	0	0	0	0	0	4.61929	1.34454	0.17556	0.28445	0.27273	0	0	0	0
Healthy	0.05303	0.00321	0	0	0	0	0	0	0	0	0	0	9.80938	0.90989	0.45556	0.31837	0	0	0	0
Healthy	1.58204	7.61221	0	0.06649	0	0	0	0.07348	0	0	0.02466	0	0	0.59217	0	0.00203	0.41164	0	0	0
Healthy	0.05218	0	0	0	0	0	0	0	0	0	0	0	2.14951	0.13324	0	0.03572	0.00477	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.96203	0.07041	0	0.04168	0.21162	0	0	0
Healthy	0.21593	0	0	0	0	0	0	0	0	0	0	0.00877	0	1.49299	0.37857	0.0908	0	0	0	0
Healthy	0.37288	0	0	0	0	0	0	0	0	0	0	0	0.00034	0.00761	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656	0	0	0	0	0	0
Healthy	0.10604	0.00049	0	0	0	0	0.00214	0	0.02313	0.00995	0	0	0.6605	1.3312	0.58515	0.29456	0.00111	0	0	0
Healthy	12.49222	0.00034	0	0	0	0	0	0	0	0	0	0	0	0.01652	0	0	0	0	0	0
Healthy	0.78866	0.00512	0.02202	0.00934	0.00375	0	0.0032	0	0.01051	0.0589	0	27.5765	0.17166	2.63085	0.50781	0.17475	0.18138	0.02202	0.00375	0.03452
Healthy	0	0	0	0	0.11427	0	0	0	0	0	0	0.61455	0.69754	0.06165	0	0.01676	0.00143	0	0.11427	0
Healthy	0	0.04325	0	0	0	0	0	0	0	0	0	1.48634	0.31317	2.63541	0.03486	0.3489	0.05103	0	0	0
Healthy	6.70033	0.01073	0	0.04134	0.00495	0	0.01141	0	0.00093	0.01133	0.48429	0	1.02568	0.00231	2.63926	2.44988	0	0	0.00495	0
Healthy	0.29443	0	0	0	0	0	0	0	0.09063	0	0	5.98499	0.90519	0.39255	0.76519	0.29312	0.11497	0	0	0
Healthy	5.53722	0.78748	0	0	0	0	0	0	0	0	0	0	0.1938	2.79899	0.56616	3.68226	0	0	0	0
Healthy	0.19097	0	0	0	0	0	0	0	0	0	18.77959	3.49228	0.03238	0.69005	0.18196	0.18425	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0	0	0	0	0
Healthy	0.00878	0	0.01959	0.10469	0.03714	0.03582	0	0.00369	0.16459	0.01499	0	1.97117	0	0.00708	0	0.15625	0.00914	0.01959	0.03714	0
Healthy	0.27224	0.12409	0.18973	0.21905	0.03874	0.00442	0.23672	0.00093	0	0.00142	7.8765	1.3861	0.16807	0.00185	1.27661	0.22738	8e-05	0.18973	0.03874	0.13436
Healthy	0.05502	0.44291	0.00044	0.00192	0.00665	0	0.07497	0.02558	0	0	0.00467	1.41425	0	0.01995	0.07071	0.08164	0.5597	0.00044	0.00665	0
Healthy	0.01308	0	0	0	0	0	0	0	0	0	0	2.0563	2.6968	0.27906	0	0.0333	0.00295	0	0	0
Healthy	0	0.31613	0.08218	0.02013	0.03511	0.01029	0	0	0	0	0	0.29148	0	0.01144	0	0.02296	0	0.08218	0.03511	0.3097
Healthy	0.75977	0	0	0	0	0	0	0	0	0	0	0	0.4206	5.68451	0	0.83605	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.20145	0	0	0.02485	1.5297	0.03302	0	0	0	0	0	0.04486	5.94627	0.02537	0.66924	2.8669	0.09801	0	1.5297	0
Healthy	0	1.66842	0	0.27504	0	0.03565	0	0	0	0	0	0	0	0.18027	0	0.13498	0.12904	0	0	0
Healthy	0	0.63178	0	0.03612	0	0.00496	0	0	0	0	0	0	0	0.23749	0	0.00239	0.11868	0	0	0
Healthy	0.21295	0	0	0.00495	0	0	0	0	0	0	0	1.50152	0.39561	1.22573	0.36717	0.35224	0.01891	0	0	0
Healthy	0.24108	0	0	0.03193	0	0	0	0	0	0	2.01029	8.67582	2.74176	0.96855	1.1733	1.25094	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00407	0	0	0.16584	1.13799	0.47222	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.44396	8.23444	0.16438	0.15532	0.60207	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00972	0	0	0.0466	1.52852	1.59078	0	0	0.00818	0	0	0
Healthy	0.0245	0	0	0	0.03851	0	0	0	0	0	0	0.25025	0.65001	0.05475	0	0.0582	0.0173	0	0.03851	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.69028	6.49366	0.08058	0.27421	0.50545	0	0	0	0
Healthy	0.25532	0	0	0	0	0	0	0	0	0	0	0	5.26036	0.39809	0.01431	0.03849	0.22153	0	0	0
Healthy	0.45752	0.01146	0	0.01114	0	0	0.08971	0	0	0.00128	0	2.0804	0.09087	0.00084	1.53153	0.21409	0	0	0	0
Healthy	0	1.75808	0	0.31189	0	0.04221	0	0	0	0	0	0	0	0.37596	0	0.18463	0.16446	0	0	0
Healthy	0.07872	0	0.15405	0	0.12242	0.00805	0	0	0	0	0	0	2.64439	1.26924	0	0	0.1169	0.15405	0.12242	0
Healthy	17.94647	0	0	0	0	0	0	0	0	0	9.06173	1.48594	0	0.1337	1.03653	0.34456	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.10552	1.0684	0.42301	0	0.02157	0.01322	0	0	0
Healthy	0	0	0.02441	0	0	0	0	0	0	0	67.8721	0	0	0	0	0	0	0.02441	0	0
Healthy	0.00413	0	0	0	0	0	0	0	0	0	0.03159	4.83289	1.93473	0.39403	0.6034	0.14953	0	0	0	0
Healthy	0.77118	0	0	0	0	0	0	0	0	0	0	0	0.91359	1.03419	1.38666	0.85647	0	0	0	0
Healthy	0.02819	0	0	0	0.0382	0	0	0	0	0	0	0.36093	0.74032	0.07932	0	0.03327	0.02551	0	0.0382	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.5298	0	0	0.23882	0	0	0	0.0747	0	0.00826	0	0	0	0	0	0	0	0	0	0
