group	Streptococcus	Ruminococcus_B	Clostridium_Q	Longicatena	Muricomes	Eisenbergiella	Schaedlerella	Erysipelatoclostridium	Gordonibacter	Eggerthella	Prevotella	Ruminococcus_H	Barnesiella	Mediterraneibacter	Anaerobutyricum	Blautia_A	Parasutterella	Clostridium_Q	Muricomes	Anaerotruncus
Healthy	0.0363	0.05394	0.08413	0.03225	0.21056	0.22668	0.00065	0	0.0561	0.00081	0	3.52199	0	1.00984	0.8002	1.05069	0.05655	0.08413	0.21056	0.08443
Healthy	0	0.14809	0	0.01048	0	0.05666	0	0	0	0	0	0	0	0.16906	0	0.02193	0.23086	0	0	0.05229
Healthy	0.00256	0	0	0	0	0	0	0	0	0	7.21774	1.6733	2.84819	1.37431	0.74327	0.26249	0	0	0	0
Healthy	0.5695	0	0	0	0	0	0	0	0	0	58.5086	3.07825	0.42509	1.30687	0.06826	0.16314	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	56.7927	0	0	0	0	0	0	0	0	0
D015212	0.31447	0	0	0	0	0.01441	0	0	0.10017	0	0	1.03712	0	1.05683	0.23816	0.49682	0.02508	0	0	0.00267
Healthy	0.07871	0	0.02897	0.01893	0	0	0	0	0	0	0	2.09709	2.04215	0.0875	0.08856	0.11414	0.00439	0.02897	0	0.03356
Healthy	0.20166	0	0	0	0	0	0	0	0	0	7.0259	0.98038	0.55784	2.20919	0	0	0.01825	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	13.4688	0	0	0	0	0	0	0	0
Healthy	0	1.08268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.20058	0.75934	0	0	0	0	0	0	0	0	0	0	17.8049	0.6039	0	0	0	0	0	0
Healthy	0.01244	0	0.05281	0.00091	0.01035	0.01178	0	0	0	0	0.00477	0.14344	5.35967	1.87217	1.05073	0.56965	0.00583	0.05281	0.01035	0.02704
Healthy	0.01436	0.0157	0.08244	0.00549	0.02689	0.01099	0.13565	0.0116	0.00368	0.03906	0	1.57613	0	3.33721	0.20083	0.20879	0.00931	0.08244	0.02689	0.13091
Healthy	0.18545	0.63826	0	0	0	0	0	0	0	0	0	0	18.0705	0.16471	0	0	0	0	0	0
Healthy	5.73878	0.55481	0	0	0	0	0	0	0	0	0	0	0.26727	3.19405	0.39143	2.7858	0	0	0	0
Healthy	0.08619	0	0	0.06042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.46578	1.12739	0	0.04805	0	0.03502	0	0	0.07729	0.00164	0	0	0.44652	1.08569	12.8784	2.28682	0.02161	0	0	0
Healthy	0.13819	0	0	0	0	0.07186	0	0	0	0	3.13839	1.57327	3.61482	0	0.35606	0.83513	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.85638	0	0.31485	0	0	0	0	0	0
D015212	19.28312	0.29735	0.0433	0.00329	0	0	0	0.00156	0	0.07545	9.59474	0	0	0.01068	0.25944	0.03978	0	0.0433	0	0
Healthy	0.02713	12.2489	0	0	0	0	0	0.2073	0	0	0	5.52499	5.42094	0.10748	0.41627	0.45515	0	0	0	0
Healthy	0.82394	0	0	0	0	0	0	0	0	0	0	10.3784	0.50216	11.92105	1.85861	0.41086	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	10.0853	1.94597	0	0	0	0	0	0	0
Healthy	0.38443	0	0	0.01974	0	0	0	0	0	0.29333	0	0	0	0	0	0	0	0	0	0
Healthy	0.00919	0	0	0.0051	0	0	0	0	0.04975	0.00741	0	0.25397	0	0.05055	0.01461	0.0919	0.12314	0	0	0.04787
Healthy	0.53214	0.00543	0	0	0.00626	0	0	0	0	0	0	0.46127	0	0.03038	0	0.03209	0.35574	0	0.00626	0.005
Healthy	1.65257	0	0	0	0	0	0	0	0	0	0	0	0	3.69163	0	2.69225	0	0	0	0
Healthy	0.0721	0.0447	0.00656	0.01344	0	0.00023	0.1373	0	0	0.01352	0	2.11846	9.43509	0.0582	0.60797	0.81202	0.13676	0.00656	0	0.00675
Healthy	0	0.01163	0.08108	0.04259	0.01435	0	0.07622	0.01206	0.00156	0.00169	0	0.67821	0	0.00807	0.05203	0.02017	0.00539	0.08108	0.01435	0.02936
Healthy	5.39949	0.70132	0	0	0	0	0.11706	0	0	0	0	0	0	1.68467	0.39997	3.52668	0	0	0	0
Healthy	0	0	0.00909	0	0	0	0	0	0	0	0	0	2.93708	0.06939	0	0.04442	0.20805	0.00909	0	0
D015212	0.31556	0.02541	0.00025	0.04715	0	0	0	0	0.07063	0.00518	0	0	0	3.49015	0.05489	0.89545	0	0.00025	0	0.00073
Healthy	0.02623	12.2878	0	0.00019	0	0	0	0	0	0	0	5.83056	3.17908	0.14148	0.50211	0.27275	0.00014	0	0	0
Healthy	0.03618	0	0.01013	0	0.02444	0	0	0	0	0	0.05281	0.68997	2.91655	0.09518	0.00167	0.0503	0.02144	0.01013	0.02444	0
Healthy	1.43525	0	0	0.00381	0	0	0	0	0	0	18.73555	0.00645	0.12347	0.69208	0.41294	0.27382	0	0	0	0.00327
Healthy	0	3.59382	0	0.03123	0	0	0	0	0	0	0	5.24592	2.13962	1.20075	0.20648	0.17708	0	0	0	0
Healthy	0.01638	0.02537	0.08118	0	0	0	0	0	0	0	0	1.83791	0	0.45321	0.12093	0.2639	0	0.08118	0	0
Healthy	0.0398	0.00798	0	0.00289	0	0	0	0	0	0	0.60963	0.00239	0	0.01713	0.06367	1.09372	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.05631	1.66506	0.74576	0.28747	0.1932	0	0	0	0
Healthy	1.24812	6.59216	0	0.00361	1.08558	0	0	0.06825	0	0.00958	0.72205	0.03261	0	0.93613	0	0	0.35212	0	1.08558	0.08815
Healthy	0.01815	0	0	0	0	0	0	0	0	0	0	0.69764	5.51191	0.18183	0.02152	0.09191	0.00446	0	0	0.0384
Healthy	3.16462	0	0	0.00119	0	0	0	0	0	0	0.88559	2.98859	2.34956	0.26964	5.92	1.65058	0	0	0	0
Healthy	0.16099	0.66045	0	0	0	0	0	0	0	0	0	0	18.365	0.13277	0	0	0	0	0	0
Healthy	0.66341	0	0	0	0	0	0	0	0	0	0	0.68273	0	0.29511	0	0.21365	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.07907	3.09199	0.08277	0.03622	0.02106	0.30472	0	0	0
Healthy	0	0.00071	0	0.00253	0.00621	0.00057	0	0.04615	0.00752	0.0075	0.07068	0.00105	0.30831	0.12526	1.30742	0.21336	0	0	0.00621	0
Healthy	0.03489	0.60748	0	0.2873	0.00583	0.00866	0.40424	0.39646	1.99748	0.0063	0	16.9685	0.02627	0.04304	0.43632	0.08986	0	0	0.00583	0.00186
Healthy	0.07278	0	0	0	0	0	0	0	0	0.00805	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	8.54674	0	0	0	0.84303	0.41664	0	0	0	0
Healthy	0.01262	0	0	0	0	0	0	0	0	0	12.0682	2.67334	0.03148	0.08538	0.75911	0.43427	0.01369	0	0	0
Healthy	0.35817	0	0	0	0	0	0	0	0	0	0	3.40203	4.40509	0.12072	0.62297	1.97453	0	0	0	0
Healthy	0.08306	0	0	0	0	0	0	0	0	0	0	14.4977	0	0.15845	0.61245	0.24614	0.02746	0	0	0
Healthy	0.01363	0	0.03023	0.11946	0.0429	0.05781	0	0	0.15375	0.01771	0	1.799	0	0.86523	0	0.12584	0.01138	0.03023	0.0429	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.86405	4.1285	0.15985	0	0.01394	0.02676	0	0	0
Healthy	0.45282	0	0.35151	0.06337	0.30646	2.32786	0	0	0	0	0	12.0383	1.07553	1.27752	0.13098	0.69689	0	0.35151	0.30646	0
Healthy	0.01583	0	0	0.00255	0	0	0	0	0.05091	0.00715	0	0.27024	0	0.03746	0.00738	0.0697	0.13863	0	0	0.04363
Healthy	0	0	0	0	0	0.01219	0	0	0.0131	0	0	0.23358	0	0.24472	0.2484	0.41019	0.001	0	0	0.01869
Healthy	0.04158	0.00328	0	0	0	0	0	0	0	0	0	0.63136	0	0.28642	0.0145	0.22889	0.00914	0	0	0.00412
Healthy	0.2578	0	0	0	0	0	0	0	0	0	0.01457	17.8675	0.84705	0.1708	1.46696	0.14208	0.21045	0	0	0.09409
Healthy	0	0	0	0	0	0	0	0	0.04323	0	3.90542	0.00967	5.85919	2.17986	0.35864	0.12659	0	0	0	0
Healthy	2.29318	0.15156	0	0.00796	0	0	0.01031	0	0	0.07522	0	18.069	0.39789	1.92473	3.07329	1.2803	0.03671	0	0	0
Healthy	0.66489	0	0	0	0	0	0	0	0	0	0	0	0.75647	5.39598	0	0.62061	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.75741	0	2.65375	0	0	0	0	0	0
Healthy	0.78865	0	0	0	0	0	0	0	0.10204	0.00878	0	13.2567	1.78821	0.0508	2.4886	0.32718	0.06502	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.22341	1.07594	0.14119	0.00317	0.12119	0.32427	0	0	0
Healthy	0.60576	0.08994	0.08027	0.03908	0.03447	0.01251	0	0	0.01572	0.03122	0.94241	3.30644	0.56763	0.27342	1.21352	0.41478	0.00522	0.08027	0.03447	0.00696
Healthy	0	0	0	0	0	0	0	0	0	0	3.75622	0.06438	0.51071	0.13709	0	0	0	0	0	0
Healthy	0.0444	0	0	0	0	0	0	0	0	0	39.4271	0.69709	5.12192	0.2843	0.05333	0.02785	0	0	0	0
Healthy	0.6889	0.08406	0.11586	0	0	0	0	0	0	0	0	0	0	0.04855	0	0.02029	0.01458	0.11586	0	0
Healthy	0.06544	0.02988	0	0	0	0	0	0	0.00686	0.00467	0	13.7456	0	0.01133	0.35937	0.2272	0	0	0	0
Healthy	0	0.00782	0	0	0	0	0	0	0	0	0	1.0791	6.53682	0.26128	0.03764	0.01032	0.30531	0	0	0.04601
Healthy	0.20903	0	0	0	0	0	0	0	0	0	0	0	1.09607	0.09281	0	0.07024	1.12334	0	0	0
Healthy	0.18712	0	0	0	0	0	0	0	0	0	7.20773	0.95946	0.64972	3.16967	0	0	0.01139	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	20.0487	1.38051	0.07374	0.04735	0.61543	0.65202	0.00564	0	0	0
Healthy	0.09641	7.70447	0	0	0	0	0	0.31234	0	0.00404	0	0.0125	0	0.52431	0	0	0	0	0	0
Healthy	6.2986	0.08618	0.00253	0.01184	0	0	0.03168	0.21194	0	0.0217	1.24701	1.14024	0.05946	0.11694	0.57543	1.20418	0	0.00253	0	0
Healthy	0	0.00442	0	0	0.32188	0.01007	0	0	0	0	0	2.15726	0	0.79795	0.12482	0.23504	0.51855	0	0.32188	0.00915
Healthy	0.22434	0	0	0.00136	0	0	0	0	0	0	5.26314	0	0.46314	2.15233	1.26933	0.46773	0.00746	0	0	0
Healthy	0	0	0.03792	0.02358	0.00236	0.04308	0	0	0	0	0	0.73952	0	0.02969	0	0.01989	0.07291	0.03792	0.00236	0.00185
Healthy	0	0.30101	0	0	0	0	0	0	0	0	0	0	0	0.13645	0	0	0	0	0	0
Healthy	0.06994	0.08915	0	0.00484	0	0.0167	0	0	0.0614	0.00203	0	10.6339	6.79418	0.11564	0.68065	0.33421	0.00838	0	0	0.02647
D015212	8.05137	0.05087	0.48279	0.04991	0.06113	0	0.13106	0	0.06276	0.01118	21.2096	0	0	0.12569	0.58686	1.06545	0.00154	0.48279	0.06113	0.01965
Healthy	0	0	0	0	0	0	0	0	0	0	43.2318	0	0	0.23774	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.19939	0	0	0.41266	1.2024	1.22957	0	0	0	0
Healthy	0	0.04808	0	0	0	0	0	0	0	0	0.01637	0.62427	2.89812	1.12399	0.25733	0.1457	0.11329	0	0	0
Healthy	0.17331	0	0	0	0	0	0	0	0	0	7.11611	0.91309	0.61304	1.83974	0	0	0.00432	0	0	0
Healthy	0.50184	0	0	0	0	0	0	0	0	0	0	2.56092	0	0.12185	0	0.0295	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.22072	6.00385	0.11359	0	0	0.02597	0	0	0
Healthy	0.95217	0	0	0	0	0	0	0	0	0	10.31152	0.30603	0	1.00391	3.78053	4.49978	0	0	0	0
Healthy	0.03244	0	0	0	0	0	0	0	0	0	0	2.33447	0	0.18272	1.14941	0.37801	0.06939	0	0	0
Healthy	0.20359	0	0	0	0	0.25335	0	0	0	0	0	0	11.1742	0.07466	0	0.03604	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	21.8277	1.53413	5.13208	0	0	0	0	0	0
Healthy	0.00208	0	0	0.00192	0	0.07316	0	0	0	0	1.38738	7.74784	3.29861	0.43624	0.36299	0.39328	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	44.27986	0	3.5212	0.39232	0	0.004	0	0	0	0
Healthy	43.76262	1.45828	0	0	0	0	0	0	0	0	0	0.03356	0	0.04683	0.00059	0.12503	0.01148	0	0	0
Healthy	0.09518	0	0	0	0	0	0	0	0	0	0	6.81295	4.1437	0.31066	0.02357	0.14383	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.03774	0.10505	0.0552	0	0	0	0	0	0	0	0	0	2.03418	0.07725	0.00522	0.04293	0.0046	0.0552	0	0.0363
Healthy	0.66997	0	0	0	0	0	0	0	0	0	0	0.65716	0	0.14912	0	0.1763	0	0	0	0
Healthy	0.23027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.05473	0	0	0	0.03099	0	0	0	0	0	0.02981	0.7283	2.94017	0.05233	0	0.04224	0.02796	0	0.03099	0.00928
Healthy	0.32829	0	0.05592	0.01299	0.02447	0.25364	0	0	0	0	0	4.63145	1.82916	0.03719	0.15364	0.32072	0	0.05592	0.02447	0.02688
Healthy	0.05886	0	0	0	0	0	0	0	0	0	45.48352	0	0.75572	0.33813	0	0	0	0	0	0
Healthy	0.4939	0	0	0	0	0	0	0	0	0	0	0	3.55464	0.69605	0	0.07273	0.0694	0	0	0
Healthy	0.07047	0	0.13466	0	0.09756	0	0	0	0	0	0	0	2.47642	0.90323	0	0	0.08782	0.13466	0.09756	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.1196	2.10902	0	0.83593	1.12834	0.61855	0	0	0	0
Healthy	0.00475	0	0.00092	0	0	0	0	0	0	0	0	0	0	0.62572	0.37633	0.33537	0	0.00092	0	0
Healthy	0	0	0.02999	0.01628	0.01114	0.0332	0	0	0	0	0	0.71541	0	0.01705	0	0.05177	0.0779	0.02999	0.01114	0.01212
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.07584	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	45.29351	0.00675	3.26787	0.87272	0	0.00771	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.32495	6.4425	0.14861	0	0	0.03435	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.99991	0	0.90614	0	0	0	0	0	0
Healthy	0.01555	0	0	0.00854	0	0	0	0	0	0	0	2.15434	0	2.44021	0.04745	0.21271	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.30701	12.322	3.77618	0.83374	0.40827	0.19254	0	0	0	0
Healthy	0.03613	0	0	0	0.08336	0	0	0	0	0	0	0	0	0.14718	0	0.04859	0	0	0.08336	0
Healthy	0	0	0.36607	0	0.06681	0	0	0	0	0	0	0	1.97047	0	0	0	0.53767	0.36607	0.06681	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.10439	2.81808	1.06246	0	0	0	0	0	0
Healthy	0.2994	0.11764	0.00716	0	0.07644	0	0	0	0	0	0	0	8.26997	0.96816	0.12647	0.13088	0	0.00716	0.07644	0.02294
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.24537	0.95871	1.92338	0	0	0.02375	0	0	0
Healthy	0.04261	0.15218	0.02873	0	0.09358	0.11815	0.00279	0.077	0	0	0	0.01131	0	0.06451	0.36476	0.04545	0.217	0.02873	0.09358	0.01871
Healthy	3.46127	0	0	0	0	0	0	0	0	0	0	20.2521	1.53473	2.36659	1.99371	2.30091	0	0	0	0
D015212	0.72431	0.03508	0	0.01762	0.00567	0.00912	0	0.19697	0	0.03259	0	0	0	0.00778	0	0	0	0	0.00567	0
Healthy	0	0.01935	0	0	0	0	0	0	0	0	0	1.06493	0.15739	2.69736	0.0184	0.22304	0	0	0	0
Healthy	0.35487	0	0	0	0	0	0	0	0	0	0	6.87567	1.46526	3.20991	0.30953	0.63778	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.28693	0.95414	1.93705	0	0	0.03274	0	0	0
Healthy	4.60465	0.02482	0.00782	0.00461	0.01617	0.02121	0	0	0.11332	0	0	0.2458	4.94584	0.01549	0.81508	0.71598	0.05912	0.00782	0.01617	0.01398
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.97096	0	0.25555	0.00471	0.00937	0.00428	0	0	0
Healthy	0.01921	0.00636	0	0	0	0	0	0	0	0	0	0.60464	0	0.38041	0	0.19704	0.01829	0	0	0.02036
Healthy	0.05411	0.09084	0.01227	0.0319	0.61297	0	0	0.01793	0	0.00616	0.26179	0	0	0.01208	0.17742	0.26608	0	0.01227	0.61297	0.03502
Healthy	16.17656	0	0	0	0	0	0	0	0	0	0	0.00339	0.00305	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.09929	0	0	0	0	0	0	0
Healthy	0.31871	0.00041	0	0.012	0.00208	0	0	0	0	0	0	4.0802	2.02421	4.3484	1.94708	1.14231	0.05055	0	0.00208	0.00341
Healthy	0	0.12858	0	0	0	0.02554	0	0	0	0	0	0	0	0.16469	0	0.00993	0.10547	0	0	0
Healthy	0.23724	0	0	0	0	0	0	0	0	0	7.02305	0.84458	0.64546	1.94538	0	0	0.00765	0	0	0
Healthy	0.01405	0	0	0.00738	0	0	0	0	0.03605	0.01228	0	0.27221	0	0.04926	0.00482	0.13005	0.00803	0	0	0.04355
D015212	0.28786	0.0069	0.07934	0.02078	0.11158	0.12422	0.23705	0.00184	0.02218	0	10.11133	3.29345	0	0.61499	0.97821	0.46958	0.00339	0.07934	0.11158	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.77166	0	0.13176	0.25316	0.17574	0.04009	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	44.32041	0	3.26936	0.90959	0	0.00757	0	0	0	0
Healthy	0	0.0724	0.19603	0	0.02512	0.00204	0	0	0	0	0	0	0	0.02781	0	0.02794	0	0.19603	0.02512	0.13551
Healthy	0	1.67027	0.00219	0.31017	0	0.07285	0	0	0	0	0	0	0	0.36137	0	0.22717	0.13784	0.00219	0	0
Healthy	0	0.03087	0	0	0	0	0	0	0	0	0	0	0	0.02993	0.0142	0.05001	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.01512	0	0	0.0717	1.5687	1.56281	0	0	0.0074	0	0	0
Healthy	0.48286	0	0	0.00127	0	0	0	0	0.001	0	21.90152	7.35924	0.07114	1.696	0.75408	1.75379	0.00699	0	0	0
Healthy	0	0	1.80928	0	0.11848	0	0	0	0	0	0	0	0.81834	3.50073	0	0.18193	0.14393	1.80928	0.11848	0
Healthy	0.57013	0	0	0.00049	0	0	0	0	0	0	13.96248	2.47622	0.75966	1.30552	0.1994	0.22363	0.01793	0	0	0
D015212	0.18761	0.01702	0	0.01287	0.84776	0	0	0.20576	0	0	0.86001	0	0	0.11555	0	0	0	0	0.84776	0
Healthy	0.00821	0	0.09782	0	0.01615	0.00924	0	0	0	0	0.01086	0	0	0.00796	0	0.00971	0.02427	0.09782	0.01615	0
Healthy	0	0.39225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	18.1635	0	0	4.58507	0	0	0	0	0
Healthy	0.00101	0	0	0.00244	0	0	0	0	0	0	47.3312	0.00756	1.25826	0.49315	0.19574	0.13302	0	0	0	0
Healthy	3.67627	0	0	0	0	0	0	0	0.10698	0.00394	0.09853	3.30195	3.7532	0.04064	2.31136	0.98152	0.05352	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.6529	0	1.47331	0	0	0.26009	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	64.5871	0.03891	0.38651	0.52102	0.18748	0.15349	0	0	0	0
D015212	0.66946	0.02242	0.02742	0	0	0	0	0	0	0	29.9142	1.59283	0.10287	0.35241	0.23571	0.52031	0.0132	0.02742	0	0
Healthy	6.92059	0.0099	0	0.04983	0.00701	0	0.02044	0	0.00364	0.0123	0.4199	0.006	0.97608	0.00683	2.62803	2.13147	0	0	0.00701	0
Healthy	7.81671	0.02581	0.0789	1.10761	0.17327	1.16018	0.05797	0.41657	0.08311	0.13402	0.00052	0	0	0.11603	14.8345	0.22012	0	0.0789	0.17327	0.43065
Healthy	0.58394	0.09393	0.50411	0.04575	2.52336	0	0.1253	0.1286	0.88975	0.06514	0	0	0	0.00803	0	1.98183	0.02623	0.50411	2.52336	0.07456
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.89254	0	0.20399	0.00978	0.00163	0.01684	0	0	0
Healthy	0.02163	0	0	0	0.02028	0	0	0	0	0	0	0.31167	0.58829	0.05932	0	0.02851	0.00319	0	0.02028	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.02106	1.46482	0.88148	0.0473	0.39655	0.00148	0	0	0
Healthy	0.77638	0	0	0	0	0	0	0	0	0	0	0	0.49332	0.59487	2.60154	1.43085	0	0	0	0
Healthy	0.41385	0.00724	0.01096	0.00099	0.00147	0.00504	0.1355	0	0.01932	0.00038	0	3.87728	4.34467	0.07459	0.744	0.57118	0.02092	0.01096	0.00147	0.00289
D015212	0.75393	4.24401	0.94446	0.04225	0	0	0	0	0	0.24844	0	0	0	0.70174	0	1.1961	0	0.94446	0	0
Healthy	0.59381	0.01265	0.00139	0.02476	0	0	0	0	0.01148	0.00106	0.01329	3.85592	1.8394	0.30259	0.76613	1.24323	0	0.00139	0	0.01196
Healthy	0.22154	0.00258	0	0.24217	0	0	0	0	0	0.23941	0.00189	0	0.00288	1.60255	0	0	0	0	0	0
Healthy	0.10484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.24482	0.00941	0.42559	0	0.00829	0	0	0	0	0	0	0	0	0.04684	0.01562	0.01809	0.10605	0.42559	0.00829	0.3832
Healthy	0	0	0	0.00278	0.01692	0.0003	0	0	0	0	0.00696	0.92511	0.11926	0.13523	0.01972	0.00782	0.01269	0	0.01692	0
Healthy	0.0964	0	0.01253	0.012	0	0	0	0	0	0	0	2.2507	2.11805	0.10229	0.09069	0.11886	0.0514	0.01253	0	0.05759
Healthy	0.1366	0	0	0	0	0	0	0	0	0	0	4.35368	5.94479	1.03872	0.32634	0.1358	0.04211	0	0	0
Healthy	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.06786	0	0	0	0	0	0	0	0	0	32.35583	1.7073	1.92015	0.39788	0	0.04681	0	0	0	0
Healthy	0.73753	0	0	0	0	0	0	0	0	0	0	6.35662	1.24557	1.72117	0.49026	0.60867	0.00249	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.01656	0	0	0	0	0	0	0	0	0	0	0.57382
Healthy	0.04098	0	0	0	0	0.003	0	0	0	0	0	0	0	0.26201	0.06016	0.15714	0	0	0	0
Healthy	0	0.15168	0	0	0	0.06262	0	0	0	0	0	0	0	0.2571	0	0.05043	0.27294	0	0	0.02776
D015212	0	11.1221	0.44182	0.77788	0.11911	0	0	0	0	0.23035	0	0	0	0.70003	0	3.42832	0	0.44182	0.11911	0
Healthy	0.03254	0.28722	0	0.00715	0	0	0.3027	0	0	0.00182	0.0459	0	0	0.00928	0	0.00623	0.00139	0	0	0
Healthy	1.27566	0.05876	0	0	0	0	0	0	0	0	0	0.92374	0	2.40753	1.44689	0.4628	0.71365	0	0	0
Healthy	0.0672	0.01416	0	0.00594	0.00433	0.0018	0	0	0	0.00389	6.71216	0	1.48789	1.08996	1.61132	1.34854	0	0	0.00433	0
Healthy	2.732	0	0.31213	0	0	0	0	0	0	0	0	20.9506	0	3.33748	0.65432	1.54898	0	0.31213	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.50076	0	0.27551	0	0	0	0	0	0
Healthy	0.02111	0	0	0	0.05388	0	0	0	0	0	0	0.35335	0.63088	0.07276	0	0.03535	0.02131	0	0.05388	0
Healthy	0	0	0.60132	0	0	0	0	0	0	0	0	0	3.30334	0.02901	0	0	0.33648	0.60132	0	0
Healthy	0.99203	0.01289	0.001	0.00578	0.021	0	0.10228	0	0	0	0	0	1.22552	0.07625	1.13597	0.72149	0.33276	0.001	0.021	0.02861
Healthy	0	0	0.02028	0	0	0	0	0	0	0	0	0.08515	5.02209	2.28741	0.88881	0.56984	0	0.02028	0	0
Healthy	0.22672	0	0	0	0	0	0	0	0	0	0	0	1.09773	0.42781	0	0.08343	1.34498	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.03449	0.43946	0.13755	0	0	0	0	0	0
Healthy	0.00661	0.37521	0.0017	0.06512	0	0.00234	0	0.22506	0.01759	0	0	1.04447	0	0.9731	0.27156	0.30499	0.11116	0.0017	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.05104	0	0	0.59747	1.38983	0.94119	0	0	0	0
Healthy	0.88718	0	0	0	0	0	0	0	0.14399	0	0	0	3.50041	0.24852	0.88429	0.33446	0	0	0	0
Healthy	1.22918	0.08784	0.13292	0.05584	0.04196	0.14533	0	0.47789	0.00127	0.04376	0	7.89261	0	0.12449	0.24945	0.44033	0.0513	0.13292	0.04196	0.08002
Healthy	0	0	0	0	0	0	0	0	0	0	8.90353	1.51624	0	0.17713	1.35625	0.4218	0.0517	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	32.483	6.2093	1.3753	0.21971	0.95731	0	0	0	0
Healthy	0.0323	0	0	0	0.00765	0	0	0	0	0	0	0.06731	0	0.29736	0.22783	0.11705	0	0	0.00765	0
Healthy	0.4527	0	0	0.06208	0	0	0.00063	0	0	0	55.8483	0.00042	1.11072	0.06039	0.11749	0.28329	0.00026	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.36137	0	0.80755	0	0	0.19324	0	0	0
Healthy	0.06187	0	0	0	0	0	0	0	0	0	8.26867	0.06202	0.10354	0.12507	0.28134	0.12093	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015212	0.36277	0.00468	4.18215	2.03345	0.71803	0	0	0	0	0	0	0	0	2.22971	0	0	1.04327	4.18215	0.71803	0
Healthy	0.22365	0.18672	0.39421	0	0.2842	0	0	0	0	0	0	0	0	0.99151	0.4263	0.13061	0	0.39421	0.2842	0
Healthy	1.83156	0.0041	0.09322	0.03674	0.00326	0.00098	0.20417	0	0.02017	0.00375	0	11.3365	0.5316	2.62093	3.14218	0.54876	0.03821	0.09322	0.00326	0.07006
Healthy	0	0	0	0	0	0	0	0	0	0	0	7.33099	0	0	2.63855	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	22.6101	1.49798	0.01323	0.05642	0.74748	0.22425	0.01578	0	0	0
Healthy	1.37676	0.70844	0.07555	0.06009	0.0384	0.02858	0.10949	0.00525	0.01948	0	11.4038	0.00316	0	0.09697	0.86308	0.14579	0.00049	0.07555	0.0384	0.20603
