group	Enterobacteriaceae	Veillonellaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Micrococcaceae		Akkermansiaceae	Burkholderiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Peptostreptococcaceae
Healthy	0	2.1907	0.39306	0	0		0	0	0	0	1.78144	2.42427	0	2.1907	5.80849	0.24692
Healthy	13.9963	0.00019	0.15399	0	0.00138		0.69177	0.21463	0	0.57344	0	0.14687	0	0.00019	0	0.00563
Healthy	1.97488	0.32045	0.55781	0.31368	0.01105		0	3.72896	0	0	0	0	0.31368	0.32045	0.00401	0
Healthy	0	0	0	0	0		0	5.97047	0	0.06438	0	0	0	0	0	0
Healthy	0	0	0.05137	0	0		0.04061	1.53753	0	2.19439	0	0.15336	0	0	0	0.16066
Healthy	1.47459	0	1.16383	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.3254	0	0	0	0		0.89533	0.61745	0	0.03471	0	0.02738	0	0	0.00658	0
Healthy	2.7942	0	0	0.02934	0		0	0.08939	0	0	0	0	0.02934	0	0	0
Healthy	10.0015	1.05349	0	0	0		0	0.15628	0	0.23655	0	0	0	1.05349	0	0
Healthy	1.38799	0.11281	0	0	0		0	1.9211	0.04177	0.49135	0	0.11963	0	0.11281	0	0
Healthy	0.25207	0.11493	0.01303	0.05279	0		0	0.46264	0	0	0	0.00256	0.05279	0.11493	0.02839	0
Healthy	0.07561	0.03623	0.07444	0	0		2.16926	0.30777	2.40259	1.31661	1.24512	0.64157	0	0.03623	0.02547	0.0745
Healthy	3.66633	0	0	0	0		0	0.29907	0	0.01594	0	0	0	0	0	0
Healthy	0.83901	0	0.02366	0.14385	0		0.02971	0.07138	0	0	0	0.01193	0.14385	0	0	0.11959
Healthy	7.15652	0	0	0	0		0.69476	1.51314	0	0.01238	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0.13632	0.0853	0.42561	0	0	0.6495	0.64746
Healthy	0.19677	0.148	0	0	0		0	0.02032	0	0	0	0	0	0.148	0.20559	0
Healthy	0	0.03493	0	3.69149	0.03671		0	0.07442	0	4.21812	0	1.15267	3.69149	0.03493	0.06508	0.24596
Healthy	7.71781	0.2414	0	0	0		2.50305	0.08838	0	1.27449	0.16206	0	0	0.2414	2.07129	0
Healthy	17.4171	0.08752	0	0	0		0.96752	0.05176	0	0.41828	0	0.02618	0	0.08752	0.07844	0
Healthy	0	0.0578	0	0	0		0	0.03037	0	0.16236	0	0.16911	0	0.0578	0.25436	0
Healthy	0	1.03152	0	0	0		0.01451	5.9298	0	0	3.40753	0.01334	0	1.03152	2.15515	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.10395	0	0	0	0		1.4265	0.57633	0	0.27455	0	0.10711	0	0	0	0
Healthy	0.16068	0.0047	1.43266	0	0		0	0	0	0.18821	0	0.22563	0	0.0047	0.10564	0.00586
Healthy	0	0	0	0	0		0	0	0	0	0	0.15243	0	0	0	0
Healthy	2.14707	0	0	0	0		0	0	0	2.36626	0.02442	0	0	0	0	0
Healthy	0.01098	0	0	0.00069	0		5.35162	0.63126	0	0.10878	0	0.14425	0.00069	0	0	0.05229
Healthy	11.5426	0.59166	0	0	0		0	0.15248	0	0.21004	0	0	0	0.59166	0	0
Healthy	1.50484	0	0	0	0		0	0	6.63654	1.49455	0.17896	1.19718	0	0	0	0.11784
Healthy	0.01154	0.01293	0	0	0		0.35196	0.85468	0	0.03848	0	0.03819	0	0.01293	0.05004	0
Healthy	1.65962	0.00497	0.05231	4.13931	0.02943		0	0.07641	1.63292	1.57654	0	0.03226	4.13931	0.00497	0.00344	0
Healthy	8.78375	0	0	0	0		1.88655	0	0	4.57511	0	0	0	0	0	0
Healthy	0	0.03122	0	0	0		0.70036	5.79825	0	0	0.87851	0.05165	0	0.03122	2.05426	0
Healthy	0	0.09385	0.14742	0	0		0.0041	1.37364	0	0.98172	0	0	0	0.09385	0	0.00655
Healthy	0.07433	0	0	0	0		0.12044	0.24467	0.0527	0	0	0	0	0	0	0
Healthy	0.35776	0.12835	0.04948	0	0.00026		0.99344	0.13222	0.26311	1.36756	1.2162	0.12035	0	0.12835	0.04772	0.28309
Healthy	0.28069	0	0	0	0		1.0437	7.24791	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0.17831	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	6.19596	0	0.05665	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	2.98424	0	0.0476	0	0.0663	0	0	0	0
Healthy	0	0	0	0	0		0	0	0.39262	0	1.80022	0.80749	0	0	0	0
Healthy	0	0	0.31516	0	0		0	1.21066	0	1.86686	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00742	0	0	0		0	0.02934	0	0.18821	0	0.89319	0	0.00742	0.12575	0.27214
Healthy	0	0	0.01745	0	0		0	0.24758	0	0.57421	2.6772	0.0065	0	0	0.18209	0
Healthy	0	0.05076	0	3.84576	0		0	1.64733	0	0.32197	1.96463	1.29461	3.84576	0.05076	0.00906	0
Healthy	0.59558	0.12295	0	0	0		0	0.22701	0	0.04989	0	0	0	0.12295	0.13059	0
Healthy	82.805	0.92279	0	0	0		0	0	0	0	0	0.44632	0	0.92279	0	0
Healthy	0	0.05381	0.00737	0	0		0.21708	0.94444	0	0.85532	0.00205	0.3211	0	0.05381	0	0.12234
Healthy	0	0	0	0	0		0	1.15823	0	0.07502	0	0.04758	0	0	0	0
Healthy	0	0	0.20506	0	0		0	0.69383	0	0.01291	0	0.00988	0	0	0	0.03922
Healthy	0.27603	0	0	0	0		0	0	0	0	0.41895	1.38214	0	0	0	0
Healthy	0.18035	1.04081	2.30687	0	0		2.4118	0	0	3.81318	0	0.05739	0	1.04081	0	0
Healthy	0	0	0	0	0		0	5.9785	0	0.04771	0	0	0	0	0	0
Healthy	30.1684	0.0169	0.08666	0	0.00705		0.59191	1.1171	0.09692	0.91329	0	0.02807	0	0.0169	0.00462	0.03252
Healthy	0	0	0	0	0		0	0.04775	0	0.42755	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	3.08774	0	0.08662	0	0.09143	0	0	0	0
Healthy	0	0	0	0.25377	0		0	0	12.5629	0	1.16794	2.7745	0.25377	0	0	0
Healthy	0.1208	0	0.03881	0	0		0	1.66666	0	0.78574	0.14252	0.12452	0	0	0	0.06238
Healthy	0	0	0.19957	0	0		1.63701	1.01856	0.40335	1.04391	0.01034	0	0	0	0	0
Healthy	0	0.75139	0	0	0.0038		0	0.01796	2.51116	0.12765	0	0	0	0.75139	2.1448	0.1023
Healthy	0.03912	0	0	0	0		4.96987	0.25238	0.23143	0.13535	0	0	0	0	0	0
Healthy	0	0	0	0.00262	0		0	0	0	0	0	0.03188	0.00262	0	0	0
Healthy	0.60083	0	0	0	0		0.00221	0.03376	0	0.873	0.02071	0.40236	0	0	0	0
Healthy	0.05911	0	0	0	0.00152		0.07655	0.35714	0	0.71676	0	0.01682	0	0	0.01433	0.03708
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0.00462	0	0.87971	0	0	0	0	1.36942	0.16096
Healthy	0	0	0	0	0		0	0	0	0	0	4.52987	0	0	0	0
Healthy	0.3829	0.00019	0	0	0		4.6533	0.02087	1.28516	0.25159	0	2.2781	0	0.00019	0.0016	0.00076
Healthy	10.3109	0	0	0	0		43.9572	0.25265	0	1.29893	0	0.17695	0	0	0	0
Healthy	76.9175	0	0	0	0.2525		0	0	0	0	0	0	0	0	16.41967	0
Healthy	0	0.02223	0	0	0		7.07682	0.25018	0	0.67391	0	0.20636	0	0.02223	0	0
Healthy	0.0636	0.25307	8.20846	0	0.00616		0	0.00356	0	0.1506	0	0.01362	0	0.25307	0.09435	0.00414
Healthy	0	0.01775	0	0	0		1.63248	0.32458	5.67771	1.00303	0	2.49719	0	0.01775	0.35545	2.10565
Healthy	0.02218	0.06816	0	0.0015	0		0.00167	0	0	0	0	0.06154	0.0015	0.06816	0.01779	0
Healthy	0.00841	0.04263	0	0	0		0	0	0	0	0	0.25017	0	0.04263	0.17251	0.09696
Healthy	0.15005	0.02418	0	0	0		0	1.44825	0.18688	0.20741	0	0	0	0.02418	0	0
Healthy	0.11262	0	0	0.03591	0		0	0.34439	0	0.4799	0	0	0.03591	0	0.01366	0
Healthy	0.3216	0.16466	0	0	0		0	0.16782	0	0.42917	0	0.0226	0	0.16466	0.0387	0
Healthy	0.0382	0.01251	0.05923	1.64133	0		0	0.17961	0.18574	0.45753	0.89326	0.93941	1.64133	0.01251	0	0
Healthy	0	0	0	0.07474	0		0	0	0.10866	0.61621	0.04011	0.21588	0.07474	0	0	0
Healthy	0	0	0	0	0		0	3.21734	0	0.03955	0	0.09975	0	0	0	0
Healthy	0.01536	0.01214	0	0	0		0.02182	0	0	0.03609	0	0.1009	0	0.01214	0.08167	0
Healthy	0	0.1179	0	0	0		0.15338	0	0.56772	0.01564	0	0.23356	0	0.1179	0	0.03304
Healthy	99.3324	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.2602	0	0	0		0	0.02982	0	0.239	0	0	0	0.2602	0.55071	0
Healthy	0	0	0	0	0		0.14577	0.00834	0	0.20832	0	0.54942	0	0	0.7624	0.15417
Healthy	0	0	0	0	0		0	0.16061	0	0.22944	0	0.05353	0	0	0	0
Healthy	0	0	0	1.79016	0		0	0	5.73709	0.27293	6.80856	2.78651	1.79016	0	0	0
Healthy	0	0.51805	0	0	0		8.13114	0.35696	0	0.09411	0	0	0	0.51805	0	0
Healthy	0.21538	0.11848	0	0	0		0	0	0	0.05285	0	0.02503	0	0.11848	0.59476	0.15122
Healthy	0	0	0	0	0		0	0.20796	0	0	0	0.36642	0	0	0	0
Healthy	0.31683	0.16411	0	0	0		0	0.01046	0	0	0	0	0	0.16411	0.21065	0
Healthy	0.04164	0.02608	0.0599	0	0		0.03008	3.63964	0	1.15313	0	0	0	0.02608	0	0
Healthy	0.09185	0	0	0	0		0.56197	0.54442	0	0.13671	0	0.00047	0	0	0	0
Healthy	0.11803	0	0	0	0		0	0.07572	0	0.03061	0	0.02461	0	0	0	0
Healthy	0.18718	0.15243	0	0	0		1.37537	0	0	0	0	0.00036	0	0.15243	0.00356	0.03091
Healthy	0.35282	0	0	6.54936	0		0	0	0	0	0	0.52282	6.54936	0	0	0
Healthy	0.10696	0.05004	0.00759	0.01412	0		0	0.00571	0	0	0	0.01656	0.01412	0.05004	0.0498	0.13131
Healthy	0	0	0	0	0		0.05846	0.05599	0.6732	0	0	0	0	0	0	0
Healthy	1.36054	0.00772	0.06049	4.0675	0.03337		0	0.07199	1.51831	1.39747	0	0.01845	4.0675	0.00772	0.00227	0
Healthy	0	0	0	0	0		0	0.10204	0.41172	0.25778	0	0.01137	0	0	0	0.36434
Healthy	5.28272	0.023	0	0	0		0	0	0	4.75024	0	0	0	0.023	0	0.00864
Healthy	0.67371	0.01208	0	0	0		0.02786	1.37251	0	0.21746	0	0	0	0.01208	0.5081	0.00826
Healthy	0.5889	0.23528	0	0.00484	0.08105		1.73321	0.02924	0	2.24086	1.36651	0.20711	0.00484	0.23528	0.12577	0
Healthy	2.6253	0.04092	0	0.01811	0		0	0	0	0	0	0.00797	0.01811	0.04092	0.50367	0.29017
Healthy	0.09115	0.06613	0	0	0.01693		7.46565	0.07476	2.58859	1.87375	0	0.03567	0	0.06613	0.03762	0.04687
Healthy	0	0	0.17258	0	0		0.09818	0.16469	0.04879	0	0	0.17285	0	0	0.05275	0.30967
Healthy	0.12491	0	0	0.03567	0		0	0.28935	0	0.44293	0	0	0.03567	0	0	0
Healthy	0	0	0	0	0		0	0.0605	0	0.32167	0	1.12563	0	0	1.31321	0.49756
Healthy	0.25577	0	0.70379	0	0		0	2.01035	0	0.3159	1.38538	0	0	0	0.27691	0.27633
Healthy	0	0	0	0	0		6.54328	0.30027	25.1723	0.81273	0	0	0	0	0	0.01195
Healthy	0	0.04695	0	0	0		0.76858	5.82004	0	0	0.88013	0.03848	0	0.04695	2.24622	0
Healthy	0.69287	0.23996	0	0.06141	0.00719		0.94624	0.90663	0	0	0	0.00477	0.06141	0.23996	0.19978	0.02572
Healthy	1.06199	0.05717	0	0	0.00239		2.87693	1.58452	0	0	0	0.94072	0	0.05717	0.04173	0.01107
Healthy	2.35562	2.17314	0	0	0.0505		0	0	0	0	0	0	0	2.17314	0.55167	0
Healthy	0	0.07539	0	0	0		0.05151	0.04528	0	0	0	0.31	0	0.07539	1.44863	0.37412
Healthy	0	0	0	0	0		0.11621	0	0.05076	0	0	0	0	0	0	0
Healthy	0.04844	0.00272	0	0	0.00248		1.77402	0.07849	0	0	3.54093	0.04387	0	0.00272	0	0.04726
Healthy	0.04976	0.15995	0.5042	0.49088	0		0	0.09861	0	0.19052	3.84709	0.73435	0.49088	0.15995	0.00484	0
Healthy	1.09555	0	0	0	0		5.50325	1.41746	0.05808	0.01378	1.79344	0	0	0	0.01242	0.00279
Healthy	0.00817	0	0.23414	0	0		0.55641	0.15098	0.1082	0.05756	0	0.72541	0	0	0.00722	0.00373
Healthy	0.5133	0.06149	0	0.57755	0.00421		0	0.02629	0.09203	0.53123	12.4621	0.10257	0.57755	0.06149	0.64482	0.01007
Healthy	0	0	0.39169	1.96503	0		0.93483	0	0	0.83719	0	0.00258	1.96503	0	0	0
Healthy	7.46327	0.22815	0	0.23515	0.01691		0	0.88337	0	0.00537	0	3.47651	0.23515	0.22815	0	0.66857
Healthy	0.01636	0.01122	0.59566	0	0.0018		0	3.89876	0.00083	0.69723	0.11165	0	0	0.01122	0.01104	0.00332
Healthy	0.17344	0	0	0	0		0	0.15155	0	0.02949	0	0.00703	0	0	0.06532	0.00384
Healthy	0.06106	0	0	0	0		1.85231	0.50884	0	0	0	0	0	0	0	0
Healthy	0	0.14734	0	0	0		0	0	7.54448	0	0	6.35549	0	0.14734	0	0
Healthy	7.65476	0.01761	0.13683	0	0.02091		0.71933	2.24124	0	1.18845	0	0.08378	0	0.01761	0.09002	0.07496
Healthy	87.6699	0	0	0	0		0	0.04965	0	0	0	0	0	0	0	0
Healthy	0.87742	0.05289	0.007	0.31268	0.00033		0.01764	1.83111	1.70994	0	1.23038	0.09034	0.31268	0.05289	0.14111	0.28323
Healthy	0	0	0	0	0		0.70276	0.01528	0	0	0	0	0	0	0	0
Healthy	0.08761	0.03405	0	0	0.00016		0	0.03217	1.80075	0.67645	0	0.02874	0	0.03405	0.07677	0.09703
Healthy	0	0	0	0	0		0	0	0	0	0	0.51735	0	0	0	0
Healthy	0.36426	0.14732	0	0	0		0	0.00901	0	0	0	0	0	0.14732	0.23996	0
Healthy	0.14705	0	0	0	0		0.09043	0.24334	0.04311	0	0	0	0	0	0	0
Healthy	0.18304	0	0.05257	2.79265	0		0.98179	0.09001	0	0.61169	0	0.5634	2.79265	0	0	0.31151
Healthy	0	0	0	0	0		0	0	0	0	0	0.76987	0	0	0	0
Healthy	0	0	0	0	0		23.484	0	2.20838	0.38363	2.52302	0.21724	0	0	0	0
Healthy	0.13388	0.00243	0	0	0		0.90006	0.11188	0.91984	0	0	0	0	0.00243	0	0
Healthy	0.09389	0	0	0	0		0.11704	0.26229	0.06314	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0.04924	0	0	3.95932	0	0	0	0	0
Healthy	0.01077	0.00567	0	0	0		0	0	0	0	0	0.03373	0	0.00567	0.01136	0.42534
Healthy	0	0	0	0	0		0	0.05455	0	0.02019	0	0.32	0	0	1.81989	0.14632
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.02321	0	0	0	0		0	0.21457	0	0	0	0.27242	0	0	0	0
Healthy	0.0328	0	0	0.50213	0		0	0.04583	0	0.08428	0	0	0.50213	0	0	0
Healthy	2.17787	0	0	0	0.5084		1.91177	0	0	2.53666	1.91706	3.5968	0	0	0	0
Healthy	0	0	0	0	0		0	0.15651	0	0.23918	0	0.07183	0	0	0	0
Healthy	0	0	0	0	0		0	0.26069	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0.00383	0.01474	0	0	2.4818	0	0	0	0	0.09037
Healthy	0	0	0	0	0		0.46621	1.15039	0.11285	0.25072	5.57201	0	0	0	0	0.28594
D012778	0.07365	4.57705	10.60029	0	0		0	0.76471	0	3.84863	0	0.02355	0	4.57705	0	0
Healthy	0	0	0	0	0		0	0.19017	0	0.23103	0	0.06868	0	0	0	0
Healthy	0.43307	0.26113	0	0	0		0.4713	2.89444	0.14447	0.29517	0	1.90703	0	0.26113	0.24747	0
Healthy	0	0	0	0	0		17.4263	0	0	3.21662	0	0	0	0	0	0
Healthy	0	0.02688	0.11797	0	0		0	0	0.15253	0	0	0	0	0.02688	0.40379	0.20194
Healthy	0.6727	0.00129	0	0.06095	0		0	0.04209	0	0.02957	0	0.00207	0.06095	0.00129	0	0.05314
Healthy	0.74512	0.13021	0.78683	0	0		0	0.77874	0	4.01171	0	0	0	0.13021	0	0.03828
Healthy	4.12779	0	0	0	0		0.53649	0	0	0	0	0	0	0	0	0
Healthy	1.83545	0	0	0	0.02426		3.051	0	3.06931	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	3.18134	0	0	0	0.0405	0	0	0	0
Healthy	0	0	0	0	0		0	3.01158	0	0.06704	0	0.07771	0	0	0	0
Healthy	0	0	0.00944	0	0		1.18295	0.16203	0	0.31422	0	0.40002	0	0	0.01484	0
Healthy	0.04559	0	0.25765	0	0		0.00566	0	0	1.55705	1.62095	16.44743	0	0	0	0.41789
Healthy	0.09805	0	0.38832	0	0		0.02702	0.04103	1.70278	0.13637	1.52412	1.21208	0	0	0.06684	0.40841
Healthy	2.02806	0.1432	0	0.04432	0.01459		0	0.21396	0.81474	1.07156	0	0.08132	0.04432	0.1432	0.28217	0.06758
Healthy	0	0	0	0	0		0	0	9.23471	0.6947	2.69908	0.57303	0	0	0	0
Healthy	0	0.0031	0	0	0		14.9065	0.04026	0	0.28028	0	3.0786	0	0.0031	0	0
Healthy	0.04317	0	0	0	0		0.28653	0	0	0	0	0.07882	0	0	0	0
Healthy	8.48243	0.02726	0	0	0		0	0.30935	0	0.0426	0	0	0	0.02726	0.00258	0.66049
Healthy	0.03067	0	0	0	0		0	0.39488	0.89622	0	0	0.91029	0	0	0.03965	0
Healthy	0	0.13071	0	0	0		5.74457	2.38969	0	0	0.24554	0.07792	0	0.13071	0.74286	0
Healthy	0.47299	0.00186	0.03492	0	0		0	0.18365	0	0.30276	0	0.00749	0	0.00186	0	0.14908
Healthy	0	0	0	0	0		10.3129	0.08094	0	0.19455	0.85189	0	0	0	0	0
Healthy	0	0	0.21739	0.74543	0		0	0	0.71531	1.00994	1.40714	2.86491	0.74543	0	0.24052	0.05592
Healthy	0.02631	0	0	0.91977	0		0	0.39081	0	0.40393	0	0.12269	0.91977	0	0	0.05482
Healthy	15.6337	0	0	0	0.00144		0	0	0	0	0	0.18018	0	0	0	0.04787
Healthy	1.31886	0	0	1.26078	0		0	0	0	0	0	0	1.26078	0	0	0
Healthy	2.36877	0.06649	0	0	0		0	0.26927	0.49771	1.80717	0	0	0	0.06649	0	0
Healthy	0	0	0	0	0		0	0	0	0	3.79571	0	0	0	0	0
Healthy	0	0.08681	0	10.9273	0		0	0.84737	0	0.09271	0.36619	1.47063	10.9273	0.08681	0.1676	0.02165
D012778	22.1342	0.28934	3.17657	0.00037	0.03568		0	0	0	0	0	0.00076	0.00037	0.28934	0.05597	0.00874
Healthy	0.78469	0	0	0	0		0	0.24481	0	0.18082	0	0.00754	0	0	0	0.06551
Healthy	0.15749	0	1.9303	0	0		0	0	0	0	0	0	0	0	0.00151	0
Healthy	0.07817	0.00282	0	0	0		0.95693	0.00077	0	0.29965	0.00449	0.11387	0	0.00282	0.00767	0
Healthy	4.27323	0.10549	0.20686	0.11987	0.00923		0.00118	0	0	3.87625	0	0.17237	0.11987	0.10549	0	0.00065
Healthy	0	0	0	0	0		0.83121	0.01982	0	0.07912	0	0	0	0	0	0
Healthy	0.12255	0	0	0	0		0.39632	0.25346	0	0	3.1767	0	0	0	0	0
Healthy	0	0	0	0	0		0	0.19767	0	0	0	0.27498	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	2.77932	0	0	0	0	0	0
Healthy	18.6713	0.01348	0	0	0.00522		0	5.67678	0	0	0	0	0	0.01348	0.00123	0
Healthy	1.0251	0.04263	0	0	0		0.64191	0.37347	0	0.31875	0.00324	0.04425	0	0.04263	0.07592	0
Healthy	0.15486	0.21648	0	0.08768	0.32407		3.66082	0	0	0	0	0.15287	0.08768	0.21648	3.13703	0.61698
Healthy	0	0	0.00189	0	0		1.26041	0	0	1.12734	2.10912	0.01338	0	0	0	0
Healthy	0.30347	0.00198	0.00081	0	0.00057		0.08939	0.56276	0	0.81806	0	0.10371	0	0.00198	0.00554	0.1
Healthy	0	0	0	1.18591	0		0.09638	0	0.83654	0	0.12298	0.8243	1.18591	0	0.21568	0.30225
Healthy	0.17465	0	0	0	0		0	0.12171	0.17766	1.38578	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	5.94144	0	0.04655	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0.16545	0	0	0	0	0	0	0	0
Healthy	9.93651	0	0	0	0		44.3916	0.2551	0	1.28768	0	0.13414	0	0	0	0
Healthy	0.07966	0	0	0	0		12.5439	2.0776	0.00886	0.02616	0	0.05917	0	0	0	0.01069
Healthy	0.27898	1.09017	0.06683	0.0785	0.10574		0	1.3721	0	7.0379	0	0.03273	0.0785	1.09017	0.58972	0.03452
Healthy	0.81252	7.54867	0	0	0		0	0	0	0.08225	0	0	0	7.54867	0.38291	0
Healthy	0.44934	0	0	0	0		0	0	0	0	0	0.01117	0	0	0.02631	0
Healthy	1.56178	0.00429	0	0	0.0811		0.87286	1.36827	1.43462	0.8386	0	0	0	0.00429	0.45378	0.14746
Healthy	0.0024	0.05124	0	0	0		0	0.00643	0	0.01795	0.00334	0	0	0.05124	0.15484	0.21993
Healthy	0	0	0	0	0		0	0.11785	0	0.47425	1.28594	0.09703	0	0	0	0.20308
Healthy	0	0.98843	0	0	0		0.02587	6.04808	0	0	3.26728	0.02499	0	0.98843	2.02587	0
Healthy	0.02496	0	0	0	0		1.81914	0	9.02686	0.23581	0.05093	0	0	0	0	0
Healthy	0.08922	0	0	0	0		0	0.32864	0	0	0	0	0	0	0	0
Healthy	9.88235	0	0	0	0		43.4397	0.30473	0	1.34761	0	0.16516	0	0	0	0
Healthy	0	0	0	0	0		1.87694	0.00578	0	0	0	0	0	0	1.36227	0
Healthy	1.58023	0.04947	1.71841	0	0		0	0.06759	0	0	0	0.00841	0	0.04947	0.19247	0.21189
Healthy	0	0	8.66729	0.06569	0		0	0.04694	0.67796	2.33976	0	1.21645	0.06569	0	0	0
Healthy	0.37113	1.10627	0	0	0		0	0.02805	0	0.24101	0	0.09797	0	1.10627	0	0
Healthy	0	0.0198	0	0	0		0	0.00403	0	0.1148	0	0.59342	0	0.0198	1.0041	0.21255
Healthy	0.01877	0.01004	0	0	0		0.63345	0.01246	0	0.08713	0	0	0	0.01004	0.01017	0
Healthy	0	0.0068	0	0	0		0	0.31437	0	0.19234	3.56166	0.02068	0	0.0068	0.16205	0
Healthy	2.9113	0	0.14333	0	0		0	0	0	0	0	0	0	0	0	0.29111
Healthy	0	0	0	0.24703	0		0	0	0	0	0	0	0.24703	0	0	0
Healthy	0	0	0	0.07134	0		0	0.09599	3.42295	0.31976	10.40661	0.89092	0.07134	0	0	0.00748
Healthy	0	0.00389	0	0.05956	0.00991		0	1.40404	0	0.71882	0	0.0979	0.05956	0.00389	0.06871	0.01238
Healthy	0	0	0	0	0		0	0.02892	0	0	0	0	0	0	0	0
Healthy	0	0.02759	0	0	0		7.1259	0.2694	0	0.62212	0	0.18017	0	0.02759	0	0
Healthy	0	0	0.00128	0	0.0062		0.00548	0.24799	0	0.56859	0	0.05333	0	0	0	0
Healthy	0.06494	0	0	0	0		1.8733	0.53159	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	7.35104	0	0	0	0.01213	0	0	0.10871	0
D012778	0.06627	4.53975	10.62402	0	0		0	0.75189	0	3.50406	0	0.01956	0	4.53975	0	0
Healthy	1.20757	0.05853	0	0	0		0	1.98576	0.07196	0.48773	0	0.15116	0	0.05853	0	0
Healthy	0	0.82588	0	0	0		0.69784	0.48374	1.31778	0.04435	0	0.01159	0	0.82588	0.039	0
Healthy	0.04797	0.02472	0.01791	0	0		0	0.09344	0	0.16674	0	3.33254	0	0.02472	0.00876	0.1229
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.04867	0	0	0	0		0	0	0	0.03053	0	0.22781	0	0	0	0
Healthy	0.03647	0	0	0	0		2.98314	0.17413	1.67696	1.6807	2.35582	0.57724	0	0	0	0.0213
Healthy	0	0	0	0	0		0	0.24725	0	0.83256	0	0	0	0	0	0
Healthy	1.23047	0.0719	0	0	0		0	1.85884	0.05882	0.52714	0	0.10332	0	0.0719	0	0
Healthy	0.04098	0	0	0	0		4.66138	0.1233	0.16213	0.07547	0	0.00942	0	0	0	0
Healthy	0.00425	0.03522	0	0	0		0	0.81636	0	0.13333	0	0.31005	0	0.03522	0.04721	0.13353
Healthy	0	0	0	0	0.02014		0.00431	0	0	0	0	0	0	0	0.00203	0
Healthy	0	0	0.1106	0	0		3.29025	0.8243	2.94825	0.77635	0	0	0	0	0	0
Healthy	0	0	0	0	0		23.1101	0.01818	2.14605	0.32328	2.49701	0.21676	0	0	0	0
Healthy	1.20807	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	4.1579	0	0	0	0		0.55513	0	0	0	0	0	0	0	0	0
Healthy	0.05966	0.23005	0	0	0		0	0.25053	0	0.14466	0	0.14595	0	0.23005	0.02721	0
Healthy	0.09955	0	0	0	0		0.10918	2.40783	0.00287	0.80353	0	0.42548	0	0	0	0
Healthy	0	0	0	0	0		0.2125	0.07875	0	0	0	0	0	0	0	0
Healthy	0.04148	0	0	0	0		0	0.16176	0	0	0	0.2637	0	0	0	0
Healthy	0.19572	0	0.28123	0	0.02678		0	0.27122	0	1.41122	0	0.03959	0	0	0	0
Healthy	0.03233	0.22593	0.49421	0.54359	0		0	0.10037	0	0.16486	3.85052	0.78721	0.54359	0.22593	0.00743	0
Healthy	1.5362	0	0	0	0		0	0.10489	0	0	0	0.04231	0	0	0	0
Healthy	0.18393	0.04624	2.81301	0.90599	0.0332		0	6.00826	0.08105	1.01192	0	0.00949	0.90599	0.04624	0.00493	0.02318
Healthy	0.439	0	0	0	0		1.21439	2.70131	0.4182	1.05984	0	0.01369	0	0	0	0
Healthy	2.78783	0	0	0	0		0	0	4.59177	2.83929	0	0.63052	0	0	0	0
Healthy	0.36457	0.02182	0	0	0		0	0.11036	0	0.11391	0	0.03687	0	0.02182	0	0
Healthy	0	1.35298	0	0	0		1.22072	3.09391	0	0	0	0.30699	0	1.35298	0.1348	0.00694
Healthy	1.03393	0	0	0	0		7.01615	0.21952	0	0.72103	0	0.31315	0	0	0	0
Healthy	0	0	0	0	0		0	0.23517	0	0	0	0	0	0	0	0
Healthy	0.2978	2.26471	0	0	0.05945		4.32216	3.38681	0	0.1604	0	1.2407	0	2.26471	0.12993	0.03313
Healthy	0.24642	0.00638	0	0	0		1.23974	0.19099	4.87042	0	0	0.12133	0	0.00638	0.21756	0.52529
Healthy	1.24297	0.72332	0	0	0		30.6252	0.02206	0	0.28545	0	0.0011	0	0.72332	0.01877	0.006
Healthy	0	0	0	0	0		0.57529	0.37923	3.47638	0	0	0	0	0	0	0
