group	Enterobacteriaceae	Veillonellaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Micrococcaceae		Akkermansiaceae	Burkholderiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Peptostreptococcaceae
Healthy	1.46894	0	0	0	0		1.0465	1.79141	0.44406	1.24327	0	0	0	0	0.02101	0
Healthy	8.92773	0	0.01885	0.01202	0		0.0516	0.08431	0	1.37624	0	0.21254	0.01202	0	0	0.02929
Healthy	2.36936	0	0	0	0		0	0	3.50797	0	0	0.6794	0	0	0	0
Healthy	0	0.47985	0	0	0		8.74254	0.4469	0	0.09112	0	0	0	0.47985	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.88981	0	0	0	0		7.77259	0.16422	6.98195	1.34746	0	1.22395	0	0	0	0.77774
Healthy	0.01881	0	0	0	0		5.38753	0.42016	0	0.08697	0	0	0	0	0	0
Healthy	3.03512	0	0	0	0		0	0.07304	0	0	0	0	0	0	0	0
Healthy	0.15672	0	0.27624	0	0.01863		0	0.28218	0	1.44477	0	0.04577	0	0	0	0
Healthy	0	0	0	0	0		10.3229	0.11422	0	0.27812	0.90445	0.02131	0	0	0	0
Healthy	0	0.01151	0	3.80833	0		0	0.02039	0.03734	0.05465	0	1.40203	3.80833	0.01151	0.02071	0
Healthy	1.52966	0.27273	0	0.08625	0		0	0.22695	0	0	0	0.21813	0.08625	0.27273	0.26021	0
Healthy	0	0	0.00838	0	0		12.2121	0.0624	0	2.6492	3.93516	0.41223	0	0	0	0.84831
Healthy	0.55057	0	0	0	0		0.15797	0.04039	0	0.61158	0.11318	0.55101	0	0	0	0
Healthy	20.3087	0.0364	0	0.80914	0		1.70303	0.134	0.76143	0.31888	2.03051	3.73091	0.80914	0.0364	0.35054	0.08155
Healthy	13.87331	0	0.02058	0	0.00297		3.49865	0	0	0.46059	2.59872	1.27154	0	0	0.00472	1.22216
Healthy	0	0	0	4.71198	0		0	0	0	0	0	0	4.71198	0	0	0
Healthy	0	0	1.48967	0	0		0	0	3.44522	2.36464	0	0	0	0	0	0
Healthy	0.10908	0	0	0	0		0	0.07662	0	0.05245	0	0.00812	0	0	0	0
Healthy	0	0.00205	0	0	0		0.59824	0.01483	0	0.1284	0	0	0	0.00205	0.05958	0
Healthy	1.9833	0	0	0	0		0	0	3.34416	0	0	0.68798	0	0	0	0
Healthy	0.16116	0.04284	0	0	0		0	0.19691	0	0.03368	0	0	0	0.04284	0.05187	0.00482
Healthy	0	0	0	0	0		0.76661	0	0	0.02815	0	0	0	0	0	0
Healthy	0.05114	0.0346	0	0	0.00407		2.67299	0.36839	0.05084	0.26007	1.81253	0.08292	0	0.0346	0.16317	0
Healthy	0.98729	0.833	0	0	0		0	0	0	0	0	0	0	0.833	0	0
Healthy	0.03126	0	0	0	0		0	0.06823	0	0.03267	0	0.10997	0	0	0	0.00215
Healthy	0	0.00577	0	0	0		0.54825	0.02056	0	0.09209	0	0	0	0.00577	0.03982	0
Healthy	0	0	0	0	0		0.80393	0	0	1.45176	0.42186	0	0	0	0	0
Healthy	0.237	0.01346	0	0.09758	0		0	0	0	0.5983	0	0.02333	0.09758	0.01346	0.04776	0.08091
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.0301	0	0	0		7.13824	0.31683	0	0.67306	0	0.151	0	0.0301	0	0
Healthy	0.13507	0.03121	0	0	0		0	1.46444	0.16536	0.18891	0	0.02359	0	0.03121	0.01467	0
Healthy	2.40992	0.02441	0	0	0.08706		0	0	0	0.00225	0	0	0	0.02441	0.00104	0
Healthy	0	0	0	0	0		0	0.40728	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.84622	0.00042		6.77689	0.10136	0	2.50489	0	1.34708	1.84622	0	0.00117	0
Healthy	0	0	0	0	0		0	0.32187	0	0.90387	0.25311	6.45829	0	0	0	0.76581
Healthy	0	0	0	0	0		22.7384	0.01216	2.01992	0.35908	2.44023	0.25445	0	0	0	0
Healthy	0	0	0	0	0		0	6.35168	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		1.97711	0.01459	0	0	0	0	0	0	0	0
Healthy	0	0.00205	0.0193	0.1644	0.00155		1.7831	0.16588	0	0.38212	0	0.46967	0.1644	0.00205	0.00664	0
Healthy	0	0	0	0	0		0	4.87942	0	0	0	0.03873	0	0	0.08017	0
Healthy	1.78426	0	0	0.10907	0		19.7803	0	16.7399	4.22563	0	0	0.10907	0	0	0
Healthy	1.90617	0	1.18442	0	0		2.54403	1.25627	0	8.95019	0.00458	0.02929	0	0	0	0.28209
Healthy	0.97562	0.78824	0	0	0		0	0	0	0	0	0	0	0.78824	0	0
Healthy	0	0	0	0	0		0	0.4085	0	1.42719	0	0	0	0	0	0
Healthy	0	0	0	0.13113	0		0	2.94365	0.02407	0.63418	0.00286	0.0443	0.13113	0	0	0
Healthy	0	0	0	0	0		0	1.20679	0	0.05625	0	0.03218	0	0	0	0
Healthy	27.3174	0.00372	0.22438	0	0.00088		0	0	0	1.57438	0	0.17319	0	0.00372	0	0.0121
Healthy	4.93118	0	0	0	0		0.03504	0.05346	0	0.01118	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0.04815	0	0	0	0.18367	0	0	0.95005	0.16829
Healthy	0	0	0	0	0		0	0.1098	0.25109	0.15239	4.1312	0	0	0	0	0
Healthy	0.10979	0	0	0.04409	0		0	0.3509	0	0.42452	0	0.00226	0.04409	0	0	0
Healthy	0	0	0	0	0		0	0.11738	2.18844	0	0	0.0566	0	0	0	0
Healthy	0	0	0	0	0		4.31389	0	0	0	0	0	0	0	0	0
Healthy	0.03568	0	0	0	0		0	0	0	0.0857	0	0	0	0	0	0
Healthy	0.20692	0	0	0	0		13.4977	0.05426	0	0.05288	0	0.01128	0	0	0	0
Healthy	0.03995	0	0	0	0		0	0.13432	0	0	0	0.0298	0	0	0	0
Healthy	0	0	0	0.12443	0		0	3.21879	0.0028	0.66456	0	0.04495	0.12443	0	0	0
Healthy	0	0.06672	0.06496	0.32413	0		0	0.00423	0	0.21433	2.67368	1.7435	0.32413	0.06672	0.1188	0
Healthy	0	0	0	0	0		0.01016	0.14739	0	0	0	0	0	0	0	0
Healthy	0	0.2243	0	0	0		0.89591	0.01237	0	0.25218	0	0	0	0.2243	0	0.20602
Healthy	0.10641	0	0	0	0		0.12521	2.37113	0	0.79995	0	0.39056	0	0	0	0
Healthy	0.13569	0	0	0	0		0	0.06799	0	0.04671	0	0.02021	0	0	0	0
Healthy	0.08551	0.04318	0.59291	1.18375	0		1.05241	0.00581	2.34279	0.686	0.69957	0.87374	1.18375	0.04318	0.12262	0.43149
Healthy	0	0	0	0	0		0	0.17472	0	0.22926	0	0.10464	0	0	0	0
Healthy	0	0.04684	0	0	0		0.00091	0.04241	0	0.18512	0	0.17156	0	0.04684	0.26003	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.27551	0.09097	0	0	0		0.17811	0.12751	0	0.00969	0	0	0	0.09097	0.113	0.33016
Healthy	0.01293	0	0.01661	0.85429	0		0.00072	0.49617	0	0.05307	0	0.01662	0.85429	0	0	0.05015
Healthy	0.47393	0	0	0	0		0	0	0.07771	0	1.17062	0	0	0	0.29076	0
Healthy	0	0.02922	0	0	0		7.25761	0.26997	0	0.67858	0	0.21419	0	0.02922	0	0
Healthy	0.03663	0.04073	0.00835	0	0		1.94716	0.50105	0	0.66124	0	0.06369	0	0.04073	0.06282	0.0044
Healthy	11.55	0.87193	0	0	0		0	0.15942	0	0.1782	0	0	0	0.87193	0	0
Healthy	0.02568	0.10587	0	0	0		0.00328	0	0	0.06596	0	0.00651	0	0.10587	0.34198	0.16009
Healthy	0.19079	0	0	0	0		0	0.03248	0	0.25373	0	0	0	0	0.14301	0
Healthy	0	0	0	0	0		0	0	0.36118	0	0.06577	1.6531	0	0	0	0
Healthy	0.05235	0.03075	0.00978	0.0357	0		0	0.00478	0	0.00305	0	0.08628	0.0357	0.03075	0.11903	0
Healthy	0	0.00712	0	0	0		0.77712	0.00191	0	0	0	1.32903	0	0.00712	0.10344	0
Healthy	0	0	0	0	0		0	0.03272	0.29465	0	0	0	0	0	0	0
Healthy	0.240091	0.069169024	0.364852337	0.07631457	0.007002653		0.21551	0.59736927	0.021293778	0.544634723	0.2016483	0.221655833	0.07631457	0.069169024	0.138052267	0.227800187
Healthy	0.50045	0.34337	0	0.93873	0		0	0.05368	3.19148	0.01494	26.9556	0.56727	0.93873	0.34337	1.46655	0.16768
Healthy	0.31242	0.00043	0.01011	0	0.00049		6.6743	0.00373	0.47427	1.64001	0	0.01707	0	0.00043	0.00356	0.05614
Healthy	0	0.08514	0	0	0		0	0.15661	0	0	0	0.00322	0	0.08514	0.01587	0
Healthy	0.88478	0	0	0	0		0	0.05586	0	4.11043	0	0.95617	0	0	0	0.04901
Healthy	0.82215	6.58622	0.63589	1.53145	0.0728		0	0	0	0	0	0	1.53145	6.58622	0.05268	0
Healthy	0	0	0.03136	0.34694	0		0.08498	0	0.04012	0.11066	0.28573	0.15095	0.34694	0	0	0
Healthy	0	0	0	0	0		1.04674	0.37186	0.0381	0.43123	0	0.00261	0	0	0	0
Healthy	0.07495	0	0	0	0		5.14114	0.14004	0.20911	0.16749	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.05708	0.03873	3.62339	0	0		0.71687	0	3.13385	1.21276	0.12029	0.1044	0	0.03873	0.06122	0
Healthy	0	0.01323	4.33847	0	0		0.14379	0.57555	0	0.41045	0	0	0	0.01323	0	0
Healthy	1.54445	1.60124	0	0.10638	0		0	0.41868	0	0	0	0.00276	0.10638	1.60124	0.62471	1.38365
Healthy	0.05107	0	0	0	0		0.00269	0.22373	0	0	0	0.01222	0	0	0	0
Healthy	0.06978	0	0	0	0		1.5884	0.00461	0	1.04688	0	0.71279	0	0	0.00356	0.04287
Healthy	0.69087	0	0	0.36643	0		0	0	0	0	0	0	0.36643	0	0	0
Healthy	0.70877	0	0	0	0		0	0.02718	0	0.92725	0.02708	0.32664	0	0	0	0
Healthy	8.81381	0.3305	0.08201	0	0.04318		0	0	0	2.35296	0	0	0	0.3305	0.42556	0.00258
Healthy	0	0	0	1.95557	0.01098		0	0	0.09168	0.11277	7.11918	0.35369	1.95557	0	0.01485	0.01797
Healthy	0	0	0	0	0		0	0	0	2.05149	0	0	0	0	0	0
Healthy	0	0	0	0	0		0.02732	1.60436	0	3.19898	0.0329	0.16301	0	0	0	0
Healthy	0.03815	0.01377	0.01676	0	0		0	0.00198	1.12012	0.11558	1.39632	1.92383	0	0.01377	0.11211	0.14137
Healthy	0	0.02977	0	0	0		0.39727	0.06318	0	0	0	0	0	0.02977	0.12638	0.39296
Healthy	2.63952	0.48284	1.16301	0	0.02642		0	4.43181	0	1.78512	0	0	0	0.48284	0.04479	0
Healthy	0.07583	0	0	0	0		0.15369	0.25373	0.036	0	0	0	0	0	0	0
Healthy	0.018	0.02019	0.00279	0	0		0.71707	1.35596	0	1.13196	0.37713	0.01019	0	0.02019	0.08063	0
Healthy	0	0	0	0	0		0	0	0	0	0	0.54825	0	0	0	0
Healthy	0	0	0	0	0		0.86062	0.0068	0	0.1082	0	0	0	0	0.02844	0
Healthy	0.33685	0.1195	0	0	0		0	0.05892	0	0	0	0	0	0.1195	0.21459	0
Healthy	16.70287	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	1.24196	0	0	0	0		7.09065	0.31508	0	0.66482	0	0.36059	0	0	0	0
Healthy	0.14246	0	0	0	0		1.91132	0.49916	0	0	0	0	0	0	0	0
Healthy	0	0	0.32702	0	0		0	1.27602	0	1.90868	0	0	0	0	0	0
Healthy	0.15843	0.30796	6.9033	0	0.05528		0	0.02275	0	0.39262	0	0	0	0.30796	0.06685	0.00991
Healthy	0	0	0	0	0		0	0	0	0.87986	0	0	0	0	0	0
Healthy	0	0	0.25795	0	0		0.36383	0.54023	0	0.46236	0	0.00224	0	0	0	0
Healthy	0	0	0	0	0		3.76576	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00327	1.3293	0		0	0.13286	0	0	0.30709	0.02654	1.3293	0	0	0
Healthy	0	0	0	0.11244	0		0	3.1611	0.03933	0.57896	0.00829	0.0678	0.11244	0	0	0
Healthy	0.50793	0	0	0	0		0	0.01379	0	0.89556	0.0177	0.32641	0	0	0	0
Healthy	0.03542	0.01519	0	0	0.00206		0.03421	0.20852	0	0	0	0	0	0.01519	0.03581	0.22027
Healthy	0	0	0	0	0		0	0	0	0	0	0.51555	0	0	0	0
Healthy	0.64668	0.13915	0	0	0		0	0.22274	0	0.04906	0	0	0	0.13915	0.09106	0
Healthy	0.09865	0	0	0	0		0.43714	0	0	1.25652	0.01742	0.84405	0	0	0	0
Healthy	0	0	0	0	0		0	5.13521	0	0	0	0.02887	0	0	0.08463	0
Healthy	0.29749	1.09941	0	0	0		0	0.04395	0	0.19312	0	0.06479	0	1.09941	0	0
Healthy	0	0	0	0	0		0	0.14607	0	0	0	0.01062	0	0	0	0
Healthy	0.04837	0.07798	0	0	0		2.86839	1.52688	0	0.00339	0	0.01292	0	0.07798	0.00269	0.0176
Healthy	0.25993	0.00488	0	0	0.00802		15.6544	0	0.04757	0.67321	0	0.03316	0	0.00488	0.0398	0
Healthy	0.08763	0	0	0	0		0	0.31818	0	0	0	0	0	0	0	0
Healthy	2.68474	0.11087	0	0	0		0.00364	0	0.00278	0.51558	0	0.16671	0	0.11087	0.14166	0.02241
Healthy	0.17827	0.04123	0.00369	0	0		0.23822	0.00062	0.03	0.13939	0	1.5405	0	0.04123	0	0.24412
Healthy	0	0	0.25604	0	0		0.06089	0.33499	0	0.15016	0	0.0016	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	5.92605	0	0	0	0.06352
Healthy	0.1881	0.03595	0.03211	0	0		0.96337	1.29112	0	0.93564	0	0.00877	0	0.03595	0.00157	0.00694
Healthy	0	0	0.53762	0	0		3.64954	0.16102	5.37796	1.39592	0.2169	0	0	0	0	0
Healthy	3.75353	0	0	0	0		0	0.27739	0	0	0	0	0	0	0	0
Healthy	0.34895	0	0	0	0		0	0	0	0	0.61326	0.94684	0	0	0	0
Healthy	0.40585	0.36427	5.22945	0	0.07574		0	0.08087	0	0.26862	0	0	0	0.36427	0	0
Healthy	0	0	0	0	0.00555		0	0	19.4665	1.90068	4.21592	2.45298	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.60641	0.00243	0	0.37726	0		5.31662	0.80646	0.23322	0.27924	0	0.27223	0.37726	0.00243	0.08498	0.00083
Healthy	2.42028	0	0.24752	0	0		0.51997	0	0	0	0	0	0	0	0.00228	0.02153
Healthy	0.24139	0.15836	0	0	0		1.71892	0	0	0	0	0	0	0.15836	0	0.00675
Healthy	0	0	0	0.96599	0		0	0	48.68016	4.9657	11.9554	0.87965	0.96599	0	0	2.55485
Healthy	0.01548	0.20092	0.01143	0	0		0.68442	0.03848	0.58074	0.35751	0	0.35836	0	0.20092	0.06199	0.12273
Healthy	0.15902	0	0	0	0		2.69661	0	0	0	3.43586	0	0	0	0	0
Healthy	0.31684	0.02286	0	2.038	0		11.6762	0.85391	0.9813	0.16409	10.8802	1.84857	2.038	0.02286	0.27948	0.33252
Healthy	0.00631	0.00124	0.55554	0	0		0.07665	0.6637	0	0.3311	0	0.00085	0	0.00124	0.0205	0
Healthy	45.5882	1.11315	0	0	0.03604		0	0	0	0	0	0.09629	0	1.11315	0.03831	0
Healthy	0	0	0.1023	0	0		0	0	0.86947	0.13434	1.77138	0.59915	0	0	0	0
Healthy	0	0	0	4.47807	0		0	0	0	0	0	0	4.47807	0	0	0
Healthy	4.10033	0.09863	0.81454	3.11206	0		0	0	0	0	0.89861	0	3.11206	0.09863	1.14587	0
Healthy	0	0	0	0	0		0	1.1619	0	0	0	0.08441	0	0	0	0.0178
Healthy	8.82978	0	0	0	0		0.53311	0	6.75288	0.02378	2.5993	3.20258	0	0	0	0
Healthy	0.06046	0	0	0	0		0.53351	0.01588	0.00725	0.24089	0	0	0	0	0	0
D012778	22.78847	12.26124	0.00178	0	0.00055		0	0.00103	0	0	0	0	0	12.26124	0.01734	0
Healthy	0	0.46037	0	0	0		8.43132	0.37096	0	0	0	0	0	0.46037	0	0
Healthy	0.06609	0	0	0.06327	0		0	0.34962	0	0.51608	0	0	0.06327	0	0	0
Healthy	0.17704	0.02579	0	0	0		0.93618	0.12307	0.88322	0	0	0	0	0.02579	0	0
Healthy	0	0	0	0	0		0	0	0	0.3569	0	0	0	0	0	0
Healthy	0.00249	0.00268	1.57431	0	0		0.73264	0.80168	0.02178	0.18953	2.56577	0.18637	0	0.00268	0.23854	0.18739
Healthy	0	0	0	0	0		0	1.11644	0	0.07235	0	0.08811	0	0	0	0
Healthy	0	0	0	0	0		0.07765	0.0668	0.67639	0	0	0	0	0	0	0
Healthy	0	0.31404	0	0	0		0	0.08554	0	0.07815	0	0.28176	0	0.31404	0.35685	0.14321
Healthy	0	0.05347	0	0	0		0	0	0	0.01742	0	0.24951	0	0.05347	0	0.08501
Healthy	0	0.11337	0	0	0		0	11.7845	0	0.26401	0	0	0	0.11337	0.00821	0
Healthy	1.80709	0.14332	0.03548	0	0		0	0.1319	0	0.00327	0.06021	0.00548	0	0.14332	0.01821	0
Healthy	6.89374	0	0.07843	0.04076	0.0086		0.64022	0.14041	0	0	0.34504	0.16394	0.04076	0	0.11591	0.26672
Healthy	0.15212	0.04221	0	0	0.00288		0.29306	1.18437	0	0.80896	0	0.10745	0	0.04221	0.3359	0.11422
Healthy	0	0	1.24649	0	0		1.49548	0	1.83433	2.04866	0	0	0	0	0	0
Healthy	0.14691	0	0	0	0		0.1311	0.22899	0.05754	0	0	0	0	0	0	0
Healthy	0	0	7.25298	0.04827	0		0	0	0	3.04863	0	0.00272	0.04827	0	0	0
Healthy	0	0	0	0	0		0	4.47882	0	0.01209	0	0	0	0	0	0
Healthy	0	0.07772	0	0	0		0	8.25565	0	0.19877	0	0	0	0.07772	0	0
Healthy	0.90631	0.14355	1.70391	0.02268	0		0	0.22222	0	0	0	0	0.02268	0.14355	0	0.00088
Healthy	0.61485	0.67738	0.0027	0	0.02855		0	1.93133	0	1.028	0	0.00646	0	0.67738	0.47082	0
Healthy	19.9867	0	0	0	0		0	0.36994	0	1.58019	0	0	0	0	0	0
Healthy	3.67768	0.35186	0	0.08734	0		0.83659	0.0198	0	0.83439	0	2.20147	0.08734	0.35186	3.74252	1.03075
Healthy	0.76985	0.86547	0	0	0		0	0	0	0	0	0	0	0.86547	0	0
Healthy	0	0	6.36722	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	10.125	0	0	0	0		43.6073	0.3202	0	1.25316	0	0.14992	0	0	0	0
Healthy	0.0121	0	0.25173	0	0		0	0.16599	0	0.0657	3.99758	0.17744	0	0	0	0.03973
Healthy	0	0	0	0	0		0	2.06661	0	0.2056	0	0	0	0	0	0
Healthy	0.02754	0	0	0	0		0	0.19159	0	0	0	0	0	0	0	0
Healthy	0	0.01765	0	0	0		0.59466	0.01458	0	0.10098	0	0	0	0.01765	0.04931	0
Healthy	0	0	0	0	0		0.88323	0.00203	0	0.07971	0	0	0	0	0.03761	0
Healthy	1.09099	0	0.13841	0	0		0.97528	0.12172	0	0.21585	0	0.00478	0	0	0	1.11945
Healthy	0.09538	0.03285	1.55332	0	0		0.39679	1.86301	0	0.15169	0	0.05989	0	0.03285	0	0
Healthy	3.78983	0	0	0	0		0	0.27995	0	0.01379	0	0	0	0	0	0
Healthy	0.04209	0	0	0	0		16.5921	0.05661	0	0	0	0	0	0	0	0
Healthy	0	0.00507	0	0	0		0	4.17376	0	0.01787	0	0	0	0.00507	0.00667	0
Healthy	0.36322	0.03127	0	0	0		0	0.15078	0	0.1371	0	0.02812	0	0.03127	0	0
Healthy	0.12818	0	0	0	0.00052		0.10905	1.0763	0	0.99882	0	1.51881	0	0	0.02304	0
Healthy	0.04594	0.02208	0.00728	0	0		0	0	0	0	0	0.00894	0	0.02208	0.04415	0
Healthy	1.53301	0	0	0	0		0	0.10557	0	0	0	0.04149	0	0	0	0
Healthy	0.54592	0	0	0	0		2.06924	0	1.08675	0	0	0	0	0	0	0
Healthy	0.12584	0	0	0.01532	0		0.056	0.02318	0	0.23862	1.41985	0.90476	0.01532	0	0	0
Healthy	0	0	0	0	0		0	0.1775	0	0	0	0.268	0	0	0	0
Healthy	0.75869	0	0.72064	0	0		0.06807	0.10903	0	0	0.02223	0	0	0	0	0.05397
Healthy	0.01907	0	0	0	0		8.75589	0.29865	0	0.01511	0	0.0344	0	0	0	0
Healthy	0.02321	0	0	0	0		0	0	0	0.02645	0	0.29861	0	0	0	0
Healthy	0	0.01564	0	0	0		7.05557	0.61386	2.25756	0	1.1082	0	0	0.01564	0.48452	0
Healthy	0	0.05151	0	0	0		0	0.06137	0	0.15137	0	0.28763	0	0.05151	0.06028	0.14442
Healthy	0	0.13449	0.07419	0	0.15035		0	4.16061	0	0.94334	0	0.00944	0	0.13449	0.0801	0.1405
Healthy	0	0.00037	0	0	0		1.79223	0.68399	0	0.22512	0	1.03404	0	0.00037	0.01108	0
Healthy	0	0	0	0	0		6.14789	0	0	0	0	0	0	0	0	0
Healthy	0	0.12907	0	0	0		0	0	0	0	0	0	0	0.12907	0	0.20503
Healthy	0.19376	0.01142	0	0.052	0		0	0.66943	0	0.10673	0	0.00028	0.052	0.01142	0.1058	0.03962
Healthy	0.18688	0	0	5.4121	0		0.36559	0	3.01271	0	0	1.1188	5.4121	0	0	0.63571
Healthy	0	0	0	0	0		0	0	0	0.0358	0	0.27761	0	0	0	0
Healthy	22.1672	0.05636	0.06055	0	0.04061		2.50516	0.29426	0	0.21899	0	1.97673	0	0.05636	0.01361	0.03609
Healthy	3.18917	0	0.33265	0	0		0	0	0	0	0	0	0	0	0	0.33598
Healthy	0	0	0	0	0		0	0	0	0.82508	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	5.11519	0	0.01579	0	0.02544	0	0	0.10041	0
Healthy	0.8376	1.08332	0	0.2439	0		1.10551	0	0	3.27877	0	0.10334	0.2439	1.08332	0.7502	0.31518
Healthy	0.1633	0	0.12748	0	0		0	2.74871	0.15552	0.13775	1.34773	0.03468	0	0	0.01447	0.02589
Healthy	0.18712	0	0	0	0		0	0.20062	0	0.04301	0	0.11697	0	0	0.12915	0
Healthy	0.10794	0.01432	0.07125	0	0		0	0.26726	0	0.03607	4.72287	0.10696	0	0.01432	0.03387	0
Healthy	0.00296	0	0	0.21942	0.03951		0	0	0	0	0	0.28593	0.21942	0	0	0
Healthy	0	0	0	0.76374	0		3.33021	1.07478	0.00862	0	0	0.01306	0.76374	0	0.01006	0.16522
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	4.36693	0	0	0	0		0.54846	0	0	0	0	0	0	0	0	0
Healthy	2.39681	0	0	0	0		0	0.34776	0	0	0	0	0	0	0	0
Healthy	1.00535	0.84376	0	0	0		0	0	0	0	0	0	0	0.84376	0	0
Healthy	0.26138	0	0	0	0		0	0.13267	0	0	0	0.71584	0	0	1.03756	0
Healthy	11.8998	0.706	0	0	0		0	0.15783	0	0.14533	0	0	0	0.706	0	0
Healthy	0	0	0.0103	0	0		2.1929	0.21671	9.50394	0.30832	0.11234	0	0	0	0	0
Healthy	10.014	0	0	0	0		43.9338	0.24068	0	1.38014	0	0.17354	0	0	0	0
Healthy	9.5299	0	7.365	0	0		0	0	3.57724	8.28998	0	3.2326	0	0	0	0
Healthy	0.15088	0.01659	0	0	0		2.10778	0.08205	0	0.02629	0	0.02231	0	0.01659	0.05272	0.18738
Healthy	0	0.30352	0	0	0		0	1.20495	0	0	0	0	0	0.30352	2.91034	0
Healthy	0	0.01559	0	0	0		0	4.329	0	0.02701	0	0	0	0.01559	0.02984	0
Healthy	0	0	0	0	0		10.7516	0	0	0	0	0	0	0	0	0
Healthy	0	0.00573	0	0	0		0	0.00552	0	0	0	0	0	0.00573	0.03588	0
Healthy	4.13304	0	0	0	0		0.5846	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0.53104	0.01735	0.02146	0.40143	0	0	0	0	0	0
Healthy	0.1421	0	0	0	0		0	0.23636	0	0	0	0.02861	0	0	0	0
Healthy	0	0	0	0	0		0	0.08527	0	0.72678	1.57656	0.05895	0	0	0	0.15516
Healthy	0	0	0.08897	0	0.1046		0	0	0	0	0	0	0	0	1.86419	0
Healthy	0	0	0	0	0		0	0.30118	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		29.7937	0.26164	0	0	0	0.09676	0	0	0	0
Healthy	0	0	1.4605	0	0		6.07064	0.11919	6.89201	2.25198	0.00966	0	0	0	0	0.00649
Healthy	0	0	0	0	0		0	0.24045	0	0	0	0.2803	0	0	0	0
Healthy	1.84917	0.00304	0.02885	0.26323	0.28573		0.98327	0.02352	0.05766	1.33923	2.32279	5.17261	0.26323	0.00304	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.18084	0.00116	0	0		0.01772	1.29475	0	0.24301	2.67787	0.00649	0	0.18084	1.57368	0.01909
Healthy	0.15972	0.01603	0	0	0		1.45081	0.00722	0	0	0.06406	0.00291	0	0.01603	0.07594	0.05917
Healthy	0	0.05479	0	0	0		0.74671	5.87215	0	0	0.85476	0.02612	0	0.05479	2.26157	0
Healthy	0	0	0	0	0		0	0.02424	0	0.02057	0	0.30242	0	0	1.63806	0.55938
Healthy	0.06461	0.02014	0	0	0		0	1.39296	0.21375	0.23223	0	0	0	0.02014	0.01736	0
Healthy	77.2984	0.70908	0.30556	0	0.03898		0	0	0	0.02367	0	0.00061	0	0.70908	0	0
Healthy	0	0	0	0	0		0.1712	0	17.665	0	0	2.74118	0	0	0	0
Healthy	0	0.10107	0.06093	0.41427	0		0	0	0	0.11936	2.37654	2.11912	0.41427	0.10107	0.15182	0
Healthy	0.00823	0.13844	0	0.00162	0		6.18736	2.03547	0	1.31884	0	0.00585	0.00162	0.13844	0.00122	0.08164
Healthy	0.4514	0.14006	0	0	0		0	0.25185	0	0.06541	0	0	0	0.14006	0.13338	0
Healthy	0.04173	0	0	0	0		0	0.00397	0	0	0	0	0	0	0.06391	0.081
Healthy	0.05765	0	0	0	0		0	0.1336	0	0	0	0.02327	0	0	0	0
Healthy	9.92646	0	0	0	0.17103		0	0.15393	0	0.00056	0	0	0	0	0	0.00032
Healthy	0.06685	0.24884	0.0074	0	0		0	0.42497	0	0.0752	0	0.29385	0	0.24884	0.04665	0.2242
Healthy	0	0	0	0	0		0	0.03817	0	0.03504	0	0.38366	0	0	0.86819	0.0456
Healthy	0	0.12248	0	0	0		0	0	0	0	0	0	0	0.12248	0	0.25889
Healthy	0	0	0	0	0		0	3.16701	0	0.66904	0	0	0	0	0	0
Healthy	1.3884	0	0	0	0		0	0	0	8.43543	0	0.3619	0	0	0	0
Healthy	0	0	0	0	0		2.45662	0.11625	1.33638	0.02349	0.28523	0.74657	0	0	0.20335	0.02029
Healthy	0.37676	0.03572	0	0	0		0.55249	0.93434	0	0.01035	0	0.11645	0	0.03572	0.07866	0.01837
Healthy	0	0	0	0	0		0.01061	0.01494	0	0.2526	0	0.05151	0	0	0	0
Healthy	1.00028	0	0	0	0		7.07393	0.30854	0	0.67773	0	0.33887	0	0	0	0
Healthy	0	0	0.60874	0.01228	0		0	0.05722	0.29786	3.59342	3.25716	0.61902	0.01228	0	0	0
Healthy	0	0	0	0	0		1.17807	6.39631	0.6609	0	1.39311	0	0	0	0.01139	0
