group	Phytobacter_ursingii	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Ruminococcus_B_gnavus	Clostridium_A_leptum	Streptococcus_thermophilus	Streptococcus_sp004166885	Rothia_sp001808955	Eggerthella_lenta	Longicatena_innocuum	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Streptococcus_sp001556435	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Ruminococcus_C_callidus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.05298	0.01546	0	0	0	0	0	0	0	0.01118	0.14263	0.05298	0	0.02753	0	0	0	0	0
Healthy	0.48396	0	0	0	0.14612	0.09177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.01632	0.0533	0	0	0	0	0	0	0	0.07356	0.1511	0.01632	0	0.1095	0	0	0.03388	0	0
Healthy	0.03177	0	0	0	0.64429	0	0	0	0	0.00781	0	0	0	0	0	0	0	0	0	0.0424
Healthy	5.33933	0	0	0	0	0	0	0	0	0	0.21308	0.06579	0	0	0	0.25202	0.12675	0.0193	0.00557	0
Healthy	0.50252	0.04034	0.04352	0	0.13202	0	0	0	0	0.00757	0.07158	0.11263	0.04034	0	0.02416	0	0.00874	0.09531	0	0
Healthy	0.06854	0.18532	0.08512	0.07344	0.02372	0	0.03841	0	0	0	2.63659	0.51415	0.18532	0	0.37264	0	0	0	0	0
Healthy	0	0.01933	0	0	0	0	0	0	0	0	0.381	0.23064	0.01933	0	0.13215	0.60918	0.23146	0.06954	0.01921	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.16819	0.13064	0.01109	0	0	0	0	0	0	0.00557	0.08009	0.04383	0.13064	0	0	0	0	0.06003	0	0
Healthy	0	0.02245	0.00545	0.00965	0.00309	0.22598	0.01885	0.00254	0.00414	0.00208	0.94915	0.35329	0.02245	0	0.07823	0.72978	0.01482	1.64806	0.21735	0
Healthy	0.77609	0	0	0.27976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.04004	0	0	0.08401	0	0	0	0	0	0.79835	0.60587	0.04004	0.04196	0.19323	1.9211	0.02845	0.00394	0.55764	0.00337
Healthy	0	0	0	0	0	0.03315	0	0	0	0	0.32514	0.56647	0	7.09834	0.43504	0	0.37482	0	0	0
Healthy	0.32465	0.0062	0.01684	0	0.04035	0	0	0	0	0.0017	0.28758	0.33394	0.0062	0.26724	0.38271	0.58406	0.0167	0.02454	0.11139	0
Healthy	0	0.0661	0.05456	0	0	0.20487	0	0	0	0	0	0.03113	0.0661	0	0	0	0	0.00426	0	0
Healthy	0	0	0	0.15614	0	0	0	0	0	0	0.43875	0.42918	0	0.00361	0.12438	0	0.14002	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.26351	0.22827	0	0	0.37601	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.06148	0.22072	0	0	0.0643	0	0	0	0	0
Healthy	0	0.06732	0.02674	1.98063	0.00841	0.02537	0	0	0.06995	0.00172	0.01414	0.08696	0.06732	0	0.06203	0	0.0372	0	0	0.01584
Healthy	10.2792	0	0	0	0.03254	0	0	0	0.01827	0.01067	0	0.13498	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.37717	0.90885	0	0	0	0	0.00218	0.24857	0.13089	0	0.8175	0.08211	0.22056	0.02045	0	0.03748	0.00363
Healthy	0	0.93048	0.45768	0	0	0.04238	0.13692	0	0	0	0.44294	0.20241	0.93048	0.50945	0.13843	0.32614	0.0542	0.38983	0.05842	0
Healthy	0	0.44594	0.11882	0.01985	1.03316	0.04874	0.02679	0.00028	0	0.00073	0.85649	1.48685	0.44594	0	0.8769	0	0.16279	1.24129	0	0
Healthy	0.1535	0.22423	0.07215	0	0.01237	0.08187	0	0	0	0	1.29556	0.65772	0.22423	0	0.62553	0	0.16555	0.00926	0	0
Healthy	0.00442	0.14812	0.01316	0	0	0	0	0	0	0	0.04764	0.11548	0.14812	0	0.1351	0	0.08823	0.30314	0.45663	0
Healthy	0.00675	0.11563	0.04943	0.0205	0.09336	0	0.0157	0	0.00087	0.0002	0.27709	0.28038	0.11563	0	0.71844	0	0.07026	0.79259	0	0
Healthy	0	0.21552	0.08234	0.0091	0	0.04943	0	0	0	0	0.04022	0.08895	0.21552	0	0.10959	0	0	0	0	0
Healthy	0	0	0	0	0.02781	0	0	0	0	0	0.34848	0.17709	0	0	0.00321	0	0.00976	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.0625	0.17628	0	0	0	0.4236	0	0	0.0293	0
Healthy	4.05791	0.08211	0	0	0	0	0	0	0	0	0.02183	0.1324	0.08211	0	0.04132	0	0	0	0	0
Healthy	0.06093	0	0	0	0.16526	0	0	0	0	0	0	0	0	0	0	0.89854	0	0	0.18799	0
Healthy	1.58967	0.00526	0	0.01373	0.04013	0	0	0	0	0	0.01955	0.15549	0.00526	0	0.13184	0.19486	0	0	0.03944	0
Healthy	0	0.06758	0.7156	0	0	0	0.02436	0.25219	0	0.52628	3.84222	1.61213	0.06758	0	2.14502	0	0	0.23267	0	0
Healthy	0	0	0	0	0	0.43095	0	0	0	0	0	0.05367	0	0	0	0	0	0	0	0
Healthy	0.21949	0.18604	0	0.04587	0.07793	0	0	0.00164	0.0052	0.02318	0.23065	0.38599	0.18604	0	0.17167	0	0.01497	0	0	0
Healthy	0.09903	0.00191	0	0	0	0	0	0	0	0	0.40395	0.17192	0.00191	0.01855	0.15199	0	0.00279	0	0	0
Healthy	0	4.38643	0.06619	0	0	0	0	0.00719	0	0	8.15005	10.946	4.38643	0	7.42205	0	0.79642	0.07739	0	0
Healthy	0.09194	0	0	0	0.6945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04029
Healthy	1.75244	0.01432	0	0	0	0	0	0	0	0.02979	0.08203	0.04795	0.01432	0	0.04134	0	0.02002	0.14339	0	0
Healthy	0	0.00045	0	0.00557	0	0	0	0	0	0	0.26941	0.17976	0.00045	0	0.17537	0	0.02683	0	0	0
Healthy	0.06126	0	0	0	0	0.01997	0	0	0	0	1.25756	0.27917	0	0	0.228	0.02704	0.0411	0	0	0
Healthy	0	0.37943	0	0	0.04805	0	0	0	0	0	0.20882	2.00881	0.37943	0	1.1403	0	0.07413	2.5774	0	0
Healthy	0.03357	0.07149	0.01786	8.21904	0.05085	0	0	0	0	0.00627	0.11784	0.12944	0.07149	0	0.02354	14.83	0	0	1.84812	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00382	0	0.01992	0	0.29865	0	0	0.03813	0
Healthy	0	2.42415	0.18193	0	0	0	0	0	0	0	0.18036	0	2.42415	0	0	0	0	0	0	0
Healthy	0.1379	0	0.0035	0.00286	0.05784	0.00311	0	0	0	0.00426	0.07717	0.27309	0	0	0.16216	0	0.0581	0.07284	0	0.02619
Healthy	0	0.04568	0	0	0	0.83208	0	0	0	0	0.00793	0.15712	0.04568	0	0	0.22633	0	0.1202	0	0
Healthy	0.25725	0.00317	0	0.12714	0.33726	0	0	0	0	0	0.00141	0.02483	0.00317	0	0	0	0.06127	0	0	0.02309
Healthy	0	0.03515	0.01607	0.00781	0.0007	0.1004	0.00848	0	0	0.00017	0.37004	0.17699	0.03515	0	0.0987	0	0.24143	0	0	0
Healthy	0	0	0	0.00355	0.52929	0	0	0	0	0	0	0.19419	0	0	0.0829	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.39224	0	0	0.00911	0	0	0	0	0	0.11423	0.03028	0.03584	0	0	0.09188	0	0	0	0	0.03838
Healthy	0.09323	0.00396	0	0	0	0	0	0	0	0	0.01946	0.08093	0.00396	0.06337	0	1.21672	0	0	0.27901	0
Healthy	0	0.27112	0	0	0	0	0	0	0	0	0.99656	0.23606	0.27112	0	0	0	0.35268	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.61511	0.35319	0	0	0.16476	1.27134	0	0	0.15374	0
Healthy	0.09307	0	0	0	0.13059	0	0	0	0	0	0	0	0	0.00293	0	1.02139	0	0	0.17452	0
Healthy	0	0.09454	0	0	0.02823	0	0	0	0	0	0.04993	0.14472	0.09454	0	0.0439	0.14986	0	0	0.01892	0
Healthy	1.60547	0	0	0.12864	0	0	0	0	0	0.11974	0.33232	0.0864	0	0.01042	0.40366	0	0.0212	0	0	0.00122
Healthy	0	0	0	0	0	0	0	0	0	0	0.62483	0.17555	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36666	0	0	0	0	0	0
Healthy	0.09818	0	0	0.57656	0.19041	0	0	0	0	0	0	0	0	0	0.0231	0	0	0	0	0
Healthy	0.03279	0	0	0	0	0	0	0	0	0	0.01674	0.01328	0	0	0.00515	0.21916	0	0	0.05105	0
Healthy	0.72001	2.60583	0.7976	0	0.04832	0.02615	0.05813	0.00073	0.03804	0.00143	1.62376	0.97854	2.60583	0	0.43839	0	0.04919	1.05061	0	0
Healthy	0.01743	0.02022	0.00185	0.01201	0	0	0	0.00315	0	0	0.49462	0.33775	0.02022	0	0.43274	0.27506	0.01431	0	0.00128	0
Healthy	0	0	0	0	0	0.04988	0	0	0	0	0.47892	0.36305	0	0	0	0	0.08833	0.90905	0	0
Healthy	0	0	0	0	0	0.20831	0	0	0	0	0	0.09209	0	0	0.03308	0	0	0.21682	0	0
Healthy	13.1923	0	0	1.27415	0.19836	0	0	0	0	0.00875	0	0.00107	0	0.02125	0	0	0	0	0	0.00755
Healthy	2.01818	0.01333	0	0.02827	0.37831	0.02138	0	0	0	0.21164	0.12353	0.02603	0.01333	0	0.16244	0.29085	0	0.01865	0.00216	0
Healthy	0	0.0334	0	0	0	0	0	0	0	0	0.31462	0.09936	0.0334	0	0	0	0.07711	0	0	0
Healthy	0.03315	0.12263	0	0.00886	0.01185	0.06209	0	0	0	0	1.2367	0.85012	0.12263	0	0.64873	0	0.15385	0.51699	0	0
Healthy	0.16289	0	0	0	1.11011	0	0	0	0	0.00528	0	0	0	0	0	0	0	0	0	0.0381
Healthy	0.03111	0	0	0.01662	0.01039	0	0	0	0	0	0.02323	0.11846	0	0	0.15567	0	0.01441	0.19626	0	0
Healthy	0	0	0	0	0	0.45064	0	0	0	0	0	0.07617	0	0	0	0	0	0	0	0
Healthy	0.14639	0	0	0.01789	0	0.1529	0	0	0	0	0.53145	1.07145	0	0	0.30986	0	0	0.22846	0	0
Healthy	1.06555	0	0	0.00288	0.03847	0	0	0	0	0	0.02614	0.04104	0	0	0	0	0	0	0	0.02121
Healthy	0.28402	0	0	0	0	0	0	0	0	0	1.36367	0.19558	0	0	0.41366	0	1.53844	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9868	0	4.09847	0	0	0.10739	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.4838	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.00312	0	0	0	0	0	0.39094	0.19088	0	0	0.01069	0	0.00319	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	20.6834	0	0	0	0	0	0	0	0	0	0.7017	0.34607	0	0	0.08462	0	0	0	0	0
Healthy	0	3.23581	0.2295	0.09986	0.29582	1.37286	0.10054	0	0	0.03083	2.09622	1.59182	3.23581	0	0.25982	0	0.14105	0	0	0
Healthy	0	0	0	0.05644	0	0	0	0	0	0	0	0.01225	0	0	0.03028	0	0	0.00458	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00911	0.06034	0	0	0.07494	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.22113	0.52659	0	0	0.22343	0	0	0	0	0
Healthy	0	0.04157	0.01172	0.00753	0.01555	0.00813	0	0	0	0	0.63327	0.44666	0.04157	0	0.13906	0	0.01856	0	0	0
Healthy	0.15504	0.03581	0	0	0.00754	0	0	0	0	0	0.77876	0.26691	0.03581	0	0.16788	0	0.05186	0	0	0
Healthy	0.38987	0.02443	0.05043	0	0.14437	0	0	0	0	0.03519	0.05268	0.08202	0.02443	0	0.01794	0	0.00908	0.10543	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.00259	0	0	0.00161	0	0	0.00642	0.02738	0.00992	0.00039	1.12242	0.19873	0	0.00482	0	0	0.15876	0	0	0.0588
Healthy	0	0.00464	0	0	0	0	0	0	0	0	0.5294	0.65583	0.00464	0	0.62671	0	0.01135	0.11982	0	0
Healthy	0.64108	0.10861	0	0.0024	0	0	0	0	0	0	0.07329	0.0508	0.10861	0	0.10822	0	0	0	0	0
Healthy	1.3679	0.04222	0	0.34307	0.03122	0.21564	0	0	0.00223	0	5.107	2.10944	0.04222	0	1.2426	0	0.14656	0.0047	0	0
Healthy	0	0	0.01188	0	0	0	0	0	0	0	0.01951	0.04978	0	0	0.06035	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.29905	0.97151	0	0	0.94239	0	0	0	0	0
Healthy	0.08118	0	0.00705	0	0	0	0	0	0	0	0.12885	0.26865	0	0	0.19708	0.1033	0	0	0	0
Healthy	28.7052	0.00376	0.01648	5.49413	0	0	0	0	0.00107	0.0162	0	0	0.00376	0	0	0	0	0	0	0.0223
Healthy	0.06349	0	0	0.53324	0.15842	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0
Healthy	0	0.03822	0	0	0	0	0	0	0	0	0.42255	0.08964	0.03822	0	0.2494	0	0.04322	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.12434	0	0	0	0	0	0	0	0
Healthy	0.01798	0	0	0	0.0405	0	0	0	0	0	0	0.00225	0	1.47191	0.05629	0	0	0	0	0
Healthy	16.8964	3.88461	0	1.13155	0	0	0.531	0.11364	0	0	0.58624	0.52792	3.88461	0	0	0	0.24708	0.26694	0	0
Healthy	0	0.05352	0	0	0	0	0	0	0	0	0	0.0467	0.05352	3.07495	0	3.91557	0	0.09494	0.188	0
Healthy	0.068	0.00438	0	0	0	0	0	0	0	0	0.00941	0.01693	0.00438	0	0.00172	0.29215	0	0	0.02838	0
Healthy	0	0.01459	0	0.02533	0.0253	1.50421	0	0	0.00809	0.00114	1.66685	1.20511	0.01459	0.55852	0.27611	0.57519	0.02623	0	0.04088	0.00553
Healthy	0.32147	0.01091	0	0	0	0	0	0	0	0	0.0462	0.04165	0.01091	0	0	0	0	0	0	0
Healthy	7.12808	2.09527	0.84438	0.11086	0	0	0	0	0	0	10.7726	0.22406	2.09527	0	0.31468	0	1.56779	0	0	0
Healthy	0.1197	0.512	0.13903	0.0643	0.01674	0	0	0	0	0.02193	0.73469	0.27479	0.512	0	0.98044	0	0	1.2763	0	0
Healthy	3.34255	0	0	0	0	0	0	0	0	0	0.01539	1.10572	0	0	0.34718	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4422	0	0	0	0	0	0
Healthy	0.14355	0.04397	0	0.00605	0	0	0	0	0	0	0	0.1415	0.04397	0	0.04092	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.62672	2.48964	2.39639	0	0	0.92784	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.8861	0.36589	0	0	0	0	0	0	0	0.38209	0.11125	1.8861	0	0.06855	0.33038	0.03341	0	0.00548	0
Healthy	0.26276	0.02754	0	0	0	0	0	0	0	0	0	0.06908	0.02754	0.25746	0.0212	8.02528	0	0	0.44783	0.00293
Healthy	0.08539	0	0	0	0	0	0	0	0	0	0	0.0636	0	2.21221	0	0	0	0	0	0.00681
Healthy	0.89547	0.01202	0.00587	2.91219	0.00568	0.00268	0	0	0	0.00582	2.14575	0.23765	0.01202	0	0.11196	0.07027	0.21958	0	0.03112	0.03047
Healthy	0	0	0	0	0	0	0	0	0	0	8.33886	3.92601	0	0	2.98562	0	0.7056	0.03538	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.46752	0.44228	0	0	0.73071	0.07264	0.20346	0.38177	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07378	0	0	0	0	0	0
Healthy	0	0	0	0.09202	0.12014	0	0	0	0	0	0	0	0	0	0	0.50719	0	0	0.0214	0
Healthy	0.05816	0.34315	0.13712	0	0.46459	0.02549	0	0	0	0.02113	0.11678	0.3463	0.34315	0	0.8645	0	0.1435	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.15958	0.21441	0	0	0.11982	0.35644	0.00593	0	0.13376	0
Healthy	0.18506	0	0	0.00834	0.06342	0	0	0	0	0	0.03859	0.27262	0	0	0.24774	0	0.0278	0	0.59564	0
Healthy	0	0.01056	0.00077	0.64216	0.00233	0	0	0	0	0	0.2298	0.53856	0.01056	0	0.06051	0.54085	0.04856	0	0.03385	0.01361
Healthy	2.85515	0.04811	0.02065	0.09756	0	0.13137	0	0	0	0.01196	0.6931	0.14915	0.04811	0	0.19359	0	0.02175	0.04467	0	0
Healthy	1.65118	0	0	0.04137	0	0	0	0	0	0	0	0.07002	0	0.00226	0.07927	0.857	0	0	0.14696	0
Healthy	0	0	0.00596	0.05284	0	0	0	0.01145	0.01197	0.00052	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.57766	0	0	0	0	0	0.02035	0	0	0	0	0	0	0	0
Healthy	0.56952	0.04597	0.02319	0	0	0	0	0	0	0	0	0.03159	0.04597	0	0.01701	0	0	0	0	0
Healthy	0.26265	4.55529	1.06357	0	0	0.03321	0	0	0	0	3.41432	1.9417	4.55529	0	0.53875	0	0.07507	0.40494	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.65774	0.1578	0	0	0	0	0.08457	0	0	0
Healthy	0.68164	0.68358	0.34637	0	0.00657	3.18071	0	0	0	0	1.34397	1.61201	0.68358	0	0.62035	0.30187	0.11895	0	0.06497	0.00707
Healthy	0	0.21563	0.0725	0.00953	0	0.03205	0	0	0	0	0.05328	0.14277	0.21563	0	0.10428	0	0.00081	0	0	0
Healthy	0.13819	0.41448	0	0.25699	0.0419	0	0.0155	0	0.00945	0	0.10296	0.45797	0.41448	0	0.00852	0	0	0	0	0.07503
Healthy	0	0	0	0	0	0	0	0	0	0	0.80211	0.08256	0	0	0.01949	0	0.18096	0	0	0
Healthy	0	0.81377	0	0	0	0	0	0	0	0	0	1.53419	0.81377	0	0	0	0	0	0	0
Healthy	0	1.51359	0.24213	0.15248	0	0.08161	0	0	0.05986	0.00187	3.03968	1.33883	1.51359	0	1.19986	0	0.20272	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.03064	0.48358	0	0	0.13264	0	0	0	0	0
Healthy	0.18599	0.12252	0.46664	0.00305	1.37441	0.74581	0	0	0.01242	0	0.15389	0.10095	0.12252	0.00142	0	0	0.08003	0.09392	0	0.00464
Healthy	0.02468	0.07868	0.06932	0	0.13	0.01707	0	0	0	0.02781	0	0.09467	0.07868	0	0.17513	0	0.02981	0	0	0
Healthy	0.08293	1.10797	0.39222	2.71147	0.01296	0.01869	0.10766	0	0.00062	0.03437	2.1304	0.57061	1.10797	0	1.97413	0	0.00185	0	0	0
Healthy	0.2024	0.13008	0.00559	0	0	0	0	0	0	0	0.07525	0.04873	0.13008	0	0	0	0	0.05309	0	0
Healthy	0.51966	0	0	0	0	0	0	0	0	0	0.20075	0.10002	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.2746	0.49368	0	0	0.39552	0.55532	0.22783	0	0	0
Healthy	0.02214	0	0	0	0	0	0	0	0	0	0.62439	0.17688	0	0	0.50416	0	0.51706	0	0	0
Healthy	0.29681	0	0	0.12339	0.27044	0	0	0	0	0	0.00289	0.02448	0	0	0	0	0.03906	0	0	0.01291
Healthy	0	0.18391	0.09734	0	0	0	0	0	0	0	0.20133	2.4624	0.18391	0	1.23435	0	0	2.89881	0	0
Healthy	0.11684	0.09387	0.23432	0	0.58207	0.01885	0.02035	0	0	0.00579	0.1544	0.32664	0.09387	0	0.09811	0	0.03493	0.00188	0	0
Healthy	0.01657	0.00516	0.00099	0	0.19595	0	0	0	0	0.0011	0.22315	0.26237	0.00516	0	0.10513	0	0.0068	0	0	0
Healthy	0.17989	0.18723	0	0.03506	0.12603	0	0	0.00656	0.01019	0.02597	0.23247	0.36255	0.18723	0	0.17827	0	0.01725	0	0	0
Healthy	0	0.11374	0.02124	0	0	0.00231	0	0	0	2.2096	0.62824	0.49972	0.11374	0	0.43671	0.00495	0.00808	0.29708	0	0
Healthy	0.01013	0.7087	0.15383	0.02965	0	0.04559	0	0	0	0.00276	0.63207	0.43443	0.7087	0	0.2354	0	0.04747	0.43123	0	0
Healthy	0	0.08943	0	0	0	0	0	0	0	0	1.70196	0.50022	0.08943	0	0.19669	0	0.2513	0	0	0
Healthy	0	0	0	0.00432	0.01151	0	0	0	0	0.006	0.44997	1.73599	0	0	0.80353	0.3155	0.02848	0.18136	0.03326	0
Healthy	0.0405	0.06771	0.07721	0	0.25059	0	0	0	0	0	0.01262	0.50431	0.06771	0.00396	0.44439	0	0.05259	0	0	0
Healthy	0.01778	0.14615	0.453	0	0	0.02836	0.01691	0	0	0	0.00216	0.16023	0.14615	0	0.0275	0	0.08063	0.18022	0	0
Healthy	1.05669	0.17019	0	12.8392	0	0	0.00206	0.00501	0.00015	0.00481	0	0	0.17019	0	0	0	0.1922	0	0	0.03161
Healthy	0.08528	0	0	0	0	0	0	0	0	0	0.3371	0.04156	0	0	0.02712	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.26659	2.78928	0	0	3.63786	0	1.31534	0	0	0
Healthy	0.00095	0.86952	0.48884	0	0	0.00041	0	0.04404	0	0	0	0	0.86952	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.08972	0.06539	0	0	0.05025	0.21959	0	0.14706	0.01566	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0
Healthy	0	0.68126	0.26649	0	0	0.11896	0.00202	0	0	0	0.60429	0.47576	0.68126	0	0.27109	1.11007	0	0.0116	0.16781	0
Healthy	0.04719	0.00672	0	0	0	0.10612	0	0	0	0	0	0.04077	0.00672	0.02981	0.0567	0.04492	0	0	0.00266	0
Healthy	3.31039	0	0	0	0.32156	0	0	0	0	0	2.00375	2.58272	0	0	0.35885	0	0	0.18326	0	0
Healthy	13.2784	0.00091	0.07851	2.20216	0	0.03583	0	0.01318	0	0.15203	0	0.11761	0.00091	0	0	0	0	0	0	0
Healthy	0	0.06014	0	0	0.0743	0	0	0	0	0.01595	0	0.18143	0.06014	0	0.04614	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.07774	0.0521	0	0	0.0488	0	0	0	0	0
Healthy	0	0	0	0.04352	0	0.00207	0	0	0	0	0.07446	0.2434	0	0	0.14288	0	0.06308	0	0	0
Healthy	0	0.24103	0.0008	0	0.72392	0.0438	0	0	0	0	1.34108	0.45939	0.24103	0	0.28246	0	0.03437	0.06017	0	0.0016
Healthy	0.37948	0.09394	0	0	0	0	0	0	0	0	0.40161	0.52378	0.09394	0	0.59493	0	1.09873	0	0	0
Healthy	0.47618	0.33456	0.02591	0.06189	0	0	0	0	0.06253	0	0	0.42368	0.33456	0.93344	0.1896	2.84744	0.00289	0	0.24674	0.01534
Healthy	0	0.03604	0	0.0115	0	0	0	0	0	0	0.07021	0.27373	0.03604	4.45801	0.11597	0	0.14256	0	0	0
Healthy	0	0	0	1.91629	0	0.00981	0	0	0.00556	0	0	0.17299	0	0.26433	0.91881	0	0	0	0	0
Healthy	0	0.01976	0	0	0	0.11469	0	0	0	0	0	0.01772	0.01976	0.02828	0.04201	0.08781	0	0	0.00269	0
Healthy	0	0	0	0	0	0.14994	0	0	0	0	0	0.05873	0	0	0.02553	0	0	0.24601	0	0
Healthy	0	0	0	0.65605	0	0	0	0	0	0	0.14861	0.13745	0	0	0.09371	0	0	0.24323	0	0
Healthy	0.52319	0.0361	0.02498	0	0	0	0	0	0	0	0	0.04345	0.0361	0	0.01292	0	0	0	0	0
Healthy	0.30311	0	0	0	0.10298	0	0	0	0	0	5.54097	0.93119	0	0	0.72818	0	0.18952	0	0	0
Healthy	0	0	0	0	0.06191	0	0	0	0	0	0.64055	0.80365	0	0	0.33964	0	0	0.16571	0	0
Healthy	7.77475	0	0.21131	0	0	0	0	0.0768	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.13705	0.06972	0	0.01773	0	0	0	0	0	0	0.00355	0.18147	0.06972	0	0.03804	0	0	0	0	0
Healthy	3.8309	14.113	1.91654	0	0	0	0	0	0	0	1.24419	0.31814	14.113	0	0.65107	0	0	0.0182	0	0
Healthy	68.4318	0.13132	0.00317	0	0	0	0	0.01654	0	0	0	0	0.13132	0.17457	0	0	0	0	0	0
Healthy	0.65649	0	0	0	0.18171	0.06702	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.18125	0.18563	0	0	0.02525	0.20267	0.3769	0.06343	0.00669	0
Healthy	0	0.30259	0.03455	0	0	0	0	0	0	0	0.64302	0.38048	0.30259	0	0.17935	0.54147	0.05674	0	0.14452	0
Healthy	0.25496	0	0	0.0126	0.25129	0.31109	0	0	0	0	0.00803	0.03954	0	2.40849	0.01266	0	0	0	0	0.00281
Healthy	0	0.26087	0.05004	0.00856	0.0227	0.19343	0	0	0.00059	0	0	0.06401	0.26087	0.13796	0.11064	0	0	0	0	0.02958
Healthy	0.03274	0	0	0	0	0	0	0	0	0	0	0.04592	0	2.2831	0	0	0	0	0	0
Healthy	1.0772	0.3047	0.0754	0.00064	0.60794	0.02526	0	0.00354	0.00921	0.00548	1.917	0.5295	0.3047	0	0.35379	0.04232	0.00367	0.23506	0.00662	0.00284
Healthy	0	0.00089	0.75092	0.00193	0	0	0	0.00805	0	0	0	0	0.00089	0	0	0	0	0	0	0
Healthy	0.47533	0	0	0	0.15751	0.06395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.05383	0	0	0.32926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	12.2714	1.9437	0.15367	0	0.02191	0	0	0	0	0	3.87483	1.67182	1.9437	0	1.22537	0	0.04931	0	0	0
Healthy	0.08725	0.03853	0.004	0.00227	0.01553	0	0	0	0	0.2925	0	0	0.03853	0	0	0	0	0	0	0.01423
Healthy	4.26379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.01829	0	0	0.19035	0	0	0	0	0	0.00866	0	0.02332	0	0	0	0	0	0	0	0.01257
Healthy	0	0	0	0	0	0	0	0	0	0	1.52987	0.98145	0	0	0.29251	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.07209	0.03292	0	0.00549	0	0	0.00305	0	0	0.09895	0.38213	0.07209	0.00762	0.18123	0.36361	0.00153	0.05778	0.10498	0.00094
Healthy	0	0	0	0	0	0	0	0	0	0	3.65063	0	0	0	0.79877	0	0	0	0	0
Healthy	0.11185	0	0	0.58805	0.13958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13691	0	0	0	0	0	0
Healthy	0	0.0573	0	0	0	0	0	0	0	0	0.15903	0.22002	0.0573	0	0.30952	0.27759	0.03004	0.02572	0.04237	0
