group	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Gammaproteobacteria	Verrucomicrobiae	Bacilli	Methanobacteria	Desulfovibrionia	
Healthy	0.98457	0		49.20231	30.11455	0.98457	0.12882	0.51626	0	0	
Healthy	0.12828	0		87.4567	3.22885	0.12828	0.99846	0.23364	0	0	
Healthy	9.76543	0.22849		42.97352	23.44407	9.76543	0.32613	1.19131	0.44679	0.22849	
Healthy	0.33662	0.12666		44.03764	11.23352	0.33662	7.20643	0.18389	0	0.12666	
Healthy	0.2348	0.08538		27.54383	54.94699	0.2348	0.97592	1.04319	0.19412	0.08538	
Healthy	0.20148	0.00531		37.78419	38.43141	0.20148	0.10659	2.78362	0.04568	0.00531	
Healthy	4.44716	0		92.41809	2.22515	4.44716	0.57892	0	0	0	
Healthy	2.94638	0		10.92089	40.96898	2.94638	1.10321	3.81073	2.20486	0	
Healthy	0.33297	0.00205		42.88876	13.76647	0.33297	5.23708	2.44287	2.01322	0.00205	
Healthy	0.1114	0.01903		47.79184	19.26392	0.1114	0.00046	0.16581	0	0.01903	
Healthy	12.28254	0.00032		5.56428	0.85971	12.28254	0	0.55335	0	0.00032	
Healthy	0	0		89.96456	10.0355	0	0	0	0	0	
Healthy	15.7355	0		27.32396	28.18425	15.7355	5.68998	3.20683	0	0	
Healthy	0.74459	0.50836		67.49216	3.75915	0.74459	0.00327	0.43711	0	0.50836	
Healthy	0	0		6.20115	11.83491	0	0	1.34408	3.74834	0	
Healthy	0.88133	0		67.57399	2.40181	0.88133	0	0	0	0	
Healthy	1.64957	0.09787		86.67407	7.61704	1.64957	0	0.14599	0	0.09787	
Healthy	0.26698	0.1354		45.12407	11.02734	0.26698	6.91658	0.24736	0	0.1354	
Healthy	0	0		23.58338	19.73074	0	1.80817	0.02771	4.31098	0	
Healthy	0.31649	0		18.2337	57.8331	0.31649	0	1.35963	0	0	
Healthy	0.17937	0		46.34036	31.97265	0.17937	0.0287	0.86751	0.67961	0	
Healthy	0.04843	0		82.75444	4.26319	0.04843	1.73414	0	0	0	
Healthy	0.63191	0.0634		19.29977	5.48968	0.63191	0.54962	10.12247	0	0.0634	
Healthy	1.25979	0.03251		50.31892	28.81607	1.25979	0.50031	0.3384	0.03507	0.03251	
Healthy	0.4131	0.00379		88.69313	2.53493	0.4131	0	0.27314	0	0.00379	
Healthy	1.07601	0.41779		64.3692	23.53209	1.07601	0	0.07707	0	0.41779	
Healthy	0.30385	0.14416		68.76387	8.27331	0.30385	0	0.02227	0	0.14416	
Healthy	0.35325	0.07753		76.80037	7.00059	0.35325	0	0.16376	0	0.07753	
Healthy	0.33793	0		74.61544	9.4225	0.33793	0	4.03095	0	0	
Healthy	0.36059	0		23.29549	39.53823	0.36059	0.00282	0.37339	0	0	
Healthy	1.11835	0.08892		3.59184	35.74162	1.11835	3.31237	0.66527	3.22099	0.08892	
Healthy	9.84016	0.00341		57.98975	14.96917	9.84016	0	0.31115	0	0.00341	
Healthy	5.91542	0.30797		44.63161	29.68906	5.91542	0	0.52168	0	0.30797	
Healthy	0.12264	0		0.00098	0	0.12264	0	3.70164	0	0	
Healthy	0.37266	0.10618		29.7614	47.47284	0.37266	0	0.11807	0.14883	0.10618	
Healthy	0	0		40.39347	35.08636	0	0	1.64571	0	0	
Healthy	0.27249	0.14337		69.7223	8.07493	0.27249	0	0.02247	0	0.14337	
Healthy	9.25016	0.11773		20.81371	47.8683	9.25016	0.78058	2.02082	0	0.11773	
Healthy	1.01387	0		65.38115	18.39411	1.01387	0.83682	0.21006	0	0	
Healthy	0.28728	0.06784		76.64969	6.74982	0.28728	0	0.15339	0	0.06784	
Healthy	1.2703	0		85.3343	11.33854	1.2703	0	0	0	0	
Healthy	0.67468	0.02049		79.53804	5.62723	0.67468	3.49832	0	0	0.02049	
Healthy	0.65112	0.25485		68.81317	14.36742	0.65112	0	0.86026	0	0.25485	
Healthy	0	0		8.87961	53.05216	0	0	5.53233	0	0	
Healthy	3.16566	1.34758		68.07938	12.98799	3.16566	0	0.243	0.0157	1.34758	
Healthy	0.0302	0		42.32132	21.59111	0.0302	0	0.61706	0	0	
Healthy	0.44581	0.01772		66.12026	9.79982	0.44581	0	0.39163	0	0.01772	
Healthy	46.2181	0		17.13393	15.31177	46.2181	0	0.45277	0	0	
Healthy	0	0		80.49928	14.47928	0	0	0.47047	0	0	
Healthy	0.01848	0		31.18262	47.94693	0.01848	0	0.83493	0	0	
Healthy	0.15583	0.06509		66.94484	15.62288	0.15583	0.613	0.04798	0	0.06509	
Healthy	1.68319	0.03769		11.51207	52.38611	1.68319	0.69645	1.0563	0	0.03769	
Healthy	2.96792	0		29.09236	4.74439	2.96792	0	31.36283	0	0	
Healthy	1.17152	0.03696		51.98054	12.34305	1.17152	0	0.32013	0	0.03696	
Healthy	2.39093	0.11848		70.95437	3.37982	2.39093	0	0	0	0.11848	
Healthy	1.85015	0		33.38458	15.60284	1.85015	0	0.4486	0.02369	0	
Healthy	0.3218	0.64474		45.2512	7.37838	0.3218	0.13394	0.5995	0	0.64474	
Healthy	0.24272	0		78.30171	2.61997	0.24272	0	0	0	0	
Healthy	3.73085	0.23999		11.19898	6.15284	3.73085	0.07494	1.87166	0.5247	0.23999	
Healthy	0.45783	0.60856		46.29305	8.23785	0.45783	0.19647	0.57122	0	0.60856	
Healthy	0.61603	0.03025		77.72654	5.41628	0.61603	3.31364	0	0	0.03025	
Healthy	0.05704	0.01244		18.80591	57.03302	0.05704	0.06427	0.45228	0.30996	0.01244	
Healthy	9.93612	0.29292		3.41382	37.97694	9.93612	0.20848	0.82443	1.88674	0.29292	
Healthy	0.58853	0.01065		65.93321	8.86214	0.58853	0	0.39685	0	0.01065	
Healthy	0.61436	0.12513		50.38809	24.37268	0.61436	2.41126	4.22717	0.36668	0.12513	
Healthy	0.51012	0.06245		41.31056	51.70334	0.51012	0.00398	0.49807	0.54224	0.06245	
Healthy	0.57802	0.03446		46.81643	41.0713	0.57802	0	0.39585	0	0.03446	
Healthy	0.84623	0		81.94286	8.81247	0.84623	0	0.07065	0	0	
Healthy	0	0		34.17539	40.75258	0	0	0	0	0	
Healthy	93.0192	0		1.1413	0.01354	93.0192	0	0	0	0	
Healthy	6.34939	0		25.0087	12.5124	6.34939	0	0.1196	0	0	
Healthy	10.68636	0.04097		68.47564	1.95219	10.68636	0	0.15555	0	0.04097	
Healthy	0.02468	0.14488		40.52547	41.56734	0.02468	2.723	0.59065	0	0.14488	
Healthy	0.3055	0		79.12686	2.50716	0.3055	0	0	0	0	
Healthy	0.10332	0		48.23051	27.80113	0.10332	8.9855	0	0	0	
Healthy	3.24285	0.47216		63.57685	28.05033	3.24285	0	0.07396	0	0.47216	
Healthy	1.89767	0		33.81915	15.73203	1.89767	0.00243	0.47635	0.01245	0	
Healthy	54.0036	0.00359		19.703	8.68948	54.0036	0.6802	1.17293	0.47496	0.00359	
Healthy	0.36055	0.61353		46.26214	6.5359	0.36055	0.13841	0.58193	0	0.61353	
Healthy	12.68303	0.00054		29.0804	38.0977	12.68303	3.38392	5.4016	0	0.00054	
Healthy	1.08772	0		19.28679	58.1348	1.08772	0.18866	0.94915	0	0	
Healthy	3.19916	0.03075		80.16345	12.13547	3.19916	0.39541	0.20704	0	0.03075	
Healthy	0.21117	0		6.89033	51.46755	0.21117	0	0.8185	0	0	
Healthy	0.39212	0.00991		37.14894	37.59908	0.39212	0.42345	6.57985	0.52134	0.00991	
Healthy	0	0		33.00049	53.45468	0	0	0	0	0	
Healthy	0.21661	0.15701		57.56519	11.90848	0.21661	0	0.20946	0.19414	0.15701	
Healthy	0.26762	0		13.81992	59.81325	0.26762	0.02103	2.80945	1.75259	0	
Healthy	0.56458	0.01706		75.20939	8.28375	0.56458	0	0.04569	0	0.01706	
Healthy	0.11472	0.3641		65.78173	7.62184	0.11472	10.2379	0.07823	0	0.3641	
Healthy	4.46901	0		47.0639	34.42826	4.46901	0	0	1.03394	0	
Healthy	0	0		0	53.29915	0	16.9026	0	0	0	
Healthy	5.90185	0.57741		30.30793	9.37611	5.90185	19.3418	0.22844	0.52732	0.57741	
Healthy	0.15345	0		29.43695	52.61712	0.15345	0	3.83576	0	0	
Healthy	0.32331	0.01693		75.21888	7.78494	0.32331	1.15149	0.84342	0	0.01693	
Healthy	0.20185	0.06699		63.74342	17.19117	0.20185	0	0.07307	0	0.06699	
Healthy	19.80121	0		1.43077	18.16952	19.80121	0	1.32723	0	0	
Healthy	0.07126	0.36459		84.12676	4.54906	0.07126	0.04141	0	0.64842	0.36459	
Healthy	1.22146	0		39.99214	42.00761	1.22146	0	1.09127	0	0	
Healthy	1.38201	0.21715		54.74463	7.53067	1.38201	7.24372	0.33346	0	0.21715	
Healthy	0	1.45187		77.84468	6.1883	0	0	0.34218	0.12037	1.45187	
Healthy	0.28172	0.26061		48.39468	17.82998	0.28172	6.03283	0.02221	0	0.26061	
Healthy	4.54085	0		22.37389	11.49705	4.54085	23.7423	0	0	0	
Healthy	0.11004	0.00035		38.09116	49.98884	0.11004	0	0.08085	0	0.00035	
Healthy	0.10618	1.60564		68.80393	6.07084	0.10618	0	0.57787	0.02171	1.60564	
Healthy	4.0669	0.12389		60.06032	24.82173	4.0669	0.11004	0.11221	0	0.12389	
Healthy	3.94714	0.03283		66.69946	21.51427	3.94714	0.00346	0.34053	0	0.03283	
Healthy	0.21717	0.89526		60.23402	6.5062	0.21717	4.68797	0	0.23507	0.89526	
Healthy	0	0		0.76561	41.82721	0	0	27.27414	0.17091	0	
Healthy	1.02886	0		67.11307	2.33791	1.02886	0	0	0	0	
Healthy	0	0		37.89758	49.23751	0	1.03035	0.89779	0	0	
Healthy	5.31664	0.04692		40.50803	34.8416	5.31664	8.13813	0	1.63817	0.04692	
Healthy	0	0		2.17972	19.85273	0	0	1.29297	0	0	
Healthy	0.32689	0.03108		11.40218	35.23091	0.32689	5.63179	1.72458	29.7857	0.03108	
Healthy	0.01128	0.01737		37.60367	45.21086	0.01128	0	3.19917	0.17124	0.01737	
Healthy	0	0		33.04527	49.94328	0	0	0	0	0	
Healthy	0.19509	0		0.48934	61.18871	0.19509	0	0	0	0	
Healthy	0.16719	0		70.16514	7.61845	0.16719	0	0.2873	0	0	
Healthy	1.54677	0.04045		1.80623	51.79653	1.54677	0	1.86569	6.50444	0.04045	
Healthy	19.12658	0		5.01413	9.64494	19.12658	0.01106	1.20801	0	0	
Healthy	0.39359	0.07659		82.28787	8.70573	0.39359	0	0.14894	0	0.07659	
Healthy	0.12566	0.52982		26.52757	12.12886	0.12566	0.45078	1.10373	0	0.52982	
Healthy	1.42694	0.03312		24.56073	27.25875	1.42694	9.74943	4.91102	1.32234	0.03312	
Healthy	0.35145	0.10372		70.25107	10.02129	0.35145	0.11655	0	0.04895	0.10372	
Healthy	0.00683	0.00367		24.10094	40.87568	0.00683	12.8595	0.60949	0	0.00367	
Healthy	0.46085	0		44.7532	19.36023	0.46085	0.30965	0	1.04605	0	
Healthy	0.24766	0		20.0003	68.52184	0.24766	0.0562	0.00373	0.23708	0	
Healthy	12.65616	0.03451		65.68526	2.12552	12.65616	0	0.20686	0	0.03451	
Healthy	1.14729	0.01309		46.12849	22.68091	1.14729	0	2.88855	0	0.01309	
Healthy	0.20678	0.19671		36.6243	33.41081	0.20678	0	0.10287	1.54807	0.19671	
Healthy	0.04018	0.03134		53.44081	38.37215	0.04018	0.04079	0.52739	0.08733	0.03134	
Healthy	0.24412	1.59525		42.05245	10.90365	0.24412	17.0962	0	0	1.59525	
Healthy	2.59802	0.00356		6.41326	5.61106	2.59802	0	3.94601	0	0.00356	
Healthy	0.64557	0.03037		50.63919	28.32463	0.64557	6.26157	1.0506	0	0.03037	
Healthy	1.71395	0		46.3322	32.85497	1.71395	0	1.16451	0	0	
Healthy	0.05362	0.00637		14.97199	69.1157	0.05362	0.97681	0.22109	0.20096	0.00637	
Healthy	0.74726	0		41.44966	27.98663	0.74726	0.14404	0.51987	0	0	
Healthy	0.26292	0		62.39454	27.8191	0.26292	3.44662	0	0	0	
Healthy	0.77808	0		14.80192	51.5684	0.77808	0	0.22235	0	0	
Healthy	0.11521	0		28.00343	58.45668	0.11521	0	1.54142	0	0	
Healthy	2.71815	0.02757		69.05245	15.73981	2.71815	0	0.19457	0	0.02757	
Healthy	3.18684	0.48181		63.75558	27.79117	3.18684	0	0.05946	0	0.48181	
Healthy	2.42409	0.00384		76.12359	13.98231	2.42409	0.23935	0.68297	0	0.00384	
Healthy	0.10273	0.15916		58.29386	15.94969	0.10273	2.97615	0.11239	0.46428	0.15916	
Healthy	0.4492	0.11279		39.61486	19.51003	0.4492	2.37576	0.70225	0	0.11279	
Healthy	0.05256	0		32.17545	34.39114	0.05256	0	0	0	0	
Healthy	0.44355	0		1.11268	28.15848	0.44355	0	10.87046	0	0	
Healthy	0.23025	0.05172		88.0674	7.16845	0.23025	0.22535	0.03443	0	0.05172	
Healthy	0.02504	0		36.49403	41.97364	0.02504	0	4.46941	0.0319	0	
Healthy	35.1068	0		0	2.46066	35.1068	0	7.80711	0	0	
Healthy	14.31535	0		33.33184	11.39577	14.31535	0.55879	0.30586	0.61909	0	
Healthy	0.04572	0.06041		67.66419	14.9179	0.04572	0.53808	0.0203	0.00354	0.06041	
Healthy	1.45607	0.1314		53.86058	8.9911	1.45607	7.17593	0.34667	0	0.1314	
Healthy	1.78557	0.09733		86.88977	6.99042	1.78557	0	0.12808	0	0.09733	
Healthy	5.55039	0		68.92373	10.25194	5.55039	0	0.55025	0	0	
Healthy	0.11398	0		34.26626	49.4765	0.11398	0	0.09711	0.34587	0	
Healthy	1.02118	0.0045		11.71661	18.80614	1.02118	0	1.37733	0	0.0045	
Healthy	13.447	0		0.54085	64.76094	13.447	1.05184	1.41007	0	0	
Healthy	0.15165	0.00314		77.74018	8.8946	0.15165	0	0.07521	0	0.00314	
Healthy	8.11297	0		45.64945	26.40165	8.11297	0.01915	0.67786	0	0	
D001528	2.66981	0.04349		30.52401	25.7702	2.66981	0	0.03666	0	0.04349	
Healthy	1.16127	0.41091		64.87465	23.93012	1.16127	0	0.04531	0	0.41091	
Healthy	1.21479	0.0326		17.13296	41.73084	1.21479	1.11458	1.46288	0.32965	0.0326	
Healthy	0	0		18.81286	34.19934	0	0	4.28164	0	0	
Healthy	0.00408	0.0721		57.67382	12.65909	0.00408	0	0.0166	0.06765	0.0721	
Healthy	0.46826	0.01492		65.76455	9.95769	0.46826	0	0.39051	0	0.01492	
Healthy	10.6894	0		66.63057	2.13014	10.6894	0	0	0	0	
Healthy	0.24749	0		50.22231	18.05319	0.24749	0	6.079	0	0	
Healthy	0.11752	0.03986		46.39336	3.68442	0.11752	0	0.01682	0	0.03986	
Healthy	0.19012	0.23522		47.84374	17.55015	0.19012	5.93298	0.02724	0	0.23522	
Healthy	0.04357	0		38.30892	16.22195	0.04357	12.0243	0.8042	0	0	
Healthy	0.12285	0		68.23914	9.14096	0.12285	0	0.32041	0	0	
Healthy	0	0.85468		34.13754	32.36773	0	0	5.7401	0	0.85468	
Healthy	0.04767	0.09033		16.00436	44.73965	0.04767	0	0.2068	0	0.09033	
Healthy	0.19207	0		78.90982	2.48293	0.19207	0	0	0	0	
Healthy	0.3263	0.02273		54.01504	5.11476	0.3263	0	0.21796	0	0.02273	
Healthy	0.05236	0		72.24672	13.87955	0.05236	0	0	0	0	
Healthy	2.35636	0.00872		57.19893	30.11014	2.35636	0	1.95866	0	0.00872	
Healthy	2.74531	0		42.83065	23.83021	2.74531	0.37933	3.06071	0.1874	0	
Healthy	0.3755	0.00418		75.8188	11.77696	0.3755	0	6.50846	0	0.00418	
Healthy	0.82129	0		18.33383	48.53467	0.82129	0	0.32142	0	0	
Healthy	0	0		26.83962	66.40748	0	0	0	0	0	
Healthy	0.17943	0.07989		39.07339	21.74262	0.17943	0.29633	0.93793	0	0.07989	
Healthy	0.11495	0.0045		9.82155	31.43104	0.11495	10.2038	2.53394	2.16091	0.0045	
Healthy	0.06582	0		13.17432	26.04397	0.06582	28.8504	0.85023	0	0	
Healthy	0.73116	0.32157		52.43783	16.66501	0.73116	5.36937	0	0	0.32157	
Healthy	28.60598	0		0	0.04189	28.60598	0	33.87412	0	0	
Healthy	0.06977	0.02311		39.40733	28.04081	0.06977	2.06604	0.66261	0.43712	0.02311	
Healthy	0.4589	0		23.89571	20.61164	0.4589	0	0.53896	0	0	
Healthy	0.48792	0.09704		70.1103	10.07532	0.48792	0.14138	0	0.05104	0.09704	
Healthy	1.39942	0.04026		25.23997	27.71122	1.39942	5.21335	0.58767	0	0.04026	
Healthy	3.02557	0		0.0535	20.81689	3.02557	0	3.52973	0	0	
Healthy	0.90466	0.48516		67.69202	3.03875	0.90466	0.00971	0.394	0	0.48516	
Healthy	1.34205	0		66.6534	21.28673	1.34205	0	0.03108	0	0	
Healthy	0	0.14389		17.68292	29.85197	0	0	1.55844	26.08231	0.14389	
Healthy	0.09239	0		16.29226	44.01077	0.09239	0	0.32508	0	0	
Healthy	0	0		14.14117	44.4908	0	0.93803	2.82914	0	0	
Healthy	0.11366	0.08665		62.20556	19.5353	0.11366	1.9902	0.87956	0	0.08665	
Healthy	1.65848	0.21286		41.38437	18.22684	1.65848	4.2137	1.51122	0.60097	0.21286	
Healthy	8.1701	0		26.26053	24.14013	8.1701	0.93929	3.1009	0	0	
Healthy	0	0		19.63539	32.64264	0	2.72782	0	0	0	
Healthy	0.10262	0		69.62846	3.16386	0.10262	0	0.02192	0	0	
Healthy	0.49568	0.0069		62.9306	25.27329	0.49568	0	1.3856	0.18991	0.0069	
Healthy	0.14371	0.02692		27.69067	52.17252	0.14371	0.01273	0.26824	0.19301	0.02692	
Healthy	0.01799	0		57.78978	21.97924	0.01799	0	0.21069	0	0	
Healthy	0.14358	0.06413		67.52494	14.42464	0.14358	0.51593	0.03096	0.0167	0.06413	
Healthy	2.84792	0.11319		27.36421	30.99647	2.84792	0.70912	0.28628	0.12219	0.11319	
Healthy	0	0		12.00093	4.08953	0	0	0	0	0	
Healthy	0.33364	0.02314		38.84185	39.92773	0.33364	0.09266	2.30175	0	0.02314	
Healthy	2.80036	0		33.69858	0.00751	2.80036	0	11.03965	0	0	
Healthy	0.32245	0.34167		60.40072	10.14342	0.32245	0.84788	0.15998	0.85057	0.34167	
Healthy	13.10247	0.02775		66.60307	1.62964	13.10247	0	0.1937	0	0.02775	
Healthy	0.40927	0.06537		81.86447	8.86383	0.40927	0	0.11619	0	0.06537	
Healthy	0	0		0	36.2784	0	0	0	0	0	
Healthy	2.58359	0.03368		79.46925	12.53866	2.58359	0	0.08169	0	0.03368	
Healthy	10.8936	0		62.17627	14.61369	10.8936	0	0.04826	0	0	
Healthy	0.19678	0.097		63.06974	18.11877	0.19678	0	0.07825	0	0.097	
D001528	0.46563	0.11437		38.90614	19.35018	0.46563	0.15944	0.05253	0	0.11437	
Healthy	0	0		0.32353	12.56435	0	2.79206	0	0	0	
Healthy	0.25882	0.01617		59.92933	21.07401	0.25882	0.03718	0.00602	0	0.01617	
Healthy	3.02073	0		10.75217	40.21564	3.02073	1.14016	3.85614	2.1005	0	
Healthy	3.05143	0.25726		54.62681	13.2513	3.05143	2.53241	2.3328	0	0.25726	
Healthy	2.23535	0.08051		82.09293	9.92519	2.23535	0	0.05421	0	0.08051	
Healthy	1.53255	0		70.59313	13.84737	1.53255	0	0.48229	0	0	
Healthy	8.32299	0		46.84148	26.28865	8.32299	0.00741	0.6713	0	0	
Healthy	4.20933	0		81.63345	8.34021	4.20933	0	0	0	0	
Healthy	0.12428	1.66572		77.11711	6.15296	0.12428	0	0.28883	0.09917	1.66572	
Healthy	0	0		7.15519	4.69666	0	0	0	0	0	
Healthy	3.17786	0.3925		63.5846	28.39037	3.17786	0	0.10293	0	0.3925	
Healthy	0.4413	0.08948		69.81212	10.44454	0.4413	0.12769	0.00684	0.04614	0.08948	
Healthy	40.45073	0		1.2664	0.04089	40.45073	0	0.1188	0	0	
Healthy	0.04679	0		50.64633	13.8276	0.04679	0	0	0	0	
Healthy	0.59649	0.0185		65.95097	20.2954	0.59649	0	0.08424	0	0.0185	
Healthy	1.67496	0.12156		86.60796	7.6461	1.67496	0	0.08465	0	0.12156	
Healthy	1.11666	0.0343		47.72311	29.52536	1.11666	0.06197	0.08579	0	0.0343	
Healthy	0.01007	0.05875		58.63242	13.58344	0.01007	0	0.06952	0.06463	0.05875	
Healthy	0.14818	0		69.11832	3.2812	0.14818	0	0.04684	0	0	
Healthy	0.85748	0		37.35111	34.85839	0.85748	0.15532	0.30398	0	0	
Healthy	0.12589	0.02094		18.88292	41.80919	0.12589	1.72258	0.11469	0	0.02094	
Healthy	4.85308	0		24.69356	34.11321	4.85308	0	1.21723	0	0	
Healthy	3.13304	1.44462		70.39165	8.27593	3.13304	0	0.2399	0.0491	1.44462	
Healthy	0.62861	0		67.30757	7.63666	0.62861	0.05482	2.54917	0.39515	0	
Healthy	2.12887	0.32773		56.20077	10.12268	2.12887	0.29801	5.73096	0	0.32773	
Healthy	0.34274	0.0942		51.28108	23.89571	0.34274	0.04608	0.25478	0	0.0942	
Healthy	10.10421	0		0.09526	0.01274	10.10421	0	2.93569	0	0	
Healthy	26.21097	0		0.16537	59.69769	26.21097	0	0.42474	0	0	
Healthy	0.50071	0.03185		66.93676	19.31281	0.50071	0.60984	0.00882	0	0.03185	
Healthy	1.99596	0		10.59075	4.79563	1.99596	0	5.32857	0	0	
Healthy	0.1855	0.1988		48.59647	18.09935	0.1855	5.91805	0.02545	0	0.1988	
Healthy	0.17388	1.59157		68.52156	9.55394	0.17388	0	0.51351	0.02164	1.59157	
Healthy	0	0		0.05532	21.76881	0	0.54343	1.46476	0	0	
Healthy	0.03048	0.71094		29.30749	14.49213	0.03048	23.0527	0.35406	2.18526	0.71094	
Healthy	3.41336	0.14435		21.55582	9.70737	3.41336	0	22.85859	0	0.14435	
Healthy	0	0		84.61456	6.79376	0	0	0.16789	0	0	
Healthy	2.30887	0		92.21789	1.20779	2.30887	0	0.17928	0	0	
Healthy	4.32045	0		92.9033	2.06894	4.32045	0.5239	0.00449	0	0	
Healthy	0.07377	0		27.32638	61.40189	0.07377	0	0.22501	0	0	
Healthy	0.25948	0.00237		15.5459	66.1328	0.25948	0.00101	1.96948	0	0.00237	
Healthy	0.15309	0.00317		77.47972	9.56579	0.15309	0	0.05168	0	0.00317	
Healthy	1.44688	0		84.64447	10.62427	1.44688	0	0	0	0	
Healthy	0.62363	0.07215		29.76886	41.86382	0.62363	2.42121	1.21197	0.10495	0.07215	
Healthy	1.11423	0		31.72155	29.75787	1.11423	0.44549	0.27563	0.13241	0	
Healthy	0	0		0.03494	20.59846	0	0.52999	1.44636	0	0	
Healthy	7.93197	0		47.51386	25.28399	7.93197	0	0	0	0	
Healthy	0.24983	0		13.61883	60.55993	0.24983	0.90783	5.93352	0	0	
Healthy	0.54646	0.02807		38.98485	17.02202	0.54646	12.3298	1.10643	0	0.02807	
Healthy	0.07041	0.61312		26.84406	10.84505	0.07041	0.51143	1.10873	0	0.61312	
Healthy	0	0		25.5744	32.85858	0	0	13.63344	0	0	
Healthy	4.79662	0.15201		23.48328	15.20968	4.79662	0.03839	8.14806	0.027	0.15201	
Healthy	1.41507	0		31.4247	26.82112	1.41507	0	1.02561	0	0	
Healthy	2.20511	0		10.34128	25.85378	2.20511	0	18.24452	0.77447	0	
Healthy	0	0		41.24853	24.42835	0	0	0	0	0	
Healthy	0.19399	0.0519		64.24216	15.61508	0.19399	0	0.09578	0	0.0519	
Healthy	0.42061	0.64425		45.92099	7.32589	0.42061	0.15089	0.58093	0	0.64425	
Healthy	0.38352	0.00171		19.66382	42.90038	0.38352	8.97759	1.07538	0.00026	0.00171	
Healthy	0.1948	0		14.41753	70.52124	0.1948	0	0.55616	0	0	
Healthy	0.46059	0.05594		74.59269	8.12071	0.46059	0	0.02727	0	0.05594	
Healthy	0	0		0	3.11548	0	0	0	0	0	
Healthy	0.66583	0		92.26106	2.76041	0.66583	1.85576	0	0	0	
Healthy	0.02245	1.73112		71.04117	6.20997	0.02245	0	0.48721	0.05062	1.73112	
Healthy	0.03233	0		9.24917	30.92366	0.03233	10.4974	2.33326	1.99501	0	
Healthy	2.28603	0		60.92773	27.06467	2.28603	0	0.1975	0	0	
Healthy	0.01134	0.03312		8.02943	20.81333	0.01134	0.02196	2.79495	9.12642	0.03312	
Healthy	0.11305	0.32301		66.38383	7.7367	0.11305	10.6859	0.07208	0	0.32301	
Healthy	0.06011	0.07675		66.67944	14.75618	0.06011	0.50682	0.02122	0.01789	0.07675	
Healthy	2.93835	0.06669		43.34351	43.13901	2.93835	0	0.38783	0	0.06669	
Healthy	1.29309	0.13981		41.55658	14.17192	1.29309	0	0.0337	0	0.13981	
Healthy	0.04607	0.0547		35.39785	22.66826	0.04607	0.20975	2.00303	0	0.0547	
Healthy	0.57054	0		45.18123	36.22037	0.57054	0	0.55253	0	0	
Healthy	1.05445	0		24.97135	2.80782	1.05445	19.5038	0.28633	16.8025	0	
Healthy	3.98402	0.02018		64.23882	15.15692	3.98402	0.00714	0.35741	0	0.02018	
Healthy	7.07499	0		42.26421	0.03254	7.07499	0	0.95063	0	0	
Healthy	0.29899	0.10065		70.50593	10.03758	0.29899	0.11018	0	0.07086	0.10065	
Healthy	0.76255	0		42.48248	32.20493	0.76255	0	4.25111	0.51063	0	
Healthy	0	0		79.79912	14.55128	0	0	0.55728	0	0	
Healthy	0	0		81.37311	14.34047	0	0	0.52086	0	0	
Healthy	0.37346	0		59.9067	29.31487	0.37346	0	2.14074	0.367	0	
Healthy	0.9374	0.16201		31.52386	35.2563	0.9374	1.61437	1.75526	0.2745	0.16201	
Healthy	0.08918	0		61.3646	24.09425	0.08918	0	2.4385	0	0	
D001528	0.19118	0.02648		94.69643	1.53973	0.19118	0	0.00823	0	0.02648	
Healthy	6.0243	0		67.81604	13.43734	6.0243	0	0.49465	0	0	
Healthy	0.84369	0		42.86205	20.01587	0.84369	0.52605	1.68621	1.04806	0	
Healthy	0.0993	0		29.69307	12.32872	0.0993	0.03575	0.00194	0	0	
Healthy	0.9749	0		14.36781	49.47862	0.9749	0	1.57087	0	0	
Healthy	0.42467	0.00134		88.81887	2.66826	0.42467	0	0.24552	0	0.00134	
Healthy	0.7905	0.01083		75.66423	11.79651	0.7905	5.28237	0.22398	0.00175	0.01083	
Healthy	0.09458	0		32.97976	49.03195	0.09458	0.10289	4.17877	0	0	
Healthy	1.61071	0.05404		11.04279	35.57682	1.61071	1.37274	2.85294	0.60964	0.05404	
Healthy	7.7358	0		26.35134	23.88094	7.7358	0.88685	3.20568	0	0	
Healthy	1.44441	0		20.88845	10.39414	1.44441	2.57563	0.31533	0	0	
Healthy	5.30418	0.2837		4.91734	42.39849	5.30418	0	6.71052	0	0.2837	
Healthy	9.3417	0		40.91091	10.91013	9.3417	0	0.84856	0	0	
Healthy	0.4846	0.02068		30.64528	19.53227	0.4846	1.26462	0.50351	0	0.02068	
Healthy	2.04882	0.01355		48.97126	33.07891	2.04882	0	0.79793	0	0.01355	
Healthy	1.74263	0.00275		21.04595	5.90702	1.74263	6.50564	0.79244	0	0.00275	
Healthy	0.05799	0.82772		51.89489	24.93639	0.05799	0	0	0.02432	0.82772	
Healthy	0.12081	0.00488		21.20041	53.16581	0.12081	0	1.34674	0	0.00488	
Healthy	55.94763	0		0.76754	0.00907	55.94763	0	0.45671	0	0	
Healthy	0.35275	0.01778		11.27066	65.7033	0.35275	1.09277	2.81312	1.95868	0.01778	
Healthy	0.24815	0.18711		52.3283	14.41694	0.24815	2.05293	0.69844	0.56963	0.18711	
Healthy	11.36336	0.74732		13.46928	6.40871	11.36336	43.8434	0.13717	0	0.74732	
