group	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Gammaproteobacteria	Verrucomicrobiae	Bacilli	Methanobacteria	Desulfovibrionia	
Healthy	0.28715	0.14138		58.10073	12.21269	0.28715	0	0.23155	0.22386	0.14138	
Healthy	4.12495	0		28.5342	13.71033	4.12495	0	0.01769	0	0	
Healthy	0.40842	0.29632		52.63809	16.67353	0.40842	5.42101	0	0	0.29632	
Healthy	0.62194	0.16059		34.95935	35.77311	0.62194	1.72479	0.77559	5.60501	0.16059	
Healthy	3.9895	0.22267		62.19537	19.48643	3.9895	0	0	0	0.22267	
Healthy	1.23148	0.07481		26.9707	36.81166	1.23148	0.42264	2.81296	0.15387	0.07481	
Healthy	5.11005	0		46.29619	39.82049	5.11005	0	0.01055	0	0	
Healthy	0	0		14.13104	11.39134	0	0	0	0	0	
Healthy	0	0		0	34.55264	0	0	0	3.23033	0	
Healthy	0.0978	0.03248		61.48901	15.63731	0.0978	0.01619	1.14608	0	0.03248	
Healthy	0.60204	0.0212		62.73642	18.41674	0.60204	0	4.76263	0.0878	0.0212	
Healthy	1.17759	0.00237		15.15697	49.23882	1.17759	0.02781	4.8651	0	0.00237	
Healthy	0.1954	0.04873		44.6047	37.73628	0.1954	0	0.91088	0	0.04873	
Healthy	0.39814	0		25.1176	46.47905	0.39814	0	1.84221	0	0	
Healthy	0.6167	0.04057		69.67941	18.68656	0.6167	0	0.24652	0	0.04057	
Healthy	0.86723	0.24328		33.8182	21.10287	0.86723	1.02691	1.06904	1.87428	0.24328	
Healthy	0.22134	0		81.21441	10.09788	0.22134	0	0.48114	0	0	
Healthy	0.40463	0.0293		48.77218	23.09016	0.40463	3.81688	1.67267	5.5018	0.0293	
Healthy	8.02807	0		45.66618	25.71177	8.02807	0.02361	0.64442	0	0	
Healthy	0.1547	0.06586		35.33488	24.09031	0.1547	0.76304	10.64079	3.25825	0.06586	
Healthy	0	0.00435		1.40245	25.93014	0	0	9.45831	23.2123	0.00435	
Healthy	1.27054	0		14.25357	11.74099	1.27054	10.8549	1.0964	0	0	
Healthy	0.62165	0.03246		80.93019	5.44249	0.62165	3.50999	0.00464	0	0.03246	
Healthy	6.30885	0		55.40129	27.9145	6.30885	0	0.25812	0	0	
Healthy	0.56628	0.04218		59.93208	20.63274	0.56628	0	0	0	0.04218	
Healthy	0.00815	0		15.04625	30.68435	0.00815	0	5.48682	9.90092	0	
Healthy	0.02081	0.03744		69.30433	9.76496	0.02081	0.5671	0.02163	0	0.03744	
Healthy	0.04711	0		52.23975	25.28465	0.04711	0	3.64677	0.07596	0	
Healthy	0	0		10.96182	46.8263	0	3.67965	0.77638	0	0	
Healthy	0.20858	0.01602		71.17487	19.02016	0.20858	0.12571	0.47369	0	0.01602	
Healthy	25.91959	0		0.00043	2.32812	25.91959	0	15.43058	0	0	
Healthy	0	0.04003		61.74895	29.02153	0	0.08502	0.52237	0.04649	0.04003	
Healthy	0.0663	0		87.02538	6.00179	0.0663	0	0	0	0	
Healthy	0.41885	0.08237		40.00243	29.94533	0.41885	4.00273	1.22287	0.10475	0.08237	
Healthy	3.26878	1.39254		69.9345	8.2476	3.26878	0	0.26752	0.03287	1.39254	
Healthy	0.2067	0.00109		58.49001	29.97688	0.2067	0.07021	0.68733	0	0.00109	
Healthy	3.31039	0		1.69901	60.92795	3.31039	0	0.27113	4.2977	0	
Healthy	14.2988	0		7.07781	3.56489	14.2988	0	0.69259	0	0	
Healthy	31.52015	0		13.19119	2.72075	31.52015	0	0.50287	0	0	
Healthy	0.09712	0		18.15599	22.53825	0.09712	6.12412	4.25572	13.9454	0	
Healthy	1.50156	0		21.09078	0	1.50156	0	1.72059	0	0	
Healthy	0.61592	0.005		89.23862	2.53832	0.61592	0	0.2672	0	0.005	
Healthy	0.02116	0		31.09353	48.13819	0.02116	0	0.80942	0.00137	0	
Healthy	0.06265	0.00559		34.03256	49.08501	0.06265	0.02874	0.1614	0	0.00559	
Healthy	0.05143	0.13861		41.88531	11.51466	0.05143	22.7766	0.04975	0.04071	0.13861	
Healthy	0.50874	0.12448		43.90234	23.50641	0.50874	0.16635	3.06488	0	0.12448	
Healthy	0.65879	0.6342		45.9117	10.25367	0.65879	0.16423	0.61322	0	0.6342	
Healthy	0.18834	0.00518		31.85082	30.30553	0.18834	0.52681	0.1966	0	0.00518	
Healthy	2.46736	0.05311		44.18122	25.12886	2.46736	0.30671	0.09394	0	0.05311	
Healthy	0.47996	0.14253		57.07879	19.68206	0.47996	0	0.5704	0	0.14253	
Healthy	3.99867	0.11505		60.22977	24.7801	3.99867	0.12189	0.09853	0	0.11505	
Healthy	0	0		0.02398	0.00203	0	0	28.2593	0	0	
Healthy	3.33516	1.37696		69.96888	10.73139	3.33516	0	0.22798	0.02599	1.37696	
Healthy	0.31557	0		19.97276	50.89613	0.31557	0.00197	3.16861	1.17411	0	
Healthy	0.3293	0		44.66737	16.79558	0.3293	1.76195	0.05593	0	0	
Healthy	1.93807	0		0.98503	1.72805	1.93807	71.3874	0	0	0	
Healthy	0.13952	0.04529		78.84515	3.45841	0.13952	0	0.04098	0	0.04529	
Healthy	0.27294	0		78.88875	2.68402	0.27294	0	0	0	0	
Healthy	3.17425	1.37421		70.99113	8.29439	3.17425	0	0.30379	0.00549	1.37421	
Healthy	0.1047	0		85.13439	11.8271	0.1047	0	0.06056	0	0	
Healthy	1.33071	0		32.53546	29.81518	1.33071	0	8.07644	0	0	
Healthy	3.8036	0.01917		65.52501	17.50904	3.8036	0	0.14994	0	0.01917	
Healthy	0.15351	0		6.72201	22.32012	0.15351	5.72931	0	0	0	
Healthy	0.86536	0		82.77682	8.28999	0.86536	0	0.06588	0	0	
Healthy	0.966	0.07116		34.20589	33.83077	0.966	3.0857	3.36499	0	0.07116	
Healthy	0.85243	0		48.8312	32.64095	0.85243	0	1.3354	0	0	
Healthy	0.96065	0		17.981	42.03802	0.96065	0	3.08086	0	0	
Healthy	0	0		0	91.8533	0	0	0	0	0	
Healthy	4.28173	0		80.79805	8.49287	4.28173	0	0	0	0	
Healthy	0.08663	0.12627		13.88629	30.5735	0.08663	0	0.05364	0	0.12627	
Healthy	0.11336	0.0558		70.32917	9.621	0.11336	0.52822	0.02111	0	0.0558	
Healthy	9.92274	0		5.27426	0.00281	9.92274	0	7.80399	0	0	
Healthy	0.16264	0.0852		66.74774	15.65511	0.16264	0.57433	0.06972	0	0.0852	
Healthy	3.8309	0		20.72115	9.94521	3.8309	0	21.75453	0	0	
Healthy	2.65384	0.05012		71.95646	3.3074	2.65384	0	0	0	0.05012	
Healthy	84.5631	0		3.44375	0.00818	84.5631	0	0.30635	0	0	
Healthy	0.65712	0.01371		46.24275	24.042	0.65712	0.03598	1.44551	0	0.01371	
Healthy	0.55484	0.27229		53.49314	24.13534	0.55484	0.97957	0.08488	0	0.27229	
Healthy	1.99066	0.09083		86.56075	7.32335	1.99066	0	0.10156	0	0.09083	
Healthy	3.98205	0.0077		66.05194	17.21646	3.98205	0	0.22672	0	0.0077	
Healthy	3.51401	0.02636		53.36043	20.88623	3.51401	14.0475	0	0.7039	0.02636	
Healthy	0.39907	0.04644		17.23018	35.03882	0.39907	3.3765	0.99124	1.12322	0.04644	
Healthy	7.14104	0.02754		54.258	24.18541	7.14104	1.18706	0	0	0.02754	
Healthy	0.11116	0.02239		45.94503	47.40377	0.11116	0.47066	0.29679	0	0.02239	
Healthy	0.6365	0.02395		66.47609	8.92612	0.6365	0	0.43628	0	0.02395	
Healthy	0.48435	0.01986		70.42368	20.73603	0.48435	0	1.296	0	0.01986	
Healthy	5.96798	0		10.05104	39.4563	5.96798	0	2.96844	1.17601	0	
Healthy	0.24878	0.1941		68.90809	8.31626	0.24878	0.00134	0.00494	0	0.1941	
Healthy	1.56359	0.21533		13.65642	37.00849	1.56359	0.26842	0.52574	0.47405	0.21533	
Healthy	0	0.07915		46.23034	28.70866	0	1.44349	0.88718	0	0.07915	
Healthy	8.21264	0		25.84104	24.84975	8.21264	0.92004	3.49827	0	0	
D001528	10.79739	0.08171		72.28739	10.09139	10.79739	0.01934	0.00334	0	0.08171	
Healthy	11.00827	0.28378		31.55951	28.32059	11.00827	8.79212	0	1.4988	0.28378	
Healthy	4.62638	0.19335		23.31875	0.03971	4.62638	0	9.0658	0	0.19335	
Healthy	1.668	0.10931		86.2202	6.97838	1.668	0	0.1409	0	0.10931	
Healthy	1.05383	0		67.27463	2.3472	1.05383	0	0	0	0	
Healthy	0.05299	0		27.90948	51.50084	0.05299	0	0	0	0	
Healthy	12.2714	0.01852		9.46394	27.56421	12.2714	0	12.92891	3.54756	0.01852	
Healthy	0.17805	0.04748		78.05327	14.0742	0.17805	0	0.0323	0	0.04748	
Healthy	0.33421	0		2.87834	5.20121	0.33421	1.48707	2.57986	0	0	
Healthy	1.12107	0		69.21504	19.71183	1.12107	0.50904	0.53186	0	0	
Healthy	0.19324	0		13.70827	60.84343	0.19324	0	0	0	0	
Healthy	0.06334	0		73.12243	11.54231	0.06334	0	0.93511	0	0	
Healthy	0	0		85.37583	14.62415	0	0	0	0	0	
Healthy	0.22094	0		45.45948	3.08365	0.22094	1.25518	0.22365	0	0	
Healthy	4.26379	0		91.68174	2.15871	4.26379	0.56621	0	0	0	
Healthy	0.01829	0		84.63343	6.10729	0.01829	0	0.19433	0	0	
Healthy	0	0		12.57045	42.43746	0	1.62563	1.01374	0	0	
Healthy	0.57478	0		75.06792	4.37966	0.57478	0	0	0	0	
Healthy	0.09962	0.0251		63.95996	23.78584	0.09962	0.04037	0.11993	0	0.0251	
Healthy	0.25912	0.05541		18.19772	55.14351	0.25912	0.51118	6.62028	2.2661	0.05541	
Healthy	0	0		29.35006	41.10523	0	0	0	0	0	
Healthy	5.4255	0.01043		44.72224	28.77466	5.4255	1.63292	0	0.36043	0.01043	
Healthy	0.92446	0		0	29.72424	0.92446	0	1.59656	4.13628	0	
Healthy	0.2551	0		68.88568	3.53282	0.2551	0	0.04199	0	0	
Healthy	4.8789	0		79.02282	9.79892	4.8789	0	0	0	0	
Healthy	0.86976	0.18363		42.13742	15.70223	0.86976	4.81591	1.54079	0	0.18363	
Healthy	0.14996	0		68.1142	9.0589	0.14996	0	0.27107	0	0	
Healthy	0.19504	0		70.65038	3.34214	0.19504	0	0.01762	0	0	
Healthy	0.07111	0		39.54577	36.93627	0.07111	0	0.8543	0.14722	0	
Healthy	0	0		27.5197	24.31212	0	2.15259	0	0	0	
Healthy	0.56055	0.0866		53.1593	32.06103	0.56055	0.20079	1.6222	0.40155	0.0866	
Healthy	0	0		48.5162	0	0	0	18.4171	0	0	
Healthy	0	0		2.98891	48.13629	0	0.68396	5.41414	28.5491	0	
Healthy	0.2132	0		69.74722	3.46713	0.2132	0	0.02401	0	0	
Healthy	1.50024	0.12422		64.38442	16.28348	1.50024	0	0.01835	0.19453	0.12422	
Healthy	8.48935	0.33995		60.54547	3.48263	8.48935	0.76509	0	0	0.33995	
Healthy	6.73039	0		28.75621	37.57413	6.73039	0	2.07416	0	0	
Healthy	0.47276	0.00038		36.62518	28.77344	0.47276	10.1881	2.78482	0	0.00038	
Healthy	26.81955	0		0.63797	0.00155	26.81955	0	3.48397	0	0	
Healthy	0.14884	0.53861		56.71773	16.81228	0.14884	12.5435	0.11777	0	0.53861	
Healthy	1.55113	0.09781		56.3158	29.62989	1.55113	0	0.2786	0	0.09781	
Healthy	0	0		63.16463	9.81168	0	0	0	0	0	
Healthy	0	0.09369		46.70081	25.48853	0	4.75404	1.1568	2.76374	0.09369	
Healthy	15.14802	0.00023		28.29215	0.50494	15.14802	0	0.7956	0	0.00023	
Healthy	10.92004	0.68468		13.4359	6.26436	10.92004	43.6005	0.14481	0	0.68468	
Healthy	0.18679	0		67.86751	9.38321	0.18679	0	0.26754	0	0	
Healthy	0.3417	0.04086		72.33072	12.71156	0.3417	0	0.94559	0	0.04086	
Healthy	0.15405	0.07284		38.61451	17.11258	0.15405	7.54554	0.42082	12.0425	0.07284	
Healthy	0	0		80.98922	14.91669	0	0	0.54431	0	0	
Healthy	0.11367	0		25.67731	46.48502	0.11367	0	0.02838	0	0	
Healthy	0.8444	0.06421		33.28567	38.99031	0.8444	0.58111	7.68386	0.6539	0.06421	
Healthy	0.71896	0.0054		88.6322	2.65609	0.71896	0	0.28913	0	0.0054	
Healthy	0.45524	0		39.09706	26.49488	0.45524	0.0088	0.54434	1.80177	0	
Healthy	3.11227	0		33.77516	41.04902	3.11227	0.02447	0.25515	0	0	
Healthy	1.16394	0		19.08522	54.05102	1.16394	0	1.04843	0	0	
Healthy	1.22617	0.11873		36.33763	30.34245	1.22617	0.74548	0.72111	0	0.11873	
Healthy	1.35455	0.11929		49.17361	9.25688	1.35455	17.9361	0.07821	0	0.11929	
Healthy	1.19252	0		66.68576	2.55857	1.19252	0	0	0	0	
Healthy	0.63221	0.06872		59.1091	15.80448	0.63221	1.3283	9.56668	0.09868	0.06872	
Healthy	5.12008	0.19167		62.36289	24.81195	5.12008	0	0.12794	0	0.19167	
Healthy	0.05027	0		9.36847	30.37863	0.05027	13.0776	2.04138	1.68806	0	
Healthy	0.21808	0.74541		22.5582	19.71285	0.21808	0	0.63654	1.18226	0.74541	
Healthy	0	0		37.53204	40.73039	0	0	1.50452	0	0	
Healthy	27.19019	0		58.43814	1.38028	27.19019	0	0.10505	0	0	
Healthy	2.06766	0.06162		23.76198	34.24034	2.06766	0.91401	14.95683	0.05073	0.06162	
Healthy	0.11289	0.05192		67.13981	10.20633	0.11289	0.54397	0.01324	0	0.05192	
Healthy	2.07789	0		64.39098	30.22755	2.07789	0	0.31827	0	0	
Healthy	0.49639	0.18646		32.36471	26.73239	0.49639	3.33406	0.20778	2.30841	0.18646	
Healthy	1.14917	0		14.68862	36.49673	1.14917	0	2.72347	0	0	
Healthy	3.01148	0		60.37992	13.64106	3.01148	5.76763	0.46903	0	0	
Healthy	0.01533	0.04488		63.84991	13.79645	0.01533	0.45523	0.02196	0	0.04488	
Healthy	0.269	0.06547		34.07345	49.98512	0.269	0	0.28548	0.1068	0.06547	
Healthy	1.04951	0		18.82843	58.0766	1.04951	0.16201	0.98596	0	0	
Healthy	1.94032	0.23847		17.09535	38.27146	1.94032	0	5.95275	0	0.23847	
Healthy	0.35513	0.08041		45.17916	17.50523	0.35513	0.77287	0.04486	0	0.08041	
Healthy	0.32094	0		19.82885	61.75209	0.32094	0	0.33593	0	0	
Healthy	16.55726	0		17.24653	18.57795	16.55726	0	0.44729	0.33908	0	
Healthy	0.34532	0.09095		76.28196	7.08467	0.34532	0	0.1369	0	0.09095	
Healthy	0	0		0	47.0518	0	0	0	0	0	
D001528	26.7379	0.10412		19.60584	0.47233	26.7379	0	0.0012	0	0.10412	
Healthy	0.6867	0		92.4096	2.93463	0.6867	1.88348	0	0	0	
Healthy	0	0		10.12874	72.4399	0	0	0	0	0	
Healthy	0.78452	0.03188		26.27604	29.20882	0.78452	1.53762	0.032	0	0.03188	
Healthy	0.07047	0.91635		50.33772	26.57462	0.07047	0	0	0.06171	0.91635	
Healthy	0.1023	0		35.57313	41.10283	0.1023	0	4.5512	0	0	
Healthy	2.47117	0.12119		71.11603	3.22903	2.47117	0	0	0	0.12119	
Healthy	0.37614	0.02195		42.51095	12.74803	0.37614	2.90132	0.08492	8.00768	0.02195	
Healthy	0	0		11.90751	62.37962	0	2.31129	0	0	0	
Healthy	2.44351	0.37382		69.65916	10.0534	2.44351	0	0.11268	0	0.37382	
Healthy	0.34171	0.47382		58.96447	10.74351	0.34171	8.77803	0	0	0.47382	
Healthy	0.36518	0.03254		66.71053	8.52251	0.36518	0	0.01487	0	0.03254	
Healthy	1.92473	0		39.08202	35.88066	1.92473	0.00039	1.61249	0	0	
Healthy	0.43548	0		38.67925	29.87508	0.43548	0.03767	1.19211	0	0	
Healthy	0.43898	0.50177		58.1287	10.87493	0.43898	8.45768	0	0	0.50177	
Healthy	80.40977	0		2.69883	1.32614	80.40977	0	0.02378	0	0	
Healthy	0.72344	0.03168		79.02284	5.96254	0.72344	4.05243	0.00649	0	0.03168	
Healthy	0.07105	0.87373		38.60053	32.85284	0.07105	0	9.00027	0.34226	0.87373	
Healthy	2.54958	0		27.58095	14.39691	2.54958	0	0.59121	0	0	
Healthy	0.07849	1.43761		69.24905	13.39404	0.07849	0	0.49665	0.0287	1.43761	
Healthy	0.49879	0.12123		30.23467	50.74627	0.49879	0.03824	0.37889	0.15533	0.12123	
Healthy	5.67523	0.01901		67.07015	9.1555	5.67523	0.13672	0.18633	0	0.01901	
Healthy	12.1613	0.00635		43.44494	3.47765	12.1613	0	0.47209	0	0.00635	
Healthy	0.59739	0.04472		80.62821	5.22749	0.59739	3.67819	0.00128	0	0.04472	
Healthy	0.38282	0.00828		45.52648	22.36482	0.38282	0	0.13727	0	0.00828	
Healthy	13.76728	0		29.04447	38.13172	13.76728	3.57716	5.40254	0	0	
Healthy	0.0347	0		95.28645	0.9942	0.0347	0.03461	0.07273	0	0	
Healthy	0.06857	0.02244		29.61175	41.45814	0.06857	0.05854	0.45551	3.24923	0.02244	
Healthy	0	0		19.55294	50.4064	0	0	13.73408	0	0	
Healthy	1.71603	0.13573		86.46119	7.76635	1.71603	0	0.1184	0	0.13573	
Healthy	0.01598	0.12961		50.76117	24.96834	0.01598	0.0016	0.7191	0	0.12961	
Healthy	0.28424	0		10.76329	44.51617	0.28424	0.50632	0.19675	1.09162	0	
Healthy	0.21087	0.12344		57.33937	11.63856	0.21087	0	0.32367	0.21804	0.12344	
Healthy	0.28098	0		56.30658	25.29148	0.28098	0	0.27904	0	0	
Healthy	0.21487	0		30.61867	35.68276	0.21487	0.3251	1.56351	0.68489	0	
Healthy	0.06535	0		68.50702	17.47041	0.06535	0	0.33565	0	0	
Healthy	0	0		46.24204	32.78233	0	0.19396	2.98054	0.57513	0	
Healthy	0.42733	0		46.07825	31.69039	0.42733	0.26078	0.17798	0.57785	0	
Healthy	0.20461	0.20697		47.94121	17.9277	0.20461	5.8617	0.03717	0	0.20697	
Healthy	0.18366	0.05709		63.77627	16.05007	0.18366	0	0.08664	0	0.05709	
Healthy	1.0543	0		65.94764	2.33769	1.0543	0	0	0	0	
Healthy	2.38615	0		32.56547	48.00679	2.38615	0	0.62968	0	0	
Healthy	3.49074	0.18415		18.08858	13.14978	3.49074	0	30.47398	0	0.18415	
Healthy	8.99031	0.03354		37.37198	33.83763	8.99031	2.41684	0.03096	0.29309	0.03354	
Healthy	10.76435	0.03332		68.43482	1.87117	10.76435	0	0.15629	0	0.03332	
Healthy	4.21412	0		81.395	8.54455	4.21412	0	0	0	0	
Healthy	0.32221	0.11801		44.75471	11.32124	0.32221	6.96025	0.19401	0	0.11801	
Healthy	0.06287	0.07033		68.7675	9.91889	0.06287	0.56418	0.02519	0	0.07033	
Healthy	2.46863	0.1039		16.79315	63.0634	2.46863	0	1.75898	0.74572	0.1039	
Healthy	0.91375	0		66.42993	2.74882	0.91375	0	0	0	0	
Healthy	3.12997	0.11673		21.83488	38.0055	3.12997	0.86309	0.3327	1.42082	0.11673	
Healthy	0.39241	0.3909		43.41348	11.44562	0.39241	0.01217	3.2176	0	0.3909	
Healthy	0.02651	0		73.45565	10.54698	0.02651	0.50523	0	0	0	
Healthy	0.17639	0.17313		37.03071	45.32702	0.17639	0.233	1.82481	0	0.17313	
Healthy	0.46787	0.11263		70.18205	10.40799	0.46787	0.11769	0.00741	0.07672	0.11263	
Healthy	0.03117	0.08524		7.48063	14.03437	0.03117	2.79063	5.81196	12.6844	0.08524	
Healthy	0.3484	0.06604		42.57968	24.98747	0.3484	0.02836	1.04009	0	0.06604	
Healthy	4.07352	0.27753		62.93172	19.08107	4.07352	0	0	0	0.27753	
Healthy	0.28664	0		79.21326	2.49595	0.28664	0	0	0	0	
Healthy	0	0		53.18318	29.98175	0	0	0	0	0	
Healthy	1.57549	0.00557		23.41716	18.58428	1.57549	0.31361	0.76192	0	0.00557	
Healthy	0.67062	0		63.61607	24.02734	0.67062	0	0.80311	0	0	
Healthy	0	0		23.72752	20.14227	0	2.03874	0.08586	4.04538	0	
Healthy	0.19521	0.08296		39.28724	46.79458	0.19521	0.20579	0.97172	0.6324	0.08296	
Healthy	0.1041	0.31988		66.68553	7.75807	0.1041	10.5227	0.07254	0	0.31988	
Healthy	17.36195	0		41.5384	0.96196	17.36195	0	0.6307	0	0	
Healthy	0.08089	0		28.95543	46.26341	0.08089	0	0.20633	0	0	
Healthy	1.03334	0		60.47659	23.55451	1.03334	1.01338	0.63521	0	0	
Healthy	1.13101	0		20.29281	68.50705	1.13101	0	0.33577	0	0	
Healthy	0.59427	0.18905		17.58518	51.6332	0.59427	0	0.77292	0	0.18905	
Healthy	0	0		21.73269	18.55608	0	2.56749	0.06085	3.11355	0	
Healthy	0.73802	0		50.98966	17.29862	0.73802	3.88042	0.25432	0	0	
Healthy	5.65411	0.07584		48.94842	32.05493	5.65411	1.30576	0.05892	0.25684	0.07584	
Healthy	0	0		5.88392	11.84441	0	0	1.56977	3.78589	0	
Healthy	1.98467	0.05127		21.50326	36.62095	1.98467	1.85173	4.34111	4.80982	0.05127	
Healthy	0.35951	0.01026		76.44368	6.91608	0.35951	0	0.0842	0	0.01026	
Healthy	1.29967	0.06363		58.55434	26.04778	1.29967	0.01715	0.04717	0	0.06363	
Healthy	0.80803	0		72.21714	14.27979	0.80803	0	0	0	0	
Healthy	0.42214	0.06321		70.02336	10.40528	0.42214	0.14178	0.00183	0.03754	0.06321	
Healthy	4.78938	0		78.31406	10.17185	4.78938	0	0	0	0	
Healthy	2.23051	0.01869		62.7212	4.06705	2.23051	0	2.88709	0	0.01869	
Healthy	0.3103	0.05163		40.27927	32.78639	0.3103	0	0.39902	0.52025	0.05163	
Healthy	0.2409	0.08412		39.76246	36.41844	0.2409	0.03737	2.22226	0	0.08412	
Healthy	2.08355	0		73.22391	2.97428	2.08355	2.26273	0.20834	0	0	
Healthy	3.02507	0		60.03712	13.77517	3.02507	5.86253	0.5284	0	0	
Healthy	0.28571	0.02269		76.77715	6.6356	0.28571	0	0.07751	0	0.02269	
Healthy	1.66871	0		59.26558	18.77467	1.66871	0.74805	0.12352	0	0	
Healthy	2.24583	0		0.12654	84.76662	2.24583	0	0.35345	0	0	
Healthy	0.22611	0		79.07153	2.48651	0.22611	0	0	0	0	
Healthy	0.00119	0		8.99304	20.123	0.00119	40.4449	1.12713	0	0	
Healthy	2.81254	0.00684		44.28301	38.82093	2.81254	0.01178	1.22748	1.91365	0.00684	
Healthy	0.0467	0.03581		28.36889	39.22011	0.0467	0	0.70275	0	0.03581	
Healthy	1.85909	0		49.08358	30.59751	1.85909	0	0.4646	0	0	
Healthy	1.17132	0.05004		54.69105	30.04879	1.17132	0.79134	2.88063	0.02601	0.05004	
Healthy	0.43545	0.82641		60.15458	6.16444	0.43545	4.46162	0	0.1863	0.82641	
Healthy	0.13464	0		30.38976	46.25528	0.13464	0	0.92728	0.17925	0	
Healthy	0.2448	0		57.19071	5.0851	0.2448	0	0.1507	0	0	
Healthy	1.03976	0		51.11411	20.34626	1.03976	2.61066	0.19439	1.78079	0	
Healthy	8.38667	0		70.28682	11.63356	8.38667	0	0.00277	0	0	
Healthy	0.10604	0.02332		18.83361	42.33114	0.10604	1.66834	0.1037	0	0.02332	
Healthy	0.3544	0.02566		78.21632	9.91665	0.3544	0	0.6799	0	0.02566	
Healthy	0.07706	0		56.74984	23.06068	0.07706	0	1.36568	0	0	
Healthy	0.69084	0		88.62397	2.59759	0.69084	0	0.26806	0	0	
Healthy	0	0		80.99515	13.88289	0	0	0.54065	0	0	
Healthy	3.51301	0		23.65521	62.95722	3.51301	0.08205	0.08002	0.40579	0	
Healthy	0.46562	0.13989		61.74899	19.77035	0.46562	0	0.07504	0	0.13989	
Healthy	9.68949	0.72042		13.47813	7.53057	9.68949	43.1425	0.14814	0	0.72042	
Healthy	0.4199	0.02192		66.37974	9.83527	0.4199	0	0.39295	0	0.02192	
Healthy	9.96818	0.00874		51.37097	8.55826	9.96818	0	6.96979	0	0.00874	
Healthy	0.06911	0.0134		57.05666	14.7163	0.06911	5.8543	0.00686	0	0.0134	
Healthy	0.1124	0.2407		43.4764	20.34863	0.1124	0.09713	0.06235	3.40764	0.2407	
Healthy	0.35859	0.01971		53.92823	5.27127	0.35859	0	0.24763	0	0.01971	
Healthy	5.24858	0.22483		62.01002	25.21812	5.24858	0	0.07553	0	0.22483	
Healthy	0.38204	0.40446		60.43837	10.14769	0.38204	0.83144	0.13079	0.9034	0.40446	
Healthy	0.97595	0		67.11065	2.51949	0.97595	0	0	0	0	
Healthy	3.10465	0.43782		64.38419	27.73	3.10465	0	0.06926	0	0.43782	
Healthy	1.66912	0		30.53279	46.94325	1.66912	0.16743	2.03047	0.02214	0	
Healthy	0.23048	0.11176		57.92923	12.51002	0.23048	0	0.24848	0.24867	0.11176	
Healthy	0.19376	0		70.43552	7.29901	0.19376	0	0.28527	0	0	
Healthy	0.03322	0		31.6998	32.99013	0.03322	0.04697	0.25486	0	0	
Healthy	0.56187	0		22.27282	52.50795	0.56187	0	0.93076	0	0	
Healthy	2.17525	0		23.46511	34.90723	2.17525	11.0089	0.51013	0.51151	0	
Healthy	0.44173	0		19.33502	17.3138	0.44173	0.36477	0.89415	0	0	
Healthy	0.38983	0		20.08361	54.77596	0.38983	1.91184	0.42319	0.93713	0	
Healthy	0.04992	0		40.48423	24.25964	0.04992	0.0475	0.52576	0	0	
Healthy	0.26592	0		42.75953	23.51257	0.26592	0.13902	0.64687	0	0	
Healthy	0	0		85.8034	0	0	0.32693	0	0	0	
Healthy	0.24439	0		28.22264	45.81433	0.24439	1.18777	3.28489	0	0	
Healthy	5.7531	0		0	7.44841	5.7531	0	57.15972	0	0	
Healthy	2.05917	0.04552		37.96806	27.77476	2.05917	0.41479	1.48832	0	0.04552	
Healthy	0	0		33.04527	49.94328	0	0	0	0	0	
Healthy	30.11288	0		63.16223	0.02738	30.11288	0	1.48998	0	0	
Healthy	3.92174	0.03909		20.52479	28.52989	3.92174	0	2.92641	0	0.03909	
Healthy	0.88147	0		11.03823	1.57079	0.88147	0	0	0	0	
Healthy	0.28988	0		9.45133	1.18759	0.28988	0.14167	0	0	0	
Healthy	0.92109	0.40586		67.3039	2.94523	0.92109	0	0.36565	0	0.40586	
Healthy	10.8525	0		27.59638	4.09485	10.8525	1.51175	12.80659	0	0	
Healthy	0.27242	0		67.46187	15.29301	0.27242	0.11617	0	0.05074	0	
Healthy	3.13581	1.34798		70.18881	8.40797	3.13581	0	0.25449	0.03181	1.34798	
Healthy	0	0		10.8547	41.94511	0	0	4.14094	11.47081	0	
Healthy	0.12533	0.02952		31.57523	55.12632	0.12533	0.56691	0.76219	0	0.02952	
Healthy	9.20079	0		19.94668	15.24247	9.20079	1.73118	1.09859	0	0	
Healthy	0.46921	0.05024		74.40626	8.1828	0.46921	0	0.02338	0	0.05024	
Healthy	0.93913	0		67.35244	2.40472	0.93913	0	0	0	0	
Healthy	0.1783	0		32.89581	52.69775	0.1783	0	1.62367	0	0	
Healthy	11.87276	0.01453		66.35178	1.99935	11.87276	0	0.12471	0	0.01453	
Healthy	2.81107	0.01975		26.78469	44.35528	2.81107	0	0.16139	0	0.01975	
Healthy	2.55336	0		24.19592	18.23471	2.55336	0	0.54271	0	0	
Healthy	0.11503	1.40923		69.88776	6.05696	0.11503	0	0.59152	0.02964	1.40923	
Healthy	1.18959	0.00973		49.15706	27.14675	1.18959	0.0389	1.61942	0.17209	0.00973	
Healthy	0.13471	0		70.09672	3.56555	0.13471	0	0.01121	0	0	
Healthy	5.91737	0.12243		76.06188	5.2436	5.91737	0	0.06575	0	0.12243	
Healthy	0.11982	0.30635		66.45973	7.4355	0.11982	9.99134	0.07056	0	0.30635	
