s	Clostridium_A_leptum	Enterocloster_sp900540675	Clostridium_Q_symbiosum	Muricomes_sp000509105	Bifidobacterium_sp002742445	Enterocloster_clostridioformis_A	Anaerotruncus_colihominis	Enterocloster_citroniae	Enterocloster_sp000155435	Longicatena_innocuum	Bacteroides_uniformis	Alistipes_putredinis	Phocaeicola_vulgatus	Phocaeicola_dorei	Bacteroides_ovatus	Lachnospira_eligens_B	Barnesiella_intestinihominis	Bacteroides_cellulosilyticus	Alistipes_shahii	Alistipes_obesi	Odoribacter_splanchnicus	Parasutterella_excrementihominis
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.01576242292395	0.299740399753036	-5	0.40502004710908	-1.2023170650851	-0.389542128995418	-0.0979045996280477	-5	-0.821080578964535	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.35937078526162	0.906939185183303	-5	1.03613004848954	0.398535452320207	-1.44213203843198	-5	-5	-5	-5	-5	-2.2572748686953
Healthy	-5	-0.198260236311869	-1.76853040956932	-5	-5	-5	-5	-5	-5	-5	0.0980896903639522	-5	0.915859743236221	-5	1.1623735020028	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-2.40230481407449	-5	-5	-5	1.39220277212254	1.07606889587512	-2.1266793981846	0.920124892253581	-5	-0.183725549022979	-5	-5	0.318824770369201	-5	0.281483345087013	-1.76045027915953
Healthy	-5	-2.15490195998574	-5	-5	-5	-5	-5	-5	-5	-5	0.907408673300418	0.851914799209859	-5	-5	0.412628520544375	-0.194927530712144	0.448211467856778	0.627775375229303	-0.260277379272789	-0.34348974930999	0.00144812654221467	-0.62640764480106
Healthy	-1.24260397120698	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.116236389929571	0.76597386891941	-0.811887462834975	-1.02641037657274	-1.17198493577602	-0.783834097714007	-0.0350195020007603	-5	-0.119203551260803	-0.610036963564112	-0.457984185129412	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.19541557313865	-3.26760624017703	0.305086842261735	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.298924436855505	-5	1.41277980870247	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.580209413893637	0.238866220173002	-0.560556772550753	-2.33254704711005	-5	-0.711125054164721	-1.60049933868539	-1.56879711544348	0.0885931867455589	-5	1.01777643250693	0.49818369370013	0.906792803337526	-1.33413769979684	-1.33837659077077	-5	-5	-5	-5	-5	-5	-0.582279260924316
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.867226408146079	0.515827498839983	0.371741881459867	-0.951869072971033	-1.49894073778225	0.289437324306306	0.668261947998147	0.060138562277245	-0.19084446825282	-0.388191752723484	-5	-5
Healthy	-0.273093569448087	-1.46407325860443	-5	-2.70333480973847	-5	-5	-5	-5	-5	-5	1.42696824998022	1.01269426347933	-5	1.42818356839396	0.376215502870188	-5	-5	-5	0.208134877216369	-5	-5	-0.618957157228091
Healthy	-5	-1.04248848854552	-1.03306083697889	-1.36201021921531	-5	-1.4205594028602	-5	-0.992593648496329	-5	-5	0.150790199956583	-0.290594343199943	0.458986655090387	0.152328101917174	-0.266353420432229	-0.982299028775883	-0.234815920192737	-0.385450780583705	-0.462294213919473	-2.01908806222316	0.0697494732615955	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.242968556009627	-5	-5	-5	-5	-5	-0.633838632195809	-5	-5	-5	-5
Healthy	-1.8735438865682	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.742131792479661	0.262894650398479	0.983248200710175	1.00365910749445	0.392311719733981	0.639317121243032	-5	-5	-0.00433409879738471	-5	-5	-5
Healthy	-5	-0.34867351834019	-5	-0.0779184183024451	-5	-0.80057395840601	-5	-0.92889157821755	-1.40318306408441	-2.53461714855158	1.31209290207941	-5	1.18755202275221	-1.84588047448415	-2.42136079003193	1.18657806914725	-5	-5	-2.80134291304558	-5	-5	-2.14086170270547
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.97831019224749	0.990152752150378	0.574291766275109	-5	-0.275535703864582	0.180309421886382	-5	-5	0.597532843507813	-0.242922975895062	-5	-5
D003924	-0.352548565431461	-0.0859425873137931	-0.426722162535942	-0.112495225764622	-0.221638891328438	-0.640733835393251	-1.35882345338689	-1.3371477667352	-2.00612308505879	-1.62708799702989	-1.42204887227024	-5	-0.330859849074179	-5	-1.92335955632966	-1.17927323717617	-0.877096350826676	-5	-1.40120949323688	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.09482771163064	-5	-5	1.07807274355099	-1.3347005005001	0.842465074844368	-5	0.250588319795822	0.271586064027271	0.0606827341958717	-5	-1.61528825706172
Healthy	-5	-2.74232142513082	-5	-5	-5	-5	-1.34093992775906	-5	-5	-5	0.3784669464648	0.950278668556623	0.943272860344643	-5	-0.652826163586793	0.521411393911255	0.733199673387222	-5	0.44121266736391	0.2269348400126	0.33553612682994	-1.56591036158211
Healthy	-5	0.0432325598459327	-5	-5	-5	-5	-2.80687540164554	-5	-5	-5	0.509623167385319	0.40565024289443	0.211254067617872	-5	-0.812225544836015	-5	-5	-0.552237479372507	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.445661794063649	-5	0.982984518523161	-5	-5	-5	0.262147214626833	0.947098313139671	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.458957716103473	0.359896165538632	0.0633633869184284	-0.103506851877206	-1.13047493714277	0.583788016689579	-1.20537255533549	-1.06925467168889	-1.22687207596667	-5	-0.166330263649451	-5
Healthy	-5	-0.94183979650817	-5	-1.08202211740709	-5	-0.980219269596354	-5	-1.5104633705179	-1.66574735766577	-2.9100948885606	0.890920980025602	-5	0.494464892336782	-5	-2.75202673363819	0.273510545540457	-1.62214758099325	-1.58186450157477	0.523624223018071	-5	-5	-2.48545224733971
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.245789314633925	1.17581930557969	1.28628599704254	-5	-0.500642886612541	-5	0.347673411334693	-2.54668165995296	0.462811129877685	-0.177890789837623	0.474689649296038	-2.74472749489669
Healthy	-5	-2.46980030179692	-2.71896663275227	-2.30364361126667	-5	-5	-5	-2.81247927916354	-5	-5	0.989810097008272	0.542773159148618	0.82550790543936	0.906470266302812	-0.719489920296724	1.03798434737115	-5	-0.220252037085032	-5	-5	-0.0142368200090073	-2.40011692792631
Healthy	-0.853282964256024	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.38770137425276	1.11279630364601	-5	1.42821921396699	0.227241207898507	-5	-5	-5	0.290012339279542	-5	-0.22006457391299	-0.874161036004996
Healthy	-5	-5	-5	-5	-0.203169050992355	-5	-5	-5	-5	-5	-1.0552706396967	-5	0.0362774856331101	-2.45469288353418	-1.93181413825384	-5	-5	-1.85449282859034	-5	-5	-5	-5
Healthy	-1.78357016912375	-5	-5	-5	-1.49241396023699	-5	-5	-5	-5	-5	0.533782223145386	1.04355521126005	0.83305144179853	-2.86327943284359	-1.51598503733244	-2.69250396208679	1.00361173332863	0.186473203658951	-1.38880793913157	-0.44942923983438	0.322760791081434	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.665304192520595	-5	-5	1.23131434828659	-0.451364940185248	0.969771776155233	-5	-0.0392676780543617	-1.14587621789883	-5	-5	-1.41816407594235
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.330458418150674	-5	0.448482159930446	0.280043139205463	0.510295621413367	0.239347036149214	-0.591471731723764	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.477061897084271	0.333368671166795	0.515736118747671	-0.105395980338458	-0.312658351948601	0.0728488916334938	0.543399958085859	-0.398450604722233	-0.364144447203578	-0.938622925806112	-5	-5
Healthy	-5	-1.11764625361129	-0.711013413208371	-5	0.00294320687632516	-5	-5	-5	-5	-5	0.240808749049392	-5	0.373465559523029	0.604633148343698	-0.46618982498943	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.297587634055473	0.193041072153242	-0.440763878267191	-1.33049716589566	-0.4210400576891	0.0313478607933446	-0.592626093688996	-5	-1.16348600110933	-0.771573974532891	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.42365864979421	-5	-5	0.106680350445752	0.580799570713377	-0.0363821472315152	-1.08666307406738	-0.438850894304645	-1.81107151623915	0.712785187103127	0.739394318425093	-0.598065536407696	-1.11367851344052	0.326538620918704	-5
Healthy	-5	0.41587274190444	-5	-5	-5	-5	-1.44928257653072	-5	-5	-5	0.79743720807981	0.746782829856217	1.29225850871663	-5	-5	0.309930237864225	0.656782180255525	0.521281952621674	-0.0780899334274648	-5	0.208137566571094	-1.82535880733955
Healthy	-1.42550573171467	-0.713858024796665	-5	-5	-5	-1.28743447212669	-1.03919637508823	-5	-1.63940658643475	-5	1.12906796783372	0.269330782527642	-0.137850724305077	-5	-0.684239509334265	-1.57823159879308	-5	-5	-0.117020345962701	-5	-5	-1.26376290109527
Healthy	-1.97551433230083	-0.0285803382281341	-1.13918303613546	-1.92009553233328	0.298785417225367	-5	-1.85636076472546	-1.99054910420131	-0.768275616671483	-2.34872198600186	-0.571266033818434	0.177360437912251	0.768807494845655	-5	-1.17037464664195	0.812107494284516	-0.445765312976577	0.447280547145518	-0.278057550687055	-0.378397944377588	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.649397174525558	0.62563650719222	-1.77443228656053	-0.741626151031881	0.110535840976195	0.614208334295193	-1.40066286700751	-0.980011840408715	-0.542420853004237	-5	0.153156065914283	-1.83386602969489
Healthy	-0.856610431005344	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.39816769300473	1.10514249681577	-5	1.42802798982842	0.176389372259431	-5	-5	-5	0.28169453750098	-5	-0.223742051536323	-0.850873300257386
Healthy	-0.263173400634952	-1.40208552879747	-5	-5	-5	-5	-2.50307035192678	-5	-5	-5	1.42683661633884	1.01229338376749	-5	1.40864370538346	0.388248666065475	-5	-5	-5	0.168131980265661	-5	-0.28585472882851	-0.922922933154239
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.23180104673119	0.130893165404397	0.793266401741388	0.383853051056598	-0.176330186731864	0.5394775728051	0.498303660171684	-5	-0.556345932387095	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.59363016453073	-5	-5	-5	-5	1.70135302948938	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.03442204208947	-5	-5	-1.40120949323688	-2.68824613894425	-5	-1.30311962831724	-5	-5	-2.41005039867429	0.455018543066975	0.933144475002944	-5	0.0556726037948754	-0.842210913717951	-1.21006691906825	0.748426823308282	-0.521289244487241	0.64515099623463	0.259689422716914	0.357538467693636	-1.95900230757651
Healthy	-5	-2.25649023527157	-5	-5	-1.01412464269161	-1.84314809892999	-5	-1.68697688967676	-5	-5	0.632969235102513	0.723822491809727	-5	1.11583043196167	-0.666371387481309	-5	0.714822463081078	-5	-0.00390443413600086	-5	-5	-5
Healthy	-0.530678815484752	-1.10762709260156	-1.44721014980722	-5	-5	-5	-5	-1.90448195767685	-1.74016730093652	-5	1.10930208971565	-5	1.24675479803373	-5	0.808557324777681	-5	-5	-5	-5	-5	-5	-1.50113831100712
Healthy	-0.815848224276604	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0930572853432158	0.449185170727685	0.0722131226033821	-1.0395292224657	-2.36051351073141	-0.943857737940948	-5	-5	-5	-5	-5	-0.432456084426899
Healthy	-0.712019216477502	0.233402277811895	-0.0152342277032862	-1.09533854208448	-5	-0.589762808015954	-5	-5	-5	-5	-0.0562631777879659	0.888571474213052	0.486679790082903	-5	-0.703971363893278	-0.26198885560955	0.0597034903043214	-5	0.182762633398996	0.427714881124695	0.208715391480874	-1.61978875828839
Healthy	-5	-1.41005039867429	-5	-5	-5	-5	-5	-5	-5	-5	1.03516187402034	-5	0.884911424539736	0.266690216333298	0.243583675998191	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.42124621557357	1.10273925092536	1.02288222533685	-5	-0.890961704425619	0.104784050813411	0.429561729845732	0.750889296103928	0.622011857962505	0.490754658465119	-5	-0.584993246046172
Healthy	-0.791048324992175	0.376379837521614	-0.86566348905132	-0.979887430434533	-5	-5	-5	-1.88639084892697	-2.68402965454308	-5	1.49687030888172	-5	-0.0655520510510299	0.169248157942771	1.05909403542707	-5	0.417207548559888	1.36146359130537	-1.07660053384128	-1.18661919326614	-5	-0.878637159436609
Healthy	-2.07211658966929	-0.0862391135876769	-1.80548565811753	-1.70597490590468	-5	-2.27654432796481	-2.96657624451305	-1.89346914617762	-2.0783135245164	-3.36653154442041	-1.21997087266266	-0.830090558098931	1.03984661177358	-0.155597387647394	0.442754056200676	0.219301540165089	0.499047539376685	1.40784467928499	-1.60977163753087	0.130153579334769	-0.0636471371235774	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.260881950463586	-5	-5	-0.00692105198928053	-5	0.686770290087891	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.98005331832116	-5	-5	-5	-5	-5	-5	-5	-5	0.753165414591407	0.686046980624244	0.660154663943986	-0.513257904466013	-0.858801155095263	-0.378387564862467	-0.224294913047555	0.517099524044331	-0.226945306635737	-0.64177952689132	-5	-1.6088883862972
Healthy	-1.21183162885883	-1.67902332265718	-5	-3.11350927482752	-5	-5	-5	-5	-5	-2.48945498979339	0.837417969449311	-2.15926676538819	1.05486995527617	-5	-0.223030188474243	0.0094253983096075	-1.76295920862081	-5	-5	-0.109830575962463	0.328666999038706	-0.377423352646522
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.256811520375379	0.940485107018833	0.590829578992203	-0.364848132689997	-2.45345733652187	-0.60927679555118	0.566345555817231	-1.17927323717617	-0.497941777242894	-0.129830278863559	0.211921084308509	-1.36815053784018
Healthy	-1.75870261289001	-5	-5	-5	-5	-5	-2.86646109162978	-5	-5	-1.34901290561655	0.152630751493582	0.491152902111585	0.226713296677387	-0.948847477552619	-0.841788330785899	0.518812579137647	0.50547422094179	-5	-0.288361461767651	-1.26865302445405	0.0815489234441445	-2.68402965454308
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.641529633189909	0.383210162505755	0.20828007854531	-0.181978761421625	-0.72822807196437	0.872943119044771	0.186733201013943	-5	-0.899698395986146	-5	-5	-5
Healthy	-2.03905380426617	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.818304429131621	0.200149811067001	0.454518635694479	0.556522005274173	-0.0390205444744231	0.624741936245676	-5	-5	0.673345354182099	-0.228655086303752	-5	-5
Healthy	-5	-1.77262755771036	-5	-5	-5	-5	-5	-5	-5	-5	1.13218634009513	0.827425495039423	1.30017163351228	-0.480789116380552	-1.19551981089401	0.180051287144229	0.702321949251084	-1.66897782895817	0.351247296181688	-0.326979092871104	0.240748878018086	-2.42712839779952
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.40065384336017	1.07079159093488	-1.81502480930174	0.881350984802415	-5	-0.150955457470634	-5	-5	0.277968876594677	-5	0.265930456303668	-1.48638292621212
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10015023990534	-0.209897883556958	-5	0.328430573978307	-5	-0.634437143204441	-0.822463500070138	-5	-5	-5	-5	-5
Healthy	-5	-1.34447740374658	-5	-5	-5	-5	-5	-5	-5	-5	1.03501766346764	-5	0.789347992064955	0.24815234523892	0.251944673111924	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.354734969784379	-1.42969061456412	-0.344247069887084	-2.69464863055338	-5	-5	-0.429854177440899	-5	-1.78120200188826	-5	1.07037075969628	-5	0.761889516628492	-5	0.796223842436971	-5	-5	-5	-5	-5	-5	-1.0170507114255
Healthy	-5	-0.30477231994695	-0.691777180778978	-5	-5	-0.0566489535745034	-5	-5	-0.264856390071932	-0.228735972148418	-5	-2.74714696902011	1.37512036051051	-1.56976364658849	-2.36051351073141	-2.63078414258986	-5	-5	-5	-5	-5	-0.530133820726858
Healthy	-0.918724720470666	-1.74328225402251	-1.7207894873986	-5	-5	-5	-1.31668273807812	-5	-5	-1.68697688967676	1.02923398114047	1.22518543844092	-0.0504343591961351	-5	0.18199213696454	-0.68701913827662	0.271609301378832	-5	0.0129889904306535	0.510782198891825	-0.281946953914054	-1.3658251282374
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.808544501855728	0.352907666712237	0.975344940925834	-5	0.094956512431628	0.0727717669710643	-0.150758763342003	-1.12044539906103	-5	-0.36590580338404	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.501296210013489	0.658771462380703	0.47197196397153	-1.77211329538633	-0.878670002063909	0.742267035027139	0.0767896726287625	-5	-5	0.135202641916897	-5	-2.82681373158773
Healthy	-5	-0.682187291849178	-5	-1.23822246249182	-5	-5	-5	-5	-5	-5	1.07971329266637	-5	-5	1.47257377325758	-0.323772936009255	0.155402846861687	-5	-5	-0.176584463238992	-5	-0.0362499390340419	-5
Healthy	-1.2429837652687	0.687284546068726	0.16216098843503	-5	-5	0.279285856843029	-5	-0.745258623908463	-0.78438887038715	-5	1.38688956570323	-5	0.541631655635134	-5	0.459853680680877	-5	-5	-5	-5	-5	-5	-0.988218169451893
Healthy	-5	-5	-5	-5	-0.772807693485963	-5	-5	-5	-5	-2.64016451766011	-0.216653932523325	0.111087685029744	-0.571897617216564	-1.2335871528876	-2.40450377817443	0.860739169238678	-0.664903325738458	-5	-1.51769823277656	-5	-5	-5
Healthy	-5	-5	-0.232028278618381	-5	-5	0.262007075574618	-5	-5	-5	-5	-5	1.02334754119182	-5	-5	0.656733360374483	-5	0.509918584809877	1.22713850863061	-0.452508354913334	-1.07566901529132	-5	-0.42033070644528
Healthy	-5	-5	-5	-5	-0.123620484113416	-5	-5	-5	-5	-5	0.911540578157421	0.317024379959087	-0.247475242534933	0.328183820957386	-0.657024932190755	-0.0452752090209371	0.224525293404538	-5	0.0592907150152315	-0.00181479447128008	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.528320099441303	0.275474904157558	0.911938104173936	0.139494975089381	0.209206609599409	-5	0.68128828339618	-0.371141264241819	-0.379343520180379	-1.25010915872858	-5	-1.12860221851252
Healthy	-5	-5	-5	-5	-5	-5	-1.87095494011204	-5	-5	-5	-1.8897470826466	1.37834174794783	0.693690023531574	-5	-0.863279432843593	-0.263205245075639	0.4225274650387	0.562931343216037	0.640928420866832	0.477848812035737	-0.0581210136574517	-0.810930990600676
Healthy	-1.28491632930507	0.520876381688342	0.440282364853194	0.435282030112695	-5	-0.0842203891769446	-5	-1.27351730321517	-1.54272381393867	-5	-5	-5	-5	-5	1.01673298764363	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.37499639898514	-1.1944991418416	-2.09097914578884	-5	-5	-1.56944123047724	-5	-1.51356952114557	-0.864104424435981	0.812930059955559	-5	0.671222843892092	-0.85111983087177	-0.171204810235974	0.483925187797596	-0.460121323973682	-5	-0.310078764654771	-5	0.173498032386681	-1.76045027915953
Healthy	-1.3429441471429	-5	-5	-5	-1.2119023666197	-5	-5	-5	-5	-2.85698519974591	0.783611332209699	0.520161131223926	0.501153782906729	-1.0368735589181	-2.43415218132648	0.194261739375238	-5	0.386109977447624	0.107786384315953	-5	-0.041995469732429	-2.014573525917
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.507854481955712	0.954727201041643	-0.378750995573023	-0.00212454518849806	-1.28625752159092	0.2426258938391	0.40460282944938	-1.19077707831058	0.0739565056371283	-0.682940041259995	0.195711509593393	-1.05070759858797
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.68277844948479	-5	-0.0290490656545759	1.29712358954916	0.0263330261805908	0.0519046478954389	0.0660723575773765	-5	-5	-5	-5	-5
Healthy	-2.43651891460559	-1.5394028111024	-5	-5	-5	-5	-5	-1.88739499846543	-1.6615435063954	-2.28650945690606	0.835325864638425	0.429363016495351	-5	0.408343437216648	0.721562493799109	1.2956750554504	-0.0985689250345816	-5	-0.474035721962785	-0.42846585257333	-5	-2.07262963696098
Healthy	-1.83803338363593	-5	-5	-5	0.618848971248152	-5	-5	-5	-5	-5	-1.65443024394361	-0.762934047444596	-1.25766771764285	-0.59215039652086	-1.37345434097287	0.195229713886795	-0.74241741241862	-5	-1.9734667354767	-1.73142202811716	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.07110510344875	-5	-5	0.766423258156697	-0.938020052925121	0.408397707703411	-5	0.160588568290035	-0.321773069327105	-1.67162039656126	-5	-2.58335949266172
Healthy	-5	-1.17855198098247	-0.72822807196437	-2.22548303427145	-5	-5	-0.94688312507707	-5	-1.71783122169536	-5	-5	-5	-5	-5	1.45517708247259	0.981864343805713	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.778391493535819	-5	0.65370250746826	0.18337235355981	0.246432102062824	0.679380648617288	-5	0.280851425694206	-0.592694092981718	-0.373074807053315	-5	-1.1624746905504
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.250310052865088	-5	-5	-5	-5	-5	-0.925951930937367	-5	-5	-5	-5
Healthy	-1.00859669741996	-1.68193666503724	-1.85016530328421	-5	-5	-5	-1.37871983244959	-5	-5	-1.59294918519575	1.0241452411862	1.2298586463279	-0.0606055625803735	-5	0.224988612680128	-0.76112626298213	0.296871321543829	-5	-0.0195557364256663	0.514037455788	-0.279989623090983	-1.66034984238632
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.730296853956312	0.561790458156389	0.845810318967547	-0.561520940995683	0.104316364511728	0.80274841920694	0.460788128217004	-0.153799012885227	-0.239419208903344	-0.00701372878198217	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.269893368951577	0.491262214996051	-0.0379954922792606	-0.931406019023349	0.0745312041550294	-0.382915745347412	0.400351453098799	-1.66194212458024	-0.410776690509447	-0.0218697198197725	-5	-5
Healthy	-5	-1.68465952337271	-5	-5	-5	-5	-5	-5	-5	-5	-0.799313624030383	0.620313069402341	0.0561384457463102	0.304931922284978	-5	-0.059533322336471	-0.0048695821267232	-5	-0.757508264988689	-1.38795825535473	-0.0922716339789386	-5
Healthy	-0.269928676096063	-1.37396775217098	-5	-5	-5	-5	-5	-5	-5	-5	1.42947789359328	1.00104149124055	-5	1.41050577775384	0.498269190440657	-5	-5	-5	0.198984059049031	-5	-0.293495577766724	-0.803602715562657
Healthy	-5	-0.116304503869783	-1.62105730138656	-1.08809700395597	-5	-5	-5	-5	-5	-5	1.41970979882802	-5	-2.97469413473523	0.639061948233577	1.70103847931444	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.12378215940836	-1.93779419118029	-2.35654732351381	-5	-2.94692155651658	-5	-5	-1.90587840415944	-5	-5	-0.19708951058096	0.131888010177223	-0.319537571462596	0.497273904352672	-0.972731957533381	0.0705587075439408	0.0561002807743272	-5	0.200070365033233	0.0783698054343279	-0.205093893483196	-0.280776471197989
D003924	-0.339257810853778	-1.60310355085748	-2.47886191629596	-5	-2.68193666503724	-2.01412464269161	-1.48838397943086	-3.65757731917779	-5	-2.24718356881173	-2.01637371287547	-0.255386305166024	-1.69810228280479	-3.46852108295774	-2.92081875395237	-5	-5	-5	-0.728158393463501	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.279872181802656	0.438311296463076	0.580852017193786	-0.364556467498918	-0.0157473015788389	1.26544308718493	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.822372751271931	0.705584066570212	0.0310164123248902	0.707516524642219	-0.030327873576163	0.505315521536461	0.381024781409826	-5	-0.265088212048873	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.892678280691735	0.166693511858705	0.0597564788941752	-5	-0.57254635059868	-0.142661471742815	0.291599702306823	-5	0.624032382099615	0.754958824193468	0.374139540721996	-5
Healthy	-1.65091683122041	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.915604533329722	0.163641339136279	0.92338703240377	-5	0.554136493297586	0.231790605003998	-5	0.265690255685065	-0.619390837365888	-0.819272152255493	-5	-0.704806884114141
Healthy	-5	-0.227891091010092	-1.4068247365219	-5	-5	-5	-5	-5	-5	-5	0.13581616679784	-5	0.949949836748041	-5	1.16999783068724	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.412512626044029	0.152318927424645	0.617831418674031	-0.597137042031437	-0.225293299982991	-5	0.392095205747934	-0.524677549233311	-0.550768516877507	-1.14666689499766	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.13917388710468	0.777609492163371	0.433425781239207	-5	-5	-0.0204061041510696	0.029740807659425	0.335471942316303	-0.146210559469808	-0.486449479653663	-5	0.0451586200479984
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.908810885537812	1.14041721508567	-0.145949143201014	-0.987204941854587	-1.31390022800408	-5	-0.280353880779202	-0.933115256870228	0.19308562145966	0.746238639647044	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.643167330253651	0.627410922549737	-0.302439394245994	-2.08407278830288	-0.196693137991322	0.0603313678217672	0.618146455889423	-0.336374446787199	0.0806517358670123	-0.185725761252096	-5	-5
Healthy	-0.795120666239338	0.305596397197458	-0.761803300620986	-0.962812629062887	-5	-5	-5	-1.64762450499948	-5	-5	1.4521378723234	-5	-0.225877362851377	1.11691011750343	0.99001145632681	-5	0.368692161256747	1.29585528790145	-1.20425897913076	-1.16627930955537	-5	-0.957660795436449
Healthy	-0.887327982882868	-5	-5	-5	-2.12551818230053	-5	-1.29482075512632	-5	-5	-2.31875876262441	1.25173820615454	1.06367517968994	-5	0.382972879455729	-5	-0.644586796030541	-5	-5	0.575128933967979	-5	-0.0450824462650413	-2.41793663708829
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.73518217699046	0.448914916616489	0.336147409869879	-0.1173445673155	-1.65501858607274	0.171504131568486	0.620856157359622	0.134397068892673	0.0805146525161024	-0.640240383584299	-5	-5	-1.58536085326299
Healthy	-2.2335871528876	0.358290898675161	-1.75522823850471	-1.68550077202685	-5	-0.845941389623029	-5	-2.29413628771608	-2.40340290437354	-5	0.84984551356776	0.0885613117912154	-5	0.683909364371915	-0.103330511011683	-5	0.172080179140257	0.72528586293347	-0.136677139879544	-5	-0.841999570853526	-1.44321521769297
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05703473929571	0.649669701125326	0.942737055561096	-5	1.08642425810974	0.033254830339746	-5	0.191280505042284	0.00226112079124036	-0.26467261921151	-5	-1.49852992789959
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.823855536611454	1.26921654218242	0.878035527165782	-0.315891050523929	-0.8883678882914	-5	0.6122645114488	-5	0.455347436394188	-0.705842519230309	-5	-1.39469495385889
