s	Clostridium_A_leptum	Enterocloster_sp900540675	Clostridium_Q_symbiosum	Muricomes_sp000509105	Bifidobacterium_sp002742445	Enterocloster_clostridioformis_A	Anaerotruncus_colihominis	Enterocloster_citroniae	Enterocloster_sp000155435	Longicatena_innocuum	Bacteroides_uniformis	Alistipes_putredinis	Phocaeicola_vulgatus	Phocaeicola_dorei	Bacteroides_ovatus	Lachnospira_eligens_B	Barnesiella_intestinihominis	Bacteroides_cellulosilyticus	Alistipes_shahii	Alistipes_obesi	Odoribacter_splanchnicus	Parasutterella_excrementihominis
Healthy	-5	-2.07572071393812	-2.6345120151091	-1.75547548842992	-5	-5	-1.88372441241946	-5	-5	-1.62251161662387	1.61681263079551	-5	0.663795122219408	-5	0.588332223663249	-0.576557508924738	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.20978522975602	-5	-5	-5	-5	-5	-5	0.0737549981231921	-5	-0.171365878382751	-5	-0.0200602992901139	-0.483543956542251	-0.226198932555146	-5	-5	-5	-5	-0.576491989654507
Healthy	-5	-5	-0.20884289960062	-5	-5	0.286081296479371	-5	-5	-5	-5	-5	1.01621869115644	-5	-5	0.654723158417181	-5	0.507437560708248	1.22646611674683	-0.392191251298305	-1.08045124103115	-5	-0.533458593550465
Healthy	-1.92299567320665	-0.901425489974293	-0.46153937844327	-0.866812501358833	-5	-0.636237641130625	-2.21538270736712	-0.82162745879	-1.12412880927263	-3.20760831050175	0.732274714650622	0.189099918938635	0.898496458746246	-1.414200990987	-0.493792716947745	0.323252100171687	-0.205944371720803	-1.02040610415107	-0.351493622287839	-5	-0.467385738602492	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.15512977453848	0.766028951543374	0.38253752353252	-5	-2.18842499412941	0.0125926016499784	0.0385963207931104	0.374719025561679	-0.107526946549105	-0.352098924469226	-5	0.0694608882805087
Healthy	-5	-1.54075833512192	-5	-5	-5	-5	-5	-5	-5	-5	1.03478923211354	-5	0.882064386086517	0.287396348518114	0.24740856192157	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.943934070568247	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.936248762130068	1.12332592454184	0.521764219647731	-1.27270279719641	0.180148822747051	0.926331640585864	0.712840715520437	-1.77365791283637	0.540668517644668	-0.0432458592757669	-0.113830884599963	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.60380065290426	1.11160893707494	1.02227203002968	-5	-0.814231266566387	0.0819338932485628	0.448047423714094	0.765720696763816	0.618162149442034	0.498225065192421	-0.0712253296132429	-0.669058899423574
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.145932559175869	0.62690981288535	-0.0885281077730584	-0.552345915512013	-5	-0.0881661646348143	-0.0948033737158764	-5	0.361778815421084	0.42693071408233	0.0349090733677482	-5
Healthy	-1.28777133038046	-0.223284291355415	-1.0673233413776	-2.28567024025477	-5	-2.29413628771608	-1.08719360733871	-2.18045606445813	-2.64397414280688	-5	0.35928515389347	0.4200366551341	0.392149784488483	-0.547385664976122	-0.569699144214703	-0.19266796070881	-0.276996097763076	0.543786281976334	-0.524837480916909	-0.850657700708734	-0.416891949758865	-1.29843201494407
Healthy	-1.57332611197863	-1.23799703062488	-1.07191154033503	-1.60205999132796	-1.53342892761365	-5	-5	-2.5003129173816	-5	-5	0.358349895088257	0.365843511533739	0.113110713671234	-0.593817621195572	-1.08312512146132	-0.0967960256667409	0.57118806492378	-0.739857030911793	-0.507337373145309	-0.270721789993069	-0.0240308261468977	-5
Healthy	-2.19859628998264	-1.35951856302958	-1.57609908147158	-1.36957212497498	-5	-3.20760831050175	-2.38721614328026	-1.86614187479667	-1.81474123470341	-2.85387196432176	0.741326542513382	-2.03810452633215	-1.32385531964379	-0.144559593846175	0.48564619902692	-0.562281138663761	-2.11069829749369	-1.4145392704915	1.34052957717125	0.410073359216594	0.839957329396242	-2.62708799702989
Healthy	-1.7307206102281	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.358982237532671	0.144711167783368	-0.432338545526102	-5	-0.527053497046215	-1.75473416054254	0.0332306928112194	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-2.25026368443094	-5	-5	-5	1.19760884336925	1.10838267648068	0.204312658085569	-0.527024265405772	0.315189172079746	-0.950975902084951	-5	-5	0.42726533531616	-5	0.122533698290591	-2.52870828894106
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.27844720099606	-0.148974152805368	-0.0343139285386005	-0.392695129226672	0.0257031039591568	1.01671627213205	-0.294461275232719	-5	-1.78727984558216	-5	-0.404107142058051	-1.54944299058167
Healthy	-5	-5	-5	-5	-0.942447998945467	-5	-5	-5	-5	-5	-1.17770112873763	-5	1.67120256633088	-5	-2.16494389827988	-5	-5	-1.35931984672233	-5	-5	-5	-5
Healthy	-1.77598518862714	-5	-5	-5	-1.59108197915322	-5	-5	-5	-5	-5	-0.390352240921276	0.0151081606458372	0.452625056699294	-0.313569309697137	-0.0727323191891184	-0.214613212070405	0.245534875486897	-0.604691083921412	-0.331418415289398	-0.90988308924799	-0.904133546521457	-1.63078414258986
Healthy	-1.73142202811716	-0.179634314956758	-5	-1.79317412396815	-5	-5	-5	-2.86012091359876	-2.41228903498109	-2.30627305107635	0.625153935424584	0.332969388500986	0.121727227033976	0.313679547743315	-0.579367741665879	0.693370751747617	-0.0899041125632383	-5	-0.263547720362683	-0.800683725746896	-0.285443929519597	-2.82681373158773
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.34872198600186	-5	-5	-0.459645494548222	-2.1505805862031	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.424235019463281	0.168509268830747	0.262064086746945	-0.23082953007538	-5	-1.53061986415007	-2.77211329538633	-1.72676716595695	-1.10885296955123	-5	1.01447895538063	-5	0.585461857544651	-1.48254017345977	-1.89414932561486	-0.87834168750193	-5	-5	-5	-5	-5	-0.763941633261446
Healthy	-1.58269441675547	-5	-2.69680394257951	-5	-5	-5	-5	-5	-5	-5	0.514495952981668	0.377133154598361	0.107515225651465	-0.366814432940472	-5	0.178718019105769	-0.104599556023342	-5	0.0626759771907426	0.400114713018806	-5	-5
Healthy	-0.884422768871477	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.114050242408755	-0.101768615486903	0.223682805732554	-5	-1.19470308384201	0.414547196293471	0.0889755038316637	1.03748665750468	-0.966817586270805	-0.817471224721036	-0.436649459887993	-2.35951856302958
Healthy	0.437511159377366	-0.451979305094469	-1.27425166700445	-1.25422278211024	-5	-5	-1.29713882942707	-1.79102148272375	-1.53835143193654	-2.73754891026957	-0.414527990261842	0.811192819460427	0.530439198724838	-0.364094227556914	-1.13176713157754	-0.201142268252514	-5	-5	-5	-5	-0.338386056751914	-0.382245020145519
Healthy	-1.4835968515526	-1.82506840647156	-5	-5	-5	-5	-5	-5	-5	-1.43735032778808	-0.506625609289894	0.777792809558894	0.36126686165931	0.183002064874961	-1.49634548075704	0.204372342988412	0.411804830815423	-1.48280410205003	-0.093471023817868	-0.294486942502468	0.307337694806258	-1.44213203843198
Healthy	-1.04134057294707	-1.20384212309309	-5	-1.82535880733955	-5	-5	-0.757632523088562	-2.19859628998264	-5	-5	1.24559680421957	-5	0.813952414987404	0.0246990681254645	-1.18701983396052	-5	0.701491134899223	0.4773065141794	-0.110815993235381	0.450817015793578	-5	-0.472847182911936
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.55564287434397	-0.471276076739006	0.488628262162984	0.0586575358462194	-0.0271124608876617	-1.22453519065426	-0.570183145693421	-0.268693335818246	-0.767588421579154	-0.56196422790692	-0.483398528473466	0.406035765396622	-1.43403418255333
Healthy	-5	-5	-5	-5	-0.818585203745716	-5	-5	-5	-5	-1.82768903147805	-0.244003254211103	0.119542903990405	-0.562725202589876	-1.26304604621685	-5	0.8729687214677	-0.616885094657931	-5	-1.54030602352203	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.726489454459543	0.629893577871019	0.654030147448135	0.139038007075144	-5	-5	0.395698486036768	0.45662106827626	-5	-0.0781939149638583	-5	-5	-5
Healthy	-5	-5	-5	-5	0.807814996866662	-5	-5	-5	-5	-5	0.183799217793253	-0.915960219332046	0.114644338902279	-5	-0.553447300497324	-5	-5	-0.0185166399346503	-0.619680198237359	0.109007886462978	-5	-5
Healthy	-5	-1.7594507517174	-5	-5	-5	-5	-5	-5	-5	-5	1.0366253028378	-5	0.901750840347506	0.259727634364636	0.227341567176865	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.664782883542566	0.389524008201277	-0.809416204022821	-0.920601660980145	-5	-5	-5	-5	-5	-5	1.49449563180307	-5	-0.0952357818531582	0.34628058600445	1.0667585131886	-5	0.436502949646997	1.35234867634352	-1.09065796163869	-1.17405485679615	-5	-1.08328292240119
Healthy	-1.81417464038704	-5	-5	-5	-5	-5	-5	-5	-5	-2.26042765554991	0.192807113291702	0.142223601542237	-0.709431201015516	0.612215724683436	-1.1444808443322	-5	0.504753503686094	-5	-1.0085524019962	-1.59209945985736	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.6298571529489	-0.0225553470517132	0.849423713720978	-0.338026494434275	-5	-0.442877938997005	-0.570425348857304	0.904160288683708	-1.04000516167158	-0.617802789622546	-0.393790666771978	-0.0385883988128602	-0.833925282642919
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.675275038184512	-0.689200516165607	-5	1.6579103040446	0.186119696785803	-0.452434495307391	-0.0420863728614952	-5	-5	-5	-5	-2.35066514128786
Healthy	-0.908368209373192	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.176953201513436	0.536819698154414	0.684851642717532	0.280286922000857	-0.574596217851389	-2.20481541031758	0.44058323899736	-5	-0.658525905973342	-1.67736728830778	0.0535777871252826	-5
Healthy	-5	-5	-5	-5	-5	-5	-2.48412615628832	-5	-5	-5	-1.74545192289103	1.38055691109146	0.638371432355027	-5	-0.919481739472882	-0.376730029404867	0.424335976852041	0.557285787621682	0.647437742541176	0.46308483782647	-0.033924003292432	-0.904760887989522
Healthy	-1.36886074974319	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.885983376033428	0.413572998576518	-1.26970233790285	0.504382499385743	-0.515970789059543	-0.686111697886132	-0.104141168544793	0.322632711692223	-0.672069195445764	-1.29559207261316	-0.397386635907831	-1.30715308072277
Healthy	-0.645833914968581	-1.59465363982429	-2.22329881601159	-2.44129142946683	1.04836060853085	-1.485053994692	-1.00638744206111	-1.79344395590097	-5	-1.97633608180221	-0.0681659715143733	-0.156405979357243	-0.687611050629408	-5	-1.87549577516572	-1.03231164954669	-1.06752623532285	-5	-0.938396750391625	-0.394888974876097	-5	-5
Healthy	-5	-0.684470466786151	-0.688330887599389	-1.13834612978609	-5	-5	-5	-5	-5	-5	-0.326877677127238	-1.80743254666345	0.81246011766829	-1.05290953578038	-0.00814952112309505	-5	-1.81644546638114	-0.99939241293711	-5	-5	-5	-0.891130670883768
Healthy	-5	-1.85542579239038	-5	-5	-5	-5	-5	-5	-5	-5	-0.284656951602533	0.207658598891109	0.70354929823823	-1.91435271170314	-0.656867236298716	0.733358590390627	0.0260427210051382	-5	-0.454816631784594	-0.662600645528103	-0.420902673447356	-0.498461497350025
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.247582750673518	0.582643928824564	0.777341260123528	-0.412491079405251	-0.858518870729196	-5	0.375588634546653	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.913847217629288	0.844229202965199	-5	-5	0.315850740653237	-0.171082438383314	0.440228784243206	0.627022587355447	-0.236729279464415	-0.348131049753465	0.00918309747311566	-0.693510637291517
Healthy	-0.538216439090231	-1.67716072731368	-5	-5	-5	-1.92848619490491	-2.72353819582676	-2.88272870434424	-2.38827669199266	-5	0.95480768944948	0.600983780123834	-5	-5	0.395518593563363	0.00526633297276884	0.71706273123938	0.60901033339685	-0.0904332739821366	0.278906719906008	-0.204878053462417	-0.604935835668758
Healthy	-5	-1.14551177495557	-0.660171075417379	-1.82361930775673	-5	-5	-1.08846953769284	-5	-1.63152716155964	-5	-5	-5	-5	-5	1.46550642931496	0.997563299329234	-5	-5	-5	-5	-5	-5
Healthy	-0.530222151808227	-1.71511828534455	-1.55470723057403	-1.97305837204097	-5	-5	-5	-2.30189945437661	-5	-2.56066730616974	-0.423831480392191	-5	-0.0133043858701718	-0.888838340422412	-0.333510099737503	0.481134356367704	-0.541936554674816	-1.00696076819309	-0.463744659324153	-0.606530093004877	-5	-5
Healthy	-5	-0.210764886827645	-0.890691494753251	-0.437968981000822	-5	-1.44213203843198	-5	-1.29895036927086	-1.19023833489287	-5	-0.190076842102354	0.429110858951348	0.875800671392008	0.966199478328221	-0.752272167090277	-5	-5	-0.00963894258557421	-5	-5	-0.169931256192155	-0.499420507636662
Healthy	-5	-1.995248844409	-0.218539040387999	-5	-5	0.270974474902189	-5	-5	-5	-5	-5	1.03776941531899	-5	-5	0.658028577197882	-5	0.508644169101658	1.21647494661081	-0.472060919370537	-1.09344948089855	-5	-0.43209181733107
Healthy	-5	-5	-5	-5	-0.905249447522495	-5	-5	-3.11350927482752	-5	-5	-0.155106747087965	0.714323890861228	0.564072793997408	-0.280917426098514	-0.149261892768803	0.14031001995163	0.0821352368207015	-1.07800156869173	-0.310859917944727	-0.162758883699532	-0.253210167847388	-5
Healthy	-0.899698395986146	-1.69250396208679	-1.84284556009372	-5	-5	-5	-1.51272018355693	-5	-5	-2.27572413039921	1.01703375688943	1.22614630104832	-0.0414026740461815	-5	0.203035608149556	-0.663820546562556	0.310935345479447	-5	-0.0105012379674068	0.501282517128899	-5	-2.25336580106242
Healthy	-0.956087832898746	-1.708409174342	-1.6769542645183	-5	-5	-5	-1.23717144681091	-5	-5	-1.82361930775673	1.03267556188742	1.23703852680183	-0.170252508449534	-5	0.234696936956495	-0.746492381517313	0.309602490915291	-5	0.0194029548529802	0.502291894048144	-0.281830594608693	-2.82681373158773
Healthy	-2.07727454200674	-5	-2.56066730616974	-1.64092377394074	-5	-5	-5	-5	-5	-1.13035765534841	0.210880090306865	0.0265700329605639	0.441451611157512	-0.411649847046182	-0.891942626216146	0.329119109141728	0.0753133284196966	0.122035567666114	-0.839231438138872	-1.26760624017703	-0.137659875438097	-1.61421504115666
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.178801006812237	1.17312243117611	1.30560735573528	-5	-0.421567100259192	-5	0.359444631130346	-5	0.458420269643327	-0.148002145577934	0.442777558468063	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.732561815352686	-5	0.127121003080464	1.32129408990351	0.0638847916839103	0.164492640413799	0.112199336574226	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.943983440182767	0.378890064667834	-5	1.14178234382589	0.22653546504374	-0.429387018269406	-0.177322054838107	-5	-1.06514819703434	-5	-5	-1.37913552473488
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.47794719913118	1.24547589928171	0.842382673486628	-5	-1.03212455445197	0.212983525239965	0.0168119597353409	0.680789517229371	0.530631216025175	0.392995757577354	-0.0755863102551216	-0.355246390493394
Healthy	-2.0515870342214	-5	-1.47044132697884	-5	-5	-5	-5	-2.51427857351842	-1.66454209931062	-3.33724216831843	0.297088311526356	0.672590087307008	-0.327606552818975	0.0426857454619157	-0.0150318652817689	0.102989082696487	-0.702655385465306	-5	0.253299227301892	-0.350412038899561	-0.0543295788541187	-2.46852108295774
Healthy	-0.957109610270755	-1.65384269776799	-1.84345084866822	-5	-5	-5	-1.1387046064733	-5	-5	-2.28232949699774	1.02956273507691	1.22951315896568	-0.00196746087704457	-5	0.199620810323091	-0.683903790324869	0.313521333662809	-5	-0.00811854576151486	0.510245994732799	-0.242399020430865	-2.82973828460504
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.834262344907214	0.753579995076231	-0.0562088010706984	0.731969713626081	-0.00423760645618235	0.487224659945613	0.363835649745532	-5	-0.248844117604065	-5	0.142373821223145	-5
Healthy	-1.08772478950119	-5	-5	-5	-5	-5	-2.00217691925427	-5	-5	-5	1.23223886389623	1.05177398728277	-5	0.266250517278048	-5	-0.685521824135818	-5	-5	0.610436571618511	-5	-0.00879608275450622	-2.02548830726267
Healthy	-1.36845477216569	-5	-5	-5	-1.25235518067175	-5	-5	-5	-5	-5	0.086021518808512	-5	0.083430948160511	-0.00202854246911884	-0.922486748502337	-0.841697830771977	0.349123991319832	-1.15882830550047	-0.557504552717398	-0.54591772926891	-0.534230620044586	-1.37038655462182
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.151887507509935	0.616729609467897	0.00555799577996043	-0.748994826506365	-5	-0.0745486677478366	-0.101785085062813	-5	0.35399504658254	0.424293471566806	0.031364022542466	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.23140102561974	0.939520750183215	-0.179699997727891	1.15292433398248	0.0414953244515998	0.219864710299459	-5	0.216247737304449	0.096631975558161	-0.505678401756502	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.39286679560843	0.180134480649771	-5	-5	-5	-5	-5	-5	-5	-5	0.736073649706153	0.397807963077592	0.00556657113329436	-0.444156163301145	-5	-0.220540600064306	-0.233892158488709	-5	0.223828089431559	0.495866123480131	-5	-2.16430942850757
Healthy	-5	-0.293734665590408	-1.10446696051593	-0.755351845871955	-5	-5	-1.76045027915953	-2.08407278830288	-0.613679426105954	-2.46218090492673	1.31838496958186	-5	-5	1.35294061677755	-2.09799710864927	-5	-5	-5	-5	-5	-5	-1.68613277963085
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.00264158066117	-5	-5	1.19463392983881	-0.375738536221244	-0.153372218202471	-5	0.50695668020813	-0.00809199720987266	-0.666794627374656	-5	-1.62708799702989
Healthy	-1.38489201255681	-0.685458670870119	-5	-5	-5	-1.28058584029741	-1.00484762310855	-5	-1.90483064856824	-5	1.13819877090718	0.254108001152481	-0.290187509931875	-5	-0.696220953404468	-1.4847886956722	-5	-5	-0.139709918222909	-5	-5	-2.10957898119909
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.67612270874738	0.192358339546179	0.304811390751936	-5	-0.506737181411742	-0.681414989921175	0.502757495123732	-5	0.562476062387883	0.457775958330759	-0.0199284199798279	-5
Healthy	-5	0.0162977568146787	-1.74593554708566	-2.32882715728492	-5	0.661081623207722	-2.16494389827988	-5	-1.80299527197695	-2.48017200622428	1.07838829707459	0.732686407851586	0.209563266804433	-5	-0.716201427085007	-1.22105327203138	-5	-5	0.103239113241443	-5	-0.466304184904573	-1.19490712165733
Healthy	-5	-0.234212272713133	-0.770958426826603	-0.907770757837143	-5	-5	-5	-5	-5	-5	-5	-5	1.06340129426138	-5	0.749978896326506	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.96577273922945	-1.3902988976206	-1.98716277529483	-5	-5	-5	-2.13608262304214	-5	-5	-0.995764633640532	0.0839395610666213	-1.95233580539844	0.451055346402682	-0.898940645091884	-0.750214824167749	-5	-1.19138396457301	-5	-1.71309464702762	-0.478757279629537	-5
Healthy	-5	-5	-5	-5	-0.922087297050544	-5	-5	-5	-5	-5	1.22075669058127	1.14296511912291	-0.159818600890526	-1.73612732313478	-0.329308944957721	-0.637178365152008	0.603259158484768	0.970281773676818	0.312856204402633	0.465943205611542	-5	-1.25711782856273
Healthy	-5	-1.5111673656176	-5	-5	-5	-5	-5	-5	-5	-5	1.02923804134863	-5	0.85608815070785	0.284676576449037	0.244098912148582	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.327902142064282	-5	-5	-5	-5	-5	-2.31515463835559	-5	-1.5392524581558	-1.75399409592397	-0.221544849831544	0.784758468875447	0.264900425516974	-0.750141527582629	0.0995805139878333	-0.958488887040676	0.929760096041283	-5	0.281408381149925	0.22622343944873	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.945006963547275	-5	-5	-5	0.404980736320541	0.726832306980833	0.744866967886118	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	0.232342907822445	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.290170566813492	-2.08724669632868	-5	-2.37986394502624	-5	-5	-5	-5	-5	-5	1.43652059358481	0.984625412312362	-5	1.4310565932719	0.38424944345975	-5	-5	-5	0.19532943961916	-5	-0.214406820326175	-0.776763726897002
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.428186646990692	1.09475439330254	-0.608112608354485	0.972863500348264	-0.594602408735003	-0.432985403498575	0.489597119803476	0.750954031518431	0.193447415270098	-0.237809260081987	-0.1293561869568	-0.726882931513258
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.685311348953883	0.945104058135828	0.0290264539580373	1.08181196310647	-1.0201330774351	-1.0268721464003	-0.28708105194017	0.30882043310996	-5	-0.059244519657254	-0.783359141674551	-0.140015563169074	-1.70311552446145
Healthy	-2.05551732784983	-3.32790214206428	-5	-5	-5	-5	-3.24412514432751	-3.25963731050576	-5	-5	1.11238411198762	0.409092448885755	0.420332084025191	0.0538157335781381	-5	0.369755606030129	0.307799723909456	-5	-0.294384282523997	-0.990166821391437	-0.156474467788637	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0377451292695923	-1.50598462524286	-0.479175977644038	0.462761754343315	-1.5562677585984	-5	-5	-5	-5	-5	-0.458695396857129	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.14665848150289	-5	-5	1.15293960339565	-0.649461256798189	-0.0942796556757872	-5	0.564888479667166	0.35110219504084	-0.324010975827372	-5	-0.965893170292356
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.09686866620524	-5	-5	0.995876402313777	0.712383656868209	0.56037894749775	-5	0.584665864071509	0.346057475444006	-0.215767966900262	-5	-2.50307035192678
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.728507178585635	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.162423999780339	-0.0875759929957273	0.373373655460931	-0.250549702006319	-0.385324204093779	0.0612224532208361	0.316777340997987	-1.10679324694015	-0.726327538057394	-1.48891915446088	-5	-5
Healthy	-5	-0.362520277388074	-0.753649163543744	-1.0879374444115	-5	-5	-5	-5	-1.61654370347525	-1.65208481349831	-5	-5	-0.490582400540865	-1.40153779952585	-0.451610581867082	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.90692869362394	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.652975034541664	0.0109441345288025	0.165790190620573	-0.727601367544595	-0.223008415143595	0.293512818915421	-0.423762339899278	-0.253957716448061	-0.756391539040643	-0.278469665198539	0.175532107023969	-2.05256627811295
Healthy	-5	-5	-5	-5	-5	-5	-1.63714069704132	-5	-5	-5	1.40614675288909	1.08784208706551	-2.12090412049993	0.884365953270038	-5	-0.256678418049948	-5	-5	0.332034277027518	-5	0.265034915981767	-1.75845351940345
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.0520861199814	-0.490246555618006	0.965218639591953	-5	-1.22628667472298	-0.231769009379235	0.56886205368221	0.537639045840457	-0.140177462325433	-0.0430827691979193	0.063051745747089	-1.39946270563553
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.192592540226451	0.29538894771593	0.186343146588805	0.014839632148259	-1.5070999888913	0.816550169107193	0.059252826067797	-5	-5	-5	-5	-0.943133246341687
Healthy	-5	-5	-5	-5	-5	-5	-1.69486368105636	-5	-5	-5	-1.2955063029907	1.37112902880394	0.672350968606457	-5	-0.847039325695751	-0.239773596537913	0.438724255549354	0.573007443131235	0.652403973863567	0.495384743160959	-0.0290537090503164	-0.770881544671048
Healthy	-0.476917184265969	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.716133651526531	0.0219455534793904	-0.236849144772147	-0.412131954277006	-0.894421695947963	-0.265480192653924	-0.782568700732143	-5	-0.549981960843793	-0.866812501358833	-0.102422388114605	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0626684585022984	-5	-0.398591939465316	-0.29700972241074	-1.61136603064821	-0.00716381886575523	0.580774485374977	-5	-5	-5	-5	-5
Healthy	-0.68093560163149	0.0391879892151175	-1.51470456127391	-5	-5	-5	-5	-5	-5	-5	-5	1.20233326205634	1.09340452318636	-5	-5	-5	0.568846817602785	0.673203438419947	-5	-0.372726338341914	-0.152550737500827	-5
Healthy	-2.28988263488818	0.0169038668385703	-1.34891591075699	-2.06600683616876	-5	0.652800220925958	-5	-5	-1.65995268233861	-1.59773861754532	1.06960557472191	0.726468021671725	0.209319269836474	-5	-0.73393301825659	-1.23709647150094	-5	-5	0.0993560072380919	-5	-0.434671757145802	-1.31407920780546
Healthy	-5	-0.024549809044568	-5	-5	0.511841933990974	-5	-5	-5	-5	-5	-0.155342682221467	0.296358004741391	0.818847189725288	-5	-5	0.675646384064754	-0.749653199559173	0.343698026991446	-0.209869717367059	-0.250905554291415	-5	-5
Healthy	-5	-5	-5	-5	-0.241701395006554	-5	-5	-5	-5	-5	0.00414073851686563	0.694203180854669	0.237335085933627	-0.290636743590684	-0.000269346084697029	-5	0.13021472332266	-5	-0.0677952158866505	-0.595422832259376	-5	-1.32166375326782
Healthy	-1.83475567387469	-1.49512154058978	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.22281294142196	1.03199023102283	-2.80134291304558	-5	-5	1.05643258512154	0.893540398502311	-5	-0.710767904077238	-0.14311409132206	-5
Healthy	-5	-5	-5	-5	0.435084322762122	-5	-5	-5	-5	-5	0.561195629642156	0.186704947970535	0.411685350167744	0.283841498663449	-0.320217907176439	0.184239870504602	-1.22936887222219	-5	-0.305745887974722	-0.611881028969695	-5	-1.11810202642699
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.247546122816998	-0.275085449886878	1.22804369039603	0.40540442162031	-0.446068451543673	0.567466322468796	-1.12004441487725	-5	-5	-5	-5	-5
Healthy	-0.640980771707326	0.316180098893453	-0.840854072145953	-2.31069114087638	-5	-2.44855000202712	-5	-2.07935499859321	-5	-3.26760624017703	-5	-5	1.33641189878052	-5	0.714321375600947	-0.526323295646972	-5	-5	-0.0777989175021246	-0.636839469713895	0.0931764496962486	-5
Healthy	-1.89346914617762	-5	-5	-2.09908693226233	-5	-5	-5	-5	-5	-2.66354026615147	0.210273027571868	-0.812507481019575	-0.147635915019567	-0.277333177615265	-2.20273245916928	0.290591042549338	-0.361271198371941	0.00393420617370842	-0.32836440339787	-1.09388054245444	-0.558493387505885	-2.89279003035213
Healthy	-1.62378814971733	0.0842329960416207	-0.487008931584785	-1.38310457359924	-5	-0.495298118954446	-1.34872198600186	-1.14381507327283	-0.00655495142984244	-2.0433514207948	0.921564231690109	-0.743932017311721	-0.160628811012573	-2.99139982823808	-2.25570701687732	-5	-5	-5	-5	-5	-5	-1.99956592252068
Healthy	-0.893843113033161	-5	-5	-5	-1.47262791717239	-5	-5	-5	-5	-5	0.27043658829389	0.530970239246845	-0.0802578926239995	0.598979717291697	0.0807022293540943	-0.503984160910138	0.180765085302874	-2.07727454200674	-0.343135508451083	-0.620912137356832	-0.451844070226186	-5
