c	Bacteroidia	Clostridia	Actinomycetia	Verrucomicrobiae	Bacilli	Methanobacteria	Coriobacteriia	Desulfovibrionia
Healthy	1.84810070904581	1.07077166602148	-5	-5	-1.7680209731685	-5	-0.291324207273463	-5
Healthy	1.76411057214773	1.23613552968257	-5	-5	-1.77806440017199	-5	-0.133411418224968	-5
Healthy	1.6043401214296	1.57366723433078	0.0755615592810349	-5	-1.67964596718233	-5	-1.4386600585411	-5
Healthy	1.81002063010515	1.44068479603106	-5	-5	-1.26656197290894	-5	-1.1114274031424	-0.258422985219577
Healthy	1.84441000712758	1.01115709631296	-0.632401836320167	-5	-0.237839297913818	-5	-1.44708854978349	-5
Healthy	1.62280463482383	1.03464409575721	0.434388442735579	1.23550344900574	-5	-5	-0.833066905128846	0.209152951593855
Healthy	0.286391343147528	0.720720628024159	0.736743798962006	0.547602429785681	-0.869827111107464	-5	0.169395196975156	-5
Healthy	1.8012357228892	1.45599459811076	-0.12731939284807	-5	-0.526542227184554	-5	-1.98171569157347	-5
Healthy	1.70747606876486	1.48797178851542	-1.88706002391592	-5	-5	-5	-5	-5
Healthy	1.27434700337415	1.74857987849733	0.410247323940247	-5	1.08418899343258	-5	0.58910475277915	-5
D003424	1.81278017485441	1.4287870421162	-5	-5	-0.4072016801645	-5	-0.822203866707785	-2.18375870000822
Healthy	0.870742663294291	1.63908099170895	0.698566791937309	-5	0.0754119076576232	-5	-0.662820374590166	-5
Healthy	1.83312510965263	1.33484102540248	-5	-1.16966800654804	-5	-5	-0.973099191109745	-5
Healthy	1.64097954636543	1.3597381818911	-5	0.483737027872602	-2.70774392864352	-0.242004572723122	-5	-1.3763372926438
Healthy	1.24469661240851	1.61706736835744	-0.504997133561376	0.262472447950243	-0.153743320221921	-0.819845440546652	-1.10690433390377	-1.49039429538844
Healthy	1.82668575568211	0.642475402199867	-0.485691374343224	-2.3585258894959	-0.465237994969973	-5	-0.0108217012429983	-0.394608750110711
D003424	-0.372726338341914	1.87294172250557	-1.22054781659594	-5	-1.06605739725874	-5	-5	-5
D003424	1.72489466692707	1.32135563818002	-1.18025870272699	-5	0.1019531774772	-5	-5	-5
Healthy	1.49530395216766	0.903364048891955	0.080749110907479	-0.286727919126105	-0.0678104461845136	-5	0.0936807835974929	-0.093761957868654
Healthy	1.30897098745708	1.56021985014056	0.723572234494289	1.40411516877084	-0.0862603017850711	-5	-1.07644514193245	-5
Healthy	1.8275738990396	1.19586009384911	0.138754129723719	-0.268604655755548	-1.63413778459744	-1.57823159879308	-0.41999931041096	-1.03198428600636
Healthy	1.62909671283614	1.26322169366765	0.508095881195523	0.71558638787792	0.102519458368337	-0.299469343021408	-0.645833914968581	-0.525710873834504
Healthy	-1.28692967414436	-3.02227639471115	-1.64282774227697	-5	-0.640297291725886	-5	-5	-5
Healthy	1.78802829919445	1.40732273783472	-5	-5	-0.793470948317269	-5	-0.749604396942884	-0.791881259261723
Healthy	-1.71399287792053	-0.560398916165654	1.95902530881005	-2.07468790850035	0.559402646841045	-5	-2.65757731917779	-5
Healthy	1.96814495463693	0.4591194599369	-0.926831737734898	0.221849618204452	-5	-5	-5	-5
Healthy	1.63732748922239	0.525187387787583	-5	-5	-5	-5	-0.935317433771488	-1.497163361379
Healthy	1.75295206948262	0.723788859050945	-0.361390954192885	-5	-0.601625913848644	-5	-0.243356285962926	-1.94846160948467
Healthy	1.71731485160876	1.379915458851	0.122301089961987	0.0238900543559375	-0.97802554488994	-5	-0.829591588274682	-0.677801386448108
Healthy	1.78570949869202	1.45827727272622	-1.77211329538633	-1.96899571863646	-2.35457773065091	-5	-1.86138156610051	-5
Healthy	1.84856983556758	1.01247361443207	0.637994778390935	-0.830707725120064	-2.2572748686953	-1.26833066817136	-2.64397414280688	-1.12592425477697
Healthy	1.92204983052155	0.488405457367657	-1.20802879897923	-0.0782823188484275	-1.26560025747943	-5	-0.873414072045662	-5
Healthy	1.57222816092954	1.6775069439896	-1.66534523311676	-3.14266750356873	-1.14721513131945	-5	-0.531327808853853	-1.24703013497092
Healthy	1.31736058768831	1.66913940664896	-5	-5	1.051093840473	-5	-5	-5
Healthy	1.69391056216295	1.50651274410758	-0.471443219398817	-5	0.582984408651994	-5	-0.569199575375819	-1.75870261289001
Healthy	0.862428959956688	1.82704989750399	0.100821838946951	-5	0.0569048513364726	0.577774343999618	-0.758602958350354	-1.8153085691824
Healthy	0.558182780051332	1.87591343904048	1.32709541653146	-5	-5	-5	-5	-5
Healthy	1.81917871144198	0.887815275486838	-0.833658708016502	1.02199551080134	-1.13153190097901	-5	-0.613073193204431	-0.504608316733061
Healthy	1.88965420652834	0.994225179864961	-5	-5	-0.522227791650743	-1.01282549891246	-0.199152378124986	0.176233105419458
D003424	1.89362851360518	1.19778074266804	-5	-5	-1.55408458604888	-5	-5	-2.75448733218585
Healthy	1.35740003085252	1.3453164744199	1.55509928748709	-5	0.271353622102484	-5	-0.363903445843243	-5
Healthy	1.01821768096015	1.71787046537739	-1.35961795529043	0.81419430479598	0.376482058819104	-5	0.39167242839155	-2.44855000202712
Healthy	1.64695609540824	1.5841822493836	-0.601140261595739	-2.15490195998574	-0.0564411855707237	0.260731872147808	-0.729344451047015	-1.9515581964496
Healthy	1.70267966728539	1.60943496080477	-5	-5	-5	-5	-0.475292388205987	-5
Healthy	1.76331049352414	1.42360430573151	-5	-5	0.416265954074958	-5	-5	-5
Healthy	1.27892180034509	1.61380631605831	-0.572156994294466	-5	1.146950244924	0.485932845201798	0.575643845661616	-5
Healthy	-5	1.54674409485113	-5	-5	0.215629633457334	-5	-1.40837896178668	-5
Healthy	1.34369035064213	1.49694057445299	-0.644491011975566	-5	-0.536584848478778	-5	-0.871213141357402	-5
Healthy	1.65574909221612	0.822281216656299	0.0824586292715335	-0.878112014896319	-0.26085504067402	-5	-0.146478218173163	-0.177773059405061
D003424	1.7557094113003	1.37785805915821	0.0187961660316597	-5	-0.838931614528825	-5	-0.600655151819632	-5
Healthy	1.25929923269997	0.962872011646389	0.211318145691329	-5	1.32789385998954	-5	0.356274500903909	-5
Healthy	1.80432102081899	1.26968452668662	-0.358664727273591	-5	-0.747316838067802	-5	-0.92786043676026	-1.15620680167409
Healthy	1.49356427633227	1.1086857570507	1.54657535771273	-1.48043449911949	-1.61834351741421	-5	0.0330657171185611	-2.12090412049993
Healthy	1.33045943275192	1.54941111098063	0.743686895664305	-5	0.70645576145229	-5	0.636777663647943	-5
Healthy	1.12349589629023	0.806771975129058	-1.98674133471648	1.64334813711979	-0.867996607013368	-5	0.130005510862396	-0.341931337516564
Healthy	1.81791352489197	0.89347657602406	-0.873414072045662	1.01745114670004	-1.16304326294045	-5	-0.547186591322146	-0.470454157138276
Healthy	1.66387781019517	1.42169044813617	0.386456158235409	-0.996582554797806	-0.0665886443976464	-5	-0.0788599869822159	-2.90308998699194
Healthy	1.84899289555575	0.516286756742558	-0.557786847277181	-5	-1.64820369310298	-5	-2.63078414258986	-5
Healthy	1.6475331865481	1.04352810361786	0.72775265980976	0.850736882398385	-0.758055266755733	-5	-0.149390519078651	-0.960942981966556
Healthy	1.56000304445673	1.62673639063625	-0.700035331375845	-5	0.716771865592201	-1.60800692774029	-1.22577509513108	-5
Healthy	1.25952794138506	1.74560717886567	0.773395111234869	-5	-5	-5	0.233549419743861	-5
Healthy	1.62839833114676	1.61067634238685	-5	-5	0.292838433016156	-5	-5	-5
Healthy	1.80403694856363	1.21357804935372	-0.0318206967250459	-5	-1.33236029394359	-5	-0.62845190731615	-1.29713882942707
Healthy	1.96760834270013	0.33969584950589	-5	-0.259479413946335	-1.88840147511961	-5	-5	-5
Healthy	1.69670438392489	1.51071574552102	-0.209510758477563	-0.410754324947494	-0.293982431100993	-5	-0.890455199121653	-0.970291637485105
Healthy	1.71218039327238	1.64177295694328	-1.94195376960472	-5	-0.984305011473482	-5	-5	-5
Healthy	1.85173953724011	0.539787206963553	-5	-5	-5	-5	-5	-1.50265561898242
Healthy	1.42350882927382	1.66372004899893	1.0392010841612	-5	-5	-5	-5	-5
Healthy	1.15158158231486	1.84136516505698	-0.27049503818861	-1.02807505081581	0.190037398989312	-0.731024418902193	-0.777309535288659	-1.08857603462371
Healthy	1.76379227371666	0.942225394038726	-0.302273857453656	0.940097926231087	-5	-5	-0.596862313373619	-0.253233509274442
Healthy	1.34524587426771	1.77264422665499	-0.390426932551334	-5	-0.460296761052174	-0.951092298516229	0.187811093428112	-5
Healthy	-0.446736102130203	0.853369020778802	1.41013957536425	-5	-0.34356637993405	-5	0.119206384805907	-5
Healthy	1.90515172992153	1.16590402368497	-5	-5	-0.268346780304104	-5	-5	-5
Healthy	1.30818415943938	1.67775710506271	-0.71092412110178	1.27927923620624	-0.720538390742327	-5	0.567358139248078	-0.720287439179074
Healthy	1.46048845128655	-0.601487100636577	0.856310098713071	-3.39794000867204	-1.69550947222651	-5	-2.58335949266172	-5
Healthy	1.58838141538367	1.29462822967002	1.02448197330695	1.07807637190583	0.0735093989447644	-5	-0.105949913325857	-5
Healthy	1.47030565369035	1.72806664688125	-0.229648819820771	0.449879338623202	0.374258801735391	-0.683463552596444	-0.375810756140244	-5
Healthy	1.52154105801303	1.18056740329026	-5	-5	-0.13499083395651	-5	-2.36251027048749	-5
Healthy	1.62193708491111	1.48141123776671	-0.876344325561878	-0.308193814529736	0.275695943772669	0.388704955700738	-5	-5
Healthy	1.8422493624299	1.03803448288161	-0.125332675551212	-5	-0.652162790782278	-2.08301995267962	-0.191964671555741	0.0853084206935297
Healthy	1.45822828621146	1.7636263758975	-5	-5	-0.465035207605334	-0.672252928747544	-5	-5
D003424	0.971057718747364	1.66601966008649	0.435356944060077	1.31255413178205	0.236532223240422	-5	-0.471006212869159	-1.56035157043653
Healthy	1.81760403789488	0.383240712265224	-0.733980091146502	-5	-5	-5	-5	-5
Healthy	0.889549319851817	1.89740598462153	-3.09151498112135	-5	-1.25266589038409	-5	-0.32176395860447	-5
Healthy	1.40084905039548	1.31392160918484	0.445336383611427	-3.48148606012211	0.192826614678094	-5	0.0459758857632826	-1.40660315769979
Healthy	1.8803962977303	0.745483117577596	0.0832624731640772	0.584892955610718	-2.75696195131371	-5	-0.788318923700861	-1.82073553566097
Healthy	1.44655083564052	1.75178633158743	0.309698286707962	-0.100491382651709	-0.30019694972716	-5	-0.226945306635737	-5
Healthy	1.82018917291727	0.892972326282529	-0.921361961630327	1.01623542582996	-1.2185318571582	-5	-0.652026339721962	-0.481038835550238
Healthy	1.40671301227427	1.66820619715723	0.0150410440855053	-5	0.919402906871174	-0.0978066703730758	0.0167743557683439	-1.10757145305477
Healthy	1.25929732031192	1.77721404573176	-5	-5	-5	-5	0.254809010414806	-5
Healthy	1.89530517121279	0.938137297650076	-0.918760739088303	-5	-1.13170831198214	-5	-1.44745345204434	-2.79317412396815
Healthy	1.81245075376518	1.36596264140317	-5	-5	-1.16583371605738	-5	-0.91388942619868	-0.388223603002689
Healthy	1.59146586560344	1.09462169057043	0.845592234018708	-0.458782819002195	0.0255802854362789	-1.12389767862221	-0.184820869860581	-0.722184573429135
Healthy	1.94824376338362	0.405878868331657	-5	-5	-0.63537397104496	-5	-0.880117542015017	-2.59516628338006
Healthy	1.902603793708	1.0933519823094	-5	-5	-1.07618627890881	-5	-5	-1.41668784801692
Healthy	1.80714744013724	1.13265153073686	-0.244010871341215	-5	-1.5054280157698	-0.75340295089363	-0.739427791876507	-0.859272037155817
Healthy	1.58393825894487	1.07610425239176	-1.92811799269387	0.163373101574077	-0.274586622650022	0.488614163981458	-1.22687207596667	-0.449820584291501
Healthy	1.90763543760992	0.732929862907847	0.0282580248289713	0.553035447175104	-5	-5	-0.947652400775336	-1.54683460747414
Healthy	1.40001116347393	1.29993941694529	0.196863987186564	-0.15568439445564	0.256277457032671	-5	-0.528869712156724	-0.4315987810515
Healthy	1.7468348775601	1.40153649503355	-5	-1.90763030037088	0.953170410062659	0.279443352577086	-1.42181939037222	-5
Healthy	1.43602485997618	1.49570595381986	1.46381224150908	0.101217626747548	-5	-0.367390883139056	0.00158228893511219	-1.26696331706642
Healthy	1.89328788413065	1.16768706622592	-5	-5	-0.363742852536496	-5	-5	-5
Healthy	1.81086762923236	1.39345533900023	0.0485156040340487	-5	-0.295772243975001	-5	-0.37333121254548	-1.45892023222337
Healthy	1.90097133349062	1.09161948151491	-5	-5	-0.997488368715092	-5	-5	-1.33629907461035
Healthy	1.67173058524069	1.52914432399509	-1.24519314464558	-0.167740239407366	-0.119701008574247	-0.742177483965524	-5	-5
Healthy	1.52251334995078	1.42053414725031	-0.295429124810496	-5	-0.682103733507044	-5	-0.555018887912055	-5
Healthy	1.84248723314806	0.795370377864658	-0.939528807202321	-5	-0.247436853219887	-1.54106013810967	-0.827192811630913	0.217452358012074
Healthy	1.89035561818262	0.958802703399502	-1.01700554534134	-5	-1.26865302445405	-5	-1.28266241727614	-2.80966830182971
Healthy	1.79020259096065	1.42670494278751	-2.30189945437661	-0.180581106626522	-1.79290445958078	-5	-5	-5
Healthy	1.75068639596413	1.07685007757803	1.08420223045863	-5	-0.521404648588605	-0.709275519980777	0.209077819246674	-0.95436412892178
Healthy	1.73645698054468	1.52648272598072	-0.686491325953927	-5	-0.499091465490491	-5	-1.09033701484598	-5
Healthy	1.63656221152152	0.685083081773877	-5	-5	-1.69336055897574	-5	-1.18197215814074	-1.48678239993206
Healthy	1.86071421216417	0.529733125569346	-5	-5	-5	-5	-5	-1.28567024025477
Healthy	1.35594032910961	1.01612538353125	0.533834313810089	-5	-5	-5	-5	-5
Healthy	1.28344913507257	1.76962948341265	-5	-5	1.11050890380876	0.0203820023100244	0.349681515137003	-5
Healthy	1.78701036043699	1.39733331000103	-5	-5	-1.0268721464003	-5	-0.791236267338363	-0.831237424377643
Healthy	1.78904336346585	1.39453643002807	-5	-5	-0.994219100045348	-5	-0.707478115425859	-0.82929834418393
Healthy	1.78698851626489	0.547050688176596	-1.74448628718047	-0.100759673533282	-5	-5	-1.62543493927723	-0.476253533188435
Healthy	1.78024643641179	1.14563607374448	-0.131661262040936	0.775691984328376	-0.255128343264855	-5	-5	-5
Healthy	1.78464916825017	0.772601120532011	-0.264584756281166	-1.24756739073853	-5	-5	-2.03338901331807	-5
Healthy	1.59105948454855	1.19668730668016	-5	-5	0.993012752319757	-5	-5	-5
Healthy	1.20512583727329	1.84684893146272	-5	-5	-0.23051928278377	-5	0.0849228603025243	-5
Healthy	1.86313571622313	0.56260449277382	-5	-5	-5	-5	-5	-5
Healthy	1.79995502038762	1.40552427687326	-2.31247103878537	-5	-1.02890978686288	-5	-0.87445367632881	-0.688627638196451
Healthy	1.93699953868876	0.878078658061945	-0.666371387481309	-5	-0.929112855981459	-5	-5	-0.989742457001699
Healthy	1.79562541141711	1.46293334758363	-0.568330728686255	-0.158778223973396	-1.15720360482442	-5	-0.675450052297445	-1.89517159634634
Healthy	1.70525998257671	0.856096619470512	0.178991327667069	1.09168137522985	-2.10679324694015	-5	-0.8837908741966	-0.0116506608530314
Healthy	1.8137514040382	0.981531397830807	-5	0.709290318052555	-5	-0.264249443050053	-5	-1.2098556349571
Healthy	1.65819280795176	0.818556438818155	0.0327959877382654	-0.837256416764585	-0.216053564833748	-5	-0.11595836882574	-0.181760906146476
Healthy	1.58462144870961	1.58449281066138	-5	-5	-0.27574051917945	-5	-5	-1.18708664335714
Healthy	1.75917269340802	1.39267321586803	-5	0.224064071833704	-1.71354353025302	-0.603992552294838	-5	-1.24902901556268
Healthy	1.41344243740169	1.86976856311412	-5	-5	-5	-5	-5	-5
Healthy	1.78339441350103	1.00932084295081	0.576207700571901	-0.0564856989189822	-0.831767770486579	-0.0241731402651672	-5	-0.422289958839038
Healthy	1.59828842602444	1.53079794617608	0.593200750796251	-5	-0.482553366080614	-5	-0.153057030617722	-0.604324214730064
Healthy	1.83322720348008	0.339564720744175	-0.810818602819263	-5	-5	-5	-5	-5
Healthy	1.71027217662072	1.55568318976661	-1.0706832732465	-3.48148606012211	-1.21296481797378	-5	-0.784415305818385	-0.608906033729366
Healthy	1.78661799092698	1.38127486445892	-5	-5	-1.34524606674707	-5	-5	-5
Healthy	1.4180109463338	1.64651380543217	0.192461514933312	0.263122184828126	0.179683897698728	-5	-0.311963024208862	-5
Healthy	1.78004577521362	1.14116338956612	-0.0753744504618983	0.765426384839824	-0.36897246014147	-5	-5	-5
Healthy	1.77946769879883	1.44949814640934	-0.044504670815873	-5	-0.734403976912408	-5	-0.219437881042936	-5
Healthy	1.06194266859472	1.7652327007658	-5	-5	0.885516701288187	-0.191222045296204	-5	-5
Healthy	1.63071744373332	1.58329424022553	-0.630209175969224	-5	-1.1786175002527	-5	-2.26760624017703	-5
Healthy	1.87396969779597	0.99279026086462	-0.673951032053259	-5	-0.558037929911472	-5	0.484658518107889	-1.73471037413917
Healthy	1.13305580649568	0.853379368841177	-1.67468962828894	1.63821371704129	-0.855456925727212	-5	0.176068096065628	-0.145918756170271
Healthy	1.85360793726677	1.02171922850814	-0.231754198668122	-1.45967052520913	-2.65955588515988	-5	-1.39512622944736	-1.82739706879014
Healthy	1.44728752485348	1.73679515299428	-1.0764969330579	-5	0.629334151724093	-5	-0.91750186149422	-5
Healthy	1.64525598723438	1.60981683481143	0.612124499940247	-5	-0.0889703004937882	-5	-0.852138251512761	-2.33254704711005
Healthy	1.51982996187314	1.58392127862756	0.23145684686103	-0.197267312345918	0.868222280049216	-0.163429052339501	-0.563551099308166	-1.0519784668589
Healthy	1.93359989623458	1.00281550518044	0.09191304667608	-1.39902710431325	-0.284255639895637	-5	-1.10980261378997	-5
Healthy	1.53024017922384	1.74514188333472	0.240282099986837	-5	-0.63712186421107	-5	-0.70898654603462	-2.42365864979421
Healthy	1.84831094876434	1.211817363788	-5	-1.32275815405335	0.304886726880107	-5	-0.974571238592759	-1.73025362686923
Healthy	1.79890403654049	1.23204928215509	-0.924562538414387	-0.0495231782974773	-1.51541547071716	-5	-1.38689848303309	-5
Healthy	1.52028251858544	1.54576406064084	-5	-2.08144546944973	0.228043433509841	-0.185532648252216	-5	-5
Healthy	1.64257777817935	1.52333108790772	-5	-5	-0.527902071630646	-5	-2.53610701101409	-5
Healthy	1.8395273190905	0.782800013240915	-0.896504155890234	-5	-0.279973073180271	-1.85016530328421	-0.89925047431014	0.154998796858298
Healthy	1.34745823525243	1.56648663481458	-0.840102098965903	1.01276174366827	-0.175796039171376	-0.236220220664651	-0.608376922453023	-0.988810312390009
