group	Dialister	Ruminococcus_B	Dorea	Longicatena	Anaerostipes	Intestinibacter	Adlercreutzia	Anaerotruncus	Gordonibacter	Eggerthella	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Anaerobutyricum	Collinsella	Bariatricus	Blautia_A	Dorea
Healthy	0.02864	27.7167	0	0.59055	0	5.9266	0.08686	0	0	0	0.02188	0	0.00077	0.00083	1.91682	0.0044	0	0	0	0
Healthy	3.09071	0	0.02263	0.03575	0.02275	0	0	0.04822	0	0	0	2.03006	0	0.08612	0.10019	0.07746	0.74412	0	0.10365	0.02263
Healthy	0	0	0	0	0.31708	0	0	0	0	0	6.19341	3.55577	0.66794	0.2916	0.14014	1.38943	1.1403	0.25995	0.25741	0
Healthy	3.6506	0.00255	0.14927	0	0.04432	0.00231	0.16245	0	0.01123	0	5.77357	0	9.10908	0.26414	0.35602	0.24118	1.15815	0.34645	0.16755	0.14927
Healthy	0	0	0	0	0	0	0.58729	0	0	0	0	0	0.44108	0.15257	0.30509	0	0	0	0.05362	0
Healthy	0	0.0223	0.34316	0	0	0	0	0	0	0	0	0	0	1.85422	8.09464	0	0	0	0.07535	0.34316
Healthy	3.52113	0	0.69865	0.00228	0.40765	0.4346	0	0	0	0	1.5811	2.99911	0.16068	0.15026	3.39136	1.75916	0.62139	2.6758	0.8628	0.69865
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.04049	0.02661	1.82812	0	0	0	0	0
Healthy	2.36428	0	0	0	0.50051	0	0	0	0.14654	0	8.5278	9.65779	0.67472	0.57916	0	1.34432	0	0.73517	0.24736	0
Healthy	2.17607	0	0.18181	0	1.18105	0.77823	0	0	0	0	5.6139	2.08621	0.91211	0.23735	6.6286	0.53682	0	0.20632	0.35184	0.18181
Healthy	0	0	0.07031	0	0	0	0.03243	0.01345	0	0	0.56803	0.35965	2.75689	0.00545	0.00336	0.02916	0.07387	0	0.06367	0.07031
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05042	4.50906	0	0	0	0	0
Healthy	0	0	0.12016	0.14672	0.23681	0	0	0.02694	0	0	1.82491	0	1.91888	0.06011	0.28084	0.03437	0.24786	0.01977	0.05612	0.12016
Healthy	2.00147	0	0.10267	0.00169	0.25696	0.0007	0.00891	0	0.02158	0	12.2059	5.03453	4.0142	0.0179	0.5812	0.29975	1.12271	0.27963	0.26079	0.10267
Healthy	0	0	0	0	0	0	0	0	0	0	0.16428	0.20533	5.44875	0.96954	0.00361	0	0	0.07841	0.02227	0
Healthy	5.36896	0	0	0	0	0	0	0	0	0	12.8163	1.95437	2.09122	0.97605	0	0	0	0	0.0794	0
Healthy	7.32354	0	1.00235	0.00516	3.479	0	0.00311	0	0	0.0775	2.54282	7.4447	0.6122	0.64353	2.67765	3.12533	0	0.37801	1.3413	1.00235
Healthy	0	0.50435	1.24849	0.00038	0.33779	0.02016	0.2407	0	0.03868	0.0019	9.74575	31.3554	0.71438	0.30552	3.39372	5.0779	0	0.54684	2.00814	1.24849
Healthy	1.36354	0	0	0	0.59052	0.42088	0.00536	0	0	0	11.9588	2.27313	2.40712	0	0.06875	0.67207	0.13765	0	0.20319	0
Healthy	0	0.06629	0	0	0.04112	0	0	0.113	0	0	0.11678	0	1.72307	0.04806	0.11796	0	0	0.21936	0.04947	0
Healthy	0.41556	1.39216	0.40123	0.59808	0.03039	0.05872	0	0	0	0	0	15.773	1.49432	5.21067	0	3.67544	0	1.00357	4.36886	0.40123
Healthy	0	0	0	0	0	0	0	0	0	0	0.24892	0	0.78844	1.17526	0	0	0	0	0	0
Healthy	3.08492	0	0.01714	0.0392	0	0	0	0.0418	0	0	0	1.98614	0	0.07786	0.07494	0.11057	0.76007	0	0.10635	0.01714
Healthy	0	0	0.79572	0	0.48825	0	0.01158	0	0	0	0.91758	0	1.83093	0.76217	0.0232	0.40725	0.99492	0.27865	0.22677	0.79572
Healthy	0	0	0.05227	0	0	0	0	0	0	0	2.00254	0	0.36511	0.29755	0.49438	0.7692	0.37033	0.46222	0.37474	0.05227
Healthy	0	0	0.33175	0	0.15049	0	0	0	0	0	0.04204	2.63643	1.67901	0.30703	0.57112	0.49787	0.11976	0.55297	0.26647	0.33175
Healthy	6.2613	1.83246	0.09704	0.25694	0	0	0	0	0	0	1.45901	0	1.05403	0.26604	0.09767	0.00271	0	0	0.23123	0.09704
Healthy	0.16172	9.56951	0	0	0.03763	0.10377	0	0	0	0.07558	0.00431	0	0	0.00389	0.76505	0	0.00101	0	0	0
Healthy	0	0.00036	0.14059	0	0.06434	0.07969	0.01151	0	0	0	3.45812	1.16162	2.69284	0.0692	0.05097	0.51013	0.1036	0.09263	0.16787	0.14059
Healthy	3.90595	0	0	0	0	0	0	0	0	0	6.01843	4.8755	0.26997	0.91408	1.34851	0	0	0.6235	0	0
Healthy	0	0	0.58837	0.02029	0.09732	0	0	0	0	0	5.60909	8.40088	5.23373	0.87182	1.58108	1.15631	0.06671	1.27962	1.12892	0.58837
Healthy	0	0	0.05665	0	0	0	0	0	0	0	1.28223	1.63956	0.41555	0.45604	0.58948	0	0.57128	0.08403	0.05039	0.05665
Healthy	0	0	0.44028	0	0.8072	0	0.02551	0	0	0	6.81688	12.0731	0.45974	0.21186	0.2844	2.01041	1.20861	0.86802	0.4085	0.44028
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5917	0	0	0	0	0
Healthy	0	0	0.28663	0	0.44387	0	0	0	0	0	2.58785	0	0.62595	2.14203	0.01575	0.43688	1.68149	0.21934	0.23665	0.28663
Healthy	4.54214	0	0	0	0	0	0	0	0	0	6.17591	0	4.18659	0.53729	0.0274	0	0	1.30667	0.10115	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.61836	0.15118	0	0.09337	0	0	0.4575	0	0	0
Healthy	0	0	0.13662	0	0.89431	0	0.07147	0	0	0	4.92113	3.6023	1.49958	0.21519	0.50272	0.46959	1.29787	0.36494	2.27681	0.13662
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92947	2.19594	0	0	0	0	0
Healthy	0	0.03681	0.18438	0.00479	0.00976	0	0.24579	0.05071	0.13489	0.01022	3.35939	1.21188	0.57014	0.01558	0.89594	0.19471	1.40458	0.09628	0.37382	0.18438
Healthy	0	0.0847	0.17971	0.00183	0.01634	0.41982	0.5515	0	0.07665	0.00762	10.9461	11.9669	7.5613	0.04349	2.57899	0.22962	0	1.80071	1.02645	0.17971
Healthy	7.59543	0.54712	0	0.00775	0.109	0.00031	0	0	0	0.00074	0	0	5.6412	2.44555	2.50387	0	0	4.50772	0.26808	0
Healthy	0	0	0.12441	0	0.07643	0	0	0	0	0	26.9478	2.16458	1.9399	0.20352	0.1797	0.16885	0.20099	0.13389	0.17871	0.12441
Healthy	8.60092	0	0	0	0	0	0	0	0	0	0	0.38422	0.01616	1.36305	0	0	0	0	0	0
Healthy	0.86563	0	0	0	0.70992	0.38722	0	0	0	0	8.71875	9.96809	5.51408	0.18044	0.00627	0.73934	0.15105	0	0.25516	0
Healthy	10.6053	0.36214	0	0	0	0	0	0	0	0	1.8464	0	0	0.04554	0.03165	0	0	0	0	0
Healthy	3.92706	0	0.02467	0	0.06937	0.34577	0	0	0	0	0.14406	0	0.55653	0.82491	0	0.22229	0	0	0.01768	0.02467
Healthy	2.85673	0	0	0	0	0	0	0	0	0	3.4061	0.96525	1.03359	0	0.05736	0.04022	0	0	0.01614	0
Healthy	0	0.0425	0.17812	0.00951	0.0461	0	0.33462	0.05059	0.13972	0.00947	3.11064	1.22649	0.60588	0.0039	0.90726	0.20492	1.39849	0.08949	0.43245	0.17812
Healthy	1.11129	0	0.23482	0	0.48949	0.35653	0	0	0	0	22.071	19.1706	4.25572	0.14314	0.26954	0.43242	0.14193	0.15753	0.35808	0.23482
Healthy	0.93998	0	0.72206	0	0.16837	0	0	0	0	0	9.98618	4.35138	2.12238	0.51133	1.20426	2.1667	0	0.53816	3.10903	0.72206
Healthy	0	0	0	0	0	0	0	0	0	0	0.03474	1.04824	0.32385	0.87539	0.41797	0	0	0.7481	0.23343	0
Healthy	0.11455	0	0	0	0.0053	0.24409	0	0	0	0	3.16526	5.37573	2.13709	0.09375	0	0.24932	0	0	0.07242	0
Healthy	0.3382	0	0	0	0	0	0.20142	0	0	0	0.60864	0.31506	0.58153	0.05593	0.10661	0	0.10079	0.0235	0.05988	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52452	6.95997	0	0	0	0.14852	0
Healthy	2.15205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.16676	0	0	0.05978	0	0	0	0	3.34792	0	0.38833	2.09841	0.34162	0.76543	0.03826	0.48955	0.29861	0.16676
Healthy	0	0.04382	0.00081	0.00491	0.05513	0	0.01054	0.04741	0	0.00398	4.83978	0	0.51586	0.00068	1.0461	0.18102	1.4619	0.08506	0.07633	0.00081
Healthy	0	0	0	0	0.00711	0	0.10526	0	0	0	0.20546	0	3.28189	0.90766	0.07129	0	0.27304	0	0.02704	0
Healthy	0	0	0.22929	0.01407	0.00946	0.21753	0.00646	0	0	0	1.54782	0.0816	0.64218	1.02534	0.0126	0.17664	0.17531	0	0.15134	0.22929
Healthy	0.63239	0.10311	0	0	0	0	0	0	0	0	8.94191	9.70184	1.06224	0	0	0	0	0	0	0
Healthy	0	0.01372	0.31164	0	0.65045	0.19056	0.02147	0	0	0	8.6319	5.57272	1.01264	1.73694	0.44665	2.62254	0.80147	0.65906	0.59848	0.31164
Healthy	0	0	0.09386	0	0.03657	0.22324	0	0	0	0	0.77385	6.48206	1.86116	0.31798	0.03656	0.07631	0.24671	0.23107	0.15534	0.09386
Healthy	0	0	0	0	0	0	0	0	0	0	0.23365	0	2.73288	0.18436	0.02671	0	0.19978	0	0	0
Healthy	6.2716	0.00648	0	0	0	0	0	0.02882	0	0	1.42876	1.04293	1.1815	0.38657	0.01422	0.06827	0.18884	0.02625	0.03395	0
Healthy	2.74722	0	0	0.1182	0	0	0	0	0.1365	0.00956	0	1.88314	0	0.00534	0.08505	0	1.31902	0	0.17103	0
Healthy	0	0	0	0.04519	0	0.01881	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.13726	0	0	0	0	0	0.08955	0	0	0	0.28482	0.67142	0.48117	0.06855	0.25073	0	0.04363	0	0.00717	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.2923	0	0	1.40747	0	0	0	0	0	0
Healthy	0	0	0.24049	0.005	0.32445	0.03699	0	0	0	0	22.1103	0.06923	2.28732	0.54808	0.957	1.3206	0.03036	0.51925	0.73448	0.24049
Healthy	0.28195	0.03325	0.31946	0	0.77191	0.13719	0.01487	0	0.0007	0.00554	1.67809	13.8625	0.07095	0.06768	0.09589	0.31429	1.65203	0.29975	0.21222	0.31946
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00652	0	0	0	0	0	0
Healthy	4.30214	0	0.26944	0	0.16049	0	0	0	0	0	14.9496	0	16.40967	0.61883	0.7229	0.74854	0	0.59406	0.61503	0.26944
Healthy	6.31929	0.00772	0.02291	0.00813	0.06463	0.03757	0	0.00726	0.01451	0	0.87351	0.15182	0.57505	1.21272	3.37212	0.05739	0.00854	0.04097	0.03171	0.02291
Healthy	0	0.07765	0.18693	0	0.01263	0.45812	0.54453	0	0.10691	0.00992	10.6337	11.8786	7.35313	0.25985	2.46684	0.18752	0	1.7973	0.9898	0.18693
Healthy	0	0	0	0	0	0	1.88735	0	0	0	8.25999	2.35448	2.13751	0.44409	0	0	1.13592	0	0	0
Healthy	0	0	0.08462	0	0.10673	0.66563	0	0	0	0	0.69239	6.52159	1.67728	0.76435	0.03146	0.10338	0	0.27197	0.14238	0.08462
Healthy	15.318	0	0.23133	0	0.04963	0	0	0	0	0	3.08582	0	0.32103	0.07088	0.01507	0	0.58803	0	0.01467	0.23133
Healthy	0	0	0.04938	0	0	0	0.17269	0	0	0	2.74217	0	7.69301	0.09729	0	0.00303	0.00952	0	0.11971	0.04938
Healthy	0	0	0	0	0	0	0	0	0	0	0.03288	0	0	0.00719	1.15591	0	0.10075	0	0	0
Healthy	0	0	0.21403	0	0.79182	0	0	0	0	0	29.2952	8.3959	1.56943	0.06107	0.53763	1.83125	1.19723	0.55626	0.44762	0.21403
Healthy	0	0	0	0	0	0	0	0	0	0	3.47822	0	6.20167	0	0	0	0	0	0	0
Healthy	1.02417	0.85684	0	0	0.32495	0	0	0	0	0	25.9443	12.5307	0	0.26372	0.73598	0	0	0	0.09569	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.41643	1.80811	0.87656	0.10532	0.00711	0	0	0.01033	0.03861	0
Healthy	0	0	0.0562	0.00839	0	0	0	0.00918	0	0	0	0.70508	0	0.02088	5.94691	0	0	0	0.02222	0.0562
Healthy	3.02239	0.34964	0.01274	0.07889	0.28066	0.00249	0	0.00951	0.01425	0.04529	0.00937	0.42651	0.00436	0.00098	0.2687	0.0057	0	0	0	0.01274
Healthy	0	0	0.56767	0.00062	0.03696	0.00723	0.06261	0	0	0	2.52163	0.00718	0.8669	1.90885	0.7977	0.4236	1.31913	0.59991	0.2009	0.56767
Healthy	0	0.08497	0	0	0	0	0	0.02255	0	0	0	0	0	0.10871	0.46576	0.00184	0.05876	0	0.05364	0
Healthy	2.68998	0	0	0	0	0	0	0	0	0	3.47538	0.95857	1.00061	0.08232	0.03804	0.0417	0	0	0.01625	0
Healthy	22.2746	0	0.48726	0	0.20186	0	0	0	0	0	8.98575	0	1.43852	0.47476	0.937	0.64885	0	0.41448	0.5695	0.48726
Healthy	0	0.1569	0.05067	0	0.00686	0.02518	0.05764	0	0	0	1.95907	7.38221	1.14796	2.38918	0.22968	0.33337	0.02427	0.29551	0.53731	0.05067
Healthy	0.04269	0.00168	0.73582	0.00622	0.10806	0.04211	0.06377	0	0	0	6.64421	0.03805	6.36375	0.54617	1.14415	0.92778	0.16288	0.83876	1.03063	0.73582
Healthy	7.79043	0.70723	0.07012	0	0	0	0	0	0	0	0.68403	0	0	0.16772	0.04046	0	0.29068	0	0	0.07012
Healthy	0	0	0	0	0	0	0.58739	0	0	0	0	0	0.51713	0.14855	0.32571	0	0	0.00335	0.0672	0
Healthy	0.40508	0.00901	1.23802	0.01728	0.45793	0.00795	0.04706	0.00565	0.00045	0	9.09175	6.62734	3.36912	3.819	1.06844	3.24101	0.56754	1.43691	1.72681	1.23802
Healthy	0	0	0	0	0	0	0.59301	0	0	0	0	0	0.38766	0.17079	0.24128	0	0	0	0.07802	0
Healthy	0	0.03477	1.48213	0.88492	0	0	0.81134	0.53588	0.10879	0.14144	0	0	0.01338	0.10752	0.38737	13.9056	0	2.00983	0.21913	1.48213
Healthy	0	0	0.06215	0.0259	0	0	0	0.01201	0	0	0	0.71587	0	0.03882	5.92848	0	0	0.00194	0.02816	0.06215
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96394	2.50447	0	0	0	0	0
Healthy	4.54092	0.95431	0.15073	0	0	0	0	0	0	0	2.08879	27.1201	0	0.33099	1.08987	0.15893	0.04776	0.22683	0.30864	0.15073
Healthy	4.90887	0	0.4207	0.00118	0.18338	0.02881	0	0	0	0	12.899	5.04745	12.26033	0.09527	0.58657	0.5952	0.04697	0.5716	0.57454	0.4207
Healthy	0	0	0.03591	0	0	0	0	0	0	0	0.79242	4.95937	2.48478	0.54105	0.2337	0.08241	0.35659	0.1908	0.13554	0.03591
Healthy	2.1772	0	0	0	0	0	0	0	0	0	17.9232	6.31524	16.11224	0	0	1.40469	0	0	0.38874	0
Healthy	6.20158	0.57283	0.00591	0.02955	0	0	0	0	0	0	0.85131	0	0	0.13573	0.00524	0	0	0	0	0.00591
Healthy	0	0	0.09559	0	0	0	0	0	0	0	12.1848	10.0415	5.01996	0.38943	2.03495	0.22762	0.05672	0.75252	0.82447	0.09559
Healthy	0.05706	0	0.02366	0	0	0	0	0.00187	0	0	0.08727	0.67394	0.03472	0.0632	0.03712	0.01158	0.90607	0	0.03261	0.02366
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.05994	0.002	0	0	0.17072	0.00645	0.03811	0	2.35088	0.28524	0.44801	0.02897	0.2432	0.01145	0.40306	0.00725	0.12558	0.05994
Healthy	0.60797	0	0.09256	0.02445	0.04583	0	0	0.02932	0	0	0	4.74857	0.14596	0.02226	0.0065	0.15182	1.25125	0	0.32688	0.09256
Healthy	0	0	0	0	0	0	0	0	0	0	0.32311	0	1.38766	0.31814	0.0777	0	0.26175	0.07212	0.00434	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.94535	0.13691	0.16332	0.66066	0	0.12241	0	0	0
Healthy	0	0	0.04417	0	0	0	0.06189	0.00331	0	0	0.57853	0.3608	2.84093	0.01999	0	0.02981	0.09436	0	0.10665	0.04417
Healthy	0	0.00516	0.77063	0.01236	0.86194	0	0.04021	0.00699	0.0051	0	0.0192	27.0785	0.73461	4.69328	0.77917	1.77341	0.54054	1.58988	2.53405	0.77063
Healthy	0	0.07739	0	0	0	0	0	0.02307	0	0	0	0	0	0.07952	0.47293	0.01538	0.06371	0	0.03201	0
Healthy	0	0	0.03554	0	0	0	0.06807	0	0.02548	0	3.08824	0.05451	2.83214	1.48905	0	0	0.1	0	0.01296	0.03554
Healthy	3.76164	1.0406	0.1003	0	0	0	0	0	0.01875	0	2.14427	21.9481	0.01602	0.16194	1.08248	0.20458	0.1583	0.17982	0.18937	0.1003
Healthy	11.8655	0	1.12177	0	0	0	0	0	0	0	11.9839	6.29455	4.4066	1.01117	1.77883	0.39173	1.69258	0.23658	2.27303	1.12177
Healthy	0.99789	0.18182	0.54311	0.03194	0.0549	0	0.39793	0.02418	0.04601	0	3.45503	3.86498	0.10795	0.50378	0.02307	0.35418	0.47792	0.13403	0.64735	0.54311
Healthy	0	0	0.00476	0	0	0	0.02474	0	0	0	0.11353	0.52022	0.23426	0.24264	0.30848	0	0.0421	0.0234	0	0.00476
Healthy	0	0	0.02713	0	0	0	0.00661	0.01614	0	0	5.25125	0.56896	2.13929	0.10722	0.36806	0	0.29772	0.08522	0.20467	0.02713
Healthy	0	0	0.03075	0	0	0	0	0	0	0	5.3821	0.60805	2.16194	0.18335	0.41714	0.01414	0.35408	0.05883	0.14695	0.03075
Healthy	0	0	0.86539	0.00907	0.06319	0.28653	0	0	0	0	30.1799	1.54063	1.62284	0	0.44735	0.40215	0.3423	0.32554	0.47109	0.86539
Healthy	8.89733	0.00455	0	0	0	0	0	0.05385	0	0	0.2264	0.52828	0	3.32579	0.25793	0	0.55687	0.0535	0.04106	0
Healthy	0	0	0.0452	0	0	0	0	0	0	0	0.80975	4.79997	2.57489	0.48914	0.24488	0.06458	0.37073	0.22069	0.10071	0.0452
Healthy	4.68645	0	0.18602	0	0.22806	0	0	0	0.01504	0	18.2441	0	0.10909	3.04573	0.0094	0.70188	0.32995	0.12747	0.4285	0.18602
Healthy	0.00933	0.07457	0.03011	0	0	0	0.01203	0	0	0	5.08638	0	8.42773	0.54555	0.00768	0	0.29208	0.19214	0.02228	0.03011
Healthy	3.03276	0	0.01975	0.01388	0	0	0	0.04658	0	0	0	2.05069	0	0.10849	0.1216	0.08905	0.71992	0	0.15246	0.01975
Healthy	0	0	0.03371	0.01977	0	0	0	0.00357	0	0	0	0.70297	0	0.02278	6.27452	0	0	0	0.02893	0.03371
Healthy	0.06843	0	0.08982	0	0.40249	0	0	0	0	0	1.14171	9.01791	0	0.4404	0	0.11044	2.58962	0	0.02554	0.08982
Healthy	0	0	0.01006	0	0	0	0	0	0	0	1.90843	0	0.55861	0.51071	0.43038	0	0.64731	0.04902	0	0.01006
Healthy	3.39926	0	0.71663	0.01926	0.32173	0.00452	0.04448	0	0	0	14.1345	6.36758	6.74717	2.22292	3.87959	2.08672	0	0.9533	0.67082	0.71663
Healthy	10.6352	0.3115	0	0	0	0	0	0	0	0	1.85102	0	0	0.09223	0.02743	0	0	0	0	0
Healthy	0	0	0.06068	0.02964	0	0	0	0.00529	0	0	0	0.69301	0	0.01068	6.03323	0	0	0	0.03174	0.06068
Healthy	1.63743	0	0.67296	0	0.01514	0	0	0	0	0	2.36623	5.58794	0.49214	1.99063	1.82678	2.02546	3.42746	2.71254	4.79598	0.67296
Healthy	12.7201	0	0	0	0	0	0	0	0	0	0	5.49925	1.48299	4.31877	0.05686	0.01486	1.15465	2.27095	0	0
Healthy	0	0	0.99585	0	0.03907	0	0	0	0	0	0.3894	3.41843	1.7423	0.02933	0.72638	0.46783	0.2084	0.56035	0.30056	0.99585
Healthy	0	0.25192	0	0.02529	0.03533	0	0	0	0	0	0	0	0	0.04327	20.63589	0	0	0	0	0
Healthy	0	0	0.34904	0	0.04708	0.36995	0	0	0	0	4.82221	0	0.56884	4.14962	0.53715	1.43192	0	0.56158	0.38671	0.34904
Healthy	0	0	0.15782	0.00123	0.05572	0.02577	0.04057	0	0.02142	0	6.24089	3.30174	2.57741	2.01868	0.7742	0.3238	0.2656	0.65202	0.4016	0.15782
Healthy	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0.01859	0	0	1.99768	0	0	0
Healthy	3.88742	0.24196	0.47289	0.02161	0.4252	0.28392	0	0.02294	0.00952	0.01096	9.90569	2.97735	0.16807	0.43308	0.11912	0.87643	0.99768	0	0.186	0.47289
Healthy	0	0	0	0	0	0	0	0	0	0	0.84587	0	7.12122	3.59132	0	0.77708	0	0	0.75495	0
Healthy	0	0.27677	0.04743	0.0356	0.55657	0	0.02938	0.00035	0.00266	0.00504	0.04522	1.06027	0.1352	0.61129	1.46729	0.11822	0.69983	3.45672	0.09926	0.04743
Healthy	0	1.03592	0	0.00746	0.74891	0.08853	0	0.0024	0	0.00397	3.32147	0	0.00367	0.43635	0.89258	0	0.05178	0	0.03046	0
Healthy	0	0.10514	0.71848	0	0.37705	0	0.23943	0.01017	0.13538	0	1.52248	0.00937	1.31123	0.3498	0.20507	1.38609	0.68133	0.22766	0.34256	0.71848
Healthy	0	0	0.05456	0	0	0	0	0	0	0	1.08949	0.2061	6.05308	0.34575	0	0.00319	0.0728	0	0.07374	0.05456
Healthy	0	0	0.02855	0	0	0	0	0	0	0	1.98862	0	0.53583	0.46539	0.47131	0	0.62741	0.05781	0	0.02855
Healthy	0.70523	0.85904	0	0	0.35016	0	0	0	0	0	26.1545	12.3531	0	3.78038	0.81789	0	0	0	0.08027	0
Healthy	9.1376	0.00907	0	0	0	0	0	0.06382	0.01561	0	0.2544	0.48148	0	0.00488	0.28576	0.00402	0.67344	0.07031	0.03817	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.0535	0.51019	1.29539	6.40643	0	0	0.21376	0	0	0
Healthy	0	0.23791	0	0	0.50015	0	0.13437	0	0	0	7.55175	4.06478	0.85629	0	0.51501	0	0	0.59821	0.68085	0
Healthy	3.35101	0.01429	0	0	0.01885	0	0	0.34964	0	0	0	0	0.40065	0.10463	0.10385	0.01496	0.15418	0.02077	0.01732	0
Healthy	0.30683	0	0	0	0	0	0.04676	0.02722	0	0	2.02985	0.64461	0.86594	0.20565	0.02035	0.0307	0.19742	0.03983	0.11523	0
Healthy	0	0	0.14853	0	0.2649	0	0	0	0	0	2.2698	0	2.47119	1.15745	0	0.4297	1.3424	0	0.06899	0.14853
Healthy	0	0	0.0105	0	0	0	0.06994	0	0.00493	0	2.91848	0.25645	1.08315	1.9006	0	0	0.08154	0	0	0.0105
Healthy	1.41727	0	0.41085	0.00966	0.02047	0	0.00661	0	0	0	4.21059	10.3417	1.75839	0.79531	0.74758	1.17125	0.07281	0.61598	0.40568	0.41085
Healthy	0	0	0	0	0	0	0	0	0	0	14.7844	0	0	0	0	0	0	0	0	0
Healthy	4.90607	0.00772	1.22942	0.00847	1.28572	0.12562	0	0.03658	0.01169	0.04896	0	27.4548	2.80751	2.63008	0.0329	0.55095	0.35995	3.7279	0.17718	1.22942
Healthy	0	0.00223	1.35794	0.00813	0.8972	0	0.04195	0	0	0	0	0	1.13353	3.74525	0.35227	0.72048	0.3887	0.38878	0.55695	1.35794
Healthy	4.45039	0	0.02145	0	0	0	0	0	0	0	6.24579	0	4.31689	0.06636	0	0	0	1.5434	0.08821	0.02145
Healthy	0	0	0.04055	0	0	0	0	0.06289	0	0	3.22388	0.4073	0.14832	0.08918	0.94133	0.09122	0.04871	0.09774	0.09002	0.04055
Healthy	0	0.4471	0.57236	0	0.42149	0	0.01462	0	0.00838	0.0724	3.75311	0	0.93517	1.11013	0.14473	8.22143	8.08886	9.96514	1.39456	0.57236
Healthy	0	0.0569	0.10819	0.00806	0.41065	0.27774	0.05233	0	0	0	3.45933	1.31829	3.27873	0.06859	0.1164	0.16922	0.18373	0.23747	0.12228	0.10819
Healthy	3.4124	0.01139	0	0	0.01028	0	0	0.38395	0	0	0	0	0.36292	0.02773	0.117	0.00271	0.13229	0.00811	0.01336	0
Healthy	0	0	1.2793	0.00622	0.29271	0.17155	0	0	0	0.00428	1.39356	14.4801	0.62402	0.1696	1.27316	0.75976	1.21611	0.78279	0.92264	1.2793
Healthy	0	0	0	0	0	0.14174	0	0	0	0	1.46396	1.92515	0	0	0.38006	0	0	0	0	0
Healthy	0	0.01702	0.28451	0.0095	0.10158	0.46071	0	0	0	0	5.64423	3.45735	4.47646	0.21551	0.16166	0.22089	0.06455	0	0.16675	0.28451
Healthy	0	0	0	0	0	0	0	0	0	0	16.9319	11.2332	0	0	0	0.30326	0	0	0	0
D011236	2.66525	0.37606	0.29521	0	0.1588	0.69108	0.01005	0	0	0	4.967	1.12416	8.9556	0.0358	0.07992	0.37163	0.67126	0.26222	0.13893	0.29521
Healthy	0.35407	0	0.28504	0	0.26442	0.21757	0.0341	0	0	0	0.81654	2.96821	18.66673	1.22672	1.07944	0.8447	0.87178	1.14902	0.88979	0.28504
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	6.24206	0.13942	0	0.00878	0.02552	0	0	0	0	0.93609	3.31561	1.35597	0.29296	0.40157	0.19646	0.00789	0.3149	0.11474	0.13942
Healthy	7.92844	0	0.00704	0	0	0	0	0.00701	0	0	2.51325	0	2.19553	0.0334	0.06527	0.0158	0.03182	0.02615	0.02625	0.00704
Healthy	0	0	0.00166	0	0.01141	0.0561	0	0	0	0	0.07146	0.00643	3.66712	0	0.05417	0.05864	0.04992	0.02037	0.06149	0.00166
Healthy	1.16371	0	0	0	0	0	0	0	0	0	0	0	0.17381	0	0	0	0	0.0267	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.73952	0	0.23345	0	0.0202	0	0	0	0	0	6.98683	0	2.90952	0.0582	0.57578	0.26223	0	0.048	0.12229	0.23345
Healthy	0	0	0.28537	0	0.12592	0	0	0	0	0	1.61345	10.0199	0.13903	1.34794	1.69612	0.38815	0.04591	0.77662	0.32722	0.28537
Healthy	0	0	1.01327	0	0.00895	0.01437	0	0.09001	0	0	2.83962	1.79041	2.15035	0.05198	0.70995	1.41827	1.41242	0.11504	0.5178	1.01327
Healthy	0	0	0.31404	0	0.1209	0	0.00786	0	0	0	36.5472	0	0.80509	0.31911	0.18932	0.84811	0.01795	0.9745	0.23108	0.31404
Healthy	0	0	0	0	0	0	0	0	0	0	0.37766	0.44935	2.71366	0	0.04392	0	0.01643	0	0	0
Healthy	5.95091	1.80106	0.06771	0.27999	0	0	0	0	0	0	1.58697	0	0.98263	0.19257	0.07397	0	0	0	0.26753	0.06771
Healthy	2.51346	0	0	0	0.74714	0.41546	0	0	0	0	3.4445	1.58913	2.1152	0.24837	0.12283	0.83096	0.12737	0.00546	0.32436	0
