group	Dialister	Ruminococcus_B	Dorea	Longicatena	Anaerostipes	Intestinibacter	Adlercreutzia	Anaerotruncus	Gordonibacter	Eggerthella	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Anaerobutyricum	Collinsella	Bariatricus	Blautia_A	Dorea
Healthy	0.42754	0	0	0	0	0	0	0	0	0	3.705	21.8277	0	5.13208	0	0	0	0	0	0
Healthy	0	0	0.18894	0.00192	0.13407	0.09915	0	0	0	0	1.30873	7.74784	0.21711	0.43624	1.40097	0.36299	0.1718	0.67735	0.39328	0.18894
Healthy	0	0	0.00336	0	0	0	0	0	0	0	2.19103	0	0.58567	0.39232	0.3666	0	0.62314	0.04049	0.004	0.00336
Healthy	0	1.45828	0.04546	0	0.04784	1.06231	0	0	0	0	0.84222	0.03356	0	0.04683	0.47723	0.00059	0	0.07631	0.12503	0.04546
Healthy	0	0	0.07595	0	0.03766	0.22862	0	0	0	0	0.71776	6.81295	1.97526	0.31066	0.0287	0.02357	0.15678	0.28179	0.14383	0.07595
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.10505	0	0	0	0	0	0.0363	0	0	0	0	0	0.07725	0.4392	0.00522	0.06393	0	0.04293	0
Healthy	0	0	0.02904	0	0.12972	0	0	0	0	0	2.182	0.65716	2.84443	0.14912	0.065	0	0	0.10432	0.1763	0.02904
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0
Healthy	0.03901	0	0.00713	0	0	0	0	0.00928	0	0	0.09517	0.7283	0.03985	0.05233	0.03523	0	0.87928	0	0.04224	0.00713
Healthy	0.57009	0	0.08761	0.01299	0.03142	0	0	0.02688	0	0	0	4.63145	0.10731	0.03719	0.00501	0.15364	1.23037	0	0.32072	0.08761
Healthy	0	0	0	0	0	0	0	0	0	0	0.3506	0	1.38602	0.33813	0.06514	0	0.25629	0.09057	0	0
Healthy	4.66449	0	0	0	0	0	0	0	0	0	0.69227	0	3.20226	0.69605	0	0	0.06449	0.0588	0.07273	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90323	2.62476	0	0	0	0	0
Healthy	4.89842	0	0.08359	0	0	0	0	0	0	0	1.30053	2.10902	0	0.83593	2.18281	1.12834	0.96879	1.83693	0.61855	0.08359
Healthy	0	0	0.22928	0	0	0.00114	0.0784	0	0	0	0.73246	0	0.6663	0.62572	1.43792	0.37633	0	0.85952	0.33537	0.22928
Healthy	0	0	0.0591	0.01628	0	0	0	0.01212	0	0	0	0.71541	0	0.01705	5.82719	0	0	0.00761	0.05177	0.0591
Healthy	1.00888	0	0	0	0	0	0	0	0	0	1.94552	0	2.50292	0	0	0	0	0.06172	0	0
Healthy	0	0	0.0162	0	0	0	0	0	0	0	2.08516	0.00675	0.66834	0.87272	0.43911	0	0.62736	0.0358	0.00771	0.0162
Healthy	0	0	0	0	0	0	0.10171	0	0	0	0	1.32495	0	0.14861	0.43429	0	0.05146	0	0	0
Healthy	0	0	0	0	0	0	0.40159	0	0	0	0	0.99991	0.87643	0.90614	0	0	0	0	0	0
Healthy	0	0	0.19583	0.00854	0.0166	0	0.00261	0	0	0	7.63283	2.15434	4.39235	2.44021	0.18403	0.04745	0.15093	0.47015	0.21271	0.19583
Healthy	0	0	0.16462	0	0	0	0	0	0	0	1.6914	12.322	0	0.83374	1.72355	0.40827	0	0.90124	0.19254	0.16462
Healthy	0	0	0	0	0	0	0.50417	0	0	0	0	0	0.48252	0.14718	0.32614	0	0	0	0.04859	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0404	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.2964	0.10439	2.4474	1.06246	0	0	0	0	0	0
Healthy	0	0.11764	0.76885	0	0.00795	0	0.01454	0.02294	0	0	3.18599	0	0.52179	0.96816	0.21122	0.12647	0.12703	0	0.13088	0.76885
Healthy	0	0	0.01066	0	0	0	0.08972	0	0	0	2.89192	0.24537	1.17421	1.92338	0	0	0.05682	0	0	0.01066
Healthy	8.06663	0.15218	0.00776	0	0.07603	0.0222	0	0.01871	0	0	0	0.01131	1.4028	0.06451	2.10665	0.36476	0.38686	0.79965	0.04545	0.00776
Healthy	0	0	0.74617	0	0.49473	0	0	0	0	0	7.47157	20.2521	0.36931	2.36659	2.21972	1.99371	1.57506	0.8766	2.30091	0.74617
Healthy	0	0.01935	0.10688	0	1.83216	0.65728	0	0	0	0	5.52482	1.06493	1.00841	2.69736	0.08815	0.0184	0	0.22612	0.22304	0.10688
Healthy	0	0	0.20179	0	0	0	0	0	0	0	2.58519	6.87567	0.94597	3.20991	0.16406	0.30953	0	0.15533	0.63778	0.20179
Healthy	0	0	0.0065	0	0	0	0.08768	0	0	0	3.08986	0.28693	1.06405	1.93705	0	0	0.05066	0	0	0.0065
Healthy	0	0.02482	0.04421	0.00461	0.45819	0.01315	0.16933	0.01398	0.11332	0	3.56212	0.2458	0.87001	0.01549	0.49866	0.81508	0.03277	0.28721	0.71598	0.04421
Healthy	0	0	0	0	0	0	0	0	0	0	1.15084	1.97096	0.17301	0.25555	0.07287	0.00471	0.13565	0	0.00937	0
Healthy	0	0.00636	0.02796	0	0.00424	0	0	0.02036	0	0	5.88374	0.60464	2.06043	0.38041	0.36195	0	0.31625	0	0.19704	0.02796
Healthy	0	0.09084	0.29756	0.0319	0.14247	0.05497	0.04168	0.03502	0	0.00616	0.60854	0	3.64549	0.01208	0.34925	0.17742	0	0	0.26608	0.29756
Healthy	0.00759	0	0	0	0	0	0	0	0	0	0.0145	0.00339	0.00596	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00041	0.30889	0.012	0.09318	0.10772	0.65034	0.00341	0	0	11.3544	4.0802	7.74668	4.3484	1.70161	1.94708	0.85144	2.44092	1.14231	0.30889
Healthy	2.88884	0.12858	0	0	0	0	0	0	0	0	0.31298	0	0.14322	0.16469	0	0	0	0	0.00993	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.84458	0.28626	1.94538	1.72905	0	0	0	0	0
Healthy	0	0	0.04875	0.00738	0	0	0.17381	0.04355	0.03605	0.01228	1.96795	0.27221	0.4991	0.04926	0.24887	0.00482	0.55112	0.01138	0.13005	0.04875
Healthy	0	0	0.0987	0	0.08213	0	0	0	0	0	20.6447	2.77166	0.0296	0.13176	0.11173	0.25316	0.15977	0.22636	0.17574	0.0987
Healthy	0	0	0	0	0	0	0	0	0	0	2.01591	0	0.57816	0.90959	0.40587	0	0.69124	0.01368	0.00757	0
Healthy	0	0.0724	0	0	0.04671	0	0	0.13551	0	0	0.09146	0	1.71415	0.02781	0.17382	0	0	0.21032	0.02794	0
Healthy	6.13294	1.67027	0.10468	0.31017	0	0	0	0	0	0	1.62509	0	0.93984	0.36137	0.09102	0	0	0	0.22717	0.10468
Healthy	0.12829	0.03087	0.07355	0	0.04863	0	0	0	0	0	1.13522	0	8.70099	0.02993	0.08819	0.0142	0.02457	0.04898	0.05001	0.07355
Healthy	0	0	0.04422	0	0	0	0.09387	0	0.01512	0	3.05354	0.0717	2.90233	1.56281	0	0	0.10036	0.00263	0	0.04422
Healthy	5.77068	0	0.58303	0.00127	0.12309	0.4202	0	0	0.001	0	8.70722	7.35924	2.4953	1.696	2.59467	0.75408	0.94643	1.22832	1.75379	0.58303
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50073	6.71522	0	0.0155	0	0.18193	0
Healthy	2.05522	0	0.34005	0.00049	0.00954	0.02593	0	0	0	0	8.00883	2.47622	1.13978	1.30552	0.71224	0.1994	0.35061	0.98521	0.22363	0.34005
Healthy	1.39957	0	0.03866	0	0.03777	0	0	0	0	0	3.64917	0	1.7245	0.00796	0.46012	0	0	0	0.00971	0.03866
Healthy	5.45916	0.39225	0	0	0	0	0	0	0	0	0	0	1.10186	0	0.4467	0	0	0	0	0
Healthy	6.75861	0	0	0	0	0	0	0	0	0	0	18.1635	0	0	4.64414	4.58507	0	1.14042	0	0
Healthy	5.29407	0	0.1214	0.00244	0.01948	0.02953	0.00056	0	0	0	1.56116	0.00756	3.94829	0.49315	0.39614	0.19574	0.18724	0.32208	0.13302	0.1214
Healthy	0	0	0.5249	0	1.11387	0.02893	0.09959	0	0.10698	0.00394	3.75637	3.30195	13.60239	0.04064	1.67928	2.31136	0.53754	1.43145	0.98152	0.5249
Healthy	0	0	0	0	0	0	0	0	0	0	0.36707	3.6529	1.54963	1.47331	1.92255	0	0	0	0	0
Healthy	0	0	0.13509	0	0.00611	0	0	0	0	0	1.7109	0.03891	5.13712	0.52102	0.00084	0.18748	0	0.4072	0.15349	0.13509
Healthy	0	0.0099	0.31371	0.04983	0.17961	0	0.09701	0	0.00364	0.0123	0	0.006	4.75977	0.00683	0.45866	2.62803	1.20997	3.39231	2.13147	0.31371
Healthy	0	0.02581	1.09828	1.10761	0	0	0.54564	0.43065	0.08311	0.13402	0	0	0.01934	0.11603	0.4079	14.8345	0	2.08425	0.22012	1.09828
Healthy	0.67405	0.09393	0.13863	0.04575	0.04145	0.01362	0	0.07456	0.88975	0.06514	3.03733	0	0.00128	0.00803	0.27573	0	0	0	1.98183	0.13863
Healthy	0	0	0	0	0	0	0	0	0	0	1.23471	1.89254	0.15195	0.20399	0.04455	0.00978	0.15255	0	0.00163	0
Healthy	0.33659	0	0	0	0	0	0.1995	0	0	0	0.69769	0.31167	0.61629	0.05932	0.06747	0	0.08698	0	0.02851	0
Healthy	4.70232	0	0.12751	0	0	0.41483	0	0	0	0	5.2325	0.02106	2.50732	0.88148	0.44785	0.0473	0	0.45548	0.39655	0.12751
Healthy	33.3458	0	0.25722	0	0.70452	0	0	0	0	0	32.1316	0	2.64829	0.59487	2.40405	2.60154	0	0.9164	1.43085	0.25722
Healthy	0	0.00724	1.09577	0.00099	0.12246	0.03891	0.35578	0.00289	0.01932	0.00038	0.8883	3.87728	0.97087	0.07459	0.47031	0.744	0.80581	0.07514	0.57118	1.09577
Healthy	0.56439	0.01265	0.16809	0.02476	0.19031	0.0746	0.0672	0.01196	0.01148	0.00106	14.4344	3.85592	0.68044	0.30259	0.13626	0.76613	0.99048	0.22741	1.24323	0.16809
Healthy	0	0.00258	0	0.24217	0	0.01723	0	0	0	0.23941	0	0	0	1.60255	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83133	0	0	0
Healthy	3.35751	0.00941	0	0	0.03874	0	0	0.3832	0	0	0	0	0.36424	0.04684	0.12247	0.01562	0.14886	0.01559	0.01809	0
Healthy	5.50182	0	0.06396	0.00278	0.0302	0	0.00775	0	0	0	5.06344	0.92511	1.10835	0.13523	0	0.01972	0.40593	0.1233	0.00782	0.06396
Healthy	3.08845	0	0.02101	0.012	0.01072	0	0	0.05759	0	0	0	2.2507	0	0.10229	0.08071	0.09069	0.68067	0	0.11886	0.02101
Healthy	0	0	0.09531	0	0.2425	0.45923	0	0	0	0	9.00412	4.35368	2.02867	1.03872	0.3478	0.32634	0.07106	0.51451	0.1358	0.09531
Healthy	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.02997	0	0	0	0	0	0	0	1.42484	1.7073	0.43001	0.39788	0.50352	0	0.57258	0.07347	0.04681	0.02997
Healthy	0	0	0.25236	0	0.05239	0.14669	0.04434	0	0	0	2.56425	6.35662	1.13866	1.72117	0.36701	0.49026	0.11939	0.49979	0.60867	0.25236
Healthy	2.63906	0	0	0	0	0	0	0.57382	0.01656	0	0	0	0.04974	0	0	0	0	0	0	0
Healthy	0	0	0.05871	0	0.03768	0	0	0	0	0	0.17136	0	1.11298	0.26201	0.10964	0.06016	0	0	0.15714	0.05871
Healthy	3.1302	0.15168	0.02357	0	0	0	0	0.02776	0	0	0.34877	0	0.1728	0.2571	0	0	0	0	0.05043	0.02357
Healthy	0	0.28722	0	0.00715	0.25187	0	0	0	0	0.00182	1.38687	0	0.31155	0.00928	0.08997	0	0	0	0.00623	0
Healthy	0	0.05876	1.10206	0	0.18012	0.093	0.02163	0	0	0	6.12197	0.92374	7.28686	2.40753	2.63483	1.44689	3.91151	1.29352	0.4628	1.10206
Healthy	0	0.01416	0.53885	0.00594	0.11797	0.0003	0.26192	0	0	0.00389	0.8047	0	1.01605	1.08996	1.02855	1.61132	1.19242	0.39931	1.34854	0.53885
Healthy	13.8864	0	0.4917	0	0	0	0	0	0	0	0.02013	20.9506	7.97917	3.33748	0	0.65432	8.07396	3.09567	1.54898	0.4917
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00792	0	0	0	0.0141	0	0	0	0.10354	0.50076	0.21079	0.27551	0.38452	0	0.00653	0.02527	0	0.00792
Healthy	0.37095	0	0.01933	0	0	0	0.22405	0	0	0	0.55184	0.35335	0.56569	0.07276	0.12226	0	0.09496	0.02489	0.03535	0.01933
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.0444	0.02901	1.79054	0	0	0	0	0
Healthy	0	0.01289	0.36605	0.00578	0.16195	0.13193	0.02795	0.02861	0	0	0	0	3.63596	0.07625	0.95265	1.13597	0.43562	0.07164	0.72149	0.36605
Healthy	0	0	0.21141	0	0.26601	0	0	0	0	0	2.86952	0.08515	1.27646	2.28741	0.67915	0.88881	0.18546	0.27732	0.56984	0.21141
Healthy	4.61335	0	0.02209	0	0	0	0	0	0	0	5.97417	0	4.33704	0.42781	0	0	0	1.36978	0.08343	0.02209
Healthy	0	0	0	0	0	0	0	0	0	0	0.28056	0.03449	5.61169	0.13755	0.00741	0	0	0	0	0
Healthy	0	0.37521	0.27393	0.06512	0	0	0.06423	0	0.01759	0	7.1531	1.04447	1.87307	0.9731	0.70374	0.27156	0	0.54786	0.30499	0.27393
Healthy	0	0	0.42065	0	0.03505	0	0	0	0	0	2.66133	0	0.08221	0.59747	0.0099	1.38983	0.95473	0.65662	0.94119	0.42065
Healthy	0	0	0.39779	0	0	0	0.51778	0	0.14399	0	1.01921	0	0.55408	0.24852	0	0.88429	1.05088	0	0.33446	0.39779
Healthy	1.71806	0.08784	0.11086	0.05584	1.20049	0.07477	0	0.08002	0.00127	0.04376	7.46586	7.89261	0.90349	0.12449	0.39686	0.24945	2.79408	0	0.44033	0.11086
Healthy	0	0	0	0	1.13128	0	0	0	0	0	0.59629	1.51624	2.0721	0.17713	1.2324	1.35625	0	0.93931	0.4218	0
Healthy	4.65646	0	0	0	1.28919	0	0	0	0	0	0	32.483	0	1.3753	1.74283	0.21971	0	2.39375	0.95731	0
Healthy	0	0	0.09402	0	0.02045	0	0.04271	0	0	0	0	0.06731	1.56469	0.29736	0.04792	0.22783	0	0.27856	0.11705	0.09402
Healthy	0	0	0.21763	0.06208	0.13525	0.06602	0	0	0	0	9.68422	0.00042	1.56484	0.06039	0.69794	0.11749	0.55142	0.16818	0.28329	0.21763
Healthy	0	0	0	0	0	0	2.01574	0	0	0	7.88167	4.36137	2.16504	0.80755	0	0	2.04615	0	0	0
Healthy	6.98796	0	0.10665	0	0	0	0	0	0	0	3.53974	0.06202	3.05739	0.12507	0.12932	0.28134	0	0.25267	0.12093	0.10665
Healthy	0	0	0	0	0	0	0	0	0	0	11.183	0	3.44115	0	0	0	0	0	0	0
Healthy	7.20451	0.18672	0.16076	0	0.00708	0.00435	0	0	0	0	0	0	0	0.99151	0.36578	0.4263	0	0.10479	0.13061	0.16076
Healthy	0	0.0041	1.97697	0.03674	0.03789	0.00811	0.11888	0.07006	0.02017	0.00375	10.2666	11.3365	7.15093	2.62093	2.84767	3.14218	1.12483	0.91284	0.54876	1.97697
Healthy	6.85703	0	0	0	3.171	0	0	0	0	0	1.83243	7.33099	0	0	0	2.63855	0	0	0	0
Healthy	0	0	0	0	0.58831	0	0	0	0	0	5.57702	1.49798	1.22439	0.05642	1.86496	0.74748	0	0.33161	0.22425	0
Healthy	0.00022	0.70844	0.52977	0.06009	0.0859	0.00892	0.01093	0.20603	0.01948	0	1.48845	0.00316	3.94938	0.09697	5.58976	0.86308	0.75056	0	0.14579	0.52977
Healthy	6.24722	1.65049	0.10167	0.27107	0	0	0.00525	0	0	0	1.66805	0	0.99219	0.25434	0.09186	0	0	0	0.20394	0.10167
Healthy	6.00485	0.5615	0.00415	0.01762	0	0	0	0	0	0	0.81814	0	0	0.15125	0.00267	0	0	0	0	0.00415
Healthy	5.80735	0.56074	0.01433	0.02401	0	0	0.00461	0	0	0	0.89611	0	0	0.19733	0	0	0	0	0	0.01433
Healthy	0.32486	0	0	0	0.00582	0	0.02285	0.04877	0	0	2.13187	0.69164	0.83003	0.12017	0.01418	0.04057	0.22265	0.08054	0.09705	0
Healthy	0	0.04954	0.35703	0	0.44591	0.02687	0.04251	0	0.04345	0.00095	4.02246	4.60894	0.97013	2.48504	2.4429	0.86436	0.41176	0.73294	0.54442	0.35703
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.44254	1.73259	0	0	0	0	0	0	0
Healthy	0	0	0.05786	0	0.06578	0	0	0	0	0	2.31189	1.75271	7.20143	0.31529	0.89815	0.52926	0	0.71316	0.2151	0.05786
Healthy	0	0.23416	0	0.18429	0	0	0	0	0	0	0	0	0	0.26401	0	0	0.68492	0	0	0
Healthy	6.25982	0.022	0.09434	0	0.04105	0	0	0	0	0	3.23148	0.02299	3.15181	0.19689	0.11429	0.3707	0	0.27323	0.13837	0.09434
Healthy	0	0	0.10788	0	0.25525	0	0.16393	0	0	0	0.3356	6.28787	0.38738	0.01134	0.19173	0.14344	0.94487	0.15909	1.10363	0.10788
Healthy	0	0	0.55255	0.02099	0.16449	0	0	0	0	0	5.21351	8.56068	4.80582	0.95629	1.28746	1.24667	0.2099	1.35017	1.30232	0.55255
Healthy	0.52251	0	0.11507	0.00446	0.33088	0.07736	0.00055	0	0	0	2.24135	0.00025	3.39701	0.00577	0.06513	0.32494	0.24642	1.5029	0.16274	0.11507
Healthy	0	0	0.30483	0	0.20696	0.00111	0.2156	0	0.00314	0.00775	0.97179	0	0.71219	1.33471	0.16939	0.57133	0	0.13522	0.22865	0.30483
Healthy	10.6897	0.30994	0	0	0	0	0	0	0	0	1.75764	0	0	0.3709	0.02739	0	0	0	0	0
Healthy	0	0	0.02073	0	0	0	0.12626	0	0	0	2.63843	0	7.41354	0.186	0	0.01438	0.00624	0	0.11329	0.02073
Healthy	0	0	0.2295	0	0.05038	0.07217	0	0	0	0	3.12724	0	0.4473	1.94923	0.27248	0.55981	0.14805	0.44211	0.25	0.2295
Healthy	0.36077	0	0	0	0	0	0.22473	0	0	0	0.54401	0.33221	0.6638	0.0569	0.10873	0	0.1252	0.01071	0.03797	0
Healthy	0	0	0.076	0	0.01038	0.10539	0.00111	0	0	0	2.21295	2.74794	13.96922	0.02809	0.03366	0.08542	0.0274	0.0242	0.1054	0.076
Healthy	0	0	0.00366	0	0	0	0	0	0	0	1.51459	1.78927	0.92447	0.19827	0.00693	0	0	0.00262	0.02239	0.00366
Healthy	0	0.00329	0.02595	0	0	0	0	0	0	0	5.27794	0.62582	1.789	0.14346	0.36372	0	0.25238	0.04335	0.1772	0.02595
Healthy	0	0	0.1438	0	0.28535	0	0	0	0	0	4.55373	0.08425	2.0859	0.12535	0.1994	0.43756	0.19768	0.12288	0.13712	0.1438
Healthy	6.37489	0	0.00477	0	0	0	0	0.0538	0	0	1.41998	1.01705	1.1112	0.61134	0.01884	0.05382	0.19603	0.00882	0.02416	0.00477
Healthy	0	0	0	0	0	0	0	0	0	0	47.0518	0	0	0	0	0	0	0	0	0
Healthy	0	0.045	0.12845	0.00969	0.02318	0.00891	0.02467	0.02129	0.01426	0	0.5399	19.7259	0.06739	0.09917	0.98099	0.05519	0.12508	0.06797	0.47968	0.12845
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.84027	0.05581	0.18913	1.98775	0	0	0	0	0
Healthy	10.7103	0	0.05553	0	0.313	0	0	0	0	0	48.0839	0	0.2527	8.37429	0	1.67583	0.3283	0.05877	1.23863	0.05553
Healthy	0	0	0.01637	0	0	0	0.10822	0	0	0	2.27708	0.1503	1.66205	0.56574	0	0	0.07502	0.0615	0.00965	0.01637
Healthy	0	8.03882	0.75535	0.12208	0.04382	0.15201	0	0	0	0.00644	0	0	0	0.70934	2.30524	0	2.25101	0	0	0.75535
Healthy	0	0	0.00152	0	0	0	0	0	0	0	1.28064	2.16782	0.18938	0.14048	0.04748	0.0149	0.17215	0	0.01188	0.00152
Healthy	0	0	0.00965	0	0	0	0	0	0	0	1.18111	1.90643	0.14892	0.05732	0.03053	0.00785	0.16663	0	0	0.00965
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22268	2.52228	0	0	0	0	0
Healthy	0	0	0.31416	0.00049	0.11884	0	0	0	0	0	0.04312	2.70835	1.59403	0.01427	0.5643	0.50034	0.08076	0.52109	0.28222	0.31416
Healthy	0	0.03153	0.17443	0.00257	0.01316	0	0.38866	0.0418	0.14075	0.01776	3.18029	1.22257	0.54121	0.02054	0.86082	0.18202	1.21269	0.10869	0.41153	0.17443
Healthy	0.0706	0.46882	0.27654	0.23834	0.94327	0.23122	0	0.09424	0	0.07788	10.061	0	4.97527	1.82302	1.03473	2.48377	0	0	0.51889	0.27654
Healthy	0	0	0	0	0	0.11469	0	0	0	0	3.11962	0.08646	0.07753	0.01966	1.53098	0.11666	0	1.03329	0.2342	0
Healthy	0	0.01419	0.16261	0	0	0	0	0	0	0	0.35832	3.88725	1.84098	2.27525	0.25819	0.31959	0.0213	0.27533	0.10332	0.16261
Healthy	2.05765	0	0.22006	0	0.23523	0	0	0	0	0	12.5636	5.80751	3.09981	1.09506	1.51206	0.55046	0.01587	0.37923	0.15908	0.22006
Healthy	0	0	0	0	0	0	0	0	0	0	9.60091	0	0	1.35558	0.972	1.1336	0	1.64603	5.37221	0
Healthy	0	0	0.04431	0.01478	0	0	0	0.00357	0	0	0	0.70089	0	0.02318	6.15282	0	0	0.00384	0.02896	0.04431
Healthy	1.19499	0	0.0306	0	0.08852	0.64931	0	0	0	0	10.3699	8.77603	5.17092	0.4601	0.18495	0.42697	0.03795	0.07297	0.18537	0.0306
Healthy	0	0	1.08943	0	0.0204	0.01987	0	0.10507	0	0	3.03591	1.82214	2.20209	0.04145	0.76528	1.49807	1.39904	0.13025	0.55032	1.08943
Healthy	0	0	0.02797	0	0	0	0.00523	0	0	0	0.12776	0.49023	0.27064	0.34126	0.37815	0	0.03553	0.0447	0	0.02797
Healthy	17.6804	0.01662	0.0024	0	0	0.00778	0.00265	0.18931	0.01273	0	3.26444	4.59896	0.44431	0.21306	0.16771	0.07888	0.61709	0.07089	0.07468	0.0024
Healthy	0	0.09436	0.19875	0	0.00852	0.3873	0.47704	0	0.09537	0.01146	11.1805	11.8665	7.91041	0.27185	2.46612	0.23025	0	1.8332	1.05007	0.19875
Healthy	10.601	0.34335	0	0	0	0	0	0	0	0	1.88349	0	0	0.40157	0.04194	0	0	0	0	0
Healthy	0	0.10445	0.07645	0.1595	0.01065	0.12567	0.60873	0.11982	0.05735	0.05949	1.54646	0	0.17192	0.02418	3.60054	0.87595	0.27075	0.04335	0.93751	0.07645
Healthy	0	0.17613	0.58717	0.0072	0.28899	0.10323	0.03211	0	0.00059	0	0.57836	0.04277	0.32495	0.54732	1.94007	1.92324	0.33736	1.47173	0.61328	0.58717
Healthy	0	0	0.35691	0	0.08522	0	0	0	0	0	11.7496	0.0129	2.94172	0.39693	0.12579	0.49045	0.01622	0.98483	0.4905	0.35691
Healthy	0	10.5758	0.25498	0.03855	0.00167	0.2307	0	0	0	0.06107	0	0	0	0.01567	2.07739	0	0.00959	0	0	0.25498
Healthy	0	0	1.0834	0	0.89122	0	0.07311	0	0	0	0	0	0.35849	1.8385	0.58804	2.19926	1.30639	0.25962	1.04498	1.0834
Healthy	14.5412	0	0.26426	0.02128	0.59936	0	0	0.00525	0	0	2.68949	0.03097	2.48071	4.3974	1.24332	1.88852	0.6486	0.71059	0.42969	0.26426
Healthy	0	0	0.42851	0.00096	0.1208	0	0.16879	0.00144	0.01829	0.00405	13.0214	9.93014	3.84462	0.40332	0.30162	0.70969	0	1.34326	0.85682	0.42851
Healthy	0	0	0	0	0	0	0	0	0	0	0.38463	0	1.30618	0.32633	0.06216	0	0.288	0.09642	0	0
Healthy	0	0.14802	0	0.01281	0.13998	0.04771	0	0	0	0.02125	0	0	0.01806	0.00485	0.10631	0.02432	0.28648	0	0.00253	0
Healthy	5.15746	0.0168	1.29949	0	0.41236	0.00619	0.0805	0	0	0	23.7081	7.44441	2.48027	0.93831	0.24258	1.20471	0	0.32561	0.88183	1.29949
Healthy	0	0	0.34333	0	0.36491	0	0.01449	0	0	0	37.3925	16.8811	0.12522	0.18417	0.77587	1.26348	0.8974	0.87809	0.50679	0.34333
Healthy	0	0	0.06204	0	0.37667	0	0	0	0	0	0.72075	7.94153	0	0	0	0	2.26472	0	0.04847	0.06204
Healthy	8.18241	0.14034	0.00362	0	0.06142	0	0	0	0	0	0.63238	0	0.70223	0.02434	0.14336	0.00541	0.19782	0.06856	0.01391	0.00362
Healthy	0	0	0	0	0.02001	0	0	0	0	0	0.44844	0.0495	1.16056	1.11009	0.08479	0.01783	0.00371	0.02488	0.06177	0
Healthy	2.84814	0	0	0	0	0	0	0	0	0	3.55951	1.08845	1.14485	0.04735	0.05804	0.05075	0	0	0.00933	0
Healthy	0	0	0.12687	0.00348	0.09687	0	0.12008	0	0	0	10.982	0.62859	3.14109	0.83172	0.35763	0.06463	0	0.51122	0.07589	0.12687
Healthy	0	0	0	0	0	0	0	0	0	0	1.38531	1.84255	0.90714	0.19422	0.01665	0	0	0.04948	0.03818	0
Healthy	12.3662	0.0029	0.03394	0.05601	0.12911	0.05642	0.02621	0.01352	0	0	5.16554	6.96807	0.31489	0.52522	0.16884	0.43778	0	1.09845	0.22547	0.03394
Healthy	0	37.4736	0	0.24695	2.68715	0	0	0	0	0	0	0	0	0	7.03574	0	0	0	0	0
Healthy	0	0.59987	0	0.0925	0.72684	0.33544	0.15412	0	0.00572	0.01253	8.45367	4.62659	1.49103	0.11687	1.02445	0.15065	0	0.79282	1.06418	0
Healthy	1.76099	0	0	0	0.995	0	0.02924	0	0	0	7.34455	1.7857	1.21308	0.00952	0.24443	1.61422	0.05092	0	0.31912	0
Healthy	0	0.00117	0.44794	0	0.05885	0.454	0	0	0	0	1.49754	10.0477	3.01635	0.01575	2.26211	0.42701	0.5224	2.11081	0.57489	0.44794
Healthy	6.16718	0	0.14707	0	0.08662	0	0	0	0	0	1.3154	0.03853	2.17633	2.37779	0.14554	0.45921	0	0.3896	0.51089	0.14707
Healthy	15.5468	0	0.15618	0	0.00313	0	0	0	0	0	3.24175	0	0.24015	0.02422	0	0	0.58973	0	0	0.15618
Healthy	0	0.01337	0.16875	0.00214	3.28117	0.03941	0.05947	0	0	0	4.97536	5.91183	1.3775	1.05523	0.41061	2.90632	0	6.03839	2.25875	0.16875
Healthy	2.25348	0.01705	0.11999	0.02765	0.03132	0.05594	0.2074	0	0.00089	0	0.03177	0	0.04347	0.00569	0.55998	0.23005	0.21436	0	0.11271	0.11999
Healthy	0.00631	0.00575	0.07933	0.00113	0.00055	0	0	0	0	0	0	0	0.05265	0.15603	0.00727	0.01826	0	0	0.03249	0.07933
Healthy	2.93626	0.00249	0.17061	0	0.2235	0	0.04929	0	0.01595	0.00972	2.92391	0	0.81046	0.02938	0.11993	0.15293	0.2337	0.12983	0.06996	0.17061
