group	Prevotella	Phytobacter	Ruminococcus_B	Haemophilus_D	Faecalimonas	Muricomes	Clostridium_Q	Longicatena	Anaerotruncus	Eggerthella	Bacteroides	Parabacteroides	Dialister	Barnesiella	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
Healthy	0	0	0	0	0	0	0	0	0	0	50.9343	0	11.9045	0	0	0	0	0	0	0
Healthy	0	0.06304	0	0	0	0.00569	0.03366	0.0259	0	0	37.94578	2.33277	0	0	5.78395	0	0	0.39937	0	0.04948
Healthy	0	0	0.00027	0.00478	1.76153	1.47722	0.90711	1.45072	0.01277	0	0.01147	25.6359	0	0	0	0	0	0.06961	0	0
Healthy	0	0.013	0	0	0	0.00683	0.0352	0.0182	0.01889	0	37.87078	2.37028	0	0	5.74939	0	0	0.41347	0	0.05193
Healthy	0.00995	0.02604	0.00091	0.00704	0.04993	0.00265	0	0.00143	0	0.00028	5.64194	1.63452	0	0.56562	0.34312	6.63006	0.5822	0.01334	0	0.00275
Healthy	0.00072	24.2129	7.51214	0.02296	0	0	0	0.0825	0.06893	0.01149	40.11565	0	0	0	0	0	0	0.00727	0	0
Healthy	0	19.1221	0.22978	0.14345	0	0.07041	0	0.00962	0.03255	0.00866	7.07814	0.98117	4.32359	5.44118	0	0	2.04269	0.02904	0	0.00079
Healthy	19.80219	0.39448	0	0.00479	0	0	0	0	0	0	0	0	0	0	0.15425	2.12866	0	0	0	0
Healthy	0	0	0	0.11607	0	0.08388	0	0	0	0	30.7069	5.73805	0	0	2.24381	0	0.95151	0.18256	0	0
Healthy	0	0	0	2.86011	0	0	0	0	0	0	42.6489	4.07057	4.56458	1.0339	0	0	0	0.06083	0	1.29227
Healthy	26.8402	0.36406	0	0.0034	0	0	0	0	0	0	2.22787	0.3542	0	0.43669	0.26744	0	0.39881	0.00793	0.28853	0.00051
Healthy	0	0.01828	0	0	0	0	0	0	0	0	11.1772	15.90736	0	1.46036	0.04111	0	0.09559	0	0.01881	0.01355
Healthy	0	33.6638	0.00469	0.00209	0	0	0	0	0	0	10.63453	0	0	0	0	0	0	0.00889	0	0
Healthy	0	7.06204	0.14852	0.10829	0	0	0.00091	0.03286	0	0	11.99895	1.95038	0	2.03123	0.01753	0	0.36223	0.05602	0.02964	0.0489
Healthy	0	0.33736	0	0	0	0	0	0	0	0	11.86827	4.94345	0	5.71515	0.98026	0	0	0.0615	0.0254	0.0239
Healthy	0.0265	0.17371	0	0.0664	2.52735	0	0.05747	0.00681	0	0	12.42463	1.65329	0	4.67326	13.6318	16.5498	0.98588	0.02374	0	0.18857
Healthy	44.90344	0	0	0	0	0	0	0	0	0	4.53315	0.92958	0	0.77599	0	0	1.04702	1.19404	0.0526	0
Healthy	0	0.59056	0	0	3.22817	0	0	0.03155	0	0	14.47704	1.39914	0	2.8473	15.5014	12.913	0	0	0	0.05562
Healthy	0	0.19561	0.13252	0	0	0	0.04298	0	0	0	56.37983	2.72167	8.33533	0	0	0	0	0.52318	0	0.03336
Healthy	0	0	0	0	0	0	0	0	0	0	12.1365	1.47263	0	6.31208	0.15178	2.93408	0	0.16905	0	0
Healthy	0	0.01955	0	0	0	0	0	0.0074	0.02878	0.01059	34.78435	3.03062	0	0	3.05971	0.06662	0.66493	0.22042	0	0.00977
Healthy	0	0	0.24877	0	0	0	0	0.36357	0	0.00406	4.74565	0.10651	10.8018	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.01799	0	0	0	0	50.37397	15.20628	0	2.92562	0.28743	0.67741	0.59467	0.02324	0.02849	0.078
Healthy	0	1.48965	0.07634	0	0	0	0	0.00302	0	0	0.74141	0.20294	0	0.19789	5.06695	6.56249	0	0.01966	0.00328	0
Healthy	0	0.10214	0	0	0	0	0	0	0	0	32.15003	3.29539	7.30566	5.63966	0.82093	0.70794	0	0	0	0.67253
Healthy	0	0	0	2.01685	0	0	0	0	0	0	28.3392	1.90207	0	0	0	0	0	0.02377	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.3324	0.19591	0	1.34769	1.28556	0.46264	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	34.28106	0	8.53501	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.00577	0	0	0	0	12.16838	0	15.8118	11.7651	0	0	0.72886	0.29169	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	52.23918	5.73348	0	0	0.74702	0	0	0.02706	0.03545	0.29334
Healthy	0	0.01217	0.0168	0.06733	0	0	0	0	0	0	37.33701	0	0.22093	0	0	0	0	0	0	0.04081
Healthy	0.04468	0.77207	0	0	0	0.01353	0.00639	0	0.0055	0	30.76405	5.98944	0.0543	2.91491	0	0	0.76262	0.18793	0.34027	0.00276
Healthy	5.01058	0	0	1.22018	0	0	0	0	0	0	5.34812	0	11.5065	0.51631	0	0	0	0	0	0
Healthy	0.51472	0.08834	0.03491	0	0	0	0	0	0	0	5.99943	6.35402	0	0.30138	0.98187	0.51835	0	0	0.28972	0
Healthy	0.91511	0.31482	0	0	0	0	0	0.3064	0	0	0	0	0	0	0.05452	0.30805	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.79717	11.12207	11.1781	4.18595	1.67056	0	0.05655	0.07784	0	0
Healthy	0	0.932	0	0	0	0	0	0	0	0.01205	0.19002	0.00912	0	0	0	0	0	0.00096	0.0066	0
Healthy	0	0.91587	0.21424	0.00635	0	0.00657	0	0	0	0	11.7492	0	0	0	3.51376	0.12615	0.39147	0.03895	0.89879	0.00833
Healthy	0	0	0	0.2134	0	0	0	0	0	0	12.32389	0.22489	0.84584	0	0.02917	0	0	0	0	0.02229
D001943	0	0.46829	0.00218	0.05665	0	0.0004	0.00242	0	0.01973	0.00322	13.76599	0.45905	0.22	0	0	0	0.57297	0.00834	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.99124	0.53825	2.77094	0.86467	0	0	0	0	0	0
Healthy	11.3859	0	0	0	0	0	0	0	0	0	4.17295	0	0	0	0	0	0	0	0	0
Healthy	72.24968	0	0	0.0038	0	0	0	0.00026	0	0	0.26016	0.03211	6.97033	0.02564	0.13648	0.02157	0.1843	0.01094	0	0
Healthy	0	0	0	1.54375	0	0	0	0	0	0	11.60203	0.15826	1.35799	0	0	0	0	0	0	0.01583
Healthy	0	0.41186	0	0	3.7348	0.42394	0.07067	0.00538	0	0	22.06455	3.53099	0	6.64514	1.11077	1.57007	2.3376	0	0	0.09379
Healthy	0	0.13571	0.04832	0	0	0	0	0	0.03008	0.03067	30.63989	6.28398	0	0	1.98399	0.21171	0.95971	0.17988	0	0.11068
Healthy	0	1.72813	0.00577	0.00501	1.18035	0.02763	0	0.01442	0.01535	0	6.43762	0.49892	1.87092	0	0	1.50083	0.43344	0.00176	0.08062	0
Healthy	0	0.01353	0	0	0	0	0	0	0	0	53.02242	8.19375	0	0	0.38833	0	1.23634	0.0366	0	0.64158
Healthy	0	10.3308	0	0	0	0.04438	0.01974	0.11159	0	0.00445	8.76541	3.08371	2.73914	0	0.45532	0	0	0.04244	0	0.01048
Healthy	0	1.19728	0.03866	0	0	0	0	0	0	0	17.57388	6.11748	0	1.26478	0.2908	0.07764	1.52698	0.19302	0.00431	0.00471
Healthy	41.3088	0	0	0.42356	0	0	0	0.00695	0	0	5.88513	0.23849	0	0.42472	2.65585	0.2292	0.28046	0.02591	0	0
Healthy	0.09998	0.52522	0.33341	0	0.00069	0.0377	0	0	0	0	10.58599	3.13848	0	0	0	0	0	0.32474	0	0.90934
Healthy	0.08349	0.51141	1.88717	0.00077	0.01317	0.08238	0	0.03021	0.02744	0	21.11131	6.39308	0	0	0	0	0.65144	0.05491	0	0.04696
Healthy	0	2.91179	1.00641	0.07386	0	0	0	0	0	0	0.07763	0	0	0	0	0	0	0	0	0
Healthy	0	0.42124	0	0	0	0.11957	0.15114	0	0	0	70.95432	8.79864	0	2.54889	0	0	0	0.69096	0.03798	0.09116
Healthy	0	0	0.00928	0	0	0	0.00035	0.19379	0	0.00068	2.37704	0.49823	0	0.11016	5.97707	0	0.42736	0.00688	0.0037	0.00596
Healthy	0	0.32244	0.00897	0	0	0	0	0.00735	0	0	7.52988	4.81816	0	0	0.09899	0	0.61088	0.07801	0	0.00366
Healthy	0	0	0	0.09923	0	0.06715	0	0	0	0	36.7274	7.14546	0	0	3.23234	0	1.10387	0.25055	0	0
Healthy	0	0.03409	0.00896	1.33136	0.00591	0	0.18887	0.00905	0	0.00442	32.94099	2.44377	4.52053	0.00187	0	0	0	0.08867	0	0
Healthy	0	0	0.03177	0	0	0.02625	0	0	0	0	38.70455	1.65529	0.01798	2.66592	0	0	0	0.03147	0.01102	0
Healthy	0	0.01989	0.56	0	0	0	0	0.00652	0	0	25.73769	0.979	6.16866	0	0	0	0.63421	0.02891	0.23608	0.15182
Healthy	0	0	0	2.32815	0	0	0	0	0	0	12.24032	0.18438	2.69138	0	0.0659	0	0	0	0	0.0698
Healthy	0	0.0131	0	0	0	0	0	0	0	0	0	0	0	0.00187	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	12.17701	3.87457	0	4.04065	18.0574	0	0	0	0.05971	0
Healthy	0	0	0	2.27438	0	0	0	0	0	0	27.25486	2.0206	0	0	0	0	0	0.03108	0	0
D001943	53.0465	0.32747	5.88671	0.01784	0.46268	0.10513	0	0.02495	0	0	2.76592	1.07604	0	0	0	0	0	1.10294	0	0.34473
Healthy	0.01933	4.33422	1.25299	0.00877	2.52155	0.03175	0.02477	0	0	0	44.38022	0.53718	0	0	0.00183	0	0	0.05007	0.00106	0.21131
Healthy	0	0	0	2.21617	0	0	0	0	0	0	21.21142	1.57741	0	0	0	0	0	0.06025	0	0
Healthy	29.5714	0	0.0259	0.00466	0	0	0	0	0	0	12.93797	1.58333	0	2.22339	0	0	0.67883	0.04338	0.15845	0.00459
Healthy	0.02996	0	0	0.09241	0	0.00949	0.39711	0.00395	0	0	16.02712	1.1048	0	2.9851	0.00489	0	2.12838	0.03809	0	0
Healthy	0.00684	0.04118	1.00336	0	0.5586	0.00694	0.01037	0.01987	0	0.04528	10.81227	0.9527	0.81546	0	0	0	0.33728	0.02642	0.02822	0.04896
Healthy	6.77113	0	0	0	0	0	0	0	0	0	1.06932	0	4.18374	0	0	1.15334	0	0	0	0
Healthy	0.00156	2.2402	0.00712	0.00039	0.10208	0	0	0.02825	0	0	3.52299	0	0	2.13848	3.85769	1.8625	0.50203	0.0591	0	0.01166
Healthy	0	0.02163	0.53809	0	0	0	0	0.05474	0	0	26.12588	1.10514	6.06636	0	0	0	0.63033	0.0087	0.20573	0.11865
Healthy	0	5.47553	0	0.11108	0	0	0	0.00015	0	0	1.67415	0.51725	6.92202	0	5.81718	0.25813	0	0.00913	0	0.00495
Healthy	0	0.26419	0	0	0	2.65471	2.8144	0	0	0	12.14951	72.6973	0	0	0.00935	0	0	0.07853	0	0
Healthy	2.50623	0	0	0	0	0	0	0	0	0	28.58126	2.74812	0	3.09457	0	0	1.58678	0	0	0
Healthy	9.69167	0.0696	0.02325	0	0.00957	0.0033	0	0.0009	0	0	6.4632	0.96429	0	1.31742	0	0	0.43845	0.03854	0.22639	0.01259
Healthy	10.55073	0	0	0	0	0	0.00198	0	0	0	7.44981	1.27736	0	0.84472	0.01959	2.28766	0	1.04113	0.01607	0
Healthy	7.05047	5.86109	0	0	0	0	0	0	0	0	8.98326	1.56726	0	0.59052	0	0.5413	0	0.72668	0.01536	0.00225
Healthy	0	0	0	0.20198	0	0	0	0.00165	0	0	8.37351	0.2146	0	1.50379	0.02927	0.40327	0.49958	0.0173	0.03511	0.36846
Healthy	0	0.16977	0	0	0	0	0	0	0	0	7.98091	1.78105	12.6715	2.57015	0	0	0.4571	0.06264	0	0.01512
Healthy	0	0.61488	0	0.00705	0	0	0	0.00383	0	0	7.46856	2.37231	0	4.53365	9.67139	0.54533	1.10649	0.10058	0.06232	0.04157
Healthy	11.40241	3.80529	0	0	0	0	0	0	0	0	0	0	0	0	0.19241	0	0	0.01127	0	0
Healthy	7.92919	0.0622	0	0	0	0	0	0	0	0	13.40945	1.92358	0	5.29731	0.03284	0	0	0	1.01375	0
Healthy	0	0	0	0.55624	0	0	0	0	0	0	25.0955	0.13554	4.44452	8.91464	0	0	0	0	0	0
Healthy	0	0	0	0.00652	0	0	0	0.01435	0	0	11.99838	1.85234	0	7.79821	2.08033	0.22578	1.36426	0.02913	0.03404	0.00232
Healthy	0	0	0	0	0	0.00425	0	0.00077	0.02195	0.00413	11.57067	3.12049	0	1.42472	0	0	1.46932	0.32039	0.01485	0
Healthy	2.06174	0	0	0	0	0	0	0.00634	0	0	3.69777	0.88129	3.45893	1.023	0.01642	0	0.22232	0	0	0
Healthy	4.03348	0	0	0.06369	0	0	0	0	0	0	9.74315	1.00808	0	0	8.29989	1.16719	0	1.35541	0.02242	0.06362
Healthy	0	0.39666	0.00251	0	0	0	0.42966	0	0.34065	0	76.26201	3.35049	3.45813	0	0	0	0	0.19783	0	0.11553
Healthy	0	0.11931	0.35233	0.29079	0.17309	0.0009	0.0035	0.00971	0.00283	0.01081	11.9364	0.63248	3.56058	2.50525	0.09766	0	0.52626	0.02972	0.01038	0.00158
D001943	56.2782	0.02156	0.00053	0.00928	0	0	0	0	0.00149	0	7.33525	8.3136	0	0.38186	0.03031	0	1.1575	0.00373	0.23371	0.00351
Healthy	0	0	0	4.98981	0	0	0	0	0	0	10.95579	0.09016	0.90035	0	0.37454	0	0	0	0	0.0211
Healthy	0	0	0	0	0	0	0	0	0	0	22.58426	0	0.46914	0	0	0	0	0	0	0
Healthy	0	0.83011	0.10567	0.06919	0	0.04337	0.00438	0.00651	0	0.00443	17.051	3.07068	4.17739	0	0	0	0	0.17662	0	0.02833
D001943	0.00711	0.00147	0.0121	0.04072	0	0.01403	0.02107	0.00643	0.05028	0	42.68188	2.87153	0	0	0	0	2.36759	0.04042	0.05894	0.09942
Healthy	33.8625	0.12133	0	0	0	0	0	0	0	0	12.77367	8.41256	0	0.05097	0.04983	0	0	0	0.02026	0.24998
Healthy	0	0.05754	0.00323	0	0	0	0	0	0	0	37.57101	5.38605	0	0	1.5579	0	1.73913	0.09587	0	0.0605
Healthy	0	0	0	0	0	0	0	0	0	0	14.92103	9.53401	0	2.6844	0	0	0	0.14988	0.28741	0.16851
Healthy	0.11546	0.01803	0	0.02616	0	0	0	0	0	0	22.91796	0.65916	0	0	0.77698	0	0.56368	0.01291	0.06315	0
Healthy	0	0	0	0.93404	0	0	0	0	0	0	20.17726	0.19446	0.21636	0	0.84242	0	0	0	0	0.04549
Healthy	0	0.03682	0	0	0	0.01016	0.04333	0.01638	0.00894	0	37.87138	2.38199	0	0	5.6527	0	0	0.43285	0	0.05471
Healthy	0	0	0	0	0	0	0	0	0	0	37.12039	2.48501	0	0	5.44995	0	0	0.36389	0	0.03036
Healthy	56.7436	0.71933	0.00021	0.15391	0	0	0.00569	0	0	0	5.70375	0.73078	0.00408	0.55988	0	0	0	0	0	0.09149
Healthy	0	0	0.16515	0	0	0	0	0	0.04649	0	21.3265	1.81532	3.36256	0	0	0	0.49005	0.02997	0.2432	0.21142
Healthy	0.09845	0	0.00316	0	0	0	0	0	0	0	62.35105	0	0.00862	0	0.02984	0	0	0.04365	0	0.03544
Healthy	19.8912	0	0.00347	1.7614	0	0	0	0.00361	0	0	2.6514	0.35774	0	1.77763	1.38563	0.48825	0.88448	0.02002	0	0
Healthy	0	0.05155	0	0.01746	0	0	0	0	0.00857	0	30.02614	7.79481	0	0	0.06566	0	2.37368	0	0.04139	0.00502
Healthy	0	0	0	0	0	0	0	0	0	0	14.06725	7.13708	11.5282	1.18838	0.05116	0	0.89245	0.0603	0.00428	0
Healthy	23.1926	0.06232	0	0.11388	0	0	0	0	0	0	0	0	0	0	0	0.14792	0	0	0	0
Healthy	0	20.2688	3.44212	0	0	0	0	0	0	0	11.63657	1.44506	0	4.00731	0.02783	0.04564	0.57381	0.0112	0	0.12062
Healthy	0	0	0.05655	0	0	0.01592	0.18906	0	0.13305	0	30.81284	48.8735	0	0	0	0	0	0.00853	0	0
D001943	0.01387	1.99137	0.18169	0.13016	0	0.0078	0.06935	0.00039	0	0.02741	36.94235	0.00408	0	0	0	0	0	0.02166	0	0
Healthy	16.8501	0.18553	0	0.14258	0	0	0	0.00199	0	0	3.74017	2.2091	0	0.20992	0.00335	0	4.4865	0.09226	0.02267	0.00671
Healthy	0	0	0	3.34384	0	0	0	0	0	0	20.51319	0.61424	0.69904	0	0.09223	0	1.14465	0	0	0
Healthy	0	0.04034	0	0	0	0	0	0	0	0	37.48019	4.35072	2.74535	3.11604	1.24361	0.04923	0.73762	0.01715	0.02758	0.22551
Healthy	0	0	0	2.3116	0	0	0	0	0	0	14.94114	0.15458	0.19449	0	0	0	0	0	0	0
Healthy	1.88702	0	0	0	0	0	0	0	0	0	3.79992	0.57381	3.63077	0.68642	0	0	0	0	0	0
Healthy	0	15.2821	0.02406	0.22229	0.25703	0.16358	0.27233	0.0007	0.02061	0	10.31508	1.58545	5.53835	0	0	0	0	0.14291	0	1.5232
Healthy	0.00168	0.20497	0.02663	0	0.26367	0.01734	0.44905	0.03701	0.04564	0	67.71264	0	0	0	0	0	0	0.0294	0	0.00086
Healthy	4.49424	0	0	0	0	0	0	0	0	0	6.2076	1.9471	0	4.5219	0	0	1.31144	0.13829	0	0
Healthy	0	0.03885	0	0	0	0	0	0.00986	0.03859	0.01064	35.1011	3.01347	0	0	3.14263	0.06438	0.69317	0.21481	0	0.00202
Healthy	0.14019	0.00224	0	0.09159	0	0.00859	0.0046	0.00222	0.01756	0	41.5761	3.13304	0.13567	1.13837	0.13114	0	2.37891	0.34942	0.00925	0.00269
Healthy	44.51825	0	0	0	0	0	0	0	0	0	9.54597	3.5112	0	3.39498	0.41697	0.08192	0.83224	0.09927	1.43101	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.11183	1.67257	0	0.73668	0	0	0.23276	0.09605	0	0
Healthy	67.7502	4.70406	0	0	0	0	0.03168	0	0	0	15.56285	0	0	0	0	0	0	0.06161	0	0
Healthy	0	0.15114	0	0	0	0	0	0	0	0	28.6844	4.66771	7.16164	6.15695	0.9473	0.96826	1.35692	0.06002	0.04819	0.077
Healthy	0	0	0	0	0	0	0	0	0	0	15.30589	8.96038	0	4.05427	0	0	1.83461	0.02661	0	0
Healthy	2.52105	0	0	0	0	0	0	0	0	0	12.49406	2.41716	0	7.37332	0	17.7248	1.69682	0	0	0
Healthy	0.01823	2.38378	0	0.3089	0	0	0	0	0	0	42.695	0	0	0	0	0	0	0	0	0
Healthy	0	0.43329	0	0	0	0	0.02755	0.04631	0.04985	0	13.91502	6.04867	3.08393	2.13069	0.0109	0	0.57697	0.18988	0.192	0.04461
D001943	29.5732	0.039	0.00058	0	0	0.01745	0.02826	0.0002	0.00029	0.00071	6.4975	8.70621	0	0	0.21918	0	0.73047	0.01802	0.00048	0.00151
Healthy	0.00181	0.01308	0.01871	1.64839	0	0.01714	0.00298	0.00067	0.00104	0.00621	36.2928	0.30838	0.00142	0.94885	4.18846	0	0.60895	0.01949	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	24.4791	2.23044	4.45069	0.97199	0	0	0	0	0	0
Healthy	32.49121	0	0	0	0	0	0	0	0	0	17.67378	5.07069	0	1.4117	1.35836	0.03794	1.33911	0.39481	1.92862	0.0251
Healthy	0	0	0	0	0	0.09338	1.88926	0	0	0	29.13299	17.23429	0	0.80763	0	0	1.35517	1.58253	0.17422	0.1365
Healthy	0.05229	6.22818	0	0	0	0	0	0.00045	0	0	3.27985	4.09963	0	0.32522	0.80245	0.82055	0.15894	0.18817	0.02559	0.00356
Healthy	0	0.27282	0	0.20727	0	0	0	0	0	0	6.93246	5.04989	2.5052	2.54335	0	0	1.46898	0	0.23383	0.01161
Healthy	69.0825	0	0	0	0	0	0	0	0	0	2.701	2.08963	0	1.44349	0.08846	0	0	0	0	0
Healthy	0	0.33311	0.04896	0	0	0	0	0	0	0	57.17879	2.39959	8.17304	0	0	0	0	0.41519	0	0.16693
Healthy	10.7169	14.5864	0	0	0	0	0	0.28493	0	0	4.32156	1.24349	0	3.1225	0.05836	0	0	0	0	0
Healthy	0	0.62844	0.11688	0	0	0.02632	0.23747	0	0.18602	0	19.54549	9.59031	0	0	0.0616	0	1.47863	0.48622	0	0
Healthy	30.03542	0	0.09362	0	0	0	0	0	0	0	8.04391	3.78257	3.5659	0.20531	0.15741	1.74148	1.09701	0	0	0
Healthy	12.9701	0.16371	0	0.0509	0	0	0	0	0	0	12.3328	0.96567	0	0.00618	2.64177	0.71973	1.15095	1.06275	0.14554	0.00714
Healthy	0	0.03841	0.02002	0.00769	0	0.00249	0	0	0	0.00352	10.71634	0.86673	2.3281	1.25218	0.30511	0	1.02509	0.05421	0.01009	0.00173
Healthy	0	0.05515	0.50482	0	0	0	0	0.0293	0	0	27.14516	1.00877	6.23985	0	0	0	0.57524	0.01438	0.23114	0.11607
Healthy	0	0.0125	0.00175	0.1173	0	0	0	0.00032	0	0	3.72978	0.06127	4.08964	0.01881	0	0	0	0.04255	0	0.03028
Healthy	0	0	0	0.02026	0	0	0	0	0	0	24.06672	3.74493	2.44781	3.84481	0.89525	0.47677	1.41757	0.84429	0.00594	0.01878
Healthy	0	18.9314	0	0	0	0	0	0	0	0	8.37156	0.39163	0	2.76401	0	0.20668	0	0	0	0
Healthy	29.9327	0.89131	0	0.55209	0	0	0	0	0	0	2.24127	1.06904	0.00627	0	0	0	0	0	0	0.02279
Healthy	0	0	0	0	0	0	0	0	0	0	4.2252	1.06081	3.66301	0.38623	0.90579	4.29497	0	0	0	0
Healthy	0	0.01709	0	0	0	0	0	0	0.0174	0	32.4315	8.22013	0	0	0.05098	0	2.34969	0.00175	0.0343	0
Healthy	0	0.36688	0.28762	0	0	0	0	0	0	0.03097	9.06803	14.34309	0	0	0	0	0	0.01342	0	0
Healthy	0.05132	7.17517	0.03975	0	0	0.30233	0	0.04507	0	0.0554	4.57167	1.18759	0	0.25585	2.08634	0.18226	0.51002	0.03189	0.06444	0
Healthy	2.22253	0	0	0	0	0	0	0	0	0	0.92952	0.80471	0	0.91549	0	0	0	0	0	0
Healthy	66.9454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85601	0	0	0	0
Healthy	68.0132	4.5631	0	0	0	0	0.0389	0	0	0	15.67756	0	0	0	0	0	0	0.0675	0	0
Healthy	34.3596	1.50545	0.82674	0.11106	0.06708	0.18041	0.68078	0.00696	0.12747	0.00899	18.52048	0.86982	0	0.01315	0	0	0	0.04793	0	0
Healthy	0	20.0153	3.39034	0	0	0	0	0	0	0	11.48752	1.43749	0	3.95834	0.03002	0.04435	0.56109	0.0099	0	0.11924
Healthy	0.01155	0.20136	0	0.23064	0	0	0	0	0	0	5.61281	0.62634	0	0.21441	0.97106	0	0	0	0	0
Healthy	40.0847	0	0.01821	0	0	0	0	0	0	0	5.26634	2.73198	8.26254	0.77751	0.10649	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	29.13183	13.0444	9.2651	0	0	0	0	0	0	2.63057
Healthy	0	0	0	0	0	0	0	0	0	0	39.04268	0	0	0	0	0	0	0	0	0
Healthy	0	0.03762	0.00471	0.09846	0	0.01329	0.05134	0.01478	0.00762	0.00186	33.89219	5.73966	0	2.95732	0	0	0.30034	0.03056	0.08408	0.00046
Healthy	0	0	0.00819	0.02425	0	0	0.02792	0	0	0	11.7814	0	2.99582	0.95248	0	0	0	0	0	0
Healthy	0	0	0.58676	0	0	0	0	0	0	0	26.56927	0	0.33026	2.03128	0	0	0	0	0	0.04559
Healthy	0	0.1481	0	0	0	0.05586	0.00178	0	0	0.0043	4.60442	0.47618	0.00253	0.55782	0	0	0	0.02249	0	0.31473
Healthy	0	0	0	0.70079	0	0	0	0	0	0	14.69425	0.25028	0.44594	0	0	0	0	0	0	0.00311
Healthy	2.48117	0	0	0	0	0	0	0	0	0	1.19463	0.99124	0	0.66104	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	24.13278	6.26546	0	1.12857	0	0	0.88498	0.16165	0.03573	0.42151
Healthy	0	1.10269	46.3766	0	11.502	0.98016	1.2006	0	0	0	0.1469	0	0	0	0	0	0	0	0	0
Healthy	33.60966	0.09828	0	0	0	0	0	0	0	0	17.06465	5.09652	0	1.38208	1.39833	0.03289	1.37363	0.3261	2.14546	0.04404
Healthy	0	14.8688	0.03202	1.26037	0.03847	0.12132	0.31108	0	0.02299	0	12.0161	1.34116	1.35744	0	0	0	0	0.17744	0	1.61473
Healthy	0	0.0622	0	0.05433	0	0.00974	0.00294	0	0	0	44.00312	2.14126	0	0.54413	0	0	0.41275	0.03345	0	0
Healthy	0	0.08433	0.05252	0	0	0.04595	0.08934	0.00911	0.03602	0.01589	36.71045	0.72022	0	0	0	0	0	0.0533	0	0
Healthy	0.1532	0.06571	0	0.0051	1.09653	0.00073	0	0.0301	0	0	24.79753	8.90819	0	0.88672	0	0.01759	0.93374	0.17818	0.0117	0.04844
Healthy	52.077	0	0	0	0	0	0	0	0	0	5.48345	2.31626	0	1.57898	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	37.54933	5.09908	0	0	0.30353	0	2.03432	0	0	0
Healthy	0	0	0.5286	0	0	0	0	0.03662	0	0	26.44755	1.03403	6.24635	0	0	0	0.60764	0.03186	0.28307	0.09351
Healthy	0	0	0	0	0.00082	0	0	0	0	0	3.05024	10.48028	0	0	0	0	0	0	0	0
Healthy	0	14.8099	1.07	0	0	0	0	0.01841	0	0.00103	2.98268	0.21125	0	0.4776	0	0	0	0	0	0.01481
Healthy	0	0	0	0.01065	0	0	0	0	0	0	49.7336	1.89991	0.25213	4.30785	4.36908	0.07914	0	0.05394	0.02878	0
Healthy	0	1.08666	0.32438	0	0	0	0	0	0	0	58.37071	0	10.1021	0	0	0	0	0.01213	0	0
Healthy	0	0.11981	0	0	0	0	0.02058	0	0	0	18.16038	1.78547	0	4.38329	0.01415	0	0	0.11555	0.05597	0.00517
Healthy	50.6912	0.42813	0	0.01567	0	0	0	0	0	0	8.69045	2.42239	0	3.08922	0	0	0.50134	0	0	0.10507
Healthy	0	0	0	0	0	0	0	0	0	0	34.06205	0	0	0	0	0	0	0	0	0
Healthy	0	36.0243	0	0	0	0	0	0	0	0	8.87979	4.89685	0.003	0.00177	0	0	0	0	0	0
Healthy	1.42753	0.51111	0	0.11219	0	0	0	0.00721	0	0	21.65649	0.94001	0	3.22028	0.10305	0.62709	2.04826	0.04542	0	0.00818
Healthy	0	0.0281	0.01459	0.02476	0	0	0	0	0	0	7.51684	0.00773	5.13092	1.11668	0	0	0.65416	0.07964	0	0
Healthy	0	0.01087	0	0	0	0	0	5.80207	0	0.08012	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	24.48132	6.16166	0	1.16357	0	0	0.83978	0.16991	0.09024	0.38423
Healthy	0	0	0	0	0	0	0	0	0	0	17.85553	6.25482	0.58488	1.73757	3.63665	0	1.11381	0.06154	0.06312	0.00749
Healthy	0	0	0	0.79108	0	0	0	0	0	0	33.48189	1.75611	0	0	0.04578	0	0.71055	0.06085	0	0
Healthy	0.24668	0.09159	0	0.21314	0.23514	0	0	0.05652	0	0	9.74859	1.5985	0	7.90868	6.95262	3.53361	0.92797	0.02372	0	0.25106
Healthy	0	0	0	0.08152	0	0	0	0	0	0	23.9174	3.16808	0	2.59686	0	0	0.86449	0.12811	0.02816	0.22653
Healthy	0	0.02716	0	0	0	0	0	0	0	0	26.8599	3.09225	0	0.11256	0.30663	0.47559	1.00325	0	0.02563	0.41298
