group	Prevotella	Phytobacter	Ruminococcus_B	Haemophilus_D	Faecalimonas	Muricomes	Clostridium_Q	Longicatena	Anaerotruncus	Eggerthella	Bacteroides	Parabacteroides	Dialister	Barnesiella	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
Healthy	7.76842	0	0	0.1119	0	0	0	0	0	0	7.84786	1.21364	0	0	2.14695	0.60919	0	1.07405	0.00578	0.00219
Healthy	0.87136	8.23197	0	0	0	0	0	0.00256	0	0	2.7994	1.12976	0.01676	2.23729	0.46088	8.19702	0.42139	0.01754	0	0
Healthy	36.5585	0.16374	0	0.47357	0	0	0	0.00094	0	0	3.49956	0.26705	0	0.49143	9.92269	0.72082	0.82259	0.21884	0.05379	0.07498
Healthy	0.59186	1.88029	0.01039	0	0	0.06751	0.06584	0.03073	0	0	11.43087	3.55999	0	0.62805	3.7991	0.06064	1.18923	0.06557	0	0
D001943	0.02748	0.17043	0.39453	0.01842	0	0.00601	0.00067	0	0.05585	0	28.44893	0.71607	0	0	3.00777	0	1.49467	0.05886	0.0266	0
Healthy	0	0	0	0.0207	0	0.04356	0	0	0	0	6.18413	4.95308	0.3978	0.71892	0	0	0.89179	0	0.00974	0.01507
Healthy	0	0	0	2.63522	0	0	0	0	0	0	21.06044	0.39613	1.10035	0	2.17312	0	0	0	0	0.0512
Healthy	0	0.05795	0	0	0	0.01909	0.06194	0.01716	0.01819	0	9.65481	4.02513	0.62559	1.86635	0.00443	0	0	0.20109	0.35513	0
Healthy	0	0.01752	0	0	0	0.01877	0	0	0	0	50.0228	14.4079	0	2.87418	0.275	0.67959	0.52199	0.03544	0.03417	0.0453
Healthy	0.00215	0.52983	0.0209	0	0	0.0117	0	0.35273	0	0.09634	24.96023	0.00149	0	0	0	0	1.35238	0.25841	0	0
Healthy	0	0.49775	0	0	0	0	0	0	0	0	24.8501	1.55503	0	1.40008	0	0	0	0	0	0
Healthy	33.79873	0.03119	0	0	0	0	0	0	0	0	17.61932	4.81694	0	1.35264	1.30678	0.01711	1.25113	0.34206	2.10757	0.05625
Healthy	16.695	0.00533	0	0.13229	0	0	0	0.00221	0	0	4.44255	2.0885	0.00027	3.24113	2.53696	0.27636	2.05153	0.03326	0.00464	0.00293
Healthy	0	1.07861	0.0204	0.09689	0	0.00905	0.08665	0	0	0	13.71705	6.46081	0	0	0	0	0	0.02101	0.10743	0
Healthy	0.00289	0.03033	0.13264	0.00155	0.0395	0	0	0.00181	0	0	5.358	1.43833	0	0.54207	0.32056	6.16548	0.56677	0.01077	0	0
Healthy	0	0	0	0	0	0	0.05108	0	0	0	11.857	0	0	3.36515	0	0	0	1.45313	0	0
Healthy	0	0.13974	0	0	0	0.0322	0.05264	0.00457	0.02311	0	9.43378	4.06625	0.57559	1.82427	0.00858	0	0	0.22977	0.39322	0.0031
Healthy	0.05004	4.71674	0.61172	0	1.47329	0	0.00397	0	0	0.03647	24.0187	1.56496	0	0	0	0	0	0	0	0
Healthy	0	0	2.06285	0	0	0	0	0	0	0	17.069	2.52411	0.76208	0.50366	0	0	0	0	0	0
Healthy	44.2251	0	0	0	0	0	0	0.00099	0	0	7.85048	0.29785	3.32365	0	1.50271	0	0.35007	0.02845	0.1423	0
Healthy	45.2911	0	0	0.14387	0	0	0	0.01087	0	0	4.18061	1.36533	6.46618	0.87852	0.12567	0	0.40862	0	0.19646	0
Healthy	0	0	0	0.06958	0	0.07163	0	0	0	0	31.32757	5.48683	0	0	2.56637	0	0.9813	0.23366	0	0
Healthy	6.80653	6.19492	0	0	0	0	0	0	0	0	8.76621	1.64362	0	0.60849	0	0.5783	0	0.76256	0.00592	0.0044
Healthy	0	0	0	0	0	0	0	0	0	0	7.04045	0.17445	0	0.22627	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	17.63909	2.0473	0	7.21994	0.25061	0.85652	0	0.14099	0	0
Healthy	0	0	0	0.03478	0	0	0	0	0	0	22.48397	3.70627	2.36749	4.00439	0.84379	0.47172	1.3976	0.82413	0.00219	0.01628
Healthy	0	0	0	0.18283	0	0	0	0	0	0	12.4251	2.92283	0	7.04598	1.008	0	0.76085	0	0	0.02681
Healthy	0	0.15278	0.02133	0	0	0	0	0	0	0	35.97839	4.95644	0	0	1.70317	0	1.91985	0.12338	0	0.03488
Healthy	0	11.1315	0.71816	0	0	0	0	0	0	0	17.0265	0	7.8684	18.7353	0	0	1.35839	0	0	0
Healthy	0	2.37216	0	0	0.82589	0	0	0.06267	0	0	19.2349	0	0	3.65276	1.25709	1.0821	0.71372	0.02086	0.24342	0
Healthy	0	0	0	0	0	0	0	0	0	0	39.6645	5.68754	4.70629	3.78948	0.12943	0	1.03058	0.04367	0.00878	0.0229
Healthy	1.27957	1.48486	0	0	0	0	0	0	0	0	0	0	0	0	0.01253	0.26175	0	0	0	0
Healthy	0	0	0	0	0	0.13364	1.89837	0	0	0	29.56	17.57276	0	0.80727	0	0	1.4502	1.37134	0.21921	0.14438
Healthy	9.96169	0	0	0	0	0	0	0	0	0	3.10986	0.42972	6.5253	0	0	0	0	0.30453	0	0
Healthy	1.82185	0	0	0	0	0	0	0	0	0	6.58192	0.60723	0	0.90466	0	33.4883	0	0	0	0
Healthy	0	0	0.06227	0	0	0	0.02886	0.01354	0	0	19.65248	1.21822	0	0.44413	0.01784	0	0.19083	0.30316	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	18.00428	0.34875	0	6.58898	0.68139	0.29046	2.00865	0.02515	0.35365	0.23596
Healthy	0	0	0.18052	0.01085	0	0	0	0.0035	0.01639	0	18.41325	0.83734	0	2.23447	0.02227	0	1.79843	0.04392	0.1688	0.0059
Healthy	0	0.03594	0.83021	0	1.51807	0.0458	0.08617	0.03992	0.2014	0.34305	15.80812	1.23364	0	0	0.14016	0	0	0.08249	0	0
Healthy	15.6857	0.07364	0.00662	0.04419	0	0.00939	0.03505	0	0	0.00139	5.0404	2.85366	49.8172	0.12089	0.3796	0	0	0.03588	0	0.04059
Healthy	0	0.84474	12.9841	0.19317	0	1.53353	2.24385	0.00398	0	0.03102	0.33092	0	0	0	0	0	0	0.27107	0	0
Healthy	0	12.1653	0	0	0	0	0	0	0	0	12.21988	3.51818	9.77939	0.89318	4.15108	1.06334	2.11703	0	0	0.06558
Healthy	0	0	0	2.92516	0	0	0	0	0	0	42.64058	4.32224	4.88139	1.16025	0	0	0	0.07167	0	1.1027
Healthy	0	0.14395	0	0	0	0	0	0	0	0	27.49055	1.65728	7.43802	2.46521	0	0	0	0	0	0.27283
D001943	0.00788	46.4012	0.49726	0	0.22152	0.08576	0.00135	0	0.00356	0	13.83175	4.36067	0	0	0	0	0	0.01024	0.06706	0.00835
Healthy	0	0.07045	0	0	0	0	0	0.00175	0	0	9.07735	0	0	4.57825	11.6869	0.57846	0.64711	0.38033	0.17945	0.24452
Healthy	14.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.45295	0	0	0	0	0	0	10.25988	0.1123	1.2736	0	0	0	0	0	0	0.00727
Healthy	0.15471	0	0.00465	0.03806	0.01168	0.19384	0.15441	0.01464	0.06854	0	16.32449	11.71224	0	1.6633	0	0	0	0.11781	0	0
Healthy	0	0.1369	0	0	0	0	0	0	0	0	2.23738	1.98599	0.29958	2.43282	0.175	0.10831	0.78338	0.0061	0.01659	0
Healthy	1.02627	0.08332	0.04728	0.00418	0.02436	0	0	0.00055	0.02296	0.00741	8.57629	3.60475	2.63462	0.35879	3.43859	0.0131	1.14741	0.04102	0.05419	0.00417
Healthy	0.01883	0.05991	0.01697	0.00417	0	0.05608	0.06744	0.04878	0.00097	0.0083	23.71389	4.84342	0	0.92301	0.24036	0.29631	0.1591	0.08158	0.09658	0.01602
D001943	0.01968	4.83726	0.03056	2.91598	0.48576	0.00502	0.00034	0.03638	0	0.00113	2.89758	6.29749	0.06804	0	0	0	0	0	0	0
Healthy	10.5304	0.47257	0.09272	0	0.36193	0	0	0	0	0	12.55704	3.52154	0	0.96827	0	0	0	0.05819	0.16924	0.37327
Healthy	1.12625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44738	27.6589	0	0	0	0
Healthy	0	23.5867	1.62245	0	0	0	0	0	0	0	2.31114	0	0	0	0	0	0	0	0	0
Healthy	2.00414	0	2.49015	0.0026	0.03713	0	0.02051	0.0452	0.02274	0	2.17286	0.00561	12.9004	0.03312	0	0	0	0	0	0
Healthy	0	0.25286	0	0	0	0	0.42175	0	0.29637	0	76.29178	3.17901	3.29348	0	0	0	0	0.1924	0	0.09688
Healthy	0	0.10167	0	0	0	0.1027	0.16135	0	0	0	69.83763	8.56921	0	2.58335	0	0	0	0.64989	0.03051	0.09381
Healthy	1.26184	0.027	0	0.41886	0	0	0	0.00243	0	0	4.21709	0.06357	0	3.17647	4.60485	0	0.72262	0.01565	0.99552	0.00406
Healthy	0	0.31867	0.02448	0.11722	2.18069	0.13777	0.13055	0.04012	0.10158	0.05247	4.50624	1.83492	0	0	0	0	0	0.13601	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	14.68558	8.00213	6.94735	2.74297	1.38094	0	0.02574	0.27949	0	0
Healthy	0	1.10727	0.02113	0	0	0	0	0	0	0	18.73628	6.51987	0	1.45276	0.30565	0.06746	1.58353	0.16887	0	0.07201
Healthy	0	0.40254	0	0	0	2.54923	3.13282	0	0	0	12.57533	72.3189	0	0	0.00313	0	0	0.08557	0	0
Healthy	0.00051	0.09247	0.10415	0	0	0.00695	0.01553	0	0	0	14.42723	1.25181	0	3.06306	0.06488	0	0.55368	0.00615	0	0.10831
Healthy	0	0	0	0	0	0	0	0	0	0	23.11624	1.03236	0	1.99601	0	24.9923	0	0	0	0
Healthy	0.45412	0.06187	0.02063	0.07114	0	0.00257	0	0.04763	0	0.00616	7.58509	3.22122	0	0.941	0	3.02775	2.32066	0.01723	0.2461	0
Healthy	0	0	0.64726	0	0	0	0	0	0	0	24.70408	0	0.37245	2.14892	0	0	0	0	0	0.02297
Healthy	0	0.02002	0	0	0	0	0	0.01468	0.04949	0.00353	34.51982	3.15932	0	0	3.04575	0.08612	0.70956	0.21657	0	0.08807
Healthy	0	0.05613	0	0	0	0	0	0	0	0	36.28885	4.94736	0	0	1.55884	0	1.82658	0.0795	0	0.02582
Healthy	29.5254	0	0	0	0	0	0	0	0	0	3.01094	0.39028	0	0.71219	0	0	0	0	0	0
Healthy	0	0	0.23249	0	0	0.00665	0.01931	0.59283	0.01541	0	21.92626	7.64179	0	2.64863	0.45292	0	0.97261	0.03587	0	0
Healthy	0	0	0	0.09874	0	0	0	0	0	0	5.34124	11.83261	0	0.9426	0.05658	0	0.4486	0	0.00747	0.01247
D001943	35.51871	0.06958	0	0	0	0.00705	0.00782	0.00018	0.01299	0.0024	8.53945	2.1911	0	0	0	0	0	0.00866	0.16614	0.2869
Healthy	0	17.9153	0.00013	0	0	0	0	0	0	0.00536	3.21821	6.02277	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	50.54036	5.72716	0	0	0.81957	0	0	0.03383	0.03845	0.28987
Healthy	0.0234	10.6286	0	0.03579	0	0	0	0	0	0	0.01821	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.00626	0	0	0	0	0	0	33.67797	6.11797	0	0	0.01969	0	1.45177	0.01101	0.03359	0.02268
Healthy	25.573	0	0	0	0	0	0	0	0	0	10.08255	2.78991	0	5.23775	8.03554	0	0	0	0	0
Healthy	0	0.6349	3.0851	0.01943	1.98733	2.63808	2.18002	0.17955	0	0.01458	15.06707	0	0	0	0	0	0	0.07292	0	0
Healthy	0	0	0.03629	0	0	0	0	0	0	0	26.93222	1.05361	0.70159	3.59034	0	0	0	0	0	0
Healthy	0	0	0	2.81905	0	0	0	0	0	0	42.2113	4.30496	4.96825	1.09382	0	0	0	0.10819	0	1.16922
Healthy	0	5.58854	0	0	0	0.01088	0	0	0	0	15.33201	0.76409	1.85762	0.00597	0	0	0	0	0.15036	0
Healthy	0	0	0.0058	0	0	0.01862	0	0	0.19874	0	21.84293	4.73016	17.7461	5.08355	0.07745	0	0	0.17711	0.13264	0.28833
Healthy	0.85338	0.20022	0	0.2915	0	0	0	0.009	0	0	3.64334	0.58518	0	5.24712	5.25553	5.60451	0	0.00292	0	0.01495
Healthy	0	15.7142	0.52156	0	0	0	0	0	0	0	1.62091	0	0	0.06317	0	0	0	0	0	0
Healthy	0	2.92696	0.13757	0.08847	1.7127	0	0	0.00161	0	0	38.74867	1.26099	0	0.71991	1.72665	0	1.34454	0	0	0.01081
Healthy	33.3334	0.10969	0	0.13831	0	0	0	0	0	0	1.13816	0.02477	0	0	0	0	0	0	0	0.00612
Healthy	0	0.01178	0	0.01459	0	0	0	0.00773	0	0	5.8781	3.4368	0	7.24737	0.03797	10.4082	0.81142	0.18162	0.92381	0.05557
Healthy	0	52.9574	0	0	0	0	0	0.02092	0	0	0.53463	0.72785	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	50.13829	4.06969	0	0	2.90815	0	0.77688	0	0	0
Healthy	0	32.8765	0.02587	0	0	0	0	0.00911	0	0	12.60133	0	0	0.78418	0	0	0.34748	0.0551	0	0
Healthy	0	7.02995	0	0	0	0	0	0	0	0	25.09453	0.31418	9.22372	5.16736	0	0	2.93884	0.03578	0.27796	0.04993
Healthy	0	0	0	0.00624	0	0	0	0	0	0	34.07326	6.31386	0	0	0.02163	0	1.46935	0.00763	0.01638	0.01248
Healthy	0	0.00785	0	0.09058	0	0	0	0.00034	0	0.00266	9.20507	0.56759	0	4.37539	0.15181	2.88522	0.98432	0.02436	0.00631	0.01132
Healthy	33.01953	0.12557	0	0	0	0	0	0	0	0	17.31992	5.20087	0	1.34859	1.39005	0.03482	1.2006	0.34601	2.10532	0.06515
Healthy	0	0.51193	1.5164	0	0	0	0	0	0	0	20.51105	11.1571	0	6.46903	0	0	0	0	0	0.184
Healthy	0	6.72529	0.13357	0.11539	0	0	0	0.0217	0	0	11.82733	1.92661	0	2.15554	0.00566	0	0.34852	0.05461	0.02495	0.07158
Healthy	0	5.64084	0	0	0	0	0	0.27278	0	0.00669	9.32778	1.30122	0	0	0	0	0	0	0	0
D001943	0.02978	0.31673	0.91328	0.98464	2.38081	1.18276	0.55965	0.19017	0	0	25.54036	3.12848	1.13289	0	0	0	0	0.4405	0	0.09271
Healthy	11.1791	0.02817	0	0	0	0	0	0	0	0	9.51153	2.23976	0	4.67204	5.48162	0	0	0	0.11063	0
Healthy	0	0	0.22994	0	0	0.00789	0.02369	0.64462	0.01221	0	21.73294	7.91902	0	2.73425	0.47178	0	1.02587	0.03725	0	0
Healthy	0.01807	0.01956	0.02105	0.00403	0	0.27859	0.21667	0.02691	0.07821	0.01863	5.82279	1.27422	0.8912	7.67149	0	0	0	0.10523	0.34919	0
Healthy	0	0.01724	0.13399	0.20843	0.0272	0.01178	0.07977	0.02242	0.03145	0.00014	8.12294	2.20844	4.04253	0	0	0	0	0.15355	0	0.00362
Healthy	0	0	0	0.81935	0	0	0	0	0	0	33.04166	1.75809	0	0	0.03835	0	0.78499	0.06749	0	0
Healthy	32.031	0	0	0.21154	0	0.00554	0.02695	0.02646	0	0.01155	7.37412	0.90614	0	1.86034	0	0	3.15235	0.00443	0	0.3158
Healthy	0	41.8721	0.14672	0	0.05294	0.0123	0.07723	0.12032	0.01153	0.00169	9.25306	1.61798	0	0.80461	1.01451	0	0	0.14724	0	0.00619
Healthy	0	0	0	0	0	0	0	0	0	0	24.57742	6.55562	0	1.05785	0	0	0	0.18538	0.05196	0.34238
Healthy	0	0.45674	0	0	0	0.11107	0.14973	0	0	0	70.40216	8.78337	0	2.57442	0	0	0	0.54497	0.02988	0.08617
Healthy	0.01812	53.421	8.05391	0	0	0	0	0.06351	0	0	0.12515	4.77147	0	0	0	0	0	0	0	0
Healthy	0	1.00475	0.00689	0	0	0	0	0	0.09948	0	48.76744	1.81952	8.97374	0	2.59282	0	0	0.20281	0	0.00655
Healthy	0	0	0.11296	0	0	0.0004	0.01484	0.00098	0.01706	0	17.05143	5.0014	0	3.86806	15.515	0	0.61375	0.00457	0.09329	0.00319
Healthy	0	0.1091	0.00314	0.29643	0	0	0	0.00594	0	0	7.57328	1.54566	0.04326	0.00195	0	0	0	0.01242	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.09995	0.00499	0	0.00188	0.17528	0.44832	0.05525	0.45125	0.00562	14.13788	1.52828	0	5.54465	0.05517	0	24.95877	0.16381	0	0.003
Healthy	0.19224	0	0.01939	0	0	0	0	0	0	0	1.06286	0.05806	0	1.47858	0	0	0	0	0	0
Healthy	0	0.0946	0.11922	0.1667	0.01469	0.01564	0.01707	0	0	0	35.23737	7.47086	0	0	0	0	0	0.03922	0	0.0184
Healthy	0	0	0	0	0	0	0	0	0	0	15.02006	9.34828	0	2.61813	0	0	0.89145	0.15493	0.23648	0.16668
Healthy	0.07405	0.07348	0	0	0.98013	0	0	0	0	0	7.96	0.80973	0	3.69303	2.44528	33.6936	0	0	0	0.02693
Healthy	0	0	1.73361	0	0	0	0	0.29373	0	0	29.52322	1.43248	6.26984	0	0	0	0	0.03307	0.13021	0.16675
Healthy	6.64111	0.05649	0.01259	0.00055	0	0	0	0	0	0	3.70249	1.10594	0.52399	4.92977	0.99571	0	1.34186	0.02424	0.1535	0.05209
Healthy	0	0	0	0.06619	0	0	0	0	0	0	24.96128	3.13103	0	2.6852	0	0	0	0.14603	0.0212	0.24707
Healthy	0	0.43906	0.01252	0	0.05763	0.10041	0	0	0	0	9.53976	3.00122	0	0	3.71442	0	1.49999	0.16238	0	1.28118
Healthy	0	0	0	0	0	0	0	0	0	0	11.75474	7.19176	0	2.51648	2.32398	0.03293	0	0.2293	0	0.00509
Healthy	0.0844	0.44809	0.40842	0.00658	0	0.02461	0	0.00151	0.00105	0.02616	24.61787	5.50946	0	1.54814	0.4944	0.02432	0.20197	0.05787	0.00408	0.4104
Healthy	0.00623	0.08795	0.01291	0.00625	0.01869	0.00107	0	0.00124	0	0	18.92813	2.1513	4.16114	1.99102	0.01979	0	0.76362	0.03584	0	0.001
Healthy	0	0.34107	0	0.23746	0	0	0	0	0	0	11.3278	0.36026	6.01859	0.44649	0.28118	4.66766	0.5531	0	0	0.03392
Healthy	0	16.1326	0.00928	0.04471	0	0.05827	0.01693	0.01125	0.09583	0	12.54652	2.35806	0	1.58507	0.60526	12.7756	0.68948	0.09958	0.02497	0.03397
Healthy	0	0.05589	0.06709	0	0	0	0.03638	0	0.00778	0	23.3344	3.28831	0	2.14672	0	0	1.13206	0.13418	0	0.003
Healthy	0	0	0	0	0	0	0	0	0	0	24.91738	1.17829	1.99129	0	1.81922	0	0	0	0	0
D001943	57.7483	0.04491	0.03463	1.56893	0	0.00526	0.03092	0.00216	0	0	9.07996	4.71806	0	0	0	0	0.26627	0.06099	0	0.01421
Healthy	2.59796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3995	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.40191	0.05576	0	0	0.72641	0	0	0	0	0
Healthy	36.6792	0	0	0	0	0	0	0	0	0	2.74666	0.52753	0	0.98781	0.00195	0	0.78134	0.01988	0.00942	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.56256	3.80825	5.90031	1.73873	0	0.1314	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	32.67161	3.64519	0	0	0.13579	0	1.38676	0.00946	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.67051	3.13695	0	8.27071	0.08602	2.55668	1.10193	0.16157	0.05389	0
Healthy	9.94063	0	0	0	0	0.00516	0.01862	0	0	0	6.99992	1.30204	0	0.7294	0.00987	2.20373	0	0.98358	0.0207	0
Healthy	0	0.03824	0	0	0	0	0	0	0	0	4.91732	0.40422	0	0.90946	0.61869	0.00775	0.28119	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.92729	2.05877	3.49235	0	0.49502	0.34774	0	0	0	0
Healthy	0	0.06096	0	0	0	0.28011	0.01151	0.15537	0.01216	0.03302	12.25039	1.87369	1.43687	0	15.243	1.2056	2.60809	0.05666	0	0.13741
Healthy	0	0	0.00944	0	0	0	0	0	0.00843	0	36.89811	5.23403	0	0	1.72071	0.00709	1.92317	0.13188	0	0.01221
Healthy	1.86945	0	0	0.00785	0	0	0	0	0	0	2.92337	0.35327	0	0.34774	0.67775	1.79634	0	0.04168	0	0
Healthy	0	0.07668	0	0	0	0	0.03351	0	0	0	18.84557	1.85123	0	4.28773	0.01583	0	0	0.12328	0.05362	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.60605	13.2227	4.41976	0	0	0	0	0	0	0.15269
Healthy	0	0.28472	0.06746	0.03064	0.26929	0.20895	0.97306	0.00328	0	0	74.64137	3.35075	0	0	0	0	0	0.09534	0	0.00771
Healthy	18.9555	0	0	0.13118	0	0	0	0	0	0	0.9883	1.72319	0	0.05615	5.35908	0	0.57348	0.18945	0	0
Healthy	0	0.22775	0	0	0	0	0	0	0	0	16.2968	1.68149	0.28758	1.3198	0	0	0	0	0	0
Healthy	10.4922	0.31509	0	0.12738	0	0	0	0	0	0	0.72114	0.81675	0	0.16108	24.1379	0.15196	0.71044	0	0.01238	0
Healthy	0	2.18514	6.02574	0	0	0	0	0	0.01172	0.00662	1.90173	0.49214	0	0	0	0	0	0.04181	0	0.07202
Healthy	0	0	0	0	0	0	0	0.02539	0	0	12.82381	2.65146	11.8928	0	0	0	0.7936	0.03858	0.04116	0
Healthy	0	0	0.10089	0	0	0	0.01157	0	0.01388	0	16.99049	4.88754	0	3.86388	15.9439	0	0.5668	0.00723	0.09827	0.00732
Healthy	0	0	0	0	0	0	0	0	0	0	17.37283	1.57523	7.34585	0.76569	0	0	0	0	0	0
Healthy	0	0.16062	0.00524	0.00115	0.00996	0.0021	0.03312	0.00431	0.00868	0	11.09149	3.40247	0.99913	0.11359	0.00495	0	0.17425	0.25741	0.10931	0.03582
Healthy	0	0	0.00933	0	0	0.01844	0.05007	0.00178	0.02427	0	23.14704	1.96933	0.04975	11.9433	1.80488	0.03207	0.91773	0.1275	0.26447	0
Healthy	0	1.87424	2.37456	0.18294	0.00499	0.0212	1.73347	0.00124	0	0.03076	10.67325	7.82065	0	0	0	0	0	0.1015	0	0
Healthy	44.72137	0	0	0	0	0	0	0	0	0	9.71676	3.49167	0	3.51255	0.38079	0.08486	0.83429	0.12953	1.33604	0
Healthy	0	0.10306	0	0	0	0	0	0	0	0	37.2144	4.20236	2.70282	3.15538	1.16072	0.03425	0.81159	0.04058	0.03044	0.35482
Healthy	0.06809	0.55205	0.1441	0	0	0.01716	0	0.01211	0	0.00362	5.58478	1.63752	0	3.18452	0.24819	2.06361	0.53314	0.04197	0	0.03789
Healthy	0	0.24042	0.07067	0	3.24414	0	0.03616	0.94388	0.18469	0	11.83656	3.48229	0	0	0	0	0	0.01663	0.37396	0
Healthy	0	0.09424	0.05896	0	0	0	0	0	0.06648	0.02528	30.16191	6.69551	0	0	1.91456	0.19089	0.98568	0.13412	0	0.0019
Healthy	44.1226	0.03099	0	0	0	0	0	0	0	0	9.37576	3.61304	0	3.3906	0.36937	0.14067	0.94501	0.12573	1.49181	0
Healthy	0	0.10131	0	0	0	0	0	0	0	0	28.15811	4.35396	7.38878	5.77425	0.94029	0.95041	1.26029	0.06461	0.03081	0.17636
Healthy	0.00462	10.9342	0.00138	0.00236	0.02033	0.68531	0	0.0314	0	0	36.98471	0.80802	2.84893	0	0	0	0	0.02635	0	0.2435
Healthy	0	0	0	0	0	0	0	0	0	0	14.34091	2.29988	0	2.97808	2.78791	0	0	0	0	0
Healthy	3.07899	10.1218	0	0	0	0	0	0	0	0	2.02602	0.97268	0	3.39645	9.18495	3.23876	0	0	0	0
Healthy	0	0.12401	0.01016	0	0	0	0	0.01276	0.00057	0.02388	11.37698	0.07033	0.3999	0.37331	5.79442	3.03688	0.80722	0.0132	0.43734	0
D001943	0.01272	0.02612	0.2452	0.10753	0	0.00252	0	0.00281	0.02311	0.00204	22.26606	3.08395	0	2.43004	0	0.26566	2.66561	0.00426	0.03405	0.02371
Healthy	4.08443	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26205	0.42221	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	12.3873	4.0677	0	3.91048	16.4628	0	0	0	0	0
Healthy	0	0	1.75368	0	0	0.00786	0	0.25142	0	0	29.46069	1.49586	6.11149	0	0	0	0.61402	0.03792	0.15753	0.19444
Healthy	0	0	0	2.89202	0	0	0	0	0	0	42.47593	4.21651	4.59438	1.14529	0	0	0	0.06278	0	1.21645
Healthy	12.0598	0	0.01284	0.04941	0	0.08595	0.02932	0	0.3139	0	17.85794	2.92241	13.6002	0	1.30573	0	0.86197	0.34946	0.00836	0.03865
Healthy	0	0	0	0	0	0	0	0	0	0	27.28095	6.33246	0.23658	1.7847	3.25474	0	1.09399	0	0	0
Healthy	0	0	0	0.13725	0	0	0	0	0	0	11.48133	0.53051	0.132	0	0.14205	0	0	0	0	0.03863
Healthy	0.08966	0.6324	0	0	0	9e-05	0	0.00142	0.01125	0	20.90054	1.31973	0	1.19163	2.03885	0	0.74148	0.03129	0.12677	0.00358
Healthy	0	0.06144	0	0	0	0	0	0.00774	0	0	15.59787	5.61886	0	6.57865	0.84438	0.01395	0	0.02055	0.08208	0.02768
Healthy	0.00777	0.03789	0	0	0	0	0	0.00156	0	0	13.4829	0.56458	0.37326	17.6745	0	0	1.16776	0.31131	0.13864	0.00034
Healthy	40.6226	0.01726	0	1.58763	0	0	0	0	0	0	1.69525	0.77939	0	0.80345	0.83564	0	0	0	0	0
Healthy	17.7954	0	0	0.04807	0	0.00131	0	0.25204	0	0	1.85401	0.88625	0	6.0608	1.34835	2.20914	0.28852	0.01555	0.01602	0.00102
Healthy	0	0	0	0	0	0	0	0.00858	0	0	8.09185	4.87804	0	0	0.49606	0.45527	0	0.09948	0.16446	0
Healthy	0	0	46.4498	0	12.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	22.12951	2.28178	0	5.61279	1.84013	0	1.10482	0	0	0.00766
Healthy	0	0.01927	0.00572	0.04154	0	0	0	0	0	0	10.44698	0.01308	5.13054	1.21917	0	0	0.56255	0.06949	0	0
Healthy	0.24246	2.17433	0.06234	0	0	0.06886	0	0.32514	0	0	6.99955	10.36826	0	0.38159	0.09738	33.0343	0.48062	0.01056	3.83378	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.50399	0.64186	3.01591	0.26358	0.88166	5.43402	0	0	0	0
Healthy	0.05356	0.12276	0.00996	0.0026	0	0	0	0.00134	0	0	21.23876	0.26927	0	2.62214	0.04712	0.2373	1.83873	0.08631	0.40527	0.00387
Healthy	0	0.09253	0.07036	0	0	0	0.02963	0	0.02448	0	23.28611	3.37688	0	2.09286	0	0	1.14631	0.10325	0	0.01313
Healthy	0.87236	8.15067	0	0	0	0	0	0.00448	0	0	2.6716	1.15822	0.01329	2.24022	0.46397	8.20259	0.40201	0.01361	0	0
Healthy	1.77962	0	0	0	0	0	0	0	0	0	3.91218	0.52124	3.85203	0.83614	0	0	0	0	0	0
Healthy	0	1.40043	0.0881	0	0.01479	0	0	0	0	0.03041	1.7553	0.00185	0	0	0	0	0.55026	0	0	0
D001943	8.90098	3.75009	3.5682	0.08156	0.40249	0.00331	0	0	0	0	17.84278	6.85482	0	0	0	0	0.13335	0.05052	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.2276	0	15.787	12.8507	0	0	0.78354	0.19723	0	0
