ID	Group
SRR6474247	Healthy
ERR719152	Healthy
ERR209891	Healthy
SRR5983449	Healthy
ERR719517	Healthy
ERR209445	Healthy
ERR011126	Healthy
SRR1930121	Healthy
ERR719348	Healthy
ERR525763	Healthy
SRR5813299	Healthy
ERR719389	Healthy
ERR480484	Healthy
SRR5813301	Healthy
SRR5983451	Healthy
ERR209501	Healthy
ERR525945	Healthy
ERR720156	Healthy
SRR5983265	Healthy
ERR719399	Healthy
ERR719355	Healthy
ERR720100	Healthy
SRR5650176	Healthy
SRR5813204	Healthy
SRR5813270	Healthy
ERR525817	Healthy
ERR719865	Healthy
ERR321623	Healthy
SRR5813402	Healthy
ERR719424	Healthy
ERR321597	Healthy
ERR719284	Healthy
ERR719012	Healthy
SRR5813439	Healthy
ERR480759	Healthy
ERR719707	Healthy
ERR011281	Healthy
SRR5275484	Healthy
ERR209375	Healthy
ERR525823	Healthy
ERR719229	Healthy
SRR5650054	Healthy
SRR5813236	Healthy
ERR480497	Healthy
ERR321347	Healthy
SRR6474300	Healthy
ERR719522	Healthy
ERR525973	Healthy
ERR480617	Healthy
ERR526039	Healthy
SRR1930187	Healthy
ERR209094	Healthy
ERR526064	Healthy
ERR720111	Healthy
SRR6474251	Healthy
ERR321222	Healthy
ERR011346	Healthy
ERR525831	Healthy
SRR961709	Healthy
SRR5651459	Healthy
ERR479599	Healthy
ERR480817	Healthy
SRR5813322	Healthy
ERR480616	Healthy
ERR720003	Healthy
SRR961760	Healthy
ERR719419	Healthy
SRR5983425	Healthy
ERR505088	Healthy
ERR526044	Healthy
SRR6474223	Healthy
ERR719220	Healthy
ERR720047	Healthy
SRR5813396	Healthy
ERR525756	Healthy
ERR479131	Healthy
ERR209116	Healthy
ERR719063	Healthy
ERR209249	Healthy
ERR011119	Healthy
ERR1398253	Healthy
ERR209088	Healthy
ERR525874	Healthy
ERR479588	Healthy
ERR526030	Healthy
ERR209260	Healthy
ERR719997	Healthy
ERR719933	Healthy
ERR479153	Healthy
ERR505105	Healthy
ERR720025	Healthy
SRR5813451	Healthy
SRR5091614	Healthy
ERR209718	Healthy
ERR719870	Healthy
ERR209184	Healthy
ERR209737	Healthy
SRR5983484	Healthy
ERR209256	Healthy
SRR5763450	Healthy
ERR209433	Healthy
SRR053028	Healthy
ERR011178	Healthy
ERR719270	Healthy
ERR209651	Healthy
ERR720027	Healthy
ERR720161	Healthy
ERR719495	Healthy
SRR5091564	Healthy
SRR6474262	Healthy
SRR6474284	Healthy
ERR719059	Healthy
SRR5813258	Healthy
ERR479212	Healthy
ERR719681	Healthy
ERR321371	Healthy
ERR321194	Healthy
ERR719171	Healthy
ERR720179	Healthy
ERR209226	Healthy
ERR480500	Healthy
SRR5651426	Healthy
ERR209479	Healthy
SRR6474269	Healthy
ERR209156	Healthy
ERR481067	Healthy
ERR525795	Healthy
ERR719954	Healthy
ERR011090	Healthy
ERR209644	Healthy
ERR209283	Healthy
ERR1809152	Healthy
ERR720145	Healthy
ERR719034	Healthy
SRR5903360	Healthy
ERR209330	Healthy
ERR525856	Healthy
ERR321251	Healthy
ERR321378	Healthy
ERR719691	Healthy
ERR526024	Healthy
ERR720235	Healthy
ERR480811	Healthy
ERR480531	Healthy
ERR719686	Healthy
ERR209415	Healthy
ERR209142	Healthy
ERR719433	Healthy
ERR719769	Healthy
ERR011103	Healthy
ERR719914	Healthy
ERR525730	Healthy
SRR961742	Healthy
ERR479596	Healthy
ERR719001	Healthy
SRR5651448	Healthy
SRR5813389	Healthy
ERR719185	Healthy
ERR209422	Healthy
ERR209126	Healthy
ERR1809120	Healthy
ERR321483	Healthy
ERR321442	Healthy
ERR209211	Healthy
ERR209161	Healthy
ERR321301	Healthy
ERR719973	Healthy
ERR209325	Healthy
ERR719198	Healthy
ERR321445	Healthy
ERR479391	Healthy
ERR719828	Healthy
SRR5903331	Healthy
ERR480701	Healthy
ERR525827	Healthy
SRR5813312	Healthy
ERR478975	Healthy
ERR719358	Healthy
ERR719601	Healthy
ERR720187	Healthy
ERR479170	Healthy
ERR719832	Healthy
ERR719895	Healthy
ERR011318	Healthy
ERR479590	Healthy
ERR719294	Healthy
ERR321581	Healthy
ERR720097	Healthy
ERR718995	Healthy
ERR525926	Healthy
SRR5275403	Healthy
ERR719337	Healthy
SRR1930142	Healthy
SRR6474299	Healthy
ERR209473	Healthy
ERR209134	Healthy
ERR718996	Healthy
ERR719300	Healthy
SRR6474292	Healthy
ERR480477	Healthy
ERR011257	Healthy
SRR5903352	Healthy
SRR5903364	Healthy
ERR720109	Healthy
ERR719566	Healthy
ERR719140	Healthy
ERR209486	Healthy
ERR719635	Healthy
ERR720058	Healthy
ERR321529	Healthy
ERR011269	Healthy
ERR478966	Healthy
ERR719233	Healthy
SRR5813188	Healthy
ERR209448	Healthy
ERR719714	Healthy
ERR720186	Healthy
ERR479600	Healthy
ERR209292	Healthy
ERR719655	Healthy
ERR479043	Healthy
ERR525764	Healthy
ERR479002	Healthy
ERR719856	Healthy
ERR479264	Healthy
ERR719481	Healthy
ERR719574	Healthy
ERR011205	Healthy
ERR480558	Healthy
ERR525797	Healthy
ERR720239	Healthy
ERR321233	Healthy
ERR719959	Healthy
ERR720057	Healthy
SRR5813349	Healthy
ERR719943	Healthy
ERR719658	Healthy
ERR719981	Healthy
SRR6474258	Healthy
ERR719041	Healthy
SRR3496379	Healthy
SRR6474254	Healthy
ERR719964	Healthy
SRR6474213	Healthy
SRR5813342	Healthy
ERR480461	Healthy
SRR5763452	Healthy
SRR5651444	Healthy
ERR209194	Healthy
ERR011195	Healthy
SRR5091494	Healthy
SRR6474275	Healthy
ERR480902	Healthy
ERR719313	Healthy
ERR481082	Healthy
ERR719554	Healthy
ERR719259	Healthy
ERR1809137	Healthy
ERR526072	Healthy
ERR719302	Healthy
SRR5903321	Healthy
SRR1930251	Healthy
ERR719632	Healthy
ERR209349	Healthy
SRR6474210	Healthy
ERR719021	Healthy
ERR719514	Healthy
SRR5813211	Healthy
ERR011312	Healthy
ERR479108	Healthy
ERR479296	Healthy
ERR480628	Healthy
ERR719168	Healthy
ERR719500	Healthy
ERR719704	Healthy
ERR720035	Healthy
SRR5903348	Healthy
ERR526075	Healthy
ERR481096	Healthy
ERR719048	Healthy
SRR3313067	Healthy
ERR719442	Healthy
ERR719444	Healthy
ERR209279	Healthy
ERR525989	Healthy
ERR720016	Healthy
SRR5813428	Healthy
ERR525927	Healthy
ERR480663	Healthy
ERR011273	Healthy
ERR719524	Healthy
ERR321444	Healthy
SRR961779	Healthy
ERR719214	Healthy
ERR719687	Healthy
ERR719454	Healthy
ERR209520	Healthy
ERR480793	Healthy
ERR525890	Healthy
ERR209318	Healthy
ERR479268	Healthy
SRR6474227	Healthy
ERR321480	Healthy
ERR209405	Healthy
SRR5813380	Healthy
ERR1809143	Healthy
ERR209846	Healthy
ERR695616	Healthy
ERR720231	Healthy
SRR5983366	Healthy
ERR525952	Healthy
ERR719046	Healthy
ERR479379	Healthy
ERR719309	Healthy
SRR5983345	Healthy
ERR209487	Healthy
ERR719605	Healthy
ERR719416	Healthy
ERR209505	Healthy
ERR720012	Healthy
SRR053030	Healthy
SRR6474279	Healthy
SRR5275446	Healthy
ERR209508	Healthy
ERR719960	Healthy
ERR480605	Healthy
ERR719245	Healthy
ERR480590	Healthy
ERR321576	Healthy
ERR719557	Healthy
ERR209724	Healthy
ERR719084	Healthy
ERR719651	Healthy
ERR720211	Healthy
ERR505098	Healthy
SRR961714	Healthy
ERR321602	Healthy
SRR5813382	Healthy
ERR719717	Healthy
ERR209193	Healthy
ERR525919	Healthy
ERR479319	Healthy
ERR209640	Healthy
SRR6474302	Healthy
ERR209645	Healthy
ERR011239	Healthy
ERR720194	Healthy
SRR5983315	Healthy
ERR719663	Healthy
ERR209362	Healthy
ERR480763	Healthy
SRR5903322	Healthy
SRR5091516	Healthy
ERR525835	Healthy
SRR1930134	Healthy
ERR321077	Healthy
ERR525796	Healthy
ERR479401	Healthy
SRR2175771	Healthy
SRR5651418	Healthy
ERR321232	Healthy
ERR209425	Healthy
ERR525723	Healthy
SRR2175768	Healthy
ERR011344	Healthy
ERR718999	Healthy
SRR5091480	Healthy
ERR719543	Healthy
ERR478992	Healthy
SRR5650025	Healthy
ERR719545	Healthy
SRR5813446	Healthy
ERR525754	Healthy
ERR719721	Healthy
ERR209704	Healthy
ERR719810	Healthy
ERR525784	Healthy
SRR5813313	Healthy
ERR480655	Healthy
ERR209139	Healthy
ERR480810	Healthy
SRR5983424	Healthy
ERR525901	Healthy
ERR479060	Healthy
SRR5813267	Healthy
ERR525693	Healthy
ERR719900	Healthy
ERR321369	Healthy
ERR1809155	Healthy
SRR1930145	Healthy
ERR695604	Healthy
ERR209216	Healthy
ERR525809	Healthy
ERR479289	Healthy
ERR479209	Healthy
ERR321651	Healthy
ERR209299	Healthy
ERR480764	Healthy
SRR1930149	Healthy
ERR525713	Healthy
ERR525864	Healthy
ERR526057	Healthy
ERR719392	Healthy
ERR478967	Healthy
ERR719448	Healthy
ERR719253	Healthy
ERR719344	Healthy
ERR719079	Healthy
ERR321556	Healthy
ERR719016	Healthy
ERR719972	Healthy
ERR209146	Healthy
ERR719618	Healthy
ERR480627	Healthy
ERR719777	Healthy
ERR209813	Healthy
SRR5813465	Healthy
ERR719685	Healthy
ERR719742	Healthy
ERR719890	Healthy
SRR5763445	Healthy
ERR479079	Healthy
ERR481092	Healthy
ERR719478	Healthy
ERR719037	Healthy
ERR719288	Healthy
ERR719677	Healthy
ERR209060	Healthy
SRR961724	Healthy
SRR5650047	Healthy
SRR5813405	Healthy
ERR479392	Healthy
ERR209785	Healthy
ERR719176	Healthy
ERR480578	Healthy
ERR719452	Healthy
ERR719648	Healthy
ERR011177	Healthy
ERR719901	Healthy
ERR479579	Healthy
ERR719347	Healthy
SRR5091595	Healthy
ERR719869	Healthy
ERR720207	Healthy
ERR720043	Healthy
ERR719590	Healthy
ERR719700	Healthy
ERR719225	Healthy
ERR719050	Healthy
ERR719124	Healthy
SRR5091560	Healthy
ERR011219	Healthy
ERR321150	Healthy
SRR5651422	Healthy
ERR719585	Healthy
ERR525967	Healthy
ERR321416	Healthy
ERR720218	Healthy
SRR1931173	Healthy
SRR6474261	Healthy
ERR209797	Healthy
ERR209809	Healthy
ERR525910	Healthy
SRR5650048	Healthy
ERR719281	Healthy
SRR5813294	Healthy
ERR209307	Healthy
ERR526025	Healthy
ERR719148	Healthy
SRR5763473	Healthy
SRR6466626	Healthy
ERR209736	Healthy
ERR011199	Healthy
ERR719002	Healthy
SRR5813180	Healthy
SRR5813472	Healthy
ERR321153	Healthy
ERR209090	Healthy
ERR209673	Healthy
ERR525747	Healthy
ERR479080	Healthy
ERR481076	Healthy
ERR209243	Healthy
ERR209371	Healthy
SRR5763476	Healthy
ERR209378	Healthy
ERR479595	Healthy
ERR480454	Healthy
ERR719986	Healthy
ERR209462	Healthy
SRR5650050	Healthy
ERR480784	Healthy
ERR525977	Healthy
ERR719379	Healthy
ERR011321	Healthy
SRR5091551	Healthy
ERR209720	Healthy
ERR719596	Healthy
SRR1930179	Healthy
SRR5813176	Healthy
ERR209650	Healthy
ERR209478	Healthy
ERR209387	Healthy
ERR479320	Healthy
ERR719099	Healthy
ERR719136	Healthy
ERR719521	Healthy
ERR480870	Healthy
ERR719359	Healthy
ERR695609	Healthy
ERR209452	Healthy
SRR961730	Healthy
SRR5275480	Healthy
ERR719363	Healthy
ERR720008	Healthy
ERR321534	Healthy
ERR480877	Healthy
SRR5813304	Healthy
ERR209366	Healthy
ERR720054	Healthy
ERR720169	Healthy
ERR478971	Healthy
SRR5091513	Healthy
ERR479047	Healthy
ERR525852	Healthy
ERR719056	Healthy
ERR480486	Healthy
ERR479016	Healthy
ERR321205	Healthy
ERR480679	Healthy
ERR526060	Healthy
SRR6474233	Healthy
ERR719382	Healthy
SRR5091603	Healthy
ERR209441	Healthy
SRR5813393	Healthy
ERR209130	Healthy
ERR525789	Healthy
ERR719030	Healthy
ERR526009	Healthy
ERR525891	Healthy
ERR479186	Healthy
ERR720053	Healthy
ERR720036	Healthy
ERR209824	Healthy
ERR525933	Healthy
ERR321453	Healthy
ERR478981	Healthy
ERR209401	Healthy
ERR525830	Healthy
ERR525916	Healthy
ERR480472	Healthy
ERR209833	Healthy
ERR719069	Healthy
ERR011093	Healthy
ERR719599	Healthy
ERR720133	Healthy
ERR719622	Healthy
ERR526076	Healthy
SRR6474288	Healthy
ERR525800	Healthy
ERR719780	Healthy
ERR209327	Healthy
ERR209444	Healthy
SRR3313058	Healthy
SRR961793	Healthy
ERR719167	Healthy
ERR719836	Healthy
ERR719950	Healthy
ERR209334	Healthy
ERR719977	Healthy
ERR720031	Healthy
ERR525804	Healthy
ERR209437	Healthy
ERR525906	Healthy
SRR5813255	Healthy
SRR961753	Healthy
ERR719285	Healthy
ERR719024	Healthy
ERR719674	Healthy
ERR719724	Healthy
ERR209148	Healthy
ERR525700	Healthy
ERR479585	Healthy
ERR719572	Healthy
ERR480513	Healthy
ERR478959	Healthy
ERR209264	Healthy
ERR525737	Healthy
ERR209245	Healthy
ERR719200	Healthy
SRR5091545	Healthy
ERR719437	Healthy
ERR011101	Healthy
ERR719314	Healthy
SRR5947822	Healthy
ERR719611	Healthy
SRR5813378	Healthy
ERR525886	Healthy
SRR5813329	Healthy
SRR5813430	Healthy
ERR321635	Healthy
ERR525767	Healthy
ERR480691	Healthy
SRR5813350	Healthy
ERR011120	Healthy
ERR525956	Healthy
ERR209230	Healthy
ERR719067	Healthy
ERR719317	Healthy
ERR209412	Healthy
ERR480758	Healthy
ERR525843	Healthy
SRR5651452	Healthy
ERR720040	Healthy
ERR525904	Healthy
ERR209170	Healthy
ERR719561	Healthy
ERR321089	Healthy
ERR1809146	Healthy
ERR720197	Healthy
ERR479204	Healthy
ERR209688	Healthy
ERR719844	Healthy
ERR525998	Healthy
ERR321256	Healthy
SRR5091466	Healthy
ERR525707	Healthy
ERR321148	Healthy
ERR209895	Healthy
ERR719131	Healthy
ERR720105	Healthy
ERR719822	Healthy
ERR719053	Healthy
SRR5983404	Healthy
ERR321247	Healthy
ERR719091	Healthy
SRR5903335	Healthy
ERR719276	Healthy
SRR5813476	Healthy
ERR480517	Healthy
ERR719789	Healthy
ERR720110	Healthy
SRR6474265	Healthy
ERR479373	Healthy
ERR480537	Healthy
ERR1809133	Healthy
ERR209271	Healthy
SRR5813198	Healthy
ERR719329	Healthy
ERR720075	Healthy
ERR011223	Healthy
ERR525877	Healthy
ERR719028	Healthy
ERR719459	Healthy
SRR961842	Healthy
SRR5813224	Healthy
SRR5813351	Healthy
ERR209164	Healthy
SRR5651433	Healthy
SRR5903344	Healthy
ERR011258	Healthy
ERR209274	Healthy
ERR719736	Healthy
ERR011265	Healthy
ERR719710	Healthy
ERR719105	Healthy
ERR720115	Healthy
ERR321176	Healthy
ERR719815	Healthy
SRR5650028	Healthy
SRR5813326	Healthy
SRR6474242	Healthy
ERR719807	Healthy
ERR209383	Healthy
ERR479295	Healthy
ERR525982	Healthy
ERR011208	Healthy
SRR053026	Healthy
ERR209900	Healthy
SRR5651440	Healthy
ERR719854	Healthy
ERR1398138	Healthy
ERR209151	Healthy
SRR1929485	Healthy
ERR719111	Healthy
SRR5813366	Healthy
ERR479184	Healthy
ERR719191	Healthy
SRR5813200	Healthy
ERR209392	Healthy
SRR961746	Healthy
SRR5091537	Healthy
ERR719910	Healthy
SRR6474315	Healthy
ERR525779	Healthy
SRR5813242	Healthy
ERR719266	Healthy
SRR5275411	Healthy
ERR321537	Healthy
ERR011115	Healthy
ERR719955	Healthy
ERR720138	Healthy
ERR480835	Healthy
ERR526013	Healthy
SRR5650031	Healthy
SRR5947879	Healthy
ERR209079	Healthy
ERR525868	Healthy
SRR5813194	Healthy
ERR720203	Healthy
ERR719207	Healthy
SRR6474255	Healthy
ERR209204	Healthy
ERR209315	Healthy
ERR525866	Healthy
ERR719530	Healthy
ERR209477	Healthy
ERR209300	Healthy
ERR525734	Healthy
ERR480694	Healthy
ERR525717	Healthy
SRR5813427	Healthy
SRR5813441	Healthy
ERR480898	Healthy
ERR209304	Healthy
ERR209099	Healthy
SRR6474296	Healthy
SRR6474298	Healthy
ERR478995	Healthy
ERR719753	Healthy
ERR719334	Healthy
ERR720223	Healthy
SRR5813233	Healthy
ERR480822	Healthy
ERR719534	Healthy
ERR719172	Healthy
ERR719230	Healthy
ERR011212	Healthy
ERR719873	Healthy
SRR961705	Healthy
ERR526041	Healthy
ERR480693	Healthy
ERR526083	Healthy
ERR719694	Healthy
ERR209418	Healthy
ERR525743	Healthy
ERR720056	Healthy
ERR719794	Healthy
ERR209342	Healthy
SRR6474305	Healthy
SRR5983478	Healthy
ERR011209	Healthy
SRR5275465	Healthy
ERR719439	Healthy
SRR6474293	Healthy
ERR719948	Healthy
ERR011172	Healthy
ERR011313	Healthy
ERR719248	Healthy
ERR719145	Healthy
ERR209365	Healthy
ERR719042	Healthy
ERR718994	Healthy
ERR480514	Healthy
ERR720039	Healthy
SRR5091467	Healthy
ERR719600	Healthy
SRR3496378	Healthy
ERR480770	Healthy
ERR525939	Healthy
ERR480700	Healthy
SRR5813479	Healthy
ERR209141	Healthy
ERR719277	Healthy
SRR5813346	Healthy
ERR1398244	Healthy
ERR209275	Healthy
ERR479263	Healthy
ERR525857	Healthy
SRR1930777	Healthy
ERR719808	Healthy
ERR209468	Healthy
SRR5813191	Healthy
ERR719894	Healthy
ERR209205	Healthy
ERR525812	Healthy
ERR480838	Healthy
ERR719120	Healthy
SRR961790	Healthy
ERR209409	Healthy
ERR719058	Healthy
ERR209725	Healthy
ERR719727	Healthy
ERR321451	Healthy
ERR719210	Healthy
SRR5813343	Healthy
ERR719410	Healthy
ERR525772	Healthy
ERR719867	Healthy
ERR719853	Healthy
ERR479197	Healthy
ERR209517	Healthy
ERR480476	Healthy
ERR479593	Healthy
ERR525769	Healthy
SRR5983408	Healthy
ERR720070	Healthy
ERR719715	Healthy
ERR719620	Healthy
ERR479381	Healthy
ERR719132	Healthy
ERR719827	Healthy
ERR209466	Healthy
ERR525819	Healthy
ERR719482	Healthy
ERR720019	Healthy
ERR209150	Healthy
ERR480894	Healthy
ERR321123	Healthy
SRR5091583	Healthy
SRR5813369	Healthy
ERR719324	Healthy
ERR480469	Healthy
SRR961737	Healthy
SRR5275397	Healthy
ERR719501	Healthy
SRR6474238	Healthy
SRR5903341	Healthy
ERR719825	Healthy
ERR719474	Healthy
SRR5813215	Healthy
SRR3313060	Healthy
ERR719565	Healthy
ERR481081	Healthy
ERR209738	Healthy
ERR719129	Healthy
ERR479082	Healthy
ERR720195	Healthy
SRR5813411	Healthy
ERR719333	Healthy
ERR480518	Healthy
SRR5813436	Healthy
SRR961755	Healthy
ERR480821	Healthy
ERR719859	Healthy
ERR719106	Healthy
SRR5813469	Healthy
SRR5813263	Healthy
ERR719483	Healthy
SRR5091525	Healthy
ERR720129	Healthy
ERR209072	Healthy
ERR480499	Healthy
SRR6474214	Healthy
ERR209753	Healthy
ERR525860	Healthy
ERR719179	Healthy
ERR011202	Healthy
ERR011200	Healthy
ERR209312	Healthy
SRR5275483	Healthy
ERR719445	Healthy
SRR5813376	Healthy
ERR720101	Healthy
SRR5813384	Healthy
ERR719472	Healthy
ERR525778	Healthy
ERR1809138	Healthy
SRR961708	Healthy
SRR5813300	Healthy
ERR720158	Healthy
ERR719331	Healthy
SRR961750	Healthy
SRR5813340	Healthy
SRR5813296	Healthy
ERR480757	Healthy
ERR719592	Healthy
SRR5813424	Healthy
ERR525959	Healthy
SRR5813205	Healthy
ERR720167	Healthy
SRR053029	Healthy
ERR719841	Healthy
SRR5813252	Healthy
ERR209411	Healthy
ERR479109	Healthy
ERR1809124	Healthy
SRR5813321	Healthy
ERR011143	Healthy
ERR719060	Healthy
ERR720171	Healthy
ERR719911	Healthy
ERR719383	Healthy
ERR209189	Healthy
ERR526042	Healthy
SRR5813244	Healthy
ERR480471	Healthy
SRR6474314	Healthy
ERR525972	Healthy
ERR011249	Healthy
ERR209261	Healthy
ERR480868	Healthy
ERR209244	Healthy
ERR719261	Healthy
ERR719953	Healthy
SRR1930247	Healthy
SRR5813431	Healthy
ERR719282	Healthy
ERR525981	Healthy
ERR525727	Healthy
SRR5651449	Healthy
ERR525840	Healthy
ERR719312	Healthy
ERR011141	Healthy
ERR321420	Healthy
ERR719917	Healthy
SRR5983430	Healthy
ERR479598	Healthy
SRR5275448	Healthy
SRR5903361	Healthy
ERR011263	Healthy
ERR720046	Healthy
ERR479064	Healthy
SRR5091474	Healthy
ERR478982	Healthy
SRR961815	Healthy
SRR5091613	Healthy
ERR209434	Healthy
ERR209221	Healthy
ERR719013	Healthy
ERR209406	Healthy
ERR719551	Healthy
ERR719271	Healthy
ERR481086	Healthy
ERR719607	Healthy
ERR526045	Healthy
ERR505087	Healthy
ERR719205	Healthy
ERR719094	Healthy
ERR209255	Healthy
ERR525701	Healthy
ERR719781	Healthy
ERR525859	Healthy
ERR525714	Healthy
ERR719980	Healthy
ERR479132	Healthy
ERR011228	Healthy
SRR6474253	Healthy
ERR209179	Healthy
ERR479059	Healthy
ERR525941	Healthy
ERR719966	Healthy
ERR209212	Healthy
ERR321617	Healthy
ERR479110	Healthy
ERR481095	Healthy
ERR321413	Healthy
ERR720108	Healthy
ERR720130	Healthy
SRR5763449	Healthy
ERR209320	Healthy
ERR720028	Healthy
ERR720162	Healthy
ERR478962	Healthy
ERR719666	Healthy
SRR5813390	Healthy
ERR209667	Healthy
ERR478997	Healthy
ERR720146	Healthy
ERR525917	Healthy
SRR5813452	Healthy
ERR719701	Healthy
ERR321189	Healthy
SRR5813181	Healthy
ERR480530	Healthy
ERR719937	Healthy
ERR719768	Healthy
SRR5651451	Healthy
ERR526004	Healthy
ERR719055	Healthy
ERR321643	Healthy
ERR719376	Healthy
ERR720236	Healthy
SRR5813399	Healthy
SRR6474232	Healthy
ERR209454	Healthy
ERR719847	Healthy
SRR5813259	Healthy
ERR479405	Healthy
ERR321350	Healthy
SRR6474234	Healthy
ERR209842	Healthy
SRR3160438	Healthy
ERR719073	Healthy
ERR209742	Healthy
ERR719368	Healthy
SRR5813235	Healthy
ERR209852	Healthy
ERR720067	Healthy
ERR719089	Healthy
SRR5813407	Healthy
ERR720060	Healthy
ERR209779	Healthy
ERR720200	Healthy
ERR719833	Healthy
ERR719761	Healthy
SRR1929408	Healthy
ERR719784	Healthy
SRR5813408	Healthy
ERR479578	Healthy
ERR321143	Healthy
ERR719583	Healthy
SRR961722	Healthy
SRR961771	Healthy
ERR209339	Healthy
ERR719096	Healthy
ERR719624	Healthy
ERR209500	Healthy
ERR321346	Healthy
ERR719228	Healthy
ERR719490	Healthy
ERR720045	Healthy
ERR480889	Healthy
ERR480783	Healthy
ERR719899	Healthy
ERR209242	Healthy
ERR719299	Healthy
ERR525962	Healthy
ERR479322	Healthy
SRR961805	Healthy
ERR720216	Healthy
ERR720155	Healthy
SRR6474274	Healthy
ERR719871	Healthy
ERR525991	Healthy
ERR719436	Healthy
ERR719654	Healthy
ERR479119	Healthy
ERR720011	Healthy
ERR526033	Healthy
SRR1930143	Healthy
SRR5813241	Healthy
SRR5813368	Healthy
ERR719536	Healthy
ERR720181	Healthy
ERR720227	Healthy
ERR719421	Healthy
SRR2725849	Healthy
SRR961773	Healthy
ERR480462	Healthy
ERR525746	Healthy
ERR719627	Healthy
ERR719928	Healthy
ERR719221	Healthy
ERR525920	Healthy
ERR011214	Healthy
ERR719113	Healthy
ERR719020	Healthy
ERR526015	Healthy
ERR719151	Healthy
ERR719101	Healthy
ERR719757	Healthy
SRR5763459	Healthy
ERR209510	Healthy
ERR719396	Healthy
SRR1929563	Healthy
ERR719631	Healthy
SRR5813423	Healthy
ERR719289	Healthy
SRR961841	Healthy
ERR719765	Healthy
ERR719864	Healthy
SRR6474317	Healthy
ERR719998	Healthy
ERR480557	Healthy
ERR321636	Healthy
ERR726369	Healthy
ERR719409	Healthy
ERR479063	Healthy
ERR209689	Healthy
ERR209297	Healthy
SRR5813295	Healthy
SRR5091577	Healthy
ERR719049	Healthy
ERR480871	Healthy
ERR719774	Healthy
ERR480901	Healthy
ERR479580	Healthy
ERR209233	Healthy
ERR1809131	Healthy
SRR5983349	Healthy
SRR5983356	Healthy
ERR209195	Healthy
ERR209268	Healthy
ERR321417	Healthy
ERR321632	Healthy
ERR719295	Healthy
ERR719305	Healthy
SRR5651423	Healthy
ERR525847	Healthy
ERR719345	Healthy
ERR525762	Healthy
ERR505094	Healthy
ERR209485	Healthy
ERR478994	Healthy
ERR209177	Healthy
ERR525688	Healthy
ERR011188	Healthy
ERR321582	Healthy
ERR479050	Healthy
SRR5091600	Healthy
ERR011092	Healthy
ERR719999	Healthy
ERR480529	Healthy
ERR719402	Healthy
ERR719744	Healthy
ERR719244	Healthy
ERR719747	Healthy
ERR480769	Healthy
SRR5813471	Healthy
ERR719734	Healthy
ERR525832	Healthy
ERR480682	Healthy
ERR480483	Healthy
ERR719264	Healthy
ERR011261	Healthy
SRR5813445	Healthy
ERR526022	Healthy
ERR719672	Healthy
ERR720193	Healthy
ERR209652	Healthy
ERR479314	Healthy
SRR961743	Healthy
SRR5813356	Healthy
SRR5813394	Healthy
ERR525953	Healthy
ERR719464	Healthy
SRR5983348	Healthy
ERR480597	Healthy
SRR5650053	Healthy
SRR5813401	Healthy
SRR5091478	Healthy
SRR6474248	Healthy
ERR719720	Healthy
ERR479035	Healthy
SRR3313074	Healthy
ERR695601	Healthy
ERR525897	Healthy
ERR011160	Healthy
ERR011230	Healthy
SRR6474237	Healthy
ERR695612	Healthy
ERR525736	Healthy
ERR719373	Healthy
SRR6474206	Healthy
ERR209096	Healthy
ERR209666	Healthy
ERR719830	Healthy
SRR5763468	Healthy
SRR5091453	Healthy
SRR5651436	Healthy
ERR526038	Healthy
ERR209087	Healthy
SRR5813212	Healthy
ERR479048	Healthy
ERR209376	Healthy
ERR719903	Healthy
ERR719007	Healthy
ERR011277	Healthy
SRR5650026	Healthy
ERR719177	Healthy
ERR011333	Healthy
ERR1809148	Healthy
ERR209058	Healthy
ERR719494	Healthy
ERR719154	Healthy
SRR3313079	Healthy
SRR5813318	Healthy
ERR719038	Healthy
ERR480588	Healthy
ERR209250	Healthy
ERR525785	Healthy
ERR719523	Healthy
ERR719546	Healthy
ERR719883	Healthy
ERR719181	Healthy
ERR209787	Healthy
ERR209295	Healthy
ERR719614	Healthy
ERR719878	Healthy
ERR525979	Healthy
ERR479402	Healthy
ERR480706	Healthy
SRR5651432	Healthy
ERR719974	Healthy
ERR321591	Healthy
ERR480762	Healthy
ERR209155	Healthy
ERR209906	Healthy
ERR720212	Healthy
SRR5763461	Healthy
ERR720135	Healthy
SRR5091607	Healthy
ERR321370	Healthy
ERR719961	Healthy
ERR720219	Healthy
ERR478989	Healthy
ERR209217	Healthy
ERR321589	Healthy
ERR719149	Healthy
ERR479339	Healthy
SRR5813195	Healthy
ERR480459	Healthy
ERR525718	Healthy
ERR209904	Healthy
ERR479129	Healthy
ERR525881	Healthy
SRR5275431	Healthy
ERR321439	Healthy
ERR480808	Healthy
ERR719186	Healthy
ERR719386	Healthy
ERR210097	Healthy
ERR525994	Healthy
ERR480819	Healthy
ERR479152	Healthy
ERR719510	Healthy
ERR321654	Healthy
ERR321523	Healthy
ERR209523	Healthy
ERR209225	Healthy
ERR479413	Healthy
ERR479167	Healthy
ERR209201	Healthy
ERR719428	Healthy
ERR525803	Healthy
SRR5813325	Healthy
SRR2175767	Healthy
SRR5813414	Healthy
ERR526032	Healthy
ERR480510	Healthy
SRR5813457	Healthy
SRR5813373	Healthy
ERR481085	Healthy
ERR481079	Healthy
ERR719569	Healthy
