group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Streptococcaceae	Erysipelotrichaceae	Coriobacteriaceae	Peptostreptococcaceae	Lactobacillaceae	Pasteurellaceae	Eggerthellaceae	Rikenellaceae	Ruminococcaceae	Bifidobacteriaceae	Dialisteraceae	Akkermansiaceae	Barnesiellaceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae
Healthy	3.89694	2.88207	0.74931	0.04903	0.06299	0.64273	0	0	0	0	13.58558	2.88207	0.74931	0	0	1.96991	2.99685	0.00825	2.40498	2.63969
Healthy	57.26534	0.76115	0	0.21686	0	0	0	0.12587	0.09139	0	1.15881	0.76115	0	0.36575	0	1.05127	0.03267	0.21268	0.43982	0
Healthy	2.30841	0.10161	0.1845	0	0	0	0	0	0	0	0	0.10161	0.1845	10.166	0	0	0	0	0	0.00677
Healthy	64.4011	14.5544	0.0008	0.0318	0.00331	0.46959	0	0	0.0471	0.00709	0.02801	14.5544	0.0008	0.21431	0	0	0	0	0	0.00176
Healthy	11.56562	8.48485	2.76523	1.27155	0.04376	0.8622	0.20169	0.24361	0.01153	0.2489	6.75317	8.48485	2.76523	0	0.00032	2.89475	0	0	1.2285	0.01155
Healthy	1.72941	1.79093	1.21132	0	0	0.1628	0	0	0	0	25.16108	1.79093	1.21132	0	3.84496	0	0.7445	0	1.44785	0.03959
Healthy	46.51861	9.8181	2.0393	0.4968	0.00415	0.59158	0.1088	0	0.57161	0.00141	1.43902	9.8181	2.0393	0	0.79342	0.52702	0.06486	0	0.12029	0.00501
D003093	20.70676	8.48581	6.12273	6.31579	0.07999	2.129	0.02009	0.25588	0.24561	0.07627	0.4167	8.48581	6.12273	3.34593	0	4.546	0.00342	0	0.1595	0.82399
Healthy	3.10588	3.42493	0.11984	0.05237	0.00808	0.22282	0	0	0	0	10.13026	3.42493	0.11984	0	10.3809	0.79806	0.11834	0	0.99503	1.28496
Healthy	25.5392	9.96325	1.01272	8.13615	0.07986	1.02795	0.07247	0.00811	0.25338	0.01142	2.82233	9.96325	1.01272	0	0	0.83378	0.20459	0.79834	0.5255	0.01016
Healthy	12.06107	44.3123	0	0	0	0.90246	0	0	0	0.89561	6.86182	44.3123	0	0	0	0	0	0	0	0
D003093	8.46976	0.55241	18.57907	0.65554	5.17527	1.84053	0.03205	0.00673	0	0.58867	1.7846	0.55241	18.57907	0.03373	11.5674	2.83233	0.0529	8.11635	0.53465	0.83003
Healthy	0.68422	5.07443	0.12056	0.03648	0.03735	0.03568	0	0	0	0	17.3234	5.07443	0.12056	0	0	2.03364	0.0657	0	1.15652	2.80825
D003093	6.45907	10.0912	0	0	0	0	0	0	0.63523	0	0	10.0912	0	2.00346	0	0	0	0	0	0
Healthy	18.72938	3.78617	0	0	0.06825	0.0603	0	0	0	0.06162	32.47975	3.78617	0	0	0	2.7135	1.07337	0	0.93643	0.35053
Healthy	5.48461	2.97653	6.98625	0.01927	0.8809	0.58354	0.0581	0	0	0.06985	19.9503	2.97653	6.98625	0	0.3477	4.25885	0.08959	0.07517	0.39453	0.25382
Healthy	1.21892	0.80297	0	0.20842	0.02311	0.13178	0	0	0	0	0	0.80297	0	3.56415	0	0	0.11966	0	0	0.13158
Healthy	11.90134	0	0	0.07356	0	0	0	0	0	0	0	0	0	0	0	0	0.07877	0	0	0.45575
Healthy	6.58367	6.18389	0.57014	0.00636	0.02486	0.15204	0	0	0.0422	0.03016	13.64793	6.18389	0.57014	0.35415	0	5.56533	1.39314	0.17643	2.24413	0.16672
Healthy	3.07898	6.07336	0.00488	0.01463	0.36328	0.00031	0.00271	0.00096	0	0.05899	6.54158	6.07336	0.00488	2.02896	1.4567	8.0343	0.03034	3.08044	1.48008	0.06471
Healthy	1.71238	1.69158	1.06722	0	0	0.1128	0	0	0.00402	0	23.62284	1.69158	1.06722	0	3.57301	0	0.70225	0	1.43627	0.03207
Healthy	13.19326	6.1481	1.57348	0.09888	1.03495	0.29588	0.08429	0.65963	0.001	0	2.21498	6.1481	1.57348	0	0.69873	7.4203	0.88008	0	0	0.42658
D003093	6.38872	4.02328	0.0328	0	0	0	0	0	0.00572	0	0	4.02328	0.0328	0	0	0	0	0	0	0.00139
Healthy	23.45088	1.00071	0	1.60955	5.33684	0.03785	0.08412	0.04058	0	0	0.42047	1.00071	0	0	0.01236	0.11893	0.08336	1.90301	1.30351	0.00715
Healthy	12.8256	14.56236	29.09458	0	0	1.00364	0	0	0	0	2.76763	14.56236	29.09458	0	1.26245	0.59791	1.38138	0.42914	0	0
Healthy	11.33591	3.19307	0	0	0.43276	0	0	0	0	0	1.39526	3.19307	0	0	0	0	0	0	0	0
Healthy	17.3938	7.34323	1.11818	0.40837	0.07146	0.38453	0.00613	0	0.02287	0.03878	4.61983	7.34323	1.11818	0	0	1.35529	0.56976	0	0.71395	0
Healthy	11.91696	0	0	0.09803	0	0	0	0	0	0	0	0	0	0	0	0	0.06262	0	0	0.38809
Healthy	28.14546	0.89433	0.05685	0.6513	0	0	0.04315	0.10779	0.3539	0	0.71322	0.89433	0.05685	6.64189	0.6796	1.7098	0	0.18105	1.15119	0
Healthy	20.27504	5.39454	0.50648	0.03125	0.1551	0.27859	0.03226	0	0.17004	0	6.38827	5.39454	0.50648	0	0	3.28842	1.2693	0	1.32887	0.00902
Healthy	1.00013	3.87322	0.11493	0	0	0.14886	0	0	0	0	7.37156	3.87322	0.11493	0	0	1.30868	0.0624	0.02876	1.28332	0.39467
Healthy	0.6717	5.245	0.09615	0.02956	0.0243	0.05215	0	0	0	0	17.45545	5.245	0.09615	0	0	2.0715	0.07281	0	1.10504	3.05171
Healthy	19.14931	7.53495	0.00498	0.0161	0	0	0	0	0.03656	0	5.92174	7.53495	0.00498	0	0.6598	0	0.05142	0	0	0.01881
Healthy	6.12314	4.2281	12.13953	0.29615	0.00486	1.20806	0	0	0	0.4103	15.5661	4.2281	12.13953	0	0	0	0.0078	0.1953	0.94826	0.1802
Healthy	23.11718	4.86217	0.20582	0.31688	0	0.06525	0.33346	0	0.08566	0.01596	2.42525	4.86217	0.20582	0	0	0.84195	0.0461	0	0.41661	0
Healthy	2.7656	0.76327	0	0.02025	0	0.06576	0	0	0	0	15.48183	0.76327	0	0	0	3.16073	0.11856	0	0.64273	1.1756
Healthy	2.56661	0.593	0	0	0	0	0	0	0	0	11.91998	0.593	0	0	0	3.2257	0.38935	0	0	0.22674
Healthy	2.54508	6.6158	3.41848	0	0	0	0	0	0	0	3.5365	6.6158	3.41848	0.31288	0	1.6003	0	0	0	0
Healthy	37.05151	21.07326	0	0.56117	11.72467	2.23707	0.62159	0	0	0	0	21.07326	0	0	0	0	0	1.04804	0	0
Healthy	21.07635	3.72164	0	0.08341	0.01058	0.03354	0	0	0.06129	0.12817	20.64833	3.72164	0	0	0	2.52544	5.13042	0	0.82963	0.1671
Healthy	20.93701	3.71931	0	0.05612	0.04521	0.021	0	0	0.08635	0.17511	20.54015	3.71931	0	0	0	2.66486	5.22325	0	0.93765	0.14851
Healthy	2.18098	0.60032	0.018	0	0	0.02368	0	0	0	0	21.36368	0.60032	0.018	9.44246	0.79293	5.26648	1.43392	0	2.60986	0.04175
Healthy	7.5361	4.55113	0.73847	0.47816	0.07757	0	0	0	0.80726	0	17.96179	4.55113	0.73847	0	5.96611	0	2.31024	0	0.85221	0.07574
Healthy	3.34133	2.18043	0.54376	0	0	0.00925	0	0	0	0	9.38631	2.18043	0.54376	0.23887	0.05654	0	2.72043	0	1.06089	0.00191
Healthy	15.7248	0	0	9.5205	0.19375	0	0	0	0.43647	0	2.12241	0	0	0	0	0	0	0	0	0.00369
Healthy	23.11447	20.0078	0	0.58813	0	1.21596	0	0	0	0	7.76484	20.0078	0	0	0	1.09078	0.18887	0	0	0
Healthy	2.78405	0.86856	0	0	0	0	0	0	0	0	1.48742	0.86856	0	10.1396	0	0.11792	0	0	0	0
Healthy	21.6091	3.68432	0.00486	0.06844	0.02511	0	0	0	0.10077	0.13351	20.42703	3.68432	0.00486	0	0	2.64309	5.04198	0	0.87024	0.14699
Healthy	3.97071	2.44274	0.21558	0.09177	0.02595	0	0	0	0	0	1.45904	2.44274	0.21558	0	0	2.63282	0.06696	0	0	0.99271
Healthy	18.07872	3.85491	0.27018	0.06962	0	0.21112	0.20544	0	0	0	5.12765	3.85491	0.27018	0	0.69377	4.17797	0.00362	0	1.06504	0.07683
D003093	28.77857	7.86843	5.6261	0.02164	0.08886	0.81991	0.00144	0	0	0.84338	1.65737	7.86843	5.6261	0	0	0.66859	0.04324	0	0.67168	0.06915
Healthy	0.41292	4.42681	1.51004	0	0.00781	0.03176	0	0	0	0.09891	21.0148	4.42681	1.51004	0	12.3504	6.67597	0.11739	0	0	0.10028
Healthy	2.80028	5.71397	0	0	0	0	0	0	0.00728	0	2.62995	5.71397	0	0	5.12023	0	5.95538	0.54418	0.74608	0.52412
Healthy	0.61733	2.61399	1.07843	0.08386	0.52419	0.74854	0	0	0	0.01712	21.02381	2.61399	1.07843	3.0011	0.14545	2.06633	0.00293	0	0.55063	1.18914
Healthy	36.3664	1.88231	0	0.30885	0.05298	0	0	0.00431	0.09878	0	4.03623	1.88231	0	9.76822	0	0	0.00066	0	0	0.06997
Healthy	15.4323	6.47766	0	0.01933	0	0	0	0	0	0	5.19495	6.47766	0	0	1.67518	0.08498	6.45037	0.24888	1.15338	0.349
Healthy	68.2424	5.84912	0	0	0	0	0	0	0	0	0	5.84912	0	0	0	0	0	0	0	0
Healthy	4.86264	4.35537	3.76883	0.14173	0.00557	0	0	0	0	0	15.62957	4.35537	3.76883	7.59676	0.87803	5.73988	0.14799	0.94585	1.22653	0.10847
Healthy	15.08881	13.68832	3.91668	0.27774	0.03077	0.59238	0.14257	0.01273	0	0.11059	4.60024	13.68832	3.91668	8.38445	0	2.38989	0.86213	0	0.30775	0.03022
Healthy	2.09841	0.07171	0.15458	0	0	0	0	0	0	0	0	0.07171	0.15458	9.72934	0	0	0	0	0	0.01544
D003093	10.61921	7.40494	11.30853	0.33611	0	2.16429	0.08339	0	0	0.0377	11.22649	7.40494	11.30853	2.78682	1.99999	1.65591	0	0	0	0
Healthy	14.92776	16.90281	0.08497	0.04004	0.02119	0.07111	0	0	0.00574	0.09316	8.84665	16.90281	0.08497	0	0.00032	0.88332	0.22029	0	2.66915	0.03822
Healthy	15.56181	4.14117	0	0.03766	0.00749	0	0	0	0	0	1.08136	4.14117	0	0	0	4.27036	0.03347	0	1.50519	0.04348
Healthy	33.07218	10.36947	1.55761	0.02304	1.48201	0.43663	0.0005	0	0.00188	0.05093	1.4379	10.36947	1.55761	0	1.83282	8.19785	1.81278	0	0.63857	0.07485
Healthy	7.50789	4.47027	0.84066	0.36114	0.06644	0	0	0	0.7776	0	17.78473	4.47027	0.84066	0	5.82674	0	2.33934	0	0.70243	0.07427
Healthy	22.98317	4.88156	0.90259	0	0.18432	0.52109	0.02075	0	0	0.08224	5.75375	4.88156	0.90259	0	0	5.33909	1.44712	0	0	0.25416
Healthy	43.47845	11.2531	0	0	2.67906	0	0	0	0	0	0	11.2531	0	0	0	0	0	0.64383	0	0.08516
Healthy	10.37783	26.27951	0.2343	0	0.06627	0.00539	0.15627	0	0.32129	0	0.93194	26.27951	0.2343	0	0	0.12952	0.06726	0	0.68627	0.01018
Healthy	6.07036	2.73642	0.21185	0.11943	0.13293	2.6665	0	0.0243	0	0.38385	0.19726	2.73642	0.21185	0	0	3.6097	0.10798	0	0.30914	0.01223
Healthy	1.0229	4.01461	0.02114	0	0.13948	1.31779	0	0	0	0.18212	1.17817	4.01461	0.02114	2.79994	43.4724	0	0.30043	0	0	0.07368
Healthy	3.04903	6.52113	0.58646	0	0.00218	0.04025	0.0079	0	0.10061	0	8.30521	6.52113	0.58646	0	0.03469	3.94776	2.817	0	1.49151	0.0259
Healthy	44.59993	9.75095	0.08384	1.56746	2.25374	0.12091	0	0.05484	0.1786	0	2.43148	9.75095	0.08384	0	0	0.0929	0	0	0.66242	0.19916
Healthy	22.89878	12.31004	4.09349	0.69865	0.02658	0	0	0.08794	0.31579	0.14055	4.28575	12.31004	4.09349	0	0	2.26174	0.32375	0	1.05607	0.09198
D003093	13.57355	1.26542	1.50929	0.04606	0.68109	0.0274	0.12294	0	0.0089	0.02282	2.76931	1.26542	1.50929	0	4.34835	1.68638	0.07908	6.00091	0.4251	0.14286
Healthy	21.86949	8.73025	1.70394	0.3917	6.99111	0.26266	0	0	0	0.01051	6.84075	8.73025	1.70394	0	0.63493	2.17235	0.63109	0.68638	1.40001	0.12776
Healthy	3.03262	7.01709	1.23569	0.19158	0.17487	0.06391	0.01532	0.15323	0.27083	0.01374	0.65724	7.01709	1.23569	0.00148	0.03989	0.38183	0.04169	0	0	0
Healthy	35.57277	11.92389	1.73892	0.18325	0.04409	0	0	0	0.10494	0.19543	3.96722	11.92389	1.73892	0.00053	0	1.21827	0.36764	0	0.85133	0.08736
Healthy	11.06907	4.1878	0	0.39844	1.27333	0.10602	0.06537	0	0	0	3.92033	4.1878	0	0	0.04755	1.75732	0.83322	0	0.62923	0.03703
Healthy	7.85057	2.46149	0.11896	0	0.02267	0	0.0115	0.00784	0	0.04102	5.61304	2.46149	0.11896	12.7095	0.89222	0	2.23462	0	0.78487	0.05251
Healthy	32.19017	2.81178	0	0	0.67306	0	0.09801	0	0.03779	0	0	2.81178	0	0	0.00828	0	0	0.65232	0	0
Healthy	29.09286	4.25721	0	0.15997	0.134	0.0029	0	0	0.00324	0	0	4.25721	0	0	0	0	0	0	0	0
Healthy	0.94561	3.80468	0.1269	0	0	0.1261	0	0	0	0	6.66031	3.80468	0.1269	0	0	1.32876	0.02525	0.01411	1.22366	0.33968
Healthy	31.45204	4.24789	0.1445	0.00526	0.63958	0.24638	0.03777	0.02227	0.00321	0	6.12748	4.24789	0.1445	0	10.2982	3.41972	0.25774	0.58046	0.75449	0.22575
D003093	12.11489	4.77154	15.48396	0.00765	0.05259	1.87791	0.14063	1.98006	0.0215	0.2304	15.49967	4.77154	15.48396	0.01436	0	2.00561	0.0058	0	0.60217	0.34225
D003093	13.61065	4.0109	0	0	0.02654	0	0	0	0.38893	0	0	4.0109	0	1.76602	0	0	0	0	0	0.01241
Healthy	26.45028	18.27948	0	0.8535	7.85353	1.21051	2.2151	0	0.40844	0	0	18.27948	0	0	0	0	0	3.28183	0	0
Healthy	5.21396	4.93595	0.19261	0.43095	0	0.02509	0	0	0	0	2.15292	4.93595	0.19261	4.82061	0	3.55246	6.01844	0	1.07915	0.13308
Healthy	5.93984	4.12391	12.31171	0.23069	0.02318	1.35987	0	0	0	0.38532	15.49626	4.12391	12.31171	0	0	0	0.08297	0.20356	0.98077	0.19114
Healthy	16.30264	7.25967	0.24184	0.00191	1.27484	0.34311	0	0	0.00297	0.0399	3.80838	7.25967	0.24184	0	0.03792	1.58612	1.54425	0.07783	1.66585	0.12661
Healthy	49.96242	10.80255	0	4.45262	10.1207	2.10498	1.24703	0	0.0753	0	0	10.80255	0	0	0	0	0	0.0354	0	0
D003093	22.02316	6.66031	0.36084	1.24041	0.24136	0	0.9869	0.03208	0.00192	0.5022	0.72738	6.66031	0.36084	3.97544	0.04644	0	0.03941	0.98983	12.98017	1.35631
Healthy	0.79012	4.08449	1.6107	0	0	0.06188	0	0	0	0.08275	20.85051	4.08449	1.6107	0	12.3729	6.7209	0.13831	0	0	0.08693
Healthy	4.16175	4.02822	0.26173	0.01432	0.02979	0	0.03032	0	0.00663	0	1.5626	4.02822	0.26173	0	0	1.02244	0.98994	0	0.26607	0
Healthy	23.46814	11.9531	13.54931	0.01773	0	1.08668	0	0.17341	0	0.15487	6.05293	11.9531	13.54931	3.75918	0.00277	1.13566	1.49689	0	0	1.11845
Healthy	48.04604	7.20227	0	0.01997	0	0	0	0	0	0	1.62496	7.20227	0	0	0.70351	0.46171	0	0	0	0.04499
D003093	35.68253	1.16998	0	3.26309	0.72582	0	0	0.66807	0.08246	0	0.05828	1.16998	0	5.08859	0	0	0	0	0	0
Healthy	26.19694	18.9242	11.57231	0.37943	0	1.80325	0	0	0	0	0.58223	18.9242	11.57231	12.1143	1.23746	0	0	0	0	0
Healthy	16.14362	3.46119	0.93536	0.08935	0.46132	0.01862	0.37331	0	0	0	8.92536	3.46119	0.93536	0	0	2.51975	0	0	0.60842	0.5318
Healthy	5.01792	2.29443	0	0	0.13173	0.58449	0	0	0	0	10.3121	2.29443	0	0	0	3.54289	0	0.09233	0.85037	0.14007
Healthy	33.39352	1.05043	0	2.60608	0	0	0	0	3.11775	0	0.14852	1.05043	0	0	0	3.67387	0	6.53455	0	0
Healthy	42.68353	14.38138	0.74147	0.00661	0.18382	0.05074	0.05455	0	0	0	7.3504	14.38138	0.74147	0	0.10576	0	0.56031	0	1.57107	0.16955
Healthy	52.38186	6.32227	1.32595	0.87776	0.01604	0.10742	0	0	0.8832	0	2.81734	6.32227	1.32595	0	0	0	2.29366	0	0	0
Healthy	1.82898	4.17801	0.34933	0.00317	0.08464	0.23506	0	0	0	0	0	4.17801	0.34933	8.17773	0	0	0.02592	0	0	0.58605
Healthy	22.67106	16.89092	2.47811	0.17678	0.00342	0	0.01811	0	0.01154	0.01832	4.10802	16.89092	2.47811	1.88514	0.11581	0	0.89833	6.73	2.90812	0.24916
Healthy	3.35925	1.83792	0.34572	0	0.29707	0	0	0	0	0	10.82944	1.83792	0.34572	6.04788	0	0	0.1559	0	0.59582	1.80978
Healthy	4.30578	0.63072	0	0	0	0	0	0	0	0	0.16038	0.63072	0	0	0	0.41346	0	0	0	0
Healthy	1.12383	0	0.31964	0	0.11423	0	0.00252	0.04242	0.00061	0	0	0	0.31964	0	0	0	0.38966	0	0	0.33015
Healthy	6.54934	6.57398	0.6049	0.00396	0.01542	0.20445	0	0	0.03129	0.02499	13.90312	6.57398	0.6049	0.35433	0	5.46903	1.51147	0.20474	2.31445	0.15407
Healthy	15.66101	5.43167	27.9063	0.27112	0.76407	0.2881	0.31638	0	1.34731	0	1.61447	5.43167	27.9063	2.30415	0.2178	0	0.01562	0	0	0
Healthy	43.84315	10.39759	0.78074	0	0	0.25558	0.2142	0	0	0.18645	2.4478	10.39759	0.78074	2.63703	0	0.82337	0.00297	0	0.44496	0.01822
D003093	43.73765	16.56448	20.06057	2.31007	0.03639	1.60446	0.02347	4.67053	0.03862	0.12355	0.04008	16.56448	20.06057	0	0	0.4022	0.01097	0	0	0.49299
Healthy	0.9399	3.65002	0.11949	0	0	0.16083	0	0	0	0	6.50566	3.65002	0.11949	0	0	1.327	0.0279	0.01774	1.28191	0.35967
Healthy	6.0343	2.23238	0.11929	0.09454	0.299	0.45095	0	0	0	0	6.99777	2.23238	0.11929	0	22.8919	0.78059	0.01838	1.96453	0	3.10671
Healthy	32.68181	14.1124	0.07508	0	0.23297	0.09204	0.13173	0	0.08277	0	0	14.1124	0.07508	0	0	0	0.0386	0	0	0.25817
Healthy	11.18063	0	0	0	1.28671	0	0.60065	0	0	0	0.50906	0	0	0	0.31809	2.38045	0	3.37489	0	0
Healthy	4.35124	3.80103	0.36245	0	0	0.06604	0	0	0	0.071	15.08267	3.80103	0.36245	0	8.57815	1.13016	0.32791	0	0.23801	0
Healthy	1.8155	1.73577	0.25283	0	0.03309	0	0	0	0	0	14.47733	1.73577	0.25283	5.89787	0	0	0.14634	0	0	0.00443
Healthy	3.31033	1.76815	1.07505	0	0	0.51228	0	0	0	0	36.35443	1.76815	1.07505	0	0	0	0.33167	0	2.33924	0
Healthy	34.61785	12.17565	5.2167	3.55343	0.27483	0.84728	0.00386	0	0.64406	0.42676	3.60918	12.17565	5.2167	0	0.07407	4.20901	0.05758	0	0.92151	0.3298
Healthy	54.96934	4.83722	0.14901	0.02207	0.02419	0.23723	0.01405	0	0.01908	0.02922	1.80079	4.83722	0.14901	0	0.04887	1.15786	0	0	0.09366	0.06842
Healthy	20.75108	6.14094	0.65766	0.04988	0.39103	0.06452	0.59335	0	0.29812	0.00709	1.75468	6.14094	0.65766	1.64527	0	0	0.01362	0	0	0
Healthy	13.55648	3.68512	0.4766	0.20831	0	0	0	0	2.94243	0	6.36098	3.68512	0.4766	4.95623	0	1.09314	1.18589	0	0	0.13021
Healthy	1.61862	3.09314	0.38391	0	0.07753	0.04954	0	0	0.04549	0.00974	5.53137	3.09314	0.38391	0	0	0	2.26482	0	0	0.19913
Healthy	6.05667	0.90227	9.2609	0.03471	0.43518	2.31551	0.00282	0.1611	0	0	5.19173	0.90227	9.2609	0	11.0573	0.34951	0	33.7754	0.53769	0
Healthy	63.67515	0.55445	0	0.0334	0	0	0	0	0	0	1.3483	0.55445	0	0.33099	0	0.70246	0.03273	0.29473	0	0
Healthy	15.88302	7.31944	2.43929	0.18472	0.84119	0.27622	0.00398	0	0.02898	0	1.04185	7.31944	2.43929	1.41234	2.34656	0	0.07643	21.0891	0.9418	0.05415
D003093	7.93166	9.28066	0	0.02148	0	0.02289	0	0	0.09861	0	0	9.28066	0	0	0	0	0.16273	0	0	0
D003093	13.34315	10.67331	2.53938	0.33637	0.04534	1.03359	0.24452	0	0	0.03397	5.63657	10.67331	2.53938	0.00125	0.09668	0.35719	0.23987	0	0.29374	0.23006
Healthy	0.7702	7.94201	2.56882	0	0.00528	0	0	0	0	0.1381	16.95285	7.94201	2.56882	0	16.6374	5.47357	0.08411	0	0	0.22228
Healthy	6.94567	8.49192	0.35294	0	0.01092	0.02411	0.00278	0	0	0	33.53188	8.49192	0.35294	0	0.72089	0	0.78648	0	1.91324	0.07177
Healthy	5.06293	4.90008	0.22444	0.45064	0	0.04917	0	0	0	0	2.12562	4.90008	0.22444	4.52767	0	3.75666	5.77917	0	1.00618	0.13362
Healthy	28.73826	26.05176	1.41622	0.1529	0.6235	0.10263	0.13799	0.26781	0	0	2.46794	26.05176	1.41622	0	0	2.41203	0	0.86242	0	0
Healthy	0.82049	3.77558	0.02442	0	0.34156	0.64819	0	0	0	0.01951	2.42696	3.77558	0.02442	9.01964	6.91086	0	0.25334	0	0	2.29827
Healthy	17.27238	16.08225	0.70442	0	0	1.90188	0	0	0	0	3.44314	16.08225	0.70442	0	0.00242	4.57761	7.42489	0	0	0
Healthy	65.87162	1.75766	0	0	0.41372	0	0	0	0	0	0.58555	1.75766	0	0	0	0	0	0	0	0
Healthy	2.08998	7.37991	0	0	0	0.02511	0	0	0	0.05886	15.05257	7.37991	0	0.11694	0.7359	0.52875	0	0	0	0
Healthy	14.16528	0	0	0	0	0	0	0	0	0	0	0	0	1.48551	0	4.53582	0	0	0	0
Healthy	8.27072	1.1435	0.05648	0	0.03583	0	0.03446	0.00451	0	0	2.67616	1.1435	0.05648	10.3765	0.39843	0	0.9357	0	0.78505	0.00757
Healthy	1.32739	1.91419	3.52286	0	0	0	0	0	0	0	9.59672	1.91419	3.52286	0	0.0783	2.96194	0.08668	0.64288	0.51441	0.02935
Healthy	5.06566	8.15838	20.95547	0.05471	1.7809	0.47577	0	0	0	0	4.90628	8.15838	20.95547	0	2.24224	2.96823	0.03469	0.15967	0	0
Healthy	27.34738	1.84934	13.7757	4.99016	0.03083	0.82614	0.22496	0.1521	0	0.08199	0.4009	1.84934	13.7757	0	7.77762	0.03717	0.01024	1.26732	0	0.00453
Healthy	13.98577	1.34785	0.96473	0	0.05866	0.19859	0	0	0	0.02655	7.20211	1.34785	0.96473	0	0	2.76464	0.17644	0	0	0.06422
Healthy	24.0631	3.49777	0	0	0.0698	0.04907	0	0	0	0	24.12623	3.49777	0	0	0	1.042	3.11279	0	0.83085	0.24901
Healthy	27.48449	5.5467	1.56782	0	0	0.15957	0	0	0	0	7.60927	5.5467	1.56782	0	0.39701	5.73539	3.63923	0	1.60826	0.05698
Healthy	13.37072	18.37833	1.21806	0.06142	0	0.39704	0	0	0.01432	0.01291	6.74115	18.37833	1.21806	0.09191	0.07548	0.93127	1.97267	0.02199	1.59556	0.04283
Healthy	6.46265	3.61623	3.4047	0.03581	0.38988	1.00861	0.05677	0.03232	0.01219	0.23772	19.02068	3.61623	3.4047	4.05055	0.38122	0	0.59767	0	0.38911	0.00871
Healthy	0.60571	2.54922	1.16352	0.07486	0.55076	0.71707	0	0	0	0.00994	20.89645	2.54922	1.16352	3.08138	0.16296	2.04444	0.00697	0	0.5541	1.17894
Healthy	76.0443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	19.45555	0.06733	3.57184	0.00642	0.00512	0	0.16076	0.00407	0.09644	0.01982	0.00749	0.06733	3.57184	1.19943	4.30812	0	0.02732	0	0	0.01476
Healthy	6.93683	2.38715	0.0242	0.00464	0.77904	0	0	0	0	0	2.20671	2.38715	0.0242	0	0.11184	5.5555	0.01398	0	1.08832	0
Healthy	14.04673	18.25644	0	0.10861	0.09846	0	0	0	0	0	7.68391	18.25644	0	0	2.78327	0	0.00676	0	0.84552	0.07871
Healthy	36.59994	1.11445	4.05046	0.87645	0.00238	0	0.0211	0.25106	0	0.31421	0.21353	1.11445	4.05046	0	0.53897	0.15957	0	0	0	0
Healthy	18.6768	3.60824	0	0.01188	0.06491	0.08808	0	0	0	0.06744	32.68979	3.60824	0	0	0	2.63386	1.17066	0	0.9065	2.77931
Healthy	53.52788	18.7677	2.04766	0	0	4.43335	0	0	0	0	0	18.7677	2.04766	0	0	0.17882	0	0	0	0
Healthy	38.05593	4.13149	0	0.04961	0.05921	0	0	0.14078	0.05196	0	0.80972	4.13149	0	2.25998	0	0.51022	0.06232	0.17103	0.40482	0
Healthy	6.36115	0.00162	10.57853	0.02324	0.0162	1.94511	0	0.12663	0	0.00107	0	0.00162	10.57853	0	0	0	0	0	0	0
Healthy	1.55749	1.60608	0.26094	0	0.04636	0	0	0	0	0	14.70637	1.60608	0.26094	5.97819	0	0	0.1421	0	0.59111	0.02791
Healthy	21.9319	0.40739	0.24372	0.03822	0.33608	0.08364	0.13564	0	0.03009	0	0.32685	0.40739	0.24372	7.40078	0	0.50544	0.05722	0	0.56335	0.00341
Healthy	17.3182	17.7612	0	0	0	0	0	0	0	0	0.27472	17.7612	0	0	0	1.34619	0.34289	0	0	0
Healthy	7.84216	8.38581	0.15819	0	0	0.06428	0	0	0	0.11478	22.80949	8.38581	0.15819	0	5.49285	1.73845	0.60592	0	0.09085	0
Healthy	13.35352	25.88444	23.20165	5.45463	0	0	0.04182	0	2.65489	0	0.00716	25.88444	23.20165	2.54266	0	0	0.18685	0	0	0
Healthy	2.45133	7.73105	0	0.05352	0	0.08993	0	0	0.0414	0.19568	20.57717	7.73105	0	0.41575	0.5437	0.7093	0.02515	0	0.89531	0
Healthy	3.27517	1.81845	1.09986	0.00438	0	0.50491	0	0	0.00454	0	34.86761	1.81845	1.09986	0	0	0	0.34009	0	2.30115	0
Healthy	17.21332	11.90344	3.48084	1.5188	0.05069	0.97507	0	0.13556	0	0.24577	3.87886	11.90344	3.48084	0	0.07917	3.37801	0.24028	0	0.52079	0.09667
Healthy	5.41167	3.52286	4.05144	0.01091	0	0	0	0	0	0	16.15265	3.52286	4.05144	2.88085	0.1407	3.01774	0.22596	0.05175	0.71369	0.01499
Healthy	23.71519	0	0	3.59735	0	0	0	29.92453	1.23057	0	0	0	0	0	0	0.27709	0.06749	0	0	0
Healthy	32.75538	8.11385	0.20729	0.65103	1.58635	0.10153	0.2005	0	0	0.17996	2.41545	8.11385	0.20729	0	0.23083	1.48031	0	0.01332	0.62153	0.05457
Healthy	7.58386	19.9357	0	0.00938	10.919	0.19707	0.05413	1.21296	0.05385	0	0	19.9357	0	0	0	0	0	0.1007	0	0.00551
Healthy	4.24627	2.94096	0.20792	0	0	0.03597	0	0	0	0.08351	13.23254	2.94096	0.20792	0	8.3248	1.08249	0.25836	0	0.2094	0
