group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Bifidobacterium_pseudocatenulatum	Ruminococcus_B_gnavus	Flavonifractor_sp000508885	Enterocloster_citroniae	Bacteroides_uniformis	Dialister_invisus	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0	0	0	0	0	30.3269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.1435	0	0	0	0	0	0	0	0	0	5.2745	10.3765	0.17394	0.9357	0.78505	0	0.01187	0.00757	0	0
Healthy	1.65135	0	38.5986	0	0	0	0	0	0.01779	0	3.77172	0	0.9189	0	0.51441	0	0.0098	0.01156	0.08668	0.01779
Healthy	5.39934	0	14.9066	0	16.3657	0	0	0.10505	0.06786	0	1.95223	0	2.02315	0.07279	1.14613	0.62037	0	0.06748	0.0046	0.06786
Healthy	7.8147	0	0.78349	0	0	0	0	0	0	0	1.87198	0	0.30144	0.03469	0	0	0	0	0	0
Healthy	0.99081	0	0.41192	3.13802	0	0.10961	0.14214	0.09986	0	0	1.78227	0	0.04539	0	0	0	0.09711	0.00453	0.01024	0
Healthy	1.34327	0	0	0	0	5.76873	0	0.05644	0	0	24.208	0	1.16915	0.17644	0	3.47273	0.00976	0.0534	0	0
Healthy	3.49777	0	2.55117	0	0	0	0	0	0	0	0.04652	0	3.45257	2.72005	0.83085	0	0.07443	0.16747	0.39274	0
Healthy	5.5467	0	6.41583	0	0	1.91044	0	0	0	0	3.84805	0	1.48992	3.63923	1.60826	0	0	0.05698	0	0
Healthy	5.21392	0	0	0	0	0	0.82976	0	0	0	11.941	0	1.55543	5.7539	0	0	0	0.03386	0	0
Healthy	4.29655	0.50481	0.01586	0	18.8849	3.61986	0	0.00753	0	0	0.39796	0.09191	0.84707	1.97267	1.59556	1.65299	0	0.00706	0	0
Healthy	0.01441	0	0	0	0	0	0	0	0	0	79.4997	0	0	0	0	0	0	0	0	0
Healthy	1.12055	0	6.19997	0	0	5.09533	0	0	0.06619	0	21.3989	0.03901	0.78021	0	0.79075	0	0.33119	0.06129	0.02796	0.06619
Healthy	0.83261	0	0.9279	0	0	0.69712	0	0	0.0181	0	6.77362	0.57009	0.65047	0	0	0	0.37295	0.16934	0	0.0181
Healthy	3.43351	36.9157	0.76005	0	0	2.05632	0	0	0	0	1.65562	0	2.2385	0.10565	1.1373	0.10867	0.03666	1.28132	0	0
Healthy	3.58916	40.8438	0	0.78914	0	2.46253	0.00136	0	0.00159	0	2.38065	4.05055	0.44288	0.59338	0.38911	0	0.83019	0.00165	0.00215	0.00159
Healthy	4.80433	0	19.4499	0	0	7.26708	0	0	0	0	11.6809	4.66449	0.76411	6.28341	1.0599	0	0.01202	0.03301	0.0694	0
Healthy	2.38155	0	1.56411	0	0	0.65771	0	0	0.09021	0	10.569	3.08138	0.98794	0	0.5541	0	0.20934	0.11891	0.00697	0.09021
Healthy	2.73645	0	0	0	0	0	0	0	0.4206	0.0145	31.6856	0	0.06717	0	0	0	0.03034	0.11009	0.08782	0.4206
Healthy	20.6986	6.1196	0	0	0	0	0	0	0	0	0.34926	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02006	0	0	0	0	0	0	0.00161	0.01476	0.06158	0.03093	1.19943	0	0	0	0	0	0	0	0.01476
Healthy	12.7081	0	0	0	0	0	0	0	0	0	3.54984	0	0.19011	0	1.61991	0	0.00448	0.09485	0	0
Healthy	3.12753	0	25.0788	0	0	0	0	0	0.30733	0	11.7862	0	1.21439	0	0	0	0	0.14176	0.0779	0.30733
Healthy	0.79783	0	0	0	0	0	0	0	0	0	1.7682	1.00888	0	0	0	0	0	0	0	0
Healthy	0.23092	0	5.35426	0	0	0	0	0	0	0	4.72359	0	0	0	1.08832	0	0	0	0.01398	0
Healthy	17.4987	0	0.00241	9.38586	0	0.02444	0	0.0024	0.01892	0	0.4012	0	0.00456	0	0.84552	0.39816	0.00156	0.05979	0.00676	0.01892
Healthy	0.80797	0	0	0.01812	0	0	0	0.34307	0	0	0.00861	0	0.00959	0	0	0	0	0	0	0
Healthy	3.59525	0	3.32124	0	0	0	0	0	0	0	0	0	4.68764	1.00762	0.9065	0	0.26826	0.1273	0.16304	0
Healthy	18.7677	7.06751	0	0	0	1.13124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.43431	0	0	3.29406	0	0	0	0	0	0	1.92975	0	0.01899	0.03469	0.40482	0	0	0	0.02763	0
Healthy	1.82926	40.6951	2.03004	0	0	3.53652	0	0	0	0	4.33903	0	3.9257	0	0.94116	0	1.40973	0.11879	0	0
Healthy	0.00162	0	0.01838	0	0	0	0	5.49413	0	0	2.99612	0	0	0	0	0	0	0	0	0
Healthy	2.33699	0	0	0	0	0.41398	0	0	0.00415	0	7.51838	0	2.17558	0.03977	0	0	0.08046	0.02635	0.03435	0.00415
Healthy	1.60608	0	0	0	0	0	0	0.53324	0	0	24.666	5.97819	1.76285	0	0.59111	0	0.23222	0.02791	0.1421	0
Healthy	0.40739	0	24.2185	0	0	0	0	0	0	0	3.1123	7.40078	0.25683	0.05722	0.56335	0	0	0.00341	0	0
Healthy	17.7612	0	0	0	0	0	0	0	0	0	2.38062	0	0	0	0	0	0	0	0.34289	0
Healthy	8.30901	0	8.66892	0	0	0	0	0	0	0	0.65884	0	1.34402	0.0016	0	0.00553	0.03647	0	0.0115	0
Healthy	25.6175	0	0	0	0	0	1.70152	1.13155	0	0	0	2.54266	0	0.18685	0	0	0	0	0	0
Healthy	7.63611	0	0	0	24.9592	0	0	0	0	0	0.2292	0.41575	0.39277	0	0.85661	0	0.03355	0	0.02515	0
Healthy	1.72872	0	0	0	0	0	0	0	0	0	10.0882	0	3.06651	0.34009	2.30115	3.86029	0.03323	0	0	0
Healthy	11.7769	0	1.13553	8.96091	0	0	0.43206	0.02533	0	0	3.04859	0	0.7099	0.23882	0.52079	0.53967	0.04133	0.0793	0.00146	0
Healthy	2.35612	0	22.8078	0	0	0	0	0	0	0	3.05445	2.88085	1.60787	0	0.71369	0	0.02703	0.01499	0.22596	0
Healthy	0	0	0.37626	0	1.56056	0	0	0.11086	0	0	0.07309	0	0	0	0	0	0	0	0.06749	0
Healthy	3.7866	0	0.91352	5.57851	0	0	0.08645	0.0643	0	0	3.27893	0	1.28291	0	0.62153	0	0.01888	0.05457	0	0
Healthy	16.5615	37.6395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00551	0	0
Healthy	26.4823	0	0.16829	0	0	0	0	0	0	0	2.07379	0	1.56196	3.75963	0	0	0	0	0	0
Healthy	2.79839	0	7.09473	0	0	0	0.03475	0	0	0	11.1663	0	0.81897	0	0	0.18549	0	0	0	0
Healthy	4.0359	0	0.00262	0	0	2.54112	0.72315	0.00605	0	0	24.9612	0	2.0184	0	1.85105	0.85617	0	0.12766	0.03423	0
Healthy	7.02764	1.94388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.64714	0	0.61272	3.60354	0	1.28996	0	0	0	0	12.2619	0	0.13465	0	0	2.31858	0	0	0	0
Healthy	4.06394	0	0	0	13.129	0	0	0	0	0	1.11775	2.59163	0.86487	0	1.3284	0	0.2633	0	0.00596	0
Healthy	3.36887	0	28.4489	0	0	0	0	0	0.02693	0	8.05542	4.31984	0.61135	0	1.00955	4.55147	0.2314	0.07331	0.20211	0.02693
Healthy	0.78112	0	2.29358	0.29334	0	2.76435	0	2.91219	0.00499	0.00526	4.18955	0	0.07677	0	1.68487	3.06006	0	0.11599	0	0.00499
Healthy	3.82684	0	0	0	0	0.00045	0	0	0.00086	0	3.20353	0	2.9307	1.41351	0.26393	0	0.1453	0.08511	0	0.00086
Healthy	0.54416	0	0	0	0	0	0	0	0	0	0.45988	0	0	0	0	0.70258	0	0	0	0
Healthy	13.9693	3.42197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.04891	0	0	0	0	0	0	0	0	0	12.3222	0	0.5502	5.94909	0.95521	0	0	0.20262	0	0
Healthy	0.88195	0	18.0556	0	0	10.6702	0	0	0.0314	0.01629	16.7744	0	0.21167	0	0	0	0	0.03198	0.53767	0.0314
Healthy	2.70049	0.11075	1.14715	4.68931	0	1.82329	0	0	0	0	4.40419	0	0.27291	0.05841	0	0	0.39214	0	0	0
Healthy	3.368	0	1.26305	0	0	0	0	0	0	0	3.32943	0	1.47697	0	0	0.04639	0	0	0	0
Healthy	4.19247	0	4.05285	0	0	0	0	0	0	0	0	0	4.86562	0.60642	0	0	0.02321	0	0	0
Healthy	0.33773	0	0	0	0	0	0.41891	0.09202	0.01365	0	27.8667	0	7.1926	0.59765	0	0	0.35403	0.06788	0	0.01365
Healthy	6.64619	0	2.97852	0.19725	2.5231	2.6247	0	0.11764	0.03973	0	7.43153	0	3.64976	0	0.86242	2.65131	0.58594	0.05082	0	0.03973
Healthy	1.65814	0.26595	0	0	0	0.06635	0	0	0	0	0.22698	0	0.22118	0	0	0	0	0.00402	0.12305	0
Healthy	0.3964	0	0	0.34041	0	0	0	0	0	0	0.44381	0	0.12953	0.03331	0.29838	0	0	0	0	0
Healthy	3.46	0	1.08017	0	0	0	0	0	0	0	3.302	0	1.60507	0	0	0.10365	0.01204	0	0.02375	0
Healthy	2.26209	0	0	0	0	0	0	0.15218	0.22875	0.27868	5.69826	8.06663	0.56006	0	2.53532	4.55758	0	0.39471	0.217	0.22875
Healthy	0.76078	43.7728	0.15223	0.93545	1.53177	2.21709	0	0.00834	0.00887	0	0.81075	10.2359	0.08345	0.90545	0.74879	0	0.04423	0.03652	0	0.00887
Healthy	1.85603	48.8652	3.25413	0	0	4.42908	0	0.64216	0.00965	0	1.28855	1.78082	0.09648	1.51926	2.12338	0	0	0.04243	0	0.00965
Healthy	4.40718	0.24672	0.13095	0	2.63081	0	0	0.09756	0.00804	0	6.96245	0.07772	0	0	0	0	0	0.01318	0.02403	0.00804
Healthy	4.18148	0	0.02685	0	0	0	0	0.04137	0.13357	0	4.53904	0	2.22915	1.90855	1.51454	4.32408	0	0.08351	0.0748	0.13357
Healthy	0	0	0	0	0	0	0	0.05284	0.00469	0	0	0	0	0	0	0	0	0	0	0.00469
Healthy	6.00909	0	0.41557	0	0	0	0	0	0	0	0.72596	0	0.69177	0.35157	0	0	0	0	0	0
Healthy	4.59389	0	19.3022	0	0	7.04212	0	0	0	0	11.5233	4.77503	0.80325	5.90316	1.00833	0	0.03826	0.03627	0.04503	0
Healthy	4.47197	0	3.18753	0	19.8408	0	0	0	0.03139	0	0.6297	0	2.44879	0.20294	2.84104	1.51223	0	0.04109	0.00215	0.03139
Healthy	1.24839	0.01992	0	0	0	0	0.1283	0	0	0	2.34096	0	0	0	0	3.29932	0	0	0.13331	0
Healthy	4.20721	0	0	6.87978	0	0	0	0	0	0	11.0548	0.97369	1.31544	0	0	0	0	0	0	0
Healthy	2.27898	0	0.00553	6.55398	0	0	1.89116	0	0	0.01107	2.05907	11.1482	0	0	0	0	0	0	0.04844	0
Healthy	1.02062	0	1.61866	0	0	2.13982	0	0.01935	0	0	14.3876	0	0	0	0	0	0	0	0	0
Healthy	7.96359	0	0	0	0	0	0	0	0	0	1.35085	0	0.07358	0	0	0	0	0	0	0
Healthy	3.38914	0	1.11682	0	0	0	0	0	0	0	3.30735	0	1.53959	0	0	0.10201	0.00356	0	0.03274	0
Healthy	7.34815	0	0	0	0	5.33358	0	0.02482	0	0.05064	12.7513	0	0.81235	0	0.21204	0	0.11386	0.06132	0.05912	0
Healthy	1.71916	0	0	0	0	0	0	0	0.00721	0	16.1766	0	2.53404	0.64818	1.37639	2.37526	0.03162	0.01298	0.00428	0.00721
Healthy	3.57882	0	0	0	0	2.52314	0.64722	0.00636	0	0	25.28	0	1.83614	0	1.9852	0.82457	0	0.08807	0.01829	0
Healthy	3.74896	0	2.18149	22.9571	0	19.9246	0	0.00953	0	0	2.29347	0	0.26039	0.81071	0.63445	0	0	0.048	0.01707	0
Healthy	1.34125	0	0.00043	0	0	0	0.70083	0.25699	1.03229	0.09558	23.1528	0	0	0	0	0.59797	0	0.22117	0	1.03229
Healthy	2.4505	0	0	7.45251	0	0	0	0	0	0	9.80891	0.64899	2.58684	0	1.43904	0	0	0	0.08213	0
Healthy	8.77666	0.0215	0.00202	1.67309	20.5824	0	0.26007	0.09084	0.50028	0.0868	3.97195	0	0	0	1.28394	0	0.20852	0.01154	0	0.50028
Healthy	0.00229	0	0.01752	0	0	0	0	0	0	0	0.01514	0.00759	0	0.0013	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	19.5679	0	0	0	0	0	0	0	0	0
Healthy	0.18091	0	0	0	0	0	0	0	0	0	0	1.76947	0	0	0	0	0	0	0	0
Healthy	14.8059	0	0	0	0	0	7.81441	0.15248	0.10424	0	2.13222	0.043	0	0	0	0	0	0	0.05476	0.10424
Healthy	1.3428	0	0.43497	0	0	3.80759	0	0	0	0	3.22706	0	2.83436	2.38675	0	0	0	0	0	0
Healthy	7.31153	0.01418	0	0	0	0	0.5526	0.00305	0.21827	0.00281	8.46049	0	0.02673	0	0	7.96161	0.00346	0.19251	0.00555	0.21827
Healthy	7.41557	0	0	0	0	0.65195	0.00103	0.00041	0	0	1.05511	0	2.88767	1.07346	1.7614	0	0.30454	0.05678	0.05055	0
Healthy	1.00916	0.33275	0	0	0	1.42516	0	0	0	0	11.3947	0	6.02406	0	1.16115	0	0	0.01683	0.01495	0
Healthy	1.01892	0	0	0	0	0	0	0.12858	0	0	19.2985	2.88884	0.9129	0	0	0	0.06472	0	0.10547	0
Healthy	3.26264	0	3.12682	0	0	3.98122	1.2693	2.71147	0.14198	0	5.8926	0	0.2078	0.39744	0	0	0	0.11112	0	0.14198
Healthy	3.17657	6.81845	0.28492	0	0	0.51623	0	0	0.06638	0	4.96705	0	1.5784	0	0	2.01	0.00472	0.53937	0.00765	0.06638
Healthy	3.26274	0	17.8827	0	0	0	0	0	0	0	3.28122	7.65865	1.83426	0	1.28037	0	0.046	0.0704	0.16598	0
Healthy	14.8954	8.67042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.95921	0	0	0	0	3.85837	0.49539	0	0.06864	0	26.2876	0	2.88286	0	0.68474	0.64563	0	0.10115	0.00803	0.06864
Healthy	0.16086	24.9152	0	0	0	0	0	0	0	0	0.0181	0	0	0	0	0	0	0	0	0
Healthy	3.17093	19.5973	1.30293	0	0	0	0.10382	0	0	0	9.83517	0	0.54745	5.33586	0	0	0	0	0	0
Healthy	4.47128	0	0	0	0	28.4112	0	0	0	0	12.1364	0	0.92964	0	0	0	0.09334	0	0.04009	0
Healthy	4.23012	0	0	0	0	0	0	0.12339	0.57325	0.02437	12.847	8.10322	0	0	0	0	0	0.07234	0.03171	0.57325
Healthy	1.75266	39.8551	1.85834	0	0	3.52379	0	0	0	0	4.44295	0	3.65693	0	0.90243	0	1.33927	0.12169	0	0
Healthy	1.38263	0	0	0	0	0	0	0.0724	0	0	0	0	0	0	0	0	0	0.00992	0	0
Healthy	17.462	6.34823	0	0	0	0	0	0	0	0	0.25613	12.7834	0.38205	0	0	0	0	0	0	0
Healthy	0.79546	0	0.86184	0	0	0.66465	0	0	0.01446	0	7.04334	0.61383	0.64799	0	0	0	0.37427	0.1817	0	0.01446
Healthy	0.54227	0	0	0	0	0.00024	0	0	0.06566	0.01273	0	6.78965	0	0	0	0	0.1008	0.03714	0.00256	0.06566
Healthy	1.93983	0	0	0	0	0	0	1.67027	0	0	27.215	6.13294	1.44245	0	0.5584	0	0.15965	0.05484	0.13784	0
Healthy	2.43657	0	0.00175	0	0	1.23491	1.19053	0.03506	0.00535	0	17.7118	0	3.88356	0	0.9252	0.07454	0	0.13552	0.10726	0.00535
Healthy	3.44547	0	4.54684	0	0	5.886	0	0.03087	0	0	1.16926	0.12829	0.14699	2.86695	0	0	0	0	0	0
Healthy	8.32142	0	8.6263	0	0	0	0	0	0	0	0.61396	0	1.34259	0	0	0.00906	0.01852	0	0.0074	0
Healthy	3.79835	21.114	0	0	0	0.10978	0	0	0	0	0.22539	0	0.92163	0.17185	1.19458	0	0.00576	0.00451	0.00699	0
Healthy	2.39296	0	0	0	0	0.57	0	0	1.32435	0.03353	8.63071	0	0.05972	0.12276	1.31954	0.41595	0.19047	0.07429	0.14393	1.32435
Healthy	10.5711	13.9612	0.00128	0.44735	1.50939	0	0	0	0	0	0.87478	0	1.39838	0.74925	0.49307	0	0.08032	0.01927	0.01793	0
Healthy	33.4338	0	0	0	0	0	0	0	0.11484	0.00507	30.3482	1.39957	0	4.99337	0	0	0	0	0.02427	0.11484
Healthy	9.45053	0	0	0	0	0	0	0.39225	0	0	9.95883	5.45916	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.75861	0	0	0	0	0	0	0	0
Healthy	5.67047	47.3312	0.00655	0	0.06728	1.34951	0	0	0	0	1.00468	0	0.17073	0.00188	1.05506	0.02265	0.01099	0.00385	0	0
Healthy	4.19962	39.1719	2.803	0	0	2.43298	0	0	0	0	0.13439	0	0.01175	0.40594	0.6317	0	0	0	0.00299	0
Healthy	7.91107	0.09853	0	0	0	0	0.32302	0	0	0	0.71503	0	0	0	0.86491	2.64382	0	0.01738	0.05352	0
D001172	29.0151	0.08129	0.02542	8.20735	0.03965	0.01014	0	0.04812	0.0178	0	0.84374	0	0.11393	0	0	0.00055	0	0	0	0.0178
Healthy	6.86963	0	1.98668	13.8686	0	2.92954	0	0.02965	0	0	9.67671	0.00139	0.64646	0	0.96066	0	0	0.0138	0	0
Healthy	3.71198	0	0	2.87221	0	0	0	0	0	0	8.73948	5.64447	0.68035	0	0	0	0	0	0.06174	0
Healthy	7.54477	0	0	0	0	0	0	0	0	0	23.5327	0	0.38047	0.35661	0	1.41471	0.02636	0.04047	0.26009	0
Healthy	1.87676	0.14091	0.01347	0	0	2.51127	0	0.00432	0.00234	0	0.27778	0	0.75467	0.86197	1.32806	0	0.18158	0.03715	0.00135	0.00234
Healthy	0.39224	64.5871	0.96826	0	0.28519	2.53942	0	0	0	0	0.41588	0	0.03113	0	0	0	0	0	0	0
Healthy	1.62533	2.41538	0	0	0	0.45498	0	0	0	0	4.54405	0	2.98078	0	0.95603	0	0	0	0.03783	0
Healthy	5.2136	0	0	0	0	0	0.85468	0	0	0	12.1662	0	1.59306	5.85919	0	0	0	0.01742	0	0
Healthy	6.88421	0.4199	0	0	0.22132	5.14952	0	0.0099	0	0.01354	2.23618	0	0.40037	0	2.30185	0	0.2159	0.01389	0	0
Healthy	0.1088	0.00052	0.12232	0	0	0	0	0.02581	0.01279	0.08174	0.22928	0	0.04155	0	0	0	0	0.27065	0	0.01279
Healthy	0	0	0	0	0	0	0	0.09393	0.06004	0	1.93595	0.67405	0	0	0	0	0	0.18475	0.02623	0.06004
Healthy	1.65953	0	0	0	0	0	0	0	0	0	16.0655	0	2.66977	0.60481	1.29765	2.45394	0.03545	0.01313	0.01684	0
Healthy	11.4898	0	0	0	0	0	0	12.8392	0.12	0.01296	4.00796	0	0	0	0	0	0	0.02989	0	0.12
Healthy	4.41891	0	0	0	0	0	0	0	0	0	43.7105	0	0	0	0	0	0	0.09147	0	0
Healthy	2.04728	1.05486	0	0	0	1.70503	0	0	0	0	2.73321	0	0.94613	0	0	0	0	0	0	0
Healthy	7.0697	0	0	0	24.0379	0	0	0	0	0	4.6852	0.33659	0.37118	0	0	0	0.00849	0	0.00319	0
Healthy	1.41439	0	0	0	0	0	0	0	0	0	0	4.70232	0.04891	0	2.24636	0	0.03164	0	0.00148	0
Healthy	1.27455	0	0	0	0	0	0	0	0	0	4.10746	33.3458	0	0	0	0.02766	0	0	0	0
Healthy	7.35373	0	0.00162	0	0	3.21919	0.01886	0.00724	0.01626	0.00368	30.8822	0	1.13537	0	0.43169	0	0.16055	0.03926	0.02092	0.01626
Healthy	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.98266	56.9411	0.51859	0.45991	0	0.06919	0	0	0	0	0.34951	0	0.10073	0	0	0	0	0	0	0
Healthy	3.09326	0	37.5998	0	0	0	0	0	0	0	27.0277	0.88788	0	0	0	0	0	0.04955	0.0663	0
Healthy	3.94291	0	0	0	0	3.51669	0	0	0	0	9.3421	7.8661	0.12197	0	1.34345	0	0.02673	0.00501	0.00395	0
Healthy	1.34726	27.7216	2.79639	0	0	1.62958	0	0	0	0	7.26106	0	4.50382	3.22159	2.37593	0	2.00687	0.0821	0	0
Healthy	3.5326	0	0.00742	0	0	5.53914	0.20888	0.01265	0	0.00096	11.8355	0.56439	2.36704	0	1.61183	1.0004	0	0.01692	0	0
Healthy	2.02595	0	0	0	0	0	0	0	0	0	0.99868	0	0	0	0	0	0	0	0	0
D001172	11.2992	52.0381	0.12621	0.31358	0	0	1.00033	0.01607	0	0	0.31509	0	0	0	0	0	0	0	0.00677	0
Healthy	0.00081	0	0	0.00155	0	0	0	2.20216	0.01011	0.42963	0.00278	0	0	0	0	0	0	0.00127	0	0.01011
Healthy	0.00717	0.00189	0	0	0	0	0.00038	0.00258	1.09077	0	0.00101	0	0	9e-05	0	0	0	0	0	1.09077
Healthy	0.80257	0	0	0	0	0.6014	0	0	0	0	3.62711	0	1.76221	0	0	0	0	0	0.0696	0
Healthy	0	0	0.00329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.48679	0	0	0	0	0	0	0.00941	0.15393	0	11.2603	3.35751	0	0	0	0	0	0.01697	0.10605	0.15393
Healthy	0.09712	0	9.13048	0	0	0	0	0	0	0	7.96869	3.74943	0.02563	0.01868	1.95587	3.45003	0	0	0.00248	0
Healthy	1.18567	0	0	0	0	0	0	0.04352	0	0	0.83605	0	0.21452	0	1.48754	0	0.01783	0.02937	0.06265	0
Healthy	1.41366	0	1.51717	0	0	3.53378	0	0	0.00639	0	1.36054	5.50182	4.50045	0	0.70662	0	0.62123	0.30844	0.01269	0.00639
Healthy	6.59747	28.5028	0	0	1.17145	0	0	0	0	0.00268	3.7598	11.6699	0.26189	0.50571	0.53444	0.48805	0.33213	0.08197	0	0
Healthy	2.25483	0	1.47108	0	0	0.68699	0	0	0.08052	0	10.4127	3.08845	1.01325	0	0.51526	0	0.19485	0.11542	0.0514	0.08052
Healthy	5.92255	0	6.1471	0	0	0	0	0	0	0	1.10491	0	1.10949	0	0.66888	0	0.02109	0.01122	0.04211	0
Healthy	3.26552	4.60795	1.97601	0	0	0	0	0	0	0	10.0318	0	0.67794	2.08788	0	0	0.13108	0	0	0
Healthy	11.5224	11.9298	0	0.00038	0.01023	0	0	0.06189	0.09813	0.08181	1.08451	0	1.85778	0	1.04078	0.05065	0.41314	0	0	0.09813
Healthy	13.0602	0	0.07293	0	0.76133	11.9014	0	0.0115	0.02501	0	14.6459	1.78806	0.30776	3.99546	1.04516	0	0	0.05479	0.00134	0.02501
Healthy	0	0	0	0	0.01616	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.43355	28.8483	2.96182	0	0	1.61261	0	0	0	0	7.23482	0	4.43043	3.33516	2.36856	0	1.93298	0.09659	0	0
Healthy	3.23646	0	0	0.01058	0	0	0	0	0	0	1.2191	0	0.13267	0	0.37066	0	0	0	0.00249	0
Healthy	1.44172	0	0	0	0	0	0	1.91629	0	0	8.04336	0	0	0	0	0	0	0	0	0
Healthy	0.95934	0	0	0	0	0	0	0	0	0	0	2.63906	0	1.72608	0	0	0	0.003	0	0
Healthy	1.46929	0	25.727	0	0	0	0	0	0	0.00129	3.33147	0	1.82508	0	0	5.44719	0.33365	0.003	0	0
Healthy	1.57438	0	0	0	0	0	0	0.15168	0	0	18.3073	3.1302	1.56165	0	0.55579	0	0.21039	0.01491	0.27294	0
Healthy	1.36158	28.768	2.84785	0	0	1.66283	0	0	0	0	7.39043	0	4.17369	3.17425	2.42595	0	1.93476	0.07589	0	0
Healthy	0.56909	0.0459	0.0063	0.00563	0.00292	0.00859	0.18873	0.28722	0.28687	0.06584	12.8546	0	0	0	0	0	0	0	0.00139	0.28687
Healthy	4.73852	0	3.74725	0	0	6.98648	1.25878	0.05876	0	0	1.37521	0	0.46255	0.0301	1.29256	0	0.03739	0.00108	0.71365	0
Healthy	3.49684	0	20.3003	0	0	8.44734	0	0	0	0	14.0364	4.52365	0.80441	0	0	0	0	0.07072	1.2262	0
Healthy	2.00167	0.61172	0.67847	0	0	0	0.00656	0.65605	0	0	0.51508	2.19395	0.23868	0	0	0.35369	0	0	0.15351	0
Healthy	5.08236	0	3.09019	0	20.1914	0	0	0	0.02841	0	0.51917	0	2.78098	0.19715	2.82084	1.48648	0	0.05477	0.01254	0.02841
Healthy	6.92244	6.71216	2.35496	0.15354	0.00973	0	0	0.01416	0.0032	0	2.94323	0	1.42966	0.966	2.27986	0	0.05573	0.04175	0	0.0032
D001172	4.95456	2.95633	11.7945	7.4915	16.6193	12.7433	0.04275	0.03474	0.00517	0	0.37129	0	0.8524	0	0.38747	0.20865	0.0117	0.00029	0.0233	0.00517
Healthy	2.47228	0.13988	0	0	0	6.42456	0	0	0	0	15.091	0	1.67653	0.2026	0	0	0	0	0	0
Healthy	3.64784	0	0	5.16621	0	0	2.75181	0	0	0	1.8595	13.8864	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.29535	0	0	0	0	0	0	0	0	0	29.3825	0	0.53937	4.28173	0.83959	0	0	0	0	0
Healthy	11.37	1.52037	0	0.327	0.97143	0	0	0	0	0	0.78799	0	0.69469	0.07852	0	0	0.09066	0.00285	0	0
Healthy	6.92127	0	0	0	23.8358	0	0	0	0	0	4.32729	0.37095	0.40962	0	0.88654	0	0.00159	0	0.02131	0
Healthy	0.00281	0.00216	0	0	0	0	0	0	0	0	1.84267	0	0	2.11858	0	0	0	0	0	0
Healthy	3.96248	0	0.00263	0	0	2.45297	0.69184	0.01773	0	0	24.3619	0	2.00988	0	1.92551	0.86328	0	0.11766	0.02559	0
Healthy	0.7771	7.61864	0	0	0	0.25104	0	0	0	0	1.88754	0	1.34716	0	0	0	0	0	0	0
Healthy	0.64758	0	0.6902	0	0	0	0	0	0.09169	0	0	0	0.3451	0	0	5.36407	0.26095	0.09506	0.33648	0.09169
Healthy	0.00415	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0
Healthy	2.68884	0	0	4.97145	0	3.24483	0	0.01289	0.05507	0.03449	4.79153	0	0.50398	0	1.14707	0	0.01607	0.02589	0.33276	0.05507
Healthy	10.7056	0	0	0	0	0.45435	0	0	0	0	14.586	0	0.21661	0.46773	0	0.00942	0.02543	0.06531	0	0
Healthy	2.47461	0	0	0	0	0	0	0	0.50134	0.0225	31.532	0	0.06457	0	0	0	0.04439	0.15516	0.10956	0.50134
Healthy	3.52931	0	20.5736	0	0	8.27613	0	0	0	0	13.9112	4.61335	0.81045	0	0	0	0	0.06992	1.34498	0
Healthy	7.36248	18.3875	0	1.54664	2.04908	0.22884	0	0	0	0	8.62887	0	2.29836	2.49682	0	0	0.2821	0.21853	0	0
Healthy	7.07609	0	4.93947	0	0	1.53444	0	0	0	0	1.58978	0	0.19758	0.22588	0.46447	0	0.01466	0.01087	0.00482	0
