group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Bifidobacterium_pseudocatenulatum	Ruminococcus_B_gnavus	Flavonifractor_sp000508885	Enterocloster_citroniae	Bacteroides_uniformis	Dialister_invisus	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0.50967	33.1072	0	0	9.11616	0	0	0	0	0	2.81194	0	0.07219	0	0	0	0.02595	0	0.25346	0
Healthy	2.13626	0	0	0	0	0	0	1.68189	0	0	27.3962	6.30271	1.55394	0	0	0	0.13634	0.05422	0.19767	0
Healthy	6.63595	0	0	0	0	0	0	0.09022	0.04607	0.01299	24.6567	0	0	0	0	0	0	0	0.17411	0.04607
Healthy	0	0	0	0	0	0	0	2.69923	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.28592	0	0	0	0	0	0	0.00665	0.1339	0.01122	10.5987	5.07885	0	5.86197	0	0	0	0	0.04242	0.1339
Healthy	0.04218	0.03605	0.07472	0.00772	0.00978	0.01083	2.79348	0.00084	0	0	0.0255	0	0	5.67678	0	0	0	0	0	0
Healthy	24.6591	0	2.87576	0	4.33903	3.92234	0	0	0	0	0.77553	0	0	0	0	0	0	0	0	0
Healthy	7.28957	0	1.61605	0	0	0	1.22565	0	0.18989	0	3.74137	0.80153	0	0	0	0	0	0.3154	0.37347	0.18989
Healthy	7.16892	0.0084	0	0	0	0	0	0.02697	0	0	0.00125	2.64985	0	0	0	0	0	0.04823	0	0
Healthy	16.0886	0	3.3162	0	0	0	0	0.09717	0	0	1.62159	1.99584	0	0	0	0	0	0	0	0
Healthy	2.59441	46.7432	0	0	0	0	0	0	0	0	2.81094	0	0	0	0	0	0	0	0	0
Healthy	7.91572	6.74233	0	1.30531	1.59059	0.48798	0	0	0	0	8.38231	0	6.42389	8.71964	1.80602	0	0.07651	1.53569	0.00222	0
Healthy	1.11059	0	0	0	0	0	0	2.17421	0	0.00577	0.4134	0	0.00042	0	0	0	0.00358	0.00225	0	0
Healthy	4.06832	10.3598	0	0	0.17438	0	0	0	0	0	0.49006	0	0.64181	0.07063	0.70656	0	0.01553	0	0	0
Healthy	1.13008	0	6.22055	0	0	5.17118	0	0	0.07836	0	21.3733	0.03571	0.81698	0	0.79541	0	0.32215	0.08815	0.0042	0.07836
Healthy	0.82616	0	1.01059	0	0	0.66787	0	0	0	0	6.9161	0.61502	0.57386	0	0	0	0.36706	0.15037	0	0
Healthy	10.0244	0	12.9052	0	0	0	0	0.13052	0.05252	0.01008	2.79996	4.75712	0	0	0	0	0	0.03494	0	0.05252
Healthy	3.17109	0	0.00107	0	0	0.7931	0.34653	0.00559	0.0113	0.00047	0.45443	0	0.94926	0	0.73131	0.00339	0.1481	0.01434	0.00766	0.0113
Healthy	3.60797	28.2668	0	0	0	0	0	0	0	0	0.21586	0	0	0	0	0	0	0	0	0
Healthy	2.28774	0	0	0	0	1.27103	1.10452	0.02023	0.011	0	17.9543	0	3.42511	0	0.97978	0.06704	0	0.1689	0.12171	0.011
Healthy	4.77443	0	19.6113	0	0	7.01125	0	0	0	0	10.7429	4.41165	0.73339	5.90799	1.07156	0	0.01498	0.02939	0.03345	0
Healthy	1.08933	0	0	0	0	0	0	0.10123	0	0	19.0317	2.76131	0.99288	0	0	0	0.12898	0	0.16545	0
Healthy	3.84259	0	0.01619	0	0	2.39481	0.6233	0	0	0	25.2099	0	1.79012	0	1.94002	0.91993	0	0.09268	0.01784	0
Healthy	3.94491	0	0	0	0	0	0	0	0	0	0.4214	0	0.72177	0.67731	2.21731	0.61272	0	0.03116	0	0
Healthy	0	0	0	0	0	0	0	0.00094	0	0	0.0089	0	0	0	0	0	0	0	0	0
Healthy	3.79106	0	2.38863	0	0	0	0	0	0.01664	0	0.0251	0	4.0637	4.97399	0.83263	0	0.0063	0.12834	0.20827	0.01664
Healthy	0.10248	0	2.89957	0	0	0	0	0	0.01527	0	4.90885	2.73148	1.13007	0	0	0	0	0.03855	0	0.01527
Healthy	0	0	0	0	0	0	0	0	0.25159	0	0.00012	0	0	0	0	0	0	0	0	0.25159
Healthy	8.67909	0	1.24736	0	0	0	0	0.0183	0.00912	0	1.04079	0.29548	0.76848	2.04022	0.83001	0.91323	0	0.33584	0.03738	0.00912
Healthy	4.33854	0	0	0	0	0	0	4.64962	0.26198	0	0	0	0	1.3721	0.56223	0	0	0	0	0.26198
Healthy	1.07413	0	17.8557	0	0	10.7648	0	0	0.039	0.02802	16.7682	0	0.21164	0	0	0	0	0.04228	0.58962	0.039
Healthy	0.74249	0	0	0	0	0	0	0	1.17769	0	0	0	0	0.11326	0.67172	0	0	0.07597	0	1.17769
Healthy	0.81966	0	0	0	0	0	0.07643	0	0.10917	0	0	15.1182	0	0.2638	0.79281	0	0	0.14464	0	0.10917
Healthy	0	0	7.07632	0	0	0	0	0.78475	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.3259	0	0	8.93761	0	0	0	0.05446	0	0	1.89102	4.95061	0	0	0.95963	0	0.0858	0.00595	0	0
Healthy	9.23643	0	1.65307	0	0	1.54572	6.12001	0.00977	0	0	3.23232	0	0.0684	1.36827	0.32005	0	0.05839	0.01239	0	0
Healthy	10.6545	0	0.00138	0	0	0.38557	0	0	0.00252	0	15.0078	0	0.2255	0.51581	0	0.00524	0.02574	0.08434	0	0.00252
Healthy	2.10815	40.4897	0.19055	0.47009	0	0	0	0	0	0	5.16003	0	0.3427	0.11734	0	0	0	0.10013	0	0
Healthy	2.37578	0	23.3182	0	0	0	0	0	0	0	2.60659	2.88164	1.68427	0	0.77438	0	0.02747	0.02179	0.23778	0
Healthy	13.095	57.1151	0.51853	1.44525	0.00602	0.1316	0.36889	0	0	0	0.48373	0	0.14572	0	0.21274	0	0	0	0.00643	0
Healthy	0.93393	0	0.00115	17.3552	0	11.3558	0	0.00185	0.01706	0	15.4968	0	3.13785	1.5313	0.14977	0	0.0285	0.10414	0	0.01706
Healthy	17.91	0	3.48591	4.26576	5.85582	3.14765	0.0216	0.0157	0.00382	0.03803	1.84648	0	0	0	0.67975	0.14581	0	0.00483	0	0.00382
Healthy	0.12429	6.31915	0	0	0	0	0	0	0	0	3.78019	0	0	0	0	0	0	0	0.04874	0
Healthy	8.70455	1.66779	0	0.34671	1.12953	0	0	0	0	0	0.93169	0	0.50679	0.06925	0.40922	0	0.09053	0.00755	0.0042	0
Healthy	5.24908	0	0	0	0	0	0.94427	0	0	0	12.9981	0	1.71962	6.04808	0	0	0	0.02429	0	0
Healthy	5.23795	0	0	0	2.8849	0	0	0	0	0	8.26389	0	3.17211	0.46186	0.7634	0	0	0.01974	0	0
Healthy	3.43767	0	0.03118	0	10.5946	4.12158	0.00623	0.09933	0	0	1.91421	0	0.15601	0	1.37501	0	0	0.05479	0	0
Healthy	2.62326	2.16791	0	0.11315	0	0	0	0	0	0	0.91294	0	0.20306	0	0	0.00993	0.08691	0	0	0
Healthy	3.32931	0	27.8129	0	11.1876	0	0	0.03979	0.39174	0	0.69338	0	1.05311	0.05695	0	0.08924	0	0.21066	0.27169	0.39174
Healthy	0.09492	0	2.86558	0	0	0	0	0	0.02061	0	4.8264	2.47905	1.01189	0	0	0	0	0.06605	0.0081	0.02061
Healthy	8.90022	0	0	0	0	0	0	0	0	0	10.7818	5.49084	0.34755	0	0	0.75954	0	0	0.00578	0
Healthy	12.0881	0	0	0	0	0	0	0	0	0	0.09203	2.68525	0.73417	0	0.45997	0	0.01598	0.01601	0.06759	0
Healthy	62.9997	0	3.61561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.43183	36.384	0.76321	0	0	2.09355	0	0	0	0	1.44569	0	2.32076	0.08058	1.11619	0.11472	0.04463	1.31228	0	0
Healthy	1.84929	40.479	2.02122	0	0	3.49499	0	0	0	0	4.67933	0	3.71119	0	0.87961	0	1.3879	0.13412	0	0
Healthy	1.81967	5.9487	0	0	0	2.89315	0	0.05469	0	0	6.42458	0	0.81703	0	0	0	0	0	0	0
Healthy	5.51072	0	0	1.74234	0	0	0	0	0	0	6.72043	0.19855	0.88663	0	0	0	0	0	0.0586	0
Healthy	4.15826	0	0	0	0	0	0	0.13167	0.51428	0.021	12.6996	7.9928	0	0	0	0	0	0.06347	0.02805	0.51428
Healthy	5.64548	0	0	7.99266	0	0	0	0	0	0	13.2974	0.8877	1.37473	0	0	0	0	0	0.00403	0
Healthy	0.17685	0	0	0	0	0	0	0.8993	0.03893	0.00235	0.71474	0	1.67671	0.02425	0.23793	0.50547	0.05701	0.07849	0	0.03893
Healthy	7.76044	0	0	0	25.1242	0	0	0	0	0	0.17221	0.36376	0.42305	0	0	0	0.03597	0.00819	0.01246	0
Healthy	6.71157	0	0	0	0	0	0	0.57964	0	0	15.5854	0	0.69285	1.77066	0	0	0.04649	0.03588	0	0
Healthy	5.37472	0	0	0	0	17.3947	0	0	0	0	8.13883	0	1.06743	0	0	0	0.26009	0.02712	0.1002	0
Healthy	14.0786	45.3128	0.22409	1.94013	1.53899	0.00095	0	0	0.00347	0.00471	0.13369	0	0.99554	0	0.37253	0.03611	0.12174	0.00561	0.31437	0.00347
Healthy	0	0	0	0	0	0	0	1.38875	0	0	0.68034	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.09952	0	0	0	1.08782	0	0	0	0	0	0	0.09952
Healthy	0.53665	56.7831	0.43226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.89542	2.20891	0	0.15306	0.01146	0	0	0	0	0	0.38669	0	0.33398	0.00142	0	0.02163	0.1023	0	0	0
Healthy	2.67302	2.96841	0	0	0	0.82445	0	0	0	0	3.64648	0	1.57928	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	27.9887	0.04332	0	0	0.05242	0	0	0	0	0	0	0	0.04332
Healthy	7.12036	0	0.00369	0	0	0	2.30344	1.08445	0	0.05262	12.9024	0.83648	0.00019	1.40404	0	0	0	0.01605	0	0
Healthy	0.65616	0	0.03163	0	0	0	0	0	0	0	14.8943	0	0.05838	0	0	0	0	0	0.02892	0
Healthy	8.95456	0	0	0	0	0	0.16174	16.5662	0	0	8.62807	0	0	1.28863	0	0	0	0	0	0
Healthy	0.85978	0	0	0	0	0	0	0.00592	0.08099	0.0104	17.9093	17.9764	0.72739	0	0	0	0.12002	0.07156	0.2694	0.08099
Healthy	10.0999	2.36699	0	1.30144	0.52942	0	0	0.00322	0	0	0.32932	0	0.32229	0.24799	0.54308	0	0.03073	0.00186	0	0
Healthy	1.0293	0	17.9122	0	0	10.6288	0	0	0.03535	0.01231	16.7378	0	0.19154	0	0	0	0	0.05511	0.53159	0.03535
Healthy	2.46552	0	1.41999	0	0	0.73884	0	0	0.10445	0	10.5373	2.97255	0.96341	0	0	0	0.18828	0.10329	0.01275	0.10445
Healthy	7.1406	0	0	0	0	0	0	0	0	0.01561	15.4335	0	0.71075	7.35104	1.19479	0	0	0.35929	0	0
Healthy	0.77987	7.32897	0	0	0	0.36726	0	0	0	0	1.35836	0	1.02652	0	0	0	0	0	0	0
Healthy	4.12553	0	0.05042	0	0	0	0	0.03953	0.10218	0	4.37867	0	2.13186	1.89798	1.45923	4.09162	0.00606	0.066	0.08778	0.10218
Healthy	8.27035	0.04001	0.0127	0	0	0	0	0.0303	0.00594	0.00869	2.95367	0	0.70518	0	0.85088	0.00469	0.1986	0.05845	0	0.00594
Healthy	4.67168	0	0	0.23082	0.76649	1.36123	0	0	0	0	1.84058	5.33404	0.06629	0.48374	0.79697	0	0	0	0	0
Healthy	3.23471	0.01029	0.89639	15.7326	6.10018	0	0	0.01567	0	0	5.1525	0	0.16107	0	0.82793	0	0	0.10997	0.09344	0
Healthy	0.71987	0	2.22179	7.30243	0	1.85912	0	0	0.05866	0	3.79497	12.9858	0.18205	0	0	0	0	0.01433	0.0234	0.05866
Healthy	13.8765	5.62645	1.05686	0	0	0	0	0	0	0	0.31265	0	0	0.08772	1.447	0	0.18705	0	0	0
Healthy	3.31512	0	0	0	0	0	0	0	0	0	3.84603	8.03066	0	0	0	0	0	0	0	0
Healthy	0.11471	0	2.80913	0	0	0	0	0	0.01393	0	4.90998	2.60171	1.02413	0	0	0	0	0.04433	0.00705	0.01393
Healthy	1.00712	0	0	0	0	0	0	0.27774	0.07393	0	0	1.32785	0	0	0	0	0	0.04548	0	0.07393
Healthy	1.48358	0	0.00719	2.99509	0	0	0.02301	0	0.00509	0	7.14812	0	1.91206	0	1.16139	1.57106	0.09326	0.12143	0	0.00509
Healthy	3.3535	36.9097	0.73478	0	0	1.96435	0	0	0	0	1.55725	0	2.1584	0.08423	1.07194	0.07352	0.01799	1.33726	0	0
Healthy	1.00157	0	0	0	0	0	0.0811	0	0.12439	0	0	15.7034	0	0.24725	0.79417	0	0	0.17523	0	0.12439
Healthy	4.08343	0	0.04095	0	0	0	0	0.01486	0.12936	0	4.39885	0	2.25432	1.85423	1.437	4.64174	0	0.10287	0.00461	0.12936
Healthy	2.17473	0	0	0	0.02947	0.70508	0.29483	0	0	0	16.2056	0	2.10738	0	0	0	0.11716	0.00872	0.03383	0
Healthy	0.51417	0	24.6129	0	0	0.00069	0	0.00802	0.03623	0.01853	3.04696	7.43943	0.32968	0.81636	0.54075	0	0	0.00983	0	0.03623
Healthy	16.6374	13.0904	1.08373	0	0.03225	3.03237	0	0	0.00771	0.01527	1.57502	5.94604	2.49724	2.51045	0.62491	0	1.35444	0.0514	0	0.00771
Healthy	0	0.02971	0	0	0	0	0	0.0005	0	0	7.81216	0	0	0	0	0	0	0	0	0
Healthy	1.67666	0	0	0	0	0	0	0.55343	0	0	24.553	5.89113	1.835	0	0.60288	0	0.2643	0.00889	0.11666	0
Healthy	0.91533	0	1.50813	0	0	1.35087	0	0	0	0	8.64741	0	1.22186	0.8243	1.2107	0	0.05728	0.47227	0	0
Healthy	2.37166	8.99717	0.19318	0	0	1.36556	0	0	0	0	3.2271	0	1.15782	0	0	0.4485	0.02104	0.91156	0	0
Healthy	0.82745	0	0	0	0	0	0	0.00856	0.08755	0.00955	17.7519	17.7048	0.77469	0	0	0	0.12613	0.06199	0.27735	0.08755
Healthy	3.30743	16.1089	0.01236	0	0	0	0	0	0	0	4.63722	0	0.10148	0	1.44036	0	0.00065	0.08893	0.00491	0
Healthy	9.70149	0	0	0	0	0.57855	0	0	0	0	2.32854	5.0839	0	0	0	0	0	0	0	0
Healthy	0.23802	29.5744	0	0	0	0	0	0	0	0	0.1535	0	0	0	0	0	0	0	0	0
Healthy	0.23419	0	0	0	0	0	0	0.00619	0.01107	0.07602	0	0	0	0	0	0	0	0.0586	0	0.01107
Healthy	1.4141	0	0	0	0	5.86584	0.00857	0.0593	0	0	23.7456	0.01411	1.14853	0.17416	0	3.54851	0.01592	0.04979	0	0
Healthy	1.45529	68.4668	0	0	0	0	0	0	0.08548	0	1.22766	0	0	0	0	0	0	0	0	0.08548
Healthy	1.5178	68.194	0	0	0	0	0	0	0.05289	0	1.31479	0	0	0	0	0	0	0	0	0.05289
Healthy	11.1457	0	0.05543	0	2.65692	8.05185	0	0.01544	0.01783	0	6.26392	1.21706	0.6863	2.53084	0.92049	0	0	0.05078	0.01433	0.01783
Healthy	1.85778	0	0	0	0	0	0	0.00798	0.06052	0	32.8853	6.14885	0.86817	0	0.99343	0	0.03341	0.07021	0.25053	0.06052
Healthy	16.0843	12.9126	1.03607	0	0	2.94866	0	0	0.00507	0.02133	1.61893	6.95298	2.40613	2.40783	0.62098	0	1.46912	0.04425	0	0.00507
Healthy	3.18303	0	0	0	0	1.95612	0.30116	0	0	0	23.0079	0	1.84023	0	0	0.50854	0	0	0.07875	0
Healthy	31.1106	0	0	0	0	0	0	0.00425	0.2382	0	12.0879	0.62783	0	2.08642	0	0	0	0	0.01751	0.2382
Healthy	1.97659	0	0	0	0	0	0	0.00675	1.79298	0	26.3007	6.20098	1.52212	0	0	0	0.16418	0.04287	0.16176	1.79298
Healthy	30.1281	0	0	0	0	0	0	0	0	0	1.18071	0.00341	0	0	0	0	0	0.01731	0.27122	0
Healthy	6.48628	17.7961	0	0	0	0	0	0	0	0	4.34698	0	1.18514	0.10037	1.10444	0	0	0.00129	0	0
Healthy	2.52296	0	0	0	0	0	0	0	0.46982	0.02189	31.8233	0	0.06577	0	0	0	0.01364	0.18094	0.10489	0.46982
Healthy	0.55691	0	0.71618	0	0	0	0	0	0.12848	0	0	0	0.36488	0	0	5.06393	0.26641	0.09392	0.34626	0.12848
Healthy	7.30624	0	0	0	0	0	0	0	0	0	3.98874	5.62249	0	0	0	0	0	0	0	0
Healthy	8.09578	0	0	0	0	0	0	0.00085	0.03395	0	6.43813	2.65842	0	6.00826	1.43405	0	0.05826	0.01464	0	0.03395
Healthy	3.13912	0	0	0.42546	0	0	0	0	0	0	0.93616	0	1.54262	0.61269	0.39279	0.00078	0.01816	0.07061	0.00946	0
Healthy	4.21366	0	7.27125	0	0	0	0.11554	0	0	0	11.1385	0	0.8739	0	1.07452	0.21777	0.00472	0	0	0
Healthy	5.37303	0	0	0	0	0	0	0	0	0	3.37527	0	0.52331	2.67588	0.9458	0	0.0683	0.13532	0.0164	0
Healthy	1.98386	0	0	0	0	0	0	0	0	0	0.82197	0	0.06158	0	0	0	0	0	0	0
Healthy	10.2684	0	0	0	0	1.34618	0	0	0	0	7.54894	0	0.15618	0	0	0	0	0	0	0
Healthy	0.39654	0	0	0	0	0	3.567	6.73804	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.51338	0	0	0	0	0	0	0.01052	0.13553	0	11.2274	3.22468	0	0	0	0	0	0.02935	0.11036	0.13553
Healthy	1.37565	0	0	0	0	0	0	0.05485	0	0	0	0	0	0	0	0	0	0.01016	0	0
Healthy	22.7591	0	0	0	0	0	0	0.03057	0.00188	0.00389	4.43025	0	0.57108	0	0	0	0	0.02984	0.00056	0.00188
Healthy	11.3041	0	0	0	0	0	0	0.48245	0	0	30.3689	0	0	3.09391	0	1.60913	0	0	0	0
Healthy	0.00433	0	10.2882	0	0	0	0	0.0105	0	0	0.1714	0	0	0	0	0.00174	0	0	0	0
Healthy	0.41983	0	35.6163	0	0	0	0	0.0042	0.07388	0	13.5147	9.17277	0.7178	0	0	0	0	0.11487	0.01179	0.07388
Healthy	1.47091	0	0	0	0	0	0	0.13387	0	0	18.5072	3.30805	1.66929	0	0.5768	0	0.1928	0.01452	0.23517	0
Healthy	2.87864	2.12059	0	2.14077	0.99546	0	0	0	0	0	8.44377	0	2.60049	0	0	0	0	0	0	0
Healthy	7.02649	6.79792	0	0	0	0.15159	0	0	0	0	1.65333	0	0.37331	0	0	0	0	0	0.06954	0
Healthy	9.14198	0	0	0	0	0	7.63165	0.28153	0	0.62007	1.4706	0	0	0	0	0.10818	0	0.13394	3.38681	0
Healthy	1.23252	0	0	3.26995	0	0	0	0	0	0	1.31026	0	0.00185	0	0	0.08859	0	0.04376	0	0
Healthy	0.36953	0	0.02488	0	0	0	0	0	0	0	5.35842	0	0.11892	0	0	0	0	0	0	0
Healthy	1.44314	27.3794	2.87328	0	0	1.54109	0	0	0	0	7.51717	0	4.13013	2.99685	2.40498	0	1.94449	0.09056	0	0
Healthy	0.66465	0	0.03586	0.06923	2.77506	1.64142	0	0	0	0	4.90994	0	0.09746	0.03129	0.43982	0	0	0	0.00138	0
Healthy	0.98924	0	0.2042	0	0.01936	2.26252	0	0	0	0	6.94349	5.94358	0.08005	0.02202	0.46993	0	0	0	0.03504	0
Healthy	2.26704	0.89633	0.18752	0	0	0.02371	0	0.07785	0.56007	0	9.18701	0.68734	0	0.00742	0.47722	2.17309	0.07652	0.13253	0.01464	0.56007
Healthy	0.10161	0	0	0	0	0	0	0.27628	0.00677	0	10.632	10.166	0	0	0	0	0	0	0	0.00677
Healthy	2.09258	0	0	1.19418	0	2.05128	0	0	0	0	6.15723	0	0	0	0	0	0	0	0.37923	0
Healthy	14.5544	0	0	0	0	0.00055	0	0.00977	0	0	2.3252	0.21393	0	0	0	0	0	0.00013	0	0
Healthy	3.62385	0	2.65863	0	0	0	0	0	0.02152	0	0.04629	0	3.45089	2.66851	0.862	0	0.08625	0.21231	0.40076	0.02152
Healthy	6.69399	0	0	0	0	0	0.00829	0.02066	0.00335	0.03897	7.44974	0	3.79424	0	1.2285	0	0.41728	0.0082	0	0.00335
Healthy	1.26438	28.6153	2.81101	0	0	1.63772	0	0	0	0	7.679	0	4.23558	3.02483	2.38838	0	2.11754	0.08223	0	0
Healthy	3.73984	0	0	1.15864	0	0	0	0	0	0	6.00473	3.06014	0.41168	0	0	0	0	0	0.08042	0
Healthy	1.72603	0	0	0	0	0	0	0	0	0	7.89914	0	2.84626	0.73209	1.44785	2.70831	0.02694	0.00971	0.01241	0
Healthy	0.00412	0	0	0	0	0	0	0.00143	0	0	0.00014	0	0	0	0	0	0	0	0	0
Healthy	9.43876	21.8334	0.19882	0	0	1.27234	0	0	0	0	0.55906	0	0.07732	0.00726	0.12029	0	0.00668	0.00501	0	0
Healthy	3.42137	37.0762	0.78242	0	0	2.05116	0	0	0	0	1.45175	0	2.15536	0.08993	0.99503	0.09364	0.02943	1.28496	0	0
Healthy	7.64183	0	4.77427	0	0	0	0.18531	0.27636	0	0.00043	4.18926	0	0.51074	0.20459	0.5255	3.38853	0.00079	0.01016	0	0
Healthy	1.79982	1.50653	1.54385	0	0	0	0	0	0	0	8.7741	0	1.14588	1.06858	0	0	0.19691	0	0	0
Healthy	44.3123	0	0	0	0	0	0	0	0	0	4.07815	0	0	0	0	0	0	0	0	0
Healthy	1.5275	0	0	0	0	0	0	0	0	0	8.75163	0.80969	0.13949	0	0	3.4601	0	0	0.04987	0
Healthy	2.14883	0	0	0	0	0	0	0.09547	0.00109	0	0.06284	0	1.88532	0	2.12176	0	0	0.00904	0.33156	0.00109
Healthy	1.01113	0	0	0	0	0	0	0.02965	0	0	30.4798	0	0.0953	0.80756	0	0	0	0.02919	0	0
D001172	2.90819	0.08901	0.02156	24.4631	0.04652	0.00897	1.32587	0.00275	0.06395	0.00725	0.01884	0	0.00372	0	0	0	0	0	0.00205	0.06395
Healthy	0.02283	0.00149	0	0	0	0	0.14851	0.22888	0	0	0.00086	0	0	0	0	0	0	0.07623	0	0
Healthy	5.06867	0	14.1167	0	15.8139	0	0	0.08189	0.08555	0	1.96079	0	2.06868	0.06265	1.15652	0.70217	0	0.09156	0.00305	0.08555
Healthy	3.47851	0	0	0	0	0	0	0	0	0	6.62871	0	0.47302	2.51316	0.3064	1.04211	0.01224	0.21027	0.00088	0
Healthy	3.78617	0	3.43418	0	0	0	0	0	0.01002	0	0.04291	0	4.36611	0.94488	0.93643	0	0.26179	0.15662	0.12849	0.01002
Healthy	0.82079	0	0	0	0	0	0	0.00957	0.00194	0	8.4556	0	0.55483	0.02936	0.39453	0.17553	0.11803	0.02093	0.00271	0.00194
Healthy	0.46508	0	0	0	0	0	0	0.00801	0.11087	0	11.2962	3.56415	0	0	0	0	0	0.02071	0.11966	0.11087
Healthy	0	0	0	0	0	0	0	0.02072	0.43692	0.18014	25.5043	0	0	0	0	0	0	0.01883	0.07877	0.43692
Healthy	4.43563	0	0.03032	0	0	0	0	0	0.05089	0	2.37081	0.35415	2.63969	1.38673	2.24413	3.88543	0.02118	0.11583	0.00641	0.05089
Healthy	0.4021	0	0.00793	0	0	0	0	0.00157	0.00033	0.00865	3.3072	2.02896	1.8362	0	1.47832	10.9763	0	0.02892	0.01428	0.00033
Healthy	5.02693	0	0	0	0	0	0	0	0	0	15.2849	0	0.70549	7.93719	1.3813	0	0	0	0	0
Healthy	1.65404	0	0	0	0	0	0	0	0	0	16.2921	0	2.65363	0.69352	1.43627	2.5038	0.02461	0.00901	0.00873	0
Healthy	6.05802	5.61313	0.96243	0	0	0	0	0	0	0	0.20652	0	0.73053	0.85812	0	0	0.89575	0.05635	0.00842	0
Healthy	1.00913	0	0	1.11503	0	0	0	0	0	0	17.6564	6.8698	5.41589	0	0	0	0	0	0.07799	0
Healthy	0	0	0.19213	0	0	0	0	0	0	0	0	0	0	0.18778	0	0	0	0	0	0
Healthy	1.00071	26.4025	0	0	0	7.26919	0	0.037	0	0	5.18718	0	0.05844	0	1.30351	0	0.04706	0.00715	0.08336	0
Healthy	1.04782	59.3669	0	0	0	3.93219	0	0	0	0.01552	2.28024	0	0.00481	0	0	0	0.00501	0.0052	0.00387	0
Healthy	13.6637	0	1.58346	0	0	1.04943	7.96084	0	0	0	6.65653	0	0	1.38138	0	0	0	0	0	0
Healthy	3.19307	64.6746	0.65139	0	0	0	0	0	0	0	0.7642	0	0	0	0	0	0	0	0	0
Healthy	1.91772	38.8528	2.45793	0.00648	0	0	0	0.00647	0.02698	0.00708	0.96315	0	0.01281	0	0.71665	0	0.0831	0.03184	0.01037	0.02698
Healthy	7.34323	19.2902	0	0	0	11.6161	0	0	0	0	7.84088	0	1.40719	0.56976	0.71395	0	0	0	0	0
Healthy	14.0947	0	1.2572	0	0	0.95363	7.63792	0	0	0	6.01299	0	0	1.5059	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.02249	0.34859	0.16581	25.0709	0	0	0	0	0	0	0.0395	0.06262	0.34859
Healthy	0	0.00591	0	0	0	0	0	0	0.07119	0	0	0	0	0	0	0	0	0.01135	0	0.07119
Healthy	8.61248	3.29118	0	0.49769	0.63962	0.2185	0	0	0	0	5.85824	0	6.43839	4.87671	0	0	0	1.3811	0.03292	0
Healthy	0.77794	0	0	0	0	4.79263	0	0	0	0	10.9317	6.64189	0	0	1.15119	0	0	0	0	0
Healthy	2.81367	0	0	0	0	0	3.37878	0.3979	0	0	0.74658	0	0	0	0	0	0	0	0	0
Healthy	11.0021	0	0	0	0	0	0	0.02257	0.00396	0.00341	3.43388	0.028	0	0	1.3345	0	0	0.00632	0.70432	0.00396
Healthy	3.95565	0	0.7852	0	0	0	0	0	0	0	9.28466	0	0.32194	1.2693	1.32887	0	0.04851	0.00902	0	0
Healthy	2.41693	26.782	1.01841	0	0	1.45829	0	0	0.0389	0	8.14567	0	2.12386	0	1.28332	0	2.23811	0.33411	0.0624	0.0389
Healthy	5.05778	0	0.48414	0	3.9772	0	0.15459	0.01113	0	0	1.13226	2.84323	0	1.65864	0	0	0.32814	0.05273	0	0
Healthy	6.42432	0	0.80245	0	19.8382	0	2.33925	0.00318	0.00285	0.00663	0.42434	1.62894	0.00799	0	0.4335	0	0.03496	0.01955	0.20787	0.00285
Healthy	12.5083	0	0	0	0	0	0	0.36157	0	0	8.09429	0	0.3908	0	0	0	0	0	0	0
Healthy	5.24127	0	14.0696	0	15.6071	0	0	0.08768	0.05639	0	2.03974	0	1.92212	0.06987	1.10504	0.66	0	0.07975	0.00294	0.05639
Healthy	5.22814	0	3.03573	0	19.8318	0	0	0	0.04658	0	0.51825	0	2.90675	0.22287	2.71833	1.44792	0	0.05189	0.00804	0.04658
Healthy	0	0	0	0	0	0	0	0.05154	0	0	0.56104	0	0	0	0	0	0	0	0	0
Healthy	7.34984	0	0	0	0	0	0	0.00124	0.00081	0	7.4456	9.09737	0.11916	0	0.44822	0	0.0523	0.07837	0.06515	0.00081
Healthy	1.07042	1.61529	0.00315	0	0	2.31046	0	0	0	0	4.24955	0	5.29286	0	1.28562	0	0	0.02356	0.10194	0
Healthy	1.65072	0	0	0	0	0	0.48571	0.05394	0.08058	0.12306	1.51573	0.0011	1.87591	0	2.3616	0.69712	0	0.27575	0.05655	0.08058
