group	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	20.03877	0.22693	1.05864	0		69.79397	20.03877	0.22693	2.08269	0.24415	0	1.05864	0	0.26162	
D009765	13.82638	0	0	0		50.65049	13.82638	0	0.04679	18.9134	0	0	0	0	
D009765	51.56679	0	0	0		27.85259	51.56679	0	0.05297	4.65439	0	0	0	0	
Healthy	24.38633	1.1037	1.15316	0		67.81815	24.38633	1.1037	0.37751	0.09799	0	1.15316	0	0	
Healthy	1.74171	0.36372	0.17968	0		65.5694	1.74171	0.36372	13.04891	8.84937	0	0.17968	0	0.04885	
Healthy	11.63917	0.58739	0.01799	0		68.45521	11.63917	0.58739	5.97252	0	0	0.01799	0	0	
Healthy	38.41294	1.96175	2.1851	0.18045		38.97581	38.41294	1.96175	0.41962	0.40508	0.18045	2.1851	0	0.06165	
Healthy	11.26401	0.59301	0.01821	0		69.30138	11.26401	0.59301	6.12364	0	0	0.01821	0	0	
Healthy	25.19698	1.12325	9.02489	0		1.60432	25.19698	1.12325	0	5.04302	0	9.02489	22.3755	0	
Healthy	18.68503	0	0.03168	5.94372		48.44869	18.68503	0	0.16153	0	5.94372	0.03168	0	0.19675	
D009765	27.7546	0.27723	1.35556	0		50.62731	27.7546	0.27723	1.11883	0.1035	0	1.35556	0.14915	0	
Healthy	7.25804	0.23047	0.10576	0		86.81948	7.25804	0.23047	1.92478	0	0	0.10576	0	0.10547	
Healthy	38.49	4.47777	0	10.6627		12.2298	38.49	4.47777	0.50243	4.54092	10.6627	0	0	0	
Healthy	47.21911	0.50234	0.39056	0.55245		12.06736	47.21911	0.50234	0.52664	5.38641	0.55245	0.39056	1.49401	0.00509	
Healthy	14.67152	0.48479	0.35923	23.5265		29.37652	14.67152	0.48479	0	2.59134	23.5265	0.35923	2.19041	0.81652	
D009765	28.35863	4.81529	0.522	0		17.84191	28.35863	4.81529	13.8512	0	0	0.522	0	0	
Healthy	50.29109	0	0	0		11.17298	50.29109	0	0	2.67914	0	0	10.4569	0	
Healthy	3.50703	0.3179	0.02955	0		69.41041	3.50703	0.3179	0.2133	6.20158	0	0.02955	0	0	
Healthy	61.00256	1.76654	0.81908	0		15.44434	61.00256	1.76654	0	1.90138	0	0.81908	0.75007	0	
Healthy	4.81242	1.21779	0.36405	0.00985		67.72931	4.81242	1.21779	0.63269	0.09265	0.00985	0.36405	0	0.44833	
D009765	43.36989	19.25859	3.9645	4.06344		3.21255	43.36989	19.25859	0	6.4036	4.06344	3.9645	0.09568	1.18409	
Healthy	0	0.06844	1.06666	0		0.0051	0	0.06844	98.78012	0	0	1.06666	0	0	
Healthy	12.20377	5.70717	0.02822	0		60.07223	12.20377	5.70717	0.00159	0	0	0.02822	0.0641	0.05598	
D009765	24.31576	1.37122	0	0.24527		27.33687	24.31576	1.37122	0	0	0.24527	0	0	0.39037	
Healthy	10.64705	2.54979	1.06496	0.43209		26.39939	10.64705	2.54979	0.08659	0.61659	0.43209	1.06496	0	0.70216	
Healthy	7.66993	0.40184	0.09571	10.5133		66.30708	7.66993	0.40184	0.09483	0.92096	10.5133	0.09571	0.00202	0.26754	
Healthy	6.24697	0.25964	0.45071	0		69.02422	6.24697	0.25964	0.10327	0	0	0.45071	0.03445	1.47767	
Healthy	23.90713	0.15625	0.09192	0		64.42086	23.90713	0.15625	1.09687	0	0	0.09192	0	0.37319	
Healthy	67.42944	0.59	1.90526	0.00206		15.55609	67.42944	0.59	0.25217	0	0.00206	1.90526	0	0	
D009765	28.09107	0	0.96122	0		20.07338	28.09107	0	0.20532	0.11831	0	0.96122	0.04726	0	
Healthy	9.54403	0.17225	0.04849	0		76.65911	9.54403	0.17225	0.17766	0	0	0.04849	0	0.00325	
Healthy	16.54498	0.34951	0	5.54787		52.02453	16.54498	0.34951	0.44553	0	5.54787	0	0	0.32032	
D009765	21.9212	13.93664	4.98915	10.8842		11.83648	21.9212	13.93664	0	9.03605	10.8842	4.98915	0.07163	1.03306	
Healthy	33.49437	5.38716	0	11.9466		10.94183	33.49437	5.38716	0.41648	3.76164	11.9466	0	0	0	
Healthy	50.42246	13.37925	0.32345	0.91338		9.58545	50.42246	13.37925	0	12.1422	0.91338	0.32345	0	0	
Healthy	27.86279	2.74684	0.80264	5.55483		24.65919	27.86279	2.74684	18.71592	0.99789	5.55483	0.80264	0.32437	0.15039	
D009765	0	0	12.5676	0		69.3368	0	0	0	0	0	12.5676	0	0	
Healthy	8.63416	0.06684	0	0		80.04586	8.63416	0.06684	4.2966	0.02216	0	0	0	0	
Healthy	15.1094	1.78685	0.02136	0.58248		67.13567	15.1094	1.78685	0.03074	0	0.58248	0.02136	0	0.07483	
Healthy	14.99674	1.76277	0.01061	0.54782		67.41444	14.99674	1.76277	0.41238	0.00659	0.54782	0.01061	0.01295	0.0955	
Healthy	49.52544	0.3758	2.05058	0		42.27842	49.52544	0.3758	0.7789	0.56762	0	2.05058	0.14841	0	
Healthy	8.61692	0.58462	0.2707	6.98413		55.64763	8.61692	0.58462	1.18189	8.89733	6.98413	0.2707	0	0.17982	
D009765	28.63139	41.17224	0	0		7.07674	28.63139	41.17224	0	9.04418	0	0	0	0	
Healthy	14.38678	0.48381	0.37513	23.0526		30.28015	14.38678	0.48381	0.01322	2.61111	23.0526	0.37513	2.25595	0.5915	
Healthy	24.59434	4.08678	0.01654	1.17037		4.60152	24.59434	4.08678	0	4.68645	1.17037	0.01654	0	0	
Healthy	17.7056	1.26081	0.08549	0		63.84875	17.7056	1.26081	0.17701	0.01168	0	0.08549	0	0.06882	
D009765	74.63692	7.15766	1.35849	0.12654		3.52214	74.63692	7.15766	0.83572	0.0171	0.12654	1.35849	0.0218	0	
Healthy	7.30886	1.95099	0.68287	0.14643		45.58241	7.30886	1.95099	0.40597	3.06646	0.14643	0.68287	0	0.62884	
Healthy	17.14498	0	0.03337	6.15939		48.56843	17.14498	0	0.22964	0	6.15939	0.03337	0	0.19774	
Healthy	13.90813	69.98326	1.55162	0		6.64501	13.90813	69.98326	0	0.06843	0	1.55162	3.75983	0	
D009765	51.84193	7.03954	0.44863	1.58738		31.04858	51.84193	7.03954	0	0.20196	1.58738	0.44863	0	0.1065	
Healthy	5.88172	0.64731	0.31397	0		78.67341	5.88172	0.64731	0	0.05008	0	0.31397	0.10412	1.51706	
Healthy	63.6422	1.0503	4.71788	0.72467		11.67897	63.6422	1.0503	0.33318	3.39971	0.72467	4.71788	2.99009	0.04407	
Healthy	2.38464	0.2095	0	0		66.55142	2.38464	0.2095	0.83258	11.36763	0	0	0	0	
Healthy	17.44591	0	0.03381	5.82754		47.27326	17.44591	0	0.1849	0	5.82754	0.03381	0	0.17934	
Healthy	26.86133	29.04837	17.46502	0		9.6557	26.86133	29.04837	1.45409	1.63743	0	17.46502	0.78441	0	
Healthy	14.89059	37.43912	0.04048	0.05007		31.27239	14.89059	37.43912	0.18509	12.7201	0.05007	0.04048	0	0.00419	
Healthy	23.56575	1.03992	2.14453	0.22973		38.73967	23.56575	1.03992	0.05111	3.06456	0.22973	2.14453	0	0.13801	
Healthy	30.87403	0.19149	1.81925	0		47.96941	30.87403	0.19149	7.11235	0.07213	0	1.81925	0	1.28897	
Healthy	31.46681	0	6.64053	2.25271		10.74105	31.46681	0	0	0	2.25271	6.64053	6.83579	0	
Healthy	60.31806	0.62083	1.01067	0.43301		25.8744	60.31806	0.62083	0.35663	0.07054	0.43301	1.01067	0.29171	0	
Healthy	0.02011	39.44138	1.25776	0		46.93403	0.02011	39.44138	0.01256	0.01738	0	1.25776	0	0.07383	
Healthy	32.28007	13.18618	0.44553	0.07339		28.91381	32.28007	13.18618	0.6199	4.01589	0.07339	0.44553	0	0	
Healthy	28.05617	0	0	0		50.11589	28.05617	0	0	0.9355	0	0	0	0	
Healthy	14.99412	2.58058	0.70429	0.21883		44.43514	14.99412	2.58058	4.89566	0.06195	0.21883	0.70429	0.00143	0.03955	
Healthy	14.67312	1.42784	0.43446	0		53.13198	14.67312	1.42784	1.18756	0.10171	0	0.43446	0	0.07429	
Healthy	33.62698	1.73773	2.33764	0.83149		34.50608	33.62698	1.73773	0.01054	2.27543	0.83149	2.33764	0	0.26021	
Healthy	28.39475	0.0728	0.09727	0		63.55773	28.39475	0.0728	3.23814	0	0	0.09727	0	0.3977	
D009765	16.89468	0.24828	0.03034	0.13159		32.28539	16.89468	0.24828	20.41457	0	0.13159	0.03034	0.0457	0	
Healthy	8.51644	0.62741	0.26286	0		77.7602	8.51644	0.62741	0	0.12639	0	0.26286	0.10932	1.47135	
Healthy	63.08873	0	0.16003	0		26.36217	63.08873	0	0	0.70523	0	0.16003	0	0	
Healthy	8.39833	0.72064	0.31186	7.17834		53.52142	8.39833	0.72064	1.46263	9.1376	7.17834	0.31186	0	0.15019	
Healthy	17.56202	2.27646	0	0		53.23884	17.56202	2.27646	3.3402	0	0	0	0	0	
Healthy	33.87622	0.36869	0	0		49.92278	33.87622	0.36869	5.02014	0.83159	0	0	1.12509	0	
Healthy	2.66137	0.15418	0.25017	0		89.09289	2.66137	0.15418	0.47722	3.37266	0	0.25017	0	0.00256	
Healthy	13.7628	0.72457	0.02067	0		65.07545	13.7628	0.72457	1.47703	0.32659	0	0.02067	0.15029	0.15304	
D009765	12.73757	2.44806	0	0		40.54467	12.73757	2.44806	1.48608	11.0618	0	0	0	0.07043	
Healthy	14.10248	1.45291	0.09398	0		64.06727	14.10248	1.45291	3.70084	0.19196	0	0.09398	0	0.03707	
Healthy	9.83999	0.4291	0.03503	9.16536		48.80242	9.83999	0.4291	0.86857	0.0852	9.16536	0.03503	0	0.67466	
Healthy	33.52926	1.77718	2.93267	2.55681		39.68736	33.52926	1.77718	0.31393	1.41727	2.55681	2.93267	1.41365	0	
Healthy	70.1664	26.4576	0	0		3.37609	70.1664	26.4576	0	0	0	0	0	0	
Healthy	52.46052	5.90617	0.88425	0		22.54515	52.46052	5.90617	0.62955	4.90607	0	0.88425	0	0	
Healthy	23.88165	0.59768	2.02511	0		61.90876	23.88165	0.59768	0.80646	0	0	2.02511	0	0	
Healthy	17.10062	0.46514	0.24015	0		65.77098	17.10062	0.46514	4.17527	4.66859	0	0.24015	0	0	
Healthy	35.47692	0.48064	0.72561	0.18057		52.17961	35.47692	0.48064	1.34659	0.03451	0.18057	0.72561	0	0	
Healthy	27.87747	19.08666	27.88653	0.10792		4.39774	27.87747	19.08666	0.02111	0.20431	0.10792	27.88653	0	0	
Healthy	29.15036	0.36948	0.75085	0		49.23491	29.15036	0.36948	1.39042	3.30747	0	0.75085	0.00472	0.34134	
Healthy	2.48315	0.13229	0.27016	0		88.84668	2.48315	0.13229	0.67394	3.43749	0	0.27016	0	0.00761	
Healthy	29.10969	4.82326	6.02693	0		46.5767	29.10969	4.82326	1.73545	0.19486	0	6.02693	0	0.05704	
Healthy	72.45225	0	0.36672	0		8.0179	72.45225	0	0	0	0	0.36672	0.37891	0	
Healthy	19.96364	0.08657	0.29673	0		71.53509	19.96364	0.08657	0.58142	0.01468	0	0.29673	0	0.0596	
Healthy	34.62935	0	0	0		34.82541	34.62935	0	0	0	0	0	0	0	
Healthy	53.9664	1.80574	1.48064	0.42284		23.7146	53.9664	1.80574	0.35198	2.25194	0.42284	1.48064	0	0	
Healthy	0	1.06664	2.09464	0		38.55289	0	1.06664	58.22321	0	0	2.09464	0	0	
Healthy	20.56037	0.05845	0.12072	0.07371		23.71179	20.56037	0.05845	24.87977	0.00272	0.07371	0.12072	0.04229	0	
Healthy	8.48952	0.14659	0.37468	0		65.86083	8.48952	0.14659	0.4287	7.9329	0	0.37468	0	0.02623	
Healthy	8.24743	0.171	0.00194	0		84.82546	8.24743	0.171	0.97105	0.78001	0	0.00194	0	0.0213	
Healthy	1.71941	0.09213	0	4.6295		88.87543	1.71941	0.09213	0	1.16371	4.6295	0	0	0	
Healthy	0	3.17555	0	0		7.28936	0	3.17555	68.45102	0	0	0	0	0	
Healthy	17.26085	0	0	2.84123		70.25622	17.26085	0	0.04885	1.73952	2.84123	0	0	0	
Healthy	20.47438	1.11346	0.96634	2.40184		43.52601	20.47438	1.11346	1.28779	0.76222	2.40184	0.96634	0.34645	0.06803	
D009765	23.52364	10.21574	16.31174	1.27417		12.61781	23.52364	10.21574	5.52289	9.7338	1.27417	16.31174	0.71925	0.47944	
Healthy	12.5235	2.20275	29.07578	0		18.58328	12.5235	2.20275	3.02478	7.2214	0	29.07578	0	0.18021	
Healthy	51.8003	0.55042	0.25973	3.47228		21.84724	51.8003	0.55042	0.42698	0	3.47228	0.25973	0	0.07256	
Healthy	36.7793	2.49772	0	4.19116		30.04784	36.7793	2.49772	0.02182	3.77965	4.19116	0	0	0	
Healthy	7.41575	0.36907	0.30214	0		70.00135	7.41575	0.36907	0.17425	5.95091	0	0.30214	0	0	
Healthy	23.54391	14.69762	0.43676	0		44.99102	23.54391	14.69762	2.48842	2.51346	0	0.43676	0	0	
Healthy	62.83116	1.5173	0.49077	0.21299		24.68143	62.83116	1.5173	0.12353	0.60747	0.21299	0.49077	0.08608	0	
D009765	25.0341	1.28167	0.09009	0.24434		27.2008	25.0341	1.28167	0.0065	0	0.24434	0.09009	0	0.43908	
Healthy	2.53704	0.18021	0	0		66.80106	2.53704	0.18021	1.26907	10.98174	0	0	0	0	
Healthy	27.60436	0.2307	0.43754	0		30.74518	27.60436	0.2307	1.04012	0.16673	0	0.43754	0	0	
Healthy	55.18876	0	0.12098	2.48303		20.681	55.18876	0	0.22372	8.4106	2.48303	0.12098	3.55858	0	
Healthy	3.78633	1.26533	0.36034	0		67.23864	3.78633	1.26533	0.70667	0.08622	0	0.36034	0	0.43213	
Healthy	5.49309	1.25162	0.00769	3.73739		79.5532	5.49309	1.25162	0.6799	0	3.73739	0.00769	0	0.02068	
Healthy	6.74849	0.85203	0.14078	0		77.46103	6.74849	0.85203	0.30335	6.50786	0	0.14078	0	0.08262	
Healthy	41.99058	0.0445	4.6511	0		37.48435	41.99058	0.0445	0.28696	0	0	4.6511	0	0	
Healthy	27.55531	0.78799	0.58424	4.79499		42.17307	27.55531	0.78799	0.79435	0	4.79499	0.58424	0	0.01653	
Healthy	7.54795	0.40595	0.31823	0		69.54745	7.54795	0.40595	0.16316	6.22355	0	0.31823	0	0	
Healthy	13.63051	2.61896	1.11266	0.4868		26.3885	13.63051	2.61896	0.08638	0.6022	0.4868	1.11266	0	0.51404	
Healthy	42.63635	8.06115	5.1157	0		18.78237	42.63635	8.06115	2.07808	10.6599	0	5.1157	0	0.08455	
Healthy	5.41797	0.05927	0	12.5924		77.19162	5.41797	0.05927	0.11572	0.72202	12.5924	0	0	0	
Healthy	36.85695	1.92584	0.55111	0		33.92262	36.85695	1.92584	0.95105	10.01809	0	0.55111	0	0.00067	
Healthy	28.76911	2.75381	3.42563	5.3777		27.41332	28.76911	2.75381	13.544	2.71353	5.3777	3.42563	0	0	
Healthy	26.2803	0.47639	0.07435	0		62.32274	26.2803	0.47639	0.43051	0.84436	0	0.07435	0	0.00226	
Healthy	10.03618	0.33413	0.0121	0.50525		68.75745	10.03618	0.33413	0.06107	0.38364	0.50525	0.0121	0	0.08344	
Healthy	50.98217	0	0.03721	0		36.60658	50.98217	0	0.05623	0	0	0.03721	0	0.05779	
Healthy	46.88372	0.48326	2.00768	0.04092		22.21139	46.88372	0.48326	1.03095	6.64794	0.04092	2.00768	0.04421	0	
Healthy	53.12494	14.64927	3.06956	0		14.04776	53.12494	14.64927	5.89184	0	0	3.06956	0	0	
Healthy	15.80437	0	0.08617	0.3553		79.3563	15.80437	0	0	2.49667	0.3553	0.08617	0	0	
Healthy	1.77442	67.04682	4.11064	0		14.44243	1.77442	67.04682	2.08779	0.03055	0	4.11064	0	0	
Healthy	8.12133	4.8397	0.15639	1.24863		47.15603	8.12133	4.8397	0.80316	1.32711	1.24863	0.15639	0	0	
D009765	48.89888	1.52991	1.29795	2.50706		25.86471	48.89888	1.52991	0.30291	2.68103	2.50706	1.29795	0.14799	0.03133	
Healthy	52.09716	11.29489	0.33876	0		19.14718	52.09716	11.29489	0.34545	5.29396	0	0.33876	0	0	
Healthy	7.76639	0.31106	0.24047	0		67.53369	7.76639	0.31106	0.1497	6.22044	0	0.24047	0	0	
D009765	50.37791	31.86863	0.15024	0		0.14819	50.37791	31.86863	0.00473	0	0	0.15024	0	0	
Healthy	10.13138	0.24164	0.48478	0		67.96798	10.13138	0.24164	6.20782	4.38533	0	0.48478	0	0.01482	
Healthy	47.04581	0.24558	1.35608	0.06568		39.78159	47.04581	0.24558	0.10588	0.41238	0.06568	1.35608	0	0	
Healthy	36.9452	0	1.7695	0.35684		17.42109	36.9452	0	0.54752	4.24328	0.35684	1.7695	0	0	
Healthy	32.24089	0.35801	4.2094	0		46.68828	32.24089	0.35801	0.45319	0.20711	0	4.2094	0	0.01124	
D009765	22.69375	0.62257	0.83147	0		60.78566	22.69375	0.62257	2.62189	6.4606	0	0.83147	0	0.00347	
Healthy	16.65619	0.13524	0.28255	0		33.17284	16.65619	0.13524	5.38178	0.0009	0	0.28255	1.24695	0.13317	
Healthy	23.41688	0.02847	0	0		68.79055	23.41688	0.02847	0.13697	3.83576	0	0	0	0	
Healthy	0.0717	17.7817	1.65425	0		46.32513	0.0717	17.7817	11.02661	0	0	1.65425	0	0	
Healthy	28.12505	1.06614	0.20809	0.02265		45.38947	28.12505	1.06614	0.64296	0.01343	0.02265	0.20809	0.12133	0.20968	
Healthy	21.62037	23.50545	4.0634	4.64073		7.18264	21.62037	23.50545	0.35498	0.45372	4.64073	4.0634	27.2102	0	
Healthy	54.17399	4.01656	0.20006	2.12082		20.40739	54.17399	4.01656	0.90366	0	2.12082	0.20006	1.33131	0	
Healthy	3.35005	0	0	0		71.10958	3.35005	0	2.86052	0	0	0	0	0.06823	
Healthy	11.01785	5.95915	0.23921	6.84902		44.66073	11.01785	5.95915	0.0125	17.60929	6.84902	0.23921	0	0.10009	
Healthy	4.35053	1.27878	0.35102	0.00874		67.51672	4.35053	1.27878	0.76704	0.08485	0.00874	0.35102	0	0.4126	
Healthy	13.67774	1.30967	0.15939	0.2033		47.52177	13.67774	1.30967	2.65317	6.82389	0.2033	0.15939	0.11554	0	
Healthy	22.17427	0.79006	0.0671	0.0876		63.18956	22.17427	0.79006	2.66211	4.49228	0.0876	0.0671	0	0.0502	
Healthy	42.17168	3.7193	1.72201	0		46.5268	42.17168	3.7193	3.49531	0.63096	0	1.72201	0	0	
Healthy	8.15673	0.71851	0.05218	0		83.50859	8.15673	0.71851	0.85668	0.11794	0	0.05218	0	0	
Healthy	8.053	0	0.00254	0		69.61899	8.053	0	0.32819	4.11526	0	0.00254	0	0.20568	
Healthy	42.48772	1.59502	0.26178	0.01892		35.45701	42.48772	1.59502	3.1137	3.61554	0.01892	0.26178	0	0	
Healthy	0.41327	13.97841	0.70418	0		35.4642	0.41327	13.97841	5.04845	0	0	0.70418	0	0	
Healthy	0.08783	0.56795	0.01304	0		81.15904	0.08783	0.56795	18.14373	0	0	0.01304	0	0	
Healthy	38.34354	24.77208	0.4979	0		17.74643	38.34354	24.77208	1.15826	2.43364	0	0.4979	0	0.00413	
Healthy	0.05717	42.35684	42.76447	0		0.01829	0.05717	42.35684	0.00218	0.09891	0	42.76447	0	0	
Healthy	52.57044	5.9162	0.90651	0		22.85559	52.57044	5.9162	0.6575	4.91797	0	0.90651	0	0	
Healthy	8.29801	0.16551	0	0.72345		62.06333	8.29801	0.16551	0.02868	0.19137	0.72345	0	0	0.02718	
Healthy	51.76056	0.00477	0.04991	0		35.39595	51.76056	0.00477	0.05103	0	0	0.04991	0	0.23466	
Healthy	24.69301	5.79741	10.42845	0.76146		35.00133	24.69301	5.79741	0.13076	0.15888	0.76146	10.42845	3.13175	0.05118	
Healthy	59.48359	1.10642	0.39124	1.98576		24.18276	59.48359	1.10642	0.35944	1.1389	1.98576	0.39124	0.6898	0	
Healthy	33.73757	8.55671	6.0136	0		35.06354	33.73757	8.55671	0	3.51275	0	6.0136	0	0.84778	
D009765	31.45291	9.09537	1.58898	0		13.61206	31.45291	9.09537	0	39.8496	0	1.58898	0	0	
Healthy	25.96428	0.32824	2.07157	0		34.40887	25.96428	0.32824	0.17753	3.63835	0	2.07157	0	0.00188	
Healthy	76.0443	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	
Healthy	6.33358	1.53897	0.14515	43.6798		13.28972	6.33358	1.53897	11.33256	2.62815	43.6798	0.14515	0	0.67525	
Healthy	29.66465	1.28762	1.84246	0		30.94194	29.66465	1.28762	3.34159	9.88604	0	1.84246	0	0.34965	
Healthy	23.6992	1.6953	0.09353	0		48.29775	23.6992	1.6953	0.93853	0.04572	0	0.09353	0	0.02565	
Healthy	8.17844	0.03824	0.01308	0		73.72796	8.17844	0.03824	0.40863	2.57974	0	0.01308	0	0.01315	
Healthy	6.76286	0.04813	0.23776	0		84.11875	6.76286	0.04813	0.04764	1.2734	0	0.23776	0	0	
Healthy	26.87428	28.13049	0.75977	0		12.37931	26.87428	28.13049	0	2.61997	0	0.75977	0	0	
Healthy	49.63685	10.5561	0	0		32.95493	49.63685	10.5561	0	0	0	0	0	0	
Healthy	29.86643	1.48396	0.23671	1.58407		39.49502	29.86643	1.48396	0.75434	0	1.58407	0.23671	0.18893	0.11593	
Healthy	8.93031	0.32507	0.28924	0		69.04725	8.93031	0.32507	0.12904	6.19504	0	0.28924	0	0	
D009765	29.47484	37.33538	1.1209	4.45844		8.73499	29.47484	37.33538	1.54931	0.25608	4.45844	1.1209	0.40512	0	
D009765	26.9479	0.23987	5.17061	8.33472		28.94755	26.9479	0.23987	1.1008	10.32286	8.33472	5.17061	1.40039	0	
Healthy	3.60021	0.35532	0.03612	0		70.12604	3.60021	0.35532	0.20741	6.01422	0	0.03612	0	0	
Healthy	27.53011	0.73295	3.60792	2.74406		19.31718	27.53011	0.73295	0.56991	0.0208	2.74406	3.60792	0.7215	0.01415	
Healthy	38.81676	0.53273	6.67327	0.55328		32.49242	38.81676	0.53273	0.38791	2.9922	0.55328	6.67327	0.45909	0.00985	
Healthy	10.22448	0.54605	0	8.52608		57.50504	10.22448	0.54605	0.33818	0.51913	8.52608	0	0	0.52681	
Healthy	11.00616	5.38878	0	9.31857		39.89908	11.00616	5.38878	0.03015	0.01708	9.31857	0	7.872	0	
D009765	34.19101	0.80387	0.13527	0.31458		25.28472	34.19101	0.80387	0.82922	0	0.31458	0.13527	0.08744	0.14521	
Healthy	15.98354	0.35289	0	5.41567		52.91409	15.98354	0.35289	0.35481	0	5.41567	0	0	0.3516	
D009765	23.49473	0.27542	2.90217	0		60.28643	23.49473	0.27542	0.09692	0	0	2.90217	0	0	
Healthy	10.11289	0.34022	0.0245	0.5814		68.77191	10.11289	0.34022	0.166	0.35985	0.5814	0.0245	0	0.0648	
Healthy	33.2856	3.89687	0.20363	1.05638		45.45746	33.2856	3.89687	0.2264	0.05531	1.05638	0.20363	1.94601	0	
Healthy	8.94356	0.09604	0.35537	0		66.03093	8.94356	0.09604	0.44553	7.84332	0	0.35537	0	0.03382	
Healthy	49.46732	14.92954	0.52938	0		21.1453	49.46732	14.92954	1.568	2.99955	0	0.52938	0	0.00339	
Healthy	7.41066	0.36434	0.31189	0		69.13208	7.41066	0.36434	0.16446	6.42925	0	0.31189	0	0	
Healthy	7.69869	0.19247	0.12122	0		86.46015	7.69869	0.19247	1.67283	0	0	0.12122	0	0.10717	
Healthy	9.96724	4.36967	22.38885	0		21.75481	9.96724	4.36967	5.06858	10.09708	0	22.38885	0	0.18342	
Healthy	10.79432	0.6427	0	8.20473		58.04255	10.79432	0.6427	0.38078	0.45275	8.20473	0	0	0.56576	
Healthy	2.19671	0.00792	0	0.59403		92.24673	2.19671	0.00792	4.03448	0	0.59403	0	0	0	
Healthy	26.88748	1.27925	1.51498	0.4233		40.35934	26.88748	1.27925	1.90938	9.68465	0.4233	1.51498	0	0.04717	
Healthy	22.95628	0	10.27353	0		39.48581	22.95628	0	0.54745	1.41306	0	10.27353	0.70003	0	
Healthy	10.57875	0.33115	0.02819	0.50967		68.32121	10.57875	0.33115	0.04401	0.39964	0.50967	0.02819	0	0.09384	
Healthy	0	0	0	0		74.06347	0	0	0	0	0	0	0	0	
Healthy	0.40799	19.65488	2.31048	0		6.96398	0.40799	19.65488	35.8847	28.15239	0	2.31048	0	0	
D009765	33.61528	11.51682	0.44208	0		9.89943	33.61528	11.51682	0	0	0	0.44208	0	0	
Healthy	33.80219	0.06519	0.08072	0		39.1985	33.80219	0.06519	0.97126	1.43581	0	0.08072	0	0	
D009765	30.83953	6.24127	2.71133	2.7899		48.16954	30.83953	6.24127	0	0.37772	2.7899	2.71133	0	0	
D009765	25.18851	15.50354	13.76286	1.84342		6.48962	25.18851	15.50354	6.41503	7.65537	1.84342	13.76286	0.14453	0.49403	
Healthy	37.75692	12.35718	0.84809	0		25.10802	37.75692	12.35718	4.02899	0	0	0.84809	0	0.02415	
Healthy	20.88855	0.45367	1.36384	0.00396		62.08988	20.88855	0.45367	0.44987	0.03337	0.00396	1.36384	0	0.01112	
Healthy	1.44962	20.53496	0.0462	0		31.9736	1.44962	20.53496	0.21398	0	0	0.0462	0	0	
D009765	34.77971	46.81065	0	0		0	34.77971	46.81065	0	0	0	0	0	0	
Healthy	9.05068	0.07546	0.05804	0		35.78505	9.05068	0.07546	1.95772	0	0	0.05804	0	0	
D009765	41.21538	43.05998	0	0.28661		0.16569	41.21538	43.05998	0.28328	0	0.28661	0	0	0	
Healthy	2.54449	4.3229	0.09543	0		87.21806	2.54449	4.3229	0.84041	0.01587	0	0.09543	0	0	
Healthy	15.88753	0.37601	0	0		60.10863	15.88753	0.37601	11.0407	0.07562	0	0	0	0	
Healthy	13.28918	1.04828	0.00254	6.92065		36.41873	13.28918	1.04828	0.41579	0	6.92065	0.00254	0	0.07159	
D009765	68.03143	4.92662	2.18949	1.43433		11.35225	68.03143	4.92662	0.01599	0	1.43433	2.18949	0	0	
Healthy	42.25648	7.27054	0.89389	2.29678		13.7984	42.25648	7.27054	0.21343	0.04635	2.29678	0.89389	0	0.02166	
Healthy	43.79257	0.74428	3.26204	7.21283		23.37048	43.79257	0.74428	0.30909	0.0215	7.21283	3.26204	0	0.00678	
Healthy	15.6154	0.12798	0.21573	0.70978		71.06037	15.6154	0.12798	1.00291	0.01628	0.70978	0.21573	0	0	
Healthy	29.93878	2.70646	1.14144	2.42903		20.0404	29.93878	2.70646	0.46235	2.046	2.42903	1.14144	23.0782	0	
Healthy	24.66245	7.21431	0.29875	0.16777		50.1858	24.66245	7.21431	0.86281	0.3919	0.16777	0.29875	0	0.17459	
Healthy	38.72004	2.20601	1.19317	3.27005		38.26838	38.72004	2.20601	0.31953	0.01904	3.27005	1.19317	5.69836	0.06404	
Healthy	2.73768	0.16641	0	1.90243		92.365	2.73768	0.16641	0.64798	0	1.90243	0	0	0	
D009765	26.65971	1.05953	0.82541	0.11537		53.24271	26.65971	1.05953	3.0372	0.00084	0.11537	0.82541	0	0.2951	
Healthy	8.32207	0.03628	0	0		81.22765	8.32207	0.03628	4.16845	0.02263	0	0	0	0	
D009765	16.74487	48.31203	0	5.32839		9.76343	16.74487	48.31203	0.56014	0.10991	5.32839	0	0.04246	0	
Healthy	13.98482	0.78822	0.02598	0		65.0962	13.98482	0.78822	1.61713	0.41478	0	0.02598	0.19466	0.10964	
Healthy	5.0041	51.59047	0.29091	0		6.15386	5.0041	51.59047	30.44205	0.0387	0	0.29091	0	0.13845	
Healthy	7.45679	0	0	0		28.92219	7.45679	0	0	0	0	0	24.9923	0	
