p	Firmicutes_A	Actinobacteriota	Verrucomicrobiota	Firmicutes_C	Firmicutes	Methanobacteriota	Bacteroidota	Proteobacteria
Healthy	0.72890218902536	0.0906283330584939	0.546076039836595	-5	-2.51570016065321	-5	1.90853793524161	-0.207440229038549
Healthy	1.68067864273611	-5	-5	0.381542844163335	-0.599030520774344	-0.77085592031007	1.23656421512417	-0.649829541177054
Healthy	0.535968462005536	1.33268240429027	-5	0.372142104454143	0.406371539249691	-5	1.68454124905525	-2.70996538863748
Healthy	1.18347284669963	0.420727874700916	-5	-0.0787818788050497	-1.16291684917681	-5	1.86368733602448	0.254487653528785
Healthy	1.67246417402349	0.300108314034252	-5	-0.846368034997784	0.935763131965303	-0.113013221681751	1.39565971939484	0.419142543181647
D015179	1.38237172170383	1.23465595215074	-1.24108810760203	0.241304861993719	0.694785021031139	0.842989081125789	1.25414211088924	-0.505859325899567
Healthy	0.231099875007869	1.6517051186615	-5	-5	0.110505536545346	-5	-0.403655858356754	1.20650232753793
Healthy	1.49241560951058	-0.187106688180424	-5	1.05701112619236	-1.50376245483326	-5	1.57290295387901	0.833874790194822
Healthy	1.14937524579364	-0.323653965009054	1.35213638393611	0.378127063888465	-0.474773734675779	0.343268730431379	1.47602356463104	-5
Healthy	1.71588832388553	0.10906532410824	-2.99139982823808	0.160195322894222	0.484839168615305	0.0445985507923252	1.28907900378945	0.0678145111618401
Healthy	1.4787765221316	0.35479968526329	-0.889982993207888	1.03246322495997	-0.28712311069362	-5	1.69198558121133	-0.00674899039736507
Healthy	1.37003319468788	0.302324433703401	-0.486595933135359	-0.848599501964382	0.0760284328241967	-0.349886835556428	1.63320102965677	0.989691816007593
Healthy	1.05051624946032	0.793284577065738	0.857720775096887	1.25878377853319	-0.735418270761922	-5	1.64382413547539	-0.472847182911936
Healthy	1.73994398576747	-0.198383654384601	-0.010581331620164	-5	0.018367578387845	-0.71190734545813	1.44002448692146	-0.629283411460454
Healthy	1.61245525751347	1.20889879088512	0.0426621264554161	0.768916936792421	0.581009318644312	0.34338298838571	1.03825843039505	0.469290231860911
Healthy	1.45000663656137	0.501366037010227	0.755111503135205	0.416863421233383	0.506077292061104	-5	1.43654379983501	1.19688082329604
Healthy	1.07316532659328	1.87003981158443	-5	-1.21495504166846	0.128428349963885	0.57384013610364	0.792472936994533	-5
Healthy	0.380540456882068	-0.734851861184534	-5	1.02665989826	-5	-5	1.82977962747183	-0.0548565187862464
Healthy	0.881786806407724	-0.707168205491375	-5	-5	-0.835647144215563	-5	1.93788924054425	0.21737338245551
Healthy	1.29514359385182	0.324508805747058	0.257241661269679	1.14387347895652	-1.55720677406023	0.634577015442648	1.37260623300986	-5
Healthy	1.50477876937352	-0.75997521678128	-1.54196680750349	-0.976706376963395	-0.0617205040996085	-0.16773384910577	1.66595949704819	-0.74622598032112
Healthy	0.629735707232855	-5	0.239086660242148	-0.72602699623045	-5	-5	1.91779135662881	-1.31479586552899
Healthy	1.45963490117751	-0.638366586089943	-0.300752136101142	0.364338955363953	-0.470556812061349	-1.454940415306	1.70173139753983	0.100301604013854
Healthy	1.37166068526003	-0.897978143075847	-5	-5	-1.11305829401658	-5	1.80867817908786	0.0318203436434886
D015179	1.22148387587852	0.75682013101194	0.98146659091495	-0.0806133019414822	-0.602129484004629	-0.313515671020836	1.33246088105194	-0.68968912008066
Healthy	1.59701733328063	-0.0919333921119341	-2.54821356447571	0.92981165686043	-0.42782568638694	-5	1.36727203630863	-0.442974277613617
Healthy	1.55317435465713	1.48506324150481	0.520140153727709	-0.0253916034581361	-0.176995532348625	0.507990724819691	0.555318191711159	0.048581625417041
D015179	1.11274873726229	0.710691811450362	-5	-0.0600366962092023	-5	-0.57790283686829	1.28416240362232	-5
Healthy	1.1751980106818	-1.45543590250396	-5	-0.574840895400295	-0.507016237183024	-5	1.76335131135399	0.993002601421603
Healthy	1.47259659368247	-0.090176630349088	-5	0.805861600890723	-0.282587487959324	-5	1.64964265077268	0.7719863195201
D015179	1.11322684382633	-5	-5	-5	-1.79669508386152	-5	1.87617284951109	-0.8602153357063
Healthy	1.54513843887607	-5	-5	0.389284834374098	0.216355947037269	-5	1.60631127034484	-5
Healthy	0.907139304035249	-1.76624263703449	-5	0.613191478477343	-1.64820369310298	-5	1.84337176747459	-0.564633493387339
Healthy	0.991218541947363	-0.803354113212912	-5	0.910679888600536	-0.407112958104559	-5	1.82033461833061	-0.350840452466805
Healthy	1.16074726651292	-2.63638802010786	-5	-5	-0.327458833606019	-5	1.9057920499276	-5
Healthy	1.71921623343572	0.797913998924918	-0.157103821491455	1.01574692650459	0.0237913912394934	-5	1.06115379894782	0.226135722473645
Healthy	1.09142284011622	-1.65033401590337	-5	-5	-0.494660059395482	-5	1.71584087040742	0.0687534142881993
Healthy	0.528894856514738	-5	-5	-5	-5	-5	1.85097920953441	0.37856867774862
Healthy	1.19320393336885	0.156688442424136	-5	1.05134472759977	-0.348131049753465	-1.6252516539899	1.52354604698163	0.267209287382705
D015179	1.40797489694459	0.939962805111595	1.08526238564363	0.330462476541426	-5	-5	1.58475524610666	-0.618614133986623
Healthy	0.867961607026802	0.255687299460257	-0.873057282055772	0.495828686511949	-0.222203568347288	-5	1.65563019656437	-0.492400464657929
Healthy	0.915814406976539	0.277868109556474	-0.706681650538926	0.513201613473758	-0.243188992246719	-5	1.66551588886645	-0.339286267099667
Healthy	1.75612644500829	-0.473182744786862	-1.19192413190869	0.173541719735893	-0.344583014272276	-0.508680336697744	1.27429458429657	-1.24374435124577
Healthy	0.94509814436547	-0.208786705710148	-5	-0.846917195638168	-1.15082636690117	-5	1.91351117078792	-0.0725064503250908
D015179	1.54361117449847	0.847019568669227	0.874255044027189	-2.19044028536473	0.214496803464912	0.985052649323588	1.37866856921221	-0.938208360815989
Healthy	1.61015521521007	0.583855954817508	-5	0.752009244247256	-5	-5	1.53371360639351	-5
D015179	1.65226936090251	0.672003596564105	-5	-1.37427609047424	0.092874970711823	-5	1.43014393706678	0.3054115645099
D015179	0.590449477873333	0.309619522822854	0.439665788370989	-5	-0.515415470717157	0.454324919356233	1.82050647543266	-0.304413264972362
Healthy	1.44406260475111	-5	0.953542731851223	0.524316916186802	-5	-5	1.68332194431693	-0.98577357061077
Healthy	1.44793812973581	-1.10435649517592	-5	-5	-1.13094438129809	-5	1.80329907472144	0.510928199817007
Healthy	0.938994287762193	0.548250569131952	-0.167356987644556	-3.38721614328026	0.0692757969958588	-0.323333820366526	1.2945325777623	1.73242279224291
Healthy	0.815306063296011	0.281596902160267	-0.858801155095263	0.491168319697794	-0.235121790285138	-5	1.66522581242592	-0.443022454937079
Healthy	1.57517733394997	-0.283145605447258	-0.373187606820214	0.486155503960899	0.818216653207527	-0.282870622123071	1.56994654311273	-0.406569930624921
Healthy	1.07585669630706	1.14588290033661	-5	-2.66756154008439	-0.678878167291472	-0.711862605117934	1.76016001787928	-0.664301448501778
Healthy	1.77679747339401	0.130783914588956	-1.6769542645183	0.197106805580032	0.448622853158827	0.243682807357193	1.14050584327763	-0.572465205910956
Healthy	0.882060397491343	-0.413739101376321	1.01021130741044	-0.0571589010408656	-1.10657115822045	-5	1.81810535686941	-0.940323006415244
Healthy	1.53691520021468	-0.210447489691612	-5	0.070927720049597	-5	0.0144995375498681	1.67268800488175	0.650212298242861
Healthy	1.72672036455679	0.941397626607269	1.22795377094968	-5	-5	-5	-5	-5
Healthy	0.972023157014921	-5	1.28649711277857	-0.00215509595928223	-0.641208837608276	-0.277917520790966	1.48155641881447	0.7709889032411
Healthy	0.891255827592151	0.672901943940698	0.0612639423002499	-1.91435271170314	-0.07395095560626	-5	1.87632692027979	-0.490367429873487
D015179	1.21881321783293	0.456141235157691	0.616006832210835	-5	0.280378020627647	0.313445370426414	1.15026293608801	-0.210623792795474
Healthy	1.62332807667851	0.572168498168635	-5	0.263084270700641	0.0379361959167142	-5	1.60197475267157	0.086882804920218
Healthy	0.876834193586356	-0.19209983104952	0.859962254218577	0.965572786588009	-0.476943230474559	-5	1.73834160419934	0.140514328006912
Healthy	0.791572061316469	-0.167510247767096	-5	-0.906823550303751	-0.465732686227638	-0.919445661011229	1.89122899349566	-5
Healthy	1.25115109960014	-5	0.780521807325596	-5	-1.65325594539515	-5	1.6847977122599	-0.550166904733271
Healthy	1.06058679783046	0.2121689533202	1.37552297120862	0.889970840826821	-5	-5	1.34974169267294	0.657138112302917
Healthy	1.33272681649995	-0.55786529500809	-2.45967052520913	-1.92591531097176	-0.4678318683063	-5	1.82412238298716	0.596283630812658
Healthy	0.813328076832298	0.296491876572559	0.670985750213924	-5	-5	-0.628784317957639	1.7798419209194	-0.663180171208262
D015179	1.78321201499607	0.734987743262848	0.130954205362453	-2.53017798402184	0.144838750900035	0.715088692378925	-0.380426705213997	0.431881391942893
Healthy	0.368829646195804	-0.680644058933098	-5	1.05374513081443	-5	-5	1.82680717021713	0.0123605041605752
Healthy	1.65524286431286	0.274051572717787	-5	-5	0.505038676097712	-0.766369419835537	1.57523034826512	-1.94730605807503
Healthy	1.69847714798294	-5	-5	-5	-5	-5	1.51910943609568	-5
Healthy	1.78667136833391	0.745227080389036	-5	-5	-5	-5	-0.310380407345127	-0.709742730605482
Healthy	0.881867191668373	-0.424177348062638	-5	0.788730326815281	-0.541649257860337	-5	1.84612145798766	-0.776763726897002
Healthy	1.00092406346785	0.61950654892142	-0.933450461238066	0.452238909530772	-5	-1.3101585908625	1.84665300522388	-0.454124095303583
Healthy	1.35566066674732	0.137354111370733	-5	-5	0.460681392960444	-5	1.6639693325117	0.0596769935847559
Healthy	1.58401624667494	-0.850288350312068	-1.38933983691012	-5	-0.277859874542584	-1.05878681241468	1.72787311336612	-1.39588199380796
Healthy	0.749045686708109	1.87257555794915	-5	0.479084166077603	0.596159282099048	-5	0.807079524190084	0.414644161655883
Healthy	1.51660120715605	0.33102622416787	-5	0.439621600950691	0.0661469517071528	-5	1.66588301610892	0.234000682241798
Healthy	1.44695076137966	1.24488149535419	-0.841486737383568	0.160597569740522	-0.284096889734551	-5	1.61752107728075	-0.126522452637424
Healthy	1.76683422061032	0.354882177263644	-5	0.746499531205087	0.18792380716567	-5	1.4472113842441	-0.938472129109492
Healthy	1.19699976147579	0.232754768634399	-5	-0.364044013716728	-0.710901800943384	-5	1.83917915496961	0.43427501717644
Healthy	1.44960936203788	1.06678346419831	-5	-1.78277934435548	1.03624832182261	-5	0.0463741849617853	-0.353047625197678
Healthy	1.62297673680582	-0.336148369488026	-5	-2.1944991418416	0.650251168066427	-1.49607319580649	1.5622219437315	-1.60119226979674
Healthy	1.17370798271796	0.251888749471359	-0.269145078916476	-5	-1.69229007659519	-2.44977164694491	1.83035895148053	-1.33979879861932
Healthy	1.01080647941066	-0.431211787684653	-5	0.640839060883501	-0.259432056170605	-5	1.83836883548076	0.744324282497985
Healthy	1.69439905754565	-1.301464507438	-5	-5	-1.01269132626882	-0.461074549696415	1.53486683257165	-0.943133246341687
Healthy	1.37894505791679	-0.971794880094557	-5	-5	-1.34371009880864	-5	1.81207509477928	0.0649369465204625
Healthy	1.62045723078288	-0.797402714307569	0.0471151422871101	0.742059436150824	0.165211671177222	-0.481933745708392	1.23383265443116	0.0845047832462276
D015179	1.46579419522484	-5	-5	-5	-5	-5	1.70036540669813	-0.780834778169659
Healthy	1.53401785184281	1.33546813106246	-5	0.583093305845168	0.631611163359825	-5	1.27445505445968	-5
Healthy	0.566370309833564	-0.869408948036626	-5	-5	-1.77391588402418	-5	1.66645592068099	-0.929851263847694
Healthy	1.24428108016369	-5	0.773273616338721	-5	-1.56463349338734	-5	1.67982521237835	-0.720949351800974
Healthy	1.51011237688809	0.973025274065912	-5	0.501643864612587	0.758920215034779	-5	1.53323234924323	-5
Healthy	1.65069267934298	1.42011226445353	-5	-0.661862371668092	-0.684428465385547	-5	1.20423858314065	-1.32166375326782
Healthy	0.708826109215985	0.10247486908423	-5	1.19543772690894	-0.661603275803738	-5	1.73251478243963	-0.486369616747608
Healthy	1.68605217056893	1.07518221987883	-5	0.733011787381021	-0.492913591709486	-5	1.26325343692896	-0.085498177172686
Healthy	1.82221706554602	-5	-5	0.0038567312161263	-5	-5	1.42877652453474	-5
Healthy	1.33731207541745	-0.0528850083762034	-0.528209723454808	0.98561326586642	-0.0278249425402859	-5	1.59188120331572	-0.746080739425089
Healthy	1.49735888949957	-0.288277108172765	1.00876236323452	-1.91470942176993	0.403798041116352	0.334638689048133	0.992180474098953	-0.939453244873831
Healthy	1.41570735316645	0.30481569602561	1.4601519893972	1.33534976495288	-0.0704584672698165	-5	1.11972853775921	-1.18157614490792
D015179	0.949506616135884	0.62555834432587	1.72453153642137	-5	0.472228248416352	0.767141018153773	1.12829003508973	-0.611082154843085
Healthy	1.44779070958949	0.852400080980158	0.31514082757147	0.592654107819596	-0.178735459853768	-0.359389387087639	1.59557712092727	-1.15626903488791
Healthy	1.31411275923251	1.58638732565897	-5	-0.0836513477245399	-0.268435407720597	-5	1.37832012074575	-0.338272478593202
Healthy	1.44265580295139	0.369738922822443	0.717117715453636	-5	-0.230859088998781	-5	1.40208900644004	0.145951179776783
Healthy	1.3184160559558	0.962283131263732	-5	1.2846770274085	0.547742716514197	-5	-1.27156504902575	0.480808640692415
Healthy	0.482696401036969	0.103540328698213	-2.01233373507373	-1.11452569717084	-0.404492755611719	-5	1.83053753824527	-0.0435098111981483
Healthy	1.64355906560212	-0.243980403622318	-5	1.17503347820965	-0.487996389506071	-5	1.21198159872175	-1.03432802877989
Healthy	1.26071161951489	0.427886786453727	0.62466464286828	0.131101950794652	0.179330566343857	-0.221139980633143	1.61683645320176	0.219712857249585
Healthy	1.51378540846602	1.31706016801833	0.435817301335452	0.52875991480049	-5	-5	1.29303975287017	-5
Healthy	0.500218630501196	-0.552686891176432	-5	0.779694593216058	-1.65896136832248	-5	1.84278685219328	-0.988725671095275
Healthy	1.1591052842255	0.202417472784497	-0.287400800667386	-5	-1.50905879464321	-1.77702355010661	1.82946427127886	-0.84287580449513
D015179	1.59956705699519	0.546468629699748	-0.476448619430498	-1.93930215964639	0.0850157116845858	-5	1.59399631078447	0.738976263902665
D015179	0.889193535701746	-1.51385300319343	0.192405747497581	0.0100157061152139	-0.784256717362395	-5	1.92858340853061	-0.669850130567348
Healthy	1.00618483647517	0.588672753676359	-0.071660486766544	0.880586099545523	-0.795907161597461	-0.0702848332276321	1.78104218751279	-0.491524150351767
Healthy	1.55964824466815	-5	-5	-5	-5	-5	-5	-5
D015179	1.32502444407689	0.54410278651916	1.39837425969557	0.965480632698047	-0.592422159669094	-5	1.17141692683775	-5
D015179	1.44229786035924	1.09865756765167	0.438350868940237	0.493668524758533	-0.466024691590791	-5	1.50829223973761	-5
Healthy	1.09914037151615	-0.413311446759948	0.445926302286597	-0.158953534590696	-5	-5	-0.490072018842653	-5
Healthy	1.32374738787623	-0.5371230448075	-1.42957382164103	0.445859412484803	-2.21968268785985	-5	1.77763949485089	-0.586985387665754
Healthy	1.12225881394444	0.665234730634903	0.403535734740185	0.214199873527312	0.367879368321484	-5	1.73740591959477	0.484504834910309
Healthy	0.996739266873061	-0.125408028111807	-5	-5	-1.26584048675553	-5	1.91430580936205	0.349347475308319
Healthy	0.921177506695995	-1.55940573816017	-5	-2.58004425151024	-5	-5	1.91186820427918	0.624214006327787
Healthy	0.671790046618457	-5	-5	-5	-5	-5	0.854621777534292	-5
Healthy	-1.38827669199266	-0.225351670935924	-5	-5	-0.925147004118753	-5	0.102574331203377	1.60692647094154
Healthy	0.883440541662263	-0.672252928747544	-5	-5	-1.07232173586201	-5	1.93755785931242	0.224007032894575
Healthy	1.13301008847697	0.790885862652957	-5	-5	-1.15782777061438	-1.18949865223347	1.76813789373659	-1.99653946789049
Healthy	0.516034026461221	-0.564442286538681	-5	0.784382610377943	-1.3292904047762	-5	1.83959323640737	-0.829181101966331
Healthy	1.53292271507523	1.40162624631606	-5	0.442765024083731	0.0853762153701946	-5	1.39258388131389	0.686018345331552
Healthy	0.882904024035159	-0.665043883863148	-1.26098175411652	-0.345698291498519	0.406400502494275	-0.403227023240467	1.82806397606351	-0.201611805705549
Healthy	-1.89448981523003	1.79786060223807	-5	0.0603124691014844	0.467711672837546	-5	-1.02104383478241	1.00450279357913
Healthy	1.77595759919385	-0.133364183423002	-5	-0.433480017366234	-0.371866612458917	-5	-0.781517012406355	1.41848325904792
Healthy	1.28584569278614	-0.746080739425089	-0.21477697184682	0.555368971398193	-2.05403929642243	-5	1.82566475186668	-0.30040506145476
Healthy	1.25766321832871	-5	0.772179363923097	-5	-1.59414160068236	-5	1.68660481304954	-0.731632674578516
D015179	1.45183369892429	0.14769177928574	-1.33404397054604	0.635108603722298	1.04074826701919	-0.960823915623959	1.31238112226848	1.36530299595161
Healthy	1.1611325208451	-0.347463581406975	1.36272198694323	0.396105152536026	-0.450910869023876	0.339505103670671	1.46697877365811	-1.51584257563462
Healthy	0.987102030620615	0.69394316319571	-5	0.912434633375575	1.35904962803243	-5	1.33356474987514	0.533183367167847
D015179	1.59746843818352	0.726792389047992	0.913448255626288	0.420236380469888	-0.0985362295228667	-1.46318913400846	1.39500960085613	-0.107549199231809
Healthy	0.832110839940302	-1.37716452047848	-5	0.131830307274948	-0.774949303861951	-5	1.92744515175984	-5
Healthy	0.0819950252722981	-0.65949639683955	-5	-2.04431224968649	-0.74644393277988	-5	1.96481522817621	0.363401361807559
Healthy	0.315749995263859	-2.26841123481326	-0.280743311986543	-5	-2.34678748622466	-5	1.96803118750415	0.635529988672837
Healthy	1.7881818100133	-5	-5	-0.150255140880372	-0.64777887965032	-5	1.43658226225857	-1.13206134910922
Healthy	1.82041697637957	-0.227832377772061	-2.99139982823808	-5	0.294353780039375	-5	1.19161614911394	-0.58587937395618
Healthy	0.980721296481127	-0.758677697111227	-5	-5	-1.28659346783231	-5	1.88918809862794	-0.815024809301739
Healthy	1.02629950788732	-5	-5	-5	-5	-5	1.92759864131433	0.160435515079705
Healthy	1.4736019881273	0.628689255779454	-0.351152291627106	0.73764976345187	-0.559657758757349	-0.878046416454701	1.50135453686538	0.0469787451012184
Healthy	1.31383496331895	1.83081191692166	-0.275724130399211	-5	0.160279405270686	-5	-1.4565528199183	-5
Healthy	1.78218543621325	0.461890025666393	-0.0419906858842417	-5	0.773313142504841	-5	1.13414011763158	-0.602338028777858
Healthy	1.03523195907929	0.437436616134682	-0.291205308574192	-0.163397417360509	0.0448297158482121	-5	1.42884836263472	-1.15230397926583
Healthy	1.18212036246448	1.38780327716754	-1.41566877563247	0.689766004244199	0.91105475136435	-1.56847541581255	1.3707589413299	0.680936219371522
Healthy	1.41252421688589	1.42110980040804	-5	0.307857443001623	1.26113267992124	-0.110989792884489	1.01457471718513	0.343432228234594
D015179	1.58653318325666	0.736141428790474	-5	-5	-0.937606062746805	-5	1.60673091745689	0.180355296448789
Healthy	0.86486098616246	0.277405196951202	-0.82131076022441	0.494534435533669	-0.235868719613968	-5	1.66201133691938	-0.376110080952758
Healthy	1.84832000163198	-0.010594681998484	-5	-5	-0.254792440832954	-5	1.15889116499052	-0.7103887536517
Healthy	1.490291030077	-0.293521188024443	1.02108215988336	-5	0.367964997141531	0.299947253830336	0.966103231413526	-1.49025998442962
Healthy	1.4324028965645	0.259027350060467	-5	-5	-0.70441091100018	-5	1.7848150690857	0.359083825196312
Healthy	1.31834177877847	1.72122429289544	-1.65816994307949	-0.529354342113272	0.446375596872323	0.960300927095833	0.904685257185203	-1.94500413847086
Healthy	0.888556318227618	-0.468444449516631	1.02881151210143	-0.0723371257336203	-1.14212497447644	-5	1.82206237073868	-0.9466910188759
Healthy	1.35541837684804	-0.0363490914088084	-0.678277325653991	0.46689133544623	0.301689622087296	-5	1.548977007272	-1.33648752958484
D015179	1.42472683040875	-0.146831293238871	0.171972045724511	-5	0.362433463059797	-5	1.55450696752962	0.658310050368951
Healthy	-1.48744900709579	1.60853758608464	-5	0.279224212526694	-0.0219839158841011	-5	1.62597285833896	0.849726444196328
Healthy	1.50792249437244	0.57220222666237	-5	-5	0.628503364341921	-0.291885168578251	1.6282099638542	-0.117725979333638
D015179	1.2385534040889	0.603062054643108	0.234846169921364	-5	0.255774066769211	1.1020187665824	1.48136321558448	-5
Healthy	1.38191359248194	-0.190588442084398	-5	-5	0.387124540914222	-5	1.78791797842391	-1.0496838360754
Healthy	1.09091834160796	1.57282271228914	-1.44660248987612	1.09313474589187	-2.70996538863748	-5	1.472655248375	-1.00300701810929
Healthy	0.426229773361909	-0.865822892423234	-5	0.537565997596087	-0.609895436174565	-5	1.94850529244848	-0.37193819131486
Healthy	1.07175390834848	-1.82535880733955	0.722829639954398	-0.448647607260012	-0.649771370245135	-2.75448733218585	1.87889067421563	-0.102092631845182
Healthy	1.55116724855846	-0.957818405484234	0.137591452381414	0.833653174982698	0.455294160400723	-0.214919421862662	1.04307920657881	0.207020051267312
Healthy	1.01678897992019	-1.66354026615147	0.41088516111817	0.815630205804453	-0.501220936713406	-5	1.31990642283547	0.159693493206398
D015179	1.51219540635868	0.678039207252199	-5	-5	-5	-5	1.62037448696031	-5
Healthy	0.771369176512321	1.0214634384736	0.813290694796214	-1.7104110474574	-0.101028130257379	-5	1.32316874064207	0.241207678468802
Healthy	-2.04191415147891	1.5925802083397	-5	-5	-0.340349970001373	-5	-0.114893323972201	1.74778177171166
D015179	1.59811008984808	0.497635839465733	-0.519059321751429	-1.59636481020945	0.0787865826231097	-5	1.5940309298251	0.733749214779545
Healthy	1.81758724898938	0.199703080725172	0.038532737976255	0.583714405055845	0.449189802189412	0.291965706059662	1.05194973402782	-0.452520666068974
Healthy	1.15887339226457	0.922477886285578	0.312376256701475	-1.54775342547956	-0.155864678313326	-0.244399522234015	1.7187367089509	-0.60526821953047
Healthy	0.974511692737328	-1.1444808443322	-5	-1.47599355444263	-5	-5	1.89180302642137	0.705773937413953
Healthy	-1.66918053350416	1.76426268366374	-5	-2.80410034759077	0.933287304375373	-5	-1.35232368675913	1.51224988444315
Healthy	1.30134930184496	0.387090700919142	-0.621638443207028	-1.63544900464603	-0.897052031994626	-0.852725700088157	1.7519548914804	-0.0961398236437035
Healthy	1.18540246691276	1.17113031549481	-5	0.176010183185076	-0.0508296359849904	-5	1.38850261401034	1.15633164677902
Healthy	1.66371807073357	0.645819044992108	-5	0.702978229224878	-0.765761199652933	-5	1.45895254183608	-1.37008096449646
Healthy	0.469032207248683	-0.804266351726789	0.23155623678893	-5	-5	-5	1.96886565949631	-0.163220304050162
Healthy	0.384382091324033	-1.27860162447849	-5	0.484944394902789	-5	-5	1.8997351666644	-0.750288133125341
D015179	1.41714024075309	0.205123129203654	0.997101858913534	0.151250303203928	0.714742059890617	-0.267944156202897	0.803960086912608	-0.250116883708023
Healthy	1.72982124474145	0.379508564148331	-5	0.654727005390912	-0.232080151045108	-5	1.43306367155918	-0.972854334225658
D015179	1.37146815269482	1.42429298109693	-5	-5	1.11199837534716	-1.52592949678496	1.34198520497527	-5
Healthy	0.936328725795065	0.710042859862826	0.873935852361704	1.28860487934992	-5	-5	1.65955588081694	-1.61654370347525
Healthy	0.734250816023627	0.106309912331528	-5	1.19923695008225	-0.693617867849802	-5	1.73415566849578	-0.544424311915109
Healthy	1.18355794876519	-5	-5	-5	-0.220446796063696	-5	1.54137927269679	1.51223987060201
Healthy	0.791850585870186	-0.571589808002665	-5	-5	-0.362630368515236	-1.18956584407733	1.85011164444969	-1.50445566245355
Healthy	1.31853787640338	0.746400644491561	-5	0.189824257954117	-0.349799363382625	-5	1.66311456190196	-5
Healthy	1.17019539238982	0.256703317349704	-0.258840519287217	-5	-5	-5	1.82302274565403	-1.22973726182941
Healthy	1.22064460726986	-1.54622314030956	-5	0.66423945566258	-0.446808998871028	-5	1.84158006605515	-1.08170748724464
Healthy	1.4829937122757	-0.253194607592933	-5	-1.5708939916673	-1.98129950133376	-5	1.80819179059813	0.474168168400094
Healthy	1.10855859720931	0.139822435600204	-5	-5	-0.0593341275241712	1.01152434757897	1.84181861610248	-0.226389062995292
Healthy	1.21185922826476	0.476692539296445	-5	-1.17050325027982	-0.9709410499155	-1.20460666506871	1.67530998573773	0.487785797789364
Healthy	1.7098007142115	1.120072887593	-5	0.486386551253036	-0.214257425441702	-5	1.3106790833913	0.171059145677038
Healthy	0.845836333155611	-0.274464047931616	-5	0.969560342508441	-1.13608262304214	-5	1.88270493475678	-0.519332052178206
Healthy	0.945354333914672	0.0185423933549837	-5	0.510229898375239	-1.60624935965192	-5	1.81735676557355	0.367040803437616
Healthy	0.92622922714615	-1.62911698322239	-5	-5	0.915795954818113	-5	1.8581232175348	0.937119020552231
Healthy	0.975111829328487	-1.43344466911694	-5	-1.41964533889341	-5	-5	1.89825877752434	0.673562745532279
D015179	1.34463666750266	-0.232851557818569	-5	0.484546107036056	0.719795998579131	-5	1.62463681388454	0.323278920380405
Healthy	0.841484609335393	-0.557708413713929	-1.28583795390115	-0.448452418725534	0.273579945676206	-0.60117493303771	1.83406689255552	-0.0706117314488131
Healthy	1.35767666982706	0.0495087475378295	-0.440919678979859	-1.54714066420415	-0.698991719603	-5	1.04198844422406	1.36772631128972
Healthy	0.408621501803481	-1.07800156869173	-5	0.529727995612142	-5	-5	1.89292887121137	-0.524590338587032
Healthy	1.68887683658949	-0.0842203891769446	0.675852550213481	-5	-0.810369342307844	-5	1.33995540741318	-0.251905046069536
Healthy	1.3096646541478	-0.438433549932877	-5	-5	-5	-5	1.76740619995226	-0.142987310283439
Healthy	0.921441433071756	-5	-5	0.347232410084063	-0.0535821261831271	-5	1.92687670145442	-0.692932049338702
Healthy	1.37252501407744	0.0709756686537752	-0.436696940630588	0.244717378587917	0.516606758902437	-0.628599613969016	1.62817704485082	0.39920110427981
Healthy	0.992139791189335	-0.402688829936472	0.970912857034712	-1.03002526987828	-1.2020403562628	-5	1.67558497345142	-0.0243798082930474
D015179	1.69668045944791	0.13134273235669	0.246614278765574	0.912026393895979	-5	-5	1.49053981989244	-0.980759049604149
D015179	1.57828521313285	0.177034101544893	-0.634324859544082	-0.0800907417683357	-0.0203014236217116	0.870179090927099	1.36954739076561	0.471281440459883
D015179	1.32998880926131	-0.21149224789712	-5	0.936894086210041	0.5921567638393	-5	1.48418804752762	-0.899078319679153
Healthy	-3	1.6492303622898	-5	-5	0.0289086351123914	-5	1.03128401600384	1.63863240078419
Healthy	0.928223739210934	1.07310440692467	1.04618328122307	-5	0.170414278547993	1.52687160801983	1.40949607421984	0.263905791739654
Healthy	-5	0.638214616150927	-5	-5	-1.24657015842458	-5	1.35201359296416	1.79614891870961
Healthy	0.831216242059741	-0.102911988197991	-5	0.803830475683418	-0.925329811075993	-5	1.8855575129615	-0.433279748650953
Healthy	0.31228528171559	-1.89245087025531	-0.225687456248349	-5	-5	-5	1.96514584612877	0.609570933213327
Healthy	1.70398354744149	-1.08804381092731	-5	-2.07520400420209	-0.146855653827393	-5	1.50489543431619	-0.425378493048651
D015179	1.37857993938997	0.890258337506397	0.864766717448368	-5	-5	-5	1.52125265954263	-5
Healthy	1.53233631267492	-0.22870655737094	1.06505697723196	-5	-0.30169932468184	-0.33832926395964	1.36191020140594	0.376480233649763
Healthy	1.1726470005241	1.48687120928416	-5	-0.00291956452826918	-0.11586762495717	-5	1.58182818904252	0.59270181401753
Healthy	1.42942538673517	0.0525746772870095	-1.4641997091751	-1.70952018666933	-0.640752825510306	-5	1.75571802419301	0.0633070827776712
D015179	1.78520401377832	0.222149177461783	-5	-0.27089193157406	0.595003227311537	-0.857986167015641	1.45525031696696	-0.0359950796822145
Healthy	1.53086331558833	0.884471362489283	-0.834103090007493	-0.433986992019558	-0.452902485096106	-5	1.56568634440545	0.504583669257236
