group	Lachnospirales	Oscillospirales	Lactobacillales	Coriobacteriales	Verrucomicrobiales	Erysipelotrichales	Methanobacteriales	Peptostreptococcales	Pseudomonadales		Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Desulfovibrionales	Peptostreptococcales
Healthy	5.07049	0.01553	1.28562	23.59345	1.48707	1.27752	0	0.11519	0		5.07049	0.01553	37.95396	1.48707	0	1.27752	23.59345	0	0	0.11519
Healthy	0.6148	1.54391	0	0	0.56621	0	0	0	0		0.6148	1.54391	0	0.56621	0	0	0	0	0	0
Healthy	3.27182	2.83547	0	0.03332	0	0.19433	0	0	0		3.27182	2.83547	0	0	0	0.19433	0.03332	0	0	0
Healthy	33.2969	9.14056	0	1.89771	1.62563	1.01374	0	0	0		33.2969	9.14056	25.52263	1.62563	0	1.01374	1.89771	0	0	0
Healthy	1.2544	3.12526	0	0.01359	0	0	0	0	0		1.2544	3.12526	0	0	0	0	0.01359	0	0	0
Healthy	9.70855	14.07522	0.10501	0.43282	0.04037	0.01492	0	0.00207	0.00691		9.70855	14.07522	0.4956	0.04037	0	0.01492	0.43282	0	0.0251	0.00207
Healthy	11.32128	18.40296	1.59656	0.41958	0	0	4.13628	0	0		11.32128	18.40296	36.92142	0	4.13628	0	0.41958	0	0	0
Healthy	1.66774	1.86508	0	0	0	0.04199	0	0	0		1.66774	1.86508	0.30454	0	0	0.04199	0	0	0	0
Healthy	2.17026	7.62866	0	0.04561	0	0	0	0	0		2.17026	7.62866	0	0	0	0	0.04561	0	0	0
Healthy	32.47289	4.46338	0.0773	0.14832	0	0.777	0.14722	0	0		32.47289	4.46338	0.17135	0	0.14722	0.777	0.14832	0.65041	0	0
Healthy	21.91208	2.40004	0	0	2.15259	0	0	0	0		21.91208	2.40004	0	2.15259	0	0	0	0	0	0
Healthy	23.91447	8.03068	0.15172	0.09504	0.20079	1.41539	0.40155	0.1086	0.04243		23.91447	8.03068	0.13044	0.20079	0.40155	1.41539	0.09504	0	0.0866	0.1086
Healthy	0	0	0	0	0	18.4171	0	0	0		0	0	0	0	0	18.4171	0	0	0	0
Healthy	30.40498	17.6776	0	2.72864	0.68396	5.41414	28.5491	0.05371	0		30.40498	17.6776	0	0.68396	28.5491	5.41414	2.72864	2.76683	0	0.05371
Healthy	2.20248	1.28015	0	0.03996	0.76509	0	0	0	0		2.20248	1.28015	0.05349	0.76509	0	0	0.03996	0	0.33995	0
Healthy	28.16387	9.39614	0.96709	0.00136	0	1.10707	0	0.01412	1.98208		28.16387	9.39614	0	0	0	1.10707	0.00136	0	0	0.01412
Healthy	6.5284	10.28388	0.0195	1.40574	12.5435	0.09827	0	0	0.08138		6.5284	10.28388	0.44647	12.5435	0	0.09827	1.40574	0	0.53861	0
Healthy	5.33268	24.16061	0.01631	0.04754	0	0.26229	0	0.1366	0.92658		5.33268	24.16061	0.09016	0	0	0.26229	0.04754	0	0.09781	0.1366
Healthy	0.43166	5.8327	0	1.51622	43.6005	0.14481	0	0	0		0.43166	5.8327	0.02041	43.6005	0	0.14481	1.51622	0	0.68468	0
Healthy	5.0469	4.33631	0	0	0	0.26754	0	0	0		5.0469	4.33631	0.42895	0	0	0.26754	0	0	0	0
Healthy	13.15953	1.75716	0	0	0	0.54431	0	0	0		13.15953	1.75716	0	0	0	0.54431	0	0	0	0
Healthy	28.08165	18.40337	0.01236	0.03886	0	0.01602	0	0	0		28.08165	18.40337	1.74439	0	0	0.01602	0.03886	0	0	0
Healthy	1.14033	1.51576	0.25008	0.13239	0	0.03905	0	0	0		1.14033	1.51576	0	0	0	0.03905	0.13239	0	0.0054	0
Healthy	22.08237	4.10646	0.53095	0.03749	0.0088	0.00311	1.80177	0.30605	0		22.08237	4.10646	0.07286	0.0088	1.80177	0.00311	0.03749	0	0	0.30605
Healthy	25.5751	15.43743	0.23289	0.25563	0.02447	0.0174	0	0.03649	0		25.5751	15.43743	1.46737	0.02447	0	0.0174	0.25563	2.87235	0	0.03649
Healthy	26.99593	27.05509	1.04843	0.59547	0	0	0	0	0		26.99593	27.05509	14.07523	0	0	0	0.59547	0	0	0
Healthy	1.94154	13.85599	0.39645	0.16482	1.3283	9.17023	0.09868	0	0		1.94154	13.85599	0.46242	1.3283	0.09868	9.17023	0.16482	0.16438	0.06872	0
Healthy	3.32933	16.30981	0.61051	0.37042	0	0	1.18226	0.07371	0		3.32933	16.30981	3.14739	0	1.18226	0	0.37042	12.2744	0.74541	0.07371
Healthy	31.77801	8.95238	1.50452	0	0	0	0	0	0		31.77801	8.95238	1.27859	0	0	0	0	0	0	0
Healthy	1.10321	0.27707	0.10505	0.40764	0	0	0	0	0.24029		1.10321	0.27707	0.10105	0	0	0	0.40764	0.14244	0	0
Healthy	27.46447	6.77587	9.25788	1.94761	0.91401	5.69895	0.05073	0	0		27.46447	6.77587	0.62427	0.91401	0.05073	5.69895	1.94761	2.42624	0.06162	0
Healthy	15.92555	10.75636	0.20378	0.12726	3.33406	0.00172	2.30841	0.05048	0		15.92555	10.75636	0.91651	3.33406	2.30841	0.00172	0.12726	0	0.18646	0.05048
Healthy	13.78159	22.71514	2.2921	8.66768	0	0.43137	0	0	0.35063		13.78159	22.71514	8.77733	0	0	0.43137	8.66768	0	0	0
Healthy	44.80996	5.17516	0.2392	0.07901	0	0.04628	0.1068	0	0		44.80996	5.17516	0.13129	0	0.1068	0.04628	0.07901	0	0.06547	0
Healthy	43.58366	14.26202	0.56306	0.33759	0.16201	0.4229	0	0.23092	0		43.58366	14.26202	0.83307	0.16201	0	0.4229	0.33759	0	0	0.23092
Healthy	16.57425	21.325	5.84603	3.98303	0	0.10672	0	0.33081	0.01423		16.57425	21.325	5.81126	0	0	0.10672	3.98303	0.01541	0.23847	0.33081
Healthy	10.51045	6.88399	0.03885	0.02564	0.77287	0.00601	0	0.11079	0		10.51045	6.88399	0.37799	0.77287	0	0.00601	0.02564	0	0.08041	0.11079
Healthy	28.20531	33.54678	0.00711	0	0	0.32882	0	0	0		28.20531	33.54678	0.26068	0	0	0.32882	0	0.58507	0	0
Healthy	1.78141	1.15322	0	0	1.88348	0	0	0	0		1.78141	1.15322	0.22173	1.88348	0	0	0	0	0	0
Healthy	46.8281	25.6118	0	0	0	0	0	0	0		46.8281	25.6118	0	0	0	0	0	0	0	0
Healthy	37.47046	3.62559	4.40984	1.42651	0	0.0976	0	0.00678	0		37.47046	3.62559	0.35178	0	0	0.0976	1.42651	0	0	0.00678
Healthy	2.51416	0.71487	0	0	0	0	0	0	0		2.51416	0.71487	0	0	0	0	0	0	0.12119	0
Healthy	6.08218	6.66585	0.08492	1.73064	2.90132	0	8.00768	0	0		6.08218	6.66585	5.16856	2.90132	8.00768	0	1.73064	0.02402	0.02195	0
Healthy	6.5257	3.5277	0.08113	0.22175	0	0.03155	0	0	0		6.5257	3.5277	2.28444	0	0	0.03155	0.22175	0	0.37382	0
Healthy	3.96175	4.56076	0.00116	0.06109	0	0.01371	0	0	0		3.96175	4.56076	0.24087	0	0	0.01371	0.06109	0	0.03254	0
Healthy	18.45423	11.12826	0.65368	0.15245	0.03767	0.53843	0	0.29259	0		18.45423	11.12826	13.77345	0.03767	0	0.53843	0.15245	0	0	0.29259
Healthy	6.48448	4.39045	0	0.20077	8.45768	0	0	0	0		6.48448	4.39045	0.42789	8.45768	0	0	0.20077	0	0.50177	0
Healthy	1.31161	0.01453	0.01861	0.00705	0	0.00517	0	0	35.222		1.31161	0.01453	14.48399	0	0	0.00517	0.00705	0	0	0
Healthy	24.39424	8.4586	8.38371	3.54521	0	0.61656	0.34226	0	0		24.39424	8.4586	2.00644	0	0.34226	0.61656	3.54521	3.3537	0.87373	0
Healthy	9.03548	5.3228	0.10993	0.09404	0	0.48128	0	0.03863	0		9.03548	5.3228	48.07914	0	0	0.48128	0.09404	0	0	0.03863
Healthy	0.938	12.45604	0	0.12827	0	0.49665	0.0287	0	0		0.938	12.45604	0.10828	0	0.0287	0.49665	0.12827	0	1.43761	0
Healthy	47.81394	2.93233	0.3743	0.05531	0.03824	0.00459	0.15533	0	0		47.81394	2.93233	0.18308	0.03824	0.15533	0.00459	0.05531	0	0.12123	0
Healthy	3.50565	5.63152	0.14589	0.16911	0.13672	0.04044	0	0.01833	0		3.50565	5.63152	0.22975	0.13672	0	0.04044	0.16911	0	0.01901	0.01833
Healthy	3.27068	0.0007	0.47209	0.00102	0	0	0	0.14947	0		3.27068	0.0007	14.7213	0	0	0	0.00102	0	0.00635	0.14947
Healthy	20.51761	1.77306	0.01141	1.32217	0	0.12586	0	0.07101	0		20.51761	1.77306	4.40498	0	0	0.12586	1.32217	0	0.00828	0.07101
Healthy	32.39544	4.51531	4.11471	0.46891	3.57716	1.28783	0	1.22097	0		32.39544	4.51531	1.46792	3.57716	0	1.28783	0.46891	2.64687	0	1.22097
Healthy	0.98278	0	0.07273	0	0.03461	0	0	0.01142	0		0.98278	0	0	0.03461	0	0	0	0	0	0.01142
Healthy	21.77925	19.42858	0.40382	1.09846	0.05854	0.05169	3.24923	0.25031	0		21.77925	19.42858	4.06849	0.05854	3.24923	0.05169	1.09846	0	0.02244	0.25031
Healthy	50.37572	0.03068	0	0	0	13.73408	0	0	0		50.37572	0.03068	0	0	0	13.73408	0	0	0	0
Healthy	32.93799	11.57818	0.19675	0	0.50632	0	1.09162	0	0		32.93799	11.57818	0.16406	0.50632	1.09162	0	0	0	0	0
Healthy	14.62348	1.42659	0	0.26306	0	0.08664	0	0	0		14.62348	1.42659	0.94995	0	0	0.08664	0.26306	0	0.05709	0
Healthy	2.23369	0.104	0	0	0	0	0	0	0		2.23369	0.104	0.21765	0	0	0	0	0	0	0
Healthy	12.17318	21.66445	0.03096	0	2.41684	0	0.29309	0	0		12.17318	21.66445	0	2.41684	0.29309	0	0	0.95102	0.03354	0
Healthy	1.85708	0.01409	0.15629	0.17924	0	0	0	0	0		1.85708	0.01409	0.02337	0	0	0	0.17924	0	0.03332	0
Healthy	2.22832	7.69057	0.02519	0.31033	0.56418	0	0	0	0		2.22832	7.69057	0	0.56418	0	0	0.31033	0	0.07033	0
Healthy	22.07464	15.77081	0.3327	0.82384	0.86309	0	1.42082	0.16005	0		22.07464	15.77081	18.32739	0.86309	1.42082	0	0.82384	0	0.11673	0.16005
Healthy	8.98104	1.56594	0	0	0.50523	0	0	0	0		8.98104	1.56594	0	0.50523	0	0	0	0	0	0
Healthy	36.07128	9.15377	0.30544	0.17756	0.233	1.51191	0	0.10197	0		36.07128	9.15377	0.33843	0.233	0	1.51191	0.17756	0	0.17313	0.10197
Healthy	5.81854	4.58945	0.00741	0	0.11769	0	0.07672	0	0		5.81854	4.58945	4.12361	0.11769	0.07672	0	0	0	0.11263	0
Healthy	12.20105	6.88002	0	0.01147	0	0	0	0	0		12.20105	6.88002	0	0	0	0	0.01147	0	0.27753	0
Healthy	0.9112	1.58475	0	0	0	0	0	0	0		0.9112	1.58475	0.07738	0	0	0	0	0	0	0
Healthy	12.85301	17.12874	0	0	0	0	0	0	0		12.85301	17.12874	3.46794	0	0	0	0	0	0	0
Healthy	17.77409	2.12718	0.39949	0	1.01338	0	0	1.0244	0		17.77409	2.12718	0.24054	1.01338	0	0	0	0	0	1.0244
Healthy	33.24214	18.39106	0.74517	0.68918	0	0.00693	0	0	0		33.24214	18.39106	15.32938	0	0	0.00693	0.68918	0	0.18905	0
Healthy	12.4927	6.06338	0	0.92443	2.56749	0.06085	3.11355	0	0		12.4927	6.06338	2.21114	2.56749	3.11355	0.06085	0.92443	0	0	0
Healthy	14.73325	2.48	0.25203	0.14535	3.88042	0.00229	0	0.08537	0		14.73325	2.48	0.01553	3.88042	0	0.00229	0.14535	0	0	0.08537
Healthy	18.37778	13.67715	0.04235	0	1.30576	0.01657	0.25684	0	0		18.37778	13.67715	0.01624	1.30576	0.25684	0.01657	0	0.97972	0.07584	0
Healthy	24.06397	12.55573	4.33251	0.07226	1.85173	0.00445	4.80982	0.00125	0.575		24.06397	12.55573	3.04845	1.85173	4.80982	0.00445	0.07226	0	0.05127	0.00125
Healthy	13.02272	13.02506	0.03194	0.01782	0.01715	0.01523	0	0	0.39619		13.02272	13.02506	0	0.01715	0	0.01523	0.01782	0	0.06363	0
Healthy	2.05964	8.11221	0	0.01945	0	0	0	0	0		2.05964	8.11221	0	0	0	0	0.01945	0	0	0
Healthy	4.06705	0	0.42491	3.2435	0	0.44122	0	0	0.17064		4.06705	0	23.92438	0	0	0.44122	3.2435	0	0.01869	0
Healthy	31.72952	4.68892	0.38136	0.20942	0.03737	1.8409	0	0	0		31.72952	4.68892	1.50522	0.03737	0	1.8409	0.20942	0	0.08412	0
Healthy	2.51772	0.22984	0.01793	0.01272	2.26273	0.19041	0	0.22672	0.00458		2.51772	0.22984	0.54794	2.26273	0	0.19041	0.01272	0	0	0.22672
Healthy	1.70965	4.92595	0	0.22134	0	0.07751	0	0	0		1.70965	4.92595	0.34388	0	0	0.07751	0.22134	0	0.02269	0
Healthy	0.89442	1.59209	0	0	0	0	0	0	0		0.89442	1.59209	0.09572	0	0	0	0	0	0	0
Healthy	18.1056	2.0174	0.67514	0.05649	40.4449	0.45199	0	0	0		18.1056	2.0174	1.74431	40.4449	0	0.45199	0.05649	0	0	0
Healthy	20.9383	17.67386	0.68721	1.93649	0	0.01447	0	0.60795	0		20.9383	17.67386	9.74598	0	0	0.01447	1.93649	0	0.03581	0.60795
Healthy	1.93883	4.22561	0	0.12516	4.46162	0	0.1863	0	0		1.93883	4.22561	1.86957	4.46162	0.1863	0	0.12516	0	0.82641	0
Healthy	15.08547	5.26079	0.19439	0.51366	2.61066	0	1.78079	0	0		15.08547	5.26079	2.06218	2.61066	1.78079	0	0.51366	0.016	0	0
Healthy	6.21972	5.41384	0.00277	0.23238	0	0	0	0	0		6.21972	5.41384	0.0083	0	0	0	0.23238	0	0	0
Healthy	20.8684	2.18693	1.36568	0	0	0	0	0.00535	0		20.8684	2.18693	0	0	0	0	0	0	0	0.00535
Healthy	1.17715	1.42044	0.24276	0.1649	0	0.0253	0	0	0		1.17715	1.42044	0	0	0	0.0253	0.1649	0	0	0
Healthy	12.18986	1.69303	0	0	0	0.54065	0	0	0		12.18986	1.69303	0	0	0	0.54065	0	0	0	0
Healthy	18.03954	44.91768	0.00898	0.17727	0.08205	0.07104	0.40579	0	0		18.03954	44.91768	1.91629	0.08205	0.40579	0.07104	0.17727	0	0	0
Healthy	6.43528	13.31973	0.04398	0.01319	0	0.03106	0	0.01534	0.00282		6.43528	13.31973	0	0	0	0.03106	0.01319	0	0.13989	0.01534
Healthy	1.54812	5.98245	0.00359	1.53604	43.1425	0.14455	0	0	0		1.54812	5.98245	0.02387	43.1425	0	0.14455	1.53604	0	0.72042	0
Healthy	6.16934	3.66593	0.27051	0.04026	0	0.12244	0	0	0		6.16934	3.66593	0.08418	0	0	0.12244	0.04026	0	0.02192	0
Healthy	8.69614	11.64901	0.01094	0	0.09713	0.05141	3.40764	0.00348	0		8.69614	11.64901	0.2451	0.09713	3.40764	0.05141	0	0	0.2407	0.00348
Healthy	3.99133	1.27994	0.24763	0.80836	0	0	0	0	0.05211		3.99133	1.27994	0.49377	0	0	0	0.80836	0	0.01971	0
Healthy	23.60327	4.12673	0	0.06791	0	0.06926	0	0	0		23.60327	4.12673	0	0	0	0.06926	0.06791	0	0.43782	0
Healthy	4.77259	2.52642	0	0	0	0.28527	0	0	0		4.77259	2.52642	0.45038	0	0	0.28527	0	0	0	0
Healthy	19.09712	33.27022	0.90448	0.37339	0	0.00711	0	0.14061	0.00148		19.09712	33.27022	5.73589	0	0	0.00711	0.37339	0	0	0.14061
Healthy	25.78643	28.98953	0.42319	0	1.91184	0	0.93713	0	0		25.78643	28.98953	4.04048	1.91184	0.93713	0	0	0	0	0
D008545	10.26189	1.65344	0.67946	20.95386	0	0.16653	0	2.38349	0		10.26189	1.65344	44.77698	0	0	0.16653	20.95386	0	0	2.38349
Healthy	42.80357	2.37697	2.59765	0	1.18777	0.68724	0	0.63379	0		42.80357	2.37697	0.1119	1.18777	0	0.68724	0	0	0	0.63379
Healthy	6.7886	0.65981	57.00659	0	0	0.10316	0	0	0		6.7886	0.65981	0.07693	0	0	0.10316	0	0	0	0
Healthy	13.74035	14.03441	1.45959	0.21324	0.41479	0.02873	0	0	0		13.74035	14.03441	1.10153	0.41479	0	0.02873	0.21324	0	0.04552	0
Healthy	0.45006	0.73753	0	0.63296	0.14167	0	0	0	0		0.45006	0.73753	2.07903	0.14167	0	0	0.63296	0	0	0
Healthy	3.90423	0.18661	12.64625	0.00834	1.51175	0.16034	0	0	0		3.90423	0.18661	39.75935	1.51175	0	0.16034	0.00834	0	0	0
Healthy	12.90259	2.39042	0	0	0.11617	0	0.05074	0	0.27242		12.90259	2.39042	0.04286	0.11617	0.05074	0	0	0	0	0
Healthy	1.97085	6.21195	0.02338	0	0	0	0	0	0		1.97085	6.21195	0.02025	0	0	0	0	0	0.05024	0
Healthy	2.31882	0.0859	0	0	0	0	0	0	0		2.31882	0.0859	0.18095	0	0	0	0	0	0	0
Healthy	13.71353	38.98422	0.36902	0.90307	0	1.25465	0	0	0		13.71353	38.98422	1.17339	0	0	1.25465	0.90307	2.67546	0	0
Healthy	10.00012	34.21852	0.03183	1.26087	0	0.12179	0	0.04348	0		10.00012	34.21852	1.0068	0	0	0.12179	1.26087	0.10486	0.01975	0.04348
Healthy	17.67223	9.46909	0.14879	0.18059	0.0389	1.47063	0.17209	0.00543	0		17.67223	9.46909	0.14878	0.0389	0.17209	1.47063	0.18059	0	0.00973	0.00543
Healthy	1.8176	1.74795	0	0	0	0.01121	0	0	0		1.8176	1.74795	0.22416	0	0	0.01121	0	0	0	0
Healthy	3.26318	1.98042	0	0.31588	0	0.06575	0	0	0		3.26318	1.98042	0.49686	0	0	0.06575	0.31588	0	0.12243	0
Healthy	2.95361	4.48189	0.05019	0.27714	9.99134	0.02037	0	0	0		2.95361	4.48189	0.11531	9.99134	0	0.02037	0.27714	0.84321	0.30635	0
Healthy	3.05927	3.81428	0	0.18597	0	0.16522	0	0	0		3.05927	3.81428	0.61349	0	0	0.16522	0.18597	0	0.07543	0
Healthy	0	1.1805	0	0	0	0	0	0	0		0	1.1805	1.15502	0	0	0	0	0	0	0
Healthy	12.37945	19.17298	0	0	0	0	0	0	0		12.37945	19.17298	2.07337	0	0	0	0	0	0	0
Healthy	18.30397	5.42133	0	0.35319	0.22429	0.12755	0	0	0		18.30397	5.42133	0	0.22429	0	0.12755	0.35319	0	0.09292	0
Healthy	2.46892	11.75034	0.06202	0.6735	0	0.01001	0	0	0		2.46892	11.75034	0	0	0	0.01001	0.6735	0	0	0
Healthy	3.89074	19.53439	0	0.1548	1.69115	0.15693	0.12202	0	0		3.89074	19.53439	0.07066	1.69115	0.12202	0.15693	0.1548	0	0.12714	0
Healthy	13.40527	16.28164	0	0	0	0.12673	0	0.49098	0.13588		13.40527	16.28164	0	0	0	0.12673	0	0	0	0.49098
Healthy	13.80593	3.85159	0.24437	0	0	0	0	0	0		13.80593	3.85159	0.45712	0	0	0	0	0	0	0
Healthy	5.02553	5.01211	0.54739	0	0	0	0	0	0		5.02553	5.01211	0.27021	0	0	0	0	0	0	0
Healthy	6.83603	7.1011	0	0.21827	0	0.00655	0.17603	0	0		6.83603	7.1011	0.56315	0	0.17603	0.00655	0.21827	0	0.16406	0
Healthy	19.41379	10.96785	0.32639	0.12046	0.42396	0.1595	0	0.00671	0		19.41379	10.96785	0.57848	0.42396	0	0.1595	0.12046	0	0.09559	0.00671
Healthy	0.6621	8.14351	0.04505	0.03933	0	0.0085	0	0	0		0.6621	8.14351	0.09737	0	0	0.0085	0.03933	0	0	0
Healthy	5.96001	33.95752	0	0	0	0	0	0	0		5.96001	33.95752	0.4049	0	0	0	0	0	0	0
Healthy	38.08445	3.41417	5.2379	1.3874	0	0.09296	3.57408	0	0.01209		38.08445	3.41417	5.58026	0	3.57408	0.09296	1.3874	0	0.10248	0
Healthy	5.82406	6.08326	0.25867	1.81282	0	0.0072	0.22305	0	0		5.82406	6.08326	12.38999	0	0.22305	0.0072	1.81282	0	0.0912	0
Healthy	8.48828	17.31747	0	0	7.23853	0	0.8228	0	0		8.48828	17.31747	0	7.23853	0.8228	0	0	1.06722	0.10815	0
Healthy	20.08565	6.91997	0.02708	1.66142	0.02477	0	0	0	0		20.08565	6.91997	0.02785	0.02477	0	0	1.66142	0	0.18832	0
Healthy	1.09557	1.39505	0.20662	0.15036	0	0.02872	0	0	0		1.09557	1.39505	0	0	0	0.02872	0.15036	0	0.00376	0
Healthy	16.26257	18.6955	0	0.13289	0	0	0.84585	0	0		16.26257	18.6955	0.24061	0	0.84585	0	0.13289	1.11814	0	0
Healthy	1.26989	11.05587	0.32948	1.36305	0.46736	0.76365	0	0	0		1.26989	11.05587	1.32013	0.46736	0	0.76365	1.36305	0.02749	0.68026	0
Healthy	0.96733	1.59643	0	0	0	0.0036	0	0	0		0.96733	1.59643	0.06782	0	0	0.0036	0	0	0	0
Healthy	11.60167	19.46208	0	0	17.6434	0	0	0	0		11.60167	19.46208	0.89351	17.6434	0	0	0	0	0	0
Healthy	1.24653	20.55547	0	0.02613	1.2884	0	0	0	0		1.24653	20.55547	0.51722	1.2884	0	0	0.02613	0	0.00506	0
Healthy	2.52386	7.99771	0.03531	0.32709	0.59026	0	0	0	0.01007		2.52386	7.99771	0	0.59026	0	0	0.32709	0	0.05552	0
Healthy	26.69284	2.56611	0.01289	0.00701	0.0151	0	0	0	0		26.69284	2.56611	0.0395	0.0151	0	0	0.00701	0	0	0
Healthy	2.38717	9.28483	0.02139	0.52463	0	0.016	0	0	0		2.38717	9.28483	0	0	0	0.016	0.52463	0	0	0
Healthy	31.38378	7.05802	0.35145	0.0755	0.00834	0.10034	0	0.54573	0		31.38378	7.05802	0.21992	0.00834	0	0.10034	0.0755	0	0.01962	0.54573
Healthy	23.90019	24.15966	1.78662	0.1652	0.99655	0	0	0	0		23.90019	24.15966	0.98161	0.99655	0	0	0.1652	0.09042	0	0
Healthy	2.881	3.77114	0	0.1867	0	0.12342	0	0	0		2.881	3.77114	0.69914	0	0	0.12342	0.1867	0	0.0889	0
Healthy	19.8932	6.56531	0.15456	0.12317	0.32103	0.01949	0	0	0		19.8932	6.56531	0.8075	0.32103	0	0.01949	0.12317	0	0.00166	0
Healthy	0.82138	1.52126	0	0	0.68517	0	0	0	0		0.82138	1.52126	0	0.68517	0	0	0	0	0	0
Healthy	1.71925	1.01188	0	0	1.70794	0	0	0	0		1.71925	1.01188	0.11591	1.70794	0	0	0	0	0	0
Healthy	28.14506	7.5238	0	0	0	0	0	0	0		28.14506	7.5238	0	0	0	0	0	0	0	0
Healthy	22.14063	10.96425	0.31985	0.43287	0	5.25293	0.20334	0.02758	0		22.14063	10.96425	1.82202	0	0.20334	5.25293	0.43287	1.7144	0.25764	0.02758
Healthy	0.01647	0.00169	0.73489	0.0049	0	0.01069	0	0.05599	2.15481		0.01647	0.00169	34.17077	0	0	0.01069	0.0049	0	0	0.05599
Healthy	8.84856	6.37702	0	0.41202	0.59489	0	0.00982	0	0		8.84856	6.37702	1.60596	0.59489	0.00982	0	0.41202	0	0.06235	0
Healthy	14.6789	15.54838	0	0.94186	0	0	0	0	0		14.6789	15.54838	0.54728	0	0	0	0.94186	0	0	0
Healthy	6.36876	10.60886	0	0	6.08148	0.03752	0	0	0		6.36876	10.60886	0	6.08148	0	0.03752	0	0	0.17114	0
Healthy	6.2586	11.40829	0	0	5.92109	0.02019	0	0	0		6.2586	11.40829	0	5.92109	0	0.02019	0	0	0.19334	0
Healthy	7.86496	0.07637	0.03515	0.01149	0	0.0825	0	0	3.66376		7.86496	0.07637	14.96949	0	0	0.0825	0.01149	0	0	0
Healthy	8.12596	11.72589	0.64751	2.39217	0.68447	0.07222	0	0.0633	0.08213		8.12596	11.72589	1.40827	0.68447	0	0.07222	2.39217	0	0.42787	0.0633
Healthy	2.70631	8.94044	0.04078	0.63244	0	0.01586	0	0	0		2.70631	8.94044	0	0	0	0.01586	0.63244	0	0	0
Healthy	13.34422	3.65651	0.18376	0	0	0	0	0	0		13.34422	3.65651	0.43899	0	0	0	0	0	0.01172	0
Healthy	3.07151	4.63763	0.07353	0.27018	10.3394	0.04876	0	0	0		3.07151	4.63763	0.14205	10.3394	0	0.04876	0.27018	0.95756	0.30595	0
Healthy	1.90125	5.08472	0.00989	0.22329	0	0.09266	0	0	0		1.90125	5.08472	0.35222	0	0	0.09266	0.22329	0	0.01257	0
Healthy	26.77934	6.97605	0.2775	0.54217	1.85405	0	2.93408	0.53728	0		26.77934	6.97605	3.82903	1.85405	2.93408	0	0.54217	0.06019	0	0.53728
Healthy	11.17312	9.65298	0.05338	0.02502	54.5298	0.41963	0	0	0		11.17312	9.65298	2.64798	54.5298	0	0.41963	0.02502	0	0	0
Healthy	29.99535	17.16927	0.43816	0	0	1.69054	0.46264	0	0.8269		29.99535	17.16927	1.96222	0	0.46264	1.69054	0	1.60578	0	0
Healthy	16.55109	0	0	0	0	0	0	0	0		16.55109	0	0	0	0	0	0	0	0	0
Healthy	3.92018	1.19888	0.22885	0.82159	0	0	0	0	0.04458		3.92018	1.19888	0.49837	0	0	0	0.82159	0	0.02725	0
Healthy	0.33112	2.79763	0.03602	0.93684	0.00435	0.38385	0	0	0		0.33112	2.79763	0.35232	0.00435	0	0.38385	0.93684	0.03382	0.45465	0
Healthy	36.01147	2.50903	6.37071	0	0	0	0	0	0		36.01147	2.50903	0	0	0	0	0	0	0	0
Healthy	20.2297	23.92341	23.87496	10.1857	0	15.00295	0.30805	0	0.2754		20.2297	23.92341	0.0954	0	0.30805	15.00295	10.1857	1.88122	0	0
Healthy	12.74574	19.00397	0	1.6855	0	0	0	0	0		12.74574	19.00397	22.85291	0	0	0	1.6855	0	0	0
Healthy	0	1.08551	0	0	29.9237	0	0	0	0		0	1.08551	0	29.9237	0	0	0	0	0	0
Healthy	18.43263	8.9521	0.15746	0.03842	0	0.30649	0	0.17981	0		18.43263	8.9521	11.38012	0	0	0.30649	0.03842	0	0	0.17981
Healthy	7.26758	4.22183	0	0.7365	1.69419	0.76067	1.57007	0.47871	0		7.26758	4.22183	0.54253	1.69419	1.57007	0.76067	0.7365	0	0	0.47871
Healthy	8.62687	5.16947	0	0.50446	0	0.09488	0.07764	0	0		8.62687	5.16947	2.37977	0	0.07764	0.09488	0.50446	0	0.20793	0
Healthy	16.48728	9.43153	0.00871	0	0	0.08086	0	0.00828	0		16.48728	9.43153	0.00671	0	0	0.08086	0	0	0.12683	0.00828
Healthy	3.86972	3.75142	0.04895	0	0	0.04082	0	0	0		3.86972	3.75142	0.1998	0	0	0.04082	0	0	0.08128	0
Healthy	39.74508	17.01912	0	1.09136	2.20706	0.77183	0	0	0.97942		39.74508	17.01912	0	2.20706	0	0.77183	1.09136	0	0.00163	0
Healthy	19.90236	38.8161	0.04011	0.29021	3.46993	0.19195	0	0	0.01995		19.90236	38.8161	0.22869	3.46993	0	0.19195	0.29021	0	0.04869	0
Healthy	3.31897	11.40481	0.03064	0.61933	0	0.01972	0	0	0		3.31897	11.40481	0	0	0	0.01972	0.61933	0	0	0
Healthy	27.56382	13.8516	0.42056	0.01273	0	0.13944	0	0.91404	0		27.56382	13.8516	4.94532	0	0	0.13944	0.01273	0	0	0.91404
Healthy	8.81391	21.03805	0.6557	1.60826	1.73206	0	0	0	0		8.81391	21.03805	1.10682	1.73206	0	0	1.60826	2.27339	0	0
Healthy	20.025	6.0916	0.62887	0	0.01671	0.01561	0	0	0		20.025	6.0916	0.8236	0.01671	0	0.01561	0	3.4264	0	0
