group	Lachnospirales	Oscillospirales	Lactobacillales	Coriobacteriales	Verrucomicrobiales	Erysipelotrichales	Methanobacteriales	Peptostreptococcales	Pseudomonadales		Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Desulfovibrionales	Peptostreptococcales
Healthy	59.07812	0.30326	0.17473	0.66075	0	0.25001	0	0.31538	0		59.07812	0.30326	0.07483	0	0	0.25001	0.66075	0	0	0.31538
Healthy	16.04995	3.26286	0.00882	0.06327	0.60984	0	0	0	0		16.04995	3.26286	0.11616	0.60984	0	0	0.06327	3.57613	0.03185	0
Healthy	6.46591	11.63344	0	0	5.91805	0.02545	0	0	0		6.46591	11.63344	0	5.91805	0	0.02545	0	0	0.1988	0
Healthy	6.2859	8.20623	0.10463	0.36166	23.0527	0.24943	2.18526	0	0		6.2859	8.20623	0.08763	23.0527	2.18526	0.24943	0.36166	2.48945	0.71094	0
Healthy	7.45356	2.25381	18.7303	3.27596	0	4.12829	0	0	0.31351		7.45356	2.25381	1.66649	0	0	4.12829	3.27596	2.91033	0.14435	0
D008545	31.77429	33.09154	0	7.40022	0.26983	0.5939	0.24451	0.3936	0		31.77429	33.09154	0	0.26983	0.24451	0.5939	7.40022	0	0	0.3936
Healthy	3.24381	3.54995	0	0.04195	0	0.16789	0	0	0		3.24381	3.54995	0	0	0	0.16789	0.04195	0	0	0
Healthy	0.89134	0.31645	0.17684	0.00089	0	0.00244	0	0	0		0.89134	0.31645	0.21813	0	0	0.00244	0.00089	0	0	0
Healthy	0.62689	1.44205	0.00449	0	0.5239	0	0	0	0		0.62689	1.44205	0.00538	0.5239	0	0	0	0	0	0
Healthy	32.80859	28.5933	0.22501	0	0	0	0	0	0		32.80859	28.5933	0	0	0	0	0	0	0	0
Healthy	28.62055	37.51225	1.90599	0.57687	0.00101	0.03474	0	0	0		28.62055	37.51225	0.01491	0.00101	0	0.03474	0.57687	0	0.00237	0
Healthy	1.24907	8.31672	0.03723	0.05706	0	0.01445	0	0	0		1.24907	8.31672	0.11724	0	0	0.01445	0.05706	0	0.00317	0
Healthy	10.25839	0.36588	0	0	0	0	0	0	0.03469		10.25839	0.36588	0	0	0	0	0	0	0	0
Healthy	21.43962	7.99247	0.26523	0.19541	0.44549	0.0104	0.13241	0.32578	0		21.43962	7.99247	4.05752	0.44549	0.13241	0.0104	0.19541	5.46574	0	0.32578
Healthy	1.45147	19.14699	1.44636	0.1843	0.52999	0	0	0	0		1.45147	19.14699	67.5505	0.52999	0	0	0.1843	0	0	0
Healthy	34.62681	25.72229	5.83365	1.06062	0.90783	0.09987	0	0.21083	0		34.62681	25.72229	1.83598	0.90783	0	0.09987	1.06062	0	0	0.21083
Healthy	1.33854	9.50651	0.33836	1.35017	0.51143	0.77037	0	0	0		1.33854	9.50651	1.38784	0.51143	0	0.77037	1.35017	0.0052	0.61312	0
Healthy	4.86557	10.32246	0.08758	0.74197	0.03839	8.06048	0.027	0	0		4.86557	10.32246	23.68126	0.03839	0.027	8.06048	0.74197	4.89514	0.15201	0
Healthy	17.14471	8.70907	15.63147	2.86878	0	2.61305	0.77447	0	0		17.14471	8.70907	23.50119	0	0.77447	2.61305	2.86878	0	0	0
Healthy	0.59104	6.73485	0.11259	0.77395	0.15089	0.46834	0	0	0		0.59104	6.73485	1.12015	0.15089	0	0.46834	0.77395	0.0599	0.64425	0
Healthy	24.33434	46.1869	0.55616	0.97589	0	0	0	0	0		24.33434	46.1869	0	0	0	0	0.97589	0	0	0
Healthy	22.93402	7.89874	0	0.10488	10.4974	2.33326	1.99501	0.0909	0		22.93402	7.89874	0.40383	10.4974	1.99501	2.33326	0.10488	0	0	0.0909
Healthy	21.38004	5.65971	0	0.72546	0	0.1975	0	0.02492	0		21.38004	5.65971	1.09016	0	0	0.1975	0.72546	0	0	0.02492
Healthy	5.00888	15.68802	2.6575	1.57141	0.02196	0.13745	9.12642	0.11643	0		5.00888	15.68802	51.03763	0.02196	9.12642	0.13745	1.57141	0	0.03312	0.11643
Healthy	3.03728	4.69942	0.0566	0.2049	10.6859	0.01548	0	0	0		3.03728	4.69942	0.13515	10.6859	0	0.01548	0.2049	0.84656	0.32301	0
Healthy	7.99698	14.67128	0.28046	0.18773	0.20975	1.72257	0	0	0		7.99698	14.67128	0.73197	0.20975	0	1.72257	0.18773	2.89576	0.0547	0
Healthy	0.01652	0.01602	0.21795	0	0	0.73069	0	0	0.82693		0.01652	0.01602	40.60107	0	0	0.73069	0	0	0	0
Healthy	31.99738	0.1939	4.16943	3.25279	0	0.08168	0.51063	0	0.11196		31.99738	0.1939	0.48144	0	0.51063	0.08168	3.25279	0	0	0
Healthy	17.86529	6.22069	0	0.28988	0	2.4385	0	0.00827	0		17.86529	6.22069	0.35489	0	0	2.4385	0.28988	0	0	0.00827
Healthy	6.42589	5.90283	0	1.30556	0.03575	0.00194	0	0	0		6.42589	5.90283	36.09022	0.03575	0	0.00194	1.30556	0	0	0
Healthy	1.15802	1.51024	0.23671	0.13619	0	0.00881	0	0	0		1.15802	1.51024	0	0	0	0.00881	0.13619	0	0.00134	0
Healthy	7.98688	3.52197	0.09659	0.01494	5.28237	0.06234	0.00175	0.28766	0		7.98688	3.52197	0	5.28237	0.00175	0.06234	0.01494	0	0.01083	0.28766
Healthy	10.04519	25.50694	0.62684	0.03701	1.37274	2.21216	0.60964	0.00623	0		10.04519	25.50694	0.07318	1.37274	0.60964	2.21216	0.03701	6.39704	0.05404	0.00623
Healthy	10.3306	0.00657	0.26111	0	2.57563	0.01005	0	0.05697	0.02247		10.3306	0.00657	0.01867	2.57563	0	0.01005	0	0	0	0.05697
Healthy	3.9878	1.88544	0.69903	0.91346	6.50564	0.02048	0	0.03378	0		3.9878	1.88544	9.59316	6.50564	0	0.02048	0.91346	0	0.00275	0.03378
Healthy	0.00907	0	0.42169	0.00548	0	0	0	0	0.10453		0.00907	0	39.13085	0	0	0	0.00548	0	0	0
Healthy	46.0693	19.634	2.10726	0.03901	1.09277	0.70586	1.95868	0	0.16653		46.0693	19.634	1.54479	1.09277	1.95868	0.70586	0.03901	0	0.01778	0
Healthy	6.76572	7.65122	0.69844	2.34005	2.05293	0	0.56963	0	0		6.76572	7.65122	6.02517	2.05293	0.56963	0	2.34005	0.02832	0.18711	0
Healthy	1.99483	7.43516	0	0.07169	0	0	0	0	0		1.99483	7.43516	0	0	0	0	0.07169	0	0	0
Healthy	0.00888	0.01253	8.45016	0	0	0	0	0	0		0.00888	0.01253	58.11157	0	0	0	0	0	0	0
Healthy	12.84546	7.16924	0.12674	0.51979	0.23897	0	0.14036	0	0		12.84546	7.16924	1.91852	0.23897	0.14036	0	0.51979	0.02314	0.012	0
Healthy	14.44736	0.43233	0.34636	0.29453	0	0.54318	0	0.42217	0		14.44736	0.43233	14.53509	0	0	0.54318	0.29453	0	0	0.42217
Healthy	34.20134	11.89664	0.16374	0.07529	0	0.00774	0	0.00383	0		34.20134	11.89664	4.34874	0	0	0.00774	0.07529	0	0	0.00383
Healthy	1.89543	1.0492	0	0	1.70433	0	0	0	0		1.89543	1.0492	0.15693	1.70433	0	0	0	0	0	0
D008545	16.81816	2.49414	0.03471	10.43116	0	26.08756	0	0	0		16.81816	2.49414	1.14334	0	0	26.08756	10.43116	0	0	0
Healthy	0.92175	1.5014	0	0	0	0	0	0	0		0.92175	1.5014	0.05264	0	0	0	0	0	0	0
Healthy	22.55743	30.5839	0.47858	2.00161	0	0.10744	0	0.53833	0		22.55743	30.5839	0.39117	0	0	0.10744	2.00161	0	0	0.53833
D008545	17.32864	35.38305	11.72901	2.25856	0	1.67509	5.78085	0.7668	0		17.32864	35.38305	2.47144	0	5.78085	1.67509	2.25856	0	0	0.7668
Healthy	3.21747	5.41884	0	0	7.48058	0	0	0	0		3.21747	5.41884	5.12911	7.48058	0	0	0	0	0	0
D008545	15.07958	15.6157	3.37909	0.73774	0	0.12925	0	0.08273	0.78376		15.07958	15.6157	35.06604	0	0	0.12925	0.73774	0	0	0.08273
Healthy	4.13004	1.29309	0.20247	0.78968	0	0	0	0	0.04286		4.13004	1.29309	0.48766	0	0	0	0.78968	0	0.03104	0
Healthy	12.60723	2.65288	0	0	0	0.60193	0	0	1.15378		12.60723	2.65288	0	0	0	0.60193	0	0	0	0
Healthy	1.03475	5.15752	0	0.12329	0	0.43387	0.06462	0	0		1.03475	5.15752	0.14487	0	0.06462	0.43387	0.12329	0	1.5784	0
Healthy	7.68091	13.14182	0.44688	0.27376	0	0	0	0	0		7.68091	13.14182	5.30323	0	0	0	0.27376	0	0	0
Healthy	8.76921	6.02852	0	0.35335	0.551	0	0	0	0		8.76921	6.02852	1.45258	0.551	0	0	0.35335	0	0.09324	0
Healthy	9.93586	6.68465	0.22257	0.00593	0	0.13485	0	0	0		9.93586	6.68465	0.02249	0	0	0.13485	0.00593	4.61571	0	0
Healthy	20.0526	10.3558	0.01043	0.09105	0	0	0	0	0.05321		20.0526	10.3558	0.46716	0	0	0	0.09105	0	0.00606	0
Healthy	10.52208	2.31772	0.87229	1.37981	0	0	10.2689	0	0.46323		10.52208	2.31772	0	0	10.2689	0	1.37981	0	0	0
Healthy	8.30832	7.97935	0	0.53511	0	0.10691	0.06242	0	0		8.30832	7.97935	2.46192	0	0.06242	0.10691	0.53511	0	0.20722	0
Healthy	43.48864	7.39843	0.5615	0.7222	0	0.04313	0	0.37553	0		43.48864	7.39843	12.46257	0	0	0.04313	0.7222	0	0.00325	0.37553
Healthy	1.82593	5.18597	0.00185	0.17534	0	0.07124	0	0	0		1.82593	5.18597	0.35619	0	0	0.07124	0.17534	0	0.00767	0
Healthy	1.79405	7.02362	0	0	0	0.02475	0	0	0.20519		1.79405	7.02362	1.04361	0	0	0.02475	0	0	0.03244	0
Healthy	5.0581	3.37969	7.92297	0	0	0.31453	0	0	0.75751		5.0581	3.37969	0.02348	0	0	0.31453	0	0	0	0
Healthy	1.90078	7.54225	0	0.03685	0	0	0	0	0		1.90078	7.54225	0	0	0	0	0.03685	0	0	0
Healthy	3.65012	3.29187	0.08129	0.24472	0.05177	1.7962	0.2505	0	0		3.65012	3.29187	0.03215	0.05177	0.2505	1.7962	0.24472	0	0	0
Healthy	22.44874	0.32473	0.11897	0	0.3623	0	0	0	0		22.44874	0.32473	1.12074	0.3623	0	0	0	0	0	0
Healthy	0.779	1.78324	0	0	0	0	0	0	0		0.779	1.78324	0.08355	0	0	0	0	0	0	0
Healthy	37.78292	11.06845	0.09213	0.12009	4.7408	0.06261	0	0	0		37.78292	11.06845	0.70362	4.7408	0	0.06261	0.12009	0	0.08063	0
Healthy	14.95768	5.44393	0	0.19751	0	0	0	0	0.63895		14.95768	5.44393	0.16687	0	0	0	0.19751	0	0.07621	0
Healthy	8.13644	0.20884	0	0	0	0.88392	0	0	0		8.13644	0.20884	0	0	0	0.88392	0	2.22449	0	0
Healthy	17.22782	6.30289	0.6215	0.15376	0.36584	2.54213	0.23517	0.03665	0		17.22782	6.30289	1.02377	0.36584	0.23517	2.54213	0.15376	0	0.05312	0.03665
Healthy	6.09247	3.72816	0.06279	0.16553	9.35217	0	0	0	0		6.09247	3.72816	0.23011	9.35217	0	0	0.16553	0	0.66426	0
Healthy	0	0.00099	0.83807	0.13559	0	0	0	0	0.01653		0	0.00099	44.45367	0	0	0	0.13559	0	0	0
Healthy	6.3569	1.21087	0.24952	2.47201	11.122	1.23099	33.6412	0.011	0		6.3569	1.21087	9.36124	11.122	33.6412	1.23099	2.47201	0	0.23576	0.011
Healthy	0	0	0.05253	0	0	0	0	0	0		0	0	4.34724	0	0	0	0	0	0	0
Healthy	3.00788	3.7719	0	0.13388	0	0.11875	0	0	0		3.00788	3.7719	0.65513	0	0	0.11875	0.13388	0	0.08689	0
Healthy	0.66851	1.38399	0	0	0.59471	0	0	0	0		0.66851	1.38399	0.0128	0.59471	0	0	0	0	0	0
Healthy	39.18812	10.50373	0.02291	0.0372	0	0.69017	0	0.85915	0.01404		39.18812	10.50373	0.04444	0	0	0.69017	0.0372	0	0	0.85915
Healthy	28.18362	5.88356	0	0.38038	11.616	0.49922	0.45884	0	0		28.18362	5.88356	0.21021	11.616	0.45884	0.49922	0.38038	0	0.13869	0
Healthy	8.52487	6.25253	0.19785	0.22509	0	0.56797	0	0.1041	0		8.52487	6.25253	30.45602	0	0	0.56797	0.22509	0	0	0.1041
Healthy	7.39893	19.47635	0	0.15903	0.03433	0.22868	0	0.00447	0		7.39893	19.47635	0.96965	0.03433	0	0.22868	0.15903	0	0.0363	0.00447
Healthy	24.78142	9.13958	0.29168	0.91117	0.14651	0.04801	0	0.02578	0.07732		24.78142	9.13958	6.7531	0.14651	0	0.04801	0.91117	0	0	0.02578
Healthy	21.20273	2.71082	2.0702	0.86453	0.0125	0.05464	0	0.02005	0		21.20273	2.71082	0.49914	0.0125	0	0.05464	0.86453	0	0.00341	0.02005
Healthy	6.4048	12.12022	0	0.18263	4.91313	1.3414	0.53657	0.02365	0		6.4048	12.12022	2.96717	4.91313	0.53657	1.3414	0.18263	0	0.28307	0.02365
Healthy	0.41297	5.9688	0.00571	1.41008	43.3886	0.1539	0	0	0		0.41297	5.9688	0.00698	43.3886	0	0.1539	1.41008	0	0.73117	0
Healthy	12.59497	11.0999	4.60414	2.03488	1.57389	0	1.65946	0	0		12.59497	11.0999	9.5138	1.57389	1.65946	0	2.03488	0	0	0
Healthy	17.74424	6.16445	0	0.24039	0	2.43155	0	0.0811	0		17.74424	6.16445	0.43635	0	0	2.43155	0.24039	0	0	0.0811
Healthy	3.77426	10.83414	0.11753	0.34772	0.16663	0	0.14643	0	0		3.77426	10.83414	0.96541	0.16663	0.14643	0	0.34772	0	0	0
Healthy	3.62742	3.93054	0.05052	0	0	0.05664	0	0	0		3.62742	3.93054	0.20043	0	0	0.05664	0	0	0.10866	0
Healthy	10.0246	25.05284	0	0.06261	0	0	0	0	0		10.0246	25.05284	3.06287	0	0	0	0.06261	0	0	0
Healthy	1.48986	1.82906	0	0	0	0.00697	0	0	0		1.48986	1.82906	0.27841	0	0	0.00697	0	0	0	0
Healthy	4.66185	3.59359	0	0.01468	0	0.04769	0	0	0		4.66185	3.59359	0.00483	0	0	0.04769	0.01468	0	0.08122	0
Healthy	38.72134	12.38335	0	0	0	0.0077	0	0.15557	0		38.72134	12.38335	0	0	0	0.0077	0	0	0.23754	0.15557
Healthy	0.76608	10.34309	0	0.24821	17.4983	0	0	0	0		0.76608	10.34309	2.46911	17.4983	0	0	0.24821	0	1.83635	0
Healthy	4.12593	3.69285	0.07207	0	0	0.04716	0	0	0		4.12593	3.69285	0.2136	0	0	0.04716	0	0	0.10447	0
Healthy	18.19203	32.7739	0.03416	0.03021	0.05434	0.07368	0	0.00694	0.05597		18.19203	32.7739	1.02903	0.05434	0	0.07368	0.03021	0	0.02126	0.00694
Healthy	0.88446	5.93796	0	0.65288	7.03795	0.32979	0	0	0		0.88446	5.93796	0.01614	7.03795	0	0.32979	0.65288	0	0.19795	0
Healthy	52.88648	20.3138	0	4.32143	0	0	0	0	0		52.88648	20.3138	1.8103	0	0	0	4.32143	7.61618	0	0
Healthy	0.72839	0	0.01008	0.89432	0	0.10791	0	0	0		0.72839	0	5.16666	0	0	0.10791	0.89432	0	0	0
Healthy	12.47854	7.00809	0	0.00743	0	0	0	0	0		12.47854	7.00809	0	0	0	0	0.00743	0	0.24541	0
Healthy	4.18866	6.81303	0.00221	0.60856	7.24902	0.17465	0	0.01066	0		4.18866	6.81303	5.57605	7.24902	0	0.17465	0.60856	0	0.101	0.01066
Healthy	8.46781	7.52962	0.00913	0.28924	0.75706	0.03656	0	1.00951	0		8.46781	7.52962	0	0.75706	0	0.03656	0.28924	0	0	1.00951
Healthy	24.57283	36.86781	0.43094	0.1074	0	0.58646	0.83832	0	0		24.57283	36.86781	2.10578	0	0.83832	0.58646	0.1074	1.71655	0	0
Healthy	34.36928	10.32659	2.15452	0.44716	0.00093	0.09467	0.00087	0.03265	0		34.36928	10.32659	1.60928	0.00093	0.00087	0.09467	0.44716	0	0.06757	0.03265
Healthy	1.75971	1.84077	0	0	0	0.05616	0	0	0		1.75971	1.84077	0.27597	0	0	0.05616	0	0	0	0
Healthy	68.64843	3.66208	0	0	0	0.36672	0.37891	0.14174	0		68.64843	3.66208	0	0	0.37891	0.36672	0	0	0	0.14174
Healthy	27.51525	12.67852	0.23377	0.23723	0.01726	0.00144	0	0.03624	0		27.51525	12.67852	1.18394	0.01726	0	0.00144	0.23723	2.50232	0	0.03624
D008545	16.26457	3.83594	2.13584	3.98896	0	0.60527	0	1.01183	0.00181		16.26457	3.83594	1.2318	0	0	0.60527	3.98896	0	0	1.01183
Healthy	0.79525	1.01859	0	0	0	0	0	0	0		0.79525	1.01859	0.01073	0	0	0	0	0	0	0
Healthy	0.83639	4.76834	0	0.75143	7.02297	0.31449	0	0	0		0.83639	4.76834	0.02617	7.02297	0	0.31449	0.75143	0	0.15019	0
Healthy	6.71303	7.70738	0	0.3124	0	0	0	0	0		6.71303	7.70738	3.34891	0	0	0	0.3124	0	0.17665	0
Healthy	26.45181	0.14974	0.47479	0.02643	0.77451	0.21718	0	0.26809	0		26.45181	0.14974	0.99115	0.77451	0	0.21718	0.02643	0	0	0.26809
Healthy	4.87012	2.45134	0	0	0	0.29405	0	0	0		4.87012	2.45134	0.39499	0	0	0.29405	0	0	0	0
Healthy	92.4206	0	0	0	0	0	0	0	0		92.4206	0	0	0	0	0	0	0	0	0
Healthy	34.44731	22.80431	2.26844	1.89296	0.92533	1.1746	1.30656	0	0		34.44731	22.80431	0	0.92533	1.30656	1.1746	1.89296	0	0	0
Healthy	34.59798	23.88984	2.30747	0.57416	0	0	0	0.20024	0		34.59798	23.88984	8.16815	0	0	0	0.57416	0	0.02522	0.20024
Healthy	43.05313	5.79401	0.04582	7.47214	0	0	0	0.07026	0		43.05313	5.79401	11.2962	0	0	0	7.47214	0	0	0.07026
Healthy	2.50648	0.72953	0	0	0	0	0	0	0		2.50648	0.72953	0	0	0	0	0	0	0.17028	0
Healthy	1.41648	7.88049	0.01391	1.45693	43.2041	0.15424	0	0	0		1.41648	7.88049	0.01157	43.2041	0	0.15424	1.45693	0	0.70847	0
Healthy	3.29556	19.7307	0	0	0	18.7223	0	0	0		3.29556	19.7307	0	0	0	18.7223	0	0	0	0
Healthy	0.90055	1.4647	0.11431	0	0	0	0	0	0		0.90055	1.4647	0.12933	0	0	0	0	0	0.03564	0
Healthy	22.67387	13.11319	0.05784	0	1.52702	0	0.81108	0	0		22.67387	13.11319	0.00314	1.52702	0.81108	0	0	0.95657	0.06093	0
Healthy	32.36244	11.55041	2.06336	0.33878	0.0038	0.12464	0	0.0066	0.00493		32.36244	11.55041	1.43912	0.0038	0	0.12464	0.33878	0	0.01864	0.0066
Healthy	18.01938	19.62714	0.47098	1.38018	0	0.006	0	0.04859	0		18.01938	19.62714	1.14877	0	0	0.006	1.38018	0	0	0.04859
Healthy	7.0108	13.60169	0.00196	0.64845	6.22071	0.91406	10.5995	0	0		7.0108	13.60169	0.01157	6.22071	10.5995	0.91406	0.64845	0	0.42185	0
Healthy	5.53006	3.93508	0.02929	0.17776	0	0.46136	0	0.21581	0		5.53006	3.93508	67.91905	0	0	0.46136	0.17776	0	0	0.21581
Healthy	1.01419	8.45378	0	0.09098	0	0.50787	0.00353	0	0		1.01419	8.45378	0.16311	0	0.00353	0.50787	0.09098	0	1.54568	0
Healthy	21.28276	6.03468	0	0	0.19332	0.00268	0	0.01236	0		21.28276	6.03468	0.02445	0.19332	0	0.00268	0	0	0	0.01236
Healthy	0.65403	1.60922	0	0	0.56198	0	0	0	0		0.65403	1.60922	0.00517	0.56198	0	0	0	0	0	0
Healthy	6.0521	2.61355	0.2548	0.02172	0	0.12524	0	0	0		6.0521	2.61355	0.07207	0	0	0.12524	0.02172	0	0.02861	0
Healthy	13.55958	9.12201	0.0432	0.43965	3.60407	3.16374	0.27414	0	0		13.55958	9.12201	0.28743	3.60407	0.27414	3.16374	0.43965	11.3545	0.35913	0
Healthy	20.78452	6.51327	0.00703	0.37631	0	0.13694	0	0.02864	0		20.78452	6.51327	0.52184	0	0	0.13694	0.37631	0.3065	0	0.02864
Healthy	15.24657	3.20425	17.28964	0	0	0.19939	0	0	0		15.24657	3.20425	0	0	0	0.19939	0	0	0	0
Healthy	2.35519	7.88033	0.02839	0.29557	0.50002	0	0	0	0.05033		2.35519	7.88033	0	0.50002	0	0	0.29557	0	0.07743	0
Healthy	10.82104	7.52538	0.23763	0.08966	0	0.14397	0	0.00356	0		10.82104	7.52538	0.1362	0	0	0.14397	0.08966	4.33249	0	0.00356
Healthy	40.89378	19.15657	4.33531	1.16741	0	5.75119	0.71112	1.85593	0.04533		40.89378	19.15657	0.04801	0	0.71112	5.75119	1.16741	0.60492	0	1.85593
Healthy	28.36723	7.11112	12.35353	3.24377	0	6.05915	8.58242	0.00372	0.30978		28.36723	7.11112	8.03553	0	8.58242	6.05915	3.24377	0.03092	0.05299	0.00372
Healthy	12.70828	9.07805	0.16048	0.66879	0	0	0	0	0		12.70828	9.07805	0.0674	0	0	0	0.66879	0	0.07281	0
Healthy	25.61626	3.93028	0.05776	0.09753	0.03433	0.02959	0	0.10707	0		25.61626	3.93028	0.07351	0.03433	0	0.02959	0.09753	0	0.02468	0.10707
Healthy	0.03276	2.11147	0.16103	0	0	1.1913	0	0	8.06969		0.03276	2.11147	12.5078	0	0	1.1913	0	0	0	0
Healthy	4.48996	4.17205	0	0.18906	8.73327	0	0	0	0		4.48996	4.17205	0.4311	8.73327	0	0	0.18906	0	0.57947	0
Healthy	0.69422	1.4187	0.00834	0	0.57096	0	0	0	0		0.69422	1.4187	0	0.57096	0	0	0	0	0	0
Healthy	4.67138	5.98316	0	4.03491	15.7038	0.14165	0	0.39186	0		4.67138	5.98316	22.0966	15.7038	0	0.14165	4.03491	3.17791	0	0.39186
D008545	22.08888	5.60279	0.92536	9.72889	0.03517	1.08903	0	0	0		22.08888	5.60279	0.47237	0.03517	0	1.08903	9.72889	0	0	0
Healthy	8.20025	8.67193	0	0.19311	5.52321	0	0	0	0		8.20025	8.67193	0.14003	5.52321	0	0	0.19311	0	0.35196	0
Healthy	27.67931	1.59958	0.23051	0.00856	0	1.96951	0.61392	0.62265	0		27.67931	1.59958	0.00054	0	0.61392	1.96951	0.00856	0.00033	0	0.62265
Healthy	19.82791	14.63678	0	0	2.6796	0	0	0	0		19.82791	14.63678	20.4019	2.6796	0	0	0	3.16388	0	0
Healthy	12.4706	1.73121	0	0	0	0.52707	0	0	0		12.4706	1.73121	0.0046	0	0	0.52707	0	0	0	0
Healthy	5.05638	6.29132	0.06556	0.14979	0	0.02396	0	0.03951	0.02835		5.05638	6.29132	0.0526	0	0	0.02396	0.14979	0	0.09552	0.03951
Healthy	4.00389	10.05695	0.03801	0.18635	0	0.01445	0	0	0		4.00389	10.05695	0.90232	0	0	0.01445	0.18635	0	0.08712	0
Healthy	6.01233	1.26093	0.1849	0.99828	0	0.01103	0	0.10232	8.54523		6.01233	1.26093	3.54828	0	0	0.01103	0.99828	0	0	0.10232
Healthy	8.01665	6.79175	0.03296	0.31286	0	0	0	0	0		8.01665	6.79175	0	0	0	0	0.31286	0	0	0
Healthy	34.96723	12.57547	0.30043	0.06931	0.85018	0.01987	1.31384	0.00861	0		34.96723	12.57547	0.65157	0.85018	1.31384	0.01987	0.06931	0	0.00433	0.00861
Healthy	6.7935	8.1491	0.62767	0.05804	0	0	0	0.06545	0.00624		6.7935	8.1491	0.03074	0	0	0	0.05804	0	0.12392	0.06545
Healthy	26.42567	30.22909	1.13986	0.04161	0	1.21773	0	0.15375	0.04374		26.42567	30.22909	3.56673	0	0	1.21773	0.04161	0.15607	0	0.15375
Healthy	3.71935	9.46153	0.04352	0.57964	0	0.19379	0.02611	0	0		3.71935	9.46153	0.71192	0	0.02611	0.19379	0.57964	0	1.39963	0
Healthy	25.38143	8.72519	0.93205	3.79931	0.06569	0.14384	0	0.05022	0		25.38143	8.72519	1.65977	0.06569	0	0.14384	3.79931	0	0.46929	0.05022
Healthy	3.95109	1.99502	0.30918	0.04577	0	0.301	0	0.07867	0.08594		3.95109	1.99502	0.92561	0	0	0.301	0.04577	0	0	0.07867
Healthy	6.7284	3.52581	0.09446	0.22879	0	0.03032	0	0	0		6.7284	3.52581	2.70311	0	0	0.03032	0.22879	0	0.32733	0
Healthy	5.06807	0.00063	0.02053	0.00997	0	6.3173	0	0	45.4201		5.06807	0.00063	1.08141	0	0	6.3173	0.00997	0	0	0
Healthy	28.37237	23.5004	0.02158	0.07984	0	0.01094	0	0.12332	0		28.37237	23.5004	0	0	0	0.01094	0.07984	0	0.03622	0.12332
Healthy	20.3958	15.67527	0.22923	0.04008	0.11436	0.00816	0	0	0		20.3958	15.67527	0	0.11436	0	0.00816	0.04008	0	0	0
Healthy	27.31611	3.51086	1.87851	0.11124	0	9.01943	0	0.02134	0		27.31611	3.51086	0	0	0	9.01943	0.11124	5.00233	0	0.02134
Healthy	2.72289	10.64787	0.06328	0.20647	0	0.02866	0	0	0		2.72289	10.64787	0.96963	0	0	0.02866	0.20647	0	0.1043	0
Healthy	21.5874	26.20511	5.88432	1.97135	0	0	0.46484	0	0		21.5874	26.20511	1.52765	0	0.46484	0	1.97135	0	0	0
Healthy	0	0	7.02442	0	0	0	0	0	25.3314		0	0	20.64883	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.12628	0	0	0		0	0	0	0	0	0.12628	0	0	0	0
Healthy	10.84597	7.22287	0.02009	0.36006	0	0	0	0	0.27197		10.84597	7.22287	0.84055	0	0	0	0.36006	0	0.01262	0
Healthy	37.59467	2.98849	0	0	1.02164	0	0	0	0		37.59467	2.98849	0	1.02164	0	0	0	0	0	0
Healthy	49.1509	8.64863	0.18532	0.04012	0	1.45013	0.37332	0	0		49.1509	8.64863	0	0	0.37332	1.45013	0.04012	0.2671	0.02249	0
Healthy	58.2224	1.0815	0	0	0	0	0	0	0		58.2224	1.0815	0	0	0	0	0	0	0	0
Healthy	59.30929	9.06289	0.0606	0.12651	0	1.31814	4.54308	0.03468	0		59.30929	9.06289	0.7182	0	4.54308	1.31814	0.12651	6.82833	0.04365	0.03468
Healthy	21.2987	1.37762	0	0	0	0	0	0	0		21.2987	1.37762	0	0	0	0	0	0	0	0
Healthy	18.25151	6.08726	1.34098	0.33167	1.60422	3.51248	0.81977	0.05991	1.12698		18.25151	6.08726	12.65467	1.60422	0.81977	3.51248	0.33167	1.95551	0.03903	0.05991
Healthy	2.44182	7.66312	0.03694	0.31869	0.57539	0	0	0	0		2.44182	7.66312	0	0.57539	0	0	0.31869	0	0.0803	0
Healthy	7.49474	6.88307	0	0.84446	0	0	0	0	0		7.49474	6.88307	0	0	0	0	0.84446	0	0.14952	0
Healthy	11.34262	15.81325	0	1.09278	0	8.31317	13.65711	0.7533	0		11.34262	15.81325	0	0	13.65711	8.31317	1.09278	12.2577	0	0.7533
Healthy	14.75114	1.38729	0	0.24974	0	0.07598	0	0	0		14.75114	1.38729	0.876	0	0	0.07598	0.24974	0	0.08643	0
Healthy	13.23618	2.31903	0.17819	0.21988	0.10122	0.65297	12.9929	0.00434	0		13.23618	2.31903	1.37422	0.10122	12.9929	0.65297	0.21988	0	0.17241	0.00434
Healthy	12.62105	7.11597	0	0.03156	0	0	0	0	0		12.62105	7.11597	0	0	0	0	0.03156	0	0.24935	0
Healthy	3.82725	4.42032	0.08921	0.66573	0	0.18071	0.0457	0	0		3.82725	4.42032	0.7644	0	0.0457	0.18071	0.66573	0	1.37307	0
Healthy	8.67648	7.49971	0	0	0.29747	0	0	0	0		8.67648	7.49971	0	0.29747	0	0	0	0	0	0
