group	Prevotella_copri_A	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phytobacter_ursingii	Ruminococcus_B_gnavus	Streptococcus_parasanguinis_D	Veillonella_atypica	Streptococcus_sp004166885	Rothia_sp001808955	Streptococcus_pseudopneumoniae_O	Prevotella_copri_A	Bacteroides_eggerthii	Bifidobacterium_longum	Phocaeicola_sp900554435	Bacteroides_sp900066265	Anaerostipes_hadrus	Intestinibacter_bartlettii	Anaerostipes_hadrus_A	Streptococcus_parasanguinis_D	Parasutterella_excrementihominis
Healthy	0	0	0	11.5426	0.62104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.50484	0.08494	0.09563	0	0	0	0	0	0.13249	1.28992	0	0	0.02995	0.11784	0.10644	0.09563	0
Healthy	57.8041	0	0	0.01154	0.03095	0	0	0	0	0	57.8041	0.05247	0.09371	0	0	0.02148	0	0	0	0.85468
Healthy	0	0	0	1.55868	0.01073	2.87508	0	0	0.02184	0.03916	0	0	1.85764	0.38474	0.61882	0.14417	0	0.08344	2.87508	0
Healthy	0	0	0	8.78375	0.19827	0	0	0	0	0	0	0	5.37546	0	0	0	0	0.08771	0	0
Healthy	0	0	0	0	0	0.05434	0	0	0	0	0	8.37417	0	0	0	0.01303	0	0	0.05434	0
Healthy	0	0	11.5813	0	0	0	0.02007	0	0	0	0	0	1.90208	0	0	0.0101	0.00655	0.04205	0	0.00153
Healthy	0	0	0	0.07433	0	0	0	0	0	0	0	0	0.61598	0	0	0	0	0	0	0.24467
Healthy	1.02813	0	1.62649	0.35776	0.09088	0.04146	0.04428	0	0.00026	0	1.02813	0.19948	3.41461	0.46204	0.09605	0.07937	0.03186	0.07762	0.04146	0.00639
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35482	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.2069	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.20578	7.19705	3.67052	0	0	0	0	0.04649
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68229	0	0	0	0	0.37994
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.18442	0.76947	0	0	0	0	0	0	0
Healthy	0	0	5.64685	0	0	0	0	0	0	0	0	0	9.41278	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	4.30871	0	0	0	0	0	0	0	0	0	0	0.14058	0	0	0.54	0.27214	0.18456	0	0.02934
Healthy	33.0676	0	2.92861	0	0	0.04946	0	0	0	0	33.0676	0.0193	0	0	0	0.38646	0	0.01631	0.04946	0.24758
Healthy	23.3508	0	0	0	0	0.05442	0.00746	0	0	0	23.3508	0.00021	0.00509	0	1.4699	0.02094	0	0.23495	0.05442	0.00298
D014376	0.00861	0	0	0.30032	0.01573	0.0566	0	0	0.00402	0.00825	0.00861	0	0	0	0	0	0	0	0.0566	1.12614
Healthy	0	0	19.5971	0.59558	0	0.00967	0	0	0	0	0	0	0.11702	0	0	0	0	0	0.00967	0.00168
Healthy	0	0	0	82.805	0	0.04694	0	0	0	0.00972	0	0	0	0	0	0	0	0	0.04694	0
Healthy	1.50125	0	0	0	0	0.06441	0	0	0	0	1.50125	1.78957	1.61927	1.20279	0	0.07913	0.12234	0.00928	0.06441	0.02879
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29325	0	0	0	0	0.17164
D014376	0	0	0	0.01346	0.01423	0.26516	0.02377	0	0	0	0	0	0.01746	0	0	0	0.0494	0	0.26516	0.01867
Healthy	6.27073	5.30988	14.3515	0	0.00646	0.00336	0	0	0	0	6.27073	0.00131	0.00733	0.0081	0.00097	0.01055	0.03922	0.01165	0.00336	0.00191
Healthy	0	0	0	0.27603	0.0719	0.04579	0	0	0	0	0	0	0.77807	0	0	0.23212	0	0.24363	0.04579	0
Healthy	0	0	0	0.18035	0.02625	0.26147	0	0	0	0.01126	0	0	65.7913	0	0	0	0	0	0.26147	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.19002	7.27366	3.92155	0	0	0	0	0.0697
Healthy	0.54418	0	0	29.6986	0.00052	0.04732	0.00102	0	0.00705	0	0.54418	0.11894	0.19158	0	0.0922	0.01116	0.03252	0.05808	0.04732	0.00369
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	38.696	0	0.29269	0	0	0	0.04775
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74732	0	0	0	0	0.39875
Healthy	0.66842	0	0	0	0	0	0	0	0	0	0.66842	0.02627	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.1208	0.01392	0	0	0	0	0	0	0	0.40646	0	0	0.36026	0	0.2059	0	0.03328
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.20676	1.09932	1.62649	0.26579	0	0	0	0.00659
Healthy	0	3.42167	0	0	0	0.51196	0.10914	0.01808	0.0038	0	0	0	0.76068	1.41631	0.12286	0.05701	0.1023	0.09348	0.51196	0
Healthy	0	0	0.055	0.03912	0	0	0	0	0	0	0	2.58277	0.2792	0.5482	0	0	0	0	0	0.05964
Healthy	0	0	0	0	0.00509	0.0382	0	0	0	0	0	0	4.65213	0	0	0.40185	0	1.56047	0.0382	0
Healthy	0	0	0	0.60083	0	0.02557	0	0	0	0.00168	0	0	0.31889	5.19844	0	0	0	0	0.02557	0.03376
Healthy	0	0	0	0.05911	0.00294	0	0	0	0.00152	0	0	12.3911	5.86029	0	0.10682	0.10918	0.03708	0.17277	0	0.00046
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.75787	0	0.52846	0	0	0	0	0
Healthy	0	0	0	0	0	0.01323	0	0	0	0	0	0	0.17243	3.01944	0	0.41937	0.16096	0	0.01323	0.00462
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	4.70008	0.3829	0	0.07274	0	0.01459	0	0.00022	0	0	0.47981	0	0	0.0486	0.00076	0.02372	0.07274	0
Healthy	0	0	0	10.3109	0	0	0	0	0	0	0	0	0	0	0.24659	0	0	0	0	0.00484
Healthy	0	0	0	0	0.01247	0.02248	0	0	0.2525	0.06094	0	0	0.01696	0	0	0	0	0	0.02248	0
Healthy	0	0	0	0	0.00607	0	0	0	0	0	0	0	0.96077	0	0	0	0	0	0	0.25018
Healthy	0	0	0.99973	0.04227	0.01008	4.20877	0	0.15759	0.00616	0	0	0	0.22845	0	0	0	0.00414	0.00081	4.20877	0.00356
Healthy	0.77067	0	0	0	0	0.08182	0	0	0	0	0.77067	0.13908	0.03156	2.08561	0	0.26689	2.10565	0.17222	0.08182	0.32458
Healthy	0	0	0	0.02218	0.02469	0.03173	0.03931	0	0	0	0	0	0.03419	0	0	0.12591	0	0.00067	0.03173	0
Healthy	0	0	0	0.00841	0.03013	0.0294	0.02641	0	0	0.00337	0	0	0.02763	0	0	0.04437	0.09696	0.01647	0.0294	0
Healthy	0	0	0	0.15005	0	0	0	0	0	0	0	0	0.09962	0	0	0	0	0.0057	0	0
Healthy	0	0	0	0.06755	0	0	0	0	0	0	0	11.4363	1.15496	0	0	0	0	0	0	0
Healthy	0	0	0	0.3216	0.72368	0.05361	0	0.06103	0	0	0	0	10.2929	0	0	1.86918	0	0.06374	0.05361	0.16782
Healthy	13.955	0	0	0.0382	0	0	0	0	0	0	13.955	0	0	0	0.12685	0.0117	0	0	0	0
Healthy	39.9693	0	0	0	0	0	0	0	0	0	39.9693	0	0	3.94902	0.18482	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62444	0	0	0	0	0.39004
Healthy	0	0	0	0.01536	0	0	0	0	0	0	0	0	0.04252	0	0	0.00906	0	0.00797	0	0
Healthy	0	0	0	0	0	0.95773	0	0	0	0	0	0	0.03254	0	0	0.10379	0.03304	0.17779	0.95773	0
Healthy	0	0	0	99.3324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3883	0	0.27071	0	0	0	0.02982
Healthy	0	2.81907	0	0	0	0	0	0	0	0	0	0	0.42483	0	0	0.08367	0.15417	0.04954	0	0.00834
Healthy	0	0	0	0	0.06918	0	0	0	0	0	0	0	0.14139	5.53247	0.128	0	0	0	0	0
Healthy	17.2834	0	0	0	0	0	0	0	0	0	17.2834	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.00324	0	0	0	0	0	0.16636	0	0	0	0	0	0	0.00864
Healthy	0	0	0	0.21538	0.00067	0.0123	0.06858	0	0	0	0	0	0	0.0007	0	0.01843	0.15122	0.03114	0.0123	0
Healthy	0	0	0	0	1.60319	0	0	0	0	0	0	0	0.35379	0	0	0	0	0	0	0.20796
Healthy	0	0	13.7422	0.31683	0	0	0.03176	0	0	0	0	0	0	0	1.25687	0	0	0	0	0
Healthy	9.7624	0	0	0.04164	0.00885	0.01502	0.01998	0	0	0	9.7624	0	2.0239	7.98271	0	0.16521	0	0.13039	0.01502	0
Healthy	0	0	0	0.09185	0	0	0	0	0	0	0	0	0	0	0	0.06531	0	0.03943	0	0.54442
Healthy	0	0	15.9652	0.11803	0.07368	0	0	0	0	0	0	0	0.04068	0	0	0	0	0	0	0.00294
Healthy	0	0	0	0.18718	0.25216	0.05463	0.02571	0	0	0	0	0	0.34483	0	0	0.00605	0.03091	0.01136	0.05463	0
Healthy	0.00792	0	0	0.34718	0.02119	0.0438	0	0	0	0.001	0.00792	0	0	0	0	2.23822	0	0.0694	0.0438	0
Healthy	0	0	0	0.10696	0.00531	0	0.00077	0.00473	0	0	0	0	1.75741	0	0	0.6718	0.13131	0	0	0.00571
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	3.65866	0	0	0	0	0	0	0.05599
Healthy	0	0	0	1.28904	0.00856	2.8628	0	0	0.02692	0.03459	0	0	1.83971	0.34115	0.57326	0.14772	0	0.06601	2.8628	0
Healthy	0	0	3.13372	0	0.00266	0.12691	0	0.10235	0	0	0	5.59908	0.05834	1.85356	0	0.22133	0.36434	0.08251	0.12691	0.10204
Healthy	0	0	0	2.24455	1.98945	0.00056	0	0	0	0	0	0	3.44719	0	0	0	0	0	0.00056	0
Healthy	48.6791	1.32638	2.41849	0.67371	0	0.0259	0.00455	0	0	0	48.6791	0.26641	0.05734	3.18409	0.09246	0.03816	0.00826	0	0.0259	0.0192
Healthy	0	0	0	0.5889	0.04096	6.83176	0.00506	0.04834	0.07699	0.092	0	0	0.20371	0	0	0.15686	0	0.03683	6.83176	0.02924
Healthy	0.39374	0.00793	0	2.6253	2.13689	0.03784	0.00627	0	0	0	0.39374	0.0123	0.00246	0.01807	0.00023	0.01174	0.29017	0.14251	0.03784	0
Healthy	0	0	0	0.09115	0.01219	0.04664	0.00496	0	0.01693	0	0	0	0	0	0.52367	0.21273	0.04687	0.19048	0.04664	0.00675
Healthy	0	0	0	0	0.22895	0.48093	0	0.01284	0	0	0	0	0.15178	0	0	0.42808	0.30967	0.2743	0.48093	0.16469
Healthy	0	0	0	0.04884	0	0	0	0	0	0	0	11.0512	1.08547	0	0	0	0	0	0	0.00461
Healthy	0	4.44745	0	0	0	0	0	0	0	0	0	0	0.19338	0	0	0.69532	0.49756	0.33251	0	0.0605
Healthy	0.02936	22.7881	17.0958	0.25577	0.00487	0	0	0	0	0	0.02936	0.0345	3.0471	0.15361	0	0.72541	0.27633	0.12474	0	0.03184
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.85702	0.08805	0.12301	0.28346	0.01195	0.00685	0	0
Healthy	0	0	0	0	0	0.06883	0	0	0	0	0	8.0024	0	0	0	0.00852	0	0.01147	0.06883	0
Healthy	0	0	0	0.01899	0.40848	0.01623	0.01874	0	0.00719	0	0	0	2.00904	0	0	0.02025	0.02572	0.05657	0.01623	0
Healthy	0	0	0	1.06199	0	0.40251	0.0098	0	0.00239	0	0	0	0.51278	0	0	0.00651	0.01107	0.0027	0.40251	0
Healthy	0	0	0	0.05212	0	0	0.80648	0	0.0505	0.03929	0	0	18.3852	0	0	0	0	0	0	0
Healthy	0	3.63749	0	0	0	0	0.0187	0	0	0	0	0	0.05006	0	0	0.33009	0.37412	0.03684	0	0.04528
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55126	0.35339	0.02755	0	0	0	0
Healthy	0	0	0	0.04844	0.0114	0	0.00272	0	0.00248	0	0	0	10.4945	0	0	1.29101	0.04726	1.63539	0	0.07849
Healthy	18.1055	0	0	0	0	0.05371	0.04947	0	0	0	18.1055	0.52759	0	0	0	0.06025	0	0.23582	0.05371	0
Healthy	0	0	0	1.09555	0.32613	0	0	0	0	0	0	0	0	0	0	0.0505	0.00279	0.02612	0	0.0093
Healthy	11.1162	0	0.29548	0.00817	0.00171	0	0	0	0	0	11.1162	0	0.01598	0	0	0.00414	0.00373	0.00108	0	0.05891
Healthy	21.9617	0	0	0.42213	0	0	0	0	0.00421	0	21.9617	0	0	0	0	0.03543	0.01007	0.00946	0	0
Healthy	2.06912	0	0	0	0	0.03903	0	0	0	0	2.06912	0	4.37214	3.7903	0.58692	0.0623	0	0.18984	0.03903	0
Healthy	0	0	0	0.61823	7.75625	0.03817	0.21732	0	0.01691	0.04021	0	0	14.9683	0	0	0	0.66287	0	0.03817	0
Healthy	0.04418	0.00599	7.74698	0.01636	0.00091	0.01494	0.00495	0	0.0018	0	0.04418	0.03387	36.741	0.00472	0.0621	0.00879	0.00332	0.00526	0.01494	0.00015
D014376	0.0101	0	0	31.5955	0.13354	0.28169	0	0	0.04494	0.00972	0.0101	0	5.3648	0	0.15582	0.12635	0.01922	0.08153	0.28169	0
Healthy	51.6685	7.23257	0	0.15734	0	0	0	0	0	0	51.6685	0.32702	0	1.51624	0.88461	0	0.00384	0	0	0.15155
Healthy	0	0	0	0.06106	0	0	0	0	0	0	0	0	0.18969	10.622	21.8649	0	0	0	0	0.50884
Healthy	9.36706	0.31997	0	0	0	0	0.1379	0	0	0	9.36706	0	0	3.7759	0	0.33421	0	0.53383	0	0
Healthy	0	0	0	7.64961	0.00528	0.08833	0	0	0.02091	0	0	2.50581	0.26761	6.17339	0	0.01248	0.03574	0.08721	0.08833	0
Healthy	0	0	0	87.6699	0	0.34543	0	0	0	0.06359	0	0	6.59575	0	0	0	0	0	0.34543	0
Healthy	0	0	0	0.87742	0.51752	0.12029	0.02598	0.03831	0.00033	0	0	0	0.2506	0	0	0.25416	0.28323	0.38014	0.12029	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.51424	0	0	5.28496	0	0	0	0	0.01528
Healthy	0	4.35461	14.1889	0.08761	0.02657	0	0	0.0039	0.00016	0	0	0	1.53633	4.34157	0	0.02075	0.09619	0.02856	0	0.00829
Healthy	0	0	0	0	0.0408	0	0	0	0	0	0	0	0.02023	0	0	0	0	0.05569	0	0
Healthy	0	0	13.7189	0.36426	0	0	0.05041	0	0	0	0	0	0	0	1.37771	0	0	0	0	0.00901
Healthy	0	0	0	0.14705	0	0	0	0	0	0	0	0	0.58816	0	0	0	0	0	0	0.24334
Healthy	0	17.7284	0	0.18304	0.00127	0	0	0.00045	0	0	0	0	1.99976	1.87074	0	0.03431	0.31151	0.1188	0	0.06115
Healthy	9.96416	0	0	0	0	0	0	0	0	0	9.96416	0	0	0	0	0	0	0	0	0
D014376	0.00736	0	0	0.38704	0	0.0169	0.01635	0	0	0	0.00736	0.62503	10.6158	0	0	0	0	0	0.0169	0
Healthy	8.98375	0	0	0	0	0.02048	0	0	0	0	8.98375	0	0	1.35237	0	0	0	0	0.02048	0
Healthy	0	0	0	0.13388	0	0	0	0	0	0	0	0	1.50095	0	0	0	0	0	0	0.11188
Healthy	0	0	0	0.09389	0	0	0	0	0	0	0	0	0.57706	0	0	0	0	0	0	0.26229
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5362	0.12534	0	0.2114	0	0
Healthy	0	0	0	0.01077	0.00805	0.0161	0.00369	0	0	0.00032	0	0	0.00788	0	0	0.06248	0.42534	0.20794	0.0161	0
Healthy	0	9.80824	0	0	0	0	0	0	0	0	0	0	0.15448	0	0	0.19961	0.14632	0.04288	0	0.05455
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.76233	0	0	0.2459	0	0.6906	0	0
Healthy	0	0	0	0.02321	1.75437	0	0	0	0	0	0	0	0.40903	0	0	0	0	0	0	0.21457
Healthy	25.9088	0	0	0.0328	0	0	0	0	0	0	25.9088	0	0.12091	1.34036	0.57098	0	0	0	0	0.04583
Healthy	0	0	0	2.17787	0	0	0	0	0.5084	0	0	0	0.22601	0.11814	0	1.13015	0	0.85911	0	0
Healthy	0	0	0	0	0.04255	0	0	0	0	0	0	0	0.12607	5.90502	0.08979	0	0	0	0	0
Healthy	0	0	0	0	0.12522	0	0	0	0	0	0	0	0.0863	0	0	0	0	0	0	0.26069
Healthy	0	0	0	0	0	0	0	0	0	0	0	10.2844	0	0	0.71147	0.25099	0.09037	0.61634	0	0.01474
Healthy	0	0	0	0	0	0.04835	0	0	0	0	0	0	1.38904	0	0	0.21547	0.28594	0	0.04835	0
Healthy	0	0	0	0	0.06041	0	0	0	0	0	0	0	0.16043	5.73941	0.10035	0	0	0	0	0
Healthy	0	0	0	0.43307	0	0.10698	0.10468	0	0	0	0	0	0.87736	0	0	0.00828	0	0	0.10698	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	4.24856	0	0	0.3978	0	3.47222	0	0
Healthy	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	4.81957	0	0.10151	0.20194	0.03284	0	0
Healthy	0.06139	0	0	0.6727	0.8581	0	0.00129	0	0	0	0.06139	0	0	22.344	0	0.10171	0.05314	0.03908	0	0.04209
Healthy	0	0	0	0.73045	2.0423	0.01018	0	0	0	0.00788	0	0	4.33155	0	0	0	0.03828	0	0.01018	0
Healthy	66.7552	0	0	4.12779	0	0	0	0	0	0	66.7552	0	0	0	0	0	0	0	0	0
Healthy	0	5.68304	0	1.83545	0.03041	0	0	0.22071	0.02426	0	0	0.9767	4.64606	0	0.19043	0.0533	0	0.07459	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4505	0	0	0	0	0.35965
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68052	0	0	0	0	0.433
Healthy	0	0	0	0	0.01715	0.00882	0	0	0	0	0	0	0	0	0	0.04186	0	0	0.00882	0.14252
Healthy	0	0	4.17995	0.04559	0	0	0	0.0656	0	0.12636	0	0.36126	0.47791	4.02156	0.01304	0.06746	0.41789	0.07026	0	0
Healthy	0	0	0	0.09711	0.15084	0.07029	0	0	0	0	0	0	0.79155	2.36658	0	0.0743	0.40841	0.21026	0.07029	0.04103
Healthy	0	0	0	2.02806	0.37323	1.3901	0.10862	0.06924	0.01459	0.06103	0	0	0.87973	0	0	0.11792	0.06758	0.36666	1.3901	0
D014376	0	0.00129	0	5.90494	5.4006	0	0	0.00572	0	0.00582	0	0	0.46054	0.00252	0	0.00416	0	0	0	0.02144
Healthy	27.243	0	0	0	0	0	0	0	0	0	27.243	0	0	0	0	0.8581	0	0	0	0
Healthy	0	0	0	0	0.01757	0.02536	0	0	0	0	0	4.90843	0	0	0	0.06458	0	0.16811	0.02536	0.04026
Healthy	0	0	0	0	0.1535	0	0	0	0	0	0	0	0	4.17569	0	0.15603	0	0.05182	0	0
Healthy	35.4315	1.78435	0	8.48243	0.17791	0.00754	0.00041	0.01408	0	0	35.4315	0	0.002	0.18963	0	0.00538	0.66049	0	0.00754	0.00114
Healthy	0	0	0	0.02486	0	0	0	0.00518	0	0	0	7.7012	0.07546	6.98125	0.1646	0.0457	0	0.04271	0	0.02046
Healthy	0	0	0	0	0	0.04826	0.08751	0	0	0	0	14.9557	0	0	0	0	0	0	0.04826	0
Healthy	0	0	8.92544	0.47299	0.00483	0.02944	0	0	0	0	0	0	3.24045	0	0	0.53712	0.14908	0.73559	0.02944	0.18365
Healthy	36.8941	0	0	0	0	0	0	0	0	0	36.8941	0	0	1.99673	0	0	0	0	0	0
Healthy	35.8204	0	0	0	0	0	0	0	0	0	35.8204	0	0	0	0	0.33049	0.05592	0	0	0
Healthy	0.03222	0.02653	0.013	0.02631	0.24991	0	0	0	0	0	0.03222	0.00111	0.00318	0	1.87873	0.11338	0.05482	0.14261	0	0.39081
Healthy	0	0	0	15.6337	0	0	0	0	0.00144	0	0	0	0.22659	0	0	0	0.04787	0	0	0
Healthy	0	0	0	1.31886	0.8125	0	0	0	0	0	0	79.5399	0	0	0	0	0	0	0	0
Healthy	0	0	0	2.36877	0.28342	0.90072	0.06649	0.05522	0	0	0	0	1.44996	0	0	0.14782	0	0.13424	0.90072	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37042	0.07211	0	0.4232	0	0
Healthy	38.6079	0	0	0	0	0.2676	0.02612	0.00657	0	0.00968	38.6079	0	0	0	0.66715	0.02102	0.02165	0.25909	0.2676	0.01552
Healthy	0.07147	0.0663	0.01831	0.78469	0.03273	0	0	0	0	0	0.07147	0.14559	3.09275	0.00279	0	0.0362	0.06551	0.00469	0	0.24481
Healthy	0.0019	0	0	0	0	0	0	0	0	0.08848	0.0019	0	0.00093	0	0	0	0	0	0	0
Healthy	0	15.8423	0	0.07817	0.08233	0.01615	0.00113	0.00156	0	0	0	0	0	16.0873	0	0.15169	0	0.10052	0.01615	0.00077
Healthy	0	0	0	4.27323	12.7376	0.14655	0.00193	0	0.00923	0.03401	0	0	24.2988	0	0	0	0	0	0.14655	0
Healthy	0	0	24.54	0	0	0	0	0	0	0	0	0	0	0	2.35201	0	0	0	0	0.01982
Healthy	33.1072	0	9.11616	0.12255	0	0	0	0	0	0	33.1072	2.41849	0	0	2.10791	0.05746	0	0	0	0.25346
Healthy	0	0	0	0	1.68189	0	0	0	0	0	0	0	0.38768	0	0	0	0	0	0	0.19767
Healthy	0	0	0	0	2.69923	0	0	0	0	0	0	0	10.6106	0	0	0	0	0	0	0
Healthy	0.03605	0.00772	0.00978	18.6713	0.00084	0	0	0.03279	0.00522	0.00534	0.03605	0.00018	2.6815	0.01083	0	0	0	0	0	0
Healthy	0	0	0	1.0251	0	0	0	0	0	0	0	15.563	0.00978	0	1.32882	0	0	0	0	0.37347
Healthy	0.0084	0	0	0.09689	0.02697	0.00637	0.02647	0.23317	0.32407	0	0.0084	0	2.32334	0	0	0.51524	0.61698	1.10168	0.00637	0
Healthy	0	0	0	0	2.17421	0.01076	0	0.01418	0	0.01744	0	0	0.23675	0	1.88553	0.00198	0	0	0.01076	0
Healthy	0	0	0	0.30347	0.00559	0.05109	0	0.01031	0.00057	0.00021	0	2.66553	0.1423	0.7931	0	0.43417	0.1	0.73476	0.05109	0.00766
Healthy	28.2668	0	0	0	0	0	0	0	0	0	28.2668	0	0	0	0	0	0.30225	0	0	0
Healthy	0	0	0	0.17465	0.02023	0.00248	0	0	0	0	0	0	3.70772	1.27103	0	0	0	0.03881	0.00248	0.12171
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.24895	7.01125	3.66109	0	0	0	0	0.03345
Healthy	0	0	0	0	0.10123	0	0	0	0	0	0	0	0.01614	0	0	0	0	0	0	0.16545
Healthy	0	0	0	9.93651	0	0	0	0	0	0	0	0	0.00116	0	0.22045	0	0	0	0	0
Healthy	0	0	0	0.07966	0.0183	0	0	0	0	0	0	0	0.70204	0	0	0.01487	0.01069	0.02903	0	0.03738
Healthy	0	0	0	0.27898	4.64962	0.01846	0.01802	0.02517	0.10574	0	0	0	3.32416	0	0	0.21753	0.03452	0.03181	0.01846	0
Healthy	0	0	0	0.81252	0.78475	0	0.30238	0	0	0	0	0	0.0143	0	0	0	0	0	0	0
Healthy	0	8.93761	0	0.44934	0.05446	0	0	0.00492	0	0	0	0.86819	0.20549	0	0	0.02188	0	0.0051	0	0
Healthy	0	0	0	1.56178	0.00977	0.1051	0	0.16207	0.0811	0	0	0	7.4447	1.54572	0	0.25871	0.14746	0.33138	0.1051	0
Healthy	57.1151	1.44525	0.00602	0.0024	0	0.00454	0.00456	0	0	0.00148	57.1151	0.00135	0.06183	0.1316	0	0.05327	0.21993	0.0077	0.00454	0.00643
Healthy	1.66779	0.34671	1.12953	0	0	0	0	0	0	0	1.66779	0	0.38189	0	0.33898	0.11632	0.20308	0.00295	0	0.0042
Healthy	0	0	0	0	0	0.4061	0.61078	0	0	0	0	8.09544	0	0	0	0.04366	0	0.07641	0.4061	0
Healthy	0	0	10.5946	0.02496	0.09933	0	0	0	0	0	0	11.0216	0.19375	4.12158	0.1286	0.04044	0	0	0	0
Healthy	0	0	11.1876	0.08922	0.03979	0	0	0	0	0	0	0	0.60994	0	0	0	0	0	0	0.27169
Healthy	0	0	0	9.88235	0	0	0	0	0	0	0	0	0.00224	0	0.22765	0	0	0	0	0.0081
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.14344	0	0	2.60425	0.08795	0	0.16124	0	0.00578
Healthy	0	0	0	1.58023	0	0.0593	0	0	0	0	0	0	4.56587	0	0	1.09586	0.21189	0.05606	0.0593	0.06759
Healthy	5.9487	0	0	0	0.05469	0	0	0	0	0.04567	5.9487	0	0.72384	2.89315	0.6614	2.89057	0	0.69468	0	0
Healthy	0	0	0	0.37113	0.13167	0	0	0	0	0	0	35.7499	0.03896	0	0	0.01511	0	0.04919	0	0.02805
Healthy	0	7.99266	0	0	0	0	0.0198	0	0	0	0	0	0.07039	0	0	0.27058	0.21255	0.04938	0	0.00403
Healthy	0	0	25.1242	0.01877	0	0	0	0	0	0	0	0	0	0	3.45238	0	0	0	0	0.01246
Healthy	45.3128	1.94013	1.53899	0	0	0.02953	0	0	0	0	45.3128	0	0	0.00095	0.88783	0.00027	0	0	0.02953	0.31437
Healthy	0	0	0	2.9113	1.38875	0	0	0	0	0	0	0	0	0	0	0	0.29111	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29783	0	0	0	0
Healthy	2.20891	0.15306	0.01146	0	0	0	0	0	0	0	2.20891	0.22335	0.1771	0	0	0	0.00748	0	0	0
Healthy	0	0	0	0	1.08445	0	0	0	0.00991	0	0	0.00929	5.24741	0	0	0.16109	0.01238	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29466	0	0.02892
Healthy	0	0	0	0	0.00592	0	0	0	0	0	0	0	1.0017	0	0	0	0	0	0	0.2694
Healthy	2.36699	1.30144	0.52942	0	0.00322	0.11361	0	0.00348	0.0062	0	2.36699	0	0	0	0	0.3731	0	0.3178	0.11361	0
Healthy	0	0	0	0.06494	0	0	0	0	0	0	0	0	0.20647	10.6288	22.004	0	0	0	0	0.53159
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.45556	0	0	1.8547	0	0	0	0	0
Healthy	0	0	0	1.20757	0.03953	0	0	0	0	0	0	0	2.02914	0	0	0	0	0	0	0.08778
Healthy	0	0.23082	0.76649	0	0	0.19098	0.20088	0	0	0	0	0	0.0183	1.36123	0	0.05925	0	0.10835	0.19098	0
Healthy	0.01029	15.7326	6.10018	0	0.01567	0	0.02375	0	0	0	0.01029	0	0.1146	0	0	0.033	0.1229	0.11832	0	0.09344
Healthy	0	0	0	0	0	0	0	0.07046	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.04867	0.27774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.99509	0	0.03647	0	0	0	0	0	0	0	0	0.93014	0	0	0.01768	0.0213	0.03336	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.03228	0	0	0.02691	0	0	0	0
