group	Prevotella_copri_A	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phytobacter_ursingii	Ruminococcus_B_gnavus	Streptococcus_parasanguinis_D	Veillonella_atypica	Streptococcus_sp004166885	Rothia_sp001808955	Streptococcus_pseudopneumoniae_O	Prevotella_copri_A	Bacteroides_eggerthii	Bifidobacterium_longum	Phocaeicola_sp900554435	Bacteroides_sp900066265	Anaerostipes_hadrus	Intestinibacter_bartlettii	Anaerostipes_hadrus_A	Streptococcus_parasanguinis_D	Parasutterella_excrementihominis
Healthy	0	40.2142	0	0	0.017	0	0	0	0	0	0	0	0	4.14139	0	0	0	0	0	0
Healthy	0	0	0	0.06304	0	0	0	0	0	0	0	0	0	0	0.06921	0	0	0	0	0.04948
Healthy	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0.04506	0	0	0	0	0.05193
Healthy	0	0	0	24.2129	7.51214	0	0	0	0	0.00146	0	0.01363	14.9648	0	0	0	0	0	0	0
Healthy	0	0	0	19.1221	0.22978	0.07223	0	0	0.04522	0	0	0	0.86664	0	0	0.18064	0.0633	0.03299	0.07223	0.00079
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.37327	0	0	1.47638	0	0	0	0	0
Healthy	0	0	0	0	0	0.01336	0.17446	0	0	0	0	0	0.43899	8.54485	4.32352	0	0	0	0.01336	1.29227
Healthy	36.8265	0	0	0	0	0	0	0	0	0	36.8265	0	0	1.98869	0	0	0	0	0	0
Healthy	0	0	0	0.19561	0.13252	0	0.00539	0	0	0	0	35.6156	0.05889	0	0	0.01824	0	0.0607	0	0.03336
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.38785	0.57461	1.01493	0.47999	0.53728	0	0	0
D014376	0.00238	9.82241	17.4478	0.29088	0	0.00293	0	0	0	0.00128	0.00238	0.02643	0.19559	1.75001	0	0.06151	0	0	0.00293	0.4239
Healthy	0	0	0	0	0.24877	0	0	0.00479	0	0	0	0	2.64798	0	0.04033	0.10737	0	0.24455	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.26822	0.55576	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8461	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.03664	0	0	0.05646	0	0.01291	0	0
Healthy	0	0	0	0.77207	0	0.02981	0	0	0	0	0	0	0.35232	5.07414	0	0	0	0	0.02981	0.00276
Healthy	5.01058	0	12.9317	0	0	1.44504	0	0	0	0	5.01058	0	0	0	0	0	0	0	1.44504	0
Healthy	0.79854	0	0	0.31482	0	0	0	0	0	0	0.79854	0	0	0	0	1.00756	0	1.23836	0	0
Healthy	0	0	7.45071	0	0	0	0	0	0	0	0	0	2.864	0	0	0	0	0	0	0
Healthy	11.3859	0	0	0	0	0	0	0	0	0	11.3859	0	0	0	0	0	0	0	0	0
Healthy	0	12.5911	0	0	0	0	0	0	0	0	0	0	0.16797	0	0	0.16597	0.17981	0	0	0.01583
Healthy	0	0	0	0.41186	0	0	0	0	0	0	0	1.09728	0	2.64715	0	0	0.47871	0	0	0.09379
Healthy	0	0	0	1.19728	0.03866	0	0	0	0	0	0	0	2.06351	0	0	0	0	0	0	0.00471
Healthy	0.09998	42.0654	0.02269	0.52522	0.33341	0	0	0	0	0	0.09998	0	0.00671	0.00554	0	0.32747	0.00828	0.02886	0	0.90934
Healthy	0	0	0	0.42124	0	0	0	0	0	0	0	0	0.1998	0	0	0	0	0	0	0.09116
Healthy	0	0	0	0	0.00928	0	0	0	0	0	0	0	0	0	0	0.11585	0	0	0	0.00596
Healthy	0	0	0	0.32244	0.00897	0.03106	0.02182	0	0	0	0	0	0	0	0	0.20483	0	0.18742	0.03106	0.00366
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.62379	0	0	1.96644	0	0	0	0	0
Healthy	0	6.79019	0	0	0	0.04237	0.54359	0	0	0	0	0	0.12816	0	0	0.09547	0.91404	0	0.04237	0.0698
Healthy	0	0.91356	0	0	0	0	0	0	0	0	0	0	0	0	1.0091	0.03196	0	0	0	0
Healthy	0	0	0	0	0	0.44662	0.68162	0	0	0	0	7.88656	0	0	0	0.05937	0	0.09381	0.44662	0
Healthy	0.01933	0.00735	0.01238	4.33422	1.25299	0	0	0	0	0	0.01933	0	0.11987	11.4943	3.82206	0	0.03076	0	0	0.21131
Healthy	0	11.1688	19.9042	0	0	0.06307	0.07984	0	0	0	0	0	1.00618	0.9679	4.305	0.76653	0	0.35353	0.06307	0
Healthy	6.77113	0	0	0	0	0	0	0	0	0	6.77113	0	1.60351	0	0	0	0	0	0	0
Healthy	0	1.22649	0	2.2402	0.00712	0	0	0	0	0	0	0	0.50283	0	0	0.00758	0.04807	0.00864	0	0.01166
Healthy	0	0	0	0.02163	0.53809	0	0	0	0	0	0	0	0.24279	0	0	0	0	0	0	0.11865
Healthy	0	0	0	0.26419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.3852	0	0	0	0	0	0	0	0	0	9.3852	0	0	1.39538	0	0	0	0	0	0
Healthy	6.80994	0	0	5.86109	0	0	0	0	0	0	6.80994	0	0	0.57577	0	0	0	0	0	0.00225
Healthy	0	7.18488	0	0.16977	0	0	0	0	0	0	0	1.25525	37.0133	1.65923	0	0	0	0	0	0.01512
Healthy	7.6014	0	0	3.80529	0	0	0	0	0	0	7.6014	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17449	0	0	0
Healthy	4.03348	0.73869	0.11736	0	0	0	0	0	0	0	4.03348	1.78169	0	0.07695	0	0.42415	0	0.62856	0	0.06362
Healthy	0	15.149	0	0.83011	0.10567	0	0	0	0	0	0	0	1.86402	0	0	0.25363	0.41818	0.0208	0	0.02833
Healthy	33.8625	0	8.60393	0.12133	0	0	0	0	0	0	33.8625	2.45467	0	0	2.1218	0.06005	0	0	0	0.24998
Healthy	0.11546	0.03792	0.05588	0.01803	0	0.05633	0	0	0.0024	0	0.11546	0.02591	1.13574	0.04268	0.14564	0.00406	0	0.00434	0.05633	0
Healthy	0	0	0	0.03682	0	0	0	0	0	0	0	0	0	0	0.06443	0	0	0	0	0.05471
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01305	0	0	0	0	0.03036
Healthy	0	3.6904	3.17487	0.71933	0.00021	0	0	0	0	0	0	0	0.01635	0	0	0.00259	0.04482	0	0	0.09149
Healthy	0.09845	0	0	0	0.00316	0	0	0	0	0	0.09845	0	0	12.7128	0	0.00558	0	0.01043	0	0.03544
Healthy	0	0	0	0.05155	0	0	0	0	0	0	0	11.1385	1.06288	0	0.00131	0	0	0	0	0.00502
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.74134	0	0	0.01991	0	0.08199	0	0
Healthy	12.3687	0	0	0.06232	0	0	0.00279	0	0.0319	0	12.3687	0	0	0	0	0.23398	0.02375	0.12913	0	0
Healthy	0	0	0	20.2688	3.44212	0	0	0	0	0	0	4.18369	0.02594	0	0.6041	0	0.07053	0	0	0.12062
Healthy	1.88702	0	0	0	0	0	0	0	0	0	1.88702	0	9.9392	2.94073	0.32901	0	0	0	0	0
Healthy	0	0	0	15.2821	0.02406	0.01976	0	0	0	0	0	3.49739	0.25253	0.03395	0.53602	0.01427	0.01566	0.00495	0.01976	1.5232
Healthy	0	0	0	0.03885	0	0	0	0	0	0	0	0	0.57451	3.82746	0	0	0	0	0	0.00202
Healthy	0.14019	0	0	0.00224	0	0	0	0	0	0	0.14019	25.539	0.05281	4.77751	2.91	0	0.00227	0	0	0.00269
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.57483	3.46519	3.06861	0.71314	0.11832	0	0.07337	0	0
Healthy	67.7502	0	0	4.70406	0	0	0	0	0	0	67.7502	0	0.01082	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59018	0.13525	0	0	0	0	0.1365
Healthy	0.05229	8.28639	0.0741	6.22818	0	0	0	0	0	0	0.05229	0.46029	0.3764	0.95442	0.034	0.01437	0	0.01868	0	0.00356
Healthy	69.0825	0	0	0	0	0	0	0	0	0	69.0825	0	0	0	0	0.03859	0	0.22222	0	0
Healthy	0	0	0	0.33311	0.04896	0	0	0	0	0	0	36.8214	0	0	0	0	0	0	0	0.16693
Healthy	10.7169	0	0	14.5864	0	0	0	0	0	0	10.7169	0.02897	1.97731	2.25388	0	0	0.37483	0	0	0
Healthy	0	3.81675	2.32553	0.62844	0.11688	1.71201	0	0	0.03882	0.00974	0	0	0	0	0	0.03371	0	0.24196	1.71201	0
Healthy	0	0	0	0.0125	0.00175	0.05806	0.01981	0	0.00432	0	0	0.00438	3.38955	0	0	0.25372	4.2485	0.16287	0.05806	0.03028
Healthy	29.0821	0.44597	0.22045	0.89131	0	0.01863	0.03696	0.00146	0.00518	0	29.0821	0	0	0.03815	0.00143	0.00632	0.19108	0	0.01863	0.02279
Healthy	0	0	0	0.01709	0	0	0	0	0	0	0	11.5135	1.08813	0	0	0	0	0	0	0
Healthy	32.279	0	0	0	0	0	0	0	0	0	32.279	0	0	0	0	0	0	0	0	0
Healthy	34.3596	0	0	1.50545	0.82674	0	0	0.01966	0.00128	0	34.3596	0.00045	1.88353	0	0	0.01341	0.00523	0.15668	0	0
Healthy	0	0	0	20.0153	3.39034	0	0	0	0	0	0	4.12294	0.02857	0	0.59136	0	0.06948	0	0	0.11924
D014376	0.01382	31.7155	0	14.4659	0.0102	0.06111	0.00864	0.00035	0.02004	0.00183	0.01382	0	0.07604	6.87622	0.2144	0	0	0	0.06111	0.19272
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D014376	0.00028	0	0	1.64683	0.02903	0.06548	0	0	0.00022	0	0.00028	20.1526	7.63671	16.9324	4.78029	0.04671	0	0.00102	0.06548	0.49805
Healthy	0	0	0	0.1481	0	0	0	0	0.02803	0	0	0	0	0	0	0	0	0	0	0.31473
Healthy	0	6.95175	0	0	0	0	0.0164	0	0	0	0	0	0.24783	0	0	0.47377	0.3121	0.2571	0	0.00311
Healthy	2.48117	0.87128	0.32805	0	0	0	0	0	0	0	2.48117	0	0	0	0	0.07458	0	0.16526	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61247	0	0	0	0	0.42151
D014376	0.05957	0.00023	0	0.01888	0.06987	0.00193	0.02582	0	0	0	0.05957	0.00913	4.29975	0	0.00013	0	0	0	0.00193	0
Healthy	26.8237	0	0	0.09828	0	0	0	0	0	0	26.8237	0	0.18179	1.42665	0.53718	0	0	0	0	0.04404
Healthy	0	0	0	14.8688	0.03202	0.10092	0	0	0.03119	0	0	3.287	0.14925	0	1.14163	0.0503	0	0.00318	0.10092	1.61473
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.43428	5.882	0	0	0.27147	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06115	0.00853	0.03372	0	0
Healthy	0	0	0	1.08666	0.32438	0	0	0	0	0	0	43.4646	0.18923	0	0	0	0	0	0	0
Healthy	0	0	0	36.0243	0	0	0	0	0.11376	0.00765	0	0.12804	5.46446	0	0	0	0	0	0	0
Healthy	0	0	0	0.01087	0	0.62453	0	0	0.05824	0.00561	0	0	0.16311	0	0	0	0	0	0.62453	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.1276	0	0	0.15104	0	0.02041	0	0.00749
Healthy	0	0	0	0	0	0.05266	0.04791	0	0	0	0	14.9412	0	0	0	0.00668	0	0	0.05266	0
Healthy	0	0	0	0	0	0.02977	0	0	0	0	0	0	0	0	7.14911	0	0	0	0.02977	0.22653
Healthy	0	0	0	0.31831	0.71785	0.06243	0.00111	0.06203	0	0	0	0	10.4438	0	0	2.05174	0	0.05071	0.06243	0.20202
Healthy	0	0	0	0.08662	0	0.20836	0	0.00604	0	0	0	0	1.27208	0.6194	0	0	0	0.05272	0.20836	0
Healthy	0.10403	0	0	0.01385	0.08884	0.08249	0.00043	0	0	0.00368	0.10403	0	0.68544	3.16324	0	0.63207	0.04949	0.23818	0.08249	0
Healthy	0	0	0	0.22738	0	0.00669	0	0	0	0	0	0	0.31016	0	0	0.03284	0.0457	0.00733	0.00669	0
Healthy	1.06198	0	0	0.05094	0.10143	0	0	0	0	0	1.06198	0	0	0	0	3.77127	0.26376	0.02551	0	0
Healthy	0	0	0	0.08454	0	0	0	0	0	0	0	0	0.09512	0	0	0	0	0	0	0.01157
Healthy	0	0	0	0	0	0.01512	0	0	0	0	0	0	0	0	7.38641	0	0	0	0.01512	0.16362
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.23573	7.55549	3.76639	0	0	0	0	0.03627
Healthy	0.03974	8.388	0.00996	0.49409	0.00669	0.02856	0.12273	0.01399	0.00081	0.00358	0.03974	0.00128	8.11339	0.29941	0.32938	2.89898	0.36748	0.99073	0.02856	0
Healthy	0	0	0	7.10518	0.81659	0	0	0	0	0	0	0.00192	0	0.02576	0	0	0	0	0	0
Healthy	0.01945	0.00135	0	7.87846	0.11467	0	0	0	0	0	0.01945	0	0	0.00849	0.40801	0	0.02704	0	0	0
Healthy	0	0	0	0.0312	0.00913	0	0	0	0	0	0	0	0	22.1475	0	0.05247	0	0	0	0.21175
Healthy	0	0	0	1.42355	0.34972	0	0	0	0	0	0	44.2285	0.19038	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.5155	3.01575	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.01996	0	0	0	0	0	0	0	0	3.04538	0	0.32723	0.17064	0.62365	0	0.03296
D014376	0.10853	0.0214	0.03443	2.86089	0.04171	0.20173	0.01716	0	0	0	0.10853	0	4.14588	0.00557	0	0	0	0	0.20173	0.00941
Healthy	0	10.7426	0.08745	0	0	0	0	0	0	0	0	0.90046	0.17147	0	0	0.23122	0	0	0	0
Healthy	0.05205	21.9255	0	2.02486	0	0	0	0	0	0	0.05205	1.50892	0	0	0.11622	0	0	0	0	0
Healthy	0	0	0	0	0.02091	0	0	0	0	0	0	0	1.45738	0	0	0.00443	0	0.00997	0	0.04801
Healthy	0	0	0	0.09578	0.00731	0.0189	0	0	0	0	0	0	3.45911	0	0	0.15749	0.3475	0.08913	0.0189	0.11328
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	33.5279	0	0	0	0	0	0	0	0	0	33.5279	0	0	0	0	0	0.1303	0	0	0
Healthy	1.62976	7.06295	0	0.0023	0.00579	0.01322	0	0.0036	0	0	1.62976	0.63683	0.01569	0.90935	0.06685	0.09763	0.06409	0.23261	0.01322	0.07328
Healthy	0	0	0	0.12705	0.00705	0.07172	0.01646	0.00247	0.02054	0	0	0	0	0	0.88417	0.144	0.07096	0.09783	0.07172	0.00263
Healthy	29.9477	0	15.4546	0.01534	0.01409	0	0	0	0	0	29.9477	0.86672	0	0	0	0	0	0	0	0.00604
Healthy	0	0	0	0.11158	0.1963	0.03928	0.01592	0	0	0	0	0	0.29078	0	0	0	0.02336	0.01439	0.03928	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.07278	1.62929	0.30288	0	0	0	0	0	0.01783
Healthy	0	2.69589	0	0	0	0.37203	0.06221	0	0	0	0	0	0.01434	1.47229	0.02519	0.06251	0.14147	0.14622	0.37203	0
Healthy	0	0	15.7803	0.06915	0.08081	0	0	0	0	0	0	0	0.05594	0	0	0	0	0	0	0.00712
Healthy	0	0	0	4.52288	0.28563	0.05438	0.01322	0.00685	0.02022	0.00528	0	0.0183	3.63058	1.46737	0.16379	0.08563	0.3246	0.00756	0.05438	0
Healthy	0	0	0	0.11908	0	0	0	0	0	0	0	1.97581	0.9198	0.35737	0	0	0	0	0	0.02393
Healthy	0	0	0	0	0.70298	0	0	0	0	0	0	0	0	0	0	0.35382	0	0.0191	0	0.04424
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62684	0	1.09735	0	0	0.03886
Healthy	0	0	0	0	0.14987	0	0	0	0	0	0	0	0.12585	4.15564	0	0.05178	0.0604	0.07362	0	0
Healthy	27.0284	0	0	0.03415	0	0	0	0	0	0	27.0284	0	0.10089	1.39762	0.48867	0	0	0	0	0.07528
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08983	0	0	0	0	0.06469
Healthy	29.5591	0	0	0	0	0	0	0	0	0	29.5591	2.34111	0	0	0	0.14382	0	0.24102	0	0
Healthy	0	0	0	0.73345	0.02596	0.02515	0.0187	0.00299	0	0.01838	0	0	2.75996	0	0	2.23701	0.24465	0.00588	0.02515	0.03584
Healthy	0	0	0	0	1.71147	0	0	0	0	0	0	0	0.41078	0	0	0	0	0	0	0.13706
Healthy	11.6808	0	0.84987	0	0	0.0372	0.01315	0	0	0	11.6808	0.04455	0	0	0.17873	0.08108	0.26053	0.08577	0.0372	0
Healthy	0	0.1764	0	0	12.1577	0	0	0	0	0	0	1.32786	0	1.69584	0	0	0.09806	0	0	0
Healthy	0	0	0	0	0	0.19503	0.08283	0	0	0	0	0	0	0	0.83411	0.15327	0.03879	0.01606	0.19503	0.00395
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	10.0931	0	0	0	0	0	0	0	0	0	10.0931	0	0	0	0	0	0	0	0	0.21817
Healthy	6.9679	0	0	0	0	0	0	0	0	0	6.9679	0	0	0	0	0.24871	0	0.51449	0	0
Healthy	0	0	0	0	0.0027	0.00392	0	0.00263	0	0.00209	0	0	0.07072	0.61747	0	0.92552	0.25445	0.1187	0.00392	0
Healthy	0	0	0	2.17703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27962
Healthy	0	0	0	0.20562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.156	0	0	0	0	0	0	0	0	1.61446	0	0	0	0	0	0	0.14888
Healthy	0	0	0	0.19592	0	0	0	0	0	0	0	0.01479	0.03065	0	0	0	0	0	0	0.22545
Healthy	0	0	0	1.9803	0.36403	1.41419	0.08835	0.08936	0.01732	0.05657	0	0	0.69867	0	0	0.13152	0.08585	0.37774	1.41419	0
Healthy	0	0	0	0.8409	0	0.03237	0	0	0	0	0	0	0.33965	5.2654	0	0	0	0	0.03237	0.02357
Healthy	0	0	11.6516	0	0.00056	0	0.01662	0	0	0	0	0	1.98315	0	0	0.00522	0	0.03568	0	0
Healthy	0	0	0	0	0.04304	0	0	0	0	0	0	0	0.13775	5.58499	0.08089	0	0	0	0	0
D014376	0.00191	0	0	0.04974	0.34072	0	0	0.0099	0	0.02111	0.00191	0	0.30397	0	0	0.00883	0.00159	0	0	0.37316
Healthy	17.2465	0	0.48127	0.0166	0.06195	0	0	0	0	0	17.2465	1.38188	0.25559	1.91978	0	0.10342	0	0.00573	0	0
Healthy	0	0	0	0.14608	0.17592	0.01343	0.01207	0	0	0	0	0	1.48625	0	0	0.07267	0	0.00695	0.01343	0
Healthy	83.3367	8.69814	0	0	0	0	0	0	0	0	83.3367	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.07774	0	0	0	0	0	0	0	0.18682	5.68754	0.08514	0	0	0	0	0
Healthy	0	0	0	1.46894	0	0	0	0	0	0	0	0	12.3107	0.81029	0	0.22851	0	0.23628	0	0
Healthy	0	0	0	8.92773	0.0029	0.01121	0	0	0	0	0	17.7932	0.47934	0	0	0	0.02929	0	0.01121	0.04227
Healthy	0.17636	21.0703	0	2.36936	0	0	0	0	0	0	0.17636	1.28711	0	0	0.06187	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.14138	0	0	0	0	0	0	0
Healthy	25.1707	0	0	0	0	0	0	0	0	0	25.1707	0	0	0	0	0	0	0	0	0
Healthy	0.09597	0	0	0.88981	0	0	0	0	0	0	0.09597	0.28368	0	1.12551	0	0.01729	0.77774	0.00319	0	0.16422
Healthy	0	0	0	0.01881	0	0	0	0	0	0	0	0	0.16327	0	0	0	0	0	0	0.01364
Healthy	0	0	0	2.8324	0.01341	0	0	0	0	0	0	13.1298	0	0	0	0	0	0	0	0.07304
Healthy	0	0	0	0.15672	0	0	0	0	0.01863	0	0	0	0	0	0	0	0	0	0	0.28218
Healthy	37.3588	0	0	0	0	0	0	0	0	0	37.3588	0	0	2.01877	0	0	0	0	0	0
Healthy	15.0765	0	0	0	0	0.0077	0.0004	0.01384	0	0	15.0765	0	0.01289	0	0	0.01543	0	0.02506	0.0077	0.00858
Healthy	0	0	0	0.48329	1.50839	0	0.10907	0	0	0	0	0	0.70687	0	0	0.05012	0	0	0	0
Healthy	11.1618	1.22659	0	0	0.28696	0	0	0	0	0.00053	11.1618	0	1.17961	0	0	0.01892	0.84831	0.08919	0	0.05381
Healthy	0	0	0	0.55057	0	0.07794	0	0	0	0	0	0	1.1593	0.7083	0	0	0	0	0.07794	0.04039
Healthy	0	0.01577	0.02729	20.3087	0.11689	0.10277	0	0.0527	0	0	0	4.8698	0.67338	0	0	0.06673	0.08155	0.14749	0.10277	0
Healthy	11.0211	0	0	13.8295	0.00777	0.01544	0	0.00252	0.00297	0	11.0211	0.23142	1.14262	3.12489	0.01636	0.01371	1.22216	0.01352	0.01544	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.09656	0	0	0	0	0	0	0	0	0	0	33.6692	0.32704	0	0.37877	0	0	0	0
Healthy	0	0	16.0649	0.10908	0.07228	0	0	0	0	0	0	0	0.04979	0	0	0	0	0	0	0.00437
Healthy	0	0	24.9027	0	0	0	0	0	0	0	0	0	0	0	3.37196	0	0	0	0	0.01483
Healthy	0.04463	21.5469	0	1.9833	0	0	0	0	0	0	0.04463	1.50262	0	0	0.11174	0	0	0	0	0
Healthy	0	0	0	0.14376	0.02343	0.21678	0.01705	0	0	0	0	7.13595	0	19.0987	9.80736	0.21495	0.00482	0.14576	0.21678	0.15579
Healthy	0	0	24.0038	0	0	0	0	0	0	0	0	0	0	0	2.70426	0	0	0	0	0
Healthy	0.02037	2.06915	0	0.05114	0.00472	0.00951	0.03006	0.01684	0.00407	0	0.02037	0	0.21727	0	0.47073	0.08358	0	0.47722	0.00951	0.0016
Healthy	0	0	0	0.98729	0.2934	0	0	0	0	0	0	42.4014	0.18963	0	0	0	0	0	0	0
Healthy	34.4071	0.51693	0	0	0	0	0	0	0	0	34.4071	0	0	0	0	0.14942	0.00215	0.04397	0	0.06823
Healthy	0	0	23.0944	0	0	0	0	0	0	0	0	0	0	0	3.34378	0	0	0	0	0.02056
Healthy	6.42291	0	0	0	0	0	0	0	0	0	6.42291	0	0	0	0	0	0	0	0	0
Healthy	0.06925	0.04391	0.02192	0.237	0.1596	0.00096	0	0	0	0	0.06925	0.00301	0.59199	1.84135	0	0.17723	0.08091	0.00753	0.00096	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	7.37715	0	0	0.10297	0	0	0	0
Healthy	0	0	0	0	0.0105	0	0	0	0	0	0	0	1.02043	0	0	0	0	0	0	0.31683
Healthy	0	0	0	0.13507	0	0	0	0	0	0	0	0	0.09243	0	0	0	0	0.01116	0	0.01076
Healthy	0.01055	0	0	2.40992	0.01786	0.22128	0.00794	0	0.08706	0.08744	0.01055	0	75.1806	0	0	0	0	0	0.22128	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03578	0	0	0	0	0.40728
Healthy	0	0	0	0	1.03347	0.00752	0	0.00809	0.00035	0	0	0	0.04632	0	0	1.57374	0	0.02306	0.00752	0
Healthy	0	0	2.24177	0	0	0	0	0	0	0	0	0	1.05922	0.80633	0.15855	0.06097	0.76581	0.09439	0	0
Healthy	9.16728	0	0	0	0	0	0	0	0	0	9.16728	0	0	1.41684	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.21147	7.72093	3.65715	0	0	0	0	0.03323
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.73448	0	0	4.53592	0.01754	0	0	0	0.01459
Healthy	0	0	0	0	0.01786	0.01429	0	0.00088	0.00155	0.00095	0	0	0	0	0	0.05173	0	0	0.01429	0.13452
Healthy	0	0	0	0	0	0.045	0	0	0	0	0	0	0	0	6.8421	0	0	0	0.045	0.1875
Healthy	0	0	0	1.78426	0	0	0	0	0	0	0	1.08056	0.46471	0	0	0	0	0	0	0
D014376	0.00289	0	0	14.8689	32.4862	0.16699	0.03913	0.01854	0.00252	0.00081	0.00289	0	0	0	0	0	0	0	0.16699	0.13122
Healthy	0.74946	0	0	1.90617	0.01764	0.03804	0	0.0262	0	0.0124	0.74946	0	0.49938	0	0	0.07052	0.23675	0.16493	0.03804	0
Healthy	0	0	0	0.97562	0.29046	0	0	0	0	0	0	43.6838	0.18369	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4085
Healthy	28.0459	0	0	0	0	0	0	0	0	0	28.0459	0	0	1.71145	0.35975	0	0	0	0	0
Healthy	0	0	0	0	0	0.00312	0	0	0	0	0	0	0	0	1.28752	0	0	0	0.00312	0.16613
Healthy	0	0	0	27.3174	0	0.03616	0	0	0.00088	0.0057	0	0	18.6489	0	0	0	0	0	0.03616	0
Healthy	0	1.34286	0	4.93118	0	0	0	0	0	0	0	0.03386	0	0	0	0.02857	0	0.21764	0	0.02151
Healthy	0	15.2371	0	0	0	0	0	0	0	0	0	0	0.24127	0	0	0.06567	0.16829	0.01741	0	0.04815
D014376	0.00923	24.3923	23.3085	6.74428	0	0	0	0.02745	0	0.00265	0.00923	0.67057	1.56729	0.00077	1.94983	0	0.00323	0	0	0.39795
Healthy	0.16102	4.61996	0	0	0	0	0	0	0	0	0.16102	0.6199	0.1483	2.00614	0	0.13755	0	0.12652	0	0
Healthy	0	0	0	0.08148	0	0	0	0	0	0	0	11.2321	1.0579	0	0	0	0	0	0	0
Healthy	49.0727	0.96252	0	0	0	0	0	0	0	0	49.0727	0	0	0.16097	0.16969	0	0	0	0	0
Healthy	0.45319	0	0	0	0.23312	0	0	0	0	0	0.45319	0	0.38452	0	0	0	0	0	0	0
Healthy	0	0	0	0.03568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00353	0.20692	0	0	0	0	0	0	0	1.94954	1.39993	0.41499	0	0	0	0	0	0.02441
Healthy	0	0	0	0.03995	0.55234	0	0	0	0	0	0	0	0.29662	0	0	0	0	0	0	0.13432
Healthy	28.0011	0	0	0	0	0	0	0	0	0	28.0011	0	0	1.66519	0.38203	0	0	0	0	0
Healthy	18.4306	0.85326	0.16943	0	0	0.43135	0	0.09514	0	0	18.4306	0.09292	0.01755	0	0.11295	0.06551	0	0.0622	0.43135	0
Healthy	39.6664	0.49304	0	0	0	0	0	0	0	0	39.6664	0	0	0	0	0.08305	0	0.0599	0	0
Healthy	0	22.795	16.8122	0	0	0.06663	0.10533	0	0	0	0	0	0.13148	0	0	0.02772	0.20602	0	0.06663	0
Healthy	12.7801	0	0	0.10641	0	0	0	0	0	0	12.7801	0	0.18636	2.88446	0.02415	0.1551	0	0.1649	0	0
Healthy	0	0	15.2726	0.13569	0.08354	0.00524	0	0	0	0	0	0	0.03944	0	0	0	0	0	0.00524	0.0015
Healthy	6.79413	0	0	0.08551	0	0.04849	0	0.21126	0	0	6.79413	0	0.9921	0	0	0.07966	0.43149	0.31312	0.04849	0
Healthy	0	0	0	0	0.03625	0	0	0	0	0	0	0	0.1632	5.77201	0.10501	0	0	0	0	0
