group	Enterobacterales	Lactobacillales	Veillonellales	Pseudomonadales		Enterobacterales	Verrucomicrobiales	Lactobacillales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	1.08669	4.14024	0.69342	0		1.08669	0	4.14024	1.93133	0	0.00646	1.17818	0	0	0
Healthy	19.9867	0.19648	0	0.05427		19.9867	0	0.19648	0.36994	0	0	1.58019	0	0.05427	0
Healthy	7.4202	8.32808	0.35414	0.05416		7.4202	0.83659	8.32808	0.0198	0	2.28881	0.83439	0	0.05416	1.03075
Healthy	0.76985	0	11.29947	0		0.76985	0	0	0	0	0	0	0	0	0
Healthy	0	26.10425	2.89174	0		0	0	26.10425	0	0	0	0	0	0	0
Healthy	10.125	0.01016	2.45922	0		10.125	43.6073	0.01016	0.3202	0	0.14992	1.39306	0	0	0
Healthy	0.0121	0.25173	0	0		0.0121	0	0.25173	0.16599	0	0.17744	0.0657	3.99758	0	0.03973
Healthy	0	0.01018	10.968	0		0	0	0.01018	2.06661	0	0	0.24849	0	0	0
Healthy	0.02754	0	3.18142	0		0.02754	0	0	0.19159	0	0	0	0	0	0
Healthy	0.04931	0.01296	0.45067	0		0.04931	0.59466	0.01296	0.01458	0	0	0.33354	0	0	0
Healthy	0.03761	0	0.18515	0		0.03761	0.88323	0	0.00203	0	0	0.20672	0	0	0
Healthy	1.09099	1.70269	0	0		1.09099	0.97528	1.70269	0.12172	0	0.00478	1.21287	0	0	1.11945
Healthy	0.09538	1.57363	4.94543	0		0.09538	0.39679	1.57363	1.86301	0	0.05989	0.24212	0	0	0
Healthy	3.78983	0	0	0		3.78983	0	0	0.27995	0	0	0.01379	0	0	0
Healthy	0.04209	0	0	0		0.04209	16.5921	0	0.05661	0	0	0.14019	0	0	0
Healthy	0.00667	0	0.00507	0		0.00667	0	0	4.17376	0	0	0.03519	0	0	0
Healthy	0.36322	0.21881	3.35914	0		0.36322	0	0.21881	0.15078	0	0.02812	0.1371	0	0	0
Healthy	0.15122	0.42134	9.41435	0		0.15122	0.10905	0.42134	1.0763	0	1.51881	1.03597	0	0	0
Healthy	0.09009	0.00728	5.19135	0		0.09009	0	0.00728	0	0	0.00894	0.04397	0	0	0
Healthy	1.53301	0.11367	0	0		1.53301	0	0.11367	0.10557	0	0.04149	0	0	0	0
Healthy	0.54592	0.2947	0	0		0.54592	2.06924	0.2947	0	1.08675	0	0	0	0	0
Healthy	0.12584	0.0189	0.00541	0		0.12584	0.056	0.0189	0.02318	0	0.92008	0.2574	1.41985	0	0
Healthy	0	0	6.48153	0		0	0	0	0.1775	0	0.268	0	0	0	0
Healthy	0.75869	1.69265	0	0.38433		0.75869	0.06807	1.69265	0.10903	0	0	0.00869	0.02223	0.38433	0.05397
Healthy	0.01907	0.03075	3.45205	0		0.01907	8.75589	0.03075	0.29865	0	0.0344	0.01511	0	0	0
Healthy	0.02321	0	1.30264	0		0.02321	0	0	0	0	0.29861	0.02645	0	0	0
Healthy	0.48452	0.01196	0.01564	0		0.48452	7.05557	0.01196	0.61386	2.25756	0	0	1.1082	0	0
Healthy	0.06028	0.00805	0.79903	0		0.06028	0	0.00805	0.06137	0	0.28763	0.1709	0	0	0.14442
Healthy	0.0801	1.05837	0.13449	0.00133		0.0801	0	1.05837	4.16061	0	0.00944	0.95863	0	0.00133	0.1405
Healthy	0.01108	0	0.00037	0		0.01108	1.79223	0	0.68399	0	1.03404	0.23047	0	0	0
Healthy	0	0	3.25777	0		0	6.14789	0	0	0	0	0	0	0	0
Healthy	0	1.0904	0.12907	0		0	0	1.0904	0	0	0	0	0	0	0.20503
Healthy	0.29956	0.31798	0.67285	0.0115		0.29956	0	0.31798	0.66943	0	0.05228	0.32331	0	0.0115	0.03962
Healthy	0.75786	0	0	0		0.75786	0.36559	0	0	3.01271	6.5309	0	0	0	0.63571
Healthy	0	0	1.37444	0		0	0	0	0	0	0.27761	0.0358	0	0	0
Healthy	22.18081	1.2022	0.73938	0.00184		22.18081	2.50516	1.2022	0.29426	0	1.97673	0.24665	0	0.00184	0.03609
Healthy	3.18917	30.42893	0	0		3.18917	0	30.42893	0	0	0	0	0	0	0.33598
Healthy	0	0	2.74127	0		0	0	0	0	0	0	0.82508	0	0	0
Healthy	0.10041	0.06107	0	0		0.10041	0	0.06107	5.11519	0	0.02544	0.1212	0	0	0
Healthy	1.5878	0.26183	6.75422	0		1.5878	1.10551	0.26183	0	0	0.34724	3.28633	0	0	0.31518
Healthy	0.17777	0.3098	6.0531	0		0.17777	0	0.3098	2.74871	0.15552	0.03468	0.13775	1.34773	0	0.02589
Healthy	0.31627	0.29319	8.16815	0		0.31627	0	0.29319	0.20062	0	0.11697	0.04301	0	0	0
Healthy	0.14181	0.17301	0.01432	0.01096		0.14181	0	0.17301	0.26726	0	0.10696	0.03607	4.72287	0.01096	0
Healthy	0.00296	0.18547	0	0		0.00296	0	0.18547	0	0	0.50535	0.02591	0	0	0
Healthy	0.01006	1.57639	0	0		0.01006	3.33021	1.57639	1.07478	0.00862	0.7768	0.17382	0	0	0.16522
Healthy	0	0	8.53501	0		0	0	0	0	0	0	0	0	0	0
Healthy	4.36693	0.01707	0	0		4.36693	0.54846	0.01707	0	0	0	0	0	0	0
Healthy	2.39681	0	0	0		2.39681	0	0	0.34776	0	0	0	0	0	0
Healthy	1.00535	0	11.54936	0		1.00535	0	0	0	0	0	0	0	0	0
Healthy	1.29894	5.65194	0	0		1.29894	0	5.65194	0.13267	0	0.71584	0	0	0	0
Healthy	11.8998	0.19721	8.80238	0		11.8998	0	0.19721	0.15783	0	0	0.14533	0	0	0
Healthy	0	0.0103	0	0		0	2.1929	0.0103	0.21671	9.50394	0	0.30832	0.11234	0	0
Healthy	10.014	0.00193	2.57063	0		10.014	43.9338	0.00193	0.24068	0	0.17354	1.55862	0	0	0
Healthy	9.5299	9.4777	0.04796	0.73774		9.5299	0	9.4777	0	3.57724	3.2326	8.28998	0	0.73774	0
Healthy	0.2036	0.21093	0.01659	0.05372		0.2036	2.10778	0.21093	0.08205	0	0.02231	0.09938	0	0.05372	0.18738
Healthy	2.91034	0.23444	4.99869	0		2.91034	0	0.23444	1.20495	0	0	0	0	0	0
Healthy	0.02984	0	0.01559	0		0.02984	0	0	4.329	0	0	0.05752	0	0	0
Healthy	0	0.34528	15.9651	0		0	10.7516	0.34528	0	0	0	0.05698	0	0	0
Healthy	0.03588	0	0.2159	0		0.03588	0	0	0.00552	0	0	0	0	0	0
Healthy	4.13304	0	0	0		4.13304	0.5846	0	0	0	0	0	0	0	0
Healthy	0	0.00288	0	0		0	0.53104	0.00288	0.01735	0.02146	0	0.42338	0	0	0
Healthy	0.1421	0	4.05717	0		0.1421	0	0	0.23636	0	0.02861	0	0	0	0
Healthy	0	0	26.68055	0		0	0	0	0.08527	0	0.05895	0.73942	1.57656	0	0.15516
Healthy	1.86419	0.71116	0	77.7156		1.86419	0	0.71116	0	0	0	0	0	77.7156	0
Healthy	0	0	0	0		0	0	0	0.30118	0	0	0	0	0	0
Healthy	0	0	4.45934	0		0	29.7937	0	0.26164	0	0.09676	0	0	0	0
Healthy	0	1.4605	0	0		0	6.07064	1.4605	0.11919	6.89201	0	2.48457	0.00966	0	0.00649
Healthy	0	0	6.12746	0		0	0	0	0.24045	0	0.2803	0	0	0	0
Healthy	1.84917	9.32115	0.00304	0		1.84917	0.98327	9.32115	0.02352	0.05766	5.43584	2.05874	2.32279	0	0
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	1.57368	0.23423	0.65846	0		1.57368	0.01772	0.23423	1.29475	0	0.00649	0.24301	2.67787	0	0.01909
Healthy	0.23566	0.1242	0.07043	2.35765		0.23566	1.45081	0.1242	0.00722	0	0.00291	0	0.06406	2.35765	0.05917
Healthy	2.26157	0.44134	0.05479	0.00957		2.26157	0.74671	0.44134	5.87215	0	0.02612	0.00195	0.85476	0.00957	0
Healthy	1.63806	0.03109	2.05788	0		1.63806	0	0.03109	0.02424	0	0.30242	0.02057	0	0	0.55938
Healthy	0.08197	0.0183	0.37364	0		0.08197	0	0.0183	1.39296	0.21375	0	0.2526	0	0	0
Healthy	77.2984	2.62122	0.70908	0.09237		77.2984	0	2.62122	0	0	0.00061	0.15091	0	0.09237	0
Healthy	0	0	0	0		0	0.1712	0	0	17.665	2.74118	0	0	0	0
Healthy	0.18071	1.75565	0.14382	0		0.18071	0	1.75565	0	0	2.53339	0.11936	2.37654	0	0
Healthy	0.00945	0	0.1588	0		0.00945	6.18736	0	2.03547	0	0.00747	1.34424	0	0	0.08164
Healthy	0.58478	0.09687	0.14006	0		0.58478	0	0.09687	0.25185	0	0	0.06541	0	0	0
Healthy	0.10564	0.02305	0	0		0.10564	0	0.02305	0.00397	0	0	0.02777	0	0	0.081
Healthy	0.05765	0	6.13742	0		0.05765	0	0	0.1336	0	0.02327	0	0	0	0
Healthy	9.92646	1.40283	0	0.33189		9.92646	0	1.40283	0.15393	0	0	0.00056	0	0.33189	0.00032
Healthy	0.1135	0.70598	0.24884	0		0.1135	0	0.70598	0.42497	0	0.29385	0.07553	0	0	0.2242
Healthy	0.86819	0	0.61306	0		0.86819	0	0	0.03817	0	0.38366	0.03504	0	0	0.0456
Healthy	0	1.01297	0.12248	0		0	0	1.01297	0	0	0	0	0	0	0.25889
Healthy	0	0.17742	0	0		0	0	0.17742	3.16701	0	0	0.66904	0	0	0
Healthy	1.3884	2.7439	13.5926	0.49486		1.3884	0	2.7439	0	0	0.3619	8.43543	0	0.49486	0
Healthy	0.20335	0.27861	3.49624	0		0.20335	2.45662	0.27861	0.11625	1.33638	0.74657	0.02349	0.28523	0	0.02029
Healthy	0.45542	0.37362	0.03572	0.0053		0.45542	0.55249	0.37362	0.93434	0	0.11645	0.04849	0	0.0053	0.01837
Healthy	0	0.00399	0	0		0	0.01061	0.00399	0.01494	0	0.05151	0.2844	0	0	0
Healthy	1.00028	0	9.1095	0		1.00028	7.07393	0	0.30854	0	0.33887	0.69806	0	0	0
Healthy	0	8.57927	0	0		0	0	8.57927	0.05722	0.29786	0.6313	3.6383	3.25716	0	0
Healthy	0.01139	0	0	0		0.01139	1.17807	0	6.39631	0.6609	0	0	1.39311	0	0
Healthy	0.01982	0	5.91116	0		0.01982	0	0	0.14096	0	0.03409	0.00671	0	0	0
Healthy	0	0	6.11356	0		0	0	0	0.11941	0	0.29545	0	0	0	0
Healthy	0	0	6.04242	0		0	0	0	0.61452	0	1.14516	0	0	0	0
Healthy	7.55457	0.09589	4.68887	0.1399		7.55457	0	0.09589	0.00509	0	1.34069	0	0	0.1399	0
Healthy	10.54654	0.1932	0.02088	0.04349		10.54654	1.16882	0.1932	2.13392	0	0.02936	2.09797	0	0.04349	0.06063
Healthy	0.92074	0	0	0		0.92074	0	0	1.42709	0	0.18937	0.65911	0	0	0.03406
Healthy	0.221	0.01269	9.31112	0		0.221	0	0.01269	0.03153	0	0.09325	0.21169	0	0	0
Healthy	0.04127	0	1.76006	0		0.04127	0.3822	0	0.36943	0	0.00428	0.0005	0	0	0
Healthy	0.02829	0	0	0		0.02829	0	0	0.04098	0.03448	0	0	0	0	0
Healthy	0.91502	0	11.10511	0		0.91502	0	0	0	0	0	0	0	0	0
Healthy	0.09197	0.05492	0.00272	0		0.09197	0	0.05492	5.3442	0	0.01484	0.14617	0	0	0
Healthy	1.48694	0.07424	0	0		1.48694	0	0.07424	0.13223	0	0.01711	0	0	0	0
Healthy	0.01115	0.1097	0.04549	0		0.01115	0.18982	0.1097	2.20383	0.00211	0.17118	0.05205	0	0	0.01953
Healthy	0	2.05809	0	0		0	14.1787	2.05809	0	0.16863	0	1.56759	0	0	0
Healthy	0	2.13829	0	0		0	0.88722	2.13829	0.0246	1.39634	1.40381	2.29713	0	0	0
Healthy	0.31808	0.04118	15.2035	0		0.31808	2.78702	0.04118	0.41934	0	0.01402	0.07535	0	0	0.01496
Healthy	5.96187	0.2262	0	1.87907		5.96187	0.09708	0.2262	0.11315	0	0.01084	0.0526	0	1.87907	0
Healthy	13.17469	4.14504	0	0		13.17469	3.40381	4.14504	0.00206	0	1.27661	0.46936	2.55659	0	1.1828
Healthy	0	0.16711	0	0		0	0.74691	0.16711	0	0.0917	1.77936	0	1.0336	0	0
Healthy	0	0	0	0		0	1.39047	0	2.00692	0.4225	1.16405	0.35193	0	0	0
Healthy	0.11192	0.40722	0	0		0.11192	0	0.40722	0.62357	0	0.0236	0.21498	0	0	0
Healthy	0	0.00541	0.01319	0		0	0.62769	0.00541	0.03262	0	0	0.30201	0	0	0
Healthy	0	3.03464	3.21651	0		0	0	3.03464	0	0	0	1.00147	0	0	0
Healthy	1.15375	0	11.65988	0		1.15375	0	0	0	0	0	0	0	0	0
Healthy	0.42786	0.24503	3.62148	0		0.42786	0	0.24503	0.09614	0	0.02447	0.12811	0	0	0
Healthy	1.70243	1.1701	0.05235	0.00221		1.70243	0	1.1701	0.42103	0	1.02876	0.08686	0	0.00221	5.9266
Healthy	0.38936	0.09968	3.09071	0		0.38936	0.15443	0.09968	0.04306	0	0.55308	0.76581	0.09824	0	0
Healthy	0.80866	0	0	0		0.80866	1.23786	0	1.84863	0.45781	0	1.1403	0	0	0
Healthy	0	0.18131	3.74702	0		0	0	0.18131	1.47353	0	0	1.33183	0	0	0.00231
Healthy	0.04569	0.04032	0	0		0.04569	0	0.04032	5.88561	0	0	0.58729	0	0	0
Healthy	3.07745	0.08284	0	0		3.07745	0	0.08284	0.10274	0	0.02398	0	0	0	0
Healthy	0.29525	1.61373	4.34749	2.54566		0.29525	1.00434	1.61373	0	2.15523	1.90826	0.62139	0.66471	2.54566	0.4346
Healthy	2.07969	0	0	0		2.07969	0	0	0.37989	0	0	0	0	0	0
Healthy	2.75306	1.40402	2.36428	0		2.75306	0	1.40402	0	0	0	0.57896	0	0	0
Healthy	0.09449	0	2.17607	0		0.09449	0.22312	0	0.07436	0.84261	0	0	0	0	0.77823
Healthy	0	0	0	0		0	0	0	1.16749	0	0.07539	0.1063	0	0	0
Healthy	1.399	0	0	0		1.399	0	0	0	0	0	0	0	0	0
Healthy	0.24804	0	0.00896	0		0.24804	0	0	0.01735	0	0.17183	0.24786	1.24016	0	0
Healthy	2.07421	0.03603	2.00579	0.06487		2.07421	0.89717	0.03603	0.0221	0.14616	0.10226	1.1532	0	0.06487	0.0007
Healthy	0.09706	0	0	0		0.09706	0.03022	0	0.08897	0	0	0	0.16495	0	0
Healthy	0	0	5.36896	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.43477	7.52594	0		0	0.08994	0.43477	0.00845	0	0.00516	0.08061	0	0	0
Healthy	2.30231	2.50306	0	8.42604		2.30231	0.53602	2.50306	0	0	0.00038	0.28128	0	8.42604	0.02016
Healthy	0.85456	0	1.36615	0		0.85456	0	0	0.0026	0	0.42747	0.14301	0	0	0.42088
Healthy	0	0	0	0		0	0	0	0	0	0.52152	0	0	0	0
Healthy	0	0.77597	0.41556	0		0	0	0.77597	0.06878	0	0.68762	0	0.22735	0	0.05872
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.5421	0.08386	3.08492	0		0.5421	0.14175	0.08386	0.02185	0	0.55441	0.76734	0.06436	0	0
Healthy	0.03561	0	0	0		0.03561	0	0	5.21258	0	0	1.0065	0	0	0
Healthy	19.4089	0.22417	0	0.81899		19.4089	2.17357	0.22417	0	0.19313	1.93521	0.37033	1.68488	0.81899	0
Healthy	0	0.10111	0	0		0	0.00195	0.10111	0	0	0.51899	0.11976	5.18	0	0
Healthy	0	0	6.2613	0		0	0	0	0.15717	0	0.28005	0	0	0	0
Healthy	0.64238	0.65049	0.24336	0.00961		0.64238	0	0.65049	0	0	0.17638	0.07659	0	0.00961	0.10377
Healthy	0.39583	0.2874	0.01053	0.16248		0.39583	2.21179	0.2874	0.53882	0	0.06866	0.11511	0.00354	0.16248	0.07969
Healthy	0	0	3.90595	0		0	0	0	0.25355	0.2591	0	0	0	0	0
Healthy	0.03	0.26246	0	0		0.03	0.58929	0.26246	0.23757	0.55965	6.09462	0.06671	3.13391	0	0
Healthy	0	0.08932	0	0		0	0	0.08932	3.24403	0.01877	0.18301	0.57128	0	0	0
Healthy	0.47582	0.03414	0	0		0.47582	0	0.03414	0.19732	0	0	1.23412	0	0	0
Healthy	4.53415	0	0	0		4.53415	0.51403	0	0	0	0	0	0	0	0
Healthy	0	0	0	0		0	0	0	4.74194	0	0	1.68149	0	0	0
Healthy	2.7571	0.20951	4.7958	0		2.7571	0	0.20951	1.10957	0	0	0	0	0	0
Healthy	0.12373	0	0	0		0.12373	10.9796	0	1.04682	0	0	0.4575	10.5536	0	0
Healthy	0	0.42642	0	0		0	0.41073	0.42642	0.12538	35.1411	0	1.36934	0.21907	0	0
Healthy	1.53536	0.06726	0	0		1.53536	0	0.06726	0.11023	0	0.03171	0	0	0	0
Healthy	0.20751	0.27211	0	0		0.20751	0	0.27211	0.00381	0.20364	0.00479	1.79548	0	0	0
Healthy	2.01148	2.64924	0.04534	0.51495		2.01148	0	2.64924	0.02597	0.77591	0.00183	0.63577	1.09308	0.51495	0.41982
Healthy	0	0.00069	7.59543	0		0	0.04302	0.00069	0.03603	0	0.30169	0.00074	0	0	0.00031
Healthy	0.45777	0	0	0		0.45777	0	0	0.03172	0	0	0.20099	0	0	0
Healthy	5.44491	0	8.60092	0		5.44491	0.58013	0	1.42702	0	0	0	0	0	0
Healthy	1.8414	0.55472	1.57209	0		1.8414	0	0.55472	0.03924	0	0.52873	0.15105	0	0	0.38722
Healthy	1.20195	0	11.44107	0		1.20195	0	0	0	0	0	0	0	0	0
Healthy	0.84789	0	4.05997	0		0.84789	0	0	0	0	0	0	0	0	0.34577
Healthy	0.22271	0.00177	2.85673	0		0.22271	0.13626	0.00177	0.23241	0.05586	0	0	0	0	0
Healthy	0.05389	0.20327	0	0		0.05389	0	0.20327	0.00574	0.19256	0.00951	1.8823	0	0	0
Healthy	0.846	0	1.27523	0		0.846	0	0	0.0336	0	0.42068	0.14193	0	0	0.35653
Healthy	1.2167	2.81321	0.93998	0.39466		1.2167	2.84965	2.81321	0	3.32246	0	0	0	0.39466	0
Healthy	0	0	0	0		0	0	0	0.22402	0.51583	0	0	0	0	0
Healthy	2.14854	0.21223	0.68633	0		2.14854	0	0.21223	0.01662	0	0.2238	0	0	0	0.24409
Healthy	0.04879	0.01202	0.3382	0.01062		0.04879	0.56547	0.01202	0.02925	0	0	0.30221	0	0.01062	0
Healthy	3.60249	0	0	0		3.60249	0	0	0.31371	0	0	0	0	0	0
Healthy	0	0	2.15205	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0		0	9.41662	0	0.01271	2.26721	2.52225	0.03826	0	0	0.05978
Healthy	0.0051	0.01747	0	0.10895		0.0051	12.8248	0.01747	0.06781	0	0.11142	1.47642	0	0.10895	0
Healthy	0	0.02346	0.08151	0		0	0	0.02346	11.6155	0	0	0.3783	0	0	0
Healthy	0.73037	2.23373	0.22984	0		0.73037	0.12452	2.23373	0.69891	0	0.08251	0.18177	0	0	0.21753
Healthy	0	0	0.63239	0		0	0	0	2.52426	0	0	0	0	0	0
Healthy	1.86595	0.32283	0.00087	0		1.86595	0.89803	0.32283	1.37103	1.5014	0	0.82294	0	0	0.19056
Healthy	0	0.06128	0.22855	0		0	0.83565	0.06128	0.00657	0	0	0.24671	0	0	0.22324
Healthy	0.027	0	0	0		0.027	0	0	5.64129	0	0.05228	0.19978	0	0	0
Healthy	0.07842	0	6.46852	0		0.07842	0	0	0.18971	0	0.1265	0.18884	0	0	0
Healthy	10.6542	0.01202	2.74722	0		10.6542	44.3211	0.01202	0.23267	0	0.16398	1.46508	0	0	0
Healthy	3.55218	3.34539	3.93941	3.52757		3.55218	0	3.34539	0	0	0.17772	0.02426	0	3.52757	0.01881
Healthy	0.04316	0	0.13726	0		0.04316	0.70898	0	0.00587	0	0	0.13318	0	0	0
Healthy	0	0	0	0		0	0	0	0	3.11173	1.18947	0	0	0	0
Healthy	1.00904	0.0203	0	0		1.00904	0	0.0203	0	0.57844	0.06983	0.03036	0	0	0.03699
Healthy	0	2.63975	0.28195	0		0	0.02197	2.63975	0	9.29125	0.15696	1.67314	0	0	0.13719
Healthy	4.29323	0.06942	0	0.19873		4.29323	0	0.06942	0	0	0	0	0	0.19873	0
Healthy	5.59311	0.67212	4.72148	0		5.59311	0	0.67212	0.03579	0	0	0	0	0	0
Healthy	0.04674	0.02675	6.34787	0		0.04674	0.05676	0.02675	0.08368	0.0089	0.17496	0.02305	0	0	0.03757
Healthy	2.06757	2.54226	0.01114	0.60344		2.06757	0	2.54226	0.01483	0.70044	0	0.66136	1.1635	0.60344	0.45812
Healthy	0	0	0	0		0	0	0	0	0	0	3.02327	0	0	0
Healthy	0	0.10091	0.32115	0		0	0.07577	0.10091	0	0	0	0	0	0	0.66563
Healthy	0	0.31322	15.318	0.02173		0	0	0.31322	0.26719	0	0	0.58803	0	0.02173	0
Healthy	0.13135	0.0782	0	0		0.13135	0	0.0782	5.03773	0	0.02457	0.18221	0	0	0
Healthy	0	0.01606	0	0		0	0	0.01606	0.12874	0	0	0.10075	0	0	0
Healthy	0.25682	0.05262	0	0		0.25682	0	0.05262	0.04164	0	0	1.19723	0	0	0
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.27659	1.02417	0		0	0	0.27659	0.03047	0	0	0	0	0	0
Healthy	0.69592	0.4411	0.11644	0		0.69592	5.85149	0.4411	2.30368	0	0.07281	0	0.26428	0	0
Healthy	0.03994	0	0	0		0.03994	5.88994	0	0.14103	0	0.028	0	0	0	0
Healthy	1.60077	0.01043	3.29913	0		1.60077	0.00115	0.01043	0.06611	0	0.2326	0.05954	0.00033	0	0.00249
Healthy	0.23021	1.15081	0.09281	0		0.23021	1.90163	1.15081	0.00081	0	0.213	1.38203	0	0	0.00723
Healthy	0.14131	0.02591	0	0		0.14131	0	0.02591	0.06954	0	0.02083	0.05876	0	0	0
Healthy	0.06081	0.00189	2.68998	0		0.06081	0.10717	0.00189	0.21323	0.04814	0	0	0	0	0
Healthy	0.33905	0	22.2746	0		0.33905	1.29381	0	0	0	0	0	0	0	0
Healthy	1.9574	0.02336	0	0.09955		1.9574	0	0.02336	0.02574	0	1.03528	0.08191	0	0.09955	0.02518
Healthy	0.37751	0.14163	0.09799	0		0.37751	0	0.14163	0	0	1.00309	0.22677	0	0	0.04211
Healthy	12.8743	0.17968	8.84937	0		12.8743	0	0.17968	0.17461	0	0	0.29068	0	0	0
Healthy	0.1014	0.01799	0	0		0.1014	0	0.01799	5.87112	0	0	0.58739	0	0	0
Healthy	0.03899	0.11371	0.40508	0		0.03899	0.18045	0.11371	0.38063	0	2.07139	0.61505	0	0	0.00795
Healthy	0.10583	0.01821	0	0		0.10583	0	0.01821	6.01781	0	0	0.59301	0	0	0
Healthy	0	7.76499	0.00942	0		0	0	7.76499	0	22.3755	1.2599	1.06157	5.0336	0	0
Healthy	0.02492	0	0	0		0.02492	5.94372	0	0.13661	0	0.03168	0	0	0	0
Healthy	1.85023	0.07795	0	0		1.85023	0	0.07795	0.07455	0	0.02781	0	0	0	0
Healthy	0	0	4.54092	0		0	10.6627	0	0.50243	0	0	0.04776	0	0	0
Healthy	0.0587	0.34531	5.38641	0		0.0587	0.55245	0.34531	0.46794	1.49401	0.04525	0.04697	0	0	0.02881
Healthy	0	0.12738	0	0		0	23.5265	0.12738	0	2.19041	0.23185	0.36944	2.59134	0	0
Healthy	0	0	2.67914	0		0	0	0	0	10.4569	0	0	0	0	0
Healthy	0.06901	0	6.20158	0		0.06901	0	0	0.14429	0	0.02955	0	0	0	0
Healthy	0	0.35331	0	0		0	0	0.35331	0	0.75007	0.46577	0.05672	1.90138	0	0
Healthy	0.60334	0.05261	0.05706	0		0.60334	0.00985	0.05261	0.02935	0	0.31144	0.91186	0.03559	0	0
Healthy	98.78012	0	0	0		98.78012	0	0	0	0	0.01169	0	0	0	0
Healthy	0	0.02622	0	0		0	0	0.02622	0.00159	0.0641	0.002	0.61189	0	0	0
Healthy	0.08659	0.29646	0.60797	0		0.08659	0.43209	0.29646	0	0	0.7685	1.31353	0.00862	0	0
Healthy	0	0.0626	0	0		0	10.5133	0.0626	0.09483	0.00202	0.03311	0.26175	0.92096	0	0
Healthy	0.06642	0	0	0		0.06642	0	0	0.03685	0.03445	0.45071	0.12241	0	0	0
Healthy	0	0.00226	0	0		0	0	0.00226	1.09687	0	0.08966	0.15625	0	0	0
Healthy	0	1.81947	0	0		0	0.00206	1.81947	0.25217	0	0.04769	0.58585	0	0	0
Healthy	0.10839	0.02218	0	0		0.10839	0	0.02218	0.06927	0	0.02631	0.06371	0	0	0
Healthy	0.05429	0	0	0		0.05429	5.54787	0	0.39124	0	0	0.19355	0	0	0
Healthy	0.03932	0	3.76164	0		0.03932	11.9466	0	0.37716	0	0	0.17705	0	0	0
Healthy	0	0.32345	11.8655	0		0	0.91338	0.32345	0	0	0	1.69258	0.2767	0	0
Healthy	18.7087	0.74496	0.99789	0.00594		18.7087	5.55483	0.74496	0.00128	0.32437	0.05768	0.96739	0	0.00594	0
Healthy	0.02277	0	0.02216	0		0.02277	0	0	4.27383	0	0	0.06684	0	0	0
Healthy	0.0278	0.02136	0	0		0.0278	0.58248	0.02136	0.00294	0	0	0.30433	0	0	0
Healthy	0.08366	0.01061	0.00659	0		0.08366	0.54782	0.01061	0.32872	0.01295	0	0.35408	0	0	0
Healthy	0.7789	1.08101	0.01704	0		0.7789	0	1.08101	0	0.14841	0.96957	0.3423	0.55058	0	0.28653
Healthy	0.93792	0	8.89733	0		0.93792	6.98413	0	0.24397	0	0.2707	0.55687	0	0	0
Healthy	0	0.08707	0	0		0	23.0526	0.08707	0.01322	2.25595	0.28806	0.37962	2.61111	0	0
Healthy	0	0.01654	4.68645	0		0	1.17037	0.01654	0	0	0	0.34499	0	0	0
Healthy	0	0	0.00933	0		0	0	0	0.17701	0	0.08549	0.30411	0	0	0
Healthy	0.40305	0.11909	3.03276	0		0.40305	0.14643	0.11909	0.00292	0	0.56378	0.73979	0.0337	0	0
Healthy	0.07667	0	0	0		0.07667	6.15939	0	0.15297	0	0.03337	0	0	0	0
Healthy	0	1.55162	0.06843	0		0	0	1.55162	0	3.75983	0	2.58962	0	0	0
Healthy	0	0	0	0		0	0	0	0	0.10412	0.31397	0.64731	0.04113	0	0
Healthy	0.00291	3.48619	3.39971	0.32525		0.00291	0.72467	3.48619	0.00502	2.99009	1.2137	0.04448	0	0.32525	0.00452
Healthy	0.83258	0	11.36763	0		0.83258	0	0	0	0	0	0	0	0	0
Healthy	0.06156	0	0	0		0.06156	5.82754	0	0.12334	0	0.03381	0	0	0	0
Healthy	1.45409	14.98731	1.63743	0		1.45409	0	14.98731	0	0.78441	2.47771	3.42746	0	0	0
Healthy	0.16735	0.00633	12.7201	0		0.16735	0.05007	0.00633	0.01774	0	0.03415	1.15465	0	0	0
Healthy	0	0.22494	0.01312	0		0	0.22973	0.22494	0.05111	0	1.91959	0.2084	3.05144	0	0
Healthy	7.05349	0.06733	0.07213	0		7.05349	0	0.06733	0.05886	0	1.75192	0	0	0	0
Healthy	0	0	0	0		0	2.25271	0	0	6.83579	6.64053	0	0	0	0.36995
Healthy	0.33911	0.64308	0.07054	0.00818		0.33911	0.43301	0.64308	0.00934	0.29171	0.35502	0.32759	0	0.00818	0.02577
Healthy	0.00788	0.82044	0.01738	0		0.00788	0	0.82044	0.00468	0	0	1.99768	0	0	0.00074
Healthy	0.52389	0.29673	4.01589	0		0.52389	0.07339	0.29673	0.09601	0	0.1488	1.01816	0	0	0.28392
Healthy	0	0	0	0		0	0	0	0	0	0	0	0.9355	0	0
