group	Enterobacterales	Lactobacillales	Veillonellales	Pseudomonadales		Enterobacterales	Verrucomicrobiales	Lactobacillales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	0.01134	2.6575	0.29555	0		0.01134	0.02196	2.6575	0	9.12642	0.13745	1.57141	0	0	0.11643
Healthy	0	0.0566	0	0		0	10.6859	0.0566	0.11305	0	0.01548	0.2049	0.84656	0	0
Healthy	0	0.28046	0.03439	0		0	0.20975	0.28046	0.04607	0	1.72257	0.18773	2.89576	0	0
Healthy	6.24806	0.21795	1.90205	0.82693		6.24806	0	0.21795	0	0	0.73069	0	0	0.82693	0
Healthy	0	4.16943	0	0.11196		0	0	4.16943	0.65059	0.51063	0.08168	3.25279	0	0.11196	0
Healthy	0.02355	0	0	0		0.02355	0	0	0.06563	0	2.4385	0.28988	0	0	0.00827
Healthy	0.07343	0	12.3918	0		0.07343	0.03575	0	0.02587	0	0.00194	1.30556	0	0	0
Healthy	0.33565	0.23671	3.44798	0		0.33565	0	0.23671	0.08902	0	0.00881	0.13619	0	0	0
Healthy	0.7905	0.09659	0.29179	0		0.7905	5.28237	0.09659	0	0.00175	0.06234	0.01494	0	0	0.28766
Healthy	0.96721	0.62684	0.2822	0		0.96721	1.37274	0.62684	0.6435	0.60964	2.21216	0.03701	6.39704	0	0.00623
Healthy	0.40867	0.26111	6.54078	0.02247		0.40867	2.57563	0.26111	1.01327	0	0.01005	0	0	0.02247	0.05697
Healthy	1.47311	0.69903	0.0048	0		1.47311	6.50564	0.69903	0.26952	0	0.02048	0.91346	0	0	0.03378
Healthy	55.8431	0.42169	0	0.10453		55.8431	0	0.42169	0	0	0	0.00548	0	0.10453	0
Healthy	0	2.10726	3.83454	0.16653		0	1.09277	2.10726	0.18622	1.95868	0.70586	0.03901	0	0.16653	0
Healthy	0	0.69844	0	0		0	2.05293	0.69844	0.24815	0.56963	0	2.34005	0.02832	0	0
Healthy	0	0	0.03341	0		0	0	0	5.07894	0	0	0.07169	0	0	0
Healthy	32.52743	8.45016	0.00156	0		32.52743	0	8.45016	0	0	0	0	0	0	0
Healthy	0	0.12674	0	0		0	0.23897	0.12674	0.80141	0.14036	0	0.51979	0.02314	0	0
Healthy	14.3158	0.34636	1.49971	0		14.3158	0	0.34636	0.01701	0	0.54318	0.29453	0	0	0.42217
Healthy	0.04264	0.16374	5.04635	0		0.04264	0	0.16374	0	0	0.00774	0.07529	0	0	0.00383
Healthy	0.21333	0	0	0		0.21333	1.70433	0	0.47338	0	0	0	0	0	0
Healthy	0	0	3.05452	0		0	0	0	0.1777	0	0	0	0	0	0
Healthy	0.09735	0.47858	4.51571	0		0.09735	0	0.47858	0.00909	0	0.10744	2.00161	0	0	0.53833
Healthy	0	0	19.4359	0		0	7.48058	0	0.02417	0	0	0	0	0	0
Healthy	0	0.20247	15.8211	0.04286		0	0	0.20247	0.24261	0	0	0.78968	0	0.04286	0
Healthy	31.3729	0	0	1.15378		31.3729	0	0	0	0	0.60193	0	0	1.15378	0
Healthy	0	0	0	0		0	0	0	0.03129	0.06462	0.43387	0.12329	0	0	0
Healthy	0	0.44688	1.54818	0		0	0	0.44688	0	0	0	0.27376	0	0	0
Healthy	0.02945	0	0	0		0.02945	0.551	0	0.02946	0	0	0.35335	0	0	0
Healthy	0	0.22257	0	0		0	0	0.22257	0.08284	0	0.13485	0.00593	4.61571	0	0
Healthy	0.3614	0.01043	0.02685	0.05321		0.3614	0	0.01043	2.56505	0	0	0.09105	0	0.05321	0
Healthy	0.02759	0.87229	0	0.46323		0.02759	0	0.87229	0.10293	10.2689	0	1.37981	0	0.46323	0
Healthy	1.2049	0	0.06752	0		1.2049	0	0	1.86967	0.06242	0.10691	0.53511	0	0	0
Healthy	0.01188	0.5615	3.06468	0		0.01188	0	0.5615	1.47083	0	0.04313	0.7222	0	0	0.37553
Healthy	0.26918	0.00185	9.32309	0		0.26918	0	0.00185	0.03327	0	0.07124	0.17534	0	0	0
Healthy	0.00945	0	3.23764	0.20519		0.00945	0	0	2.11366	0	0.02475	0	0	0.20519	0
Healthy	7.89453	7.92297	0	0.75751		7.89453	0	7.92297	0	0	0.31453	0	0	0.75751	0
Healthy	0	0	0.03804	0		0	0	0	4.71587	0	0	0.03685	0	0	0
Healthy	0.06281	0.08129	0.30071	0		0.06281	0.05177	0.08129	0.78712	0.2505	1.7962	0.24472	0	0	0
Healthy	22.95247	0.11897	0.02836	0		22.95247	0.3623	0.11897	0.3674	0	0	0	0	0	0
Healthy	0.02112	0	3.38631	0		0.02112	0	0	0.27769	0	0	0	0	0	0
Healthy	0.5002	0.09213	0	0		0.5002	4.7408	0.09213	0.05967	0	0.06261	0.12009	0	0	0
Healthy	0.08051	0	0	0.63895		0.08051	0	0	0	0	0	0.19751	0	0.63895	0
Healthy	0.20279	0	0	0		0.20279	0	0	0	0	0.88392	0	2.22449	0	0
Healthy	0.61295	0.6215	1.75677	0		0.61295	0.36584	0.6215	1.89431	0.23517	2.54213	0.15376	0	0	0.03665
Healthy	0.11432	0.06279	0.09331	0		0.11432	9.35217	0.06279	0.83108	0	0	0.16553	0	0	0
Healthy	43.4978	0.83807	0	0.01653		43.4978	0	0.83807	0	0	0	0.13559	0	0.01653	0
Healthy	1.83613	0.24952	0	0		1.83613	11.122	0.24952	0	33.6412	1.23099	2.47201	0	0	0.011
Healthy	62.5387	0.05253	0	0		62.5387	0	0.05253	0	0	0	0	0	0	0
Healthy	0.09242	0	6.36546	0		0.09242	0	0	0.27631	0	0.11875	0.13388	0	0	0
Healthy	4.06977	0	0	0		4.06977	0.59471	0	0	0	0	0	0	0	0
Healthy	0.36146	0.02291	0.0084	0.01404		0.36146	0	0.02291	0	0	0.69017	0.0372	0	0.01404	0.85915
Healthy	2.0831	0	0	0		2.0831	11.616	0	0.29636	0.45884	0.49922	0.38038	0	0	0
Healthy	3.88326	0.19785	0.99329	0		3.88326	0	0.19785	0.03146	0	0.56797	0.22509	0	0	0.1041
Healthy	1.04473	0	0.01951	0		1.04473	0.03433	0	0.11219	0	0.22868	0.15903	0	0	0.00447
Healthy	1.97684	0.29168	0.36813	0.07732		1.97684	0.14651	0.29168	1.14166	0	0.04801	0.91117	0	0.07732	0.02578
Healthy	1.75981	2.0702	1.10061	0		1.75981	0.0125	2.0702	0.09698	0	0.05464	0.86453	0	0	0.02005
Healthy	1.0333	0	0.50892	0		1.0333	4.91313	0	0.64181	0.53657	1.3414	0.18263	0	0	0.02365
Healthy	10.2371	0.00571	2.75299	0		10.2371	43.3886	0.00571	0.29002	0	0.1539	1.41008	0	0	0
Healthy	0	4.60414	0	0		0	1.57389	4.60414	0	1.65946	0	2.03488	0	0	0
Healthy	0	0	0	0		0	0	0	0.09477	0	2.43155	0.24039	0	0	0.0811
Healthy	0.11712	0.11753	7.19169	0		0.11712	0.16663	0.11753	2.8427	0.14643	0	0.34772	0	0	0
Healthy	1.63541	0.05052	0	0		1.63541	0	0.05052	0.10453	0	0.05664	0	0	0	0
Healthy	0	0	0.79588	0		0	0	0	0	0	0	0.06261	0	0	0
Healthy	0.11603	0	6.0438	0		0.11603	0	0	0.14531	0	0.00697	0	0	0	0
Healthy	0.0171	0	4.18391	0		0.0171	0	0	0.19631	0	0.04769	0.01468	0	0	0
Healthy	0	0	0	0		0	0	0	0.04622	0	0.0077	0	0	0	0.15557
Healthy	0.248	0	0	0		0.248	17.4983	0	0.04286	0	0	0.24821	0	0	0
Healthy	1.50464	0.07207	0	0		1.50464	0	0.07207	0.13374	0	0.04716	0	0	0	0
Healthy	0.6389	0.03416	0.00027	0.05597		0.6389	0.05434	0.03416	0.07502	0	0.07368	0.03021	0	0.05597	0.00694
Healthy	1.2401	0	9.07253	0		1.2401	7.03795	0	0.28159	0	0.32979	0.65288	0	0	0
Healthy	0	0	0	0		0	0	0	0	0	0	4.32143	7.61618	0	0
Healthy	0.02444	0.01008	0.00139	0		0.02444	0	0.01008	0.41347	0	0.10791	0.89432	0	0	0
Healthy	3.81471	0	0	0		3.81471	0	0	0.23006	0	0	0.00743	0	0	0
Healthy	0	0.00221	18.04581	0		0	7.24902	0.00221	0.30087	0	0.17465	0.60856	0	0	0.01066
Healthy	0.31653	0.00913	0	0		0.31653	0.75706	0.00913	0.04101	0	0.03656	0.28924	0	0	1.00951
Healthy	0	0.43094	0	0		0	0	0.43094	0	0.83832	0.58646	0.1074	1.71655	0	0
Healthy	0.14818	2.15452	0.31699	0		0.14818	0.00093	2.15452	0.00239	0.00087	0.09467	0.44716	0	0	0.03265
Healthy	0.01937	0	6.00624	0		0.01937	0	0	0.13016	0	0.05616	0	0	0	0
Healthy	0	0	0	0		0	0	0	0	0.37891	0.36672	0	0	0	0.14174
Healthy	1.59734	0.23377	0.64263	0		1.59734	0.01726	0.23377	1.20222	0	0.00144	0.23723	2.50232	0	0.03624
Healthy	0	0	2.78692	0		0	0	0	0.17312	0	0	0	0	0	0
Healthy	1.28812	0	9.10087	0		1.28812	7.02297	0	0.27332	0	0.31449	0.75143	0	0	0
Healthy	0	0	11.0352	0		0	0	0	1.92983	0	0	0.3124	0	0	0
Healthy	0.87141	0.47479	4.00506	0		0.87141	0.77451	0.47479	0.02804	0	0.21718	0.02643	0	0	0.26809
Healthy	0.02403	0	6.07134	0		0.02403	0	0	0.16454	0	0.29405	0	0	0	0
Healthy	0.66821	0	0.84313	0		0.66821	0	0	0	0	0	0	0	0	0
Healthy	0.12429	2.26844	0	0		0.12429	0.92533	2.26844	0.04685	1.30656	1.1746	1.89296	0	0	0
Healthy	1.86635	2.30747	2.54944	0		1.86635	0	2.30747	0.06138	0	0	0.57416	0	0	0.20024
Healthy	0.09296	0.04582	0	0		0.09296	0	0.04582	0	0	0	7.47214	0	0	0.07026
Healthy	2.41736	0	0	0		2.41736	0	0	0.3228	0	0	0	0	0	0
Healthy	10.872	0.01391	2.61884	0		10.872	43.2041	0.01391	0.2422	0	0.15424	1.45693	0	0	0
Healthy	0	0	0	0		0	0	0	0	0	18.7223	0	0	0	0
Healthy	0.52267	0.11431	0.00094	0		0.52267	0	0.11431	0.10499	0	0	0	0	0	0
Healthy	0.31482	0.05784	0	0		0.31482	1.52702	0.05784	4.2302	0.81108	0	0	0.95657	0	0
Healthy	0.31275	2.06336	7.11565	0.00493		0.31275	0.0038	2.06336	0.00058	0	0.12464	0.33878	0	0.00493	0.0066
Healthy	0	0.47098	0.21168	0		0	0	0.47098	0.018	0	0.006	1.38018	0	0	0.04859
Healthy	16.4746	0.00196	5.34623	0		16.4746	6.22071	0.00196	0.25124	10.5995	0.91406	0.64845	0	0	0
Healthy	0.52049	0.02929	0.3099	0		0.52049	0	0.02929	0.03134	0	0.46136	0.17776	0	0	0.21581
Healthy	0.06226	0	0	0		0.06226	0	0	0.03924	0.00353	0.50787	0.09098	0	0	0
Healthy	0.31172	0	3.99643	0		0.31172	0.19332	0	0.07583	0	0.00268	0	0	0	0.01236
Healthy	5.0916	0	0	0		5.0916	0.56198	0	0	0	0	0	0	0	0
Healthy	0.22463	0.2548	7.97394	0		0.22463	0	0.2548	0.25675	0	0.12524	0.02172	0	0	0
Healthy	0	0.0432	0	0		0	3.60407	0.0432	0.79681	0.27414	3.16374	0.43965	11.3545	0	0
Healthy	0.26004	0.00703	0.01684	0		0.26004	0	0.00703	1.31337	0	0.13694	0.37631	0.3065	0	0.02864
Healthy	7.20261	17.28964	3.42889	0		7.20261	0	17.28964	0.11897	0	0.19939	0	0	0	0
Healthy	0.01468	0.02839	0.42243	0.05033		0.01468	0.50002	0.02839	0.03655	0	0	0.29557	0	0.05033	0
Healthy	0.02937	0.23763	0	0		0.02937	0	0.23763	0.17428	0	0.14397	0.08966	4.33249	0	0.00356
Healthy	7.62006	4.33531	0.30352	0.04533		7.62006	0	4.33531	0	0.71112	5.75119	1.16741	0.60492	0.04533	1.85593
Healthy	8.47483	12.35353	0.01346	0.30978		8.47483	0	12.35353	0.01206	8.58242	6.05915	3.24377	0.03092	0.30978	0.00372
Healthy	0	0.16048	0	0		0	0	0.16048	4.4886	0	0	0.66879	0	0	0
Healthy	0	0.05776	0.01432	0		0	0.03433	0.05776	0.68001	0	0.02959	0.09753	0	0	0.10707
Healthy	63.5736	0.16103	0	8.06969		63.5736	0	0.16103	0	0	1.1913	0	0	8.06969	0
Healthy	0	0	0.49903	0		0	8.73327	0	0.49681	0	0	0.18906	0	0	0
Healthy	4.79591	0.00834	0	0		4.79591	0.57096	0.00834	0	0	0	0	0	0	0
Healthy	0	0	0	0		0	15.7038	0	0.00699	0	0.14165	4.03491	3.17791	0	0.39186
Healthy	0.03607	0	0	0		0.03607	5.52321	0	0.45698	0	0	0.19311	0	0	0
Healthy	0.12214	0.23051	0.15952	0		0.12214	0	0.23051	0.02235	0.61392	1.96951	0.00856	0.00033	0	0.62265
Healthy	0	0	0	0		0	2.6796	0	0.05601	0	0	0	3.16388	0	0
Healthy	0	0	0	0		0	0	0	0	0	0.52707	0	0	0	0
Healthy	0.19702	0.06556	0	0.02835		0.19702	0	0.06556	0.00048	0	0.02396	0.14979	0	0.02835	0.03951
Healthy	1.58934	0.03801	0	0		1.58934	0	0.03801	0.00869	0	0.01445	0.18635	0	0	0
Healthy	1.21501	0.1849	0.31721	8.54523		1.21501	0	0.1849	0.30519	0	0.01103	0.99828	0	8.54523	0.10232
Healthy	0.02717	0.03296	0.08033	0		0.02717	0	0.03296	10.9664	0	0	0.31286	0	0	0
Healthy	0.04464	0.30043	6.05045	0		0.04464	0.85018	0.30043	0.58621	1.31384	0.01987	0.06931	0	0	0.00861
Healthy	0.46323	0.62767	0.09855	0.00624		0.46323	0	0.62767	0.27777	0	0	0.05804	0	0.00624	0.06545
Healthy	0.00309	1.13986	0.47126	0.04374		0.00309	0	1.13986	0.00441	0	1.21773	0.04161	0.15607	0.04374	0.15375
Healthy	0.02339	0.04352	0	0		0.02339	0	0.04352	3.10125	0.02611	0.19379	0.57964	0	0	0
Healthy	2.24352	0.93205	0	0		2.24352	0.06569	0.93205	0.5402	0	0.14384	3.79931	0	0	0.05022
Healthy	0.44077	0.30918	0.06305	0.08594		0.44077	0	0.30918	0.84199	0	0.301	0.04577	0	0.08594	0.07867
Healthy	0.03709	0.09446	0.93352	0		0.03709	0	0.09446	2.42037	0	0.03032	0.22879	0	0	0
Healthy	5.30433	0.02053	35.66707	45.4201		5.30433	0	0.02053	0	0	6.3173	0.00997	0	45.4201	0
D012778	0.46904	1.01186	0.84655	27.33332		0.46904	0	1.01186	0	0	15.48872	0.00758	0	27.33332	4.42469
Healthy	0.18237	0.02158	0.00032	0		0.18237	0	0.02158	0.00867	0	0.01094	0.07984	0	0	0.12332
Healthy	0.14606	0.22923	0	0		0.14606	0.11436	0.22923	1.29565	0	0.00816	0.04008	0	0	0
Healthy	0.19218	1.87851	0	0		0.19218	0	1.87851	0	0	9.01943	0.11124	5.00233	0	0.02134
Healthy	1.63128	0.06328	0	0		1.63128	0	0.06328	0.01269	0	0.02866	0.20647	0	0	0
Healthy	1.86282	5.88432	0.30193	0		1.86282	0	5.88432	0.13608	0.46484	0	1.97135	0	0	0
Healthy	0.03481	7.02442	0	25.3314		0.03481	0	7.02442	0	0	0	0	0	25.3314	0
Healthy	99.3463	0	0	0		99.3463	0	0	0	0	0.12628	0	0	0	0
Healthy	0.02692	0.02009	0.0505	0.27197		0.02692	0	0.02009	0.01843	0	0	0.36006	0	0.27197	0
Healthy	0.24418	0	7.87332	0		0.24418	1.02164	0	0.09064	0	0	0	0	0	0
Healthy	1.63876	0.18532	0.02525	0		1.63876	0	0.18532	0.09089	0.37332	1.45013	0.04012	0.2671	0	0
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00837	0.0606	0.00167	0		0.00837	0	0.0606	0.05539	4.54308	1.31814	0.12651	6.82833	0	0.03468
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	21.5008	1.34098	0.0505	1.12698		21.5008	1.60422	1.34098	0.13816	0.81977	3.51248	0.33167	1.95551	1.12698	0.05991
Healthy	0.05671	0.03694	0.45911	0		0.05671	0.57539	0.03694	0.02085	0	0	0.31869	0	0	0
Healthy	0	0	0	0		0	0	0	4.98219	0	0	0.84446	0	0	0
Healthy	0	0	0	0		0	0	0	0	13.65711	8.31317	1.09278	12.2577	0	0.7533
Healthy	0	0	0	0		0	0	0	0.17197	0	0.07598	0.24974	0	0	0
Healthy	0.01989	0.17819	0	0		0.01989	0.10122	0.17819	2.10793	12.9929	0.65297	0.21988	0	0	0.00434
Healthy	3.74954	0	0	0		3.74954	0	0	0.23787	0	0	0.03156	0	0	0
Healthy	0	0.08921	0	0		0	0	0.08921	3.14765	0.0457	0.18071	0.66573	0	0	0
Healthy	0	0	11.7478	0		0	0.29747	0	0.29458	0	0	0	0	0	0
Healthy	0.16773	0.00651	9.51592	0		0.16773	1.00862	0.00651	2.28186	0	0	0.38073	0.34517	0	0
Healthy	0.0298	0	0	0		0.0298	22.9357	0	1.46997	0	0	0	0	0	0
Healthy	0.82726	0.02664	0.04518	0		0.82726	0.01074	0.02664	0.01762	0	0.32443	0.89704	0.04002	0	0
Healthy	0	4.47468	6.39375	0		0	0.12582	4.47468	0.66598	0	0	0.51306	0	0	0
Healthy	0	0.15054	0	0		0	1.66704	0.15054	4.86659	5.49142	0	0.14939	0.01741	0	0
Healthy	27.6154	0.95828	0.77266	0		27.6154	1.35904	0.95828	0	0	0.08323	0.97005	0	0	0.14273
Healthy	0	0	0	0		0	0.17148	0	0	17.6933	2.74557	0	0	0	0
Healthy	0.36292	0.01493	0	0		0.36292	0	0.01493	0	0	0.25717	0.06912	4.47682	0	0.04995
Healthy	1.05364	0	9.05807	0		1.05364	7.18822	0	0.29491	0	0.31407	0.67489	0	0	0
Healthy	0.07806	0.03325	0	0		0.07806	0	0.03325	0.06566	0	0.00416	0.0421	0	0	0
Healthy	5.80849	0.66699	2.1907	0		5.80849	0	0.66699	0	0	2.42427	0	1.78144	0	0.24692
Healthy	13.9963	0.95351	0.51456	0		13.9963	0.69177	0.95351	0.21463	0	0.14687	0.86277	0	0	0.00563
Healthy	1.97889	0.71083	0.33042	0		1.97889	0	0.71083	3.72896	0	0.31368	0.00572	0	0	0
Healthy	0	0.46318	4.49546	0		0	0	0.46318	5.97047	0	0	0.06438	0	0	0
Healthy	0	0.20593	2.75629	0		0	0.04061	0.20593	1.53753	0	0.15336	2.23933	0	0	0.16066
Healthy	1.47459	1.55353	2.14611	0		1.47459	0	1.55353	0	0	0	0.6945	0	0	0
Healthy	0.33198	0	0	0		0.33198	0.89533	0	0.61745	0	0.02738	0.04658	0	0	0
Healthy	2.7942	0.045	0	0		2.7942	0	0.045	0.08939	0	0.02934	0	0	0	0
Healthy	10.0015	0.13998	8.9084	0		10.0015	0	0.13998	0.15628	0	0	0.23655	0	0	0
Healthy	1.38799	0	0.11281	0.0483		1.38799	0	0	1.9211	0.04177	0.11963	0.53344	0	0.0483	0
Healthy	0.28046	0.18012	0.11493	0		0.28046	0	0.18012	0.46264	0	0.05535	0.00078	0	0	0
Healthy	0.10108	0.26968	0.03702	0.00412		0.10108	2.16926	0.26968	0.30777	2.40259	0.64157	1.43841	1.24512	0.00412	0.0745
Healthy	3.66633	0	0	0		3.66633	0	0	0.29907	0	0	0.01594	0	0	0
Healthy	0.83901	0.10506	1.27647	0		0.83901	0.02971	0.10506	0.07138	0	0.15578	0.15821	0	0	0.11959
Healthy	7.15652	0	9.30341	0		7.15652	0.69476	0	1.51314	0	0	0.01238	0	0	0
Healthy	0.6495	0.75743	0	0		0.6495	0	0.75743	0	0	0.42561	0.13632	0.0853	0	0.64746
Healthy	0.40236	0.04636	2.56042	0		0.40236	0	0.04636	0.02032	0	0	0	0	0	0
Healthy	0.06508	0.26814	4.49516	0.04955		0.06508	0	0.26814	0.07442	0	4.84416	4.2277	0	0.04955	0.24596
Healthy	9.7891	14.23795	0.43653	0		9.7891	2.50305	14.23795	0.08838	0	0	1.27449	0.16206	0	0
Healthy	17.49554	0.19981	1.22751	0		17.49554	0.96752	0.19981	0.05176	0	0.02618	0.41828	0	0	0
Healthy	0.25436	0.15871	8.2285	0		0.25436	0	0.15871	0.03037	0	0.16911	0.16626	0	0	0
Healthy	2.15515	0.70932	1.03152	0		2.15515	0.01451	0.70932	5.9298	0	0.01334	0	3.40753	0	0
Healthy	0	0	0.80593	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.10395	0	0	0		0.10395	1.4265	0	0.57633	0	0.10711	0.29666	0	0	0
Healthy	0.26632	1.59787	0.0047	0.01014		0.26632	0	1.59787	0	0	0.22563	0.21175	0	0.01014	0.00586
Healthy	0	0	0	0		0	0	0	0	0	0.15243	0	0	0	0
Healthy	2.14707	0	0	0		2.14707	0	0	0	0	0	2.36626	0.02442	0	0
Healthy	0.01098	0.04412	0	0		0.01098	5.35162	0.04412	0.63126	0	0.14494	0.11767	0	0	0.05229
Healthy	11.5426	0.17368	8.09313	0		11.5426	0	0.17368	0.15248	0	0	0.21004	0	0	0
Healthy	1.50484	0.81814	0	0		1.50484	0	0.81814	0	6.63654	1.19718	1.68792	0.17896	0	0.11784
Healthy	0.06158	0	7.44466	0		0.06158	0.35196	0	0.85468	0	0.03819	0.03848	0	0	0
Healthy	1.66306	19.83488	1.98326	0.04377		1.66306	0	19.83488	0.07641	1.63292	4.17157	1.63534	0	0.04377	0
Healthy	8.78375	1.05054	1.28951	0		8.78375	1.88655	1.05054	0	0	0	4.57511	0	0	0
Healthy	2.05426	0.4134	0.03122	0		2.05426	0.70036	0.4134	5.79825	0	0.05165	0.00387	0.87851	0	0
Healthy	0	0.1602	3.84082	0		0	0.0041	0.1602	1.37364	0	0	1.11762	0	0	0.00655
Healthy	0.07433	0	2.71768	0		0.07433	0.12044	0	0.24467	0.0527	0	0	0	0	0
Healthy	0.40548	0.7066	3.33071	0		0.40548	0.99344	0.7066	0.13222	0.26311	0.12035	1.75348	1.2162	0	0.28309
Healthy	0.28069	0	0	0		0.28069	1.0437	0	7.24791	0	0	0	0	0	0
Healthy	0	0	0	0		0	0	0	0.17831	0	0	0	0	0	0
Healthy	0	0.43515	4.35983	0		0	0	0.43515	6.19596	0	0	0.05665	0	0	0
Healthy	0	0	0	0		0	0	0	2.98424	0	0.0663	0.0476	0	0	0
Healthy	0	0.29468	0	0.76695		0	0	0.29468	0	0.39262	0.80749	0	1.80022	0.76695	0
Healthy	0	0.31516	2.07311	0		0	0	0.31516	1.21066	0	0	2.56499	0	0	0
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.12575	0.08695	2.02217	0		0.12575	0	0.08695	0.02934	0	0.89319	0.18821	0	0	0.27214
Healthy	0.18209	0.56351	0	0		0.18209	0	0.56351	0.24758	0	0.0065	0.73683	2.6772	0	0
Healthy	0.00906	0.14412	0.05187	0		0.00906	0	0.14412	1.64733	0	5.14037	0.32197	1.96463	0	0
Healthy	0.72617	0.06265	0.12295	0		0.72617	0	0.06265	0.22701	0	0	0.04989	0	0	0
Healthy	82.805	4.58809	0.92279	8.82624		82.805	0	4.58809	0	0	0.44632	0	0	8.82624	0
Healthy	0	0.53147	3.73288	0		0	0.21708	0.53147	0.94444	0	0.3211	0.97004	0.00205	0	0.12234
Healthy	0	0	0	0		0	0	0	1.15823	0	0.04758	0.09646	0	0	0
Healthy	0	0.26127	0.05627	0		0	0	0.26127	0.69383	0	0.00988	0.01768	0	0	0.03922
Healthy	0.27603	0.05104	0	0		0.27603	0	0.05104	0	0	1.38214	0	0.41895	0	0
Healthy	0.18035	2.59891	1.04081	0		0.18035	2.4118	2.59891	0	0	0.05739	3.84846	0	0	0
Healthy	0	0.5862	4.61877	0		0	0	0.5862	5.9785	0	0	0.04771	0	0	0
Healthy	30.17302	1.0077	0.07546	0.01617		30.17302	0.59191	1.0077	1.1171	0.09692	0.02807	0.9556	0	0.01617	0.03252
Healthy	0	0	0	0		0	0	0	0.04775	0	0	0.42755	0	0	0
Healthy	0	0	0	0		0	0	0	3.08774	0	0.09143	0.08662	0	0	0
Healthy	0	0	0	0		0	0	0	0	12.5629	3.02827	0	1.16794	0	0
Healthy	0.1208	0.03881	6.45168	0		0.1208	0	0.03881	1.66666	0	0.12452	0.88246	0.14252	0	0.06238
Healthy	0	0.19957	0	0		0	1.63701	0.19957	1.01856	0.40335	0	1.11129	0.01034	0	0
Healthy	2.1448	2.29294	0.75139	0		2.1448	0	2.29294	0.01796	2.51116	0	0.12765	0	0	0.1023
Healthy	0.03912	0	0	0		0.03912	4.96987	0	0.25238	0.23143	0	0.161	0	0	0
Healthy	0	0.17413	6.42124	0		0	0	0.17413	0	0	0.0345	0.11341	0	0	0
Healthy	0.60083	0.0456	0.05853	0		0.60083	0.00221	0.0456	0.03376	0	0.40236	0.89028	0.02071	0	0
Healthy	0.07344	0.08174	0.20121	0.05944		0.07344	0.07655	0.08174	0.35714	0	0.01682	0.95788	0	0.05944	0.03708
Healthy	0	0.01691	0.51624	0		0	0	0.01691	0	0	0	0	0	0	0
Healthy	1.36942	0.51558	0	0		1.36942	0	0.51558	0.00462	0	0	0.92171	0	0	0.16096
Healthy	0	0.18812	6.75712	0		0	0	0.18812	0	0	4.52987	0	0	0	0
Healthy	0.3845	0.25744	1.46819	0		0.3845	4.6533	0.25744	0.02087	1.28516	2.2781	0.40593	0	0	0.00076
Healthy	10.3109	0	2.55874	0		10.3109	43.9572	0	0.25265	0	0.17695	1.45406	0	0	0
Healthy	93.33717	0.40134	0	1.95362		93.33717	0	0.40134	0.00158	0	0	0	0	1.95362	0
Healthy	0	0.00515	17.96113	0		0	7.07682	0.00515	0.25018	0	0.20636	0.70914	0	0	0
Healthy	0.15795	16.60397	4.63536	0		0.15795	0	16.60397	0.00356	0	0.01362	0.15658	0	0	0.00414
Healthy	0.35545	0.54636	0.01775	0		0.35545	1.63248	0.54636	0.32458	5.67771	2.49719	1.02747	0	0	2.10565
Healthy	0.03997	0.04475	0.06971	0		0.03997	0.00167	0.04475	0	0	0.06304	0.05049	0	0	0
Healthy	0.18092	0.16847	2.86705	0.00205		0.18092	0	0.16847	0	0	0.25017	0	0	0.00205	0.09696
Healthy	0.15005	0.00926	0.29363	0		0.15005	0	0.00926	1.44825	0.18688	0	0.223	0	0	0
Healthy	0.12628	0	0	0.25332		0.12628	0	0	0.34439	0	0.03591	0.4799	0	0.25332	0
Healthy	0.3603	0.71023	0.16466	0		0.3603	0	0.71023	0.16782	0	0.0226	0.66037	0	0	0.00042
Healthy	0.0382	0.06697	0.0135	0		0.0382	0	0.06697	0.17961	0.18574	2.58074	0.45753	0.89326	0	0
Healthy	0	0	0	0		0	0	0	0	0.10866	0.29062	0.61621	0.04011	0	0
Healthy	0	0	0	0		0	0	0	3.21734	0	0.09975	0.03955	0	0	0
Healthy	0.09703	0	1.71883	0		0.09703	0.02182	0	0	0	0.1009	0.03609	0	0	0
Healthy	0	2.7731	2.23177	0		0	0.15338	2.7731	0	0.56772	0.23356	0.01564	0	0	0.03304
Healthy	99.3324	0	0	0.59994		99.3324	0	0	0	0	0	0	0	0.59994	0
Healthy	0.55071	0.01218	0.2602	0		0.55071	0	0.01218	0.02982	0	0	0.239	0	0	0
Healthy	0.7624	0.15263	0.59226	0		0.7624	0.14577	0.15263	0.00834	0	0.54942	0.20832	0	0	0.15417
Healthy	0	0	0	0		0	0	0	0.16061	0	0.05353	0.25935	0	0	0
Healthy	0	0	0	0		0	0	0	0	5.73709	4.57667	0.27293	6.80856	0	0
Healthy	0	0	0.51805	0		0	8.13114	0	0.35696	0	0	0.20949	0	0	0
