group	Veillonella_parvula_A	Enterocloster_clostridioformis_A	Bifidobacterium_breve	Veillonella_atypica	Longicatena_innocuum	Veillonella_dispar_A	Streptococcus_sp004166885	Rothia_sp001808955		Akkermansia_muciniphila_D	Bifidobacterium_longum	Phocaeicola_sp900554435	Roseburia_intestinalis	Bacteroides_sp900066265	Mediterraneibacter_lactaris	Anaerostipes_hadrus	Clostridium_A_leptum	Anaerostipes_hadrus_A	Adlercreutzia_equolifaciens
Healthy	0	0	0.15554	0	0	0	0	0		0.15369	0.61552	0	0.48555	0	0	0	0	0	0
Healthy	0.02019	0	2.71316	0	0.00547	0	0.05695	0		0.71707	0.03199	0	1.31509	0	0	0.11675	0.27278	0.23621	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.02312	0	0	0	0	0.04139	0
Healthy	0	0.12714	0	0	0	0	0	0		0.86062	0	0	0.46413	2.32244	0.01579	0	0	0	0.15859
Healthy	0.08442	0	0	0.0209	0	0.01418	0	0		0	0	0	0.20917	1.43856	0.18549	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.07117	0	0.08506	3.96024	0.66655	0.99417	0.68222
Healthy	0	0.03394	0	0	0	0	0	0		7.09065	0.0274	0	0	0.22834	0	0	0.03289	0	0
Healthy	0	0.29437	0	0	0	0	0	0		1.91132	0.16668	10.984	0	22.5294	0	0	0	0	0
Healthy	0	0	5.56438	0	0	0	0	0		0	9.57817	0	5.19508	0	0.63784	0	0	0	0.80443
Healthy	0.28378	0	0	0	0	0.02418	0.26832	0.05528		0	0.52245	0	1.33857	0	0.62063	0	0.03746	0	0.03821
Healthy	0	0	4.32033	0	0	0	0	0		0	0	0	1.96209	0	0	0	1.22511	0	0
Healthy	0	0	0	0	0.00224	0	0	0		0.36383	0.72306	0	0.05111	0	0.46617	0.071	0.26559	0.05531	0.02401
Healthy	0	0	0	0	0	0	0	0		3.76576	0	0	3.03832	4.71477	0.49378	0.0412	0	0	0.10603
Healthy	0	0	0	0	0.02654	0	0	0		0	6.28182	0	0	0	0.50038	0	0.04235	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	1.6542	0.11687	0.33655	0.33585	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.29829	4.96099	0	0	0	0	0	0	0
Healthy	0.01519	0	0	0	0	0	0	0.00206		0.03421	0.0884	0	0.04593	0.68285	0.7365	0.07214	0.11359	0.00496	0.07487
Healthy	0	0	0	0	0	0	0	0		0	0.00713	0	0.03114	0	0	0	0	0.05942	0
Healthy	0.13915	0	0.23354	0	0	0	0	0		0	0.13433	0	0	0	0.00156	0	0	0	0
Healthy	0	0	0	0	0.00387	0	0	0		0.43714	1.28937	0.71712	0	0	0.00582	0	0.49813	0.02285	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	7.15324	0	0	0	0	0.10193
Healthy	1.09941	0	0	0	0	0	0	0		0	0.04595	0	0.03831	0	0.00884	0.00953	0.28037	0.05248	0
Healthy	0	0	0.01325	0	0	0	0	0		0	0.26224	0	0	0	0.07507	0	0.1657	0	0
Healthy	0.07798	0	0	0	0	0	0	0		2.86839	0.15638	0	0.28866	0	0.77152	0.01455	0.11667	0.00513	0
Healthy	0.00488	0.0121	0	0	0.00117	0	0.04004	0.00802		15.6544	0.8803	4.04553	2.48528	0.23382	0	0.03535	0.31752	0.11696	0.01267
Healthy	0	0.1303	0	0	0	0	0	0		0	0.58278	0	0	0	0	0	1.40088	0	0
Healthy	0.11087	0	0	0	0	0	0.06564	0		0.00364	0	0.00722	0.46985	0	0	0.06745	0	0.00941	0
Healthy	0.03646	0	0	0	0.00217	0.00477	0	0		0.23822	0.03755	0	1.27908	0.4667	0	0.07771	0.02398	0.00831	0.09482
Healthy	0	0	0	0	0.0016	0	0	0		0.06089	0.15615	0	0.16567	0	0.3711	0.15425	0.12483	0.10081	0.02759
Healthy	0	0	0	0	0.15657	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.02585	0	2.62815	0.00733	0.00849	0.00277	0.01131	0		0.96337	0.53748	0	0.51169	0	0.0007	1.20866	0.02715	0.05485	0.10479
Healthy	0	0	0	0	0	0	0	0		3.64954	1.89555	0.55146	3.23852	1.67554	0	0.52319	0	0.0278	0.04817
Healthy	0	0	0	0	0	0	0	0		0	0	0.51311	0	0.15144	0	0	3.30504	0	0
Healthy	0	0	0	0	0.1271	0	0	0		0	0.35876	0	0.22376	0	0	0.20665	0.47326	0.08023	0
Healthy	0.11273	0	42.9939	0.09533	0	0.15621	0	0.07574		0	44.6279	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.00555		0	0	0	0	0	0	2.80587	0	0.43547	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00243	0	0.0118	0	0.00091	0	0	0		5.31662	1.67222	0	0.01295	0	0.22171	0.06539	0.01169	0.00299	0.01262
Healthy	0	0	0	0	0	0	0	0		0.51997	0.02791	0	0.20206	0	0	0.17822	0.02538	0.14765	0.30003
Healthy	0.07775	0.09185	0	0.02064	0	0.05997	0	0		1.71892	0.45853	0	0	0	0	0	0	0.00792	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0.20879	0	0.05131	0
Healthy	0.18711	0	0	0.00295	0.00616	0.01086	0.02508	0		0.68442	0.43654	0.0006	0.43942	0	0.49372	0.03165	0.01592	0.1471	0.00326
Healthy	0	0	0	0	0	0	0	0		2.69661	21.1361	0	0	0	0.55397	0.67191	1.7253	1.14699	0
Healthy	0.02286	0	0	0	0	0	0	0		11.6762	0.27655	1.18412	0.08597	0	2.33857	0.17314	0	0.05463	0
Healthy	0.00039	0	0	0.00085	0.00085	0	0	0		0.07665	0.15978	0	0	0	0.445	0.04893	0.04569	0.01228	0.05004
Healthy	1.01768	0	12.3242	0.00554	0.09629	0.08993	0	0.03604		0	14.2031	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	1.72167	2.227	4.26577	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09863	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.03647	0	0	0	0	0	0		0	0.0082	4.59746	0	0	0	0.08992	0.00686	0.06683	0.01038
Healthy	0	0	0	0	0.11258	0	0	0		0.53311	0	0	0.04233	0.07712	0	0	0	0	0
Healthy	0	0	0.15977	0	0	0	0	0		0.53351	0.27496	2.30278	0	0	0	0	0	0	0
D012778	12.1727	0	0	0	0	0.08854	0.00463	0.00055		0	19.3122	0	0	0	0	0	0	0	0
Healthy	0.46037	0	0	0	0	0	0	0		8.43132	0.16316	0	0.42305	0	0.29104	0	0	0	0.10895
Healthy	0	0	0	0	0	0	0	0		0	1.13763	0	0.0124	0	0.09433	0	0	0	0
Healthy	0.02579	0	0.18549	0	0	0	0	0		0.93618	1.62268	0	0	0	0	0	0	0	0
Healthy	0	0	31.3241	0	0	0	0	0		0	16.3377	0	1.4435	0	0	0	0	0	0
Healthy	0.00237	0	0.07227	0.00031	0.00011	0	0	0		0.73264	0.18935	0	4.90135	0.78782	0	0.01444	0.02273	0.05727	0.00155
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.37159	0	0	0	0	0.03461
Healthy	0	0	0	0	0	0	0	0		0.07765	3.58019	0	0.22093	0	0	0	0	0	0
Healthy	0.24254	0	0	0.0715	0	0	0	0		0	0.14605	0	1.58981	0	0	0.03884	0	0	0
Healthy	0.05347	0	0	0	0	0	0	0		0	0	0	0.15113	0	0	0.00379	0	0	0
Healthy	0.09588	0	0	0	0	0.01749	0	0		0	0	0	0	0.13547	0.50529	0	0	0	0.13336
Healthy	0.0932	0	0	0.01358	0.00199	0.03654	0	0		0	0.00685	5.23085	0.05775	0.17802	0.61685	0.18127	0.24059	0	0
Healthy	0	0	0.41835	0	0.00367	0	0	0		0.64022	0.17594	0	4.88288	0	0.60204	0.26299	0.0121	0.01016	0.13545
Healthy	0.01696	0	0.05692	0.01107	0.00095	0.01418	0	0.00288		0.29306	2.11558	0	0	0	0.47489	0.03655	0	0.00576	0
Healthy	0	0	5.16397	0	0	0	0	0		1.49548	1.05245	3.82844	0.2395	0	0	0	0	0	0
Healthy	0	0	0.15635	0	0	0	0	0		0.1311	0.63985	0	0.37863	0	0	0	0	0	0
Healthy	0	0	0	0	0.00272	0	0	0		0	0	0.17381	0.73332	0.02173	0.06452	2.83148	0	1.45649	0.09369
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.17741	0.06253	0.20403	0	0	0	0.01532
Healthy	0.05856	0	0	0	0	0.01916	0	0		0	0	0	0	0.08245	0.3253	0	0	0	0.1085
Healthy	0.08084	0	21.0235	0.01082	0	0.05189	0	0		0	5.74864	0	0	0	0	0	0	0	0
Healthy	0.05269	0	0	0.57789	0.00585	0.0468	0.00387	0.02219		0	7.50607	0	2.36682	0	0.99186	0.4457	0.35507	0.02227	0.10248
Healthy	0	0	0	0	0	0	0	0		0	8.24382	0	0	0	0	0	0	0	0
Healthy	0	1.35736	1.00415	0.04396	0.00568	0.3079	0.01063	0		0.83659	2.16393	0	19.6463	0	0	0.03749	0	0.07779	0
Healthy	0.86547	0	0	0	0	0	0	0		0	0.24668	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	1.15012	0	0.64765	0	0	0	0
Healthy	0	0	0	0	0.02055	0	0	0		43.6073	0	0	0	0.20691	0	0	0.02697	0	0
Healthy	0	0	0	0	0.00453	0	0	0		0	0.04103	0	1.16403	0	2.05081	0.00892	0.00359	0.01058	0
Healthy	0	0	0	0	0	0	0	0		0	0.7668	0	0	0	0.02439	0.00937	0.02813	0.05116	0.04289
Healthy	0	0	0	0	0	0	0	0		0	0.06228	0	0	0	0.08619	0	0	0	0
Healthy	0.01765	0.06275	0	0	0	0	0	0		0.59466	0	0	0.58934	3.42665	0.01166	0.00655	0	0	0.23256
Healthy	0	0.08776	0	0	0	0	0	0		0.88323	0	0	0.45101	2.38858	0.00934	0	0	0	0.12701
Healthy	0	0	1.60013	0	0.00222	0	0	0		0.97528	1.12397	0	0.25147	0	0.05781	0.28097	0.00783	0.2573	0.892
Healthy	0	0	0	0.03285	0	0	0	0		0.39679	0.6981	0	0.70609	0	0.35043	0.07857	0	0.1831	0.09043
Healthy	0	0	0	0	0	0	0	0		0	0	0.56808	0	0.16083	0	0	3.36068	0	0
Healthy	0	0	0.24315	0	0	0	0	0		16.5921	2.36656	0.23239	0	0	0	0	1.14283	0	0.14019
Healthy	0.00507	0	0	0	0	0	0	0		0	0	0	0.1717	0.08608	0.19671	0	0	0	0.01732
Healthy	0.03127	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.35403	0.00893	0
Healthy	0	0	0	0	0	0	0	0.00052		0.10905	0.64756	0	0.06716	0	0.96541	0.07085	0.22689	0.02564	0.03715
Healthy	0.02208	0	0	0	0	0	0	0		0	1.50341	0	0	0	0.22558	0.03167	0	0.00781	0.04345
Healthy	0	0	0	0	0	0	0	0		0	0.26697	0	0	0	0	0	0.18198	0	0
Healthy	0	0	0	0	0	0	0	0		2.06924	3.93681	0	0	0.3157	4.0043	0.07207	0	0	0
Healthy	0	0.02976	0	0	0.00666	0	0.00642	0		0.056	0.12844	7.08657	3.65978	3.04097	0	0.89777	0.03661	1.61619	0.01537
Healthy	0	0	0	0	0	0	0	0		0	0.36857	0	0	0	0.09653	0	0.58332	0	0
Healthy	0	0	0	0	0	0	0.00583	0		0.06807	0.08035	5.05888	0.16521	0	0	0.48322	0	0	0
Healthy	0	0	0.07507	0	0	0	0	0		8.75589	0.012	0	0	0	0	0.01713	0.83252	0.00685	0
Healthy	0	0	0	0	0.03348	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.01564	0	0	0	0		7.05557	0	0.23814	1.11939	0	0.06019	0.58808	0	0.55926	0
Healthy	0	0	0	0.05151	0	0	0	0		0	0.01901	0	1.44123	0	0	0.37701	0	0.09001	0.01953
Healthy	0.11312	0	0	0	0	0.02137	0.11931	0.15035		0	1.53713	0	4.51625	0	0	1.3381	0	0.64958	0.01529
Healthy	0.00037	0	0	0	0.25075	0	0	0		1.79223	0	1.24573	0	0.27261	0.35699	0.0332	0.01257	0.19065	0.00535
Healthy	0	0	0	0	0	0	0	0		6.14789	0	0	5.45932	7.79812	0.252	0.16683	0	0.17979	0
Healthy	0.12907	0	0	0	0	0	0	0		0	4.44448	0	2.54605	0	1.34183	0.36299	0	0.08002	0
Healthy	0.01091	0	0	0.00051	0.00028	0	0.0076	0		0	0	0	3.9109	0.72547	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.36559	0	0	0	0	0.56012	0.07095	0	0	0
Healthy	0	0	0	0	0.03381	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.05257	0	0.25949	0	0.00111	0.00379	0.0048	0.04061		2.50516	1.15355	1.90586	0.81503	0	0.22418	0.02229	0.14125	0.05551	0.01768
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	1.26628	0	0	0	0	0		0	2.49495	3.25572	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	7.2242	0	0	0	0	0.10541
Healthy	1.07553	0	1.56989	0.00036	0.0058	0.00743	0.03357	0		1.10551	1.37849	0.00158	0.03835	0	0	0.44552	0	0.25124	0
Healthy	0	0	0	0	0	0	0	0		0	0.18175	0	0.42039	0.55025	0.14813	0.02019	0	0	0
Healthy	0	0.00523	0	0	0	0	0	0		0	0.03088	0	1.69753	0	0	0	0.29238	0	0
Healthy	0.01432	0	0.00428	0	0	0	0	0		0	0.82289	0.0157	0.05645	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.03951		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.00252	0	0.02395	0		3.33021	1.11127	0.02533	0.685	0	3.4986	0.57755	0.38806	0.49134	0.15752
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	29.8461	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.54846	0.00275	0	0	0	0	0	0	0	0
Healthy	0	1.81436	0	0	0	0	0	0		0	0	0	0.04717	0	0	0	0	0	0
Healthy	0.84376	0	0	0	0	0	0	0		0	0.21569	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.03848	0	14.0801	0	0	1.05101	0	0.07471	0
Healthy	0.67896	0	0.06352	0	0	0.02704	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		2.1929	0.80067	1.85766	0.21661	0.71976	0	0.34325	0	0	0
Healthy	0	0	0	0	0.01402	0	0	0		43.9338	0.00325	0	0	0.21586	0	0	0.03031	0	0
Healthy	0	0	0.03607	0	0	0	0	0		0	3.35224	0.15173	0	0	0	0.13003	0	0.05727	0
Healthy	0.01659	0	0	0	0.00448	0	0	0		2.10778	0	21.6941	0.25113	0.18813	1.47599	0.02716	0	0	0.07309
Healthy	0.11945	0	0	0.18407	0	0	0	0		0	0.52452	8.72267	3.70167	4.39155	0	0	0	0	0
Healthy	0.01271	0	0	0	0	0.00288	0	0		0	0	0	0.1812	0.07973	0.19397	0	0	0	0.03051
Healthy	0	0	0	0	0	0	0	0		10.7516	0	0	2.55129	1.17742	0.43284	0.19891	0	0.28115	0.05698
Healthy	0.00273	0	0	0.003	0	0	0	0		0	0.00528	0	0.25321	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.5846	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.13349	0	0	0	0	0		0.53104	0.23114	2.58735	0	0	0	0	0	0	0.02195
Healthy	0	0	0	0	0	0	0	0		0	0.00167	0	1.17773	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.63077	0	0.71117	0.24011	0.09056	0.10659	0.05719	0	0.01264
Healthy	0	0	0	0	0	0	0	0.1046		0	0.00303	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.19447	0	0	0	0	0	0		29.7937	0.67644	0	0.39049	0.91482	0	0.01142	0.26289	0.01813	0
Healthy	0	0	0	0	0	0	0	0		6.07064	3.40079	0.25105	0.47953	0.24623	0	1.18786	0	0	0.23259
Healthy	0	0	0	0	0	0	0	0		0	0.40479	0	0	0	0.06413	0	0.53321	0	0
Healthy	0	0.03796	0	0.00304	0	0	0	0.28573		0.98327	0.26967	0.66393	0	0.19094	0	0.27462	0	1.66921	0.71951
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.96956	0	0	0	0	0	0
Healthy	0.16128	0	0	0	0	0.01956	0	0		0.01772	1.24331	0	2.48456	0	1.09277	0.0652	0.01337	0.05823	0
Healthy	0.01603	0.15827	0	0	0.00291	0	0	0		1.45081	0	0	0	0	0	0.49407	0	0.00212	0
Healthy	0.04413	0	0	0.01066	0	0	0	0		0.74671	0	0	1.41245	0	0	0	0	0	0.00195
Healthy	0	0	0	0	0	0	0	0		0	0.21984	0	1.35959	0	0	0.24536	0	0.0491	0
Healthy	0.02014	0	0.0181	0	0	0	0	0		0	0.11335	0	0.23972	0	0	0	0	0	0.02037
Healthy	0.11544	0	0	0.44867	0	0.14497	0	0.03898		0	0.0701	0.83775	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.1712	0	0	7.16248	0	0	0	0	0	0
Healthy	0.03835	0	0	0	0	0.06272	0.12506	0		0	0	0	0.05715	0.09032	0.67846	0.09339	0	0.04877	0
Healthy	0.13844	0.10465	0.01147	0	0.00122	0	0	0		6.18736	2.67049	0	0	0	0	0.5569	0	0	0
Healthy	0.1301	0	0.26528	0.00996	0	0	0	0		0	0.16313	0	0	0	0.01218	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.86839	0.85438	0	0.10334	0	0.15163	0.02777
Healthy	0	0	0	0	0	0	0	0		0	0.25825	0	0	0	0.04238	0	0.14018	0	0
Healthy	0	0	4.90685	0	0	0	0	0.17103		0	1.03294	0	0	0	0	0	0	0	0
Healthy	0.21101	0	0	0.03264	0	0.00519	0	0		0	0.26556	0	1.86901	0	0.08571	0.01707	0.01645	0.06663	0.00033
Healthy	0	0	0	0	0	0	0	0		0	0.87176	0	0.58373	0	1.42494	0.12902	0	0.02116	0
Healthy	0.12248	0	0	0	0	0	0	0		0	4.93059	0	3.39618	0	1.4227	0.27881	0	0.21587	0
Healthy	0	0	0	0	0	0	0	0		0	0.03878	0	0	0	0.86446	0	0	0.29949	0
Healthy	0	0	0	0	0	0	0	0		0	3.69742	0	6.76683	0	0	0.06483	0	0	0
Healthy	0	0	0	0	0	0	0	0		2.45662	0.1113	1.64279	2.65958	0	0	0.03015	0	0.02808	0
Healthy	0.02336	0	0	0.01189	0	0.00047	0.03422	0		0.55249	0	1.77017	0.00032	8.79742	0.34251	0.12409	0	0	0.03814
Healthy	0	0	0	0	0	0	0	0		0.01061	0	0	1.69127	0	1.09912	0.00897	0	0.24543	0.0318
Healthy	0	0.05158	0	0	0	0	0	0		7.07393	0.02676	0	0	0.25966	0	0	0.03753	0	0
Healthy	0	0	0	0	0.00447	0	0	0		0	0	7.053	7.20126	0.42282	0	0.51497	0.01057	0.06955	0
Healthy	0	0	0	0	0	0	0	0		1.17807	0	0.40796	1.13163	0	0	0.24506	0	0.74321	0
Healthy	0	0	0.00223	0	0	0	0	0		0	0.26907	0	0	0	0.06783	0	0.13911	0	0.00671
Healthy	0	0	0	0	0	0	0	0		0	0.41541	0	0	0	0.08219	0	0.54553	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.24027	0	0.15553	0	0	0	0
Healthy	4.53857	0	0.00133	0.10096	0.02548	0.00494	0	0		0	17.8449	0	0	0	0	0	0	0	0
Healthy	0.01911	0	1.16004	0	0.00388	0.00177	0.00093	0.01654		1.16882	0.37459	0	0.01486	0.12594	0.4026	0.25385	0.09237	0.03414	0.13126
Healthy	0	0.01434	0	0	0	0	0	0		0	0.13038	3.93481	0.50306	0	0.65666	0.17896	0	0.10739	0.03203
Healthy	1.08926	0	0	0.00269	0	0	0	0		0	0.05902	0	0.03098	0	0.0144	0.02423	0.29465	0.03164	0
Healthy	0	0	0.03593	0	0	0	0	0		0.3822	0.00466	0	0	0	0	0	0.1528	0	0
Healthy	0	0.25717	0	0	0	0	0	0		0	0.10382	0	0	0	0	0	0.19407	0	0
Healthy	0.80401	0	0	0	0	0	0	0		0	0.18445	0	0	0	0	0	0	0	0
Healthy	0.00272	0	0	0	0	0	0	0		0	0	0	0	7.27651	0	0	0	0	0.13102
Healthy	0	0	0	0	0	0	0	0		0	0.20128	0	0	0	0	0	0.16178	0	0
Healthy	0.04455	0.00528	0	0.00094	0.00042	0	0	0		0.18982	0.00218	0	4.92076	0	0	0.00484	0.00846	0.00981	0
Healthy	0	0	0	0	0	0	0	0		14.1787	15.6878	0	0	0	0.40231	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.88722	0	0	5.4178	0	2.30994	0	0	0	0.21559
Healthy	0.03791	0	0	0.00428	0.00323	0.00221	0	0		2.78702	0	0	0.35362	23.2802	2.20084	0.03596	0.06139	0.25459	0
Healthy	0	0	0	0	0	0	0	0		0.09708	0	0	0.47625	0	0	0	0	0.18534	0
Healthy	0	0	0.3784	0	0.04476	0	0.00385	0.00084		3.40381	1.16672	3.12169	0	0.02091	0.56055	0.01655	0.01742	0.01872	0
Healthy	0	0	0	0	0	0	0	0		0.74691	0	6.84986	0.06915	0	1.8938	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		1.39047	0	0	2.28635	0	1.54627	0.01404	0.00913	0.00607	0.01636
Healthy	0	0	0	0	0	0	0	0		0	0.11614	14.1355	0	1.32931	0.29753	0.05989	0	0.02917	0.06555
Healthy	0.01319	0	0.12888	0	0	0	0	0.00512		0.62769	0.2052	2.57612	0	0	0	0	0	0	0.01332
Healthy	0	0	0.61633	0	0	0	0	0		0	1.59825	0	0	0	0	0	0	0	0
Healthy	0.82718	0	0	0	0	0	0	0		0	0.2633	0	0	0	0	0	0	0	0
Healthy	0.0374	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.44183	0	0
Healthy	0.00805	0.8777	0.03092	0.00218	0.59055	0.01348	0.0793	0.04931		0	4.76065	0	0	0	0	0	0	0	0.08686
Healthy	0	0	0	0	0.02055	0	0	0		0.15443	1.12073	0.64247	0	0	0.06443	0	0.12057	0.02275	0
Healthy	0	0	0	0	0	0	0	0.05242		1.23786	9.19471	0.77896	0.66794	0	0	0.19686	0	0.12022	0
Healthy	0.07095	0	0.90226	0.02047	0	0.005	0	0		0	1.95612	0	7.57017	0	0.21753	0.01158	0	0.03274	0.16245
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.47824	0.12967	0	0	0	0.58729
Healthy	0	1.90232	0	0	0	0	0	0		0	0	0	0	0	0	0	0.05714	0	0
Healthy	0.05378	0	1.35016	0.00333	0.00228	0	0.22483	0		1.00434	0.9211	0	0	0	0.03092	0.0795	0	0.32815	0
Healthy	0	1.82812	0	0	0	0	0	0		0	0	0	0.04049	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	7.73028	0	0.17188	0	0	0.50051	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.22312	0.05461	4.1673	0	0.02726	0.2027	0.85045	0	0.3306	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.32419	0	0	0	0	0.03243
Healthy	0	0.82371	0	0	0	0	0	0		0	0	0	0	0	0	0	0.05188	0	0
Healthy	0.00896	0	0	0	0.13673	0	0	0		0	0	0	0	0.25133	0	0.23497	0	0.00184	0
Healthy	0.00432	0	0	0	0.00138	0	0.01152	0		0.89717	0.64629	0	2.98326	1.30796	0	0.05408	0.04539	0.20288	0.00891
Healthy	0	0	0	0	0	0	0	0		0.03022	0	4.21296	0.15507	0.47893	0.91017	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	3.51683	0	0	0	0.06144	0	0	0	0
Healthy	0.2024	0	0.09875	0	0.00516	0	0	0		0.08994	0	2.82881	0.49788	0	0.62711	0.63139	0.00365	2.84761	0.00311
Healthy	0	0	0	0	0	0	0	0		0.53602	0.03025	0	0.23045	0	0	0.22173	0.01451	0.11606	0.2407
Healthy	0.00261	0	0	0	0	0	0	0		0	0.64716	0	0.69751	0	0	0.45514	0	0.13538	0.00536
Healthy	0	0	0	0	0	0	0	0		0	0.00694	0	0.03936	0	0	0	0	0.04112	0
Healthy	0	0	1.432	0	0	0	0	0		0	3.47722	0	0	0	5.08282	0.01426	0	0.01613	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.78844	0	0	0	0	0	0
Healthy	0	0	0	0	0.02552	0	0	0		0.14175	1.11718	0.77027	0	0	0.04717	0	0.09803	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.01724	0	0	0	0.6158	0.02877	0	0.45948	0.01158
Healthy	0	0	0	0	0	0	0	0		2.17357	1.25479	0	0.17152	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.00195	0.00853	0	0.39469	0	0	0.05047	0	0.10002	0
Healthy	0	0	0	0	0	0	0	0		0	0.40995	0	0	0	0.07812	0	0.53711	0	0
Healthy	0.07646	0	0.02046	0.00518	0	0	0.00081	0		0	0.00058	0	0	0	0	0	0	0	0
Healthy	0.01053	0	0.54857	0	0	0	0.00306	0		2.21179	0.09718	0.00186	1.13319	0.4839	0	0.01473	0.00751	0.04961	0.01151
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.14622	0.3485	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.58929	0.0645	0	2.57611	0	0.82466	0.03522	0	0.0621	0
Healthy	0	0	0	0	0	0	0	0		0	0	1.70351	0.1154	0.40448	0.36212	0	0	0	0
Healthy	0	0	0	0	0	0	0.01002	0		0	0.0969	15.0076	0.18509	0	0	0.76744	0.02233	0.03976	0.02551
Healthy	0	0	0	0	0	0	0	0		0.51403	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.17457	0	0	0	1.67205	0.04337	0	0.4005	0
Healthy	0.13513	0	0	0.11853	0	0	0	0		0	0.40388	8.28691	3.5623	4.4956	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		10.9796	0.02495	0.01081	0	0.03908	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.41073	2.04892	0.18629	0.65357	0.18841	0	0.89122	0	0.00309	0.07147
Healthy	0	0	0	0	0	0	0	0		0	0.18279	0	0	0	0	0	0.16027	0	0
Healthy	0	0	0.72403	0	0.00479	0	0	0		0	3.5251	1.2545	0	0	0	0	0.12961	0.00976	0.24579
Healthy	0.04534	0	0	0	0.00183	0	0.64414	0.06543		0	0	1.86082	4.17102	0	0	0.01634	0	0	0.5515
Healthy	0	0.14257	0	0	0	0	0	0		0.04302	0.09868	0	0	0	0	0.10554	0.00583	0.00346	0
Healthy	0	0	0	0	0	0	0	0		0	0	8.68204	1.66349	0	0	0.07643	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.58013	0	0	0	0	1.16315	0	0	0	0
Healthy	0.59298	0	0	0.04744	0	0.06604	0	0		0	0.15722	0	2.69716	0	0	0.45325	0	0.25667	0
Healthy	0.83577	0	0	0	0	0	0	0		0	0.21668	0	0	0	0	0	0	0	0
Healthy	0.07999	0	0	0.05292	0	0	0	0		0	0	0.0036	0.15949	0	0.62508	0.02602	0	0.04335	0
Healthy	0	0	0.18428	0	0	0	0	0		0.13626	0.57525	0	0.37717	0	0	0	0	0	0
