group	Veillonella_parvula_A	Enterocloster_clostridioformis_A	Bifidobacterium_breve	Veillonella_atypica	Longicatena_innocuum	Veillonella_dispar_A	Streptococcus_sp004166885	Rothia_sp001808955		Akkermansia_muciniphila_D	Bifidobacterium_longum	Phocaeicola_sp900554435	Roseburia_intestinalis	Bacteroides_sp900066265	Mediterraneibacter_lactaris	Anaerostipes_hadrus	Clostridium_A_leptum	Anaerostipes_hadrus_A	Adlercreutzia_equolifaciens
Healthy	0	0	0	0	0	0	0	0		0.2125	0	1.95612	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.38056	0	0	0	0.07551	0	0.48975	0	0
Healthy	0	0	0	0	0	0	0	0.02678		0	0	0	1.60622	0	1.50164	0	0	0	1.36407
Healthy	0.14986	0	0	0.05282	0	0.02325	0	0		0	0.00738	0	1.09956	0	0.34872	0.05101	0	0.26664	0
Healthy	0	0	0	0	0	0	0	0		0	0.22342	0	0	0	0	0	0.20739	0	0
Healthy	0.02261	0	0.03319	0.00669	0.00315	0.00427	0	0.0332		0	1.54316	0	2.33463	0	0.00016	0.07217	0.01228	0.01746	0.3591
Healthy	0	0	0	0	0.01096	0	0	0		1.21439	0.30849	0	0.13846	0	0.10429	0.08618	0.02356	0.03621	0
Healthy	0	0	0	0	0	0	0	0		0	2.40964	0	0	0	1.3916	0	0.19101	0	0.14743
Healthy	0.02182	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.39038	0.0115	0
Healthy	0.10466	0	1.16738	1.12168	0	0.12664	0	0		1.22072	0.63251	0	6.35938	0	0	0.04429	0	0.00812	0
Healthy	0	0.05103	0	0	0.00418	0	0	0		7.01615	0.02822	0	0	0.25397	0	0	0.02384	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.04952	0	0	0	0.07662	0	0	0	0
Healthy	1.47679	0	0	0	0.03059	0.78792	0	0.05945		4.32216	15.8391	0	2.60348	0	0.38163	0.16459	1.17557	0.3117	0.35688
Healthy	0.00638	0	0	0	0	0	0.00219	0		1.23974	0.02037	2.26252	0.00982	0.32479	1.19513	0.00591	0	0	0
Healthy	0.51269	0.01301	0.53896	0.19142	0	0.01921	0	0		30.6252	0.22773	0.02371	0.24394	0.0261	0	0.00224	0.20074	0.00703	0
Healthy	0	0	0	0	0	0	0	0		0.57529	0	2.05128	3.606	0	1.72059	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	4.5987	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	1.63772	0.11971	0.41497	0.31014	0	0	0	0
Healthy	0.27972	0	0	0	0	0.01433	0	0		0	0.0494	0	0.34227	0	0.26366	0.25361	0	0.08908	0.02256
Healthy	2.45471	0	81.0363	0.17811	0.59857	0.04514	0	0.33836		0	2.30795	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.1126	0.01296	0	0	0	0.01838	0.07034	0	0.72588	0.00983
Healthy	0	0	0	0	0	0	0	0		3.13991	0	0	1.64071	6.93091	0.64734	0.13643	0	0.09901	0
Healthy	0	0	0.56596	0	0.01081	0	0	0		6.58545	0.38217	0	0	0	0	0	0.23679	0	0
Healthy	0.01446	0	0	0.00354	0	0	0	0		0.70914	0	0	2.39138	0	0	0.04631	0.01372	0	0
Healthy	0.40077	0.16633	0	0	0	0	0	0		0	0	0	0	0	0	0.2271	0	0.2282	0
Healthy	0	0	0	0	0	0	0	0		0	0.19179	0	6.70672	0	0.36684	0.01825	0.205	0.03651	0.0046
Healthy	0.05344	0	0	0	0	0.02787	0	0		0	0	0	0	0.10367	0.35538	0	0	0	0.05506
Healthy	0.47713	0	0	0	0	0	0	0		0	0.33428	0	0.41671	0	0.0953	0.06005	0	0	0
Healthy	0	0	0	0	0	0	0	0.41692		0	2.41607	0	0	0	0	0	0	0	0
Healthy	0.07584	0	0	0	0	0	0	0		0.18063	0	3.93219	5.58651	0.84024	0.87008	0.08234	0	0.05943	0
Healthy	0	0.1316	0	0	0	0	0	0		0.01119	0.00095	0	0	0	0	0.20403	0	0.11605	0
Healthy	0	0	0	0	0	0	0	0		0.91213	9.01446	0.95363	0.6379	0	0	0.16199	0	0.14123	0
Healthy	2.60527	0.48919	0	0.00033	0.00057	0	0	0.00246		0	28.2805	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		11.2789	0	0.2185	0.09058	0	0.06247	0.58515	0	0.59238	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	4.70227	0.22927	0.73022	0.69601
Healthy	0	0	0	0	0	0	0	0		0	0	0	2.53633	0	0.63998	0.02204	0	0.02314	0.02868
Healthy	0.00687	0	0.2556	0	0.00641	0	0	0.01003		1.93009	3.14192	0	0	0	0	0.00874	0.47771	0.00591	0.43621
Healthy	0.01469	0.00562	0.15555	0.05963	0.00326	0.00454	0	0.01519		0	10.3119	0	0.04609	0	0.78005	0.02806	0.1531	0.19005	0.67682
Healthy	0	0	0	0	0	0	0	0		2.14355	3.86195	0	0	0.20377	4.16656	0.03136	0	0	0
Healthy	0.14797	0	0.243	0.00188	0	0	0	0		0	0.11545	0	0	0	0.00734	0	0	0	0
Healthy	7.08914	0	0	0	0	0	0	0.00158		0	43.9427	0	0	0	0	0	0	0	0
Healthy	0.02132	0	0	0.03591	0	0.01018	0.00496	0		0.00565	0.1619	0	5.22983	0	0	0.02361	0.06784	0.01781	0.00609
Healthy	0	0	0	0	0.0028	0	0	0		1.25337	0	2.31046	0.14194	0	0.95573	0.07711	0.01423	0.01234	0
Healthy	0	0	0	0.01001	0.00224	0	0	0		0	1.73385	0	0.11944	0	0.87067	0.02826	0.19753	0.03224	0.32362
Healthy	0	0	0	0	0	0	0	0		0	0.07445	0	0	0	0.07147	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	1.29756	0	0	0	1.14609	0.20243	0	1.40978	0
Healthy	0.0832	0	0	0.02458	0	0.01243	0	0		0	0.01462	0.00081	1.24152	0.04886	1.27885	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.00692	0	0	0		0.15608	1.20514	0.66847	0	0	0.06278	0	0.13013	0.00382	0
Healthy	0	0	0	0	0	0	0	0		20.4633	0	0.59406	0.11629	0	0	0	0.05045	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	10.295	0	0	0	0	0	0	0
Healthy	0	0	6.33299	0	0	0	0	0		0	0	0	4.03538	0	0	0	0.72594	0	0
Healthy	0.91726	0	0.04342	0.01434	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00257	0	0	0	0.00091	0	0.01244	0		1.22439	0.28684	0.58388	1.13703	0	1.86329	0.03065	0.05958	0.27844	0.01703
Healthy	0.04206	0.0268	0	0.04314	0.0005	0.00367	0	0		0.72343	3.59321	0	0	0	2.28049	1.93526	0.00688	0.18885	0.62346
Healthy	0.81817	0	0.07295	0	0	0.11433	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	5.81341	6.53223	0.19042	0	0.46132	0	0	0
Healthy	0	0	0.022	0	0.03632	0	0	0.01998		0	6.74664	2.16561	0	0	0	0	0	0	0
Healthy	0.00668	0	0	0	0.00859	0	0	0.00534		0	0.07716	0	0.3364	0	0.24723	6.57606	0.55021	1.69315	0.42049
Healthy	0	0	0	0	0	0	0	0		1.0315	0	0	0	0.03398	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		3.38056	0.14745	0	0	0.21487	0	0	0	0	0
Healthy	0.00998	0	0	0	0	0	0	0		0	0	1.67537	2.00003	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.86696	0	0	4.97594	0	2.46323	0	0	0	0.13396
Healthy	0	0	0	0	0	0	0	0		0.54241	0	0	0	0	0	0	0	0	0
Healthy	0.02502	0	22.3926	0.00572	0.01974	0.01737	0	0.00091		0	18.8144	0	0	0	0	0	0.04525	0	0
Healthy	0	0	0.39076	0	0.0051	0	0	0		0	0.53162	3.96409	0	0	0	0	0.15954	0	0.20239
Healthy	0.09131	0	0.01493	0.06649	0	0.11265	0	0.00495		0.07023	0.01673	0	3.17881	2.71758	0	0	0.06865	0	0
Healthy	0	0	0	0	0	0	0	0		0	13.0131	0	7.5986	0	2.11837	0	0	0	0
Healthy	0.00162	0.00899	0.0846	0	0.00118	0	0	0		0	1.63842	0	0	0	0	0.0111	0.00019	0.03293	0.19094
Healthy	0	0	0	0	0.00173	0	0	0		0	0.39804	0	0	0	0	0.03933	0.00139	0.00302	0
Healthy	0	0	0	0	0	0	0	0		0	0	5.85014	6.31753	0.19999	0	0.38884	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.00166	0	1.21765	0	0	0	0	0	0
Healthy	0.041	0	0	0.04526	0.00019	0.01638	0	0		1.4189	0	0	0.51501	0.29288	0	0.04441	0	0.0022	0.00051
Healthy	0	0	0	0	0	0	0	0		0.00222	0.38273	5.02651	0.01478	0	0	0	0	0	0
Healthy	0.01377	0	0	0.02364	0.00306	0.10553	0.01106	0.00669		0	0.01712	0	0.09213	0.13047	0.68475	0.05502	0.00188	0.09164	0
Healthy	0	0	0	0	0.03123	0	0	0		1.27653	0.12643	0	0.57253	0	0.33432	0	0	0	0
Healthy	0.05076	0	0	0	0	0	0	0		0.0577	0.03324	0.00094	1.36075	0	0.42585	0.19288	0.10681	0	0
Healthy	0	0	0	0.00142	0.00289	0	0	0		0	0	0.31609	7.48007	0.15989	0.00574	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	3.04113	0	0.60412	0.13353	0	0	0
Healthy	9.07606	0	0.72455	0.3161	0.00283	0.00558	0.1437	0.01004		0	3.84363	0	0	0	0	0	0	0	0
Healthy	0.03401	0	0.02038	0	0	0	0	0		0	0.11093	0	0.21622	0	0	0	0	0	0.03302
Healthy	0	0	0.04776	0	0.00119	0	0.0806	0		0	0.90623	0.2444	0	0.06076	0	0.14158	0.04534	0.09026	0.0045
Healthy	0.67804	0	0.04749	0.00351	0	0.01381	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.21311	0	0	0.60482	0	0.09162	0.00746	0		0.01991	0	0	1.14647	0	0	0.04268	0	0.04752	0
Healthy	0	0	0.14999	0	0	0	0	0		0.12672	0.55911	0	0.46166	0	0	0	0	0	0
Healthy	0.00184	0	0	0	0	0	0	0		0	0.0024	3.38835	1.05078	0	0	0.46022	0	0.81763	0.52102
Healthy	0	0	0	0	0.00314	0	0	0		23.5237	0.15329	0	0.6264	0	0	0.14557	3.31076	0	2.99242
Healthy	0.02638	0	0	0.12998	0	0.02604	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	4.20669	6.81048	0	0	0	0.30103	0	0.32811	0
Healthy	0	0	0	0	0	0	0	0		1.50496	0	2.2134	0.63983	0	0	0.16439	0	0.53917	0
Healthy	0	0	0	0	0	0	0	0		1.26451	3.07017	0.22455	3.04801	0.72015	0	0.33705	0	0	0.05363
Healthy	0	0	0	0	0	0	0	0		0	0	4.51964	1.61493	0	0	0.27707	0.0443	0	0
Healthy	0	0	0	0	0.00973	0	0	0		44.2378	0.00528	0	0	0.22057	0	0	0.03422	0	0
Healthy	0	0	0.05577	0	0	0	0	0		4.6755	0.28362	0.61699	0.05746	0	0	0	0	0	0
Healthy	0	0	0	0	0.04239	0	0	0		2.52599	0.15727	2.92501	0	0	1.15589	0	0.88663	0	0.04366
Healthy	0	0	0.3908	0	0.00255	0	0	0		0	0.5764	3.77517	0	0	0	0	0.12767	0	0.15991
Healthy	0	0	0	0	0	0	0	0		1.02779	0	0	0	0	0.15881	0.03226	0.03342	0.0366	0.00758
Healthy	0	0	0.1036	0	0	0	0	0		0.5209	0.24003	2.43637	0	0	0	0	0	0	0.02361
Healthy	0.00268	0	0	0.00786	0	0	0	0		4.8674	0	3.5915	0.07144	0	0	0.074	0.51109	0.06744	0.01481
Healthy	0	0	0	0	0	0	0	0		7.48082	0.27957	0	0.33623	0	1.83824	0.26195	0.38	0.09354	0
Healthy	0.39066	0	0	0.10176	0.00069	0	0	0		0.01315	2.52201	0	3.86211	0	1.90044	0.73212	0	0.18615	0
Healthy	0	0	0	0	0	0	0	0		0	1.26883	0	17.1243	0	5.20759	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.06147	0	0	0	0	0	0	0		0	4.17296	0	0.41378	0	0	0.9934	0.01058	0.04979	0.10612
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	4.56607	0	0	0	0	0
Healthy	0.06559	0.02825	0.00288	0.04742	0.0045	0.00385	0	0		1.08458	4.88268	0.44252	1.16691	0.09668	0.00478	0.09116	0.10364	0.06457	0.30733
Healthy	0	0	0	0	0	0	0	0		10.6569	0.02942	0.00278	0	0.02455	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.05121	0.06427	0	0.09708	0.41315	0.23229	0	0	0	0
Healthy	1.91489	0	0	0.28921	0	0.10415	0	0		0	0	0	0.01546	0	0	0.03096	0	0	0
Healthy	0	0	1.02982	0	0	0	0	0		0.02725	25.3893	0.65397	0.02296	0	0	0.62207	0.00532	0.17929	0.01591
Healthy	0.20313	0	0	0	0	0	0	0		0	0.38968	0	0	0	0.19728	0	0	0	0
Healthy	0.16456	0	0	0.09642	0	0	0	0		0	0.4348	8.22928	3.90614	4.09231	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		19.5909	0	0.4896	0.10453	0	0	0	0.04613	0	0
Healthy	0	0	0	0	0	0	0	0		0.7193	0	0.73136	0.5782	0	0.0246	0.32675	0	0.77533	0
Healthy	0.00361	0	0	0.00592	0	0.00348	0.00127	0.00023		0	4.97834	0	0	0	0	0	0	0	0
Healthy	0.01088	0.01978	0	0.00157	0.00283	0.00472	0.01893	0.06411		0	0.02574	0.28071	0.20496	0.04104	0.09559	0.17623	1.82862	0.0853	0
Healthy	0	0	0	0	0	0	0	0		0.21868	0.4512	0	1.64283	0	0.73558	0.02643	0	0.01294	0.00649
Healthy	0.01712	0	0.05825	0	0	0	0.02839	0.06842		1.21605	0.00164	0	0.05242	0	2.10747	0.06749	0.05833	0.03159	0.13253
Healthy	0	4.62185	0	0	0.02358	0	0	0		6.01337	0	0	0	0.07466	0	0	0	0	0
Healthy	0.84661	0	0	0	0	0	0	0		0	0.1876	0	0	0	0	0	0	0	0
Healthy	0	0.00454	0.7461	0	0.00484	0	0	0		0	3.41684	1.94732	0.25832	0.5473	0	0.08628	0.06817	0.10233	0.37181
Healthy	0	0	0.02225	0	0	0	0	0		4.04053	0.10494	0	0	0	0	0	0.36664	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.31982	0	0	0.79723	0	0.26055	0.04657
Healthy	0	0	0.14914	0	0	0	0	0		0	0.17741	0	1.87717	0	0.49164	0.01844	0	0.02836	0
Healthy	0	0	0	0	0	0	0	0		19.4484	0	0.57346	0.1124	0	0	0	0.04373	0	0
Healthy	0.04573	0	0	0.01252	0	0	0	0		0.74671	0	0	1.47579	0	0	0.00437	0.00481	0	0.00191
Healthy	0	0	0.22461	0	0	0	0	0		16.4526	2.1519	0.25816	0	0	0	0	1.11055	0	0.18762
Healthy	0.08774	0	0	0.2413	0	0.03288	0.10116	0.50881		0	0	0	0.07039	0	0.01522	2.04864	0	0.67672	0
Healthy	0.0188	0	0	0	0	0	0	0		0	0	9.87273	1.85777	0	0	0.56686	0	0	0
Healthy	0	0	0.37546	0	0	0	0	0		0	0.04331	0	0	0	0	0.03398	0.02944	0	0
Healthy	0	0	0	0	0	0	0	0		0	1.4907	0	0	0.60747	5.13208	0	0	0	0
Healthy	0.00581	0	0	0	0.00192	0	0	0		3.80873	0.95903	0	0.05919	0	0.32847	0.10954	0	0.02453	0
Healthy	0	0	0	0	0	0	0	0		0	0	3.44298	0.39628	0.16717	0.32895	0	0	0	0
Healthy	0	0	0	0	0	0	0.06938	0		0	0	0	0	0	0	0.00222	0	0.04562	0
Healthy	0.12172	0	0	0.10904	0	0.00624	0	0		0.69286	0.1036	0	0.11366	0	0.30804	0.03766	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	30.3269	0	0	0	0	0	0	0
Healthy	0	0.06073	0.05575	0	0	0	0	0		0	0.03995	0	0	0	0.06554	0	0.1183	0	0
D012778	5.5747	0.00131	0.01062	0.72271	0.12462	0.00252	0.0012	0.0027		0	0.0037	0	0	0	0	0	0	0	0
Healthy	0.31146	0	0	0.55618	0	0.07676	0.00244	0		0.0164	0	0	1.18442	0	0	0.08514	0.02269	0.04458	0
Healthy	0	0	0	0	0	0	0	0		0	0.00343	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.00526	0.32729	5.09533	0.00596	0	0	0	0	0	0
Healthy	0	0	0	0	0.01299	0	0.00599	0		0.49443	1.31036	0.69712	0	0	0.0084	0	0.56542	0.03142	0
Healthy	0	0	0	0	0	0	0	0		10.4311	0	2.05632	0.49467	0	0.27977	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.1905	7.26708	0.27953	3.71477	0.41042	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.22345	0	0	0	0	0	0.13565	0	0
Healthy	0	0	3.19308	0	0	0	0	0		1.61727	1.95319	0	0	0	0	0	0	0	0
Healthy	0.0721	0	0	0	0	0	0	0		14.4121	0.56788	0	0.07952	0	0.58762	0	0	0	0.0784
Healthy	0	4.3418	0	0	0.01628	0	0	0		5.88784	0	0	0	0.07653	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	3.53652	0.38102	0.21114	0.34872	0	0	0	0
Healthy	0	0	0.11136	0	0	0	0	0		13.7401	1.14877	0.41398	0	0	0	0	0.6986	0	0.10171
Healthy	0	0	0	0	0	0	0	0		15.0718	10.4555	0	0.0722	0	0	0	0.05962	0	0.40159
Healthy	0	0	0	0	0.00401	0	0	0		1.21156	0	0.00045	2.5959	0	1.7986	0.01257	0.02835	0.00403	0.00261
Healthy	0	0	0	0	0	0	0	0		0.76349	0	0	0	0	0.22037	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.44643	0.12565	0	0	0	0.50417
Healthy	0	0.3084	0	0	0	0	0	0		1.8081	0.16083	10.6702	0	21.6175	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.08958	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.16811	0	2.6247	0.04268	0.04523	0.9137	0.00795	0	0	0.01454
Healthy	0.10626	0	0	0	0	0	0	0		9.43514	0.22537	0	0.52331	0	1.67333	0	0	0	0.08972
Healthy	0.00272	0.14754	0	0	0	0	0	0		0.01171	0.39225	0	0	0	0	0.03066	0.0137	0.04537	0
Healthy	0	0	0	0	0	0	0	0		1.24718	1.66957	0	0.36931	0	2.29969	0.49473	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	2.13982	0.04438	0	2.26258	0.57553	0	1.25663	0
Healthy	0	0	0	0	0	0	0	0		0	0.61469	0	0.49956	0	1.72869	0	0	0	0
Healthy	0.10893	0	0	0	0	0	0	0		9.37921	0.21042	0	0.461	0	1.75285	0	0	0	0.08768
Healthy	0.00981	0	0	0.12574	0.00461	0	0.08263	0		3.3745	1.07776	5.33358	0	0.00071	0	0.27859	0.02629	0.1796	0.16933
Healthy	0	0	0	0	0	0	0	0		3.78994	0.29024	0	0	0.28994	0.05494	0	0	0	0
Healthy	0	0	0.08949	0	0	0	0	0		0.55913	0.16698	2.52314	0	0	0	0	0	0.00424	0
Healthy	0.00826	0	0	0	0.00896	0	0.01169	0		0	0.42463	0	0	0.54028	0	0.06394	0.37834	0.07853	0.04168
Healthy	9.36701	0	0	0	0	0.00342	0	0.00779		0	0	0	0.00456	0.00113	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.04526	0	0.01352	0.04018	0.012	0.00656	0.09512	0		0.50396	0.08822	0.65195	5.2502	0	4.28101	0.04259	0.0093	0.05059	0.65034
Healthy	0	0	0	0	0	0	0	0		0	0.00838	0	0	0	0.04939	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		19.6278	0	0.51623	0.10628	0	0	0	0.05009	0	0
Healthy	0	0	0.40956	0	0.00738	0	0	0		0	0.58343	3.85837	0	0	0	0	0.13527	0	0.17381
Healthy	0	0	0	0	0	0	0	0		0	0	28.4112	0	0	0	0.08213	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	3.52379	0.36178	0.14528	0.35003	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.00237	0	0.03278	0	0	0	0	0.04671	0
Healthy	0	0	0	0	0	0	0	0		0	0.39543	0	0	0	0.0701	0	0.49301	0	0
Healthy	0.0597	0	0.09279	0.00262	0	0.01094	0	0		0	0.08894	5.886	4.00861	0.85888	0	0.01424	0	0.03439	0
Healthy	0	0	0	0	0	0	0	0		5.42101	0.1479	0	1.23231	0	1.23652	0	0.03704	0	0.09387
Healthy	0.13397	0	0	0.02154	0.00127	0.00042	0.00514	0		1.72479	0.7728	0.10978	0.45261	0.01629	1.61151	0.07657	0.00426	0.04652	0
Healthy	0	0	0	0	0	0	0	0		0	0	0.57	0	0.13939	0	0	3.15154	0	0
Healthy	0.07164	0	0	0.0966	0.00049	0.02077	0.01369	0.01166		0.42264	0.23134	0	0.91333	0.01024	1.29174	0.00369	0.0014	0.00585	0
Healthy	0.14255	0	0.04393	0.00633	0	0.00523	0	0		0	0	0	0.06043	0	0	0.03777	0.06074	0	0
Healthy	0	0	2.53089	0	0	0	0	0		0	0	0	1.10186	0	0	0	0	0	0
Healthy	0	0	9.79713	0	0	0	0	0		0	7.90712	0	0	0	0	0	0	0	0
Healthy	0.00302	0	0	0.00079	0.00244	0	0	0		0.01619	0.21198	1.34951	3.49419	0.00697	0.3884	0.00894	0.00642	0.01054	0.00056
Healthy	0.01679	0	0	0.03248	0	0	0.04705	0		0.02781	0.95453	0	12.0821	0	0	0.95891	0	0.15496	0.09959
Healthy	0	1.88748	0	0	0	0	0	0		0	0	0	1.52045	0.01225	0.003	0	1.01937	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	2.53942	1.94042	1.78972	0.30195	0.0048	0	0.00131	0
Healthy	0.05327	0.01918	1.86088	0	0.01496	0	0.08613	0		0.76304	0.71112	5.14952	0.53229	0	0	0.10502	0.00394	0.07459	0.09701
Healthy	0.01531	0.21885	0	0	0.02002	0	0.04982	0.03211		0	0	0	0	0	0	0	0.11455	0	0.54564
Healthy	0	0.03208	0.0398	0	0.01001	0	0	0		10.8549	6.54864	0	0	0	0	0.00537	2.08346	0.03608	0
Healthy	0	0	0	0	0	0	0	0		3.50999	0.26781	0	0	0.30843	0.03099	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.5671	0	0	0.60962	3.20949	0.01136	0	0	0	0.1995
Healthy	0	0	0	0	0	0	0	0		0	0	0	1.44565	0	0.79148	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		3.67965	0	0	2.08264	0.65975	0.4046	0.37595	0	0.32857	0
Healthy	0.06534	0.01231	0.04326	0.00591	0.00099	0.00348	0	0.0021		0.12571	0.16241	3.21919	0.11267	0	0	0.04096	0.39675	0.0815	0.35578
Healthy	0.08824	0	0.01897	0	0.00035	0.00064	0.00949	0.06018		0.07021	1.12834	5.53914	0	0.1604	0.28491	0.14465	0.21764	0.04566	0.0672
Healthy	0.00466	0	0	0.46668	0.24217	0.12369	0	0.02743		0	0.01071	0	0	0	0	0	0	0	0
Healthy	0.1108	0	43.6007	0	0	0	0	0		0	29.5992	0	0	0	0	0	0	0	0
Healthy	0.02273	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.3789	0.03874	0
Healthy	0.0058	0	0	0	0.00044	0	0	0		22.7766	0.42143	3.53378	0.16721	0.88411	0.11767	0.01668	0.00882	0.01352	0.00775
Healthy	0	0	0	0	0.0051	0	0	0		0.16423	1.14957	0.68699	0	0	0.07364	0	0.10452	0.01072	0
Healthy	0.01671	0	0	0.06445	0	0.00232	0	0		0.52681	0.13394	0	0.25483	0	0.95964	0.01467	0.0509	0.22783	0
Healthy	0	0	0	0	0	0	0	0		0	0.01109	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	1.61261	0.13613	0.31671	0.33877	0	0	0	0
Healthy	0.01139	0	0	0	0	0	0.03803	0		0.00197	0.3221	0	0.55811	0	1.65843	0.04025	0.12468	0.01214	0.04434
Healthy	0	0	0.06187	0	0	0	0	0		71.3874	0.08091	0	0.04974	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.86874	0	0.09925	0.03399	0.0018	0.00369	0
Healthy	0	0	0	0	0	0	0	0		0	0.087	0	0	0	0.06626	0	0	0	0
Healthy	0.09203	0	0	0.01223	0.00715	0.04102	0	0		0	0.00787	0.00859	0.31155	0	0	0	0	0.24224	0
Healthy	0.11121	0	0	0.03629	0	0.0372	0	0.03618		0	3.73439	6.98648	2.07758	3.1446	2.24699	0.08961	0	0.09051	0.02163
Healthy	0	0	0.55415	0	0.00499	0	0	0.00394		3.0857	0.14435	0	0.58016	0	0.90593	0.06404	0.02568	0.05393	0.26192
Healthy	0	0	0	0	0	0	0	0		0	4.11223	0	6.5741	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.01108	0	0	0	0	0	0	0		0	0	0	0.15547	0.07865	0.1913	0	0	0	0.0141
Healthy	0.00194	0.04761	0	0	0	0	0	0		0.52822	0	0	0.53197	3.28742	0.02502	0	0	0	0.22405
Healthy	0	1.77795	0	0	0	0	0	0		0	0	0	0.0444	0	0	0	0	0	0
Healthy	0.01058	0	0	0.00801	0.00391	0	0.02048	0		0.03598	0.55095	3.24483	3.13957	0	0	0.07065	0.01514	0.0913	0.02795
Healthy	0	0	0	0	0	0	0	0		0.97957	0.31	0.45435	0.95883	0	1.74459	0.01935	0.01904	0.24666	0
Healthy	0.11583	0	0	0.09348	0	0	0	0		0	0.50417	8.27613	3.72594	4.35488	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		1.18706	0	0	0	1.44893	0.0822	0	0	0	0
Healthy	0	0.03444	0	0	0.06512	0	0	0		0.47066	0	0	0.70879	0	0.91071	0	0	0	0.06423
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.02367	0	0	0.03505	0	0	0
Healthy	0	0	0	0	0	0	0	0		1.44349	0	0	0.02904	0.99894	0	0	0	0	0.51778
Healthy	0.04547	0.03303	0.34889	0	0.00326	0	0.01869	0		0.92004	3.25253	0	0.40334	0	0	0.1094	0.04535	1.09109	0
Healthy	0	0	0	0	0	0	0	0		8.79212	0	0.18417	0.97604	0	0	0.56812	0	0.56316	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0.61683	1.16751	0	0.12168	0
Healthy	0	0	0	0	0	0	0	0		0	0.01939	9.16404	0	4.17474	0.21969	0.02045	0	0	0.04271
Healthy	0.01531	0	0	0.04861	0.05992	0.00403	0.01717	0.00678		0.50904	0.12417	3.24624	0.51044	0.15759	0	0.04864	0.00664	0.08661	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.73009	0	0.80755	0	0	0	2.01574
Healthy	0	0	0	0	0	0	0	0		0	0	9.46939	0.58935	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	2.33324	0	0	0	0	0
Healthy	0.08493	0.0698	0	0.01907	0	0.06001	0	0		1.25518	0.30579	0	0	0	0	0	0	0.00708	0
