group	Veillonella	Longicatena	Rothia		Prevotella	Akkermansia	Enterocloster	Methanobrevibacter_A	Collinsella	Anaerostipes	Clostridium_A	Intestinibacter	Parasutterella	Adlercreutzia
Healthy	0	0	0.02014		0.02971	0.00431	0.00039	0	0	0	0	0	0	0
Healthy	0	0	0		0	3.29025	0.18535	2.94825	0.77635	0.4048	0	0	0	0.15275
Healthy	0	0	0		10.09288	23.1101	0.27115	2.14605	0.32328	0	0.04752	0	0	0
Healthy	0	0	0		0	0	4.51384	0	0	0	0.05518	0	0	0
Healthy	0	0	0		68.194	0.55513	0.60722	0	0	0	0	0	0	0
Healthy	0.23005	0	0		0	0	0.01387	0	0.14466	0	0	0	0.25053	0
Healthy	0	0	0		12.9126	0.10918	0.29599	0.00287	0.80353	0.41325	0	0	0	0.03737
Healthy	0	0	0		0	0.2125	0	0	0	0	0	0	0.07875	0
Healthy	0	0.2541	0		0	0	0.08279	0	0	0	0.48975	0	0.16176	0
Healthy	0	0	0.02678		0	0	0.43828	0	1.41122	0	0	0	0.27122	1.36407
Healthy	0.22593	0	0		17.79856	0	0.19405	0	0.16486	0.31765	0	0	0	0
Healthy	0	0	0		0	0	2.39974	0	0	0	0.20739	0	0.10489	0
Healthy	0.03357	0.00315	0.0332		0.00106	0	1.07057	0.08105	1.01192	0.08963	0.01228	0.02318	0	0.3591
Healthy	0	0.01096	0		0	1.21439	1.33075	0.4182	1.05984	0.12239	0.02356	0	0.0164	0
Healthy	0	0	0		0	0	1.18186	4.59177	2.83929	0	0.19101	0	0	0.14743
Healthy	0.02182	0	0		0	0	0.11417	0	0.11391	0.0115	0.39038	0	0.11036	0
Healthy	1.35298	0	0		0	1.22072	0.4165	0	0	0.05241	0	0.00694	0	0
Healthy	0	0.00418	0		0	7.01615	0.27517	0	0.72103	0	0.02384	0	0.01179	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0.23517	0
Healthy	2.26471	0.03059	0.05945		0	4.32216	1.30015	0	0.1604	0.47629	1.17557	0.03313	3.38681	0.35688
Healthy	0.00638	0	0		0	1.23974	0.42663	4.87042	0	0.00591	0	0.52529	0.03504	0
Healthy	0.72332	0	0		0.89633	30.6252	0.26843	0	0.28545	0.00927	0.20074	0.006	0.01464	0
Healthy	0	0	0		0	0.57529	0	3.47638	0	0	0	0	0.37923	0
Healthy	0	0	0		0	0	0	0	0.05778	0	0	0	0.40076	0
Healthy	0	0	0		32.12726	0	0.60474	0.01845	0.61893	0	0	0	0	0
Healthy	0.29405	0	0		0	0	0.33459	0	0.07793	0.34269	0	1.67647	0.08042	0.02256
Healthy	2.67796	0.59857	0.33836		0.0019	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		1.50653	0.1126	0.06553	0	2.16757	0.79622	0	0	0	0.00983
Healthy	0	0	0		0	3.13991	0.41449	0	0	0.23544	0	0	0.04987	0
Healthy	0	0.01273	0		0	6.58545	1.44632	0	0.0011	0	0.23679	0	0.33156	0
Healthy	0.018	0	0		0	0.70914	0.23746	0	0.01178	0.04631	0.01372	0	0	0
Healthy	0.40077	0	0		0.02562	0	5.95567	0	0	0.4553	0	0	0	0
Healthy	0	0	0		0	0	0.26442	0.0691	0.07989	0.05476	0.205	0	0.00088	0.0046
Healthy	0.08131	0	0		0	0	0.03855	0	0.15786	0	0	0	0	0.05506
Healthy	0.47713	0	0		0	0	0.14255	0	0.13429	0.06005	0	0.46797	0.07799	0
Healthy	0	0	0.41692		0	0	0	0	0.79689	0	0	0	0	0
Healthy	0.07584	0	0		59.3669	0.18063	0.97034	0.08662	0	0.14177	0	0	0.00387	0
Healthy	0	0.00136	0		38.85502	0.01119	0.26282	0	0	0.33237	0	0.01349	0.01037	0
Healthy	0	0	0		0	0.91213	0.0394	0.69324	1.29052	0.30322	0	0	0	0
Healthy	2.6056	0.00057	0.00246		0.00591	0	0.48919	0	0	0	0	0.16795	0	0
Healthy	0	0	0		3.29118	11.2789	3.23424	2.63237	0	1.17753	0	0	0.03292	0
Healthy	0	0	0		0	0	0.07329	0	0	5.43249	0.22927	0	0	0.69601
Healthy	0	0	0		0	0	0.29128	0	0.12572	0.04518	0	0.00045	0.70432	0.02868
Healthy	0.00687	0.01259	0.01003		0	1.93009	1.35058	0	1.88448	0.01465	0.47771	0.14691	0	0.43621
Healthy	0.07886	0.06525	0.01519		0	0	0.25109	0	0	0.21811	0.1531	0.00915	0.20787	0.67682
Healthy	0	0	0		0	2.14355	2.72136	0.94896	0	0.03136	0	0	0	0
Healthy	0.14985	0	0		0	0	0.06158	0	0.04562	0	0	0	0.00804	0
Healthy	7.08914	0	0.00158		0	0	0.33227	0	0	0	0	0	0	0
Healthy	0.06741	0	0		0	0.00565	1.00118	0	0.09493	0.04142	0.06784	0.0052	0.06515	0.00609
Healthy	0	0.0028	0		1.61529	1.25337	0.57875	0.15968	0.08786	0.08945	0.01423	1.85425	0.10194	0
Healthy	0.01001	0.03225	0		0	0	1.48163	0	0.25706	0.0605	0.19753	0.03518	0.05655	0.32362
Healthy	0	0.01048	0		0	0	0	0	0	0	0	0	0.23086	0
Healthy	0	0	0		7.21774	0	0.11127	0	3.53082	1.61221	0	0	0	0
Healthy	0.12021	0	0		58.5086	0	0.24068	0	0.09109	0	0	0	0	0
Healthy	0	0	0		56.7927	0	0	0	0	0	0	0	0	0
Healthy	0	0.01893	0		0	0.15608	0.11355	0	0.67087	0.00382	0.13013	0	0.00439	0
Healthy	0	0	0		7.0259	20.4633	1.96463	0.52052	0	0	0.05045	0	0.01825	0
Healthy	0	0	0		0	0	0	9.59731	0	0	0	0	0	0
Healthy	0	0	0		0	0	1.31885	0	0.47945	0	0.72594	0	0	0
Healthy	0.9316	0	0		0	0	0.01698	0	0.19684	0	0	0	0	0
Healthy	0.00257	0.00091	0		0.00477	1.22439	0.78063	0	0.21619	0.30909	0.05958	0.03411	0.00583	0.01703
Healthy	0.08887	0.00549	0		0	0.72343	0.84157	0	1.46947	2.13165	0.00688	0.3751	0.00931	0.62346
Healthy	0.9325	0	0		0	0	0.03884	0	0.2106	0	0	0	0	0
Healthy	0	0	0		0	0	1.17043	0	6.33637	0.46132	0	0	0	0
Healthy	0	0.06042	0.01998		0	0	0	0	0.08659	0	0	0.01293	0	0
Healthy	0.00668	0.04805	0.00534		0	0	0.32583	0	0	8.26921	0.55021	0.09753	0.02161	0.42049
Healthy	0	0	0		3.13839	1.0315	0.80051	3.86897	0	0	0	0	0	0
Healthy	0	0	0		0	3.38056	0	0	0.0754	0	0	0	0	0
Healthy	0.00998	0	0		0	0	0	0	0	0	0	0.10745	0	0
Healthy	0	0	0		0	0.86696	1.27175	1.41679	2.20999	0	0	0	0	0.13396
Healthy	0	0	0		0	0.54241	1.56969	2.97451	0	0	0	0	0	0
Healthy	0.04811	0.01974	0.00091		0	0	0	0	24.8601	0	0.04525	0.17063	0	0
Healthy	0	0.0051	0		0	0	0.22467	0.0738	0.53827	0	0.15954	0	0.12314	0.20239
Healthy	0.27045	0	0.00495		0	0.07023	0.22958	0	0.09097	0	0.06865	0.00043	0.35574	0
Healthy	0	0	0		0	0	0	0	4.16136	0	0	0	0	0
Healthy	0.00162	0.01344	0		0	0	0.24742	0	0.00084	0.04403	0.00019	0.04292	0.13676	0.19094
Healthy	0	0.04259	0		0	0	0.05183	0	0	0.04235	0.00139	0.02033	0.00539	0
Healthy	0	0	0		0	0	0.8644	0	6.82519	0.38884	0	0	0	0
Healthy	0	0	0		0	0	0.00595	0	0	0	0	0	0.20805	0
Healthy	0.10264	0.00019	0		0	1.4189	1.44076	4.86383	0.08436	0.04661	0	1.11119	0.00014	0.00051
Healthy	0	0	0		0.05281	0.00222	0.05868	0	0.91759	0	0	0	0.02144	0
Healthy	0.14294	0.00381	0.00669		18.73555	0	0.14423	0	0.12605	0.14666	0.00188	0	0	0
Healthy	0	0.03123	0		0	1.27653	0.35557	1.64981	0.34673	0	0	0.03477	0	0
Healthy	0.05076	0	0		0	0.0577	2.77798	0	0.00691	0.19288	0.10681	0	0	0
Healthy	0.00142	0.00289	0		0.60963	0	0.07335	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.47332	0	0	0.13353	0	0	0	0
Healthy	9.39774	0.00361	0.01004		0.72205	0	0.75565	0	0	0.0525	0	0.36318	0.35212	0
Healthy	0.03401	0	0		0	0	0.00179	0.18142	0.22899	0	0	0	0.00446	0.03302
Healthy	0	0.00119	0		0.88559	0	4.88674	8.23615	3.22606	0.23184	0.04534	0	0	0.0045
Healthy	0.69536	0	0		0	0	0.01827	0	0.24998	0	0	0	0	0
Healthy	0.90955	0	0		0	0.01991	0.07583	0	0	0.0902	0	0	0	0
Healthy	0	0	0		0	0.12672	0.06059	0.06083	0	0	0	0	0.30472	0
Healthy	0.00184	0.00253	0		0.07068	0	0.10975	0	0.91134	1.27785	0	0.17555	0	0.52102
Healthy	0	0.2873	0		0	23.5237	0.08931	0	4.3106	0.14557	3.31076	0	0	2.99242
Healthy	0.1824	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		8.54674	0	0.72326	0	2.39212	0.62914	0	0	0	0
Healthy	0	0	0		12.0682	1.50496	0.93902	0.70616	0	0.70356	0	0	0.01369	0
Healthy	0	0	0		0	1.26451	0.45191	7.89196	1.00528	0.33705	0	0	0	0.05363
Healthy	0	0	0		0	0	0.33644	0	0.46561	0.27707	0.0443	0	0.02746	0
Healthy	0	0.11946	0		0	44.2378	0.09096	0	1.3244	0	0.03422	0	0.01138	0
Healthy	0	0	0		0	4.6755	0	0.23747	0.1382	0	0	0	0.02676	0
Healthy	0	0.06337	0		0	2.52599	0.42442	6.80921	1.59323	0	0.88663	0.20943	0	0.04366
Healthy	0	0.00255	0		0	0	0.217	0.0696	0.56058	0	0.12767	0	0.13863	0.15991
Healthy	0	0	0		0	1.02779	0.22357	0	0.13055	0.06886	0.03342	0	0.001	0.00758
Healthy	0	0	0		0	0.5209	0.33649	0.00337	0.3873	0	0	0	0.00914	0.02361
Healthy	0.01054	0	0		0.01457	4.8674	0.15023	0	0.06499	0.14144	0.51109	0.0434	0.21045	0.01481
Healthy	0	0	0		3.90542	7.48082	2.06466	0	1.12872	0.35549	0.38	0	0	0
Healthy	0.49242	0.00796	0		0	0.01315	0.65556	0	0	0.91827	0	0.68418	0.03671	0
Healthy	0	0	0		0	0	0	0	0.48966	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.06147	0	0		0	0	0.00158	0	0	1.04319	0.01058	0.22044	0.06502	0.10612
Healthy	0	0	0		0	0	0.00667	0	0.06336	0	0	0	0.32427	0
Healthy	0.11686	0.03908	0		0.94241	1.08458	1.30728	0.24088	1.65829	0.15573	0.10364	0.02687	0.00522	0.30733
Healthy	0	0	0		3.75622	10.6569	0	0	0.40818	0	0	0	0	0
Healthy	0	0	0		39.4271	0.05121	0.64293	0.28937	0.23014	0	0	0	0	0
Healthy	2.30825	0	0		0	0	0.04203	0	0	0.03096	0	0	0.01458	0
Healthy	0	0	0		0	0.02725	0.09347	7.57858	1.69284	0.80136	0.00532	0.12914	0	0.01591
Healthy	0.20313	0	0		0	0	0.01232	0	0.16479	0	0	0	0.30531	0
Healthy	0.26098	0	0		0	0	0	0	0	0	0	0	1.12334	0
Healthy	0	0	0		7.20773	19.5909	1.90963	0.62091	0	0	0.04613	0	0.01139	0
Healthy	0	0	0		20.0487	0.7193	1.26308	0.62376	0	1.10208	0	0	0.00564	0
Healthy	0.01301	0	0.00023		0	0	2.21108	0	0	0	0	0.05911	0	0
Healthy	0.01717	0.01184	0.1014		1.24701	0	11.05109	0.00049	1.19512	0.26153	1.82862	0.13842	0	0
Healthy	0	0	0		0	0.21868	0.5801	0	0.00473	0.03937	0	0.01169	0.51855	0.00649
Healthy	0.01712	0.00136	0.06842		5.26314	1.21605	0.49279	0	0.20174	0.09908	0.05833	0.35873	0.00746	0.13253
Healthy	0	0.02358	0		0	6.01337	6.13222	0	0	0	0	0	0.07291	0
Healthy	0.84661	0	0		0	0	0.03897	0	0	0	0	0	0	0
Healthy	0	0.00484	0		0	0	2.65	1.16611	0.58754	0.18861	0.06817	0.00623	0.00838	0.37181
Healthy	0	0	0		43.2318	4.04053	0	0	0	0	0.36664	0	0	0
Healthy	0	0	0		0.19939	0	0.77393	0	2.41086	1.05778	0	0	0	0.04657
Healthy	0	0	0		0.01637	0	1.02578	0	0.39077	0.0468	0	0.03868	0.11329	0
Healthy	0	0	0		7.11611	19.4484	1.80701	0.58954	0	0	0.04373	0	0.00432	0
Healthy	0.05825	0	0		0	0.74671	0.03833	0	0	0.00437	0.00481	0	0	0.00191
Healthy	0	0	0		0	16.4526	0.52508	0	0	0	1.11055	0	0.02597	0.18762
Healthy	0.36192	0	0.50881		10.31152	0	4.08053	0.74182	2.27388	2.72536	0	2.4799	0	0
Healthy	0.0188	0	0		0	0	0.43046	0	0.52018	0.56686	0	0.0309	0.06939	0
Healthy	0	0	0		0	0	0.03693	0	0.8744	0.03398	0.02944	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00581	0.00192	0		1.38738	3.80873	1.40097	0.70071	0.1718	0.13407	0	0.09915	0	0
Healthy	0	0	0		44.27986	0	0.3666	0.07716	0.62314	0	0	0	0	0
Healthy	0	0	0		0	0	0.47723	0.00441	0	0.04784	0	1.06231	0.01148	0
Healthy	0.237	0	0		0	0.69286	0.0287	0	0.15678	0.03766	0	0.22862	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.4392	0	0.06393	0	0.1183	0	0.0046	0
D012778	6.29993	0.12462	0.0027		0.4524	0	0.00131	0	0	0	0	0	0	0
Healthy	0.9444	0	0		0	0.0164	0.065	0	0	0.12972	0.02269	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0.02981	0.00526	0.03523	0	0.87928	0	0	0	0.02796	0
Healthy	0	0.01299	0		0	0.49443	0.00501	0	1.23037	0.03142	0.56542	0	0	0
Healthy	0	0	0		45.48352	10.4311	0.06514	0	0.25629	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0.06449	0	0	0	0.0694	0
Healthy	0	0	0		0	0	2.62476	0	0	0	0.13565	0	0.08782	0
Healthy	0	0	0		6.1196	1.61727	2.18281	0.94651	0.96879	0	0	0	0	0
Healthy	0.0721	0	0		0	14.4121	1.43792	0.67752	0	0	0	0.00114	0	0.0784
Healthy	0	0.01628	0		0	5.88784	5.82719	0	0	0	0	0	0.0779	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		45.29351	0	0.43911	0.11507	0.62736	0	0	0	0	0
Healthy	0	0	0		0	13.7401	0.43429	0.00328	0.05146	0	0.6986	0	0.03435	0.10171
Healthy	0	0	0		0	15.0718	0	0	0	0	0.05962	0	0	0.40159
Healthy	0	0.00854	0		0	1.21156	0.18403	0.50796	0.15093	0.0166	0.02835	0	0	0.00261
Healthy	0	0	0		0.30701	0.76349	1.72355	0.95478	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.32614	0	0	0	0	0	0	0.50417
Healthy	0	0	0		0	1.8081	1.0404	0	0	0	0	0	0.53767	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0.16811	0.21122	0	0.12703	0.00795	0	0	0	0.01454
Healthy	0.10626	0	0		0	9.43514	0	0	0.05682	0	0	0	0.02375	0.08972
Healthy	0.00272	0	0		0	0.01171	2.10665	0	0.38686	0.07603	0.0137	0.0222	0.217	0
Healthy	0	0	0		0	1.24718	2.21972	0	1.57506	0.49473	0	0	0	0
Healthy	0	0	0		0	0	0.08815	0	0	1.83216	0	0.65728	0	0
Healthy	0	0	0		0	0	0.16406	0.28825	0	0	0	0	0	0
Healthy	0.10893	0	0		0	9.37921	0	0	0.05066	0	0	0	0.03274	0.08768
Healthy	0.13555	0.00461	0		0	3.3745	0.49866	0	0.03277	0.45819	0.02629	0.01315	0.05912	0.16933
Healthy	0	0	0		0	3.78994	0.07287	0	0.13565	0	0	0	0.00428	0
Healthy	0	0	0		0	0.55913	0.36195	0.01011	0.31625	0.00424	0	0	0.01829	0
Healthy	0.00826	0.0319	0		0.26179	0	0.34925	0	0	0.14247	0.37834	0.05497	0	0.04168
Healthy	9.37043	0	0.00779		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.092	0.012	0		0	0.50396	1.70161	0	0.85144	0.09318	0.0093	0.10772	0.05055	0.65034
Healthy	0	0	0		0	0	0	0	0	0	0	0	0.10547	0
Healthy	0	0	0		7.02305	19.6278	1.72905	0.60704	0	0	0.05009	0	0.00765	0
Healthy	0	0.00738	0		0	0	0.24887	0.04179	0.55112	0	0.13527	0	0.00803	0.17381
Healthy	0	0	0		0	0	0.11173	0	0.15977	0.08213	0	0	0.04009	0
Healthy	0	0	0		44.32041	0	0.40587	0.07465	0.69124	0	0	0	0	0
Healthy	0	0	0		0	0	0.17382	0	0	0.04671	0	0	0	0
Healthy	0	0.31017	0		0	0	0.09102	0	0	0	0.49301	0	0.13784	0
Healthy	0.07326	0	0		0	0	0.08819	0	0.02457	0.04863	0	0	0	0
Healthy	0	0	0		0	5.42101	0	0	0.10036	0	0.03704	0	0.0074	0.09387
Healthy	0.15593	0.00127	0		21.90152	1.72479	2.59467	5.60501	0.94643	0.12309	0.00426	0.4202	0.00699	0
Healthy	0	0	0		0	0	6.71522	0	0.0155	0	3.15154	0	0.14393	0
Healthy	0.18901	0.00049	0.01166		13.96248	0.42264	0.71224	0.15387	0.35061	0.00954	0.0014	0.02593	0.01793	0
Healthy	0.15411	0	0		0.01086	0	0.46012	0	0	0.03777	0.06074	0	0.02427	0
Healthy	0	0	0		0	0	0.4467	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	4.64414	3.23033	0	0	0	0	0	0
Healthy	0.00381	0.00244	0		47.3312	0.01619	0.39614	0	0.18724	0.01948	0.00642	0.02953	0	0.00056
Healthy	0.04927	0	0		0.09853	0.02781	1.67928	0	0.53754	1.11387	0	0.02893	0.05352	0.09959
Healthy	0	0	0		0	0	1.92255	0	0	0	1.01937	0	0.26009	0
Healthy	0	0	0		64.5871	0	0.00084	0	0	0.00611	0	0	0	0
Healthy	0.05327	0.04983	0		0.4199	0.76304	0.45866	3.15509	1.20997	0.17961	0.00394	0	0	0.09701
Healthy	0.01531	1.10761	0.03211		0.00052	0	0.4079	23.2123	0	0	0.11455	0	0	0.54564
Healthy	0	0.04575	0		0	10.8549	0.27573	0	0	0.04145	2.08346	0.01362	0.02623	0
Healthy	0	0	0		0	3.50999	0.04455	0	0.15255	0	0	0	0.01684	0
Healthy	0	0	0		0	0.5671	0.06747	0	0.08698	0	0	0	0.00319	0.1995
Healthy	0	0	0		0	0	0.44785	0.07596	0	0	0	0.41483	0.00148	0
Healthy	0	0	0		0	3.67965	2.40405	0	0	0.70452	0	0	0	0
Healthy	0.07473	0.00099	0.0021		0	0.12571	0.47031	0	0.80581	0.12246	0.39675	0.03891	0.02092	0.35578
Healthy	0.08888	0.02476	0.06018		0.01329	0.07021	0.13626	0	0.99048	0.19031	0.21764	0.0746	0	0.0672
Healthy	0.59503	0.24217	0.02743		0.00189	0	0	0	0	0	0	0.01723	0	0
Healthy	0.1108	0	0		0	0	0	0	0.83133	0	0	0	0	0
Healthy	0.02273	0	0		0	0	0.12247	0	0.14886	0.03874	0.3789	0	0.10605	0
Healthy	0.0058	0.00278	0		0.00696	22.7766	0	0.04071	0.40593	0.0302	0.00882	0	0.01269	0.00775
Healthy	0	0.012	0		0	0.16423	0.08071	0	0.68067	0.01072	0.10452	0	0.0514	0
Healthy	0.08348	0	0		0	0.52681	0.3478	0	0.07106	0.2425	0.0509	0.45923	0.04211	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		32.35583	0	0.50352	0.02599	0.57258	0	0	0	0	0
Healthy	0.01139	0	0		0	0.00197	0.36701	1.0266	0.11939	0.05239	0.12468	0.14669	0.00249	0.04434
Healthy	0	0	0		0	71.3874	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.10964	0	0	0.03768	0.0018	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0.27294	0
Healthy	0.14528	0.00715	0		0.0459	0	0.08997	0	0	0.25187	0	0	0.00139	0
Healthy	0.1847	0	0.03618		0	0	2.63483	0	3.91151	0.18012	0	0.093	0.71365	0.02163
Healthy	0	0.00594	0.00394		6.71216	3.0857	1.02855	0	1.19242	0.11797	0.02568	0.0003	0	0.26192
Healthy	0	0	0		0	0	0	0	8.07396	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.01108	0	0		0	0	0.38452	0	0.00653	0	0	0	0	0.0141
Healthy	0.00194	0	0		0	0.52822	0.12226	0	0.09496	0	0	0	0.02131	0.22405
Healthy	0	0	0		0	0	1.79054	0	0	0	0	0	0.33648	0
Healthy	0.01859	0.00578	0		0	0.03598	0.95265	0	0.43562	0.16195	0.01514	0.13193	0.33276	0.02795
Healthy	0	0	0		0	0.97957	0.67915	0	0.18546	0.26601	0.01904	0	0	0
Healthy	0.20931	0	0		0	0	0	0	0	0	0	0	1.34498	0
Healthy	0	0	0		0	1.18706	0.00741	0	0	0	0	0	0	0
Healthy	0	0.06512	0		0	0.47066	0.70374	0	0	0	0	0	0.11116	0.06423
Healthy	0	0	0		10.05104	0	0.0099	1.17601	0.95473	0.03505	0	0	0	0
Healthy	0	0	0		0	1.44349	0	0	1.05088	0	0	0	0	0.51778
Healthy	0.04547	0.05584	0		0	0.92004	0.39686	0	2.79408	1.20049	0.04535	0.07477	0.0513	0
Healthy	0	0	0		8.90353	8.79212	1.2324	1.4988	0	1.13128	0	0	0.0517	0
Healthy	0	0	0		0	0	1.74283	0	0	1.28919	0	0	0	0
Healthy	0	0	0		0	0	0.04792	0	0	0.02045	0	0	0	0.04271
Healthy	0.06795	0.06208	0.00678		55.8483	0.50904	0.69794	0	0.55142	0.13525	0.00664	0.06602	0.00026	0
Healthy	0	0	0		0	0	0	0	2.04615	0	0	0	0.19324	2.01574
Healthy	0	0	0		8.26867	0	0.12932	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.16401	0	0		0	1.25518	0.36578	0	0	0.00708	0	0.00435	0	0
Healthy	0	0.03674	0		0	0.51118	2.84767	2.2661	1.12483	0.03789	0.04706	0.00811	0.03821	0.11888
Healthy	0	0	0		0	0	0	0	0	3.171	0	0	0	0
Healthy	0	0	0		22.6101	1.63292	1.86496	0.36043	0	0.58831	0	0	0.01578	0
Healthy	0.00837	0.06009	0.01276		11.4038	4.81591	5.58976	0	0.75056	0.0859	0.04095	0.00892	0.00049	0.01093
Healthy	0	0.27107	0		0	0	0.09186	0	0	0	0.48209	0	0.14996	0.00525
Healthy	0	0.01762	0		0	0	0.00267	0	0	0	0.15006	0	0.17531	0
Healthy	0	0.02401	0		0	0	0	0	0	0	0.16033	0	0.13742	0.00461
Healthy	0.00905	0	0		0	0	0.01418	0.19453	0.22265	0.00582	0	0	0.01683	0.02285
Healthy	0.02655	0	0		0	10.1881	2.4429	0	0.41176	0.44591	0.00389	0.02687	0.04007	0.04251
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	4.75404	0.89815	2.76374	0	0.06578	0	0	0	0
Healthy	0	0.18429	0		0	0	0	0	0.68492	0	0	0	0	0
Healthy	0	0	0		7.34701	0	0.11429	0	0	0.04105	0	0	0.00282	0
Healthy	0	0	0		0	7.54554	0.19173	12.0425	0.94487	0.25525	0	0	0	0.16393
Healthy	0	0.02099	0		1.95919	0.58111	1.28746	0.6539	0.2099	0.16449	0	0	0	0
Healthy	0.0544	0.00446	0.00381		0.00367	0.74548	0.06513	0	0.24642	0.33088	0.14079	0.07736	1.0012	0.00055
Healthy	0	0	0		0.1016	17.9361	0.16939	0	0	0.20696	0	0.00111	0.5187	0.2156
Healthy	0.84851	0	0		0	0	0.02739	0	0	0	0	0	0	0
Healthy	0.0027	0	0		0	0	0	0	0.00624	0	0	0	0.22244	0.12626
Healthy	0	0	0		2.00259	13.0776	0.27248	1.68806	0.14805	0.05038	0	0.07217	0	0
Healthy	0.00413	0	0		0	0.54397	0.10873	0	0.1252	0	0	0	0.02241	0.22473
Healthy	0.01735	0	0.00413		55.04654	0	0.03366	0	0.0274	0.01038	0	0.10539	0.00271	0.00111
Healthy	0.12488	0	0		0	5.76763	0.00693	0	0	0	0	0	0	0
Healthy	0	0	0		0	0.45523	0.36372	0	0.25238	0	0	0	0.01533	0
Healthy	0	0	0.04453		17.24653	0	0.1994	0.33908	0.19768	0.28535	0	0	0	0
Healthy	0.19775	0	0		0	0	0.01884	0	0.19603	0	0	0	0.27255	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00969	0		0	1.53762	0.98099	0	0.12508	0.02318	0.52848	0.00891	0.49336	0.02467
Healthy	0	0	0		0	0	1.98775	0.06171	0	0	0.20337	0	0.0273	0
Healthy	0	0	0		8.27946	2.31129	0	0	0.3283	0.313	0	0	0	0
Healthy	0.46895	0	0		0	8.77803	0	0	0.07502	0	0	0	0.00557	0.10822
Healthy	0.22769	0.12208	0.00745		0	0.00039	2.30524	0	2.25101	0.04382	0.00148	0.15201	0	0
Healthy	0	0	0		0	4.05243	0.04748	0	0.17215	0	0	0	0.00448	0
Healthy	0	0	0		0	3.67819	0.03053	0	0.16663	0	0	0	0.00951	0
Healthy	0	0	0		0	0	2.52228	0	0	0	0.23375	0	0.10994	0
Healthy	0	0.00049	0		37.6559	0.0016	0.5643	0	0.08076	0.11884	0	0	0	0
Healthy	0	0.00257	0		0	0	0.86082	0.21804	1.21269	0.01316	0.11912	0	0.07371	0.38866
Healthy	0.15366	0.23834	0		0	0	1.03473	0	0	0.94327	0	0.23122	0	0
Healthy	0	0	0		29.37993	0.3251	1.53098	0.68489	0	0	0	0.11469	0	0
Healthy	0	0	0		29.7369	0	0.25819	0	0.0213	0	0	0	0.00895	0
Healthy	0.13496	0	0		0	0.19396	1.51206	0.57513	0.01587	0.23523	0	0	0	0
Healthy	0	0	0		0	0.26078	0.972	0.57785	0	0	0	0	0	0
Healthy	0	0.01478	0		0	5.8617	6.15282	0	0	0	0	0	0.04569	0
Healthy	1.88572	0	0		0	0	0.18495	0	0.03795	0.08852	0	0.64931	0.02364	0
Healthy	0.07083	0	0.01487		8.75833	0	0.76528	0	1.39904	0.0204	0.00515	0.01987	0	0
Healthy	0	0	0		0	0	0.37815	0	0.03553	0	0	0	0	0.00523
Healthy	0.02056	0	0		0	6.96025	0.16771	0	0.61709	0	0.06979	0.00778	0.32221	0.00265
Healthy	0.04127	0	0.08484		0	0	2.46612	0.74572	0	0.00852	0	0.3873	0.01399	0.47704
Healthy	0.83686	0	0		0	0	0.04194	0	0	0	0	0	0	0
Healthy	0	0.1595	0		0	0.01217	3.60054	0	0.27075	0.01065	0.1257	0.12567	0.00565	0.60873
Healthy	0.00294	0.0072	0.001		0.24509	2.79063	1.94007	12.6844	0.33736	0.28899	0.04958	0.10323	0.01306	0.03211
Healthy	0	0	0		19.01481	0.02836	0.12579	0	0.01622	0.08522	0	0	0	0
Healthy	0.38479	0.03855	0.02474		0.007	0.31361	2.07739	0	0.00959	0.00167	0	0.2307	0	0
Healthy	0	0	0		2.85672	0	0.58804	0	1.30639	0.89122	0	0	0	0.07311
Healthy	0	0.02128	0		6.69404	2.03874	1.24332	3.99077	0.6486	0.59936	0.0451	0	0	0
