group	Veillonella	Longicatena	Rothia		Prevotella	Akkermansia	Enterocloster	Methanobrevibacter_A	Collinsella	Anaerostipes	Clostridium_A	Intestinibacter	Parasutterella	Adlercreutzia
Healthy	0	0	0		12.7801	0.12521	0.33398	0	0.79995	0.32	0	0	0	0.0311
Healthy	0	0	0		0	0	0.44642	0	0.04671	0	0.09621	0	0.0015	0
Healthy	0.04318	0.0159	0		6.81272	1.05241	3.6915	2.33851	0.686	0.39278	0	0.43149	0	0
Healthy	0	0	0		0	0	0.02423	0	0.22926	0	0	0	0	0.01044
Healthy	0.04684	0	0		0.11644	0.00091	0.94611	0	0.18512	0.01262	0.06691	0	0.04241	0.00618
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09097	0	0		19.98919	0.17811	0.01778	0	0.00969	0.0641	0	0.33016	0.05804	0
Healthy	0	0.00212	0		0	0.00072	0.3915	0	0.05307	0.11366	0.00446	0.05015	0.00296	0.00245
Healthy	0	0	0		0	0	1.50109	0.07771	0	0	0	0	0	1.06193
Healthy	0.02922	0	0		0.0037	7.25761	0.20426	0	0.67858	0	0.06631	0	0.26997	0.00396
Healthy	0.04073	0	0		0	1.94716	0.35518	0	0.66124	0.26011	0.00993	0.0044	0.00254	0.01024
Healthy	0.87193	0	0		0	0	0.03012	0	0.1782	0	0	0	0	0
Healthy	0.10587	0.00651	0		0.25305	0.00328	0.54641	0	0.06596	0.11157	0.00464	0.16009	0	0
Healthy	0	0	0		0.19279	0	0.19057	0	0.25373	0.17815	0	0	0.03248	0
Healthy	0	0.01804	0		22.2815	0	0.71261	0.36118	0	0.0647	0	0	0	0
Healthy	0.03075	0.00018	0		0.06754	0	3.27596	0	0.00305	0	0.0395	0	0.00478	0
Healthy	0.00712	0	0		5.97225	0.77712	0.18444	0	0	0.01342	0	0	0	0.05657
Healthy	0	0	0		0	0	0.03826	0.29465	0	0.07709	0	0	0	0
Healthy	0.069169024	0.02172254	0.001429113		12.524167374	0.21551	0.010289611	0.020436311	0.092177723	0.00371569	0.040301	0.221655	0.049876	0.0401581
Healthy	0.34337	0	0		15.41925	0	0	3.19148	0.01494	0	0	0.16768	0	0
Healthy	0.00043	0.00821	0.00049		0	6.6743	1.11775	0.47427	1.64001	0.20674	0.13401	0.05614	0.00373	0.46955
Healthy	0.08514	0.00141	0		0	0	0.14088	0	0	0.08264	0.02244	0	0.15661	0
Healthy	0	0	0		0	0	0.24933	0	4.11043	0.26411	0	0.04901	0.05586	0
Healthy	6.58622	0	0.0728		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		56.4423	0.08498	0.13367	0.04012	0.11066	0	0	0	0	0
Healthy	0	0.00058	0		1.56192	1.04674	0.0692	0.0381	0.43123	0.00139	0.03254	0	0.07097	0
Healthy	0	0	0		0	5.14114	0	0.20911	0.16749	0	0	0	0.02975	0.02474
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.03873	0.05561	0		0.45771	0.71687	0.43831	3.03022	1.21276	0.20144	0	0	0	0.06959
Healthy	0.01323	0	0		44.178	0.14379	0.99433	0	0.41045	0.12947	0.08544	0	0	0.02329
Healthy	1.60124	0.00276	0		1.93852	0	2.48452	0	0	1.41499	0	1.38365	0	0
Healthy	0	0	0		0	0.00269	0	0	0	0	0	0	0.22373	0
Healthy	0	0.07563	0		36.7859	1.5884	0.58846	0	1.04688	0	0	0.04287	0	0
Healthy	0	0	0		0	0	4.70859	0	0	1.29461	0	0	0	0
Healthy	0	0	0		0.03064	0	0.04131	0	0.92725	0	0.00913	0	0.02718	0
Healthy	0.3305	0	0.04318		0	0	0	0	2.35296	0	0	0.00258	0	0
Healthy	0	0	0.01098		22.17472	0	0.0852	0.09168	0.11277	0	0	0.01797	0	0
Healthy	0	0	0		4.08331	0	0	0	2.05149	0	0	0	0	0
Healthy	0	0.00741	0		0	0.02732	0.8525	0	3.19898	0.15944	0	0	0	0.00704
Healthy	0.01377	0	0		0	0	0.39612	0.9702	0.11558	0.04405	0.08515	0.14137	0.00198	0.05437
Healthy	0.02977	0	0		0	0.39727	0.287	0	0	0.2464	0.02769	0.39296	0.06318	0
Healthy	0.48284	0	0.02642		0.00081	0	0	0	1.78512	0	0	0	0	0
Healthy	0	0	0		0	0.15369	0.03121	0.036	0	0	0	0	0.25373	0
Healthy	0.02019	0.00547	0		6.51153	0.71707	2.1431	0	1.13196	0.35296	0.27278	0	0	0
Healthy	0	0	0		0	0	0.16615	0	0	0.04139	0	0	0	0
Healthy	0	0	0		0	0.86062	0.16001	0	0.1082	0	0	0	0.0068	0.15859
Healthy	0.1195	0	0		0	0	0.00784	0	0	0	0	0	0.02312	0
Healthy	0	0	0		0	0	0.07113	0	0	4.95441	0.66655	0	0	0.68222
Healthy	0	0	0		0	7.09065	0.28126	0	0.66482	0	0.03289	0	0.02472	0
Healthy	0	0	0		0	1.91132	1.04961	0	0	0	0	0	0.49916	0
Healthy	0	0	0		0	0	0.70684	0	1.90868	0	0	0	0	0.80443
Healthy	0.30796	0	0.05528		0	0	0.74356	0	0.39262	0	0.03746	0.00991	0.02275	0.03821
Healthy	0	0	0		0	0	0.76773	0	0.87986	0	1.22511	0	0	0
Healthy	0	0.00224	0		28.844	0.36383	0.89991	0	0.46236	0.12631	0.26559	0	0	0.02401
Healthy	0	0	0		0	3.76576	0.78771	0	0	0.0412	0	0	0	0.10603
Healthy	0	0.02654	0		0.53931	0	3.0876	0	0	0	0.04235	0	0	0
Healthy	0	0	0		31.23841	0	0.5745	0.03933	0.57896	0	0	0	0	0
Healthy	0	0	0		0.03053	0	0.02977	0	0.89556	0	0	0	0.01379	0
Healthy	0.01519	0	0.00206		0.30931	0.03421	0.1081	0	0	0.0771	0.11359	0.22027	0.16388	0.07487
Healthy	0	0	0		0	0	0.18322	0	0	0.05942	0	0	0	0
Healthy	0.13915	0	0		0	0	0.04849	0	0.04906	0	0	0	0.01275	0
Healthy	0	0.00387	0		0	0.43714	0.00378	0	1.25652	0.02285	0.49813	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0.221	0.10193
Healthy	1.09941	0	0		0	0	0.15413	0	0.19312	0.06201	0.28037	0	0.04395	0
Healthy	0	0.01062	0		0	0	0.01313	0	0	0	0.1657	0	0.14607	0
Healthy	0.07798	0	0		0	2.86839	2.19821	0	0.00339	0.01968	0.11667	0.0176	1.52688	0
Healthy	0.00488	0.00117	0.00802		0	15.6544	1.19641	0.04757	0.67321	0.15231	0.31752	0	0	0.01267
Healthy	0	0	0		0	0	1.62506	0	0	0	1.40088	0	0.27587	0
Healthy	0.11087	0.10915	0		8.91889	0.00364	0.09519	0.00278	0.51558	0.07686	0	0.02241	0	0
Healthy	0.04123	0.03132	0		0	0.23822	1.29808	0.03	0.13939	0.08602	0.02398	0.24412	0.00044	0.09482
Healthy	0	0.0016	0		26.5093	0.06089	2.1602	0	0.15016	0.25506	0.12483	0	0	0.02759
Healthy	0	5.92605	0		0.06917	0	0	0	0	0	0	0.06352	0	0
Healthy	0.03595	0.00849	0		0	0.96337	0.87724	0	0.93564	1.26351	0.02715	0.00694	0.02696	0.10479
Healthy	0	0	0		0	3.64954	0.34312	5.37796	1.39592	0.55099	0	0	0	0.04817
Healthy	0	0	0		0	0	7.02272	0	0	0	3.30504	0	0.16096	0
Healthy	0	0.82483	0		0	0	0.64255	0	0	0.28688	0.47326	0	0	0
Healthy	0.36427	0	0.07574		0	0	0	0	0.26862	0	0	0	0	0
Healthy	0	0	0.00555		11.62392	0	0.74004	19.4665	1.90068	3.24134	0	0	0	0
Healthy	0	0	0		0.69868	0	0	0	0	0	0	0	0	0
Healthy	0.00243	0.00091	0		1.8251	5.31662	1.07522	0.23322	0.27924	0.06838	0.01169	0.00083	0.00577	0.01262
Healthy	0	0	0		0	0.51997	3.42406	0	0	0.32587	0.02538	0.02153	0	0.30003
Healthy	0.15836	0	0		0.00149	1.71892	0.91361	0	0	0.00792	0	0.00675	0	0
Healthy	0	0	0		4.08543	0	0.95457	44.3957	4.9657	0.2601	0	2.55485	0	0
Healthy	0.20092	0.00616	0		0	0.68442	1.61807	0.58074	0.35751	0.17875	0.01592	0.12273	0.03848	0.00326
Healthy	0	0	0		0	2.69661	0.08122	0	0	1.8189	1.7253	0	0	0
Healthy	0.02286	0	0		4.27002	11.6762	0.70719	0.9813	0.16409	0.22777	0	0.33252	0	0
Healthy	0.00124	0.00085	0		24.5981	0.07665	1.67756	0	0.3311	0.06121	0.04569	0	0	0.05004
Healthy	1.11315	0.09629	0.03604		0.00681	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	2.42016	0.86947	0.13434	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09863	0	0		76.37431	0	0	0	0	0	0	0	0	0
Healthy	0	0.0518	0		48.95837	0	1.17527	0	0	0.15675	0.00686	0.0178	0	0.01038
Healthy	0	0.11258	0		3.14031	0.53311	1.14031	6.75288	0.02378	0	0	0	0	0
Healthy	0	0	0		0	0.53351	0.41985	0.00725	0.24089	0	0	0	0.01588	0
D012778	12.26124	0	0.00055		0	0	0	0	0	0	0	0	0	0
Healthy	0.46037	0	0		0	8.43132	0	0	0	0	0	0	0	0.10895
Healthy	0	0	0		0	0	0.01777	0	0.51608	0	0	0	0.00326	0
Healthy	0.02579	0	0		0	0.93618	0.73801	0.88322	0	0	0	0	0.11602	0
Healthy	0	0	0		0	0	0	0	0.3569	0	0	0	0	0
Healthy	0.00268	0.00011	0		0	0.73264	0.20086	0.02178	0.18953	0.07171	0.02273	0.18739	0.01742	0.00155
Healthy	0	0	0		0	0	0	0	0.07235	0	0	0	0.13	0.03461
Healthy	0	0	0		0	0.07765	0.13654	0.67639	0	0	0	0	0.0668	0
Healthy	0.31404	0	0		0	0	0.1622	0	0.07815	0.03884	0	0.14321	0.08554	0
Healthy	0.05347	0	0		0	0	0.49888	0	0.01742	0.00379	0	0.08501	0	0
Healthy	0.11337	0	0		0	0	0.07345	0	0.26401	0	0	0	0	0.13336
Healthy	0.14332	0.00548	0		0.25144	0	0.33261	0	0.00327	0.18127	0.24059	0	0.11799	0
Healthy	0	0.01599	0.0086		0	0.64022	1.12372	0	0	0.27315	0.0121	0.25858	0.06274	0.13545
Healthy	0.04221	0.00491	0.00288		0	0.29306	0.06277	0	0.80896	0.04231	0	0.11422	0	0
Healthy	0	0	0		0.13603	1.49548	0	1.83433	2.04866	0	0	0	0	0
Healthy	0	0	0		0	0.1311	0.04315	0.05754	0	0	0	0	0.22899	0
Healthy	0	0.00272	0		0.0784	0	1.93359	0	3.04863	4.28797	0	0	0	0.09369
Healthy	0	0	0		0	0	0.35171	0	0.01209	0	0	0	0	0.01532
Healthy	0.07772	0	0		0	0	0.03489	0	0.19877	0	0	0	0	0.1085
Healthy	0.14355	0	0		0.00016	0	0.44361	0	0	0.03192	0	0.00088	0	0
Healthy	0.67738	0.00585	0.02855		0	0	0.73518	0	1.028	0.46797	0.35507	0	0.00079	0.10248
Healthy	0	0	0		0	0	0	0	1.58019	0	0	0	0	0
Healthy	0.35186	0.00568	0		1.73712	0.83659	1.69091	0	0.83439	0.11917	0	1.03075	0	0
Healthy	0.86547	0	0		0	0	0.03456	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.86444	0	0	0	0	0	0	0
Healthy	0	0.11884	0		0	43.6073	0.07197	0	1.25316	0	0.02697	0	0.01131	0
Healthy	0	0.00453	0		27.5121	0	0.36538	0	0.0657	0.0195	0.00359	0.03973	0.0175	0
Healthy	0	0	0		0	0	0.10368	0	0.2056	0.06053	0.02813	0	0	0.04289
Healthy	0	0	0		0	0	0	0	0	0	0	0	0.19159	0
Healthy	0.01765	0	0		0	0.59466	0.11931	0	0.10098	0.00655	0	0	0.01458	0.23256
Healthy	0	0	0		0	0.88323	0.26893	0	0.07971	0	0	0	0.00203	0.12701
Healthy	0	0.00222	0		5.90559	0.97528	4.13587	0	0.21585	0.53827	0.00783	1.11746	0	0.892
Healthy	0.03285	0	0		0.04727	0.39679	0.02656	0	0.15169	0.26167	0	0	0	0.09043
Healthy	0	0	0		0	0	7.12885	0	0.01379	0	3.36068	0	0.15802	0
Healthy	0	0	0		0	16.5921	0.58922	0	0	0	1.14283	0	0.02858	0.14019
Healthy	0.00507	0	0		0	0	0.30718	0	0.01787	0	0	0	0	0.01732
Healthy	0.03127	0	0		0	0	0.08432	0	0.1371	0.00893	0.35403	0	0.15078	0
Healthy	0	0	0.00052		0	0.10905	1.50785	0	0.99882	0.09649	0.22689	0	0	0.03715
Healthy	0.02208	0	0		0	0	0.05169	0	0	0.03948	0	0	0	0.04345
Healthy	0	0	0		0	0	2.57406	0	0	0	0.18198	0	0.10557	0
Healthy	0	0	0		0	2.06924	3.04272	0.91733	0	0.07207	0	0	0	0
Healthy	0	0.69993	0		0	0.056	2.25241	0	0.23862	2.51396	0.03661	0	0.02318	0.01537
Healthy	0	0.268	0		0	0	0.07547	0	0	0	0.58332	0	0.1775	0
Healthy	0	0	0		0.22149	0.06807	1.03267	0	0	0.48322	0	0.05397	0.10903	0
Healthy	0	0	0		14.6515	8.75589	0.0495	0	0.01511	0.02398	0.83252	0	0.29865	0
Healthy	0	0.03348	0		0	0	0.1409	0	0.02645	0	0	0	0	0
Healthy	0.01564	0	0		3.60774	7.05557	4.07062	2.25756	0	1.14734	0	0	0.00386	0
Healthy	0.05151	0	0		0	0	0.01525	0	0.15137	0.46702	0	0.14442	0.06137	0.01953
Healthy	0.13449	0.00944	0.15035		0	0	0.73857	0	0.94334	1.98768	0	0.1405	0	0.01529
Healthy	0.00037	0.25075	0		0.84191	1.79223	0.34378	0	0.22512	0.22385	0.01257	0	0.03673	0.00535
Healthy	0	0	0		0	6.14789	0.99912	0	0	0.34662	0	0	0	0
Healthy	0.12907	0	0		0	0	0.3017	0	0	0.44301	0	0.20503	0	0
Healthy	0.01142	0.00028	0		36.5391	0	0.69303	0	0.10673	0.16995	0	0.03962	0	0
Healthy	0	0	0		0.25493	0.36559	1.50184	3.01271	0	0.07095	0	0.63571	0	0
Healthy	0	0.03381	0		0	0	0.14637	0	0.0358	0	0	0	0	0
Healthy	0.05636	0.00111	0.04061		0.02128	2.50516	0.49088	0	0.21899	0.0778	0.14125	0.03609	0.00259	0.01768
Healthy	0	0	0		0	0	0.2648	0	0	0	0	0.33598	0	0
Healthy	0	0	0		0	0	0	0	0.82508	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0.01579	0	0	0	0.19868	0.10541
Healthy	1.08332	0.0058	0		0.00893	1.10551	0.18325	0	3.27877	0.69676	0	0.31518	0	0
Healthy	0	0	0		0	0	1.06264	0.15552	0.13775	0.02019	0	0.02589	0.08471	0
Healthy	0	0	0		0	0	0.0564	0	0.04301	0	0.29238	0	0.20062	0
Healthy	0.01432	0	0		0.11865	0	0	0	0.03607	0	0	0	0.26726	0
Healthy	0	0	0.03951		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.01306	0		0.02552	3.33021	1.46205	0.00862	0	1.06889	0.38806	0.16522	0.01844	0.15752
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		68.0655	0.54846	0.53916	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	1.81436	0	0	0	0	0	0.34776	0
Healthy	0.84376	0	0		0	0	0.05342	0	0	0	0	0	0	0
Healthy	0	0	0		0.01982	0	2.20956	0	0	1.12572	0	0	0.13267	0
Healthy	0.706	0	0		0	0	0.02729	0	0.14533	0	0	0	0	0
Healthy	0	0	0		0	2.1929	0.23279	9.50394	0.30832	0.34325	0	0	0	0
Healthy	0	0.14081	0		0	43.9338	0.07595	0	1.38014	0	0.03031	0	0.0023	0
Healthy	0	0	0		0.62563	0	3.53539	3.44467	8.28998	0.1873	0	0	0	0
Healthy	0.01659	0.00448	0		0	2.10778	0.11699	0	0.02629	0.02716	0	0.18738	0	0.07309
Healthy	0.30352	0	0		0	0	0	0	0	0	0	0	1.20495	0
Healthy	0.01559	0	0		0	0	0.33573	0	0.02701	0	0	0	0	0.03051
Healthy	0	0	0		0	10.7516	2.45239	0	0	0.48006	0	0	0	0.05698
Healthy	0.00573	0	0		0	0	0	0	0	0	0	0	0.00552	0
Healthy	0	0	0		67.9291	0.5846	0.63348	0	0	0	0	0	0	0
Healthy	0	0	0		0	0.53104	0.47278	0.02146	0.40143	0	0	0	0.01735	0.02195
Healthy	0	0	0		0	0	0.00699	0	0	0	0	0	0.23636	0
Healthy	0	0	0		1.5387	0	2.78266	0	0.72678	0.10659	0.05719	0.15516	0	0.01264
Healthy	0	0	0.1046		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		56.2745	0	0	0	0	0	0	0	0	0
Healthy	0	0.0056	0		0	29.7937	4.07376	0	0	0.02955	0.26289	0	0.26164	0
Healthy	0	0	0		0	6.07064	0.61023	6.89201	2.25198	1.18786	0	0.00649	0	0.23259
Healthy	0	0.26664	0		0	0	0.08874	0	0	0	0.53321	0	0.24045	0
Healthy	0.00304	0.03778	0.28573		0.50985	0.98327	5.04678	0.05766	1.33923	1.94383	0	0	0	0.71951
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.18084	0	0		0	0.01772	0.02425	0	0.24301	0.12343	0.01337	0.01909	0	0
Healthy	0.01603	0.00291	0		0.03286	1.45081	0.7636	0	0	0.89823	0	0.05917	0.00722	0
Healthy	0.05479	0	0		0	0.74671	0.02304	0	0	0	0	0	0	0.00195
Healthy	0	0	0		0	0	0.08947	0	0.02057	0.29446	0	0.55938	0.02424	0
Healthy	0.02014	0	0		0	0	0.0018	0.21375	0.23223	0	0	0	0.02716	0.02037
Healthy	0.70908	0	0.03898		0	0	1.10466	0	0.02367	0	0	0	0	0
Healthy	0	0	0		0	0.1712	0	17.665	0	0	0	0	0	0
Healthy	0.10107	0	0		18.51456	0	0.10369	0	0.11936	0.14216	0	0	0	0
Healthy	0.13844	0.00585	0		0	6.18736	0.33878	0	1.31884	0.5569	0	0.08164	0.00326	0
Healthy	0.14006	0	0		0	0	0.02715	0	0.06541	0	0	0	0.00179	0
Healthy	0	0	0		0	0	0.2191	0	0	0.25497	0	0.081	0.00397	0.02777
Healthy	0	0.02327	0		0	0	0.02456	0	0	0	0.14018	0	0.1336	0
Healthy	0	0	0.17103		0	0	0	0	0.00056	0	0	0.00032	0	0
Healthy	0.24884	0	0		0.0274	0	0.80818	0	0.0752	0.0837	0.01645	0.2242	0	0.00033
Healthy	0	0	0		0	0	0.19328	0	0.03504	0.15018	0	0.0456	0.03817	0
Healthy	0.12248	0	0		0	0	0.31486	0	0	0.49468	0	0.25889	0	0
Healthy	0	0	0		41.0837	0	0	0	0.66904	0.29949	0	0	0	0
Healthy	0	0	0		0	0	0.07626	0	8.43543	0.06483	0	0	0	0
Healthy	0	0	0		0	2.45662	0.99209	1.33638	0.02349	0.05823	0	0.02029	0	0
Healthy	0.03572	0	0		0.25987	0.55249	0.11242	0	0.01035	0.12409	0	0.01837	0	0.03814
Healthy	0	0	0		0	0.01061	3.07073	0	0.2526	0.2544	0	0	0.01494	0.0318
Healthy	0	0	0		0	7.07393	0.28644	0	0.67773	0	0.03753	0	0.05447	0
Healthy	0	0.00447	0		0	0	1.34727	0.29786	3.59342	0.58452	0.01057	0	0	0
Healthy	0	0	0		22.1544	1.17807	1.50809	0.6609	0	0.98827	0	0	0.01465	0
Healthy	0	0.03409	0		0	0	0.03771	0	0	0	0.13911	0	0.14096	0.00671
Healthy	0	0.27923	0		0	0	0.10442	0	0	0	0.54553	0	0.11941	0
Healthy	0	0	0		0	0	0.14786	0	0	0	0	0	0	0
Healthy	4.64447	0.02548	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.02088	0.0186	0.01654		0.38526	1.16882	0.59189	0	1.94935	0.28799	0.09237	0.06063	0.01098	0.13126
Healthy	0	0.0561	0		0	0	1.65977	0	0.57769	0.28635	0	0.03406	0	0.03203
Healthy	1.09195	0	0		0	0	0.12317	0	0.21169	0.05587	0.29465	0	0.03153	0
Healthy	0	0	0		64.7104	0.3822	0.02363	0	0.0005	0	0.1528	0	0.36943	0
Healthy	0	0	0		0	0	2.05326	0.03448	0	0	0.19407	0	0.02399	0
Healthy	0.80401	0	0		0	0	0.03889	0	0	0	0	0	0	0
Healthy	0.00272	0	0		0	0	0	0	0.01515	0	0	0	0.26001	0.13102
Healthy	0	0	0		0	0	2.55509	0	0	0	0.16178	0	0.13223	0
Healthy	0.04549	0.00042	0		0.00994	0.18982	0.86306	0.00211	0.00299	0.01465	0.00846	0.01953	0	0
Healthy	0	0	0		1.01208	14.1787	0	0.16863	1.56759	0	0	0	0	0
Healthy	0	0	0		0	0.88722	1.80827	1.39634	2.08154	0	0	0	0.0246	0.21559
Healthy	0.0444	0.00323	0		0	2.78702	1.44706	0	0.07535	0.29055	0.06139	0.01496	0.41934	0
Healthy	0	0	0		0	0.09708	0.31002	0	0.0526	0.18534	0	0	0.04283	0
Healthy	0	0.04476	0.00084		10.6888	3.40381	0.3787	0	0.42674	0.03527	0.01742	1.1828	0.00206	0
Healthy	0	0	0		0	0.74691	0.96931	0.0917	0	0	0	0	0	0
Healthy	0	0	0		0	1.39047	0.15225	0.4225	0.33557	0.02011	0.00913	0	0	0.01636
Healthy	0	0	0		0.38018	0	0.18178	0	0.14943	0.08906	0	0	0.00373	0.06555
Healthy	0.01319	0	0.00512		0	0.62769	0.34011	0	0.28869	0	0	0	0.03262	0.01332
Healthy	0	0	0		0	0	6.63735	0	1.00147	0	0	0	0	0
Healthy	0.82718	0	0		0	0	0.04523	0	0	0	0	0	0	0
Healthy	0.0374	0	0		0	0	0.11539	0	0.12811	0	0.44183	0	0.09614	0
Healthy	0.02371	0.59055	0.04931		0.01879	0	1.91682	0	0	0	0	5.9266	0.29502	0.08686
Healthy	0	0.03575	0		0	0.15443	0.10019	0	0.74412	0.02275	0.12057	0	0.04306	0
Healthy	0	0	0.05242		0	1.23786	0.14014	0.45781	1.1403	0.31708	0	0	0	0
Healthy	0.09642	0	0		0	0	0.35602	0	1.15815	0.04432	0	0.00231	0.00148	0.16245
Healthy	0	0	0		0	0	0.30509	0	0	0	0	0	0	0.58729
Healthy	0	0	0		0	0	8.09464	0	0	0	0.05714	0	0.10274	0
Healthy	0.05711	0.00228	0		6.8179	1.00434	3.39136	2.15357	0.62139	0.40765	0	0.4346	0	0
Healthy	0	0	0		0	0	1.82812	0	0	0	0	0	0.37989	0
Healthy	0	0	0		0	0	0	0	0	0.50051	0	0	0	0
Healthy	0	0	0		0	0.22312	6.6286	0.84261	0	1.18105	0	0.77823	0.07436	0
Healthy	0	0	0		0	0	0.00336	0	0.07387	0	0	0	0.15454	0.03243
Healthy	0	0	0		0	0	4.50906	0	0	0	0.05188	0	0	0
Healthy	0.00896	0.14672	0		0.01946	0	0.28084	0	0.24786	0.23681	0	0	0.01735	0
Healthy	0.00432	0.00169	0		0	0.89717	0.5812	0.14616	1.12271	0.25696	0.04539	0.0007	0.00966	0.00891
Healthy	0	0	0		0.8968	0.03022	0.00361	0	0	0	0	0	0.08897	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.2024	0.00516	0		0	0.08994	2.67765	0	0	3.479	0.00365	0	0.00845	0.00311
Healthy	0	0.00038	0		0	0.53602	3.39372	0	0	0.33779	0.01451	0.02016	0	0.2407
Healthy	0.00261	0	0		0	0	0.06875	0	0.13765	0.59052	0	0.42088	0.0026	0.00536
Healthy	0	0	0		0	0	0.11796	0	0	0.04112	0	0	0	0
Healthy	0	0.59808	0		0	0	0	0	0	0.03039	0	0.05872	0.06878	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.0392	0		0	0.14175	0.07494	0	0.76007	0	0.09803	0	0.02185	0
Healthy	0	0	0		12.6002	0	0.0232	0	0.99492	0.48825	0	0	0	0.01158
Healthy	0	0	0		0	2.17357	0.49438	0.19313	0.37033	0	0	0	0	0
Healthy	0	0	0		36.5936	0.00195	0.57112	0	0.11976	0.15049	0	0	0	0
Healthy	0	0.25694	0		0	0	0.09767	0	0	0	0.53711	0	0.15717	0
Healthy	0.08164	0	0		0	0	0.76505	0	0.00101	0.03763	0	0.10377	0	0
Healthy	0.01053	0	0		57.1796	2.21179	0.05097	0	0.1036	0.06434	0.00751	0.07969	0.52386	0.01151
Healthy	0	0	0		0	0	1.34851	0.2591	0	0	0	0	0	0
Healthy	0	0.02029	0		2.20417	0.58929	1.58108	0.55965	0.06671	0.09732	0	0	0	0
Healthy	0	0	0		31.98809	0	0.58948	0.01877	0.57128	0	0	0	0	0
Healthy	0	0	0		0	0	0.2844	0	1.20861	0.8072	0.02233	0	0.19732	0.02551
Healthy	0	0	0		67.4094	0.51403	0.5917	0	0	0	0	0	0	0
Healthy	0	0	0		40.223	0	0.01575	0	1.68149	0.44387	0	0	0	0
Healthy	0.25366	0	0		0	0	0.0274	0	0	0	0	0	1.10957	0
Healthy	0	0	0		3.86971	10.9796	0	0	0.4575	0	0	0	0	0
Healthy	0	0	0		0	0.41073	0.50272	35.1411	1.29787	0.89431	0	0	0	0.07147
Healthy	0	0	0		0	0	2.19594	0	0	0	0.16027	0	0.11023	0
Healthy	0	0.00479	0		0	0	0.89594	0.20364	1.40458	0.00976	0.12961	0	0.00381	0.24579
Healthy	0.04534	0.00183	0.06543		0	0	2.57899	0.77591	0	0.01634	0	0.41982	0.02597	0.5515
Healthy	0	0.00775	0		0	0.04302	2.50387	0	0	0.109	0.00583	0.00031	0.03603	0
Healthy	0	0	0		0	0	0.1797	0	0.20099	0.07643	0	0	0.03172	0
Healthy	0	0	0		0	0.58013	0	0	0	0	0	0	0.04029	0
Healthy	0.70646	0	0		0	0	0.00627	0	0.15105	0.70992	0	0.38722	0.03924	0
Healthy	0.83577	0	0		0	0	0.03165	0	0	0	0	0	0	0
Healthy	0.13291	0	0		0	0	0	0	0	0.06937	0	0.34577	0	0
Healthy	0	0	0		0	0.13626	0.05736	0.05586	0	0	0	0	0.23241	0
Healthy	0	0.00951	0.00502		0	0	0.90726	0.19256	1.39849	0.0461	0.09495	0	0.00574	0.33462
Healthy	0.16394	0	0		0	0	0.26954	0	0.14193	0.48949	0	0.35653	0.0336	0
Healthy	0	0	0.03095		0	2.84965	1.20426	3.32246	0	0.16837	0	0	0	0
Healthy	0	0	0		0	0	0.41797	0.51583	0	0	0	0	0	0
Healthy	0.57178	0	0		0	0	0	0	0	0.0053	0	0.24409	0.01662	0
Healthy	0	0	0		0	0.56547	0.10661	0	0.10079	0	0	0	0.02925	0.20142
Healthy	0	0	0		0	0	6.95997	0	0	0	3.1519	0	0.18277	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		1.9606	9.41662	0.34162	2.26721	0.03826	0	0	0.05978	0	0
Healthy	0	0.00491	0		0	12.8248	1.0461	0	1.4619	0.05513	0.28939	0	0.04262	0.01054
Healthy	0.08151	0	0		0	0	0.07129	0	0.27304	0.00711	0	0	0	0.10526
Healthy	0.22984	0.01407	0		55.3386	0.12452	0.0126	0	0.17531	0.00946	0.11396	0.21753	0.00302	0.00646
Healthy	0	0	0		0	0	0	0	0	0	2.81646	0	0	0
Healthy	0.00087	0	0.09103		0	0.89803	0.44665	1.5014	0.80147	0.65045	0.00595	0.19056	0	0.02147
Healthy	0.22855	0	0		0	0.83565	0.03656	0	0.24671	0.03657	0	0.22324	0	0
Healthy	0	0	0		0	0	0.02671	0	0.19978	0	0	0	0.0253	0
Healthy	0.19692	0	0		0	0	0.01422	0	0.18884	0	0	0	0.18971	0
Healthy	0	0.1182	0		0	44.3211	0.08505	0	1.31902	0	0.04277	0	0	0
