group	Bacteroidales	Enterobacterales	Burkholderiales	Acidaminococcales	Pseudomonadales	Selenomonadales	Desulfovibrionales		Lachnospirales	Actinomycetales	Enterobacterales	Lactobacillales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	9.68946	0	0	0	0	0	0		0	2.21534	0	0	0	0	0	0	0	0
Healthy	67.86759	0	5.847	0	0	0	0.00368		5.17697	0.21988	0	0.42818	5.847	0	0	0	0	0
Healthy	70.48466	2.05871	0.2724	0	0	0	0.10118		2.52416	0	2.05871	0	0.2724	0	0	0	0	0
Healthy	66.32373	2.79337	1.25736	0	0	0	0		13.18979	0.42243	2.79337	0.23942	1.25736	0	0	0	0	0
Healthy	44.56937	0	0.33006	0	0	0	0.11814		4.21161	5.5343	0	0	0.33006	0	0.17432	0	0	0.00247
Healthy	31.565	0.15188	0.1611	0	0.01969	0	0.05942		10.997	32.56182	0.15188	0.25225	0.1611	0	0.21868	0	0.01969	0.23583
Healthy	62.40328	0.13703	0.92493	0	0.48063	0	0		18.5457	4.53988	0.13703	0	0.92493	0	0.07931	0	0.48063	0
Healthy	57.15039	0	0.43745	0	0	0	0.56962		6.1442	0.37044	0	0	0.43745	0	0	0	0	0
Healthy	48.23484	0.16357	0.78385	0	0	0	0.6243		6.14176	0.2172	0.16357	0.04972	0.78385	0	0	0	0	0
Healthy	71.12524	0	1.44768	3.8111	0	0	0		7.94231	0	0	0	1.44768	0	0.56373	3.8111	0	0
Healthy	53.09434	0.37776	0.07346	0	0	0	0		10.73204	13.64907	0.37776	0.00222	0.07346	0	0.38037	0	0	0.41354
Healthy	65.89271	0	0.03051	0	0	0	0.10337		10.00642	1.48243	0	0.02629	0.03051	0.01859	0	0	0	0
Healthy	36.2758	0	0	0	0	0	0		37.30257	0	0	0.15114	0	0	0	0	0	0
Healthy	92.08051	0.03928	0.49193	0	0	0	0.00464		1.61467	0.19628	0.03928	0	0.49193	0	0	0	0	0
Healthy	80.73328	0	0.4584	0	0.27411	0	0		3.01173	0	0	0	0.4584	0	0.03199	0	0.27411	0
Healthy	56.92641	0	0.22682	0	0.03427	0	0.00345		4.09934	0.41873	0	0.24663	0.22682	0	0	0	0.03427	0
Healthy	32.82227	0.10767	0.01539	0	0	0	0.03972		12.83256	0.05912	0.10767	0	0.01539	11.0253	0.18695	0	0	0.03164
Healthy	16.28189	0	0	0	0	0	0		3.29556	0	0	0	0	0	18.7223	0	0	0
Healthy	74.5758	0.71518	0	0	10.3371	0	0		2.07621	0	0.71518	0.29003	0	0	0.00089	0	10.3371	0
D014607	53.57508	0.76924	0.03271	5.45745	1.08059	0	0.1282		3.91997	0.10083	0.76924	0.00923	0.03271	0	0	5.45745	1.08059	0
Healthy	0.00817	0	0	0	0	0	0		0	0.04074	0	21.3351	0	0	0	0	0	0
Healthy	40.34055	0	0	0	0	0	0		34.99819	0	0	2.90591	0	0	0	0	0	0
Healthy	80.16513	0	0	0	0	0	0		12.78803	0	0	0	0	0	0.57617	0	0	0
Healthy	57.4587	0.02922	0.10444	0	0	0	0.04761		4.19265	5.20733	0.02922	0.01043	0.10444	0.07354	0.01675	0	0	0
Healthy	38.531	2.18129	0.06503	0	0	0	0		18.38961	7.91303	2.18129	0	0.06503	0	0.2908	0	0	0.55546
Healthy	30.3123	3.51716	0	0	0	0	0		2.61446	20.0961	3.51716	32.13726	0	0	0	0	0	0.45677
Healthy	57.49053	1.80386	0.11171	0	0	0	0		9.29407	0.13026	1.80386	0.02126	0.11171	0	0.35127	0	0	0.39572
Healthy	46.0521	0	0.25438	0	0	0	0		9.93308	11.67146	0	0	0.25438	0	0	0	0	0
Healthy	30.62288	0.44198	0.00285	0	0	0	0		17.72833	23.03245	0.44198	0.05764	0.00285	0	0.62956	0	0	0.33437
Healthy	56.64935	6.71667	0.07041	0	1.49755	0	0.0671		13.79656	0.62174	6.71667	1.1915	0.07041	2.77246	0.30186	0	1.49755	0.02746
Healthy	52.2457	0	1.79976	0.00793	0	0	0		15.63988	1.62721	0	0.0088	1.79976	0.60507	0	0.00793	0	0
Healthy	66.37647	0.205	0.24361	0	0	0	0.00966		6.61933	0.11048	0.205	0.27989	0.24361	0	0.08648	0	0	0
Healthy	16.45568	0	0	0	0	0	0		40.89289	9.55318	0	0.93232	0	0	0	0	0	0
Healthy	39.59254	0	0.01848	0	0	0	0		33.07704	0	0	0.04835	0.01848	0.08089	0	0	0	0
Healthy	40.6757	2.25848	5.88855	0.83085	0.02061	0	0		28.98401	0.26704	2.25848	0.42936	5.88855	0	0.06127	0.83085	0.02061	0
Healthy	9.50106	25.39843	0.00571	0	0.93219	0	0		0	0.09884	25.39843	1.22407	0.00571	0	1.18019	0	0.93219	0
Healthy	69.9358	0.01506	1.24613	0	0	0	0.08954		8.85425	0	0.01506	0.10221	1.24613	0	0.01816	0	0	0
Healthy	48.35566	4.52925	1.06212	0	0.0705	2.7127	0.00671		15.01991	0.70389	4.52925	0.59851	1.06212	0	0.03779	0	0.0705	0.10798
Healthy	36.49329	0	0	0	0	1.80642	0.01322		29.80965	0.24582	0	0	0	0	0.33429	0	0	0
Healthy	82.50748	0.14888	0	0	0	0	0		4.51547	0.48132	0.14888	0.22636	0	0	0	0	0	0.02139
Healthy	19.63362	8.87264	0.03018	0	0	0	0		7.00007	15.51064	8.87264	1.01224	0.03018	0	0	0	0	0
Healthy	63.9582	0.11223	1.42157	0	0	0	0.1824		6.82381	0.58952	0.11223	0.01259	1.42157	0.16611	0	0	0	0
Healthy	34.52551	0.00658	0	0	0	0	0		18.52863	10.41149	0.00658	2.52531	0	0	0	0	0	0
Healthy	0.02564	5.14333	3.31946	0	0.00014	0	0		0.8314	28.05549	5.14333	0.06765	3.31946	0	0	0	0.00014	0
Healthy	3.98735	16.38879	0	0	0.4064	0	0		0.32555	42.776	16.38879	5.19907	0	0	0	0	0.4064	0
Healthy	29.12926	0.58375	0.18461	0	0	0	0.1712		10.01661	5.12246	0.58375	0	0.18461	0	0.2822	0	0	0
Healthy	0.09701	9.46259	0.03574	0	0	0	0		38.50677	19.27294	9.46259	0.15244	0.03574	0	0.2782	0	0	0.08487
Healthy	84.28521	0	0	0	0	0	0		3.27844	0	0	0	0	0	0.234	0	0	0
Healthy	45.22197	1.97625	5.80997	3.30663	0	0	0		19.65528	0.80214	1.97625	0.6094	5.80997	0	0.00547	3.30663	0	0
Healthy	34.19922	11.50231	0	0	0	0	0		3.05605	0.24422	11.50231	0.04084	0	0	0.00538	0	0	0.05004
Healthy	5.25684	0.08865	0	0	0.00968	0	0		52.34976	0.41222	0.08865	0.67821	0	0	0.13958	0	0.00968	0.00236
Healthy	37.95444	0.09946	0.69684	0	0	0	0		27.64533	0	0.09946	0.06817	0.69684	0	0.06866	0	0	0.00135
Healthy	10.44183	0	0	0	0	0	0		77.59691	0	0	0	0	0	2.59767	0	0	0
Healthy	11.92591	0.00468	0.00569	0	0.36402	0	0.05575		47.37226	1.11192	0.00468	3.48946	0.00569	2.84299	1.27444	0	0.36402	0.00483
Healthy	75.04607	0.12943	3.63815	3.26985	0.01565	0.6294	0.01945		4.61234	1.96795	0.12943	0.17505	3.63815	0	0.44311	3.26985	0.01565	0.02252
Healthy	35.10904	0.00259	1.47692	0	0	0	0.00691		24.7015	0.86442	0.00259	0.12907	1.47692	0.0389	0.30253	0	0	0
Healthy	57.20329	0.08071	0	0	0.71806	0	0.07368		15.16757	0.17318	0.08071	0	0	0	0.00307	0	0.71806	0
Healthy	76.00465	0.44204	0.00931	0	0	0	0.07096		1.99461	0.00321	0.44204	0.01315	0.00931	0	0	0	0	0
Healthy	81.74652	0.01899	0.68178	0	0	0	0.0249		1.59034	1.04208	0.01899	0	0.68178	0	0.00157	0	0	0
Healthy	24.28158	0	1.77405	0	0	0	0		13.52333	21.43468	0	0	1.77405	0	0	0	0	0
Healthy	51.9442	0.23308	0.00245	0	0	0	0.00817		31.05121	0	0.23308	0.08495	0.00245	0.2742	0.01986	0	0	2.09521
Healthy	22.17561	6.27496	0.05167	0	0.09833	0	0		0.03831	61.05899	6.27496	6.5337	0.05167	0	0.01727	0	0.09833	0.01292
Healthy	70.2604	0.09183	0.12511	0	0	0	0		1.40603	0.23489	0.09183	0	0.12511	0	0.01797	0	0	0
Healthy	66.90928	11.2822	0.16553	0	0	0	0.04031		2.09882	0.05199	11.2822	0.15808	0.16553	0	0	0	0	0
Healthy	36.00646	0	0.71922	0	0	1.96185	0.10833		28.76638	0.45237	0	0	0.71922	0	0.4066	0	0	0
Healthy	67.52468	2.69145	0.05858	0	0.00501	0	0		3.98445	0.03264	2.69145	0.2645	0.05858	0	0.02388	0	0.00501	0.01137
Healthy	52.85802	7.49172	0.64903	0	0	0	0.01208		4.68132	11.01388	7.49172	0.25093	0.64903	0	0.04771	0	0	0.28178
Healthy	68.26218	0.98013	0.12703	0	0.31899	0.42333	0.05466		13.61856	0.00075	0.98013	0.00069	0.12703	0	0	0	0.31899	0
Healthy	25.4709	1.71155	0	0	0	0	0.27944		5.6155	9.32337	1.71155	0.24288	0	34.3352	1.27689	0	0	0
Healthy	69.41196	0.03438	0.02848	0	0.0381	0	0.08991		2.33062	0.0051	0.03438	0.03597	0.02848	0	0	0	0.0381	0
Healthy	92.39928	4.02996	0	0	0	0	0		0.74929	0.01909	4.02996	0	0	0	0	0	0	0
Healthy	11.80363	0.15556	0	1.75429	0	0	0		30.88176	0.01457	0.15556	0.64185	0	0.02309	29.15257	1.75429	0	1.46753
Healthy	60.76513	0	0.0857	0	0	0	0.02076		3.83423	4.69606	0	0	0.0857	0	0	0	0	0
Healthy	23.24062	0	0	0	0	0	0		14.26298	1.67943	0	0.03293	0	4.08398	0.11023	0	0	0
Healthy	74.3055	0	0	1.74194	0	0	0.02109		18.15935	0	0	0.32838	0	0.10373	0.06925	1.74194	0	0
Healthy	47.48654	0	6.77028	0	0	0.47353	0		7.26123	0.0456	0	0	6.77028	0	0	0	0	0
Healthy	66.63046	0	0.0978	0.91565	0	0	0.35635		2.9789	0.10918	0	0.05356	0.0978	0	0.02098	0.91565	0	0
Healthy	16.69171	0.29978	0.0282	0	0	0	0.09859		59.11195	1.28376	0.29978	0.16315	0.0282	0.08327	1.34922	0	0	0.0268
Healthy	38.72317	0	0.07012	3.32132	0	0	0.83356		23.87569	2.1428	0	8.67039	0.07012	0.32392	0.63033	3.32132	0	0
Healthy	0	18.64184	0	0	46.52632	0	0		24.13123	3.31186	18.64184	0.34228	0	0	0.02138	0	46.52632	0.07301
D014607	84.10218	0.82354	5.52699	0	0.06458	0	0.01092		1.25811	0.0663	0.82354	0.00898	5.52699	0	0	0	0.06458	0
Healthy	23.31275	0.81801	0.55683	0	0	0	0		25.07168	8.53142	0.81801	0.82634	0.55683	5.1127	2.93878	0	0	2.73464
Healthy	77.03911	0.20213	0.06155	0	0	0	0.00779		1.82166	0.32381	0.20213	0.00485	0.06155	0	0.08081	0	0	0
Healthy	75.79001	0.66588	2.81607	0	0.31556	0	0.04264		2.35745	2.6098	0.66588	0.06627	2.81607	0	0.06508	0	0.31556	0
Healthy	67.62521	1.07314	0	0	0	0	0		2.32906	0.20469	1.07314	0	0	0	0	0	0	0
Healthy	66.1897	0.22112	0.21042	0	0	0	0.00837		6.09201	0.07537	0.22112	0.25566	0.21042	0	0.10796	0	0	0
Healthy	34.86269	2.03238	0.48271	0	0.00815	0	0.23594		18.71908	0.0701	2.03238	0.22984	0.48271	0	1.33121	0	0.00815	0.37755
Healthy	60.27188	0	3.60235	0	0	0.31801	0.01291		4.58678	0.3763	0	0	3.60235	0	0	0	0	0
Healthy	48.48277	0.11749	0.48497	8.59216	0	0	0.04446		27.20304	0.11313	0.11749	0.18205	0.48497	0	1.23596	8.59216	0	0.14768
Healthy	11.17658	0	0	0	0	0	0		53.47869	0	0	0.04855	0	2.31989	0	0	0	0
Healthy	1.82406	1.79092	0	0.19912	0	0	0.03571		33.15494	4.01625	1.79092	0.75265	0	6.52913	1.11688	0.19912	0	0.12733
Healthy	5.07118	1.30555	0.07865	0	0.55701	0	0		26.74578	11.7647	1.30555	14.50212	0.07865	0	0.52998	0	0.55701	1.24539
Healthy	59.39644	0.46608	0.00055	0.16018	0	0.03901	0.07585		1.97717	0.41135	0.46608	0.39467	0.00055	0.12082	9.88528	0.16018	0	0
Healthy	84.47865	0	0.06985	0	0	0	0.38014		1.65132	3.58461	0	0	0.06985	0.62816	0	0	0	0
Healthy	32.79623	0	7.4715	1.24378	0	0	0.1746		10.77328	0	0	0	7.4715	0.83191	0	1.24378	0	0
Healthy	46.44976	0	0	0	0	0	0		40.28248	0	0	0	0	0	0	0	0	0
Healthy	64.35533	11.3428	0.1515	0	0	0	0.04034		2.39578	0.03716	11.3428	0.17879	0.1515	0	0	0	0	0
Healthy	49.47672	0.12742	0.76517	0	0	0	0.63149		6.04908	0.23799	0.12742	0.01985	0.76517	0	0	0	0	0
Healthy	65.25963	0.25076	0.21268	0	0	0	0.01867		5.82134	0.08194	0.25076	0.29412	0.21268	0	0.13227	0	0	0
Healthy	24.80784	14.14232	0	2.18784	0.74352	0.42494	0.02294		16.70876	0.22427	14.14232	0.53942	0	0.19887	0.2341	2.18784	0.74352	0.00386
Healthy	64.28691	0	0.13758	0	0	0	0		26.62545	0	0	0	0.13758	0	0	0	0	0
Healthy	13.24016	10.1159	0.25763	0	0	0	0.70743		0.38994	0.01849	10.1159	0	0.25763	0	0.14476	0	0	0
Healthy	48.70816	0	0	0	0	0	0		25.41271	0	0	0.14741	0	0	0	0	0	0
Healthy	18.81712	0.02887	4.33996	0	0	0	0.06574		3.81025	11.35784	0.02887	0.00845	4.33996	0	0	0	0	0
Healthy	12.45128	0	0	0	0	0	0		1.41531	3.17754	0	0	0	0	0	0	0	0
Healthy	68.41716	0.06296	0.00922	0	0	0	0.07549		9.22167	1.37361	0.06296	0.02897	0.00922	0	0	0	0	0
Healthy	26.6205	0.02237	0.16178	0	0	0	0.06076		58.80176	0.04603	0.02237	0.05203	0.16178	0	1.19077	0	0	0
Healthy	59.76033	0	11.9332	0	0	0	0		8.60771	0.00565	0	0	11.9332	0	0	0	0	0
Healthy	92.13021	0.14117	0.57985	0	0	0	0		1.90873	0.14243	0.14117	0	0.57985	0	0	0	0	0
Healthy	19.29651	0	0	1.13093	0.08151	0	0		9.81096	4.60293	0	0	0	13.2125	0.5092	1.13093	0.08151	0
Healthy	84.24075	0.20678	0	0	0	0	0		3.93516	0.42218	0.20678	0.23947	0	0	0	0	0	0.01809
Healthy	63.70893	0	0.16963	0	0	0	0.08423		14.57401	0.96514	0	0	0.16963	0	0.07477	0	0	0
Healthy	41.14116	0.05763	0.15257	0	0	0	0.00364		31.9277	0.17395	0.05763	2.93731	0.15257	0.05673	0.15665	0	0	0.31973
Healthy	57.28008	0	0	0	0	0	0		9.75133	5.00017	0	0.03615	0	0	0	0	0	0
Healthy	81.1674	0.09344	0.35009	0	0	0	0.09329		2.00846	0.61607	0.09344	0.10704	0.35009	0	0	0	0	0
Healthy	31.30509	15.32248	0.05901	0.01981	0.03669	0.06818	0.1755		11.35441	0.15022	15.32248	1.81211	0.05901	0	0.9193	0.01981	0.03669	0.01515
Healthy	51.05291	7.91464	0.01212	0	0	0	0.5255		8.03442	1.95552	7.91464	0.17896	0.01212	0	0.03696	0	0	0.02661
Healthy	8.02642	8.6462	0	29.6499	0	0	0		10.78517	0	8.6462	0	0	1.9555	6.09537	29.6499	0	0
Healthy	5.06393	4.89526	0.10448	0	1.64212	0	0		0.47735	67.48479	4.89526	1.23457	0.10448	0	0.84286	0	1.64212	0
Healthy	32.54246	0.04102	9.76123	1.53035	0	0	0.16968		12.11081	0	0.04102	0	9.76123	0.88045	0	1.53035	0	0
Healthy	34.96916	2.25021	0.02345	0	0	0	0		15.86882	0.49796	2.25021	0.12481	0.02345	0	0.54554	0	0	1.08055
Healthy	79.38151	0.00422	0.77778	0	0	0	0.03795		2.0069	1.20803	0.00422	0	0.77778	0	0	0	0	0
Healthy	71.01821	0.06894	0.04178	0	0	0	1.79765		0.98998	0.11549	0.06894	0	0.04178	0.03306	0.53348	0	0	0
Healthy	54.2528	20.7052	1.10226	0	0.07824	1.77769	0.1202		0.55783	0.78892	20.7052	0.13085	1.10226	0	0.01923	0	0.07824	0
Healthy	55.97138	0	8.06826	3.86161	0	0	0		6.66124	0	0	0	8.06826	0	0	3.86161	0	0
Healthy	29.86954	0	0	2.43063	0	0	0.60142		6.31536	0.11215	0	0.10771	0	2.15254	0.20651	2.43063	0	0
Healthy	70.02975	0.05832	0.10853	0	0	0	0		1.62386	0.3003	0.05832	0	0.10853	0	0.02401	0	0	0
Healthy	18.98913	4.84359	2.35075	0	0.021	0	0		39.00661	18.60188	4.84359	0.54295	2.35075	0	0.49926	0	0.021	0.24962
Healthy	53.92158	0	0	0	0	0	0		9.94093	0	0	0	0	0	0	0	0	0
Healthy	59.52808	0	0.0108	0	0	0	0.03016		7.24649	1.7207	0	0.26833	0.0108	0.11142	0.81448	0	0	0.00065
Healthy	80.20902	0	0.14668	0	0	0	0		0.82778	0.02069	0	0	0.14668	0	0	0	0	0
Healthy	70.35837	0.06217	0.21793	0	0	0	0.10551		5.77651	4.2632	0.06217	0.00558	0.21793	0.04975	0	0	0	0
Healthy	43.56349	0.1712	2.10293	0	0	0	0		4.55696	0.75841	0.1712	0.22491	2.10293	0.20292	0.00357	0	0	0.08325
Healthy	28.6106	0.02185	0	14.136	0	0	0		6.49458	0	0.02185	0	0	0.40605	4.32223	14.136	0	0.04485
Healthy	37.63177	0.90979	0	0	0	0	0		11.31074	35.52051	0.90979	0	0	0	0.59226	0	0	0.14779
Healthy	60.18198	1.1346	0.32356	0	0.0685	0.00534	0.00508		11.55632	0.09631	1.1346	0.13845	0.32356	0.42949	0.00227	0	0.0685	0.05107
Healthy	64.34556	0	3.06576	0	0	0	0.38816		23.48085	0	0	0	3.06576	0	0.10872	0	0	0
Healthy	23.41681	0.08655	0.15684	0	0	0	0		17.9239	0.33044	0.08655	0.63813	0.15684	0.52483	1.66805	0	0	0.00429
Healthy	26.22084	0.08398	0.13717	0	0	0.04122	0.06753		19.14772	12.53813	0.08398	0.78132	0.13717	0.46669	0.06119	0	0	0.16095
Healthy	43.6674	0.14308	0.05694	0	0	0	0		22.3262	1.61752	0.14308	0.01572	0.05694	0	0.77041	0	0	0.20321
Healthy	31.47041	0.14398	0.0242	0	0	0	0		23.84768	0.09439	0.14398	0.0906	0.0242	0	0	0	0	0.31187
Healthy	46.99993	0.00258	0.1847	0	0	0	0.03171		18.78117	0	0.00258	0.88634	0.1847	2.24353	0.00437	0	0	0
Healthy	65.45053	0.02974	0	0	0	0.89343	0		9.16596	0.13461	0.02974	0.14745	0	0	0.14615	0	0	0
Healthy	18.38157	0.03258	4.28902	0	0	0	0.03536		3.89057	11.18701	0.03258	0.01966	4.28902	0	0	0	0	0
Healthy	1.60039	1.57685	0	0	0	0	0		45.0127	7.05196	1.57685	0.03054	0	4.40276	0.46942	0	0	0
D014607	69.0934	0.46734	0.70534	0	0.05372	0.01802	0.03951		17.56051	0	0.46734	0.02552	0.70534	0	0.12095	0	0.05372	0
Healthy	71.82251	4.39963	0	0	0	0	0.01148		1.5051	0.34687	4.39963	0.42969	0	0	0.0042	0	0	0
Healthy	65.45541	0	0.12471	0	0	0	0		8.99905	0	0	0.09369	0.12471	0	0	0	0	0
Healthy	70.83721	0.05596	0.44661	0	0	0	0.1446		10.98777	0.02219	0.05596	0.10928	0.44661	0	0.94829	0	0	0
Healthy	64.15539	0	0.1558	0	0	0	0.06551		14.73322	0.93058	0	0	0.1558	0	0.08738	0	0	0
Healthy	38.68603	0.845	1.79597	0	0	0	0.08215		5.57253	0.40218	0.845	0	1.79597	0	0.0094	0	0	0
Healthy	63.69551	0	0.17127	0	0	0.01877	0.09886		14.8852	0.94454	0	0	0.17127	0	0.07152	0	0	0
Healthy	80.38611	0	0	0	0	0	0		12.57695	0	0	0	0	0	0.53864	0	0	0
Healthy	58.24447	0.90698	0.16971	0	0	0	0.0314		8.16923	3.24354	0.90698	2.31081	0.16971	0	0.0784	0	0	0.00814
Healthy	65.71776	0.15708	0.1208	0	0	0	0.00374		5.73369	2.97438	0.15708	2.72693	0.1208	0	0.28425	0	0	0.10114
Healthy	52.76312	0	0.82936	10.4674	0	0	0.28677		13.48075	0.20755	0	0	0.82936	0.24689	2.97139	10.4674	0	0
Healthy	38.14707	0.47442	0	0	0	0	0		39.25469	0.05147	0.47442	0.13186	0	0	0.86816	0	0	0
Healthy	39.01788	0	0.0688	3.28395	0	0	0.83945		24.01902	2.26463	0	8.50504	0.0688	0.34901	0.67692	3.28395	0	0
Healthy	27.77521	0.24558	0.02359	0	0	0	0.07127		11.15036	0.59599	0.24558	14.28966	0.02359	0	0	0	0	0.00914
Healthy	54.11945	1.07164	0.21909	0	0	0	0.17596		0.8796	0.03317	1.07164	0	0.21909	0	0.34375	0	0	0
Healthy	19.99426	1.50057	0.03236	0	0	0	0		42.38459	0.09127	1.50057	0.16327	0.03236	0.0461	0.1783	0	0	0.7303
Healthy	12.69787	0	0	0	0	0	0		30.88416	27.16507	0	0.03451	0	0	1.03348	0	0	0
Healthy	25.24883	2.26417	0	1.48313	0	0	0		23.28223	1.02185	2.26417	8.42778	0	0	3.29173	1.48313	0	0
Healthy	74.67264	0.50414	1.46097	0	0	0	0.00172		13.88409	0.66168	0.50414	0.08521	1.46097	0	0.75049	0	0	0
D014607	72.29916	1.17757	0.24031	0	0.14364	0	0		1.15832	0.25085	1.17757	0	0.24031	0	0	0	0.14364	0
Healthy	55.27203	0	0	0	0	0	0		9.83615	0	0	0	0	0.9037	4.86269	0	0	0
Healthy	41.64454	0.12224	0.10551	0	0	0	1.64579		1.53203	2.18256	0.12224	0	0.10551	0	0	0	0	0
Healthy	0.08708	0.09971	0	0	89.0861	0	0		0.04122	0.07289	0.09971	6.76795	0	0	0	0	89.0861	0
Healthy	30.97608	0.46104	0.09326	0	0	0	0		11.81004	11.26592	0.46104	0.12448	0.09326	10.5082	3.05684	0	0	0.72884
Healthy	44.74338	0.27562	0.69499	0	0	0	0.04827		13.91273	6.90005	0.27562	0.21794	0.69499	0	0.03629	0	0	0.09638
Healthy	17.98772	0.03494	0	0	0	0	0		56.78264	0	0.03494	0.40843	0	0	0	0	0	0
Healthy	53.10567	1.30267	0.0499	0	0	0	0.00563		21.70843	1.51512	1.30267	0	0.0499	0	0.0524	0	0	0.1235
Healthy	54.76502	0.1534	0.35921	0	0	0	0.02711		20.96011	0.18869	0.1534	0.09486	0.35921	0.13359	0.05702	0	0	0.11396
Healthy	21.38765	0.02953	0.06682	0	0.00483	0	0.00245		33.01383	0.01696	0.02953	1.33288	0.06682	0	0.05921	0	0.00483	0.07143
Healthy	16.83033	22.98751	0.28985	0.03189	0	0	0.06608		0.245	49.26182	22.98751	6.18796	0.28985	0	0	0.03189	0	0
Healthy	31.18107	0.04339	0.09245	0	0.01957	0	0.02316		49.45111	0.78204	0.04339	0.10975	0.09245	0	0.67343	0	0.01957	0.02141
Healthy	87.50363	0	0.03641	0	0	0	0.28054		0.75852	3.56951	0	0	0.03641	0.61379	0	0	0	0
Healthy	46.43471	0.09402	0.01766	0	0.05475	0.96174	0.04022		16.20866	0.05956	0.09402	0.00268	0.01766	0	0.00996	0	0.05475	0.03076
Healthy	11.66254	0	0	9.77338	0	0	0		17.52132	0	0	0.4903	0	11.4758	1.5796	9.77338	0	0
Healthy	31.50876	0.02279	0.04709	0	0	0	0.21895		23.4526	1.08988	0.02279	0.26882	0.04709	0.22246	2.63884	0	0	0.04359
D014607	90.80455	5.13727	0.05117	0	0.02531	0	0.09921		0.31584	0.38519	5.13727	0	0.05117	0	0	0	0.02531	0
Healthy	40.63527	2.1791	5.85099	0.84447	0	0	0		28.87652	0.22506	2.1791	0.44908	5.85099	0	0.03829	0.84447	0	0
Healthy	44.77807	0.01748	0.03747	0	0	0	0		23.75908	1.19383	0.01748	2.99903	0.03747	0.64188	0.42559	0	0	0.09663
Healthy	58.01083	0	0.55204	0	0	0	0.02458		17.96831	3.12663	0	0.11226	0.55204	0	0.16815	0	0	0
Healthy	22.70305	0.06668	0.06492	4.11684	0	0	0		22.61631	0.39767	0.06668	0.85829	0.06492	3.66315	15.18462	4.11684	0	0.17428
Healthy	73.82998	0.45314	0	0	0	0	0.02244		2.04266	0.04933	0.45314	0.03919	0	0	0	0	0	0
Healthy	49.4338	0	0	0	0	0	0		22.9828	0	0	0	0	0	0	0	0	0
Healthy	68.02287	0	6.04214	0	0	0	0		5.34763	0.21436	0	0.58068	6.04214	0	0	0	0	0
Healthy	79.63967	0	0.24438	0	0	0	0		0.90802	0.1026	0	0	0.24438	0	0.00818	0	0	0
Healthy	83.66088	0.09711	0.34962	0	0.25882	0	0.06013		3.45998	1.08682	0.09711	0	0.34962	0	0.04691	0	0.25882	0
Healthy	34.03182	0.49882	0	0	0.31873	0	0		3.83	21.9186	0.49882	3.00319	0	0	0.21008	0	0.31873	0
D014607	94.0595	0.27085	0	0	0	0	0		0.28197	0	0.27085	0	0	0	0	0	0	0
Healthy	8.56898	39.53396	0.62589	0	0.3395	0	0.00245		9.77077	17.69028	39.53396	0.39255	0.62589	2.878	3.55347	0	0.3395	0.19935
Healthy	21.69807	0	0	1.53777	0.63891	0	0		27.95244	2.24791	0	0.02928	0	0.50663	1.37327	1.53777	0.63891	0
Healthy	63.72511	0.04967	0.01775	0	0	0	0.02608		2.01068	0	0.04967	0.00501	0.01775	0	0	0	0	0
Healthy	23.80365	0	0.003	0	0	0	0		54.94439	0.0056	0	0	0.003	0	0	0	0	0
Healthy	10.17921	0	0	0.81248	0	0	0		12.64951	0	0	0.06909	0	5.91318	0.01721	0.81248	0	0
Healthy	83.54345	0.56617	0.19577	0	0	0	0		1.43021	0.60371	0.56617	0.06685	0.19577	0	0	0	0	0
Healthy	12.96811	0	0.05413	0	0	0	0.07456		23.58926	3.725	0	0.39041	0.05413	0.22609	0.29611	0	0	0
Healthy	43.9114	0	0.12954	0	0	0	0.04505		3.06471	0	0	0.01177	0.12954	0	0	0	0	0
Healthy	83.8056	0	0	0	0	0	0		4.85192	0.05071	0	0	0	0	0	0	0	0
Healthy	24.89816	0.15444	1.73015	0	0	0	0		51.74343	0.3192	0.15444	0.00625	1.73015	0.20727	0.01373	0	0	0.00585
Healthy	15.49998	0	0	0	0	0	0		39.16761	12.61816	0	0.80224	0	0	1.97951	0	0	0
Healthy	34.37811	0.08965	0.44904	0	0.03843	0	0		45.96371	0.10103	0.08965	0.41762	0.44904	0.80213	0.83436	0	0.03843	0
Healthy	79.37998	0	0.29186	0	0	0	0		0.92453	0.03705	0	0	0.29186	0	0	0	0	0
Healthy	20.9667	0	0.15947	0	0	0	0.071		18.57244	6.06395	0	0.28477	0.15947	2.68708	0.08649	0	0	0.02876
Healthy	4.30091	15.20499	0.02173	0	1.37992	0	0.00949		35.70922	13.81911	15.20499	1.49394	0.02173	0	0.88399	0	1.37992	0.08778
Healthy	27.85964	1.82603	0.05485	0.20651	0	0	0		40.13242	0.59571	1.82603	0.90185	0.05485	0.03732	0.40353	0.20651	0	0
Healthy	6.00557	0.02017	0.01227	9.11108	0	0	0.05451		56.89302	1.36028	0.02017	0	0.01227	4.11402	1.06608	9.11108	0	0.00449
Healthy	70.10311	0.11397	0.2765	0	0	0	0.06774		5.48392	4.07317	0.11397	0	0.2765	0.05697	0	0	0	0
Healthy	39.3989	0	0	0	0	0	0		32.31532	0	0	0	0	0	0	0	0	0
Healthy	0	64.1085	0	0	0	0	0		0	0	64.1085	0.24208	0	0	0	0	0	0
