group	Bacteroidales	Enterobacterales	Burkholderiales	Acidaminococcales	Pseudomonadales	Selenomonadales	Desulfovibrionales		Lachnospirales	Actinomycetales	Enterobacterales	Lactobacillales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	29.85456	0	0.01216	2.44023	0	0	0.72918		6.20321	0.11793	0	0.11874	0.01216	2.01992	0.25445	2.44023	0	0
Healthy	68.78251	0	6.35168	0	0	0	0		4.74071	0.21147	0	0.37922	6.35168	0	0	0	0	0
Healthy	56.31759	0	0.01459	0	0	0	0		27.39515	0	0	0	0.01459	0	0	0	0	0
Healthy	15.37478	0.00664	0.16588	0	0.11715	0	0.0289		27.72066	0.00155	0.00664	0.11526	0.16588	0	0.63407	0	0.11715	0
Healthy	64.67113	0.08017	4.87942	0	0	0	0.15338		20.06613	0	0.08017	0.08565	4.87942	0	0.03873	0	0	0
Healthy	22.96376	1.78426	0	0	0	0	0		1.19916	16.91271	1.78426	0	0	16.7399	0.10907	0	0	0
Healthy	8.75356	1.90617	1.25627	0.00458	0	0	0.00146		17.79161	28.03244	1.90617	3.41119	1.25627	0	0.02929	0.00458	0	0.28209
Healthy	66.70804	0.97562	0	0	0	0	0		2.2758	0.18369	0.97562	0	0	0	0	0	0	0
Healthy	17.67061	0	0.4085	0	0	0	0		10.96385	0	0	0	0.4085	0	0	0	0	0
Healthy	70.30129	0	2.94365	0.00286	0	0	1.36753		3.93694	0.77145	0	0.08596	2.94365	0.02407	0.17543	0.00286	0	0
Healthy	65.19806	0	1.20679	0	0	0	0.36899		19.30829	0	0	0.00312	1.20679	0	0.03218	0	0	0
Healthy	39.41789	27.3174	0	0	0	0	0.05003		0	25.46562	27.3174	0.37347	0	0	0.17319	0	0	0.0121
Healthy	36.35274	4.93118	0.05346	0	1.68672	0	0.15244		45.76395	0.06377	4.93118	0.20121	0.05346	0	0	0	1.68672	0
Healthy	52.68082	0.95005	0.04815	0	0	0	0		12.9401	17.03267	0.95005	0	0.04815	0	0.18367	0	0	0.16829
Healthy	30.10248	0	0.1098	4.1312	0	0	0		41.19809	0.49858	0	0	0.1098	0.25109	0	4.1312	0	0
Healthy	79.61307	0.10979	0.3509	0	0.22056	0	0.07246		3.19439	1.0579	0.10979	0.00686	0.3509	0	0.04635	0	0.22056	0
Healthy	56.50607	0	0.11738	0	0	0	0		9.34308	0	0	0	0.11738	2.18844	0.0566	0	0	0
Healthy	3.1388	0	0	0	0	0	0		0.9493	0.92255	0	0	0	0	0	0	0	0
Healthy	59.84548	0.03568	0	0	0.48808	0	0.05484		16.23618	0.07319	0.03568	0	0	0	0	0	0.48808	0
Healthy	49.59783	0.20692	0.05426	0	0	0	0.87272		1.04694	1.81522	0.20692	0	0.05426	0	0.01128	0	0	0
Healthy	68.30458	0.03995	0.13432	0	0	0	0		1.80316	0.31755	0.03995	0	0.13432	0	0.0298	0	0	0
Healthy	70.22609	0	3.21879	0	0	0	1.48598		3.82031	0.79332	0	0.09223	3.21879	0.0028	0.16938	0	0	0
Healthy	29.37768	0.12686	0.00423	2.67368	0	0.29486	0		40.3879	0.16296	0.12686	1.51282	0.00423	0	2.06763	2.67368	0	0
Healthy	60.05839	0	0.14739	0	0	0	0		26.97358	0.04723	0	0	0.14739	0	0	0	0	0
Healthy	61.95445	0	0.01237	0	0	0	0.01224		16.84658	0.38174	0	0.09662	0.01237	0	0	0	0	0.20602
Healthy	45.37929	0.10641	2.37113	0	0.03272	0	0		8.41824	2.66858	0.10641	0.3533	2.37113	0	0.39056	0	0.03272	0
Healthy	77.55155	0.13569	0.06799	0	0	0	0		0.64709	0.08679	0.13569	0.02444	0.06799	0	0.02021	0	0	0
Healthy	10.66731	0.20813	0.00581	0.69957	2.78833	0.67334	0		24.21165	15.59254	0.20813	1.66903	0.00581	2.34279	2.05749	0.69957	2.78833	0.43149
Healthy	64.51371	0	0.17472	0	0	0.00469	0.07084		14.29982	0.98243	0	0	0.17472	0	0.10464	0	0	0
D014607	95.45424	0.20086	1.45746	0	0	0	0		1.59609	0.01991	0.20086	0.00839	1.45746	0	0.00098	0	0	0
Healthy	22.60809	0.26003	0.04241	0	0	0	0		26.57163	0.58719	0.26003	0.19758	0.04241	0	0.17156	0	0	0
Healthy	9.68975	0	0	0	0	0	0		42.87043	12.4411	0	0	0	0	0	0	0	0
Healthy	72.22269	0.38851	0.12751	0	0.0083	0.98687	0.02381		14.66943	0.38377	0.38851	0.08908	0.12751	0	0	0	0.0083	0.33016
Healthy	35.91493	0.01293	0.49617	0	0.13583	0	0.00243		19.2705	0.79503	0.01293	0.3064	0.49617	0	0.87091	0	0.13583	0.05015
Healthy	21.90523	0.76469	0	1.17062	0.2522	0	0		34.0061	0.60215	0.76469	0.6611	0	0.07771	0	1.17062	0.2522	0
Healthy	44.75801	0	0.26997	0	0	0	0.07797		4.57633	5.39279	0	0.006	0.26997	0	0.21419	0	0	0
Healthy	25.41325	0.09945	0.50105	0	0	0	0.07292		8.07166	2.4666	0.09945	0.05798	0.50105	0	0.06369	0	0	0.0044
Healthy	66.99894	11.55	0.15942	0	0	0	0.01618		2.23104	0.05201	11.55	0.22019	0.15942	0	0	0	0	0
Healthy	43.82892	0.36766	0	0	0	0	0.02096		22.2555	1.54964	0.36766	1.24268	0	0	0.00651	0	0	0.16009
Healthy	64.73024	0.3338	0.03248	0	0	0	0		15.99042	0	0.3338	0	0.03248	0	0	0	0	0
Healthy	30.27296	0	0	0.06577	0	0	0		45.96803	0	0	0	0	0.36118	1.6531	0.06577	0	0
Healthy	34.72211	0.17138	0.00478	0	0	0	0.07745		33.99684	0	0.17138	0.30366	0.00478	0	0.12198	0	0	0
Healthy	47.03252	0.10344	0.00191	0	0	2.31172	0.4901		27.00529	0.67504	0.10344	0.20004	0.00191	0	1.32903	0	0	0
Healthy	27.17946	0	0.03272	0	0	0	0		63.68653	0	0	0.03339	0.03272	0.29465	0	0	0	0
Healthy	28.591385048	0.407011324	0.667967414	0.2016483	0.091177319	0.599226333	0.484612286		20.420447346	0.813308319	0.407011324	0.675541312	0.667967414	0.021293778	0.297970403	0.2016483	0.091177319	0.346273626
Healthy	15.90047	1.967	0.05368	26.9556	0.07145	0.0114	0		5.83818	0	1.967	0.21074	0.05368	3.19148	1.506	26.9556	0.07145	0.16768
Healthy	50.77204	0.31598	0.00373	0	0	0	0.00985		9.81366	3.7953	0.31598	0.6265	0.00373	0.47427	0.01707	0	0	0.05614
Healthy	79.3713	0.01587	0.15661	0	0	0	0		3.94371	0.02912	0.01587	0	0.15661	0	0.00322	0	0	0
Healthy	18.30581	0.88478	0.05586	0	1.17073	0	0.05605		17.65775	4.82379	0.88478	4.17484	0.05586	0	0.95617	0	1.17073	0.04901
Healthy	0.01973	0.87483	0	0	0.17592	0	0		0.00419	23.8751	0.87483	0.98423	0	0	1.53145	0	0.17592	0
Healthy	60.88	0	0	0.28573	0	0.14761	0.02106		27.13415	0.04895	0	0.03136	0	0.04012	0.49789	0.28573	0	0
Healthy	57.02483	0	0.37186	0	0	0	0.0278		1.48995	0.56436	0	0	0.37186	0.0381	0.00261	0	0	0
Healthy	59.17542	0.07495	0.14004	0	0	0	0.88507		1.6331	1.69326	0.07495	0	0.14004	0.20911	0	0	0	0
Healthy	18.65482	0	0	0	0	0	0		28.99004	0	0	0	0	0	0	0	0	0
Healthy	34.55139	0.1183	0	0.12029	0	0	0.08071		17.62307	4.405	0.1183	10.76899	0	3.13385	0.1044	0.12029	0	0
Healthy	51.82557	0	0.57555	0	0	0	0.06544		16.05668	1.92249	0	4.5841	0.57555	0	0	0	0	0
Healthy	2.03876	2.16916	0.4189	0	0.0016	0	0		24.50292	21.5286	2.16916	0.75171	0.4189	0	0.10914	0	0.0016	1.38365
Healthy	69.25889	0.05107	0.22373	0	0	0	0.13173		4.65345	0	0.05107	0	0.22373	0	0.01222	0	0	0
Healthy	60.08672	0.07334	0.00461	0	0	0.86909	0		15.62594	0.17584	0.07334	0.02697	0.00461	0	0.71279	0	0	0.04287
Healthy	62.91284	0.69087	0	0	0	0	0		10.04607	0	0.69087	0	0	0	0.36643	0	0	0
Healthy	67.43912	0.70877	0.02718	0.02708	0	0	0.4246		0.29708	0.31546	0.70877	0.04687	0.02718	0	0.32664	0.02708	0	0
Healthy	0.0456	9.23937	0	0	0.01096	0	0		4.62601	13.20865	9.23937	0.11244	0	0	0	0	0.01096	0.00258
Healthy	22.17472	0.01485	0	7.11918	0	0	0		42.03176	0.01098	0.01485	0.07607	0	0.09168	2.30926	7.11918	0	0.01797
Healthy	32.62426	0	0	0	0	0	0		0.0367	6.86942	0	0	0	0	0	0	0	0
Healthy	28.4816	0	1.60436	0.0329	0	0	0.05764		22.55875	1.21375	0	0.02256	1.60436	0	0.16301	0.0329	0	0
Healthy	19.20506	0.15026	0.00198	1.39632	1.22216	0	0		39.61227	1.01489	0.15026	1.1938	0.00198	1.12012	1.92383	1.39632	1.22216	0.14137
Healthy	33.51044	0.12638	0.06318	0	0	0	0		22.98119	0.18084	0.12638	0.07772	0.06318	0	0	0	0	0.39296
D014607	56.77311	0.75364	0.2744	0	0.00475	0.00028	0.23794		4.838	0.00495	0.75364	0	0.2744	0	0.07275	0	0.00475	0
Healthy	9.54208	2.68431	4.43181	0	0.19378	0	0		10.57422	66.98441	2.68431	1.36726	4.43181	0	0	0	0.19378	0
Healthy	71.23516	0.07583	0.25373	0	0	0	0.0465		5.61953	4.22014	0.07583	0	0.25373	0.036	0	0	0	0
Healthy	11.50654	0.09863	1.35596	0.37713	0.17769	0	0.03484		32.93383	5.08103	0.09863	0.98141	1.35596	0	0.01019	0.37713	0.17769	0
Healthy	80.27745	0	0	0	0	0	0		12.69187	0	0	0	0	0	0.54825	0	0	0
D014607	93.32233	0.30045	2.1841	0	0.11777	0.00783	0.06422		0.49233	0.06025	0.30045	0.00162	2.1841	0	0	0	0.11777	0
Healthy	63.29588	0.02844	0.0068	0	0.03634	0	0.0213		1.83948	0.00497	0.02844	0.00169	0.0068	0	0	0	0.03634	0
Healthy	74.01488	0.55144	0.05892	0	0	0	0.05351		1.90257	0.02839	0.55144	0.03244	0.05892	0	0	0	0	0
Healthy	2.2139	16.70287	0	0	1.00136	0	0		24.97201	24.71843	16.70287	0.44365	0	0	0	0	1.00136	0
Healthy	54.35039	1.24196	0.31508	0	0	0	0.13841		0.86015	0.0274	1.24196	0	0.31508	0	0.36059	0	0	0
Healthy	92.30701	0.14246	0.49916	0	0	0	0		1.79353	0.16668	0.14246	0	0.49916	0	0	0	0	0
Healthy	17.00368	0	1.27602	0	0	0	0		15.9686	32.42874	0	0.32702	1.27602	0	0	0	0	0
Healthy	26.94271	0.22528	0.02275	0	0	0	0.08117		11.15949	0.62538	0.22528	14.09963	0.02275	0	0	0	0	0.00991
Healthy	15.68692	0	0	0	0	0	0		3.19773	4.32033	0	0.17953	0	0	0	0	0	0
Healthy	48.46673	0	0.54023	0	0	0	0.14154		14.5967	1.89396	0	0.56695	0.54023	0	0.00224	0	0	0
Healthy	60.93896	0	0	0	0	0	0		25.77056	0	0	0	0	0	0	0	0	0
Healthy	23.04164	0	0.13286	0.30709	0	0	0		18.67898	6.28182	0	16.73551	0.13286	0	1.35584	0.30709	0	0
Healthy	69.44122	0	3.1611	0.00829	0	0	1.33413		3.77856	0.82458	0	0.04858	3.1611	0.03933	0.18024	0.00829	0	0
D014607	37.34701	8.32223	0.01798	0	0.7266	0	0		6.92869	0	8.32223	0.01601	0.01798	0	0	0	0.7266	0
Healthy	66.95995	0.50793	0.01379	0.0177	0	0	0.45984		0.21839	0.29829	0.50793	0.01663	0.01379	0	0.32641	0.0177	0	0
Healthy	56.49909	0.07123	0.20852	0	0	0	0.15869		7.71081	2.26791	0.07123	0.0131	0.20852	0	0	0	0	0.22027
Healthy	81.00404	0	0	0	0	0	0		12.67667	0.00713	0	0	0	0	0.51555	0	0	0
Healthy	82.83441	0.73774	0.22274	0	0	0	0		1.57286	0.63561	0.73774	0.10194	0.22274	0	0	0	0	0
Healthy	26.77093	0.09865	0	0.01742	0	0	0.6196		1.21425	1.28937	0.09865	0.28956	0	0	0.84405	0.01742	0	0
Healthy	62.38926	0.08463	5.13521	0	0	0	0.07226		20.51668	0	0.08463	0.04105	5.13521	0	0.02887	0	0	0
Healthy	76.62679	0.29749	0.04395	0	0	0	0.01409		1.60648	0.35749	0.29749	0.00907	0.04395	0	0.06479	0	0	0
Healthy	69.58453	0	0.14607	0	0	0	0		1.50992	0.27549	0	0	0.14607	0	0.01062	0	0	0
Healthy	33.00341	0.05106	1.52688	0	0	0	0.04295		13.64066	0.15638	0.05106	0	1.52688	0	0.01292	0	0	0.0176
Healthy	27.82369	0.29973	0	0	0	0	0.31628		14.0388	0.89578	0.29973	0.31557	0	0.04757	0.03316	0	0	0
Healthy	81.02284	0.08763	0.31818	0	0	0	0.09152		2.95496	0.58278	0.08763	0.12313	0.31818	0	0	0	0	0
Healthy	56.62484	2.8264	0	0	0	5.06918	0.0458		12.46777	0	2.8264	0.27247	0	0.00278	0.16671	0	0	0.02241
Healthy	31.95773	0.17827	0.00062	0	0	0.93787	0.01623		24.68792	0.27541	0.17827	0.81048	0.00062	0.03	1.5405	0	0	0.24412
D014607	79.31488	1.14406	1.85186	0	0.03629	0.38514	0.04044		5.48252	2.57518	1.14406	0.00204	1.85186	0	0	0	0.03629	0
Healthy	42.26665	0	0.33499	0	0	0	0.09591		25.40516	0.80711	0	1.22856	0.33499	0	0.0016	0	0	0
Healthy	88.63672	0	0	0	0	0	0		0	5.10345	0	0	0	0	5.92605	0	0	0.06352
Healthy	37.50579	0.18967	1.29112	0	0	0	0.02547		22.26713	6.51537	0.18967	0.25523	1.29112	0	0.00877	0	0	0.00694
Healthy	38.6316	0	0.16102	0.2169	0	0	0		20.7315	4.95827	0	0.53762	0.16102	5.37796	0	0.2169	0	0
Healthy	63.68715	3.75353	0.27739	0	0	0	0.29956		12.69954	0	3.75353	0	0.27739	0	0	0	0	0
Healthy	19.73221	0.34895	0	0.61326	0	0	0		32.32783	0.35876	0.34895	0.02444	0	0	0.94684	0.61326	0	0
Healthy	0.17745	0.40585	0.08087	0	0.00496	0	0		0.01506	90.15659	0.40585	5.92144	0.08087	0	0	0	0.00496	0
D014607	83.26133	0.5474	0.00605	0.00329	0	0.00288	0.51537		6.34336	0	0.5474	0.00424	0.00605	0	0	0.00329	0	0
Healthy	11.62392	0	0	4.21592	0	0	0		23.1134	0.00555	0	0.01638	0	19.4665	2.45298	4.21592	0	0
Healthy	0.69868	0	0	0	0	0	0		91.2396	0	0	0	0	0	0	0	0	0
Healthy	37.10476	1.12397	0.80646	0	0	1.12779	0.31465		4.95009	3.4261	1.12397	0	0.80646	0.23322	0.64949	0	0	0.00083
Healthy	0.85497	2.42256	0	0	8.43238	0	0		36.58469	4.3896	2.42256	2.47433	0	0	0	0	8.43238	0.02153
Healthy	45.9925	0.24139	0	0	0	0	0		3.70883	0.45853	0.24139	0.22468	0	0	0	0	0	0.00675
Healthy	4.08543	0	0	11.9554	0	0	0		9.61712	0	0	0.04979	0	48.68016	1.84564	11.9554	0	2.55485
Healthy	42.91805	0.07747	0.03848	0	0	0	0.0038		23.30148	1.78584	0.07747	2.94574	0.03848	0.58074	0.35836	0	0	0.12273
Healthy	21.42676	0.15902	0	3.43586	0	0	0		19.40512	21.1361	0.15902	0	0	0	0	3.43586	0	0
Healthy	25.19643	0.59632	0.85391	10.8802	0	0	0		9.6769	0.43402	0.59632	0.20741	0.85391	0.9813	3.88657	10.8802	0	0.33252
Healthy	41.22953	0.02681	0.6637	0	0.04721	0	0.19688		18.96958	0.75257	0.02681	0.79912	0.6637	0	0.00085	0	0.04721	0
Healthy	0.0532	45.62651	0	0	0.08165	0	0		0.03176	26.9199	45.62651	1.1579	0	0	0.09629	0	0.08165	0
Healthy	16.78322	0	0	1.77138	0	0	0		23.38142	1.72167	0	0.12911	0	0.86947	0.59915	1.77138	0	0
Healthy	73.73881	0	0	0	0	0	0		14.90701	0	0	0	0	0	4.47807	0	0	0
Healthy	76.37431	5.2462	0	0.89861	0	0	0		0.27168	0	5.2462	0.81454	0	0	3.11206	0.89861	0	0
Healthy	79.99349	0	1.1619	0	0	0	0.02994		6.92187	0.0082	0	0.03681	1.1619	0	0.08441	0	0	0.0178
Healthy	17.74068	8.82978	0	2.5993	0.13934	0	0.10024		24.74701	0	8.82978	0.53727	0	6.75288	3.20258	2.5993	0.13934	0
Healthy	67.69071	0.06046	0.01588	0	0	0	0.04715		9.33119	1.6043	0.06046	0.03922	0.01588	0.00725	0	0	0	0
Healthy	59.51679	0	0.37096	0	0	0	0.40396		4.40518	0.31734	0	0	0.37096	0	0	0	0	0
Healthy	83.99822	0.06609	0.34962	0	0.29369	0	0.06883		3.21368	1.13763	0.06609	0	0.34962	0	0.06327	0	0.29369	0
Healthy	59.87228	0.17704	0.12307	0	0	0	0.35953		4.61394	3.67186	0.17704	0.07028	0.12307	0.88322	0	0	0	0
Healthy	0	0	0	0	0	0	0		1.4435	94.5002	0	0	0	0	0	0	0	0
Healthy	59.97537	0.24103	0.80168	2.56577	0	0	0.00521		17.41655	1.3953	0.24103	1.70455	0.80168	0.02178	0.18637	2.56577	0	0.18739
Healthy	65.14898	0	1.11644	0	0	0	0.38634		19.16544	0	0	0	1.11644	0	0.08811	0	0	0
Healthy	84.17119	0	0.0668	0	0	0	0.39139		1.41815	3.58019	0	0	0.0668	0.67639	0	0	0	0
Healthy	51.86664	0.35685	0.08554	0	0	0	0		19.97617	1.83513	0.35685	0	0.08554	0	0.28176	0	0	0.14321
Healthy	57.63825	0	0	0	0	0	0		21.31701	0.03296	0	0.0077	0	0	0.24951	0	0	0.08501
Healthy	58.5305	0.00821	11.7845	0	0	0	0		8.61423	0.00283	0.00821	0.03139	11.7845	0	0	0	0	0
Healthy	43.23459	1.8253	0.1319	0.06021	0.84812	0.01043	0.03918		8.42372	0.0254	1.8253	0.43343	0.1319	0	0.00548	0.06021	0.84812	0
Healthy	20.98788	7.00965	0.14041	0.34504	0	0	0.13386		28.54884	0.81118	7.00965	3.8653	0.14041	0	0.2047	0.34504	0	0.26672
Healthy	17.22509	0.48802	1.18437	0	0.01902	0	0.00451		24.94731	3.41445	0.48802	0.05696	1.18437	0	0.10745	0	0.01902	0.11422
Healthy	32.74562	0	0	0	0	0	0		11.98451	8.4927	0	4.95832	0	1.83433	0	0	0	0
Healthy	70.52585	0.14691	0.22899	0	0	0	0.07503		5.46692	4.11283	0.14691	0.00383	0.22899	0.05754	0	0	0	0
Healthy	2.88101	0	0	0	0	0	0		27.84277	0.53314	0	8.55682	0	0	0.05099	0	0	0
Healthy	80.0319	0	4.47882	0	0	0	0		1.67479	0	0	0	4.47882	0	0	0	0	0
Healthy	70.93263	0	8.25565	0	0	0	0		5.90049	0	0	0.02759	8.25565	0	0	0	0	0
Healthy	59.35272	0.90631	0.22222	0	0	0	0		2.86893	33.88141	0.90631	1.73409	0.22222	0	0.02268	0	0	0.00088
Healthy	15.15713	1.08669	1.93133	0	0	1.04095	0.07592		21.7496	18.00795	1.08669	4.14024	1.93133	0	0.00646	0	0	0
D014607	39.22213	5.45721	0	0.01342	0.63781	0	0		12.61131	0.00305	5.45721	0.01563	0	0	0.00826	0.01342	0.63781	0
Healthy	48.11691	19.9867	0.36994	0	0.05427	0	0		2.63802	23.01812	19.9867	0.19648	0.36994	0	0	0	0.05427	0
Healthy	25.30975	7.4202	0.0198	0	0.05416	0	0		25.83558	4.02883	7.4202	8.32808	0.0198	0	2.28881	0	0.05416	1.03075
Healthy	66.00967	0.76985	0	0	0	0	0		2.30564	0.24668	0.76985	0	0	0	0	0	0	0
Healthy	33.7012	0	0	0	0	0	0		13.41057	0	0	26.10425	0	0	0	0	0	0
Healthy	12.76381	10.125	0.3202	0	0	0	0.65777		0.41769	0.01424	10.125	0.01016	0.3202	0	0.14992	0	0	0
Healthy	67.49526	0.0121	0.16599	3.99758	0	0	0.00279		11.2601	0.12438	0.0121	0.25173	0.16599	0	0.17744	3.99758	0	0.03973
Healthy	39.9297	0	2.06661	0	0	0	0.3094		6.40302	3.48619	0	0.01018	2.06661	0	0	0	0	0
Healthy	79.19528	0.02754	0.19159	0	0	0	0		0.96434	0.06228	0.02754	0	0.19159	0	0	0	0	0
Healthy	67.46278	0.04931	0.01458	0	0	0	0.08835		2.44223	0	0.04931	0.01296	0.01458	0	0	0	0	0
Healthy	62.56385	0.03761	0.00203	0	0	0	0.04016		1.88028	0	0.03761	0	0.00203	0	0	0	0	0
Healthy	36.72765	1.09099	0.12172	0	0	0	0.04587		15.36724	3.99141	1.09099	1.70269	0.12172	0	0.00478	0	0	1.11945
Healthy	40.14108	0.09538	1.86301	0	0	5.61274	0.06495		14.46613	0.97946	0.09538	1.57363	1.86301	0	0.05989	0	0	0
Healthy	63.59872	3.78983	0.27995	0	0	0	0.29698		13.36262	0	3.78983	0	0.27995	0	0	0	0	0
Healthy	42.47417	0.04209	0.05661	0	0	0	1.38114		0.69612	2.60971	0.04209	0	0.05661	0	0	0	0	0
Healthy	81.37445	0.00667	4.17376	0	0	0	0		1.75789	0	0.00667	0	4.17376	0	0	0	0	0
Healthy	89.14189	0.36322	0.15078	0	0	0	0.00504		1.19321	0	0.36322	0.21881	0.15078	0	0.02812	0	0	0
Healthy	38.83869	0.15122	1.0763	0	0	0	0.43764		23.43506	6.8868	0.15122	0.42134	1.0763	0	1.51881	0	0	0
Healthy	40.28326	0.09009	0	0	0	0	0		22.17486	1.71647	0.09009	0.00728	0	0	0.00894	0	0	0
D014607	45.98883	2.09536	0.21108	0	0.05259	0	0.07104		21.26397	0	2.09536	0	0.21108	0	0.00171	0	0.05259	0.0061
Healthy	86.60231	1.53301	0.10557	0	0	0	0.10296		3.63734	0.26697	1.53301	0.11367	0.10557	0	0.04149	0	0	0
Healthy	19.09709	0.54592	0	0	0	0	0		28.59877	3.93681	0.54592	0.2947	0	1.08675	0	0	0	0
D014607	91.6477	0.22728	5.05325	0	0.47293	0.06444	0.0212		0.45517	0.02869	0.22728	0.00044	5.05325	0	0	0	0.47293	0
Healthy	21.82226	0.12584	0.02318	1.41985	0	0	0.00145		36.18644	0.18208	0.12584	0.0189	0.02318	0	0.92008	1.41985	0	0
Healthy	68.84527	0	0.1775	0	0	0	0		5.29557	0.36857	0	0	0.1775	0	0.268	0	0	0
Healthy	66.99495	0.75869	0.10903	0.02223	0.38433	0	0.17763		2.49414	0.256	0.75869	1.69265	0.10903	0	0	0.02223	0.38433	0.05397
Healthy	65.85363	0.01907	0.29865	0	0	0	0.00148		1.25511	0.12553	0.01907	0.03075	0.29865	0	0.0344	0	0	0
Healthy	83.9086	0.02321	0	0	0	0	0		3.47848	0	0.02321	0	0	0	0.29861	0	0	0
Healthy	24.73693	0.48452	0.61386	1.1082	0	0	0.00423		28.96229	0	0.48452	0.01196	0.61386	2.25756	0	1.1082	0	0
Healthy	37.09091	0.06028	0.06137	0	0	0	0		13.54137	28.84641	0.06028	0.00805	0.06137	0	0.28763	0	0	0.14442
Healthy	39.80066	0.0801	4.16061	0	0.00133	0	0.019		17.25954	3.96149	0.0801	1.05837	4.16061	0	0.00944	0	0.00133	0.1405
Healthy	19.20766	0.01108	0.68399	0	0	0	0.07872		14.11581	0.12007	0.01108	0	0.68399	0	1.03404	0	0	0
Healthy	54.30005	0	0	0	0	0	0		27.05577	0	0	0	0	0	0	0	0	0
Healthy	14.62561	0	0	0	0	0	0		22.80186	16.46008	0	1.0904	0	0	0	0	0	0.20503
Healthy	55.92545	0.29956	0.66943	0	0.0115	4.38991	0.03033		5.90693	0	0.29956	0.31798	0.66943	0	0.05228	0	0.0115	0.03962
Healthy	46.6419	0.75786	0	0	0	0	0		10.72894	0	0.75786	0	0	3.01271	6.5309	0	0	0.63571
Healthy	84.01858	0	0	0	0	0	0		3.19691	0	0	0	0	0	0.27761	0	0	0
Healthy	38.49641	22.18081	0.29426	0	0.00184	0	0.01624		7.07441	5.6892	22.18081	1.2022	0.29426	0	1.97673	0	0.00184	0.03609
Healthy	30.3776	3.18917	0	0	0	0	0		4.0418	20.1863	3.18917	30.42893	0	0	0	0	0	0.33598
Healthy	45.61098	0	0	0	0	0	0		3.4899	17.34717	0	0	0	0	0	0	0	0
Healthy	62.6273	0.10041	5.11519	0	0	0	0.1832		20.34868	0	0.10041	0.06107	5.11519	0	0.02544	0	0	0
Healthy	35.67643	1.5878	0	0	0	0.00191	0.0021		13.5242	5.17109	1.5878	0.26183	0	0	0.34724	0	0	0.31518
Healthy	24.77391	0.17777	2.74871	1.34773	0	0.06039	0.73306		24.25783	0.50821	0.17777	0.3098	2.74871	0.15552	0.03468	1.34773	0	0.02589
Healthy	65.50322	0.31627	0.20062	0	0	0	0.01711		6.08834	0.07331	0.31627	0.29319	0.20062	0	0.11697	0	0	0
Healthy	55.82042	0.14181	0.26726	4.72287	0.01096	0	0		27.55006	1.51079	0.14181	0.17301	0.26726	0	0.10696	4.72287	0.01096	0
Healthy	65.26184	0.00296	0	0	0	0	0		0	3.65484	0.00296	0.18547	0	0	0.50535	0	0	0
Healthy	23.5388	0.01006	1.07478	0	0	0	0.01904		30.93704	1.11891	0.01006	1.57639	1.07478	0.00862	0.7768	0	0	0.16522
Healthy	59.55566	0	0	0	0	0	0		16.55109	0	0	0	0	0	0	0	0	0
Healthy	92.84776	4.36693	0	0	0	0	0		0.57635	0.00275	4.36693	0.01707	0	0	0	0	0	0
D014607	84.42346	1.42735	0	0.00433	0.6726	0	0.00504		2.42132	1.61858	1.42735	0.00145	0	0	0	0.00433	0.6726	0
Healthy	71.64541	2.39681	0.34776	0	0	0	0.03509		2.45895	0	2.39681	0	0.34776	0	0	0	0	0
Healthy	66.88997	1.00535	0	0	0	0	0		2.29701	0.21569	1.00535	0	0	0	0	0	0	0
Healthy	18.22271	1.29894	0.13267	0	0	0	0		43.15563	0.19572	1.29894	5.65194	0.13267	0	0.71584	0	0	0
Healthy	64.98923	11.8998	0.15783	0	0	0	0.04396		2.0341	0.06352	11.8998	0.19721	0.15783	0	0	0	0	0
Healthy	48.62684	0	0.21671	0.11234	0	0	0.06786		9.19371	2.06953	0	0.0103	0.21671	9.50394	0	0.11234	0	0
Healthy	12.98923	10.014	0.24068	0	0	0	0.67751		0.38403	0.02622	10.014	0.00193	0.24068	0	0.17354	0	0	0
Healthy	8.73754	9.5299	0	0	0.73774	0.522	0.03683		20.64043	21.13687	9.5299	9.4777	0	3.57724	3.2326	0	0.73774	0
Healthy	51.09131	0.2036	0.08205	0	0.05372	0	0.55645		24.04584	0	0.2036	0.21093	0.08205	0	0.02231	0	0.05372	0.18738
Healthy	65.96314	2.91034	1.20495	0	0	0	0.01561		13.2101	0.52452	2.91034	0.23444	1.20495	0	0	0	0	0
Healthy	80.92745	0.02984	4.329	0	0	0	0		1.67644	0	0.02984	0	4.329	0	0	0	0	0
Healthy	24.87324	0	0	0	0	0	0		40.39967	0	0	0.34528	0	0	0	0	0	0
Healthy	87.5923	0.03588	0.00552	0	0	0	0		0.47202	0.00528	0.03588	0	0.00552	0	0	0	0	0
Healthy	91.9548	4.13304	0	0	0	0	0		0.65051	0	4.13304	0	0	0	0	0	0	0
Healthy	67.30225	0	0.01735	0	0	0	0.06554		8.96629	1.31049	0	0.00288	0.01735	0.02146	0	0	0	0
Healthy	69.93581	0.1421	0.23636	0	0	0	0.11411		4.66288	0.00167	0.1421	0	0.23636	0	0.02861	0	0	0
Healthy	14.11977	0	0.08527	1.57656	0	0.34643	0.17623		12.96484	2.83298	0	0	0.08527	0	0.05895	1.57656	0	0.15516
