group	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Ruminococcus_B_gnavus	Bacteroides_intestinalis_A	Haemophilus_D_sp001815355	Bacteroides_nordii	Enterocloster_citroniae	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Eggerthella_lenta	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Streptococcus_thermophilus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0	0	0.13052	0	0	0	0.01008	0.05627	0	0.0011	4.75712	0	0	0	0	0	0	0	0	0.05252
Healthy	0.7931	0	0.00559	0.00339	0.00554	0.00904	0.00047	0.01031	0.00021	0.00418	0	0.95056	0.356	0	0	0.73131	0.00339	0.0081	0.00766	0.0113
Healthy	0	0	0	0	0.21568	0	0	0	0	0	0	0	0.77535	0.83654	0	0	0	0	0	0
Healthy	1.27103	0	0.02023	0.06704	0	0	0	0	0	0.01568	0	6.613	2.10448	0.17766	0	0.97978	0.06704	0	0.12171	0.011
Healthy	7.01125	0	0	0	0	0	0	0	0	0	4.41165	0	0.12963	0	5.90799	1.07156	0	0.53944	0.03345	0
Healthy	0	0	0.10123	0	0	0	0	0	0	0	2.76131	0	0	0	0	0	0	0	0.16545	0
Healthy	2.39481	0	0	0.91993	0	0	0	0	0	0	0	0.38535	1.65937	0.0264	0	1.94002	0.91993	0	0.01784	0
Healthy	0	0	0	0.61272	0.01449	0	0	0	0	0	0	1.77671	0.14698	0.50179	0.67731	2.21731	0.61272	0	0	0
Healthy	0	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.11696	0	0	0	0	0	0	0	0	0	4.97399	0.83263	0	0	0.20827	0.01664
Healthy	0	0	0	0	0	0	0	0	0	0.01644	2.73148	0	0.42927	0	0	0	0	0	0	0.01527
Healthy	0	0	0	0	0.00589	0	0	0	0	0.00219	0	0	0	0	0	0	0	0	0	0.25159
Healthy	0	0	0.0183	0.91323	0	0.02028	0	0	0	0	0.29548	0	0	0.00886	2.04022	0.83001	0.91323	0.04989	0.03738	0.00912
Healthy	0	0	4.64962	0	0.58972	0	0	0.02517	0	0.01795	0	19.4833	0	0	1.3721	0.56223	0	0	0	0.26198
Healthy	10.7648	0	0	0	0	0	0.02802	0	0	0	0	0	0	0	0	0	0	0	0.58962	0.039
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11326	0.67172	0	0	0	1.17769
Healthy	0	0	0	0	0	0	0	0	0	0	15.1182	0	0	0	0.2638	0.79281	0	0.25024	0	0.10917
Healthy	0	0	0.78475	0	0.38291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	8.93761	0.05446	0	0.02631	0	0	0.00492	0	0	4.95061	2.94746	0	0	0	0.95963	0	0.35849	0	0
D001943	15.7379	0.89329	0.043	4.94022	0.10724	0	0	0.01662	0.00981	0	0	0	0.85726	0	0	1.65573	4.94022	0	0.01802	0
Healthy	1.54572	0	0.00977	0	0.45378	0.03138	0	0.16207	0	0	0	5.62656	0.85565	1.43462	1.36827	0.32005	0	0	0	0
Healthy	0.38557	0	0	0.00524	0	0	0	0	0	0	0	0.27054	0.01221	0	0.51581	0	0.00524	0	0	0.00252
Healthy	0	0.47009	0	0	0	0	0	0	0	0	0	0.01689	0	0	0.11734	0	0	0	0	0
Healthy	0	0	0	0	0	0.02747	0	0	0	0	2.88164	3.57742	1.18221	0.0539	0	0.77438	0	0	0.23778	0
Healthy	0.1316	1.44525	0	0	0.15484	0	0	0	0.00148	0	0	0	0	0	0	0.21274	0	0	0.00643	0
Healthy	11.3558	17.3552	0.00185	0	0	0.00061	0	0	0	0	0	0	0	0	1.5313	0.14977	0	0.04713	0	0.01706
Healthy	3.14765	4.26576	0.0157	0.14581	0	0	0.03803	0	0	0	0	0	0.01813	0	0	0.67975	0.14581	0	0	0.00382
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04874	0
Healthy	0	0.34671	0	0	0	0	0	0	0	0	0	1.31501	0.13366	0	0.06925	0.40922	0	0	0.0042	0
Healthy	0	0	0	0	2.02587	0.00801	0	0	0	0	0	0	0	0	6.04808	0	0	0.03145	0	0
Healthy	0	0	0	0	0.08119	0.12319	0	0.04292	0	0	0	0.00664	0.01772	0	0.46186	0.7634	0	0	0	0
Healthy	4.12158	0	0.09933	0	0	0	0	0	0	0	0	0	0	9.02686	0	1.37501	0	0	0	0
D001943	11.3588	0.00053	0.02172	0.70607	0.00019	0.02265	0.02553	0.01112	0	0	0	0	0.0037	0	3.84362	0	0.70607	0	0	0.14627
Healthy	0	0.11315	0	0.00993	0	0	0	0	0	0	0	1.11023	1.11485	3.7275	0	0	0.00993	0	0	0
Healthy	0	0	0.03979	0.08924	0	0	0	0	0	0	0	0	0	0	0.05695	0	0.08924	0.13624	0.27169	0.39174
Healthy	0	0	0	0	0	0	0	0	0	0.00859	2.47905	0	0.44371	0	0	0	0	0.01031	0.0081	0.02061
Healthy	0	0	0	0.75954	1.36227	0	0	0	0	0	5.49084	0	0	0	0	0	0.75954	0	0.00578	0
Healthy	0	0	0	0	0.19247	0	0	0	0	0.00473	2.68525	3.39006	0	0	0	0.45997	0	0.53715	0.06759	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.09355	0	0	0.11472	0	0	0	0	0	0	0	0.14666	0	0	0.08058	1.11619	0.11472	0	0	0
Healthy	3.49499	0	0	0	0	0	0	0	0	0	0	0	0.32918	0.09708	0	0.87961	0	0	0	0
Healthy	2.89315	0	0.05469	0	0	0.08116	0	0	0.04567	0	0	0	0	0.67796	0	0	0	0.14946	0	0
Healthy	0	1.74234	0	0	2.52303	0	0	0	0	0	0.19855	35.2092	0.15406	0	0	0	0	0	0.0586	0
Healthy	0	0	0.13167	0	0	0	0.021	0	0	0	7.9928	0.12901	0	0	0	0	0	0	0.02805	0.51428
Healthy	0	7.99266	0	0	0.88875	0	0	0	0	0	0.8877	23.5851	0.26931	0	0	0	0	0	0.00403	0
Healthy	0	0	0.8993	0.50547	0.00058	0	0.00235	0.0084	0	0.0022	0	0	13.2551	0	0.02425	0.23793	0.50547	0.01339	0	0.03893
Healthy	0	0	0	0	0.01017	0.08412	0	0	0	0	0.36376	0	0	0	0	0	0	0	0.01246	0
Healthy	0	0	0.57964	0	0.14273	0.08049	0	0.02727	0	0.0161	0	0	1.36382	1.62145	1.77066	0	0	0.1143	0	0
Healthy	17.3947	0	0	0	0.19515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1002	0
Healthy	0.00095	1.94013	0	0.03611	0.16205	0.00169	0.00471	0	0	0	0	0	1.33609	0	0	0.37253	0.03611	0	0.31437	0.00347
Healthy	0	0	1.38875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.3278	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.13008	0	0	0	0	0	0	0	0	0	0.09952
Healthy	0	0	0	0	0.81232	0	0	0	0	0	0	0	0.81758	0	0	0	0	0	0	0
Healthy	0	0.15306	0	0.02163	0	0	0	0	0	0	0	1.85132	1.20278	3.36913	0.00142	0	0.02163	0	0	0
Healthy	0.82445	0	0	0	0	0	0	0	0	0	0	0	0	3.06148	0	0	0	0	0	0
Healthy	0	0	27.9887	0	0.32966	0	0	0	0	0.03904	0.05242	0	0	0	0	0	0	0	0	0.04332
Healthy	0	0	1.08445	0	0.06169	0	0.05262	0	0	0.00395	0.83648	0	0	0	1.40404	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	3.01616	0	0	0	0	0	0.02892	0
Healthy	0	0	16.5662	0	0.44799	0	0	0	0	0.13451	0	0	0	0	1.28863	0	0	0	0	0
Healthy	0	0	0.00592	0	0	0	0.0104	0	0	0	17.9764	4.55031	0.09556	0	0	0	0	0	0.2694	0.08099
D001943	10.2837	26.5734	0.1755	0.17382	0.23083	0.19897	0.0018	0.04023	0	0	0	0	0.1545	0	0	5.19141	0.17382	0	0.08588	0.00083
Healthy	0	1.30144	0.00322	0	0	0	0	0.00348	0	0	0	0	0	0	0.24799	0.54308	0	0.4119	0	0
Healthy	10.6288	0	0	0	0	0	0.01231	0	0	0	0	0	0	0	0	0	0	0	0.53159	0.03535
Healthy	0.73884	0	0	0	0	0	0	0	0	0	2.97255	0	0	0	0	0	0	0	0.01275	0.10445
Healthy	0	0	0	0	0.10871	0	0.01561	0	0	0	0	0	2.92446	0	7.35104	1.19479	0	0.01326	0	0
Healthy	0.36726	0	0	0	0	0	0	0	0	0	0	0.3351	0	0	0	0	0	0.06187	0	0
Healthy	0	0	0.03953	4.09162	0	0	0	0	0	0	0	0.27153	0.30395	0.07196	1.89798	1.45923	4.09162	0	0.08778	0.10218
Healthy	0	0	0.0303	0.00469	0	0.02252	0.00869	0	0	0	0	0	0	0	0	0.85088	0.00469	0	0	0.00594
Healthy	1.36123	0.23082	0	0	0.039	0	0	0	0	0	5.33404	0.52816	2.10078	1.31778	0.48374	0.79697	0	0	0	0
Healthy	0	15.7326	0.01567	0	0.00876	0	0	0	0	0	0	0.06194	0.10301	0	0	0.82793	0	0.00424	0.09344	0
Healthy	1.85912	7.30243	0	0	0	0	0	0	0	0	12.9858	0.05654	0	0	0	0	0	0	0.0234	0.05866
Healthy	0	0	0	0	0.12773	0	0	0	0	0.00776	0	3.53215	0	0	0.08772	1.447	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.07046	0	0	8.03066	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.01097	2.60171	0	0.43743	0	0	0	0	0	0.00705	0.01393
Healthy	0	0	0.27774	0	0	0	0	0	0	0	1.32785	0	1.40287	0	0	0	0	0	0	0.07393
Healthy	0	2.99509	0	1.57106	0	0	0	0	0	0	0	4.25016	4.09428	1.67696	0	1.16139	1.57106	0	0	0.00509
Healthy	1.96435	0	0	0.07352	0	0	0	0	0	0	0	0.13383	0	0	0.08423	1.07194	0.07352	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.7034	0	0	0	0.24725	0.79417	0	0.25247	0	0.12439
Healthy	0	0	0.01486	4.64174	0	0	0	0	0	0	0	0.2884	0.30528	0.05882	1.85423	1.437	4.64174	0.00375	0.00461	0.12936
Healthy	0.70508	0	0	0	0	0	0	0	0	0	0	1.04431	0.05951	0.16213	0	0	0	0	0.03383	0
Healthy	0.00069	0	0.00802	0	0.04721	0	0.01853	0	0	0	7.43943	0.25441	0	0	0.81636	0.54075	0	0	0	0.03623
Healthy	3.03237	0	0	0	0	0	0.01527	0	0	0	5.94604	1.3769	0.56156	0	2.51045	0.62491	0	0.37988	0	0.00771
Healthy	0	0	0.0005	0	0.00203	0	0	0	0.00217	0.00074	0	0.09962	0	0	0	0	0	0	0	0
Healthy	0	0	0.55343	0	0	0	0	0	0	0	5.89113	0	0	0	0	0.60288	0	0	0.11666	0
D001943	0.00351	0.00433	0.0061	0.0243	0.24946	0.18323	0.00095	0.03423	0.06928	0.00468	0	0	4.19939	0	0	0.75875	0.0243	0	0	0.01835
Healthy	1.35087	0	0	0	0	0	0	0	0	0	0	2.7842	0	2.94825	0.8243	1.2107	0	0	0	0
Healthy	1.36556	0	0	0.4485	0	0	0	0	0	0	0	0.12171	0.02904	2.14605	0	0	0.4485	0	0	0
Healthy	0	0	0.00856	0	0	0	0.00955	0	0	0	17.7048	4.34746	0.08736	0	0	0	0	0	0.27735	0.08755
Healthy	0	0	0	0	0.0175	0.01122	0	0	0	0	0	0.18656	0.06598	0.02465	0	1.44036	0	0	0.00491	0
Healthy	0.57855	0	0	0	0	0	0	0	0	0	5.0839	3.09812	6.48886	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00619	0	0	0	0.07602	0	0	0	0	0	0	0	0	0	0	0	0	0.01107
Healthy	5.86584	0	0.0593	3.54851	0	0	0	0	0	0	0.01411	0.71478	0	0	0.17416	0	3.54851	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01292	0	0.08548
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05289
Healthy	8.05185	0	0.01544	0	0.01667	0	0	0	0	0	1.21706	0.19551	0.18129	0	2.53084	0.92049	0	0.23288	0.01433	0.01783
Healthy	0	0	0.00798	0	0.02721	0	0	0	0	0	6.14885	0.28334	0.18465	0	0	0.99343	0	0	0.25053	0.06052
Healthy	2.94866	0	0	0	0	0	0.02133	0	0	0	6.95298	1.49665	0.57465	0.00287	2.40783	0.62098	0	0.29464	0	0.00507
Healthy	1.95612	0	0	0.50854	0	0	0	0	0	0	0	0.18706	1.12207	0	0	0	0.50854	0	0.07875	0
Healthy	0	0	0.00425	0	0.20553	0	0	0	0	0	0.62783	0	0	0	2.08642	0	0	0	0.01751	0.2382
Healthy	0	0	0.00675	0	0	0	0	0	0	0	6.20098	0	0	0	0	0	0	0	0.16176	1.79298
Healthy	0	0	0	0	0	0	0	0	0	0.00491	0.00341	0	0	0	0	0	0	0	0.27122	0
Healthy	0	0	0	0	0.00743	0	0	0	0	0	0	0.07315	2.40759	0	0.10037	1.10444	0	0	0	0
Healthy	0	0	0	0	0	0	0.02189	0	0	0	0	0	0	0	0	0	0	0.12656	0.10489	0.46982
Healthy	0	0	0	5.06393	0	0.06903	0	0	0	0	0	0	0	0	0	0	5.06393	0	0.34626	0.12848
Healthy	0	0	0	0	0	0	0	0	0	0	5.62249	0.32812	0	0	0	0	0	0	0	0
Healthy	0	0	0.00085	0	0.00493	0	0	0	0	0.00239	2.65842	6.40385	0.0895	0.08105	6.00826	1.43405	0	0.01883	0	0.03395
Healthy	0	0.42546	0	0.00078	0	0	0	0	0	0	0	0.44871	12.8886	0.18137	0.61269	0.39279	0.00078	0	0.00946	0
Healthy	0	0	0	0.21777	0	0	0	0	0	0	0	0.12177	0.13725	0	0	1.07452	0.21777	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.56175	9.09011	0.4182	2.67588	0.9458	0	0	0.0164	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.56762	6.30575	4.59177	0	0	0	0	0	0
Healthy	1.34618	0	0	0	0	0	0	0.26262	0	0	0	0	0.08138	0.11191	0	0	0	0.08387	0	0
D001943	0.01381	0.00562	0.32701	1.98108	0.2815	0	0.03613	0.00133	0.00227	0.00035	0	0	0	0	0	0	1.98108	0	0	0.01652
Healthy	0	0	6.73804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45334	0	0
Healthy	0	0	0.01052	0	0	0	0	0	0	0	3.22468	0	0	0	0	0	0	0.2152	0.11036	0.13553
Healthy	0	0	0.05485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.03057	0	0	0.09507	0.00389	0	0	0.02293	0	0	1.65021	0	0	0	0	0	0.00056	0.00188
Healthy	0	0	0.48245	1.60913	0.1348	0	0	0	0	0	0	0	0	0	3.09391	0	1.60913	0	0	0
Healthy	0	0	0.0105	0.00174	0	0	0	0	0.00287	0.0026	0	0.01973	0	0	0	0	0.00174	0	0	0
Healthy	0	0	0.0042	0	0	0	0	0	0	0	9.17277	0	2.52917	0	0	0	0	0	0.01179	0.07388
Healthy	0	0	0.13387	0	0	0	0	0	0	0	3.30805	0	0	0	0	0.5768	0	0	0.23517	0
Healthy	0	2.14077	0	0	0	0	0	0	0	0	0	10.5799	0.3413	0	0	0	0	0	0	0
Healthy	0.15159	0	0	0	0.91179	0	0	0	0	0	0	0.58348	0.08527	0.20726	0	0	0	0	0.06954	0
Healthy	0	0	0.28153	0.10818	0.12993	0	0.62007	0	0	0.00186	0	0	0.73832	0	0	0	0.10818	0.1997	3.38681	0
Healthy	0	3.26995	0	0.08859	0	0	0	0	0	0	0	0	0	0	0	0	0.08859	0	0	0
Healthy	0	0	0	0	0	0.1509	0	0	0	0	0	0.13293	1.32311	2.44739	0	0	0	0	0	0
Healthy	1.54109	0	0	0	0	0.00416	0	0	0	0	0	0.74931	1.43893	0.00825	2.99685	2.40498	0	0.03426	0	0
Healthy	1.64142	0.06923	0	0	0.09139	0	0	0	0	0	0	0	0.07356	0.21268	0.03129	0.43982	0	0	0.00138	0
Healthy	2.26252	0	0	0	0.21756	0	0	0.00219	0	0	5.94358	0.01289	0.27783	4.87042	0.02202	0.46993	0	0.26039	0.03504	0
Healthy	0.02371	0	0.07785	2.17309	0.01877	0.1823	0	0	0	0	0.68734	1.76391	0.07956	0	0.00742	0.47722	2.17309	0	0.01464	0.56007
Healthy	0	0	0.27628	0	0	0	0	0	0	0	10.166	0	0	0	0	0	0	0	0	0.00677
Healthy	2.05128	1.19418	0	0	0	0	0	0	0	0	0	0	4.00336	3.47638	0	0	0	0.66552	0.37923	0
Healthy	0.00055	0	0.00977	0	0.04679	0	0	0.00512	0.00131	0.00709	0.21393	0.0008	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66851	0.862	0	0	0.40076	0.02152
Healthy	0	0	0.02066	0	0.01153	0	0.03897	0.00281	0	0.00183	0	0.85247	0	0	0	1.2285	0	0	0	0.00335
Healthy	1.63772	0	0	0	0	0.01225	0	0	0	0	0	0.78588	1.45531	0.01845	3.02483	2.38838	0	0.10548	0	0
Healthy	0	1.15864	0	0	0.33597	0	0	0	0	0	3.06014	0.66276	2.95628	0	0	0	0	0	0.08042	0
Healthy	0	0	0	2.70831	0	0.13995	0	0	0	0	0	0.84893	0.03111	0	0.73209	1.44785	2.70831	0	0.01241	0
Healthy	0	0	0.00143	0	0.16575	0	0	0	0.01204	0.00706	0	0	0	0	0	0	0	0.00925	0	0
Healthy	1.27234	0	0	0	0.57161	0	0	0.02274	0	0	0	1.60816	0.07291	0	0.00726	0.12029	0	0	0	0
Healthy	2.05116	0	0	0.09364	0	0	0	0	0	0	0	0.11984	0.00356	0	0.08993	0.99503	0.09364	0	0	0
Healthy	0	0	0.27636	3.38853	0.25338	0.02034	0.00043	0.06246	0.07114	0	0	0.01271	2.29983	0.77623	0.20459	0.5255	3.38853	0.1951	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	1.06858	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	3.4601	0	0.38892	0	0	0	0	0.80969	0	0	0	0	0	3.4601	0	0.04987	0
Healthy	0	0	0.09547	0	0	0	0	0	0	0	0	0.20649	1.46078	0	0	2.12176	0	0	0.33156	0.00109
Healthy	0	0	0.02965	0	0	0	0	0	0	0	0	0.02016	0	0	0.80756	0	0	0	0	0
D001943	0.00391	0.07814	0.01066	0.14477	0.04425	0.01545	0.00264	0	0	0	0	0	0	0	0	1.6544	0.14477	0	0.00585	0.00415
Healthy	0	0	0.22888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.08189	0.70217	0	0	0	0	0	0	0	0	0	0	0.06265	1.15652	0.70217	0	0.00305	0.08555
Healthy	0	0	0	1.04211	0	0	0	0	0	0	0	0.33231	2.48709	0.0691	2.51316	0.3064	1.04211	0	0.00088	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94488	0.93643	0	0	0.12849	0.01002
Healthy	0	0	0.00957	0.17553	0	0.02596	0	0	0	0.00059	0	5.97668	2.15465	0.07517	0.02936	0.39453	0.17553	0	0.00271	0.00194
Healthy	0	0	0.00801	0	0	0	0	0	0	0	3.56415	0	0	0	0	0	0	0.20842	0.11966	0.11087
Healthy	0	0	0.02072	0	0	0	0.18014	0	0	0	0	0	0	0	0	0	0	0.07356	0.07877	0.43692
Healthy	0	0	0	3.88543	0.0422	0	0	0	0	0	0.35415	0.43911	1.70561	0.17643	1.38673	2.24413	3.88543	0	0.00641	0.05089
Healthy	0	0	0.00157	10.9763	0	0	0.00865	0	0.0019	0	2.02896	0	5.67126	3.08044	0	1.47832	10.9763	0	0.01428	0.00033
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00393	0.13665	0	7.93719	1.3813	0	0	0	0
Healthy	0	0	0	2.5038	0.00402	0.09425	0	0	0	0	0	0.76891	0.01966	0	0.69352	1.43627	2.5038	0	0.00873	0
Healthy	0	0	0	0	0.001	0	0	0.00564	0	0	0	0.72193	0.08752	0	0.85812	0	0	0	0.00842	0
Healthy	0	1.11503	0	0	0	0.11654	0	0	0	0	6.8698	3.98395	3.82869	0	0	0	0	0	0.07799	0
Healthy	0	0	0	0	0	0	0	0	0.01166	0	0	0.76847	0	0	0.18778	0	0	0	0	0
Healthy	7.26919	0	0.037	0	0	0.086	0	0.00084	0.00727	0	0	0	0	1.58479	0	1.30351	0	1.50261	0.08336	0
Healthy	3.93219	0	0	0	0	0.01687	0.01552	0	0	0	0	0	0.3385	0.08662	0	0	0	0.33725	0.00387	0
Healthy	1.04943	0	0	0	0	0	0	0	0	0	0	9.54484	0.78614	0.42914	1.38138	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00648	0.00647	0	0	0.10041	0.00708	0	0	0.0003	0	0	0	0	0	0.71665	0	0	0.01037	0.02698
Healthy	11.6161	0	0	0	0.02287	1.02162	0	0	0	0	0	0.91005	0	0	0.56976	0.71395	0	0	0	0
Healthy	0.95363	0	0	0	0.08244	0	0	0	0	0	0	8.47973	0.61494	0.69324	1.5059	0	0	0	0	0
Healthy	0	0	0.02249	0	0	0	0.16581	0	0	0	0	0	0	0	0	0	0	0.09803	0.06262	0.34859
Healthy	0	0	0	0	0	0	0	0	0.0214	0.0139	0	0	0	0	0	0	0	0.0597	0	0.07119
Healthy	0.2185	0.49769	0	0	0.0036	0	0	0	0	0	0	0	4.13552	2.63237	4.87671	0	0	0	0.03292	0
Healthy	4.79263	0	0	0	0.3539	0	0	0	0	0	6.64189	0.05685	0.10309	0.18105	0	1.15119	0	0.06687	0	0
Healthy	0	0	0.3979	0	0	0	0	0	0	0	0	23.1053	0	0	0	0	0	0	0	0
Healthy	0	0	0.02257	0	0.01085	0	0.00341	0	0	0	0.028	0	0	0	0	1.3345	0	0.01224	0.70432	0.00396
Healthy	0	0	0	0	0.17004	0	0	0	0	0	0	0.09341	1.35254	0	1.2693	1.32887	0	0	0	0
Healthy	1.45829	0	0	0	0	0.01102	0	0	0	0	0	0	1.45629	0.02876	0	1.28332	0	0	0.0624	0.0389
Healthy	0	0	0.01113	0	0.00168	0	0	0	0	0	2.84323	2.1088	2.39044	0	1.65864	0	0	0	0	0
Healthy	0	0	0.00318	0	0.0116	0.03277	0.00663	0	0	0.01838	1.62894	2.47864	0.39616	0	0	0.4335	0	1.16008	0.20787	0.00285
Healthy	0	0	0.36157	0	0	0	0	0	0	0	0	0	0	0.94896	0	0	0	0	0	0
Healthy	0	0	0.08768	0.66	0	0	0	0	0	0	0	0	0	0	0.06987	1.10504	0.66	0	0.00294	0.05639
Healthy	0	0	0	1.44792	0.10491	0	0	0	0	0	0	0.27166	0	0	0.22287	2.71833	1.44792	0	0.00804	0.04658
D001943	0.00352	0	0.03716	0.05188	0.69962	0.04027	0.00628	0.01291	0	0	0	0	0	0	0	1.52152	0.05188	0	0.00795	0
Healthy	0	0	0.05154	0	0.01803	0	0	0	0.00787	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00124	0	0.31496	0	0	0.00496	0	0	9.09737	0.20283	4.17165	0	0	0.44822	0	0.00078	0.06515	0.00081
Healthy	2.31046	0	0	0	0.12598	0.12838	0	0	0	0	0	0.76052	6.94881	0.15968	0	1.28562	0	0.07962	0.10194	0
Healthy	0	0	0.05394	0.69712	0.02299	0	0.12306	0	0	0.00081	0.0011	0	4.27624	0	0	2.3616	0.69712	0.0154	0.05655	0.08058
Healthy	0	0	0.14809	0	0	0	0	0	0	0	3.08086	0	0	0	0	0.54816	0	0	0.23086	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	15.4318	0	5.35197	0	0	0	0	0
Healthy	19.33	0.01221	0	0.00114	0.03656	0.00259	0	0	0	0	0	0	0.16851	0	0.00837	0	0.00114	0	0.04305	0
Healthy	1.2191	0	0.02744	0.05318	0	0	0	0	0	0.01249	0	6.64828	2.0176	0.1953	0	0.94826	0.05318	0	0.0078	0.00536
Healthy	0.00081	0	0	0	0.4652	0	0	0	0	0	0	0.27171	1.16523	0	0.10212	0.45919	0	0	0	0
Healthy	6.05461	13.6042	0.03811	0	0.08566	0	0	0	0	0	0	0	0	0	0	0.41661	0	0	0.0461	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11856	0.64273	0	0.02025	0	1.1282
Healthy	0	0	0	5.20251	0	0.06128	0	0	0	0	0	0	0	0	0	0	5.20251	0	0.38935	0.12679
Healthy	0	0	0	0	0	0	0	0	0	0	6.44336	0	0	0	0	0	0	0	0	0
Healthy	0.66847	0	0	0	0	0	0	0	0	0	3.10949	0	0.00812	0	0	0.53425	0	0	0.00439	0.07051
Healthy	0	0	0	0	0	0	0	0	0	0	0.31288	2.56683	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.04245	0	0	0	0	0	0	0	0	2.82544	1.04804	0	0	0.04245	0	0	0
Healthy	0	0	0	0	0.06129	0	0	0	0	0	0	0	0	0	4.95342	0.82963	0	0	0.177	0.01316
Healthy	0.59406	0	0	1.61792	0	0	0	0	0	0	0	0	0	0.52052	0	0	1.61792	0.18571	0.01825	0.07502
Healthy	10.295	0	0	5.94492	0	0	0	0	0	0	0	0	0	9.59731	0	0	5.94492	0	0	0
Healthy	0	0	1.08268	0	0	0	0	0	0	0	18.3647	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.08635	0	0	0	0	0	0	0	0	0	5.00701	0.93765	0	0	0.21624	0
Healthy	0	0.72888	0	0.1577	0	0	0	0	0	0	9.44246	0.018	0	0	1.40226	2.60986	0.1577	0	0.03166	0.00455
Healthy	0	0	0.75934	0	0	0	0	0	0	0	7.76007	0	0	0	0.15152	1.30078	0	0.20058	0	0
Healthy	0	0	0	0	0.80726	0.18602	0	0	0	0	0	0	0.07587	0	2.31024	0.85221	0	0.26878	0	0
Healthy	0.58388	0	0	0.04257	0	0	0.01673	0.01244	0	0	0	0.28371	0	0	0.54407	0.30331	0.04257	0	0.00583	0.04575
Healthy	0	0	0	0.02904	0	0	0	0	0	0	0.23887	0.52097	0	0	2.71865	1.06089	0.02904	0	0.00178	0
Healthy	0	0	0.0157	0	0.01461	0	0.01982	0	0	0.03906	4.3694	4.82672	0.00201	0	1.05855	0.9509	0	0	0.00931	0.01093
Healthy	0	0	0.9565	0	0.43647	0	0	0.01819	0.14648	0	0	0	0	0	0	0	0	0.04136	0	0
Healthy	0	0	0.63826	0	0	0	0	0	0	0	7.67518	0	0	0	0.20383	1.24482	0	0.18545	0	0
Healthy	5.81341	0	0.55481	0	0	0.06027	0	0	0	0	0	0	0	0	0	0	0	5.73878	0	0
Healthy	2.16561	0	0	0	0	0	0	0	0.08619	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.09425	0	0	0	0	0	0	0	0	0	0	0	0	0.18887	0	0	0	0	0
Healthy	0	0	1.12739	0	0	0	0	0	0	0.00164	0	11.3116	0	0	0	0	0	0.18004	0.02161	0
Healthy	4.24481	0	0	0	0	0	0	0	0	0	10.1396	0	0	0	0	0	0	0	0	0
Healthy	0	0.26675	0	0	0	0	0	0	0	0	0	0	9.34952	3.86897	0	0	0	0	0	0
