group	Lachnospiraceae	Ruminococcaceae	Acutalibacteraceae	Bifidobacteriaceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Streptococcaceae	Peptostreptococcaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Enterobacteriaceae	Burkholderiaceae	Methanobacteriaceae	Streptococcaceae	Marinifilaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae
Healthy	18.31997	3.10772	6.78815	0.22624	0.62381	0	0.18728	0.05219	0.24857	0	51.33596	18.31997	0	0	0	0.05219	0.91059	0	0	0
D015179	16.34037	5.1079	0	3.30966	3.64721	0.11352	2.36052	0.38153	0.16399	0	42.91566	16.34037	0.39075	0.3821	0.11352	0.38153	3.7336	0.30157	0.47501	0
Healthy	0.80455	1.63334	0	0.04812	0	0	0	0	0	0	63.89697	0.80455	0	0.21762	0	0	0.55613	0	0	0
D015179	57.10812	2.29986	0.91162	3.75481	1.45866	5.12492	1.41321	1.18637	0.00646	0	0.41233	57.10812	0.13122	0	5.12492	1.18637	0	0	0.02658	0.26977
Healthy	62.32466	6.4459	0.10223	0.04967	0	0	0	0.32147	2.88455	0	20.55831	62.32466	0	0.3294	0	0.32147	0	0	1.12369	0
Healthy	1.66287	2.14601	1.92955	1.28312	4.61273	0.07159	0.08195	0	0	0	35.03385	1.66287	0	0.12852	0.07159	0	0	0	0	0
Healthy	19.17808	8.10798	0.25808	1.23075	2.72107	0	0.02651	4.6689	0.02006	0	35.34576	19.17808	0.03747	0.05427	0	4.6689	0.22065	0	1.18853	0
Healthy	4.20582	2.87284	0	0	0	0	0.12039	0	0	0	76.27571	4.20582	0	3.43854	0	0	0	0	0	0
Healthy	51.16625	3.72487	22.12665	0.7418	0	0	1.6731	0.10553	0.16753	0	8.7509	51.16625	0.11105	0.01996	0	0.10553	0	0	0	0
Healthy	17.06835	4.07662	4.03009	0.03743	0.06033	0	0	0.27096	0	0	45.63008	17.06835	0	0	0	0.27096	0	0	0	0
Healthy	56.14834	6.09068	1.68496	1.04099	0.2244	0	0.20395	0.04228	0.02377	0.08296	15.46848	56.14834	0.00662	1.4621	0	0.04228	0.89593	0	0.08144	0
Healthy	15.48429	6.13268	31.53826	2.13226	2.80954	1.3625	0.91132	0.02337	0.56608	1.0276	11.35279	15.48429	0.242	0.01694	1.3625	0.02337	0.43607	0	1.15591	0.00776
Healthy	0.75955	28.24521	1.05979	10.76449	15.3217	0	0	0	0	0	2.98199	0.75955	0	4.29552	0	0	0	0	0	0
Healthy	24.10682	13.50396	0.00154	22.49722	0	0	1.44505	0.09439	0.00096	0	13.41614	24.10682	0	1.0791	0	0.09439	0	0	0	0.35988
Healthy	23.27767	3.94646	0.21108	0	0	0	0.06035	0	0	0	31.70364	23.27767	0	3.18015	0	0	0	0	0.06297	0
Healthy	11.01005	2.65284	0.39893	0.93265	7.80792	0	1.18629	0.00582	0	0	20.43414	11.01005	0.06496	3.51752	0	0.00582	0.80319	0	0.02206	0
D015179	5.02481	9.87445	5.5853	24.93793	0	3.07098	1.50095	0	0	1.53812	11.45278	5.02481	0	0	3.07098	0	0	2.21117	0.71739	0
D015179	9.00891	5.87752	0	2.84571	10.4947	0.49058	3.11053	0	0	0.1222	13.31384	9.00891	0.21424	0	0.49058	0	0	0.55001	0	0
Healthy	5.82745	3.54521	1.01374	4.21445	0.11206	0.04678	0	0.00187	0	0	46.48319	5.82745	0.05838	0.17986	0.04678	0.00187	0.82888	0	0	0
Healthy	2.55287	11.16124	0.01782	0.15563	0.02908	0	0	0	0	0.01354	69.47246	2.55287	0.40999	0.00804	0	0	1.52371	0	0.09654	0
D015179	52.9766	14.11935	5.74896	1.25179	1.10388	0.08877	0.90246	0.49374	0	0.35862	6.52612	52.9766	0.51188	0	0.08877	0.49374	0	0.09352	0.98572	0
Healthy	8.83585	3.34144	0	0.05657	0	0	0.10642	0.20182	0	0	71.99437	8.83585	0.35667	0.64006	0	0.20182	1.01161	0	0.06673	0
Healthy	3.62684	2.42954	0.15364	0.19735	0	0	0	0.05378	0	0	74.04079	3.62684	1.60196	0.09231	0	0.05378	0	0	0.03525	0
Healthy	13.99251	2.31697	8.43751	4.90524	0.18277	1.00934	0.70928	0.568	0.02245	0	22.71343	13.99251	2.81307	0.01375	1.00934	0.568	0.701	0	4.47474	0.00116
Healthy	14.60377	2.07474	1.49579	1.22873	7.77026	1.85731	0	0.41582	0.00884	0	12.94742	14.60377	4.90221	0.04909	1.85731	0.41582	0.5805	0	0.0675	0.21176
Healthy	3.67042	2.59268	0.63756	0.06263	0.04463	0.26347	0.21066	0.04231	0	1.65749	55.62892	3.67042	0	0.72746	0.26347	0.04231	0.79785	0	0.21016	0
Healthy	17.97339	3.26961	5.85025	25.16133	0	0.80622	2.82293	15.18573	0	2.30056	8.23519	17.97339	2.81028	0	0.80622	15.18573	0	0	0	0
Healthy	13.61168	18.34855	0.01963	1.22762	0.08726	0.02368	0.4252	0.04971	0	0	42.28493	13.61168	0	1.94477	0.02368	0.04971	1.62915	0.04159	0	0
Healthy	27.91048	2.54822	0.0613	0	0	7.67343	3.06694	2.14881	0	9.71012	9.97731	27.91048	2.94578	0.05195	7.67343	2.14881	0	2.07565	5.35216	0.02052
Healthy	15.53515	21.08279	2.08405	26.12931	1.21095	1.05349	0.70237	0	0	0.32394	7.10254	15.53515	0	0	1.05349	0	0	0.89778	0.20803	0.18253
Healthy	58.36646	4.46105	0.00419	0.00494	0	0	0.01177	1.85538	0	0.94069	16.90858	58.36646	0	0	0	1.85538	0.56107	1.33162	4.75255	0.03189
D015179	13.02693	1.47527	0.02863	0	31.4515	0	0	0.23421	0.04919	0	43.7318	13.02693	0.0107	0	0	0.23421	0	0	0.01522	0.07117
Healthy	6.01689	4.48366	1.37687	12.37226	0	0.21958	1.37258	0.2353	0	0	33.86203	6.01689	0.14805	0.01544	0.21958	0.2353	0.94109	0	0.0146	0
D015179	2.31667	9.77232	3.04684	0	0	0.08448	0.00609	0.77846	0	0	34.87477	2.31667	0.39595	0.09979	0.08448	0.77846	1.15486	0	0.0326	0.00099
Healthy	10.18065	0.82121	1.78926	0.79822	0	0	1.28345	21.41129	0.00954	5.17883	16.2589	10.18065	2.79117	0.06316	0	21.41129	0	2.4602	1.92503	1.0178
Healthy	2.22161	0.09959	0	0.20574	0	0	0	0	0	0	66.6724	2.22161	0.71224	0	0	0	0	0	0	0
D015179	16.25421	13.09072	0.00997	0.10996	0.0071	2.87683	0.19692	5.01192	1.51553	0.02533	33.58423	16.25421	0.31046	0.47974	2.87683	5.01192	3.72282	5.01905	1.18969	0.17158
Healthy	22.62563	9.26845	0	0.24828	2.09474	0	2.0733	8.05628	0	0	22.05491	22.62563	0	0	0	8.05628	0	1.83699	3.38415	0
Healthy	23.41534	0	11.2424	0	0	0	0	0	0	0	28.44577	23.41534	0	0	0	0	0	0	0	0
Healthy	33.72288	8.54937	17.49684	2.37975	1.59225	2.56046	0	0.70166	0.13658	0.88894	7.33612	33.72288	0.64204	0.04607	2.56046	0.70166	0.53476	0	0.01485	0.22227
D015179	12.72726	7.56758	12.68107	0.95476	0	4.3471	3.23427	0.66603	0	0	13.38874	12.72726	3.68769	0	4.3471	0.66603	0	0.40558	0	0
Healthy	7.95164	7.26992	0.24417	4.79067	0	0	0	0.0646	0.07406	0.0674	43.16701	7.95164	1.27085	0.00877	0	0.0646	0.38999	0	0.10218	0
Healthy	15.08752	6.30372	2.35385	0.13127	0.95554	0	0.05401	0.43402	0.0282	0	51.90876	15.08752	0.04132	0	0	0.43402	1.02589	0	0.00367	0
D015179	4.43357	1.9206	0	6.61335	0	0	0.45078	0	0	0	75.55548	4.43357	0	0	0	0	0	0	0	0
Healthy	21.60724	11.8737	0.91585	4.14135	0.01378	0	0.31115	0.1245	0.05406	0	48.99336	21.60724	0.23325	0	0	0.1245	0.34223	0	0.00148	0.66
Healthy	15.59959	8.80464	0.18838	1.91315	0.52527	0.14978	0.28685	0.50102	0	0	15.61205	15.59959	0.27732	3.0343	0.14978	0.50102	1.57548	0	1.88727	0
Healthy	3.78075	0	0	70.97373	0	0	12.4506	0.16109	0	0	6.66077	3.78075	0.88674	0.00199	0	0.16109	0	0	1.21417	0
Healthy	10.97497	5.8118	0.22326	0.09806	0.03245	0	0.11203	0.06218	0.00806	0	68.44549	10.97497	0.00253	0.40026	0	0.06218	0.31505	0	0.28468	0.02651
Healthy	0.38042	0.00477	0	30.68444	0	0	0	0.01847	0	0	65.79832	0.38042	0.41166	0	0	0.01847	0	0	0	0.62455
Healthy	0.00363	0	0	27.57173	0	0	0.41733	0.78107	0.00127	0.00373	3.19047	0.00363	12.49233	0	0	0.78107	0	0	0.00989	0
Healthy	27.8163	6.64128	0.03866	0.27122	1.04566	0.08737	1.28684	9.45995	0	0.22818	17.16857	27.8163	1.83665	0.01482	0.08737	9.45995	1.1904	2.16881	5.05184	0.0065
Healthy	19.99544	3.60569	0	0	0	0	0	0.06329	0	0	38.15028	19.99544	0	4.97194	0	0.06329	0.88347	0	0.02015	0
Healthy	17.08711	6.28211	0.06359	1.15164	0.30947	0.13716	0.19166	0.55633	0	0	16.99889	17.08711	0.37713	2.12159	0.13716	0.55633	1.86644	0	2.30946	0
D015179	5.3883	13.89441	2.70813	1.87143	24.4879	0.12963	0.93026	0	0	0.44551	8.57111	5.3883	0.12897	0	0.12963	0	0	0.2385	0	0
Healthy	21.30012	10.77303	5.39516	18.62918	0.82781	1.45638	0.83149	0.32385	0.16941	0	15.33759	21.30012	1.63938	1.42425	1.45638	0.32385	0.33229	0	0	0
Healthy	28.50894	4.79069	0.8963	0.15292	10.8675	0.56344	0.27147	0	0.00931	0	10.63772	28.50894	1.62939	0.2691	0.56344	0	0.73835	0	0.51784	0
Healthy	50.96365	19.4144	0	2.08217	0	0	3.94398	0	0	0	10.79276	50.96365	0	0	0	0	0	7.19164	0	0
D015179	8.05968	14.78931	4.23682	10.43303	1.58092	0.78229	1.32007	0	0	0	14.44316	8.05968	3.48588	0	0.78229	0	0	0	0	0
D015179	9.25259	2.97721	6.27627	2.36001	0	0	0	0.03131	0.00559	0	49.42914	9.25259	0.15603	0	0	0.03131	1.35461	0	0.22135	0
Healthy	58.01809	4.8326	0	0.99998	0	1.00841	0.0877	0.224	0	0	9.19056	58.01809	0.20979	0.08379	1.00841	0.224	1.44205	0	3.61355	0.00443
Healthy	1.27798	0.70933	0.15924	0	0	0	0.09435	0.01218	0	0	23.10666	1.27798	0	0.12119	0	0.01218	0.67649	0	0	0
Healthy	4.22126	2.30526	0.13605	0.20888	0	0	0	0.08399	0	0	73.59592	4.22126	1.57397	0.08963	0	0.08399	0	0	0.04729	0
Healthy	6.19482	2.33431	5.07756	0.10413	23.3983	2.28699	0.40638	0.09193	0	0	21.10417	6.19482	0	0.03288	2.28699	0.09193	0	2.73457	0.26284	0
D015179	5.66209	5.56741	1.55704	3.88715	0	0.42043	0.94731	0	0	0	7.33751	5.66209	0	0	0.42043	0	0	0	0	0
Healthy	26.16688	4.58983	1.86291	0.10387	0	0	0	0.65614	0	0	49.58404	26.16688	0.09809	0	0	0.65614	0	0.00081	0	0.051
Healthy	5.14516	6.59496	8.56614	4.29308	0	0	0	0.47554	0.14233	0.2689	37.48753	5.14516	0.01409	0.05582	0	0.47554	1.68742	0	0.01532	0.13671
D015179	6.83703	4.52411	1.16426	3.54953	0	0.43484	0.77796	0	0	0	7.52505	6.83703	0	0	0.43484	0	0	0	0	0
D015179	55.20544	14.77489	5.31768	1.09842	1.03867	0.18852	1.07436	0.38367	0	0.47165	6.35175	55.20544	0.35109	0	0.18852	0.38367	0	0	0.98319	0
Healthy	11.4024	4.47765	2.68416	4.97597	24.4405	0	0.96021	0.50175	0.08598	0.02569	12.8331	11.4024	0.20655	1.72015	0	0.50175	0	0.00147	0.00905	0.09522
Healthy	12.97388	4.22601	0	14.9712	12.7929	0	5.0153	0.45275	0.02671	0.43892	19.71014	12.97388	0.53174	0.33703	0	0.45275	0.94382	0	0.08279	0
Healthy	40.78006	24.7067	1.38933	22.58125	0	0	0	0	0	0	6.69898	40.78006	0	0	0	0	0	0	0	0
Healthy	6.19455	2.16227	0.27905	0.10848	0	0	0.04509	0.29531	0	0	51.07862	6.19455	0.11909	0.22241	0	0.29531	0.65396	0	0.14789	0
D015179	23.43727	17.30644	5.09187	7.75468	0	0	1.19366	0	0	0	10.40938	23.43727	0	0.1252	0	0	0	0	0	0
Healthy	20.67037	3.52669	0	0	0	0	0.00306	0.09236	0	0	34.02638	20.67037	0	5.15121	0	0.09236	0.87137	0	0.02545	0
Healthy	14.6354	1.17525	2.1237	0.20931	0.95114	0	0.12583	0.0039	0	0	53.30911	14.6354	0.19934	0.28787	0	0.0039	0.6436	4.03565	0	0
D015179	13.01296	3.06266	17.74433	2.68757	1.05513	0.01083	0.37515	22.63511	0.63135	0	9.22442	13.01296	3.75517	0	0.01083	22.63511	0	1.83009	0.07177	0.03333
Healthy	0.00853	0.0012	0	15.90574	0.00226	0	0	1.44299	0	0	0.33104	0.00853	69.1835	0	0	1.44299	0	0	0	0.00157
Healthy	53.43986	5.11406	16.31153	0	0	0	0.71566	0.15754	0	0	14.61708	53.43986	0	0.02341	0	0.15754	0	0	0	0
D015179	6.6362	2.7613	4.05994	0.14138	1.63192	7.58728	0.48383	2.6194	0	0.48327	17.83877	6.6362	0	0	7.58728	2.6194	0	0	4.24631	0
Healthy	10.36698	4.79512	0.7769	2.64285	0.22165	0	0.44548	0	0	0	2.41991	10.36698	0	0.10001	0	0	0	0	0	0
Healthy	5.58836	1.44884	0	1.95821	0	0	0.00239	0.01282	0.00448	0.22233	47.29787	5.58836	2.25559	0.15957	0	0.01282	0	0	0.12408	0
Healthy	22.71038	6.10176	0.00752	3.82121	0.11969	0	1.40841	1.48636	0.04121	0	4.4949	22.71038	2.10036	1.68887	0	1.48636	5.07088	0	5.43631	0.2259
Healthy	12.16734	0.95058	1.76777	0	0	0	0	0	0	0	34.26926	12.16734	30.2101	0	0	0	0	0	0.65518	0
Healthy	28.14511	6.29195	7.26562	10.6962	1.72503	0	0	0.07913	0.05575	0	8.27501	28.14511	0.01831	0.05454	0	0.07913	0.21559	3.55195	0.02526	0
D015179	36.80571	0	0	0.35508	0	0	0	1.0715	0	0.16921	0	36.80571	1.56613	1.07112	0	1.0715	0	0.46031	0.11764	0
D015179	22.36238	29.71786	0	0	0.03372	0	0.46519	0.11752	0	0.1006	11.50756	22.36238	0.13472	0	0	0.11752	0	0	0.02714	0
Healthy	0.8554	3.88253	0.97037	0.13136	0	0.0325	0.07766	0	0	0.44525	55.686	0.8554	0	0.02903	0.0325	0	1.34917	0	0	0
Healthy	42.42645	0.16129	3.51929	0	0	0	0	0	0	0.93587	34.72028	42.42645	0	0	0	0	0	1.82763	0.97186	0
Healthy	26.83702	5.48798	23.89523	0.00705	0	0	2.21188	0.12942	0	0	22.30455	26.83702	1.31873	0.03784	0	0.12942	0	0	0	0
Healthy	2.91914	2.16648	1.072	0.67027	0	0	0.1986	0	0	0	55.89781	2.91914	0.04266	0.26803	0	0	1.03324	0	0.12602	0
Healthy	28.0296	13.50757	2.36395	0.54505	0	0	1.76197	0.91259	1.57864	0.04206	15.19089	28.0296	0.62109	2.6772	0	0.91259	0	0.05212	0.19452	0.00839
Healthy	16.09463	2.95396	1.34802	0.03842	0	0.72133	0	0	0	0	42.2639	16.09463	0	0.1298	0.72133	0	2.53487	0	3.79635	0
Healthy	2.28982	0.07885	0	0.18755	0	0	0	0	0	0	67.25747	2.28982	0.83119	0	0	0	0	0	0	0
Healthy	13.99565	17.85873	0	0.14501	0.0342	0	0	0	0	0	26.44171	13.99565	0	0.02217	0	0	0	0	0.29209	0
Healthy	4.41464	1.10869	4.58978	5.2335	6.8727	0	0.66028	0.00705	0.00406	0	30.70262	4.41464	0	0.27826	0	0.00705	0	0	0.21257	0
Healthy	13.06261	10.00918	1.82722	0.99655	4.64406	2.8795	0	0.18967	0	0.2203	26.41452	13.06261	0	0	2.8795	0.18967	2.06451	0	0.79512	0
Healthy	6.761	3.44828	0.2665	0.22163	9.56151	0	0.09473	0.0361	0	0	7.99509	6.761	0	0.80723	0	0.0361	0.44895	0	0	0
Healthy	0.06827	1.39582	0	1.25728	0	0	0.06912	0	0	0	4.7539	0.06827	0	0.78742	0	0	0	0	0	0
Healthy	18.23914	12.41755	0.0478	0	2.55549	1.44556	0.323	0.93536	0	0	20.74881	18.23914	0	0.16184	1.44556	0.93536	0.97779	0	0.00728	0.00166
Healthy	33.41237	11.81471	11.38387	0.00376	0.54412	2.37869	1.04355	3.92087	0.01406	0	12.45804	33.41237	0.18723	0.05448	2.37869	3.92087	0.41272	0	2.5138	0.19967
Healthy	0	0.00117	0	0.07113	0	0	0	0.16655	0	0	0.04787	0	0	0	0	0.16655	0	0	0	0
Healthy	12.82078	11.51836	0.11635	1.42461	0.9009	0	0.14099	0	0	0	38.61828	12.82078	0.12919	0.4471	0	0	0	0	0.12189	0
Healthy	6.54759	4.02705	0.14932	0.38169	8.01092	0	0.07156	0	0	0	28.12676	6.54759	0	0.67825	0	0	1.20349	0	0	0
D015179	5.63058	7.86599	6.64061	3.04557	4.366	2.16379	0	0	0	0	11.48672	5.63058	0.15145	0	2.16379	0	0	0	2.04835	0
D015179	29.38677	5.2304	4.64653	0	23.7608	0.7369	1.68174	0	0	0	9.05925	29.38677	0	0.21535	0.7369	0	0	0	0	0
Healthy	4.92547	3.70501	1.286	0.2498	0.12672	0	0.0325	0	0.00971	0	68.0211	4.92547	0.41766	0	0	0	0	0	0	0.05442
D015179	34.13615	9.76582	0	1.50656	0	0.14069	0	0.74316	0	0	16.88447	34.13615	0	0	0.14069	0.74316	0	0	0	0
Healthy	34.5061	2.62957	0.25577	0.31582	25.364	0	3.06532	3.1013	0.34899	0.01028	0.17441	34.5061	0.03083	0	0	3.1013	0	0.02399	0.34056	0.01853
D015179	6.13622	2.16005	6.81353	0.01594	0	1.90776	0.75164	0.10792	0.00067	0.20432	33.26889	6.13622	1.81587	0.09136	1.90776	0.10792	2.11673	0.61962	0.06774	0.02279
Healthy	3.32578	1.69176	0	0.3923	0	0	0.20255	0	0	0	54.45912	3.32578	0	5.77567	0	0	0.75698	0	0.05946	0
D015179	5.81953	4.50955	13.9851	0.02273	1.87011	29.8189	0	0.17029	0.048	0	13.33551	5.81953	13.53144	0	29.8189	0.17029	0	0	0.10416	0
Healthy	0.64376	1.37611	0	0.00788	0.61933	0	0	0	0	0	92.19868	0.64376	4.48171	0	0	0	0	0	0	0
Healthy	16.00256	18.37784	0.0293	17.26884	0	0	4.6502	0	0.08546	3.26715	15.53655	16.00256	0	0	0	0	0	0	1.09497	0
Healthy	13.73188	2.22536	8.02987	9.77859	0.91083	0	2.73071	2.78817	0.05975	0.28683	21.36149	13.73188	8.27501	0.06002	0	2.78817	0.85923	0	0.01137	0.03521
Healthy	9.9411	3.20211	0	0.23772	0	0	0.16056	0.02844	0	0	63.52559	9.9411	0	0	0	0.02844	0	0	0.15655	0.17697
Healthy	10.75215	1.15008	0.0403	0	0	0	0	0.03148	0	0	66.64553	10.75215	0	0.04111	0	0.03148	0	0	0.98274	0
Healthy	1.43074	2.80893	0.4914	0	0	0	0.01917	0	0	0	43.53044	1.43074	0	0.61599	0	0	1.14768	0	0	0
Healthy	2.53466	9.01599	0	0	0	0	0	0.01728	0	0	60.22917	2.53466	0	5.83703	0	0.01728	1.02377	0	0	0
Healthy	12.35862	1.45301	0	0	0	0	0	0	0	0	30.16328	12.35862	0	0	0	0	0	0	0.5321	0
Healthy	19.09982	1.61343	33.1165	0	0	0	0	0	0	0	17.53804	19.09982	0	0.31645	0	0	0	0	0	0
Healthy	41.60032	2.6451	0	8.02979	2.21026	0	0.49719	0.01461	0	0	6.21909	41.60032	0.17021	0	0	0.01461	0	0	0	0
Healthy	0.85187	0.00078	0	26.28788	0	0	0	0.04117	0.26245	0	4.13869	0.85187	45.03151	0	0	0.04117	0	0	0	0.02118
Healthy	10.50884	7.68833	2.77063	0.78125	2.37923	1.84641	0.47139	0.39508	1.70888	0	26.43664	10.50884	0.68284	0.50081	1.84641	0.39508	0.92637	0	2.65722	0
Healthy	22.75705	6.03358	1.2509	0.00044	0	0	1.24513	0.42428	0.49571	1.29726	22.77827	22.75705	0.02209	2.19051	0	0.42428	0.30284	9.63495	0.34474	0
Healthy	10.82757	7.01344	0	0.39583	0	0	0.11045	0.02819	0	0	39.4412	10.82757	0	4.64575	0	0.02819	0.60466	0	0.00884	0
Healthy	1.1498	0.89451	0.41908	0	0	0	0.13106	0.20397	0	0	85.03034	1.1498	0.43979	0.13692	0	0.20397	0	0	0.03436	0
Healthy	45.16278	1.33686	0.00302	0.12593	0.08234	0	0.04826	0.0369	0	0	18.54313	45.16278	5.0395	0.66418	0	0.0369	1.69693	0	0.04797	0
Healthy	11.08425	1.09809	10.2853	0	0	3.36441	0	0	0	0	30.66419	11.08425	1.99531	0	3.36441	0	1.95757	0	0.69215	0
Healthy	12.36262	0	0.06377	0	0	0	0	0.12872	0	0.00485	45.20387	12.36262	2.47232	0.08873	0	0.12872	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	12.5676	69.3368	0	0	0	0	0	0	0	0	0
Healthy	16.41245	31.53446	0	0	0	0	0	0	0	0	28.33744	16.41245	0	0.01848	0	0	1.98848	0	0.83493	0
Healthy	2.59735	0.5541	0	0	0	0	0	0	0	0	35.96766	2.59735	2.17496	0.3271	0	0	0	0	0	0
D015179	33.94859	0.55967	0.00955	0.00384	0.03171	0	0	0.14659	0	0.32264	35.81607	33.94859	0	0	0	0.14659	0	0	0.0075	0.01951
Healthy	11.3437	13.81615	2.83151	0	8.50569	1.41113	0	0	0	0	23.13049	11.3437	1.18723	5.04539	1.41113	0	0	0.86025	0	0
Healthy	18.13193	4.82714	7.3941	6.16323	0	0	7.78492	0.12442	0	0	23.81482	18.13193	0.00577	0.88791	0	0.12442	0.94315	0	0.90112	0
Healthy	14.43681	6.56706	0.4581	0.27323	0	0	0.02733	0.37524	0.08272	0.75555	19.2646	14.43681	0.06196	0.07608	0	0.37524	0	0.00097	0.59434	0
D015179	18.94492	10.67738	0.03177	0.07284	1.64674	0	0.24567	0.30037	0	0	30.74509	18.94492	0.0382	0.0014	0	0.30037	0.451	0	0.06948	0
D015179	17.31571	13.26364	0.01237	0.1014	0	2.87962	0.23984	4.80051	1.50117	0.01018	33.32383	17.31571	0.18446	0.53476	2.87962	4.80051	3.84949	4.85385	1.17776	0.16121
Healthy	27.99352	11.38769	10.6561	1.30933	0.00129	0.00183	1.61799	1.8031	0.39658	0	16.49688	27.99352	0.03069	0	0.00183	1.8031	0.25319	1.60125	16.2285	0.25467
Healthy	46.12001	2.27869	0	0	0	0	0	0	0	0	34.47805	46.12001	0	0	0	0	0	0	2.59549	0
Healthy	14.3225	4.19336	5.42681	4.37919	0.06377	0.62413	1.15934	0.09741	0.01809	0.00641	40.35245	14.3225	0.01371	0.0005	0.62413	0.09741	3.30682	0	0.00164	0
Healthy	0.6642	2.39356	2.22037	1.14064	0.15749	0	0.68469	0.09521	0	0	15.6008	0.6642	0.50132	0.02994	0	0.09521	0.55301	0.03553	0.54908	0
Healthy	3.47734	16.87389	0.7228	2.63151	0	0	0.77118	0.00991	0	0	66.4155	3.47734	0.26005	0.43407	0	0.00991	0	0.01128	0.03476	0
Healthy	24.70333	8.23489	3.03576	0.33623	0.25248	0.25198	0.014	0	0.04762	0	17.82183	24.70333	0	0.0461	0.25198	0	1.52403	0	0.01318	0
D015179	20.2204	12.72267	3.777	0	0.20706	0.00644	1.60255	1.7236	1.51036	0	29.68603	20.2204	0.00275	1.1615	0.00644	1.7236	0.5838	0	0.33837	0.03278
Healthy	15.26111	7.18985	0.04858	0	0	0.19386	0.10698	0.25861	0	0	21.65453	15.26111	13.8958	0	0.19386	0.25861	0	1.92812	0.21221	0.29227
Healthy	24.9995	3.86531	1.73416	0	0.87606	0.66909	0	0	0	0	49.09379	24.9995	0	2.37415	0.66909	0	1.14712	0.92657	0.02329	0
Healthy	9.36965	5.34982	0.6035	1.37984	0.53268	0	0.39782	0.0236	0	0	46.6375	9.36965	0.02936	0.0153	0	0.0236	1.76307	0	0	0
D015179	23.55002	4.71511	0	22.7819	0	0	3.47437	0	3.68547	0	22.30123	23.55002	1.22587	0	0	0	0	1.75763	1.42144	0
Healthy	6.89448	3.03837	5.76913	0.82131	0	0	0	0.16282	0.03406	0	55.86797	6.89448	0.01164	0.21502	0	0.16282	0.55642	0	0.10979	0.02298
D015179	11.12993	7.5353	9.81536	1.66974	3.2147	5.32127	0	0.18776	0.07169	0	18.71402	11.12993	1.23314	0.08567	5.32127	0.18776	1.14016	0	4.96392	0.05796
D015179	9.50109	30.77348	0.65685	2.31953	1.97519	0	0.23942	0.26792	0	0	18.43001	9.50109	0.78713	0.00863	0	0.26792	0	0	0.03773	0
Healthy	3.74087	1.09309	11.85169	21.57091	0.86713	0	4.77566	0.03414	0.0391	0	13.37701	3.74087	16.2704	0.46924	0	0.03414	0	0	0.02316	0
D015179	12.30676	28.0992	0	0	0	1.59366	0.0395	3.25789	0.49885	0	36.48709	12.30676	0	0.68215	1.59366	3.25789	0	6.31566	0.03785	0
Healthy	2.35324	7.16242	0.37276	0.00495	0.55589	0	0.12177	0.0178	0	0	43.57066	2.35324	0	0.02542	0	0.0178	0.92465	0	0	0
D015179	22.63471	14.20141	3.90033	3.99077	0.56098	0	0.07209	0.45443	0	0	31.33285	22.63471	2.37619	3.4283	0	0.45443	0	0	0	0
Healthy	1.41098	0.77006	0.15636	0	0	0	0.07603	0.03282	0	0	24.33492	1.41098	0	0.12438	0	0.03282	0	0	0	0
Healthy	40.01939	2.78947	2.01942	0.2885	0	0.50272	0	0.03904	0	0	33.3582	40.01939	0	1.02364	0.50272	0.03904	0	0	0.28994	0
Healthy	0.92057	0.0044	0	26.92302	0	0	3.61486	0.27504	0	0.03926	30.26048	0.92057	0.01872	0	0	0.27504	1.5296	0	0.01813	4.08856
Healthy	10.35771	7.39612	3.19594	6.696	0	0	2.30781	0.17708	0	0	42.1371	10.35771	0	0.6107	0	0.17708	2.16917	0	0.95378	0
D015179	24.91011	7.92921	0.09165	3.35404	2.45906	0.10577	0	0.74559	0.06909	0	15.86552	24.91011	2.70929	0.07515	0.10577	0.74559	1.78974	0.44808	0.19314	0.03803
Healthy	3.68938	5.40639	5.66963	0.80747	0.74258	0	0.16538	0.17934	0	0	43.40705	3.68938	7.91574	0.3805	0	0.17934	0	0	0.05901	0.03691
Healthy	65.10181	3.52848	0	6.28061	0	0	3.32267	0.53139	0.06087	0	6.35355	65.10181	0.03688	0.16257	0	0.53139	0	0	0	1.70245
Healthy	25.87645	21.18614	0.44825	0	0.17318	0.66186	0	0	1.32887	1.88483	15.30794	25.87645	0.28043	0	0.66186	0	0	3.80964	0.5174	0
D015179	3.30111	0	20.0374	0	0	0	0	0	0	0	14.06042	3.30111	0	0	0	0	0	0	0	0
D015179	9.26604	16.78203	0	5.47435	0	2.22675	2.07159	0	1.5806	1.14618	18.89276	9.26604	0.24807	0	2.22675	0	0	0.13703	1.36357	0
D015179	22.05184	2.99742	0	0	0.4259	0	0	0	0.50311	0	40.88187	22.05184	0	0	0	0	0	0	0	0
Healthy	5.63363	8.55283	4.69959	0	0	0	0	0	0	0.16646	57.58141	5.63363	0	0.53043	0	0	0	0	0	0
Healthy	20.55786	3.11121	0.11396	0.20889	0.05104	0	0.12332	0.06796	0.01624	0	53.6272	20.55786	0	0.24973	0	0.06796	0.40231	0	0.0586	0.00333
