group	Faecalibacterium_sp900539885	Enterocloster_aldenensis	Mediterraneibacter_torques	Blautia_A_wexlerae	Bariatricus_comes	Dorea_formicigenerans	Streptococcus_thermophilus	Coprococcus_A_catus	Muricomes_sp000509105	Lactococcus_lactis_E	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	2.81386	0.22308	0.06981	0.53731	0.29551	0.05067	0	0.3009	0.25813	0	1.54046	2.47974	2.22606	0.33337	0	0.41508	0	0	0.00867	0.00151
D015179	10.7172	1.41723	0.01818	0.19317	3.64163	1.43327	0.9003	0.43449	0.15202	0	1.34813	0	0	0.52622	3.36625	0	0.12022	0.0296	0	0.02502
Healthy	4.23559	1.14415	0.0059	1.03063	0.83876	0.73582	0	0.07297	0	0.00285	0.00654	7.28621	0.00097	0.92778	0	0	0	0	0	0.00511
Healthy	0.03625	0	0.16772	0	0	0.07012	0.17968	0	0	0	0	0	0	0	0	0	0.04046	0	0	0
Healthy	6.37977	0	0.02848	0.0672	0.00335	0	0.01799	0	0.07661	0	1.38179	0	0	0	0	2.74501	0.24559	0	0	0
Healthy	2.63676	1.02902	0.09655	1.64558	1.43691	1.2363	0.00214	0.11708	0.00662	0	6.81815	0.16042	0	3.24101	0	5.21138	0.0006	0.35586	0	0.00049
D015179	38.8146	0.34403	0	0.16609	0.98229	0.58588	0	0.14596	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.177	0	0.05395	0.07802	0	0	0.01821	0	0.06067	0	1.2535	0	0	0	0	2.92382	0.18199	0	0	0
Healthy	0.09793	0	0.10752	0.21913	2.00983	0	0	0	0.01596	0	0.22423	0	0	13.9056	5.0336	0	0.07865	0	0.10242	0
Healthy	3.22816	0	0.03882	0	0.00194	0	0	0	0	0	0	0	0	0	0	0	0.94786	0.05234	0.03791	0.2952
Healthy	2.43803	0	0.96394	0	0	0	0.07795	0	0.10064	0	0	0	0	0	0	0	2.30896	0.07455	0.1657	0.44041
Healthy	3.47246	1.08987	0.07634	0.30864	0.22683	0.15073	0	0.17827	0	0	0	0	0	0.15893	0	0	0	0.50243	0	0
D015179	9.60548	0	0.75465	0	0	0.09958	0	0	0	0.2209	0	0.086	0.16189	0	1.2059	0	0	0	0	0.02586
Healthy	3.91121	0.58657	0.00994	0.57454	0.5716	0.4207	0	0.08653	0.00039	0	0	1.50559	0.2155	0.5952	0	0	0	0	0	0
Healthy	2.49773	0.2337	0.19064	0.13554	0.1908	0.03591	0	0.0233	0	0	0	1.38135	0	0.08241	2.59134	0	0	0	0.00778	0
Healthy	0	0	0	0.38874	0	0	0	0	0	0	0	1.75	0	1.40469	0	0	0	0	0	0
Healthy	1.79174	0.00524	0.08059	0	0	0.00591	0	0	0	0	0	0	0	0	0	0	0	0.14429	0	0
D015179	1.95018	0.00567	0.95585	0.11298	0.09044	0.45931	0.08258	0.24129	0.08415	0	0	0	0.49897	0.43785	0	0	0.00323	0	0.01073	0.00345
D015179	3.02663	4.29573	0.00988	1.0218	1.44338	1.369	0.11687	0.42136	0	0	0	0.17683	0	1.26715	3.34335	0.38263	0.00981	0.00668	0	0
Healthy	27.4752	2.03495	0.38943	0.82447	0.75252	0.09559	0.12293	0.27514	0	0	0	1.82767	0	0.22762	1.90138	0	0	0	0	0
Healthy	1.10314	0.03485	0.0632	0.03261	0	0.02366	0	0	0.02628	0	0	5.10859	0	0.01158	0	0	0.00227	0.02935	0.00774	0.06084
D015179	8.64225	0.34666	0.24259	1.88302	2.79891	0.24298	0	0	0.00462	0	3.4877	1.12817	0	3.0675	0	0	0.04018	0.0173	0	0.00391
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	0.80648	0.73986	0.85485	1.52178	0.31612	0.49317	2.31646	0.28056	0.00304	0	0.57363	0.58447	0.32703	0.14451	0	0	0	0	0	0
D015179	33.2374	0	0.36651	0	0.18858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.05406	0.2432	0.02897	0.12558	0.00725	0.05994	0	0	0	0.01475	0	4.33588	0	0.01145	0	1.77388	0	0.00159	0	0.02784
Healthy	0.81028	0	0.01656	0.32688	0	0.09256	0	0	0.03073	0	0	0.66391	0	0.15182	0	0	0.0065	0	0.05627	0.03195
Healthy	3.25638	0.0777	0.07129	0.00434	0.07212	0	0	0	0	0	0	2.07642	0	0	0.92096	0	0	0	0	0
Healthy	2.39267	0.19735	0.16332	0	0	0	0	0	0	0	0	1.37185	0	0	0	0	0.46331	0.03685	0	0
Healthy	3.94005	0	0.01999	0.10665	0	0.04417	0	0.00744	0	0	0	0	0	0.02981	0	1.56849	0	0.15062	0	0.01046
Healthy	10.3387	0.77005	3.27471	2.34819	1.58988	0.77063	0.335	0.32465	0.00114	0.63401	0	0	1.30764	1.77341	0	0.22744	0.00912	0	0	0
Healthy	5.61849	0.08286	0.00684	0.03201	0	0	0	0	0	0	0	0	0	0.01538	0	0	0.23061	0.00591	0.03002	0.05296
Healthy	8.35455	0	0.15103	0.01296	0	0.03554	0	0	0	0	0	0	0	0	0	0	0	0.00736	0	0
Healthy	3.98708	1.08248	0.00824	0.18937	0.17982	0.1003	0	0.19722	0	0	0	0	0	0.20458	0	0	0	0.37716	0	0
Healthy	16.6831	1.77883	1.01117	2.27303	0.23658	1.12177	0	0	0	0	0	0	0	0.39173	0	0	0	0	0	0
Healthy	2.98947	0	0.12964	0.64735	0.13403	0.54173	0.11791	1.06918	0.96241	0	0	0	0	0.35418	0	0.76028	0.00892	0.00128	0.01513	0.00801
D015179	13.1148	0.19299	0.19927	1.61669	2.15446	0.18725	0	0	0	0	2.82127	0.75956	0	2.29097	0	0	0	0.01814	0	0
Healthy	3.45227	0.30848	0.04535	0	0.0234	0.00476	0	0	0	0	11.3554	0	0	0	0	2.80381	0	0	0	0
Healthy	3.97118	0.36806	0.10722	0.20467	0.08522	0.02713	0	0	0	0	0	2.39407	0	0	0	4.0326	0	0.00294	0	0
Healthy	3.57173	0.41714	0.18335	0.14695	0.05883	0.03075	0	0	0	0	0	2.18912	0	0.01414	0	3.97305	0	0.32872	0	0
Healthy	11.2482	0.44735	0	0.47109	0.32554	0.86539	0	0.58933	0	0	0	0	0	0.40215	0.55058	0	0	0	0	0
Healthy	0.35627	0	3.32579	0.04106	0.0535	0	0	0	0	0	0	0	0	0	0	0	0.20575	0.01733	0	0.07721
Healthy	2.31629	0.24488	0.15667	0.10071	0.22069	0.0452	0	0.03788	0.01261	0	0	1.4322	0	0.06458	2.61111	0	0	0	0	0.01525
Healthy	1.28169	0.0094	0.00355	0.4285	0.12747	0.18602	0	0	0	0	0	0.06657	0.03116	0.70188	0	0	0	0	0	0
Healthy	1.34157	0	0.54555	0.02228	0.19214	0.03011	0	0	0.01894	0	0	5.78035	0	0	0	0	0.00768	0	0.00347	0
Healthy	2.24074	0.10461	0.03475	0.15246	0	0.01975	0	0	0	0	0	0.67327	0	0.08905	0	0	0.01699	0.00292	0.01875	0.10809
Healthy	3.3668	0	0.02278	0	0	0	0	0	0.01119	0	0	0	0	0	0	0	1.16856	0.05759	0.03288	0.27475
D015179	8.44233	0.18468	0.1921	0.08891	0.13003	0.32484	0	0	0	0.64266	0.02346	0.3401	0.45735	0.01688	1.98029	0	3.56939	0	0.02701	0.10533
Healthy	1.63072	0	0.4404	0.02554	0	0.08982	0	0.53938	0	0	0	0.24392	0.0526	0.11044	0	0	0	0	0	0
Healthy	1.70252	0.43038	0.17758	0	0.04902	0.01006	0	0	0	0	0	3.48162	0	0	0.03393	0	0	0	0	0
Healthy	8.76428	3.87959	0.04231	0.66944	0.9533	0.71663	2.52983	0.43165	0	0.0263	0	2.43103	0.10923	2.08672	0	0	0	0.00502	0	0
D015179	7.95077	0.33833	0.05822	0.17965	2.00437	0.63667	0.01643	0.32185	0.02846	0	0	0	0	0.46713	0	0	0.00627	0.03186	0.00554	0.05671
Healthy	0.09076	0	0.09223	0	0	0	0	0	0	0	42.9507	0	0	0	0	0	0.02743	0	0	0.0117
D015179	10.9418	0	0.42446	0.18586	0.11675	0.31267	0.07733	0.11884	0	0	36.4629	0	0	0	0	0	0	0	0	0
D015179	2.50368	3.53659	0.02104	3.05151	1.09696	2.33887	0	0.52391	0.01555	0	0	0	0.04428	0.06701	1.67321	0	0	0	0	0.04867
Healthy	3.28194	0	0.01068	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	1.00521	0.0443	0.03143	0.29166
Healthy	3.09799	1.82678	1.99063	4.79598	2.71254	0.67296	2.79375	0.34789	0	0	0	0.06304	0	2.02546	0	0	0	0	0	0
Healthy	0.68908	0.05686	3.03423	0	2.27095	0	0	0	0	0.00167	1.25893	1.57546	7.34481	0.01486	0	0	0	0.01774	0	0.09374
Healthy	13.0257	0.72383	0.02933	0.30056	0.56035	0.99585	0	0.09466	0	0	0	0.00202	0	0.46783	3.05144	0	0	0.03256	0	0.00629
Healthy	0	0	0.04327	0	0	0	0	0	3.21278	0	0	0	0	0	0	0	12.8252	0	2.66293	1.5231
Healthy	1.13717	0.53715	1.14059	0.38671	0.56158	0.34904	0	0.27218	0	0	0	0.39405	0.11803	1.43192	0	0	0	0	0	0
Healthy	5.26956	0.7742	0.29896	0.4016	0.65202	0.15733	0	0.22597	0.00066	0	1.678	0.00062	2.16305	0.3238	0	0.5867	0	0.00225	0	0.00372
Healthy	0.00078	0	0.01859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	11.5605	0	0.30713	0.186	0	0.4236	0	0	0.01645	0.0267	0	0	0	0.87643	0	0	0.01827	0.09601	0.02694	0
Healthy	0	0	1.90336	0.75495	0	0	0	0	0	0	5.11219	0	0	0.77708	0.9355	0	0	0	0	0
Healthy	5.15318	0.04307	0.59363	0.09926	3.45672	0.04659	0.1217	0.24561	0.06559	0.00087	0.10608	0.16296	0	0.11822	0	0	0.89129	0	0.06033	0.0679
Healthy	6.03203	0.62985	0.43635	0.03046	0	0	0	0	0.32726	0	0.00483	0.00184	18.4664	0	0	0	0.09084	0.55197	0	0.14147
Healthy	1.97448	0.13053	0.3498	0.34256	0.22766	0.71636	1.82371	0.12502	0.00433	0.0315	0	0	1.21337	1.38609	2.27543	0	0.00805	0.00649	0.01155	0
Healthy	3.82989	0	0.34575	0.07374	0	0.05456	0	0.00269	0	0	0	0	0	0.00319	0	3.50209	0	0.49155	0	0.02476
D015179	0.10458	0.01084	0.00759	0.01345	0.02172	0	2.73712	0	0.74906	0.75792	0	2.15392	0.10543	0.01076	0	0	0	0	0.20022	0.02477
Healthy	1.6531	0.47131	0.13929	0	0.05781	0.02855	0	0	0	0	0	3.73917	0	0	0.11775	0	0	0	0	0
Healthy	15.4791	0	3.78038	0.08027	0	0	0.14552	0	0	0	0	0	0	0	0	0.75601	0.81789	0	0	0
D015179	0.74808	3.1791	0.88585	0.78595	0.93828	0.10674	0	0.62188	0.09692	0.00235	0	2.5555	0	0.94921	0	0.8998	0	0.02839	0.13467	0
Healthy	0.37197	0	0.00488	0.03319	0.07031	0	0	0.01463	0	0	0	0	0	0.00402	0	0	0.21641	0.0011	0	0.09884
Healthy	3.85692	0	6.40643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	13.064	0.51501	0	0.68085	0.59821	0	0	0	0	0	0	0	0	0	0.83159	0	0	0	0	0
Healthy	0.51869	0	0.10463	0	0.02077	0	0.223	0	0	0	57.8433	0	0	0.01496	0	0	0.04479	0.11586	0.45485	0.18282
Healthy	4.52331	0	0.20565	0.11523	0.03983	0	0	0.01724	0	0	0	0	0	0.0307	0	0	0.02035	0.00209	0	0.04886
Healthy	4.70519	0	0.09763	0.06899	0	0.14853	0	0.03114	0	0	0	0	0	0.4297	0	0	0	0	0	0
Healthy	3.53998	0	0.16842	0	0	0.0105	0	0	0	0.03503	0	0	0	0	0	0	0	0.00614	0	0
D015179	0.21301	3.63329	0.05136	0.42844	0.00664	0.02169	0.65425	0.32385	0.01358	0.07351	0.00726	0	0	0.69439	0.01059	2.29048	1.54109	0	0.44989	0.04355
Healthy	1.11038	0.74758	0.3067	0.40568	0.61598	0.41085	0	0.11327	0	0	0	0	0	1.17125	0	0.3864	0	0	0	0
Healthy	55.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.38368	0	0.00313	0.07389	3.7279	1.22942	0.20402	0	0.00549	0.06543	0	0	0	0.55095	0	0	0.00768	0.19696	0.02347	0.04886
Healthy	2.25388	0.35227	0.24078	0.55695	0.38878	1.35794	0.02867	0.18485	0	0	0	5.83295	0	0.72048	0	0	0	0.00173	0	0
Healthy	3.34293	0	0.06636	0.08821	1.5434	0.02145	0.2217	0	0	0	0	8.17489	0	0	0	0	0	1.28976	0	0
Healthy	28.2318	0.84899	0.08918	0.09002	0.09774	0.04055	0	0	0.21492	0	18.5781	0	0	0.09122	0	0	0.09234	0	0.01229	0.02236
Healthy	0.44311	0.14473	0.13792	1.20203	9.96514	0.57236	16.7719	0	0	0	0	0.74141	0	8.22143	0.20431	0	0	0.02111	0	0
Healthy	9.69856	0.08298	0.06859	0.12228	0.23747	0.10819	0	0.12047	0.00157	0	0.08473	5.42078	0	0.16922	2.06438	0.01692	0.01726	0.17652	0.00124	0.08161
Healthy	0.47038	0	0.02773	0	0.00811	0	0.2578	0	0.00096	0	57.7438	0	0	0.00271	0	0	0.04634	0.1305	0.44928	0.16069
Healthy	4.06689	1.25669	0.1696	0.92264	0.78279	1.2793	2.26834	0.35771	0	0	0	9.66105	0	0.75976	0	2.90812	0.00124	1.67474	0	0
D015179	4.84446	0.52988	0.19283	0.48117	0.20374	0.72742	0	0.47427	0.11339	0.09373	0.00649	0.23465	0	0.08722	0	0	0.04196	0.00793	0	0.003
Healthy	0.38265	0.38006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.00182	0.03195	0.15702	0.16675	0	0.28451	0.02494	0	0.0011	0	20.178	0	0	0.22089	0	0	0.02419	0.06756	0.00295	0.15525
Healthy	0	0	0	0	0	0	0	0	0	0	4.70835	0	1.28727	0.30326	0	0	0	0	0	0
Healthy	13.1603	1.07944	1.10476	0.88979	1.14902	0.28504	0	0.49703	0	0	0	0.12818	0	0.8447	0	0	0	0	0.01394	0.1707
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.7048	0.40157	0.29296	0.11474	0.3149	0.13942	0	0	0	0	3.68922	0	0	0.19646	0	0	0	0.06847	0	0
Healthy	2.11463	0.05243	0.0334	0.02625	0.02615	0.00704	0.26525	0	0	0	0.04153	0	0	0.0158	0	0	0.00902	0.2452	0	0.00576
D015179	5.31661	0.39903	0.80066	0.5968	0.89752	0.40157	0.38579	0.5257	0.29344	0	0.34232	0.78098	0	0.33906	0	0	0.00339	0.08654	0.23679	0
Healthy	1.72587	0.05417	0	0.06149	0.02037	0.00166	0	0.00568	0	0	0	0.0121	5.3683	0.05864	0	0	0	0.14985	0	0
Healthy	1.27384	0	0	0	0.0267	0	0	0	0	0	0	0	0	0	0	6.61316	0	0	0	0.15695
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.53919	0.57578	0	0.12229	0.048	0.23345	0	0	0	0	6.46397	0	0	0.26223	0	0	0	0	0	0
Healthy	1.99702	1.69612	1.04835	0.32722	0.77662	0.28537	0	0.09559	0	0	0	0	0	0.38815	0	5.47947	0	0	0	0
Healthy	0.54344	0.44003	0.05198	0.5178	0.11504	1.01327	0.11702	0.02895	0	0	0.26516	0.49246	0	1.41827	1.23601	0	0.09387	0	0	0
Healthy	1.69067	0.12563	0.31911	0.226	0.9745	0.31404	0.16451	0.05945	0.00486	0	0	0	0	0.84811	0	0	0.01904	0	0	0
Healthy	33.1672	0.04392	0	0	0	0	0	0	0	0	1.30732	0.15789	0	0	3.77965	0.03045	0	0	0	0
Healthy	1.86375	0.04315	0.09337	0.26753	0	0.06771	0	0	0	0	0	0	0	0	0	0	0.03082	0.17425	0	0
Healthy	6.65845	0.12283	0.23427	0.32436	0.00546	0	0	0.09678	0	0	0	0	7.2886	0.83096	0	0	0	0.04372	0	0
Healthy	4.42356	0.17916	0.04271	0.36115	0.38673	0.21378	0.11738	0.14447	0	0	0	0.02179	0	0.54504	0	0	0	0.05991	0	0
Healthy	0.07622	0	0.37034	0	0.00326	0	0	0	0	0	42.7626	0	0	0	0	0	0.02169	0	0	0.01201
Healthy	1.65617	0.37359	0.62686	0.15086	0.33775	0.13161	0	0.10277	0	0	0	0	0	0.19502	0	0	0	0.01022	0	0
Healthy	1.60739	0.33464	0.21786	0.23836	0.31288	0.24642	0.09215	0.02235	0	0	0	2.11367	0	0	0	0.09609	0	0.03674	0	0
D015179	1.64917	0	0.18218	0.03792	0	0	0	0	0	0	0	0	0	0	2.8356	0	2.36765	0	0.59447	0.37568
Healthy	1.17056	0.05061	0.1118	0.0622	0	0.01832	0	0	0.01824	0	0	5.0761	0	0.01131	0	0	0	0.00555	0	0.08329
Healthy	1.6628	0.03212	0.10095	0.00322	0	0	0	0.01799	0	0	12.6558	0	0	0.02243	0	0	0	0.00974	0	0
Healthy	1.95313	0.0138	0	0.0313	0.00888	0.00161	0	0	0	0	0	0	0	0.03897	0	0	0	0.24045	0	0.08214
Healthy	2.72327	0.39965	0.14851	0.2314	0.69162	0.36595	0	0.16778	0	0	0	0	0	0.31401	0	0	0	0.28696	0	0
Healthy	4.20458	0.93956	0.01851	0.27396	1.20953	0.31194	0	0.12789	0	0	0	3.19544	5.51643	0.72386	0	0.53909	0	0.42965	0	0
Healthy	1.98008	0.01269	0	0.25446	0	0.08659	0	0	0	0	0	0	0	0	0	0	0.03618	0.16316	0	0
Healthy	0.82962	0	0.02334	0.33739	0	0.102	0.02604	0	0.04364	0	0	0.64194	0	0.16294	0	0	0.01226	0.00315	0.05988	0.01241
Healthy	2.15625	0.00251	0.04277	1.64149	4.6617	0.64381	3.00321	0	0.01648	0.02625	0	0	6.06039	1.43599	0	0.32961	0.16813	0.07051	0.37051	0
Healthy	2.99781	0	0.05606	0.02474	0.35207	0	0	0	0.01892	0	0	0	0	0	0	4.10746	0.37118	0.11572	0.00839	0.40027
Healthy	16.3037	0.93266	0.14983	0.45723	0.78062	0.91875	0	0.09406	0.01289	0	0	0	0.06261	0.63096	0	0	0.3425	0	0.04363	0.0676
Healthy	7.00337	0.07185	0.21986	0.39675	0.07762	0.18297	0	0.0675	0	0	0.01746	2.4048	0	0.39313	2.71353	0	0	0	0	0
Healthy	4.61873	0.06357	0.07767	0.11668	0.19313	0.14352	0.02616	0.13322	0	0	0.00154	0	0.00532	0.20239	0	0	0.00157	0.04881	0	0.00137
D015179	8.95361	0.62145	0.10356	0.34559	0.40299	0.65621	0.22723	0	0.03364	0	0	0	0	0.74998	0	0	0.28685	0	0.28526	0.02136
Healthy	7.31407	0	0.0715	0.0462	0.00986	0.00369	0	0	0.04725	0	0	0	0	0	0	0	0.04211	0.01745	0	0
Healthy	8.24465	0.14604	0.05769	0.34421	0.28773	0.14468	0	0.21365	0	0	0	3.18453	0	0.02292	0	0	0	0.05623	0	0
Healthy	10.2369	0.37099	0.00389	0.20214	0.35986	0.09617	0	0.17437	0	0	0.19091	0.95794	0	0.20391	6.24934	0	0	0.00432	0	0
D015179	11.1644	0.14742	2.01483	0.11459	0	0	0	0	0	0	2.37916	0	0	0	0	0	0	0	0	0
Healthy	8.45806	2.47066	0.28905	3.18766	2.78294	1.98426	0	0.31552	0	0.35072	0	1.62998	0	2.32936	0	0	0	0	0	0
Healthy	2.07775	0	0.11228	0.27544	1.00099	0	0.08617	0.1084	0	0	0	4.02143	0	0	2.49667	0	0	0	0	0
Healthy	0.00886	0	0.00172	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0.03069	0	0	0
Healthy	1.50292	0	0.11844	0	0	0	0	0	0.14452	0	0.01449	0	0	0.07542	0	0	0.25443	0	0.02688	0.02767
Healthy	9.5735	0	2.37466	0.16602	3.12135	0.87761	0.04745	0	0	0	0	0	0	0.36857	0	0	0	0.05785	0	0
Healthy	1.93513	0.07925	0.38726	0.18765	0	0.06886	0	0	0	0	0	0	0	0	0	0	0.01743	0.1497	0	1.84532
D015179	8.31107	0.36122	0.1208	0.89257	2.13784	0.17783	0.83641	0.21666	0.00553	0.1171	6.46238	5.62833	3.95284	0.08536	0	0.59669	0.04293	0	0	0.02164
Healthy	4.96722	0	0.15205	0.03616	0.02433	0	0.48478	0	0	0	0	7.56109	0	0	0	0	0	0.07424	0	0
Healthy	19.8272	2.0215	1.52659	0	0	0.46385	0.82898	0.01124	0	0	0	0	0	3.27491	0	0	0	0.10588	0	0
Healthy	0.54557	0.61488	0.13554	0.48439	0.33855	0.14217	0	0.23488	0	0	0	2.46466	0	0.56465	3.90566	0	0	0	0	0
Healthy	3.83289	0.34466	0.53174	0.50544	0.73343	0.56249	0	0.27285	0	0.16353	0	0	0	0.3381	0	0	0	0.00047	0	0
Healthy	1.41275	0.75722	0.01464	0.14177	0.10438	0.0017	0	0.01546	0.08797	0	1.08719	0	16.7537	0	0	0	0.02481	0.02842	0	0
Healthy	1.30825	0.21891	0.99102	0.43894	0.51028	0.16054	0	0.04728	0	0	0	25.8059	0	1.0341	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.99227	0.37001	0.09564	0.55686	0.96539	0.21324	0	0.14302	0.00383	0	0.00186	0	0	0.31567	0	0	0.00413	0	0.0181	0.09623
Healthy	3.24487	1.30319	0.60563	0.19554	0.08764	0.95177	0	1.12459	0	0	0.03891	0.06842	0	0	0	0	0	0.04855	0	0
Healthy	12.3749	2.6543	0	2.6573	1.43131	0	0	0.03929	0	0	0	0	0	2.01348	0	0	0	0	0	0
Healthy	0.57673	0	0.03858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3207	0.5766	0.10981
Healthy	0.83032	0.08566	0.2875	0.07083	0.0616	0.00609	0	0.02119	0.00768	0	0	0	0	0.06616	0	0	0.04988	0.00117	0	0.05335
Healthy	1.06882	0.04442	0.03376	0.03231	0	0.01971	0	0	0.02234	0	0	4.9808	0	0.01818	0	0	0	0.0305	0	0.07038
Healthy	5.67667	0.49708	0.03149	0.27273	0.36796	0.10073	0	0.02037	0	0	0	10.7699	0	0.28445	0	0	0	0	0	0
Healthy	6.05744	0.1611	0.08286	0.31837	0.3999	0.09975	0	0.0697	0	0	0	20.1453	0	0.45556	0	0	0	0	0	0.00252
Healthy	1.38447	0	0.59217	0.00203	0	0	0	0	0	0	0.00871	6.58901	0	0	0	0.03316	0.41085	0.41164	0	0.00427
D015179	1.91369	2.37082	0.07425	0.52793	1.3996	0.70292	0	0	0.1568	0	5.31557	0	0	0.40602	0	0	4.99416	0.00431	0.04339	0.06714
Healthy	4.99021	0.02433	0.12601	0.03572	0	0.01276	0	0	0	0	0	0	0	0	0	0	0	0.00477	0	0.01973
Healthy	3.32127	0	0.07041	0.04168	0.06559	0	0	0	0	0	0.03149	0	0	0	0	0	0.00284	0.21162	0	0.03618
Healthy	14.7542	0.03666	0.36445	0.0908	0.41607	0.01445	0	0	0	0	0	0	0	0.37857	2.36493	0	0	0	0	0
Healthy	0	0	0.00761	0	0	0	0	0	0	0	0.00327	0	0	0	0	0	0.02052	0	0	0.02653
Healthy	0.00112	0	0.00656	0	0	0	0	0	0	0	7.70886	0	0	0	0	0	0	0	0	0
Healthy	13.6488	1.23268	0.48603	0.29456	0.93647	0.49591	0.03989	0.29099	0	0.00112	0	0	0.07257	0.58515	0	0	0	0.00111	0	0.01317
Healthy	0.00098	0	0.01652	0	0	0	0.00695	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.2689	0	0.00522	0.04726	3.77938	1.2331	0.22763	0	0.00375	0.06248	0	0	0	0.50781	0	0	0.00936	0.18138	0.02202	0.04072
Healthy	5.76197	0	0.05089	0.01676	0	0	0	0	0.11427	0	0	0	0	0	0	0	0.08769	0.00143	0	0
Healthy	11.8866	0.13439	0.04723	0.3489	0.26248	0.13404	0	0.21474	0	0	0	2.99831	0	0.03486	0	0	0	0.05103	0	0
Healthy	7.19795	0.2773	0.00231	2.44988	3.44042	0.31921	2.90492	0.22995	0.00495	0	0	5.18999	0	2.63926	0	1.16689	0.03698	0	0	0.00102
Healthy	2.13817	0.11662	0.07019	0.29312	0.29473	0.22954	0.0656	0.15758	0	0.00235	0	0	0	0.76519	0	0	0	0.11497	0	0
Healthy	11.4229	0	2.79899	3.68226	0	0.4514	5.53722	0.60005	0	0	8.23794	5.95597	0	0.56616	3.51275	0.1694	0.7258	0	0	0
Healthy	5.38653	0.20865	0.31478	0.18425	0.15956	0.45996	0	0.13304	0	0	0.52493	0	0	0.18196	3.39564	0	0	0	0	0
Healthy	0	0	48.6163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.08803	0	0.00708	0.155	0	0	0.00878	0	0.03714	0	0	0	0	0	0	0	0.08482	0.00914	0.01959	0
Healthy	3.63945	0.60972	0.00185	0.22738	0	0.4587	0	0	0.03874	0.00335	0.00706	1.68203	0.19546	1.27661	9.65135	0	3.62248	8e-05	0.18973	0.01894
D015179	0	0	3.44648	0	0	0	0.90315	0	11.2788	0	0	0	0	0	0	0	0.67766	0	0	3.212
Healthy	4.85319	0.09915	0.01995	0.08164	0.47131	0.10964	0	0	0.00665	0	21.2138	0.07172	0.34826	0.07071	0	0	0.05915	0.5597	0.00044	0.10246
Healthy	4.2742	0.04198	0.08223	0.0333	0.00879	0.03271	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0
Healthy	1.00048	0	0.01144	0.02296	0.00355	0	0	0	0.03511	0	0	0	0	0	0	0	0.04023	0	0.08218	0.0688
Healthy	2.85533	0	1.51711	0.83605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	32.3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.32505	0.70327	0.02537	2.8669	1.28141	0.12059	0	0.49597	1.5297	0.01041	11.3314	0	0	0.66924	0	0	0	0.09801	0	0.02717
Healthy	1.8397	0.07831	0.099	0.13498	0	0.08232	0	0	0	0	0	0	0	0	0	0	0.04014	0.12904	0	1.77299
Healthy	1.71627	0.01327	0.16293	0.00239	0	0.01615	0	0	0	0	0	0	0	0	0	0	0	0.11868	0	0
Healthy	4.96713	1.23168	0.03241	0.35224	0.47949	0.45849	0.05558	0.17035	0	0	0	0	0	0.36717	0.00157	0	0	0.01891	0	0
Healthy	5.96507	1.38003	0.09023	1.25094	1.25289	0.60402	0	0.25428	0	0	0	0	0	1.1733	2.9922	0	0	0	0	0
Healthy	3.66598	0	0.13539	0	0.02406	0.00347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.42704	0.06	0.16438	0.60207	0.03455	0.01066	0	0.07206	0	0	0	0.05894	0	0.15532	0	0	0	0	0	0
Healthy	7.74591	0	0.31674	0	0	0.06765	0	0	0	0	0	0	0	0	0	0	0	0.00818	0	0
Healthy	7.30781	0	0.03537	0.0582	0.01958	0.0196	0	0	0.03851	0	0	0	0	0	0	0	0.04837	0.0173	0	0
Healthy	2.81598	0.12129	0.08058	0.50545	0.15192	0.04183	0	0.01364	0	0	0	1.17504	0	0.27421	0	0	0	0	0	0
Healthy	2.0935	0.05969	0.39809	0.03849	0.04769	0.00444	0.25532	0	0	0	0.03469	0	0	0.01431	0	0	0.02367	0.22153	0	0.03198
