group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phytobacter_ursingii	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Bacteroides_salyersiae	Parasutterella_excrementihominis	Ruminococcus_C_callidus	Enterocloster_citroniae	Bacteroides_uniformis	Lachnospira_eligens_B	Roseburia_sp900552665	Anaerobutyricum_hallii_A	Mediterraneibacter_torques	Blautia_A_wexlerae	Streptococcus_thermophilus	Alistipes_A_indistinctus	Coprococcus_A_catus	Adlercreutzia_equolifaciens
Healthy	5.44192	0	0	0.01831	0	0	0	0.05454	0.00784	0	2.18114	0.57908	0.21498	2.87482	0.00245	2.08297	0	0	0.56926	0.06906
Healthy	2.60453	26.8112	0.92551	0	0	0	0	0.02903	0	0	9.52472	0	0	0	0.15289	0	0	2.07365	0	0
Healthy	0.16129	24.8798	0	0	0	0	0	0	0	0	0.01815	2.07131	1.57264	1.26736	0.39602	0.49501	0	0	0	0
Healthy	5.47841	0	0	1.31873	0	0	0	0.03784	0	0	8.87861	0.35035	0	3.267	0.2816	0.81301	0.02604	0.38424	0	0.22011
Healthy	1.95034	0	0	0.04266	0	0	0	0.26803	0	0	33.5193	0	0.56103	0.03769	0.02966	0.03829	0	0.05703	0	0
Healthy	13.1264	0	0	0.62109	0	9.57908	0	0	0	0.032	0	9.42233	0	0	0.01256	0.0074	0.08834	0	0	0
Healthy	0.75493	0	0	0	0	0	0	0	0.00192	0	6.00561	4.65111	0.02258	0.17127	0.04906	0.48199	0	0.0099	0.10971	0
Healthy	0.07885	0	0	0.83119	0	0	0	0	0	0	11.0901	0	0	0	0.14001	0	0	0	0	0
Healthy	4.41363	0	0	0	0	0	0.00872	0.02217	0	0	7.16123	0	4.94398	0	1.2347	0.23002	0	0	0.09503	0
Healthy	0.85026	0	0	0	0	0	0	0.27826	0	0.00449	18.3096	0	0.15146	0.08661	0.29314	0.06739	0	0.12088	0.0236	0
Healthy	9.59486	0	0	0	0	0	0	0	0	0	4.6015	0.01991	1.25474	0.56435	0.00782	0.20365	0.11585	0	0.13242	0
Healthy	3.37358	0	1.10893	0	0	0	0	0.02505	0	0	3.19892	0.09443	0.63061	0	0.52163	0	0	0.00732	0	0.09044
Healthy	1.39582	4.52075	0	0	0	0.03049	0	0	0	0	0.11694	0	0	0	0	0	0	0	0	0
Healthy	6.26158	0	0.06959	0	1.70819	0.18833	4.24547	0.14427	0	0	3.0995	2.61691	0.62903	0.35936	0.69644	0.58002	0.60002	0.08582	0.0806	0.0565
Healthy	4.91408	0	0	0.18723	0	0	0	0.05448	0	0.0099	2.51517	0.62746	1.98884	3.21536	0.56671	0.63022	1.12144	0.06657	0	0.12477
Healthy	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	11.1771	0	0	0.12919	0	0	1.24685	0	0.32342	0	13.9678	2.89752	0.03634	0.92468	0.34248	0.50424	0	0.04511	0	0
Healthy	3.86412	0	7.26178	0	0	0	0	0.00833	0	0	11.0119	0.0075	0.81146	0	0.10884	0.01864	0	0	0	0.1044
Healthy	3.70501	0	8.27485	0.41766	0	0	0	0	0	0	5.88803	0.18188	0	0	0.07938	0	0	0	0	0
Healthy	0.39467	0.11667	0	0.03083	0	0	0	0	0	0.01603	0.0046	0.03431	7.73521	0.91812	0.03943	0.03778	0.19358	0	0	0.07587
Healthy	1.41979	0	0	0	0	0	0	0.022	0.27197	0	18.4697	0	1.79636	0	0.16232	0	0	0.04056	0	0
Healthy	1.37611	67.4119	0	4.48171	0	0	0	0	0	0	1.36779	0	0	0	0	0	0	0	0	0
Healthy	14.8174	5.26812	0.97787	0	0	0	0	0	3.56044	0	1.19281	0.95781	0	3.67627	0.47551	1.64456	0	0.07644	0	0
Healthy	2.05003	0	0	8.27501	0	0	0	0.06002	0.09421	0.04977	5.26803	0.72175	0.40524	0.2815	0.12267	0.2439	0	0.19647	0	0
Healthy	3.20211	2.38117	0	0	0	0	0	0	0	0	17.3545	2.08207	1.48598	0.75945	0.23834	0.24262	0.02844	0	0	0
Healthy	1.12348	8.48129	0	0	0	0	1.34038	0	0	0	30.0781	2.78757	1.97709	0.42515	0.30727	0.10891	0	0	0.00621	0
Healthy	2.80893	0	19.0807	0	0	0	0	0.61599	0	0	15.2282	0	0	0	0.1029	0	0	0	0	0
Healthy	6.46823	0	0	0	0	0	2.80792	0	0	0	11.5791	1.40189	0	0	0.08738	0.03761	0.01728	0	0	0.57453
Healthy	1.3702	0	0	0	0	0	0	0	0	0	0	9.83654	1.54982	0	0.04197	0.02749	0	0	0	0
Healthy	1.42186	0	0	0	0	0	0	0	0	0	0	4.00025	0	0.12937	4.4545	1.44457	0	0	0	0
Healthy	2.4691	5.45146	0.00644	0.17021	0	0	0	0	0	0	0.17647	0	0.13345	1.15416	0.65085	0.72601	0	0	0	0
Healthy	0.00078	0	0	44.0561	0	0	0	0	0	0	0	0	0	0	0.07124	0	0	0	0	0
Healthy	1.9216	0.6885	0	0.68284	0	0	0	0.37045	0	0	3.30217	2.51901	0.11154	0	0.05061	0.12469	0	0	0.44863	0.01603
Healthy	3.34668	9.0255	0.18737	0.02209	0.1901	0	0	0.00684	0	0.01198	4.46789	0.60071	9.78666	1.28031	0.00261	0.18902	0	0	0	0
Healthy	6.96154	28.7518	0	0	0	0	0	0.01891	0.03129	0	2.69523	0.67068	3.81469	0.19826	0.11866	0.33769	0	0	0.08522	0.09906
Healthy	0.53503	0	0	0.43979	0	0	0	0.13692	0	0	11.5381	0	0.40581	0.01119	0.06122	0	0.20397	0	0	0
Healthy	0.97626	0	8.99739	5.0395	1.50279	0	0	0.00342	0	0.00869	0.04198	0.32554	1.24458	0.19254	0.13987	0.15302	0.00063	0.08684	0.04545	0
Healthy	0	0.0449	0	1.99531	21.6832	0	0	0	0	0	3.34671	5.51948	0.43743	0	0.29364	0.15084	0	0	0	0
Healthy	0	0	0	2.30323	0	0	0	0.08873	0	0.16787	24.0328	0	0	0	1.62326	0	0.12872	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	17.5367	0	0	0	0	0	0	0	0	0
Healthy	0.09976	0	9.16739	0	0	0	0	0	0	0	7.91506	2.63728	1.32743	0.0749	0.1285	0.0544	0	0	0.191	0
Healthy	0.54654	0	0.69331	2.17496	0	0	0	0.3271	0	0	0	0	0	0	0.05467	0	0	0.23193	0	0
Healthy	12.5997	6.87869	0	1.18723	0.63404	0.78634	0.63195	0	0	0	7.14629	3.36089	0	1.12081	0.08135	0.25587	0	0.0758	0.3471	0
Healthy	3.49142	0	0.00258	0	0	0	0	0	1.30045	0	7.7305	0	0.18157	1.6448	1.05379	0.76172	0.03194	0.01333	0	0.08461
Healthy	6.56706	0	0.33851	0.06196	17.1332	0.02888	0	0.07608	0	0	0.01678	0.90512	3.76168	0.23644	0.20365	0.36265	0	0	0.08848	0
Healthy	10.737	0	2.67654	0.03069	0	4.11713	0	0	0.04816	0	0.79184	3.53286	1.85397	0.80913	0.10693	0.70581	0	0	0.56425	0
Healthy	0.85842	0	0	0	4.26083	0	0	0	0	0	7.32424	7.90455	1.14735	0.71057	1.94194	0	0	0	0	0
Healthy	3.31133	0	0.00321	0.00191	0	3.41373	0.00572	0	0	0.03361	4.48007	0.17648	0.66528	1.88501	0.04024	0.27548	0.04338	0.09031	0.15678	0.21522
Healthy	2.24333	0	1.49186	0.50132	0	0	0	0.02994	0.07771	0	10.516	0.22718	0	0.08574	0.02427	0.10125	0	0.18578	0	0
D006973	6.17894	30.0772	0	1.10201	0.12061	0.15152	0	0	0.00515	0	0.03625	0.02253	0.00446	0	0	0	0	0	0	0
Healthy	16.8108	0	9.80432	0.18507	40.6349	14.3212	0	0.43407	0.06309	0	0.12516	0.84515	1.91662	0.00815	0.00427	0.06658	0	0	0	0
Healthy	1.06865	0	0	0	0.11421	0	0.08984	0.03818	0	0	1.54615	0	0.15093	0.48431	0.05594	0.35168	0	0.08857	0.52042	0
Healthy	6.28876	21.2889	0	13.8958	0	0	0	0	0.17	0	0	0.33633	0.09573	0.48577	0.71781	0.1054	0	0	0.16683	0
Healthy	1.96912	31.0061	0	0	4.6396	1.24577	1.64967	0.01678	0.16504	0	3.86475	4.14701	0.07233	0.56103	0.16566	0.32648	0	0.00369	0.1283	0
Healthy	3.67888	0	0	0.02936	0	0	4.03601	0.0153	0	0	25.6555	0.71836	0.02554	0	0.18941	0.14878	0	0	0	0.02028
Healthy	3.0298	0.00091	0.00535	0.01164	0.00274	0	0	0.0004	0	0.01202	10.7042	2.01712	0.00609	0.61407	0.1641	0.08111	0	0	0	0
Healthy	1.09246	0	0	16.2704	0	0	0	0	0	0	1.24616	0.18248	0.00116	1.17286	0.06784	0.58479	0.02115	0.30461	0.04602	0.26711
Healthy	7.0613	0	0	0	0	24.0361	0	0.02542	0.10112	0	4.74332	0.3734	0	0	0.0588	0.04787	0	0.02705	0	0.16689
Healthy	0.77006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01903	0	0.03282	0	0	0
Healthy	2.25029	0	0	0	0	0	0.28832	0	0	0	2.81466	2.46123	0.84419	0.14991	0	0.42312	0.03904	0	0	0
Healthy	0.0044	0	2.4482	0.01872	0	0	0	0	0	0	2.1711	0.00076	0	0	0.00694	0	0	0	0	0
Healthy	4.68877	0	0.00176	0	0	0	0	0	2.60759	0	8.14311	0	0.01902	1.97956	0.27181	0.69607	0.0684	0.00641	0	0.07519
Healthy	5.23098	0	1.78793	7.89383	0	0	0	0.3805	0.04897	0.01845	9.97354	0.01175	0.21016	0.11721	0.03205	0.10618	0	0	0	0.00503
Healthy	3.52848	0.98776	0	0	0	0	0	0.09257	0	0	0.45455	3.5232	1.03054	1.95125	0.84136	1.84529	0	0	0.34139	0.05963
Healthy	0.54264	10.4305	0	0.28043	0	0.33676	0	0	0	0	0.42476	1.37878	0.36235	0.43856	0.01246	0.27467	0	0	0.31579	0
Healthy	7.63009	0	0	0	0	0	0	0.19702	0.08369	0	25.2432	0.24533	0	0	1.35418	0	0	0.03469	0	0
Healthy	3.05977	40.6397	0.23554	0	0.49723	0	0	0	0	0.00224	1.3164	5.82892	1.12309	0.28936	1.07217	0.19889	0	0	0.12372	0
Healthy	8.22854	0	0	0	0.0586	0	0	0.03996	0.00494	0	9.4265	0.53297	0.02845	0.1013	0.01399	0.09394	0.00762	0.01053	0.08909	0.00253
Healthy	5.40378	0	6.20939	0	0	0	0	0.03241	0.12077	0	1.20019	2.00369	1.26596	0.32677	0.08754	0.16662	0	0	0.14104	0
Healthy	0	0	0	0.32467	0	0	0	0	0	0	12.4656	0	0	0	0.01456	0.00425	0.00491	0	0	0
Healthy	12.4199	0	0.00488	14.8379	0	0	0	0	0	0.00359	0.00856	11.1741	0.00127	0.46902	0.08508	0.06891	0	0	0	0
Healthy	3.59525	0.02765	5.28165	0.00738	17.8669	11.0476	0	0.03807	0	0	0.97361	0.00075	1.57428	0.14205	0.03549	0.08565	0	0	0.01034	0
Healthy	5.21484	0	14.5288	0.09251	0	15.6392	0	0.00154	0	0	1.87961	0	0	0	0.01922	0.03106	0	0	0	0
Healthy	1.30613	0	0	0	0	0	0	0	0	0	0	10.1029	1.63312	0	0.01774	0.02523	0	0	0	0
Healthy	1.73795	0	0	0	0	0	0	0.02021	0.03446	0	16.7705	0.13622	0.1449	0.00842	0.05865	0	0	0.04913	0.00146	0
Healthy	19.2472	0.02316	0	0	0	0	0	0.04462	0	0	6.43593	4.78465	1.50145	3.54209	0.13206	4.09673	0	0	0	0
D006973	0.01589	0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.45661	0	0	0.18701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.85884	0	0.94121	0.09698	0	0	0	0	0.0106	0	6.9507	0.07992	0	0.14988	0.00925	0.34302	0.02865	0.35863	0	0
Healthy	25.7256	0	0	0	0	0	0	0	0	0	2.05251	1.93095	1.38897	2.14026	3.45498	0.94346	0	0	0	0
Healthy	5.19088	0	0	0.41381	0	0	0	0	0	0.02862	2.48442	0	0	0	0.89326	0	0.44044	0	0	0
Healthy	4.02568	0	0	0	0.20196	0.86857	0	0	0	0	1.91355	1.47941	1.78146	0.44678	0.10658	0.40098	0	0	0.05014	0
Healthy	0.0986	0	2.79724	10.2031	0	0	0	0	0	0	4.69937	0	0	0	0.00725	0.13815	0	0	0	0
Healthy	5.15634	0	0	0	0	0	5.15814	0	0	0	14.8183	3.12293	0.289	0	0.1289	0.00929	0	0	0	0.0642
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.71205	70.7007	1.81205	0.00725	0	0	0	0	0.27544	0	0.39578	0	0.45998	0.03745	0.00411	0.09693	0	0.11758	0.00486	0
Healthy	4.83896	0	0.38415	0.84904	0	0	0	0	0	0	1.56592	0	3.20987	0.24279	3.17637	0.804	0.51674	0	0.08307	0
Healthy	1.42262	28.6832	2.84257	0	0	0	0	0	0	0	7.53089	0.69378	0.29201	0	0.05483	0.03356	0.0744	1.88527	0	0
Healthy	18.6314	0.46172	0.40576	5.18254	0	0	0.01611	0.00902	0.04264	0	0.25031	3.66373	2.41912	0.28264	0.68863	0.30233	0	0.03192	0.09021	0.15845
Healthy	1.00664	0	10.7402	0.06415	0	35.3103	0	0	0	0	13.7063	0	0	0	1.02081	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.34655	0	0	0	0	23.5248	0	0.01219	0.09035	0	4.72096	0.37978	0	0	0.07232	0.05746	0	0.03395	0	0.18248
Healthy	3.83522	0	7.29368	0	0	0	0	0	0	0	10.1927	0.0104	0.7565	0	0	0.01329	0	0	0	0.1564
Healthy	0.27266	0	26.9081	0	0	0	0	0	0	0	3.0541	0	0.70924	0.33764	0.11218	0.04426	0	0	0.06551	0
Healthy	2.07831	0	0	0	0	0.01732	0	0.04499	0	0	16.2227	0.24658	0.29774	0	0.09171	0.02691	0	0.1686	0	0
Healthy	5.80218	0.68709	0.26967	9.59962	0	0	0	0	0	0	1.57372	1.87772	0	4.41518	0.68158	1.97664	0	0	0.12034	0
Healthy	8.85719	51.7122	0.606	8.04806	0.7167	2.77746	0	0.00115	0.48625	0.00023	0.13831	0.21973	0.84257	0.02785	0.01134	0.1395	0	0.00459	0.05264	0.0109
Healthy	2.31764	0	2.63677	28.4103	0	0	0	0	0	0.02409	18.3674	0.63399	0.11105	0.31844	0.00527	0.22228	0.00934	0.03358	0.02246	0.07218
Healthy	10.4627	0	0	0	6.29703	0	0	0.0207	0	0	4.2882	2.45555	1.70112	0.73357	0.31098	0.85334	2.52732	0	0.14873	0
D006973	5.55045	31.0026	0.0203	0.19209	0.01235	0.11466	0	0.00107	0	0	0.08996	0	0.02335	0	0	0	0	0	0	0
Healthy	1.72912	0	0	0	0	0	0	0.01789	0.2718	0	17.1623	0	1.822	0	0.14064	0	0	0.03837	0	0
Healthy	1.24194	0	0	3.50567	0	0	0	0.20292	0	0.04216	2.75595	0	0.43086	0	0.0118	0.00903	0	1.19781	0	0.00315
Healthy	1.19851	0	0	0	0	0	0	0.02705	0	0	12.0114	2.39968	0.32387	0.90859	0.19736	0.44442	0.00764	0	0	0
Healthy	0.00733	0	0	4.56367	0	0	0	0	0	0	0.92627	0	0	0	0.07318	0.00134	0	0	0	0
Healthy	3.28079	0	28.6321	0.07914	0	0	0	0.24664	0	0	7.85226	0.64683	1.16822	0	0.14241	0.05831	0	0.26532	0	0
Healthy	5.40833	0	0	0	0.08803	0	0	0.05222	0.00576	0	10.0758	0.77499	0.04407	0.14823	0.01935	0.1035	0.01335	0.00456	0.09154	0
Healthy	1.09747	0	6.20741	0.83626	0	0	0	0.03938	0.183	0	22.1242	0.00141	0.00345	0	0.07096	0.04378	0	0.30523	0	0
Healthy	0	0	0	26.9709	0	0.01573	0	0	0	0	0.08133	0	0	0	0	0	0	0	0	0
Healthy	5.85259	2.13722	0	0	0.21696	0.06259	0	0	0	0	1.6194	1.63853	0.42173	0.5464	0.17064	0.26405	0	0	0.33303	0
Healthy	24.8575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09463	0	0	0.72132	0
Healthy	0.96319	0	0.72808	0.24872	0.0108	0	1.3769	0	0	0.08519	1.03525	0.98172	0.4375	5.44441	0.25123	1.20302	0.14856	0.18741	0.25823	0.08701
Healthy	6.96469	0	0	0.36064	0	0	0	0	0.03778	0	8.75541	3.09547	0.61961	0.5879	0.27719	0.36554	0	0	0.13625	0
Healthy	1.56264	0	0	0.01889	0	0	0	0.16644	0	0	24.6874	0	0	0	0.04921	0.0024	0	0.23099	0	0
Healthy	0.41176	0	0.11119	0	0	0	0	0	0	0	1.17394	1.32779	0	0.79255	0.10946	2.27423	0	0.12728	0.39931	0.14641
Healthy	1.93505	39.4688	2.00366	0.03122	0	0	0	0	0	0	4.45485	0.20821	0.07705	0	1.45308	0	0	1.452	0	0
Healthy	14.533	0	0	0	0	0	0	0.05057	0	0	2.09187	3.04784	1.93456	3.08554	0.12406	1.35452	0.07214	0	0	0
Healthy	2.3811	0	1.45825	0.28324	0	0	0	0.00365	0.05638	0	10.5138	0.1593	0	0.02045	0.68147	0.08608	0	0.1495	0	0
Healthy	5.33797	2.94624	0	0	2.24085	0	1.12309	0.00219	0.01658	0	4.0961	0	0.56511	0.8215	0.90321	0.51321	0	0.10548	0.17987	0
Healthy	0	0	0	1.72747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.18773	0	18.3216	0	0.59977	0	0	0	0	0	25.5789	0.94414	0.14165	0	0.1541	0	0	0	0	0
Healthy	3.91261	0	7.22586	0.02636	0	0	0	0.01313	0	0	11.1678	0.01224	0.69525	0	0	0.03394	0	0.0068	0	0.10453
Healthy	1.76939	0	0	0.02664	0	0	0	0.23028	0	0	32.5458	0	0.55953	0.04927	0.02516	0.02485	0	0.01804	0	0
D006973	3.82955	0.03492	17.2229	0.01046	0	4.08238	0	0	0.00991	0	1.36946	0	0.10786	0	0.01561	0.0323	0	0	0.01763	0
Healthy	4.91046	0	0	0	0	0	0	0	0	0	6.33121	4.06677	1.15284	0.04259	0.66583	0.1744	0	0.16632	0.00878	0.00138
Healthy	2.84544	0	0	0.3495	0	0	0	0.00161	0.00164	0.00266	4.7264	1.50548	0.00289	0.70525	0.25763	0.64464	0	0.13099	0.12498	0.06416
Healthy	0.99109	0	18.0738	0.06543	0	0	0	0.51879	0	0.02381	16.4418	0.20812	0	0	0.089	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.1103	2.26401	0	0	0	0	0	0	0	0
Healthy	3.4671	43.7246	0.56578	0.05879	4.6658	0.01248	0	0.01035	0.01523	0.0006	2.44539	2.61043	0.84713	0.02665	0.0112	0.02981	0.00127	0	0	0
Healthy	0.80508	3.34368	0	0.03075	0	0	0	0	0	0	3.51122	0.81505	0.23114	1.89053	0.42164	1.23188	0.18219	0	0.20624	0.25731
Healthy	5.80441	0	0	9.70979	0	0	0	0	0	0	4.86621	0	1.05926	0.54547	0.25031	1.15083	1.2744	0	0.17405	0.10928
Healthy	0	1.94537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08879	0	0
Healthy	4.7901	0	18.989	0	0	0	0	0.06626	0	0	11.2702	0.62552	2.4586	0	0.14819	0.08304	0.42818	0.01181	0	0
Healthy	0.54723	0	0.73512	2.05871	0	0	0	0.2724	0	0	0	0	0	0	0.04678	0	0	0.24649	0	0
Healthy	3.67292	0	19.9856	0	0	0	0	1.25736	0.23273	0	14.1649	1.0645	0.54809	0	0.14484	0.05601	0.20079	0	0.00738	0
Healthy	0.82033	0	0	0	0	0	0	0.33006	0	0.01233	17.9185	0	0.1431	0.08647	0.14261	0.06981	0	0.10695	0.02417	0.00128
Healthy	4.07073	0	0	0.13799	0	0	0	0.1611	0	0.01235	4.52183	0.00354	0.7113	0.54315	0.01567	0.35215	0.08802	0	0.08933	0.01758
Healthy	4.74516	10.1177	0	0	0	0	0	0	0	0	10.4888	2.0381	0.61442	0.73359	0.11346	0.48605	0	0	0.21103	0.00323
Healthy	4.1226	0	7.24796	0	0	0	0	0	0	0	10.6543	0.00246	0.79028	0	0.10515	0.00315	0	0.00658	0	0.12225
Healthy	3.56294	0	1.06198	0	0	0	0	0.00813	0	0	3.22913	0.07129	0.62765	0	0.18248	0	0	0	0	0.0913
Healthy	6.67313	0	1.92375	0	25.2654	0	0.18569	0	0	0	5.57059	0.6409	0.68052	0	0.12844	0	0	0	0	0
Healthy	4.25755	0	0	0	7.62087	0	0	0.07346	0	0	21.0001	1.9068	0.36782	0.54955	0.06748	0.14659	0	0	0.1018	0
Healthy	3.76948	0	0.01262	0	0	0	3.7764	0.03051	0	0	24.5559	0.68099	0.0712	0	0.92713	0.21604	0	0	0	0.02161
Healthy	3.15344	0	0	0	0	0	0	0	0	0	12.6176	3.27512	2.10964	1.20521	0.25393	1.5927	0.08546	0	0.06652	0.24093
Healthy	1.11324	0	17.8332	0.03928	0	0	0	0.49193	0	0.02141	16.3595	0.18521	0	0	0	0	0	0	0	0
Healthy	3.08579	0.02654	0	0	0	0	0	0.38159	0	0.01121	21.0266	0.01489	1.06144	0.00326	0.00214	0.05636	0	0	0.03198	0.00076
Healthy	0.79223	0	0	0	0	0	0	0	0	0	0	0	0.27656	0	0.01572	0.02795	0.24663	0	0	0
Healthy	0.13527	0	0.00097	0.10767	0	0	0.18809	0.00886	0	0.00807	5.21599	2.52187	0	2.24553	0.26565	0.14232	0	0.00945	0	0
Healthy	0	0	1.37114	0	0	0	0	0	0	0	0	3.29556	0	0	0	0	0	0	0	0
Healthy	1.33862	0	23.2601	0.69652	0	0	0	0	0	0	23.0178	0	0	0.11621	0.18647	0.07011	0.25572	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.52321	0	0	0	0	0	0	0	0	0	21.3417	6.69609	0	0	0	0	0	0	0	0
Healthy	1.37528	0	0	0	0	0	0	0	0	0	0	10.1766	1.6612	0	0.00378	0.03146	0	0	0	0
Healthy	4.17146	0	0.00406	0.02922	0	0	1.56643	0.10444	0	0	27.7611	0.99652	0.01615	0.02312	0.07382	0.09733	0	0	0	0.15765
Healthy	2.93742	0	0	0	5.38385	0	0	0.06503	0	0	10.1123	2.69463	0.62963	0.43772	0.01815	0.04277	0	0	0.0085	0
Healthy	0	0	0	3.51716	0	0	0	0	0	0	0.82508	0	0	0	0.55164	0.01731	31.6965	0	0	0
Healthy	2.48185	0	0	0	0.91306	0	0	0.11171	0	0	18.8952	1.58452	0.18632	0.37789	0.37341	0.22279	0	0	0.06394	0
Healthy	23.7335	0	0	0	0	0	0	0	0	0	1.69621	0	0.18574	0	0	0	0	0	0	0
Healthy	5.6478	0	0	0	10.3981	0	0	0.00285	0	0	7.37107	2.25338	0.54804	0.93287	0.0184	0.21102	0	0	0.03305	0
Healthy	1.98214	0.00573	1.12495	6.69974	0	0	0	0	0	0.00647	10.5217	0.60466	0.22041	1.25416	0.0468	0.7737	0.01742	0.17742	0.04082	0.94827
Healthy	4.2942	0	0.19587	0	0	0	0	0	0	0	2.73114	5.03936	0.06212	0.12504	0.28242	0.92665	0	0.00622	0.09417	0
Healthy	2.27011	0	30.8067	0.08323	0	0	0	0.24361	0	0	8.78715	1.21275	0.54197	0	0.49208	0.05236	0.27989	0.37	0	0
Healthy	0.51137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59475	0	0	0	0
Healthy	0.10188	0	0	0	0.03798	0	0	0	0	0	2.47246	17.4943	3.04029	2.13503	0.06634	1.05225	0	0	0.07087	0
D006973	1.92732	0	18.8604	1.50569	0	0	1.92522	0.34691	0	0.0048	4.70725	0	0.48757	0.04188	0.01306	0.01349	0	0	0	0
Healthy	5.77975	0	0	0	0	0	0	0	0.29641	0	9.50771	1.51586	0.10551	0	0.16461	0.0264	0.32409	0	0	0.0039
Healthy	0	0	0	25.0515	0	0	0	0.00571	0	0	6.86743	0	0	0	0	0	0	0	0	0
Healthy	4.24689	0	25.4215	0.01506	16.6277	0.0012	0	0	0	0	4.495	0.03107	2.13071	0.23376	0.01546	0.20821	0	0	0.047	0.00116
Healthy	0	0	0.00017	0.94979	0	0	0.78976	0	0	0.05513	11.1584	5.16049	2.81803	0	2.71046	0	0	0	0	0
Healthy	3.01776	0	0.06409	0	0	0	0	0	0	0	11.3114	0.01027	1.87755	0.40013	0.03401	0.32035	0	0.00537	0.11109	0
Healthy	0	0	0	0.14888	0	0	0	0	0	0.06391	0	0	0	0.44888	1.43584	0.10203	0	0	0	0
Healthy	3.0062	0	0	8.87264	0	0	0	0.03018	0	0	3.85065	0.28977	0.09461	0.02407	0.09955	0.17348	0	0.23535	0	0
Healthy	4.56907	0	0.03283	0.09786	0	0	0	0.01087	0.01252	0	2.72535	3.37608	0.14554	0.03287	0.21912	0.11333	0	0.01264	0	0.03926
Healthy	21.6142	0	2.82541	0	0	14.8649	0	0	0.25581	0	7.46556	0	4.15303	0.63724	0.1085	0.24387	0.7138	0	1.23989	0
Healthy	0.00405	0	0	4.18333	0	0	0	0	0	0	0.0053	0	0	0	0.08483	0	0	0	0	0
Healthy	0	0	0	16.2332	0	0	0	0	0	0	0.02876	0	0	0	0	0	0	0	0	0
Healthy	11.5004	0	0	0.50123	0	0	0	0.18461	0	0.03791	1.87208	0.26144	0.10201	1.08735	0.1586	2.83221	0	0	0.49926	0.29701
Healthy	25.7342	0	0	6.10703	0	0	0	0	0	0	0.03507	0	8.92601	0	0.09	0.03007	0	0	0	0
Healthy	1.02674	0	0	0	0	0	0	0	0	0.03227	0	2.53575	0.03877	0	0.04976	0.02493	0	0	0	0
Healthy	4.99753	0	0	0	0	0	0	0	0.21016	0	12.0056	0.85698	0.07151	0.00659	0.41023	0.14924	0.01527	0	0.01655	0
Healthy	0.23799	0	2.65772	11.5007	0	0	0	0	0	0	3.01039	0.05235	0	0.01831	0.03403	0.03059	0	0	0	0
Healthy	1.58599	0.1732	0.00076	0.05788	0	0	0	0	0	0	0.64536	0.18205	0.06833	0.31566	0.27435	0.4852	0.0073	0	0.17547	0.02439
Healthy	10.9031	0	0	0.09064	0	0	0	0.69684	0.00529	0	3.48394	3.60608	6.17373	0.32165	0.04949	0.29647	0.00868	0	0.1059	0.02297
Healthy	0	0	0	0	0	0	0	0	0	0	0.17687	3.19245	0	0	2.65375	0	0	0	0	0
Healthy	9.31395	0	0	0	0.11957	0	0	0.00569	0.04914	0	1.17106	3.79159	1.45213	2.01771	0.04601	0.60169	2.49363	0	0.46378	0.06575
Healthy	2.94046	65.2166	0.0719	0.05959	0.41302	0.61914	0.04876	0.01339	0.01141	0	0.11356	0.01564	0.00361	0.0814	0.00165	0.0762	0	0.00836	0.05889	0
Healthy	8.71791	13.457	0	0	0	0	0	0.00183	0.00373	0	1.0761	4.54206	0.97071	0.20402	0.01121	0.32717	0	0.03332	0.07067	0
Healthy	5.68677	0	0	0.08071	0	0	0	0	0	0	41.8638	0.1233	7.7329	0.29174	0.11649	0.05162	0	0	0.038	0
Healthy	4.05982	0	0	0.23194	0	14.1512	0	0.00931	0	0	1.11322	1.27664	0	0.00367	0.0585	0.03268	0	0.25394	0	0
D006973	2.03528	57.2953	1.35161	0.0424	0	0	0	0.00136	0	0.00357	0.66113	0.02194	0.08087	0	0.03888	0.02526	0	1.14481	0.00843	0
Healthy	1.60603	0	0	0	0	0	0	0.00529	0.02696	0	15.9817	0.12562	0.16349	0.00834	0.03361	0.00326	0	0.02689	0	0
Healthy	17.6197	0	0	0	0	8.19197	0	0	0	0	2.27193	3.16907	0.82118	0	0	0.0142	0	0	0.01234	0.05381
