group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phytobacter_ursingii	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Bacteroides_salyersiae	Parasutterella_excrementihominis	Ruminococcus_C_callidus	Enterocloster_citroniae	Bacteroides_uniformis	Lachnospira_eligens_B	Roseburia_sp900552665	Anaerobutyricum_hallii_A	Mediterraneibacter_torques	Blautia_A_wexlerae	Streptococcus_thermophilus	Alistipes_A_indistinctus	Coprococcus_A_catus	Adlercreutzia_equolifaciens
Healthy	1.65214	0	41.022	0	0	0	0	0.00552	0	0	22.8755	0.03612	0.11524	0	0.01475	0	0	0	0	0
Healthy	1.44308	67.9291	0	4.13304	0	0	0	0	0	0	1.25339	0	0	0	0	0	0	0	0	0
Healthy	3.8578	0	0.00787	0	0	0	3.92173	0.01735	0	0	24.6719	0.65504	0.02106	0.01385	0.1378	0.1651	0	0	0	0.02195
Healthy	3.41053	0	28.5902	0.1421	0	0	0	0.23636	0	0	8.07994	0.63836	1.22596	0.00402	0.04138	0.064	0	0.26217	0	0
Healthy	11.927	1.5387	0	0	0.27823	0.91016	0	0	0.18603	0	0.76517	0.16449	0.55086	0.61759	0.04953	0.74247	0	0.09215	0.08331	0.01264
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	56.2745	0.21222	0	0	0	0	0	0	0	0.50242	0	0	0	0	0	0	0	0	0
Healthy	1.76137	0	13.1477	0	0	0	1.17461	0.26164	0	0.02698	10.4178	0	0	0.20119	0.72234	0.20136	0	0	0	0
D006973	23.3436	0.01884	1.03852	1.73896	0	1.83411	0.01039	0.00228	0.00239	0.00484	0.02651	0.05617	0.02974	0	0	0.00786	0	0.19891	0.00245	0
Healthy	0.52082	0	2.94822	0	0	0	0	0	0	0	7.3659	1.94731	0	0.52653	0.11284	2.43442	0	0	0.20001	0.23259
Healthy	1.84188	0	0	0	0	0	0	0.24045	0	0	26.7281	0	0.95591	0.00581	0.09826	0.21368	0	0.11828	0	0
Healthy	2.7183	0.50985	0.00117	1.84917	0.04402	0	0	0	0	0.10171	1.4151	0.10415	0.35025	0.64095	0.1234	8.93799	0	0	0.43294	0.71951
Healthy	3.48201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	13.158	0	0	0	0	0	0	0	0.44162	0	5.52244	4.35829	3.50363	0.3658	0.45402	0.10006	0	0	0	0
Healthy	9.29308	0.03286	0	0.15972	0	0.00186	0	0.00722	0	0.11778	20.516	15.3666	0	0	0	0	0	0	0	0
Healthy	6.11597	0	0	0	0	0	0	0	0.33377	0	9.51283	1.51463	0.06925	0	0.03341	0.00673	0.33226	0	0	0.00195
Healthy	4.97429	0	0	0	10.3703	0	0	0.02424	0	0	12.4402	6.95768	0.55557	0.53912	0.1801	0.25573	0	0	0.05053	0
Healthy	4.61715	0	0.03439	0.06461	0	0	0	0.02716	0.01218	0	2.39037	3.32208	0.12152	0.04344	0.1472	0.10713	0	0.01632	0.00885	0.02037
Healthy	0.11806	0	0	77.2984	0	0	0	0	0	0	3.23312	0	0	0.02479	0.05528	0.00075	0	0	0	0
Healthy	0.48542	0	0	0	0	0	0	0	0	0	2.79036	0	1.00142	0	4.45559	0	0	0	0	0
Healthy	3.87108	18.1063	0.11003	0	0.79607	0.24191	0	0	0.44008	0	0.34756	3.83519	0.17347	0.33985	0.25684	0.31637	0.05555	0	0.12965	0
Healthy	2.12934	0	11.0676	0.00823	0	0	0	0.00326	0	0.03086	7.77894	1.87719	0	0	0.01683	0.00839	0	0	0	0
Healthy	5.35091	0	3.33441	0.4514	0	20.8001	0	0.00179	0	0	0.56781	0	0	0	0.03199	0.03096	0	0	0	0
Healthy	23.7097	0	0	0.04173	0	0	0.8713	0.00397	0.17175	0.00153	9.76809	10.914	6.42608	0.33111	0.43712	0.27484	0	0.01282	0.01275	0.02777
Healthy	1.69646	0	0	0.05765	0	0	0	0.1336	0	0	24.4175	0	0	0	0	0	0	0.26232	0	0
Healthy	0	0	1.1193	9.92646	0	0	0	0	0	0	0.08804	0	0	0	0.00918	0	0.00039	0	0	0
Healthy	6.04954	0	0	0.06685	8.02773	0	0	0	0	0	3.41807	0.00202	2.63892	0.22452	0.14441	0.21325	0.01456	0.12293	0.12617	0.00033
Healthy	8.50938	0	0	0	16.0191	0	0	0.03817	0	0	4.62704	9.32763	0.59832	0.64552	0	0.41871	0	0	0.2509	0
Healthy	26.2798	0	0	0	0	0	0	0	0	0	2.14021	1.73518	1.49107	2.05233	0.56792	0.76255	0	0	0	0
Healthy	4.01482	41.0837	1.10973	0	0	0	0	0	0	0	2.99958	1.18262	0	0.30178	0.13805	0.09187	0	0	0.09275	0
Healthy	3.64434	0	0	1.3884	4.94948	0	0.0512	0	0	0	1.74103	0	0.81048	0.98254	5.99343	1.25347	2.49755	0	0	0
Healthy	4.65288	0	4.73726	0	0	0	0	0	0	0	1.9842	1.07484	0.21222	0.67288	0.21493	0.31197	0	0	0.25177	0
Healthy	17.4659	0.24782	2.05559	0.37676	2.58054	0.00422	1.01843	0	0.00103	0.00376	1.27843	0.01544	0.06924	0.81154	0.00181	0.24788	0	0.00052	0.07158	0.03814
Healthy	2.99817	0	0.02854	0	0	0	4.69953	0.01494	0	0	6.27244	2.0414	1.55897	0.19945	1.1643	0.25326	0.00399	0.04434	0.03811	0.0318
Healthy	0.36705	0	35.1786	1.00028	0	0	0	0.05447	0	0	13.4607	0.0264	0	0.00415	0.01962	0.03326	0	0	0.00594	0
Healthy	7.52378	0	0.2434	0	0	0	0.51288	0	0	0.01021	0.26836	6.48794	1.40542	0.81614	0.02608	3.49445	7.87369	0.07332	0.933	0
Healthy	5.72263	22.1544	0	0	2.75471	2.05925	1.12159	0.01465	0.08141	0	4.46063	4.11346	0.08269	0.80567	0.04983	0.37866	0	0.05857	0.1664	0
Healthy	1.63475	0	0	0.01982	0	0	0	0.14096	0	0	25.0131	0	0	0	0	0	0	0.2367	0	0.00671
Healthy	1.8267	0	0	0	0	0	0	0.11941	0	0	26.72	0	1.00484	0.02647	0.18838	0.21637	0	0.13138	0	0
Healthy	0.92579	0	1.68999	0	0	0	0	0	0	0	17.053	3.46319	0	0.05302	0.09061	0.19619	0	0	0	0
Healthy	0	0	0	7.53919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.82435	0.38526	0	10.5314	0	0	0	0.01098	0.04314	0	2.85113	0.06164	0.1981	1.70011	0.06124	0.24949	0	0.63195	0.10478	0.13126
Healthy	4.75875	0	19.1044	0	0	0	0	0	0	0.02055	4.29505	0	0.59187	0.38567	0.20774	0.38524	0	0	0	0.03203
Healthy	4.29583	0	0	0.221	0	0	0	0.03153	0	0.01245	12.8618	0	0.54804	0	0.03198	0.02505	0	0	0.00119	0
Healthy	14.8767	64.7104	0.2325	0	0	0	0	0.36943	0.04125	0	1.23895	0.11379	0	0	0.00891	0.03635	0	0	0	0
Healthy	5.23442	0	0	0.02829	0	0	0	0.02399	0	0	0.87848	0.54702	0	0	2.39243	0	0	0.2609	0	0
Healthy	0.05921	0	0	0.91502	0	0	0	0	0	0	10.8433	0	0	0	0.36532	0	0	0	0	0
Healthy	3.71731	0	2.43258	0	0	0	2.02244	0.26001	0	0	0.0379	1.27286	0.53561	0	0.15015	0.11554	0	0.01283	0	0.13102
Healthy	2.37679	0	0	0.36103	0	0	0	0.13223	0	0.01298	31.3957	0	0	0	1.25235	0	0.07424	0.02233	0	0
Healthy	4.43942	0.00994	0.03071	0.01004	0	0	0	0	0	0.01277	0.06025	1.65691	0.18877	1.8302	0.00123	0.16969	0.08197	0	0	0
Healthy	1.03679	0	0.03057	0	3.46885	0	0	0	0	0	1.82339	4.86149	0	0.99396	4.81698	1.36061	0	0	0	0
Healthy	4.64818	0	0	0	0	0	0	0.0246	0	0	5.66454	0.41841	1.45298	2.78913	5.16315	0.57997	0.61229	0	0	0.21559
Healthy	1.64235	0	0	0.26705	0	0	0	0.41934	0	0	6.87729	1.02193	1.57409	0.33163	0.03859	0.26318	0.00718	0.32536	0.10322	0
Healthy	1.24728	0	9.6478	5.96187	1.48685	0	0	0.04283	0	0	1.80638	0.24587	0.9952	0.16097	0.06136	0.14913	0	0.09634	0.0217	0
Healthy	4.03706	10.6888	0	13.114	0	0	0	0.00206	0.00606	0	1.42111	3.30226	0.78358	0.75349	0.2283	0.40198	0	0.06149	0.1746	0
Healthy	4.91769	0	2.01771	0	1.12086	6.87211	0	0	0	0	4.38055	7.4635	0.28532	0	0	1.30018	0	0	0.26832	0
Healthy	5.12471	0	0	0	0	0	0	0	0	0	6.58118	4.21445	1.26344	0.02443	0.24173	0.19295	0	0.15768	0.02388	0.01636
Healthy	1.88463	0.38018	0	0.08449	0	0	0	0.00373	0	0	13.5577	1.51373	0.74473	0.76104	0.10715	0.25684	0	0	0.03038	0.06555
Healthy	3.97265	0	0.00806	0	0	0	3.88812	0.03262	0	0	25.1567	0.70638	0.07368	0.0106	0.36671	0.16311	0	0	0	0.01332
Healthy	0	0	0	0	0	0	0	0	0	0	12.5936	0.23203	0	2.89023	3.30885	2.47055	3.03464	0	0	0
Healthy	0.07588	0	0	1.15375	0	0	0	0	0	0	10.8397	0	0	0	0.13771	0	0	0	0	0
Healthy	0.4998	0	0	0.42786	0	0	0	0.09614	0	0	11.759	0	0.41704	0.01295	0.04943	0	0.24503	0	0	0
Healthy	0.01143	0	0	0.09638	0	0	0	0.29502	0	0	0	0.00233	0.00077	0.0044	0.00083	0	0.60117	0	0	0.08686
D006973	32.6376	0.00342	8.65856	0.30614	8.17781	0	0.03387	0.13662	0.00981	0.01198	2.17228	0.09132	0.61667	0	0	0.00893	0	0.01715	0.00066	0.05726
Healthy	2.33998	0	1.45844	0.38936	0	0	0	0.04306	0.098	0	10.6963	0.20557	0	0.07746	0.02169	0.10365	0	0.18261	0	0
Healthy	14.5684	0	1.50805	0.80866	0	0	0	0	0.05291	0	6.43493	1.18241	0	1.38943	0.2916	0.25741	0	0	0.04742	0
Healthy	12.1741	0	0	0	0	11.1204	0	0.00148	0	0	3.17172	5.52416	1.49105	0.24118	0.04661	0.16755	0	0	0.2059	0.16245
Healthy	6.19631	0	0	0	0	0	2.8629	0	0	0	12.0147	1.43021	0	0	0.0229	0.05362	0.04032	0	0	0.58729
Healthy	0	0	0	2.89992	0	0	0	0.10274	0	0.17977	24.3719	0	0	0	1.85422	0	0.08284	0	0	0
Healthy	12.4632	6.79521	0	0.13855	0	0	0	0	1.17836	0	0.60721	7.25669	0.15673	1.75916	0.11934	0.8628	0	0	0.19554	0
Healthy	0.55785	0	0.752	2.07969	0	0	0	0.37989	0	0	0	0	0	0	0.02661	0	0	0.29086	0	0
Healthy	18.0044	0	0	2.75306	0	0	0	0	0.01395	0	8.15718	0.90099	0.50284	1.34432	0.57916	0.24736	0.17533	0	0.04837	0
Healthy	0.99461	0	0	0	0.13398	0	0	0.07436	0	0	3.37535	0	0.15551	0.53682	0.03465	0.35184	0	0.00597	0.59397	0
Healthy	3.69406	0	3.54941	0	0	0	1.47938	0.15454	0	0	0.01288	0.54549	1.4864	0.02916	0.00545	0.06367	0	0.24983	0	0.03243
Healthy	0.20528	0	0	0.38252	0	0	0	0	0	0.05326	0	0	0	0	0.05042	0	0	0	0	0
Healthy	1.29793	0.01946	17.5783	0.24188	20.7599	0	0	0.01735	0	0	6.50024	3.04736	0.06262	0.03437	0.06011	0.05612	0	0	0	0
D006973	10.8085	0	7.50698	0.41114	1.83594	0	0.60646	0.09739	0.1484	0.1442	0	0	1.01293	0.06086	0.24085	0.05447	0	0.0506	0.09808	0.06271
Healthy	5.86701	0	0	1.8246	0	0	0	0.00966	0.00395	0	6.0759	1.56408	0.91822	0.29975	0.0179	0.26079	0.00113	0	0.14777	0.00891
Healthy	4.03809	0.8968	0.04475	0.05196	14.091	32.0346	0	0.08897	0.06451	0	0.31055	1.74833	5.28541	0	0.05937	0.02227	0	0	0.03531	0
Healthy	20.2023	0	0	0	0	0	0	0	0	0	4.81701	1.12694	1.17862	0	0.91461	0.0794	0	0	0	0
Healthy	2.30726	0	0	0	0	0	0	0.00845	0	0.01295	6.84424	19.7549	0.0276	3.12533	0.01642	1.3413	0.09218	0.01478	0.45553	0.00311
Healthy	0.78679	0	0	1.52476	0.02666	0	0	0	0.01256	0	0.02215	1.56757	0.17849	5.0779	0.30552	2.00814	0.19604	0	0.43143	0.2407
Healthy	4.29424	0	0	0	5.50364	0	0	0.0026	0	0	11.7789	2.56092	0.33986	0.67207	0	0.20319	0	0	0.06784	0.00536
Healthy	1.35249	0	0	0	0	0	0	0	0	0	0	9.591	1.68371	0	0.04806	0.04947	0	0	0	0
Healthy	18.7844	0	0	0	0	0	0	0.06878	0	0	6.00331	4.77947	1.49432	3.67544	0.12785	4.36886	0	0	0	0
Healthy	0.86535	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17526	0	0	0	0	0
Healthy	2.29128	0	1.44994	0.5421	0	0	0	0.02185	0.11308	0	10.5717	0.17332	0	0.11057	0.03069	0.10635	0	0.22295	0	0
Healthy	16.2448	12.6002	1.98745	0.03561	0	0	0	0	0	0	5.37398	6.34962	0.82321	0.40725	0.14637	0.22677	0	0.27217	0.24846	0.01158
Healthy	6.65166	0	0.79946	19.4089	0	0	0	0	0	0	1.86162	0.41407	0.19359	0.7692	0.29755	0.37474	0	0	0.10105	0
Healthy	4.27469	36.5936	0	0	0	0	0	0	0	0	0.15873	0.87189	1.15501	0.49787	0.30703	0.26647	0	0.00248	0.16896	0
Healthy	1.86825	0	0	0	0	0	0	0.15717	0	0	26.883	0	1.05403	0.00271	0.18792	0.23123	0	0.13515	0	0
Healthy	1.49187	0	0	0.56607	0	0	0	0	0	0	26.2851	0	0	0	0.00389	0	0.55244	0	0	0
Healthy	3.20056	57.1796	0.87823	0.1785	0.88946	0	0	0.52386	0.00235	0.01241	0.63519	1.1764	0.59091	0.51013	0.0692	0.16787	0	0.24769	0.05393	0.01151
Healthy	1.68003	0	0	0	5.19459	0	0	0	0	0	1.90489	18.4265	0.12375	0	0.91408	0	0	0	0	0
Healthy	6.0773	1.04368	0	0.03	0	0	0	0	0	0	6.64312	3.20121	2.57621	1.15631	0.04716	1.12892	0.03332	0	0.2628	0
Healthy	1.34565	28.5279	2.94968	0	0	0	0	0	0	0	7.81048	0.72	0.26816	0	0.09392	0.05039	0.06981	1.83732	0	0
Healthy	6.12355	0	0	0	0	0	0	0.19732	0	0	8.23387	1.70525	0.27465	2.01041	0.21186	0.4085	0	0.08274	0	0.02551
Healthy	1.41377	67.4094	0	4.53415	0	0	0	0	0	0	1.36714	0	0	0	0	0	0	0	0	0
Healthy	5.32085	40.223	1.54953	0	0	0	0	0	0	0	2.5853	0	0.07566	0.43688	0.46998	0.23665	0	0	0.22596	0
Healthy	3.44189	0	20.8749	0	0	0	0	1.10957	0.25888	0	13.7776	0.95409	0.55773	0	0.53729	0.10115	0.20951	0	0.01151	0
D006973	61.5033	13.6449	0.02016	0.38399	0.06373	0.00575	0	0	0.22249	0.00164	0.03761	0.07759	0.08828	0	0.0037	0.00981	0	0.00211	0	0
Healthy	1.30408	0	0.70003	0.12373	1.45218	0.1249	0	0	0	0	8.10607	0	0	0	0.09337	0	0	1.39487	0	0
Healthy	0.94774	0	0.30047	0	0	0	0	0	0	0	4.3971	1.14902	0	0.46959	0.21519	2.27681	0	0.0427	0.34679	0.07147
D006973	12.1848	0	11.4396	0.07736	0	0	0	0.08348	0.08673	0.01864	2.16967	0.5133	1.62626	0	0.07222	0.02024	0	0.00107	0	0
Healthy	2.22683	0	0	0.31031	0	0	0	0.11023	0	0.0225	28.3229	0	0	0	0.92947	0	0.06726	0.02201	0	0
Healthy	2.37747	0	0	0.20751	0	0	2.05111	0.00381	0	0	17.8541	0.22667	0.03771	0.19471	0.01558	0.37382	0	0	0	0.24579
Healthy	4.796	0	0.00568	1.00311	0	0	0	0.02597	0	0	2.81134	4.17691	1.91573	0.22962	0.04349	1.02645	0.84393	0	0.68418	0.5515
Healthy	3.56297	0	0	0	0	0	0.03402	0.03603	0	0.00507	7.07693	0	5.34221	0	2.44555	0.26808	0	0.00228	0.12874	0
Healthy	3.95604	0	0	0.23199	0	0	0	0.03172	0	0	11.4034	1.07957	0.18304	0.16885	0.20352	0.17871	0	0.26024	0	0
Healthy	0.37319	0	0	5.44491	0.59047	0	0.46889	0.04029	0	0	6.66584	0	0.01616	0	0.1999	0	0	0.1608	0	0
Healthy	4.28121	0	0	0	5.32708	0	0	0.03924	0	0	7.20822	2.82974	1.31285	0.73934	0.18044	0.25516	0	0	0.04642	0
Healthy	0.08765	0	0	1.20195	0	0	0	0	0	0	10.9187	0	0	0	0.04554	0	0	0	0	0
Healthy	0.28521	0	6.90457	0.04182	0	0	0	0	0	0	0	3.62677	0.36051	0.22229	0.19983	0.01768	0	0	0	0
Healthy	2.22071	0	22.8007	0.22271	0	0	0	0.23241	0	0	2.72947	0.44601	0.37676	0.04022	0	0.01614	0	0.02036	0	0
Healthy	2.34703	0	0.00346	0.05389	0	0	2.16187	0.00574	0	0	17.4733	0.22243	0.04366	0.20492	0.0039	0.43245	0	0	0	0.33462
Healthy	8.23683	0	0	0	8.66176	0	0	0.0336	0.71792	0	2.58085	2.81643	1.10251	0.43242	0.11037	0.35808	0	0	0.03027	0
Healthy	10.9921	0	1.4695	1.2167	6.50529	0	0	0	0.0259	0	3.85543	0.50503	1.2742	2.1667	0.07377	3.10903	0.53551	0	0.47176	0
Healthy	0.46415	0	0	0	0	0	0	0	0	0	0.91516	2.92881	0.13868	0	0.21147	0.23343	0	0	0	0
D006973	7.7956	53.7546	1.05933	0.15464	0.61201	0	0.00482	0.04687	0.06097	0.00789	0.289	0.01306	0.07003	0	0.01479	0	0	0.35202	0	0
Healthy	2.71111	0	0	0	20.0026	0	0	0.01662	0	0	13.266	4.1372	0.20808	0.24932	0.08153	0.07242	0	0	0.0046	0
Healthy	7.50171	0	0	0	0	24.7854	0	0.02925	0.10277	0	0.33542	0.33238	0	0	0.04523	0.05988	0	0.03331	0	0.20142
Healthy	2.32008	0	0	0	0	0	0	0.18277	0	0.01447	8.41983	0	0	0	4.52452	0	0	0.18255	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.41797	1.94314	0	0	0.13648	0.05562	0	0	0	0	1.48539	1.93594	0.35145	0.76543	0.31365	0.29861	0	0	0.16496	0
Healthy	7.23638	0	0	0.0051	0	0	0	0.04262	0	0.0135	8.96682	0	0	0.18102	0.00068	0.02255	0	0	0	0.01054
Healthy	7.11323	0	0	0	0	0	7.55144	0	0	0	12.9653	4.3479	0.48128	0	0.40203	0.02704	0	0	0	0.10526
Healthy	11.1243	55.3386	0	0.14588	3.45426	0.00705	0	0.00302	0	0	0.21802	6.14495	0.13578	0.17664	0.0929	0.15134	0.0528	0	0	0.00646
Healthy	5.67516	0	0	0	0	0	0	0	0	0	33.053	0.01092	0	0	0	0	0	0	0	0
Healthy	9.01745	0	1.78977	1.36303	0	0	0	0	0.29533	0	2.97772	2.23192	0.04291	2.62254	1.73545	0.59848	0	0.03809	0.38678	0.02147
Healthy	3.98652	0	1.818	0	23.8854	17.5276	0	0	0.04954	0	0.38208	1.5032	1.15153	0.07631	0.05109	0.15534	0	0.00476	0.02471	0
Healthy	1.36188	0	0	0	0	0	0	0.0253	0.27174	0.00695	18.5271	0	1.75413	0	0.18436	0	0	0.03651	0	0
Healthy	1.9015	0	0	0.04607	0	0	0	0.18971	0	0	33.3186	0	0.54706	0.06827	0.19411	0.03395	0	0.0392	0	0
Healthy	0.11308	0	2.83526	10.6542	0	0	0	0	0	0	4.73767	0.00221	0	0	0.00534	0.16846	0.01202	0	0	0
Healthy	0.00083	0	0	3.48166	0	0	0	0	0	0	0.09779	0	0	0	0	0	0	0	0	0
Healthy	5.75258	0	0	0	0	24.5058	0	0.00587	0.1028	0	4.46044	0.35959	0	0	0.06012	0.00717	0	0.01405	0	0.08955
Healthy	1.96996	22.0448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.16719	0	0	1.00904	1.17269	0.67125	0	0	0	0	0.07944	1.31497	0.02534	1.3206	0.12066	0.73448	0.01378	0	0.03312	0
Healthy	1.32233	0	0	0	0.25842	0	0	0	0	0	0.86131	0.20686	0.05168	0.31429	0.06768	0.21222	0.06189	0.05118	0.92227	0.01487
Healthy	0	0	0.00485	4.07327	0	0	0	0	0	0	0.12413	0	0	0	0.00652	0	0	0	0	0
Healthy	0.36792	0	0.01337	0	0	0	0	0.03579	0	0	9.74699	0	0.38745	0.74854	0.61883	0.61503	0	0	0.05887	0
Healthy	3.95841	2.16585	0	0.006	0.00358	0.13019	0	0.00185	0.02547	0.05229	0.01508	4.01601	0.05265	0.05739	0.01573	0.03171	0	0.115	0.01344	0
Healthy	4.55121	0	0.00635	1.05361	0	0	0	0.01483	0	0	3.41371	3.96026	1.78637	0.18752	0.25985	0.9898	0.78554	0	0.61235	0.54453
Healthy	46.506	0	0	0	0	0	0	0	0	0	5.40414	0	1.70796	0	0	0	0	0	0	1.88735
Healthy	0.44251	0	0.99992	0	21.8213	21.4918	0	0	0	0	1.51857	2.56907	1.34855	0.10338	0.41876	0.14238	0	0	0.02489	0
Healthy	0.76597	0	0	0	0	0	0	0	0	0	0	0	0.32103	0	0.07088	0.01467	0.31322	0	0	0
Healthy	3.95924	0	2.39397	0	0	0	1.92655	0.18985	0	0	0.17199	1.27542	0.54834	0.00303	0.09729	0.11971	0	0.02314	0.02265	0.17269
Healthy	0.61842	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00719	0	0.01606	0	0	0
Healthy	4.8351	0	0	0.25682	0	0	0	0.04164	0	0	6.04859	0.25196	0	1.83125	0.06107	0.44762	0	0.28256	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	16.1291	0	3.40992	0	0	0	0.82699	0.03047	0	0	8.47892	3.12231	0	0	0.26372	0.09569	0.11297	0	0	0
Healthy	4.37841	0	0	0	0	0	0	0	0.02226	0	12.3774	2.25954	0.06003	0	0.03352	0.03861	0.24237	0	0	0
Healthy	3.20723	0	25.4603	0.03994	0	0	0	0.05818	0	0	11.8785	0.054	0	0	0.02088	0	0	0	0	0
Healthy	0.84979	0.00776	0.00352	1.55509	0	0	0.0041	0	0.00249	0	7.73111	0.29637	0	0.0057	0.00021	0	0	0	0	0
Healthy	3.12012	0	0	0	0	0	0	0.00081	0.01353	0	6.01954	5.15471	0.12461	0.4236	0.13688	0.2009	0	0.00991	0.18946	0.06261
Healthy	5.37135	0	14.649	0.14131	0	16.1488	0	0.00583	0	0	1.95463	0	0	0.00184	0.01764	0.05364	0	0	0	0
Healthy	2.24696	0	22.7377	0.06081	0	0	0	0.21323	0	0	2.56432	0.44212	0.32936	0.0417	0.08232	0.01625	0	0.04375	0	0
Healthy	0.58205	0	0	0	0	0	0	0	0.00393	0	8.63379	0.35175	0.1219	0.64885	0.26782	0.5695	0	0	0	0
Healthy	2.81386	0.10716	0.01444	1.9574	2.22606	10.214	0.41508	0	0.02787	0	9.31523	1.43102	0.08574	0.33337	0.06981	0.53731	0	0.10666	0.3009	0.05764
Healthy	4.23559	0	0.00144	0.08339	0.00097	27.3973	0	0	0	0	0.46089	0.71329	1.30446	0.92778	0.0059	1.03063	0	0	0.07297	0.06377
Healthy	0.03625	0	0	12.8743	0	0	0	0	0	0	3.11896	0	0	0	0.16772	0	0.17968	0	0	0
Healthy	6.37977	0	0	0	0	0	2.74501	0	0	0	12.393	1.57104	0	0	0.02848	0.0672	0.01799	0	0	0.58739
Healthy	2.63676	0	0.09502	0.03899	0	0	5.21138	0.35586	1.59318	0.01666	2.8078	0.07603	1.72861	3.24101	0.09655	1.64558	0.00214	0.00631	0.11708	0.04706
Healthy	6.177	0	0	0	0	0	2.92382	0	0	0	11.66	1.4912	0	0	0.05395	0.07802	0.01821	0	0	0.59301
Healthy	0.09793	0	0.13687	0	0	0	0	0	0	0.06812	0.22228	0.43905	0	13.9056	0.10752	0.21913	0	0	0	0.81134
Healthy	3.22816	0	25.4005	0.02492	0	0	0	0.05234	0	0	11.989	0.05127	0	0	0.03882	0	0	0	0	0
Healthy	2.43803	0	0	0.53569	0	0	0	0.07455	0	0.0037	31.7299	0	0	0	0.96394	0	0.07795	0.0102	0	0
Healthy	3.47246	1.3835	1.45221	0	0	0	0	0.50243	0.42209	0	0.82133	0	0	0.15893	0.07634	0.30864	0	0	0.17827	0
Healthy	3.91121	0	0.00531	0	0.2155	0.74187	0	0	0	0	1.68116	1.83658	1.82326	0.5952	0.00994	0.57454	0	0	0.08653	0
Healthy	2.49773	8.90043	0.21429	0	0	0	0	0	0	0	3.36879	1.41173	0.80002	0.08241	0.19064	0.13554	0	0.02427	0.0233	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.65894	5.20696	1.93414	1.40469	0	0.38874	0	0	0	0
Healthy	1.79174	0	0	0.06901	0	0	0	0.14429	0	0	24.3646	0	0	0	0.08059	0	0	0.21528	0	0
Healthy	27.4752	0	2.11983	0	0	0	0	0	0.29903	0	1.02989	0	0.22249	0.22762	0.38943	0.82447	0.12293	0	0.27514	0
Healthy	1.10314	0	6.33017	0.60334	0	0	0	0.02935	0.13777	0	21.7676	0	0.02727	0.01158	0.0632	0.03261	0	0.3145	0	0
Healthy	0	0.00376	0	98.5792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.05406	0	0.00289	0	0	0	1.77388	0.00159	0	0	29.1254	0.99747	0	0.01145	0.02897	0.12558	0	0	0	0.17072
D006973	22.7465	0.00238	14.1462	2.53556	0	8.13154	0	0	0.74667	0.02804	10.1778	0	0.35088	0.01017	0.03605	0.15692	0	0	0.19132	0.09215
Healthy	0.81028	0	0.89588	0.08659	0	0	0	0	0.00538	0	7.06485	0.08083	0	0.15182	0.01656	0.32688	0	0.3605	0	0
Healthy	3.25638	37.1059	0.77903	0	0	0	0	0	0	0	1.59825	0.81064	0.47829	0	0.07129	0.00434	0	0.03465	0	0
Healthy	2.39267	27.513	0.99993	0.06642	0	0	0	0.03685	0	0	8.59587	0.02759	0	0	0.16332	0	0	2.19676	0	0
Healthy	3.94005	0	3.35435	0	0	0	1.56849	0.15062	0	0	0.03075	0.5904	1.43072	0.02981	0.01999	0.10665	0	0.25947	0.00744	0.06189
Healthy	10.3387	2.4831	0	0	1.30764	0.52012	0.22744	0	0	0	0.29666	3.41231	0.10595	1.77341	3.27471	2.34819	0.335	0.03651	0.32465	0.04021
Healthy	5.61849	0	14.7936	0.10839	0	15.593	0	0.00591	0	0	2.1119	0	0	0.01538	0.00684	0.03201	0	0	0	0
Healthy	8.35455	0	8.61763	0.05429	0	0	0	0.00736	0	0	0.65635	0.58169	1.53085	0	0.15103	0.01296	0	0.00645	0	0.06807
Healthy	3.98708	1.18536	1.25205	0.03932	0	0	0	0.37716	0.42563	0	0.71326	0	0	0.20458	0.00824	0.18937	0	0	0.19722	0
Healthy	16.6831	6.42452	0	0	0	0	0	0	1.99536	0	0.23448	2.062	2.83727	0.39173	1.01117	2.27303	0	0	0	0
Healthy	2.98947	0	0	18.7087	0	0	0.76028	0.00128	0	0.00365	9.41968	0.45544	0.05124	0.35418	0.12964	0.64735	0.11791	0	1.06918	0.39793
D006973	12.3234	0.00047	6.20906	1.10923	20.9401	0	0.68283	0.00856	0.00375	0.00895	7.70317	0	0.02517	0.00198	0.0411	0.02538	0	0.01872	0.02034	0.00887
Healthy	3.45227	0	0	0	0	0	2.80381	0	0	0	28.6026	0.67037	0	0	0.04535	0	0	0	0	0.02474
