group	Bacteroidaceae	Ruminococcaceae	Enterobacteriaceae	Veillonellaceae	Pasteurellaceae	Peptostreptococcaceae	Lactobacillaceae	Eggerthellaceae	Erysipelatoclostridiaceae		Bacteroidaceae	Rikenellaceae	Tannerellaceae	Dialisteraceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae	Veillonellaceae	Pasteurellaceae
Healthy	55.91156	2.00868	0	0.33703	0.08773	0	0	0	0		55.91156	0	1.16299	0	0.83613	0	2.39408	0	0.33703	0.08773
Healthy	0.30208	1.5846	2.67427	0	0	0	0.17433	0.78727	0		0.30208	0.0213	0	0	0	0	0	0	0	0
Healthy	18.16255	3.34848	5.68172	0	0	0	0	0	0		18.16255	8.87647	1.73566	0	0.00461	0.54643	0	0.70964	0	0
Healthy	47.5506	2.69531	0	0	0	0	0	0	0.11244		47.5506	13.95274	3.60088	0	3.1611	0.03933	2.46305	0.07674	0	0
Healthy	37.6461	1.30852	0.50793	0	0	0	0	0	0		37.6461	19.62631	5.94695	0.0453	0.01379	0	0.77883	3.54662	0	0
Healthy	79.9754	0	0	0	0	0	0	0	0		79.9754	0	0	0	0	0	0	0	0	0
Healthy	35.75553	19.06259	0.03542	0.01519	0.03581	0.22027	0	0.07487	0		35.75553	10.75978	2.30448	0	0.20852	0	3.95665	0.02109	0.01519	0.03581
Healthy	29.25182	1.59856	0	0	0	0	0	0	0		29.25182	1.04682	50.7054	0	0	0	0	0.27563	0	0
Healthy	4.8655	25.52365	0.01714	0	0	0	0.00695	0.41619	0		4.8655	13.13079	0.78832	0.17884	4.11395	0	0	2.08842	0	0
Healthy	53.33093	5.05959	0.64668	0.13915	0.09106	0	0	0	0		53.33093	17.69719	6.69228	0	0.22274	0	2.72413	1.80943	0.13915	0.09106
Healthy	10.61379	3.56202	0.09865	0	0	0	0	0.08768	0		10.61379	10.10216	4.02966	0.61061	0	0	0	0.60064	0	0
Healthy	36.20621	3.87401	0	0	0.08463	0	0	0.10193	0		36.20621	20.5442	3.21934	0	5.13521	0	0	0.15849	0	0.08463
Healthy	73.94039	2.57804	1.27544	0	0	0	0	0	0		73.94039	1.55135	8.97485	0	0.08504	0	0	0.88068	0	0
Healthy	73.84073	4.29103	0.29749	1.09941	0	0	0	0	0		73.84073	0	2.78606	8.2752	0.04395	0	0	0.57762	1.09941	0
Healthy	53.32014	1.6249	0	0	0	0	0	0	0		53.32014	14.58727	1.04079	5.95455	0.14607	0	0.63633	0.02727	0	0
Healthy	66.45326	0.10262	1.1848	0.82264	0	0	0	0	0		66.45326	0	0	10.5252	0	0	0	0	0.82264	0
Healthy	24.16825	0.0324	3.52983	0.68909	0	0.02208	0.00716	0.00619	0.01064		24.16825	0.00441	2.32282	0.24033	0	0	0	0.08329	0.68909	0
Healthy	26.32372	4.30776	0	0.52361	0	0	0	0.11447	0		26.32372	17.37962	11.47306	0	0.49606	0	1.22831	0	0.52361	0
D001172	22.51746	16.03479	0.16478	0.00199	0.00441	0.04237	0	0.01757	0		22.51746	12.96639	2.84685	0	0.0052	0	0.23882	0.05826	0.00199	0.00441
Healthy	29.08691	1.53287	0	0	0	0	0	0	0		29.08691	0	1.55387	0	0	0	0	0	0	0
Healthy	10.38822	18.30479	0.04837	0.07798	0.00269	0.0176	0	0	0		10.38822	17.18851	3.69882	0	1.52688	0	1.72786	0.11873	0.07798	0.00269
Healthy	59.3203	11.4392	0	0	0	0	0	0	0		59.3203	0	0	0	0	0	0	0	0	0
Healthy	73.7913	2.48083	1.32083	0	0	0	0	0	0		73.7913	1.49565	8.67681	0	0.11415	0	0	0.8726	0	0
Healthy	31.06533	4.71416	0.04396	0	0	0	0.00599	0.19876	0		31.06533	13.86558	5.07552	0	0.25976	0.57479	2.05464	0.006	0	0
Healthy	51.33596	3.10772	0	0.23919	0	0.24857	0	0	0		51.33596	4.12676	2.75964	0	0	0	0.91059	0.10315	0.23919	0
Healthy	19.73713	17.41167	0.25993	0.00488	0.0398	0	0	0.01267	0		19.73713	5.15166	0.18282	0	0	0.04757	0.54483	0.0456	0.00488	0.0398
Healthy	56.50652	3.14028	0.08763	0	0	0	0	0	0		56.50652	16.77782	6.94793	0	0.31818	0	0	1.51509	0	0
Healthy	53.0574	5.4982	2.68474	0.11087	0.14166	0.02241	0	0.00383	0		53.0574	0.60498	2.70552	0	0	0.00278	0.19653	0.00513	0.11087	0.14166
Healthy	20.48836	7.87604	0.17827	0.04123	0	0.24412	0.00369	0.16015	0		20.48836	2.17953	7.23687	0	0.00062	0.03	0.60699	0.29225	0.04123	0
Healthy	36.50362	7.72766	0	0	0	0	0.25604	0.02759	0		36.50362	4.33436	0.74821	7.40887	0.33499	0	0.65614	0.04951	0	0
Healthy	88.63672	0	0	0	0	0.06352	0	0	0		88.63672	0	0	0	0	0	0	0	0	0
Healthy	26.99527	9.71507	0.1881	0.03595	0.00157	0.00694	0.03211	0.10766	0		26.99527	6.28777	2.04651	2.38405	1.29112	0	0.78059	0.02851	0.03595	0.00157
Healthy	19.14967	2.43324	0	0	0	0	0.53762	0.04817	0		19.14967	11.27541	2.73214	0	0.16102	5.37796	0	0.4456	0	0
Healthy	30.83462	2.44201	3.75353	0	0	0	0	0	0		30.83462	12.99378	17.31428	0	0.27739	0	1.37754	1.14975	0	0
Healthy	15.00059	0.49677	0.34895	0	0	0	0	0	0		15.00059	1.30965	3.39493	0	0	0	0	0.0128	0	0
Healthy	63.89697	1.63334	0	0	0	0	0	0	0		63.89697	12.68383	1.87623	3.17592	0.21762	0	0.55613	0.02267	0	0
Healthy	0.03674	0.00929	0.40585	0.36427	0	0	5.22945	0	0		0.03674	0	0	0	0.08087	0	0	0	0.36427	0
Healthy	20.55831	6.4459	0	0.09152	0.91028	2.88455	0	0	0		20.55831	0.1514	0.79873	0	0.3294	0	0	0	0.09152	0.91028
Healthy	11.62392	15.47649	0	0	0	0	0	0	0		11.62392	0	0	0	0	19.4665	0	0	0	0
Healthy	35.03385	2.14601	0	0	0	0	0	0	0		35.03385	21.5141	1.84363	0	0.12852	0.07159	0	0	0	0
Healthy	0.69868	0	0	0	0	0	0	0	0		0.69868	0	0	0	0	0	0	0	0	0
Healthy	35.34576	8.10798	0.03747	0.14252	0.06653	0.02006	0	0.20473	0		35.34576	7.93635	3.89991	0	0.05427	0	0.22065	0.05296	0.14252	0.06653
Healthy	76.27571	2.87284	0	0	0.12093	0	0	0	0		76.27571	1.95564	3.35853	0	3.43854	0	0	0	0	0.12093
Healthy	8.7509	3.72487	0.11105	0	0.18185	0.16753	0	0.01278	0		8.7509	0.29966	0.07629	0	0.01996	0	0	0	0	0.18185
Healthy	24.62133	3.99008	0.60641	0.00243	0.08498	0.00083	0	0.01262	0.37726		24.62133	5.90809	0.96476	0.00074	0.80646	0.23322	2.06652	0.06424	0.00243	0.08498
Healthy	45.63008	4.07662	0	0.08649	0	0	0	0	0		45.63008	2.50503	2.3835	4.65177	0	0	0	0	0.08649	0
Healthy	15.46848	6.09068	0.00662	0.0567	0.0989	0.02377	0	0.03053	0.08296		15.46848	4.23423	1.29558	0.13292	1.4621	0	0.89593	0.05715	0.0567	0.0989
Healthy	11.35279	6.13268	0.242	0.00157	0	0.56608	0.00776	0	1.0276		11.35279	3.76093	0.70254	0.04364	0.01694	1.3625	0.43607	0.03409	0.00157	0
Healthy	2.98199	28.24521	0	0	0	0	0	0.08635	0		2.98199	16.06125	0	0	4.29552	0	0	0	0	0
Healthy	0.44732	1.12306	2.42028	0	0.00228	0.02153	0.24752	0.34773	0		0.44732	0.21102	0.01403	0	0	0	0	0	0	0.00228
Healthy	45.9925	0	0.24139	0.15836	0	0.00675	0	0	0		45.9925	0	0	8.15437	0	0	0	0.04839	0.15836	0
Healthy	4.08543	4.22034	0	0	0	2.55485	0	0	0.96599		4.08543	0	0	0	0	48.68016	0	0	0	0
Healthy	26.11241	3.23832	0.01548	0.20092	0.06199	0.12273	0.01143	0.00326	0		26.11241	6.99962	4.15904	2.25556	0.03848	0.58074	1.45712	0.515	0.20092	0.06199
Healthy	6.04552	8.83277	0.15902	0	0	0	0	0	0		6.04552	14.89926	0.39266	0	0	0	0	0	0	0
Healthy	13.41614	13.50396	0	0.06251	0	0.00096	0.35988	0.51902	0		13.41614	3.82205	0.57495	2.37889	1.0791	0	0	0.6879	0.06251	0
Healthy	20.54689	13.56488	0.31684	0.02286	0.27948	0.33252	0	0	2.038		20.54689	1.48902	0	0	0.85391	0.9813	1.68167	1.69144	0.02286	0.27948
Healthy	31.70364	3.94646	0	0	0	0	0	0.00588	0		31.70364	24.43385	6.23402	0	3.18015	0	0	0.25771	0	0
Healthy	31.57459	9.42967	0.00631	0.00124	0.0205	0	0.55554	0.05004	0		31.57459	7.12943	1.03031	7.5104	0.6637	0	1.25963	0.09952	0.00124	0.0205
Healthy	20.43414	2.65284	0.06496	0	0	0	0	0.08004	0		20.43414	4.45873	1.31467	0	3.51752	0	0.80319	0.02232	0	0
Healthy	46.48319	3.54521	0.05838	0	0	0	0	0	0		46.48319	15.56296	4.1518	2.95	0.17986	0.04678	0.82888	0.02982	0	0
Healthy	0.04759	0	45.5882	1.11315	0.03831	0	0	0.15165	0		0.04759	0	0	0	0	0	0	0	1.11315	0.03831
Healthy	9.94247	27.23668	0	0	0	0	0.1023	0	0		9.94247	2.65244	1.53446	0	0	0.86947	0	0	0	0
Healthy	70.6458	0	0	0	0	0	0	0	4.47807		70.6458	0	1.32655	0	0	0	0	0	0	0
Healthy	69.47246	11.16124	0.40999	0.00499	0	0	0	0.00306	0.01354		69.47246	0.00561	0.00346	0	0.00804	0	1.52371	0.12496	0.00499	0
Healthy	71.99437	3.34144	0.35667	0	0	0	0	0	0		71.99437	5.41139	0.58935	0	0.64006	0	1.01161	0	0	0
Healthy	76.37431	1.70977	4.10033	0.09863	1.14587	0	0.81454	0	3.11206		76.37431	0	0	0	0	0	0	0	0.09863	1.14587
Healthy	74.04079	2.42954	1.60196	0	0	0	0	0	0		74.04079	1.35968	8.8397	0	0.09231	0	0	0.91926	0	0
Healthy	71.14151	1.46668	0	0	0	0.0178	0	0.01038	0		71.14151	2.74229	3.95321	1.7568	1.1619	0	2.15648	0.04376	0	0
Healthy	22.71343	2.31697	2.81307	0.00152	0	0.02245	0.00116	0.20295	0		22.71343	8.43381	0.02703	0.00216	0.01375	1.00934	0.701	0.22803	0.00152	0
Healthy	12.94742	2.07474	4.90221	0.00763	0.04745	0.00884	0.21176	0.01452	0		12.94742	8.18511	0.00066	0	0.04909	1.85731	0.5805	0.03992	0.00763	0.04745
Healthy	10.74786	8.18349	8.82978	0	0	0	0	0	0		10.74786	1.857	1.14641	0.00793	0	6.75288	0.88157	0.00573	0	0
Healthy	55.62892	2.59268	0	0	0	0	0	0	1.65749		55.62892	3.11309	1.81607	0	0.72746	0.26347	0.79785	0.01499	0	0
Healthy	47.29753	5.25402	0.06046	0	0	0	0	0	0		47.29753	13.49076	5.05722	0	0.01588	0.00725	1.8452	0.03827	0	0
Healthy	30.88068	3.46208	0	0.46037	0	0	0	0.10895	0		30.88068	14.70369	12.59523	0	0.37096	0	0.17899	0	0.46037	0
Healthy	38.13175	1.70752	0.06609	0	0	0	0	0	0.06327		38.13175	35.61938	7.96475	0	0.34962	0	2.28234	0.00684	0	0
Healthy	8.23519	3.26961	2.81028	0	0	0	0	0	2.30056		8.23519	1.67336	0.28902	1.75144	0	0.80622	0	0	0	0
Healthy	32.85584	4.31678	0.17704	0.02579	0	0	0	0	0		32.85584	15.82964	4.05496	7.8227	0.12307	0.88322	1.26718	0.10667	0.02579	0
Healthy	42.28493	18.34855	0	0.00061	0.00539	0	0	0.0159	0		42.28493	6.62994	2.08457	0.079	1.94477	0.02368	1.62915	0.03958	0.00061	0.00539
D001172	59.53169	2.25633	13.9314	0.00149	0	0.00788	0	0.00765	0.09453		59.53169	0.85903	6.28538	0	0.10502	0	0	0.43925	0.00149	0
Healthy	0	0.31051	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	48.89075	4.85233	0.00249	0.00268	0.23854	0.18739	1.57431	0.00252	0		48.89075	3.90279	4.76398	0	0.80168	0.02178	0.54107	0.00648	0.00268	0.23854
Healthy	9.97731	2.54822	2.94578	0	0	0	0.02052	0.04877	9.71012		9.97731	0.88437	0.87822	0	0.05195	7.67343	0	0.06731	0	0
Healthy	19.61692	3.66045	0	0	0	0	0	0.03461	0		19.61692	32.43282	9.40353	0	1.11644	0	0.94666	0.34441	0	0
Healthy	56.2787	1.9415	0	0	0	0	0	0	0		56.2787	9.94395	14.10908	0.01147	0.0668	0.67639	0.62321	0.07841	0	0
Healthy	46.07893	3.09557	0	0.31404	0.35685	0.14321	0	0	0		46.07893	5.35226	0.43545	1.07746	0.08554	0	0	0	0.31404	0.35685
Healthy	7.10254	21.08279	0	0	0	0	0.18253	0	0.32394		7.10254	2.05477	0	4.47183	0	1.05349	0	0	0	0
Healthy	16.90858	4.46105	0	0.17318	0.26908	0	0.03189	0	0.94069		16.90858	0.74794	2.02504	0	0	0	0.56107	0.12469	0.17318	0.26908
Healthy	47.57156	0.29345	0	0.05347	0	0.08501	0	0	0		47.57156	0.15995	9.21974	8.40183	0	0	0	0	0.05347	0
Healthy	49.51525	7.73276	0	0.11337	0.00821	0	0	0.13336	0		49.51525	1.74901	5.00477	0	11.7845	0	1.9701	0.01911	0.11337	0.00821
Healthy	33.86203	4.48366	0.14805	0	0	0	0	0.44375	0		33.86203	15.57255	6.6113	0	0.01544	0.21958	0.94109	0.17079	0	0
Healthy	23.0626	14.51824	1.80709	0.14332	0.01821	0	0.03548	0.01317	0		23.0626	18.78242	0.35642	0	0.1319	0	0.90902	0.03237	0.14332	0.01821
Healthy	15.33654	3.40605	6.89374	0	0.11591	0.26672	0.07843	0.13545	0.04076		15.33654	1.37526	1.86056	0	0.14041	0	0.34465	0.58663	0	0.11591
Healthy	16.2589	0.82121	2.79117	0.07358	0	0.00954	1.0178	0	5.17883		16.2589	1.78457	0.78676	0	0.06316	0	0	0	0.07358	0
Healthy	66.6724	0.09959	0.71224	0.75886	0	0	0	0	0		66.6724	0	0	10.2633	0	0	0	0.01849	0.75886	0
Healthy	15.50673	12.32069	0.15212	0.04221	0.3359	0.11422	0	0.01887	0		15.50673	1.59987	0.11849	0	1.18437	0	0	0.06231	0.04221	0.3359
Healthy	21.60774	13.3436	0	0	0	0	1.24649	0	0		21.60774	7.29962	2.38516	0	0	1.83433	0	0	0	0
Healthy	22.05491	9.26845	0	0	0	0	0	1.7896	0		22.05491	0.51578	1.36239	0	0	0	0	0	0	0
Healthy	28.44577	0	0	0	0	0	0	0	0		28.44577	0	0	0	0	0	0	0	0	0
Healthy	7.33612	8.54937	0.64204	0	0	0.13658	0.22227	0.05646	0.88894		7.33612	1.92101	1.88829	0	0.04607	2.56046	0.53476	0.73411	0	0
Healthy	43.16701	7.26992	1.27085	0.0494	0.0621	0.07406	0	0.08085	0.0674		43.16701	0.44654	7.44959	0	0.00877	0	0.38999	0.10534	0.0494	0.0621
Healthy	51.90876	6.30372	0.04132	0.00464	0.04874	0.0282	0	0.00291	0		51.90876	4.04289	1.12035	0	0	0	1.02589	0.01411	0.00464	0.04874
D001172	51.28989	14.848	0.23796	0.04342	0.00479	0	0	0.05669	0		51.28989	10.77243	0.75749	0	0.0657	0	0.65158	0.0109	0.04342	0.00479
Healthy	48.99336	11.8737	0.23325	0	0.06159	0.05406	0.66	0.06372	0		48.99336	3.53718	0.94163	0	0	0	0.34223	0.00426	0	0.06159
Healthy	46.08594	3.35348	0.14691	0	0	0	0	0	0		46.08594	16.04783	4.57363	2.93753	0.22899	0.05754	0.76874	0.03164	0	0
Healthy	1.17784	0.19425	0	0	0	0	7.25298	0.09369	0.04827		1.17784	0.71787	0.16104	0	0	0	0	0	0	0
Healthy	15.61205	8.80464	0.27732	0.28076	0.19386	0	0	0	0		15.61205	6.1645	17.11457	1.69482	3.0343	0.14978	1.57548	0.07212	0.28076	0.19386
Healthy	74.77476	6.5424	0	0	0	0	0	0.01532	0		74.77476	0.64096	3.59633	0	4.47882	0	0.89711	0	0	0
Healthy	6.66077	0	0.88674	1.34277	0	0	0	0	0		6.66077	0	2.17981	0	0.00199	0	0	0.01569	1.34277	0
Healthy	68.44549	5.8118	0.00253	0.01857	0	0.00806	0.02651	0	0		68.44549	2.85653	2.17731	0.00208	0.40026	0	0.31505	0.003	0.01857	0
Healthy	65.79832	0.00477	0.41166	0.69585	0.24304	0	0.62455	0	0		65.79832	0.02258	0	0	0	0	0	0	0.69585	0.24304
Healthy	3.19047	0	12.49233	5.14172	2.70718	0.00127	0	0	0.00373		3.19047	0	0	0	0	0	0	0	5.14172	2.70718
Healthy	17.16857	6.64128	1.83665	0	0	0	0.0065	0.62164	0.22818		17.16857	0.99567	3.7679	0	0.01482	0.08737	1.1904	0.06468	0	0
Healthy	64.85874	5.227	0	0.07772	0	0	0	0.11604	0		64.85874	1.17122	3.29522	0	8.25565	0	1.34465	0	0.07772	0
Healthy	38.15028	3.60569	0	0	0.08175	0	0	0.15264	0		38.15028	19.2176	2.97505	0	4.97194	0	0.88347	0.15407	0	0.08175
Healthy	52.34124	0.00267	0.90631	0.14355	0	0.00088	1.70391	0.05082	0.02268		52.34124	0	7.01148	0	0.22222	0	0	0.0154	0.14355	0
Healthy	12.46353	13.25543	0.61485	0.67738	0.47082	0	0.0027	0.14967	0		12.46353	0.95157	0.39674	0	1.93133	0	0.26832	0.28541	0.67738	0.47082
Healthy	16.99889	6.28211	0.37713	0.2945	0.27209	0	0	0	0		16.99889	4.00574	18.02795	1.6676	2.12159	0.13716	1.86644	0.02425	0.2945	0.27209
Healthy	15.33759	10.77303	1.63938	0	0.42847	0.16941	0	0.03866	0		15.33759	2.39063	2.71728	0	1.42425	1.45638	0.33229	0	0	0.42847
Healthy	47.11987	0.00102	19.9867	0	0	0	0	0	0		47.11987	0	0.99704	0	0.36994	0	0	0	0	0
Healthy	10.63772	4.79069	1.62939	0	0	0.00931	0	0	0		10.63772	7.37848	1.1205	0	0.2691	0.56344	0.73835	0.23611	0	0
Healthy	25.30975	11.6457	3.67768	0.35186	3.74252	1.03075	0	0	0.08734		25.30975	0	0	0	0.0198	0	0	0.00587	0.35186	3.74252
Healthy	10.79276	19.4144	0	0	0	0	0	0	0		10.79276	0	0	0	0	0	0	0	0	0
Healthy	66.00967	0.05227	0.76985	0.86547	0	0	0	0	0		66.00967	0	0	10.434	0	0	0	0.00296	0.86547	0
Healthy	9.19056	4.8326	0.20979	0.0005	0	0	0.00443	0	0		9.19056	1.27198	1.66947	0	0.08379	1.00841	1.44205	0.07931	0.0005	0
Healthy	30.90546	1.03231	0	0	0	0	6.36722	0	0		30.90546	0	2.70007	2.89174	0	0	0	0	0	0
Healthy	23.10666	0.70933	0	0	0	0	0	0	0		23.10666	16.53222	0	0	0.12119	0	0.67649	1.68676	0	0
Healthy	73.59592	2.30526	1.57397	0	0	0	0	0	0		73.59592	1.47426	8.82017	0	0.08963	0	0	0.93775	0	0
Healthy	21.10417	2.33431	0	0	0	0	0	0.00435	0		21.10417	7.05071	1.30287	0	0.03288	2.28699	0	0.9009	0	0
Healthy	49.58404	4.58983	0.09809	0.02835	0.01836	0	0.051	0.0222	0		49.58404	6.0844	0.23294	0	0	0	0	0.0045	0.02835	0.01836
Healthy	37.48753	6.59496	0.01409	0.19958	0.0002	0.14233	0.13671	0.18289	0.2689		37.48753	2.71926	0.68663	0	0.05582	0	1.68742	0.1022	0.19958	0.0002
Healthy	12.8331	4.47765	0.20655	0.18514	0.56092	0.08598	0.09522	0.1264	0.02569		12.8331	11.76356	2.38471	2.29786	1.72015	0	0	0.05838	0.18514	0.56092
Healthy	8.76992	3.83746	10.125	0	0	0	0	0.1399	0		8.76992	1.17993	2.81396	2.45922	0.3202	0	0	0.05729	0	0
Healthy	61.45003	2.88764	0.0121	0	0	0.03973	0.25173	0	0		61.45003	1.79179	2.9569	0	0.16599	0	1.16321	0.02663	0	0
Healthy	18.94927	5.11605	0	0	0	0	0	0.04289	0		18.94927	10.47882	6.91204	10.968	2.06661	0	0.945	0.07434	0	0
Healthy	19.71014	4.22601	0.53174	0.00519	0.01477	0.02671	0	0.09198	0.43892		19.71014	7.90937	0.71102	0.00059	0.33703	0	0.94382	0.95385	0.00519	0.01477
Healthy	6.69898	24.7067	0	0	0	0	0	0	0		6.69898	0	0	0.59045	0	0	0	0	0	0
Healthy	64.28886	1.63192	0.02754	0	0	0	0	0	0		64.28886	12.78113	2.12529	3.18142	0.19159	0	0	0.00613	0	0
Healthy	51.07862	2.16227	0.11909	0.01173	0.10908	0	0	0	0		51.07862	6.90337	2.40611	8.07882	0.22241	0	0.65396	0.05457	0.01173	0.10908
Healthy	40.23851	7.91213	0	0.01765	0.04931	0	0	0.23256	0		40.23851	20.54202	5.07288	0.43302	0.01458	0	0.95468	0.00603	0.01765	0.04931
Healthy	34.02638	3.52669	0	0	0.0572	0	0	0.12014	0		34.02638	20.80144	3.12653	0	5.15121	0	0.87137	0.14161	0	0.0572
Healthy	40.55081	7.04253	0	0	0.03761	0	0	0.12701	0		40.55081	15.8615	5.40957	0.18515	0.00203	0	0.02261	0	0	0.03761
Healthy	53.30911	1.17525	0.19934	0	0	0	0	0	0		53.30911	4.56924	7.91785	0	0.28787	0	0.6436	0.03396	0	0
Healthy	11.3419	6.87191	1.09099	0	0	1.11945	0.13841	0.99702	0		11.3419	19.84856	0.27374	0	0.12172	0	0	0.11189	0	0
Healthy	26.28133	8.58368	0.09538	0.03285	0	0	1.55332	0.09043	0		26.28133	8.68764	1.76595	4.91258	1.86301	0	0.69424	0.02262	0.03285	0
Healthy	0.33104	0.0012	69.1835	0	0.00904	0	0.00157	0	0		0.33104	0.00278	9.87387	0	0	0	0	0	0	0.00904
Healthy	14.61708	5.11406	0	0	0.3168	0	0	0.01112	0		14.61708	0.42373	0.28426	0	0.02341	0	0	0.00261	0	0.3168
Healthy	2.41991	4.79512	0	0	0	0	0	0	0		2.41991	4.5402	0.65314	0.0173	0.10001	0	0	0	0	0
Healthy	30.62503	2.65474	3.78983	0	0	0	0	0	0		30.62503	13.40952	16.99697	0	0.27995	0	1.33372	1.69959	0	0
Healthy	13.56003	7.46	0.04209	0	0	0	0	0.14019	0		13.56003	17.97362	5.06602	0	0.05661	0	0	0.12704	0	0
Healthy	76.11309	6.20456	0	0.00507	0.00667	0	0	0.01732	0		76.11309	0.60733	3.68989	0	4.17376	0	0.8795	0	0.00507	0.00667
Healthy	85.70265	0.86617	0.36322	0.03127	0	0	0	0	0		85.70265	0	3.43924	3.32787	0.15078	0	0	0.19107	0.03127	0
Healthy	47.29787	1.44884	2.25559	0.07724	0.01434	0.00448	0	0.00605	0.22233		47.29787	0.00242	0	0	0.15957	0	0	0.32405	0.07724	0.01434
Healthy	28.26922	4.51084	0.12818	0	0.02304	0	0	0.03715	0		28.26922	4.75221	3.49105	9.41435	1.0763	0	0.93383	0.07637	0	0.02304
Healthy	37.34318	12.74651	0.04594	0.02208	0.04415	0	0.00728	0.04397	0		37.34318	1.09727	0.0153	5.16927	0	0	0.54604	0.08171	0.02208	0.04415
Healthy	73.6576	2.54515	1.53301	0	0	0	0	0	0		73.6576	1.30629	8.89236	0	0.10557	0	0	1.00093	0	0
Healthy	12.70233	11.85542	0.54592	0	0	0	0	0	0		12.70233	2.20749	1.20717	0	0	1.08675	0	1.0322	0	0
Healthy	4.4949	6.10176	2.10036	0.21725	0.25809	0.04121	0.2259	0.15378	0		4.4949	7.65735	0.69689	9.97008	1.68887	0	5.07088	0.11023	0.21725	0.25809
Healthy	34.26926	0.95058	30.2101	0	0	0	0	0	0		34.26926	0	0	0	0	0	0	0	0	0
Healthy	8.27501	6.29195	0.01831	0	0	0.05575	0	0.06906	0		8.27501	9.26248	0.78328	0	0.05454	0	0.21559	0.02019	0	0
Healthy	18.28431	0.21518	0.12584	0	0	0	0	0.01878	0.01532		18.28431	0.62473	0.39352	0.00541	0.02318	0	0.80686	0.09159	0	0
Healthy	55.0359	2.01585	0	0	0	0	0	0	0		55.0359	11.8109	1.40699	6.48153	0.1775	0	0.59148	0.04657	0	0
Healthy	62.00959	7.8147	0.75869	0	0	0.05397	0.72064	0.00869	0		62.00959	2.68085	1.19831	0	0.10903	0	1.1062	0.09517	0	0
Healthy	55.686	3.88253	0	0	0	0	0	0	0.44525		55.686	6.38397	5.24896	0	0.02903	0.0325	1.34917	0.35404	0	0
Healthy	48.81242	13.57075	0.01907	0	0	0	0	0	0		48.81242	12.11739	4.05854	3.45205	0.29865	0	0.86528	0.1488	0	0
Healthy	38.48169	2.83953	0.02321	0	0	0	0	0	0		38.48169	2.65871	42.7682	1.30264	0	0	0	0.3307	0	0
Healthy	34.72028	0.16129	0	0	0	0	0	0	0.93587		34.72028	0.54248	0.22985	0	0	0	0	0	0	0
Healthy	22.30455	5.48798	1.31873	0	0	0	0	0.22011	0		22.30455	3.30353	1.72119	0	0.03784	0	0	0.04642	0	0
Healthy	55.89781	2.16648	0.04266	0.2182	0.03213	0	0	0	0		55.89781	8.72502	4.96899	6.03025	0.26803	0	1.03324	0.56603	0.2182	0.03213
Healthy	14.3961	17.26707	0	0.01564	0.48452	0	0	0	0		14.3961	9.53379	0.72353	0	0.61386	2.25756	0	0.73575	0.01564	0.48452
Healthy	15.19089	13.50757	0.62109	0.02379	0.40095	1.57864	0.00839	0.12076	0.04206		15.19089	0	0	0	2.6772	0	0	0.23932	0.02379	0.40095
Healthy	32.58154	3.99848	0	0.05151	0.06028	0.14442	0	0.01953	0		32.58154	4.2958	0.21357	0.74752	0.06137	0	0	0	0.05151	0.06028
Healthy	35.84909	4.70969	0	0.13449	0.0801	0.1405	0.07419	0.01529	0		35.84909	2.22267	0.78993	0	4.16061	0	0.93246	0	0.13449	0.0801
Healthy	12.6924	2.93082	0	0.00037	0.01108	0	0	0.00535	0		12.6924	4.1472	0	0	0.68399	0	0.13974	0.92712	0.00037	0.01108
Healthy	45.23473	2.31735	0	0	0	0	0	0	0		45.23473	5.68245	1.68932	3.25777	0	0	0	0	0	0
Healthy	14.18334	26.3134	0	0.12907	0	0.20503	0	0	0		14.18334	0	0.13869	0	0	0	0	0	0.12907	0
Healthy	50.06666	0.05943	0.19376	0.01142	0.1058	0.03962	0	0.21658	0.052		50.06666	3.08566	2.76597	0	0.66943	0	0.00716	0.79321	0.01142	0.1058
Healthy	41.27258	0.3106	0.18688	0	0	0.63571	0	0	5.4121		41.27258	0.99893	1.80637	0	0	3.01271	0	0	0	0
Healthy	42.2639	2.95396	0	0	0	0	0	0	0		42.2639	4.5228	1.56365	5.71308	0.1298	0.72133	2.53487	0.00179	0	0
Healthy	38.65586	2.76681	0	0	0	0	0	0	0		38.65586	2.49792	42.8648	1.37444	0	0	0	0.29435	0	0
Healthy	67.25747	0.07885	0.83119	0.85993	0	0	0	0	0		67.25747	0	0	10.4069	0	0	0	0.03008	0.85993	0
Healthy	26.44171	17.85873	0	0	0	0	0	0	0		26.44171	2.62453	2.00969	7.63882	0.02217	0	0	0.10229	0	0
Healthy	28.63357	6.69056	22.1672	0.05636	0.01361	0.03609	0.06055	0.0267	0		28.63357	6.41798	1.78035	0	0.29426	0	0.89228	0.60143	0.05636	0.01361
Healthy	30.14582	0	3.18917	0	0	0.33598	0.33265	0	0		30.14582	0	0.23178	0	0	0	0	0	0	0
Healthy	32.04341	22.4034	0	0	0	0	0	0	0		32.04341	10.88974	1.73526	2.74127	0	0	0	0	0	0
Healthy	34.99766	3.69267	0	0	0.10041	0	0	0.10541	0		34.99766	20.79001	3.2627	0	5.11519	0	0.86515	0.21492	0	0.10041
