group	Bacteroidaceae	Ruminococcaceae	Enterobacteriaceae	Veillonellaceae	Pasteurellaceae	Peptostreptococcaceae	Lactobacillaceae	Eggerthellaceae	Erysipelatoclostridiaceae		Bacteroidaceae	Rikenellaceae	Tannerellaceae	Dialisteraceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae	Veillonellaceae	Pasteurellaceae
Healthy	22.72709	6.88559	0.09194	0.05327	0.06276	0	3.61969	0.11295	0		22.72709	5.55822	3.06756	0	0	3.25825	2.30185	0.01389	0.05327	0.06276
Healthy	1.2351	4.47433	0	0.01531	0	0	0.08581	0.76277	0.41657		1.2351	0.14546	0.02189	0	0	23.2123	0	0.33028	0.01531	0
Healthy	10.98924	0.08042	1.20415	0	0	0.01632	0.30535	0.95489	0.1286		10.98924	0.34043	2.92169	0.67405	0.06639	0	0	0.47832	0	0
Healthy	51.15279	1.7085	0	0	0	0	0	0	0.00464		51.15279	22.87978	5.59997	0	0.62165	0	1.29765	0.03614	0	0
Healthy	52.51696	11.4898	2.83683	0.18608	3.42434	0.78828	0	0.00015	0.08048		52.51696	0	2.88433	0	0.04768	0	0	0.14989	0.18608	3.42434
Healthy	52.1629	4.41891	0.08528	0	0	0	0	0	0		52.1629	1.29089	6.47829	0	0	0	0	0.09147	0	0
Healthy	10.08535	2.04728	0	0	0	0	4.40602	0.18137	0		10.08535	2.89757	0.47533	0	0.00815	9.90092	0	0	0	0
Healthy	45.07614	7.16308	0	0	0.01762	0	0	0.1995	0		45.07614	18.99289	4.62234	0.33659	0.00319	0	0.02467	0	0	0.01762
Healthy	46.7618	2.45793	0.04563	0	0	0.41483	0	0	0		46.7618	1.76677	0	4.70232	0.00148	0.07596	2.24636	0	0	0
Healthy	8.9056	1.27455	0	0	0	0	0	0	0		8.9056	1.1286	0.4343	33.3458	0	0	0	0	0	0
Healthy	49.96938	7.66614	0.01808	0.07473	0.16637	0.03891	0.01093	0.37548	0		49.96938	13.47512	2.94435	0	0.02092	0	0.43169	0.05552	0.07473	0.16637
Healthy	0.00043	0.00036	0.00095	0.09928	0.00044	2.32124	7.751	0	0		0.00043	0	0	0	0	0	0	0	0.09928	0.00044
Healthy	61.00124	2.31352	0	0	0	0	0.03014	0	0.35525		61.00124	0.21386	0.46698	0	0	0.04649	0	0	0	0
Healthy	82.87996	3.88189	0	0	0	0	0	0	0		82.87996	2.44293	1.70249	0.88788	0.0663	0	0	0.04955	0	0
Healthy	30.05662	4.17554	0	0.11056	0.4149	0.05366	0.09385	0.02393	0		30.05662	2.97604	3.81716	7.8661	0.00395	0.10475	1.34345	0.00501	0.11056	0.4149
Healthy	47.74166	2.82513	0.04719	0	0	0	0	0	0.10355		47.74166	14.20101	3.67803	0	3.22159	0.03287	2.37593	0.0821	0	0
Healthy	37.33223	4.07624	0	0.08888	0.20521	0.0746	0.0274	0.07974	0		37.33223	15.88731	1.60947	0.56439	0.00149	0	1.77255	0.0182	0.08888	0.20521
Healthy	1.54392	8.11117	3.31039	0	0	0	0	0.0303	0		1.54392	0.02431	0.07961	0	0	4.2977	0	0	0	0
D001172	70.80906	11.2992	4.77819	0.6136	0.95958	0.00519	0	0	0		70.80906	0.00084	0.06507	0	0.00677	0	0	0	0.6136	0.95958
Healthy	7.07781	0.00081	13.2784	1.14281	0	0.00107	0.1913	0	0.04997		7.07781	0	0	0	0	0	0	0.01138	1.14281	0
Healthy	0.01036	0.00717	31.25519	0.59503	0.02425	0.01723	0	0.23941	0		0.01036	0.00425	13.1737	0	0.23838	0	0	1.09077	0.59503	0.02425
Healthy	7.93975	5.03898	0	0	0	0.0398	0	0	0		7.93975	6.28093	0.52844	0	0.09712	13.9454	0	0	0	0
Healthy	21.09078	0	1.45041	0.1108	0.01115	0	1.61575	0	0		21.09078	0	0	0	0	0	0	0	0.1108	0.01115
Healthy	85.93009	0.86999	0.50987	0.02273	0	0	0	0	0		85.93009	0	3.30853	3.35751	0.10605	0	0	0.1709	0.02273	0
Healthy	28.2839	31.70482	0	0	0	0	0	0	0		28.2839	0.28107	0.57269	3.74943	0.02116	0.00137	1.95587	0	0	0
Healthy	24.94881	4.05145	0	0	0	0	0	0	0		24.94881	1.98911	2.52105	0	0.06265	0	1.48754	0.02937	0	0
Healthy	23.1251	2.93345	0	0.0058	0	0	0	0.00775	0		23.1251	14.15453	1.20465	5.50182	0.05143	0.04071	3.25704	0.3168	0.0058	0
Healthy	35.04645	7.58004	0	0	0	0	2.77925	0.04457	0		35.04645	7.3369	0.90862	11.6699	0.50874	0	0.53444	0.08476	0	0
Healthy	15.43528	3.25997	0.60739	0	0	0	0	0.00849	0		15.43528	21.76778	5.95728	3.08845	0.0514	0	0.51526	4.02079	0	0
Healthy	15.84344	6.81237	0	0.08348	0.14623	0.45923	0	0	0		15.84344	4.74382	4.64858	0	0.04211	0	0.67019	0.01122	0.08348	0.14623
Healthy	27.51081	4.03256	0.37948	0	0	0	0	0.03716	0		27.51081	4.45327	4.82717	0	2.08788	0	0	0	0	0
Healthy	37.60874	11.52291	0.47618	1.08428	0.00378	0	0.01239	0.06253	0.03952		37.60874	11.64701	6.51339	0	0	0	1.04078	0.09813	1.08428	0.00378
Healthy	44.85875	13.12752	0	0	0.00187	0	0	0.01197	0		44.85875	8.70886	4.65309	1.78806	3.9968	0	1.04516	0.08554	0	0.00187
Healthy	0.02398	0	0	0	0	0	0	0	0		0.02398	0	0	0	0	0	0	0	0	0
Healthy	48.20814	2.78186	0	0	0	0	0	0	0.10466		48.20814	13.85816	3.61387	0	3.33516	0.02599	2.36856	2.59798	0	0
Healthy	16.93879	4.85254	0.03249	0.01139	0.13315	0.14669	0.01457	0.04434	0		16.93879	1.08091	0.33683	0	0.00249	1.17411	0.37066	0	0.01139	0.13315
Healthy	39.71335	1.44172	0	0	0	0	0	0.00556	0		39.71335	1.71957	2.55368	0.95402	0	0	0	0	0	0
Healthy	0.98503	1.53316	0.21199	0	0	0	0	0.01656	0		0.98503	0	0	2.63906	1.72608	0	0	0.14515	0	0
Healthy	69.70617	1.46929	0.01502	0	0	0	0	0	0		69.70617	9.13898	0	0	0	0	0	0.01464	0	0
Healthy	63.69073	1.60214	0	0	0	0	0	0	0		63.69073	12.67374	1.96849	3.1302	0.27294	0	0.55579	0.01491	0	0
Healthy	48.99414	2.77384	0	0	0	0	0	0	0.10203		48.99414	13.69403	3.82264	0	3.17425	0.00549	2.42595	0.07589	0	0
Healthy	85.12374	0.56909	0.08678	0.14528	0	0	0.00477	0.00182	0		85.12374	0.0044	0.00625	0	0.00139	0	0	0.28687	0.14528	0
Healthy	26.37359	4.87378	0	0.1847	0.58696	0.093	0.02803	0.02163	0		26.37359	3.98073	0.88858	0	0.74375	0	1.29256	0.00108	0.1847	0.58696
Healthy	53.44746	3.74285	0	0.24791	2.5774	0	0	0	0		53.44746	7.06737	3.93673	4.52365	1.2262	0	0	0.12873	0.24791	2.5774
Healthy	4.56859	3.13784	0	0	0	0	0	0	0		4.56859	1.62831	0.52511	2.19395	0.15351	0	0	0	0	0
Healthy	52.96293	5.08236	0.52319	0.14577	0.13248	0	0	0	0		52.96293	17.64357	6.92018	0	0.20969	0	2.82084	1.69674	0.14577	0.13248
Healthy	19.9402	12.26037	0	0	0	0.0003	1.39307	0.26581	0		19.9402	5.19731	5.30063	0	0.966	0	2.27986	0.04495	0	0
D001172	61.80933	4.95456	0.52845	0.03613	0.03986	0.00974	0.00141	0.00272	0		61.80933	1.56605	1.50446	0	0.0233	0	0.38747	0.00546	0.03613	0.03986
Healthy	37.19817	2.47228	0.64983	0	0	0	0.49734	0.13068	0		37.19817	7.55451	1.16014	0	0.2026	0	0	0	0	0
Healthy	15.20049	3.64784	0.19164	0	0	0	0	0	0		15.20049	0.53716	2.24335	13.8864	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	75.45184	6.38978	0	0.01108	0	0	0	0.0141	0		75.45184	0.65976	3.771	0	4.28173	0	0.83959	0	0.01108	0
Healthy	4.52976	11.65956	0	0	0	0.13814	0	0.00699	0		4.52976	6.89046	1.56757	25.6083	0.08663	0	0	0.00285	0	0
Healthy	44.63279	7.04131	0	0.00194	0.04543	0	0	0.22405	0		44.63279	19.45102	4.67668	0.37095	0.02131	0	0.9378	0	0.00194	0.04543
Healthy	5.27412	0.00281	7.80128	0.74905	0.00288	0	4.5937	0	0		5.27412	0	0	0	2.11858	0	0	0	0.74905	0.00288
Healthy	45.30762	5.54065	0.13705	0	0	0	0	0.00625	0		45.30762	14.5823	4.93231	0	0.02559	0	1.92551	0.11766	0	0
Healthy	16.80043	0.81621	3.8309	0	0	0	0.34574	0	3.13997		16.80043	2.62266	1.29806	0	0	0	0	0	0	0
Healthy	36.51609	0.65538	2.31736	0	0	0	0	0	0		36.51609	11.54333	20.5937	0	0.33648	0	0	0.18675	0	0
Healthy	3.26918	0.00415	68.4318	0.00317	0	0	0	0	0		3.26918	0	0.17457	0.00017	0	0	0	0	0.00317	0
Healthy	35.06171	15.37946	0.23371	0.01859	0.06394	0.13193	0.02801	0.02795	0		35.06171	5.00942	3.78315	0	0.3352	0	1.14707	0.56549	0.01859	0.06394
Healthy	39.51349	10.98399	0.08711	0	0	0	0	0	0		39.51349	6.75716	2.15321	0	0.46773	0	0	0.06531	0	0
Healthy	73.5732	2.47461	1.8811	0	0	0	0	0	0		73.5732	1.49648	8.90924	0	0.10956	0	0	1.0479	0	0
Healthy	53.65404	3.76821	0	0.20931	2.63707	0	0	0	0		53.65404	6.76767	4.5325	4.61335	1.34498	0	0	0.18485	0.20931	2.63707
Healthy	41.4627	8.26413	0	0.56034	1.01719	0	0	0	0		41.4627	9.47949	1.61917	0	2.49682	0.7039	0	0.21853	0.56034	1.01719
Healthy	11.87864	12.23666	0	0.02594	0.16837	0.08095	0	0	0		11.87864	3.57001	0.98242	3.12547	0.2307	1.12322	0.46447	0.01087	0.02594	0.16837
Healthy	20.99024	17.84525	0.38544	0	0	0	0	0	0		20.99024	32.27855	0.54975	0	6.7556	0	0	0.17604	0	0
Healthy	41.74842	3.62383	0	0	0	0	0	0.08182	0.22506		41.74842	1.66372	2.53289	0	0.11116	0	0	0.48667	0	0
Healthy	51.22696	2.20823	0.25496	0.00309	0.12269	0	0	0	0		51.22696	7.04608	2.40849	8.18925	0.25885	0	0.68283	0.04072	0.00309	0.12269
Healthy	64.75126	4.00713	0	0.24402	0.48435	0.06926	0.03226	0.01033	0.02058		64.75126	3.5341	1.5302	0	0	0	0.10391	0.04539	0.24402	0.48435
Healthy	10.05104	31.17523	5.96798	0	0	0	0	0	1.1386		10.05104	0	0	0	0	1.17601	0	0	0	0
Healthy	54.32016	3.3231	0.03274	0	0	0	0	0	0		54.32016	8.27013	2.2831	4.17101	0.21604	0	1.09135	0.15132	0	0
Healthy	5.81324	18.84859	1.0772	0.02147	0	0.09393	0.04287	0.37317	0		5.81324	2.69693	0.1482	0	0.36818	0.47405	1.51412	0.3731	0.02147	0
Healthy	22.26525	19.66342	0	0	0	0	0	0.66177	0		22.26525	15.96333	4.36197	0	0	0	0	0	0	0
Healthy	21.65317	2.20998	8.16134	0.04547	0	0.08908	0.0413	0.04503	0.47789		21.65317	3.09812	0.3149	1.71806	0.0513	0	0.77485	0.60243	0.04547	0
D001172	45.82775	5.45503	0.43631	0	0	0.00329	0.05431	0	0		45.82775	6.77306	5.69052	0	0.01364	0	1.42339	0.03556	0	0
Healthy	21.38533	15.64714	0	0	0.123	0	0	0	0		21.38533	8.97233	1.05602	0	10.88527	1.4988	0	1.5748	0	0.123
Healthy	14.70901	0.00556	0.11866	0.99936	0	0.0046	5.53661	0	0		14.70901	0.18644	7.47579	0	0	0	0.94751	0.00215	0.99936	0
Healthy	73.50812	2.49683	1.59267	0	0	0	0	0	0		73.50812	1.44751	8.75288	0	0.07533	0	0	1.02303	0	0
Healthy	67.27463	0.06074	1.05383	0.81558	0	0	0	0	0		67.27463	0	0	10.0324	0	0	0	0.00623	0.81558	0
Healthy	17.61028	1.71266	0	0	0	0	0	0	0		17.61028	0	2.88529	4.65646	0.05299	0	0	0	0	0
Healthy	4.99909	6.63679	12.2714	0	0	0	7.36172	0	0		4.99909	1.16789	0.97131	0.02915	0	3.54756	0	0	0	0
Healthy	66.40744	9.69365	0.04028	0	0	0	0	0.04271	0		66.40744	3.63566	7.18541	0	0	0	0.82476	0.04168	0	0
Healthy	2.5197	0	0.13135	1.99799	0	0.11519	0	0	0		2.5197	0	0.35864	0	0.20286	0	0	0	1.99799	0
Healthy	62.51188	5.3176	0.11647	0.06795	0.78587	0.06602	0	0.00393	0		62.51188	2.93498	1.80873	0	0.11886	0	0.83776	0.00507	0.06795	0.78587
Healthy	8.51474	45.6278	0	0	0	0	0	2.01574	0		8.51474	4.99019	0.20334	0	0.19324	0	0	0	0	0
Healthy	67.18047	0.97163	0	0	0	0	0	0	0		67.18047	0.86418	3.64322	6.98796	0.06334	0	1.05605	0	0	0
Healthy	85.37583	0	0	0	0	0	0	0	0		85.37583	0	0	0	0	0	0	0	0	0
Healthy	45.45948	0	0.22094	0.16401	0	0.00435	0	0	0		45.45948	0	0	7.20451	0	0	0	0.02319	0.16401	0
Healthy	91.68174	1.49259	4.26379	0	0	0	0	0	0		91.68174	0	0	0	0	0	0	0.05132	0	0
Healthy	38.99796	2.41463	0.01829	0	0	0	0	0	0		38.99796	2.36687	43.2686	1.19992	0	0	0	0.25181	0	0
Healthy	9.86428	8.9074	0	0	0	0	0	0	1.01374		9.86428	1.14322	0.54235	4.22462	0	0	0	0	0	0
Healthy	43.32747	2.6187	0	0	0	0	0	0	0		43.32747	28.03934	2.48874	4.85572	0.57478	0	1.21237	0	0	0
Healthy	60.40012	13.44122	0	0.00232	0.05201	0.00207	0	0.05223	0		60.40012	2.17421	0.62208	0	0.0407	0	0.2288	0.00146	0.00232	0.05201
Healthy	12.77893	11.59421	0.22091	0	0	0.00811	0.19992	0.1428	0		12.77893	3.22423	1.19119	0	0.03821	2.2661	0.38142	0.12438	0	0
Healthy	27.88617	1.06426	0	0	0	0	0	0	0		27.88617	1.46389	0	6.85703	0	0	0	0	0	0
Healthy	34.36	10.77324	0	0	0.02926	0	0	0	0		34.36	8.68813	0.68166	0	5.39624	0.36043	0.95636	1.80319	0	0.02926
Healthy	0	2.17736	0.92446	0	0	0	0	0	0		0	0	0	8.44491	0	4.13628	0	0	0	0
Healthy	52.61661	1.72049	0.11185	0	0	0	0	0	0		52.61661	14.72553	0.92762	6.11977	0.14325	0	0.61592	0.00501	0	0
Healthy	72.95419	7.0819	0	0.02344	0	0	0	0.02571	0		72.95419	0.83093	4.21703	0	4.8789	0	0.90822	0	0.02344	0
Healthy	31.61593	1.02861	0.00603	0.00837	0.0038	0.65785	0.01317	0.23762	0.00525		31.61593	9.42948	0.87634	0.00022	0.68029	0	0.21567	0.01634	0.00837	0.0038
Healthy	55.50235	1.79676	0	0	0	0	0	0.00525	0		55.50235	11.26441	1.34744	6.24722	0.14996	0	0	1.76831	0	0
Healthy	54.2621	1.62245	0.01973	0	0	0	0	0	0		54.2621	14.87898	0.95997	6.00485	0.17531	0	0.54933	0.03192	0	0
Healthy	36.75563	3.80587	0	0	0	0	0.02	0	0		36.75563	0.54017	1.28613	0.00073	0.07111	0.14722	0.75716	0.08369	0	0
Healthy	27.31687	2.40004	0	0	0	0	0	0	0		27.31687	0.20283	0	0	0	0	0	0	0	0
Healthy	40.58301	7.27661	0.3172	0.00063	0.00396	0.1086	0.05674	0.00372	0		40.58301	6.21973	1.68302	0.31679	0.19696	0.40155	1.43874	0.06472	0.00063	0.00396
Healthy	46.27288	0	0	0	0	0	0	0	18.4171		46.27288	0	0	0	0	0	0	0	0	0
Healthy	2.98891	17.0859	0	0	0	0.05371	0	0	4.18782		2.98891	0	0	0	0	28.5491	0	0	0	0
Healthy	53.41295	1.62754	0.07578	0	0	0	0	0.00461	0		53.41295	14.74041	0.98305	5.80735	0.13742	0	0.61081	0.01075	0	0
Healthy	32.33161	6.66614	0.0772	0.00905	0	0	0	0.02285	0		32.33161	14.04206	9.81761	0.32486	1.42304	0.19453	2.43742	2.32258	0.00905	0
Healthy	29.44962	0.58299	6.83977	0	0	0	0	0	0		29.44962	22.99887	0.33609	9.25559	1.64958	0	2.68982	0.06934	0	0
Healthy	25.58304	9.39614	0	0.26595	4.50425	0.01412	0	0	0		25.58304	0.74088	2.43229	0	0.24406	0	0	0	0.26595	4.50425
Healthy	20.16763	5.53121	0.40413	0.02655	0.02856	0.02687	0.03491	0.08691	0		20.16763	7.42352	2.06376	0	0.04007	0	1.45732	0.01514	0.02655	0.02856
Healthy	0.63797	0.00155	26.5371	0	0.0063	0	0	0	0		0.63797	0	0	0	0	0	0	0	0	0.0063
Healthy	24.3929	9.79171	0	0.00126	0.00197	0	0	0.01788	0		24.3929	26.3655	4.66771	0	0.06549	0	1.29162	0.20855	0.00126	0.00197
Healthy	32.08579	17.11485	0.54718	0	0	0.1366	0	0.04754	0.01054		32.08579	0	24.23001	0	0.07737	0	0	0.48955	0	0
Healthy	59.61472	7.63655	0	0	0	0	0	0	0		59.61472	2.74917	0	0	0	0	0	0	0	0
Healthy	25.90006	10.66189	0	0	0	0	0	0	0.21204		25.90006	8.6717	6.4807	0	0	2.76374	1.99439	0.37426	0	0
Healthy	17.769	0	12.48897	0	0	0	0	0	0		17.769	0.01404	10.48706	0	2.45207	0	0	0.00677	0	0
Healthy	9.15209	3.79505	10.6608	0	0	0	0	0.18514	0.00576		9.15209	1.25037	3.03344	2.64705	0.25924	0	0	0.07063	0	0
Healthy	54.69783	1.90204	0	0	0	0	0	0	0		54.69783	11.20681	1.4173	6.27789	0.18679	0	0.54557	1.8349	0	0
Healthy	65.52638	2.07806	0	0	0.04518	0	0	0	0		65.52638	1.86969	3.49926	6.25982	0.29652	0	1.00555	0	0	0.04518
Healthy	12.29747	0.66282	0	0	0	0	0.25322	0.16393	0		12.29747	10.77802	3.77756	0	0.15405	12.0425	1.23966	0.17732	0	0
Healthy	30.13535	1.46936	0	0	0	0	0	0	0		30.13535	1.04727	49.8066	0	0	0	0	0.2878	0	0
Healthy	22.21158	15.10093	0.06283	0.02167	0.05084	0	0.01236	0.03886	0		22.21158	1.18467	0.01826	6.56183	0	0	0.75316	0.10169	0.02167	0.05084
Healthy	18.06735	8.59162	0.27444	0	0	0	0	0	0		18.06735	6.8761	4.4329	0	0.56996	0.6539	1.49327	0.0891	0	0
Healthy	85.27158	0.86449	0.56958	0.02124	0	0	0	0	0		85.27158	0	3.36062	3.44104	0.14938	0	0	0.22206	0.02124	0
Healthy	35.95443	0.82051	0.02186	0.00924	0	0.30605	0	0.0044	0		35.95443	0.39083	0.31357	2.19216	0.43338	1.80177	0.71477	0.01596	0.00924	0
Healthy	30.3768	15.36709	0	0.21516	1.67072	0.03649	0.00223	0	0		30.3768	3.39836	0	0	1.44155	0	0	0.01129	0.21516	1.67072
Healthy	12.40212	17.6681	1.16394	0	0	0	0.93667	0.59547	0		12.40212	4.44228	0.67177	2.40528	0	0	0	0	0	0
Healthy	16.88865	14.51807	0.19124	0.0544	0.03373	0.07736	0.04734	0.00055	0		16.88865	5.14266	0.09272	0.52251	1.0012	0	0	0.02407	0.0544	0.03373
Healthy	23.55575	2.75222	0.83585	0	0	0.00111	0	0.22649	0		23.55575	13.81343	5.93357	0	0.5187	0	2.12586	0.03002	0	0
Healthy	66.68576	0.08666	1.19252	0.84851	0	0	0	0	0		66.68576	0	0	10.6897	0	0	0	0.00604	0.84851	0
Healthy	44.78553	11.1245	0.62719	0	0.00468	0	0	0.06386	8.75991		44.78553	9.20918	2.94687	0	0.00034	0.09868	0.45032	0.34529	0	0.00468
Healthy	35.08188	3.82459	0	0.0027	0.08441	0	0	0.12626	0		35.08188	20.44753	3.23429	0	5.03567	0	0.8398	0.18454	0.0027	0.08441
Healthy	7.41536	9.17705	0	0	0.00284	0.07217	0	0	0		7.41536	1.1705	0.31085	0	0.04743	1.68806	0	0.04424	0	0.00284
Healthy	11.1989	13.29698	0.14572	0.04508	0.01168	0.07371	0.04579	0.13227	0		11.1989	8.02221	1.77769	0	0.06068	1.18226	1.04711	0.07076	0.04508	0.01168
Healthy	35.4166	8.95238	0	0	0	0	0	0	0		35.4166	0.92393	0	0	0	0	0	0	0	0
Healthy	58.16286	0.27707	26.9499	0.00275	0	0	0	0	0		58.16286	0.02604	0.24924	0.29687	0	0	0	0	0.00275	0
Healthy	17.376	6.64288	2.05602	0	0	0	0.01315	0.58	0.30878		17.376	1.00072	3.6947	0	0.01164	0.05073	1.14888	0.10795	0	0
Healthy	41.0005	7.50587	0	0.00413	0.05132	0	0	0.22473	0		41.0005	20.48582	4.93704	0.36077	0.02241	0	0.05229	0	0.00413	0.05132
Healthy	61.84235	8.07419	0.13586	0.01735	1.76324	0.10539	0	0.00111	0		61.84235	0.94804	0.23118	0	0.17879	0	1.24912	0	0.01735	1.76324
Healthy	17.30662	4.43339	0	0.03131	0.05333	0.05048	0	0	0		17.30662	4.83259	4.60331	0.00623	0.44306	2.30841	0.34587	0.01193	0.03131	0.05333
Healthy	13.48533	3.49214	0.79854	0	0	0	0	0	0		13.48533	0.30251	0.90078	13.0178	0	0	0	0	0	0
Healthy	40.04832	4.44937	0	0.12488	0.7386	0	0	0	0		40.04832	17.68917	1.91556	0	2.27288	0	0.72687	0.0541	0.12488	0.7386
Healthy	45.83941	4.56889	0	0	0	0	0	0	0		45.83941	11.52034	4.69718	0	0.01533	0	1.79298	0.10266	0	0
Healthy	30.34498	3.02609	0	0.04557	0.00111	0	0	0	0		30.34498	0.51045	2.1462	0	0.26789	0.1068	0.46619	0.02085	0.04557	0.00111
Healthy	15.53089	10.1066	0	0.04096	0.97821	0.23092	0	0	0		15.53089	2.04149	0.26216	5.39418	0.0713	0	0	0.01199	0.04096	0.97821
Healthy	7.07148	15.15752	1.56391	0.01113	0.00813	0.33081	0.03809	0.62899	0.01803		7.07148	5.77471	0	0	0.35405	0	1.03205	0.16254	0.01113	0.00813
Healthy	23.3146	3.46602	0	0.00964	0.28333	0.11079	0	0	0		23.3146	12.21479	0.92252	3.51723	0.0718	0	1.48574	0.01198	0.00964	0.28333
Healthy	14.18102	0.31265	0.32094	0	0	0	0	0	0		14.18102	1.16675	4.44764	0	0	0	0	0	0	0
Healthy	17.24653	9.44789	15.9415	0	0.20148	0	0	0	0.02787		17.24653	0	0	0	0	0.33908	0	0.04566	0	0.20148
Healthy	55.33646	2.1971	0.05751	0.19775	0.01526	0	0	0	0		55.33646	8.76245	4.91304	6.37489	0.27255	0	0.95474	0.61188	0.19775	0.01526
Healthy	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	83.27602	1.11478	0.12318	0	0	0	0	0	0		83.27602	1.55591	5.57727	0	0.56352	0	0	0.03844	0	0
Healthy	10.12874	25.6118	0	0	0	0	0	0	0		10.12874	0	0	0	0	0	0	0	0	0
Healthy	4.74352	3.89362	0.28602	0	0.00514	0.00891	0	0.03893	0		4.74352	18.02173	2.08408	0	0.49336	0	1.42671	0.07097	0	0.00514
Healthy	19.11313	17.30843	0	0	0	0	0	0	0		19.11313	11.97265	16.06521	0	0.07047	0.06171	1.61171	4.54672	0	0
Healthy	26.82637	3.56844	0.00858	0	0.01985	0.00678	0.86105	0.16934	0.00228		26.82637	2.97411	1.28023	0	0.07387	0	0.82732	0	0	0.01985
Healthy	35.9707	0.53993	2.10645	0	0	0	0	0	0		35.9707	11.33336	20.5373	0	0.36472	0	0	0.17494	0	0
Healthy	17.32543	1.22435	0	0	0	0	0.00376	0.14093	0		17.32543	11.19649	4.33621	0	0.37614	8.00768	1.27671	0.26489	0	0
Healthy	9.70099	2.32697	0	0	0	0	0	0	0		9.70099	1.32694	0.1828	10.7103	0	0	0	0	0	0
Healthy	55.77719	3.18245	0.02589	0	0.02367	0	0	0	0		55.77719	12.34389	0.46967	0.77647	2.39395	0	1.06841	0.05679	0	0.02367
Healthy	26.92547	4.08283	0	0.46895	0	0	0	0.10822	0		26.92547	17.64328	12.07614	0	0.34171	0	1.16218	0	0.46895	0
Healthy	47.52909	1.6518	0	0	0	0	0	0	0		47.52909	1.61276	14.00232	5.66652	0.36518	0	1.24348	0.0282	0	0
Healthy	37.24702	21.8773	1.61886	0.22769	0.29636	0.15342	0.05829	0.00644	0.0534		37.24702	0	1.83097	0	0.00884	0	0	1.08722	0.22769	0.29636
Healthy	37.03296	4.13752	0	0	0.38672	0.29259	0	0	0		37.03296	1.36035	0.28594	1.53411	0.04876	0	0	0	0	0.38672
Healthy	26.59127	4.26858	0	0.5334	0	0	0	0.11455	0		26.59127	17.27324	11.89707	0	0.43898	0	1.25068	0	0.5334	0
Healthy	2.69752	0.01453	45.18777	0.00662	0	0	0.0025	0	0		2.69752	0.00131	0	0	0	0	0	0	0.00662	0
Healthy	46.39845	1.8945	0	0	0.00212	0	0	0	0.00649		46.39845	24.92706	6.22497	0	0.72132	0	1.47236	0.03627	0	0.00212
Healthy	31.7518	7.73634	0	0	0	0	0.56568	0.04654	0.04047		31.7518	2.41484	4.05188	0	0.07105	0.34226	0.00951	0.65403	0	0
Healthy	24.28713	3.32621	0	0	2.53386	0.03863	0	0	0		24.28713	3.04235	0.25147	0.47986	0.01572	0	0	0	0	2.53386
Healthy	54.49637	4.00845	0.0346	0	0	0	0	0	0.49665		54.49637	6.67973	5.31153	0	0.04389	0.0287	1.34931	7.33057	0	0
Healthy	21.61132	2.91285	0.02571	0.03103	0.0726	0	0.13054	0	0		21.61132	4.61615	2.25565	1.09453	0.40048	0.15533	0.46549	0.01948	0.03103	0.0726
Healthy	61.30226	4.91669	5.63015	0.02389	0.03219	0.01833	0.00887	0	0.00758		61.30226	1.14172	4.62617	1.49748	0.01289	0	0	0.47647	0.02389	0.03219
Healthy	42.11254	0	12.1613	0.34107	0	0.14947	0.43548	0.00102	0		42.11254	0	0.4563	0	0	0	0	0	0.34107	0
Healthy	50.59341	1.69388	0	0	0	0	0	0	0		50.59341	23.22074	5.51059	0	0.59739	0	1.30347	0.03093	0	0
Healthy	38.57612	1.52358	0.10287	0.01426	0	0.07101	0	1.32217	0		38.57612	5.86079	1.08775	4.24225	0.27995	0	0	0.12918	0.01426	0
Healthy	18.29087	4.25257	13.76312	0	0.00416	1.22097	0.0143	0.03643	0		18.29087	3.66289	2.61183	0	0	0	1.19907	0.11531	0	0.00416
Healthy	95.28645	0	0.0347	0.03528	0	0.01142	0	0	0		95.28645	0	0	2.29595	0	0	0	0	0.03528	0
Healthy	22.57359	10.35195	0.02417	0.01386	0.03216	0.25031	0.00723	0.06448	0		22.57359	1.54446	0.5562	0	0.01224	3.24923	0.86651	0.03508	0.01386	0.03216
Healthy	15.82371	0.03068	0	0	0	0	0	0	10.2963		15.82371	0	3.72923	0	0	0	0	0	0	0
Healthy	73.64632	2.39217	1.60609	0	0	0	0	0	0		73.64632	1.47283	8.844	0	0.10994	0	0	1.10019	0	0
Healthy	44.5478	3.90562	0.01598	0	0	0	0.10632	0	0.24632		44.5478	3.86781	0.50033	0	0	0	0.72914	0.02229	0	0
Healthy	8.41078	6.78867	0	0.79764	0	0	0	0	0		8.41078	0.83241	0.92991	5.58175	0.28424	1.09162	0	0	0.79764	0
Healthy	33.86944	4.32836	0.13716	0	0	0	0	0.54717	0		33.86944	15.55591	6.92522	0	0.07371	0.21804	0.9888	0.15369	0	0
Healthy	37.0803	1.97117	0.28098	0.15366	0	0.23122	0	0.07788	0		37.0803	17.74788	0.00494	0.0706	0	0	1.47346	0.01253	0.15366	0
