group	Faecalibacterium	Enterocloster	Collinsella	Blautia_A	Bariatricus	Dorea	Eubacterium_I	Coprococcus_A	Muricomes	Lactococcus	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Parasutterella	Clostridium_Q	Muricomes	Anaerotruncus
D015179	4.05035	2.28318	4.4023	0.99124	0.14758	1.41751	0	0	0	0	0	12.3323	2.28318	0	0.87273	0.99124	0	0	0	0
Healthy	6.93553	0.06513	0.24642	0.16274	1.5029	0.11507	0.08164	0.21508	0.00122	0	0.00367	0.00577	0.06513	0.32494	0	0.16274	1.0012	0.0057	0.00122	0
Healthy	2.75222	0.16939	0	0.22865	0.13522	0.30483	0.19013	0.0243	0.01682	0	0.1016	1.33471	0.16939	0.57133	1.88668	0.22865	0.5187	0	0.01682	0
Healthy	0.08666	0.02739	0	0	0	0	0	0	0	0	0	0.3709	0.02739	0	0	0	0	0	0	0
Healthy	3.82459	0	0.00624	0.11329	0	0.02073	0.03136	0.02012	0	0	0	0.186	0	0.01438	0	0.11329	0.22244	0	0	0
Healthy	5.60942	0.27248	0.14805	0.25	0.44211	0.2295	0.00419	0.26371	0	0	2.00259	1.94923	0.27248	0.55981	0	0.25	0	0	0	0
Healthy	7.41268	0.10873	0.1252	0.03797	0.01071	0	0	0	0.06376	0	0	0.0569	0.10873	0	0	0.03797	0.02241	0	0.06376	0
Healthy	2.95617	0.03366	0.0274	0.1054	0.0242	0.076	0.01196	0.02109	0	0	55.04654	0.02809	0.03366	0.08542	0	0.1054	0.00271	0	0	0
D015179	6.42066	0.29761	0.22809	0.29013	0.37735	0.344	0.39246	0.46983	0	0.06406	0	0.27145	0.29761	0.0409	0	0.29013	0	0	0	0
Healthy	4.37354	0.00693	0	0.02239	0.00262	0.00366	0	0	0	0.04362	0	0.19827	0.00693	0	0.23932	0.02239	0	0	0	0
Healthy	3.01066	0.36372	0.25238	0.1772	0.04335	0.02595	0	0	0	0	0	0.14346	0.36372	0	0	0.1772	0.01533	0	0	0
Healthy	8.23542	0.1994	0.19768	0.13712	0.12288	0.1438	0.266	0.20903	0	0	17.24653	0.12535	0.1994	0.43756	2.23398	0.13712	0	0	0	0
Healthy	1.9311	0.01884	0.19603	0.02416	0.00882	0.00477	0	0	0	0	0	0.61134	0.01884	0.05382	0	0.02416	0.27255	0.00571	0	0.0538
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	2.24822	0	0.32569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.36853	0.98099	0.12508	0.47968	0.06797	0.12845	0	0.23397	1.04991	0	0	0.09917	0.98099	0.05519	0	0.47968	0.49336	0.08785	1.04991	0.02129
Healthy	5.40469	1.98775	0	0	0	0	0	0	0.09243	0	0	0.18913	1.98775	0	0	0	0.0273	0.88683	0.09243	0
D015179	0.20356	6.83528	0.42603	1.8712	0.01624	0.47496	0	0.29812	0.0146	0.05831	13.14473	1.41197	6.83528	0.73693	0.01337	1.8712	0	0.43941	0.0146	0.24745
Healthy	2.1394	0	0.3283	1.23863	0.05877	0.05553	0	0	0	0	8.27946	8.37429	0	1.67583	0	1.23863	0	0	0	0
Healthy	3.88558	0	0.07502	0.00965	0.0615	0.01637	0	0	0	0	0	0.56574	0	0	0	0.00965	0.00557	0	0	0
D015179	5.51334	0.80631	0.07308	0.12831	0.74834	0.55645	0.09943	0.26718	0	0.01002	9.04071	3.66129	0.80631	0.11348	0	0.12831	0.01234	0	0	0
Healthy	21.8773	2.30524	2.25101	0	0	0.75535	0	0	0.14832	1.13873	0	0.70934	2.30524	0	0	0	0	0.46608	0.14832	0
Healthy	1.83702	0.04748	0.17215	0.01188	0	0.00152	0	0.01492	0	0	0	0.14048	0.04748	0.0149	0	0.01188	0.00448	0	0	0
D015179	1.10587	3.67273	4.16039	5.2801	2.05776	3.14281	0.49258	2.12033	0	0	0	0.80806	3.67273	6.59439	0	5.2801	0	0	0	0
Healthy	1.65197	0.03053	0.16663	0	0	0.00965	0	0.02007	0	0	0	0.05732	0.03053	0.00785	0	0	0.00951	0	0	0
Healthy	2.39217	2.52228	0	0	0	0	0	0	0.11452	0	0	1.22268	2.52228	0	0	0	0.10994	0.16258	0.11452	0
Healthy	3.89802	0.5643	0.08076	0.28222	0.52109	0.31416	0.06487	0.15004	0	0	37.6559	0.01427	0.5643	0.50034	4.96439	0.28222	0	0	0	0
Healthy	2.31697	0.86082	1.21269	0.41153	0.10869	0.17443	0.04288	0	0	0	0	0.02054	0.86082	0.18202	0	0.41153	0.07371	0	0	0.0418
Healthy	1.44011	1.03473	0	0.51889	0	0.27654	0	0	0.00497	0	0	1.82302	1.03473	2.48377	0	0.51889	0	0.03984	0.00497	0.09424
Healthy	6.3115	1.53098	0	0.2342	1.03329	0	0.086	0.05972	0	0	29.37993	0.01966	1.53098	0.11666	0.0954	0.2342	0	0	0	0
Healthy	1.27026	0.25819	0.0213	0.10332	0.27533	0.16261	0.03979	0.06218	0	0	29.7369	2.27525	0.25819	0.31959	4.44069	0.10332	0.00895	0	0	0
Healthy	1.04945	1.51206	0.01587	0.15908	0.37923	0.22006	0	0.03072	0	0	0	1.09506	1.51206	0.55046	0	0.15908	0	0	0	0
Healthy	1.00623	0.972	0	5.37221	1.64603	0	0.04684	0.18318	0.75451	0	0	1.35558	0.972	1.1336	0	5.37221	0	0	0.75451	0
Healthy	3.30648	6.15282	0	0.02896	0.00384	0.04431	0	0	0.00116	0	0	0.02318	6.15282	0	0	0.02896	0.04569	0.04033	0.00116	0.00357
Healthy	5.06823	0.18495	0.03795	0.18537	0.07297	0.0306	0.02456	0.1063	0	0	0	0.4601	0.18495	0.42697	0	0.18537	0.02364	0	0	0
Healthy	0.52082	0.76528	1.39904	0.55032	0.13025	1.08943	0.67588	0.04526	0	0	8.75833	0.04145	0.76528	1.49807	1.24634	0.55032	0	0.00054	0	0.10507
Healthy	3.3887	0.37815	0.03553	0	0.0447	0.02797	0	0	0	0	0	0.34126	0.37815	0	0	0	0	0	0	0
Healthy	0.85137	0.16771	0.61709	0.07468	0.07089	0.0024	0	0.0247	0.01486	0	0	0.21306	0.16771	0.07888	0	0.07468	0.32221	0	0.01486	0.18931
Healthy	4.86861	2.46612	0	1.05007	1.8332	0.19875	0.2437	0.71681	0	0.02935	0	0.27185	2.46612	0.23025	1.11179	1.05007	0.01399	0	0	0
D015179	0.00895	3.84542	0	0.10638	0.96613	0.07026	0.02719	0.19624	0.06024	0.05759	0	0.015	3.84542	0.14883	0	0.10638	0	0.92557	0.06024	0
Healthy	0.07268	0.04194	0	0	0	0	0	0	0	0	0	0.40157	0.04194	0	0	0	0	0	0	0
Healthy	1.73479	3.60054	0.27075	0.93751	0.04335	0.07645	0	0.19342	0.03155	0.00277	0	0.02418	3.60054	0.87595	0	0.93751	0.00565	0.08736	0.03155	0.11982
Healthy	2.78321	1.94007	0.33736	0.61328	1.47173	0.58717	0.1566	0.33316	0.00014	0.02413	0.24509	0.54732	1.94007	1.92324	0	0.61328	0.01306	0	0.00014	0
Healthy	2.27947	0.12579	0.01622	0.4905	0.98483	0.35691	0.21746	0.26052	0	0	19.01481	0.39693	0.12579	0.49045	4.26177	0.4905	0	0	0	0
Healthy	0.32214	2.07739	0.00959	0	0	0.25498	0	0	0.15037	0	0.007	0.01567	2.07739	0	0	0	0	0.63801	0.15037	0
Healthy	4.52892	0.58804	1.30639	1.04498	0.25962	1.0834	0.05404	0	0	0.18468	2.85672	1.8385	0.58804	2.19926	0	1.04498	0	0	0	0
Healthy	4.19009	1.24332	0.6486	0.42969	0.71059	0.26426	0.14806	0	0	0	6.69404	4.3974	1.24332	1.88852	0	0.42969	0	0	0	0.00525
D015179	31.3248	0.07809	0.3151	0.05675	0.36571	0.06927	0.05172	0.06909	0	0	0	0.15349	0.07809	0.02779	0	0.05675	0.01656	0	0	0
Healthy	4.1991	0.30162	0	0.85682	1.34326	0.42851	0.12778	0.12521	0.01574	0	0	0.40332	0.30162	0.70969	0	0.85682	0	0	0.01574	0.00144
Healthy	3.36544	0.06216	0.288	0	0.09642	0	0	0.013	0	0	45.77063	0.32633	0.06216	0	0.89314	0	0	0	0	0
Healthy	0.37723	0.10631	0.28648	0.00253	0	0	0	0	0	0	0.02749	0.00485	0.10631	0.02432	0	0.00253	0	0	0	0
Healthy	4.40797	0.24258	0	0.88183	0.32561	1.29949	0.54841	0.10002	0	0	0	0.93831	0.24258	1.20471	0	0.88183	0	0	0	0
Healthy	4.61533	0.77587	0.8974	0.50679	0.87809	0.34333	0.41752	0	0	0	0	0.18417	0.77587	1.26348	0	0.50679	0.07046	0	0	0
Healthy	1.7476	0	2.26472	0.04847	0	0.06204	0	0.49869	0	0	0	0	0	0	0	0.04847	0	0	0	0
Healthy	4.22361	0.14336	0.19782	0.01391	0.06856	0.00362	0	0	0	0	0	0.02434	0.14336	0.00541	0	0.01391	0.02838	0.02512	0	0
D015179	13.1858	0.32983	0.21091	1.87631	0.9699	0.70645	0.35955	0.43018	0	0	9.70757	4.27604	0.32983	0.54429	5.05057	1.87631	0	0	0	0
Healthy	10.3419	0.08479	0.00371	0.06177	0.02488	0	0.01254	0	0	0	0	1.11009	0.08479	0.01783	0	0.06177	0.73588	0	0	0
D015179	5.23646	0	1.01102	0	0	0.12058	0	0.09725	0	0	0	4.81679	0	0	0	0	0	0	0	0
D015179	8.36502	0.2668	0.16536	0.61675	0.25402	0.1884	0.42123	0.1376	0.08673	0	5.05201	0.18078	0.2668	0.02228	0	0.61675	0	0.03553	0.08673	0.02888
Healthy	2.24256	0.05804	0	0.00933	0	0	0	0	0	0	0	0.04735	0.05804	0.05075	0	0.00933	0.19129	0	0	0
D015179	8.59807	0.39393	2.10098	1.7877	2.82562	0.22812	0	0	0.00777	0	0	0.13667	0.39393	3.28713	0	1.7877	0.02183	0	0.00777	0.16505
Healthy	3.03284	0.35763	0	0.07589	0.51122	0.12687	0.02891	0.20922	0	0	0	0.83172	0.35763	0.06463	0	0.07589	0.25508	0.00026	0	0
D015179	0.69498	3.88327	0.9339	3.49484	0.71533	2.38406	0.01565	0.26027	0.00144	0	0	2.34785	3.88327	1.26118	0	3.49484	0.00307	0.0819	0.00144	0.08725
Healthy	4.37322	0.01665	0	0.03818	0.04948	0	0	0	0	0.06158	0	0.19422	0.01665	0	0.28307	0.03818	0	0	0	0
Healthy	1.76952	0.16884	0	0.22547	1.09845	0.03394	0	0.00316	0	0	0	0.52522	0.16884	0.43778	0	0.22547	0	0	0	0.01352
D015179	15.9568	0.19593	1.34631	1.33202	0.2674	0.30303	0	0	0	0	0	0.11707	0.19593	0.31765	0	1.33202	0.01077	0	0	0
Healthy	0	7.03574	0	0	0	0	0	0	1.3902	0	0	0	7.03574	0	0	0	0	1.74185	1.3902	0
Healthy	6.49705	1.02445	0	1.06418	0.79282	0	1.1855	0	0.06193	0	0	0.11687	1.02445	0.15065	1.19428	1.06418	0	0	0.06193	0
Healthy	6.10433	0.24443	0.05092	0.31912	0	0	0.03074	0.06238	0	0	0	0.00952	0.24443	1.61422	0	0.31912	0.0171	0	0	0
Healthy	5.21195	2.26211	0.5224	0.57489	2.11081	0.44794	0.09222	0.22033	0	0	29.5294	0.01575	2.26211	0.42701	0	0.57489	0.01259	0	0	0
Healthy	1.45434	0.14554	0	0.51089	0.3896	0.14707	0.0659	0.04877	0	0	9.72196	2.37779	0.14554	0.45921	0	0.51089	0.00753	0	0	0
Healthy	0.7743	0	0.58973	0	0	0.15618	0.19246	0	0	0	0	0.02422	0	0	0	0	0	0	0	0
Healthy	5.46909	0.41061	0	2.25875	6.03839	0.16875	3.51216	0.58903	0	0	0	1.05523	0.41061	2.90632	3.59262	2.25875	0.06997	0	0	0
Healthy	8.02322	0.55998	0.21436	0.11271	0	0.11999	0	0.1116	0	0	0	0.00569	0.55998	0.23005	0	0.11271	0.00196	0.00067	0	0
D015179	11.7874	3.0269	0.63681	0.21456	0.80404	0.23681	0.59334	0.10834	0	0	0	6.6832	3.0269	0.03163	0.07258	0.21456	0	0	0	0
Healthy	5.64274	0.00727	0	0.03249	0	0.07933	0	0	0	0	15.02399	0.15603	0.00727	0.01826	0	0.03249	0	0	0	0
Healthy	1.83965	0.11993	0.2337	0.06996	0.12983	0.17061	0.06007	0.03378	0.00589	0	6.90858	0.02938	0.11993	0.15293	0	0.06996	0.04445	0	0.00589	0
Healthy	3.89811	0	0	0.15278	0	0.03921	0.03052	0	0	0	0	0.10658	0	0	0	0.15278	0.21446	0	0	0
Healthy	3.24878	0.76089	0	0.01606	0.05733	0	0	0	0	0	0	0.02179	0.76089	0.06896	0	0.01606	0.18523	0	0	0
Healthy	0.09184	0.0286	0	0	0	0	0	0	0	0	0	0.12227	0.0286	0	0	0	0	0	0	0
Healthy	8.4554	0.30546	1.32554	0.46965	0.41337	0.33125	0.14595	0.12636	0	0.01849	0.00568	0.95133	0.30546	0.48875	0.00283	0.46965	0.1413	0	0	0
Healthy	2.2521	0.87314	1.2966	0.48069	0.1034	0.19687	0.03845	0	0	0	0	0.5033	0.87314	0.18872	0	0.48069	0.0719	0	0	0.03918
Healthy	4.50627	2.42854	0	0.2128	4.04329	0	0	0.11367	0.0117	0	0	2.07091	2.42854	0	0	0.2128	0.03322	0	0.0117	0
Healthy	3.76048	0.77463	0.3113	0.0961	0.23676	0.09653	0	0.03856	0	0	1.85669	0.56112	0.77463	0	0	0.0961	0	0	0	0
D015179	9.88023	0.46006	0	0	0.34809	0.27062	0	0.06633	0	0	11.0459	3.39989	0.46006	0	0	0	0	0	0	0
Healthy	4.21288	0.05191	0.22257	0.14841	0	0	0	0.13166	0	0	0	0.00963	0.05191	0.73078	0	0.14841	0.05514	0	0	0
Healthy	1.2761	0.15761	0	0.27015	0.72366	0.11567	0.0591	0.09647	0	0	0	1.32422	0.15761	0.76616	0	0.27015	0	0	0	0
Healthy	3.28081	0.02887	0.03561	0.26158	0	0	0	0.11097	0	0	0	0.04591	0.02887	0.53394	0	0.26158	0.01366	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	12.8798	0	0	0	0	0	0	0	0
Healthy	0	0	0.17965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.32789	0.28737	0	0.18827	2.00898	0.11267	0.05667	0.08784	0.0036	0.0069	0	2.73955	0.28737	1.74219	0	0.18827	0	0.0001	0.0036	0
Healthy	1.49969	0	0.09009	0	0	0	0	0	0	0	4.36739	0	0	0	0	0	0	0	0	0
Healthy	1.08622	0.02844	0.92484	0.04294	0	0.00441	0	0	0.02062	0	0.02982	0.06365	0.02844	0	0	0.04294	0.03388	0.00263	0.02062	0.01479
Healthy	1.3585	0.58824	0.58374	0.03522	0.12654	0.05312	0.04895	0	0	0	31.1855	0.45164	0.58824	0	0	0.03522	0	0	0	0
Healthy	19.7607	1.99015	0.52526	2.23736	3.18603	4.35547	0	0.40792	0	0	10.8547	0.5007	1.99015	0.77502	17.0279	2.23736	0	0	0	0
Healthy	5.62646	0.49133	0.36241	0.17854	0.51995	0.13763	0.21522	0.35648	0	0	0	0.87617	0.49133	0.43534	0	0.17854	0.01369	0	0	0
Healthy	3.13926	0.08322	4.83101	0.1739	0	0.11577	0	0	0	0.73726	0	0.19549	0.08322	0.01211	0	0.1739	0.06944	0	0	0
D015179	7.4379	0.99806	0	0.48748	0.11922	0.17693	0.04204	0.67628	0	0	0	0.25354	0.99806	0.25355	0	0.48748	0	0	0	0
D015179	0.02279	0	0	0	0	0	0	0	0.75313	0.25775	0	0	0	0	0	0	0	0.0541	0.75313	0
Healthy	0	0.04771	0.23047	0	0	0.04577	0.02166	0	0	0	0	0.44362	0.04771	0	0	0	0	0	0	0
Healthy	6.83973	0.01312	0.15234	0.10174	0	0	0	0.04584	0	0	0	0.13298	0.01312	0.55842	0	0.10174	0.0127	0	0	0
Healthy	2.36202	0.74978	0.11564	0	0	0	0	0	0	0	33.40155	0.13371	0.74978	0	0	0	0.05006	0	0	0
Healthy	0.36878	0.27427	0.72767	0.03161	0.05444	0.00465	0	0.00683	0	0	0	0.0074	0.27427	0.01067	0	0.03161	0.01175	0	0	0.08146
Healthy	0.36568	5.62826	0.64423	2.41201	1.85649	1.18241	0.19388	0.12279	0	0.68884	0	0.04025	5.62826	3.3923	0	2.41201	0.0269	0	0	0
Healthy	0.26027	0.27216	2.94568	1.22769	9.68666	0.67817	0.05301	0.0122	0	0.06057	0	3.57177	0.27216	9.79017	0.18707	1.22769	0.0003	0	0	0
Healthy	6.32975	0.22155	0.01038	0.10189	0	0	0	0	0	0	50.329	1.13876	0.22155	0.01943	0	0.10189	0	0.02936	0	0
Healthy	3.62008	0.0567	0.03323	0.39054	0.99456	0.17602	0.23761	0.18552	0	0	16.5243	1.95348	0.0567	0.51279	4.86149	0.39054	0	0	0	0
Healthy	0	0	0.08065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.3939	0.01693	0.46314	0.05437	0.18129	0.02958	0	0.00261	0	0	0	0.13775	0.01693	0	0	0.05437	0.08058	0	0	0
Healthy	30.9399	1.91553	4.79853	4.38813	3.94815	1.58449	0.13592	1.93273	0	0	2.80734	0.37898	1.91553	1.0619	4.78413	4.38813	0	0	0	0
Healthy	3.08489	0.31096	0.06135	0.00326	0	0	0	0	0	0	0	0.06744	0.31096	0	0	0.00326	0	0.01512	0	0
Healthy	4.33798	0.45578	0.0362	0	0.00428	0.01187	0	0	0	0	0	0.42416	0.45578	0	0	0	0	0	0	0
Healthy	14.4566	1.13069	1.97075	2.29163	0	0.35522	0	0.01334	0	0	0	0.24563	1.13069	0.1011	0	2.29163	0	0	0	0
Healthy	3.4486	6.0913	0	0.05107	0.00757	0.06577	0	0	0.00455	0	0	0.01883	6.0913	0	0	0.05107	0.0439	0.03119	0.00455	0.00182
Healthy	1.31603	0.97451	4.58264	0.95335	1.02935	0.87126	0.07432	0.35285	0.05769	0.00013	0.00503	0.16924	0.97451	1.92036	0	0.95335	0.0035	0.02287	0.05769	0.03706
Healthy	1.62206	0.05411	0.17187	0.00497	0	0	0	0.00149	0	0	0	0.15785	0.05411	0.0018	0	0.00497	0.0175	0	0	0
Healthy	2.51813	0.96909	1.45726	0.3686	0.09831	0.17068	0.02389	0	0	0	0	0.09334	0.96909	0.1858	0	0.3686	0.11675	0	0	0.051
Healthy	5.87519	1.13489	0.75728	0.37789	1.49019	0.09577	0.07349	0.08213	0.00289	0	0	1.85324	1.13489	2.17209	0	0.37789	0.00546	0	0.00289	0.03592
Healthy	5.62901	0.22676	0.31141	0.34912	0.4328	0.15493	0.18239	0.13415	0	0	2.41119	0.77817	0.22676	0.27252	0.2134	0.34912	0	0	0	0
Healthy	1.79958	0.02062	0.43889	0.00761	0	0.00847	0	0	0	0	0	0.20959	0.02062	0.01947	0	0.00761	0	0	0	0.01084
D015179	11.066	1.3116	0.75364	0.2693	2.2986	0.97112	0.98032	0.3158	0	0.01074	0	0.08356	1.3116	0.24282	0	0.2693	0.1226	0.01164	0	0
D015179	13.4315	0.15055	4.34506	1.5897	2.30749	0.08776	0	0	0	0	0	0.17258	0.15055	2.17038	0	1.5897	0	0	0	0.26812
Healthy	5.39704	0.87395	1.04846	0.27214	0.34597	0.33445	0.05371	0.16469	0	0	0	0.05033	0.87395	0.15351	0	0.27214	0.00483	0.00029	0	0
Healthy	1.02896	0.06537	0	0	0	0	0	0	0	0	0	0	0.06537	0	0	0	0	0	0	0
Healthy	0.01321	0.04961	0.26375	0	0	0.04392	0.03401	0	0	0	0	0.02965	0.04961	0	0	0	0	0	0	0
Healthy	1.91859	0	0	0.20247	0.89653	0	0.89263	0.15038	0	0	62.5827	0.85369	0	0	2.37017	0.20247	0	0	0	0
Healthy	8.16256	0.30083	0.42019	1.02385	0.19693	0.26222	0.03231	0.1163	0.0069	0	0	0.09151	0.30083	0.09837	0	1.02385	0	0	0.0069	0
Healthy	0	0	0.44482	0	0	0	0	0	0	0	0.00465	0.57829	0	0	0	0	0	0	0	0
Healthy	4.73158	0.01339	0.191	0.15658	0.02975	0	0	0.00434	0	0	0	0.22149	0.01339	0.02588	0	0.15658	0.01291	0	0	0.04137
Healthy	1.46575	0.2102	0	0	0	0	0	0	0.01334	0	0	0.55025	0.2102	0	0	0	0.06139	0	0.01334	0
Healthy	4.725	0	0.05049	0.08409	0.05292	0	0	0	0	0	0	0.40721	0	0	0	0.08409	0.05699	0	0	0
Healthy	5.30416	0.36068	0.05175	0.089	0.18518	0.0724	0	0	0	0	0	0.26796	0.36068	0.13907	0	0.089	0.16631	0	0	0
D015179	0.10278	0.1402	0	0.13781	0	0.01703	0	0	0.25423	0.1412	0	0.35248	0.1402	1.1156	0	0.13781	0	0.46987	0.25423	0
Healthy	0.11081	0.09027	1.23319	0.18821	0	0	0	0	0.02763	0	0	0.51837	0.09027	0	0	0.18821	0.00825	0.02373	0.02763	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	10.2458	0	0	0	0	0	0	0	0
Healthy	0.00085	2.09311	0	0	0	0	0	0	1.47722	0	0	0.0031	2.09311	0	0	0	0	0.90711	1.47722	0.01277
Healthy	5.25823	0.59296	0.68687	0.53435	0.92514	0.17928	0.08371	0.1741	0.00265	0	0.00995	0.17561	0.59296	0.68739	0	0.53435	0.00275	0	0.00265	0
Healthy	11.2426	0.32581	0.1127	1.11764	0.14593	0.66581	0.01745	0.50986	0	0	19.80219	0.12516	0.32581	0.21804	17.2228	1.11764	0	0	0	0
Healthy	6.42999	0.15272	0.08396	0.31878	0.12071	0.48062	0.09703	0.00794	0	0	26.8402	0.69213	0.15272	0.07971	0	0.31878	0.00051	0	0	0
Healthy	8.45223	0	0.1071	0	0	0.02881	0	0	0	0	0	1.38839	0	0	0	0	0.01355	0	0	0
Healthy	0.01281	0	0	0	0	0	0	0	0	0	0	0.00369	0	0.00181	0	0	0	0	0	0
Healthy	3.4314	1.07907	0	1.12623	1.83605	0.47241	0.3834	0.29299	0	0.01317	0	0.71791	1.07907	0.85422	0.31539	1.12623	0.0489	0.00091	0	0
Healthy	4.13709	0.62735	0	0	0	0	0	0	0	0	0	0.0448	0.62735	0	0	0	0.0239	0	0	0
Healthy	0.93055	0.26155	0.73453	0.02955	0.02328	0.19848	0.00786	0.38707	0	0	0.0265	1.76367	0.26155	0	0	0.02955	0.18857	0.05747	0	0
Healthy	0.24836	0.06938	1.9337	0.04376	0	0.26063	0	0.7083	0	0	0	0.99423	0.06938	0	0	0.04376	0.05562	0	0	0
Healthy	5.18334	0.17304	0.56382	0.10349	0.01104	0.05783	0	0	0	0.01332	0	0.03711	0.17304	0.02215	0	0.10349	0.00977	0	0	0.02878
Healthy	1.56754	0.16067	0	0	0	0	0	0	0.01799	0	0	0.18754	0.16067	0	0	0	0.078	0	0.01799	0
Healthy	1.32094	1.63964	1.5066	1.46485	1.64209	0.64123	0.5535	0.16478	0	0.00806	0	1.58339	1.63964	2.88123	0.19513	1.46485	0	0	0	0
Healthy	3.1686	0.7023	0	0	0	0	0	0	0	0	0	0	0.7023	0	0	0	0.67253	0	0	0
Healthy	5.07852	0.07395	0	0.19383	0.09663	0.02084	0.05876	0.00194	0	0	0	0.18968	0.07395	0.00234	3.29636	0.19383	0	0	0	0
Healthy	7.80518	1.94515	0	0	0	0	0	0	0	0	0	1.1354	1.94515	0	0	0	0.29334	0	0	0
Healthy	12.9311	1.10536	0	0.12428	0	0	0.30196	0	0	0	0	0.95296	1.10536	0.10641	0	0.12428	0.04081	0	0	0
Healthy	1.48966	1.56798	0.1013	0.6504	1.4711	1.14032	0.76752	0.38884	0	0	0.51472	1.21433	1.56798	0.66063	3.01298	0.6504	0	0	0	0
Healthy	0.8115	0.4634	0.0162	0.32705	0.44771	0.01698	0	0.09942	0	0	0	0.24625	0.4634	0.21271	0	0.32705	0	0	0	0
Healthy	0	0.00504	3.04775	0	0	0	0	0	0	0	0	0	0.00504	0	0	0	0	0	0	0
Healthy	5.20856	0.03174	0.09362	0.14603	0.69079	0.07611	0.0145	0.11949	0.00657	0	0	1.19444	0.03174	0.02802	1.84221	0.14603	0.00833	0	0.00657	0
Healthy	2.9477	0.02739	0.05506	0.14094	0.01977	0	0	0.05363	0	0	0	0.04627	0.02739	0.64304	0	0.14094	0.02229	0	0	0
Healthy	2.89925	0.37455	0.18736	0.05163	0.23637	0.17785	0.00125	0.02261	0	0	72.24968	0.10489	0.37455	0.08832	0	0.05163	0	0	0	0
Healthy	2.2329	0.85825	1.30766	0.40884	0.09083	0.17041	0.03953	0	0	0	0	0.27587	0.85825	0.1771	0	0.40884	0.11068	0	0	0.03008
Healthy	1.97809	2.34308	1.35894	4.14065	3.72767	1.01617	0.02967	0.43782	0.02763	0	0	0.02661	2.34308	2.61844	0	4.14065	0	0	0.02763	0.01535
Healthy	3.60058	0.00992	0	0.08941	0.03361	0	0.01094	0	0	0	0	0.14596	0.00992	0.00425	0	0.08941	0.64158	0	0	0
Healthy	0.11211	0.09502	1.35637	0.17183	0	0	0	0	0.04438	0	0	0.00725	0.09502	0	0	0.17183	0.01048	0.01974	0.04438	0
Healthy	5.38342	0.71292	1.50464	0.20782	0.34643	0.91469	0.07906	0.37164	0	0	41.3088	0.68495	0.71292	0.69594	0	0.20782	0	0	0	0
Healthy	0.87769	1.43976	0.90464	0.4847	1.43821	0.2464	0.03379	0.00801	0.08238	0	0.08349	2.69975	1.43976	0.34847	0	0.4847	0.04696	0	0.08238	0.02744
Healthy	0	0	0	0.00018	0	0	0	0	0	0	0	0.03177	0	0	0	0.00018	0	0	0	0
Healthy	12.4301	0.27545	0.34919	0.51936	0	0.14373	0.12136	0.28408	0	0	0	0.25652	0.27545	0.74907	0	0.51936	0	0.18887	0	0
D015179	0.02181	5.46026	0	0.23557	5.04192	0.10392	0	0	1.70234	0	0	0.009	5.46026	0.17502	0	0.23557	0.03003	0.28522	1.70234	0.21344
Healthy	1.23572	0.01047	0.23865	0.01942	0.17083	0.03827	0.07482	0	0.02625	0	0	1.28507	0.01047	0	0	0.01942	0	0	0.02625	0
Healthy	1.79297	0.00516	0	0.00463	0	0.03199	0	0	0	0	0	0.3115	0.00516	0	0	0.00463	0.15182	0	0	0
Healthy	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	1.87429	0.12534	2.94183	2.7225	0.41088	0.48391	0	0.63713	0	0	0	2.02132	0.12534	0.03337	1.45487	2.7225	0	0.14191	0	0
Healthy	6.03973	0.04838	0	0.02812	0.05414	0	0	0	0	0	0	0.08156	0.04838	0	0.86167	0.02812	0	0	0	0
Healthy	5.75864	0.10894	0.3247	0.08476	0.44091	0.22399	0.06457	0.05369	0	0	29.5714	0.11006	0.10894	0.19662	0	0.08476	0.00459	0	0	0
Healthy	7.28723	1.22903	0	0.1518	0	0.03058	0	0	0.00694	0.00063	0.00684	1.8978	1.22903	0	0	0.1518	0.04896	0.01037	0.00694	0
Healthy	10.226	0.14325	0.73292	0.03677	0.11721	0.43027	0.02122	0.1404	0	0	0	0.00287	0.14325	0.02132	0	0.03677	0.00495	0	0	0
Healthy	2.12451	0.17986	1.00574	0.1937	0.10009	0.20139	0.07083	0	0	0	2.50623	0.25648	0.17986	0.12165	0	0.1937	0	0	0	0
Healthy	1.34171	2.72719	0.15393	0.28078	0.37922	0.77873	1.08088	0	0.0033	0	9.69167	0.02723	2.72719	0.89193	2.63156	0.28078	0.01259	0	0.0033	0
Healthy	5.94707	0.2358	0.74835	0.25243	1.29722	0.05317	0.14396	0.27361	0	0	0	0.19977	0.2358	1.14523	0	0.25243	0.36846	0	0	0
