c	Clostridia	Methanobacteria	Actinomycetia	Gammaproteobacteria	Bacilli	Coriobacteriia	Desulfovibrionia
Healthy	0.853369020778802	-5	1.41013957536425	-5	-0.34356637993405	0.119206384805907	-5
Healthy	1.16590402368497	-5	-5	-5	-0.268346780304104	-5	-5
Healthy	1.67775710506271	-5	-0.71092412110178	-3.24412514432751	-0.720538390742327	0.567358139248078	-0.720287439179074
Healthy	-0.601487100636577	-5	0.856310098713071	1.74098454857805	-1.69550947222651	-2.58335949266172	-5
Healthy	1.29462822967002	-5	1.02448197330695	-0.241648360659185	0.0735093989447644	-0.105949913325857	-5
Healthy	1.72806664688125	-0.683463552596444	-0.229648819820771	-0.00818049869410116	0.374258801735391	-0.375810756140244	-5
Healthy	1.18056740329026	-5	-5	1.54484981487026	-0.13499083395651	-2.36251027048749	-5
Healthy	1.48141123776671	0.388704955700738	-0.876344325561878	0.867749658122785	0.275695943772669	-5	-5
Healthy	1.03803448288161	-2.08301995267962	-0.125332675551212	0.476666455108599	-0.652162790782278	-0.191964671555741	0.0853084206935297
Healthy	1.7636263758975	-0.672252928747544	-5	-0.906333217772097	-0.465035207605334	-5	-5
Healthy	0.383240712265224	-5	-0.733980091146502	0.0628902051108873	-5	-5	-5
Healthy	1.89740598462153	-5	-3.09151498112135	-1.28449805470672	-1.25266589038409	-0.32176395860447	-5
Healthy	1.31392160918484	-5	0.445336383611427	1.52283713787594	0.192826614678094	0.0459758857632826	-1.40660315769979
Healthy	0.745483117577596	-5	0.0832624731640772	-0.128129464579834	-2.75696195131371	-0.788318923700861	-1.82073553566097
Healthy	1.75178633158743	-5	0.309698286707962	0.0640234774529008	-0.30019694972716	-0.226945306635737	-5
Healthy	0.892972326282529	-5	-0.921361961630327	-0.926831737734898	-1.2185318571582	-0.652026339721962	-0.481038835550238
Healthy	1.66820619715723	-0.0978066703730758	0.0150410440855053	0.363041946961852	0.919402906871174	0.0167743557683439	-1.10757145305477
Healthy	1.77721404573176	-5	-5	-5	-5	0.254809010414806	-5
Healthy	0.938137297650076	-5	-0.918760739088303	-0.785076715105102	-1.13170831198214	-1.44745345204434	-2.79317412396815
Healthy	1.36596264140317	-5	-5	0.0307534989344725	-1.16583371605738	-0.91388942619868	-0.388223603002689
Healthy	1.09462169057043	-1.12389767862221	0.845592234018708	1.17143946128151	0.0255802854362789	-0.184820869860581	-0.722184573429135
Healthy	0.405878868331657	-5	-5	-0.295652121429059	-0.63537397104496	-0.880117542015017	-2.59516628338006
Healthy	1.0933519823094	-5	-5	0.474740598479892	-1.07618627890881	-5	-1.41668784801692
Healthy	1.13265153073686	-0.75340295089363	-0.244010871341215	0.184029550144605	-1.5054280157698	-0.739427791876507	-0.859272037155817
Healthy	1.07610425239176	0.488614163981458	-1.92811799269387	0.734362115377894	-0.274586622650022	-1.22687207596667	-0.449820584291501
Healthy	0.732929862907847	-5	0.0282580248289713	-0.151023091657112	-5	-0.947652400775336	-1.54683460747414
Healthy	1.29993941694529	-5	0.196863987186564	-0.049839682214073	0.256277457032671	-0.528869712156724	-0.4315987810515
Healthy	1.40153649503355	0.279443352577086	-5	-1.07899019850297	0.953170410062659	-1.42181939037222	-5
Healthy	1.49570595381986	-0.367390883139056	1.46381224150908	0.514394992263783	-5	0.00158228893511219	-1.26696331706642
Healthy	1.16768706622592	-5	-5	-5	-0.363742852536496	-5	-5
D050177	1.49731688265996	-0.781517012406355	0.447863187091311	-0.0697592475163354	-0.501744598217827	-0.906473256300325	-5
Healthy	1.39345533900023	-5	0.0485156040340487	0.308030554266106	-0.295772243975001	-0.37333121254548	-1.45892023222337
Healthy	1.09161948151491	-5	-5	0.448853120627996	-0.997488368715092	-5	-1.33629907461035
Healthy	1.52914432399509	-0.742177483965524	-1.24519314464558	-0.451107165863582	-0.119701008574247	-5	-5
D050177	1.42828110069424	-5	-0.589881031640449	0.0525361978354406	-0.633651766532282	-0.765558648733665	-5
Healthy	1.42053414725031	-5	-0.295429124810496	0.180561672034769	-0.682103733507044	-0.555018887912055	-5
Healthy	0.795370377864658	-1.54106013810967	-0.939528807202321	-1.20474581741912	-0.247436853219887	-0.827192811630913	0.217452358012074
Healthy	0.958802703399502	-5	-1.01700554534134	-0.940058111938045	-1.26865302445405	-1.28266241727614	-2.80966830182971
Healthy	1.42670494278751	-5	-2.30189945437661	-0.407689975744221	-1.79290445958078	-5	-5
Healthy	1.07685007757803	-0.709275519980777	1.08420223045863	-0.85390298646413	-0.521404648588605	0.209077819246674	-0.95436412892178
Healthy	1.52648272598072	-5	-0.686491325953927	-0.470377181866557	-0.499091465490491	-1.09033701484598	-5
Healthy	0.685083081773877	-5	-5	-0.926025180133341	-1.69336055897574	-1.18197215814074	-1.48678239993206
Healthy	0.529733125569346	-5	-5	0.421390017067081	-5	-5	-1.28567024025477
Healthy	1.01612538353125	-5	0.533834313810089	-5	-5	-5	-5
Healthy	1.76962948341265	0.0203820023100244	-5	-0.0220021900412603	1.11050890380876	0.349681515137003	-5
Healthy	1.39733331000103	-5	-5	0.71531126204077	-1.0268721464003	-0.791236267338363	-0.831237424377643
Healthy	1.39453643002807	-5	-5	0.725062622575211	-0.994219100045348	-0.707478115425859	-0.82929834418393
Healthy	0.547050688176596	-5	-1.74448628718047	0.901621219386529	-5	-1.62543493927723	-0.476253533188435
Healthy	1.14563607374448	-5	-0.131661262040936	0.493807855234094	-0.255128343264855	-5	-5
Healthy	0.772601120532011	-5	-0.264584756281166	0.434639151871673	-5	-2.03338901331807	-5
Healthy	1.19668730668016	-5	-5	0.485428959845251	0.993012752319757	-5	-5
Healthy	1.84684893146272	-5	-5	-0.723814025929329	-0.23051928278377	0.0849228603025243	-5
Healthy	0.56260449277382	-5	-5	-5	-5	-5	-5
Healthy	1.40552427687326	-5	-2.31247103878537	0.71119625733534	-1.02890978686288	-0.87445367632881	-0.688627638196451
Healthy	0.878078658061945	-5	-0.666371387481309	0.270487844301513	-0.929112855981459	-5	-0.989742457001699
Healthy	1.46293334758363	-5	-0.568330728686255	-2.44009337496389	-1.15720360482442	-0.675450052297445	-1.89517159634634
Healthy	0.856096619470512	-5	0.178991327667069	-0.826318510271541	-2.10679324694015	-0.8837908741966	-0.0116506608530314
Healthy	0.981531397830807	-0.264249443050053	-5	1.05315530296188	-5	-5	-1.2098556349571
Healthy	0.818556438818155	-5	0.0327959877382654	-0.296313206970355	-0.216053564833748	-0.11595836882574	-0.181760906146476
Healthy	1.58449281066138	-5	-5	-0.774716569905557	-0.27574051917945	-5	-1.18708664335714
Healthy	1.39267321586803	-0.603992552294838	-5	0.809585300223161	-1.71354353025302	-5	-1.24902901556268
Healthy	1.86976856311412	-5	-5	-5	-5	-5	-5
Healthy	1.00932084295081	-0.0241731402651672	0.576207700571901	-0.500051869424349	-0.831767770486579	-5	-0.422289958839038
Healthy	1.53079794617608	-5	0.593200750796251	-0.0644222048359064	-0.482553366080614	-0.153057030617722	-0.604324214730064
Healthy	0.339564720744175	-5	-0.810818602819263	-0.110082316563794	-5	-5	-5
Healthy	1.55568318976661	-5	-1.0706832732465	-0.633091651478627	-1.21296481797378	-0.784415305818385	-0.608906033729366
Healthy	1.38127486445892	-5	-5	-1.47521455067878	-1.34524606674707	-5	-5
Healthy	1.64651380543217	-5	0.192461514933312	0.330275751303548	0.179683897698728	-0.311963024208862	-5
Healthy	1.14116338956612	-5	-0.0753744504618983	0.493729835674895	-0.36897246014147	-5	-5
Healthy	1.44949814640934	-5	-0.044504670815873	0.381573511428956	-0.734403976912408	-0.219437881042936	-5
Healthy	1.7652327007658	-0.191222045296204	-5	-5	0.885516701288187	-5	-5
Healthy	1.58329424022553	-5	-0.630209175969224	-0.41054190953502	-1.1786175002527	-2.26760624017703	-5
Healthy	0.99279026086462	-5	-0.673951032053259	-0.966616458826881	-0.558037929911472	0.484658518107889	-1.73471037413917
Healthy	0.853379368841177	-5	-1.67468962828894	1.02447088994175	-0.855456925727212	0.176068096065628	-0.145918756170271
Healthy	1.02171922850814	-5	-0.231754198668122	0.465747089582431	-2.65955588515988	-1.39512622944736	-1.82739706879014
Healthy	1.73679515299428	-5	-1.0764969330579	-0.654371453543694	0.629334151724093	-0.91750186149422	-5
Healthy	1.60981683481143	-5	0.612124499940247	-0.17532757261464	-0.0889703004937882	-0.852138251512761	-2.33254704711005
Healthy	1.58392127862756	-0.163429052339501	0.23145684686103	-0.105351696206483	0.868222280049216	-0.563551099308166	-1.0519784668589
Healthy	1.00281550518044	-5	0.09191304667608	-0.18894807088368	-0.284255639895637	-1.10980261378997	-5
Healthy	1.74514188333472	-5	0.240282099986837	-0.319356328457753	-0.63712186421107	-0.70898654603462	-2.42365864979421
Healthy	1.211817363788	-5	-5	-0.0792351019025129	0.304886726880107	-0.974571238592759	-1.73025362686923
Healthy	1.23204928215509	-5	-0.924562538414387	0.349205624890484	-1.51541547071716	-1.38689848303309	-5
Healthy	1.54576406064084	-0.185532648252216	-5	-1.42250820016277	0.228043433509841	-5	-5
Healthy	1.52333108790772	-5	-5	0.625943879895748	-0.527902071630646	-2.53610701101409	-5
Healthy	0.782800013240915	-1.85016530328421	-0.896504155890234	-1.06454311928839	-0.279973073180271	-0.89925047431014	0.154998796858298
Healthy	1.56648663481458	-0.236220220664651	-0.840102098965903	0.279872181802656	-0.175796039171376	-0.608376922453023	-0.988810312390009
Healthy	1.80334968959274	0.516117404014169	-0.517598110544707	-0.388861099604354	1.01701788816255	0.0829719691745995	-1.55924829952081
Healthy	1.01211983580451	-5	-0.715298621475822	0.779484656852121	-0.365563037462101	-1.60032627851896	-5
Healthy	1.06435764063349	-0.691286223360996	1.09037657692384	-0.519317693674513	-0.595371510358081	0.241845204314783	-1.06722192993945
Healthy	1.42992386507408	-1.1087971727397	-0.616453908275526	0.216498426045241	0.106109268076676	-0.416778548060462	-5
Healthy	1.79709524343957	-1.45087407324189	-2.14266750356873	-1.12314735239866	1.2402641177506	0.323250037010103	-5
Healthy	0.852264622895017	-5	0.207017354983476	-0.637781499673948	-5	-0.839711586868712	-0.090652610581442
Healthy	0.914887667414394	-5	-0.582129901923355	0.469963322716831	-1.3058337040668	-5	-1.32002730572258
Healthy	1.56276497736574	-5	1.1319174998113	0.175192788386603	-0.718625697644953	0.0939677122427931	-2.29929628285498
Healthy	1.74267258870357	-5	-5	-1.21275211966805	-1.69940451611004	-5	-5
Healthy	1.71019058793031	-5	1.06342043433584	-5	-0.420856888356185	0.25605834925405	-5
Healthy	1.35017802148473	-5	-0.0290165632744154	-1.47391930819797	-0.0835460514500749	-1.72978714510376	-0.857986167015641
Healthy	0.872297905435093	-1.03461012978488	-5	-5	-0.684323479651987	-0.233215484502141	0.189296564480904
Healthy	1.56002995672657	0.815216349987667	-5	0.493842680869723	0.415989409775816	-5	-5
Healthy	1.76396341803372	-5	-0.129900558737797	-0.156007715296637	-0.720241827197527	-1.29456395341475	-1.33828194230534
Healthy	1.77471800848193	-5	0.122530422981802	0.501999443521579	-0.048754790735713	-0.968874424268435	-5
Healthy	0.840752661491784	-5	-0.456751684088406	-0.547937422579577	-1.05640656723163	-0.628802792677705	-1.98758462523757
Healthy	1.62417294113089	0.828015709534763	0.394122332740608	-0.0410158810572654	-0.392866795608433	-1.73683753503778	-1.06083032037482
Healthy	0.877155296873409	-5	-0.461262933824195	-0.807126028457478	-0.52712658475644	-5	-5
Healthy	0.741554966417343	-5	-5	-5	-5	-5	-5
Healthy	0.163313470721263	-5	-0.495325291230117	-0.00137018679696171	-0.664943480560908	-5	-5
Healthy	1.1436548346525	-0.688776089567544	-0.218309235944093	0.213783299335304	-1.71242219092129	-0.639311937969322	-0.725426535803529
Healthy	1.36283312396803	-5	1.44570241432509	0.134476737534991	0.0150242633246252	-0.540441667545867	-5
Healthy	1.76793326227628	-5	-0.107488007097764	-2.52578373592374	-5	-0.354538429761157	-5
Healthy	0.769490316573303	-1.75080164260889	-0.922632094715843	-0.917286419828668	-0.301142926910974	-0.793605935569126	0.225567713439471
Healthy	1.20914141425671	0.293260875908029	-0.923359556329658	-1.73541827076192	-0.405000083267754	-0.345861978187868	-0.186285608118855
Healthy	1.75960152474697	-5	-1.12441789567211	0.91410504981628	-0.632681359070309	-1.03597620715997	-5
D050177	1.60885558722628	-1.39415646094191	0.0843403007840694	-1.18655245573518	-0.203037334212975	-0.525725445274452	-2.13018179202067
