c	Clostridia	Bacilli	Coriobacteriia	Desulfovibrionia
Healthy	1.77471800848193	-0.048754790735713	-0.968874424268435	-5
Healthy	0.840752661491784	-1.05640656723163	-0.628802792677705	-1.98758462523757
Healthy	1.62417294113089	-0.392866795608433	-1.73683753503778	-1.06083032037482
Healthy	0.877155296873409	-0.52712658475644	-5	-5
Healthy	0.741554966417343	-5	-5	-5
Healthy	0.163313470721263	-0.664943480560908	-5	-5
Healthy	1.1436548346525	-1.71242219092129	-0.639311937969322	-0.725426535803529
Healthy	1.36283312396803	0.0150242633246252	-0.540441667545867	-5
Healthy	1.76793326227628	-5	-0.354538429761157	-5
Healthy	0.769490316573303	-0.301142926910974	-0.793605935569126	0.225567713439471
Healthy	1.20914141425671	-0.405000083267754	-0.345861978187868	-0.186285608118855
Healthy	1.75960152474697	-0.632681359070309	-1.03597620715997	-5
Healthy	1.35641578185387	0.870129897270743	-5	-5
Healthy	0.918537242247304	-5	-0.863120960124483	-0.454185884038717
Healthy	0.573581685079558	-1.48017200622428	-5	-5
Healthy	0.797725144405064	-1.75522823850471	-0.290484121553302	-1.17263072694617
Healthy	1.70433526726466	0.583002560080506	0.105186472189279	-1.80631897045872
Healthy	1.77740847867906	-1.3347005005001	-0.57436797644268	-1.02904906565458
Healthy	1.48502130772093	-0.355640201258412	-1.14496568332412	-5
Healthy	1.23984532072405	-0.681269033111902	-5	-2.09963287134353
Healthy	0.708358003620255	-1.11047420332881	-1.22701854965504	-1.21204387671607
Healthy	0.918629438578189	0.156555208395287	0.364648536507682	-0.478234474122917
Healthy	1.80773528500083	-1.47612352436187	-5	-5
Healthy	1.45843523171584	0.0111134963380321	-0.558729156579501	-5
Healthy	1.05463603249303	-2.27654432796481	-0.859774874733552	0.219838532526917
Healthy	1.29414424391811	-1.9613798380503	-1.61762269653189	-1.76929568638743
Healthy	1.00417687158102	-0.346160624597503	-1.3082114755973	-5
Healthy	1.80972740745797	0.0187920070191681	-0.988683356633128	-5
Healthy	0.873083331994693	-0.466520280274016	-0.175412119479715	-0.874063533033906
Healthy	1.52315625762967	-5	0.27918539494919	-1.64397414280688
Healthy	1.83087231082505	-0.383282986810365	-5	-5
Healthy	1.00205715038054	-5	-1.07582412969808	-5
Healthy	1.2177686427741	-5	-5	-5
Healthy	1.21453258042098	-1.39415646094191	-5	-5
Healthy	0.66170386173977	-5	-5	-0.418289218100965
Healthy	1.12136448262956	0.263782780904469	-0.322593818020057	-5
Healthy	1.74136309841259	0.738626784677017	-0.0418471949363721	-5
Healthy	1.18746008458181	-1.23158391178367	-0.647528048701048	-0.91388942619868
Healthy	1.44782772418392	-1.15608236199361	-1.30909544594503	-0.439268640118027
Healthy	1.56514435307016	-5	-0.797021539262935	-5
Healthy	1.5025598463161	-1.21161948468044	-0.387258515540594	-0.420170690580463
Healthy	1.01277566015306	-0.339115557585661	0.0956365334798654	-1.91435271170314
Healthy	0.809253917551751	-0.203682434305506	-0.138453641726706	-0.164670962677237
Healthy	1.8810667236086	-5	-5	-5
Healthy	1.29502449775478	-1.10579474085792	-1.7026772857947	-5
Healthy	1.18346117588539	-0.105855694858373	-5	-5
Healthy	1.52091931163098	-0.683861843690182	-5	-0.803796171378852
Healthy	1.83935559803672	0.429781339627466	-0.50276617571487	-2.64975198166584
Healthy	1.40472427430048	-1.11463877996849	-0.808185828001658	-0.35448930864974
Healthy	1.85911180632526	-5	0.646732998537202	-5
Healthy	1.67920205928686	-0.602738019719488	-5	-5
Healthy	0.803646907294407	-0.284841010141251	0.289185236715248	-1.85855022659953
Healthy	0.525033139267167	-1.3337629041042	-5	-5
Healthy	1.35176442913036	-0.426768570195741	-1.07753405470159	-5
Healthy	1.57679786817196	-5	-5	-5
Healthy	1.21338731625293	-5	-0.746977166388663	-0.505177774056221
Healthy	1.59416915726957	0.746443472210338	-5	-5
Healthy	1.01953251492144	-1.27140275661657	-0.544211385181842	-1.35369431971524
Healthy	0.797811626447583	-1.33208031468264	-0.296777426457196	-1.29098458302788
Healthy	1.54376989193097	0.231739666149884	0.0866623075369398	-1.7851561519523
Healthy	1.0007615187783	-1.96177736163128	-5	-0.989403263793475
Healthy	1.43849947096657	1.52994301710022	-5	-5
Healthy	1.63752415148976	0.349741692672937	-0.550521600812635	-2.2298847052129
Healthy	1.44371692044769	1.10152127833332	-0.705357446397128	-1.41363777669213
Healthy	0.867238789581795	-5	-0.922668438871009	-0.411347401849827
Healthy	1.16849100146747	-1.35674477497523	-0.449955190435094	-1.03423403581731
Healthy	1.67577293586524	0.489310067605182	0.393918993295751	-5
Healthy	0.966089614274034	-5	-5	-5
Healthy	1.47553463280689	0.352568386179309	-5	-5
Healthy	0.905335446078444	-1.5598783968122	-5	-1.41386297476921
Healthy	1.01932569872672	-1.60783085051026	-5	-0.950975902084951
Healthy	1.25392385907662	-1.16640670600154	-1.2407099669757	-1.54913530762023
Healthy	1.71170484153581	0.821520733834141	0.500639835422511	-5
Healthy	1.71524676204637	-5	-5	-5
Healthy	0.9882610018044	-5	-0.956637721978871	-0.264936314707202
Healthy	-0.193080997377211	-5	-1.21595358419189	-2.34008379993015
Healthy	1.61482479244399	0.456730323223298	0.295870450391642	-5
Healthy	1.90126630662589	0.389325591817493	-5	-5
Healthy	1.19448159512148	-5	-0.589391457431632	-1.41930306028756
Healthy	0.920337288885495	-1.03315457634508	-1.66194212458024	-1.49214412830417
Healthy	1.57761575139206	-0.65527378206014	-0.220713829928586	-1.44977164694491
Healthy	1.14026191500087	-1.14886400498843	-0.264257423690496	-0.838991562693998
Healthy	-0.889410289700751	0.870213054723745	-1.92154318194671	-5
Healthy	0.995133492202662	-0.23832018598596	-1.30303235925598	-5
Healthy	0.869157765995926	-1.16008222432132	-1.45854557125241	-5
Healthy	1.69436306710984	0.803951902084505	-5	-5
Healthy	1.62504448476967	-0.379166717701978	-0.944698135652559	-5
Healthy	1.62362871866073	0.718356346128207	0.595116875229412	-1.16215913834448
Healthy	1.22159183188169	0.294100118165507	-1.00383870663199	-1.84466396253494
Healthy	1.05522614872543	0.252843325966833	-0.860656243847625	-5
Healthy	1.32968805791202	-0.36133107215461	-0.10536830222681	-5
Healthy	1.84364874136301	-0.0894929878623997	-5	-5
Healthy	1.81607709900998	0.366493932889678	-1.22279074185432	-5
Healthy	1.08632031519882	-2.08407278830288	-0.995506662452726	-1.13882416448697
Healthy	1.47280952651035	0.174417451591035	-0.964610290801323	-2.13135556160517
Healthy	1.32548569683104	0.039402220534185	-0.127931177897753	-1.38310457359924
Healthy	1.65664623675605	0.479596902005586	0.518136070943459	-5
Healthy	0.999708490590295	-0.867484165087361	-5	-0.451930123906273
Healthy	1.69587140345201	-0.400488091822536	0.1002809195485	-5
Healthy	1.66392941156832	0.279356622862045	-5	-5
Healthy	1.33130033034546	-5	0.236499473201891	-0.814457845145625
Healthy	0.833780553867104	-1.0081539463551	-0.728902207786882	-2.10347378251044
Healthy	1.70675267807488	-0.550892027573513	0.385005352100318	-5
Healthy	1.02356026737396	0.0675729628952012	0.132064277112742	-0.158552928542836
Healthy	1.28123455133118	-1.74909230029914	-2.68613277963085	-5
Healthy	1.08681168896308	-0.635336459105234	0.261895407011807	-0.849581305520702
Healthy	1.26521299276644	0.677847755157968	-0.347386260094285	-1.67345933148344
Healthy	1.57675920076456	-0.0405340657025391	-1.09761631556753	-1.31211447515129
Healthy	1.6672573362295	0.265341492897072	-0.356241451048533	-5
Healthy	1.32434172936192	0.0289980178526349	-0.286862412056968	-0.613875741599688
Healthy	1.36342713039618	0.223412864138172	-0.23740395256194	-1.53298418156156
Healthy	1.4101321434425	-0.190824250172143	-5	-5
Healthy	1.44583000882396	-0.588161518597088	-3.79588001734407	-5
Healthy	1.31455711601149	-5	-0.807683495297263	-1.37479047461812
Healthy	1.48691706940365	0.739321504536218	0.513149652978144	-5
Healthy	0.367007227140367	1.18838253195074	-3.20760831050175	-5
Healthy	1.46272045413055	-0.282013458945676	-0.978727986048962	-1.39750593119272
Healthy	0.778281519188871	-5	-5	-5
Healthy	1.47632924843661	0.0873838422408987	-0.871213141357402	-1.0841782123796
Healthy	0.916328116527103	-0.572627510450518	-0.21005283026249	0.143810797622609
Healthy	1.78481663724847	-0.566806408285155	0.502009012776478	-5
Healthy	0.552047351843618	-0.159517512786558	-2.83268266525182	-5
Healthy	1.35292038457755	0.628974066836396	0.198503132511602	-5
Healthy	1.68248984695516	-0.0918207033383124	-5	-5
Healthy	1.69094897228666	-0.792069562487029	-5	-2.2518119729938
Healthy	1.37118649162454	0.486414892149611	-0.0511128948838877	-0.904865533060163
Healthy	1.40017295959144	-1.02710321556346	0.497515688352609	-1.27474193364004
Healthy	1.29407077205781	-0.243812869364553	-1.20384212309309	-0.846063245539065
Healthy	1.39410322989666	-1.00638744206111	-1.18283142761894	-0.939075630310519
D003922	1.29785589225872	0.547574120828473	0.0740224332493305	-2.06248210798265
Healthy	1.22519526445894	-1.25227753796449	0.247386449855935	-5
Healthy	0.918784975518462	-0.517412230473232	-0.174879099184164	0.138056264847032
Healthy	1.24326258292237	-0.824053529904454	-5	-1.71715139716536
Healthy	1.34869671975112	-5	-1.39523411529611	-5
Healthy	0.918554530550273	-1.18118049245246	-1.2099260515737	-5
Healthy	1.5137629232611	0.125614624053041	0.016138774198267	-5
Healthy	1.48534530088262	-1.27043027369803	-0.0690866099358638	-0.89866542677982
Healthy	-2.54975089168064	0.89231726072248	-0.490891607416245	-5
Healthy	1.19465640093014	-1.15658033479508	-0.433444669116945	-1.06950943469373
Healthy	0.997614394673046	1.33754990456398	0.496682001962724	-5
Healthy	-2.08671609823958	-0.513767939148125	-5	-5
Healthy	0.864710383607097	-0.993234547548007	-5	-1.0417228744523
Healthy	1.31986026409582	-5	-5	-1.57888987020657
Healthy	1.54454959598271	-0.0038167996743398	-0.626977597211843	-1.33301428167034
Healthy	0.95066320760775	-0.360224741160762	-1.4907974776689	-1.62051318628273
Healthy	1.31672582194911	0.112608352559315	-1.98547946124208	-1.70180213289018
Healthy	0.919928580900724	-2.30539480106643	-5	-0.711952090407881
Healthy	1.56830148296259	-0.279220718641641	0.233138312202406	-0.666875291283116
Healthy	-1.40099076017666	0.957406612933982	0.807666243648633	-0.713633362600406
Healthy	0.843755237126271	-0.851058185097089	-5	-0.961300376979377
Healthy	0.370551946761464	-5	-5	-5
Healthy	1.44034570751767	1.11156224818819	0.88269014162517	-1.7321245806811
Healthy	0.716105223850841	0.411597822356605	1.37279163519331	-5
Healthy	0.334196315173089	-5	-5	-5
Healthy	0.785849253734941	-0.711437801606179	-1.47716468633947	-5
Healthy	1.62774948461217	0.00593086721921251	0.278232134632139	-5
Healthy	0.641441388454274	-5	-1.86646109162978	-5
Healthy	1.37631867577752	-0.921035955498239	-0.363682645353141	-1.60015328728708
Healthy	1.47311090534386	0.20318796449606	-0.377174870803958	-5
Healthy	0.548122739660079	-1.3767507096021	-5	-5
Healthy	0.991178655236776	-5	-1.34084471905937	-5
Healthy	1.56745315377814	-0.0683845100371304	-0.828771003274948	-5
Healthy	1.38582300930501	-5	-5	-5
Healthy	1.505977605945	0.210107074251073	-1.02204787879854	-1.06243196139962
Healthy	-5	1.26522148202136	-5	-5
Healthy	1.68247270514677	0.733530283807938	0.43594783291546	-5
