group	Bacteroidaceae	Ruminococcaceae	Enterobacteriaceae	Burkholderiaceae	Coriobacteriaceae	Desulfovibrionaceae	Micrococcaceae		Lachnospiraceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Methanobacteriaceae	Streptococcaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae
Healthy	0	0.31051	0	0	0.3569	0	0		1.4435	0	0	0	0	0	0.3569	0	0	0
Healthy	48.89075	4.85233	0.00249	0.80168	0.18953	0.00521	0		17.41655	4.76398	3.6192	1.87095	0.02178	0.13024	0.18953	0.00648	0.00521	0.00252
Healthy	19.61692	3.66045	0	1.11644	0.07235	0.38634	0		19.16544	9.40353	0.29401	2.64872	0	0	0.07235	0.34441	0.38634	0.03461
Healthy	56.2787	1.9415	0	0.0668	0	0.39139	0		1.41815	14.10908	1.23667	3.11793	0.67639	0	0	0.07841	0.39139	0
Healthy	46.07893	3.09557	0	0.08554	0.07815	0	0		19.97617	0.43545	2.25468	0	0	0	0.07815	0	0	0
Healthy	47.57156	0.29345	0	0	0.01742	0	0		21.31701	9.21974	0	0.64144	0	0.0077	0.01742	0	0	0
Healthy	49.51525	7.73276	0	11.7845	0.26401	0	0		8.61423	5.00477	0	0	0	0.03139	0.26401	0.01911	0	0.13336
Healthy	23.0626	14.51824	1.80709	0.1319	0.00327	0.03918	0		8.42372	0.35642	7.6717	0	0	0.39795	0.00327	0.03237	0.03918	0.01317
Healthy	15.33654	3.40605	6.89374	0.14041	0	0.13386	0.0086		28.54884	1.86056	20.2049	2.07087	0	3.78372	0	0.58663	0.13386	0.13545
Healthy	15.50673	12.32069	0.15212	1.18437	0.80896	0.00451	0.00288		24.94731	0.11849	9.91859	0	0	0.05696	0.80896	0.06231	0.00451	0.01887
Healthy	21.60774	13.3436	0	0	2.04866	0	0		11.98451	2.38516	0	1.00796	1.83433	3.71183	2.04866	0	0	0
Healthy	46.08594	3.35348	0.14691	0.22899	0	0.07503	0		5.46692	4.57363	0.94638	3.03812	0.05754	0.00383	0	0.03164	0.07503	0
Healthy	1.17784	0.19425	0	0	3.04863	0	0		27.84277	0.16104	0	0.82426	0	0	3.04863	0	0	0.09369
Healthy	74.77476	6.5424	0	4.47882	0.01209	0	0		1.67479	3.59633	0.52152	0	0	0	0.01209	0	0	0.01532
Healthy	64.85874	5.227	0	8.25565	0.19877	0	0		5.90049	3.29522	0	0	0	0.02759	0.19877	0	0	0.11604
Healthy	52.34124	0.00267	0.90631	0.22222	0	0	0		2.86893	7.01148	0	0	0	0.03018	0	0.0154	0	0.05082
Healthy	12.46353	13.25543	0.61485	1.93133	1.028	0.07592	0.02855		21.7496	0.39674	6.96326	1.07697	0	4.13754	1.028	0.28541	0.07592	0.14967
Healthy	47.11987	0.00102	19.9867	0.36994	1.58019	0	0		2.63802	0.99704	0	0	0	0.19648	1.58019	0	0	0
Healthy	25.30975	11.6457	3.67768	0.0198	0.83439	0	0		25.83558	0	0	0	0	8.28678	0.83439	0.00587	0	0
Healthy	66.00967	0.05227	0.76985	0	0	0	0		2.30564	0	0	0	0	0	0	0.00296	0	0
Healthy	30.90546	1.03231	0	0	0	0	0		13.41057	2.70007	7.38067	0	0	19.73703	0	0	0	0
Healthy	8.76992	3.83746	10.125	0.3202	1.25316	0.65777	0		0.41769	2.81396	1.90307	0	0	0.01016	1.25316	0.05729	0.65777	0.1399
Healthy	61.45003	2.88764	0.0121	0.16599	0.0657	0.00279	0		11.2601	2.9569	3.98383	0.07931	0	0	0.0657	0.02663	0.00279	0
Healthy	18.94927	5.11605	0	2.06661	0.2056	0.3094	0		6.40302	6.91204	1.38062	1.23898	0	0.01018	0.2056	0.07434	0.3094	0.04289
Healthy	64.28886	1.63192	0.02754	0.19159	0	0	0		0.96434	2.12529	0	0	0	0	0	0.00613	0	0
Healthy	40.23851	7.91213	0	0.01458	0.10098	0.08835	0		2.44223	5.07288	0.39364	0.65469	0	0.01296	0.10098	0.00603	0.08835	0.23256
Healthy	40.55081	7.04253	0	0.00203	0.07971	0.04016	0		1.88028	5.40957	0.63845	0.71936	0	0	0.07971	0	0.04016	0.12701
Healthy	11.3419	6.87191	1.09099	0.12172	0.21585	0.04587	0		15.36724	0.27374	8.32346	5.18227	0	1.56428	0.21585	0.11189	0.04587	0.99702
Healthy	26.28133	8.58368	0.09538	1.86301	0.15169	0.06495	0		14.46613	1.76595	4.73926	1.9968	0	0.02031	0.15169	0.02262	0.06495	0.09043
Healthy	30.62503	2.65474	3.78983	0.27995	0.01379	0.29698	0		13.36262	16.99697	3.36068	0.84186	0	0	0.01379	1.69959	0.29698	0
Healthy	13.56003	7.46	0.04209	0.05661	0	1.38114	0		0.69612	5.06602	2.37128	5.8745	0	0	0	0.12704	1.38114	0.14019
Healthy	76.11309	6.20456	0	4.17376	0.01787	0	0		1.75789	3.68989	0.45359	0	0	0	0.01787	0	0	0.01732
Healthy	85.70265	0.86617	0.36322	0.15078	0.1371	0.00504	0		1.19321	3.43924	0.35403	0	0	0.21881	0.1371	0.19107	0.00504	0
Healthy	28.26922	4.51084	0.12818	1.0763	0.99882	0.43764	0.00052		23.43506	3.49105	2.21291	1.39238	0	0.42134	0.99882	0.07637	0.43764	0.03715
Healthy	37.34318	12.74651	0.04594	0	0	0	0		22.17486	0.0153	2.50413	1.28147	0	0	0	0.08171	0	0.04397
Healthy	73.6576	2.54515	1.53301	0.10557	0	0.10296	0		3.63734	8.89236	0.18198	2.74606	0	0.11367	0	1.00093	0.10296	0
Healthy	12.70233	11.85542	0.54592	0	0	0	0		28.59877	1.20717	14.8993	2.9801	1.08675	0.2947	0	1.0322	0	0
Healthy	18.28431	0.21518	0.12584	0.02318	0.23862	0.00145	0		36.18644	0.39352	9.67468	1.68854	0	0.0189	0.23862	0.09159	0.00145	0.01878
Healthy	55.0359	2.01585	0	0.1775	0	0	0		5.29557	1.40699	0.58332	0	0	0	0	0.04657	0	0
Healthy	62.00959	7.8147	0.75869	0.10903	0	0.17763	0		2.49414	1.19831	0	0	0	0.97201	0	0.09517	0.17763	0.00869
Healthy	48.81242	13.57075	0.01907	0.29865	0.01511	0.00148	0		1.25511	4.05854	0.83252	0	0	0.03075	0.01511	0.1488	0.00148	0
Healthy	38.48169	2.83953	0.02321	0	0.02645	0	0		3.47848	42.7682	0.22229	0	0	0	0.02645	0.3307	0	0
Healthy	14.3961	17.26707	0	0.61386	0	0.00423	0		28.96229	0.72353	3.87761	0	2.25756	0.01196	0	0.73575	0.00423	0
Healthy	32.58154	3.99848	0	0.06137	0.15137	0	0		13.54137	0.21357	2.51608	0	0	0.00805	0.15137	0	0	0.01953
Healthy	35.84909	4.70969	0	4.16061	0.94334	0.019	0.15035		17.25954	0.78993	0	0	0	0.98418	0.94334	0	0.019	0.01529
Healthy	12.6924	2.93082	0	0.68399	0.22512	0.07872	0		14.11581	0	0.24045	2.21403	0	0	0.22512	0.92712	0.07872	0.00535
Healthy	45.23473	2.31735	0	0	0	0	0		27.05577	1.68932	0	1.69355	0	0	0	0	0	0
Healthy	14.18334	26.3134	0	0	0	0	0		22.80186	0.13869	14.0247	0.30358	0	1.0904	0	0	0	0
Healthy	50.06666	0.05943	0.19376	0.66943	0.10673	0.03033	0		5.90693	2.76597	0	0	0	0.31798	0.10673	0.79321	0.03033	0.21658
Healthy	41.27258	0.3106	0.18688	0	0	0	0		10.72894	1.80637	9.59557	2.56402	3.01271	0	0	0	0	0
Healthy	38.65586	2.76681	0	0	0.0358	0	0		3.19691	42.8648	0.23688	0	0	0	0.0358	0.29435	0	0
Healthy	28.63357	6.69056	22.1672	0.29426	0.21899	0.01624	0.04061		7.07441	1.78035	2.38942	0.57244	0	1.13887	0.21899	0.60143	0.01624	0.0267
Healthy	30.14582	0	3.18917	0	0	0	0		4.0418	0.23178	0	0	0	30.09628	0	0	0	0
Healthy	32.04341	22.4034	0	0	0.82508	0	0		3.4899	1.73526	0	0.94257	0	0	0.82508	0	0	0
Healthy	34.99766	3.69267	0	5.11519	0.01579	0.1832	0		20.34868	3.2627	0	2.67336	0	0.06107	0.01579	0.21492	0.1832	0.10541
Healthy	24.79339	2.39643	0.8376	0	3.27877	0.0021	0		13.5242	10.4904	2.64676	0	0	0.24984	3.27877	0.03937	0.0021	0.00756
Healthy	14.4427	8.2571	0.1633	2.74871	0.13775	0.73306	0		24.25783	1.3818	2.93421	0.38526	0.15552	0.18232	0.13775	0.07041	0.73306	0
Healthy	50.17076	2.19381	0.18712	0.20062	0.04301	0.01711	0		6.08834	2.49912	0.29238	5.27022	0	0.29319	0.04301	0.06833	0.01711	0
Healthy	55.80794	7.60001	0.10794	0.26726	0.03607	0	0		27.55006	0	0.16973	0	0	0.10176	0.03607	0	0	0
Healthy	47.17054	0	0.00296	0	0	0	0.03951		0	18.0913	0	0	0	0.18547	0	0	0	0.02591
Healthy	10.85985	7.39152	0	1.07478	0	0.01904	0		30.93704	2.91046	0.4868	3.62351	0.00862	1.57639	0	0.08831	0.01904	0.17382
Healthy	59.55566	0	0	0	0	0	0		16.55109	0	0	0	0	0	0	0	0	0
Healthy	92.84776	1.3236	4.36693	0	0	0	0		0.57635	0	0	0	0	0.01707	0	0.0431	0	0
Healthy	36.06962	0.55987	2.39681	0.34776	0	0.03509	0		2.45895	20.5524	0	3.26846	0	0	0	0.18163	0.03509	0
Healthy	66.88997	0.05957	1.00535	0	0	0	0		2.29701	0	0	0	0	0	0	0.02339	0	0
Healthy	14.0122	2.03888	0.26138	0.13267	0	0	0		43.15563	0	4.21798	3.57079	0	5.65194	0	0	0	0
Healthy	39.08999	0.03196	11.8998	0.15783	0.14533	0.04396	0		2.0341	0	0	18.1495	0	0.19721	0.14533	0	0.04396	0
Healthy	22.78948	2.27185	0	0.21671	0.30832	0.06786	0		9.19371	9.43424	2.21282	6.91258	9.50394	0	0.30832	0.35342	0.06786	0
Healthy	8.86346	3.77372	10.014	0.24068	1.38014	0.67751	0		0.38403	2.83489	1.798	0	0	0.00193	1.38014	0.08751	0.67751	0.17848
Healthy	4.75497	6.31337	9.5299	0	8.28998	0.03683	0		20.64043	0.83801	2.50165	2.00865	3.57724	2.1127	8.28998	0.00614	0.03683	0
Healthy	42.84491	11.07113	0.15088	0.08205	0.02629	0.55645	0		24.04584	3.43357	0.34564	1.09221	0	0.21093	0.02629	0	0.55645	0.07309
Healthy	53.36578	4.06346	0	1.20495	0	0.01561	0		13.2101	4.41499	0	1.07231	0	0.23444	0	0.19158	0.01561	0
Healthy	75.60287	6.43879	0	4.329	0.02701	0	0		1.67644	3.66461	0.46012	0	0	0	0.02701	0	0	0.03051
Healthy	20.53284	2.48237	0	0	0	0	0		40.39967	1.03492	0	0.79816	0	0.34528	0	0	0	0.05698
Healthy	77.26842	1.71475	0	0.00552	0	0	0		0.47202	2.19472	0.0192	0	0	0	0	0.01841	0	0
Healthy	91.9548	1.44308	4.13304	0	0	0	0		0.65051	0	0	0	0	0	0	0.09406	0	0
Healthy	45.92573	5.41906	0	0.01735	0.40143	0.06554	0		8.96629	5.14474	0.53199	0	0.02146	0.00288	0.40143	0.08016	0.06554	0.02195
Healthy	55.23312	3.41053	0.1421	0.23636	0	0.11411	0		4.66288	2.35712	0	2.80679	0	0	0	0.11263	0.11411	0
Healthy	4.43774	12.24781	0	0.08527	0.72678	0.17623	0		12.96484	1.44408	4.91229	0.92252	0	0	0.72678	0	0.17623	0.01264
Healthy	17.70179	0	0	0	0	0	0.1046		0	0.11714	0	0	0	0.62219	0	0	0	0
Healthy	84.43985	0	0	0.30118	0	0	0		0	1.89189	0	0	0	0	0	0	0	0
Healthy	34.8843	1.78645	0	0.26164	0	0	0		11.56338	2.72011	0.26289	0	0	0	0	1.83829	0	0
D006973	49.41015	23.56763	1.9595	8.0236	0.01878	0.00569	0		2.4594	0.5023	0	0	0	0	0.01878	0.00282	0.00569	0
Healthy	18.03711	1.34276	0	0.11919	2.25198	0	0		10.77031	2.50801	7.35714	4.65866	6.89201	0	2.25198	0.27951	0	0.23259
Healthy	55.90911	1.84188	0	0.24045	0	0	0		4.74488	1.43576	0.53321	0	0	0	0	0.05053	0	0
Healthy	16.85905	6.74631	1.84917	0.02352	1.33923	0.05309	0.28573		27.7372	3.65063	0	0.58234	0.05766	9.2923	1.33923	0.12334	0.05309	0.71951
Healthy	0.27232	3.85463	0	0	0	0	0		1.93201	0	0	0	0	0	0	0	0	0
Healthy	30.82664	13.60415	0	1.29475	0.24301	0	0		26.41635	0	0.01522	0	0	0.23307	0.24301	0.01742	0	0
Healthy	54.69375	9.29308	0.15972	0.00722	0	0	0		19.14214	0.22725	0	0	0	0.1242	0	0.5566	0	0
Healthy	24.71427	6.44974	0	5.87215	0	0	0		28.95117	1.57298	2.61931	0	0	0.44134	0	0.064	0	0.00195
Healthy	39.15026	4.97429	0	0.02424	0.02057	0	0		23.27727	0.23764	4.38821	0	0	0.03109	0.02057	0	0	0
Healthy	32.30265	6.54119	0.06461	1.39296	0.23223	0.19126	0		6.6805	10.04471	0.61546	5.41002	0.21375	0.0183	0.23223	0.15494	0.19126	0.02037
Healthy	6.13182	0.11961	77.2984	0	0.02367	0	0.03898		1.69878	0	0.74654	0	0	2.27287	0.02367	0.04055	0	0.00217
Healthy	26.39883	0.48542	0	0	0	0	0		13.96067	6.34899	0.96576	1.82871	17.665	0	0	0	0	0
Healthy	22.97043	9.89402	0	0	0.11936	0	0		44.45119	1.88529	0.00941	0.06231	0	1.69472	0.11936	0.22751	0	0
Healthy	47.23513	2.12934	0.00823	2.03547	1.31884	0	0		7.16031	5.72018	2.63915	0.02386	0	0	1.31884	0.09443	0	0.0254
Healthy	49.54937	5.35091	0.4514	0.25185	0.06541	0	0		1.54044	7.19968	0	2.22675	0	0.09687	0.06541	1.87573	0	0
Healthy	28.88519	23.88145	0.04173	0.00397	0	0.02346	0		33.51811	1.68278	0.53086	0	0	0.02305	0	0	0.02346	0.02777
Healthy	52.91018	1.69646	0.05765	0.1336	0	0	0		1.48738	0.91601	0.14018	0	0	0	0	0.00829	0	0
Healthy	2.35035	0	9.92646	0.15393	0.00056	0	0.17103		0.04822	0.13751	0	0	0	1.40283	0.00056	0	0	0
Healthy	32.85601	6.14942	0.06685	0.42497	0.0752	0.00159	0		13.11846	1.08962	3.28984	10.0835	0	0.69858	0.0752	0.05144	0.00159	0.00033
Healthy	42.35973	8.50938	0	0.03817	0.03504	0	0		21.60129	0.25523	0.15458	0	0	0	0.03504	0	0	0
Healthy	11.61313	26.2798	0	0	0	0	0		23.54448	0.17891	15.5125	0.25616	0	1.01297	0	0	0	0
Healthy	50.91938	10.87567	0	3.16701	0.66904	0	0		10.31941	2.0463	0	3.49461	0	0.17742	0.66904	0	0	0
Healthy	13.74561	3.64434	1.3884	0	8.43543	0	0		20.52769	1.73484	20.3588	0	0	2.7439	8.43543	0	0	0
Healthy	10.6792	9.90853	0	0.11625	0.02349	0	0		17.58457	1.15914	6.75813	0.25548	1.33638	0.27861	0.02349	0	0	0
Healthy	32.5966	17.46693	0.37676	0.93434	0.01035	0.38467	0		20.55581	3.85505	1.30097	5.1616	0	0.37362	0.01035	0.00158	0.38467	0.03814
Healthy	41.41169	8.00261	0	0.01494	0.2526	0.01957	0		14.16387	9.76726	2.57401	4.53713	0	0.00399	0.2526	0.22617	0.01957	0.0318
Healthy	49.83387	3.71995	1.00028	0.30854	0.67773	0.11766	0		0.81264	1.88935	0.58795	0	0	0	0.67773	0.39212	0.11766	0.02033
Healthy	31.13092	7.53769	0	0.05722	3.59342	0.78752	0		23.68743	3.97691	0.01057	0.35828	0.29786	7.93361	3.59342	2.0594	0.78752	0.0289
Healthy	38.84589	7.64122	0	6.39631	0	0.00447	0		19.90362	1.10675	1.31043	0.03974	0.6609	0	0	1.39068	0.00447	0
Healthy	53.30752	1.63475	0.01982	0.14096	0	0	0		1.61093	1.01817	0.13911	0	0	0	0	0.01491	0	0.00671
Healthy	54.78862	1.82983	0	0.11941	0	0	0		5.1752	1.47101	0.54553	0	0	0	0	1.93841	0	0
Healthy	48.81389	1.74647	0	0.61452	0	0	0		13.85288	9.15786	1.62282	3.14994	0	0	0	0	0	0
Healthy	50.2751	0	7.53919	0	0	0	0		0	0	0	0	0	0.00795	0	0	0	0
Healthy	12.06082	9.93102	10.53786	2.13392	1.94935	0.01696	0.01654		8.28516	3.40826	6.39799	5.60307	0	0.18551	1.94935	0.04395	0.01696	0.14862
Healthy	46.22565	4.88015	0	1.42709	0.57769	0	0		20.62588	5.13609	0.00693	5.18587	0	0	0.57769	0.24123	0	0.08142
Healthy	73.73789	4.29583	0.221	0.03153	0.21169	0.00758	0		1.72788	2.73859	0.29465	0	0	0.01269	0.21169	0.63366	0.00758	0
Healthy	70.65791	19.16031	0	0.36943	0.0005	0	0		0.45797	1.14957	0.1528	0	0	0	0.0005	0.02335	0	0
Healthy	19.75469	16.90289	0.02829	0.04098	0	0.67046	0		6.10625	16.13198	1.05668	1.14736	0.03448	0	0	1.41506	0.67046	0
Healthy	67.06407	0.05921	0.91502	0	0	0	0		2.60477	0	0	0	0	0	0	0.02297	0	0
Healthy	34.71971	3.71731	0	5.3442	0.01515	0.2095	0		21.15606	3.2154	0	2.68881	0	0.05492	0.01515	0.17357	0.2095	0.13102
Healthy	73.63161	2.37679	1.48694	0.13223	0	0.1116	0		4.06038	9.06897	0.16178	2.6134	0	0.07424	0	0.91625	0.1116	0
Healthy	40.17864	10.57922	0.01004	2.20383	0.00299	0.01137	0		12.34772	1.43424	0.9252	3.15534	0.00211	0.1097	0.00299	0.46134	0.01137	0.04906
Healthy	7.31907	2.07733	0	0	1.56759	0	0		25.41698	0	24.1679	0	0.16863	2.05809	1.56759	0	0	0
Healthy	17.16407	13.20697	0	0.0246	2.08154	0	0		32.64568	0.66907	10.7472	0.59662	1.39634	2.13829	2.08154	0	0	0.21559
Healthy	47.46587	2.25204	0.26705	0.41934	0.07535	0	0		15.68244	0.01487	0.07138	0.01725	0	0.04118	0.07535	0.00616	0	0
Healthy	19.22216	1.6468	5.96187	0.11315	0.0526	0.50015	0		41.85287	4.10491	0	3.68421	0	0.00371	0.0526	0.08334	0.50015	0
Healthy	17.94314	4.24561	13.16383	0.00206	0.42674	0.00589	0.00084		32.09044	2.49326	0.13604	3.20238	0	0.12256	0.42674	0.11878	0.00589	0.04262
Healthy	24.47287	6.29313	0	0	0	0	0		48.7524	1.49365	1.91025	1.5372	0.0917	0.16711	0	0	0	0
Healthy	14.9615	5.66544	0	2.00692	0.33557	0	0		43.61226	4.6352	1.96927	0	0.4225	0	0.33557	0.10793	0	0.01636
Healthy	60.21116	1.88463	0.11192	0.62357	0.14943	0.12417	0		5.93259	3.39534	0	5.03873	0	0	0.14943	0	0.12417	0.06555
Healthy	46.03059	5.56492	0	0.03262	0.28869	0.09285	0.00512		9.28142	5.06463	0.63776	0	0	0.00541	0.28869	0.10619	0.09285	0.01332
Healthy	14.72384	0.45624	0	0	1.00147	0	0		35.58038	0	30.6348	0.15049	0	3.03464	1.00147	0	0	0
Healthy	65.74523	0.07588	1.15375	0	0	0	0		2.52501	0	0	0	0	0	0	0.00916	0	0
Healthy	85.13786	0.87145	0.42786	0.09614	0.12811	0	0		1.15002	3.40555	0.44183	0	0	0.24503	0.12811	0.16588	0	0
Healthy	38.52546	0.01143	0.09638	0.42103	0	0	0.04931		33.95497	0.0026	0	0	0	1.11136	0	0.05126	0	0.08686
D006973	20.96872	32.64741	2.33642	0.13662	0.03766	0.01409	0		6.7189	1.2328	0.11951	0	0	0	0.03766	0.13227	0.01409	0.0617
Healthy	15.62342	3.32049	0.38936	0.04306	0.74412	0.64934	0		0.63738	6.13355	2.15063	1.86899	0	0.09968	0.74412	2.64096	0.64934	0.02169
Healthy	20.79256	15.50636	0.80866	1.84863	1.1403	0	0.05242		11.51499	1.01784	3.55577	0.7067	0.45781	0	1.1403	0	0	0
Healthy	18.9049	12.1741	0	1.47353	1.15815	0.00668	0		22.82702	1.00754	0	1.1934	0	0.01117	1.15815	1.16906	0.00668	0.17368
Healthy	59.8763	8.6583	0	5.88561	0	0	0		2.44034	5.37929	0	0	0	0.04032	0	3.02847	0	0.58729
Healthy	45.56877	0	3.07745	0.10274	0	0.02721	0		12.00207	34.028	0.05714	0	0	0.08284	0	0.47462	0.02721	0
Healthy	8.68325	13.70086	0.14072	0	0.62139	0	0		23.03604	0.26434	2.99911	0.21631	2.15523	0.38788	0.62139	0	0	0
Healthy	36.03327	0.56733	2.07969	0.37989	0	0.10091	0		2.48131	20.3628	0	3.23532	0	0	0	0.25138	0.10091	0
Healthy	12.29634	18.01835	2.75306	0	0	0	0		27.02578	0.61903	9.65779	1.67696	0	0.17533	0	0	0	0.57896
Healthy	20.75551	10.1033	0	0.07436	0	0	0		27.28254	0.76683	2.08621	4.80051	0.84261	0	0	0	0	0
Healthy	19.68008	3.70751	0	1.16749	0.07387	0.43223	0		19.70649	9.12767	0.35965	2.64561	0	0	0.07387	0.3729	0.43223	0.03243
Healthy	11.93753	0.22045	1.399	0	0	0	0		10.06013	73.327	0.05188	0	0	0	0	0.07862	0	0
Healthy	57.41781	1.32487	0.24188	0.01735	0.24786	0	0		7.84032	0.8329	0	0.34663	0	0	0.24786	0.00465	0	0
D006973	17.83323	10.96673	0.41114	0.8467	0.40863	0.33856	0		16.50898	7.07505	0.01407	3.0075	0	0.01192	0.40863	0.17596	0.33856	0.06271
Healthy	18.9129	16.28303	1.8246	0.0221	1.12271	0.34193	0		30.39926	2.88698	5.07992	0	0.14616	0.03603	1.12271	0.02428	0.34193	0.03049
Healthy	59.55542	4.1026	0.05196	0.08897	0	0.00306	0		8.4705	2.04506	0.20533	2.53864	0	0	0	0	0.00306	0
Healthy	29.25989	20.2023	0	0	0	0	0		17.08991	0.01835	1.95437	1.16431	0	0	0	0	0	0
Healthy	17.55206	2.36589	0	0.00845	0	0.0123	0		40.99906	0.92025	7.44835	0.79694	0	0.43477	0	0.01249	0.0123	0.08061
Healthy	0.44312	1.06455	2.30231	0	0	0	0		36.68818	0.01833	31.36991	0.18095	0	0.81432	0	0	0	0.28128
Healthy	25.91495	4.50668	0	0.0026	0.13765	0	0		20.99256	0.13704	2.27313	0	0	0	0.13765	0	0	0.00536
Healthy	30.08043	1.46549	0	0	0	0	0		12.29415	50.6479	0	0	0	0	0	0.26868	0	0
Healthy	15.70664	18.7844	0	0.06878	0	0	0		23.61941	3.0744	15.773	0	0	0	0	0	0	0
Healthy	0.21928	0.86535	0	0	0	0	0		2.21262	0	0	0	0	0	0	0	0	0
Healthy	15.76668	3.34865	0.5421	0.02185	0.76007	0.69799	0		0.57429	6.05413	2.08417	1.98093	0	0.08386	0.76007	2.65101	0.69799	0.00727
Healthy	30.57538	16.38094	0.03561	5.21258	0.99492	0.05916	0		17.65966	2.02884	0	2.88926	0	0	0.99492	0	0.05916	0.01158
Healthy	8.83754	7.14021	19.4089	0	0.37033	0	0		5.33313	0.26189	0	2.51391	0.19313	0.22417	0.37033	0	0	0
Healthy	43.57307	4.28588	0	0	0.11976	0.19257	0		18.82662	0.52056	2.63643	0.98884	0	0.01233	0.11976	0.02103	0.19257	0
Healthy	55.76659	1.86825	0	0.15717	0	0	0		5.10605	1.3756	0.53711	0	0	0	0	0.05795	0	0
Healthy	80.88058	1.49187	0.58474	0	0.00101	0	0		12.23176	0	0	0	0	0.57378	0.00101	0.20692	0	0.07558
Healthy	69.74923	3.20291	0.3673	0.53882	0.1036	0.00186	0		9.23465	1.76452	1.16913	1.13788	0	0.2874	0.1036	0.05765	0.00186	0.01151
Healthy	20.2027	3.65793	0	0.25355	0	0	0		35.46094	1.76922	4.8755	0	0.2591	0	0	0	0	0
Healthy	23.30888	7.16871	0.03	0.23757	0.06671	0.00321	0		22.1625	4.22872	8.40088	2.40449	0.55965	0.26246	0.06671	0.05517	0.00321	0
Healthy	48.95995	2.76316	0	3.24403	0.57128	1.33117	0		3.72731	3.93466	1.63956	1.95703	0.01877	0.08932	0.57128	2.61338	1.33117	0
Healthy	41.04866	6.12355	0	0.19732	1.20861	0	0		17.81643	1.12228	12.09543	0	0	0.03414	1.20861	0.025	0	0.02551
Healthy	92.47901	1.41377	4.53415	0	0	0	0		0.63088	0	0	0	0	0	0	0.04805	0	0
Healthy	50.04103	9.47927	0	4.74194	1.68149	0.07375	0		10.51845	1.30433	0	2.46657	0	0	1.68149	0	0.07375	0
Healthy	53.89702	3.70077	0	1.10957	0	0	0		13.35752	4.15528	0	1.07087	0	0.20951	0	0.14258	0	0
D006973	17.59717	61.74187	0.38399	12.5254	0.23416	0.37574	0.00799		0.98173	0.194	0.00096	0	0	0	0.23416	0	0.37574	0
Healthy	17.18971	1.30408	0.12373	1.04682	0.4575	2.65193	0		0.97368	0.55277	0.15118	0.52437	0	0	0.4575	0.10334	2.65193	0
Healthy	8.13754	0.99318	0	0.12538	1.29787	0	0		13.71249	1.69413	3.6023	4.15093	35.1411	0.15438	1.29787	0.26528	0	0.07147
D006973	22.4396	12.27153	21.23628	0.08701	0.33295	0	0		8.32324	0.68257	0	0	0	0	0.33295	0.06119	0	0
Healthy	76.4727	2.22683	1.53536	0.11023	0	0.09632	0		3.42316	7.60288	0.16027	2.33717	0	0.06726	0	0.8752	0.09632	0
Healthy	34.35816	4.41598	0.20751	0.00381	1.40458	0.10935	0		5.991	6.47708	1.34149	0	0.20364	0.27211	1.40458	0.1676	0.10935	0.3909
Healthy	11.28898	5.01973	1.17903	0.02597	0	0.08277	0.06543		45.26128	1.81384	11.9669	1.36268	0.77591	1.68773	0	0.00775	0.08277	0.63577
Healthy	26.4724	15.35462	0	0.03603	0	0	0		16.22241	2.14793	0.00583	1.4862	0	0.00069	0	0.10226	0	0.00074
Healthy	46.5794	3.95604	0.23199	0.03172	0.20099	0.02455	0		31.60651	2.37154	2.16458	0	0	0	0.20099	0.04656	0.02455	0
Healthy	34.09888	0.37319	5.44491	1.42702	0	0.22609	0		1.37921	0.36921	0.38422	4.09509	0	0	0	0	0.22609	0
Healthy	24.78537	4.38885	0	0.03924	0.15105	0	0		19.00012	0.07228	9.96809	0	0	0.55472	0.15105	0	0	0
Healthy	67.44375	0.08765	1.20195	0	0	0	0		2.28573	0	0	0	0	0	0	0	0	0
Healthy	55.8719	0.30864	0.04182	0	0	0	0		5.53462	0.50198	0	8.63714	0	0	0	0	0	0
Healthy	45.96753	3.43977	0.22271	0.23241	0	0.11614	0		5.55094	4.35391	0.96525	3.074	0.05586	0.00177	0	0.02796	0.11614	0
Healthy	33.20945	4.53686	0.05389	0.00574	1.39849	0.0717	0.00502		5.87078	6.40616	1.32144	0	0.19256	0.20327	1.39849	0.13633	0.0717	0.48381
Healthy	22.93571	9.32541	0	0.0336	0.14193	0	0		31.25844	0.01768	19.1706	0	0	0	0.14193	0	0	0
Healthy	15.63581	11.91692	1.2167	0	0	0	0.03095		22.10185	1.1027	4.35138	1.5607	3.32246	2.37151	0	0	0	0
Healthy	12.90064	0.60719	0	0.22402	0	0	0		69.83677	3.95369	1.04824	1.92045	0.51583	0	0	0	0	0
D006973	62.12051	7.88755	0.21654	0.06503	0.06183	0.2093	0		0.5987	0.15918	0	0.62413	0	0	0.06183	0	0.2093	0
Healthy	59.80829	2.71111	0	0.01662	0	0	0		9.86494	0.28127	5.37573	0	0	0.21223	0	0	0	0
Healthy	40.69162	7.60448	0	0.02925	0.10079	0.06204	0		2.41508	5.13444	0.31506	0.71652	0	0.01202	0.10079	0	0.06204	0.20142
Healthy	29.84366	2.51652	3.60249	0.31371	0	0.28287	0		13.47566	16.3538	3.1519	0.6852	0	0	0	1.27495	0.28287	0
Healthy	59.04823	0	0	0	0	0	0		0	9.66807	0	0	0	0	0	0	0	0
