group	Bacteroidaceae	Ruminococcaceae	Enterobacteriaceae	Burkholderiaceae	Coriobacteriaceae	Desulfovibrionaceae	Micrococcaceae		Lachnospiraceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Methanobacteriaceae	Streptococcaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae
Healthy	6.84405	11.0487	1.66891	0.06138	0	0.02522	0		34.59798	1.04898	12.82282	1.82301	0	0.73755	0	0.01832	0.02522	0.57416
Healthy	5.77113	5.79401	0.09296	0	7.18979	0	0		43.05313	0.23038	0	0.63427	0	0	7.18979	0	0	0.28235
Healthy	35.46407	0.59166	2.41736	0.3228	0	0.17028	0		2.50648	20.679	0	3.13055	0	0	0	0.13787	0.17028	0
Healthy	9.18406	3.87943	10.872	0.2422	1.29195	0.70847	0		1.41648	3.06362	1.96379	0	0	0.01391	1.29195	2.03727	0.70847	0.16498
Healthy	16.28189	19.7307	0	0	0	0	0		3.29556	0	0	0	0	0	0	0	0	0
Healthy	77.26995	0.65922	0.52267	0.10499	0	0.03564	0		0.90055	5.96577	0.80206	0	0	0.11431	0	0.00342	0.03564	0
Healthy	41.11173	9.89104	0	4.2302	0	0.06093	0		22.67387	1.07671	2.34333	0	0.81108	0.05784	0	0.87882	0.06093	0
Healthy	26.32077	3.05061	0.24778	0.00058	0.32606	0.01864	0		32.36244	3.24705	8.42977	3.26325	0	1.70933	0.32606	0.07003	0.01864	0.01272
Healthy	37.05246	10.00673	0	0.018	1.15143	0	0		18.01938	0.42627	9.59376	3.39412	0	0.36466	1.15143	0.02665	0	0.22875
Healthy	10.65626	4.99253	16.4746	0.25124	0	0.42185	0		7.0108	0	8.54518	1.48469	10.5995	0.00196	0	0.06398	0.42185	0.64845
Healthy	15.27209	3.09986	0	0.03134	0.14457	0	0		5.53006	0.12774	0.83522	0	0	0.02929	0.14457	0	0	0.03319
Healthy	52.61867	3.808	0.06226	0.03924	0.09098	1.54568	0		1.01419	4.61733	0.95023	1.29762	0.00353	0	0.09098	3.69555	1.54568	0
Healthy	31.05655	1.58448	0	0.07583	0	0	0		21.28276	1.1831	4.4502	8.62482	0	0	0	0	0	0
Healthy	92.02535	1.50752	5.0916	0	0	0	0		0.65403	0	0	0	0	0	0	0.1017	0	0
Healthy	50.35214	2.27965	0.10554	0.25675	0.02172	0.02861	0		6.0521	2.34859	0.28907	5.2826	0	0.2548	0.02172	0.04483	0.02861	0
Healthy	34.71045	9.07744	0	0.79681	0.43965	0.35913	0		13.55958	7.80024	0.02996	1.28029	0.27414	0.033	0.43965	0.01461	0.35913	0
Healthy	21.5419	5.76359	0.08787	1.31337	0.37631	0	0		20.78452	1.39235	0.73712	3.36873	0	0.00703	0.37631	0.01256	0	0
Healthy	14.44717	0.10933	6.63881	0.11897	0	0	0		15.24657	0.28506	3.09492	0.31191	0	2.02211	0	0	0	0
D006973	22.22951	6.90761	24.09691	0.00286	0.02152	0	0		0.40237	0	0	0	0	0.00448	0.02152	0.00749	0	0
Healthy	43.39736	7.55326	0	0.03655	0.106	0.07743	0		2.35519	4.8618	0.32312	0.66851	0	0.02839	0.106	0.00395	0.07743	0.18957
Healthy	61.46286	3.37425	0.02937	0.17428	0.08966	0	0		10.82104	2.65348	4.12254	0.06528	0	0	0.08966	0.02859	0	0
Healthy	7.26475	15.2558	6.99916	0	1.16741	0	0.04801		40.89378	0	3.90077	0	0.71112	3.17463	1.16741	0	0	0
Healthy	4.70643	3.93493	8.47483	0.01206	3.22833	0.05299	0		28.36723	1.18	3.15578	2.26548	8.58242	3.24363	3.22833	0.02041	0.05299	0.00837
Healthy	45.994	9.07805	0	4.4886	0.66879	0.07281	0		12.70828	3.2714	0	3.59902	0	0.16048	0.66879	0	0.07281	0
Healthy	56.31021	3.5383	0	0.68001	0.0715	0.02468	0		25.61626	1.53287	0.016	3.63111	0	0.05776	0.0715	0.37598	0.02468	0.02603
Healthy	6.89327	0.00584	63.5736	0	0	0	0.91644		0.03276	0	0	0	0	0.15801	0	2.10563	0	0
Healthy	27.77674	4.03225	0	0.49681	0.06718	0.57947	0		4.48996	12.20269	0.1398	1.06258	0	0	0.06718	0	0.57947	0.12188
Healthy	92.48165	1.36302	4.79591	0	0	0	0		0.69422	0	0	0	0	0.00834	0	0.05568	0	0
Healthy	31.35681	5.91984	0	0.00699	3.6776	0	0		4.67138	2.48998	0.06332	0	0	0	3.6776	0	0	0.35731
D006973	74.12413	0	0.87792	0.45903	0.00849	0.01637	0		3.52313	7.69133	0	0	0	0	0.00849	0.03568	0.01637	0
Healthy	11.90869	8.56116	0.03607	0.45698	0.09633	0.35196	0		8.20025	15.577	0.11077	1.65023	0	0	0.09633	0	0.35196	0.09678
Healthy	56.27172	1.44884	0.01048	0.02235	0.00856	0	0		27.67931	0.58023	0.15074	0.0191	0.61392	0.10882	0.00856	0	0	0
Healthy	5.82238	8.84645	0	0.05601	0	0	0		19.82791	0.32577	5.79033	0	0	0	0	0	0	0
Healthy	30.5575	1.42802	0	0	0	0	0		12.4706	49.7549	0	0	0	0	0	0.30319	0	0
Healthy	74.2414	6.16861	0.19702	0.00048	0.09144	0.09552	0		5.05638	2.47266	0	1.4038	0	0.01322	0.09144	0.12271	0.09552	0.05835
Healthy	63.85918	8.14762	1.58934	0.00869	0.11694	0.08712	0		4.00389	4.15805	1.77857	1.14465	0	0.03801	0.11694	0.13076	0.08712	0.06941
Healthy	44.0166	0.18969	1.18257	0.30519	0.94984	0	0		6.01233	1.2099	0.00231	0	0	0.02009	0.94984	0.05835	0	0.04844
D006973	19.08123	29.47124	0.01585	4.19773	0.32441	0.08611	0		3.61922	0.2728	0.59252	0	0	0.04334	0.32441	0.00787	0.08611	0.03119
Healthy	54.22793	6.77167	0.02717	10.9664	0.20577	0	0		8.01665	4.61096	0	0	0	0.03296	0.20577	0.02008	0	0.10709
Healthy	7.45063	7.50621	0	0.58621	0.06931	0.00433	0		34.96723	0.95774	5.04655	0.68468	1.31384	0.29205	0.06931	0.02271	0.00433	0
Healthy	70.39841	6.67373	0.23361	0.27777	0.03927	0.12392	0		6.7935	2.56384	1.46764	0	0	0.62767	0.03927	0.00773	0.12392	0.01877
D006973	41.61858	20.4338	0.3838	0	0	0.54036	0		0.57184	0.35338	0	0	0	0	0	0.11552	0.54036	0.00791
Healthy	10.45219	13.11976	0.00309	0.00441	0	0	0		26.42567	4.88582	17.0304	0	0	0.13458	0	0.07893	0	0.03917
D006973	68.56623	13.3278	0.36851	1.24967	1.04527	0.0311	0		4.71718	0.39502	0.17376	0	0	0	1.04527	0	0.0311	0.01384
Healthy	47.20961	2.72869	0.02339	3.10125	0.57964	1.39963	0		3.71935	3.46089	1.63918	1.94532	0.02611	0.04352	0.57964	5.09366	1.39963	0
Healthy	22.51374	6.66951	1.592	0.5402	3.61287	0.46929	0.02484		25.38143	0.77582	2.02662	0.21396	0	0.91443	3.61287	0.02906	0.46929	0.18644
Healthy	88.80577	1.97956	0.39698	0.84199	0.0357	0	0		3.95109	0.83098	0.01546	0.05636	0	0.30918	0.0357	0	0	0.01007
Healthy	55.47584	3.12444	0	2.42037	0.2266	0.32733	0		6.7284	0.462	0.32197	0	0	0.09446	0.2266	0.0794	0.32733	0.00219
Healthy	0.00378	0.00063	5.30433	0	0	0	0		5.06807	0	0	0.00122	0	0.02053	0	0	0	0.00919
Healthy	29.99589	22.51646	0.11974	0.00867	0	0.03622	0		28.37237	2.07049	0.98273	0	0	0.02158	0	0.00121	0.03622	0.07984
Healthy	39.90467	15.6651	0.14568	1.29565	0.04008	0	0		20.3958	1.44533	0	0	0	0.22923	0.04008	0.01017	0	0
Healthy	51.28457	3.51086	0.19218	0	0.11124	0	0		27.31611	0	0	0	0	1.80732	0.11124	0	0	0
Healthy	56.52943	8.24418	1.63128	0.01269	0.13174	0.1043	0		2.72289	5.20539	2.25788	1.4371	0	0.05997	0.13174	0.14581	0.1043	0.07473
Healthy	18.16414	16.59845	1.86282	0.13608	1.97135	0	0		21.5874	1.3066	9.60666	0.80384	0.46484	5.88432	1.97135	0	0	0
Healthy	29.25936	0	0.00914	0	0	0	0.03121		0	4.27907	0	0	0	7.02442	0	0	0	0
Healthy	0.17184	0	99.3463	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	38.48938	5.92228	0.02692	0.01843	0.31079	0.01262	0		10.84597	1.7509	0.8393	1.38979	0	0.02009	0.31079	0.46129	0.01262	0.04927
Healthy	42.84489	2.98849	0	0.09064	0	0	0		37.59467	1.33855	0	1.10074	0	0	0	0	0	0
Healthy	18.92251	6.24231	1.61551	0.09089	0.04012	0.02249	0		49.1509	0	2.38069	0	0.37332	0.09256	0.04012	0.02563	0.02249	0
Healthy	17.98694	1.0815	0	0	0	0	0		58.2224	0.73266	0	0.15436	0	0	0	0	0	0
Healthy	4.07808	3.2711	0	0.05539	0.12651	0.04365	0		59.30929	0.71721	5.78053	0.27872	4.54308	0.0606	0.12651	0.01126	0.04365	0
Healthy	62.89047	1.37762	0	0	0	0	0		21.2987	4.11965	0	4.81208	0	0	0	0	0	0
Healthy	12.99431	6.04637	21.1738	0.13816	0.33167	0.03903	0		18.25151	0.87779	0.04089	3.63102	0.81977	1.24908	0.33167	0	0.03903	0
Healthy	43.9302	7.30487	0	0.02085	0.08819	0.0803	0		2.44182	4.81878	0.35632	0.70553	0	0.03694	0.08819	0.00193	0.0803	0.2305
Healthy	54.35726	6.88307	0	4.98219	0.84446	0.14952	0		7.49474	3.33427	0	2.90037	0	0	0.84446	0	0.14952	0
Healthy	28.4711	15.81325	0	0	1.09278	0	0		11.34262	0	0	0	13.65711	0	1.09278	0	0	0
Healthy	52.89243	1.34331	0	0.17197	0.22724	0.08643	0		14.75114	1.7462	0	2.73513	0	0	0.22724	0.04398	0.08643	0.0225
Healthy	20.65527	2.17337	0.00997	2.10793	0.21213	0.17241	0		13.23618	4.89322	0.01155	6.14472	12.9929	0	0.21213	0.13411	0.17241	0.00775
Healthy	30.83209	2.76153	3.74954	0.23787	0.03156	0.24935	0		12.62105	17.17027	3.11807	0.81451	0	0	0.03156	1.23637	0.24935	0
Healthy	47.99625	2.69951	0	3.14765	0.66573	1.37307	0		3.82725	3.71238	1.64681	2.04513	0.0457	0.08921	0.66573	0.074	1.37307	0
Healthy	65.09562	0.61694	0	0.29458	0	0	0		8.67648	2.70767	6.88277	0	0	0	0	0	0	0
Healthy	56.32563	1.17833	0.16773	2.28186	0.35906	0.13521	0		13.27475	2.24869	0.05532	0.85922	0	0.00651	0.35906	1.02071	0.13521	0.02167
Healthy	14.34095	5.80953	0.0298	1.46997	0	0.02902	0		6.97518	2.41778	1.34533	0	0	0	0	0.01532	0.02902	0
Healthy	37.43503	1.34218	0.82726	0.01762	0.88305	0.44981	0		0.36828	5.94989	0.71916	2.81368	0	0.02664	0.88305	0.68236	0.44981	0.01399
Healthy	39.66948	5.70376	0	0.66598	0.49996	0.1164	0		18.19845	0.86786	0.09449	0	0	0.43099	0.49996	0.04638	0.1164	0.0131
Healthy	25.53455	1.07191	0	4.86659	0.14939	0	0		16.07936	2.68707	2.28292	3.62315	5.49142	0	0.14939	0.25015	0	0
D006973	27.67727	13.33734	0.06131	0.05517	0.48196	0.13073	0		4.78873	2.27003	0	2.35896	0	0	0.48196	0	0.13073	0.05792
Healthy	1.49399	13.70012	27.6154	0	0.57822	0	0.00015		14.95221	0.05783	0.06473	0	0	0.9062	0.57822	0.21715	0	0.39183
Healthy	26.44116	0.4862	0	0	0	0	0		13.98306	6.3612	0.96731	1.83164	17.6933	0	0	0	0	0
Healthy	46.3665	12.10055	0.17154	0	0.06912	0	0		32.31142	0	0.54766	0	0	0.01493	0.06912	0	0	0
Healthy	50.16217	3.84265	1.05364	0.29491	0.66032	0.18762	0		0.83181	1.78416	0.57121	0	0	0	0.66032	0.38421	0.18762	0.01457
Healthy	53.61391	5.41627	0.07806	0.06566	0.0421	0.00309	0		0.99503	2.96743	0.12642	2.01272	0	0.03325	0.0421	2.74908	0.00309	0
Healthy	37.16457	0.23224	0	0	0	0	0		29.1242	2.63679	5.93404	0.0541	0	0.27393	0	0	0	0
Healthy	11.52338	7.95785	13.9963	0.21463	0.57344	0.18521	0.00138		7.72942	0.34674	0.03094	2.04255	0	0.79952	0.57344	0.38019	0.18521	0.28933
Healthy	8.61159	0.00403	1.97488	3.72896	0	0	0.01105		0.02521	2.32923	0	0	0	0.15302	0	0.00542	0	0.00572
Healthy	56.15955	4.66986	0	5.97047	0.06438	0	0		5.05781	5.91786	0	3.69182	0	0.46318	0.06438	0.06387	0	0
Healthy	13.92505	11.04001	0	1.53753	2.19439	0.00557	0		13.34716	1.88038	6.18609	0.14678	0	0.15456	2.19439	0.10272	0.00557	0.04494
Healthy	13.4367	16.595	1.47459	0	0	0	0		26.86308	0.53127	10.2421	1.69929	0	0.3897	0	0	0	0.6945
Healthy	57.03201	1.81866	0.3254	0.61745	0.03471	0	0		1.84236	9.87333	0.23259	0	0	0	0.03471	0.03676	0	0.01187
Healthy	46.17114	0	2.7942	0.08939	0	0.02326	0		12.19507	33.1552	0.05386	0	0	0.045	0	0.39162	0.02326	0
Healthy	40.1516	0	10.0015	0.15628	0.23655	0.0209	0		1.59126	0	0	17.6242	0	0.13998	0.23655	0	0.0209	0
Healthy	22.76765	4.53577	1.38799	1.9211	0.49135	0.13915	0		8.07975	6.04069	0.70141	1.32781	0.04177	0	0.49135	0.22781	0.13915	0.04209
Healthy	74.21937	6.34596	0.25207	0.46264	0	0	0		8.70872	0.00397	0	0	0	0.16709	0	0.01173	0	0.00078
Healthy	17.59562	8.91852	0.07561	0.30777	1.31661	0.08894	0		39.09351	1.42948	1.60585	0.79778	2.40259	0.19524	1.31661	0.04829	0.08894	0.1218
Healthy	30.27738	2.76657	3.66633	0.29907	0.01594	0.19456	0		13.1076	17.00526	3.22159	0.81752	0	0	0.01594	1.35461	0.19456	0
D006973	85.95347	0.84472	0.02627	0.17511	0	0.10969	0		3.43406	0.88808	0.01433	0	0	0	0	0.048	0.10969	0
Healthy	5.27892	3.84478	0.83901	0.07138	0	0.18604	0		6.97978	0.17533	22.43131	6.90482	0	0.0814	0	0.20562	0.18604	0.15821
Healthy	31.50932	0.49956	7.15652	1.51314	0.01238	0.30347	0		2.41414	0.53377	0.69795	5.06962	0	0	0.01238	0.0431	0.30347	0
Healthy	38.66583	17.6109	0	0	0.13632	0	0		33.17414	0	0	0	0	0.75743	0.13632	0.34175	0	0
Healthy	34.57305	4.16388	0.19677	0.02032	0	0.02988	0		1.98244	4.86069	1.89533	2.69027	0	0.04636	0	0	0.02988	0
Healthy	15.21434	16.98066	0	0.07442	4.21812	0	0.03671		17.14042	1.60755	0.00105	3.91103	0	0.26814	4.21812	0	0	0.00958
Healthy	15.91875	5.38808	7.71781	0.08838	1.27449	0	0		12.28677	0.59036	0.84083	0	0	14.23795	1.27449	0.00805	0	0
Healthy	44.30344	3.27628	17.4171	0.05176	0.41828	0.01556	0		4.4081	4.09378	0.0304	0	0	0.19981	0.41828	0.32208	0.01556	0
Healthy	19.35085	12.87294	0	0.03037	0.16236	0	0		26.02062	0.25535	0.08944	0.78637	0	0.15871	0.16236	0.0828	0	0.0039
D006973	34.65047	22.13192	0	0.32386	0.0812	0.11843	0		13.37539	1.82463	0.15542	0.2507	0	0.00331	0.0812	0.00546	0.11843	0.01024
Healthy	34.95335	5.52008	0	5.9298	0	0	0		20.16807	2.09382	0.66644	0	0	0.70932	0	0.02601	0	0
Healthy	9.24653	3.05349	0	0	0	0	0		0.62434	0.93379	0.18904	0	0	0	0	0.14638	0	0
Healthy	34.83076	13.63643	0.10395	0.57633	0.27455	0.31051	0		10.85923	1.92234	0.12917	4.5288	0	0	0.27455	0.11547	0.31051	0.02211
Healthy	40.03616	4.87011	0.16068	0	0.18821	0	0		16.43143	0.44327	0.01571	0	0	0.09723	0.18821	0.01553	0	0.02354
Healthy	32.90695	1.36351	0	0	0	0	0		11.80033	49.3671	0	0	0	0	0	0.20859	0	0
Healthy	7.02435	11.94591	2.14707	0	2.36626	0	0		15.9579	1.11621	0	0.45291	0	0	2.36626	0	0	0
Healthy	62.061	0.82168	0.01098	0.63126	0.10878	0.02569	0		11.43972	1.57195	0.03857	7.55856	0	0.04412	0.10878	0.12582	0.02569	0.00889
Healthy	41.85175	0	11.5426	0.15248	0.21004	0.01842	0		1.45453	0	0	18.1661	0	0.17368	0.21004	0	0.01842	0
Healthy	1.06779	6.87088	1.50484	0	1.49455	0.0237	0		34.3164	0.20747	10.85392	0.19003	6.63654	0.81814	1.49455	0.01068	0.0237	0.19337
Healthy	70.97358	7.75409	0.01154	0.85468	0.03848	0.00133	0		0.87248	1.74092	2.61938	0	0	0	0.03848	0.02299	0.00133	0
Healthy	4.65178	2.22417	1.65962	0.07641	1.57654	0.00046	0.02943		23.83988	0.5139	6.72694	0	1.63292	19.48389	1.57654	0.00678	0.00046	0.03157
Healthy	15.32971	3.31101	8.78375	0	4.57511	0	0		7.23867	0.4252	4.84148	0	0	1.05054	4.57511	0.02296	0	0
Healthy	24.64968	6.08888	0	5.79825	0	0	0		29.00089	1.75059	2.47337	0	0	0.4134	0	0.05187	0	0.00387
Healthy	19.99759	11.721	0	1.37364	0.98172	0.00347	0		24.05722	0.94608	0	1.19671	0	0.01278	0.98172	1.13347	0.00347	0.1359
Healthy	45.74081	3.54985	0.07433	0.24467	0	0.0611	0		5.51617	4.20917	0.97302	3.15459	0.0527	0	0	0.02368	0.0611	0
Healthy	18.63321	9.3951	0.35776	0.13222	1.36756	0.14221	0.00026		25.07007	5.03668	3.622	0.53773	0.26311	0.65712	1.36756	1.16578	0.14221	0.38592
Healthy	20.18488	18.07157	0.28069	7.24791	0	0.05295	0		6.33741	0.41713	0.05279	0.45051	0	0	0	0.14672	0.05295	0
Healthy	56.88108	2.86281	0	0.17831	0	0	0		13.67274	0	12.1993	5.91892	0	0	0	0	0	0
Healthy	55.82823	4.78221	0	6.19596	0.05665	0	0		4.83223	5.92865	0	3.55331	0	0.43515	0.05665	0.12293	0	0
D006973	89.86496	2.23111	2.33414	0.38627	0.01858	0.01046	0		0.21555	0.51925	0	0	0	0.01725	0.01858	0.02263	0.01046	0
Healthy	32.0731	3.71994	0	2.98424	0.0476	0.43122	0		24.22755	6.16379	0.16947	1.16234	0	0	0.0476	0.32185	0.43122	0
Healthy	17.60423	10.31654	0	0	0	0	0		28.10445	0.22132	7.43489	1.40376	0.39262	0.29468	0	0	0	0
Healthy	9.0175	18.5606	0	1.21066	1.86686	0	0		15.54098	0.27272	0	0.45756	0	0	1.86686	0.68499	0	0.69813
Healthy	57.7349	11.885	0	0	0	0	0		30.3801	0	0	0	0	0	0	0	0	0
Healthy	34.04334	7.23554	0	0.02934	0.18821	0	0		27.86185	0.25046	2.68433	0	0	0.08695	0.18821	0	0	0
Healthy	50.08119	6.30317	0	0.24758	0.57421	0	0		18.19148	0.95766	0.68281	1.88641	0	0.54606	0.57421	0	0	0.16262
Healthy	50.1466	1.71029	0	1.64733	0.32197	0	0		20.76858	1.9077	0.30366	0.94706	0	0.14412	0.32197	0.01101	0	0
Healthy	52.8358	5.13381	0.59558	0.22701	0.04989	0	0		1.53271	6.69003	0	2.11754	0	0.06265	0.04989	1.69377	0	0
Healthy	0.00833	0.00181	82.805	0	0	0	0		0	0	0	0	0	4.58809	0	0	0	0
Healthy	13.44352	10.45571	0	0.94444	0.85532	0.05792	0		18.27437	3.28904	0.13989	2.60293	0	0.5241	0.85532	0.02636	0.05792	0.11472
Healthy	18.96598	3.7023	0	1.15823	0.07502	0.45755	0		19.2545	9.35544	0.37993	2.74672	0	0	0.07502	0.33358	0.45755	0.02144
Healthy	39.9607	5.15679	0	0.69383	0.01291	0.00175	0		17.50598	2.30631	0.36147	0	0	0.05621	0.01291	0.01354	0.00175	0.00477
Healthy	14.31116	0.63606	0.27603	0	0	0	0		27.96496	3.24193	33.90792	0	0	0.05104	0	0.11217	0	0
Healthy	4.50023	0	0.18035	0	3.81318	0	0		0.27299	1.28199	0	0	0	0.29204	3.81318	0.01764	0	0.03528
Healthy	56.266	5.00491	0	5.9785	0.04771	0	0		5.07182	6.29659	0	3.57996	0	0.5862	0.04771	0.17233	0	0
Healthy	11.62445	3.49239	30.1684	1.1171	0.91329	0.0795	0.00705		3.18816	7.4613	1.75505	8.00066	0.09692	0.92104	0.91329	0.11466	0.0795	0.04201
Healthy	59.20826	3.79727	0	0.04775	0.42755	0	0		16.50009	0.95064	7.31116	0	0	0	0.42755	0	0	0
Healthy	32.22378	3.34182	0	3.08774	0.08662	0.47047	0		23.37176	6.37271	0.2359	1.12065	0	0	0.08662	0.34375	0.47047	0
Healthy	5.54585	0	0	0	0	0	0		69.55627	0.33721	3.68892	0	12.5629	0	0	0	0	0
Healthy	8.87523	5.73861	0.1208	1.66666	0.78574	0.00465	0		11.35727	2.68832	31.46997	8.54543	0	0	0.78574	0.04747	0.00465	0.06956
Healthy	27.86813	4.18567	0	1.01856	1.04391	0.05587	0		12.19708	5.92809	1.28963	7.02096	0.40335	0	1.04391	1.05033	0.05587	0.06738
Healthy	22.20514	10.26358	0	0.01796	0.12765	0.022	0.0038		17.53426	0.72298	2.04806	4.72256	2.51116	2.29294	0.12765	0.01549	0.022	0
Healthy	33.09346	2.47279	0.03912	0.25238	0.13535	0.87425	0		1.61941	2.37126	1.93174	4.15876	0.23143	0	0.13535	0.02945	0.87425	0.02565
Healthy	7.03219	16.51921	0	0	0	0	0		6.40014	0.24173	28.41468	0	0	0.17413	0	0.00468	0	0.11341
Healthy	38.85877	1.27171	0.60083	0.03376	0.873	0.42072	0		0.41168	6.04927	0.64452	2.8265	0	0.0456	0.873	0.77657	0.42072	0.01728
Healthy	38.67255	7.37639	0.05911	0.35714	0.71676	0.0675	0.00152		10.12739	0.73931	5.98997	1.31389	0	0.08174	0.71676	0.05291	0.0675	0.24112
Healthy	14.95767	1.53418	0	0	0	0	0		4.60121	1.20527	8.99682	0.8087	0	0.01691	0	0	0	0
Healthy	20.1999	6.00038	0	0.00462	0.87971	0	0		42.80271	0.73187	17.24561	0	0	0.51558	0.87971	0	0	0.042
Healthy	52.43611	0.69305	0	0	0	0	0		23.17752	3.31301	2.11265	0.99691	0	0.18812	0	0	0	0
Healthy	18.62582	2.33905	0.3829	0.02087	0.25159	0.01959	0		19.29362	0	9.00499	6.09959	1.28516	0.25744	0.25159	0.03936	0.01959	0.15434
Healthy	8.96417	3.80278	10.3109	0.25265	1.29893	0.72076	0		1.10433	2.91905	1.90293	0	0	0	1.29893	0.07933	0.72076	0.15513
Healthy	0.00985	0	76.9175	0	0	0	0.2525		0.11079	0	0	0	0	0.38853	0	0	0	0
Healthy	29.93152	1.19999	0	0.25018	0.67391	0.12106	0		4.45262	4.90069	4.57981	5.17489	0	0.00515	0.67391	1.08081	0.12106	0.03523
Healthy	19.67703	8.90457	0.0636	0.00356	0.1506	0.10155	0.00616		10.83284	2.72149	6.72262	0	0	8.38638	0.1506	0.05042	0.10155	0.00598
Healthy	17.92615	17.09608	0	0.32458	1.00303	0.10535	0		17.9189	1.21328	2.55882	5.47243	5.67771	0.54636	1.00303	0.04392	0.10535	0.02444
Healthy	31.14839	10.20484	0.02218	0	0	0	0		42.31668	0	0.00553	0	0	0.04475	0	0.14644	0	0.05049
Healthy	76.85553	0.99026	0.00841	0	0	0	0		10.69293	0	0.0014	0	0	0.16847	0	0.06999	0	0
Healthy	32.22739	6.61904	0.15005	1.44825	0.20741	0.05634	0		6.58515	9.80187	0.6934	5.33743	0.18688	0.00926	0.20741	0.15149	0.05634	0.01559
Healthy	37.89358	1.74445	0.11262	0.34439	0.4799	0.05384	0		3.52614	7.92476	1.04971	0	0	0	0.4799	0.00522	0.05384	0
Healthy	8.57297	5.89527	0.3216	0.16782	0.42917	0.15744	0		32.07273	0.51447	11.66402	1.57656	0	0.70967	0.42917	0	0.15744	0.2312
Healthy	15.23046	21.80326	0.0382	0.17961	0.45753	0.28306	0		24.18858	0.66193	3.06612	0	0.18574	0.00774	0.45753	0.24455	0.28306	0
Healthy	61.20899	2.18151	0	0	0.61621	1.7125	0		4.13482	3.58294	0.0025	3.8456	0.10866	0	0.61621	0.10438	1.7125	0
Healthy	31.32003	3.6361	0	3.21734	0.03955	0.49759	0		23.74565	6.05668	0.24725	1.16182	0	0	0.03955	0.27898	0.49759	0
Healthy	34.40311	38.08723	0.01536	0	0.03609	0	0		11.5957	0	0.78302	1.43944	0	0	0.03609	0.56014	0	0
Healthy	32.22107	2.1211	0	0	0.01564	0	0		23.7461	3.76608	6.05088	4.42828	0.56772	2.7731	0.01564	0.37712	0	0
Healthy	0.00421	0	99.3324	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	76.934	2.76636	0	0.02982	0.239	0	0		6.29628	3.27006	1.03638	0	0	0.01218	0.239	0	0	0
Healthy	30.14135	5.1976	0	0.00834	0.20832	0	0		9.17758	0.67985	0.87382	0	0	0.15263	0.20832	0	0	0
Healthy	51.78164	1.29254	0	0.16061	0.22944	0.05515	0		14.61272	1.73151	0	2.65299	0	0	0.22944	0.04865	0.05515	0.02991
Healthy	20.864	44.34057	0	0	0.27293	0.12984	0		2.98327	0	6.29325	0	5.73709	0	0.27293	0	0.12984	0
Healthy	28.48077	3.93361	0	0.35696	0.09411	0.558	0		6.81091	11.79764	0.11404	1.08178	0	0	0.09411	0	0.558	0.11538
Healthy	51.84977	3.02655	0.21538	0	0.05285	0.06348	0		4.22041	0.86099	0	11.4452	0	0.04787	0.05285	0.03015	0.06348	0
Healthy	58.45059	1.77502	0	0.20796	0	0	0		4.69129	1.48922	0.55358	0	0	0	0	0.03674	0	0
Healthy	34.98531	4.01979	0.31683	0.01046	0	0.0076	0		1.72415	5.10344	1.93644	2.71854	0	0.04692	0	0	0.0076	0
Healthy	41.37463	11.419	0.04164	3.63964	1.15313	0	0		23.80849	0.75656	0.03075	0	0	0.33205	1.15313	0	0	0
Healthy	50.62838	16.19465	0.09185	0.54442	0.13671	0.01281	0		5.97067	4.45694	0.26486	0	0	0.00362	0.13671	0.09623	0.01281	0.01149
Healthy	53.70747	5.29132	0.11803	0.07572	0.03061	0	0		0.69477	3.11569	0.13634	2.03656	0	0.02294	0.03061	4.40507	0	0
Healthy	83.57456	0	0.18718	0	0	0	0		4.99754	0	0	0	0	0.24268	0	0.03065	0	0
D006973	13.80834	41.29204	0.8562	0.43566	0	0	0		29.51266	0.79874	4.93069	0	0	0.24178	0	0.00138	0	0.00937
Healthy	38.40784	0	0.35282	0	0	0.00266	0		22.44835	0.0034	0.2972	0	0	0.39834	0	0.23364	0.00266	0.11416
Healthy	12.58155	9.57316	0.10696	0.00571	0	0	0		22.19163	0	0	0	0	0.01265	0	0.06988	0	0.08943
Healthy	56.04423	1.94873	0	0.05599	0	0.39031	0		1.35342	14.57718	1.28065	2.97181	0.6732	0	0	0.03832	0.39031	0
Healthy	7.24285	2.0456	1.36054	0.07199	1.39747	0.00529	0.03337		22.92103	0.47572	6.54725	0	1.51831	19.22285	1.39747	0.00767	0.00529	0.03959
Healthy	12.82694	8.53969	0	0.10204	0.25778	0.00744	0		50.82137	0.00174	1.79932	0.59701	0.41172	0.58033	0.25778	0.03846	0.00744	0.09832
Healthy	6.84049	0	5.28272	0	4.75024	0	0		2.29972	0.00354	0	0	0	0.05098	4.75024	0	0	0
Healthy	58.77108	6.07693	0.67371	1.37251	0.21746	0.2493	0		20.32889	0.69237	1.38653	0.41002	0	0.06608	0.21746	0.00132	0.2493	0.01185
Healthy	21.77528	0.88408	0.5889	0.02924	2.24086	0	0.08105		25.33694	0	0.36687	1.66715	0	15.1316	2.24086	0.11723	0	0
