c	Negativicutes	Coriobacteriia	Actinomycetia	Gammaproteobacteria
Healthy	-0.0436106351760927	-0.555752164203925	-0.864803720393399	-0.942219823205418
Healthy	-1.93854752091281	-1.22892721677881	-0.754635412365237	-1.38605252321965
Healthy	-0.564251163835624	-5	-0.0971652359952702	0.304669292772295
Healthy	0.683454111105498	0.491033747759159	1.15191322113061	-1.20474581741912
Healthy	0.500464268690234	-0.206447075913407	0.0641995820270581	-0.228434565083464
Healthy	0.315323667613782	-0.496359099486777	1.10330005777083	1.34715509116996
Healthy	0.414761159992989	-0.312141207271612	0.188146330894504	1.14232813490194
Healthy	-5	-5	-5	-5
Healthy	-1.10868560061786	0.37376686840687	1.83585297360024	-5
Healthy	-5	-1.28017171374567	-0.968914851960519	-0.731164710003414
Healthy	-0.428698874433731	-0.485186705000715	-5	-0.93979337893265
Healthy	-5	-5	-5	0.297390601631986
Healthy	-1.36804917374078	-1.16165473122401	-5	-0.387269109251658
Healthy	-0.890927919021121	-1.01367622294923	-5	-5
Healthy	0.266499813103078	-0.524968377933594	0.134298259474955	-0.234547528833561
Healthy	1.04407346670993	-5	-0.722070053353081	-0.00555086298596401
Healthy	-0.131478991648433	-1.48571795213962	-1.9115095298176	-1.00217691925427
Healthy	-0.396238739391713	-0.487342281167402	-2.17783192063198	-1.00454031337894
Healthy	1.11266431085135	0.161897817711946	1.07682897318921	-5
Healthy	-1.26296646866612	-0.223073738410627	0.118473058080545	-0.541770201776432
Healthy	0.780293544130071	-1.39804859586648	0.887898488096872	-5
Healthy	1.2622448102002	-0.151669221390676	0.748805681693747	-0.499159995382212
Healthy	-0.441159481576661	-0.641532136123079	-0.249923800432165	0.207954652501947
Healthy	-1.61225434039114	-2.6458915608526	1.88220305246204	0.382191806430744
Healthy	0.67768814724958	-5	-5	-0.390096252811458
Healthy	-5	0.492297919490496	-1.24772101453988	-0.281581358170344
Healthy	-0.174281854103789	-0.0438892230612707	0.544190870276309	-0.492306007345083
Healthy	0.38743254172803	-0.444796689012858	-0.928338876558212	-1.91470942176993
Healthy	0.623557323407696	-5	-0.674730698266926	0.802889293799591
Healthy	0.233267776923847	-5	-5	-1.83564714421556
Healthy	-2.68613277963085	-0.348363453325772	-2.80687540164554	-0.538081488191045
Healthy	-5	-0.885923039175911	-5	0.695446651329333
Healthy	-5	0.625892494923303	1.22821345892805	0.251460573491714
Healthy	-2.33818731446274	0.994200092992005	1.44766105619704	0.500023667813675
Healthy	1.04226631702596	-5	-0.735890843694192	-0.0107148538747678
Healthy	-5	0.515377033954657	-5	-0.388797307817826
Healthy	-2.54211810326601	-0.197780610273388	-0.112686587072809	0.468887646476917
Healthy	-5	-0.916748282778397	-5	0.0816353015029508
Healthy	-2.42829116819131	0.197112322602376	1.40595442475485	1.4364395209235
Healthy	-5	-1.95116991347165	-1.19531548509306	0.824215027671358
Healthy	-0.283412422324308	-5	1.23128298722504	-0.000778083715473187
Healthy	0.616077271840093	-0.817015032996418	-0.302256436198012	-0.959358108455463
Healthy	-5	-0.372091614314973	0.0244487223627445	-0.166687109797217
Healthy	0.784204909368237	-5	-5	-0.930368897379657
Healthy	0.178502127629101	-5	-0.0350053792918863	-5
Healthy	-5	-1.06696850489759	-1.13548891894161	-0.280859380304785
Healthy	-5	-0.87328429631426	0.258931660447833	-0.583043454609657
Healthy	0.78344046595093	-2.34486156518862	-0.498174206727651	-0.758752448736284
Healthy	-5	-0.177459267523944	-0.100546122433715	0.507693992654917
Healthy	0.490685910459085	-0.668896773623501	-0.787892334452341	-0.882397308309916
Healthy	0.5648411667769	-5	-1.32569011105852	-0.831502516476967
Healthy	-0.649151364633658	-0.59444875171769	-0.418220954271541	-1.9072793553159
Healthy	0.839673467342861	-0.0803676203455528	0.426281854261306	0.399720435904855
Healthy	-5	-1.33049716589566	-1.06148027482351	-0.69103029182175
Healthy	0.771161060438499	-0.16366955351604	1.19291714535997	0.477451193165175
Healthy	-2.32790214206428	-0.620313848093045	-0.00769396356281621	-0.757632523088562
D011236	-5	-1.54500278269054	-2.99139982823808	-0.508204228686409
Healthy	0.929648785482494	-0.718262328293082	-0.231213953091986	-0.51934641115663
Healthy	-0.00954570394594148	-5	1.09485912998255	-5
Healthy	0.0325583260594398	-2.01322826573375	-0.415917661481628	-0.280395293036378
Healthy	0.419731112268774	-1.25547232652743	-0.0996110205985424	-0.190480686730583
Healthy	0.0684196496837736	0.0260999796408983	-0.220288096973783	0.00727824733424441
Healthy	1.25363430052	-0.146028159432728	0.731814314130735	-0.568668406994174
Healthy	0.530814193504616	-0.172417509682695	0.392100487861316	-0.221479756106773
Healthy	0.937795130123942	-0.749067929799886	-1.28382965214015	1.06853575468981
Healthy	-0.957542625425679	-1.18065351591955	0.190233620600687	-0.434541804904012
Healthy	-5	-0.595611064469456	-5	-0.436174937748508
Healthy	-1.18190613085336	-5	-5	-5
Healthy	0.981478374709892	-1.75970041799729	-5	-0.754068045661398
Healthy	0.365272656236418	-1.24733705687903	-0.170664058398774	-0.977324238046272
Healthy	-0.491928383400625	-5	-5	-1.485053994692
Healthy	0.075402035407543	-0.135827374497988	-0.0516970787232204	0.572622573478683
Healthy	1.43632774300883	-1.82535880733955	-5	0.320590742907043
Healthy	-3.35654732351381	0.327465195799859	0.579247254748209	-0.495230195702161
Healthy	0.270799909417093	-5	-1.53565951537233	-0.763236077812193
Healthy	1.04152334865803	0.614111191102004	0.6833892931833	0.324566403393517
Healthy	0.818636892787476	-5	1.3779453811891	0.0215035318434545
Healthy	-0.164195322321245	-0.955970090053534	-1.3101585908625	-5
Healthy	-5	-0.353547259107063	-0.248436079929623	-0.429608856220169
Healthy	-5	-0.716156242204156	0.228726213962935	-0.667561540084395
Healthy	-5	-5	-5	-5
Healthy	-0.798520941053911	0.112397187486525	0.643946898659506	-0.926978545640261
Healthy	0.938762822009655	-0.36276051220107	0.283866348473469	-0.239909396081697
Healthy	0.213517756996305	-5	1.33301599039862	0.413244425737604
Healthy	0.623835192553439	-5	-5	-0.560967467879587
Healthy	-0.0609302500765758	0.0749480250975988	-0.754857627347038	-1.10812816955442
Healthy	-5	-5	-5	-0.160597379345863
Healthy	-1.12737762097471	-0.0247612541664674	-0.501041934213615	-0.133145789264882
Healthy	-0.476123524361869	0.371616390024506	1.12085876128417	0.966157695702293
Healthy	0.852430583729309	-0.947767909747666	-1.95900230757651	-1.82798119057544
Healthy	0.386209934256197	0.312071521302931	0.836920702398021	-5
Healthy	-1.37913552473488	0.505967581890085	0.0841328210226966	0.205304532544046
Healthy	0.149249912590282	-0.769653277582523	0.00642325250764307	0.138116306359853
Healthy	-1.52607530658384	-5	-0.742681486902361	-0.722230389916349
Healthy	-0.316187764258705	0.25175742218101	1.8261669022567	0.863912029934059
Healthy	0.448497622954086	-5	0.625327887694976	-0.48205232800475
Healthy	1.01931697539738	0.069893693873133	0.714010209398879	0.212797319988354
Healthy	-5	-5	-5	-5
D011236	-0.538546495711128	-1.33395026151948	-2.64975198166584	-1.4205594028602
Healthy	-0.607285464323705	-0.573814174755489	-2.30277065724028	-1.14514763758217
Healthy	0.416410819643451	-5	-1.54668165995296	-0.214406820326175
Healthy	-5	-0.145693958198919	1.39302105861864	1.24807728828755
Healthy	0.960128153889501	-0.169693682416792	-1.5620909644605	0.192302558859347
Healthy	-5	-5	-0.778090453411866	-0.19271533841176
Healthy	0.368885370936616	0.433469002823628	1.51093020866172	0.105860884950425
Healthy	0.725976118605056	-0.365683982781584	-0.203849067415984	-0.605478277325087
Healthy	0.914328345362	-0.019196989859018	0.635517926054137	-5
Healthy	0.880156510769969	-0.313024291605835	0.277373095608309	-0.267413263287874
Healthy	0.232019755939844	-0.974530280938944	-5	-5
Healthy	-0.512720183556931	-5	0.798086179267052	-0.876573064995579
Healthy	-2.08092190762393	-0.237343939160307	-0.0837619362956995	0.499839608639899
Healthy	-1.20059052038487	-0.0479004629410154	-0.525346746637937	-0.282554190189904
Healthy	-1.81815641205523	-1.12563416426995	0.355627730921342	-0.553214380698812
Healthy	-5	-5	-2.14630178822383	-5
Healthy	-0.856485579924449	-1.30918394201908	-0.196802446025727	-0.0175071523717065
Healthy	-0.202012695074813	0.12846712192971	0.11038092944186	-1.00585888887388
Healthy	-5	-0.991655370747311	-5	0.717658023096461
Healthy	0.971953672639985	-0.714150259506558	-0.446723953862901	-0.466672882945576
Healthy	0.774849675704279	-5	-0.559878396812196	-0.835409239809776
Healthy	-1.10796107965871	-2.46852108295774	-0.805791020353318	0.198093237740242
Healthy	-2.31069114087638	-0.161188675642342	-0.0477937900371892	-0.523255297027324
Healthy	-5	-5	-0.234487908827371	-0.391666553469254
Healthy	0.714334790154114	-0.284481332099067	-5	0.451235160988187
Healthy	-0.00916851380527071	-0.523530676073616	-0.560004526046192	-0.747389659432627
Healthy	0.869752560667162	-0.750165958403208	-0.0930618909737584	-0.474955192963155
Healthy	-5	-5	0.707864715198395	-5
Healthy	0.383817160582021	0.0184133700620316	0.813939750377139	0.170496405744848
Healthy	-0.66372042564967	0.159597267987408	0.69533104825297	-0.793093207069136
Healthy	-5	-5	-5	0.60540525638235
Healthy	-0.212348279651533	-5	-0.445183879393751	-0.457224351765375
Healthy	-0.433491800755377	-0.570457652820567	1.95499752516448	-0.308308624308948
Healthy	0.624893391372869	0.278911289791332	-2.25492520841794	-5
Healthy	-5	-5	-5	-5
Healthy	0.208744933952947	-0.534810541887702	0.534801302478325	0.285656307864311
Healthy	-5	-0.458745350213741	0.65011413645341	1.03562782735063
Healthy	0.9197441971588	-5	-0.338622773360253	-0.61726273423867
Healthy	1.07756447444463	0.695981352939585	-5	-5
Healthy	0.390315000527157	-0.442757545770857	0.251844978120245	-0.93569179331704
Healthy	0.536036723450615	-5	1.3250250605027	-0.798520941053911
Healthy	1.03754880035659	-0.784891418946907	-0.362480251169119	0.161439879511266
Healthy	0.875735344086349	-0.418904075893949	-0.123447327346279	-0.132102555474055
Healthy	0.0465575921181778	-0.813382648146363	1.43007360359916	1.65999383396027
Healthy	0.248314188632918	-0.871762329230813	0.23595243448777	-5
Healthy	-5	-5	-5	-5
Healthy	-0.00119595501812284	-5	-5	0.719845670931388
Healthy	0.244724794839931	-1.98338445244282	-2.08565684288056	0.0651724894853563
Healthy	0.428364844343341	-1.62360555796273	-5	0.952750318793969
Healthy	-5	-0.618163200001657	0.205288290557362	-1.11719095860756
Healthy	-0.336883551415624	-0.96273290543129	-0.498461497350025	-0.430661209957077
Healthy	-5	-0.2872745559405	0.0560048536686308	-0.149102693910017
Healthy	0.894786662608891	-5	0.564887296907726	-0.522705062221873
Healthy	-5	-0.447441283694725	1.97543277360704	-5
Healthy	0.409672806612995	-0.716563075472224	0.144670706772752	0.0181677036515243
Healthy	-5	-0.970738004195825	-5	0.0478392780475528
Healthy	-1.94005811193804	-5	0.553907288227742	-1.1751585282463
Healthy	0.143486331711538	-1.10701544928928	0.263669201508103	-0.354184881703358
Healthy	0.92712953491677	-1.75870261289001	-1.48188105285685	-5
Healthy	-0.945463547345049	-0.400793994569468	-2.54668165995296	1.07161398700761
Healthy	-0.664762813090271	-1.78383409771401	-1.59499533494963	0.447983956055377
Healthy	-0.462117968257982	-0.868188928729658	-0.0908774117725586	0.854310293614356
Healthy	-1.37448177102836	-0.0820535929635507	0.533322029375106	0.228251461550436
Healthy	-5	0.311472007829608	0.929046294513347	-5
Healthy	0.467983789036729	-5	0.614141814671173	-0.424916120981977
Healthy	-5	0.497251791669375	-0.273150586456774	-5
Healthy	-5	-1.56193254954651	-5	0.651164578527951
Healthy	-1.10941133229451	-0.501937685418017	-5	0.916751798725431
Healthy	-0.842966550338798	-1.2938798902973	1.52996160370238	0.052516956831069
Healthy	0.239144256821094	0.0712153322997797	1.25546451732129	0.479723552460678
Healthy	-5	0.198712057460401	1.36224528218783	1.30986258050826
Healthy	-0.450812753865592	-0.0786257045815256	0.605180020305508	0.874723540535805
Healthy	1.05305845779077	-5	-0.607848455021177	-0.113588244639883
Healthy	0.461160744254032	-5	-5	-5
Healthy	0.39079914812045	0.143972939718956	-1.84618513565547	1.01891717585528
Healthy	0.601798250045134	-1.18236853280948	-0.905214532180442	-0.749336080536756
Healthy	1.04012783774634	-0.604673606930649	0.542352298552754	0.315260628018278
Healthy	0.502622372032976	-5	-1.20558166912586	-0.659278342686993
Healthy	-0.346131714354946	-0.476839055011398	-5	-1.1944991418416
Healthy	-0.732452827889227	-0.684596495365649	-5	-1.40175680834638
Healthy	-5	0.0838178347364504	0.60112742913338	0.0837605399498365
Healthy	1.02358906175098	-0.615951397971382	-0.00900886138847294	0.291901400465467
Healthy	-5	-1.86012091359876	-5	0.609572000332307
Healthy	-5	-0.85325198636936	0.416593913860068	-1.005638848092
Healthy	-2.29413628771608	-1.45345733652187	-5	0.621221994577762
Healthy	0.526229397327161	-0.862930869160591	-5	-0.289028431777928
Healthy	0.973790801472615	0.0153513712649288	0.838018101412819	0.0890321147870614
Healthy	0.715281146504042	-1.35674477497523	0.234638747499467	-1.04527520902094
Healthy	-5	-5	-0.573521271275756	0.214470300115669
Healthy	-5	-5	0.595145558352882	-0.262863039644452
Healthy	0.153897143925386	-0.589374585401875	-0.739713904090141	-0.82672629854742
Healthy	0.811678205568357	-5	-0.433468234296793	-0.750777176003326
Healthy	-1.65286521708998	-2.06048074738138	-0.591743070391283	0.0976251412103128
Healthy	0.538078335549099	-1.82044820883481	-0.901217875685308	-0.497941777242894
Healthy	0.114827743811462	-1.57741016014852	-5	-1.63413778459744
Healthy	0.0507083499167781	-5	-5	0.0407565703279443
Healthy	-0.0974314793287463	-0.767232525823657	1.46009192249282	-0.914852187873096
Healthy	-0.871277715661573	-0.0183444536909391	0.597859660262605	0.627575783132953
Healthy	-3.42021640338319	-0.637366754727643	-0.920529320764786	-0.1579652075551
Healthy	0.512921752774195	-5	-5	-5
Healthy	-0.889141043268132	-5	1.21643220550544	-5
Healthy	0.704388197977452	-0.490367429873487	-5	-0.00855240199619718
Healthy	-5	-5	-5	-0.120405283978251
Healthy	0.138128945620694	-1.4459956789881	-5	-5
Healthy	-0.131126427409365	-0.607901272836006	0.755051964732433	1.35173679983976
Healthy	-5	-5	1.30505693840378	0.503679031880346
Healthy	0.437953397540359	-0.0834986764542746	1.23922888489176	-5
Healthy	-5	-0.916461548769861	-5	0.717305109338064
Healthy	0.829698640395345	0.516712492904652	0.713582936346478	0.200798532796138
Healthy	0.872810427764863	-0.86087686589042	-0.293948248142934	0.466347044441233
Healthy	0.91212423623318	-1.36632959394856	-1.13477754370982	-0.286593467832309
Healthy	0.675521720607797	-1.4427334711301	0.179206976155487	-0.376709350192335
Healthy	-5	-1.58636500280144	0.562869557625187	-2.52724355068279
Healthy	-5	-0.759875269831434	0.0487990366618964	0.0353696933221023
Healthy	0.931204543128487	-5	-5	-5
Healthy	-5	-5	-2.55909091793478	0.640177224930746
Healthy	-5	-5	-5	0.438475894273104
Healthy	1.06255829479216	-5	-0.666149854897455	0.00232160207282551
Healthy	-5	-5	-0.708342603897819	0.155827756935741
Healthy	0.944600606569089	-0.837614844142759	-1.19702114466474	1.08126231317111
Healthy	-0.949426923244852	-0.510984217081489	0.315873824847141	-0.664101007974888
Healthy	0.410041261022265	0.192743031141627	-1.58120170940965	1.01092253615009
Healthy	-0.244148002533356	0.918554006672416	1.32504088179904	1.01147105617594
Healthy	-1.77989191195994	-1.00265730939838	-5	-0.469313754668806
Healthy	0.698857073089025	-5	-0.280229667695659	0.614401500203339
Healthy	-1.80687540164554	-1.2401056259745	-5	0.639371924008928
Healthy	1.20317191518542	-1.24420134302617	-5	-5
Healthy	-0.665727242592844	-5	-2.27654432796481	-1.38289476949762
Healthy	-5	-5	-5	0.616270659235917
Healthy	-5	-0.373259403747184	0.117437025282619	-1.76045027915953
Healthy	0.608224275949979	-5	-2.77469071827414	-0.421968539812042
Healthy	1.45641993696588	-0.131102933300169	0.452245041533327	-1.0691528083175
Healthy	-5	-5	-0.968026310908283	1.90080284334259
Healthy	-5	-5	-0.663860601391443	-0.521159451518198
Healthy	0.649271560060617	-5	-0.169764298883949	-0.582279260924316
Healthy	-2.014573525917	0.39525298498141	0.940656412788767	-0.923723744595782
Healthy	0.787281193630137	-5	-0.392759496168257	-0.618957157228091
Healthy	0.366579835281879	0.313603612177811	-0.255386305166024	0.272468210487953
Healthy	-5	-5	-0.688818513566982	-5
Healthy	0.523270302337317	-0.614357983470767	0.0945829197505739	0.457645770048531
Healthy	-0.871277715661573	-5	-1.14128238513971	0.415063538228395
Healthy	-0.0411686470024375	-2.70774392864352	-0.483491067973483	0.910800434540427
Healthy	0.31342215678707	-1.68655462957359	0.779672233690113	0.220712017483643
Healthy	-0.427535013407812	-0.597549461148636	-0.254870534496744	0.168774353738646
Healthy	-0.149298639255899	-0.821253203471042	-0.962215058246362	1.88868922381423
Healthy	-5	-5	-5	-5
Healthy	0.436603081405731	-0.923104806133949	-1.07748213975539	-0.742993782087693
Healthy	-0.799122154250974	0.128480045149157	1.15424346144458	0.310678446263141
Healthy	-0.853654871349532	-1.18428946021104	-0.145596784291952	-0.0774613755144196
Healthy	-5	-1.5562677585984	-5	-0.960110202263819
Healthy	0.787986551845958	-5	-0.587942853309844	-0.718375848559799
Healthy	-5	-3.24412514432751	1.25736533801255	1.01754625544621
Healthy	-0.604062354919958	-1.12182301950849	-0.469569764156238	-0.268830422451311
Healthy	-0.2124899351421	-1.45531197769732	1.33305956167538	-0.0426944776482733
Healthy	-0.91189936535734	-5	1.22129423600248	-5
Healthy	-0.220973804351429	-0.174541424963607	-1.41128022039994	0.500650805987072
Healthy	1.13330285627369	0.926107740699685	0.898959264634357	0.27491258826101
Healthy	0.577661807783137	-1.62893213772826	-0.796042908318756	-0.495379640882211
Healthy	-1.44696698379756	-1.31425826139774	-1.55548679366596	0.144595999617516
Healthy	-5	-0.546055137659332	-5	-1.82535880733955
Healthy	0.959495016926961	-0.156101025672757	-1.57235162881307	0.116883241007212
Healthy	0.5128404260918	0.560899700102297	0.300641128058455	-1.24237625409161
Healthy	0.143988527115435	-5	-1.99012436628784	0.806702848230718
Healthy	0.77167344945213	-2.17263072694617	-0.566534198627709	-0.793740964790717
Healthy	0.78629488921596	-5	-0.381512598603645	-0.922922933154239
Healthy	0.781211627918774	-5	-5	-0.211456910960713
Healthy	0.671069118214494	-5	1.25161753926618	0.886466471686538
Healthy	-1.68006156001969	0.321801343756948	0.758924754587632	1.10462229515659
Healthy	-5	-0.181035510150365	-0.0464287527576227	0.37066849739468
Healthy	0.96900239021705	-0.674279141980588	-0.464376801850688	-0.597669823868334
Healthy	0.245529940546645	-3.29242982390206	-1.06363708040226	-0.386464722780758
Healthy	-5	-5	-0.98367714598621	-1.15939212099071
Healthy	1.04552325582067	-5	-0.734097795698244	-0.0385646670036345
Healthy	-2.56383735295924	-0.835112042452046	-5	0.735293828434356
Healthy	-5	-5	-0.696177800137153	0.209295130817263
Healthy	-1.34198860334289	-1.28349583622678	-0.345072998917857	0.345371769857227
Healthy	-5	0.195235254806065	1.28088759264758	-5
Healthy	-5	0.361187464230574	-5	-1.6088883862972
Healthy	1.18194386410619	-1.12285911021518	-5	-0.132279198477346
Healthy	-5	-1.27893169820284	-0.785818691336179	0.900591046692102
Healthy	0.407662784584097	-0.328484671982463	0.192104479539058	1.11980863581922
Healthy	0.0143567023961815	-5	-5	-5
Healthy	-5	-0.453531370300251	-0.681686182776001	0.302532224931979
Healthy	-5	-0.667581740297515	-0.805929892378901	-0.133417322936451
Healthy	-1.87942606879415	-0.519964296771198	0.173611610354988	-1.48638292621212
Healthy	0.507386256144481	0.000642280662677451	0.666217427164635	-5
Healthy	1.06669445328592	-5	-0.579532646923747	0.0621154782168488
Healthy	0.558887290323476	-0.892383070008216	-5	-0.280660425032725
Healthy	-1.28100036212128	-1.06113017848701	0.685893043721648	0.327497886389404
Healthy	0.503649071802312	-0.115873295893505	0.0495048724861281	-0.364084184324402
Healthy	-5	0.0570229329045221	1.41502078370048	0.424440587526477
Healthy	0.573687170217444	0.124452054195514	1.1451889450139	0.16836192949269
Healthy	-5	-0.231139999157043	-5	0.773150623033685
Healthy	-5	-5	-5	0.502454433243893
Healthy	0.757181865780151	-0.206628751081044	1.1795974586203	0.453459004209478
Healthy	-5	-5	-5	0.39086271865719
Healthy	0.37370074533752	-0.237343939160307	1.16411988058082	0.439817253974966
Healthy	0.337674857441537	-5	-0.260348556290623	-0.772473215062798
Healthy	-5	-0.973425881849665	-5	0.0672568892381498
Healthy	-5	-5	-2.08196966321512	0.145820818801547
Healthy	0.0966076388102204	-0.605776033227632	-5	-0.576099081471583
Healthy	0.302287626976212	0.0619083996943086	0.104405161225936	0.3346929493563
Healthy	-0.0351701728113927	-5	-1.70421305974839	-0.730393669160521
Healthy	0.729890977278407	-5	0.551340190543342	-5
Healthy	0.876561328680068	-1.09355720618297	-0.110183053676838	-2.07262963696098
Healthy	-5	-0.550845706946122	0.636537040061483	1.03053333823936
Healthy	0.135501565412789	-0.844603226295149	1.54799954528215	-0.0669330371897654
Healthy	-5	-5	-2.15801519540989	-5
Healthy	-0.191843063965471	-5	0.691013379500746	-1.1624746905504
Healthy	-5	-5	-5	-5
Healthy	0.498212654158545	-0.115006502546535	0.0481270396638978	-0.24875169813603
Healthy	-1.43074316667139	0.00281809410122045	-1.76321090059071	0.720010376909017
Healthy	0.226571552713344	-0.431399377766681	1.31417849371957	1.30595079795855
Healthy	0.714330598150759	-0.921651950444643	-2.06854212931099	-5
Healthy	0.796665206413532	-5	-0.387258515540594	-0.803602715562657
Healthy	-0.613732957894986	-1.1157712303674	-1.11013827874181	-0.18575240426808
Healthy	-1.85139734519391	-0.938849219071451	0.046210223646017	0.0402620490405693
Healthy	0.591727791468931	-5	-5	-0.595919256900062
Healthy	0.49608790598005	-1.17574396237032	-0.276273491489097	-0.57254635059868
Healthy	-5	-0.243143377869836	-0.100037308553092	0.511086200555202
Healthy	-5	0.091360909542409	0.362883785478758	-0.171888149871696
Healthy	-5	-5	-5	0.656496841306835
Healthy	-0.0187886520203955	0.225696871650654	-0.654998961821958	0.675956970384772
Healthy	0.680861968925123	-5	-0.393736899488052	0.587338232071853
Healthy	1.02340104114133	-0.339599408925717	-1.12627261935332	0.068393679460304
Healthy	-0.659397267743252	0.136514466133511	0.845906315974176	-0.90173709762007
Healthy	-5	-5	-0.738023808602187	0.216324278686668
Healthy	-5	0.254182990661249	1.07470529382907	-0.675038846962645
Healthy	0.0563063317905525	-0.196693137991322	-0.355315281604121	0.406950437461211
Healthy	0.880552937387359	-3.1249387366083	-0.767156300376879	-1.44321521769297
Healthy	-5	-0.696803942579511	-5	-0.310247303860843
Healthy	0.934545413107672	-5	-5	0.837079358945614
Healthy	0.196480167700148	-0.820850519638851	1.3797707523698	0.274307978319055
Healthy	1.05846702235053	-5	-0.664161130420046	0.0798900150308385
Healthy	0.60852389419024	-5	-5	-0.0716553647351379
Healthy	0.455870715810266	-5	0.639479516594784	-0.341864536928131
Healthy	-5	0.274691149485756	1.08324239518931	-1.22446236521904
Healthy	0.105591926626399	-0.847895199107132	0.0981485902008364	-0.0557098419304694
Healthy	-0.0268767665789396	-5	0.689503315565635	0.207195273819796
Healthy	-5	-5	-5	-0.649693821120889
Healthy	-0.163460689623023	-5	-0.00911528981158869	0.335492000995821
Healthy	-0.470813555577385	-0.519676798758645	-5	-1.05222329153526
Healthy	-5	-5	-5	0.592865972047312
Healthy	0.332854375407764	-5	-5	-5
Healthy	-5	-1.4171415377755	-0.579433696255307	-1.8955128886876
Healthy	-5	0.169212861166052	-0.331139042382065	-0.740238933201335
Healthy	-1.08873582900163	-0.422152178698217	-5	1.06503828304054
Healthy	-0.638555491913672	-0.740453900912978	-0.339115557585661	0.155120355188351
Healthy	-0.199008138739829	-5	0.721813087470113	0.402135805896485
Healthy	-3.05551732784983	-0.0846265504301881	1.25925405028148	0.510141357743158
Healthy	-0.640999772625313	-0.607795643629137	-0.436708811627375	-2.18177410638604
Healthy	-5	-0.699426253114566	-0.32762502125392	0.7534528276193
Healthy	0.810805596677374	-0.723883010836456	-0.236055652840817	-0.571638394955997
Healthy	0.438895020377746	0.165864304077713	-1.81360878430451	1.036903435961
Healthy	0.59543228544448	-1.61493022366806	1.4322863830531	0.850018535593396
Healthy	-0.862424366317959	-0.875528381080512	-5	-1.30944953848964
Healthy	-5	-5	-5	-5
Healthy	-5	-1.51755520808173	-0.666532573094629	0.00391268673848343
Healthy	-0.549812498104163	0.223534877753829	1.69709519655954	-5
Healthy	-5	-5	1.55807490231975	0.652436847126828
Healthy	0.674079074198095	-5	-5	0.750424304830775
Healthy	0.802628708279657	-1.63714069704132	0.148781517684524	-0.884622505720883
Healthy	0.0699084830231443	-0.179555508741864	-0.384944695820278	0.42908175442676
Healthy	-5	0.480478371069208	-5	-5
Healthy	-0.493278550756513	-5	-5	-5
Healthy	1.18520234870685	-0.230593131086402	-0.401340785971871	-0.539207362420141
Healthy	-5	-0.739403957698091	-5	0.713414093816578
Healthy	-5	-0.996711841173925	-5	-0.890252762286771
Healthy	-5	0.0781812182659451	-0.951014697429289	-0.525099314414733
Healthy	-5	-5	-5	-5
Healthy	0.0103762907578522	-5	-5	-1.51598503733244
Healthy	-0.419382901170572	-5	-0.0871405248376451	0.477064792766908
Healthy	-5	-5	-5	-0.742369416122842
Healthy	0.518444183950244	-1.2251182341812	0.768387218184346	0.221906941178184
Healthy	-1.03235843591699	0.140520612884692	0.075068609166044	-0.636331621889232
Healthy	-5	-1.2308443092856	-1.00418936832396	-0.676005797818026
Healthy	0.429750665521779	-5	0.607669436688243	-0.562170193591781
Healthy	1.34781010883324	-5	-5	-0.469723442318458
Healthy	-0.612325483725213	-1.08661005636824	-0.838542153028249	0.318626717029967
Healthy	-1.00877392430751	-0.644395249041196	-0.057030119929653	-0.423060035665107
Healthy	0.946912844481891	-0.536569908097198	-1.13637977972968	1.11557456857468
Healthy	-5	-0.231066057813219	-5	0.776158339887254
Healthy	-0.392448477622196	-0.211082516097931	0.129274084988542	-0.377133470982006
Healthy	-5	-0.226930659514038	-5	0.787010360436987
Healthy	0.702691551699824	0.0259527278938151	-1.20978522975602	-5
Healthy	-5	-5	-5	-0.79171992145469
Healthy	-5	-5	-0.637366754727643	0.284383353680256
Healthy	0.657144807153543	-1.32084475871665	0.646405686916079	-0.298915793061145
Healthy	0.731300214016237	-1.32808698755841	-0.341626047239485	-0.278477911478968
Healthy	0.413526074816422	-0.432444329105216	-0.937944752624646	-5
Healthy	0.427997029527809	-5	-5	-5
Healthy	0.792503050739838	-5	-0.497695810944888	-0.670988784292632
Healthy	0.279071205490511	-1.2461872164353	0.232952932771053	-5
Healthy	-1.03310770413286	-0.0400670720958389	-0.514363737648883	-0.198802165540851
Healthy	-5	-5	-1.16462654752999	1.99466959338096
Healthy	-5	-0.213319546803351	0.707168907050114	-2.79588001734407
Healthy	-0.209996479609511	0.118443302485447	0.0921133305460883	-1.06248210798265
Healthy	-0.0357545164336155	-0.582096718008771	-0.853561864714225	-1.02300845469385
Healthy	-5	-0.912147624836831	-0.862519290615864	-0.985983770741636
Healthy	-5	-0.806152180026442	-5	0.040159117831352
Healthy	-5	-0.232206152738853	-2.38090666937326	-0.598289359610919
Healthy	-5	-1.19572423287091	-0.964370172209561	-0.750385897655418
Healthy	-5	-0.713184386563414	-0.806958927846758	-0.351113299484693
Healthy	0.575378384478593	-0.751879540116397	0.71684772612825	-0.380395421620834
Healthy	1.08429773974205	0.228551770689046	1.06769115252498	-5
Healthy	-0.000912977374111591	-0.0143939169475636	0.250288230061403	1.27221141220562
Healthy	-1.65423430688551	-1.174898588402	-5	0.633125934895278
Healthy	-5	-0.516640963719313	0.171003490368599	-1.51215487988856
